rely,data,cplx,turn,Generated_Var_2,Generated_Var_7,actual
0.22461598,0.2902541,0.16654633,0.32640523,0.1388187,0.32544428,-0.008359367
0.4807793,0.45516944,0.2814175,0.3307173,0.3098635,0.6196811,0.046316124
0.24092813,0.32962012,0.18796691,0.30770773,0.1940907,0.40292606,-0.021489084
0.29537094,0.37951234,0.20781647,0.3188029,0.21087648,0.47821832,-0.01656897
0.2574575,0.30208325,0.14540029,0.3949929,0.17381242,0.31937578,0.02610774
1.0568259,0.64612126,0.6026895,0.4963809,0.51417965,1.1507392,0.16366053
0.2613051,0.35192782,0.18719213,0.3015183,0.1298721,0.3887197,-0.0028685965
0.23574439,0.3757739,0.22008361,0.32812572,0.19159171,0.4536464,-0.025088493
0.18519896,0.29932514,0.19235128,0.28676128,0.14031541,0.33150378,-0.009547348
0.33053452,0.40992513,0.24697071,0.31644654,0.23821235,0.54909766,-0.013227337
0.19995049,0.24946511,0.1864748,0.3034501,0.11629617,0.27225798,-0.0011132932
0.18994409,0.25007212,0.20759246,0.27123347,0.15402704,0.28785527,-0.02776635
0.19833098,0.2554992,0.22164479,0.27388656,0.15270817,0.2968593,-0.026852429
0.19626284,0.2521611,0.20108123,0.28764695,0.14418584,0.29799315,-0.025824033
0.23998535,0.32912874,0.15144384,0.2787984,0.18169163,0.3692775,-0.0011717342
0.18393093,0.2898671,0.18306793,0.260982,0.14005862,0.33331636,-0.0068834117
0.2225996,0.29588705,0.16089948,0.31475496,0.15828457,0.3392569,-0.0026916564
0.58077896,0.58013016,0.34769136,0.43993855,0.36401796,0.83595,0.06798075
0.19674833,0.26206374,0.19179927,0.27834687,0.13772418,0.29834515,-0.015736256
0.19688913,0.26249352,0.17719004,0.29193863,0.13375573,0.27805728,-0.00726806
0.2850111,0.37098202,0.1825259,0.29533964,0.13438013,0.4322937,-0.003298114
0.22466213,0.31008926,0.18247826,0.2756474,0.1779353,0.3729935,-0.010878776
0.19805866,0.2294696,0.21048613,0.27877244,0.13810351,0.26378992,-0.018649224
0.22767362,0.28609714,0.19582105,0.35472956,0.123628065,0.3583679,0.00862547
0.20613393,0.28464857,0.15598243,0.30048424,0.15276606,0.3185218,-0.0047566537
0.54515195,0.5324963,0.37542298,0.37987635,0.29393,0.7598996,0.057880655
0.24241455,0.43708184,0.2066137,0.42237976,0.08033408,0.48058307,-0.009474118
0.25046372,0.36357224,0.22956643,0.30289316,0.11381222,0.40027553,-0.0026809638
0.22036573,0.26601017,0.21358068,0.2788595,0.17143019,0.32580623,-0.033025622
0.25358942,0.30812424,0.2161661,0.28404015,0.18833628,0.38339043,-0.020550463
0.24547702,0.3135676,0.14205989,0.26478225,0.15831512,0.35462105,-0.005639705
0.23528115,0.32077733,0.1404594,0.27314433,0.15042996,0.35082108,0.0025244798
0.2193733,0.28937727,0.16955464,0.30745566,0.09721292,0.29303122,0.005964232
0.29478586,0.32572278,0.21711193,0.2915746,0.22208904,0.42667,-0.027716931
0.85333043,0.6549036,0.4725666,0.4701415,0.4705155,0.99860144,0.17515045
0.20049593,0.30223426,0.20625043,0.34172407,0.10782444,0.34843186,0.0008772323
0.2634838,0.32390156,0.2104401,0.3130372,0.20753695,0.40186733,-0.0060644066
1.3113351,0.7571768,0.7006937,0.6104164,0.67717266,1.3889648,0.22012897
0.2159002,0.28121257,0.15378381,0.3010993,0.16079974,0.31839702,-0.005583885
0.3228659,0.4326048,0.22434868,0.31815338,0.2315139,0.5306005,-0.0026420662
0.3603369,0.34569672,0.2389322,0.30872843,0.21023867,0.4592876,0.0023579833
0.22162317,0.3322395,0.18206139,0.2955352,0.17412838,0.38459718,-0.021209076
0.61198705,0.42666835,0.38726604,0.38599288,0.3590216,0.7120217,0.031679664
0.21560697,0.25612026,0.21105804,0.28669295,0.15688798,0.3097523,-0.025500163
0.3288222,0.37709886,0.2352258,0.30712408,0.26717865,0.50931644,0.0015118646
0.20552576,0.27674174,0.19356665,0.28877565,0.16762531,0.31813723,-0.0128834965
0.34376,0.39534006,0.22737868,0.3044662,0.19638228,0.5061054,-0.0026616314
0.33734506,0.36501372,0.23517714,0.30953318,0.244421,0.4946385,0.005009692
0.21840122,0.26867503,0.17298767,0.31595907,0.068801574,0.3045033,0.0047867494
0.2674284,0.26938316,0.17111951,0.3977141,0.05013255,0.26749665,0.07245623
0.63985306,0.49021852,0.3677675,0.3478249,0.34566194,0.74171746,0.117051184
0.29884845,0.3798042,0.22616713,0.31186777,0.2232896,0.50518453,-0.01403612
0.28339404,0.4325936,0.18257383,0.44860253,0.11675148,0.49722716,0.0023144062
0.21313982,0.27900243,0.21001409,0.323432,0.1480605,0.35596266,-0.022663489
0.21781133,0.24550459,0.17141865,0.288349,0.13558379,0.27542096,-0.00235687
0.20952967,0.28297415,0.18886076,0.3073442,0.131043,0.33371913,-0.01849546
0.7072827,0.5749101,0.40090883,0.45522347,0.32627708,0.8698859,0.101821154
0.19179511,0.29609478,0.20060089,0.2521315,0.15931554,0.35040075,-0.027961522
0.85718817,0.59872335,0.47993955,0.43469727,0.42486954,0.9790379,0.1207849
0.6968642,0.45626733,0.4007423,0.36644214,0.35664612,0.7812815,0.08203141
0.46031988,0.5020144,0.29360142,0.36167115,0.32116205,0.6624043,0.015716331
0.21216634,0.28432295,0.15713982,0.29106295,0.15798238,0.3282634,-0.015106128
0.20586574,0.23752609,0.19466127,0.27453557,0.15194617,0.27653104,-0.019911356
0.18840182,0.27715552,0.20000197,0.31119606,0.08470148,0.32333544,-0.011569866
0.30507636,0.3898779,0.19143039,0.3273549,0.21311957,0.47864047,0.01932168
0.41622266,0.4242197,0.26397762,0.35590446,0.28507462,0.5917704,0.025016177
0.18233576,0.2968583,0.2103192,0.2809848,0.12863348,0.3217819,-0.017688036
0.38703305,0.3896095,0.2499568,0.31861132,0.24328245,0.55114543,0.017254531
0.22700502,0.23638296,0.19043596,0.3288788,0.071925335,0.28866735,0.018957105
0.24629049,0.32074958,0.19771867,0.3170062,0.17960843,0.39599365,-0.022669807
0.20190263,0.271944,0.19619204,0.2879088,0.16374457,0.32530543,-0.016704299
0.330192,0.36295384,0.22624163,0.3099286,0.23598863,0.4718559,-0.0025882386
0.23679899,0.2780947,0.2181884,0.29500753,0.17157257,0.33779067,-0.019679986
0.76270056,0.58612967,0.46253315,0.4389436,0.38735187,0.9238062,0.13551536
0.21691403,0.27598274,0.21713495,0.27263466,0.18789713,0.33374944,-0.03649738
0.58526206,0.5256211,0.36087766,0.359684,0.3492164,0.77482045,0.09294664
0.25544333,0.29476503,0.16954473,0.37513936,0.037756197,0.29738146,0.053563744
0.19531101,0.2335912,0.19678469,0.27787584,0.12269068,0.26504666,-0.014598741
0.18035394,0.24553093,0.18847573,0.26563197,0.12641664,0.27595204,-0.018347457
0.25352204,0.36254346,0.17415462,0.29683623,0.19684504,0.43774432,-0.008569531
0.22089207,0.2590762,0.1668238,0.32300866,0.14697626,0.28553444,-0.0027613947
0.2809582,0.39942086,0.20363498,0.34728923,0.125416,0.47804037,0.009783982
0.18143168,0.28554818,0.16029662,0.33527845,0.12571074,0.31616384,0.004603027
0.7374228,0.49394017,0.41870177,0.4007297,0.38177705,0.8264748,0.09090767
0.24613407,0.32878128,0.20146202,0.3024884,0.19510902,0.39375612,-0.0066419505
1.1990316,0.77692837,0.6749849,0.5716964,0.6278702,1.3340981,0.24568495
0.25015387,0.30274764,0.20338844,0.28277984,0.16564858,0.3642121,-0.019012343
0.25460362,0.31247228,0.19229701,0.26818728,0.13031167,0.3573388,-0.010741836
0.890443,0.6012085,0.45451903,0.45307398,0.43776,0.9989586,0.14899878
0.46055922,0.48529345,0.26479146,0.36816514,0.32486165,0.65358865,0.02912027
0.31535026,0.40460485,0.23065875,0.3278724,0.18053949,0.52286446,0.020270012
0.19811982,0.3002267,0.15728907,0.3211183,0.154691,0.33693,-0.0034460165
1.611691,0.7960207,0.9025308,0.69362754,0.73259526,1.6474233,0.26664677
0.21156451,0.26156268,0.16477384,0.30325133,0.1272959,0.28080142,-0.009773824
0.23474306,0.3714645,0.20734438,0.31320268,0.21477744,0.44569254,-0.014066835
0.7572363,0.5354784,0.4156731,0.3990011,0.41747743,0.8715669,0.098407485
0.19407243,0.25555396,0.18122339,0.30543846,0.12613073,0.29062754,-0.0073513305
0.2208955,0.27516392,0.21338989,0.28107756,0.1811656,0.3543488,-0.034357667
0.57031983,0.51629937,0.32048947,0.37856457,0.29711813,0.7448268,0.039853904
0.19220275,0.24865735,0.16318156,0.2623815,0.1435369,0.30246818,-0.026136499
0.23710185,0.2930395,0.21880485,0.27327096,0.20672078,0.36161885,-0.03875637
0.28420642,0.38661778,0.18160541,0.30135655,0.2169026,0.45608908,-0.0034659347
0.3013245,0.4000619,0.21676207,0.3149272,0.15525267,0.4781652,0.004704276
0.6216262,0.5243369,0.38689852,0.3713592,0.38586575,0.794858,0.07396016
0.2030494,0.24299103,0.20302787,0.2631822,0.14052399,0.2726785,-0.01983273
0.2701502,0.30836323,0.24100748,0.2938229,0.20882808,0.38364303,-0.012830435
0.24146219,0.41770878,0.20412906,0.35595652,0.18588468,0.48932788,-0.014261923
1.8422887,0.93130577,1.028055,0.823638,0.84204215,1.8935575,0.30165026
0.42835483,0.46193397,0.29757243,0.35103986,0.27255064,0.6462821,0.033571027
0.19477934,0.33131894,0.18992153,0.35454834,0.122854546,0.37559938,0.00065117143
0.6485724,0.5369022,0.3937574,0.38443452,0.37349474,0.7951864,0.12887184
0.2751153,0.32966202,0.20296115,0.2779392,0.14432342,0.3862949,-0.0056765275
0.31926537,0.33467975,0.24364018,0.30863884,0.24702537,0.4590675,-0.024571158
0.65101576,0.49714586,0.3567129,0.38476998,0.31964302,0.7486509,0.08925102
0.79838645,0.56714875,0.43960392,0.4217758,0.45493227,0.89306307,0.092077136
0.26212993,0.30400056,0.22770785,0.30418342,0.2005136,0.38743457,-0.02994432
0.25796515,0.3194917,0.18530385,0.31157386,0.15397903,0.38620603,-0.0027263248
0.17267147,0.23846525,0.17226274,0.2508404,0.10507042,0.26057714,-0.0118902
0.21799402,0.27243954,0.18651442,0.27796468,0.14539808,0.3177312,-0.018512093
0.98941255,0.8162914,0.5030762,0.571979,0.5796704,1.2342942,0.1732842
0.57221234,0.4842443,0.370033,0.36221105,0.31407136,0.7420783,0.033057038
1.2951462,0.70336217,0.6755063,0.5790432,0.64810306,1.339333,0.24673417
0.39594802,0.40600064,0.25273138,0.3172425,0.28703177,0.55135226,0.004896621
0.27404335,0.2789633,0.15863912,0.36920208,0.1114029,0.34110036,0.018557245
0.3491621,0.33232513,0.25927317,0.30799836,0.25116652,0.4667301,-0.022176586
0.22818948,0.24242869,0.2337013,0.28165832,0.1693236,0.29971284,-0.035628613
0.4755434,0.44757682,0.27148318,0.3615826,0.30728257,0.6138973,0.06430544
0.23599772,0.30828375,0.22637115,0.274875,0.18888798,0.37950444,-0.031212594
0.1752191,0.30379236,0.1895081,0.3080219,0.13214856,0.32658392,-0.0036603473
1.2439716,0.7544031,0.66183496,0.5687898,0.64681643,1.3088411,0.21714695
0.25100988,0.3145257,0.19725205,0.28591642,0.19614485,0.39387923,-0.02279523
0.23316249,0.33958203,0.18010905,0.3526964,0.10520042,0.37117925,0.026286125
0.19355986,0.33619717,0.18433945,0.29936695,0.13256711,0.3597823,-0.011112443
0.22698835,0.29790443,0.15276745,0.32048932,0.14833005,0.3600839,-0.0021418198
0.26287007,0.27688134,0.23456079,0.2872964,0.21098189,0.35946578,-0.028905395
0.860973,0.6571262,0.47912577,0.49414316,0.5056624,1.0589905,0.094007045
0.79645044,0.5606626,0.43038386,0.44705167,0.4541136,0.9210348,0.08907035
0.2405018,0.2510385,0.24509402,0.27882245,0.19063756,0.32457379,-0.041424926
0.28082728,0.43538037,0.21481612,0.35921502,0.15858963,0.5199549,-0.0054559335
0.28792566,0.31783885,0.19525008,0.28046426,0.22090653,0.40798756,-0.026366595
0.23406574,0.3196666,0.20541431,0.27572656,0.18428597,0.3890578,-0.01722525
1.4190795,0.79056835,0.82881296,0.70381117,0.6582878,1.5628141,0.20381406
0.619492,0.52613443,0.35881314,0.39770004,0.319023,0.79997003,0.052225906
0.49592534,0.43555558,0.28736988,0.32746997,0.3251287,0.6126963,0.047852434
0.18511856,0.26240054,0.19691819,0.30100894,0.112774625,0.2995602,-0.01032787
0.19782822,0.27456674,0.1772311,0.32580405,0.05743777,0.32138643,-0.016480181
1.1201882,0.6326088,0.6169685,0.50895226,0.5335307,1.1869742,0.18941572
0.22348544,0.26859778,0.19024679,0.28185046,0.17843355,0.3321413,-0.029613025
0.20837873,0.26305693,0.1674226,0.2998429,0.092898756,0.27796024,-0.00068673305
0.21365836,0.30458736,0.17444153,0.2954298,0.14164749,0.34241414,-0.0048321476
0.18566161,0.29382557,0.20068428,0.31156692,0.120527126,0.3292921,-0.0073502846
1.0440404,0.6544807,0.57788754,0.5055847,0.54638904,1.1366886,0.15525287
2.3622646,1.2121294,1.2589043,1.0413022,1.077988,2.4396546,0.46268287
0.21660808,0.24483347,0.22643417,0.27378,0.16985942,0.29449588,-0.036827527
0.18762596,0.2722151,0.15248308,0.29238665,0.12827922,0.29786283,-0.00052674394
0.28968656,0.33666176,0.22074835,0.2806496,0.22503296,0.44386974,-0.020364266
0.39808798,0.40959084,0.25301287,0.32469606,0.2594009,0.58178115,0.014941932
0.18923211,0.24663773,0.19324788,0.28309554,0.13407499,0.27882698,-0.0143682575
0.21920699,0.2855734,0.17745107,0.28327918,0.17355141,0.35464635,-0.025925614
0.2310362,0.23967126,0.17501345,0.3302456,0.104580045,0.271767,0.01622884
1.1539965,0.71658355,0.6167752,0.595774,0.5975682,1.2870854,0.15076503
0.22981568,0.29187807,0.20517561,0.28809175,0.12719688,0.3495872,-0.005704622
0.23104575,0.26679382,0.16683103,0.26797345,0.1660316,0.31848845,-0.01572517
0.32535356,0.39188007,0.2342858,0.31592652,0.14334908,0.47665346,-0.0024512024
0.2220968,0.30505237,0.21305124,0.29937825,0.1837481,0.37869203,-0.031115804
0.3159178,0.30866605,0.24944742,0.28739345,0.22628687,0.418746,-0.021831423
0.23252812,0.34479895,0.15989636,0.3220477,0.15557602,0.4187346,-0.0012176391
0.24447002,0.42202872,0.16616036,0.3598862,0.12828729,0.49936306,-0.008043675
0.26836693,0.34759143,0.16188346,0.38131645,0.14452252,0.3923423,0.0015202586
0.43799257,0.4031133,0.27416924,0.3206411,0.29048932,0.5611366,0.0089150295
0.38293386,0.38312757,0.24106029,0.31820697,0.23109677,0.5416589,0.015316995
0.22014403,0.27071524,0.1991898,0.31526,0.14720818,0.320982,-0.005936674
0.43601736,0.37333524,0.29951936,0.31293407,0.2858854,0.56271946,0.010789068
