AFP,Input,Output,Enquiry,File,Interface,Added,Duration,N_effort,Effort
134.0,43.0,0.0,77.0,36.0,0.0,156.0,5.0,1461.0,1213
1241.0,575.0,45.0,319.0,301.0,0.0,1240.0,15.0,10222.0,10222
99.0,81.0,0.0,3.0,15.0,0.0,6.0,3.0,241.0,241
1285.0,685.0,67.0,133.0,620.0,7.0,1512.0,16.5,1200.0,1200
466.0,164.0,212.0,12.0,66.0,7.0,461.0,10.0,2058.0,1708
77.0,30.0,0.0,20.0,22.0,0.0,7.0,4.0,2540.0,2108
81.0,11.0,22.0,0.0,20.0,21.0,64.0,1.0,547.0,454
694.0,61.0,164.0,168.0,145.0,60.0,598.0,8.0,4086.0,4086
62.0,18.0,7.0,6.0,10.0,17.0,7.0,5.0,2442.0,2027
56.0,0.0,42.0,0.0,0.0,15.0,57.0,3.0,293.0,293
753.0,289.0,13.0,0.0,363.0,7.0,672.0,12.0,4301.0,4301
421.0,177.0,22.0,217.0,0.0,5.0,421.0,15.5,16788.0,16788
59.0,30.0,11.0,3.0,21.0,0.0,65.0,3.0,682.0,566
409.0,42.0,201.0,39.0,67.0,60.0,409.0,11.0,2672.0,2672
115.0,21.0,90.0,4.0,0.0,0.0,94.0,12.0,1869.0,1869
93.0,58.0,20.0,4.0,10.0,0.0,22.0,3.0,967.0,803
71.0,30.0,15.0,12.0,7.0,5.0,0.0,7.0,4842.0,4019
971.0,345.0,42.0,249.0,150.0,10.0,796.0,14.0,5864.0,4867
74.0,15.0,7.0,42.0,0.0,10.0,74.0,17.0,3132.0,3132
81.0,18.0,4.0,25.0,21.0,10.0,25.0,1.0,107.0,89
106.0,6.0,33.0,19.0,0.0,55.0,113.0,7.0,1357.0,1126
1168.0,516.0,240.0,176.0,314.0,10.0,1256.0,8.0,1538.0,1538
1093.0,392.0,119.0,235.0,166.0,47.0,959.0,11.0,7263.0,7263
67.0,10.0,18.0,31.0,0.0,0.0,0.0,2.0,4642.0,3853
1256.0,270.0,121.0,450.0,90.0,50.0,981.0,28.0,51527.0,28855
72.0,67.0,5.0,0.0,0.0,0.0,6.0,15.0,1504.0,1248
777.0,287.0,159.0,38.0,147.0,45.0,676.0,13.0,17286.0,15039
131.0,30.0,33.0,18.0,35.0,12.0,128.0,13.0,5960.0,4947
134.0,78.0,0.0,0.0,63.0,0.0,141.0,8.0,2433.0,2019
826.0,255.0,295.0,72.0,157.0,0.0,779.0,42.0,5400.0,5400
3180.0,916.0,538.0,295.0,969.0,0.0,2718.0,36.0,33028.0,33028
324.0,175.0,108.0,29.0,17.0,5.0,334.0,13.0,5078.0,5078
220.0,132.0,45.0,30.0,7.0,0.0,49.0,3.0,701.0,701
258.0,34.0,89.0,6.0,63.0,49.0,241.0,12.0,736.0,736
139.0,25.0,19.0,6.0,29.0,60.0,139.0,7.0,976.0,976
274.0,70.0,123.0,57.0,28.0,30.0,308.0,4.0,1167.0,1167
231.0,0.0,86.0,0.0,50.0,130.0,266.0,12.0,3762.0,3762
126.0,58.0,15.0,6.0,21.0,40.0,22.0,5.0,619.0,619
93.0,0.0,70.0,0.0,15.0,10.0,0.0,8.0,1327.0,1101
1825.0,594.0,569.0,192.0,259.0,60.0,1674.0,15.0,1210.0,1210
500.0,229.0,31.0,130.0,60.0,0.0,170.0,8.0,7080.0,5876
373.0,129.0,96.0,21.0,105.0,50.0,389.0,10.0,2395.0,2395
330.0,179.0,26.0,64.0,110.0,0.0,379.0,10.0,1050.0,1050
57.0,27.0,28.0,0.0,0.0,0.0,0.0,4.0,2098.0,1741
127.0,61.0,0.0,20.0,44.0,0.0,13.0,4.0,1902.0,1579
1362.0,579.0,291.0,171.0,378.0,0.0,1419.0,11.0,3193.0,3193
1463.0,780.0,119.0,223.0,371.0,0.0,1493.0,23.0,36046.0,36046
148.0,12.0,49.0,36.0,28.0,15.0,140.0,3.0,4141.0,3437
474.0,71.0,24.0,343.0,21.0,15.0,41.0,6.0,1829.0,1829
77.0,24.0,18.0,21.0,14.0,0.0,18.0,10.0,492.0,408
213.0,105.0,67.0,41.0,0.0,0.0,52.0,2.5,801.0,801
175.0,22.0,53.0,0.0,100.0,0.0,59.0,7.0,597.0,597
360.0,122.0,98.0,54.0,62.0,0.0,336.0,18.0,763.0,763
331.0,84.0,0.0,12.0,0.0,284.0,156.0,5.0,1238.0,1238
285.0,48.0,187.0,15.0,35.0,25.0,310.0,7.0,1249.0,1249
187.0,72.0,32.0,10.0,44.0,5.0,4.0,3.0,15807.0,13752
502.0,120.0,32.0,89.0,83.0,120.0,444.0,14.0,9296.0,9296
303.0,0.0,266.0,0.0,0.0,25.0,0.0,1.0,396.0,329
174.0,105.0,83.0,0.0,0.0,5.0,98.0,17.0,3088.0,3088
44.0,14.0,0.0,16.0,17.0,5.0,49.0,2.0,380.0,380
387.0,88.0,221.0,37.0,34.0,0.0,18.0,7.0,2811.0,2333
406.0,18.0,374.0,27.0,0.0,0.0,21.0,19.0,2109.0,2109
496.0,198.0,109.0,67.0,90.0,60.0,524.0,14.0,11586.0,10080
116.0,34.0,38.0,4.0,30.0,0.0,33.0,2.0,553.0,553
53.0,17.0,17.0,0.0,24.0,5.0,63.0,16.0,354.0,354
209.0,42.0,145.0,10.0,43.0,0.0,225.0,2.5,190.0,190
903.0,336.0,134.0,158.0,148.0,100.0,387.0,11.0,6605.0,5482
469.0,71.0,170.0,15.0,67.0,96.0,419.0,11.0,3845.0,3191
1894.0,187.0,1241.0,143.0,156.0,10.0,966.0,12.0,3986.0,3986
215.0,108.0,0.0,94.0,7.0,0.0,76.0,7.0,560.0,560
82.0,38.0,9.0,20.0,14.0,0.0,29.0,2.0,96.0,80
1694.0,391.0,469.0,385.0,210.0,85.0,1540.0,16.0,7816.0,7816
81.0,24.0,22.0,20.0,10.0,0.0,64.0,5.0,2412.0,2002
297.0,150.0,7.0,132.0,0.0,0.0,13.0,6.0,1557.0,1557
280.0,161.0,91.0,0.0,10.0,0.0,262.0,7.0,1417.0,1417
56.0,19.0,5.0,16.0,10.0,0.0,29.0,5.0,1501.0,1246
492.0,114.0,97.0,157.0,49.0,75.0,248.0,11.0,4158.0,4158
426.0,127.0,122.0,54.0,87.0,20.0,31.0,2.0,778.0,646
499.0,262.0,42.0,60.0,90.0,0.0,155.0,10.0,2310.0,2310
60.0,9.0,32.0,12.0,7.0,0.0,60.0,5.0,1102.0,992
362.0,152.0,68.0,41.0,72.0,15.0,348.0,6.0,8543.0,7091
363.0,169.0,23.0,115.0,42.0,0.0,82.0,5.0,4134.0,3431
53.0,24.0,0.0,24.0,0.0,0.0,0.0,3.0,1213.0,1007
17518.0,9404.0,1221.0,0.0,2955.0,0.0,13580.0,14.0,54620.0,54620
199.0,82.0,92.0,13.0,10.0,0.0,20.0,2.0,1049.0,871
2171.0,534.0,319.0,323.0,87.0,0.0,209.0,8.0,19699.0,19699
220.0,90.0,19.0,64.0,39.0,0.0,12.0,4.0,2325.0,1930
1355.0,535.0,428.0,58.0,224.0,10.0,1255.0,26.0,7505.0,7505
374.0,170.0,4.0,88.0,126.0,10.0,398.0,2.0,363.0,300
62.0,51.0,0.0,0.0,10.0,5.0,66.0,3.0,420.0,349
311.0,11.0,217.0,3.0,36.0,57.0,324.0,6.0,2455.0,2038
132.0,32.0,15.0,13.0,31.0,45.0,136.0,6.0,724.0,601
135.0,60.0,17.0,0.0,70.0,0.0,0.0,15.0,667.0,667
79.0,16.0,34.0,0.0,28.0,10.0,81.0,5.0,4319.0,3585
155.0,75.0,28.0,10.0,29.0,0.0,14.0,4.0,2308.0,1916
965.0,433.0,234.0,148.0,245.0,0.0,1060.0,30.0,3930.0,3655
296.0,27.0,166.0,48.0,21.0,50.0,312.0,10.0,5432.0,5432
56.0,3.0,19.0,10.0,24.0,0.0,56.0,3.0,170.0,170
206.0,88.0,23.0,31.0,35.0,0.0,73.0,8.0,2196.0,1823
651.0,104.0,385.0,16.0,49.0,27.0,581.0,4.0,4352.0,3612
2323.0,804.0,332.0,0.0,947.0,240.0,636.0,6.0,3981.0,3981
146.0,46.0,0.0,50.0,41.0,0.0,44.0,6.0,2390.0,1984
284.0,49.0,83.0,75.0,51.0,5.0,80.0,5.0,4393.0,3646
249.0,47.0,26.0,80.0,84.0,0.0,237.0,9.0,3800.0,3800
32.0,4.0,7.0,0.0,0.0,30.0,41.0,3.0,498.0,498
1908.0,401.0,1216.0,155.0,107.0,10.0,1889.0,48.0,27000.0,27000
253.0,56.0,149.0,0.0,24.0,24.0,76.0,7.0,1694.0,1694
184.0,53.0,21.0,43.0,38.0,15.0,170.0,4.0,3393.0,2952
76.0,60.0,12.0,0.0,0.0,0.0,0.0,1.0,451.0,374
276.0,108.0,5.0,75.0,56.0,0.0,177.0,4.0,300.0,300
3471.0,1327.0,257.0,534.0,995.0,42.0,3155.0,17.0,7575.0,7575
380.0,67.0,103.0,77.0,98.0,20.0,365.0,9.0,4002.0,3322
155.0,18.0,0.0,69.0,14.0,47.0,148.0,8.0,5196.0,5196
327.0,64.0,142.0,21.0,0.0,100.0,327.0,16.0,2566.0,2566
193.0,82.0,80.0,50.0,14.0,0.0,41.0,5.0,2031.0,1686
1108.0,279.0,20.0,314.0,273.0,30.0,916.0,6.0,26940.0,25054
363.0,168.0,10.0,92.0,77.0,5.0,0.0,10.0,141.0,117
249.0,144.0,104.0,6.0,14.0,0.0,268.0,3.0,500.0,500
769.0,265.0,195.0,235.0,52.0,0.0,178.0,8.0,12551.0,12551
137.0,54.0,42.0,30.0,7.0,0.0,97.0,3.0,399.0,399
579.0,215.0,81.0,109.0,112.0,0.0,517.0,7.0,784.0,784
133.0,39.0,0.0,41.0,24.0,20.0,124.0,6.0,2428.0,2112
78.0,7.0,34.0,6.0,21.0,0.0,22.0,3.0,690.0,600
101.0,12.0,31.0,3.0,50.0,0.0,65.0,1.5,450.0,450
1222.0,503.0,333.0,173.0,150.0,5.0,1164.0,20.0,5800.0,5800
1093.0,486.0,277.0,126.0,147.0,5.0,788.0,7.0,2565.0,2565
222.0,41.0,57.0,0.0,99.0,25.0,222.0,4.0,2385.0,2385
2067.0,1056.0,658.0,45.0,303.0,5.0,1510.0,21.0,10398.0,10398
175.0,65.0,31.0,22.0,38.0,0.0,141.0,10.0,4137.0,3434
230.0,180.0,12.0,41.0,14.0,0.0,247.0,3.0,1379.0,400
104.0,32.0,5.0,40.0,28.0,10.0,115.0,2.0,512.0,338
177.0,24.0,79.0,6.0,42.0,60.0,211.0,17.0,2835.0,2835
62.0,33.0,0.0,12.0,10.0,0.0,22.0,2.0,716.0,594
487.0,146.0,238.0,53.0,24.0,12.0,45.0,6.0,1017.0,1017
177.0,40.0,12.0,27.0,38.0,60.0,177.0,8.0,951.0,789
105.0,34.0,66.0,10.0,37.0,15.0,162.0,3.0,774.0,774
140.0,43.0,68.0,3.0,57.0,0.0,171.0,1.5,640.0,640
230.0,81.0,49.0,37.0,58.0,0.0,225.0,4.0,500.0,500
236.0,102.0,84.0,52.0,0.0,0.0,238.0,10.0,668.0,601
846.0,322.0,56.0,112.0,234.0,5.0,729.0,13.0,16179.0,16179
139.0,18.0,21.0,30.0,70.0,0.0,139.0,6.0,2446.0,2446
51.0,12.0,27.0,0.0,0.0,7.0,7.0,3.0,338.0,338
195.0,57.0,32.0,12.0,140.0,0.0,241.0,9.0,2152.0,1786
51.0,32.0,0.0,16.0,7.0,0.0,0.0,3.0,1083.0,899
1106.0,410.0,267.0,108.0,152.0,25.0,962.0,20.0,19034.0,16560
99.0,13.0,32.0,3.0,42.0,5.0,95.0,4.0,634.0,526
56.0,24.0,0.0,9.0,14.0,0.0,47.0,6.0,440.0,440
213.0,123.0,91.0,28.0,0.0,0.0,36.0,7.0,2185.0,2185
