AFP,Added,N_effort,MI_N_effort_PDR_AFP,MI_N_effort_PDR_UFP,MI_N_effort_Enquiry,MI_N_effort_Duration,MI_N_effort_Output,MI_AFP_PDR_AFP,Effort
235.0,13.0,1129.0,4516.0,3838.6,138867.0,10161.0,11290.0,940.0,937
58.0,26.0,3030.0,131502.0,136047.0,57570.0,24240.0,0.0,2517.2,2515
316.0,139.0,2600.0,21320.0,22360.0,36400.0,20800.0,306800.0,2591.2,2600
7633.0,1376.0,25217.0,83216.09999999999,88259.5,3404295.0,479123.0,61907735.0,25188.9,25217
119.0,95.0,212.0,318.0,318.0,0.0,424.0,25016.0,178.5,176
55.0,59.0,411.0,2548.2000000000003,2383.8,2466.0,1233.0,6987.0,341.0,341
1644.0,1481.0,16357.0,161934.30000000002,179927.0,2895189.0,621566.0,14034306.0,16275.6,16357
1193.0,516.0,3622.0,9055.0,9055.0,539678.0,43464.0,2415874.0,2982.5,3006
605.0,582.0,2041.0,5714.799999999999,5918.9,185731.0,16328.0,471471.0,1694.0,1694
389.0,198.0,1134.0,3288.6,3515.4,87318.0,6804.0,106596.0,1128.1,1134
132.0,128.0,1429.0,12861.0,13289.7,38583.0,11432.0,0.0,1188.0,1186
132.0,39.0,1666.0,17493.0,18326.0,36652.0,14994.0,83300.0,1386.0,1383
286.0,267.0,1727.0,10362.0,11225.5,75988.0,10362.0,62172.0,1716.0,1727
305.0,272.0,4504.0,66659.2,74766.40000000001,175656.0,31528.0,391848.0,4514.0,4504
268.0,248.0,5517.0,98754.3,107029.8,0.0,44136.0,579285.0,4797.2,4800
110.0,110.0,2553.0,59229.6,59229.6,0.0,61272.0,38295.0,2552.0,2553
3963.0,3885.0,16921.0,72760.3,74452.40000000001,16108792.0,186131.0,10423336.0,17040.899999999998,16921
397.0,409.0,8987.0,168955.6,163563.4,143792.0,62909.0,2264724.0,7463.6,7459
254.0,119.0,3877.0,59318.100000000006,60481.2,11631.0,42647.0,151203.0,3886.2,3877
134.0,33.0,2516.0,39249.6,48307.2,55352.0,20128.0,0.0,2090.4,2088
266.0,258.0,5657.0,100128.9,102957.4,147082.0,45256.0,395990.0,4708.2,4695
237.0,181.0,3857.0,52069.5,58626.4,169708.0,34713.0,42427.0,3199.5,3201
1243.0,1219.0,13843.0,127355.6,130124.2,3391535.0,124587.0,207645.0,11435.6,11490
666.0,605.0,752.0,827.2,902.4,93248.0,9776.0,175216.0,732.6,752
1810.0,1616.0,29399.0,476263.8,535061.7999999999,11083423.0,1028965.0,12435777.0,29322.0,29399
88.0,9.0,2770.0,72297.0,74790.0,41550.0,16620.0,19390.0,2296.8,2299
62.0,51.0,949.0,13475.8,16417.7,8541.0,4745.0,7592.0,880.4,883
305.0,138.0,10484.0,298794.0,349117.19999999995,199196.0,104840.0,1069368.0,8692.5,8702
349.0,286.0,3703.0,39251.8,39251.8,359191.0,29624.0,344379.0,3699.4,3703
156.0,143.0,849.0,3820.5,4160.1,0.0,3396.0,112917.0,702.0,705
100.0,40.0,1434.0,20506.2,18642.0,4302.0,21510.0,108984.0,1430.0,1434
222.0,47.0,2952.0,32472.0,37785.6,274536.0,11808.0,14760.0,2442.0,2450
506.0,511.0,3500.0,24150.0,23800.0,150500.0,31500.0,563500.0,3491.4,3500
123.0,115.0,2179.0,33556.6,35953.5,102413.0,6537.0,0.0,1894.2,1896
252.0,109.0,6821.0,184849.1,184849.1,975403.0,75031.0,743489.0,6829.200000000001,6821
258.0,0.0,1678.0,9061.2,9229.0,31882.0,6712.0,67120.0,1393.2,1393
166.0,37.0,3137.0,49250.9,50819.4,18822.0,21959.0,276056.0,2606.2,2604
181.0,169.0,4088.0,82168.8,87892.0,155344.0,40880.0,159432.0,3638.1,3638
284.0,220.0,3234.0,36867.6,39454.8,84084.0,12936.0,362208.0,3237.6,3234
52.0,0.0,304.0,1459.2,1276.8,0.0,912.0,18240.0,249.6,252
102.0,0.0,1239.0,12513.9,13133.4,22302.0,3717.0,0.0,1030.2,1028
58.0,22.0,833.0,9912.7,9912.7,2499.0,4165.0,24157.0,690.2,691
1196.0,1208.0,7824.0,50856.0,50856.0,438144.0,117360.0,844992.0,7774.0,7824
38.0,32.0,247.0,1605.5,1605.5,1976.0,988.0,0.0,247.0,247
84.0,61.0,3299.0,107547.4,111506.2,69279.0,32990.0,0.0,2738.4,2738
73.0,40.0,1351.0,20805.4,17968.3,10808.0,8106.0,18914.0,1124.2,1121
449.0,0.0,19328.0,690009.6000000001,724800.0,231936.0,154624.0,231936.0,16029.3,16042
551.0,223.0,2934.0,12909.6,14963.4,152568.0,38142.0,340344.0,2424.4,2435
194.0,185.0,1440.0,10656.0,11232.0,40320.0,11520.0,67680.0,1435.6,1440
185.0,142.0,6416.0,222635.2,290003.2,320800.0,102656.0,89824.0,6419.500000000001,6416
134.0,156.0,1461.0,13295.1,11395.8,112497.0,7305.0,0.0,1219.4,1213
1241.0,1240.0,10222.0,83820.4,83820.4,3260818.0,153330.0,459990.0,10176.2,10222
99.0,6.0,241.0,578.4,578.4,723.0,723.0,0.0,237.6,241
1285.0,1512.0,1200.0,1080.0,960.0,159600.0,19800.0,80400.0,1156.5,1200
466.0,461.0,2058.0,7614.6,7614.6,24696.0,20580.0,436296.0,1724.2,1708
77.0,7.0,2540.0,69596.0,74422.0,50800.0,10160.0,0.0,2109.8,2108
81.0,64.0,547.0,3063.2,3336.7,0.0,547.0,12034.0,453.6,454
694.0,598.0,4086.0,24107.4,27784.8,686448.0,32688.0,670104.0,4094.6,4086
62.0,7.0,2442.0,79853.40000000001,85225.8,14652.0,12210.0,17094.0,2027.4,2027
56.0,57.0,293.0,1523.6,1494.3,0.0,879.0,12306.0,291.2,293
753.0,672.0,4301.0,24515.7,27526.4,0.0,51612.0,55913.0,4292.1,4301
421.0,421.0,16788.0,669841.2,669841.2,3642996.0,260214.0,369336.0,16797.899999999998,16788
59.0,65.0,682.0,6547.2,5933.4,2046.0,2046.0,7502.0,566.4,566
409.0,409.0,2672.0,17368.0,17368.0,104208.0,29392.0,537072.0,2658.5,2672
115.0,94.0,1869.0,30464.7,30464.7,7476.0,22428.0,168210.0,1874.5,1869
93.0,22.0,967.0,8316.199999999999,8412.9,3868.0,2901.0,19340.0,799.8,803
71.0,0.0,4842.0,274057.2,281804.4,58104.0,33894.0,72630.0,4018.6,4019
971.0,796.0,5864.0,29320.0,35770.4,1460136.0,82096.0,246288.0,4855.0,4867
74.0,74.0,3132.0,132483.59999999998,132483.59999999998,131544.0,53244.0,21924.0,3130.2,3132
81.0,25.0,107.0,117.7,117.7,2675.0,107.0,428.0,89.10000000000001,89
106.0,113.0,1357.0,14384.2,13570.0,25783.0,9499.0,44781.0,1123.6,1126
1168.0,1256.0,1538.0,1999.4,1845.6,270688.0,12304.0,369120.0,1518.4,1538
1093.0,959.0,7263.0,47935.8,55198.8,1706805.0,79893.0,864297.0,7213.799999999999,7263
67.0,0.0,4642.0,266915.0,303122.6,143902.0,9284.0,83556.0,3852.5,3853
1256.0,981.0,51527.0,1185121.0,1514893.7999999998,23187150.0,1442756.0,6234767.0,28888.0,28855
72.0,6.0,1504.0,26019.2,26019.2,0.0,22560.0,7520.0,1245.6,1248
777.0,676.0,17286.0,335348.4,383749.2,656868.0,224718.0,2748474.0,15073.8,15039
131.0,128.0,5960.0,225288.0,230056.0,107280.0,77480.0,196680.0,4951.799999999999,4947
134.0,141.0,2433.0,36738.3,34791.9,0.0,19464.0,0.0,2023.4,2019
826.0,779.0,5400.0,35100.0,37260.0,388800.0,226800.0,1593000.0,5369.0,5400
3180.0,2718.0,33028.0,343491.2,402941.6,9743260.0,1189008.0,17769064.0,33072.0,33028
324.0,334.0,5078.0,79724.59999999999,77185.59999999999,147262.0,66014.0,548424.0,5086.8,5078
220.0,49.0,701.0,2243.2000000000003,2313.3,21030.0,2103.0,31545.0,704.0,701
258.0,241.0,736.0,2134.4,2281.6,4416.0,8832.0,65504.0,748.1999999999999,736
139.0,139.0,976.0,6832.0,6832.0,5856.0,6832.0,18544.0,973.0,976
274.0,308.0,1167.0,5018.099999999999,4434.599999999999,66519.0,4668.0,143541.0,1178.2,1167
231.0,266.0,3762.0,61320.600000000006,53044.2,0.0,45144.0,323532.0,3765.3,3762
126.0,22.0,619.0,3033.1000000000004,2723.6000000000004,3714.0,3095.0,9285.0,617.4000000000001,619
93.0,0.0,1327.0,15658.6,15393.2,0.0,10616.0,92890.0,1097.4,1101
1825.0,1674.0,1210.0,847.0,847.0,232320.0,18150.0,688490.0,1277.5,1210
500.0,170.0,7080.0,83544.0,92748.0,920400.0,56640.0,219480.0,5900.0,5876
373.0,389.0,2395.0,15328.0,14370.0,50295.0,23950.0,229920.0,2387.2000000000003,2395
330.0,379.0,1050.0,3360.0,2940.0,67200.0,10500.0,27300.0,1056.0,1050
57.0,0.0,2098.0,63989.0,66506.59999999999,0.0,8392.0,58744.0,1738.5,1741
127.0,13.0,1902.0,23584.8,23965.2,38040.0,7608.0,0.0,1574.8,1579
1362.0,1419.0,3193.0,7343.9,7343.9,546003.0,35123.0,929163.0,3132.6,3193
1463.0,1493.0,36046.0,886731.6000000001,868708.6000000001,8038258.0,829058.0,4289474.0,35989.8,36046
148.0,140.0,4141.0,96071.2,101868.6,149076.0,12423.0,202909.0,3433.6,3437
474.0,41.0,1829.0,7133.099999999999,7133.099999999999,627347.0,10974.0,43896.0,1848.6,1829
77.0,18.0,492.0,2607.6,2607.6,10332.0,4920.0,8856.0,408.1,408
213.0,52.0,801.0,3043.8,3043.8,32841.0,2002.5,53667.0,809.4,801
175.0,59.0,597.0,2029.8,2029.8,0.0,4179.0,31641.0,595.0,597
360.0,336.0,763.0,1602.3,1754.9,41202.0,13734.0,74774.0,756.0,763
331.0,156.0,1238.0,4580.6,4085.4,14856.0,6190.0,0.0,1224.7,1238
285.0,310.0,1249.0,5495.6,4996.0,18735.0,8743.0,233563.0,1254.0,1249
187.0,4.0,15807.0,1161814.5,1334110.8,158070.0,47421.0,505824.0,13744.5,13752
502.0,444.0,9296.0,171976.0,194286.4,827344.0,130144.0,297472.0,9287.0,9296
303.0,0.0,396.0,435.6,435.6,0.0,396.0,105336.0,333.3,329
174.0,98.0,3088.0,54657.6,49408.0,0.0,52496.0,256304.0,3079.8,3088
44.0,49.0,380.0,3268.0,2774.0,6080.0,760.0,0.0,378.4,380
387.0,18.0,2811.0,16866.0,17147.1,104007.0,19677.0,621231.0,2322.0,2333
406.0,21.0,2109.0,10966.8,10545.0,56943.0,40071.0,788766.0,2111.2000000000003,2109
496.0,524.0,11586.0,235195.8,222451.2,776262.0,162204.0,1262874.0,10068.8,10080
116.0,33.0,553.0,2654.4,2875.6,2212.0,1106.0,21014.0,556.8,553
53.0,63.0,354.0,2371.8,1982.4,0.0,5664.0,6018.0,355.1,354
209.0,225.0,190.0,171.0,152.0,1900.0,475.0,27550.0,188.1,190
903.0,387.0,6605.0,40290.5,41611.5,1043590.0,72655.0,885070.0,5508.299999999999,5482
469.0,419.0,3845.0,26146.0,29222.0,57675.0,42295.0,653650.0,3189.2,3191
1894.0,966.0,3986.0,8370.6,9167.8,569998.0,47832.0,4946626.0,3977.4,3986
215.0,76.0,560.0,1456.0,1512.0,52640.0,3920.0,0.0,559.0,560
82.0,29.0,96.0,96.0,96.0,1920.0,192.0,864.0,82.0,80
1694.0,1540.0,7816.0,35953.6,39861.6,3009160.0,125056.0,3665704.0,7792.4,7816
81.0,64.0,2412.0,59576.4,63435.6,48240.0,12060.0,53064.0,2000.7,2002
297.0,13.0,1557.0,8096.400000000001,8407.800000000001,205524.0,9342.0,10899.0,1544.4,1557
280.0,262.0,1417.0,7226.7,7651.8,0.0,9919.0,128947.0,1428.0,1417
56.0,29.0,1501.0,33472.3,37374.9,24016.0,7505.0,7505.0,1248.8,1246
492.0,248.0,4158.0,35343.0,35343.0,652806.0,45738.0,403326.0,4182.0,4158
426.0,31.0,778.0,1167.0,1244.8000000000002,42012.0,1556.0,94916.0,639.0,646
499.0,155.0,2310.0,10626.0,11781.0,138600.0,23100.0,97020.0,2295.4,2310
60.0,60.0,1102.0,18183.0,18183.0,13224.0,5510.0,35264.0,990.0,992
362.0,348.0,8543.0,167442.80000000002,174277.19999999998,350263.0,51258.0,580924.0,7095.200000000001,7091
363.0,82.0,4134.0,39273.0,40513.2,475410.0,20670.0,95082.0,3448.5,3431
53.0,0.0,1213.0,23047.0,25473.0,29112.0,3639.0,0.0,1007.0,1007
17518.0,13580.0,54620.0,169322.0,218480.0,0.0,764680.0,66691020.0,54305.8,54620
199.0,20.0,1049.0,4615.6,4615.6,13637.0,2098.0,96508.0,875.6,871
2171.0,209.0,19699.0,179260.9,307304.4,6362777.0,157592.0,6283981.0,19756.1,19699
220.0,12.0,2325.0,20460.0,21157.5,148800.0,9300.0,44175.0,1936.0,1930
1355.0,1255.0,7505.0,41277.5,45030.0,435290.0,195130.0,3212140.0,7452.5,7505
374.0,398.0,363.0,290.40000000000003,290.40000000000003,31944.0,726.0,1452.0,299.2,300
62.0,66.0,420.0,2352.0,2226.0,0.0,1260.0,0.0,347.2,349
311.0,324.0,2455.0,16203.0,15466.5,7365.0,14730.0,532735.0,2052.6,2038
132.0,136.0,724.0,3330.4,3185.6000000000004,9412.0,4344.0,10860.0,607.1999999999999,601
135.0,0.0,667.0,3268.3,3001.5,0.0,10005.0,11339.0,661.5,667
79.0,81.0,4319.0,196082.6,175783.30000000002,0.0,21595.0,146846.0,3586.6,3585
155.0,14.0,2308.0,28619.2,31158.0,23080.0,9232.0,64624.0,1922.0,1916
965.0,1060.0,3930.0,14934.0,13362.0,581640.0,117900.0,919620.0,3667.0,3655
296.0,312.0,5432.0,99948.8,94516.8,260736.0,54320.0,901712.0,5446.4,5432
56.0,56.0,170.0,510.0,510.0,1700.0,510.0,3230.0,168.0,170
206.0,73.0,2196.0,19324.800000000003,22618.800000000003,68076.0,17568.0,50508.0,1812.8,1823
651.0,581.0,4352.0,23936.0,26982.4,69632.0,17408.0,1675520.0,3580.5,3612
2323.0,636.0,3981.0,6767.7,6767.7,0.0,23886.0,1321692.0,3949.1,3981
146.0,44.0,2390.0,32504.0,34655.0,119500.0,14340.0,0.0,1985.6,1984
284.0,80.0,4393.0,56230.4,61062.7,329475.0,21965.0,364619.0,3635.2,3646
249.0,237.0,3800.0,58140.0,60800.0,304000.0,34200.0,98800.0,3809.7,3800
32.0,41.0,498.0,7768.8,6025.8,0.0,1494.0,3486.0,499.2,498
1908.0,1889.0,27000.0,383400.0,386100.0,4185000.0,1296000.0,32832000.0,27093.6,27000
253.0,76.0,1694.0,11349.8,11349.8,0.0,11858.0,252406.0,1695.1,1694
184.0,170.0,3393.0,54288.0,59038.2,145899.0,13572.0,71253.0,2944.0,2952
76.0,0.0,451.0,2209.9,2345.2000000000003,0.0,451.0,5412.0,372.4,374
276.0,177.0,300.0,330.0,360.0,22500.0,1200.0,1500.0,303.6,300
3471.0,3155.0,7575.0,16665.0,18180.0,4045050.0,128775.0,1946775.0,7636.200000000001,7575
380.0,365.0,4002.0,34817.399999999994,36418.2,308154.0,36018.0,412206.0,3305.9999999999995,3322
155.0,148.0,5196.0,174066.0,182379.6,358524.0,41568.0,0.0,5192.5,5196
327.0,327.0,2566.0,20014.8,20014.8,53886.0,41056.0,364372.0,2550.6,2566
193.0,41.0,2031.0,17669.699999999997,15232.5,101550.0,10155.0,162480.0,1679.1,1686
1108.0,916.0,26940.0,608844.0,738156.0,8459160.0,161640.0,538800.0,25040.800000000003,25054
363.0,0.0,141.0,42.3,42.3,12972.0,1410.0,1410.0,108.9,117
249.0,268.0,500.0,1000.0,950.0,3000.0,1500.0,52000.0,498.0,500
769.0,178.0,12551.0,204581.3,210856.8,2949485.0,100408.0,2447445.0,12534.7,12551
137.0,97.0,399.0,1157.1,1197.0,11970.0,1197.0,16758.0,397.3,399
579.0,517.0,784.0,1097.6,1176.0,85456.0,5488.0,63504.0,810.5999999999999,784
133.0,124.0,2428.0,38605.2,41276.0,99548.0,14568.0,0.0,2114.7000000000003,2112
78.0,22.0,690.0,5313.0,6072.000000000001,4140.0,2070.0,23460.0,600.6,600
101.0,65.0,450.0,2025.0,2115.0,1350.0,675.0,13950.0,454.5,450
1222.0,1164.0,5800.0,27260.0,29000.0,1003400.0,116000.0,1931400.0,5743.400000000001,5800
1093.0,788.0,2565.0,5899.499999999999,6412.5,323190.0,17955.0,710505.0,2513.9,2565
222.0,222.0,2385.0,25519.5,25281.0,0.0,9540.0,135945.0,2375.4,2385
2067.0,1510.0,10398.0,51990.0,51990.0,467910.0,218358.0,6841884.0,10335.0,10398
175.0,141.0,4137.0,81085.20000000001,91014.0,91014.0,41370.0,128247.0,3430.0000000000005,3434
230.0,247.0,1379.0,2344.3,2206.4,56539.0,4137.0,16548.0,391.0,400
104.0,115.0,512.0,1689.6,1484.8,20480.0,1024.0,2560.0,343.2,338
177.0,211.0,2835.0,45360.0,37989.0,17010.0,48195.0,223965.0,2832.0,2835
62.0,22.0,716.0,6873.599999999999,7732.8,8592.0,1432.0,0.0,595.1999999999999,594
487.0,45.0,1017.0,2135.7000000000003,2237.4,53901.0,6102.0,242046.0,1022.7,1017
177.0,177.0,951.0,4279.5,4279.5,25677.0,7608.0,11412.0,796.5,789
105.0,162.0,774.0,5727.6,3715.2,7740.0,2322.0,51084.0,777.0,774
140.0,171.0,640.0,2944.0,2368.0,1920.0,960.0,43520.0,644.0,640
230.0,225.0,500.0,1100.0,1100.0,18500.0,2000.0,24500.0,506.00000000000006,500
236.0,238.0,668.0,1670.0,1670.0,34736.0,6680.0,56112.0,590.0,601
846.0,729.0,16179.0,309018.9,359173.8,1812048.0,210327.0,906024.0,16158.6,16179
139.0,139.0,2446.0,43049.600000000006,43049.600000000006,73380.0,14676.0,51366.0,2446.4,2446
51.0,7.0,338.0,2230.8,2467.4,0.0,1014.0,9126.0,336.6,338
195.0,241.0,2152.0,19798.4,15924.8,25824.0,19368.0,68864.0,1793.9999999999998,1786
51.0,0.0,1083.0,19060.800000000003,17652.9,17328.0,3249.0,0.0,897.6,899
1106.0,962.0,19034.0,285510.0,327384.8,2055672.0,380680.0,5082078.0,16590.0,16560
99.0,95.0,634.0,3360.2,3487.0,1902.0,2536.0,20288.0,524.6999999999999,526
56.0,47.0,440.0,3476.0,4136.0,3960.0,2640.0,0.0,442.4,440
213.0,36.0,2185.0,22505.5,19665.0,61180.0,15295.0,198835.0,2193.9,2185
