size_D,duration_D,har,dba,nlan,telonuse,t03,t04,t05,t06,t07,t08,t11,t12,t13,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t08,MI_size_D_t14,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_duration_D_t07,effort_D
0.18098259,-0.07745153,0.5810871,0.7318044,0.70825475,0.39881974,0.24669905,0.43990606,0.6502693,0.77985996,0.3042942,0.4234378,0.42147905,0.8458872,0.8881865,0.7515143,0.20026535,0.020019652,0.28793636,0.18497685,0.25567925,0.20277789,0.13706544,0.099831946,0.07255858,-0.042544633,0.13130268,0.15723446
0.07242967,-0.09151279,0.49668384,0.6817776,0.6051388,0.28779846,0.118434586,0.51398265,0.5070401,0.8413579,0.24720243,0.3729599,0.34935176,0.68883663,0.672098,0.68000734,0.09949202,-0.0017610658,0.13322657,0.0603465,0.11225514,0.070914224,0.077650584,0.038324315,0.05048674,-0.074633926,0.08654561,0.08484345
0.29195786,-0.0022576232,0.5802011,0.6968636,0.77683145,0.4169617,0.34188098,0.32067317,0.61416304,0.63688785,0.42669213,0.5204178,0.51458865,0.9219992,0.90303594,0.73496896,0.27079597,0.09892073,0.41832367,0.28052473,0.367629,0.2710435,0.22371358,0.21583326,0.075861216,0.09539541,0.26976234,0.14243513
0.030640524,-0.12391098,0.4346063,0.6750088,0.56624854,0.23847435,0.19835365,0.50501925,0.47936928,0.81051356,0.21650928,0.31516877,0.3004564,0.7143287,0.7188593,0.6715474,0.07944328,-0.024685202,0.1530961,0.06828995,0.099301904,0.12506707,0.12721941,0.066326976,0.057107512,-0.08295829,0.10693844,0.07332286
0.07688877,-0.086305775,0.54262424,0.6970686,0.6192732,0.31587234,0.1167794,0.5089599,0.5371632,0.8681736,0.2572071,0.41594577,0.35147667,0.7026182,0.6710414,0.70228636,0.08545921,0.0022755917,0.14420474,0.05926068,0.11505023,0.085295215,0.09594513,0.031537827,0.040426686,-0.07432698,0.0914278,0.07865815
0.061851174,-0.07785823,0.26408243,0.60023105,0.521836,0.24332006,0.41406006,0.48360646,0.41651666,0.6567448,0.32743654,0.037572496,0.3604697,0.79413056,0.6882668,0.6105266,0.10787089,0.1288948,0.27847156,0.16622262,0.18863942,0.2054637,0.2582839,0.2415549,0.100712776,0.024653694,0.2262879,0.10685302
0.27296114,-0.041165937,0.55144435,0.6770955,0.75345653,0.35759595,0.41058052,0.2904986,0.61786294,0.6114919,0.39641654,0.5170027,0.48875535,0.98939234,0.9739918,0.75706255,0.2632489,0.1000073,0.46501106,0.33989805,0.37926653,0.3231286,0.26746088,0.21865736,0.09428352,0.08951232,0.29346034,0.17773904
0.49013868,0.086610116,0.6938787,0.76975113,0.9720299,0.50678396,0.6119495,0.20048039,0.705702,0.57529104,0.6019382,0.7502781,0.69751024,1.2718034,1.1556551,0.91149795,0.4142223,0.26928386,0.6773292,0.49451968,0.5960391,0.49075198,0.41913944,0.43207645,0.11716151,0.29971534,0.558238,0.27387685
0.23686545,-0.08124904,0.6015546,0.73146266,0.7703231,0.4533562,0.2805975,0.43650383,0.66059357,0.77455544,0.3411148,0.44037378,0.49540854,0.9125271,0.92298687,0.7603066,0.24673492,0.041028462,0.3722192,0.24935968,0.32041967,0.24674511,0.19560134,0.13155124,0.08068417,0.0007059433,0.16089088,0.16616106
0.07893924,-0.09031646,0.50893307,0.6802673,0.6110954,0.28551102,0.1282266,0.4957598,0.525682,0.84209394,0.24872044,0.40288308,0.34272718,0.70608884,0.69586533,0.6896732,0.10439045,-0.018688796,0.14974494,0.06986906,0.120324254,0.08509217,0.08580844,0.042653278,0.050039332,-0.07754886,0.08980347,0.08346989
-0.06879273,-0.07403618,0.18215355,0.82054687,0.52338845,0.04722499,0.7331364,0.5188122,0.4773538,0.83561695,0.33699834,-0.053827442,0.2344397,1.0655992,1.0176964,0.85696894,0.076700255,0.07154201,0.3268515,0.15761247,0.11432041,0.22716397,0.41920936,0.40510798,0.115955904,-0.040099878,0.35637337,0.12002985
-0.041980676,-0.012242498,0.06355839,0.76645356,0.47717854,0.052472472,0.90424156,0.47577178,0.4543055,0.675645,0.4355233,-0.25405917,0.26472974,1.1164937,1.000456,0.77750856,0.08132642,0.21546608,0.42875993,0.19964312,0.2172442,0.33141416,0.5159215,0.5140081,0.13910615,0.016816728,0.45927083,0.10714018
0.037536193,-0.103882074,0.3268847,0.6222012,0.51341003,0.23592784,0.34336758,0.4764877,0.45507053,0.7200418,0.2486755,0.14407638,0.30436844,0.76139814,0.7383276,0.64766186,0.08486768,0.034300514,0.22909342,0.1292548,0.14877787,0.1987418,0.2158286,0.14622085,0.07416111,-0.041611556,0.14701831,0.07834287
0.03840461,-0.11597199,0.5064411,0.7129272,0.6088136,0.25524274,0.1500434,0.53089863,0.5261868,0.91882974,0.2229765,0.38083306,0.31689602,0.7363734,0.7320919,0.7270372,0.08599832,-0.024740154,0.13633248,0.05163134,0.084935956,0.090023056,0.10647045,0.05407359,0.045013845,-0.104250655,0.08824555,0.08571302
0.26967946,-0.016265582,0.5747503,0.69640625,0.7703991,0.41294414,0.32064557,0.34980917,0.6168905,0.66193134,0.40487146,0.50209206,0.5002801,0.9021815,0.8873157,0.7337786,0.26059878,0.079987645,0.39340737,0.2586995,0.34311116,0.24713981,0.20394546,0.19841884,0.0745119,0.0735181,0.24012336,0.13471445
0.019980911,-0.07621776,0.26768237,0.64420545,0.44431508,0.111756265,0.42590797,0.35350513,0.42410794,0.60622585,0.24334067,0.1659241,0.23511839,0.76826423,0.77706265,0.6657653,0.07693183,0.046486475,0.22613299,0.12755272,0.123063356,0.19357708,0.24558637,0.1955842,0.06120756,-0.042737536,0.2098071,0.09802629
0.1853763,-0.0323385,0.6347332,0.7440759,0.75924754,0.4529535,0.19748718,0.46286404,0.60028034,0.84655726,0.34098426,0.50496143,0.4810179,0.8317749,0.7463366,0.7703867,0.17632511,0.080467284,0.26314053,0.13513094,0.23562606,0.15207137,0.16589664,0.1115877,0.04258092,0.021764403,0.18285179,0.109526694
0.21277058,0.03379672,0.57781005,0.8834214,0.83868146,0.26974824,0.6321243,0.24388985,0.7392692,0.7561572,0.43142515,0.52774984,0.43285906,1.2774414,1.3054726,0.9596431,0.24396159,0.119551174,0.55271596,0.3326028,0.35085225,0.3104273,0.38470274,0.39277896,0.029325794,0.11845147,0.42700848,0.23241112
0.22303358,-0.14391458,0.71066886,0.88136333,0.8421032,0.5771242,0.26805562,0.6012436,0.78590685,0.9729051,0.32329002,0.4561887,0.53516215,0.9825089,1.0799735,0.8687775,0.2419884,0.01261556,0.36134955,0.25444752,0.34271243,0.23778322,0.17503567,0.050849687,0.09633893,-0.09601096,0.065620914,0.19521362
0.17008756,-0.050239313,0.54971534,0.6723533,0.6894593,0.36980078,0.19733241,0.43422085,0.579136,0.76147294,0.3135561,0.37726548,0.41393578,0.78266,0.79051477,0.6963081,0.18441753,0.0064178286,0.26792696,0.16603798,0.2262432,0.16416335,0.14147869,0.10456467,0.07012434,-0.011519939,0.13428232,0.10692635
0.042653874,-0.09755913,0.49222285,0.68578213,0.5607923,0.26199862,0.10763762,0.5025943,0.50806206,0.82897556,0.23598385,0.38505182,0.31181192,0.66180134,0.6672119,0.6738364,0.09049997,-0.025079941,0.099739164,0.03595861,0.08256298,0.05406653,0.060667936,0.023547985,0.04701066,-0.097365916,0.06770791,0.09468773
0.039916016,-0.09675644,0.47186917,0.7079988,0.60396737,0.32005623,0.1917122,0.47457302,0.58888024,0.8479558,0.23691323,0.27345407,0.32073265,0.7743089,0.7738439,0.7285945,0.1161149,-0.038625084,0.19493587,0.11180107,0.13001025,0.10519114,0.11708851,0.06766809,0.04685486,-0.107861005,0.09416575,0.10714558
0.10718748,-0.08128932,0.51477367,0.67462844,0.6268894,0.30065233,0.16254497,0.46309513,0.53914696,0.800564,0.265746,0.41057786,0.35731024,0.7368852,0.7302187,0.7007134,0.124994114,-0.009188229,0.18738604,0.10334575,0.1552581,0.11555039,0.10184357,0.06268341,0.055994865,-0.058198072,0.11127248,0.093124524
0.33947873,-0.010539066,0.68573457,0.7910546,0.8883388,0.533216,0.40447557,0.3565035,0.7731959,0.7372781,0.4785684,0.61134374,0.6090608,1.0652125,1.029006,0.85741127,0.32089826,0.12723316,0.4973436,0.33597577,0.4343798,0.35705212,0.2609936,0.23840235,0.08124773,0.077243865,0.28777328,0.17540829
-0.0029573236,-0.005176167,0.078791365,0.70309013,0.47713745,0.08500638,0.8261401,0.45136386,0.42068136,0.6259483,0.43703395,-0.2553912,0.30045426,1.0261643,0.9021456,0.7222423,0.078799225,0.22406496,0.4193243,0.20579961,0.23514925,0.31961507,0.492881,0.49705902,0.14055718,0.04939809,0.42531475,0.086290404
0.05572366,-0.10539519,0.50624883,0.69631106,0.597014,0.26925012,0.12122111,0.513073,0.51787496,0.85670227,0.23842543,0.40389365,0.32959545,0.69528127,0.68778086,0.6890654,0.09280321,-0.02712694,0.12179367,0.049373865,0.096504346,0.07748371,0.077255644,0.030974593,0.046472218,-0.09490297,0.08162355,0.083984435
-0.024807688,-0.061602827,0.14540431,0.6406558,0.42934123,0.08732514,0.58822197,0.42812425,0.40073407,0.6238206,0.30167067,-0.052363165,0.2430306,0.8696786,0.79767054,0.67169493,0.064697064,0.10827928,0.2782179,0.13477075,0.14114155,0.23658746,0.340366,0.31324786,0.09988026,-0.02314984,0.28062725,0.08890094
-0.00707832,0.00945745,0.03186574,0.81384796,0.52074283,0.120299265,1.0485272,0.50475264,0.5086768,0.69348985,0.51588684,-0.3966534,0.30727178,1.2543644,1.1059821,0.8154249,0.109163165,0.2815486,0.51582843,0.27540165,0.29764876,0.40161026,0.61391854,0.61319345,0.174622,0.056186445,0.5241999,0.13004889
0.06684623,-0.1040376,0.52002555,0.7053951,0.6208632,0.2902051,0.12978785,0.51703906,0.5246252,0.86587334,0.2429969,0.4137732,0.3444327,0.7131817,0.6964952,0.7005054,0.09755337,-0.017812936,0.14217032,0.050493076,0.10936333,0.08083368,0.088878386,0.037297055,0.041633047,-0.08441323,0.095662795,0.079052605
0.00056670606,-0.12678255,0.45040143,0.70435894,0.5436706,0.19491155,0.16128299,0.4924317,0.48487592,0.8350665,0.19345462,0.35993382,0.25650918,0.69964653,0.74003893,0.6926614,0.047834445,-0.054343373,0.10739609,0.030819988,0.05538016,0.06357679,0.09379035,0.04251185,0.030517913,-0.1234401,0.08336252,0.07605085
0.1362874,-0.07108541,0.5264407,0.6626951,0.6358215,0.3273063,0.20230666,0.45551562,0.567271,0.79219496,0.30615655,0.39463046,0.3936475,0.76054126,0.73108435,0.69200027,0.1304542,0.022129714,0.22584537,0.12782867,0.17544456,0.16641265,0.1304703,0.08670983,0.056637507,-0.038398217,0.12723854,0.10451801
0.046678275,-0.0842363,0.50024384,0.72061104,0.5540025,0.2672398,0.14560086,0.46226,0.54785204,0.7717216,0.22902521,0.40257233,0.29657096,0.6840078,0.74557674,0.70207196,0.10191362,-0.024544703,0.09873688,0.03094203,0.093303055,0.06893349,0.053330414,0.04279011,0.036869492,-0.11863205,0.089681774,0.122329056
0.039340816,-0.07096372,0.2864432,0.60505605,0.49826038,0.213491,0.37862295,0.4597484,0.4105997,0.6762231,0.27141133,0.075887516,0.30576694,0.76682657,0.6877814,0.62357074,0.07512436,0.079945475,0.22688018,0.13159414,0.15176313,0.19530195,0.23645963,0.19818531,0.08834776,-0.009075493,0.1988264,0.06913534
-0.02699906,-0.07738897,0.18353611,0.6593973,0.43588427,0.07352776,0.5683373,0.42433035,0.42424598,0.65850633,0.28404927,0.0068153217,0.239058,0.8691962,0.8113087,0.7102776,0.06346735,0.0872746,0.27189326,0.1362913,0.12626539,0.23498926,0.328633,0.28212255,0.09720479,-0.037855797,0.25627983,0.09016824
0.019844048,-0.0956932,0.32735652,0.64600086,0.52570915,0.22521119,0.3418663,0.4514708,0.463729,0.71458745,0.2685247,0.17718035,0.28538737,0.7682015,0.73017496,0.65910375,0.1182885,0.043090887,0.21613346,0.117303506,0.13336797,0.16700843,0.20268466,0.17451064,0.07089724,-0.0372345,0.17415142,0.09478174
0.77224123,0.20503955,0.9386042,1.0097789,1.3295082,0.7448026,0.9459387,0.07889224,0.9843617,0.60315305,0.9489832,1.1501715,1.0683666,1.7872391,1.6295233,1.1923007,0.6326362,0.4672602,1.0874262,0.7880122,0.9374209,0.7945018,0.6357804,0.681549,0.15943512,0.5354509,0.9275807,0.38125783
-0.105884716,0.089789815,-0.17204389,1.1759684,0.63842386,0.05089979,1.7075129,0.71393913,0.60394466,0.8722527,0.8490974,-0.9001648,0.3932535,1.8528435,1.5143874,1.1003536,0.12883262,0.50959045,0.7974749,0.3535038,0.41459912,0.56249297,0.9887507,1.0782692,0.28599557,0.08880356,0.93010336,0.23089364
0.030975986,-0.08138293,0.30076283,0.6178743,0.5040398,0.22134095,0.35549045,0.46656317,0.43079954,0.6835576,0.25574675,0.111017324,0.3034463,0.75449085,0.71166676,0.62992704,0.07962694,0.054603383,0.22928129,0.121081725,0.15015651,0.19083935,0.23006259,0.17140847,0.07902591,-0.0197684,0.1685439,0.0707743
-0.007638173,-0.03453071,0.12825024,0.6298681,0.4278798,0.118646696,0.62788093,0.43652868,0.39193746,0.60181236,0.34074095,-0.120153375,0.2628874,0.8822154,0.7890079,0.6438295,0.06893808,0.15201864,0.3008383,0.15498874,0.1765422,0.2583287,0.36145604,0.35340944,0.10811849,0.011136852,0.3074248,0.07972003
0.13175082,-0.14529185,0.6164339,0.7897293,0.73315614,0.4713445,0.20908795,0.55650306,0.6953444,0.95653486,0.26252556,0.36726633,0.43022472,0.8677367,0.9134397,0.80911255,0.17332709,-0.028411182,0.25235075,0.1933154,0.2353854,0.1835553,0.11971433,0.025327925,0.06996037,-0.12254104,0.053020842,0.15649348
0.028252807,-0.0955417,0.32821566,0.6198845,0.50186974,0.20092988,0.3067617,0.44039655,0.45063135,0.6958556,0.23754019,0.17681059,0.286175,0.73944235,0.7080246,0.660173,0.09008148,0.013821969,0.20437635,0.09913774,0.12415308,0.17568567,0.19642478,0.13977112,0.06685038,-0.053077836,0.1468627,0.076493904
0.03380079,-0.10486417,0.48356026,0.68909097,0.5544224,0.2268115,0.11553918,0.506419,0.48800668,0.8479798,0.22882101,0.395196,0.29609758,0.6696264,0.679254,0.67744374,0.06402031,-0.036254518,0.09967637,0.028097298,0.065241046,0.051430628,0.073481776,0.021810316,0.041947793,-0.1051888,0.06979832,0.067988075
0.07250761,-0.11829066,0.5244633,0.70151794,0.6151665,0.32920352,0.12408598,0.52483493,0.54705614,0.87111384,0.22374612,0.3773079,0.3489865,0.7197045,0.731884,0.7052922,0.10888484,-0.034535855,0.15033008,0.087448,0.12995611,0.101799,0.07569274,0.012010396,0.051384013,-0.1045498,0.06124776,0.10471156
-0.02617655,-0.07786144,0.19727114,0.5945202,0.4060176,0.10029357,0.4350589,0.41287673,0.37366277,0.62407124,0.24370328,0.04801686,0.22486219,0.7524894,0.71339506,0.62850296,0.04232714,0.059060387,0.20518337,0.103564635,0.102385566,0.18265656,0.25735563,0.20883659,0.079622194,-0.038343363,0.19572464,0.06513664
0.052195728,-0.09983488,0.5107929,0.70502,0.5926823,0.2767214,0.11320822,0.5108316,0.5288817,0.8536005,0.23546931,0.39992967,0.32596052,0.6874448,0.6952883,0.70062834,0.086784825,-0.026040113,0.11571281,0.041756976,0.09118624,0.06436759,0.067311674,0.025110472,0.04335659,-0.101031005,0.076398954,0.0916184
-0.021934785,-0.096678495,0.34954876,0.6253198,0.43422207,0.1567955,0.23870267,0.4491788,0.43631896,0.70141816,0.22708881,0.23617554,0.25633416,0.6543161,0.65569043,0.6504613,0.018498579,-0.006612193,0.103368975,0.030837877,0.050286565,0.072042346,0.13023037,0.08243374,0.026404686,-0.095068574,0.096530534,0.081661806
0.7733667,0.23528364,0.8885063,0.9930096,1.2642878,0.690719,0.9609632,0.014902161,0.9526405,0.5216164,0.9614547,1.0324965,1.0495244,1.7668042,1.6924348,1.1148503,0.6486996,0.4746146,1.1508539,0.8552818,0.96665233,0.79378676,0.65377814,0.67131764,0.1968633,0.54307127,0.90733784,0.40829408
0.37148356,0.062028807,0.57174885,0.68878573,0.77051103,0.42360646,0.47792768,0.18805878,0.6062009,0.5177974,0.50710815,0.610095,0.57179964,1.0374811,0.9881833,0.7676092,0.3280024,0.20900913,0.52917325,0.39117822,0.46608385,0.37614053,0.3129475,0.31173444,0.101704076,0.20485997,0.42733574,0.19375469
0.049847886,-0.1015261,0.50297856,0.6974242,0.5837052,0.25770187,0.111244634,0.5185351,0.5098486,0.86370224,0.23863316,0.400627,0.32148695,0.6825886,0.6799784,0.6874346,0.0828933,-0.028597472,0.109890155,0.038595777,0.08474338,0.06291167,0.07183252,0.024570383,0.048570804,-0.09685322,0.07578057,0.08082278
-0.06778833,0.035582636,-0.009485714,0.84225607,0.48716164,0.045467846,1.0930206,0.51780117,0.4645841,0.6949849,0.53718805,-0.4517102,0.28557613,1.2680565,1.0803121,0.8276313,0.08289313,0.29261363,0.5096571,0.2237992,0.24826656,0.37842333,0.6322617,0.6455931,0.16614379,0.040323965,0.576059,0.126284
0.45134637,0.048908107,0.64140576,0.743639,0.9268565,0.4983763,0.5707385,0.19664937,0.67137474,0.5276236,0.57318085,0.7089639,0.69509923,1.2005403,1.1080699,0.85307854,0.41358337,0.25247633,0.63400865,0.48034263,0.5639833,0.4604353,0.3779143,0.38892382,0.10391149,0.27299333,0.519575,0.26404768
0.08183099,-0.11344363,0.37032205,0.6890248,0.5809986,0.29493865,0.39563608,0.4811952,0.5437873,0.7508054,0.265143,0.138132,0.35518146,0.8564164,0.8742161,0.71110517,0.14211023,0.032707334,0.27358276,0.17694551,0.18532339,0.2214084,0.24048279,0.16272278,0.06746246,-0.043581273,0.16056797,0.12174457
0.26487616,-0.008784228,0.5628915,0.71617633,0.7911292,0.3593124,0.38262504,0.31639522,0.6034877,0.705129,0.36430416,0.48296613,0.48366654,1.0070435,0.9552796,0.81942385,0.26891318,0.11266662,0.42584568,0.28012383,0.33910444,0.27472672,0.27527857,0.26324558,0.08366832,0.10291496,0.30699682,0.19153808
0.21729715,-0.024734162,0.524761,0.6604672,0.7099825,0.3326441,0.32199314,0.3310238,0.5670999,0.67080694,0.3423135,0.43030214,0.41680312,0.9018985,0.8851213,0.7343951,0.20351781,0.060382023,0.35802773,0.2449945,0.29114473,0.24057505,0.21949114,0.1942331,0.07474607,0.0552291,0.22505027,0.13459548
0.1607426,-0.11726273,0.58574724,0.7362644,0.69914407,0.42201748,0.20999496,0.51629484,0.6418872,0.87395173,0.27272815,0.4127538,0.42822284,0.83752257,0.8589196,0.75799525,0.17762269,0.0014720336,0.2638809,0.17591538,0.23783834,0.17678645,0.120320074,0.04826206,0.064428836,-0.08142622,0.08941899,0.1419342
-0.03423801,-0.05380732,0.1471189,0.7449493,0.4981022,0.0819455,0.7410836,0.4812634,0.4653845,0.7233269,0.35864627,-0.1025961,0.2561192,1.0286988,0.94747996,0.77478904,0.0840787,0.14053446,0.36663324,0.18153796,0.16678266,0.27766657,0.42779392,0.42194372,0.11893538,-0.018492468,0.37538022,0.11492701
0.5309781,0.038458183,0.75538397,0.8691015,1.0542566,0.61517,0.65780365,0.23856483,0.9086573,0.69670963,0.66739345,0.6678233,0.7703408,1.3950723,1.4026055,0.96781117,0.46215346,0.22813651,0.81312644,0.5911133,0.68186784,0.56014067,0.4385097,0.40933776,0.14580417,0.22412086,0.45913365,0.29094622
-0.090327464,-0.03573348,0.052964978,0.77295107,0.42415988,0.005777791,0.86423826,0.44801283,0.43174294,0.6553962,0.4073879,-0.21446863,0.21732572,1.0660691,0.9831259,0.7683263,0.04948693,0.17511918,0.36181685,0.16167033,0.16581337,0.2693289,0.4759798,0.4708475,0.1261291,-0.03421072,0.418219,0.099241614
-0.025048785,-0.107454814,0.28753847,0.605932,0.427392,0.1311941,0.30454096,0.4433115,0.39364997,0.6677608,0.2252557,0.17517978,0.2362759,0.6930496,0.6779819,0.62738484,0.032488197,0.008554982,0.14386998,0.058400117,0.07255532,0.121217445,0.18367822,0.12521099,0.047509264,-0.07232814,0.12814423,0.063143164
0.044489313,-0.098229505,0.49052328,0.6862425,0.57296085,0.26454037,0.105715714,0.5024528,0.50260615,0.84122056,0.23055828,0.37949494,0.31719786,0.6725191,0.67180514,0.6792713,0.08622133,-0.024860358,0.11205495,0.04260332,0.08530161,0.058310557,0.0741096,0.025951967,0.04822591,-0.092722744,0.075164996,0.08873683
0.089519456,-0.11017961,0.53764606,0.69736433,0.6304287,0.33041084,0.13733953,0.52215457,0.5583195,0.87499005,0.23737916,0.38928726,0.35884315,0.73612756,0.74240947,0.7077487,0.11349361,-0.030101767,0.17121069,0.09649761,0.14972317,0.116684616,0.082941994,0.017531019,0.056306098,-0.09598946,0.07199733,0.09628487
0.048617452,-0.10154894,0.5026035,0.6973173,0.5820856,0.25665134,0.11084342,0.51873654,0.5086733,0.86358535,0.23821312,0.39936385,0.32055092,0.6816208,0.6795577,0.6869627,0.08165444,-0.028947974,0.10901395,0.03799562,0.0836623,0.062418595,0.07175773,0.024057385,0.048851088,-0.09742409,0.075251974,0.0804085
0.8794541,0.23256817,1.0108927,1.0939844,1.464352,0.77334315,1.0980484,0.02299439,1.0716726,0.5891619,1.0774435,1.2255137,1.1829561,1.9812855,1.8682752,1.252894,0.7174199,0.4854215,1.2893642,0.9451833,1.0811312,0.9203908,0.7552341,0.78530174,0.18288657,0.602081,1.0216712,0.4376079
0.037938837,-0.1099687,0.37847972,0.6900351,0.56652284,0.20915683,0.3125048,0.4676695,0.49404085,0.77864385,0.21456364,0.22190005,0.29770708,0.7982433,0.80301076,0.73486847,0.10096208,-0.011245118,0.21293531,0.11828731,0.1152444,0.15881681,0.20672177,0.1456731,0.053585153,-0.064716294,0.16037107,0.11061747
0.76789397,0.16319256,0.9326755,1.0300983,1.3345988,0.7334084,0.9676639,0.08199005,1.085073,0.6177453,0.9402019,1.0099908,1.0612692,1.8229818,1.7807477,1.1729255,0.617046,0.39189613,1.1801745,0.8633908,0.96628535,0.80279744,0.6646599,0.6567866,0.16809958,0.45406246,0.7885045,0.39379868
0.0023473715,-0.098818585,0.29608643,0.60678065,0.4571342,0.17023392,0.3198427,0.4449228,0.41032258,0.677257,0.23574868,0.1562295,0.2626012,0.7171222,0.6767193,0.6337842,0.051954858,0.027265843,0.17056267,0.08635682,0.10633917,0.15664783,0.19419882,0.13888481,0.0685198,-0.06362898,0.14516667,0.06650868
0.23851253,-0.094424315,0.64865404,0.76267105,0.7982278,0.49688363,0.27571929,0.4818371,0.702441,0.8578513,0.3378854,0.46574533,0.5066544,0.9497052,0.92745,0.80681306,0.23258086,0.060601592,0.3539945,0.23936823,0.32246113,0.25932214,0.18449435,0.11811495,0.07648732,-0.0325111,0.15254897,0.15632632
1.1146804,0.3381908,1.2114501,1.3078896,1.7619371,0.9108956,1.4423785,-0.0675646,1.3679113,0.63382345,1.3372728,1.444088,1.4219749,2.4889216,2.4141846,1.480169,0.9155503,0.64290595,1.6940565,1.2633722,1.3962818,1.1672814,0.9649152,0.98709,0.25748336,0.77075404,1.275317,0.58629876
0.034489483,-0.113867655,0.43865645,0.6619158,0.5550459,0.23673622,0.1806097,0.5024753,0.47787577,0.8048116,0.23979071,0.31336677,0.31425238,0.7027858,0.68326885,0.66107404,0.07953565,-0.012844516,0.14080724,0.06089356,0.0978097,0.102358304,0.119072914,0.06656346,0.05064919,-0.075225025,0.10417939,0.0804593
0.080880165,-0.11080863,0.4906127,0.6901941,0.6249173,0.28357637,0.17391163,0.4959609,0.50469416,0.8143461,0.24138474,0.38569137,0.35167456,0.7341455,0.7108805,0.6950711,0.10761054,-0.0036048032,0.17253336,0.07565073,0.13114,0.11089534,0.115131974,0.066872604,0.049493212,-0.062921345,0.12469777,0.08763881
1.0405847,0.38013542,1.1410283,1.2446567,1.5895103,0.84056664,1.2820823,-0.109898314,1.1845145,0.56063455,1.2788306,1.3867121,1.3502594,2.278358,2.1887376,1.3836135,0.83620226,0.65871274,1.5625888,1.1366571,1.2662861,1.0802974,0.9025989,0.9353585,0.24465004,0.7731003,1.258691,0.5593559
0.3512353,0.007684694,0.5911546,0.68819386,0.85060096,0.44587016,0.45098066,0.27011383,0.627497,0.59081215,0.45848402,0.58840626,0.5838573,1.0571514,0.99451447,0.7895115,0.32071215,0.16372517,0.51251477,0.37405547,0.44790596,0.37275553,0.29935336,0.28410563,0.08514944,0.16226853,0.38084617,0.19407257
0.08810319,-0.124835536,0.42083824,0.6546709,0.5956704,0.3177272,0.3193435,0.48981345,0.53325504,0.76531774,0.26024958,0.23003244,0.36119205,0.8060867,0.79463935,0.6923789,0.13247058,0.024824794,0.24619445,0.16134185,0.18899493,0.22488618,0.19084486,0.121967115,0.07225731,-0.054784477,0.1275093,0.098748
0.6391736,0.17277047,0.76211935,0.8690028,1.0791885,0.5526762,0.81891704,0.028810637,0.8257687,0.48725387,0.8155457,0.8538964,0.86141247,1.5061994,1.4641604,0.97255856,0.5168888,0.35854912,0.95634097,0.7068594,0.7874165,0.68427145,0.56479716,0.5645131,0.144562,0.4212085,0.7284734,0.32135648
-0.016291616,-0.0921424,0.23202728,0.62460923,0.45362702,0.13520792,0.43318093,0.43070918,0.4087923,0.65228593,0.24102765,0.08803495,0.23796774,0.78332627,0.7557048,0.65494347,0.064623915,0.042684205,0.21848913,0.10591529,0.12216394,0.20678091,0.2573949,0.21229035,0.08120437,-0.050774872,0.19699228,0.0791859
0.035392586,-0.10307821,0.48397303,0.6870381,0.5568634,0.23817354,0.11976479,0.5048578,0.49803454,0.8380579,0.23065728,0.38155255,0.3059082,0.6720621,0.67744684,0.6816409,0.06980092,-0.030510599,0.10181631,0.034409486,0.074068084,0.06094361,0.07475263,0.026421573,0.04435775,-0.10192697,0.07289882,0.080903016
0.56083,0.08965304,0.80131984,0.8405534,1.1131204,0.6106115,0.7396275,0.24647444,0.8429728,0.64842117,0.69487494,0.8714586,0.82236964,1.4531887,1.3113847,1.0185657,0.46078014,0.313772,0.80581164,0.57876295,0.71524364,0.57430696,0.49522585,0.48668116,0.10331488,0.3383845,0.6416143,0.3051437
0.042987615,-0.11707189,0.49706197,0.70007735,0.59123635,0.25214747,0.16373986,0.50660604,0.5069552,0.8771992,0.23009247,0.36224356,0.31649393,0.7232914,0.70690703,0.70923007,0.0777135,-0.020372456,0.14767295,0.06447226,0.09308042,0.10193802,0.119363055,0.051849023,0.041195348,-0.09481103,0.09104049,0.08107868
-0.045085654,-0.10182759,0.27925068,0.62662405,0.4074248,0.124375135,0.32251722,0.4429322,0.399514,0.6594658,0.21958286,0.16205074,0.23123457,0.69343406,0.6976786,0.641723,0.03013784,0.011486596,0.13459845,0.05017036,0.062055882,0.10930045,0.18254568,0.12894538,0.04978511,-0.08322276,0.12467745,0.07072684
-0.086634964,0.028254136,-0.06395678,0.99354523,0.5783997,0.06220398,1.3294016,0.6151694,0.51110107,0.77581996,0.6906713,-0.5858609,0.35420966,1.4917808,1.2736611,0.9313773,0.11257699,0.38746354,0.6317664,0.28856122,0.32142925,0.45540652,0.7703183,0.85799885,0.2308841,0.06943426,0.74595636,0.18668106
0.25031704,-0.007078709,0.5741463,0.68944097,0.73489577,0.40282005,0.2874721,0.33819884,0.57220256,0.6784083,0.38299462,0.53392476,0.48253983,0.8732108,0.8020083,0.72887886,0.22783226,0.10458686,0.33958152,0.21715358,0.31387848,0.24791437,0.19209509,0.16968453,0.060563903,0.07276426,0.2695424,0.12764424
