rely,data,cplx,turn,acap,aexp,pcap,lexp,modp,sced,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_turn,MI_loc_pcap,actual
0.09952967,-0.23647362,-0.06908746,0.27610144,0.5525531,0.10389156,0.7780897,-0.07500336,0.6205413,-0.38446128,0.36129832,0.016427623,0.09120573,0.20420481,0.36621702,-0.048331838,0.029478494,-0.06642212,0.090100706
0.5460372,-0.31499445,0.22920044,0.3958981,0.48238543,0.14831993,0.67321557,0.033712123,0.75450927,-0.32978824,0.38418755,-0.009875195,0.09947666,0.23561832,0.5018238,-0.16987026,-0.15513779,-0.23670368,0.06453654
0.33086854,-0.17911214,0.18175027,0.3396347,0.3316273,0.16351208,0.5005384,0.14846346,0.51016426,-0.22365509,0.25562125,-0.027087418,0.032068066,0.14919437,0.28959987,-0.12978001,-0.09719999,-0.14017472,0.04506613
0.33780304,-0.10852161,0.020492017,0.43685323,0.3911336,0.13665986,0.6490243,0.15143791,0.5682043,-0.34334466,0.37822717,-0.01740461,0.0483068,0.21049093,0.39834395,-0.09139499,-0.078892514,-0.1734481,0.0614401
0.34668517,-0.2741246,0.15201186,0.35651228,0.32247376,0.16205654,0.4366296,0.20454283,0.48225272,-0.28600726,0.28145742,-0.025538111,0.016889747,0.15244481,0.33866087,-0.13831787,-0.13649948,-0.1736221,0.04193383
0.40155748,-0.14392173,0.19706537,0.37905502,0.28057447,0.18745032,0.35982597,0.29055113,0.4424382,-0.23038019,0.24829604,-0.014553307,0.009076815,0.15301284,0.2965422,-0.1358313,-0.119881526,-0.1767423,0.057452586
0.18737361,-0.18259987,-0.009349808,0.31543234,0.41643992,0.14063902,0.64105445,0.04241824,0.5540024,-0.28842053,0.32000673,-0.011762407,0.05317545,0.17457736,0.35029382,-0.061694246,-0.020309737,-0.0919057,0.066146016
0.26666516,-0.13173147,0.11199589,0.3254566,0.36249653,0.15003794,0.5537757,0.084722765,0.5168007,-0.22929187,0.2863834,-0.022847818,0.049363315,0.15588105,0.2929825,-0.073361605,-0.06675721,-0.10805215,0.057741176
0.32827196,-0.2112683,0.09712425,0.3999353,0.33089393,0.15104885,0.501725,0.18625383,0.4915015,-0.315973,0.32065666,-0.020308541,0.025996367,0.18288703,0.36947227,-0.12414706,-0.13900717,-0.18987122,0.054491606
0.090769514,-0.24247625,-0.16624244,0.27760565,0.6199608,0.11654496,0.9782971,-0.10059575,0.65823674,-0.44519588,0.48071438,0.017475728,0.09664269,0.24841624,0.45710322,-0.0048166774,0.08404644,-0.09083606,0.083889246
0.4275469,-0.2569165,0.15957873,0.38942033,0.37000328,0.16170603,0.5580149,0.14355384,0.5479809,-0.32036027,0.33028355,-0.012387952,0.039457627,0.19088244,0.3813003,-0.15784876,-0.13377777,-0.19974774,0.04349381
0.36490747,-0.19949168,0.19729868,0.34896624,0.30865884,0.18626061,0.46754962,0.19263276,0.46063548,-0.23110153,0.23005146,-0.019217888,0.008122422,0.14450121,0.26441887,-0.13390157,-0.10525575,-0.15972877,0.03893796
0.22736245,-0.208244,-0.053461492,0.36134544,0.49262708,0.13470998,0.7634259,0.0025179684,0.5999867,-0.38373262,0.38699266,-0.0022933017,0.06666509,0.21790309,0.4195699,-0.07315549,-0.01157237,-0.12691547,0.06743987
0.252056,-0.15633965,0.20404966,0.29041028,0.30283707,0.18902916,0.41281354,0.15507108,0.44304895,-0.14770865,0.16938186,-0.018377798,0.024555763,0.1193911,0.1848056,-0.092602685,-0.06762572,-0.09168582,0.048505384
0.18351544,-0.20614591,0.04848151,0.29379922,0.45884284,0.1368032,0.6614616,-0.006935492,0.5832811,-0.29400134,0.30640054,0.00078114495,0.067951664,0.18496786,0.3198411,-0.07777834,-0.021596804,-0.0867368,0.069811925
-0.030791178,0.13448405,-0.6147663,0.40270448,1.1433638,-0.04727506,1.6786686,-0.44448397,1.0447998,-0.8389741,0.87948704,0.15593453,0.40418717,0.45753112,0.7897423,0.11529482,0.42293411,0.06570063,0.25056866
0.18739447,-0.10388073,-0.26305705,0.3908311,0.6809921,0.07037242,1.070535,-0.09148369,0.7500128,-0.54575855,0.5547832,0.019950422,0.14905836,0.3151086,0.55687916,-0.07132111,0.12438908,-0.081298664,0.11186637
0.09417812,-0.19944528,-0.054459035,0.26476786,0.50400215,0.13238536,0.74259275,-0.036329262,0.5825973,-0.33873206,0.338007,-0.0027530044,0.087246224,0.19757122,0.34111878,-0.038749766,0.023899533,-0.06806722,0.07358061
0.35446146,-0.23891565,0.1314354,0.33484206,0.29979274,0.1644222,0.50335044,0.18029311,0.47635466,-0.27375874,0.30764356,-0.023507984,0.029558828,0.17038827,0.34266895,-0.10040929,-0.097267576,-0.16652372,0.055937063
0.31904018,-0.19831511,0.120841295,0.32591492,0.4013611,0.13959987,0.5663547,0.055484615,0.52364403,-0.27157837,0.31263152,-0.008428359,0.056442797,0.17417663,0.34641144,-0.08457272,-0.08421497,-0.121554255,0.078122735
0.30772883,-0.14039361,0.2750793,0.33780134,0.28308347,0.22239363,0.3527286,0.20503587,0.44899166,-0.10581954,0.14262803,-0.02361898,0.0024946798,0.10446814,0.1639786,-0.101601586,-0.09570062,-0.10884692,0.030379351
0.31066823,-0.17834562,0.24254254,0.3216858,0.27204782,0.2082423,0.35548568,0.20395753,0.4347148,-0.13036084,0.16549225,-0.029234717,0.00047205016,0.10775313,0.19844939,-0.11121567,-0.100363046,-0.11758149,0.031181563
0.29583746,-0.18592209,0.16571736,0.32026142,0.36828348,0.16388363,0.5300631,0.07985869,0.5360576,-0.2064698,0.26405835,-0.022564644,0.045713104,0.1529573,0.28768277,-0.10476873,-0.075073235,-0.11429353,0.05634788
0.44876722,-0.16009119,0.037458412,0.5091481,0.36316678,0.13531987,0.568643,0.26139796,0.5597052,-0.42015928,0.40438172,0.00514339,0.023832845,0.24820736,0.45961365,-0.12601972,-0.13647275,-0.25796583,0.06956664
0.35170692,-0.18538222,0.24949944,0.33769593,0.31256494,0.19594906,0.4438814,0.16114566,0.49046862,-0.17019628,0.20013349,-0.013730792,0.014760118,0.13236578,0.23433319,-0.13265666,-0.102773994,-0.13879517,0.041057017
0.2763564,-0.24718764,0.125621,0.30477446,0.36237705,0.14996554,0.51897484,0.105813794,0.4995796,-0.27304,0.26407543,-0.01988207,0.03316421,0.14656307,0.300392,-0.123586714,-0.0920296,-0.13081172,0.044897642
0.32500285,-0.21207583,0.18842791,0.32565224,0.3674965,0.18825036,0.5174809,0.08662046,0.5608258,-0.18308282,0.2562828,-0.02772419,0.033509806,0.15117092,0.28427356,-0.109427474,-0.07432294,-0.12946892,0.04167677
0.18000458,-0.22530612,0.02874069,0.2662267,0.4557165,0.115779504,0.66112113,-0.013625719,0.5586585,-0.33190238,0.31032062,0.004189263,0.07863415,0.18661763,0.3334986,-0.058195062,-0.006539872,-0.08812399,0.06420761
0.17818934,-0.15470436,-0.11630027,0.32296726,0.64693236,0.078725204,1.0087996,-0.14709798,0.780332,-0.4509809,0.50190395,4.814379e-05,0.15635528,0.28262395,0.54278594,-0.046230365,0.07286896,-0.08213681,0.103174835
0.36867812,-0.17847425,0.16457443,0.37843347,0.31502563,0.16213329,0.4767201,0.20005082,0.48457897,-0.24384916,0.26468924,-0.028290758,0.021047937,0.15116839,0.30128017,-0.13181968,-0.10904735,-0.17131345,0.040670004
0.3550877,-0.17499426,0.15390092,0.3649289,0.31667778,0.16505957,0.49401456,0.1844463,0.4852085,-0.2530352,0.26517355,-0.0256737,0.020173261,0.15034597,0.29731664,-0.12376994,-0.10796833,-0.16330825,0.03572284
0.57750595,-0.231846,0.01071322,0.5537624,0.39071897,0.17240861,0.5932156,0.36732146,0.587149,-0.5563313,0.46286243,0.0015986972,0.011631928,0.30306765,0.58770114,-0.1922377,-0.14991842,-0.30396542,0.10606329
0.54146314,-0.2844631,-0.037956163,0.5304114,0.41774455,0.15520212,0.663232,0.32632756,0.5994639,-0.56930816,0.5138602,-0.013020845,0.016534235,0.28176144,0.58976007,-0.18616126,-0.15366356,-0.3298369,0.10131188
-0.009095624,0.009881008,-0.5506065,0.36660504,1.0253662,-0.013472095,1.5385062,-0.3785911,0.9780994,-0.7762009,0.79031444,0.12634978,0.32949734,0.4071271,0.74923474,0.08743452,0.34799004,0.048370816,0.20116737
0.3338287,-0.18681881,0.25285664,0.31262007,0.2560542,0.20172322,0.34358925,0.22221541,0.4251488,-0.14875089,0.16859816,-0.027156005,0.0005471865,0.1190068,0.21313822,-0.122126326,-0.10920973,-0.12952009,0.037662048
0.35347813,-0.1899701,0.24153465,0.33059865,0.33310458,0.18076995,0.47616947,0.12255772,0.54027116,-0.1642516,0.2322023,-0.031381287,0.031814918,0.14245032,0.2657204,-0.13478307,-0.10320754,-0.13920778,0.04091681
0.33952862,-0.20418793,0.18761852,0.33924758,0.32594192,0.17267296,0.48316705,0.12990473,0.49209642,-0.22490104,0.2421949,-0.012884794,0.03056985,0.14909318,0.27253354,-0.12149292,-0.115449,-0.14549032,0.044360008
0.31964135,-0.1623421,0.23109505,0.31800824,0.31665418,0.179078,0.44996548,0.14959675,0.4991247,-0.1703505,0.21369953,-0.02811305,0.02836408,0.13768049,0.24437997,-0.12241655,-0.085325286,-0.12338014,0.046569336
0.08056496,-0.13262157,-0.14816822,0.27648067,0.6011309,0.070759185,0.89700186,-0.11842757,0.66080457,-0.4150865,0.433928,0.02895829,0.1395612,0.23872077,0.41031167,-0.019840399,0.10070926,-0.016299594,0.11184153
0.108141966,-0.30724445,-0.09092888,0.30602944,0.5042438,0.13680428,0.77093714,-0.002766572,0.5694643,-0.40312546,0.37090963,-0.014194982,0.07540392,0.2023258,0.41980353,-0.07119663,0.004778795,-0.11517152,0.07701063
0.455012,-0.20275873,0.1671184,0.31717798,0.27054366,0.17539263,0.48033315,0.1717269,0.42881966,-0.25933397,0.2809865,-0.0069845896,0.037238553,0.18960634,0.33154777,-0.07261995,-0.10048519,-0.16198097,0.04815426
0.49104488,-0.26170006,0.26886943,0.3692721,0.37174308,0.19482824,0.5313795,0.108019754,0.62649965,-0.2105227,0.3048586,-0.022050595,0.06405313,0.18957387,0.36970702,-0.16077137,-0.12228049,-0.19369373,0.04733525
0.3434863,-0.2524924,0.17228498,0.3277365,0.31190977,0.18669736,0.46113878,0.18429959,0.47297108,-0.24744374,0.26813722,-0.03709554,0.0116161555,0.15589555,0.30785438,-0.13895905,-0.106173456,-0.16068634,0.03890839
0.38636172,-0.23845023,0.11698624,0.38000375,0.40910974,0.14446276,0.62113655,0.077451654,0.580238,-0.35033268,0.35555357,-0.0030475035,0.057680428,0.19652244,0.39829278,-0.12493052,-0.1280978,-0.187936,0.05397291
0.31428865,-0.25966993,0.15730079,0.3444465,0.30295494,0.18002862,0.42662913,0.1977573,0.4569453,-0.25633854,0.26380935,-0.038173564,0.007176947,0.14435574,0.31699294,-0.13463104,-0.115773246,-0.16756906,0.036052722
0.303673,-0.29838657,0.10034884,0.36203122,0.3260581,0.18196356,0.49337804,0.17658521,0.47662783,-0.30456403,0.32400954,-0.05118812,0.018982874,0.15800247,0.37728897,-0.14035733,-0.099581406,-0.1861383,0.042115305
0.69198674,-0.23003477,-0.014386296,0.5538421,0.39810225,0.18568769,0.6561955,0.4679176,0.626367,-0.6542785,0.52023786,0.023041878,0.01774353,0.36140287,0.6578122,-0.21641512,-0.14046659,-0.32795146,0.15391569
0.103762016,0.037261188,-0.18848433,0.3141877,0.5668945,0.07992073,0.8668343,-0.09035743,0.61390615,-0.37057707,0.42803314,0.041465163,0.20108995,0.22823386,0.36944982,0.005368643,0.12774505,0.0033879224,0.10133304
0.19744623,-0.2640228,0.06557356,0.3068142,0.3825461,0.15581174,0.5428104,0.10461426,0.5072112,-0.3014785,0.28357244,-0.026566671,0.041456327,0.15940066,0.3236305,-0.112715244,-0.06978759,-0.12757249,0.046825897
0.2771114,0.007030595,-0.16417895,0.4402945,0.5215262,0.103275836,0.81303996,0.032631826,0.6097222,-0.4038006,0.46653092,0.016098317,0.1479892,0.27330786,0.43983236,-0.08059411,0.07544845,-0.11508046,0.09642853
0.40321168,-0.3087539,0.082711294,0.41176254,0.35074052,0.14756103,0.53374225,0.20612979,0.49887824,-0.41522068,0.37876558,-0.015480062,0.015583847,0.21969907,0.4444606,-0.15294948,-0.16702586,-0.24480106,0.05097231
0.29479754,-0.17612013,0.1611169,0.3389724,0.3467395,0.18189298,0.5176531,0.11374782,0.5080396,-0.20732355,0.2559252,-0.020146804,0.038509794,0.15536357,0.27762902,-0.101080984,-0.08268683,-0.124688834,0.050689664
0.2615167,-0.15305799,0.19808291,0.29150617,0.3128839,0.1860188,0.4358539,0.15201035,0.46383476,-0.15410264,0.19347042,-0.026604867,0.03197284,0.12870477,0.20049804,-0.09385931,-0.06775709,-0.09086163,0.05039085
0.20962,-0.227068,0.12777555,0.28366026,0.38683257,0.15948042,0.5444953,0.070046976,0.51431876,-0.2300496,0.2554955,-0.01591239,0.04611274,0.14975514,0.274232,-0.10336857,-0.041826345,-0.10433349,0.057117667
0.38779238,-0.19610155,0.13282123,0.42252547,0.31363055,0.18212491,0.48078924,0.22082302,0.5055938,-0.2839895,0.32714802,-0.02456774,0.015097151,0.16811624,0.35841492,-0.11826496,-0.12451945,-0.20679572,0.058256578
0.2981031,-0.18891278,0.18994406,0.3022684,0.2982665,0.17124704,0.43735772,0.13943008,0.4714983,-0.18756814,0.21938159,-0.017177833,0.029496184,0.12733105,0.25832468,-0.10499543,-0.06988169,-0.105887085,0.06608179
0.36993352,-0.28168395,0.123236775,0.37337923,0.3303127,0.1584349,0.47340447,0.20114788,0.48546392,-0.31973383,0.30596173,-0.022354139,0.02020035,0.16451514,0.37382808,-0.14488333,-0.1349567,-0.18937358,0.048078846
0.37769613,-0.18363827,0.23478782,0.34381932,0.278473,0.21855101,0.3744557,0.23039898,0.45332146,-0.14125533,0.24631076,-0.015695738,0.0060304683,0.12578651,0.26195174,-0.083920375,-0.07895298,-0.14456707,0.058056455
0.29063958,-0.28621274,0.034882925,0.3650549,0.46289247,0.15272045,0.7235561,0.07368465,0.5838964,-0.3636594,0.37607428,-0.0325386,0.059766345,0.20394295,0.40157512,-0.1361495,-0.04180011,-0.16677737,0.050193455
0.29804707,-0.22368664,0.13265058,0.3314318,0.39054844,0.16616958,0.57238615,0.061127335,0.5508494,-0.25138864,0.28452957,-0.009137409,0.038074985,0.16948639,0.3160171,-0.10515661,-0.078217536,-0.12846489,0.05012397
0.112622745,-0.18422452,-0.111974284,0.25928158,0.5532217,0.10853965,0.8694905,-0.07428486,0.60262275,-0.4101377,0.41203734,0.01481582,0.10536367,0.23013821,0.3879837,-0.027305694,0.06495088,-0.048130486,0.07033229
0.19978973,-0.11525567,0.026529029,0.29809263,0.4226168,0.13238662,0.65284747,0.042611375,0.53662395,-0.2835015,0.31312904,-0.009829873,0.07698688,0.17980905,0.3094355,-0.06265755,-0.009611461,-0.0678681,0.06398469
0.58010995,-0.16773593,0.26349288,0.40354276,0.32848656,0.21695861,0.40616322,0.3662455,0.521421,-0.28440192,0.3786324,-0.018016146,0.065787375,0.19752565,0.41992435,-0.17431921,-0.109323174,-0.22932059,0.14042069
0.33815593,-0.20300406,0.106061235,0.33396435,0.3980558,0.14388701,0.6233596,0.07633878,0.5794908,-0.29771405,0.3250771,-0.022288816,0.04359083,0.18073773,0.36673838,-0.11146298,-0.078938216,-0.1472419,0.04331703
0.408158,-0.18113929,0.22332782,0.32369483,0.262136,0.19399339,0.4139017,0.22426021,0.41723436,-0.20140396,0.22797577,-0.015514934,0.022848675,0.15051827,0.2649624,-0.113880605,-0.08628973,-0.1503056,0.0454796
0.061998554,-0.2076692,-0.120700076,0.25276694,0.53773916,0.09801373,0.7880594,-0.07734225,0.59371734,-0.38619733,0.35914505,0.019425243,0.09838525,0.20587707,0.3586596,-0.026804714,0.05367134,-0.04592223,0.09109448
0.29874837,-0.13184586,0.27262932,0.33131075,0.2859716,0.21572244,0.36770105,0.19150044,0.45239997,-0.106841385,0.13995278,-0.012717096,0.011213506,0.10416697,0.15984881,-0.097690254,-0.088407956,-0.105825976,0.03578536
0.20775688,-0.20117435,0.1366812,0.29394674,0.33936244,0.18012986,0.474105,0.11260176,0.46972048,-0.2143074,0.20796548,-0.017450301,0.02756969,0.12937675,0.23359397,-0.094201,-0.06740252,-0.10159682,0.03905997
0.057483993,-0.18381599,-0.15297137,0.2602309,0.57381827,0.09409802,0.86256266,-0.10456716,0.6273921,-0.41723216,0.38626748,0.02504677,0.1155432,0.22544162,0.38137248,-0.016635483,0.086001635,-0.029594399,0.09133698
0.61941075,-0.28544444,0.12572937,0.43986785,0.37338474,0.18984172,0.6268832,0.23010784,0.54453737,-0.39688525,0.42768577,-0.019796224,0.042970717,0.30782622,0.48281002,-0.15001063,-0.11462283,-0.2291638,0.07839599
0.24767107,-0.18761298,0.15685873,0.28754702,0.34579438,0.16670063,0.4952584,0.08508835,0.49605048,-0.18935302,0.2169139,-0.0233514,0.03517314,0.13721947,0.2404195,-0.09248804,-0.065326005,-0.09924537,0.048664678
0.5870114,-0.21170372,0.18356162,0.35438958,0.28409666,0.21149518,0.5155295,0.26729795,0.43782127,-0.31541914,0.37660265,0.012439206,0.03542628,0.244136,0.43762153,-0.09867303,-0.122798815,-0.1908802,0.11593653
0.6498216,-0.27560395,-0.013283417,0.45343304,0.36559856,0.17388107,0.7209779,0.29894263,0.54316,-0.5454545,0.51900136,0.005227402,0.028157415,0.3519165,0.56337315,-0.13713425,-0.11428106,-0.26419216,0.09311293
0.22124389,-0.14922652,0.0014783442,0.35054582,0.42487812,0.12442116,0.65194345,0.05200716,0.545746,-0.3154718,0.3497386,-0.015833491,0.07418581,0.19401826,0.36515164,-0.060612757,-0.013897553,-0.104001135,0.07889095
0.3090276,-0.2586568,0.156363,0.3185301,0.38775626,0.16656241,0.5606274,0.07630681,0.5622786,-0.25734055,0.28667316,-0.0192181,0.06098079,0.17387515,0.33515465,-0.13324067,-0.06756469,-0.12405881,0.061172914
0.12826015,-0.21783903,-0.18237786,0.31916896,0.72700864,0.059325937,1.0387477,-0.18466452,0.7943778,-0.51617336,0.5213406,0.017303035,0.15715891,0.28200448,0.5366769,-0.026814291,0.08671945,-0.0549159,0.11703035
0.42352405,-0.2810939,0.19008632,0.34563756,0.30958086,0.1974614,0.4210279,0.2551995,0.50851935,-0.28053334,0.33214593,-0.030078834,0.039886445,0.16493265,0.39323938,-0.17373529,-0.123027444,-0.20240976,0.10438633
0.44260526,-0.17008415,0.11486328,0.42935008,0.32619372,0.19212821,0.4942763,0.27997592,0.48114854,-0.3119973,0.3313588,-0.007206207,0.010378052,0.20267706,0.36860284,-0.13073538,-0.11119561,-0.2238734,0.07676566
0.40885323,-0.2627845,0.031745628,0.45051938,0.41588405,0.16880092,0.63716066,0.17524754,0.5618511,-0.37567794,0.39307904,-0.02393712,0.028733792,0.21802577,0.4359613,-0.14135644,-0.08473015,-0.2372099,0.060097452
0.15386096,-0.22015804,0.013043225,0.3069998,0.4661816,0.1493111,0.67090434,-0.005123645,0.55526686,-0.29487786,0.31285852,0.0044232896,0.06808418,0.18534124,0.3313809,-0.05502977,-0.016763724,-0.09798753,0.07913241
0.32801878,-0.19031218,0.105338946,0.366417,0.34719715,0.17608006,0.5500522,0.14814946,0.50742203,-0.26320753,0.3054917,-0.02745079,0.024580566,0.16824819,0.32472122,-0.09583606,-0.084114954,-0.15686291,0.042728107
0.40453056,-0.24106732,0.15504783,0.3683957,0.37184495,0.15940154,0.5738113,0.13258149,0.5449985,-0.31540912,0.31702235,-0.008129219,0.041624963,0.18335249,0.35422015,-0.14993887,-0.129898,-0.18249784,0.044369217
0.25913405,-0.30215266,-0.054120436,0.37812918,0.7259939,0.09037727,0.99452335,-0.15445995,0.8573428,-0.52924174,0.52912277,0.01383369,0.1285148,0.28193903,0.5877769,-0.08220157,-0.0060204417,-0.15044253,0.095725045
0.058684908,-0.20688158,-0.14348094,0.2768638,0.60899425,0.09469009,0.8621824,-0.12189988,0.6441239,-0.42850167,0.3992259,0.034210704,0.12175293,0.22937068,0.3901188,-0.0032733819,0.079071164,-0.049357478,0.116666675
0.39413598,-0.25335118,0.11396095,0.3692807,0.37661684,0.16614382,0.60302144,0.13515042,0.5564908,-0.33374614,0.3396156,-0.010468667,0.01801775,0.19073851,0.37897012,-0.13497388,-0.10517201,-0.18382454,0.04233337
0.36101827,-0.19009975,0.16617127,0.3630138,0.4274111,0.14684102,0.5922651,0.027006622,0.6080221,-0.2619523,0.31675506,-0.005295355,0.067944,0.17307024,0.35577077,-0.09287506,-0.11976296,-0.15317498,0.06790343
-0.14628384,0.36177492,-0.99541193,0.48318833,1.6512184,-0.12901452,2.4376009,-0.7206077,1.421572,-1.2087156,1.2954588,0.28928035,0.6335665,0.6585779,1.1374118,0.23322421,0.7468757,0.18319374,0.38051736
0.21000215,-0.27058935,0.06984275,0.28323293,0.38360906,0.15852247,0.55047476,0.10755348,0.5036558,-0.30818868,0.29689088,-0.023526134,0.061234742,0.17710772,0.33547163,-0.11337676,-0.043212987,-0.12571993,0.07266466
0.36417943,-0.18799773,0.21373488,0.35005587,0.281235,0.1930219,0.39788657,0.21224743,0.4236946,-0.19630985,0.21381244,-0.019676475,-0.0026149326,0.13936284,0.25491625,-0.13110681,-0.10281025,-0.15387274,0.03832021
0.11220826,-0.23529282,-0.028355971,0.27384153,0.47314668,0.14431241,0.69354504,-0.0014133602,0.5650052,-0.33624476,0.3147545,-0.004867917,0.063625745,0.18192995,0.346287,-0.061536428,-0.0017930418,-0.088250235,0.06695749
0.32967404,-0.17575788,0.13894135,0.38022393,0.29709896,0.16350338,0.44595486,0.19305092,0.45829827,-0.25498867,0.2647151,-0.016770614,0.018284582,0.16082181,0.3045214,-0.11143905,-0.12232083,-0.17098776,0.04315513
0.47278222,-0.21474779,0.06259572,0.35340178,0.26681566,0.1862818,0.5130707,0.28708228,0.40622115,-0.36609858,0.3569279,0.009928931,0.026621873,0.2278632,0.39764532,-0.120717905,-0.0939263,-0.19234273,0.08056547
0.3644858,-0.22687155,0.048129402,0.38622022,0.44229287,0.13273568,0.6874525,0.109772414,0.6163048,-0.38481167,0.38620386,-0.020171097,0.041371167,0.21318747,0.42885083,-0.14454533,-0.075975925,-0.18314622,0.0433725
0.19480686,-0.16828415,0.07396918,0.28305316,0.39104214,0.15651296,0.58537185,0.066530764,0.5039268,-0.25070998,0.2546636,-0.0113981515,0.045434885,0.1583397,0.2658508,-0.07719981,-0.031889513,-0.08368178,0.05169453
0.041743577,-0.18677679,-0.25566614,0.27641004,0.6405285,0.06713009,0.96837074,-0.13096437,0.6751683,-0.49017817,0.48544344,0.024616664,0.15484956,0.25210688,0.46267524,-0.010746921,0.10918991,-0.04806428,0.098529324
0.2640141,-0.20247501,0.0021159202,0.36530113,0.462501,0.1335631,0.7075706,0.02967634,0.5772657,-0.36439383,0.3756373,-0.0084933005,0.06924266,0.20834039,0.40767258,-0.075294435,-0.051291473,-0.1478064,0.07083236
0.47043893,-0.22483414,0.075626574,0.45957917,0.33737326,0.15939668,0.5137755,0.26390365,0.4951859,-0.4026678,0.37413266,-0.0016252454,0.005055463,0.2326032,0.43214253,-0.1571713,-0.1270383,-0.23047946,0.060008463
0.40433845,-0.089210905,0.16644806,0.38641888,0.34130642,0.16374992,0.46131986,0.22774845,0.4949121,-0.24103701,0.32624584,-0.028054046,0.065659,0.16329888,0.33250508,-0.10554285,-0.08269559,-0.15643807,0.09541798
-0.005624667,0.34536493,-0.6369707,0.45014596,1.0092742,-0.028907366,1.5636239,-0.3295249,0.93443084,-0.70534074,0.8061684,0.15828986,0.41239488,0.4495641,0.6877401,0.09458201,0.43744767,0.08699849,0.25765264
0.3316437,-0.16449866,0.26141244,0.3236882,0.26105544,0.2196967,0.3437964,0.22480738,0.4226637,-0.116458245,0.1760726,-0.023601534,0.0021330556,0.10812557,0.19613504,-0.10808026,-0.08878043,-0.123783976,0.039423037
0.06100609,-0.14163893,-0.20059364,0.27516633,0.6569981,0.05724966,0.9698087,-0.15723833,0.6966652,-0.46957114,0.4673043,0.03755831,0.15628842,0.2562448,0.4421909,-0.0025876316,0.12095977,-0.004996989,0.11662662
0.3259509,-0.12894076,0.29376766,0.33326417,0.2964596,0.20638573,0.37987274,0.19392365,0.48377723,-0.10496333,0.15871477,-0.023674516,0.01753146,0.11355546,0.171992,-0.117419705,-0.08778717,-0.10920131,0.041676383
0.07329755,-0.22354496,-0.2126549,0.28293687,0.73075557,0.053612284,1.0346065,-0.18867522,0.7418878,-0.53669107,0.5165149,0.04057692,0.16532375,0.27354997,0.49643403,0.004507492,0.10909143,-0.043569062,0.13379292
0.21388915,-0.16684118,-0.038735017,0.3850854,0.4654433,0.122376844,0.70383906,0.043318182,0.56029767,-0.35202026,0.3930497,-0.011989497,0.08555119,0.22350189,0.4099308,-0.0378067,-0.022011716,-0.12475568,0.097405046
0.48334852,-0.34712738,-0.004910946,0.48709488,0.39213735,0.15246047,0.61196643,0.28595543,0.54895735,-0.5325183,0.48571664,-0.009263307,0.032652065,0.28362086,0.5666872,-0.16024418,-0.16813517,-0.2877049,0.09092501
0.1455994,-0.18059194,-0.07064855,0.27800265,0.5631474,0.0760259,0.8332619,-0.09928507,0.66137075,-0.40303755,0.39802414,0.005536357,0.11812948,0.22498165,0.41324088,-0.051612373,0.033468466,-0.056129847,0.0857614
0.52521974,-0.15790966,0.21417838,0.42525285,0.28804237,0.19923353,0.39982933,0.33412912,0.51140267,-0.2805872,0.36002383,-0.031278178,0.04790768,0.18728988,0.410461,-0.15960857,-0.115964934,-0.22221835,0.11232798
0.38950682,-0.2724241,0.18369126,0.34843424,0.30555725,0.19168724,0.4442528,0.24023804,0.4714086,-0.26396218,0.3049202,-0.053520873,0.02441627,0.16090359,0.35011017,-0.16606297,-0.11787099,-0.18884395,0.064749375
0.4109013,-0.2121292,0.21916175,0.33963358,0.27220562,0.19759908,0.40829337,0.21992028,0.46918106,-0.2087255,0.26064324,-0.017347163,0.01396312,0.13980111,0.29498762,-0.12730575,-0.10096574,-0.15335292,0.0621355
0.44526967,-0.24960771,0.19085589,0.39337367,0.37624234,0.17411225,0.57191956,0.09575012,0.58381927,-0.27064744,0.34368184,-0.020831948,0.054786466,0.19832255,0.38959235,-0.12073233,-0.12953605,-0.18835686,0.053449262
0.14384846,-0.21458718,-0.013728261,0.29443663,0.4482451,0.12512702,0.6666119,0.029764626,0.54280347,-0.3336013,0.31167716,-0.0063909423,0.0605471,0.19370008,0.33544555,-0.07143316,-0.02136989,-0.09329048,0.07698813
0.3474811,-0.17321652,0.22378813,0.35183775,0.2834839,0.20921099,0.42482394,0.15696001,0.4528455,-0.16042352,0.22047262,-0.015767673,0.01816677,0.13914612,0.23869419,-0.09751274,-0.10515401,-0.14309387,0.046086255
0.28374827,-0.15341508,0.1757321,0.3443678,0.3385808,0.19013688,0.49223357,0.10982685,0.5012715,-0.17132615,0.25101462,-0.020822795,0.05095289,0.14413011,0.2560009,-0.08390739,-0.0710956,-0.10961902,0.056948174
0.4064686,-0.25278127,0.17322439,0.33156317,0.28330472,0.1747874,0.42635375,0.26320556,0.44001758,-0.2906857,0.27506414,-0.02665761,0.025075069,0.1692809,0.33939278,-0.14355664,-0.11219606,-0.17913355,0.06343034
0.34220088,-0.35830012,0.08296845,0.3608948,0.43015578,0.15987322,0.6672331,0.094820924,0.5911793,-0.38447163,0.40735975,-0.05000987,0.07188765,0.23011084,0.45419675,-0.16539411,-0.083106786,-0.20606084,0.049270835
