Transactions,Entities,PointsAdjust,Envergure,Generated_Var_2,Generated_Var_4,Generated_Var_6,Effort
0.20423149,0.05683024,0.23418318,0.26859236,0.5970465,0.23662913,0.5935584,0.04778121
0.19824249,0.09107287,0.21000539,0.54911447,0.6805348,0.38917428,0.5789871,-0.0089014135
0.1376366,0.2742257,0.25283754,0.4068625,0.8941948,0.10317604,0.8416881,-0.0015568212
0.1011417,0.16943744,0.1623412,0.8317477,0.6563296,0.37185606,0.6792731,0.18973826
0.13490276,0.203255,0.19160978,0.39871743,0.53287923,0.51946473,0.47066244,0.079630226
0.14660761,0.27434695,0.23909202,0.42959774,0.8471925,0.24804364,0.8502376,0.11379419
0.11530715,0.20238397,0.17426907,0.55508363,0.87536,0.15599877,0.899246,0.1007884
0.07643055,0.26670867,0.17365673,0.36523467,0.5237875,0.48630202,0.47129622,0.062420722
0.30325958,0.077455215,0.30511606,0.3932903,0.31429115,0.63924927,0.22437963,0.019999154
0.6089698,0.98058385,0.92753154,0.77753776,0.0062436014,0.95399946,0.114598,1.1113051
0.20050135,0.5282726,0.38192496,0.8126777,0.47596338,0.56122565,0.4967823,0.39452738
0.11744511,0.25689757,0.2079202,0.6977258,0.763194,0.37612084,0.8196307,0.1497628
0.15460983,0.31144497,0.27325794,0.71009475,0.9521373,0.19732353,0.9361598,0.16387461
0.09459799,0.43989962,0.27611917,0.43645313,0.5015446,0.47404647,0.49626818,0.17118151
0.116325215,0.17452434,0.1506889,0.11883488,0.54147685,0.49700165,0.5447242,0.012855813
0.16316175,0.26436964,0.2520204,0.6674149,0.9476164,0.17394511,0.95009226,0.1484677
0.15799329,0.3391972,0.25417462,0.3650039,0.4738215,0.5028718,0.42286476,0.12220621
0.20460993,0.27056244,0.3167709,0.87487096,1.0164671,0.21625896,1.0473317,0.21781194
0.29555994,0.39514008,0.3849234,0.9131078,0.40958342,0.566361,0.44342536,0.48912492
0.14658047,0.2821852,0.23153056,0.65926987,0.86776763,0.23869985,0.86974627,0.1402918
0.065099396,0.038140282,0.080238104,0.39726937,0.7902297,0.18935174,0.90240586,0.08232282
0.121384025,0.16798504,0.16047193,0.42676106,0.7145127,0.3822973,0.6819734,0.085525274
0.16061874,0.31964663,0.25386423,0.7604347,0.51108974,0.46052533,0.5069527,0.26799443
0.16043203,-0.010380223,0.15160164,0.41042557,0.47286263,0.32859153,0.4635668,-0.005344156
0.16495901,0.30629575,0.27290356,0.55968827,0.9165485,0.16153805,0.90563864,0.11844513
0.22363618,0.5607945,0.39617342,0.5516086,0.38657776,0.57705945,0.35707647,0.39214882
0.11955109,0.050790466,0.15270652,0.43862906,0.67493856,0.38114345,0.6796638,0.061470967
0.08891425,0.10755736,0.12019609,0.5196788,0.8211375,0.11050694,0.83632076,0.044808034
0.17856605,0.12843664,0.21626247,0.55408424,0.43916664,0.41425517,0.39065683,0.03781985
0.25525886,0.3291547,0.32932723,0.5499695,0.37153292,0.5935482,0.34589463,0.32772157
0.14439616,0.12590683,0.1798446,0.6842846,0.826805,0.14302537,0.76277846,0.109394506
0.1362212,0.07142033,0.1796103,0.5360194,0.7518067,0.42539486,0.6499225,0.009367779
0.1496697,0.14629263,0.23834316,0.6626054,0.73104656,0.3746293,0.86491066,0.14202018
0.18814088,0.22625801,0.2572986,0.5344586,0.9419279,0.21758114,0.96509933,0.13938582
0.18331288,0.3774181,0.28873295,0.7146994,0.4720198,0.51669043,0.4679429,0.2949735
0.09379206,0.14734259,0.15295127,0.2193674,0.56353074,0.5059892,0.50498873,0.029450085
0.24772474,0.47361892,0.37094107,0.6777468,0.35189506,0.57610023,0.28756168,0.30663818
0.13480932,0.17620325,0.19916417,0.4692442,0.9169423,0.16870767,0.9392897,0.08074103
0.08743895,0.20703918,0.15698835,0.099304706,0.47317076,0.50637245,0.42190975,0.005426023
0.20801158,0.2903126,0.2656323,0.7596774,0.5696512,0.39364862,0.53014916,0.28381386
0.09080155,0.1259084,0.1413109,0.64929897,0.7213989,0.35509932,0.71971714,0.09318286
0.16410802,0.07632188,0.18697256,0.35204098,0.63321716,0.46477228,0.52609056,-0.022082033
0.11313681,0.36388376,0.2223033,0.6941514,0.6382614,0.37264192,0.6390451,0.13303556
0.12934847,0.18963785,0.1920791,0.35814986,0.89020634,0.15456787,0.8807979,0.065378726
0.16161034,0.3488847,0.27473903,0.8337551,0.8937181,0.19445468,0.8589105,0.24438733
0.09555972,0.18870237,0.14903091,0.28717515,0.56806093,0.49156508,0.56987035,0.0291139
0.11470692,0.27774912,0.2307512,0.3218673,0.64542335,0.52049893,0.79792356,0.061777357
0.09872354,0.15377156,0.15391597,0.23538296,0.6221419,0.44248447,0.60613847,0.07339962
0.10832296,0.26170248,0.19225489,0.94556123,0.65485233,0.40978208,0.659552,0.27301008
0.1263704,0.1070143,0.16086599,0.4234343,0.70644444,0.40522107,0.70908797,0.09425193
0.28759092,0.537539,0.43630478,0.966486,0.304557,0.75158757,0.2607294,0.28821427
0.21733096,0.41252834,0.30754107,0.65143555,0.4125454,0.5799265,0.34291613,0.22476628
0.09804493,0.24091871,0.19250506,0.66617644,0.7765456,0.18399803,0.6856466,0.11921987
0.19709863,0.17529434,0.27030456,0.70026547,0.87702423,0.37032494,0.92956936,0.13548872
0.19132611,0.14591889,0.2206309,0.35362938,0.45303473,0.52278566,0.39196163,0.1063862
0.12425676,0.1788463,0.17652883,0.3551242,0.8443208,0.19717821,0.8654407,0.09501618
0.34715232,0.5084594,0.46709013,0.64089656,0.27425498,0.62371874,0.22392166,0.41586936
0.1749852,0.3602775,0.27110732,0.80130965,0.6548634,0.4267163,0.68706626,0.24806812
0.21324623,0.36652523,0.3128614,0.70876527,0.4363178,0.55249107,0.43905658,0.38243333
0.11538842,0.3235597,0.21536526,0.6651838,0.6808677,0.40051165,0.67283607,0.14740472
0.17435439,0.34713912,0.2998785,0.90185297,1.0060354,0.18293977,0.9899013,0.23793393
0.1284675,0.23062271,0.19934992,0.24671064,0.6916871,0.279558,0.6803745,0.07597658
0.110072285,0.22412947,0.18954621,0.40718094,0.8762016,0.15853618,0.88963425,0.09840742
0.07333971,0.4043065,0.23467863,0.24041086,0.5839411,0.51810646,0.64972854,0.031568717
0.22871876,0.3040847,0.30911824,0.44370842,0.8785941,0.20766167,0.7171868,-0.04828249
0.1606291,0.41903237,0.3031923,0.83710945,0.71109056,0.40139946,0.7292919,0.242297
0.30486444,0.19482064,0.34928608,0.5401375,0.5040836,0.43182528,0.47680396,0.22563878
0.20086573,0.04042789,0.24529578,0.35947233,0.6674893,0.17920499,0.6509185,0.05185703
0.1377551,0.28248215,0.23076068,0.5931001,0.83041984,0.26257563,0.82708746,0.11495924
0.18865184,0.53461736,0.3464454,0.64307415,0.44108805,0.5562906,0.42964277,0.3428821
0.09964942,0.23952046,0.16906029,0.63564193,0.72418594,0.33090082,0.6972239,0.113186836
0.14954537,0.27514768,0.24963425,0.64715874,0.9173058,0.21900107,0.9037079,0.14547889
0.084642276,0.2121721,0.15318592,0.25132528,0.50913906,0.50293356,0.46145216,0.030375462
0.28876716,0.08373077,0.31586257,0.51739377,0.5691434,0.34502172,0.5370902,0.17697646
0.42159146,0.54082024,0.5733532,0.49009115,0.1779469,0.71658313,0.18681493,0.62924296
0.11791064,0.39540157,0.26372564,0.7917544,0.7821161,0.21608482,0.75265294,0.2140899
0.19580139,0.07466117,0.235366,0.61414975,0.7562591,0.37272102,0.7004683,0.05827355
0.27160993,0.41736403,0.37908715,0.93762773,0.45075297,0.57744265,0.5040216,0.51717705
0.073186144,0.74627817,0.38191813,0.30436045,0.36443532,0.6683884,0.36088634,0.05970631
0.14677976,0.275343,0.25774038,0.44084924,0.807114,0.18550251,0.70153487,0.0057729334
0.48154455,0.25630325,0.53576446,0.68428177,0.4257248,0.58740664,0.46884286,0.50438064
0.07350813,0.13022675,0.14433807,0.39192274,0.8615949,0.11716915,0.90612894,0.044753905
0.12605187,0.20704566,0.18380328,0.35550582,0.57946193,0.37401554,0.5193274,0.05582003
0.14764592,0.3138325,0.27395666,0.7712137,0.981647,0.18509068,0.9445981,0.1871091
0.09125816,0.1799626,0.15874219,0.67086655,0.6723582,0.40171763,0.67853904,0.1424339
0.1275596,-0.12904754,0.104784176,0.3923823,0.58904696,0.15486419,0.67686415,0.016983896
0.23454803,0.4345687,0.36093038,0.4195596,0.35699028,0.59175366,0.3198184,0.28547016
0.06857382,0.15517652,0.11855197,0.5310277,0.6020602,0.42369497,0.5337695,0.06917627
0.10812299,0.12774968,0.14330518,0.6059065,0.7318008,0.35000396,0.6252252,0.046799164
0.14479737,0.14380822,0.20756826,0.52477205,0.7361712,0.39184284,0.8029149,0.11732513
0.11061545,0.27428204,0.19348267,0.39060816,0.5188985,0.49538833,0.48374462,0.07423848
0.14896093,0.17138699,0.23037799,0.35898352,0.6985135,0.17811322,0.6336523,0.027415652
0.014127618,0.47934458,0.21706663,-0.00020965934,0.36295933,0.6580857,0.40891904,-0.0732347
0.2638971,0.9106549,0.62032443,0.57334656,0.23560283,0.751813,0.20556283,0.4159925
0.2608242,0.00033590198,0.27444947,0.48703223,0.701459,0.43204406,0.61711854,-0.03208498
0.19943911,0.19483945,0.2498954,0.61618716,0.8865757,0.28164217,0.91815406,0.14504087
0.53682846,0.3877955,0.60846096,0.8096165,0.20224568,0.82959336,0.26921788,0.8043689
0.14464264,0.1498969,0.22346741,0.60995156,0.7643667,0.38690776,0.8296148,0.11628555
0.36686888,0.6541392,0.5664065,0.59272975,0.25391108,0.7019394,0.26660782,0.6357433
0.17996524,0.2205861,0.25981924,0.84284973,0.948085,0.24144989,0.9637247,0.19748995
0.10095181,0.1818157,0.15637262,0.52814096,0.6194639,0.4225308,0.5825427,0.08657156
0.2403279,0.5639821,0.40420648,0.7754093,0.4359755,0.5769993,0.45343277,0.42105758
0.18161824,0.5286224,0.35655874,0.77606755,0.6896711,0.37224576,0.69046944,0.3172665
0.28119215,0.3874902,0.37685487,0.7168917,0.4788972,0.51154643,0.46280885,0.36111277
0.10804774,0.27884525,0.19970462,0.37267733,0.5287341,0.4933412,0.4544805,0.088779554
0.3074456,0.31132156,0.3849324,0.5911448,0.43490022,0.49155638,0.43278533,0.34942302
0.09513644,0.29082286,0.1890388,0.42466062,0.53677475,0.45929363,0.4697565,0.10765123
0.27128965,0.32244006,0.32996893,0.66680264,0.34232265,0.6338178,0.24993101,0.23835951
0.24199712,0.34986728,0.31690082,0.6148407,0.41354558,0.5691226,0.35760036,0.2750455
0.22604236,0.39870644,0.34510943,0.9548064,0.5036672,0.5005701,0.5505977,0.4254495
0.1147812,0.22807267,0.19996434,0.4317066,0.9261973,0.1001928,0.955741,0.024941709
0.32362875,0.09497255,0.31628275,0.7760503,0.20679614,0.8099741,0.040596962,0.053000595
0.15182705,0.2803707,0.23481056,0.5966666,0.91734767,0.21246853,0.8840008,0.11194165
0.14911176,0.2898997,0.24667375,0.75133723,0.9702239,0.13109323,0.95051295,0.16341802
0.68816394,0.7019482,0.85955644,0.86254793,-0.03171768,0.9603927,0.10265322,1.1021928
0.13130158,0.24551648,0.22857362,0.54826295,0.7554753,0.16650362,0.67453367,0.1050621
0.16451341,0.20947613,0.22114936,0.67519623,0.80759126,0.30948243,0.79516506,0.08106543
0.13970084,0.13014187,0.17240049,-0.12326619,0.4248702,0.6169888,0.37496755,-0.022154627
0.12678994,0.2368463,0.20062204,0.44046992,0.83776337,0.15421069,0.79789394,0.08312045
0.30282196,0.6306792,0.49854508,0.79741853,0.32287526,0.6435839,0.3875062,0.57424515
0.16621353,0.70741695,0.43947056,0.31010312,0.31869555,0.604314,0.28909793,0.31043643
0.07605024,-0.03335713,0.07235282,0.26280272,0.66432357,0.19587399,0.83319706,0.06395446
0.2805349,0.257969,0.34102553,0.5449904,0.4932969,0.5162524,0.46811435,0.26871407
0.050473325,0.57087827,0.2784061,0.13560413,0.35549647,0.6053965,0.30459112,0.010178994
0.123207584,0.3159603,0.23345138,0.7211963,0.8874544,0.15868957,0.8406396,0.17242846
0.4995586,0.68692946,0.6783432,0.94856435,0.16239658,0.78352624,0.27251425,0.8889783
0.08530082,0.13137117,0.1364625,0.4757446,0.8546125,0.15696256,0.89915556,0.095856324
0.124085486,0.13717696,0.17376316,0.50126994,0.83117115,0.13641426,0.8119025,0.074624375
0.098471574,0.29364932,0.1950523,0.42936474,0.5191854,0.4887129,0.4743307,0.13012739
0.17847684,0.32838017,0.26426074,0.7717157,0.6732139,0.34988293,0.6392287,0.2280969
0.13793643,0.114946306,0.17431445,0.3160861,0.68065333,0.40233344,0.70197093,0.08292648
0.17059886,0.40373188,0.29277664,0.75549537,0.5187264,0.510137,0.5154446,0.30395398
0.33955663,0.25176322,0.36445412,0.81298643,0.48899844,0.51886284,0.47561508,0.40557146
0.118001014,0.17570682,0.1599364,0.48914036,0.7259057,0.37036014,0.6268765,0.036656264
0.28183556,0.1350877,0.270441,0.6317569,0.484478,0.5046308,0.4197581,0.24935785
0.15722013,0.24363373,0.23592941,0.56613773,0.7642997,0.20339501,0.6719747,0.06791031
0.066740096,0.097205676,0.10259256,0.47798452,0.83046967,0.093588315,0.8322396,0.037850913
0.19848876,0.47303194,0.34776768,0.84987885,0.78652036,0.24984545,0.7982962,0.3484274
0.3682679,0.23527998,0.38265818,0.80882305,0.4293867,0.5819895,0.42820188,0.46761146
0.14429681,0.28338203,0.22047925,0.60925215,0.9118486,0.21116646,0.8146291,0.08550963
0.16241683,0.2290033,0.2526399,0.24972662,0.7860125,0.20224246,0.6590214,-0.04182208
0.08827643,0.16214919,0.15371229,0.03007185,0.46633446,0.5419104,0.42386615,-0.0058432743
0.12132563,0.20403704,0.1974035,0.6967486,0.6793389,0.40886062,0.6385676,0.16459613
0.09284417,0.30633402,0.20304577,0.6892852,0.8240798,0.19442266,0.74784815,0.13026294
0.16966313,0.24481502,0.25069973,0.4210536,0.9293469,0.17538242,0.9199617,0.099700466
0.16067214,0.25519538,0.23158965,0.56321675,0.930968,0.16471623,0.9104263,0.11881465
0.16430758,0.4180247,0.27942586,0.61776304,0.43373796,0.5535821,0.34762177,0.17259444
0.13347144,0.25097233,0.20558824,0.6828399,0.8593339,0.29714856,0.8191816,0.10660596
0.18472624,0.14612857,0.22521113,0.6504711,0.7345022,0.2684745,0.6414054,0.08515407
0.09587937,0.44290853,0.27344692,0.5267131,0.52928716,0.4546646,0.5257648,0.18866599
0.20573618,0.20799777,0.27957284,0.65101546,1.0311235,0.17404427,1.00521,0.15743569
0.10753286,0.113443285,0.1369376,0.40811715,0.5881282,0.4377177,0.5270459,0.04702541
0.36806738,0.40191162,0.46796548,0.54198533,0.23912439,0.6285968,0.26839224,0.478425
0.089232706,0.16303977,0.13026044,0.40471366,0.5716535,0.44842228,0.5005059,0.04618786
0.18312031,0.36120567,0.29389876,0.87572193,0.5476362,0.47208697,0.5933606,0.37130126
0.1950747,0.21200414,0.26927716,0.43400308,0.8630286,0.25370198,0.89852107,0.1248779
0.11600758,0.2873421,0.20212711,0.588718,0.5283187,0.47372624,0.4804109,0.19597206
0.10123974,0.10157463,0.1360316,0.38223338,0.58217925,0.46247146,0.5246476,0.04790723
0.17796053,0.2953564,0.26163566,0.45419025,0.531192,0.4264542,0.48870313,0.1294979
0.17476289,0.3162542,0.260323,0.87106985,0.55406046,0.43729144,0.54631084,0.34023625
0.18510807,0.21365814,0.2501701,0.3334227,0.86070555,0.20161474,0.87458336,0.087890476
0.077898204,0.39939338,0.23261638,0.4957675,0.63010395,0.44758058,0.67057043,0.0824167
0.09037115,0.20213561,0.15759131,0.08514431,0.501453,0.49678195,0.47894466,0.02035879
0.13255394,0.33760875,0.26036122,0.5733125,0.9079319,0.19236568,0.90233076,0.15256383
0.15959881,0.07667061,0.18816109,0.37450805,0.63663816,0.21213226,0.5888375,0.033441048
0.16670087,0.2588842,0.2606266,0.52350265,0.83205914,0.29426458,0.89919645,0.12163387
0.088237435,0.07707835,0.11394082,0.44870293,0.8243906,0.16854602,0.87485087,0.07613759
0.06349377,0.40198076,0.23010859,0.34163016,0.51539683,0.5259994,0.54550135,0.023894157
0.09034291,0.4483086,0.25739074,0.4412777,0.44980443,0.5362719,0.41712192,0.05937056
0.17958319,0.20459902,0.22812977,0.5363966,0.79676783,0.32386187,0.6578082,-0.011268847
0.08417334,0.08007738,0.11905134,0.5258628,0.86511153,0.13886657,0.89745235,0.08114146
0.08024307,0.0127899945,0.08688976,0.60390544,0.8429297,0.16937287,0.9115477,0.079594955
0.12833507,0.24605405,0.22383316,0.34918284,0.6598449,0.2966413,0.5966346,0.0507635
0.15643375,0.21699221,0.22576308,0.54141146,0.92330515,0.18928635,0.98748004,0.12677269
0.09746705,0.07434671,0.10942892,0.2730721,0.7525573,0.1888137,0.83481514,0.07955198
0.17605142,0.12945096,0.20990428,0.34700167,0.77508366,0.350074,0.77425766,0.11728434
0.13389847,0.41937286,0.2735375,0.26194888,0.32912758,0.64281434,0.24344587,0.027284052
0.16434552,0.43854815,0.30077887,0.7653569,0.54308224,0.4657726,0.5106708,0.2759278
0.24799031,0.21548668,0.3157924,0.4481757,0.92911536,0.24242787,0.97017074,0.14544593
0.23592773,0.25295508,0.28173003,0.74821705,0.47218713,0.51270235,0.45830956,0.33279327
0.25166714,0.7918699,0.5423945,0.4266908,0.26458275,0.6648848,0.2643196,0.4865277
0.10305801,0.23427382,0.17112668,0.2699833,0.6297987,0.4722239,0.65074253,0.03674117
0.23332682,0.45137313,0.3570894,0.7475395,0.41222838,0.5552932,0.41126767,0.35977426
0.14445066,0.3912803,0.26994535,0.32749543,0.42685834,0.56628585,0.36688003,0.13755792
0.17215474,0.32353646,0.2702725,0.5893026,0.50034624,0.4949884,0.46345523,0.24367934
0.13807474,-0.011274956,0.137444,0.4515084,0.7175977,0.13405922,0.6943356,0.031803254
0.19659215,0.23136464,0.23542948,0.7268811,0.5737327,0.43394363,0.51203495,0.22267869
0.1894944,0.23930956,0.21550807,1.105341,0.40220493,0.6181719,0.3111607,0.09934582
0.15588082,-0.095627025,0.104111,0.8881983,0.7616402,0.14976424,0.74906594,0.08823769
0.20983714,0.35076195,0.31083727,0.38510188,0.30195656,0.63525236,0.22035444,0.11125547
0.21426909,0.16483518,0.2769251,0.6018156,0.826825,0.37000203,0.82665783,0.097019866
0.15798843,0.016685158,0.16682109,0.57904273,0.6439678,0.37576187,0.56363684,0.037968535
0.15516338,0.3631455,0.26815075,0.5224465,0.5155736,0.5169614,0.4635389,0.23906428
0.16876516,0.29164302,0.26009476,0.16653606,0.3362252,0.56498075,0.2879,0.117796525
0.14359051,0.2622839,0.21892907,0.6915004,0.92631906,0.16536056,0.8958387,0.14114909
0.23330313,-0.012564234,0.16537559,1.0613941,0.46348426,0.33966562,0.3522338,0.17662077
0.13489129,0.1732594,0.18268001,0.47007507,0.8859349,0.12911135,0.87470645,0.0769701
0.44177833,0.4299956,0.54683954,0.7211919,0.23548537,0.7161559,0.28096792,0.6539864
0.1668356,0.20432757,0.24299876,0.5425988,0.7564412,0.19468898,0.66629994,0.09765187
0.19801386,0.15575233,0.21435212,0.65603244,0.522383,0.45377037,0.47147825,0.20620725
0.16692567,0.29817784,0.28809118,0.5744195,0.6375415,0.2740271,0.630707,0.18807435
0.106171414,0.32363164,0.20842141,0.7120903,0.7321289,0.40016213,0.7451358,0.14707023
0.17692901,0.32794243,0.27544475,0.4583705,0.5839016,0.37756547,0.5493545,0.1439208
0.06441641,0.8080766,0.37835276,0.40522572,0.4098428,0.5861734,0.42558953,0.1483538
0.10297952,0.36250052,0.23582001,0.46613163,0.53778404,0.4930174,0.49286407,0.13705242
0.17727473,0.27316833,0.2532958,0.66998744,0.87326664,0.28283715,0.8412778,0.11813347
0.12931496,0.22704895,0.19992387,0.6199175,0.8460443,0.13771862,0.75522673,0.1168399
0.07078367,0.39264405,0.21916452,0.5009001,0.5747256,0.42974013,0.57506686,0.10829607
0.3692167,0.57085556,0.5082743,0.7688937,0.28487977,0.6281951,0.31531763,0.6173635
0.26793012,0.46589416,0.393236,0.66968584,0.41019702,0.5634612,0.39485824,0.41527882
