size_D,duration_D,har,telonuse,t01,t04,t07,t09,t11,Generated_Var_1,Generated_Var_3,Generated_Var_5,Generated_Var_6,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,effort_D
-0.1352268,0.12649558,0.37166834,-0.093506664,0.23179936,0.2683958,0.2031304,0.3893189,0.21147682,0.44997987,0.23398197,0.10872552,0.2046153,0.46503362,0.40969706,0.46368784,0.2732517,0.49528354,0.71244764,0.6973909,0.42225024,-0.07504592
-0.13029571,0.10272869,0.44212943,0.063112654,0.22783911,0.36073187,0.26147214,0.4537712,0.31639665,0.47950315,0.32026774,0.24421176,0.23679036,0.43168437,0.39590716,0.50950414,0.36151314,0.44692767,0.6639724,0.6220879,0.37488812,-0.03665209
0.25562215,0.54364693,0.8065269,0.39049456,0.6044706,0.76703596,0.40400252,0.7881981,0.7200383,0.0007779272,0.7872602,0.8272892,0.898314,-0.0337911,-0.16253386,1.1649283,0.8656307,0.106519386,0.33072373,0.27467445,0.18602076,0.17986582
-0.09265792,0.09725304,0.51896673,0.25942072,0.2741554,0.4788895,0.3297969,0.5584908,0.45268,0.4887218,0.44597667,0.38972047,0.30627486,0.39386454,0.37355727,0.56944644,0.45734137,0.38871384,0.6004607,0.5406835,0.32557973,0.009881031
-0.06691286,0.08585797,0.2700671,0.05471406,0.3156169,0.25561175,0.21021692,0.4130244,0.32030427,0.17791246,0.3006185,0.1448862,0.27640557,0.3273366,0.2472981,0.5027331,0.32184744,0.3663742,0.4729894,0.44637778,0.2756832,-0.06125836
-0.1260279,0.12526226,0.5239654,0.14445487,0.25334397,0.4489754,0.3013672,0.520672,0.38764095,0.5328187,0.39690724,0.33819768,0.28140888,0.42785618,0.3956282,0.57292867,0.42820624,0.44403464,0.68245924,0.62140006,0.37858933,-0.014177106
-0.094597235,0.120252974,0.55456054,0.36928403,0.27649838,0.5576396,0.26800856,0.52220356,0.56421703,0.31289628,0.45076296,0.38824522,0.3366528,0.30133033,0.30547166,0.7104001,0.49554595,0.37818965,0.6360656,0.5198027,0.28179717,-0.072161846
-0.10920411,0.18568765,0.5570429,0.07809674,0.2704918,0.45499676,0.27989274,0.49687618,0.3720665,0.5307702,0.36341134,0.30306387,0.33623967,0.3946166,0.38155544,0.65332556,0.40423337,0.42243895,0.72588015,0.7098829,0.45154807,-0.0437386
0.001881496,0.10852917,0.49492842,0.53360295,0.3748863,0.536878,0.3245995,0.56755185,0.6906787,0.16000074,0.515691,0.45513248,0.39212033,0.22515437,0.20275131,0.68192995,0.5383395,0.21592769,0.4074467,0.3222383,0.1866011,0.001523111
-0.18255502,0.28923383,0.7521831,0.07605778,0.30862573,0.5671402,0.23892155,0.60885835,0.46209866,0.72381216,0.41200137,0.2971691,0.398239,0.5519645,0.5394348,0.8394481,0.47549948,0.68807095,1.1222086,1.0932052,0.64232934,-0.15477683
-0.111357965,0.111821055,0.4985727,0.10194802,0.2627943,0.41887572,0.31514335,0.5053134,0.37272513,0.5112048,0.38811067,0.3256725,0.27585036,0.41827515,0.38721615,0.56119716,0.40773976,0.41869047,0.64842534,0.59085435,0.3811289,-0.017244067
-0.2318826,0.24800457,0.746606,-0.18476449,0.23746492,0.46136025,0.24057387,0.48685393,0.2935598,0.80883366,0.3262992,0.22564223,0.30082116,0.6418446,0.6218242,0.83113337,0.42473236,0.7855722,1.2323694,1.2502549,0.78557736,-0.23244774
-0.10433057,0.090985976,0.49101466,0.20550318,0.23221394,0.4504764,0.2812342,0.5090735,0.39374346,0.4721414,0.39550516,0.33405894,0.2669211,0.39770418,0.36965066,0.5555479,0.41841903,0.4018713,0.6311588,0.56078285,0.3419335,-0.011515368
-0.12780303,0.12611943,0.41777605,-0.04724967,0.22758889,0.3155439,0.20488608,0.39330766,0.24062751,0.47748882,0.2670933,0.14142561,0.21842894,0.45647204,0.41528207,0.491484,0.30016342,0.4915981,0.7341579,0.7031787,0.42441916,-0.07838252
0.047804154,0.062094357,0.39914352,0.42241,0.42920417,0.41616753,0.33862045,0.56133544,0.6062452,0.068404235,0.47963217,0.40599066,0.44603506,0.19290467,0.14571968,0.62947536,0.5120858,0.2114513,0.29531866,0.23156026,0.15259674,0.006446015
0.17837656,0.12328628,0.6169062,0.78353614,0.83898085,0.591789,0.5660895,0.9790536,1.1651988,-0.18444128,0.8217394,0.76712567,0.8845691,0.1673813,0.08637471,1.1548911,0.9127977,0.29447556,0.31948355,0.24405053,0.17549747,0.03191592
0.2103249,0.17224558,0.66513675,0.7368888,0.85140496,0.6674838,0.5853838,1.0321681,1.1770257,-0.15144892,0.867968,0.7890769,0.93103206,0.10516973,0.0019834265,1.196955,0.97140044,0.24857679,0.28662193,0.20879748,0.13208854,0.05667219
-0.0650246,0.16815019,0.60490125,0.34330747,0.29914188,0.54335713,0.31225705,0.58319557,0.5383845,0.44354326,0.471391,0.40188685,0.41176468,0.3332143,0.3227307,0.69647837,0.5363106,0.41173652,0.67128396,0.6282743,0.29994756,-0.013624135
-0.03590681,0.059954315,0.34514946,0.25406155,0.33261096,0.32970244,0.2537498,0.47491634,0.4186654,0.21720822,0.36718634,0.25661606,0.32045785,0.31581593,0.2710667,0.5106896,0.37396586,0.3075096,0.44065705,0.37607723,0.23408814,-0.018535435
0.44905856,0.7341871,1.0603774,0.67945254,0.8928492,0.95135254,0.53429306,1.1301509,1.0550836,-0.13358742,1.0483133,1.1575145,1.2969098,-0.14125338,-0.2785316,1.5287921,1.1908615,0.10315697,0.2870289,0.23312977,0.15266421,0.26944816
-0.16174589,0.21757284,0.40552807,-0.23047514,0.31049457,0.3318128,0.23407222,0.3728366,0.27539828,0.40803784,0.26905924,0.09686547,0.25483036,0.4532183,0.35707033,0.6768092,0.29098767,0.5578226,0.8057921,0.8424026,0.5650294,-0.122120336
-0.0173571,0.27235824,0.6501569,0.19801216,0.33672145,0.59121656,0.33077055,0.55910724,0.4599176,0.3976871,0.5143662,0.5013995,0.45811498,0.22709662,0.17775817,0.7602713,0.5833029,0.28902593,0.55962,0.47803372,0.29192573,0.04614525
-0.115605325,0.1304503,0.574438,0.2661409,0.23867333,0.5268299,0.29999718,0.5568622,0.46455628,0.5234481,0.4270399,0.37590748,0.30766806,0.4033825,0.3722561,0.64539754,0.45350775,0.39562848,0.6723144,0.61770475,0.36570713,-0.0056420304
-0.14615972,0.16352476,0.5544402,-0.00047434308,0.23347624,0.46384105,0.2538965,0.44941932,0.33864748,0.49397174,0.3323487,0.26197344,0.2766305,0.39655125,0.32941598,0.69323266,0.4016885,0.43062094,0.75718117,0.7361968,0.45185184,-0.088909626
-0.12643799,0.26026607,0.79704964,0.6014042,0.46084863,0.81872183,0.3260079,0.7751365,0.94879425,0.32619962,0.6790241,0.5299129,0.56339973,0.31003118,0.3027259,1.1117227,0.69657457,0.49317345,0.8375658,0.75295085,0.36634278,-0.09009674
-0.11860209,0.16848949,0.5323599,0.138424,0.26298127,0.43849948,0.2635988,0.50612223,0.39412403,0.5250656,0.36943507,0.28002805,0.308053,0.41892666,0.395405,0.60028136,0.4100622,0.47419876,0.75867164,0.71601903,0.41796044,-0.04402821
0.25362805,0.7493599,1.1256422,0.41136974,0.665682,1.020381,0.41639188,0.90998995,0.79162395,0.16944335,0.9488531,1.0607319,1.0871279,-0.037788685,-0.16598783,1.5309119,1.087492,0.19673505,0.61946875,0.5211844,0.31096467,0.17095013
-0.07236535,0.0549631,0.3554926,0.16873792,0.29894736,0.32949162,0.26831993,0.4669225,0.3745885,0.32435462,0.3679723,0.25008544,0.27748013,0.37898225,0.3142544,0.47669083,0.355938,0.35398045,0.49489057,0.44764957,0.28104144,-0.021432752
-0.023620972,0.29512155,0.75489146,0.33369106,0.30024815,0.6902373,0.29348677,0.58667004,0.5187827,0.35283342,0.5816516,0.59017324,0.52440745,0.19374056,0.12075743,0.97519577,0.68068945,0.30291426,0.65301704,0.5815042,0.29727793,-0.018678881
0.4169565,0.8888953,1.2338053,0.42565498,0.81576884,1.0408927,0.5269823,1.0509006,0.872714,0.17583525,1.0404334,1.216501,1.3268312,-0.12803821,-0.23906074,1.6485114,1.2340448,0.17765273,0.5681546,0.5393578,0.31919602,0.25260735
0.057502795,0.421022,0.779544,0.19281273,0.3917618,0.70302254,0.3515417,0.59771633,0.47067362,0.29954872,0.60192484,0.6395466,0.6397113,0.11342621,0.016263336,1.0179292,0.7231906,0.25506827,0.6016066,0.5294544,0.31225628,0.048541423
-0.09211276,0.10192733,0.5630671,0.2920472,0.2841383,0.51356685,0.32393348,0.5840337,0.4928689,0.52935094,0.45961297,0.40730053,0.3046543,0.42454615,0.38331294,0.6002215,0.4697383,0.39043218,0.6234067,0.5479778,0.33659157,0.019926127
-0.17347309,0.17671585,0.4066097,-0.26726556,0.25962058,0.20684491,0.18350315,0.3737886,0.14143182,0.53918797,0.1910789,0.029581437,0.23440555,0.5772703,0.51659125,0.5095209,0.23568894,0.6541856,0.91571367,0.9414933,0.58391094,-0.13421397
-0.15059444,0.18590651,0.60044205,0.12076737,0.25828916,0.5146822,0.22481388,0.52228457,0.4063096,0.5851261,0.39840817,0.26708513,0.28402376,0.4983135,0.45754808,0.6808206,0.4155567,0.5472481,0.84137475,0.77530515,0.477243,-0.07351411
-0.094494335,0.08678284,0.51701725,0.2278071,0.27976933,0.47582006,0.35027754,0.5733362,0.44139588,0.5146841,0.44978413,0.40548486,0.2946336,0.4218761,0.39057755,0.55733377,0.44778568,0.39763516,0.5998608,0.53527015,0.34129897,0.01429354
-0.11917414,0.33257565,0.8199167,0.07350546,0.24886769,0.6836282,0.31823164,0.5214168,0.41356415,0.4739969,0.5030858,0.51047194,0.4601962,0.26431063,0.16921268,1.0583546,0.6354236,0.40134594,0.9057791,0.8281043,0.47409695,-0.12266946
0.040202048,0.10425652,0.29664516,0.2091848,0.78671145,0.22836632,0.35322192,0.7418132,0.6314245,-0.23389399,0.47001848,0.31068775,0.6855179,0.31981173,0.20334086,0.94437015,0.55112094,0.48512903,0.46384716,0.42400607,0.30999154,-0.082644075
-0.11750488,0.12381827,0.33206928,-0.094997585,0.27335244,0.22826672,0.19004768,0.38905904,0.2009209,0.39613998,0.23380914,0.09378077,0.21905336,0.45818615,0.3941751,0.4564526,0.24747322,0.48208386,0.6626544,0.65979844,0.40750912,-0.061892625
0.022194114,0.10710113,0.47786075,0.53803754,0.46271375,0.5225971,0.35500857,0.6186118,0.7585565,0.028913774,0.54741675,0.45817718,0.49273777,0.17559928,0.15039256,0.7662277,0.5829524,0.24551195,0.3585823,0.28773427,0.149024,0.0028776824
-0.061528154,0.12082039,0.54378825,0.3281667,0.30123004,0.5008795,0.34960964,0.5800272,0.50718135,0.44714582,0.48012614,0.42767462,0.36165386,0.33756685,0.33005583,0.6094272,0.5056915,0.35203508,0.568936,0.50920784,0.2929062,0.024730835
0.16590995,0.17238659,0.61362565,0.66802365,0.6674997,0.62954414,0.4958163,0.8229474,0.9868285,-0.06960254,0.7179577,0.6829006,0.7383165,0.09454326,0.049258444,0.9982563,0.81085646,0.19336079,0.28178033,0.20079866,0.11951171,0.053599272
-0.094075695,0.0949813,0.513707,0.2643994,0.26821718,0.48332542,0.320211,0.5614362,0.45355475,0.49917346,0.44076014,0.38093436,0.28658146,0.4122149,0.37743324,0.54965734,0.4448792,0.38580006,0.59434444,0.5277632,0.32219878,0.016783264
0.20175906,0.25647265,0.6620033,0.6729929,0.69663763,0.66302687,0.4888927,0.8662553,0.96517736,-0.082553074,0.76117074,0.74551356,0.8236654,0.0667016,-0.008922391,1.0580863,0.8552952,0.18044198,0.2569276,0.20710409,0.09476222,0.0994619
0.008961875,0.112632826,0.4985873,0.5973689,0.57646775,0.51623166,0.3599681,0.7211337,0.85712653,0.004354614,0.62175953,0.44726947,0.59365433,0.19608174,0.17622644,0.9181341,0.6176205,0.31907266,0.4717462,0.33189943,0.22783525,-0.031205952
-0.15175185,0.17641331,0.5057133,-0.19471405,0.2619505,0.32784614,0.2547155,0.42427528,0.22955005,0.60245013,0.2874908,0.16250867,0.26263115,0.5257705,0.47290862,0.583217,0.33457702,0.57943255,0.8708483,0.86950123,0.5547389,-0.1119369
0.25306213,0.3430299,0.74101585,0.6686531,0.78534174,0.72710824,0.54024285,0.9855757,1.0396402,-0.12960632,0.84229267,0.824002,0.9653307,0.008466251,-0.095004335,1.1854026,0.9796447,0.1551205,0.22433499,0.19205351,0.079968125,0.13970815
0.16269279,0.5039313,0.82005334,0.3741022,0.5010868,0.7637623,0.343366,0.70821905,0.61309326,0.11237333,0.7311928,0.7684754,0.78382844,0.020839114,-0.113614574,1.1128278,0.82783335,0.15392017,0.4326173,0.34738728,0.199282,0.14798446
-0.16076191,0.17014867,0.4324472,-0.010530807,0.2815962,0.3353636,0.16212784,0.43094587,0.30930007,0.4095424,0.3174451,0.11202848,0.2783014,0.48349094,0.4203686,0.5835502,0.3056396,0.5540297,0.79260755,0.7742571,0.4627689,-0.1255658
-0.12196967,0.13902187,0.5610776,0.13235718,0.24247654,0.47243714,0.30422354,0.50380003,0.39524645,0.547032,0.38799873,0.3288544,0.29340312,0.4119095,0.39848524,0.61435676,0.45047855,0.45111224,0.71377516,0.6754967,0.39576617,-0.036181495
-0.078046076,0.13791505,0.5789015,0.2877175,0.297966,0.5231247,0.35477257,0.58481455,0.4832586,0.4954414,0.4910405,0.44768667,0.3696515,0.3570956,0.33237076,0.6353458,0.5175587,0.36687228,0.6079376,0.53229254,0.31484646,0.023586016
-0.14123976,0.14127952,0.5238432,0.0045491243,0.2233833,0.4238857,0.27279693,0.45523524,0.31241316,0.5169398,0.32160178,0.26288438,0.25638086,0.4192633,0.37189025,0.61223686,0.39481646,0.4516403,0.73878276,0.70513695,0.43090552,-0.06618309
0.15642452,0.14319587,0.5380797,0.54956174,0.6742018,0.5311754,0.48029175,0.8324964,0.88223916,-0.07667793,0.6692438,0.6101821,0.7402942,0.11270565,0.035702016,0.93548334,0.7658732,0.22434677,0.26206377,0.19395204,0.13128074,0.034329716
0.13338006,0.49121848,0.81655806,0.27720362,0.46327218,0.73960733,0.3461756,0.6631551,0.5389017,0.19697767,0.68732476,0.7334946,0.7458633,0.042486772,-0.07909262,1.080549,0.79542464,0.18279974,0.4936752,0.40128046,0.24161592,0.12460737
-0.08040291,0.06920742,0.35102516,0.12407726,0.2878852,0.31533903,0.23476142,0.4447408,0.33291656,0.348362,0.3299899,0.20893553,0.24178946,0.4032023,0.3436604,0.45804584,0.31428987,0.37193838,0.5315901,0.48276967,0.3102067,-0.023458797
0.20938392,0.17907508,0.6775038,0.8079323,0.8117747,0.69282025,0.5715928,1.0274343,1.1909046,-0.12756,0.86515707,0.7939402,0.9220327,0.09471003,0.020790793,1.1748672,0.95916224,0.25396523,0.3392613,0.20930615,0.13471438,0.034281146
-0.1171295,0.11614919,0.35741597,-0.04303068,0.25003037,0.27295738,0.176127,0.40804276,0.23702177,0.41044515,0.26203614,0.1093531,0.23415723,0.46025982,0.40317267,0.46690145,0.2552745,0.48915893,0.6842054,0.6730213,0.41270977,-0.07830258
-0.09529856,0.24959387,0.6966285,0.12570941,0.27734363,0.62728053,0.33731,0.53333557,0.4629528,0.5322289,0.44866666,0.45820186,0.413469,0.3030552,0.2628352,0.8716508,0.56008387,0.36617926,0.74214625,0.7125446,0.41791832,-0.037265755
-0.06419398,0.14063327,0.56994766,0.3421498,0.3022213,0.5190673,0.34013855,0.58186185,0.51900625,0.44017625,0.48106813,0.4234626,0.38019946,0.32363403,0.3162958,0.6405283,0.5253997,0.359515,0.5939884,0.53950334,0.28928408,0.01853611
-0.123880066,0.14789297,0.34549993,-0.20486325,0.27896455,0.2022731,0.16335121,0.3689349,0.15691134,0.45449135,0.20602943,0.018585281,0.20534876,0.5129426,0.46275562,0.46242464,0.20118469,0.5479605,0.7787403,0.77920717,0.50962573,-0.10624356
0.042798866,0.08311017,0.42243886,0.41522637,0.41133502,0.4494833,0.34587878,0.561887,0.62101454,0.086046614,0.49151608,0.42981014,0.45570105,0.16512765,0.11978663,0.6520976,0.5331223,0.19027005,0.28060865,0.23105821,0.13383503,0.030756932
-0.13747314,0.13248597,0.49094117,0.033953257,0.23590994,0.39394453,0.26931554,0.4757547,0.31282663,0.53380907,0.32835656,0.256332,0.24373618,0.454323,0.41999298,0.5468607,0.37692913,0.4853245,0.7184217,0.67828053,0.42140678,-0.048972186
0.047502857,0.11857068,0.5347417,0.6074786,0.4397546,0.56308746,0.36366364,0.6246722,0.7476655,0.16644283,0.56015444,0.5122803,0.46015188,0.21814713,0.18034713,0.71646833,0.58446777,0.19298296,0.37374577,0.28840724,0.16419253,0.028366793
0.07537724,0.10706934,0.5107082,0.59598714,0.53096706,0.5597676,0.39782083,0.68020546,0.84529334,0.022456476,0.6197623,0.5460297,0.5711469,0.1512227,0.12385219,0.8365476,0.6624363,0.20678014,0.32567298,0.25447103,0.15056416,0.022793982
-0.07610898,0.0715003,0.45308977,0.28704584,0.27148372,0.4317533,0.29949087,0.52191615,0.4618404,0.3807517,0.41809657,0.34932807,0.3067567,0.35051605,0.31671607,0.5497154,0.41726106,0.32222325,0.5220016,0.45335206,0.28085664,0.0105031915
-0.11211672,0.11712837,0.55580693,0.30624974,0.26221567,0.52669203,0.29547858,0.567423,0.4883288,0.49905434,0.45290348,0.38460132,0.32505846,0.4079876,0.38620806,0.63327813,0.46215037,0.4090431,0.6467352,0.5907508,0.3347599,-0.00054130703
-0.10342537,0.119628936,0.54917526,0.30240294,0.23454124,0.5286424,0.28249758,0.5387526,0.4732172,0.45082557,0.43889663,0.36623922,0.30942816,0.3637399,0.3378902,0.63558483,0.47219822,0.38473618,0.6300485,0.55976194,0.31558305,-0.015090559
-0.059378646,0.098742776,0.5218234,0.36682567,0.29238495,0.5115901,0.3053233,0.57241046,0.5403243,0.3861909,0.47564226,0.40559518,0.317071,0.3238434,0.27629226,0.6058978,0.47694984,0.290434,0.51206875,0.4272186,0.26028153,0.030839581
-0.124632806,0.10613931,0.5333975,0.2033747,0.24246363,0.48260477,0.27947122,0.5265585,0.42029536,0.5231816,0.41345778,0.3307508,0.2854543,0.4365884,0.41053665,0.59597063,0.432885,0.45123422,0.6783521,0.6314758,0.36583114,-0.028287033
0.32013094,0.74217993,1.0826732,0.34122366,0.67618066,0.93322444,0.45494658,0.90994596,0.7685712,0.2087101,0.883536,1.0230154,1.0941905,-0.07373753,-0.16258217,1.4316103,1.0513945,0.1808915,0.53881407,0.50061303,0.31230935,0.19612606
0.033931617,0.39206585,0.8506757,0.47971225,0.40832782,0.82434285,0.3017053,0.7391716,0.73999643,0.32606396,0.6710485,0.68877846,0.6640551,0.16389866,0.10745354,1.0989287,0.7733204,0.30728412,0.63878036,0.59200037,0.30061224,0.048279185
-0.03824065,0.18731062,0.5977337,0.22601588,0.2996695,0.5482508,0.35736975,0.54612494,0.46645945,0.43353096,0.4922937,0.47780892,0.40603334,0.27862144,0.24251306,0.68311393,0.5535517,0.31226128,0.5402852,0.48363084,0.28281224,0.04589283
-0.1209943,0.18840602,0.19034722,-0.52334994,0.5247508,0.002271928,0.14482838,0.40453646,0.087092794,0.23175174,0.1293725,-0.15723738,0.3155494,0.6178849,0.4834965,0.6174283,0.1445368,0.751787,0.8488871,0.9645331,0.6219755,-0.15154023
-0.11853579,0.13693002,0.5742608,0.19751562,0.23690411,0.4941349,0.29399663,0.5279145,0.42875636,0.54562956,0.4074641,0.34776625,0.3054001,0.40668672,0.3914864,0.63457334,0.4488202,0.4362927,0.7153324,0.67408264,0.39489213,-0.02357201
-0.1740417,0.17036527,0.5149049,-0.10903522,0.21419007,0.3501476,0.21619388,0.4051929,0.22659333,0.5599394,0.25166616,0.15878686,0.22819436,0.500785,0.4473576,0.59504175,0.3390975,0.5623862,0.8731526,0.85238904,0.52902466,-0.12621592
-0.18606135,0.2105715,0.72239256,-0.008830076,0.22347225,0.55720496,0.31177807,0.49930748,0.35986334,0.6544811,0.37153488,0.34792694,0.32864428,0.44679904,0.3916601,0.82972753,0.49852082,0.5090325,0.94524527,0.91242296,0.5591295,-0.14163193
-0.066051066,0.17891817,0.60920954,0.26862323,0.28951702,0.54337555,0.33984315,0.5484565,0.47574294,0.4553066,0.4703431,0.4400877,0.40992093,0.29984352,0.2731558,0.7002257,0.55779314,0.34459347,0.6170565,0.56706834,0.29175606,0.011895243
-0.16752085,0.21036305,0.55314547,-0.0041052364,0.26831603,0.4205192,0.17440191,0.5084256,0.33428854,0.5924343,0.33166957,0.15571275,0.28087837,0.56741333,0.5119031,0.66624486,0.3361686,0.6169844,0.9469676,0.9185901,0.5673873,-0.11466791
-0.047356527,0.087463684,0.30102623,0.0699431,0.33146808,0.25413907,0.23295034,0.4448204,0.31958467,0.20435004,0.30657032,0.17396733,0.30246648,0.33977664,0.26492536,0.51024544,0.338666,0.3569373,0.46859017,0.45650485,0.2735128,-0.03857398
-0.15692797,0.184554,0.6397879,0.07209052,0.23472531,0.47665524,0.25688457,0.4997009,0.36475372,0.62373054,0.3693897,0.2987295,0.31674832,0.46020222,0.44605494,0.70235014,0.45947683,0.57255656,0.91933656,0.8804496,0.5049733,-0.11791837
-0.15181376,0.12542926,0.59370464,0.21109189,0.19467239,0.5317453,0.25866932,0.51579726,0.4104721,0.5315735,0.39727885,0.34407943,0.27874687,0.4161625,0.38912064,0.6719556,0.45319873,0.43622166,0.7443447,0.67114884,0.37599772,-0.057524927
0.20361893,0.4420237,0.7719216,0.55471873,0.5545237,0.7569965,0.38063607,0.8040974,0.79736316,-0.0065377867,0.74593985,0.7608228,0.8344333,-0.020179752,-0.102610216,1.09045,0.8484519,0.13352634,0.3381577,0.29315978,0.13279776,0.14322485
-0.04505443,0.1261539,0.20406005,-0.072711855,0.61910427,0.11503018,0.21616825,0.56132877,0.3475753,-0.092947975,0.31177053,0.06941946,0.46798187,0.3902134,0.24061403,0.72884214,0.341905,0.52998495,0.5412884,0.54937446,0.35402232,-0.11749248
-0.15981083,0.23383668,0.23237307,-0.61343867,0.5630059,-0.010397129,0.1265674,0.42120904,0.03444059,0.3574339,0.11636542,-0.20765978,0.32373655,0.7561543,0.62756556,0.6459434,0.10740998,0.8932207,1.0396018,1.1898332,0.7805425,-0.16660328
-0.08506711,0.12394943,0.5307955,0.25665244,0.2533157,0.4926585,0.29693788,0.5164181,0.42740893,0.40620387,0.4312064,0.3810378,0.3071482,0.32297608,0.2892941,0.61142004,0.4714219,0.33758858,0.57030785,0.4932226,0.29647672,0.011131417
0.060598988,0.1406567,0.5632568,0.6211126,0.48847407,0.5830084,0.3889307,0.66011953,0.7983556,0.12973222,0.59153104,0.5383733,0.5285169,0.18521652,0.14266329,0.7884958,0.63569415,0.19544905,0.37286696,0.2754883,0.14018512,0.028100792
-0.1698896,0.17289567,0.6807435,0.06682656,0.19814222,0.5323571,0.24608982,0.5047307,0.35892195,0.64386165,0.39291877,0.34294277,0.2988755,0.46324444,0.43615925,0.7574481,0.47282478,0.56775385,0.9480591,0.8736186,0.5227137,-0.12874016
-0.19298208,0.26091367,0.7117315,0.030248653,0.28269568,0.50814474,0.20670393,0.5599012,0.40443438,0.73046136,0.3917225,0.25978336,0.3409182,0.590419,0.5679799,0.7872331,0.44185892,0.7301267,1.1294093,1.1065851,0.6476566,-0.16350348
0.06811071,0.28311476,0.5967514,0.31160828,0.37358665,0.59904414,0.348749,0.54891294,0.54882455,0.1573016,0.5335591,0.5376232,0.5394337,0.101043984,0.03955901,0.81700325,0.61621535,0.15847944,0.35574567,0.34168252,0.18352474,0.08943717
0.20676987,0.22162868,0.6948151,0.8587973,0.7357206,0.68072104,0.53040045,0.94330335,1.1316823,-0.06554323,0.8132058,0.7899289,0.8651174,0.073961005,0.03927629,1.0953026,0.9130985,0.19996245,0.34727222,0.21618897,0.151091,0.060778756
-0.1216783,0.12125897,0.36408168,-0.10313451,0.2583235,0.26236528,0.21639894,0.4104904,0.22530146,0.46260053,0.2583129,0.13138673,0.22047704,0.4772401,0.4306547,0.4519245,0.26260588,0.49578282,0.6879417,0.6812426,0.43875805,-0.06156685
-0.07910215,0.07988373,0.50143605,0.27215055,0.28155228,0.4764471,0.3334778,0.56548214,0.46768987,0.45886275,0.45646903,0.4019964,0.29272392,0.39220983,0.35427153,0.5611827,0.44587642,0.360573,0.54484993,0.48600367,0.30859095,0.025127348
-0.12321862,0.098273255,0.49867755,0.16793253,0.23097159,0.44857273,0.28456166,0.5071294,0.38141876,0.5040487,0.3864023,0.32404625,0.26248327,0.42139056,0.3938595,0.56536704,0.41614905,0.44306314,0.6648259,0.6045982,0.36482185,-0.022684565
-0.1658119,0.181594,0.67993504,0.066750616,0.18079503,0.5261821,0.25118724,0.49638277,0.3454491,0.57522327,0.37486163,0.3383935,0.27032703,0.432188,0.38125306,0.773394,0.47918075,0.51097184,0.9220604,0.8237234,0.4989803,-0.13584429
-0.20333157,0.21060662,0.6671046,-0.16508758,0.23208709,0.4456746,0.28038839,0.45508692,0.2635491,0.6945962,0.3032035,0.24646178,0.28642407,0.53530777,0.49148953,0.7592621,0.42541295,0.6166674,1.0444523,1.0185083,0.6461709,-0.18934476
-0.12368733,0.14558893,0.33945924,-0.129605,0.2876392,0.22265756,0.13873832,0.39633116,0.19279039,0.38219428,0.22742073,0.02319015,0.23016906,0.50041914,0.42338735,0.49460417,0.21472496,0.5359822,0.7384503,0.7476295,0.46526766,-0.11426143
0.102609135,0.108798645,0.4425875,0.42947695,0.6418815,0.421479,0.42586094,0.7373122,0.772619,-0.13101445,0.58084285,0.49168536,0.6681195,0.15289077,0.0718895,0.87150884,0.67848957,0.26199293,0.27974653,0.228991,0.15136741,0.007128004
-0.12059868,0.14489925,0.3357488,-0.163011,0.29228774,0.20302492,0.16931139,0.3755914,0.17129984,0.41198406,0.21192828,0.044901,0.21868455,0.47817054,0.44367427,0.475866,0.2258522,0.51827896,0.72068834,0.7248657,0.46748883,-0.08511804
-0.103461586,0.08699683,0.436325,0.1035098,0.26357326,0.37077242,0.29082397,0.50337017,0.36284804,0.4785237,0.36127394,0.28088582,0.240765,0.44270623,0.39875853,0.49005386,0.3650034,0.42934734,0.6054776,0.5681314,0.35556093,-0.010930419
-0.11589126,0.14731033,0.20470457,-0.25019512,0.43197054,0.078843325,0.12251025,0.38002485,0.14855364,0.1882006,0.18135706,-0.058316424,0.28639442,0.51034397,0.3941741,0.5303029,0.17600358,0.5879846,0.68131137,0.7325819,0.46718884,-0.12347269
-0.15319273,0.14561555,0.37034786,-0.14600556,0.25124127,0.23124436,0.1892868,0.3757132,0.1797378,0.47170806,0.21686746,0.08157554,0.2245385,0.50873995,0.44928223,0.47328553,0.25788754,0.55979,0.7806692,0.78983766,0.4821832,-0.08489845
-0.1571493,0.18915088,0.6350112,-0.0012722239,0.25625852,0.49067342,0.2776828,0.4787779,0.35621256,0.550947,0.36432928,0.29599944,0.30458757,0.41884437,0.3413627,0.74331915,0.4535199,0.45694914,0.83622813,0.7917707,0.47086158,-0.083109334
-0.15772784,0.18313064,0.60252005,0.008524086,0.2432099,0.4675343,0.27708793,0.48676816,0.34830266,0.60054946,0.3378119,0.27371898,0.28993136,0.46085495,0.42724377,0.6766857,0.42221248,0.5003597,0.83169365,0.79972064,0.4999026,-0.08847514
-0.15395851,0.23186794,0.34906447,-0.45987225,0.42576265,0.11471205,0.11165618,0.41625693,0.101446845,0.47537884,0.18112698,-0.14870894,0.26498038,0.69615495,0.60491574,0.60208917,0.1356964,0.7944096,1.0417401,1.1241323,0.7552426,-0.19259395
