YearEnd,Transactions,Entities,PointsAdjust,Envergure,TeamExp_0,TeamExp_1,TeamExp_2,TeamExp_3,TeamExp_4,TeamExp_?,ManagerExp_0,ManagerExp_1,ManagerExp_2,ManagerExp_3,ManagerExp_4,ManagerExp_5,ManagerExp_7,ManagerExp_?,Language_1,Language_2,Language_3,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Effort
0.2,0.1425313568985176,0.1842105263157894,0.1309297912713472,0.1702127659574468,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.17311236,-0.09351994,-0.17853782,-0.032439634,-0.30092546,0.28725922,-0.039833497,-0.15390517,-0.2298914,0.11569493,-0.22805254,0.0739078396169958
0.6,0.5393386545039909,0.5789473684210527,0.603415559772296,0.4468085106382978,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.21576342,-0.110342234,-0.22364631,-0.033493448,-0.35372934,0.32837093,-0.041846365,-0.16577852,-0.24700335,0.14012371,-0.2713663,0.3656493117893477
0.2,0.2326111744583808,0.1736842105263158,0.2020872865275142,0.0212765957446808,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.17855448,-0.09479757,-0.18008819,-0.030338854,-0.31022108,0.29306263,-0.044933736,-0.153248,-0.2353029,0.10909771,-0.24206035,0.0020945541591861
0.2,0.1482326111744583,0.3578947368421052,0.198292220113852,0.3617021276595745,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.20928821,-0.10790991,-0.21945837,-0.03038026,-0.33860406,0.31906402,-0.03837769,-0.16096964,-0.24041343,0.13690653,-0.26098582,0.1451226810293237
0.6,0.5290763968072976,0.4605263157894737,0.5521821631878557,0.7446808510638298,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1717191,-0.0860378,-0.16505197,-0.033977948,-0.29687,0.2825872,-0.04300485,-0.1504173,-0.22646226,0.11402921,-0.22720452,0.5691202872531418
0.4,0.2508551881413911,0.4263157894736842,0.3083491461100569,0.723404255319149,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.1885553,-0.09347689,-0.19310549,-0.017003309,-0.31867802,0.29764512,-0.039863486,-0.14612538,-0.22741975,0.1217887,-0.25207198,0.0365050867743865
0.0,0.2485746864310148,0.1736842105263158,0.215370018975332,0.6170212765957447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.19269246,-0.09544103,-0.18688911,-0.029977802,-0.32243595,0.3021044,-0.04215366,-0.1567452,-0.23373657,0.12596679,-0.24983372,0.0963494913225613
0.6,0.4401368301026225,0.4894736842105263,0.4886148007590132,0.7446808510638298,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2532231,-0.12470649,-0.26372415,-0.013972752,-0.39771363,0.36498657,-0.041784644,-0.16807559,-0.25823104,0.15640327,-0.3231254,0.3836026331538001
0.6,0.5245153933865451,0.4447368421052631,0.5426944971537002,0.8085106382978723,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.15531474,-0.08024335,-0.14913544,-0.034138806,-0.27691832,0.26715386,-0.04410895,-0.14393644,-0.22022338,0.10468799,-0.21167661,0.2280071813285457
0.4,1.0,0.6157894736842106,1.0,0.6170212765957447,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22173849,-0.10803351,-0.22408444,-0.017023265,-0.3572743,0.32943958,-0.040641844,-0.15858017,-0.24173869,0.14011788,-0.28577942,1.0
