size_D,duration_D,app,har,dba,nlan,telonuse,t01,t03,t05,t06,t07,t08,t09,t10,t11,t12,t13,t14,t15,Generated_Var_4,Generated_Var_5,effort_D
0.4171097,-0.015055693,0.87944543,0.7145183,0.701119,0.7161536,-0.20987776,0.65661377,0.26606563,0.54199636,0.49723098,0.6351531,0.71588135,0.97813106,0.8270902,0.6999281,0.9924371,0.2392608,0.6435863,0.53622514,1.0066804,0.7784728,0.14005332
0.46247607,-0.015350114,0.76034105,0.8239354,0.636106,1.0022779,0.7598958,0.5870984,0.18614025,0.4777694,0.8173132,0.5836785,0.5922633,0.8630466,0.61047846,1.0945044,0.9795521,0.19556981,0.47382146,0.3776617,1.1327735,0.49807617,0.1536213
0.6654287,0.024843864,0.8136902,1.0426182,0.63713396,1.4904208,0.7708559,0.7091739,0.4220672,0.52984095,0.7968917,0.7381857,0.6592023,1.0799247,0.8854061,1.3900365,1.2813638,0.31589785,0.5880324,0.68964934,1.3271921,0.5299158,0.23793218
0.3826267,-0.00358235,0.9100239,0.5124681,0.8296921,0.33275253,-0.32812983,0.7400173,-0.036040805,0.64626044,0.617066,0.65358084,0.8458438,0.74771476,0.69048053,0.48199767,0.8524128,0.0817318,0.56473947,0.19887134,0.91174686,0.8613581,0.10753806
0.44741172,-0.08777224,1.0687932,0.889941,0.8923628,0.7710952,0.06389848,0.70452315,-0.009927101,0.6856757,0.7732796,0.70737106,0.8550915,1.0401537,0.80911386,0.9163504,1.0622303,0.17462759,0.62801945,0.3608449,1.2524374,0.71211505,0.15886734
0.8641911,0.11060018,0.9753881,1.0562825,0.7950284,1.4729141,-0.14270599,0.93357074,0.74516076,0.6610203,0.5494471,0.9329438,0.96164715,1.5098095,1.2843717,1.0670009,1.7076555,0.4396567,1.0085776,1.0555907,1.4266783,1.092119,0.38359526
0.7142783,-0.13244459,1.4720513,1.2005556,1.1818308,1.0135369,-0.20135568,0.9492345,0.13930666,0.98709726,0.82202715,0.9221405,1.1571106,1.5214654,1.2675703,1.142289,1.5171225,0.2557667,0.90443075,0.6014833,1.6637863,1.0306715,0.21312912
0.42134044,-0.027444195,0.9855234,0.8528205,0.75246584,0.78091156,0.008192705,0.6601301,0.15014173,0.6065589,0.5897475,0.6365875,0.7389621,0.96490216,0.81192636,0.8085733,0.9998304,0.29346544,0.6027664,0.46260083,1.1154788,0.66525275,0.11476183
0.51822376,-0.017475635,1.1047177,0.9099987,0.86741054,0.81068,-0.04889901,0.8186782,0.15895274,0.66139,0.66347796,0.76492226,0.9048835,1.110031,0.8879027,0.8943455,1.204663,0.30081087,0.68835944,0.47202897,1.2872486,0.8417975,0.13434175
0.33221313,-0.0072651403,0.81348217,0.7059473,0.6084142,0.64950967,0.014300214,0.55729806,0.18570209,0.47904056,0.51409286,0.5264635,0.5939898,0.777784,0.67272085,0.69510335,0.8179593,0.28168026,0.51647973,0.43000114,0.90037143,0.5674589,0.10197282
0.6494793,0.025868762,0.83618057,0.74312955,0.78728634,0.9241906,-0.34461147,0.8418333,0.45445308,0.5479546,0.5369789,0.78198844,0.85618883,1.1804721,0.96031886,0.776376,1.2779747,0.2837606,0.80011547,0.68079334,1.1567328,1.0796613,0.21014798
0.4736353,-0.01823134,0.91577506,0.7494753,0.7675817,0.7474266,-0.24717022,0.7294934,0.25097987,0.5709653,0.5402288,0.67574936,0.7780198,1.0412112,0.8564171,0.7389746,1.0629733,0.25049487,0.6778256,0.5037911,1.0761129,0.841478,0.13274123
0.39697593,-0.025970936,0.8900636,0.7846609,0.67561704,0.77853656,-0.02147336,0.6004055,0.20708457,0.53164005,0.5445984,0.58020544,0.66272706,0.91820514,0.79104847,0.7832258,0.93962854,0.28606778,0.60307395,0.51424026,0.9990985,0.62176037,0.13391401
0.33207425,-0.044475198,0.90843034,0.6657391,0.73615736,0.5159681,-0.20410016,0.61168456,0.11028299,0.58386916,0.5530298,0.57397383,0.69689614,0.84648794,0.7410995,0.6125945,0.8462564,0.22579363,0.56392956,0.3787753,0.9413984,0.69891685,0.09845859
0.2946541,-0.021543168,0.80633855,0.668778,0.6141193,0.5998731,0.046420727,0.5386677,0.127298,0.48723218,0.5517187,0.50486696,0.5868877,0.7433964,0.6434466,0.68182427,0.7827679,0.24829176,0.49726608,0.373914,0.87780863,0.55226636,0.09367117
0.47344097,-0.015346953,0.8400761,0.84752136,0.6477017,0.9370489,0.12302229,0.62321544,0.27235165,0.5170195,0.57155484,0.6012497,0.65919113,0.954357,0.8092696,0.90237427,1.0149738,0.3134901,0.6046066,0.55782074,1.0464463,0.61229646,0.16340719
0.5329773,0.09203823,0.61896247,0.44193596,0.6041289,0.6607069,-0.39416057,0.76313764,0.4471975,0.4213379,0.3794905,0.72614586,0.7527396,0.9373068,0.7478043,0.49292317,1.0675924,0.18418208,0.6408813,0.5211409,0.8879364,1.0695426,0.13417663
0.31426007,-0.06583817,0.7935889,0.6473405,0.6755486,0.6147465,0.20533296,0.59285015,0.012323856,0.56308645,0.65476424,0.5319507,0.6647476,0.7118548,0.61802346,0.7850933,0.855683,0.13508904,0.4853096,0.30710226,0.9710191,0.5600059,0.110121906
0.6375205,0.021169044,0.8678298,0.9308464,0.7167221,1.1821488,0.028311584,0.7585631,0.4697534,0.5315151,0.5852565,0.7619901,0.78764296,1.2492918,0.9882343,0.9845937,1.3096305,0.33376667,0.8353909,0.7419889,1.2193162,0.85193694,0.24290723
0.7529294,0.030226745,1.1364832,1.1597587,0.84676415,1.4108993,-0.023404162,0.85332036,0.551543,0.7094088,0.6152754,0.8378468,0.89659965,1.3825089,1.237943,1.1576676,1.5592701,0.4518592,0.89957124,0.92967504,1.453098,0.839708,0.30915296
0.32935637,-0.082021266,1.1533978,0.5997717,1.0906676,0.4250729,-0.21073142,0.7859727,-0.25112233,0.96139824,0.9587012,0.6968103,1.0351774,0.83598065,0.851245,0.7202233,0.9846891,-0.0026864856,0.6435798,0.1791057,1.0514396,0.814576,0.19332431
0.67077523,0.027165074,0.8950116,0.9192975,0.749577,1.1780353,-0.12098789,0.80063295,0.49759257,0.568841,0.53864336,0.73631185,0.8205796,1.2298137,1.0480886,0.9666209,1.3316072,0.38923565,0.80684537,0.76613194,1.1912705,0.86807126,0.24570787
0.43815,-0.0032287026,0.7186176,0.7754206,0.5386786,0.97118425,0.5465535,0.54750985,0.22463259,0.42638302,0.6451096,0.56472385,0.5756672,0.7936268,0.6262881,1.0150816,0.9225714,0.23256344,0.44690397,0.4645847,1.0288893,0.46074003,0.14155927
0.29299834,-0.007727352,0.7843155,0.61772984,0.61838657,0.52736926,-0.15721191,0.5756591,0.17254731,0.47396734,0.46512547,0.531415,0.6002204,0.77228385,0.6569229,0.572818,0.7808306,0.229844,0.53070366,0.4120798,0.8582711,0.6419103,0.09006581
0.31943253,-0.029550403,0.83482397,0.7086653,0.63620687,0.64356136,0.058688745,0.555957,0.141105,0.50253165,0.5632561,0.5276536,0.6043643,0.78373545,0.67523605,0.71881497,0.8180196,0.2626824,0.5081792,0.39620543,0.92439085,0.5655642,0.09681022
0.43209654,0.0027947119,0.8086808,0.75893384,0.6207324,0.80888903,-0.054713294,0.62471384,0.297052,0.4839934,0.48526374,0.5902575,0.6431083,0.90396327,0.78367436,0.75050443,0.9807661,0.32242814,0.6054366,0.5562154,0.9567288,0.65713686,0.15954962
0.29640695,-0.009175382,0.8199737,0.6703045,0.61286914,0.5770575,-0.04359167,0.54283905,0.14587213,0.4838405,0.4987979,0.512882,0.5888588,0.7471356,0.6507741,0.6402787,0.77704424,0.26914334,0.50344586,0.40156275,0.8701227,0.55676705,0.091815904
0.33457252,0.001701884,0.7545682,0.5392811,0.6379931,0.49039483,-0.24899368,0.60646707,0.198064,0.4832486,0.45123634,0.56321055,0.6412448,0.7945913,0.6762691,0.51720434,0.81112033,0.19723925,0.5526674,0.41024774,0.83534116,0.7525653,0.103930354
0.35991055,-0.02996575,0.7655333,0.7310161,0.6045848,0.76792175,0.30605626,0.5516465,0.15861534,0.4784297,0.63451076,0.5412966,0.5842765,0.7940343,0.6478615,0.8453807,0.8520729,0.24311817,0.48998687,0.39785558,0.97984695,0.5316275,0.102300465
0.59213585,-0.09567516,1.3879321,0.9781037,1.134786,0.74046695,-0.103258625,0.89937407,-0.083026,0.98705125,0.8612108,0.85284084,1.1058147,1.1822244,1.0106367,0.92305225,1.2934632,0.105333954,0.7053346,0.28805706,1.5167366,0.92873484,0.19282605
0.46856582,0.062804736,0.7677338,0.5654248,0.6728261,0.6657638,-0.35979074,0.73538756,0.3549009,0.48917547,0.4256105,0.6858176,0.73752505,0.9666638,0.799294,0.5619386,1.0299067,0.21834847,0.6600573,0.5490508,0.9540342,0.94646937,0.14690965
0.4293296,-0.008819616,0.9135348,0.84052986,0.67305946,0.8554766,0.03129705,0.6333524,0.2558744,0.5526727,0.5503131,0.6122683,0.6582644,0.92139745,0.8057258,0.82154727,0.9862148,0.33148676,0.58174,0.5406084,1.0439985,0.6027957,0.14443405
1.0556918,0.08058875,1.0200036,1.4268045,0.75519514,2.1623974,1.0135231,0.9350449,0.69469386,0.62711436,0.94597644,1.0122212,0.8584873,1.5143028,1.2278775,1.8158594,1.9091394,0.39370063,0.9454731,1.0493114,1.8001654,0.751185,0.39825353
0.44430798,0.022028305,1.1183203,0.59218293,1.005557,0.47219628,-0.45122528,0.8085617,-0.03382065,0.8169148,0.7449235,0.7379751,0.92477846,0.91054857,0.87704754,0.5328266,1.0271552,0.12170821,0.6966864,0.34442264,1.0344472,0.9505101,0.1902785
0.8275551,-0.014755174,0.9548527,1.2216572,0.76899827,1.7243897,1.3609536,0.8322553,0.39742854,0.6027701,1.0731553,0.8816065,0.8543135,1.2435803,0.84084016,1.8107636,1.5394547,0.17840955,0.60890716,0.6469018,1.6916857,0.59157777,0.26980725
0.35645506,-0.010421057,0.86274165,0.71475196,0.65698886,0.67891264,-0.10775265,0.597428,0.20914236,0.5147483,0.5028921,0.5767847,0.6491817,0.8867035,0.760115,0.6905591,0.89871734,0.25617218,0.595527,0.5042896,0.9538599,0.6574627,0.12936987
0.52577245,-0.03550863,0.7668197,0.8982505,0.6391399,1.1420782,0.8502602,0.6331545,0.22050643,0.54597366,0.8545042,0.65944916,0.68688273,0.9344131,0.7089471,1.2716264,1.1102026,0.1717298,0.5197216,0.46649444,1.2333113,0.52559555,0.17533289
0.39924324,-0.09373077,1.0715384,0.7460245,0.9247563,0.5875923,-0.09290798,0.71272343,-0.007546775,0.7531684,0.774478,0.64566994,0.8622145,0.96869105,0.816985,0.79306465,0.97334784,0.15548477,0.6100278,0.30478,1.1640668,0.74970454,0.12279746
0.36173174,-0.04101768,0.9355005,0.76712763,0.70611024,0.6586757,-0.067148045,0.59620047,0.13692167,0.57724375,0.5431586,0.57845914,0.67426515,0.87311435,0.7620234,0.71482515,0.89239484,0.2642707,0.5612795,0.43977648,1.0032936,0.61165357,0.1142859
0.6433224,-0.042557314,0.92025733,1.1004174,0.8198992,1.4545612,1.3811188,0.73936844,0.27314112,0.6571682,1.1940863,0.7599224,0.74293953,1.1435809,0.75009376,1.6224735,1.3217899,0.211418,0.5560348,0.47258466,1.536401,0.5459093,0.22345413
0.3343692,-0.05932884,1.0138971,0.69603276,0.8421978,0.5534062,-0.19552086,0.65839624,-0.01639089,0.71072,0.6546787,0.59260285,0.77330023,0.8534365,0.7971796,0.6557542,0.8998472,0.16259545,0.59730643,0.33074963,0.9942062,0.6814327,0.13278219
0.62381285,-0.05603163,1.1702459,1.1492724,0.8838602,1.2836728,0.06659963,0.79687965,0.30665287,0.73852414,0.6958832,0.78038734,0.8885361,1.3369018,1.1182672,1.1640295,1.3520628,0.34714139,0.8325137,0.7362074,1.4244628,0.7790027,0.21728359
0.304052,-0.013005632,0.79291534,0.665432,0.60400826,0.60004693,0.0056759324,0.5525883,0.16260263,0.47077623,0.52191967,0.5144845,0.5853111,0.75784045,0.6498018,0.6628948,0.7878018,0.255273,0.51072747,0.39652795,0.8739505,0.57829905,0.09039989
0.3857619,-0.022511367,0.9295919,0.78230894,0.7199924,0.6880203,0.030246312,0.63042986,0.13760218,0.5659209,0.59280014,0.5988567,0.69507784,0.8923344,0.7395468,0.7856465,0.9220872,0.27147776,0.55557954,0.4031903,1.0472094,0.6348655,0.10102795
0.38291496,-0.0017997939,0.85506594,0.7350597,0.64434415,0.7351395,-0.079948016,0.6080236,0.24744311,0.5100048,0.4998966,0.5906405,0.64820576,0.912903,0.7812239,0.7202196,0.93837136,0.273387,0.6132881,0.53819203,0.9740091,0.66425997,0.14759342
0.31863883,-0.052969992,0.93198967,0.70736265,0.76103646,0.58165,-0.07012721,0.6069582,0.06473974,0.5857123,0.623667,0.55443615,0.6764958,0.81712604,0.71714354,0.7048242,0.8409877,0.24201065,0.55368924,0.3564688,0.9680418,0.6130748,0.10714713
0.28326595,-0.0003645569,0.777893,0.6314219,0.59073824,0.5521006,-0.08180163,0.5427613,0.17245615,0.4511226,0.476418,0.5066938,0.5790901,0.7445361,0.6413337,0.60505086,0.7662971,0.2540778,0.5140979,0.41224575,0.83237916,0.5876633,0.09204003
0.39661634,0.00019278098,0.90391445,0.7866471,0.694399,0.7159425,0.06964994,0.623525,0.13727689,0.5461979,0.59593856,0.6244347,0.6845672,0.8815156,0.71593094,0.78393877,0.91417867,0.2667503,0.55284005,0.41719043,1.0689465,0.6180953,0.10430181
0.6959508,0.031071085,0.84604824,0.82634634,0.7518664,1.1328524,-0.21690767,0.8346359,0.52172315,0.56095666,0.53565747,0.81227666,0.87559617,1.288552,1.0466219,0.8911969,1.400017,0.3136783,0.8435434,0.77713317,1.2144586,1.0494858,0.25830716
0.31723127,-0.08407278,0.9367402,0.6875956,0.7886728,0.5663344,-0.10835178,0.6214762,0.0007356256,0.6599561,0.6210375,0.553624,0.72538215,0.8296168,0.73974824,0.67436606,0.84799075,0.15844925,0.5582278,0.30964196,0.98011523,0.63507664,0.11664428
0.50156355,-0.032871284,1.0258044,0.91678095,0.7937534,0.98965675,-0.085616924,0.70756614,0.27927414,0.6357242,0.6036619,0.7065157,0.8033656,1.1680291,0.9883761,0.9209625,1.1718179,0.2938549,0.74975246,0.6691709,1.2242101,0.7773364,0.20116444
0.5398902,-0.039801244,1.2147038,0.6968912,1.0779387,0.46995908,-0.46742094,0.8652012,-0.03761959,0.92099833,0.7618223,0.79818535,1.0380992,1.0009189,0.94969845,0.5998797,1.1489553,0.06883795,0.74237937,0.32997984,1.2229916,1.0432177,0.21281101
0.28891987,-0.037428893,0.8570312,0.63700104,0.6822462,0.5015372,-0.10659526,0.559176,0.0546244,0.55895996,0.5403025,0.51355433,0.640156,0.7362864,0.6659929,0.6023266,0.77105284,0.20085254,0.5075793,0.33130348,0.8756467,0.5855135,0.10057472
0.6235133,0.057543885,0.79209286,0.53299284,0.730359,0.6815266,-0.48420882,0.84683365,0.44765902,0.56270045,0.44597173,0.8288045,0.88941526,1.065408,0.87784624,0.5728921,1.203562,0.14297694,0.7144249,0.5541472,1.0702064,1.195452,0.16136163
0.5951398,0.018871648,0.81412107,0.9519972,0.6193383,1.2074524,0.48265457,0.66067535,0.37704164,0.51828927,0.6680519,0.66589177,0.6554684,1.0251702,0.8452278,1.1276762,1.1532402,0.3126861,0.60889876,0.6227939,1.1925417,0.5910638,0.20117363
0.7801106,-0.020464383,1.2309008,1.2310834,0.9341608,1.3861412,0.0006840192,0.8674565,0.44513467,0.7871558,0.6850296,0.85148746,0.95616794,1.4268863,1.2484581,1.2216396,1.5392724,0.4047206,0.9100782,0.86275005,1.5184542,0.8638823,0.2920947
0.76293534,-0.034962386,0.94736165,1.2313732,0.84624267,1.6954768,1.648531,0.8227613,0.36597684,0.64960146,1.3105648,0.8343785,0.8302554,1.2219303,0.7996757,1.9024407,1.4915938,0.2587781,0.5823045,0.5510793,1.7145376,0.5854013,0.24703258
0.31028262,-0.024010416,0.8079192,0.6919718,0.62350994,0.6499769,0.13321105,0.5405559,0.13795924,0.4931628,0.5998416,0.51861393,0.58440137,0.7712181,0.64796185,0.7365007,0.81083864,0.25409082,0.49420568,0.3784005,0.90346724,0.5424434,0.10146028
0.6328876,-0.037041042,1.2816174,1.0747381,1.0186256,1.0387443,-0.014627274,0.8846722,0.1965527,0.8012489,0.8065361,0.8321922,0.9761338,1.3400258,1.0707445,1.0893995,1.3569504,0.32746068,0.8031691,0.55753577,1.495013,0.9050333,0.1747823
0.25842625,-0.028225195,0.85956496,0.5955601,0.72448605,0.42859787,-0.16330324,0.5847129,-0.025529757,0.5836134,0.5733197,0.5326121,0.68856514,0.7023645,0.6432022,0.56825805,0.757669,0.14621265,0.5149426,0.2740949,0.86610436,0.62661093,0.10954994
0.2987891,-0.07511885,0.93172413,0.5950499,0.81906855,0.4773814,-0.124401316,0.6301771,-0.05328718,0.6900287,0.6605897,0.5437772,0.7488422,0.7227884,0.71748394,0.63505554,0.8351338,0.09830318,0.5474521,0.2662029,0.94287544,0.6598367,0.14121567
0.8626742,0.081903465,1.133035,1.2221096,0.8891033,1.5453857,-0.029838793,0.9597904,0.6464631,0.74297374,0.67444724,0.8874585,0.94765806,1.5047837,1.301068,1.23649,1.6718785,0.53162694,0.98208606,0.9931231,1.492981,0.91368085,0.33013326
0.842521,0.029515725,0.9414501,1.2971579,0.81058943,1.819785,1.7405335,0.8724863,0.43715072,0.61727834,1.2722524,0.8865827,0.77289,1.2712541,0.79835844,1.8903484,1.5198777,0.24933708,0.59252185,0.5696443,1.7707593,0.5800514,0.23499072
0.37684068,-0.02119137,0.70782614,0.73291713,0.5565472,0.8258817,0.38487434,0.5417077,0.18211505,0.4598767,0.6071051,0.5338472,0.5686218,0.7815586,0.6489473,0.8977078,0.8771864,0.23769113,0.46181932,0.43350995,0.9679369,0.49234,0.1220206
0.4544923,-0.07700681,1.1541969,0.83380485,0.96868587,0.6262418,-0.12586257,0.79117674,0.0019218996,0.7760687,0.7620168,0.7127705,0.9199606,1.039088,0.86627996,0.81578,1.056215,0.18400162,0.6407147,0.31659213,1.2629753,0.81344134,0.1287366
1.3998871,0.24514729,1.0846983,1.3067445,1.038717,2.225771,-0.33368874,1.4257859,1.2628517,0.8545344,0.6764751,1.4130806,1.4255223,2.2222576,1.811441,1.4484622,2.6124182,0.6198081,1.4618561,1.5253754,1.9872986,1.7344334,0.5841169
0.6731771,0.016679147,0.93674266,1.0227276,0.72670144,1.275983,0.038940527,0.7593162,0.48222575,0.5921027,0.58069545,0.74841374,0.7926202,1.2454127,1.0656,1.0435402,1.3644663,0.3925668,0.82559335,0.8097962,1.2566633,0.78775734,0.27298433
0.43105102,-0.039613605,1.0398054,0.8067232,0.824422,0.61195284,-0.14745893,0.68545055,0.039402246,0.6713039,0.6135656,0.6783429,0.82483035,0.958415,0.79967535,0.72602475,0.98017913,0.2055152,0.60212564,0.3593464,1.122375,0.74323684,0.12615699
0.68498653,0.06615509,0.90826446,1.0024778,0.70126224,1.2911953,0.019701026,0.7757752,0.5768691,0.5711898,0.54908186,0.7441799,0.7701671,1.221619,1.0828291,1.0174631,1.3805681,0.47127542,0.8084824,0.8706826,1.218159,0.763554,0.31389827
0.4105654,0.029923618,0.6920885,0.55449826,0.58993244,0.6404739,-0.24863757,0.64768344,0.3413635,0.43513474,0.4204255,0.6129305,0.65598905,0.87355816,0.7213124,0.574406,0.93221617,0.23143888,0.59358954,0.50729233,0.8622231,0.8301044,0.13722678
0.6141939,0.03470868,0.80041754,0.83765453,0.66203177,1.090185,-0.090576515,0.735411,0.4860496,0.5063549,0.5024685,0.6941054,0.74216306,1.1193099,0.954414,0.87272656,1.2220765,0.36256754,0.73433924,0.72557914,1.0780932,0.81831205,0.24593562
0.8360367,-0.0022809235,0.9622817,1.2884814,0.84759253,1.7822069,1.8009455,0.8787072,0.41051528,0.65520257,1.3703036,0.91759986,0.84348255,1.3132428,0.7919583,1.9676437,1.5656806,0.23206049,0.6100017,0.52216864,1.8271514,0.6439488,0.23672834
0.4292326,0.052498154,0.75858366,0.5012224,0.6713909,0.4945717,-0.3484438,0.710425,0.2353718,0.4825089,0.44025344,0.64345473,0.7203299,0.83418435,0.69857204,0.47376177,0.8947531,0.18113235,0.57161903,0.39206344,0.8796877,0.8909308,0.09956856
0.33170375,0.0065256385,0.7699244,0.6654565,0.58335954,0.6348517,-0.05817029,0.56990004,0.2289443,0.44308087,0.46699274,0.53049237,0.58675826,0.7762539,0.66867316,0.6483946,0.8232468,0.28856158,0.53198767,0.46003783,0.85765195,0.6001293,0.11277865
0.4593717,0.0084326165,0.86016506,0.8037091,0.6744437,0.87408864,-0.1301998,0.6755976,0.33187976,0.5302428,0.5000146,0.6493213,0.69905025,0.996746,0.8716926,0.77810776,1.0676651,0.3329986,0.6561648,0.63511944,1.0456488,0.7324468,0.18365866
0.32197353,-0.009115354,0.7731059,0.65633017,0.59048754,0.63331246,-0.05775976,0.5595915,0.20869067,0.45023167,0.4905762,0.5248805,0.588907,0.7905071,0.68030703,0.66177815,0.82639647,0.27022615,0.5346235,0.45367444,0.85851216,0.6068077,0.11421193
0.28786764,-0.029613197,0.83721876,0.6787762,0.6459936,0.57337594,-0.101661876,0.56427735,0.13824673,0.50093704,0.5034644,0.53171873,0.61752254,0.786974,0.68477464,0.63535464,0.80818015,0.25590724,0.5253367,0.4085132,0.8982837,0.5990906,0.09005736
0.3767927,-0.026401535,0.8803105,0.5742471,0.76950276,0.4947384,-0.37224722,0.6819031,0.12955189,0.5918918,0.5213117,0.6317251,0.7524261,0.8716966,0.7888984,0.5427908,0.9223089,0.16017592,0.6177049,0.40185648,0.93025637,0.85272604,0.11829546
0.5632501,-0.14725596,1.0550958,1.0183903,0.9892764,1.3425715,1.1410965,0.8328733,0.023150276,0.8699079,1.2666987,0.78257966,0.8958974,1.1367888,0.77958035,1.5386593,1.3321657,0.05904749,0.6161244,0.35746044,1.5767639,0.66959065,0.23742618
0.31324828,0.0012744898,0.8286357,0.70609874,0.6233274,0.6405167,2.796948e-05,0.5519773,0.15582463,0.48113203,0.52237445,0.5194714,0.5963042,0.76740277,0.67176485,0.6762295,0.81846476,0.2898745,0.52767086,0.4278369,0.8914235,0.56409466,0.101183325
0.37674248,0.047576316,0.66522396,0.43403292,0.5932732,0.4513014,-0.3330527,0.65699846,0.28367528,0.42735547,0.4145063,0.6050019,0.6527378,0.75669295,0.6270974,0.4456615,0.8146743,0.17825004,0.5268988,0.39504045,0.7873198,0.8467316,0.08648716
0.60915583,-0.023582142,0.8331181,1.0335023,0.7077335,1.3763366,1.2588276,0.6750268,0.2928696,0.5626572,1.0748991,0.72631633,0.6904519,1.0619593,0.70505565,1.5318736,1.2405034,0.23808911,0.51284134,0.46750516,1.4250715,0.5241051,0.18822686
0.6231307,-0.032823164,1.077855,0.958535,0.8753198,0.9724094,0.037465014,0.80579215,0.3270798,0.6972043,0.7109467,0.84913915,0.92418015,1.2807335,0.9850282,1.0054933,1.267819,0.26788765,0.7751158,0.5681421,1.3998001,0.907526,0.1813056
0.3821833,-0.014515501,0.76777315,0.74628514,0.5834073,0.8281653,0.31090194,0.5592698,0.1787293,0.45102143,0.6086576,0.5437207,0.5716796,0.79448426,0.64918625,0.8587427,0.8656368,0.24998456,0.4954972,0.41808414,0.97662836,0.52081895,0.11001983
1.166666,0.14685524,1.0881364,1.2591287,0.96714026,1.9713126,-0.22062887,1.2084358,0.996356,0.774238,0.66888124,1.1733161,1.2231374,1.9379258,1.6129822,1.3654553,2.2283673,0.56937826,1.282228,1.3231175,1.7722417,1.4187231,0.49033335
0.26993784,-0.050356906,0.8566828,0.61598164,0.7172035,0.54224986,0.05461643,0.5686075,-0.02524966,0.5982106,0.67037123,0.5208968,0.65513754,0.72104883,0.64551795,0.68526715,0.7857833,0.15118238,0.50901973,0.28206497,0.9187153,0.56792986,0.12350607
0.59920865,-0.06378734,1.462699,0.9106674,1.2726635,0.6440495,-0.49633074,0.9220157,-0.12616926,1.0774051,0.90451026,0.88334405,1.1706215,1.2520783,1.14489,0.74458456,1.2634513,0.10657885,0.8527031,0.372662,1.4222171,1.0412769,0.23129825
0.54404396,0.022786058,0.92834705,0.847423,0.7500626,0.9594991,-0.20382115,0.7584507,0.39132077,0.59230554,0.52497804,0.7330092,0.78920805,1.1340152,0.9726713,0.81495565,1.203507,0.3300175,0.7569885,0.7162566,1.1586508,0.86407655,0.21918792
0.8638157,-0.026292384,1.0725418,1.2469052,0.9050603,1.5788821,1.2166656,0.9127812,0.35876492,0.7214831,1.1450539,0.94123036,0.9522789,1.375459,0.9121304,1.7586659,1.5526284,0.20584801,0.65154487,0.5844416,1.7978128,0.724836,0.22969444
0.37160057,-0.08105099,1.1189489,0.76873606,0.96251327,0.5809996,-0.23362581,0.71290153,-0.14418784,0.820027,0.7398925,0.67407066,0.9006733,0.9449416,0.8688796,0.6920732,0.9643772,0.10339572,0.6474164,0.29067034,1.1253994,0.75513506,0.17301926
0.33131525,-0.07581109,0.98959017,0.704567,0.8268176,0.55943334,-0.114168525,0.6174253,0.017922983,0.6531234,0.68668145,0.5987648,0.75170803,0.8860932,0.7439637,0.7075641,0.8711838,0.2207211,0.5447347,0.33391482,1.003141,0.66240734,0.1038446
0.48373014,-0.047382127,1.0392206,0.910687,0.8062728,0.8610991,0.23710796,0.7227579,0.12716,0.6332198,0.73131436,0.70830435,0.8012428,1.0337231,0.8033643,0.979723,1.0910211,0.25738996,0.5900417,0.3991149,1.270107,0.69476134,0.12191729
0.4232784,-0.02386798,1.0174673,0.79289997,0.79571563,0.73822004,-0.2261739,0.6851188,0.19138405,0.6342283,0.56290436,0.67183936,0.77354217,1.0414845,0.90390223,0.74382,1.0440183,0.2444748,0.6945966,0.558607,1.1105415,0.7813113,0.15860154
0.28358385,-0.0060032187,0.79459876,0.6458553,0.5974991,0.555969,-0.058046,0.54066825,0.16351575,0.46362367,0.48438436,0.5040576,0.583951,0.7365222,0.6407909,0.62281024,0.7685925,0.2637089,0.5042676,0.40073937,0.84193426,0.5731312,0.0877956
0.4206455,0.02333885,0.70656437,0.6569584,0.5789747,0.75944555,-0.12122168,0.62307173,0.34563518,0.4346425,0.44102287,0.593897,0.6300569,0.8934468,0.75527585,0.6669207,0.9679044,0.28727525,0.6076148,0.56677586,0.8962685,0.7330469,0.16487005
0.5648374,0.099211864,0.7177071,0.5100179,0.6730791,0.73237395,-0.4488122,0.81860465,0.47954133,0.48918632,0.40902975,0.7760596,0.81231695,1.0427488,0.8421256,0.55724967,1.1693667,0.20802368,0.7111579,0.6022699,0.9929613,1.1305345,0.17351122
0.31284043,-0.024526298,0.7451093,0.6841624,0.5776723,0.69879615,0.15591809,0.51913667,0.08433703,0.41974282,0.5661402,0.5247754,0.5825109,0.7377378,0.58356243,0.7535171,0.79560226,0.19146454,0.4932801,0.37990147,0.91625607,0.5261127,0.10667105
0.3973835,-0.03761984,0.95994574,0.7397165,0.75331587,0.58659655,-0.14950061,0.64831454,0.11846782,0.61105084,0.5650604,0.612471,0.7187312,0.8834708,0.7679783,0.67180705,0.9030879,0.24438283,0.5757336,0.41310126,1.0331264,0.69903666,0.12269017
0.35526156,-0.07461886,1.1015011,0.61387104,1.0488358,0.42436892,-0.12321852,0.74104595,-0.14679149,0.9046138,0.9170464,0.6711019,0.9852724,0.8880808,0.79742664,0.72723806,0.96111697,0.075245544,0.63935786,0.1878787,1.0860142,0.79889184,0.12713963
0.701843,0.015311574,1.3160398,0.9383955,1.1405113,0.6791864,-0.35980535,1.0423751,-0.0128599405,0.9013096,0.7807636,0.9898089,1.2195038,1.262426,1.0145279,0.80980957,1.3594223,0.13072686,0.77149636,0.30560857,1.5174608,1.1940019,0.18517487
