size_D,har,nlan,t01,t03,t06,t07,t08,t09,t10,t11,t12,t14,t15,Generated_Var_4,effort_D
0.28326595,0.6314219,0.5521006,0.5427613,0.17245615,0.476418,0.5066938,0.5790901,0.7445361,0.6413337,0.60505086,0.7662971,0.5140979,0.41224575,0.83237916,0.09204003
0.39661634,0.7866471,0.7159425,0.623525,0.13727689,0.59593856,0.6244347,0.6845672,0.8815156,0.71593094,0.78393877,0.91417867,0.55284005,0.41719043,1.0689465,0.10430181
0.6959508,0.82634634,1.1328524,0.8346359,0.52172315,0.53565747,0.81227666,0.87559617,1.288552,1.0466219,0.8911969,1.400017,0.8435434,0.77713317,1.2144586,0.25830716
0.31723127,0.6875956,0.5663344,0.6214762,0.0007356256,0.6210375,0.553624,0.72538215,0.8296168,0.73974824,0.67436606,0.84799075,0.5582278,0.30964196,0.98011523,0.11664428
0.50156355,0.91678095,0.98965675,0.70756614,0.27927414,0.6036619,0.7065157,0.8033656,1.1680291,0.9883761,0.9209625,1.1718179,0.74975246,0.6691709,1.2242101,0.20116444
0.5398902,0.6968912,0.46995908,0.8652012,-0.03761959,0.7618223,0.79818535,1.0380992,1.0009189,0.94969845,0.5998797,1.1489553,0.74237937,0.32997984,1.2229916,0.21281101
0.28891987,0.63700104,0.5015372,0.559176,0.0546244,0.5403025,0.51355433,0.640156,0.7362864,0.6659929,0.6023266,0.77105284,0.5075793,0.33130348,0.8756467,0.10057472
0.6235133,0.53299284,0.6815266,0.84683365,0.44765902,0.44597173,0.8288045,0.88941526,1.065408,0.87784624,0.5728921,1.203562,0.7144249,0.5541472,1.0702064,0.16136163
0.5951398,0.9519972,1.2074524,0.66067535,0.37704164,0.6680519,0.66589177,0.6554684,1.0251702,0.8452278,1.1276762,1.1532402,0.60889876,0.6227939,1.1925417,0.20117363
0.7801106,1.2310834,1.3861412,0.8674565,0.44513467,0.6850296,0.85148746,0.95616794,1.4268863,1.2484581,1.2216396,1.5392724,0.9100782,0.86275005,1.5184542,0.2920947
0.76293534,1.2313732,1.6954768,0.8227613,0.36597684,1.3105648,0.8343785,0.8302554,1.2219303,0.7996757,1.9024407,1.4915938,0.5823045,0.5510793,1.7145376,0.24703258
0.31028262,0.6919718,0.6499769,0.5405559,0.13795924,0.5998416,0.51861393,0.58440137,0.7712181,0.64796185,0.7365007,0.81083864,0.49420568,0.3784005,0.90346724,0.10146028
0.6328876,1.0747381,1.0387443,0.8846722,0.1965527,0.8065361,0.8321922,0.9761338,1.3400258,1.0707445,1.0893995,1.3569504,0.8031691,0.55753577,1.495013,0.1747823
0.25842625,0.5955601,0.42859787,0.5847129,-0.025529757,0.5733197,0.5326121,0.68856514,0.7023645,0.6432022,0.56825805,0.757669,0.5149426,0.2740949,0.86610436,0.10954994
0.2987891,0.5950499,0.4773814,0.6301771,-0.05328718,0.6605897,0.5437772,0.7488422,0.7227884,0.71748394,0.63505554,0.8351338,0.5474521,0.2662029,0.94287544,0.14121567
0.8626742,1.2221096,1.5453857,0.9597904,0.6464631,0.67444724,0.8874585,0.94765806,1.5047837,1.301068,1.23649,1.6718785,0.98208606,0.9931231,1.492981,0.33013326
0.842521,1.2971579,1.819785,0.8724863,0.43715072,1.2722524,0.8865827,0.77289,1.2712541,0.79835844,1.8903484,1.5198777,0.59252185,0.5696443,1.7707593,0.23499072
0.37684068,0.73291713,0.8258817,0.5417077,0.18211505,0.6071051,0.5338472,0.5686218,0.7815586,0.6489473,0.8977078,0.8771864,0.46181932,0.43350995,0.9679369,0.1220206
0.4544923,0.83380485,0.6262418,0.79117674,0.0019218996,0.7620168,0.7127705,0.9199606,1.039088,0.86627996,0.81578,1.056215,0.6407147,0.31659213,1.2629753,0.1287366
1.3998871,1.3067445,2.225771,1.4257859,1.2628517,0.6764751,1.4130806,1.4255223,2.2222576,1.811441,1.4484622,2.6124182,1.4618561,1.5253754,1.9872986,0.5841169
0.6731771,1.0227276,1.275983,0.7593162,0.48222575,0.58069545,0.74841374,0.7926202,1.2454127,1.0656,1.0435402,1.3644663,0.82559335,0.8097962,1.2566633,0.27298433
0.43105102,0.8067232,0.61195284,0.68545055,0.039402246,0.6135656,0.6783429,0.82483035,0.958415,0.79967535,0.72602475,0.98017913,0.60212564,0.3593464,1.122375,0.12615699
0.68498653,1.0024778,1.2911953,0.7757752,0.5768691,0.54908186,0.7441799,0.7701671,1.221619,1.0828291,1.0174631,1.3805681,0.8084824,0.8706826,1.218159,0.31389827
0.4105654,0.55449826,0.6404739,0.64768344,0.3413635,0.4204255,0.6129305,0.65598905,0.87355816,0.7213124,0.574406,0.93221617,0.59358954,0.50729233,0.8622231,0.13722678
0.6141939,0.83765453,1.090185,0.735411,0.4860496,0.5024685,0.6941054,0.74216306,1.1193099,0.954414,0.87272656,1.2220765,0.73433924,0.72557914,1.0780932,0.24593562
0.8360367,1.2884814,1.7822069,0.8787072,0.41051528,1.3703036,0.91759986,0.84348255,1.3132428,0.7919583,1.9676437,1.5656806,0.6100017,0.52216864,1.8271514,0.23672834
0.4292326,0.5012224,0.4945717,0.710425,0.2353718,0.44025344,0.64345473,0.7203299,0.83418435,0.69857204,0.47376177,0.8947531,0.57161903,0.39206344,0.8796877,0.09956856
0.33170375,0.6654565,0.6348517,0.56990004,0.2289443,0.46699274,0.53049237,0.58675826,0.7762539,0.66867316,0.6483946,0.8232468,0.53198767,0.46003783,0.85765195,0.11277865
0.4593717,0.8037091,0.87408864,0.6755976,0.33187976,0.5000146,0.6493213,0.69905025,0.996746,0.8716926,0.77810776,1.0676651,0.6561648,0.63511944,1.0456488,0.18365866
0.32197353,0.65633017,0.63331246,0.5595915,0.20869067,0.4905762,0.5248805,0.588907,0.7905071,0.68030703,0.66177815,0.82639647,0.5346235,0.45367444,0.85851216,0.11421193
0.28786764,0.6787762,0.57337594,0.56427735,0.13824673,0.5034644,0.53171873,0.61752254,0.786974,0.68477464,0.63535464,0.80818015,0.5253367,0.4085132,0.8982837,0.09005736
0.3767927,0.5742471,0.4947384,0.6819031,0.12955189,0.5213117,0.6317251,0.7524261,0.8716966,0.7888984,0.5427908,0.9223089,0.6177049,0.40185648,0.93025637,0.11829546
0.5632501,1.0183903,1.3425715,0.8328733,0.023150276,1.2666987,0.78257966,0.8958974,1.1367888,0.77958035,1.5386593,1.3321657,0.6161244,0.35746044,1.5767639,0.23742618
0.31324828,0.70609874,0.6405167,0.5519773,0.15582463,0.52237445,0.5194714,0.5963042,0.76740277,0.67176485,0.6762295,0.81846476,0.52767086,0.4278369,0.8914235,0.101183325
0.37674248,0.43403292,0.4513014,0.65699846,0.28367528,0.4145063,0.6050019,0.6527378,0.75669295,0.6270974,0.4456615,0.8146743,0.5268988,0.39504045,0.7873198,0.08648716
0.60915583,1.0335023,1.3763366,0.6750268,0.2928696,1.0748991,0.72631633,0.6904519,1.0619593,0.70505565,1.5318736,1.2405034,0.51284134,0.46750516,1.4250715,0.18822686
0.6231307,0.958535,0.9724094,0.80579215,0.3270798,0.7109467,0.84913915,0.92418015,1.2807335,0.9850282,1.0054933,1.267819,0.7751158,0.5681421,1.3998001,0.1813056
0.3821833,0.74628514,0.8281653,0.5592698,0.1787293,0.6086576,0.5437207,0.5716796,0.79448426,0.64918625,0.8587427,0.8656368,0.4954972,0.41808414,0.97662836,0.11001983
1.166666,1.2591287,1.9713126,1.2084358,0.996356,0.66888124,1.1733161,1.2231374,1.9379258,1.6129822,1.3654553,2.2283673,1.282228,1.3231175,1.7722417,0.49033335
0.26993784,0.61598164,0.54224986,0.5686075,-0.02524966,0.67037123,0.5208968,0.65513754,0.72104883,0.64551795,0.68526715,0.7857833,0.50901973,0.28206497,0.9187153,0.12350607
0.59920865,0.9106674,0.6440495,0.9220157,-0.12616926,0.90451026,0.88334405,1.1706215,1.2520783,1.14489,0.74458456,1.2634513,0.8527031,0.372662,1.4222171,0.23129825
0.54404396,0.847423,0.9594991,0.7584507,0.39132077,0.52497804,0.7330092,0.78920805,1.1340152,0.9726713,0.81495565,1.203507,0.7569885,0.7162566,1.1586508,0.21918792
0.8638157,1.2469052,1.5788821,0.9127812,0.35876492,1.1450539,0.94123036,0.9522789,1.375459,0.9121304,1.7586659,1.5526284,0.65154487,0.5844416,1.7978128,0.22969444
0.37160057,0.76873606,0.5809996,0.71290153,-0.14418784,0.7398925,0.67407066,0.9006733,0.9449416,0.8688796,0.6920732,0.9643772,0.6474164,0.29067034,1.1253994,0.17301926
0.33131525,0.704567,0.55943334,0.6174253,0.017922983,0.68668145,0.5987648,0.75170803,0.8860932,0.7439637,0.7075641,0.8711838,0.5447347,0.33391482,1.003141,0.1038446
0.48373014,0.910687,0.8610991,0.7227579,0.12716,0.73131436,0.70830435,0.8012428,1.0337231,0.8033643,0.979723,1.0910211,0.5900417,0.3991149,1.270107,0.12191729
0.4232784,0.79289997,0.73822004,0.6851188,0.19138405,0.56290436,0.67183936,0.77354217,1.0414845,0.90390223,0.74382,1.0440183,0.6945966,0.558607,1.1105415,0.15860154
0.28358385,0.6458553,0.555969,0.54066825,0.16351575,0.48438436,0.5040576,0.583951,0.7365222,0.6407909,0.62281024,0.7685925,0.5042676,0.40073937,0.84193426,0.0877956
0.4206455,0.6569584,0.75944555,0.62307173,0.34563518,0.44102287,0.593897,0.6300569,0.8934468,0.75527585,0.6669207,0.9679044,0.6076148,0.56677586,0.8962685,0.16487005
0.5648374,0.5100179,0.73237395,0.81860465,0.47954133,0.40902975,0.7760596,0.81231695,1.0427488,0.8421256,0.55724967,1.1693667,0.7111579,0.6022699,0.9929613,0.17351122
0.31284043,0.6841624,0.69879615,0.51913667,0.08433703,0.5661402,0.5247754,0.5825109,0.7377378,0.58356243,0.7535171,0.79560226,0.4932801,0.37990147,0.91625607,0.10667105
0.3973835,0.7397165,0.58659655,0.64831454,0.11846782,0.5650604,0.612471,0.7187312,0.8834708,0.7679783,0.67180705,0.9030879,0.5757336,0.41310126,1.0331264,0.12269017
0.35526156,0.61387104,0.42436892,0.74104595,-0.14679149,0.9170464,0.6711019,0.9852724,0.8880808,0.79742664,0.72723806,0.96111697,0.63935786,0.1878787,1.0860142,0.12713963
0.701843,0.9383955,0.6791864,1.0423751,-0.0128599405,0.7807636,0.9898089,1.2195038,1.262426,1.0145279,0.80980957,1.3594223,0.77149636,0.30560857,1.5174608,0.18517487
0.44815052,0.8258139,0.85835665,0.6420173,0.21209276,0.62070787,0.6104963,0.6889138,0.983389,0.81685066,0.88825667,1.0017357,0.62174547,0.50820285,1.0666794,0.14970739
0.87437135,1.2253267,1.6480896,0.85024756,0.5289041,0.8155491,0.87804276,0.8413444,1.3421407,1.1070207,1.4898854,1.5578667,0.77512985,0.8455954,1.5611444,0.29943302
0.32880312,0.7230847,0.62088794,0.60572433,0.09352594,0.564115,0.55565125,0.68012553,0.8488766,0.7336568,0.70248276,0.86121327,0.56632066,0.38985884,0.9762372,0.10413602
0.46129772,0.8643698,0.8753322,0.6633584,0.14811668,0.7857552,0.68284774,0.7415597,1.0073547,0.7286033,1.0099727,1.0421902,0.5716752,0.3814224,1.252958,0.116854355
0.9311716,1.4977086,1.184336,1.2025093,0.1345428,1.0936795,1.1714815,1.456835,1.9084074,1.5165713,1.4120206,1.9091574,1.0854139,0.62198544,2.1036708,0.27306765
0.9599971,1.394429,2.073769,0.9124101,0.5488093,1.3074081,0.96157116,0.8175211,1.3466053,0.86080015,2.095646,1.6727507,0.6052821,0.691244,1.8917807,0.27894497
0.79161143,0.52082074,0.9623133,0.96838915,0.7182857,0.39179406,0.94212997,0.9452961,1.2193496,0.96217835,0.6129176,1.4534134,0.8321115,0.7479248,1.1049159,0.24262697
0.5615167,0.9678334,1.1276889,0.6850994,0.29322326,0.7204772,0.6944297,0.6993965,1.0703202,0.81814545,1.148607,1.1446236,0.61803037,0.55852246,1.271876,0.16077314
0.8884316,1.2986698,1.8839769,0.8706281,0.46539745,1.1670308,0.891363,0.79633623,1.27521,0.8581342,1.8759087,1.5566078,0.59681827,0.6518488,1.7403927,0.26456082
1.1799464,1.6167697,2.4823136,1.0813893,0.6597516,1.6762093,1.1420916,0.98320097,1.5971717,0.96657115,2.6117535,2.0183294,0.67583317,0.7531716,2.2663488,0.33882335
0.35849947,0.6420953,0.42894006,0.70119756,-0.06364111,0.68354166,0.61987686,0.8468815,0.7954732,0.77764106,0.62200063,0.908356,0.57012355,0.23791052,1.0397766,0.1405532
0.46772492,0.91873115,0.85869503,0.6946344,0.18164805,0.6199948,0.6987647,0.82196534,1.1206456,0.98846924,0.88633364,1.1323141,0.7123782,0.58495253,1.2259883,0.16289507
0.5063609,0.4134268,0.4600342,0.8206626,0.24745858,0.49417347,0.7445277,0.831744,0.9158876,0.78470814,0.405082,1.0341651,0.6638306,0.44322723,0.91945666,0.15853292
0.4495434,0.8919658,0.7886378,0.6860631,0.15002462,0.60842294,0.69197226,0.81281453,1.0873191,0.95739853,0.8280342,1.0970159,0.6877326,0.5521539,1.2006146,0.15319341
0.33978164,0.6986209,0.6824493,0.5658576,0.1970653,0.527537,0.5421809,0.60657364,0.8291627,0.6959642,0.71045595,0.84904796,0.55258876,0.44344276,0.9193654,0.11025727
0.5316108,0.4877454,0.6264107,0.78850865,0.40954307,0.4324376,0.7421223,0.7963871,0.9660566,0.7748907,0.53064656,1.0582448,0.6482426,0.502208,0.9480321,0.13843392
0.24550891,0.5136561,0.36192238,0.5654273,-0.014013693,0.5741888,0.49668792,0.66523427,0.6123284,0.6181786,0.52117044,0.7107554,0.49470583,0.25963932,0.76189214,0.106405795
0.39883307,0.7667408,0.86075556,0.56686974,0.24876237,0.5546534,0.56855977,0.5872476,0.8362648,0.709318,0.84795445,0.9175352,0.53981936,0.5092686,0.97440875,0.13454957
0.35515788,0.74379385,0.5979182,0.670066,0.045097515,0.6852634,0.61381626,0.78039974,0.93969065,0.8052301,0.6984533,0.92923445,0.605452,0.34268844,1.0386966,0.09713507
0.4229273,0.8643222,0.75626516,0.6401228,0.049814105,0.67100334,0.6447304,0.78665185,1.0099723,0.8395897,0.87885934,1.0361654,0.64993644,0.425107,1.1434779,0.13854448
0.39590773,0.642113,0.5296913,0.7904986,0.01793366,0.63019085,0.67637295,0.876144,0.95582455,0.89239055,0.55477214,1.0073905,0.71299726,0.41395938,1.0338418,0.17371735
0.43025294,0.8268332,0.7354953,0.68856823,0.14568208,0.66018254,0.68447995,0.7596874,1.0145724,0.76020944,0.85903573,1.0136311,0.63105714,0.3992653,1.1735805,0.09832059
0.43981117,0.88473195,0.804945,0.64726424,0.13636681,0.6267823,0.6408832,0.7768126,1.0252514,0.87311053,0.89140654,1.0496787,0.6107175,0.48797446,1.1573101,0.12940253
0.43350342,0.92820656,0.9188873,0.6693507,0.19611162,0.61478,0.66254836,0.7360176,1.0402781,0.88235486,0.84312683,1.0567565,0.7060536,0.5863009,1.1573064,0.16162664
0.76805794,1.1731436,1.4166152,0.85940886,0.28500378,1.0929176,0.8953574,0.8998194,1.280237,0.832206,1.5319152,1.4038228,0.64230186,0.49286872,1.7020322,0.21068835
0.36736742,0.743271,0.6220026,0.5861835,0.07119794,0.6905356,0.6081965,0.78981423,0.93729925,0.73194593,0.78673714,0.87452394,0.6205336,0.36015493,1.0402132,0.08789058
0.38646176,0.7472556,0.72031844,0.60494596,0.19707507,0.5353392,0.5752576,0.6520173,0.8825919,0.7558241,0.7475715,0.9111975,0.57223547,0.48226708,0.98511165,0.12228572
0.82384425,1.0628716,1.4607586,0.9716816,0.6371298,0.59595,0.88967013,0.97511023,1.4904027,1.253451,1.0653752,1.6659349,1.0081272,0.9726519,1.4242996,0.34571895
0.46913397,0.8359896,0.95904857,0.6517655,0.34654954,0.53068084,0.6462324,0.68882865,1.0425041,0.8800914,0.83757436,1.0893133,0.70255715,0.6606929,1.0777586,0.19990303
0.47125584,0.8173369,1.0621027,0.60480106,0.18907511,0.7517554,0.60784686,0.58310944,0.81001395,0.6134063,1.0846572,0.9688339,0.48200202,0.42433482,1.1032164,0.13427752
0.47162062,0.7550418,0.68477136,0.7486966,0.1965619,0.58040994,0.7214653,0.8157268,1.0604231,0.822588,0.7415181,1.0690619,0.66954064,0.43627787,1.1459955,0.11577572
0.38129646,0.750165,0.78170365,0.57197636,0.16279209,0.60382456,0.5517639,0.59819853,0.7970333,0.6559966,0.855984,0.88477176,0.478377,0.4088394,1.0029745,0.10512242
0.40990266,0.4477326,0.41734052,0.70036584,0.20076075,0.4931028,0.6674345,0.74902,0.8387525,0.70128465,0.46772397,0.8649636,0.5735841,0.35718215,0.87628883,0.08457221
0.3789118,0.42841718,0.3701507,0.6840506,0.13546568,0.4430364,0.59121484,0.7098547,0.7185835,0.6634843,0.39581278,0.8243723,0.5466039,0.32118154,0.80393064,0.10620277
0.41488475,0.7859337,0.64082634,0.71044534,0.107436836,0.59568924,0.65621537,0.78530586,0.9847738,0.81344646,0.7442093,0.9874548,0.6273123,0.41662866,1.1111033,0.11382608
0.8192825,1.3000587,1.7361137,0.87793326,0.3977074,1.1173459,0.92286915,0.8295867,1.2980464,0.8558925,1.7605604,1.5316279,0.63801783,0.5802555,1.7511044,0.20020735
0.6078684,1.0442767,1.0825028,0.80020094,0.23257232,0.7580206,0.77842087,0.8557032,1.2832487,0.96425235,1.119891,1.2641797,0.7996396,0.5636996,1.3875206,0.16992716
0.7292642,0.8820326,0.7633578,0.9901626,0.17524588,0.71860373,0.9279941,1.1068321,1.3602934,1.1244204,0.7900976,1.4012893,0.89289206,0.5426028,1.4379705,0.19815081
0.3085376,0.6808786,0.61187875,0.54339105,0.15567175,0.53215444,0.51032776,0.58767354,0.7496828,0.650055,0.68077815,0.7846924,0.501647,0.39378577,0.87695926,0.09347069
0.5219838,0.850241,0.9710645,0.7168633,0.3845213,0.509894,0.6917339,0.74582094,1.101335,0.95105267,0.8344359,1.16492,0.735378,0.70845735,1.1237489,0.21513347
0.50541985,0.9037859,0.7260335,0.78492415,0.12734756,0.674179,0.7752578,0.91552895,1.13349,0.89806914,0.8624771,1.148385,0.6687481,0.4128179,1.2986346,0.11285354
0.37139064,0.7093082,0.7814831,0.5631852,0.24909556,0.500418,0.53876203,0.571642,0.81752115,0.6975613,0.7552629,0.8865294,0.54462934,0.49861795,0.90924793,0.13150403
0.85103744,1.2665246,1.5667447,0.882664,0.58323807,0.7040405,0.8684069,0.8969377,1.4074323,1.2128834,1.3246342,1.612851,0.8959801,0.95633876,1.5263346,0.31778562
0.4391898,0.8394191,0.7603553,0.66731393,0.12805714,0.71549153,0.65803736,0.7632221,1.0123764,0.7720902,0.9123009,0.98970175,0.6058399,0.39133716,1.1747446,0.10998458
0.6237979,0.59298533,0.57443905,0.8830469,0.22363892,0.5591174,0.8544374,0.9764641,1.0873945,0.9195608,0.5657051,1.2005014,0.7203489,0.44180733,1.1410918,0.1527551
0.6195459,0.9315781,0.8721031,0.8372715,0.25224897,0.63666284,0.8217552,0.9746579,1.3059279,1.109642,0.86894447,1.3254007,0.846345,0.6340995,1.3580049,0.1978121
0.35221058,0.70840216,0.6417359,0.5793575,0.13217467,0.5824906,0.5503241,0.63044184,0.79545784,0.6754736,0.7298568,0.84281427,0.49488854,0.38249266,0.9687932,0.10170758
0.560641,0.85273004,1.0440062,0.6859643,0.46574402,0.48507062,0.65827274,0.6803513,1.0280235,0.90807927,0.85300624,1.1686459,0.69579065,0.73649395,1.044462,0.23880343
0.5314604,0.90677243,0.7786731,0.765036,0.10240664,0.74177307,0.71086425,0.9043909,1.1089793,0.9374684,0.93422115,1.1357331,0.63676405,0.4366545,1.3180182,0.1669557
0.39465222,0.8139525,0.7601711,0.61262834,0.19108474,0.5488067,0.6047261,0.67978656,0.9278955,0.808896,0.77566695,0.9560228,0.61358947,0.5144188,1.051678,0.13599223
0.29601687,0.6303697,0.45424795,0.62985146,-0.015255071,0.5914034,0.54713154,0.72616,0.74999464,0.704532,0.59023434,0.8065668,0.5470054,0.29698724,0.923862,0.11327255
0.37270692,0.7655825,0.75415885,0.58263916,0.1762667,0.60672146,0.57681376,0.64437383,0.8981516,0.7289236,0.81291723,0.9009944,0.5800152,0.43841875,0.99777997,0.11496617
0.33723044,0.6076981,0.443101,0.6597827,0.030815288,0.6160054,0.61503375,0.782379,0.8744297,0.77643645,0.55798817,0.87575006,0.61833984,0.34617645,0.94690096,0.11414242
0.737025,0.92382526,1.2188611,0.86491036,0.57205373,0.5317441,0.84133434,0.90024054,1.3316771,1.1306993,0.93650424,1.4690651,0.8840771,0.8624657,1.2833582,0.2888698
0.5939373,0.5792699,0.76165545,0.81112945,0.47683725,0.44129625,0.77491814,0.8044668,1.0635434,0.8690534,0.5985131,1.1905866,0.7178538,0.6096163,1.0216669,0.17643657
0.41284823,0.8189478,0.63385874,0.7050144,0.038158424,0.65256524,0.6746118,0.82898283,0.9422148,0.81090856,0.75444365,0.9986078,0.5915609,0.35134006,1.1441394,0.12339279
0.4443353,0.79097795,0.8555181,0.62220335,0.2925582,0.5246914,0.59224623,0.64239454,0.92772865,0.7861561,0.8035952,0.97169924,0.61447734,0.5597496,0.98155177,0.15201928
0.38714656,0.696909,0.73948383,0.59670347,0.28278667,0.46876508,0.56140536,0.5963431,0.8534246,0.7271758,0.68262076,0.9060524,0.58489823,0.52572995,0.9017742,0.14437369
0.6548503,0.32626656,0.62955177,0.9174709,0.53327477,0.3683445,0.85747105,0.9022342,1.0129908,0.796051,0.4258535,1.2071357,0.6959263,0.5389677,0.9384003,0.15368472
0.49431753,0.8322486,0.6406599,0.8663948,-0.059619732,0.9327653,0.7663159,1.0781682,1.1427469,1.0034646,0.91816956,1.1744143,0.7132435,0.30358112,1.3813311,0.17911358
0.47264466,0.8204111,0.5619119,0.775348,-0.089123316,0.76327217,0.700563,0.97384655,1.0149509,0.92280984,0.7516756,1.0634961,0.6566469,0.28325623,1.2379808,0.16477326
0.5553614,0.4872948,0.51920485,0.78179294,0.29973832,0.45728818,0.7396186,0.8274506,0.93029517,0.78745687,0.468421,1.0285006,0.6372781,0.43391144,0.95722556,0.123138174
0.31895304,0.7140271,0.682438,0.5646986,0.08394952,0.7301472,0.5643927,0.62328213,0.83502334,0.6782871,0.7978107,0.85521895,0.4963723,0.34899694,0.9859016,0.11325362
0.3461644,0.63790506,0.6107446,0.6253394,0.22139889,0.46979818,0.58925307,0.64213115,0.87143826,0.73411393,0.6048179,0.8766372,0.5886918,0.49412322,0.9184724,0.12358254
0.4535082,0.899603,0.9445925,0.6550965,0.20897561,0.6253312,0.6306092,0.7153199,1.004396,0.8530373,0.88952595,1.0324099,0.6528158,0.5484003,1.1083299,0.1539611
0.3880098,0.7647496,0.8475243,0.5703332,0.21484917,0.60058165,0.5803916,0.6210575,0.86402977,0.70427245,0.8866589,0.90709203,0.5173986,0.49513364,1.0080063,0.13685307
0.5237811,0.49713516,0.6352387,0.7630596,0.40613362,0.4084888,0.71896255,0.77080387,0.9310952,0.7543453,0.51982415,1.0438873,0.6379312,0.51046646,0.9298349,0.14664726
0.32129455,0.6879999,0.6333059,0.5381388,0.10896444,0.66645694,0.56538916,0.66113544,0.8750075,0.6738657,0.7697505,0.83172035,0.5449004,0.3659442,0.9762874,0.09279153
0.7075574,1.0383362,1.4418725,0.7202219,0.46029553,0.7635394,0.7382111,0.69220924,1.1130023,0.900674,1.3301461,1.3231887,0.64690644,0.70159864,1.3179637,0.24272726
0.32608297,0.5530228,0.51243734,0.61184096,0.2267138,0.43619952,0.56469965,0.62521106,0.78681,0.6701318,0.52903837,0.81320953,0.5417447,0.42608762,0.83935076,0.09277664
0.3018954,0.65108293,0.6925119,0.54152536,0.06465747,0.6151258,0.49912027,0.5576021,0.6885243,0.5852874,0.75782615,0.78335154,0.4538141,0.3249205,0.9104539,0.09496391
0.3839852,0.74924463,0.53669745,0.7084658,-0.127462,0.7255776,0.6455734,0.8968278,0.90933686,0.85630965,0.683225,0.9391535,0.62951416,0.2789085,1.1031868,0.16258767
0.69528794,0.77139074,1.0536284,0.92968285,0.48086444,0.58199567,0.8637819,0.9609625,1.3413309,1.0685128,0.83341104,1.4298731,0.8783243,0.7155723,1.268453,0.22857252
0.6977719,0.5095683,0.7100283,1.0186977,0.38459492,0.51228344,0.91654056,1.0401559,1.204109,1.0100553,0.54762185,1.3759353,0.8444482,0.5844655,1.1719753,0.18018126
0.40864277,0.8405417,0.82614404,0.6649001,0.21954262,0.56810224,0.6470573,0.7214932,1.007743,0.8773927,0.8043503,1.0313754,0.6751256,0.5867225,1.1025075,0.16659838
0.45585167,0.5413658,0.6090882,0.74916995,0.30049008,0.43627962,0.6818887,0.74360263,0.9241596,0.7760885,0.5178572,0.99771786,0.6334943,0.49808908,0.9437856,0.1303522
0.4540676,0.45431504,0.5100043,0.71909195,0.33812958,0.40322512,0.6649566,0.7174464,0.84095085,0.7064685,0.45444286,0.93240833,0.5910727,0.44583488,0.8556622,0.10865286
0.5998672,1.0470395,1.2965924,0.69871885,0.27378297,1.0087008,0.7339415,0.6827,1.0656564,0.70387036,1.4152529,1.1953818,0.5563284,0.45200497,1.4059168,0.18459247
0.5196537,0.68415356,0.52239996,0.80732006,0.07738543,0.6236307,0.75330305,0.9064826,1.0060089,0.88167083,0.6095342,1.0686154,0.67628783,0.3571365,1.1563585,0.13286991
0.26896894,0.5428033,0.37066945,0.64585775,-0.04416024,0.61802524,0.5503144,0.7555578,0.6922012,0.7129343,0.51692784,0.80519056,0.5572548,0.26100838,0.8509997,0.13557377
0.415666,0.4295463,0.3451178,0.7903639,0.05648021,0.5452207,0.68755066,0.8728767,0.79864055,0.7708777,0.38976824,0.9416811,0.6209882,0.2903371,0.87523866,0.128155
0.67240536,1.0343945,1.1290146,0.8414143,0.39761516,0.61285436,0.8384274,0.9096184,1.3423294,1.16416,0.94757926,1.414349,0.862383,0.8028077,1.3788997,0.2659754
0.30935526,0.6542272,0.6361731,0.5464413,0.09160599,0.59422624,0.512827,0.5686245,0.690939,0.6047865,0.71253425,0.7732206,0.47993937,0.35136044,0.86284024,0.0957382
0.44849852,0.46960625,0.5723219,0.70883536,0.34847522,0.39661592,0.6577974,0.70419097,0.8707072,0.7257409,0.49321908,0.94879013,0.5981004,0.4821843,0.86066025,0.12035617
0.3475969,0.68985784,0.52910763,0.63069457,0.024217285,0.617676,0.56255037,0.7425922,0.8392075,0.7491543,0.6715032,0.8714331,0.5587685,0.32674408,0.99409443,0.116362035
0.65141785,1.0610734,1.0730126,0.9771142,-0.037315495,1.2618675,0.9213129,1.1257744,1.3333659,0.9086881,1.4380739,1.495097,0.6860985,0.24925038,1.8054148,0.21564892
0.40229625,0.8138847,0.65520746,0.65151155,0.117571294,0.58780205,0.6156691,0.74905217,0.9203907,0.78630245,0.7609272,0.9511716,0.5786109,0.4092582,1.0750939,0.10966723
0.2865422,0.6246507,0.53018147,0.54140246,0.16735378,0.4925793,0.50711656,0.5828465,0.7153011,0.6295503,0.6056877,0.75398535,0.4977364,0.38801688,0.817253,0.08772275
0.27680486,0.61034924,0.464352,0.6201367,-0.053890526,0.6233342,0.5381491,0.7273257,0.71844864,0.7137933,0.5847869,0.78987026,0.5385284,0.28789514,0.8968437,0.13679944
0.3984045,0.75418514,0.6810049,0.6332443,0.18657643,0.5476062,0.6057469,0.7065491,0.9310931,0.8027771,0.73431075,0.9461822,0.603475,0.47815388,1.0206466,0.12275413
0.5212666,0.85200596,0.81000495,0.79875326,-0.08927079,0.8793957,0.7563849,0.9399669,1.0242715,0.8174812,0.96687526,1.1707752,0.65595275,0.2378236,1.3946155,0.1808893
0.5297103,0.9592001,0.87390685,0.762667,0.1088551,0.7158365,0.7499522,0.8619357,1.0819293,0.85763574,0.98116666,1.1726496,0.60810673,0.409334,1.3416901,0.1304848
