rely,data,virt,acap,pcap,modp,actual
0.07356334,0.50293577,0.7671539,0.17248851,0.78853285,0.3543849,0.5675182867518287
0.14003313,0.68229413,0.3934177,0.12171835,0.8146585,0.33380395,0.6334501633450164
0.1895119,0.44400376,0.5718385,0.15373307,0.77598435,0.51115984,0.4279355227935523
0.09886852,0.5111198,0.6465304,0.10238212,0.78042585,0.33088446,0.5209289520928952
0.1621297,0.7397231,0.35199416,0.0856995,0.8004557,0.4532774,0.7239205723920572
0.18552142,0.7429018,0.37713948,0.20149344,0.90593934,0.6505221,0.5641648164164818
0.55978966,0.370422,0.35782054,0.7185452,0.46086335,0.56711143,0.5216848221684822
0.11875093,0.5376948,0.71695733,0.09622884,0.881565,0.5661983,0.497633919763392
0.095785916,0.5331943,0.8082432,0.07337105,0.9088771,0.6053067,0.4569704456970446
0.36838347,0.23690587,0.7605093,0.25127923,0.70294285,0.7104405,0.2533398253339825
0.37473655,0.5758975,0.3446647,0.5297841,0.6881676,0.58156526,0.49278979927898
0.25029278,0.52873516,0.7321185,0.25965506,0.58642834,0.33080944,0.42464567246456725
0.21470147,0.3516663,0.6328654,0.12600976,0.7662355,0.5489443,0.44655674465567446
0.5700967,0.60831416,0.13975006,0.8317027,0.36774293,0.41423464,0.9669831966983197
0.13723189,0.5841607,0.58181393,0.108009696,0.7584287,0.3587044,0.6017822601782261
0.49914396,0.5978631,0.3526063,0.49155796,0.59540033,0.7120761,0.4505517950551795
0.21523261,0.44639564,0.4948374,0.22020888,0.6997417,0.24648026,0.4428492942849295
0.28734338,0.3360032,0.638657,0.46251863,0.66826314,0.5454588,0.34177238417723843
0.42146593,0.5323487,0.30009043,0.41597408,0.6478269,0.6059175,0.4298377429837743
0.16470176,0.7523997,0.46460283,0.10077053,0.83758533,0.4511721,0.791279279127928
0.037862897,0.6043029,0.8756652,0.0786621,0.881279,0.49800664,0.5175926517592652
0.23427856,0.4269952,0.7332393,0.112072706,0.7061869,0.5542558,0.3338978033897803
0.18234557,0.54180205,0.56564707,0.18378133,0.8527781,0.57537585,0.5316826531682654
0.17593867,0.4226031,0.7505067,0.24098676,0.7956164,0.44706982,0.4533226453322646
0.08455986,0.4069497,0.7661237,0.10640931,0.8357718,0.42147863,0.41254064125406414
0.32452565,0.4724413,0.57721126,0.3191765,0.59728897,0.49222273,0.4275634127563413
0.27658594,0.29545593,0.60891235,0.29283744,0.69058007,0.48751813,0.4804620080462009
0.21168613,0.7230574,0.62174463,0.19540751,0.8032905,0.599815,0.5558143255814326
0.33926326,0.5883828,0.57185656,0.47052133,0.48935813,0.43443745,0.8546081854608186
0.36713046,0.5423747,0.7399668,0.36991054,0.34554213,0.0,0.5784341578434158
0.44867623,0.37936425,0.5355193,0.43572515,0.45730957,0.41105938,0.33407930340793035
0.12718624,0.49880642,0.7874897,0.052966952,0.8573629,0.59696496,0.4672485467248547
0.26011205,0.24292229,0.69812495,0.17428094,0.765858,0.6139635,0.3116640511664051
0.20942861,0.41060075,0.4618001,0.31315327,0.8219026,0.4935909,0.5022237502223751
0.21208918,0.38710365,0.83335614,0.23152113,0.65749776,0.42689377,0.495682349568235
0.3179444,0.27938724,0.46876478,0.21740717,0.79559356,0.68381894,0.3561164356116436
0.19755828,0.48145777,0.58141786,0.22600764,0.6438408,0.2976058,0.48628310862831087
0.11576545,0.4346875,0.82871085,0.12991577,0.77911556,0.4537815,0.49656364965636496
0.091989994,0.66179764,0.5312516,0.06525111,0.77614397,0.31430662,0.599672859967286
0.2748301,0.44181845,0.7911378,0.16575748,0.62631243,0.5018792,0.4031861803186181
0.24640894,0.4556442,0.5571725,0.34257817,0.7209084,0.5352758,0.5120495512049552
0.0084091425,0.6399852,0.81771314,0.024923623,0.91454226,0.5214036,0.593089999309
0.28500783,0.45172414,0.4566861,0.18936789,0.7334974,0.57624644,0.42381720238172027
0.24001938,0.6899997,0.4139939,0.261297,0.65508664,0.31997,0.702908230290823
0.45580631,0.14519008,0.68118495,0.3804773,0.5217984,0.6273318,0.07834956783495678
0.13418657,0.49340412,0.53482324,0.2761137,0.8492152,0.510053,0.5452189545218954
0.4585392,0.3795009,0.6660698,0.40672457,0.5911732,0.58485806,0.2550663255066326
0.08795944,0.4815623,0.7381937,0.09517431,0.96525633,0.6522612,0.4802234080223408
0.34478348,0.30442196,0.38176543,0.34162086,0.74768865,0.6267456,0.3560232356023236
0.34356886,0.409375,0.7341883,0.33178383,0.4745137,0.29219866,0.4302415930241593
0.09057048,0.48547336,0.87312603,0.09938508,0.87273794,0.57388073,0.5110117111011712
0.10126889,0.6175546,0.51973295,0.032698154,0.9072185,0.50666976,0.5510954551095456
0.079392105,0.6725813,0.54876184,0.043455064,0.8328602,0.40030432,0.6502395650239565
0.18414497,0.7552684,0.60812044,0.13362575,0.8518828,0.6170453,0.5113943511394351
0.20062381,0.7570796,0.50464106,0.13913006,0.79220986,0.49372745,0.6457874245787425
0.5935467,0.73811114,0.24695075,0.5901083,0.5107957,0.6911903,0.4165506216550622
0.33914787,0.69247127,0.4476406,0.42153233,0.60215604,0.2957965,0.6147578614757861
0.28685683,0.824041,0.26992846,0.25060755,0.6262764,0.30929238,0.8534284853428485
0.041724324,0.573151,0.77954495,0.1412406,0.9339552,0.601045,0.5538797553879755
0.22569406,0.42361346,0.58842355,0.33384937,0.7419103,0.55341524,0.4105653610565361
0.34864825,0.49185443,0.43122178,0.44118196,0.59559345,0.4242003,0.493011289301129
0.35056192,0.3213409,0.46123666,0.46080333,0.684414,0.5663854,0.5404351540435154
0.39112508,0.30424768,0.8792241,0.3385458,0.49689388,0.42524576,0.3480517048051705
0.24359125,0.37046623,0.79897374,0.21819967,0.59993666,0.37181577,0.4122963912296391
0.57001513,0.13458583,0.34620696,0.41073853,0.53867155,0.5735833,0.35951045595104564
0.1263681,0.65269816,0.48890525,0.094533205,0.8485327,0.51012003,0.6148955614895563
0.15412772,0.43950883,0.6073396,0.15448797,0.7415761,0.30715322,0.4840612884061289
0.33805895,0.37637734,0.6393502,0.14892966,0.5960685,0.4717629,0.34265623426562347
0.041808933,0.5386116,0.8523186,0.099678695,0.77428776,0.26996446,0.5472087247208725
0.23521966,0.41713548,0.49509376,0.3801968,0.6912514,0.3946346,0.6604573660457367
0.41193587,0.38057435,0.31394553,0.40688407,0.6649382,0.6103765,0.4098759109875911
0.27559078,0.5503379,0.35412768,0.36916763,0.7166279,0.4774407,0.7054078705407871
0.2329185,0.2639566,0.6207717,0.16097665,0.73990387,0.5230255,0.3919796191979619
0.25767726,0.67361265,0.5556651,0.2753272,0.697377,0.43170935,0.7478647347864735
0.16415864,0.52260345,0.95555747,0.2968042,0.6677484,0.32096744,0.6124328612432861
0.20823103,0.72816753,0.5906268,0.15109646,0.7725732,0.45739716,0.6013424601342461
0.27862483,0.4451367,0.77501357,0.2700225,0.45704907,0.091565706,0.5344997534499754
0.19541568,0.5411346,0.60619855,0.041021824,0.76343066,0.5637145,0.47655706765570677
0.11976361,0.4656259,0.7775725,0.22449946,0.81176955,0.4918515,0.60070950007095
0.52435434,0.5861725,0.15665492,0.42952943,0.66670537,0.6985756,0.43016484301648433
0.08079854,0.6366184,0.6588129,0.0714615,0.98253,0.64667994,0.5424327242432724
0.1640119,0.7357141,0.6826762,0.121227145,0.8261484,0.53998226,0.5590974059097407
0.10406393,0.46602058,0.88326955,0.15488839,0.76676846,0.44020486,0.493556429355643
0.1980738,0.4499323,0.5327561,0.1278432,0.8003994,0.5120843,0.37940529794052985
0.15941894,0.48969957,0.7927731,0.08408773,0.8157709,0.54920495,0.39062235906223597
0.21231174,0.36159676,0.8393264,0.20890349,0.65471387,0.39412916,0.4361516636151664
0.27902037,0.3708097,0.64237624,0.41894174,0.6038507,0.44430727,0.48741386874138687
0.08950871,0.58146083,0.7141095,0.0814504,0.81562364,0.44437188,0.5439416143941616
0.15059894,0.6586598,0.56466854,0.15291876,0.86764,0.56490946,0.6053112605311262
0.034120053,0.618873,0.7374982,0.03543991,0.9784152,0.6073273,0.599393729939373
0.5473512,0.27125865,0.63770723,0.58893335,0.264135,0.27847737,0.27414994741499477
0.13853943,0.4756727,0.6677977,0.06237179,0.78183246,0.44646615,0.4053341605334161
0.09149748,0.43716225,0.78580594,0.15088779,0.7313685,0.2636787,0.4448975444897545
0.150644,0.57969296,0.52795637,0.23383403,0.8648378,0.60835123,0.5369256536925654
0.20590037,0.5172005,0.684869,0.1953693,0.6862464,0.38732576,0.4895672089567209
0.38190973,0.5898621,0.4452434,0.40375227,0.7213039,0.6974232,0.38018861801886183
0.21264428,0.52920663,0.4441419,0.37178564,0.7800749,0.55264103,0.5839173183917319
0.14010566,0.53353006,0.52163047,0.12594414,0.80731565,0.3959118,0.4940394094039409
0.26414347,0.49049127,0.56514454,0.21755046,0.7097608,0.45552373,0.46769891676989167
0.2350986,0.41911924,0.5254327,0.21839577,0.7516627,0.4636069,0.4780247078024708
0.3495921,0.53680086,0.4246311,0.2012068,0.5455402,0.34109595,0.47124068712406875
0.54472065,0.22873427,0.27500406,0.5391141,0.58797324,0.57356316,0.27620692762069277
0.028740406,0.5370617,0.83164895,0.08543956,1.0,0.66457367,0.5101220510122051
0.10026872,0.53101265,0.701307,0.09490228,0.84773076,0.4790644,0.5318562931856293
0.27555555,0.23728226,0.7228847,0.17485684,0.7830551,0.6909997,0.3293118529311853
0.28267175,0.36707374,0.6810824,0.26195353,0.6015469,0.3044325,0.3324308132430813
0.3903857,0.36763823,0.6059155,0.37137675,0.5986465,0.5784668,0.2665344266534427
0.1703583,0.47941113,0.74387246,0.15886676,0.61765075,0.23897994,0.5622190562219057
0.26268405,0.32806265,0.6543864,0.15720761,0.86484385,0.762334,0.38656053865605383
0.21315593,0.3664002,0.8521136,0.24087995,0.6494497,0.3936423,0.4158351815835182
0.16796595,0.5930975,0.6746866,0.039671063,0.76543236,0.54628825,0.47412024741202474
0.056229383,0.6417653,0.7483795,0.1015479,0.8729534,0.45548403,0.6651698665169867
0.12081432,0.4362182,0.89201534,0.17994767,0.78371346,0.50192106,0.46290771629077165
0.21535432,0.5999284,0.6975568,0.12930703,0.7815721,0.53716946,0.499738209973821
0.24550533,0.37209913,0.44337276,0.2066341,0.82285845,0.59100413,0.37330583733058376
0.027420014,0.5839515,0.8357307,0.11111778,0.822252,0.35587454,0.6372970937297094
0.305943,0.41574377,0.53639936,0.42115462,0.5590045,0.3801235,0.5109534510953452
0.4017049,0.6981547,0.430071,0.3808965,0.46941373,0.30284664,0.7914272791427279
0.32466292,0.87172604,0.5079715,0.32644945,0.78623813,0.62171596,0.6098582209858222
0.22762734,0.3850727,0.74788356,0.13413996,0.7035309,0.56173295,0.4118754111875412
0.10943341,0.53958106,0.8486335,0.13093376,0.78254634,0.47159153,0.500489350048935
0.31147116,0.29583514,0.60572517,0.32028943,0.7033318,0.58370024,0.42717902271790226
0.38357192,0.3904888,0.49780345,0.49360168,0.5195808,0.45368326,0.6038638603863861
0.08565986,0.57565266,0.80237234,0.10820931,0.94269323,0.58526075,0.48416899841689987
0.23047262,0.40998828,0.5777266,0.28568345,0.74993706,0.6040832,0.4670533467053347
0.11682016,0.6006653,0.6412358,0.12676448,0.8209925,0.50627613,0.601191460119146
0.26883632,0.40939116,0.848376,0.33435422,0.5458627,0.31196588,0.47016154701615476
0.42087793,0.345056,0.63407356,0.25124294,0.5355226,0.44377983,0.27472312747231276
0.076809436,0.5714681,0.8505281,0.14507711,0.83122456,0.4735703,0.5106148010614802
0.24488425,0.41277748,0.58911973,0.31458348,0.66099083,0.432617,0.5456189545618955
0.40718418,0.27176374,0.52231085,0.3345412,0.46899468,0.2759978,0.4495246849524685
0.3724262,0.47302276,0.30742583,0.40020382,0.6860002,0.5942313,0.48523668852366886
0.31123453,0.31935596,0.3714987,0.2521224,0.78365123,0.57403606,0.3666153966615397
0.107552946,0.60394347,0.7120382,0.10049009,0.96567386,0.67147285,0.46016459601645965
0.2552327,0.4845153,0.68890077,0.28156185,0.53341687,0.25678688,0.69723749972375
0.31463832,0.498532,0.54841614,0.34935802,0.6284683,0.38927498,0.694294369429437
0.1966635,0.32714555,0.61967397,0.1075902,0.8574376,0.6296942,0.41726057172605724
0.15915841,0.50652915,0.56294906,0.12654537,0.95984215,0.69209725,0.49703322970332303
0.25832707,0.82999355,0.32907516,0.13677412,0.7900671,0.5584907,0.6903922690392269
0.36114627,0.29999468,0.36508703,0.39994663,0.64729583,0.4877779,0.4311273431127343
0.25764912,0.5283017,0.5324979,0.35025865,0.6406815,0.45895666,0.7852369785236979
0.24092269,0.38994575,0.7093395,0.17699176,0.7008027,0.5792886,0.4518921251892125
0.25545275,0.54914993,0.34138018,0.36421406,0.67249733,0.3233058,0.6713309371330938
0.3039381,0.35396922,0.7476494,0.12701231,0.59111947,0.49622595,0.29088962908896293
0.23400867,0.46771893,0.63113475,0.261087,0.58817136,0.26132658,0.5562792956279295
0.18821466,0.28440708,0.6405476,0.14952308,0.86490077,0.61477005,0.43034659303465933
0.16760188,0.76118946,0.6392339,0.13485461,0.8450888,0.58310026,0.6191698619169862
0.13372123,0.393546,0.77989817,0.089830875,0.8973546,0.635851,0.43531046353104635
0.23835444,0.41288918,0.6644482,0.20350605,0.71546566,0.55372274,0.40918514091851416
0.1399877,0.5921721,0.6498677,0.19891131,0.65960217,0.2191198,0.6298075929807593
0.22806984,0.43717507,0.4495509,0.352673,0.7848336,0.5846842,0.5202794520279451
0.14836884,0.4566878,0.7176562,0.14838725,0.86333585,0.5919628,0.46046334604633465
0.20215172,0.47713667,0.3975802,0.14149976,0.71767545,0.22618994,0.4413189741318974
0.17196131,0.65976655,0.6133758,0.119169235,0.8014576,0.4403609,0.6311487631148763
0.35679412,0.35477632,0.45435607,0.15817958,0.7333753,0.5826183,0.3488709648870965
0.36736864,0.33939958,0.5741833,0.33818674,0.55163276,0.2801386,0.16053976605397663
0.10792142,0.6159915,0.4791649,0.124394,0.853081,0.47482347,0.6130171613017161
0.21147126,0.39973414,0.49419212,0.17795831,0.8335929,0.47205025,0.4450433145043315
0.2761888,0.48021773,0.5009898,0.3033824,0.71141636,0.6067262,0.4590911159091116
0.2475822,0.19057083,0.58084786,0.20090902,0.8909022,0.77451503,0.399259739925974
0.5829309,0.4963578,0.20118034,0.5654118,0.527331,0.74204755,0.5094490009449001
0.17911196,0.47087073,0.65487134,0.22974283,0.798746,0.56542635,0.5138985513898552
0.16047281,0.62500286,0.42734534,0.14293659,0.70599806,0.32719225,0.6026253102625311
0.16782385,0.33132708,0.69759744,0.109959126,0.8124635,0.5073112,0.4379906437990644
0.17558283,0.6796414,0.4291467,0.15218896,0.6698434,0.15223941,0.5544598054459806
0.17670673,0.54419357,0.8784383,0.14464146,0.779328,0.56404567,0.43840740384074045
0.08944887,0.57160306,0.90398186,0.059153438,0.8532379,0.5803831,0.5400657040065704
0.31216836,0.4771642,0.24607131,0.43443447,0.70461136,0.30109864,0.5743308574330858
0.31037283,0.39997718,0.4305008,0.41872072,0.6615394,0.47701788,0.6286165128616513
0.15420884,0.41591436,0.50826246,0.099696696,0.7709147,0.27830833,0.4225326022532602
0.016484499,0.576481,0.8856194,0.010616779,0.94509834,0.59004956,0.5228692222869222
0.23113686,0.35373527,0.6139215,0.22176147,0.8067464,0.6620133,0.43374221337422136
0.28411746,0.44110906,0.85664773,0.2199623,0.5429597,0.36125165,0.35997090599709064
0.25084007,0.52592,0.4274755,0.14326096,0.7600912,0.52468807,0.4186691718669172
0.22318107,0.52421767,0.29044956,0.13376296,0.8080338,0.38541493,0.5231569923156992
0.21397275,0.7382932,0.44368106,0.12882018,0.92770505,0.7035992,0.589442458944246
0.15481937,0.41910365,0.950067,0.25206274,0.7640616,0.47265095,0.5236126523612652
0.13261193,0.5228399,0.6029795,0.18195873,0.7476232,0.32215592,0.5248181124818112
0.13671422,0.49080378,0.49510145,0.14929533,0.82607794,0.3094346,0.4796673479667348
0.15022522,0.5390101,0.46482685,0.14907986,0.81811184,0.40195516,0.4884998088499809
0.2160871,0.73015535,0.6396808,0.15738422,0.8081656,0.5292883,0.5471530547153055
0.26204765,0.65018106,0.4010307,0.2700295,0.70925134,0.24899463,0.5139121913912191
0.08572641,0.49583164,0.8222943,0.09410596,0.7271563,0.30294508,0.4426160942616094
0.6316705,0.5487619,0.08991432,0.5835186,0.5239583,0.67387414,0.4104119610411961
0.5112492,0.42520556,0.28024393,0.4514978,0.56027997,0.57329696,0.5169610916961092
0.15711415,0.7027677,0.7616026,0.14863485,0.88282824,0.6328999,0.5226545822654582
0.27215278,0.75107205,0.33494416,0.22904491,0.6319784,0.36299443,0.6715772271577227
0.07664576,0.51496273,0.64931524,0.14289683,0.87065715,0.40314826,0.5094218509421852
0.12330693,0.5085865,0.6311747,0.19086653,0.88746196,0.54515314,0.48575966857596686
0.13862234,0.34139347,0.7195566,0.05773127,0.791523,0.4907537,0.4152795415279542
0.42488825,0.20728874,0.5057757,0.22423989,0.5922018,0.58652204,0.22543060254306024
0.29559112,0.3218019,0.45473766,0.27624625,0.80501735,0.6691018,0.3460030946003094
0.22560441,0.34214485,0.68172,0.20683938,0.71044356,0.35484585,0.3817952681795268
0.15870732,0.7051663,0.47910184,0.16127402,0.6496261,0.22132435,0.6550667355066735
0.2683668,0.38660732,0.8241368,0.23322088,0.5972842,0.4216451,0.2645845664584566
0.60796094,0.40974203,0.24862227,0.48163033,0.5494509,0.6915577,0.2604935460493546
0.10507047,0.39710128,0.69356894,0.12554818,0.8450243,0.45508224,0.5094593509459351
0.19173098,0.40761662,0.7039183,0.28489482,0.6559684,0.33948645,0.5726328572632858
0.14171559,0.61503553,0.7637004,0.2091142,0.6830103,0.21705207,0.6190440119044013
0.4874326,0.23352419,0.41594285,0.46995646,0.6994979,0.75635564,0.3411719341171934
0.2995745,0.3392477,0.7982594,0.2655126,0.61185,0.3719204,0.39484820948482097
0.2583565,0.4895227,0.44866377,0.3758821,0.7160759,0.4330616,0.5846328584632858
0.28309882,0.38394663,0.48530957,0.39092392,0.7166984,0.555984,0.5591503559150356
0.15746391,0.49318048,0.82976925,0.20268464,0.6305097,0.19940877,0.5272380027238003
0.22925866,0.34283942,0.4941831,0.3017751,0.7697021,0.48940498,0.5117464511746452
0.23168159,0.42357922,0.8394307,0.16605645,0.6177327,0.43170714,0.3910624791062479
0.2711817,0.65368736,0.61196494,0.34534013,0.518241,0.022533447,0.5831016583101658
0.5734255,0.3989207,0.13066727,0.84251463,0.5991519,0.6785199,0.6520441652044165
0.11514938,0.4108649,0.7893815,0.172055,0.8685973,0.5567258,0.4612914761291476
0.5761534,0.29528216,0.31312075,0.5962932,0.441557,0.44508004,0.34768213476821347
0.22597021,0.36636907,0.67479235,0.15092224,0.7974657,0.5782392,0.32941743294174336
0.1454997,0.6944406,0.72235185,0.1387083,0.90453386,0.64138305,0.46286778628677866
0.28588438,0.29835498,0.7172353,0.18674147,0.78405124,0.66811943,0.34631398463139845
0.19336027,0.5200894,0.5969803,0.07378703,0.84148383,0.5995037,0.43426601342660137
0.24522734,0.43502134,0.87398994,0.28547436,0.54214895,0.3002575,0.43560840356084035
0.6584523,0.42265356,0.11520529,0.49034536,0.55083716,0.70592517,0.29302062930206296
0.2890867,0.40914485,0.8168393,0.101276934,0.6874124,0.6611177,0.297713489771349
0.30977428,0.37563208,0.68734676,0.24649262,0.515743,0.30245376,0.45002459500245956
0.09907296,0.49643552,0.71761453,0.077721,0.9349747,0.6368923,0.46882002688200275
0.26517373,0.32254153,0.66030926,0.24711943,0.7400327,0.5364478,0.49389247938924796
0.34212983,0.47254765,0.44270164,0.14407521,0.73010755,0.6382962,0.36012116601211663
0.21330577,0.6613537,0.5557158,0.15317154,0.78262115,0.47021592,0.7160670716067072
0.25703478,0.48050475,0.51948327,0.082588196,0.74335706,0.5959595,0.3889236588923659
0.21616024,0.52694917,0.40510434,0.22575581,0.7620348,0.44282508,0.5636274563627457
0.19795913,0.73847514,0.39207014,0.22116452,0.716401,0.2828741,0.598618809861881
0.3124482,0.6078107,0.4199434,0.4673788,0.727589,0.5233296,0.5942734594273459
0.09812242,0.4405727,0.66834086,0.14681613,0.93286604,0.56877637,0.4793503779350378
0.16612631,0.63660336,0.87331784,0.17685336,0.79006183,0.52089256,0.6592039659203965
0.035156816,0.5338145,0.81742513,0.081172645,0.8680713,0.45882243,0.5840432084043208
0.18271321,0.48865116,0.72658104,0.110159814,0.8067981,0.5649938,0.4053802905380291
0.10541934,0.45459166,0.763118,0.068308175,0.8539846,0.47026515,0.4570282457028246
0.5025996,0.34624738,0.73826987,0.57476497,0.28881204,0.22845185,0.43989854398985445
0.3467589,0.5805001,0.2865908,0.5670818,0.7092719,0.58296126,0.5876858587685859
0.33581644,0.8313195,0.32485077,0.2894922,0.8724225,0.80089873,0.5354294535429455
0.26837546,0.620749,0.43683016,0.2165963,0.7121141,0.50769454,0.4877120187712019
0.16830885,0.50025344,0.615009,0.16306955,0.83143073,0.6352196,0.46487598648759865
0.16258526,0.62933135,0.6531154,0.15438515,0.78449386,0.4273302,0.594831229483123
0.2270186,0.39180645,0.58532953,0.14280635,0.7556081,0.5197619,0.3891765389176539
0.027609736,0.5463046,0.90008056,0.106319964,0.907319,0.47732443,0.5854954085495409
0.8066354,0.73188424,0.036300957,1.0,0.109912634,0.17220697,0.888710228871023
0.38738084,0.36472675,0.5808368,0.34508872,0.5428802,0.26882794,0.21643638164363818
0.3711548,0.28021827,0.5007735,0.2745452,0.6944926,0.71856177,0.3219734121973412
0.433461,0.55046153,0.25200495,0.4755677,0.6271327,0.5022652,0.47660844766084476
0.06540987,0.55793583,0.76108646,0.13448846,0.82231385,0.3690816,0.6264358626435863
0.08915052,0.5201192,0.9282424,0.1459446,0.7960663,0.48286974,0.5429817542981755
0.14918846,0.37958598,0.59614444,0.15348351,0.89040154,0.53994745,0.4680887968088797
0.18492472,0.6596764,0.6081531,0.25352484,0.6323208,0.16124,0.6631946663194667
0.38697642,0.43544492,0.28183234,0.5108236,0.71909827,0.684843,0.5169268516926853
0.17648077,0.3318975,0.5721623,0.119125605,0.8790733,0.55482876,0.4311483931148393
0.21585536,0.73042303,0.5040915,0.19071549,0.82852954,0.5712517,0.5484107548410755
0.21791553,0.22578298,0.5657871,0.20911807,0.8560653,0.5870127,0.4708626170862617
0.1469239,0.3422955,0.62800074,0.06426042,0.88464576,0.56132823,0.3823395782339578
0.5890304,0.34995958,0.28648606,0.69370544,0.5376581,0.6162922,0.5679971567997157
0.057074875,0.500523,0.7631103,0.022265911,0.8956183,0.50597805,0.4666426666642667
0.13085926,0.7189069,0.5189314,0.10937601,0.916536,0.5603374,0.6278579227857923
0.3783399,0.5203131,0.36798078,0.37796235,0.69263905,0.70242405,0.41241674124167416
0.62853384,0.5576494,0.035570323,0.6440307,0.6871106,0.8934536,0.43179331317933134
0.17059338,0.46701247,0.57092667,0.2104426,0.8412219,0.5732579,0.5547920554792055
0.15864068,0.56595266,0.77491164,0.1741404,0.7946136,0.47359878,0.5607061960706196
0.14124632,0.41741258,0.77550143,0.16657221,0.7345073,0.3895707,0.41625569162556914
0.09114969,0.4737813,0.67525184,0.0925746,0.967016,0.6547159,0.5066896506689651
0.14354807,0.4421441,0.78765225,0.16743499,0.8260165,0.5512003,0.5122771212277122
0.13981277,0.45175195,0.615643,0.1723221,0.76526356,0.35001367,0.48380742838074287
0.29054153,0.29117143,0.7510235,0.17666757,0.6855551,0.57668954,0.29548472954847294
0.36538863,0.55023175,0.2619649,0.52841365,0.69803894,0.5767132,0.5872096987209698
0.1809895,0.5528113,0.47572827,0.11899829,0.8045735,0.46353137,0.5377664537766453
0.10711056,0.6363097,0.6676824,0.13348395,0.76399183,0.34864652,0.6537050053705006
0.03913203,0.5719184,0.7812577,0.065639675,0.913999,0.48856503,0.5596266559626656
0.20391917,0.4735902,0.52176315,0.27249777,0.7421488,0.4984218,0.47732424773242477
0.45875746,0.3089414,0.62336576,0.24919319,0.6624775,0.77141863,0.23280354328035435
0.21966696,0.48893735,0.5871911,0.36350292,0.668964,0.4574657,0.7565891356589136
0.21011609,0.57972556,0.5694038,0.25920922,0.696385,0.32165524,0.5427471542747155
0.27226162,0.47676045,0.54809004,0.2583812,0.71926975,0.4642887,0.40523521052352107
0.26627105,0.6565252,0.37737384,0.23671341,0.76533544,0.5346739,0.5778186577818658
0.12735206,0.5444963,0.93037856,0.14880961,0.8159614,0.51995516,0.6207485620748563
0.30668008,0.6827661,0.31228748,0.20372099,0.7320177,0.3669178,0.5252367525236753
0.030315816,0.53817505,0.8625567,0.098573565,0.86261934,0.41144216,0.5816110981611098
0.54085875,0.12102142,0.25056517,0.32676786,0.65076506,0.6415447,0.10781644078164408
0.21181333,0.44824415,0.81776047,0.14954644,0.75419444,0.6172087,0.3182626318262632
0.05555564,0.5724094,0.79422367,0.09356439,0.9077719,0.5349062,0.5211591021159102
0.17782998,0.50946957,0.4615327,0.115450025,0.87896514,0.5506906,0.5029966102996611
0.14608741,0.42271176,0.93848324,0.18242222,0.68065363,0.28081623,0.495114019511402
0.36437434,0.5317993,0.5289474,0.36404175,0.6599194,0.66037583,0.43774758377475836
0.26617014,0.41019034,0.7621381,0.17015368,0.802567,0.67275625,0.3480629648062965
0.19312412,0.585343,0.6256875,0.124227405,0.70818704,0.3526404,0.5477914147791415
0.2748552,0.59774125,0.35024455,0.28375143,0.6135875,0.23708421,0.5928106592810659
0.3525815,0.2713016,0.7614963,0.20743078,0.5810994,0.4448288,0.3384673038467304
0.11782122,0.53757447,0.81709313,0.12042099,0.9018437,0.58827114,0.5219649521964952
0.08488378,0.47519374,0.64652604,0.15377742,0.90270466,0.49511737,0.5571888057188806
0.06389511,0.58579177,0.8152563,0.12368989,0.7877268,0.36936978,0.6035805903580591
0.28811544,0.448665,0.36953118,0.40659612,0.7978941,0.6566215,0.5583359558335956
0.09504491,0.58860207,0.79347944,0.066521406,0.7751724,0.43095917,0.598628359862836
0.25888616,0.5049755,0.65279484,0.3310185,0.52645385,0.23960331,0.7090690709069071
0.098522484,0.6189754,0.6775082,0.069203675,0.8454147,0.44272953,0.5281788528178852
0.36472505,0.38543582,0.636009,0.3512408,0.516281,0.40076327,0.6292430629243063
0.29733652,0.21130633,0.61377716,0.24515343,0.7642092,0.50687546,0.4324704232470423
0.20062941,0.6920008,0.49454856,0.21857053,0.6405691,0.19747666,0.6708812670881267
0.044747055,0.5268684,0.74859184,0.10116094,0.9757933,0.62960017,0.5077002007700201
0.29425108,0.552832,0.48688343,0.085018516,0.737043,0.5920748,0.2894546689454669
0.12313688,0.4559495,0.65274584,0.16884679,0.7416276,0.21584457,0.5131424013142402
0.20975399,0.42766243,0.49287456,0.38397574,0.7834199,0.5096368,0.6071410607141061
0.015136808,0.6224593,0.9228674,0.09820169,0.928595,0.5508649,0.5408852540885254
0.18593615,0.47399005,0.7025989,0.23359591,0.7632468,0.5289159,0.37336317733631774
0.08836344,0.6995115,0.5114165,0.044297338,0.8375607,0.43930686,0.6711717371171737
0.20290065,0.44930896,0.64028364,0.33367032,0.71942055,0.47459018,0.6865712686571269
0.16464502,0.4333147,0.7671873,0.27225018,0.7333133,0.44495988,0.6159479015947902
0.111869514,0.36609945,0.72576535,0.09231907,0.9067266,0.65002847,0.45895521589552163
0.28177524,0.31205416,0.6572226,0.19144851,0.7412604,0.564975,0.37892470789247085
0.13657111,0.46218282,0.8470452,0.15596592,0.6970303,0.3317337,0.5720986572098657
0.6055548,0.20002837,0.28258157,0.5491886,0.57660925,0.7078387,0.2496673549667355
0.15815902,0.57388747,0.42790565,0.10969514,0.8253671,0.42415857,0.5705622970562297
0.3753819,0.5834987,0.31987673,0.47716677,0.7572733,0.70097953,0.4307113730711373
0.26305854,0.755424,0.4172722,0.26544642,0.64066887,0.30112398,0.7058587205858722
