rely,data,modp,tool,actual
0.08174309,0.41959897,0.49985877,0.16963394,0.5347977
0.27554512,0.18026607,0.53298,0.14620163,0.53207535
0.21050969,0.415213,0.49087712,0.20940365,0.6211933
0.42540628,0.1122036,0.58340085,0.3663022,0.48815745
0.24296758,0.21451226,0.57014316,0.1555049,0.58028024
0.030103207,0.60403425,0.20073603,0.195601,0.5836846
0.55665004,0.09278899,0.63480103,0.4947334,0.44150567
0.3537569,0.18209869,0.7337567,0.29875714,0.63771665
0.07291442,0.47129795,0.5433026,0.15847163,0.72422767
0.12309453,0.3592845,0.5623415,0.10872932,0.65916973
0.3163756,0.21839297,0.5642509,0.18339838,0.60113174
0.027112544,0.49752215,0.3295689,0.10909401,0.68246424
0.073583394,0.39254937,0.40221283,0.1388873,0.593102
0.037579298,0.52130646,0.28128767,0.17540903,0.6468732
0.10733238,0.56294394,0.369793,0.16865964,0.79906356
0.1533719,0.38815376,0.524221,0.1793782,0.48692214
0.22092924,0.25419283,0.5912578,0.18542625,0.5125379
0.026102126,0.4286663,0.43853715,0.19717835,0.69973564
0.1927728,0.41826436,0.70706165,0.2363594,0.6065091
0.1768238,0.20114473,0.61700165,0.20520411,0.550973
0.1399262,0.27250358,0.5345721,0.12601285,0.5210233
0.17896685,0.41774943,0.6535799,0.22513767,0.8252003
0.13470164,0.43494046,0.34515885,0.20600937,0.70934033
0.1998893,0.25114766,0.7225435,0.20438294,0.70546126
0.83850914,0.09368954,0.72582227,0.78555506,0.5888395
0.43780434,0.11994974,0.6454842,0.38229448,0.29154128
0.12636301,0.3181751,0.55037016,0.11411579,0.5193187
0.051415026,0.38379878,0.40915236,0.14006077,0.6205771
0.47023886,0.18120836,0.7205529,0.41026503,0.35002497
0.40351343,0.13657774,0.59838146,0.30535853,0.48733938
0.10568845,0.2738282,0.54620236,0.1758443,0.55452204
0.043947816,0.5242973,0.25525653,0.15967716,0.6988908
0.13269028,0.31778327,0.57492286,0.16140838,0.53119266
0.06775594,0.76746726,0.11260478,0.22260989,0.60432065
0.2441302,0.20081413,0.6037576,0.18294932,0.58766115
0.14351624,0.31923866,0.5113847,0.15931855,0.55739754
0.08170685,0.35020626,0.48416266,0.113691434,0.5570272
0.16728234,0.31446293,0.50768,0.120939806,0.62043804
0.28169674,0.21079302,0.609385,0.07769488,0.7171432
0.03166482,0.42975026,0.3459308,0.15455987,0.58819306
0.1598478,0.23686111,0.6100016,0.1601337,0.58817524
0.31265384,0.11604033,0.58528256,0.29023528,0.37555557
0.10043758,0.57684004,0.22578469,0.2283547,0.48988461
0.8382446,0.072892,0.70433855,0.7384303,0.5035156
0.038136274,0.51512915,0.452933,0.16871963,0.67447555
0.58368075,0.19201893,0.7618555,0.48983395,0.49712574
0.0643065,0.51986,0.34124467,0.18552126,0.8135011
0.09168658,0.3519131,0.49262562,0.106937245,0.56342745
0.04564351,0.6158839,0.17221957,0.16226034,0.8177445
0.29542172,0.17582057,0.5878437,0.19452764,0.4755968
0.2958815,0.17388539,0.5537144,0.20116632,0.52729285
0.11836398,0.35036203,0.5016545,0.08133112,0.64381266
0.13691059,0.27537745,0.5933687,0.14385383,0.56045675
0.0225586,0.5634719,0.26843712,0.16530164,0.695777
0.06605938,0.388509,0.43315053,0.13514702,0.55040467
0.88341504,0.07767545,0.77875143,0.8950067,0.49539638
0.39909625,0.1453026,0.5770806,0.221305,0.55947423
0.21518466,0.21088883,0.6899335,0.24249296,0.5328426
0.06523767,0.3440393,0.5114252,0.14944653,0.5715274
0.178025,0.24538335,0.608524,0.16690947,0.54065
0.14277649,0.24942634,0.6258552,0.20045103,0.58404815
0.1505591,0.30673787,0.54953533,0.12385209,0.5558317
0.36278576,0.14563665,0.63602453,0.3117836,0.38239443
0.017157465,0.59644026,0.21930882,0.15692694,0.7029136
0.29090255,0.24681619,0.6062007,0.19142024,0.51003504
0.037818372,0.68468606,0.13930097,0.19313057,0.5878225
0.29241347,0.378358,0.787526,0.30825484,0.57913995
0.24506378,0.2778626,0.6388873,0.24990542,0.5846841
0.038246304,0.37029967,0.51920295,0.20553558,0.6614417
0.19032004,0.2700474,0.6175238,0.24365254,0.5238725
0.192161,0.20283818,0.71223086,0.25385875,0.5680589
0.20263499,0.19294737,0.6163276,0.17115737,0.56596774
0.6843251,0.08390195,0.6676678,0.62827176,0.24381858
0.12479165,0.33192006,0.47962072,0.11641316,0.5591605
0.26274478,0.2479853,0.7438875,0.29931992,0.51035386
0.26251888,0.14942978,0.60988665,0.25586522,0.41010597
0.14310178,0.31645352,0.52407724,0.13808112,0.62282336
0.13167912,0.46483612,0.4347472,0.09379859,0.73662466
0.18440899,0.37335548,0.7314706,0.21524356,0.60180604
0.16831869,0.2619832,0.46432915,0.14952968,0.51789296
0.15043575,0.35583872,0.4914758,0.19651942,0.555325
0.05084002,0.5184188,0.44343784,0.18443502,0.8672453
0.24523318,0.19538115,0.7124957,0.23347731,0.57872593
0.04563597,0.43196702,0.39170074,0.11956282,0.60481364
0.033519566,0.42904446,0.37383986,0.14472328,0.61469436
0.18666938,0.2205025,0.61039853,0.1497642,0.5397135
0.11122984,0.3531656,0.480181,0.094757155,0.6057433
0.23687032,0.1666977,0.5494568,0.18697293,0.47569764
0.034319013,0.49687973,0.26532388,0.11461322,0.69827753
0.22228724,0.2292718,0.6814578,0.20023616,0.50615716
0.09277713,0.7293046,0.16827212,0.1613215,0.87297595
0.13577864,0.39653793,0.6127085,0.11768232,0.6613976
0.13490072,0.35328412,0.63879985,0.15854315,0.59486014
0.073397726,0.38901007,0.4753569,0.1525162,0.56291926
0.4781127,0.13835901,0.6045963,0.38961112,0.48317575
0.054893166,0.62818134,0.27947953,0.1495912,0.79922366
0.14292157,0.35751706,0.6964406,0.23108397,0.5515328
0.18941143,0.27207276,0.6557524,0.21890308,0.6288536
0.050929517,0.43133086,0.4285806,0.1703348,0.6496405
0.35510093,0.09975345,0.5850999,0.29020602,0.48756793
0.04292777,0.6503708,0.2830738,0.22986166,0.6149621
0.07928717,0.3409943,0.47916523,0.17872013,0.5382686
0.23887846,0.37393463,0.5822548,0.11830644,0.7110707
0.035499036,0.50222147,0.312945,0.16613667,0.6735426
0.056075603,0.81949526,0.052358646,0.16055371,0.5008029
0.019028664,0.6037349,0.193124,0.20473488,0.6414079
0.12852222,0.6903771,0.18913552,0.060543373,0.90203106
0.09071046,0.42724276,0.47129884,0.14520605,0.644683
0.10710865,0.34852266,0.5961162,0.14908375,0.62237954
0.119109035,0.6272841,0.20940405,0.17842652,0.73247474
0.48443365,0.15836322,0.62211233,0.38535327,0.5644659
0.3300289,0.13252695,0.60433954,0.2249899,0.476704
0.15660813,0.20066378,0.631352,0.22257765,0.5117482
0.13011596,0.35104397,0.42925408,0.10350703,0.56978405
0.13931206,0.40198296,0.60193175,0.18828799,0.5158974
0.21962324,0.22164983,0.70016664,0.23995359,0.52314156
0.1900694,0.26002157,0.69057626,0.21967627,0.5378543
0.06357774,0.71753234,0.35615903,0.2413917,0.850469
0.069182575,0.704999,0.15395096,0.2462538,0.6565565
0.6479699,0.07095803,0.591012,0.6233901,0.37908623
0.010730594,0.5368202,0.17715189,0.1879202,0.6632331
0.22753462,0.18919465,0.6263325,0.2069446,0.5090739
0.32145905,0.09468725,0.56792074,0.24386387,0.39878753
0.025417864,0.573793,0.2286087,0.15099101,0.6658739
0.14938307,0.30631953,0.49971285,0.17842104,0.49840635
0.047272652,0.50120217,0.378662,0.16585101,0.79372823
0.20634153,0.32897693,0.75227535,0.26111305,0.65715396
0.032622427,0.52898204,0.32971156,0.10043819,0.678205
0.22624594,0.18161328,0.61041826,0.15566589,0.519869
0.43398118,0.17627902,0.6303265,0.37552446,0.5735288
0.13122246,0.2859867,0.6571264,0.16068493,0.65136147
0.059812307,0.46160448,0.410884,0.13317521,0.62893534
0.12378356,0.77704275,0.29598513,0.21954663,0.6987692
0.215199,0.19850102,0.5299965,0.13880758,0.55197346
0.2124201,0.20409426,0.63036513,0.17829911,0.48797002
0.30795115,0.15311511,0.6549777,0.31097955,0.40810245
0.028843373,0.5425626,0.44157147,0.22067226,0.6538206
0.3683566,0.10286872,0.5761865,0.29182047,0.44087318
0.034263134,0.450819,0.3435085,0.14528401,0.6275284
0.06487411,0.38324168,0.38699162,0.13424857,0.6002193
0.14702359,0.2581064,0.66029334,0.22321232,0.5853106
0.28438097,0.13791782,0.6233504,0.23565407,0.4085721
0.412077,0.1784713,0.6984188,0.41261375,0.40052184
0.20403785,0.22144067,0.6354976,0.15529554,0.5557416
0.05850953,0.46505177,0.34926027,0.09593876,0.7009652
0.09360409,0.45149538,0.46893302,0.23315237,0.6236069
0.16657206,0.24467695,0.58888674,0.11834018,0.586456
0.40221155,0.29225972,0.74761856,0.22343619,0.5358962
0.21178651,0.28231236,0.6878958,0.1695189,0.6149629
0.19698474,0.17647767,0.6132607,0.20595108,0.5102638
0.055692792,0.3691774,0.36292052,0.19194426,0.48107266
0.41560572,0.13218988,0.62092024,0.37303245,0.5141271
0.21528009,0.177697,0.6277269,0.18796073,0.6134418
0.41826034,0.17761427,0.7223628,0.35863644,0.4617862
0.07940605,0.34448287,0.54621315,0.12831314,0.649523
0.07464272,0.7430326,0.35739186,0.24077637,0.8946687
0.24488032,0.14836445,0.573693,0.1739745,0.46392137
0.29617733,0.1644336,0.64998937,0.21767758,0.5276555
0.13391706,0.29904407,0.4809259,0.13665529,0.48537657
0.07095486,0.4620331,0.35173407,0.07562564,0.6959469
0.33408928,0.26074186,0.532294,0.1672223,0.69630617
0.0686152,0.6372261,0.1770797,0.15840448,0.87708086
0.13519207,0.25286153,0.59703135,0.19316448,0.4525332
0.100243926,0.6921797,0.45126733,0.22026683,0.9423305
0.06351721,0.42389244,0.4536678,0.21056713,0.5701275
0.06339395,0.5868601,0.2327638,0.1321793,0.7140298
0.17351973,0.22954392,0.5506195,0.09065808,0.54809654
0.485794,0.06521275,0.58410895,0.39495218,0.35462812
0.14317372,0.2922568,0.6245027,0.21658356,0.57963794
0.32790947,0.16791299,0.7163821,0.30506873,0.38591737
0.5813727,0.1392458,0.6639189,0.55771494,0.49587363
0.20139742,0.22601646,0.6185186,0.15178011,0.59842753
0.053643674,0.63570666,0.24289104,0.07667212,0.6747191
0.2279265,0.24904379,0.5782917,0.1892714,0.44858378
0.45024794,0.16655916,0.62636733,0.2697482,0.48206818
0.18322295,0.21354565,0.6803127,0.23106246,0.57073736
0.32574642,0.14396293,0.57066756,0.20810778,0.48987824
0.35418326,0.17527732,0.522531,0.25621808,0.50770444
0.2673878,0.19088754,0.609496,0.2043143,0.47455382
0.37241948,0.12173331,0.6406022,0.2906096,0.33657023
0.4465602,0.15189499,0.6662158,0.40310425,0.3528378
0.06226161,0.512829,0.29196998,0.1644573,0.71642226
0.44971955,0.1587672,0.6903586,0.4596743,0.5172592
0.02627638,0.5216542,0.24050725,0.11304863,0.6269827
0.36303353,0.12861632,0.6622764,0.33152896,0.29391947
0.5477546,0.13109738,0.70184284,0.43496627,0.43378654
0.72132033,0.0905974,0.66474515,0.61207336,0.44281214
0.05051896,0.7041998,0.17618665,0.18497811,0.7450137
0.17442364,0.37183312,0.58533573,0.19251089,0.76994807
0.12616691,0.2881849,0.5768417,0.15752251,0.6056905
0.11062884,0.40555865,0.58273697,0.17217891,0.5978498
0.09249154,0.605626,0.4533912,0.16284244,0.83289343
0.12996629,0.33120525,0.58563364,0.16370739,0.5850449
0.23630807,0.3234224,0.67414254,0.21343575,0.64066213
0.054166287,0.5114699,0.31891528,0.1346546,0.661065
0.16033983,0.21627748,0.65295976,0.19345312,0.538028
0.38498968,0.11435598,0.5904885,0.2549554,0.4734102
0.119852126,0.48194447,0.5852568,0.18545516,0.67779815
0.24522084,0.1602177,0.619315,0.23866491,0.42174128
0.041719437,0.62718385,0.20868957,0.081328616,0.65116745
0.0883359,0.3420467,0.49438152,0.12237446,0.61854255
0.03179565,0.626245,0.1732438,0.1712781,0.62653965
0.24545431,0.15513094,0.5581965,0.18870004,0.5009419
0.25588667,0.17392638,0.66292006,0.27576482,0.5065261
0.27140749,0.15258262,0.6698156,0.18698482,0.5779235
0.04282686,0.60886234,0.26302743,0.20460273,0.6568465
0.03144619,0.5948369,0.27471465,0.14169188,0.69735104
0.18960196,0.43022937,0.56375474,0.2107367,0.7369677
0.23365685,0.19809625,0.5786219,0.14170162,0.54173154
0.058249503,0.7607287,0.2261684,0.22252075,0.7114299
0.04636383,0.45698166,0.27617997,0.09331094,0.61154824
0.19682679,0.26619023,0.573361,0.16877352,0.66159445
0.0967198,0.39730296,0.35016328,0.19075961,0.65876824
0.045607865,0.4496828,0.380057,0.12440623,0.64750206
0.07855776,0.52176446,0.47713926,0.18008946,0.636171
0.26634812,0.19535366,0.5733366,0.14154597,0.57135797
0.05240208,0.44002974,0.3598828,0.11141373,0.61879146
0.51302445,0.11907327,0.6065316,0.46063048,0.48867857
0.045624346,0.4148194,0.41308427,0.1487161,0.6803371
0.379633,0.09528947,0.5591061,0.28013384,0.4300103
0.6926516,0.15815511,0.6764795,0.73095274,0.47277963
0.047955126,0.49502465,0.28004533,0.10956569,0.63715583
0.40698832,0.14794159,0.613567,0.36398345,0.4333132
0.5546381,0.12423693,0.60998577,0.45404673,0.49616426
0.06009811,0.72746825,0.13186213,0.21076824,0.7637242
0.12268603,0.35318333,0.6284317,0.254143,0.49437574
0.6549712,0.06686729,0.7136404,0.55351263,0.16082501
0.19491145,0.23336881,0.54942644,0.15649791,0.58902454
0.20144495,0.38774157,0.6513345,0.22620682,0.66927594
0.057077646,0.44800934,0.41971523,0.16251586,0.6847747
0.22446549,0.18840142,0.6823357,0.25619787,0.4483121
0.13204694,0.4876683,0.6013714,0.21028347,0.76767814
0.02520436,0.59710133,0.22430515,0.23230876,0.6513827
0.40748125,0.095412284,0.6058022,0.3099016,0.3937308
0.12793675,0.49146658,0.48074713,0.18529125,0.6928519
0.22946864,0.20336258,0.609749,0.15837105,0.53886104
0.18297279,0.22869375,0.6558688,0.10834943,0.6482542
0.19843647,0.2254087,0.53148085,0.1378447,0.5717914
0.13147926,0.2445834,0.60338384,0.20263909,0.5138105
0.3287021,0.21908146,0.5342593,0.34179628,0.33384556
0.04689896,0.39567274,0.45984694,0.15220006,0.67557156
0.5576736,0.14522922,0.64822507,0.3975572,0.55518895
0.34608656,0.13804772,0.6151329,0.29529524,0.4140916
0.23448661,0.24300736,0.7030007,0.23407064,0.44712338
0.2108365,0.233969,0.57337964,0.1541876,0.47931445
0.046717733,0.441987,0.40559125,0.10749091,0.65012217
0.2593313,0.33721334,0.6075946,0.059329376,0.6141111
0.5438649,0.16425867,0.7424137,0.4230777,0.3571005
0.33060598,0.15356229,0.6100643,0.3245427,0.39429423
0.030478597,0.48481402,0.35658112,0.2074777,0.60230684
0.47691232,0.16485536,0.65873086,0.38624513,0.40113267
0.045111984,0.56614333,0.21300018,0.12029953,0.6612851
0.07629019,0.42102715,0.38674596,0.12636428,0.6578756
0.3368078,0.15320337,0.5879775,0.20733772,0.5057263
0.6621911,0.18444592,0.6609271,0.5706897,0.09122956
0.17515147,0.30541635,0.490976,0.0802968,0.5700861
0.07240859,0.42806247,0.42556596,0.11944513,0.6459311
0.094041884,0.29686394,0.5337318,0.15570994,0.54389083
0.5178926,0.13336802,0.6440652,0.48458743,0.39791328
0.21709946,0.13541934,0.59613484,0.24048929,0.41258132
0.26641107,0.28340614,0.54907036,0.194481,0.574735
0.4219638,0.19971159,0.7379099,0.17413794,0.7271816
0.5801533,0.15263689,0.690815,0.52953225,0.39034238
0.22105068,0.20889187,0.6008374,0.16701789,0.4985109
0.5104988,0.12667115,0.700799,0.5107647,0.4229083
0.13554803,0.5210767,0.6267177,0.25040406,0.8319916
0.08672622,0.4247935,0.49471828,0.11419861,0.66271055
0.067652464,0.3354312,0.4548898,0.20882462,0.47324494
0.31511688,0.17770791,0.65437204,0.25685608,0.42342275
0.4835716,0.054704607,0.6776702,0.43984175,0.50919807
0.6644445,0.1497128,0.70418024,0.59737766,0.4318496
0.44246632,0.13714592,0.6002275,0.38812554,0.51893854
0.6233193,0.07080042,0.65203667,0.54209954,0.5831889
0.4784795,0.10328753,0.61227816,0.40082484,0.4976192
0.056964934,0.48178926,0.37623122,0.08984707,0.6703885
0.6892822,0.11732397,0.7080083,0.5896985,0.7159826
0.15590039,0.22257456,0.6637743,0.19517277,0.48502588
0.04501736,0.7728674,0.23118833,0.28137308,0.74223053
0.2049177,0.29536998,0.70562804,0.19263186,0.5893618
0.20747906,0.2497079,0.5863017,0.1791415,0.5505886
0.7605131,0.11194308,0.58982676,0.600193,0.38038626
0.025828779,0.62837344,0.18650891,0.11209981,0.6656354
0.013605118,0.57907534,0.18337879,0.19692518,0.60656565
0.08051562,0.5016086,0.5040433,0.18433847,0.59824014
0.42759132,0.1687805,0.6005749,0.26146686,0.5551123
0.094874054,0.5468119,0.6229272,0.24758877,0.7224326
0.1531387,0.22888955,0.5724847,0.15562697,0.49913323
0.09048721,0.4568113,0.40387526,0.08744611,0.8110267
0.04728329,0.4008678,0.39689466,0.18303953,0.5984903
0.056993097,0.44144815,0.55979156,0.21818878,0.6022356
0.2723109,0.18713976,0.6677518,0.10888566,0.5473434
0.053846717,0.5585129,0.41113907,0.19440804,0.6103612
0.09106916,0.3488565,0.5583638,0.1689512,0.556499
0.075425744,0.38354892,0.40211654,0.10985236,0.58466446
0.23928097,0.2319138,0.63599515,0.17144011,0.5672243
0.031336904,0.4448044,0.4011196,0.15774973,0.6751338
0.11307517,0.9832012,0.23917133,0.3285101,0.852533
0.17149091,0.25840342,0.61970806,0.14691518,0.5743306
0.17872027,0.24216783,0.62322825,0.122385904,0.6536443
0.081100315,0.43401164,0.5333893,0.16393556,0.71797943
0.3815813,0.08212623,0.59448963,0.32063645,0.3577303
0.17371792,0.24473315,0.53662914,0.11568464,0.45957762
0.1054661,0.2576529,0.6652303,0.22402059,0.5617703
0.06546235,0.56892043,0.3207869,0.103403255,0.7715979
0.0667049,0.3264553,0.5473031,0.2015206,0.5667508
0.43781382,0.14868742,0.6442398,0.30286884,0.44521242
0.5808214,0.18351515,0.77055925,0.55422324,0.31971198
0.2911902,0.1785898,0.6300482,0.25893277,0.51671773
0.062043667,0.61465776,0.226506,0.16147505,0.7417033
0.428625,0.14104211,0.66724837,0.40030795,0.3169797
0.114221334,0.619399,0.45240897,0.1913871,0.84292793
0.03271821,0.4339476,0.3323837,0.13724907,0.6167535
0.2692846,0.19412932,0.576918,0.24492775,0.4264132
0.055229068,0.44218224,0.38287506,0.10055475,0.67346525
0.21612895,0.14842986,0.6189435,0.23522554,0.3918201
0.16698766,0.2067678,0.58392555,0.18949302,0.52169317
0.17663196,0.31991366,0.6665262,0.18025701,0.61625654
0.4173652,0.11671224,0.57909864,0.3768747,0.3218024
0.024234205,0.5507933,0.26781362,0.16856511,0.85850036
0.1174742,0.27850223,0.46421102,0.13038291,0.54852617
0.1127519,0.37836096,0.6057734,0.14216031,0.6145378
0.036156714,0.6329869,0.29234597,0.21269627,0.7921196
0.13419682,0.43870422,0.51398367,0.15208875,0.6945573
0.41154444,0.124421634,0.6432887,0.4470474,0.41990456
0.24529177,0.24469465,0.63674057,0.24611749,0.56894857
0.5251563,0.11381618,0.66760415,0.42599648,0.50407314
0.07731983,0.41342446,0.43882647,0.17617597,0.5575322
0.17347422,0.41337216,0.52290314,0.105700806,0.76549906
0.16846618,0.23902422,0.4701071,0.13317277,0.45033413
0.3503059,0.16578487,0.61919653,0.20486204,0.5422638
0.13741207,0.25817686,0.61786544,0.20045613,0.5566947
0.07499036,0.44324934,0.42179906,0.12151833,0.6160515
0.1361275,0.27523524,0.5723669,0.1428134,0.54813504
0.17658618,0.25977138,0.5637652,0.13226353,0.51076365
0.15643883,0.29987237,0.53813314,0.11511646,0.57095087
0.24131548,0.44116974,0.6962071,0.22375225,0.82056344
0.18641752,0.25313172,0.59468615,0.1316873,0.5652417
0.7551908,0.13210884,0.7154226,0.77230495,0.17897463
0.036807448,0.51182586,0.21665084,0.06932418,0.63095844
0.092665315,0.3071007,0.41320238,0.14009337,0.5575943
0.09994975,0.3186491,0.51786774,0.17952834,0.58304507
0.4141345,0.19337094,0.7345829,0.45562792,0.37628663
0.32866263,0.18244925,0.6148062,0.24087335,0.6493224
0.16381606,0.25124326,0.5837325,0.094536915,0.69054335
0.47248238,0.12980068,0.590575,0.40606314,0.4380684
0.057837337,0.6648443,0.2541393,0.19515939,0.76568544
0.11397335,0.42862108,0.46230242,0.0646158,0.6858669
0.2798953,0.1433182,0.57196814,0.21158291,0.45183462
0.15338004,0.29713684,0.5409636,0.056723192,0.52894706
0.09506729,0.8857037,0.043735366,0.22084223,0.5889758
0.62066543,0.15709767,0.6703248,0.56154627,0.5180322
0.22298339,0.28185126,0.76792145,0.22004287,0.64269817
0.31728286,0.14787996,0.55022377,0.20830162,0.53541267
0.35437477,0.102667846,0.61562306,0.25285834,0.5139737
0.23252511,0.22598168,0.6716113,0.2006564,0.5283956
0.68257767,0.23487365,0.75367117,0.65692353,0.36617926
0.12093401,0.41216862,0.56467843,0.19029818,0.60775304
0.1390422,0.27718106,0.6449337,0.20340903,0.5526384
0.407328,0.11491971,0.5733349,0.3325814,0.46358633
0.063628584,0.51898116,0.3398605,0.07773577,0.7283096
0.2770471,0.22469845,0.5990103,0.13589199,0.62816477
0.06418282,0.44973788,0.3580277,0.101107046,0.7356211
0.07180554,0.5632044,0.46363792,0.1417829,0.8723167
0.13890564,0.28686365,0.5359239,0.22119461,0.42431304
0.05391869,0.43162876,0.4633322,0.11637144,0.7032062
0.27805442,0.15210538,0.6167105,0.22425865,0.3934158
0.24921262,0.1320338,0.5407795,0.24436276,0.48644704
0.27607787,0.26906514,0.705497,0.2250909,0.5806511
0.10716009,0.33385956,0.5517478,0.11419095,0.6540212
0.24248803,0.19643211,0.70175564,0.2217689,0.61307204
0.09810847,0.32121563,0.5437561,0.1416155,0.51966983
0.26099157,0.17897725,0.580176,0.21295829,0.479932
0.04047528,0.57031775,0.21670687,0.15345918,0.5769527
0.3440879,0.1724347,0.6580252,0.31289566,0.47322685
0.027540565,0.48944804,0.1851593,0.13198991,0.62447774
0.04080525,0.49564755,0.4037686,0.14026393,0.77391547
0.38666868,0.16167411,0.6448416,0.298019,0.4223455
0.123999715,0.4267432,0.5883678,0.16771339,0.61055565
0.34872633,0.18357593,0.62406486,0.25402093,0.4955551
0.26747507,0.26086757,0.75587654,0.32211065,0.3643605
0.7094914,0.13859868,0.7344484,0.77917546,0.51031727
0.086144984,0.91175264,0.10218762,0.24008031,0.86779344
0.043255925,0.6603107,0.2533074,0.2269987,0.60465056
0.3044073,0.22592929,0.7783518,0.21561168,0.69680804
0.059568286,0.35726368,0.40308464,0.1745259,0.6043777
0.042011946,0.40987164,0.5051707,0.1821392,0.65378207
0.026565015,0.5246809,0.40658975,0.21901153,0.5992442
0.08828968,0.41154933,0.46232566,0.1195014,0.5925668
0.37238836,0.13899696,0.651123,0.23554622,0.51922065
0.1719248,0.29661727,0.61483353,0.13253729,0.6962795
0.04310435,0.6818651,0.16023594,0.2125832,0.5671992
0.22544959,0.25749445,0.67789453,0.15956147,0.64084035
0.041062534,0.47065023,0.3431195,0.14263378,0.7204274
0.16485193,0.36235273,0.6889604,0.17465411,0.6830555
0.4806227,0.2810516,0.7234577,0.4576947,0.6377195
0.12694326,0.22655636,0.49835345,0.23014478,0.43734682
0.1920487,0.21696982,0.6035822,0.17914553,0.48415935
0.6916838,0.13262603,0.58061576,0.60299706,0.24876517
0.088018596,0.4262171,0.40034366,0.10793729,0.6617852
0.2896458,0.15564659,0.5554611,0.2683938,0.5485046
0.09120023,0.3267283,0.4464287,0.13276328,0.6014039
0.12920898,0.7313442,0.44143432,0.18209894,0.93919677
0.3530203,0.35639024,0.7847288,0.30054176,0.7095133
0.13933435,0.293693,0.51154417,0.14166431,0.572455
0.15891656,0.29749566,0.49474362,0.18967755,0.43724963
0.26016998,0.14564009,0.6206182,0.18797703,0.5759465
0.099623024,0.43581447,0.51832515,0.19308986,0.7504989
0.34960288,0.18057665,0.71703154,0.36115563,0.569865
0.33901846,0.14742103,0.60356236,0.30866307,0.45704567
0.060578465,0.37262383,0.5247567,0.07336958,0.70945495
0.40460223,0.123075575,0.51027566,0.2986635,0.55957365
0.25047028,0.25091377,0.7416247,0.24823795,0.55351436
0.18322814,0.25999662,0.6801323,0.22183196,0.5421398
0.1708765,0.22909024,0.5391023,0.19517587,0.48627797
0.047247887,0.662669,0.15787052,0.24199043,0.6790761
0.02118498,0.6405215,0.2483291,0.23869215,0.760805
0.350991,0.1300274,0.5837455,0.30623,0.35350367
0.5564001,0.13030465,0.7023265,0.4082824,0.52379906
0.07061651,0.40309525,0.52279633,0.18444996,0.58447117
0.24366874,0.3362914,0.7621058,0.07678975,0.79283756
0.2886657,0.17931676,0.5226383,0.12950785,0.6921599
0.36924452,0.20240024,0.5222875,0.2412164,0.5796576
0.37864155,0.12774657,0.6363569,0.32223982,0.3335061
0.5012951,0.10106625,0.57304436,0.45731282,0.37957066
0.14231163,0.25524607,0.41522655,0.11893584,0.56134653
0.3160329,0.16408895,0.62581694,0.31564242,0.3722799
0.11215615,0.30582923,0.4836543,0.17331277,0.4776073
0.11596438,0.27332547,0.61030686,0.19308828,0.5690852
0.29195827,0.19449383,0.6478337,0.23383181,0.571287
0.30980247,0.18572685,0.7374239,0.2392139,0.5013659
0.6212012,0.0817374,0.69290334,0.5217212,0.61795545
0.08779323,0.48609525,0.42985475,0.22319804,0.61477256
0.4959194,0.08466771,0.6047471,0.43636137,0.2905308
0.33605355,0.18900824,0.6234784,0.2998408,0.5107405
0.33169317,0.18995988,0.6531151,0.3152324,0.40601757
0.051793218,0.5928072,0.33998355,0.16253547,0.72459054
0.3533101,0.12322225,0.609767,0.29884,0.41282895
0.13562262,0.25080097,0.64977634,0.21230642,0.5284706
0.07339764,0.4165395,0.4744322,0.090841815,0.65879387
0.5657972,0.15758775,0.61555773,0.3874482,0.5470995
0.057373196,0.40636566,0.38053155,0.12610374,0.6277589
0.047981173,0.53119856,0.4798819,0.19068973,0.8490423
0.3552447,0.106481425,0.55070156,0.31979,0.3843692
0.18169698,0.28347874,0.74494237,0.24910097,0.58788145
0.8562296,0.09023912,0.6338844,0.7140508,0.36813694
0.24737668,0.22863719,0.63058674,0.14856933,0.58062816
0.08537477,0.4368701,0.4380541,0.098091856,0.654003
0.133602,0.24944732,0.6255079,0.17478113,0.57971096
0.18380538,0.19309756,0.6044187,0.20300086,0.5602735
0.37585282,0.06655663,0.5722514,0.33135927,0.4117005
0.19007882,0.554812,0.6570552,0.23455472,0.9154935
0.2806962,0.10961904,0.58957297,0.24446107,0.3570664
0.3730423,0.1469514,0.5680741,0.24078678,0.5513555
0.4746163,0.12403487,0.6249489,0.34889132,0.5889886
0.40762216,0.15631893,0.56620365,0.28086746,0.55295026
0.1073533,0.3348221,0.5369384,0.14377798,0.5894852
0.15949267,0.24791285,0.55040175,0.12887536,0.5508462
0.08146337,0.46379998,0.4009723,0.072932616,0.67626333
0.0097258985,0.523285,0.38173968,0.22538005,0.7237114
0.12602589,0.46595326,0.5238823,0.19016398,0.85886896
0.59019476,0.10236396,0.66024107,0.47478867,0.38083678
0.4288985,0.18655103,0.5506892,0.30536366,0.36739436
0.15181431,0.33478037,0.5972931,0.17177837,0.67281055
0.39433217,0.13746643,0.64604163,0.26758033,0.656613
0.34401524,0.12999052,0.54865736,0.30011427,0.43614966
0.104885876,0.31000993,0.48598388,0.15165989,0.50756764
0.36625707,0.10850126,0.6122611,0.3569284,0.49492082
0.36344934,0.14034486,0.60369444,0.34652936,0.4332862
0.088772535,0.4350459,0.5317384,0.16408713,0.61026865
