size_D,duration_D,app,har,ifc,nlan,telonuse,t01,t04,t06,t07,t09,t10,t11,Generated_Var_1,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Generated_Var_17,Generated_Var_18,effort_D
-0.15170446,0.15631929,0.72416437,0.5629089,0.9938653,0.15033029,-0.033850674,0.21785519,0.4269804,0.45193577,0.2879312,0.45584637,0.41417554,0.29635575,0.5747523,0.32873952,0.67321396,0.27362376,0.277805,-0.11045954,0.15394416,0.43886885,0.40472734,0.6425233,0.5485808,0.41856217,0.4927275,0.8119521,0.7686156,0.4706758,0.7554569,-0.094355255
-0.21877103,0.25578094,0.58641756,0.5427645,0.957022,0.220737,-0.4349051,0.33658117,0.22597983,0.39968407,0.21037674,0.43859455,0.5124502,0.12332709,0.71312654,0.20513597,1.1724734,0.015594906,0.2775685,-0.08585493,0.3264796,0.73392266,0.63147897,0.6646004,0.9205026,0.26789957,0.8569214,1.2114629,1.274205,0.82773864,1.1815548,-0.18978763
0.06698253,0.21687809,0.51760507,0.55664164,0.76941466,0.4659323,0.37983748,0.38976645,0.5465996,0.5737047,0.35619137,0.5816808,0.49028638,0.56126624,0.16101477,0.5431731,0.3228159,0.51248527,0.4938562,0.3109026,0.33684817,0.1450067,0.091422975,0.7208297,0.14727144,0.6006832,0.1635979,0.32970667,0.26757467,0.14495397,0.48624265,0.08315006
0.032216176,0.4174984,1.1106421,0.83090276,1.2548137,0.25593972,0.17959243,0.38625744,0.7314552,0.5315,0.3710331,0.62542546,0.5066931,0.5098318,0.42653447,0.5858652,0.5356355,0.66203636,0.6506238,-0.05038844,0.19092558,0.16169506,0.08184673,1.0631053,0.46806294,0.7538769,0.29964247,0.66722345,0.62537664,0.35635504,0.69498277,0.039583933
-0.03008272,0.07324926,0.11026233,0.33454335,0.50908023,0.61259055,0.28518665,0.41608825,0.33659354,0.6269909,0.2595174,0.52643144,0.5833764,0.5141807,0.055764534,0.4332846,0.4818521,0.2670154,0.39373097,0.5039301,0.54275954,0.2677501,0.17188081,0.63902295,0.14184573,0.45024514,0.31509748,0.39230877,0.34034917,0.19499151,0.60686815,-0.050619084
-0.12529728,0.16675211,0.7874595,0.6387704,1.1238669,0.26937836,0.12512566,0.24776486,0.5120392,0.5535322,0.31743157,0.5362376,0.46280652,0.42593217,0.62862384,0.41707924,0.6489454,0.37477133,0.35616076,-0.057793073,0.21756448,0.41487566,0.4132964,0.7034137,0.5836412,0.49207905,0.49044365,0.8148571,0.7859885,0.45477524,0.7775569,-0.05330218
-0.08271638,0.108434394,0.13456282,0.25872627,0.4705513,0.38674125,-0.049421463,0.32799667,0.20301,0.3994364,0.16317676,0.3677558,0.4648531,0.21004723,0.22886601,0.238465,0.5811395,0.058419846,0.24015713,0.27376017,0.3998571,0.40285385,0.32961524,0.44402596,0.30715615,0.22987452,0.43539783,0.54978263,0.54282206,0.35372055,0.679371,-0.08023138
-0.075069785,0.12904114,0.6612631,0.5567389,0.99114954,0.36680913,0.30451056,0.28854483,0.5010048,0.58737314,0.33281282,0.56371737,0.45764548,0.48780948,0.46639407,0.4616672,0.4778078,0.40475333,0.3577763,0.087179326,0.28739512,0.34774807,0.3383689,0.6191902,0.43317217,0.5064966,0.38637394,0.6220321,0.5677721,0.30542973,0.6489699,0.0063598044
-0.078572065,0.12915862,0.66927683,0.56129974,0.98159003,0.31419036,0.29157358,0.2967125,0.51325375,0.5710298,0.35418743,0.5814128,0.47082198,0.48297882,0.47157148,0.47516128,0.43645325,0.4374338,0.33311296,0.08314978,0.26415044,0.35893714,0.32649794,0.61688924,0.3841857,0.496258,0.34848624,0.5752549,0.4995419,0.30915347,0.6108595,0.031804424
-0.04144674,0.08935614,0.23098053,0.30441514,0.5522681,0.4076005,0.058032434,0.32739705,0.23488793,0.46462703,0.21693388,0.43357685,0.47140262,0.31126547,0.22030373,0.29810396,0.4879223,0.1577903,0.3157995,0.2726293,0.3820858,0.3402977,0.28067017,0.49359208,0.25418377,0.31295872,0.3645664,0.48741826,0.47783142,0.28356585,0.6106459,-0.04717564
0.17955416,0.20944935,0.20821936,0.7212299,0.79314333,1.3106658,0.7423793,0.86388224,0.7668066,1.1837695,0.59180117,1.0825841,0.94541836,1.2693999,-0.18142371,0.92954934,0.6122593,0.79947037,0.94037,1.1089591,1.0030434,0.06738062,-0.018337943,1.2996738,-0.05369272,0.9955923,0.2745183,0.34222162,0.21392363,0.14294112,0.7327459,0.045418065
-0.12045364,0.10435844,0.20191927,0.33276427,0.5966888,0.40473887,0.049323358,0.2921899,0.27557105,0.443547,0.15495677,0.4148789,0.48160133,0.2809756,0.30745858,0.29047078,0.63292617,0.100948915,0.24575245,0.2363357,0.4135042,0.44707075,0.3673116,0.4853924,0.38055527,0.2627777,0.45204803,0.63234925,0.60344315,0.36237264,0.74763954,-0.08363336
-0.13433954,0.09839858,0.5865048,0.5152823,0.9295939,0.27342463,0.19802065,0.21494336,0.46739304,0.50755817,0.26173085,0.49211293,0.41281462,0.39554006,0.48875597,0.37832868,0.55529225,0.32153988,0.255717,-0.0022867117,0.23729011,0.40945333,0.3912583,0.5867462,0.46325356,0.4150086,0.43336943,0.6785352,0.6165342,0.35847977,0.6947285,-0.038918387
-0.0817271,0.2820392,0.82834864,0.79228157,1.2165754,0.48458326,0.38505808,0.31861082,0.6947726,0.6656981,0.29514897,0.6697886,0.5183793,0.6343241,0.5512707,0.5334542,0.7291328,0.4951586,0.4973041,0.011491396,0.35458952,0.34934384,0.3371863,0.92125654,0.68662125,0.6289862,0.4817434,0.873855,0.82052445,0.41850677,0.9142356,-0.046653073
-0.20331657,0.21980031,0.5607346,0.56143355,0.9421916,0.2541094,-0.17448626,0.24947987,0.33328837,0.43423748,0.15778586,0.44422078,0.46272102,0.21824203,0.6554639,0.2603272,1.010463,0.106349126,0.24230972,-0.0849252,0.2837876,0.6222916,0.5690821,0.64320743,0.82543063,0.30410638,0.7094914,1.081992,1.0615819,0.6627366,1.0762203,-0.18008237
0.36496446,0.6849881,1.0917997,0.9915893,1.268167,0.7583002,0.5174745,0.72428316,0.8696662,0.74552137,0.46408588,0.93164206,0.6713129,0.8633075,-0.007826249,0.90089566,0.51327974,1.021278,1.1251676,0.4442387,0.52898854,-0.109292746,-0.21865888,1.3667321,0.22363001,1.0551791,0.10734828,0.3543174,0.32383594,0.18721427,0.6629292,0.254927
-0.13565443,0.14890188,0.29754797,0.30374786,0.6243503,0.26623884,-0.23060541,0.28866228,0.16296485,0.35454357,0.17498629,0.36260206,0.44150543,0.13810974,0.42074916,0.18666728,0.73625565,0.008066742,0.22003564,0.10541588,0.33241853,0.5271263,0.45613146,0.42986673,0.5113472,0.20996132,0.5813775,0.75891674,0.7855321,0.48981023,0.80412984,-0.09763764
-0.08449743,0.12537712,0.088010445,0.21848215,0.42118418,0.39164293,-0.32784328,0.36536172,0.07448122,0.34265414,0.14222866,0.34000748,0.51310945,0.124455005,0.2511456,0.14512311,0.7406616,-0.059770174,0.23925626,0.2615106,0.44207203,0.4803141,0.40523207,0.48853678,0.3866564,0.15975723,0.55827767,0.6784345,0.7468095,0.47880808,0.8208611,-0.122182876
0.014620684,0.31415448,0.8641366,0.687776,1.0505897,0.31978825,0.23498115,0.34660238,0.62551385,0.49468893,0.35294327,0.54981494,0.47664723,0.48994958,0.35169694,0.5274585,0.4355769,0.55780834,0.5350503,0.037730284,0.20985624,0.17473724,0.112140074,0.8572444,0.35266906,0.64981604,0.26066765,0.54038936,0.49835363,0.2644033,0.5938586,0.052628588
0.5292166,0.8929216,1.2693121,1.182337,1.4350765,0.94204855,0.5785426,0.94757056,1.02195,0.8887158,0.57841206,1.1749823,0.8038554,1.0382826,-0.10063049,1.0947473,0.59153646,1.2715924,1.4147364,0.6401386,0.6567877,-0.198586,-0.33836132,1.6550978,0.17378587,1.2754945,0.0893437,0.31521797,0.29280636,0.2064381,0.7182114,0.33169654
-0.064347066,0.20734423,0.7597617,0.6045347,0.9885917,0.24585915,0.18953393,0.28831804,0.5516011,0.49691433,0.3198846,0.53058875,0.442879,0.4252066,0.43365422,0.47039944,0.45264885,0.44600087,0.39120123,0.0018333457,0.18946475,0.28000095,0.23571801,0.69723344,0.38312727,0.5378616,0.324963,0.5949192,0.50853634,0.3043159,0.6017622,0.021516431
-0.07361266,0.09369743,0.5714034,0.5340885,0.9212877,0.35961422,0.32276723,0.28788486,0.50230306,0.5739758,0.31602207,0.5691025,0.48327747,0.5024786,0.4742957,0.4549233,0.45467967,0.4006097,0.30265573,0.14161056,0.30518413,0.38996422,0.35059983,0.57637584,0.37065694,0.45581847,0.3549361,0.5644605,0.49336162,0.3067737,0.62191474,0.026784662
-0.11265242,0.1411952,0.2629627,0.3030168,0.56550395,0.2892481,-0.24683905,0.3027125,0.16039363,0.33350688,0.16869119,0.35189378,0.44236398,0.13936552,0.3988844,0.18180458,0.7116221,-0.0093040615,0.21460596,0.12081126,0.32957974,0.4968942,0.43941313,0.44507587,0.46657145,0.19087516,0.54536116,0.7266799,0.74733615,0.47702724,0.7886846,-0.102139086
-0.12061277,0.1128159,0.6425314,0.5348416,1.0022733,0.2845816,0.17376252,0.24483936,0.47228184,0.54116756,0.30357283,0.5317972,0.4541168,0.41297686,0.5434561,0.40998423,0.54839,0.34223542,0.29344243,0.022927359,0.25336474,0.42757308,0.4019608,0.5949112,0.47859553,0.43225795,0.45108065,0.6945201,0.6468875,0.3861326,0.70036936,-0.023881337
0.17943963,0.33037826,0.55617726,0.6857674,0.8792796,0.7108835,0.6130251,0.57330257,0.652598,0.7411684,0.3934282,0.77089477,0.58465296,0.83228785,0.028640904,0.7404256,0.38992044,0.7083874,0.78110826,0.5433274,0.5576394,0.07752045,-0.015405521,1.0048567,0.09359177,0.80633855,0.12977903,0.28793824,0.20263004,0.108167894,0.54014325,0.118778795
-0.1398043,0.1524606,0.4184263,0.40099907,0.7202976,0.23921332,-0.17237192,0.25547302,0.27671024,0.3651781,0.18898445,0.39520183,0.41428447,0.17922236,0.4807104,0.22418997,0.7428227,0.08116899,0.22083625,0.016427007,0.25944355,0.50803196,0.4446544,0.50530255,0.5418737,0.2503914,0.54561234,0.8087685,0.7947278,0.50299305,0.81728685,-0.112531334
-0.13652678,0.1636446,0.79490054,0.59519905,1.051866,0.17034157,0.051069032,0.25180903,0.48940155,0.49065292,0.32970205,0.5054867,0.4370057,0.35495007,0.5734137,0.39069968,0.5972773,0.361381,0.30749205,-0.097036265,0.15012251,0.40864497,0.3802597,0.6631086,0.5055829,0.4672099,0.44561368,0.76050496,0.69081473,0.43363675,0.69960713,-0.05750871
0.14531562,0.39738274,0.8035573,0.70992804,0.94732636,0.42894578,0.3618431,0.452202,0.6672156,0.52526766,0.32849428,0.63293827,0.4846858,0.5734908,0.1229315,0.65374124,0.3600058,0.6821594,0.66239125,0.23098302,0.31905273,0.060693126,-0.054791242,0.9294028,0.19739982,0.7197863,0.15454721,0.3579823,0.27996594,0.17050783,0.5316524,0.13938253
-0.121316664,0.12844336,0.38010857,0.3502167,0.6937382,0.2559005,-0.11635402,0.2662033,0.24052617,0.38771653,0.20776461,0.40275633,0.42153344,0.21431427,0.44847286,0.25010705,0.6365533,0.10783552,0.21800601,0.06869983,0.28605008,0.4842955,0.42761672,0.437453,0.45976752,0.26073247,0.5126861,0.6935034,0.6923665,0.43379045,0.7241242,-0.06453442
-0.1155591,0.08669493,0.44297925,0.45538974,0.8170687,0.33083,0.2150421,0.22914423,0.44018346,0.50535536,0.24170002,0.48483753,0.44385278,0.40258336,0.42490432,0.38610888,0.53999126,0.27921247,0.26667452,0.08945366,0.3064326,0.4085974,0.36553282,0.54731166,0.4050309,0.37530494,0.40930864,0.621042,0.56232905,0.33160254,0.6819154,-0.02528153
-0.15160362,0.20020606,0.40648416,0.41823846,0.7151758,0.3136114,-0.225888,0.33769146,0.23259985,0.40264243,0.2133757,0.42774957,0.48327252,0.1913496,0.5087059,0.22522835,0.8337384,0.053951625,0.25920868,0.10144495,0.36218432,0.56300884,0.486696,0.55716276,0.60848135,0.27871084,0.6350596,0.8609507,0.89190364,0.5532919,0.8965949,-0.098128706
0.015563728,0.14218916,0.41073212,0.49748224,0.7233054,0.58128214,0.42492554,0.3973211,0.5349815,0.6566201,0.32959706,0.54496175,0.5012872,0.64218307,0.16352986,0.49605548,0.41147614,0.4274514,0.47273088,0.38189107,0.44167978,0.15494744,0.16970748,0.72761965,0.22878107,0.5582395,0.23766491,0.4399982,0.38444993,0.18671972,0.5724559,0.00062148273
-0.1352268,0.12649558,0.39894727,0.37166834,0.70626384,0.22676677,-0.093506664,0.23179936,0.2683958,0.38007885,0.2031304,0.3893189,0.40106326,0.21147682,0.44997987,0.23398197,0.6423706,0.10872552,0.2046153,0.03390924,0.25953838,0.46503362,0.40969706,0.46368784,0.4704283,0.2732517,0.49528354,0.71244764,0.6973909,0.42225024,0.73504865,-0.07504592
-0.13029571,0.10272869,0.52796626,0.44212943,0.84956276,0.23322137,0.063112654,0.22783911,0.36073187,0.45740592,0.26147214,0.4537712,0.41313305,0.31639665,0.47950315,0.32026774,0.54788285,0.24421176,0.23679036,0.020145467,0.23913243,0.43168437,0.39590716,0.50950414,0.4361975,0.36151314,0.44692767,0.6639724,0.6220879,0.37488812,0.6775396,-0.03665209
0.25562215,0.54364693,0.8960326,0.8065269,1.0483308,0.5906236,0.39049456,0.6044706,0.76703596,0.60805273,0.40400252,0.7881981,0.56341565,0.7200383,0.0007779272,0.7872602,0.42975163,0.8272892,0.898314,0.3653206,0.433954,-0.0337911,-0.16253386,1.1649283,0.14944026,0.8656307,0.106519386,0.33072373,0.27467445,0.18602076,0.60290766,0.17986582
-0.09265792,0.09725304,0.63140917,0.51896673,0.9660301,0.31035584,0.25942072,0.2741554,0.4788895,0.5683844,0.3297969,0.5584908,0.45610985,0.45268,0.4887218,0.44597667,0.46333855,0.38972047,0.30627486,0.075656384,0.2662505,0.39386454,0.37355727,0.56944644,0.41043714,0.45734137,0.38871384,0.6004607,0.5406835,0.32557973,0.6307937,0.009881031
-0.06691286,0.08585797,0.15390038,0.2700671,0.4955588,0.41180214,0.05471406,0.3156169,0.25561175,0.45630425,0.21021692,0.4130244,0.48230356,0.32030427,0.17791246,0.3006185,0.48965356,0.1448862,0.27640557,0.29909226,0.3925312,0.3273366,0.2472981,0.5027331,0.23284301,0.32184744,0.3663742,0.4729894,0.44637778,0.2756832,0.6183531,-0.06125836
-0.1260279,0.12526226,0.6332526,0.5239654,0.9818138,0.27127284,0.14445487,0.25334397,0.4489754,0.52706355,0.3013672,0.520672,0.4621028,0.38764095,0.5328187,0.39690724,0.5390983,0.33819768,0.28140888,0.023299526,0.24220785,0.42785618,0.3956282,0.57292867,0.4654352,0.42820624,0.44403464,0.68245924,0.62140006,0.37858933,0.68016076,-0.014177106
-0.094597235,0.120252974,0.46432865,0.55456054,0.8682416,0.44905767,0.36928403,0.27649838,0.5576396,0.5948282,0.26800856,0.52220356,0.458711,0.56421703,0.31289628,0.45076296,0.5797069,0.38824522,0.3366528,0.14738198,0.32663262,0.30133033,0.30547166,0.7104001,0.41387588,0.49554595,0.37818965,0.6360656,0.5198027,0.28179717,0.70946205,-0.072161846
-0.10920411,0.18568765,0.6422808,0.5570429,0.9551821,0.2824369,0.07809674,0.2704918,0.45499676,0.46886247,0.27989274,0.49687618,0.42850032,0.3720665,0.5307702,0.36341134,0.60273343,0.30306387,0.33623967,0.0018933583,0.24417037,0.3946166,0.38155544,0.65332556,0.51976955,0.40423337,0.42243895,0.72588015,0.7098829,0.45154807,0.7362783,-0.0437386
0.001881496,0.10852917,0.34485662,0.49492842,0.74984944,0.59524786,0.53360295,0.3748863,0.536878,0.66362363,0.3245995,0.56755185,0.5129123,0.6906787,0.16000074,0.515691,0.402077,0.45513248,0.39212033,0.3901676,0.4547318,0.22515437,0.20275131,0.68192995,0.20049694,0.5383395,0.21592769,0.4074467,0.3222383,0.1866011,0.5766671,0.001523111
-0.18255502,0.28923383,0.79732704,0.7521831,1.1949208,0.4011677,0.07605778,0.30862573,0.5671402,0.58936816,0.23892155,0.60885835,0.52257144,0.46209866,0.72381216,0.41200137,0.96367854,0.2971691,0.398239,-0.07303548,0.33309117,0.5519645,0.5394348,0.8394481,0.88394046,0.47549948,0.68807095,1.1222086,1.0932052,0.64232934,1.1262877,-0.15477683
-0.111357965,0.111821055,0.63218164,0.4985727,0.9324969,0.22928461,0.10194802,0.2627943,0.41887572,0.4966948,0.31514335,0.5053134,0.44568336,0.37272513,0.5112048,0.38811067,0.50986904,0.3256725,0.27585036,0.011920937,0.21980552,0.41827515,0.38721615,0.56119716,0.42903572,0.40773976,0.41869047,0.64842534,0.59085435,0.3811289,0.64825404,-0.017244067
-0.2318826,0.24800457,0.87430644,0.746606,1.2098569,0.17997658,-0.18476449,0.23746492,0.46136025,0.50036585,0.24057387,0.48685393,0.45396388,0.2935598,0.80883366,0.3262992,1.1163465,0.22564223,0.30082116,-0.2484654,0.19599158,0.6418446,0.6218242,0.83113337,0.97427815,0.42473236,0.7855722,1.2323694,1.2502549,0.78557736,1.1660683,-0.23244774
-0.10433057,0.090985976,0.5595679,0.49101466,0.9132018,0.27828124,0.20550318,0.23221394,0.4504764,0.51810795,0.2812342,0.5090735,0.43454033,0.39374346,0.4721414,0.39550516,0.5079776,0.33405894,0.2669211,0.04583948,0.252985,0.39770418,0.36965066,0.5555479,0.41611913,0.41841903,0.4018713,0.6311588,0.56078285,0.3419335,0.6475363,-0.011515368
-0.12780303,0.12611943,0.43101716,0.41777605,0.7467636,0.24346799,-0.04724967,0.22758889,0.3155439,0.40368783,0.20488608,0.39330766,0.41446152,0.24062751,0.47748882,0.2670933,0.6492869,0.14142561,0.21842894,0.018103546,0.25475523,0.45647204,0.41528207,0.491484,0.48493886,0.30016342,0.4915981,0.7341579,0.7031787,0.42441916,0.7460593,-0.07838252
0.047804154,0.062094357,0.19757286,0.39914352,0.5698427,0.6263666,0.42241,0.42920417,0.41616753,0.65301913,0.33862045,0.56133544,0.542271,0.6062452,0.068404235,0.47963217,0.3450593,0.40599066,0.44603506,0.51374006,0.49938542,0.19290467,0.14571968,0.62947536,0.065156415,0.5120858,0.2114513,0.29531866,0.23156026,0.15259674,0.48975205,0.006446015
0.17837656,0.12328628,0.13759431,0.6169062,0.7394016,1.2639797,0.78353614,0.83898085,0.591789,1.1472472,0.5660895,0.9790536,0.9310926,1.1651988,-0.18444128,0.8217394,0.6227027,0.76712567,0.8845691,1.1328212,1.0284431,0.1673813,0.08637471,1.1548911,-0.05927577,0.9127977,0.29447556,0.31948355,0.24405053,0.17549747,0.6902075,0.03191592
0.2103249,0.17224558,0.22327909,0.66513675,0.77796537,1.2344192,0.7368888,0.85140496,0.6674838,1.1413103,0.5853838,1.0321681,0.9053725,1.1770257,-0.15144892,0.867968,0.5502677,0.7890769,0.93103206,1.0880668,0.95558125,0.10516973,0.0019834265,1.196955,-0.08050924,0.97140044,0.24857679,0.28662193,0.20879748,0.13208854,0.65513694,0.05667219
-0.0650246,0.16815019,0.64093876,0.60490125,0.99121124,0.44786534,0.34330747,0.29914188,0.54335713,0.6147459,0.31225705,0.58319557,0.46579757,0.5383845,0.44354326,0.471391,0.5523055,0.40188685,0.41176468,0.086390115,0.3339175,0.3332143,0.3227307,0.69647837,0.49862087,0.5363106,0.41173652,0.67128396,0.6282743,0.29994756,0.72801566,-0.013624135
-0.03590681,0.059954315,0.23303263,0.34514946,0.5897499,0.46627915,0.25406155,0.33261096,0.32970244,0.5331255,0.2537498,0.47491634,0.5022749,0.4186654,0.21720822,0.36718634,0.42932987,0.25661606,0.32045785,0.33905628,0.41184416,0.31581593,0.2710667,0.5106896,0.20492664,0.37396586,0.3075096,0.44065705,0.37607723,0.23408814,0.56588566,-0.018535435
0.44905856,0.7341871,1.0197277,1.0603774,1.2751423,0.9820194,0.67945254,0.8928492,0.95135254,0.9293616,0.53429306,1.1301509,0.7845733,1.0550836,-0.13358742,1.0483133,0.5705061,1.1575145,1.2969098,0.71107423,0.71076554,-0.14125338,-0.2785316,1.5287921,0.12840013,1.1908615,0.10315697,0.2870289,0.23312977,0.15266421,0.69995964,0.26944816
-0.16174589,0.21757284,0.41164526,0.40552807,0.66926837,0.2950828,-0.23047514,0.31049457,0.3318128,0.3620423,0.23407222,0.3728366,0.4783835,0.27539828,0.40803784,0.26905924,0.77332425,0.09686547,0.25483036,0.052653566,0.26293382,0.4532183,0.35707033,0.6768092,0.54252326,0.29098767,0.5578226,0.8057921,0.8424026,0.5650294,0.8758694,-0.122120336
-0.0173571,0.27235824,0.8122982,0.6501569,0.99439454,0.27217633,0.19801216,0.33672145,0.59121656,0.48753643,0.33077055,0.55910724,0.45311758,0.4599176,0.3976871,0.5143662,0.4379983,0.5013995,0.45811498,0.0136898495,0.20060255,0.22709662,0.17775817,0.7602713,0.37622842,0.5833029,0.28902593,0.55962,0.47803372,0.29192573,0.5935074,0.04614525
-0.115605325,0.1304503,0.63363683,0.574438,0.99771225,0.32550403,0.2661409,0.23867333,0.5268299,0.55308086,0.29999718,0.5568622,0.46318457,0.46455628,0.5234481,0.4270399,0.5333075,0.37590748,0.30766806,0.0566682,0.28246483,0.4033825,0.3722561,0.64539754,0.46022254,0.45350775,0.39562848,0.6723144,0.61770475,0.36570713,0.6943222,-0.0056420304
-0.14615972,0.16352476,0.6463734,0.5544402,0.87757814,0.1986528,-0.00047434308,0.23347624,0.46384105,0.41290456,0.2538965,0.44941932,0.41269103,0.33864748,0.49397174,0.3323487,0.64776856,0.26197344,0.2766305,-0.066741884,0.1690647,0.39655125,0.32941598,0.69323266,0.5288742,0.4016885,0.43062094,0.75718117,0.7361968,0.45185184,0.7440468,-0.088909626
-0.12643799,0.26026607,0.58041346,0.79704964,1.103686,0.8295988,0.6014042,0.46084863,0.81872183,0.88413095,0.3260079,0.7751365,0.6981096,0.94879425,0.32619962,0.6790241,0.8299741,0.5299129,0.56339973,0.3822042,0.6692224,0.31003118,0.3027259,1.1117227,0.6014122,0.69657457,0.49317345,0.8375658,0.75295085,0.36634278,1.0819832,-0.09009674
-0.11860209,0.16848949,0.5838214,0.5323599,0.9422632,0.33711806,0.138424,0.26298127,0.43849948,0.5106665,0.2635988,0.50612223,0.44394523,0.39412403,0.5250656,0.36943507,0.62660664,0.28002805,0.308053,0.036882043,0.2969364,0.41892666,0.395405,0.60028136,0.5430648,0.4100622,0.47419876,0.75867164,0.71601903,0.41796044,0.7550968,-0.04402821
0.25362805,0.7493599,1.4338664,1.1256422,1.5204808,0.54146266,0.41136974,0.665682,1.020381,0.6640892,0.41639188,0.90998995,0.6475705,0.79162395,0.16944335,0.9488531,0.6126999,1.0607319,1.0871279,0.17757703,0.3771434,-0.037788685,-0.16598783,1.5309119,0.4289931,1.087492,0.19673505,0.61946875,0.5211844,0.31096467,0.82832813,0.17095013
-0.07236535,0.0549631,0.33688286,0.3554926,0.691011,0.36672544,0.16873792,0.29894736,0.32949162,0.5105345,0.26831993,0.4669225,0.48557162,0.3745885,0.32435462,0.3679723,0.44623294,0.25008544,0.27748013,0.23116724,0.34958488,0.37898225,0.3142544,0.47669083,0.27769706,0.355938,0.35398045,0.49489057,0.44764957,0.28104144,0.58408856,-0.021432752
-0.023620972,0.29512155,0.871235,0.75489146,1.140851,0.2985116,0.33369106,0.30024815,0.6902373,0.55092216,0.29348677,0.58667004,0.46671152,0.5187827,0.35283342,0.5816516,0.5543863,0.59017324,0.52440745,-0.011109265,0.22590593,0.19374056,0.12075743,0.97519577,0.43948257,0.68068945,0.30291426,0.65301704,0.5815042,0.29727793,0.6979673,-0.018678881
0.4169565,0.8888953,1.5731369,1.2338053,1.6728522,0.6612755,0.42565498,0.81576884,1.0408927,0.7700223,0.5269823,1.0509006,0.7406529,0.872714,0.17583525,1.0404334,0.6484606,1.216501,1.3268312,0.26784587,0.4580547,-0.12803821,-0.23906074,1.6485114,0.45117468,1.2340448,0.17765273,0.5681546,0.5393578,0.31919602,0.8181046,0.25260735
0.057502795,0.421022,1.0130892,0.779544,1.1487969,0.27574384,0.19281273,0.3917618,0.70302254,0.4705903,0.3515417,0.59771633,0.48244655,0.47067362,0.29954872,0.60192484,0.5119701,0.6395466,0.6397113,-0.00670927,0.18834457,0.11342621,0.016263336,1.0179292,0.39362603,0.7231906,0.25506827,0.6016066,0.5294544,0.31225628,0.67674017,0.048541423
-0.09211276,0.10192733,0.63336754,0.5630671,0.99348676,0.3441302,0.2920472,0.2841383,0.51356685,0.58801013,0.32393348,0.5840337,0.4972894,0.4928689,0.52935094,0.45961297,0.498533,0.40730053,0.3046543,0.10971251,0.29142195,0.42454615,0.38331294,0.6002215,0.41492745,0.4697383,0.39043218,0.6234067,0.5479778,0.33659157,0.6555269,0.019926127
-0.17347309,0.17671585,0.42828184,0.4066097,0.7506799,0.21750055,-0.26726556,0.25962058,0.20684491,0.365328,0.18350315,0.3737886,0.43547967,0.14143182,0.53918797,0.1910789,0.87748826,0.029581437,0.23440555,-0.011854896,0.28739747,0.5772703,0.51659125,0.5095209,0.66143656,0.23568894,0.6541856,0.91571367,0.9414933,0.58391094,0.9141599,-0.13421397
-0.15059444,0.18590651,0.589744,0.60044205,0.946722,0.3473546,0.12076737,0.25828916,0.5146822,0.51463115,0.22481388,0.52228457,0.47813854,0.4063096,0.5851261,0.39840817,0.74172324,0.26708513,0.28402376,0.009780001,0.2965444,0.4983135,0.45754808,0.6808206,0.6194184,0.4155567,0.5472481,0.84137475,0.77530515,0.477243,0.8706217,-0.07351411
-0.094494335,0.08678284,0.6619183,0.51701725,0.99609774,0.2752369,0.2278071,0.27976933,0.47582006,0.5742119,0.35027754,0.5733362,0.47405756,0.44139588,0.5146841,0.44978413,0.4557007,0.40548486,0.2946336,0.07145705,0.24528405,0.4218761,0.39057755,0.55733377,0.39955777,0.44778568,0.39763516,0.5998608,0.53527015,0.34129897,0.6135805,0.01429354
-0.11917414,0.33257565,1.0374528,0.8199167,1.2389584,0.14422226,0.07350546,0.24886769,0.6836282,0.46385396,0.31823164,0.5214168,0.4301123,0.41356415,0.4739969,0.5030858,0.73130137,0.51047194,0.4601962,-0.20738873,0.123846404,0.26431063,0.16921268,1.0583546,0.61962694,0.6354236,0.40134594,0.9057791,0.8281043,0.47409695,0.87284327,-0.12266946
0.040202048,0.10425652,-0.22407264,0.29664516,0.38795644,1.1309818,0.2091848,0.78671145,0.22836632,0.9132378,0.35322192,0.7418132,0.9560993,0.6314245,-0.23389399,0.47001848,0.7890785,0.31068775,0.6855179,1.0114235,1.0800935,0.31981173,0.20334086,0.94437015,0.017165693,0.55112094,0.48512903,0.46384716,0.42400607,0.30999154,0.8304713,-0.082644075
-0.11750488,0.12381827,0.332072,0.33206928,0.6341464,0.28221795,-0.094997585,0.27335244,0.22826672,0.38081986,0.19004768,0.38905904,0.43225142,0.2009209,0.39613998,0.23380914,0.6208102,0.09378077,0.21905336,0.11513817,0.32299376,0.45818615,0.3941751,0.4564526,0.41239926,0.24747322,0.48208386,0.6626544,0.65979844,0.40750912,0.7172313,-0.061892625
0.022194114,0.10710113,0.2407294,0.47786075,0.65629053,0.743683,0.53803754,0.46271375,0.5225971,0.733673,0.35500857,0.6186118,0.59184265,0.7585565,0.028913774,0.54741675,0.44338152,0.45817718,0.49273777,0.56423116,0.5869091,0.17559928,0.15039256,0.7662277,0.099737294,0.5829524,0.24551195,0.3585823,0.28773427,0.149024,0.58993673,0.0028776824
