AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_4,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Effort
25.0,0.0,28.0,0.0,0.0,0.0,0.0,5.6,5.0,5.6,5.0,3.0,140.0,0.0,5.089371,-6.17451,10.273855,-0.1586917,-18.084703,140
73.0,9.0,61.0,3.0,0.0,0.0,73.0,19.2,19.2,19.2,19.2,8.0,1404.0,0.0,19.273682,-15.928101,11.408743,-3.5297,-67.020645,1404
100.0,61.0,0.0,0.0,0.0,42.0,28.0,9.3,9.0,11.2,10.9,12.0,1119.0,0.0,16.95986,-13.968016,10.057706,-3.1001813,-58.905666,929
273.0,103.0,183.0,15.0,17.0,0.0,318.0,1.9,1.7,1.9,1.7,5.0,528.0,0.0,9.92508,-1.1991953,8.793236,0.48478454,-28.321533,528
587.0,108.0,119.0,94.0,203.0,0.0,524.0,6.4,7.2,6.4,7.2,15.0,3748.0,0.0,41.24066,-34.5368,24.23525,-7.607473,-144.06277,3748
1437.0,920.0,154.0,41.0,203.0,0.0,1318.0,3.4,3.7,3.4,3.7,18.0,4900.0,1.0,59.93225,-24.28742,28.764254,-7.663605,-178.2839,4900
97.0,3.0,101.0,3.0,0.0,7.0,108.0,19.1,16.3,19.1,16.3,12.0,1853.0,0.0,25.377935,-21.099148,14.973012,-4.6628423,-88.42937,1853
224.0,110.0,25.0,6.0,49.0,5.0,195.0,12.9,14.8,14.8,17.0,13.0,3322.0,0.0,39.813858,-33.717224,22.935118,-7.605806,-138.23401,2890
321.0,168.0,46.0,9.0,77.0,15.0,315.0,3.4,3.4,3.4,3.4,11.0,1076.0,1.0,14.241184,-5.338904,6.9662995,-1.8029783,-41.76385,1076
99.0,6.0,4.0,19.0,59.0,10.0,98.0,24.1,24.4,29.1,29.3,4.0,2876.0,0.0,35.974567,-32.377808,18.357557,-8.170718,-120.57109,2387
416.0,179.0,40.0,54.0,109.0,7.0,318.0,3.8,4.1,4.6,4.9,6.0,1911.0,0.0,21.152346,-17.51956,12.505696,-3.8784392,-73.60947,1586
71.0,21.0,21.0,4.0,14.0,5.0,25.0,14.0,15.3,16.9,18.5,4.0,1201.0,0.0,16.951225,-14.169952,9.801508,-3.2401202,-58.431858,997
120.0,60.0,48.0,12.0,0.0,0.0,12.0,1.8,1.8,1.8,1.8,5.0,212.0,0.0,7.8588853,-7.3843107,11.931178,1.6890211,-30.111025,212
213.0,72.0,43.0,3.0,84.0,30.0,132.0,6.0,5.5,6.0,5.5,12.0,1278.0,0.0,18.109606,-14.94199,10.729043,-3.3136103,-62.938038,1278
1634.0,625.0,387.0,223.0,399.0,0.0,1634.0,4.3,4.3,4.3,4.3,12.0,7060.0,0.0,74.783356,-55.836403,42.680676,-12.633053,-253.05505,7060
275.0,184.0,11.0,48.0,7.0,0.0,7.0,2.6,2.8,2.6,2.8,9.0,702.0,0.0,15.896222,-12.274504,9.528523,-2.4125512,-53.863255,702
458.0,202.0,66.0,75.0,115.0,0.0,458.0,2.0,2.0,2.0,2.0,16.0,903.0,0.0,12.14059,4.7385287,3.52945,-1.4733899,-30.701218,903
218.0,28.0,118.0,44.0,0.0,10.0,91.0,31.0,33.8,37.4,40.8,8.0,8151.0,0.0,106.14677,-95.045815,55.430466,-23.406467,-359.51773,6765
498.0,107.0,132.0,7.0,77.0,122.0,445.0,16.5,18.5,16.5,18.5,19.0,8227.0,0.0,103.00275,-86.856804,60.298073,-19.072475,-360.6735,8227
143.0,54.0,65.0,0.0,14.0,0.0,11.0,2.3,2.5,2.8,3.0,4.0,402.0,0.0,9.410734,-8.045938,8.298487,-1.1206033,-34.142406,334
722.0,163.0,0.0,202.0,237.0,20.0,622.0,5.8,6.7,5.8,6.7,9.0,4164.0,0.0,44.03845,-36.90687,25.86887,-8.126832,-153.87512,4164
236.0,27.0,192.0,12.0,37.0,0.0,268.0,29.0,25.5,29.0,25.5,15.0,6844.0,0.0,88.1034,-74.23523,51.598366,-16.306686,-308.4188,6844
239.0,39.0,70.0,18.0,62.0,55.0,244.0,6.9,6.8,6.9,6.8,10.0,1661.0,0.0,20.299501,-16.797098,12.007719,-3.720124,-70.618385,1661
1882.0,711.0,589.0,218.0,442.0,0.0,1960.0,3.2,3.1,3.2,3.1,10.0,6068.0,0.0,66.740425,-37.475292,34.67651,-9.076521,-211.04443,6068
291.0,188.0,29.0,0.0,69.0,37.0,323.0,20.8,18.8,22.4,20.2,14.0,6519.0,0.0,79.92646,-67.30838,46.82385,-14.78879,-279.74084,6063
328.0,124.0,71.0,61.0,66.0,0.0,322.0,2.0,2.1,2.0,2.1,13.0,665.0,0.0,9.955792,0.5402004,5.955729,-1.4324358,-26.933714,665
264.0,126.0,7.0,50.0,84.0,0.0,267.0,2.1,2.0,2.1,2.0,6.0,544.0,0.0,8.905932,1.314758,7.952645,-1.1406753,-24.2081,544
270.0,54.0,42.0,53.0,91.0,30.0,270.0,3.3,3.3,3.3,3.3,6.0,893.0,0.0,10.78296,-5.9737706,5.8471723,-1.4657073,-33.909477,893
32.0,0.0,7.0,12.0,0.0,10.0,29.0,11.0,12.1,11.0,12.1,2.5,352.0,0.0,7.144162,-4.75075,7.34092,-0.47890908,-23.693,352
1382.0,353.0,245.0,7.0,581.0,253.0,1439.0,2.4,2.3,2.4,2.3,8.0,3344.0,1.0,30.845442,-15.305163,15.581146,-3.8822472,-95.01605,3344
98.0,45.0,5.0,19.0,28.0,0.0,94.0,4.1,4.2,5.0,5.0,1.0,487.0,0.0,7.532187,-4.358309,7.1067376,-0.75756747,-24.375256,404
289.0,3.0,100.0,0.0,66.0,145.0,314.0,19.8,18.3,19.8,18.3,8.0,5732.0,0.0,73.46104,-61.831383,43.048706,-13.588604,-257.06546,5732
1059.0,299.0,234.0,144.0,217.0,60.0,954.0,21.6,24.0,24.9,27.6,17.0,26345.0,0.0,319.2068,-281.503,172.70721,-66.98859,-1094.3433,22920
724.0,331.0,12.0,189.0,164.0,0.0,530.0,13.0,13.5,15.7,16.3,9.0,11336.0,0.0,136.72763,-119.2744,75.37073,-27.936115,-470.79532,9409
40.0,10.0,22.0,0.0,17.0,0.0,49.0,7.1,5.8,7.1,5.8,4.0,285.0,1.0,6.6851954,-4.0250564,9.716931,0.347647,-21.899796,285
128.0,72.0,18.0,24.0,7.0,0.0,4.0,10.1,10.7,12.2,12.9,3.0,1558.0,0.0,23.253614,-19.29959,13.732622,-4.2685027,-80.97899,1293
1248.0,249.0,262.0,146.0,423.0,15.0,1095.0,12.2,13.8,12.2,13.8,12.0,15165.0,1.0,178.93219,-151.17825,104.63322,-33.167416,-626.9717,15165
387.0,109.0,118.0,67.0,90.0,7.0,391.0,8.5,8.4,10.2,10.1,17.0,3960.0,0.0,45.736652,-38.506237,26.667479,-8.550824,-159.49025,3287
73.0,0.0,65.0,0.0,0.0,5.0,19.0,10.5,10.9,12.6,13.1,3.0,920.0,0.0,14.312018,-11.724972,8.511633,-2.6086562,-49.619213,764
151.0,22.0,0.0,68.0,47.0,0.0,32.0,14.5,16.0,17.5,19.3,3.0,2643.0,0.0,35.805435,-30.796219,20.024948,-7.1827464,-123.169785,2194
465.0,48.0,162.0,0.0,196.0,37.0,443.0,4.3,4.5,5.2,5.5,4.0,2427.0,0.0,25.012665,-20.78972,14.759733,-4.59504,-87.1483,2014
63.0,29.0,0.0,9.0,24.0,0.0,62.0,13.1,13.3,15.8,16.1,4.0,996.0,0.0,12.891265,-10.883715,7.247206,-2.5899832,-43.868458,827
226.0,88.0,70.0,19.0,28.0,0.0,92.0,11.1,12.2,11.1,12.2,10.0,2508.0,0.0,35.18906,-29.410364,20.701725,-6.484099,-122.838745,2508
115.0,76.0,11.0,28.0,0.0,0.0,10.0,1.7,1.7,1.7,1.7,1.5,201.0,0.0,8.766412,-8.717513,16.51148,3.1320477,-32.461395,201
189.0,39.0,112.0,3.0,28.0,0.0,0.0,3.0,3.1,3.0,3.1,15.0,563.0,0.0,13.86016,-10.625366,8.325266,-2.07067,-46.847202,563
55.0,52.0,0.0,6.0,0.0,0.0,58.0,9.7,9.2,11.7,11.1,11.0,643.0,0.0,9.88131,-6.9983397,7.608317,-1.6020267,-33.181324,534
85.0,12.0,44.0,0.0,24.0,0.0,12.0,12.2,13.0,14.7,15.7,4.0,1252.0,0.0,18.469698,-15.247032,10.939298,-3.3804557,-64.20094,1039
2143.0,219.0,657.0,3.0,485.0,437.0,1801.0,20.2,24.0,24.3,29.0,7.0,52172.0,0.0,632.3091,-574.69135,321.36478,-143.99516,-2129.8318,43303
520.0,181.0,160.0,9.0,55.0,25.0,430.0,6.0,7.3,6.0,7.3,8.0,3133.0,0.0,36.54988,-30.563143,21.496304,-6.736711,-127.611374,3133
113.0,25.0,34.0,16.0,27.0,0.0,38.0,15.9,17.7,18.3,20.3,3.0,2070.0,0.0,28.345095,-23.645973,16.66559,-5.236154,-98.76518,1801
264.0,85.0,17.0,26.0,133.0,0.0,157.0,10.0,10.1,12.0,12.2,6.0,3180.0,0.0,39.51697,-33.338066,22.914993,-7.464338,-137.46336,2639
349.0,162.0,24.0,18.0,112.0,30.0,342.0,6.8,6.8,6.8,6.8,4.0,2360.0,0.0,26.694557,-22.142534,15.730991,-4.8959365,-92.96557,2360
229.0,88.0,5.0,0.0,17.0,131.0,241.0,11.0,10.5,12.7,12.0,5.0,2897.0,0.0,36.15851,-30.839188,20.53852,-7.0750394,-124.95094,2520
172.0,88.0,40.0,4.0,30.0,7.0,169.0,10.4,10.6,10.4,10.6,5.0,1788.0,1.0,22.42132,-18.594532,13.246648,-4.114002,-78.05998,1788
323.0,108.0,57.0,53.0,74.0,31.0,323.0,3.8,3.8,3.8,3.8,13.0,1238.0,0.0,15.819343,-9.013507,8.504659,-2.1832287,-50.10249,1238
89.0,15.0,28.0,17.0,7.0,30.0,24.0,5.0,4.6,5.0,4.6,4.0,442.0,0.0,9.354783,-7.7720246,7.1800566,-1.5365059,-33.14335,442
878.0,113.0,404.0,161.0,133.0,17.0,828.0,3.8,4.1,4.3,4.5,5.0,3742.0,0.0,40.463253,-33.878242,23.781317,-7.463159,-141.33627,3368
220.0,81.0,50.0,51.0,42.0,0.0,224.0,1.3,1.3,1.3,1.3,3.0,281.0,0.0,11.745481,-0.67181164,16.95929,6.475439,-28.500347,281
150.0,125.0,4.0,20.0,0.0,0.0,6.0,4.6,4.6,5.5,5.6,3.0,828.0,0.0,14.727432,-12.113747,8.788294,-2.6955693,-51.02062,687
161.0,60.0,38.0,30.0,41.0,0.0,169.0,1.4,1.3,1.4,1.3,2.0,220.0,0.0,10.070874,-1.8534433,16.28165,6.17856,-26.085588,220
804.0,345.0,334.0,0.0,236.0,42.0,957.0,14.2,11.9,17.1,14.3,12.0,13720.0,0.0,161.28157,-140.89261,88.72597,-33.047417,-555.17664,11388
272.0,63.0,20.0,61.0,71.0,30.0,245.0,35.7,39.7,41.1,45.6,14.0,11172.0,0.0,139.38286,-124.43721,73.34811,-30.413315,-473.42953,9720
33.0,8.0,7.0,0.0,10.0,15.0,32.0,4.4,3.6,4.4,3.6,2.0,145.0,0.0,8.938266,-5.955677,18.627052,1.9289873,-24.3026,145
64.0,20.0,28.0,10.0,7.0,0.0,65.0,2.2,2.2,2.2,2.2,3.0,140.0,0.0,9.647723,-4.919749,18.422318,4.1792784,-24.370068,140
277.0,48.0,110.0,47.0,49.0,0.0,84.0,4.6,5.0,4.6,5.0,19.0,1265.0,0.0,20.989079,-17.381252,12.410363,-3.8481324,-73.03685,1265
322.0,78.0,100.0,67.0,54.0,0.0,179.0,16.3,17.5,19.6,21.1,13.0,6316.0,0.0,80.66865,-70.616295,44.0398,-16.739115,-276.6539,5242
164.0,52.0,56.0,18.0,7.0,20.0,110.0,17.0,18.2,17.0,18.2,11.0,2791.0,0.0,37.905754,-31.711739,22.287998,-6.9884048,-132.36668,2791
145.0,48.0,10.0,72.0,14.0,0.0,144.0,5.1,5.2,6.2,6.2,3.0,894.0,0.0,11.314635,-8.394685,6.6470356,-1.9223425,-38.14346,742
73.0,36.0,24.0,12.0,0.0,0.0,0.0,8.0,8.1,9.6,9.8,5.0,704.0,0.0,12.1173525,-9.865823,7.23017,-2.2012568,-41.92213,584
245.0,42.0,179.0,24.0,42.0,15.0,302.0,3.6,3.0,3.6,3.0,7.0,893.0,0.0,12.9999,-7.450858,7.0596185,-1.803663,-41.20753,893
406.0,209.0,36.0,125.0,20.0,0.0,102.0,13.9,14.5,16.7,17.4,7.0,6794.0,0.0,90.8386,-77.325386,52.267544,-17.337353,-316.37305,5639
98.0,35.0,0.0,41.0,20.0,0.0,28.0,56.5,57.6,68.0,69.4,5.0,6666.0,0.0,87.428444,-79.151085,44.526188,-19.879372,-293.9703,5533
83.0,44.0,10.0,3.0,25.0,0.0,15.0,4.9,5.0,6.0,6.0,3.0,494.0,0.0,8.961129,-8.457871,9.426382,-0.67332035,-33.930683,410
182.0,30.0,59.0,39.0,29.0,0.0,0.0,5.5,6.4,6.6,7.7,5.0,1206.0,0.0,20.006296,-16.548717,11.836518,-3.6656973,-69.59007,1001
820.0,460.0,98.0,199.0,175.0,0.0,685.0,3.1,2.7,3.1,2.7,11.0,2552.0,1.0,35.56308,-21.789566,19.186333,-5.132789,-114.63454,2552
545.0,116.0,226.0,131.0,72.0,0.0,79.0,16.0,16.0,16.0,16.0,11.0,8740.0,0.0,125.04966,-105.533226,73.17127,-23.165089,-437.996,8740
105.0,96.0,9.0,0.0,0.0,0.0,21.0,1.9,1.9,1.9,1.9,8.0,198.0,0.0,11.369673,-9.12595,23.089195,3.0145128,-35.880615,198
55.0,12.0,10.0,14.0,15.0,0.0,9.0,42.7,46.0,51.4,55.5,1.0,2828.0,0.0,38.744488,-34.402832,20.375242,-8.488315,-130.9433,2347
62.0,27.0,4.0,0.0,31.0,7.0,69.0,13.2,11.8,15.9,14.3,8.0,984.0,0.0,12.950416,-10.951073,7.2610364,-2.6126325,-44.03934,817
109.0,0.0,105.0,0.0,0.0,0.0,0.0,2.3,2.4,2.8,2.9,1.0,300.0,0.0,8.369842,-10.779492,11.9171,-0.60621506,-33.39368,249
436.0,27.0,334.0,15.0,0.0,60.0,436.0,17.8,17.8,17.8,17.8,15.0,7762.0,0.0,100.13731,-84.42941,58.624958,-18.540565,-350.62387,7762
179.0,60.0,44.0,6.0,38.0,40.0,188.0,4.3,4.1,5.2,5.0,4.0,935.0,0.0,11.662811,-8.705216,6.8524528,-1.9897075,-39.385715,776
1710.0,932.0,521.0,233.0,214.0,0.0,1900.0,7.7,6.9,7.7,6.9,21.0,13130.0,0.0,150.66722,-127.23439,88.12932,-27.92052,-527.8413,13130
128.0,49.0,15.0,25.0,31.0,0.0,120.0,12.8,13.7,14.8,15.8,2.0,1890.0,0.0,23.557121,-19.730392,13.701359,-4.4423356,-81.67528,1644
174.0,21.0,7.0,30.0,50.0,32.0,140.0,77.7,96.6,77.7,96.6,8.0,13528.0,1.0,175.24356,-148.05354,102.47943,-32.482662,-614.035,13528
70.0,28.0,4.0,15.0,21.0,0.0,39.0,8.8,9.1,10.6,10.9,5.0,743.0,0.0,10.827688,-8.772651,6.4738975,-1.9612,-37.4205,617
379.0,159.0,29.0,57.0,119.0,15.0,379.0,6.3,6.3,6.3,6.3,7.0,2391.0,0.0,27.273153,-21.652033,15.924339,-4.8457294,-93.84297,2391
258.0,12.0,16.0,230.0,0.0,0.0,26.0,2.3,2.3,2.3,2.3,5.0,605.0,0.0,16.193367,-12.098182,9.628645,-1.8978355,-53.585613,605
129.0,33.0,0.0,39.0,24.0,25.0,121.0,16.0,17.1,18.4,19.6,4.0,2372.0,0.0,30.131702,-25.965157,16.741714,-6.112804,-103.32333,2064
856.0,349.0,194.0,74.0,84.0,155.0,856.0,3.0,3.0,3.0,3.0,12.0,2551.0,0.0,33.400074,-15.934935,16.649275,-4.1011415,-102.11371,2551
127.0,56.0,14.0,10.0,39.0,0.0,25.0,13.1,14.0,15.8,16.9,7.0,2010.0,0.0,28.011456,-23.472126,16.340204,-5.247805,-97.36448,1668
381.0,119.0,107.0,9.0,28.0,65.0,137.0,4.8,5.5,4.8,5.5,19.0,1817.0,0.0,28.572378,-23.805225,16.838242,-5.255837,-99.63284,1817
234.0,117.0,19.0,93.0,0.0,5.0,231.0,21.8,21.8,21.8,21.8,10.0,5103.0,0.0,65.26362,-54.887165,38.262234,-12.066898,-228.31561,5103
215.0,58.0,62.0,46.0,51.0,0.0,82.0,13.2,13.1,15.9,15.7,8.0,3417.0,0.0,46.104286,-39.074814,26.57348,-8.793014,-160.23453,2836
1406.0,541.0,70.0,290.0,335.0,90.0,1326.0,10.6,11.3,10.5,11.1,1.0,14698.0,1.0,172.01576,-145.31923,100.59474,-31.883492,-602.7146,14938
85.0,21.0,67.0,3.0,0.0,15.0,22.0,12.3,9.9,12.3,9.9,13.0,1049.0,0.0,17.624784,-14.531287,10.445954,-3.2236106,-61.23768,1049
59.0,10.0,32.0,3.0,21.0,5.0,71.0,18.0,14.9,21.7,18.0,10.0,1278.0,0.0,17.27574,-14.853453,9.498003,-3.5772016,-58.686993,1061
358.0,139.0,0.0,89.0,70.0,40.0,338.0,38.9,41.2,46.8,49.6,9.0,16770.0,0.0,207.67485,-190.40027,103.28199,-48.31535,-695.9136,13919
73.0,40.0,0.0,12.0,10.0,0.0,0.0,50.3,59.3,60.7,71.4,7.0,4428.0,0.0,59.662933,-53.4309,30.998611,-13.259758,-201.39487,3675
597.0,189.0,96.0,78.0,239.0,7.0,609.0,4.3,4.2,4.3,4.2,6.0,2542.0,0.0,27.12109,-18.930202,15.325836,-4.3486123,-90.137436,2542
276.0,90.0,120.0,34.0,14.0,0.0,101.0,8.1,8.7,8.1,8.7,2.0,2244.0,0.0,33.38097,-27.878689,19.645975,-6.148461,-116.49744,2244
728.0,181.0,165.0,15.0,84.0,167.0,330.0,11.1,13.1,13.3,15.8,4.0,9694.0,0.0,121.85273,-105.71972,67.83017,-24.52966,-420.6482,8046
59.0,0.0,55.0,0.0,0.0,0.0,11.0,83.8,89.9,101.0,108.3,6.0,5958.0,0.0,79.63604,-72.0651,40.566093,-18.104815,-267.71402,4945
98.0,36.0,32.0,9.0,17.0,0.0,45.0,13.4,14.0,16.1,16.8,11.0,1582.0,0.0,22.043983,-18.487192,12.771491,-4.1875668,-76.286575,1313
756.0,452.0,66.0,127.0,84.0,5.0,302.0,4.3,4.4,4.3,4.4,7.0,3214.0,0.0,46.818832,-39.262196,27.492338,-8.642962,-163.62643,3214
155.0,120.0,34.0,0.0,0.0,0.0,47.0,3.1,3.1,3.8,3.8,10.0,582.0,0.0,12.1901865,-11.4742,15.87728,0.16579264,-46.983692,483
544.0,125.0,104.0,107.0,133.0,0.0,107.0,4.2,4.9,5.1,5.9,4.0,2778.0,0.0,41.52605,-34.778564,24.40189,-7.6604486,-145.0637,2306
813.0,27.0,677.0,34.0,0.0,100.0,18.0,2.0,1.9,2.0,1.9,9.0,1634.0,0.0,53.399574,-39.356934,31.326223,-3.6116068,-176.30862,1634
75.0,23.0,0.0,30.0,27.0,14.0,94.0,9.6,7.7,9.6,7.7,6.0,720.0,0.0,11.101008,-7.119715,6.2833123,-1.6794186,-36.075485,720
112.0,85.0,4.0,16.0,14.0,0.0,119.0,9.6,9.0,9.6,9.0,13.0,1073.0,1.0,15.710312,-10.223916,8.809911,-2.3903525,-51.28532,1073
211.0,73.0,32.0,79.0,22.0,5.0,111.0,16.9,16.9,16.9,16.9,13.0,3566.0,0.0,49.04209,-41.145565,28.7905,-9.055668,-171.42383,3566
895.0,222.0,271.0,222.0,63.0,0.0,778.0,0.9,1.0,0.9,1.0,7.0,780.0,0.0,30.056879,12.71604,16.98649,22.678669,-61.165905,780
74.0,18.0,7.0,37.0,7.0,5.0,74.0,54.0,54.0,54.0,54.0,14.0,3995.0,0.0,53.635433,-45.036686,31.472544,-9.908337,-187.53348,3995
3331.0,1049.0,519.0,399.0,595.0,360.0,2922.0,14.7,16.8,14.7,16.8,42.0,49034.0,1.0,593.83575,-502.65207,346.89508,-110.186714,-2082.113,49034
64.0,15.0,18.0,9.0,15.0,5.0,12.0,6.1,6.3,7.4,7.6,6.0,472.0,0.0,8.726031,-9.482321,11.846424,0.2715351,-35.60256,392
1402.0,328.0,804.0,187.0,49.0,63.0,1431.0,12.6,12.3,12.3,12.0,23.0,17219.0,0.0,215.00803,-181.7389,125.69789,-39.86423,-753.4961,17607
337.0,128.0,21.0,86.0,77.0,25.0,337.0,1.8,1.8,1.9,1.9,8.0,657.0,0.0,11.276264,-1.9433724,15.42203,0.19694489,-33.9285,591
73.0,0.0,0.0,67.0,0.0,10.0,39.0,11.1,10.5,13.4,12.7,6.0,978.0,0.0,14.792392,-12.297793,8.56545,-2.808668,-51.08898,812
64.0,12.0,28.0,17.0,7.0,0.0,47.0,8.8,8.8,10.6,10.6,12.0,680.0,0.0,10.730797,-9.099907,8.713787,-1.6017306,-38.504498,564
1703.0,186.0,463.0,0.0,516.0,316.0,1481.0,5.0,5.8,5.0,5.8,8.0,8549.0,0.0,92.84557,-78.25244,54.367313,-17.186981,-325.0505,8549
151.0,41.0,21.0,29.0,41.0,19.0,151.0,2.6,2.6,2.9,2.9,3.0,434.0,0.0,8.536417,-4.5962734,14.247021,1.2015822,-29.413261,391
66.0,27.0,14.0,6.0,17.0,0.0,42.0,27.5,28.4,33.2,34.2,2.0,2189.0,0.0,29.574488,-25.96826,15.833432,-6.333012,-100.27844,1817
70.0,24.0,0.0,3.0,42.0,5.0,74.0,7.7,7.3,9.4,8.9,3.0,659.0,0.0,9.701011,-7.4603486,8.992883,-1.1376581,-34.01752,540
754.0,301.0,130.0,204.0,90.0,0.0,213.0,9.9,10.3,11.9,12.4,8.0,8967.0,0.0,121.25821,-102.3214,70.95744,-22.46127,-424.6987,7443
325.0,106.0,49.0,31.0,80.0,12.0,136.0,26.7,31.2,32.1,37.5,6.0,10437.0,0.0,133.17673,-119.51224,69.3068,-29.489426,-450.8362,8663
168.0,84.0,7.0,45.0,40.0,22.0,198.0,27.5,23.3,27.5,23.3,12.0,4622.0,0.0,59.424767,-49.940956,34.85294,-10.983021,-207.8377,4622
226.0,99.0,50.0,43.0,63.0,5.0,260.0,4.0,3.5,4.0,3.5,7.0,915.0,1.0,13.783122,-5.5079217,6.798403,-1.6960876,-40.8035,915
335.0,83.0,71.0,71.0,111.0,17.0,353.0,75.8,72.0,75.8,72.0,12.0,25401.0,1.0,324.93585,-274.8611,189.88464,-60.27033,-1139.0327,25401
76.0,21.0,51.0,3.0,0.0,0.0,63.0,7.5,7.6,9.0,9.1,5.0,686.0,0.0,11.017151,-9.027607,9.55237,-1.4378073,-39.301678,569
221.0,31.0,133.0,0.0,45.0,5.0,53.0,6.8,7.1,8.2,8.5,4.0,1822.0,0.0,27.900429,-23.236006,16.445896,-5.1310983,-97.2762,1512
1010.0,213.0,224.0,111.0,212.0,75.0,758.0,5.0,6.1,5.0,6.1,11.0,5053.0,0.0,58.116497,-48.83269,34.089043,-10.740166,-203.24939,5053
116.0,46.0,12.0,22.0,35.0,15.0,130.0,16.7,14.9,16.7,14.9,10.0,1939.0,0.0,25.460123,-21.16877,15.021003,-4.678102,-88.71762,1939
39.0,25.0,0.0,3.0,14.0,0.0,11.0,2.9,2.7,2.9,2.7,1.0,114.0,0.0,12.055591,-11.2820215,29.93653,2.761788,-30.993422,114
170.0,75.0,12.0,23.0,39.0,0.0,108.0,9.0,10.3,9.0,10.3,8.0,1532.0,1.0,20.691996,-17.129585,12.2368965,-3.7929823,-71.99492,1532
179.0,85.0,0.0,49.0,59.0,0.0,193.0,26.4,24.5,31.8,29.5,4.0,5690.0,0.0,70.49529,-63.418606,36.333977,-15.822241,-237.562,4723
166.0,126.0,0.0,38.0,0.0,0.0,0.0,17.9,18.1,21.6,21.8,13.0,3580.0,0.0,50.14501,-42.689297,28.703022,-9.672632,-174.00021,2971
354.0,48.0,34.0,174.0,73.0,25.0,354.0,16.5,16.5,16.5,16.5,10.0,5841.0,0.0,73.07099,-61.500965,42.82095,-13.516193,-255.69748,5841
615.0,546.0,0.0,74.0,7.0,0.0,627.0,1.5,1.5,1.5,1.5,8.0,941.0,0.0,29.530886,11.464355,39.56419,3.084571,-84.60434,941
126.0,46.0,7.0,18.0,49.0,15.0,135.0,8.2,7.7,8.2,7.7,8.0,1035.0,0.0,14.40813,-9.976593,8.257045,-2.311712,-47.727207,1035
1390.0,379.0,377.0,133.0,182.0,170.0,1241.0,4.0,4.5,4.0,4.5,13.0,5597.0,0.0,62.1408,-49.58156,36.047733,-11.058514,-214.22458,5597
129.0,30.0,59.0,10.0,39.0,0.0,94.0,23.2,21.7,27.9,26.1,8.0,3600.0,0.0,47.156418,-41.542614,25.27943,-10.057587,-160.4762,2988
203.0,35.0,48.0,6.0,14.0,100.0,203.0,15.9,15.9,15.9,15.9,5.0,3219.0,0.0,42.436913,-35.55018,24.93374,-7.829532,-148.25827,3219
758.0,116.0,312.0,132.0,30.0,58.0,648.0,6.1,7.1,6.1,7.1,15.0,4630.0,0.0,56.140686,-47.15894,32.93536,-10.37339,-196.31985,4630
558.0,92.0,116.0,57.0,196.0,0.0,461.0,7.4,8.9,7.4,8.9,6.0,4112.0,0.0,46.95557,-39.37803,27.572182,-8.668344,-164.10602,4112
25.0,14.0,0.0,4.0,7.0,0.0,22.0,23.2,23.2,23.2,23.2,6.0,580.0,0.0,12.061229,-8.197906,13.66521,-0.83434516,-39.86346,580
850.0,94.0,348.0,205.0,45.0,74.0,320.0,12.9,14.3,15.5,17.2,5.0,13183.0,0.0,174.3281,-150.22626,98.40626,-34.30697,-604.5753,10942
235.0,78.0,10.0,123.0,68.0,0.0,13.0,4.0,3.4,4.8,4.0,9.0,1129.0,0.0,19.237436,-15.911463,11.69862,-3.547314,-67.10038,937
58.0,15.0,0.0,19.0,22.0,0.0,26.0,43.4,44.9,52.2,54.1,8.0,3030.0,0.0,41.12124,-36.750378,21.353102,-9.157124,-138.51218,2515
316.0,14.0,118.0,14.0,155.0,0.0,139.0,8.2,8.6,8.2,8.6,8.0,2600.0,0.0,36.24272,-30.30294,21.316956,-6.6796956,-126.53412,2600
7633.0,1240.0,2455.0,135.0,1732.0,1572.0,1376.0,3.3,3.5,3.3,3.5,19.0,25217.0,0.0,445.33298,-376.85214,260.18445,-82.61988,-1561.2871,25217
119.0,0.0,118.0,0.0,0.0,0.0,95.0,1.5,1.5,1.8,1.8,2.0,212.0,0.0,9.84459,-10.547552,20.808357,6.4963074,-30.111435,176
55.0,12.0,17.0,6.0,14.0,10.0,59.0,6.2,5.8,7.5,7.0,3.0,411.0,0.0,9.236009,-8.470777,17.2059,1.428971,-34.067554,341
1644.0,240.0,858.0,177.0,91.0,115.0,1481.0,9.9,11.0,9.9,11.0,38.0,16357.0,0.0,201.39374,-170.20592,117.748505,-37.336987,-705.74835,16357
1193.0,196.0,667.0,149.0,115.0,54.0,516.0,2.5,2.5,3.0,3.1,12.0,3622.0,0.0,58.43535,-49.10279,34.275215,-10.799349,-204.36765,3006
605.0,155.0,231.0,91.0,105.0,0.0,582.0,2.8,2.9,3.4,3.5,8.0,2041.0,0.0,22.242727,-15.8574295,12.706094,-3.6374452,-74.28926,1694
389.0,120.0,94.0,77.0,63.0,10.0,198.0,2.9,3.1,2.9,3.1,6.0,1134.0,0.0,18.113398,-14.549718,10.671916,-3.252117,-62.503777,1134
132.0,56.0,0.0,27.0,38.0,7.0,128.0,9.0,9.3,10.8,11.2,8.0,1429.0,0.0,17.79532,-14.903829,10.271774,-3.4095442,-61.352345,1186
