Dataset                      Metric                    metric valor     t      l
../datasets_2/china.arff     MAE                      277.737         300  0.006
../datasets_2/china.arff     Median Absolute Error    111.342         300  0.006
../datasets_2/china.arff     RMSE                     587.097         300  0.006
../datasets_2/china.arff     R2 Score                   0.99117       300  0.006
../datasets_2/china.arff     MAE                      312.188         400  0.002
../datasets_2/china.arff     Median Absolute Error     64.0712        400  0.002
../datasets_2/china.arff     RMSE                     825.642         400  0.002
../datasets_2/china.arff     R2 Score                   0.982538      400  0.002
../datasets_2/china.arff     MAE                      318.644         400  0.003
../datasets_2/china.arff     Median Absolute Error    100.836         400  0.003
../datasets_2/china.arff     RMSE                     799.361         400  0.003
../datasets_2/china.arff     R2 Score                   0.983632      400  0.003
../datasets_2/china.arff     MAE                      290.089         400  0.004
../datasets_2/china.arff     Median Absolute Error     53.2684        400  0.004
../datasets_2/china.arff     RMSE                     818.521         400  0.004
../datasets_2/china.arff     R2 Score                   0.982838      400  0.004
../datasets_2/china.arff     MAE                      358.982         400  0.005
../datasets_2/china.arff     Median Absolute Error     65.5881        400  0.005
../datasets_2/china.arff     RMSE                    1089.23          400  0.005
../datasets_2/china.arff     R2 Score                   0.969608      400  0.005
../datasets_2/china.arff     MAE                      303.064         400  0.006
../datasets_2/china.arff     Median Absolute Error     89.5042        400  0.006
../datasets_2/china.arff     RMSE                     772.729         400  0.006
../datasets_2/china.arff     R2 Score                   0.984704      400  0.006
../datasets_2/china.arff     MAE                      310.904         500  0.002
../datasets_2/china.arff     Median Absolute Error     68.2191        500  0.002
../datasets_2/china.arff     RMSE                     856.86          500  0.002
../datasets_2/china.arff     R2 Score                   0.981192      500  0.002
../datasets_2/china.arff     MAE                      287.314         500  0.003
../datasets_2/china.arff     Median Absolute Error     91.9275        500  0.003
../datasets_2/china.arff     RMSE                     747.99          500  0.003
../datasets_2/china.arff     R2 Score                   0.985668      500  0.003
../datasets_2/china.arff     MAE                      351.694         500  0.004
../datasets_2/china.arff     Median Absolute Error    128.319         500  0.004
../datasets_2/china.arff     RMSE                     796.215         500  0.004
../datasets_2/china.arff     R2 Score                   0.98376       500  0.004
../datasets_2/china.arff     MAE                      345.994         500  0.005
../datasets_2/china.arff     Median Absolute Error     98.0036        500  0.005
../datasets_2/china.arff     RMSE                     865.946         500  0.005
../datasets_2/china.arff     R2 Score                   0.980791      500  0.005
../datasets_2/china.arff     MAE                      331.797         500  0.006
../datasets_2/china.arff     Median Absolute Error     88.3104        500  0.006
../datasets_2/china.arff     RMSE                     868.78          500  0.006
../datasets_2/china.arff     R2 Score                   0.980665      500  0.006
../datasets_2/china.arff     MAE                      350.804         600  0.002
../datasets_2/china.arff     Median Absolute Error     71.3735        600  0.002
../datasets_2/china.arff     RMSE                     987.773         600  0.002
../datasets_2/china.arff     R2 Score                   0.975006      600  0.002
../datasets_2/china.arff     MAE                      281.244         600  0.003
../datasets_2/china.arff     Median Absolute Error     89.3426        600  0.003
../datasets_2/china.arff     RMSE                     656.705         600  0.003
../datasets_2/china.arff     R2 Score                   0.988953      600  0.003
../datasets_2/china.arff     MAE                      293.267         600  0.004
../datasets_2/china.arff     Median Absolute Error    127.423         600  0.004
../datasets_2/china.arff     RMSE                     686.811         600  0.004
../datasets_2/china.arff     R2 Score                   0.987916      600  0.004
../datasets_2/china.arff     MAE                      342.175         600  0.005
../datasets_2/china.arff     Median Absolute Error     77.9682        600  0.005
../datasets_2/china.arff     RMSE                     979.632         600  0.005
../datasets_2/china.arff     R2 Score                   0.975416      600  0.005
../datasets_2/china.arff     MAE                      404.581         600  0.006
../datasets_2/china.arff     Median Absolute Error     78.4584        600  0.006
../datasets_2/china.arff     RMSE                    1065.53          600  0.006
../datasets_2/china.arff     R2 Score                   0.970916      600  0.006
../datasets_2/china.arff     MAE                      360.127         700  0.002
../datasets_2/china.arff     Median Absolute Error    135.356         700  0.002
../datasets_2/china.arff     RMSE                     838.036         700  0.002
../datasets_2/china.arff     R2 Score                   0.982009      700  0.002
../datasets_2/china.arff     MAE                      372.01          700  0.003
../datasets_2/china.arff     Median Absolute Error     91.2167        700  0.003
../datasets_2/china.arff     RMSE                     947.383         700  0.003
../datasets_2/china.arff     R2 Score                   0.977008      700  0.003
../datasets_2/china.arff     MAE                      330.61          700  0.004
../datasets_2/china.arff     Median Absolute Error    108.724         700  0.004
../datasets_2/china.arff     RMSE                     750.244         700  0.004
../datasets_2/china.arff     R2 Score                   0.985581      700  0.004
../datasets_2/china.arff     MAE                      401.005         700  0.005
../datasets_2/china.arff     Median Absolute Error     90.5935        700  0.005
../datasets_2/china.arff     RMSE                    1046.26          700  0.005
../datasets_2/china.arff     R2 Score                   0.971958      700  0.005
../datasets_2/china.arff     MAE                      407.784         700  0.006
../datasets_2/china.arff     Median Absolute Error     81.3441        700  0.006
../datasets_2/china.arff     RMSE                    1273.33          700  0.006
../datasets_2/china.arff     R2 Score                   0.958466      700  0.006
../datasets_2/china.arff     MAE                      276.21          800  0.002
../datasets_2/china.arff     Median Absolute Error     83.179         800  0.002
../datasets_2/china.arff     RMSE                     721.885         800  0.002
../datasets_2/china.arff     R2 Score                   0.986651      800  0.002
../datasets_2/china.arff     MAE                      297.592         800  0.003
../datasets_2/china.arff     Median Absolute Error    105.835         800  0.003
../datasets_2/china.arff     RMSE                     657.557         800  0.003
../datasets_2/china.arff     R2 Score                   0.988924      800  0.003
../datasets_2/china.arff     MAE                      288.58          800  0.004
../datasets_2/china.arff     Median Absolute Error     91.8909        800  0.004
../datasets_2/china.arff     RMSE                     664.363         800  0.004
../datasets_2/china.arff     R2 Score                   0.988693      800  0.004
../datasets_2/china.arff     MAE                      329.616         800  0.005
../datasets_2/china.arff     Median Absolute Error    143.629         800  0.005
../datasets_2/china.arff     RMSE                     649.664         800  0.005
../datasets_2/china.arff     R2 Score                   0.989188      800  0.005
../datasets_2/china.arff     MAE                      376.919         800  0.006
../datasets_2/china.arff     Median Absolute Error     89.956         800  0.006
../datasets_2/china.arff     RMSE                     956.294         800  0.006
../datasets_2/china.arff     R2 Score                   0.976574      800  0.006
../datasets_2/china.arff     MAE                      421.816         900  0.002
../datasets_2/china.arff     Median Absolute Error    109.413         900  0.002
../datasets_2/china.arff     RMSE                    1071.42          900  0.002
../datasets_2/china.arff     R2 Score                   0.970594      900  0.002
../datasets_2/china.arff     MAE                      326.264         900  0.003
../datasets_2/china.arff     Median Absolute Error    104.158         900  0.003
../datasets_2/china.arff     RMSE                     744.372         900  0.003
../datasets_2/china.arff     R2 Score                   0.985806      900  0.003
../datasets_2/china.arff     MAE                      379.603         900  0.004
../datasets_2/china.arff     Median Absolute Error     66.6497        900  0.004
../datasets_2/china.arff     RMSE                     994.944         900  0.004
../datasets_2/china.arff     R2 Score                   0.974642      900  0.004
../datasets_2/china.arff     MAE                      302.007         900  0.005
../datasets_2/china.arff     Median Absolute Error     95.5747        900  0.005
../datasets_2/china.arff     RMSE                     791.545         900  0.005
../datasets_2/china.arff     R2 Score                   0.98395       900  0.005
../datasets_2/china.arff     MAE                      300.503         900  0.006
../datasets_2/china.arff     Median Absolute Error     95.4803        900  0.006
../datasets_2/china.arff     RMSE                     760.491         900  0.006
../datasets_2/china.arff     R2 Score                   0.985185      900  0.006
../datasets_2/china.arff     MAE                      361.126        1000  0.002
../datasets_2/china.arff     Median Absolute Error     76.348        1000  0.002
../datasets_2/china.arff     RMSE                     926.793        1000  0.002
../datasets_2/china.arff     R2 Score                   0.977997     1000  0.002
../datasets_2/china.arff     MAE                      320.403        1000  0.003
../datasets_2/china.arff     Median Absolute Error     82.8756       1000  0.003
../datasets_2/china.arff     RMSE                     770.262        1000  0.003
../datasets_2/china.arff     R2 Score                   0.984802     1000  0.003
../datasets_2/china.arff     MAE                      309.424        1000  0.004
../datasets_2/china.arff     Median Absolute Error     83.4372       1000  0.004
../datasets_2/china.arff     RMSE                     833.421        1000  0.004
../datasets_2/china.arff     R2 Score                   0.982207     1000  0.004
../datasets_2/china.arff     MAE                      284.815        1000  0.005
../datasets_2/china.arff     Median Absolute Error     83.3017       1000  0.005
../datasets_2/china.arff     RMSE                     698.807        1000  0.005
../datasets_2/china.arff     R2 Score                   0.987491     1000  0.005
../datasets_2/china.arff     MAE                      283.917        1000  0.006
../datasets_2/china.arff     Median Absolute Error    131.842        1000  0.006
../datasets_2/china.arff     RMSE                     568.334        1000  0.006
../datasets_2/china.arff     R2 Score                   0.991726     1000  0.006
../datasets_2/albrecht.arff  MAE                       10.6993        100  0.002
../datasets_2/albrecht.arff  Median Absolute Error      8.50285       100  0.002
../datasets_2/albrecht.arff  RMSE                      11.9275        100  0.002
../datasets_2/albrecht.arff  R2 Score                  -5.03376       100  0.002
../datasets_2/albrecht.arff  MAE                       11.3825        100  0.003
../datasets_2/albrecht.arff  Median Absolute Error      9.95568       100  0.003
../datasets_2/albrecht.arff  RMSE                      12.1126        100  0.003
../datasets_2/albrecht.arff  R2 Score                  -5.22239       100  0.003
../datasets_2/albrecht.arff  MAE                       12.0172        100  0.004
../datasets_2/albrecht.arff  Median Absolute Error     10.2852        100  0.004
../datasets_2/albrecht.arff  RMSE                      13.0633        100  0.004
../datasets_2/albrecht.arff  R2 Score                  -6.23758       100  0.004
../datasets_2/albrecht.arff  MAE                       12.0552        100  0.005
../datasets_2/albrecht.arff  Median Absolute Error     11.7047        100  0.005
../datasets_2/albrecht.arff  RMSE                      12.6884        100  0.005
../datasets_2/albrecht.arff  R2 Score                  -5.82813       100  0.005
../datasets_2/albrecht.arff  MAE                        8.31963       100  0.006
../datasets_2/albrecht.arff  Median Absolute Error      5.20209       100  0.006
../datasets_2/albrecht.arff  RMSE                       9.57697       100  0.006
../datasets_2/albrecht.arff  R2 Score                  -2.88994       100  0.006
../datasets_2/albrecht.arff  MAE                       10.3238        200  0.002
../datasets_2/albrecht.arff  Median Absolute Error      8.92515       200  0.002
../datasets_2/albrecht.arff  RMSE                      11.1146        200  0.002
../datasets_2/albrecht.arff  R2 Score                  -4.23928       200  0.002
../datasets_2/albrecht.arff  MAE                       16.9115        200  0.003
../datasets_2/albrecht.arff  Median Absolute Error     15.6857        200  0.003
../datasets_2/albrecht.arff  RMSE                      18.056         200  0.003
../datasets_2/albrecht.arff  R2 Score                 -12.8271        200  0.003
../datasets_2/albrecht.arff  MAE                       10.8832        200  0.004
../datasets_2/albrecht.arff  Median Absolute Error      9.2994        200  0.004
../datasets_2/albrecht.arff  RMSE                      11.9403        200  0.004
../datasets_2/albrecht.arff  R2 Score                  -5.04667       200  0.004
../datasets_2/albrecht.arff  MAE                       16.3176        200  0.005
../datasets_2/albrecht.arff  Median Absolute Error     14.9432        200  0.005
../datasets_2/albrecht.arff  RMSE                      17.4025        200  0.005
../datasets_2/albrecht.arff  R2 Score                 -11.8442        200  0.005
../datasets_2/albrecht.arff  MAE                        7.92619       200  0.006
../datasets_2/albrecht.arff  Median Absolute Error      6.80884       200  0.006
../datasets_2/albrecht.arff  RMSE                       9.15033       200  0.006
../datasets_2/albrecht.arff  R2 Score                  -2.55107       200  0.006
../datasets_2/albrecht.arff  MAE                        5.21054       300  0.002
../datasets_2/albrecht.arff  Median Absolute Error      3.07017       300  0.002
../datasets_2/albrecht.arff  RMSE                       6.75983       300  0.002
../datasets_2/albrecht.arff  R2 Score                  -0.938013      300  0.002
../datasets_2/albrecht.arff  MAE                        7.10429       300  0.003
../datasets_2/albrecht.arff  Median Absolute Error      8.05978       300  0.003
../datasets_2/albrecht.arff  RMSE                       7.88364       300  0.003
../datasets_2/albrecht.arff  R2 Score                  -1.63596       300  0.003
../datasets_2/albrecht.arff  MAE                        8.79236       300  0.004
../datasets_2/albrecht.arff  Median Absolute Error      6.39043       300  0.004
../datasets_2/albrecht.arff  RMSE                       9.93109       300  0.004
../datasets_2/albrecht.arff  R2 Score                  -3.18292       300  0.004
../datasets_2/albrecht.arff  MAE                        8.2258        300  0.005
../datasets_2/albrecht.arff  Median Absolute Error      8.7494        300  0.005
../datasets_2/albrecht.arff  RMSE                       9.3445        300  0.005
../datasets_2/albrecht.arff  R2 Score                  -2.70337       300  0.005
../datasets_2/albrecht.arff  MAE                        9.97697       300  0.006
../datasets_2/albrecht.arff  Median Absolute Error      7.33903       300  0.006
../datasets_2/albrecht.arff  RMSE                      12.1544        300  0.006
../datasets_2/albrecht.arff  R2 Score                  -5.26546       300  0.006
../datasets_2/albrecht.arff  MAE                        9.60258       400  0.002
../datasets_2/albrecht.arff  Median Absolute Error      9.32828       400  0.002
../datasets_2/albrecht.arff  RMSE                      10.6211        400  0.002
../datasets_2/albrecht.arff  R2 Score                  -3.78438       400  0.002
../datasets_2/albrecht.arff  MAE                        9.08663       400  0.003
../datasets_2/albrecht.arff  Median Absolute Error      7.04744       400  0.003
../datasets_2/albrecht.arff  RMSE                      10.9563        400  0.003
../datasets_2/albrecht.arff  R2 Score                  -4.09117       400  0.003
../datasets_2/albrecht.arff  MAE                       10.4762        400  0.004
../datasets_2/albrecht.arff  Median Absolute Error      8.41571       400  0.004
../datasets_2/albrecht.arff  RMSE                      11.5988        400  0.004
../datasets_2/albrecht.arff  R2 Score                  -4.7057        400  0.004
../datasets_2/albrecht.arff  MAE                        6.54873       400  0.005
../datasets_2/albrecht.arff  Median Absolute Error      4.22449       400  0.005
../datasets_2/albrecht.arff  RMSE                       8.225         400  0.005
../datasets_2/albrecht.arff  R2 Score                  -1.86918       400  0.005
../datasets_2/albrecht.arff  MAE                       17.733         400  0.006
../datasets_2/albrecht.arff  Median Absolute Error     16.5914        400  0.006
../datasets_2/albrecht.arff  RMSE                      18.9557        400  0.006
../datasets_2/albrecht.arff  R2 Score                 -14.2393        400  0.006
../datasets_2/albrecht.arff  MAE                        5.56523       500  0.002
../datasets_2/albrecht.arff  Median Absolute Error      3.33532       500  0.002
../datasets_2/albrecht.arff  RMSE                       7.7048        500  0.002
../datasets_2/albrecht.arff  R2 Score                  -1.51773       500  0.002
../datasets_2/albrecht.arff  MAE                       10.3605        500  0.003
../datasets_2/albrecht.arff  Median Absolute Error      9.16236       500  0.003
../datasets_2/albrecht.arff  RMSE                      12.323         500  0.003
../datasets_2/albrecht.arff  R2 Score                  -5.44048       500  0.003
../datasets_2/albrecht.arff  MAE                        3.2622        500  0.004
../datasets_2/albrecht.arff  Median Absolute Error      2.94943       500  0.004
../datasets_2/albrecht.arff  RMSE                       3.75739       500  0.004
../datasets_2/albrecht.arff  R2 Score                   0.401233      500  0.004
../datasets_2/albrecht.arff  MAE                        5.45162       500  0.005
../datasets_2/albrecht.arff  Median Absolute Error      4.26693       500  0.005
../datasets_2/albrecht.arff  RMSE                       6.31683       500  0.005
../datasets_2/albrecht.arff  R2 Score                  -0.692325      500  0.005
../datasets_2/albrecht.arff  MAE                        8.22309       500  0.006
../datasets_2/albrecht.arff  Median Absolute Error      6.97854       500  0.006
../datasets_2/albrecht.arff  RMSE                       8.90897       500  0.006
../datasets_2/albrecht.arff  R2 Score                  -2.36621       500  0.006
../datasets_2/albrecht.arff  MAE                       21.0231        600  0.002
../datasets_2/albrecht.arff  Median Absolute Error     19.348         600  0.002
../datasets_2/albrecht.arff  RMSE                      22.1388        600  0.002
../datasets_2/albrecht.arff  R2 Score                 -19.7871        600  0.002
../datasets_2/albrecht.arff  MAE                       16.0723        600  0.003
../datasets_2/albrecht.arff  Median Absolute Error     14.1599        600  0.003
../datasets_2/albrecht.arff  RMSE                      16.8125        600  0.003
../datasets_2/albrecht.arff  R2 Score                 -10.9881        600  0.003
../datasets_2/albrecht.arff  MAE                       15.4683        600  0.004
../datasets_2/albrecht.arff  Median Absolute Error     13.5292        600  0.004
../datasets_2/albrecht.arff  RMSE                      16.5907        600  0.004
../datasets_2/albrecht.arff  R2 Score                 -10.6739        600  0.004
../datasets_2/albrecht.arff  MAE                        6.38669       600  0.005
../datasets_2/albrecht.arff  Median Absolute Error      4.85419       600  0.005
../datasets_2/albrecht.arff  RMSE                       7.35425       600  0.005
../datasets_2/albrecht.arff  R2 Score                  -1.29384       600  0.005
../datasets_2/albrecht.arff  MAE                        7.88576       600  0.006
../datasets_2/albrecht.arff  Median Absolute Error      6.00394       600  0.006
../datasets_2/albrecht.arff  RMSE                       9.22556       600  0.006
../datasets_2/albrecht.arff  R2 Score                  -2.6097        600  0.006
../datasets_2/albrecht.arff  MAE                       12.065         700  0.002
../datasets_2/albrecht.arff  Median Absolute Error      9.47873       700  0.002
../datasets_2/albrecht.arff  RMSE                      13.0168        700  0.002
../datasets_2/albrecht.arff  R2 Score                  -6.18609       700  0.002
../datasets_2/albrecht.arff  MAE                       10.194         700  0.003
../datasets_2/albrecht.arff  Median Absolute Error      7.85928       700  0.003
../datasets_2/albrecht.arff  RMSE                      11.4935        700  0.003
../datasets_2/albrecht.arff  R2 Score                  -4.60266       700  0.003
../datasets_2/albrecht.arff  MAE                        9.08642       700  0.004
../datasets_2/albrecht.arff  Median Absolute Error      9.37756       700  0.004
../datasets_2/albrecht.arff  RMSE                       9.65594       700  0.004
../datasets_2/albrecht.arff  R2 Score                  -2.95435       700  0.004
../datasets_2/albrecht.arff  MAE                       10.7507        700  0.005
../datasets_2/albrecht.arff  Median Absolute Error      8.04737       700  0.005
../datasets_2/albrecht.arff  RMSE                      11.8733        700  0.005
../datasets_2/albrecht.arff  R2 Score                  -4.97895       700  0.005
../datasets_2/albrecht.arff  MAE                        3.49447       700  0.006
../datasets_2/albrecht.arff  Median Absolute Error      2.88415       700  0.006
../datasets_2/albrecht.arff  RMSE                       4.66281       700  0.006
../datasets_2/albrecht.arff  R2 Score                   0.0778918     700  0.006
../datasets_2/albrecht.arff  MAE                        7.3957        800  0.002
../datasets_2/albrecht.arff  Median Absolute Error      5.10784       800  0.002
../datasets_2/albrecht.arff  RMSE                       8.53501       800  0.002
../datasets_2/albrecht.arff  R2 Score                  -2.08954       800  0.002
../datasets_2/albrecht.arff  MAE                        7.1848        800  0.003
../datasets_2/albrecht.arff  Median Absolute Error      4.44761       800  0.003
../datasets_2/albrecht.arff  RMSE                       8.2325        800  0.003
../datasets_2/albrecht.arff  R2 Score                  -1.87441       800  0.003
../datasets_2/albrecht.arff  MAE                        3.58749       800  0.004
../datasets_2/albrecht.arff  Median Absolute Error      2.77646       800  0.004
../datasets_2/albrecht.arff  RMSE                       4.59366       800  0.004
../datasets_2/albrecht.arff  R2 Score                   0.105042      800  0.004
../datasets_2/albrecht.arff  MAE                        4.70622       800  0.005
../datasets_2/albrecht.arff  Median Absolute Error      3.90651       800  0.005
../datasets_2/albrecht.arff  RMSE                       5.77143       800  0.005
../datasets_2/albrecht.arff  R2 Score                  -0.412709      800  0.005
../datasets_2/albrecht.arff  MAE                        4.01368       800  0.006
../datasets_2/albrecht.arff  Median Absolute Error      1.35236       800  0.006
../datasets_2/albrecht.arff  RMSE                       5.78771       800  0.006
../datasets_2/albrecht.arff  R2 Score                  -0.420688      800  0.006
../datasets_2/albrecht.arff  MAE                        5.16017       900  0.002
../datasets_2/albrecht.arff  Median Absolute Error      3.00482       900  0.002
../datasets_2/albrecht.arff  RMSE                       6.59199       900  0.002
../datasets_2/albrecht.arff  R2 Score                  -0.842974      900  0.002
../datasets_2/albrecht.arff  MAE                        3.64897       900  0.003
../datasets_2/albrecht.arff  Median Absolute Error      1.01614       900  0.003
../datasets_2/albrecht.arff  RMSE                       5.00482       900  0.003
../datasets_2/albrecht.arff  R2 Score                  -0.0623394     900  0.003
../datasets_2/albrecht.arff  MAE                        9.0689        900  0.004
../datasets_2/albrecht.arff  Median Absolute Error      6.2551        900  0.004
../datasets_2/albrecht.arff  RMSE                      10.2081        900  0.004
../datasets_2/albrecht.arff  R2 Score                  -3.4195        900  0.004
../datasets_2/albrecht.arff  MAE                        7.04357       900  0.005
../datasets_2/albrecht.arff  Median Absolute Error      5.58896       900  0.005
../datasets_2/albrecht.arff  RMSE                       8.77828       900  0.005
../datasets_2/albrecht.arff  R2 Score                  -2.26817       900  0.005
../datasets_2/albrecht.arff  MAE                        9.19877       900  0.006
../datasets_2/albrecht.arff  Median Absolute Error      6.77106       900  0.006
../datasets_2/albrecht.arff  RMSE                      10.3102        900  0.006
../datasets_2/albrecht.arff  R2 Score                  -3.50836       900  0.006
../datasets_2/albrecht.arff  MAE                        3.25127      1000  0.002
../datasets_2/albrecht.arff  Median Absolute Error      1.47448      1000  0.002
../datasets_2/albrecht.arff  RMSE                       4.3986       1000  0.002
../datasets_2/albrecht.arff  R2 Score                   0.179432     1000  0.002
../datasets_2/albrecht.arff  MAE                        9.83293      1000  0.003
../datasets_2/albrecht.arff  Median Absolute Error      7.43903      1000  0.003
../datasets_2/albrecht.arff  RMSE                      11.0831       1000  0.003
../datasets_2/albrecht.arff  R2 Score                  -4.20965      1000  0.003
../datasets_2/albrecht.arff  MAE                       14.4753       1000  0.004
../datasets_2/albrecht.arff  Median Absolute Error     13.3091       1000  0.004
../datasets_2/albrecht.arff  RMSE                      15.9335       1000  0.004
../datasets_2/albrecht.arff  R2 Score                  -9.76733      1000  0.004
../datasets_2/albrecht.arff  MAE                        7.5804       1000  0.005
../datasets_2/albrecht.arff  Median Absolute Error      5.35023      1000  0.005
../datasets_2/albrecht.arff  RMSE                       9.39003      1000  0.005
../datasets_2/albrecht.arff  R2 Score                  -2.73955      1000  0.005
../datasets_2/albrecht.arff  MAE                       11.9351       1000  0.006
../datasets_2/albrecht.arff  Median Absolute Error     11.045        1000  0.006
../datasets_2/albrecht.arff  RMSE                      12.6461       1000  0.006
../datasets_2/albrecht.arff  R2 Score                  -5.78263      1000  0.006
../datasets_2/kemerer.arff   MAE                      211.301         100  0.002
../datasets_2/kemerer.arff   Median Absolute Error    222.489         100  0.002
../datasets_2/kemerer.arff   RMSE                     267.245         100  0.002
../datasets_2/kemerer.arff   R2 Score                  -4.67771       100  0.002
../datasets_2/kemerer.arff   MAE                      188.624         100  0.003
../datasets_2/kemerer.arff   Median Absolute Error    162.483         100  0.003
../datasets_2/kemerer.arff   RMSE                     245.983         100  0.003
../datasets_2/kemerer.arff   R2 Score                  -3.8102        100  0.003
../datasets_2/kemerer.arff   MAE                      152.506         100  0.004
../datasets_2/kemerer.arff   Median Absolute Error     84.1512        100  0.004
../datasets_2/kemerer.arff   RMSE                     202.222         100  0.004
../datasets_2/kemerer.arff   R2 Score                  -2.25093       100  0.004
../datasets_2/kemerer.arff   MAE                      178.662         100  0.005
../datasets_2/kemerer.arff   Median Absolute Error    111.319         100  0.005
../datasets_2/kemerer.arff   RMSE                     246.623         100  0.005
../datasets_2/kemerer.arff   R2 Score                  -3.83527       100  0.005
../datasets_2/kemerer.arff   MAE                      153.078         100  0.006
../datasets_2/kemerer.arff   Median Absolute Error    114.984         100  0.006
../datasets_2/kemerer.arff   RMSE                     197.388         100  0.006
../datasets_2/kemerer.arff   R2 Score                  -2.09738       100  0.006
../datasets_2/kemerer.arff   MAE                      133.757         200  0.002
../datasets_2/kemerer.arff   Median Absolute Error     31.48          200  0.002
../datasets_2/kemerer.arff   RMSE                     202.02          200  0.002
../datasets_2/kemerer.arff   R2 Score                  -2.24444       200  0.002
../datasets_2/kemerer.arff   MAE                      168.98          200  0.003
../datasets_2/kemerer.arff   Median Absolute Error     65.5882        200  0.003
../datasets_2/kemerer.arff   RMSE                     251.089         200  0.003
../datasets_2/kemerer.arff   R2 Score                  -4.01196       200  0.003
../datasets_2/kemerer.arff   MAE                      122.856         200  0.004
../datasets_2/kemerer.arff   Median Absolute Error     43.8972        200  0.004
../datasets_2/kemerer.arff   RMSE                     180.065         200  0.004
../datasets_2/kemerer.arff   R2 Score                  -1.57758       200  0.004
../datasets_2/kemerer.arff   MAE                      199.849         200  0.005
../datasets_2/kemerer.arff   Median Absolute Error    144.309         200  0.005
../datasets_2/kemerer.arff   RMSE                     249.921         200  0.005
../datasets_2/kemerer.arff   R2 Score                  -3.96546       200  0.005
../datasets_2/kemerer.arff   MAE                      212.47          200  0.006
../datasets_2/kemerer.arff   Median Absolute Error     82.4275        200  0.006
../datasets_2/kemerer.arff   RMSE                     321.281         200  0.006
../datasets_2/kemerer.arff   R2 Score                  -7.20583       200  0.006
../datasets_2/kemerer.arff   MAE                      188.165         300  0.002
../datasets_2/kemerer.arff   Median Absolute Error    213.405         300  0.002
../datasets_2/kemerer.arff   RMSE                     235.955         300  0.002
../datasets_2/kemerer.arff   R2 Score                  -3.426         300  0.002
../datasets_2/kemerer.arff   MAE                      168.929         300  0.003
../datasets_2/kemerer.arff   Median Absolute Error    157.532         300  0.003
../datasets_2/kemerer.arff   RMSE                     213.414         300  0.003
../datasets_2/kemerer.arff   R2 Score                  -2.62073       300  0.003
../datasets_2/kemerer.arff   MAE                      179.128         300  0.004
../datasets_2/kemerer.arff   Median Absolute Error    228.241         300  0.004
../datasets_2/kemerer.arff   RMSE                     215.003         300  0.004
../datasets_2/kemerer.arff   R2 Score                  -2.67486       300  0.004
../datasets_2/kemerer.arff   MAE                      129.086         300  0.005
../datasets_2/kemerer.arff   Median Absolute Error    115.555         300  0.005
../datasets_2/kemerer.arff   RMSE                     168.724         300  0.005
../datasets_2/kemerer.arff   R2 Score                  -1.26312       300  0.005
../datasets_2/kemerer.arff   MAE                      210.857         300  0.006
../datasets_2/kemerer.arff   Median Absolute Error    190.989         300  0.006
../datasets_2/kemerer.arff   RMSE                     275.374         300  0.006
../datasets_2/kemerer.arff   R2 Score                  -5.02833       300  0.006
../datasets_2/kemerer.arff   MAE                      162.515         400  0.002
../datasets_2/kemerer.arff   Median Absolute Error    136.18          400  0.002
../datasets_2/kemerer.arff   RMSE                     207.824         400  0.002
../datasets_2/kemerer.arff   R2 Score                  -2.43356       400  0.002
../datasets_2/kemerer.arff   MAE                      173.214         400  0.003
../datasets_2/kemerer.arff   Median Absolute Error    179.61          400  0.003
../datasets_2/kemerer.arff   RMSE                     216.075         400  0.003
../datasets_2/kemerer.arff   R2 Score                  -2.71161       400  0.003
../datasets_2/kemerer.arff   MAE                      150.837         400  0.004
../datasets_2/kemerer.arff   Median Absolute Error    190.372         400  0.004
../datasets_2/kemerer.arff   RMSE                     183.695         400  0.004
../datasets_2/kemerer.arff   R2 Score                  -1.68255       400  0.004
../datasets_2/kemerer.arff   MAE                      154.928         400  0.005
../datasets_2/kemerer.arff   Median Absolute Error     83.4204        400  0.005
../datasets_2/kemerer.arff   RMSE                     220.367         400  0.005
../datasets_2/kemerer.arff   R2 Score                  -2.86051       400  0.005
../datasets_2/kemerer.arff   MAE                      192.413         400  0.006
../datasets_2/kemerer.arff   Median Absolute Error     95.1618        400  0.006
../datasets_2/kemerer.arff   RMSE                     283.264         400  0.006
../datasets_2/kemerer.arff   R2 Score                  -5.37875       400  0.006
../datasets_2/kemerer.arff   MAE                      192.065         500  0.002
../datasets_2/kemerer.arff   Median Absolute Error    271.847         500  0.002
../datasets_2/kemerer.arff   RMSE                     229.384         500  0.002
../datasets_2/kemerer.arff   R2 Score                  -3.18292       500  0.002
../datasets_2/kemerer.arff   MAE                      113.703         500  0.003
../datasets_2/kemerer.arff   Median Absolute Error     35.3325        500  0.003
../datasets_2/kemerer.arff   RMSE                     175.167         500  0.003
../datasets_2/kemerer.arff   R2 Score                  -1.43926       500  0.003
../datasets_2/kemerer.arff   MAE                      157.622         500  0.004
../datasets_2/kemerer.arff   Median Absolute Error    187.587         500  0.004
../datasets_2/kemerer.arff   RMSE                     188.932         500  0.004
../datasets_2/kemerer.arff   R2 Score                  -1.83769       500  0.004
../datasets_2/kemerer.arff   MAE                      131.601         500  0.005
../datasets_2/kemerer.arff   Median Absolute Error     18.1334        500  0.005
../datasets_2/kemerer.arff   RMSE                     212.244         500  0.005
../datasets_2/kemerer.arff   R2 Score                  -2.58116       500  0.005
../datasets_2/kemerer.arff   MAE                      232.928         500  0.006
