ID,AFP,Output,Enquiry,Interface,Changed,Deleted,PDR_AFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,Effort
369,971,42,249,10,0,0,5.0,14.0,5864,1,0,0,0,1,4867
370,74,7,42,10,0,0,42.3,17.0,3132,1,0,0,0,1,3132
371,81,4,25,10,30,23,1.1,1.0,107,1,0,0,0,1,89
372,106,33,19,55,0,0,10.6,7.0,1357,1,0,0,0,1,1126
373,1168,240,176,10,0,0,1.3,8.0,1538,0,0,1,0,1,1538
374,1093,119,235,47,0,0,6.6,11.0,7263,1,0,0,0,1,7263
375,67,18,31,0,59,0,57.5,2.0,4642,1,0,0,0,1,3853
376,1256,121,450,50,0,0,23.0,28.0,51527,1,0,0,0,1,28855
377,72,5,0,0,66,0,17.3,15.0,1504,1,0,0,0,1,1248
378,777,159,38,45,0,0,19.4,13.0,17286,0,1,0,0,1,15039
379,131,33,18,12,0,0,37.8,13.0,5960,1,0,0,0,1,4947
380,134,0,0,0,0,0,15.1,8.0,2433,1,0,0,0,1,2019
381,826,295,72,0,0,0,6.5,42.0,5400,1,0,0,0,1,5400
382,3180,538,295,0,0,0,10.4,36.0,33028,0,0,0,1,1,33028
383,324,108,29,5,0,0,15.7,13.0,5078,1,0,0,0,1,5078
384,220,45,30,0,165,0,3.2,3.0,701,1,0,0,0,1,701
385,258,89,6,49,0,0,2.9,12.0,736,1,0,0,0,1,736
386,139,19,6,60,0,0,7.0,7.0,976,0,1,0,0,1,976
387,274,123,57,30,0,0,4.3,4.0,1167,0,1,0,0,1,1167
388,231,86,0,130,0,0,16.3,12.0,3762,0,0,0,1,1,3762
389,126,15,6,40,118,0,4.9,5.0,619,0,1,0,0,1,619
390,93,70,0,10,95,0,11.8,8.0,1327,1,0,0,0,1,1101
391,1825,569,192,60,0,0,0.7,15.0,1210,1,0,0,0,1,1210
392,500,31,130,0,227,53,11.8,8.0,7080,1,0,0,0,1,5876
393,373,96,21,50,12,0,6.4,10.0,2395,0,1,0,0,1,2395
394,330,26,64,0,0,0,3.2,10.0,1050,1,0,0,0,1,1050
395,57,28,0,0,55,0,30.5,4.0,2098,1,0,0,0,1,1741
396,127,0,20,0,98,14,12.4,4.0,1902,1,0,0,0,1,1579
397,1362,291,171,0,0,0,2.3,11.0,3193,0,0,1,0,1,3193
398,1463,119,223,0,0,0,24.6,23.0,36046,0,0,0,1,1,36046
399,148,49,36,15,0,0,23.2,3.0,4141,1,0,0,0,1,3437
400,474,24,343,15,433,0,3.9,6.0,1829,1,0,0,0,1,1829
401,77,18,21,0,59,0,5.3,10.0,492,1,0,0,0,1,408
402,213,67,41,0,161,0,3.8,2.5,801,1,0,0,0,1,801
403,175,53,0,0,116,0,3.4,7.0,597,0,1,0,0,1,597
404,360,98,54,0,0,0,2.1,18.0,763,1,0,0,0,1,763
405,331,0,12,284,96,128,3.7,5.0,1238,0,1,0,0,1,1238
406,285,187,15,25,0,0,4.4,7.0,1249,0,1,0,0,1,1249
407,187,32,10,5,159,0,73.5,3.0,15807,0,1,0,0,1,13752
408,502,32,89,120,0,0,18.5,14.0,9296,1,0,0,0,1,9296
409,303,266,0,25,291,0,1.1,1.0,396,1,0,0,0,1,329
410,174,83,0,5,35,60,17.7,17.0,3088,0,1,0,0,1,3088
411,44,0,16,5,3,0,8.6,2.0,380,0,0,0,1,1,380
412,387,221,37,0,362,0,6.0,7.0,2811,1,0,0,0,1,2333
413,406,374,27,0,398,0,5.2,19.0,2109,0,1,0,0,1,2109
414,496,109,67,60,0,0,20.3,14.0,11586,0,1,0,0,1,10080
415,116,38,4,0,73,0,4.8,2.0,553,1,0,0,0,1,553
416,53,17,0,5,0,0,6.7,16.0,354,0,1,0,0,1,354
417,209,145,10,0,15,0,0.9,2.5,190,1,0,0,0,1,190
418,903,134,158,100,303,186,6.1,11.0,6605,1,0,0,0,1,5482
419,469,170,15,96,0,0,6.8,11.0,3845,1,0,0,0,1,3191
420,1894,1241,143,10,696,75,2.1,12.0,3986,0,1,0,0,1,3986
421,215,0,94,0,133,0,2.6,7.0,560,1,0,0,0,1,560
422,82,9,20,0,52,0,1.0,2.0,96,1,0,0,0,1,80
423,1694,469,385,85,0,0,4.6,16.0,7816,1,0,0,0,1,7816
424,81,22,20,0,4,8,24.7,5.0,2412,1,0,0,0,1,2002
425,297,7,132,0,264,12,5.2,6.0,1557,1,0,0,0,1,1557
426,280,91,0,0,0,0,5.1,7.0,1417,0,0,0,1,1,1417
427,56,5,16,0,21,0,22.3,5.0,1501,1,0,0,0,1,1246
428,492,97,157,75,244,0,8.5,11.0,4158,1,0,0,0,1,4158
429,426,122,54,20,352,27,1.5,2.0,778,1,0,0,0,1,646
430,499,42,60,0,299,0,4.6,10.0,2310,1,0,0,0,1,2310
431,60,32,12,0,0,0,16.5,5.0,1102,1,0,0,0,1,992
432,362,68,41,15,0,0,19.6,6.0,8543,1,0,0,0,1,7091
433,363,23,115,0,267,0,9.5,5.0,4134,1,0,0,0,1,3431
434,53,0,24,0,48,0,19.0,3.0,1213,1,0,0,0,1,1007
435,17518,1221,0,0,0,0,3.1,14.0,54620,1,0,0,0,1,54620
436,199,92,13,0,100,77,4.4,2.0,1049,1,0,0,0,1,871
437,2171,319,323,0,984,70,9.1,8.0,19699,1,0,0,0,1,19699
438,220,19,64,0,200,0,8.8,4.0,2325,1,0,0,0,1,1930
439,1355,428,58,10,0,0,5.5,26.0,7505,1,0,0,0,1,7505
440,374,4,88,10,0,0,0.8,2.0,363,1,0,0,0,1,300
441,62,0,0,5,0,0,5.6,3.0,420,1,0,0,0,1,349
442,311,217,3,57,0,0,6.6,6.0,2455,1,0,0,0,1,2038
443,132,15,13,45,0,0,4.6,6.0,724,1,0,0,0,1,601
444,135,17,0,0,147,0,4.9,15.0,667,0,1,0,0,1,667
445,79,34,0,10,7,0,45.4,5.0,4319,1,0,0,0,1,3585
446,155,28,10,0,128,0,12.4,4.0,2308,1,0,0,0,1,1916
447,965,234,148,0,0,0,3.8,30.0,3930,1,0,0,0,1,3655
448,296,166,48,50,0,0,18.4,10.0,5432,0,1,0,0,1,5432
449,56,19,10,0,0,0,3.0,3.0,170,0,1,0,0,1,170
450,206,23,31,0,104,0,8.8,8.0,2196,1,0,0,0,1,1823
451,651,385,16,27,0,0,5.5,4.0,4352,1,0,0,0,1,3612
452,2323,332,0,240,1552,135,1.7,6.0,3981,0,1,0,0,1,3981
453,146,0,50,0,93,0,13.6,6.0,2390,1,0,0,0,1,1984
454,284,83,75,5,183,0,12.8,5.0,4393,1,0,0,0,1,3646
455,249,26,80,0,0,0,15.3,9.0,3800,0,1,0,0,1,3800
456,32,7,0,30,0,0,15.6,3.0,498,1,0,0,0,1,498
457,1908,1216,155,10,0,0,14.2,48.0,27000,0,0,1,0,1,27000
458,253,149,0,24,177,0,6.7,7.0,1694,1,0,0,0,1,1694
459,184,21,43,15,0,0,16.0,4.0,3393,0,1,0,0,1,2952
460,76,12,0,0,72,0,4.9,1.0,451,1,0,0,0,1,374
461,276,5,75,0,53,14,1.1,4.0,300,1,0,0,0,1,300
462,3471,257,534,42,0,0,2.2,17.0,7575,0,0,0,1,1,7575
463,380,103,77,20,0,0,8.7,9.0,4002,1,0,0,0,1,3322
464,155,0,69,47,0,0,33.5,8.0,5196,1,0,0,0,1,5196
465,327,142,21,100,0,0,7.8,16.0,2566,0,1,0,0,1,2566
466,193,80,50,0,182,3,8.7,5.0,2031,1,0,0,0,1,1686
467,1108,20,314,30,0,0,22.6,6.0,26940,1,0,0,0,1,25054
468,363,10,92,5,352,0,0.3,10.0,141,1,0,0,0,1,117
469,249,104,6,0,0,0,2.0,3.0,500,1,0,0,0,1,500
470,769,195,235,0,557,12,16.3,8.0,12551,1,0,0,0,1,12551
471,137,42,30,0,36,0,2.9,3.0,399,1,0,0,0,1,399
472,579,81,109,0,0,0,1.4,7.0,784,1,0,0,0,1,784
473,133,0,41,20,0,0,15.9,6.0,2428,0,1,0,0,1,2112
474,78,34,6,0,46,0,7.7,3.0,690,0,1,0,0,1,600
475,101,31,3,0,28,3,4.5,1.5,450,1,0,0,0,1,450
476,1222,333,173,5,0,0,4.7,20.0,5800,1,0,0,0,1,5800
477,1093,277,126,5,253,0,2.3,7.0,2565,0,1,0,0,1,2565
478,222,57,0,25,0,0,10.7,4.0,2385,0,1,0,0,1,2385
479,2067,658,45,5,557,0,5.0,21.0,10398,0,1,0,0,1,10398
480,175,31,22,0,15,0,19.6,10.0,4137,1,0,0,0,1,3434
481,230,12,41,0,0,0,1.7,3.0,1379,1,0,0,0,1,400
482,104,5,40,10,0,0,3.3,2.0,512,0,0,0,1,1,338
483,177,79,6,60,0,0,16.0,17.0,2835,0,1,0,0,1,2835
484,62,0,12,0,33,0,9.6,2.0,716,1,0,0,0,1,594
485,487,238,53,12,428,0,2.1,6.0,1017,1,0,0,0,1,1017
486,177,12,27,60,0,0,4.5,8.0,951,1,0,0,0,1,789
487,105,66,10,15,0,0,7.4,3.0,774,1,0,0,0,1,774
488,140,68,3,0,0,0,4.6,1.5,640,0,0,0,1,1,640
489,230,49,37,0,0,0,2.2,4.0,500,1,0,0,0,1,500
490,236,84,52,0,0,0,2.5,10.0,668,1,0,0,0,1,601
491,846,56,112,5,0,0,19.1,13.0,16179,1,0,0,0,1,16179
492,139,21,30,0,0,0,17.6,6.0,2446,0,1,0,0,1,2446
493,51,27,0,7,39,0,6.6,3.0,338,1,0,0,0,1,338
494,195,32,12,0,0,0,9.2,9.0,2152,1,0,0,0,1,1786
495,51,0,16,0,55,0,17.6,3.0,1083,1,0,0,0,1,899
496,1106,267,108,25,0,0,15.0,20.0,19034,0,1,0,0,1,16560
497,99,32,3,5,0,0,5.3,4.0,634,1,0,0,0,1,526
498,56,0,9,0,0,0,7.9,6.0,440,0,1,0,0,1,440
499,213,91,28,0,206,0,10.3,7.0,2185,1,0,0,0,1,2185
