ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Effort
163,224,110,25,6,49,5,195,0,0,12.9,14.8,14.8,17.0,13.0,3322,0,1,0,0,1,39.813858,-33.717224,22.935118,-7.605806,-138.23401,2890
164,321,168,46,9,77,15,315,0,0,3.4,3.4,3.4,3.4,11.0,1076,0,0,0,1,1,14.241184,-5.338904,6.9662995,-1.8029783,-41.76385,1076
165,99,6,4,19,59,10,98,0,0,24.1,24.4,29.1,29.3,4.0,2876,1,0,0,0,1,35.974567,-32.377808,18.357557,-8.170718,-120.57109,2387
166,416,179,40,54,109,7,318,65,6,3.8,4.1,4.6,4.9,6.0,1911,1,0,0,0,1,21.152346,-17.51956,12.505696,-3.8784392,-73.60947,1586
167,71,21,21,4,14,5,25,40,0,14.0,15.3,16.9,18.5,4.0,1201,1,0,0,0,1,16.951225,-14.169952,9.801508,-3.2401202,-58.431858,997
168,120,60,48,12,0,0,12,108,0,1.8,1.8,1.8,1.8,5.0,212,1,0,0,0,1,7.8588853,-7.3843107,11.931178,1.6890211,-30.111025,212
169,213,72,43,3,84,30,132,97,3,6.0,5.5,6.0,5.5,12.0,1278,0,1,0,0,1,18.109606,-14.94199,10.729043,-3.3136103,-62.938038,1278
170,1634,625,387,223,399,0,1634,0,0,4.3,4.3,4.3,4.3,12.0,7060,0,1,0,0,1,74.783356,-55.836403,42.680676,-12.633053,-253.05505,7060
171,275,184,11,48,7,0,7,243,0,2.6,2.8,2.6,2.8,9.0,702,1,0,0,0,1,15.896222,-12.274504,9.528523,-2.4125512,-53.863255,702
172,458,202,66,75,115,0,458,0,0,2.0,2.0,2.0,2.0,16.0,903,1,0,0,0,1,12.14059,4.7385287,3.52945,-1.4733899,-30.701218,903
173,218,28,118,44,0,10,91,109,0,31.0,33.8,37.4,40.8,8.0,8151,1,0,0,0,1,106.14677,-95.045815,55.430466,-23.406467,-359.51773,6765
174,498,107,132,7,77,122,445,0,0,16.5,18.5,16.5,18.5,19.0,8227,0,0,1,0,1,103.00275,-86.856804,60.298073,-19.072475,-360.6735,8227
175,143,54,65,0,14,0,11,122,0,2.3,2.5,2.8,3.0,4.0,402,1,0,0,0,1,9.410734,-8.045938,8.298487,-1.1206033,-34.142406,334
176,722,163,0,202,237,20,622,0,0,5.8,6.7,5.8,6.7,9.0,4164,1,0,0,0,1,44.03845,-36.90687,25.86887,-8.126832,-153.87512,4164
177,236,27,192,12,37,0,268,0,0,29.0,25.5,29.0,25.5,15.0,6844,0,1,0,0,1,88.1034,-74.23523,51.598366,-16.306686,-308.4188,6844
178,239,39,70,18,62,55,244,0,0,6.9,6.8,6.9,6.8,10.0,1661,0,1,0,0,1,20.299501,-16.797098,12.007719,-3.720124,-70.618385,1661
179,1882,711,589,218,442,0,1960,0,0,3.2,3.1,3.2,3.1,10.0,6068,0,1,0,0,1,66.740425,-37.475292,34.67651,-9.076521,-211.04443,6068
180,291,188,29,0,69,37,323,0,0,20.8,18.8,22.4,20.2,14.0,6519,0,1,0,0,1,79.92646,-67.30838,46.82385,-14.78879,-279.74084,6063
181,328,124,71,61,66,0,322,0,0,2.0,2.1,2.0,2.1,13.0,665,1,0,0,0,1,9.955792,0.5402004,5.955729,-1.4324358,-26.933714,665
182,264,126,7,50,84,0,267,0,0,2.1,2.0,2.1,2.0,6.0,544,1,0,0,0,1,8.905932,1.314758,7.952645,-1.1406753,-24.2081,544
183,270,54,42,53,91,30,270,0,0,3.3,3.3,3.3,3.3,6.0,893,1,0,0,0,1,10.78296,-5.9737706,5.8471723,-1.4657073,-33.909477,893
184,32,0,7,12,0,10,29,0,0,11.0,12.1,11.0,12.1,2.5,352,1,0,0,0,1,7.144162,-4.75075,7.34092,-0.47890908,-23.693,352
185,1382,353,245,7,581,253,1439,0,0,2.4,2.3,2.4,2.3,8.0,3344,0,0,0,1,1,30.845442,-15.305163,15.581146,-3.8822472,-95.01605,3344
186,98,45,5,19,28,0,94,3,0,4.1,4.2,5.0,5.0,1.0,487,1,0,0,0,1,7.532187,-4.358309,7.1067376,-0.75756747,-24.375256,404
187,289,3,100,0,66,145,314,0,0,19.8,18.3,19.8,18.3,8.0,5732,0,1,0,0,1,73.46104,-61.831383,43.048706,-13.588604,-257.06546,5732
188,1059,299,234,144,217,60,954,0,0,21.6,24.0,24.9,27.6,17.0,26345,0,1,0,0,1,319.2068,-281.503,172.70721,-66.98859,-1094.3433,22920
189,724,331,12,189,164,0,530,142,24,13.0,13.5,15.7,16.3,9.0,11336,1,0,0,0,1,136.72763,-119.2744,75.37073,-27.936115,-470.79532,9409
190,40,10,22,0,17,0,49,0,0,7.1,5.8,7.1,5.8,4.0,285,0,0,0,1,1,6.6851954,-4.0250564,9.716931,0.347647,-21.899796,285
191,128,72,18,24,7,0,4,117,0,10.1,10.7,12.2,12.9,3.0,1558,1,0,0,0,1,23.253614,-19.29959,13.732622,-4.2685027,-80.97899,1293
192,1248,249,262,146,423,15,1095,0,0,12.2,13.8,12.2,13.8,12.0,15165,0,0,0,1,1,178.93219,-151.17825,104.63322,-33.167416,-626.9717,15165
193,387,109,118,67,90,7,391,0,0,8.5,8.4,10.2,10.1,17.0,3960,1,0,0,0,1,45.736652,-38.506237,26.667479,-8.550824,-159.49025,3287
194,73,0,65,0,0,5,19,44,7,10.5,10.9,12.6,13.1,3.0,920,1,0,0,0,1,14.312018,-11.724972,8.511633,-2.6086562,-49.619213,764
195,151,22,0,68,47,0,32,105,0,14.5,16.0,17.5,19.3,3.0,2643,1,0,0,0,1,35.805435,-30.796219,20.024948,-7.1827464,-123.169785,2194
196,465,48,162,0,196,37,443,0,0,4.3,4.5,5.2,5.5,4.0,2427,1,0,0,0,1,25.012665,-20.78972,14.759733,-4.59504,-87.1483,2014
197,63,29,0,9,24,0,62,0,0,13.1,13.3,15.8,16.1,4.0,996,1,0,0,0,1,12.891265,-10.883715,7.247206,-2.5899832,-43.868458,827
198,226,88,70,19,28,0,92,106,7,11.1,12.2,11.1,12.2,10.0,2508,1,0,0,0,1,35.18906,-29.410364,20.701725,-6.484099,-122.838745,2508
199,115,76,11,28,0,0,10,105,0,1.7,1.7,1.7,1.7,1.5,201,1,0,0,0,1,8.766412,-8.717513,16.51148,3.1320477,-32.461395,201
200,189,39,112,3,28,0,0,182,0,3.0,3.1,3.0,3.1,15.0,563,0,1,0,0,1,13.86016,-10.625366,8.325266,-2.07067,-46.847202,563
201,55,52,0,6,0,0,58,0,0,9.7,9.2,11.7,11.1,11.0,643,1,0,0,0,1,9.88131,-6.9983397,7.608317,-1.6020267,-33.181324,534
202,85,12,44,0,24,0,12,68,0,12.2,13.0,14.7,15.7,4.0,1252,1,0,0,0,1,18.469698,-15.247032,10.939298,-3.3804557,-64.20094,1039
203,2143,219,657,3,485,437,1801,0,0,20.2,24.0,24.3,29.0,7.0,52172,1,0,0,0,1,632.3091,-574.69135,321.36478,-143.99516,-2129.8318,43303
204,520,181,160,9,55,25,430,0,0,6.0,7.3,6.0,7.3,8.0,3133,0,1,0,0,1,36.54988,-30.563143,21.496304,-6.736711,-127.611374,3133
205,113,25,34,16,27,0,38,64,0,15.9,17.7,18.3,20.3,3.0,2070,0,1,0,0,1,28.345095,-23.645973,16.66559,-5.236154,-98.76518,1801
206,264,85,17,26,133,0,157,98,6,10.0,10.1,12.0,12.2,6.0,3180,1,0,0,0,1,39.51697,-33.338066,22.914993,-7.464338,-137.46336,2639
207,349,162,24,18,112,30,342,4,0,6.8,6.8,6.8,6.8,4.0,2360,0,1,0,0,1,26.694557,-22.142534,15.730991,-4.8959365,-92.96557,2360
208,229,88,5,0,17,131,241,0,0,11.0,10.5,12.7,12.0,5.0,2897,0,1,0,0,1,36.15851,-30.839188,20.53852,-7.0750394,-124.95094,2520
209,172,88,40,4,30,7,169,0,0,10.4,10.6,10.4,10.6,5.0,1788,0,0,0,1,1,22.42132,-18.594532,13.246648,-4.114002,-78.05998,1788
210,323,108,57,53,74,31,323,0,0,3.8,3.8,3.8,3.8,13.0,1238,1,0,0,0,1,15.819343,-9.013507,8.504659,-2.1832287,-50.10249,1238
211,89,15,28,17,7,30,24,73,0,5.0,4.6,5.0,4.6,4.0,442,0,1,0,0,1,9.354783,-7.7720246,7.1800566,-1.5365059,-33.14335,442
212,878,113,404,161,133,17,828,0,0,3.8,4.1,4.3,4.5,5.0,3742,1,0,0,0,1,40.463253,-33.878242,23.781317,-7.463159,-141.33627,3368
213,220,81,50,51,42,0,224,0,0,1.3,1.3,1.3,1.3,3.0,281,0,0,1,0,1,11.745481,-0.67181164,16.95929,6.475439,-28.500347,281
214,150,125,4,20,0,0,6,143,0,4.6,4.6,5.5,5.6,3.0,828,1,0,0,0,1,14.727432,-12.113747,8.788294,-2.6955693,-51.02062,687
215,161,60,38,30,41,0,169,0,0,1.4,1.3,1.4,1.3,2.0,220,1,0,0,0,1,10.070874,-1.8534433,16.28165,6.17856,-26.085588,220
216,804,345,334,0,236,42,957,0,0,14.2,11.9,17.1,14.3,12.0,13720,1,0,0,0,1,161.28157,-140.89261,88.72597,-33.047417,-555.17664,11388
217,272,63,20,61,71,30,245,0,0,35.7,39.7,41.1,45.6,14.0,11172,0,1,0,0,1,139.38286,-124.43721,73.34811,-30.413315,-473.42953,9720
218,33,8,7,0,10,15,32,8,0,4.4,3.6,4.4,3.6,2.0,145,0,1,0,0,1,8.938266,-5.955677,18.627052,1.9289873,-24.3026,145
219,64,20,28,10,7,0,65,0,0,2.2,2.2,2.2,2.2,3.0,140,0,1,0,0,1,9.647723,-4.919749,18.422318,4.1792784,-24.370068,140
220,277,48,110,47,49,0,84,170,0,4.6,5.0,4.6,5.0,19.0,1265,0,1,0,0,1,20.989079,-17.381252,12.410363,-3.8481324,-73.03685,1265
221,322,78,100,67,54,0,179,106,14,16.3,17.5,19.6,21.1,13.0,6316,1,0,0,0,1,80.66865,-70.616295,44.0398,-16.739115,-276.6539,5242
222,164,52,56,18,7,20,110,43,0,17.0,18.2,17.0,18.2,11.0,2791,0,1,0,0,1,37.905754,-31.711739,22.287998,-6.9884048,-132.36668,2791
223,145,48,10,72,14,0,144,0,0,5.1,5.2,6.2,6.2,3.0,894,1,0,0,0,1,11.314635,-8.394685,6.6470356,-1.9223425,-38.14346,742
224,73,36,24,12,0,0,0,72,0,8.0,8.1,9.6,9.8,5.0,704,1,0,0,0,1,12.1173525,-9.865823,7.23017,-2.2012568,-41.92213,584
225,245,42,179,24,42,15,302,0,0,3.6,3.0,3.6,3.0,7.0,893,0,1,0,0,1,12.9999,-7.450858,7.0596185,-1.803663,-41.20753,893
226,406,209,36,125,20,0,102,288,0,13.9,14.5,16.7,17.4,7.0,6794,1,0,0,0,1,90.8386,-77.325386,52.267544,-17.337353,-316.37305,5639
227,98,35,0,41,20,0,28,68,0,56.5,57.6,68.0,69.4,5.0,6666,1,0,0,0,1,87.428444,-79.151085,44.526188,-19.879372,-293.9703,5533
228,83,44,10,3,25,0,15,63,4,4.9,5.0,6.0,6.0,3.0,494,1,0,0,0,1,8.961129,-8.457871,9.426382,-0.67332035,-33.930683,410
229,182,30,59,39,29,0,0,157,0,5.5,6.4,6.6,7.7,5.0,1206,1,0,0,0,1,20.006296,-16.548717,11.836518,-3.6656973,-69.59007,1001
230,820,460,98,199,175,0,685,212,35,3.1,2.7,3.1,2.7,11.0,2552,0,0,0,1,1,35.56308,-21.789566,19.186333,-5.132789,-114.63454,2552
231,545,116,226,131,72,0,79,466,0,16.0,16.0,16.0,16.0,11.0,8740,1,0,0,0,1,125.04966,-105.533226,73.17127,-23.165089,-437.996,8740
232,105,96,9,0,0,0,21,84,0,1.9,1.9,1.9,1.9,8.0,198,1,0,0,0,1,11.369673,-9.12595,23.089195,3.0145128,-35.880615,198
233,55,12,10,14,15,0,9,42,0,42.7,46.0,51.4,55.5,1.0,2828,1,0,0,0,1,38.744488,-34.402832,20.375242,-8.488315,-130.9433,2347
234,62,27,4,0,31,7,69,0,0,13.2,11.8,15.9,14.3,8.0,984,1,0,0,0,1,12.950416,-10.951073,7.2610364,-2.6126325,-44.03934,817
235,109,0,105,0,0,0,0,105,0,2.3,2.4,2.8,2.9,1.0,300,1,0,0,0,1,8.369842,-10.779492,11.9171,-0.60621506,-33.39368,249
236,436,27,334,15,0,60,436,0,0,17.8,17.8,17.8,17.8,15.0,7762,0,1,0,0,1,100.13731,-84.42941,58.624958,-18.540565,-350.62387,7762
237,179,60,44,6,38,40,188,0,0,4.3,4.1,5.2,5.0,4.0,935,1,0,0,0,1,11.662811,-8.705216,6.8524528,-1.9897075,-39.385715,776
238,1710,932,521,233,214,0,1900,0,0,7.7,6.9,7.7,6.9,21.0,13130,0,1,0,0,1,150.66722,-127.23439,88.12932,-27.92052,-527.8413,13130
239,128,49,15,25,31,0,120,0,0,12.8,13.7,14.8,15.8,2.0,1890,0,1,0,0,1,23.557121,-19.730392,13.701359,-4.4423356,-81.67528,1644
240,174,21,7,30,50,32,140,0,0,77.7,96.6,77.7,96.6,8.0,13528,0,0,0,1,1,175.24356,-148.05354,102.47943,-32.482662,-614.035,13528
241,70,28,4,15,21,0,39,29,0,8.8,9.1,10.6,10.9,5.0,743,1,0,0,0,1,10.827688,-8.772651,6.4738975,-1.9612,-37.4205,617
242,379,159,29,57,119,15,379,0,0,6.3,6.3,6.3,6.3,7.0,2391,1,0,0,0,1,27.273153,-21.652033,15.924339,-4.8457294,-93.84297,2391
243,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,5.0,605,0,1,0,0,1,16.193367,-12.098182,9.628645,-1.8978355,-53.585613,605
244,129,33,0,39,24,25,121,0,0,16.0,17.1,18.4,19.6,4.0,2372,0,1,0,0,1,30.131702,-25.965157,16.741714,-6.112804,-103.32333,2064
245,856,349,194,74,84,155,856,0,0,3.0,3.0,3.0,3.0,12.0,2551,0,1,0,0,1,33.400074,-15.934935,16.649275,-4.1011415,-102.11371,2551
246,127,56,14,10,39,0,25,94,0,13.1,14.0,15.8,16.9,7.0,2010,1,0,0,0,1,28.011456,-23.472126,16.340204,-5.247805,-97.36448,1668
247,381,119,107,9,28,65,137,191,0,4.8,5.5,4.8,5.5,19.0,1817,0,1,0,0,1,28.572378,-23.805225,16.838242,-5.255837,-99.63284,1817
248,234,117,19,93,0,5,231,3,0,21.8,21.8,21.8,21.8,10.0,5103,1,0,0,0,1,65.26362,-54.887165,38.262234,-12.066898,-228.31561,5103
249,215,58,62,46,51,0,82,135,0,13.2,13.1,15.9,15.7,8.0,3417,1,0,0,0,1,46.104286,-39.074814,26.57348,-8.793014,-160.23453,2836
250,1406,541,70,290,335,90,1326,0,0,10.6,11.3,10.5,11.1,1.0,14698,0,0,0,1,1,172.01576,-145.31923,100.59474,-31.883492,-602.7146,14938
251,85,21,67,3,0,15,22,59,25,12.3,9.9,12.3,9.9,13.0,1049,0,1,0,0,1,17.624784,-14.531287,10.445954,-3.2236106,-61.23768,1049
252,59,10,32,3,21,5,71,0,0,18.0,14.9,21.7,18.0,10.0,1278,1,0,0,0,1,17.27574,-14.853453,9.498003,-3.5772016,-58.686993,1061
253,358,139,0,89,70,40,338,0,0,38.9,41.2,46.8,49.6,9.0,16770,1,0,0,0,1,207.67485,-190.40027,103.28199,-48.31535,-695.9136,13919
254,73,40,0,12,10,0,0,62,0,50.3,59.3,60.7,71.4,7.0,4428,1,0,0,0,1,59.662933,-53.4309,30.998611,-13.259758,-201.39487,3675
255,597,189,96,78,239,7,609,0,0,4.3,4.2,4.3,4.2,6.0,2542,1,0,0,0,1,27.12109,-18.930202,15.325836,-4.3486123,-90.137436,2542
256,276,90,120,34,14,0,101,139,18,8.1,8.7,8.1,8.7,2.0,2244,1,0,0,0,1,33.38097,-27.878689,19.645975,-6.148461,-116.49744,2244
257,728,181,165,15,84,167,330,27,255,11.1,13.1,13.3,15.8,4.0,9694,1,0,0,0,1,121.85273,-105.71972,67.83017,-24.52966,-420.6482,8046
258,59,0,55,0,0,0,11,11,33,83.8,89.9,101.0,108.3,6.0,5958,1,0,0,0,1,79.63604,-72.0651,40.566093,-18.104815,-267.71402,4945
259,98,36,32,9,17,0,45,42,7,13.4,14.0,16.1,16.8,11.0,1582,1,0,0,0,1,22.043983,-18.487192,12.771491,-4.1875668,-76.286575,1313
260,756,452,66,127,84,5,302,320,112,4.3,4.4,4.3,4.4,7.0,3214,1,0,0,0,1,46.818832,-39.262196,27.492338,-8.642962,-163.62643,3214
261,155,120,34,0,0,0,47,107,0,3.1,3.1,3.8,3.8,10.0,582,1,0,0,0,1,12.1901865,-11.4742,15.87728,0.16579264,-46.983692,483
262,544,125,104,107,133,0,107,362,0,4.2,4.9,5.1,5.9,4.0,2778,1,0,0,0,1,41.52605,-34.778564,24.40189,-7.6604486,-145.0637,2306
263,813,27,677,34,0,100,18,820,0,2.0,1.9,2.0,1.9,9.0,1634,0,1,0,0,1,53.399574,-39.356934,31.326223,-3.6116068,-176.30862,1634
264,75,23,0,30,27,14,94,0,0,9.6,7.7,9.6,7.7,6.0,720,1,0,0,0,1,11.101008,-7.119715,6.2833123,-1.6794186,-36.075485,720
265,112,85,4,16,14,0,119,0,0,9.6,9.0,9.6,9.0,13.0,1073,0,0,0,1,1,15.710312,-10.223916,8.809911,-2.3903525,-51.28532,1073
266,211,73,32,79,22,5,111,100,0,16.9,16.9,16.9,16.9,13.0,3566,1,0,0,0,1,49.04209,-41.145565,28.7905,-9.055668,-171.42383,3566
267,895,222,271,222,63,0,778,0,0,0.9,1.0,0.9,1.0,7.0,780,1,0,0,0,1,30.056879,12.71604,16.98649,22.678669,-61.165905,780
268,74,18,7,37,7,5,74,0,0,54.0,54.0,54.0,54.0,14.0,3995,1,0,0,0,1,53.635433,-45.036686,31.472544,-9.908337,-187.53348,3995
269,3331,1049,519,399,595,360,2922,0,0,14.7,16.8,14.7,16.8,42.0,49034,0,0,0,1,1,593.83575,-502.65207,346.89508,-110.186714,-2082.113,49034
270,64,15,18,9,15,5,12,39,11,6.1,6.3,7.4,7.6,6.0,472,1,0,0,0,1,8.726031,-9.482321,11.846424,0.2715351,-35.60256,392
271,1402,328,804,187,49,63,1431,0,0,12.6,12.3,12.3,12.0,23.0,17219,1,0,0,0,1,215.00803,-181.7389,125.69789,-39.86423,-753.4961,17607
272,337,128,21,86,77,25,337,0,0,1.8,1.8,1.9,1.9,8.0,657,1,0,0,0,1,11.276264,-1.9433724,15.42203,0.19694489,-33.9285,591
273,73,0,0,67,0,10,39,38,0,11.1,10.5,13.4,12.7,6.0,978,1,0,0,0,1,14.792392,-12.297793,8.56545,-2.808668,-51.08898,812
274,64,12,28,17,7,0,47,17,0,8.8,8.8,10.6,10.6,12.0,680,1,0,0,0,1,10.730797,-9.099907,8.713787,-1.6017306,-38.504498,564
275,1703,186,463,0,516,316,1481,0,0,5.0,5.8,5.0,5.8,8.0,8549,0,0,1,0,1,92.84557,-78.25244,54.367313,-17.186981,-325.0505,8549
276,151,41,21,29,41,19,151,0,0,2.6,2.6,2.9,2.9,3.0,434,1,0,0,0,1,8.536417,-4.5962734,14.247021,1.2015822,-29.413261,391
277,66,27,14,6,17,0,42,22,0,27.5,28.4,33.2,34.2,2.0,2189,1,0,0,0,1,29.574488,-25.96826,15.833432,-6.333012,-100.27844,1817
278,70,24,0,3,42,5,74,0,0,7.7,7.3,9.4,8.9,3.0,659,0,1,0,0,1,9.701011,-7.4603486,8.992883,-1.1376581,-34.01752,540
279,754,301,130,204,90,0,213,512,0,9.9,10.3,11.9,12.4,8.0,8967,1,0,0,0,1,121.25821,-102.3214,70.95744,-22.46127,-424.6987,7443
280,325,106,49,31,80,12,136,142,0,26.7,31.2,32.1,37.5,6.0,10437,1,0,0,0,1,133.17673,-119.51224,69.3068,-29.489426,-450.8362,8663
281,168,84,7,45,40,22,198,0,0,27.5,23.3,27.5,23.3,12.0,4622,0,1,0,0,1,59.424767,-49.940956,34.85294,-10.983021,-207.8377,4622
282,226,99,50,43,63,5,260,0,0,4.0,3.5,4.0,3.5,7.0,915,0,0,0,1,1,13.783122,-5.5079217,6.798403,-1.6960876,-40.8035,915
283,335,83,71,71,111,17,353,0,0,75.8,72.0,75.8,72.0,12.0,25401,0,0,0,1,1,324.93585,-274.8611,189.88464,-60.27033,-1139.0327,25401
284,76,21,51,3,0,0,63,12,0,7.5,7.6,9.0,9.1,5.0,686,1,0,0,0,1,11.017151,-9.027607,9.55237,-1.4378073,-39.301678,569
285,221,31,133,0,45,5,53,161,0,6.8,7.1,8.2,8.5,4.0,1822,1,0,0,0,1,27.900429,-23.236006,16.445896,-5.1310983,-97.2762,1512
286,1010,213,224,111,212,75,758,77,0,5.0,6.1,5.0,6.1,11.0,5053,0,1,0,0,1,58.116497,-48.83269,34.089043,-10.740166,-203.24939,5053
287,116,46,12,22,35,15,130,0,0,16.7,14.9,16.7,14.9,10.0,1939,1,0,0,0,1,25.460123,-21.16877,15.021003,-4.678102,-88.71762,1939
288,39,25,0,3,14,0,11,31,0,2.9,2.7,2.9,2.7,1.0,114,0,1,0,0,1,12.055591,-11.2820215,29.93653,2.761788,-30.993422,114
289,170,75,12,23,39,0,108,41,0,9.0,10.3,9.0,10.3,8.0,1532,0,0,0,1,1,20.691996,-17.129585,12.2368965,-3.7929823,-71.99492,1532
290,179,85,0,49,59,0,193,0,0,26.4,24.5,31.8,29.5,4.0,5690,1,0,0,0,1,70.49529,-63.418606,36.333977,-15.822241,-237.562,4723
291,166,126,0,38,0,0,0,164,0,17.9,18.1,21.6,21.8,13.0,3580,1,0,0,0,1,50.14501,-42.689297,28.703022,-9.672632,-174.00021,2971
292,354,48,34,174,73,25,354,0,0,16.5,16.5,16.5,16.5,10.0,5841,1,0,0,0,1,73.07099,-61.500965,42.82095,-13.516193,-255.69748,5841
293,615,546,0,74,7,0,627,0,0,1.5,1.5,1.5,1.5,8.0,941,0,1,0,0,1,29.530886,11.464355,39.56419,3.084571,-84.60434,941
294,126,46,7,18,49,15,135,0,0,8.2,7.7,8.2,7.7,8.0,1035,0,1,0,0,1,14.40813,-9.976593,8.257045,-2.311712,-47.727207,1035
295,1390,379,377,133,182,170,1241,0,0,4.0,4.5,4.0,4.5,13.0,5597,0,0,1,0,1,62.1408,-49.58156,36.047733,-11.058514,-214.22458,5597
296,129,30,59,10,39,0,94,44,0,23.2,21.7,27.9,26.1,8.0,3600,1,0,0,0,1,47.156418,-41.542614,25.27943,-10.057587,-160.4762,2988
297,203,35,48,6,14,100,203,0,0,15.9,15.9,15.9,15.9,5.0,3219,1,0,0,0,1,42.436913,-35.55018,24.93374,-7.829532,-148.25827,3219
298,758,116,312,132,30,58,648,0,0,6.1,7.1,6.1,7.1,15.0,4630,1,0,0,0,1,56.140686,-47.15894,32.93536,-10.37339,-196.31985,4630
299,558,92,116,57,196,0,461,0,0,7.4,8.9,7.4,8.9,6.0,4112,1,0,0,0,1,46.95557,-39.37803,27.572182,-8.668344,-164.10602,4112
300,25,14,0,4,7,0,22,0,3,23.2,23.2,23.2,23.2,6.0,580,1,0,0,0,1,12.061229,-8.197906,13.66521,-0.83434516,-39.86346,580
301,850,94,348,205,45,74,320,446,0,12.9,14.3,15.5,17.2,5.0,13183,1,0,0,0,1,174.3281,-150.22626,98.40626,-34.30697,-604.5753,10942
302,235,78,10,123,68,0,13,82,184,4.0,3.4,4.8,4.0,9.0,1129,1,0,0,0,1,19.237436,-15.911463,11.69862,-3.547314,-67.10038,937
303,58,15,0,19,22,0,26,30,0,43.4,44.9,52.2,54.1,8.0,3030,1,0,0,0,1,41.12124,-36.750378,21.353102,-9.157124,-138.51218,2515
304,316,14,118,14,155,0,139,151,11,8.2,8.6,8.2,8.6,8.0,2600,0,1,0,0,1,36.24272,-30.30294,21.316956,-6.6796956,-126.53412,2600
305,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,19.0,25217,0,1,0,0,1,445.33298,-376.85214,260.18445,-82.61988,-1561.2871,25217
306,119,0,118,0,0,0,95,19,4,1.5,1.5,1.8,1.8,2.0,212,1,0,0,0,1,9.84459,-10.547552,20.808357,6.4963074,-30.111435,176
307,55,12,17,6,14,10,59,0,0,6.2,5.8,7.5,7.0,3.0,411,1,0,0,0,1,9.236009,-8.470777,17.2059,1.428971,-34.067554,341
308,1644,240,858,177,91,115,1481,0,0,9.9,11.0,9.9,11.0,38.0,16357,1,0,0,0,1,201.39374,-170.20592,117.748505,-37.336987,-705.74835,16357
309,1193,196,667,149,115,54,516,485,180,2.5,2.5,3.0,3.1,12.0,3622,1,0,0,0,1,58.43535,-49.10279,34.275215,-10.799349,-204.36765,3006
310,605,155,231,91,105,0,582,0,0,2.8,2.9,3.4,3.5,8.0,2041,1,0,0,0,1,22.242727,-15.8574295,12.706094,-3.6374452,-74.28926,1694
311,389,120,94,77,63,10,198,166,0,2.9,3.1,2.9,3.1,6.0,1134,0,1,0,0,1,18.113398,-14.549718,10.671916,-3.252117,-62.503777,1134
312,132,56,0,27,38,7,128,0,0,9.0,9.3,10.8,11.2,8.0,1429,1,0,0,0,1,17.79532,-14.903829,10.271774,-3.4095442,-61.352345,1186
313,132,30,50,22,24,0,39,27,60,10.5,11.0,12.6,13.2,9.0,1666,1,0,0,0,1,23.538532,-19.54095,13.898989,-4.3213916,-81.97826,1383
314,286,94,36,44,38,55,267,0,0,6.0,6.5,6.0,6.5,6.0,1727,1,0,0,0,1,22.38429,-16.750504,12.963472,-3.8086865,-75.712776,1727
315,305,73,87,39,63,10,272,0,0,14.8,16.6,14.8,16.6,7.0,4504,0,0,1,0,1,56.65188,-47.591976,33.23384,-10.468279,-198.11269,4504
316,268,73,105,0,70,0,248,0,0,17.9,19.4,20.6,22.2,8.0,5517,0,1,0,0,1,68.06328,-58.82586,38.016075,-13.646584,-234.813,4800
317,110,36,15,0,49,10,110,0,0,23.2,23.2,23.2,23.2,24.0,2553,0,1,0,0,1,33.69408,-28.143934,19.828808,-6.2065854,-117.59558,2553
318,3963,1184,616,952,1091,42,3885,0,0,4.3,4.4,4.3,4.4,11.0,16921,0,1,0,0,1,169.325,-136.35728,98.03764,-30.311607,-585.44885,16921
319,397,83,252,16,58,0,409,0,0,18.8,18.2,22.6,22.0,7.0,8987,1,0,0,0,1,110.662865,-98.09855,59.027042,-23.71627,-377.2056,7459
320,254,90,39,3,117,0,119,100,30,15.3,15.6,15.3,15.6,11.0,3877,0,1,0,0,1,51.893826,-43.561325,30.455622,-9.585039,-181.42535,3877
321,134,73,0,22,14,0,33,76,0,15.6,19.2,18.8,23.1,8.0,2516,1,0,0,0,1,34.428238,-29.502768,19.372982,-6.841332,-118.60843,2088
322,266,101,70,26,56,5,258,0,0,17.7,18.2,21.3,21.9,8.0,5657,1,0,0,0,1,69.4572,-61.55954,36.93644,-14.961016,-236.21402,4695
323,237,114,11,44,42,0,181,30,0,13.5,15.2,16.3,18.3,9.0,3857,1,0,0,0,1,47.910107,-41.67116,26.347702,-9.849692,-164.30713,3201
324,1243,555,15,245,394,10,1219,0,0,9.2,9.4,11.1,11.4,9.0,13843,1,0,0,0,1,153.23856,-132.10294,86.40164,-30.217613,-531.15717,11490
325,666,138,233,124,105,5,605,0,0,1.1,1.2,1.1,1.2,13.0,752,1,0,0,0,1,23.4046,6.956852,18.424543,10.783469,-47.33363,752
326,1810,349,423,377,457,10,1616,0,0,16.2,18.2,16.2,18.2,35.0,29399,0,0,1,0,1,357.5496,-302.4889,208.9278,-66.32446,-1253.4149,29399
