rely,data,cplx,stor,virt,turn,acap,aexp,modp,sced,loc,MI_loc_data,MI_loc_rely,actual
0.3363702,-0.07177293,0.44233108,-0.03265595,0.13010935,0.05015672,0.25583872,0.21912861,0.393475,-0.05805309,-0.066078305,0.016100558,-0.04210501,0.11897096
0.38350946,-0.12179546,0.51048684,-0.061763637,0.1284594,0.0017837249,0.2828921,0.24286981,0.43966955,-0.06414893,-0.11358978,0.022026658,-0.030259455,0.17135818
0.39969888,-0.080276996,0.4540118,-0.023697447,0.124617524,0.082601875,0.32935432,0.2614255,0.34874564,-0.17932868,-0.1043517,0.03933343,-0.040715348,0.13299866
0.54187804,-0.31073686,0.58121526,-0.22114682,0.17989747,0.13478373,0.36764228,0.1731225,0.74920845,0.02214209,-0.16220966,0.05836144,-0.0007696226,0.24586982
0.5834006,-0.21349292,0.7158144,-0.245825,0.20570843,-0.075203486,0.3631031,0.31529802,0.6457298,-0.0847546,-0.1743533,0.08570705,-0.0025663935,0.29819956
0.3138975,-0.033788715,0.44620126,-0.11463214,0.0836606,0.08931784,0.26773125,0.26022965,0.38287798,0.038508162,-0.046363328,0.0265949,-0.03426665,0.099294245
0.4696045,-0.16502862,0.5392921,-0.12525886,0.123219445,-0.01332812,0.33004552,0.26276436,0.43445665,-0.1302308,-0.16620618,0.061482,-0.031722493,0.21019177
0.547352,-0.1316237,0.6100609,0.046000324,0.19199887,0.0137154795,0.29979336,0.19671509,0.4184175,-0.26910505,-0.18130139,0.020209363,-0.046819657,0.22589613
0.37461638,-0.048208628,0.39584208,0.013688673,0.14464098,0.10401757,0.27260613,0.21916834,0.34178343,-0.07852462,-0.089874536,0.022103403,-0.022456154,0.12045151
0.53235465,-0.1710603,0.6498579,-0.25192264,0.14046875,1.5579164e-05,0.2628443,0.17756104,0.5662325,0.03305438,-0.14285794,0.063951865,-0.0022345893,0.23221865
0.5464012,-0.14189105,0.58245337,0.03580182,0.15464884,0.0048946626,0.30023605,0.19837493,0.3770836,-0.27339074,-0.17930141,0.025094893,-0.028833611,0.22668605
0.7644601,-0.23545597,0.5576267,0.22291666,0.2984044,0.117604375,0.41785342,0.14873993,0.5081317,-0.62256527,-0.3877899,0.05096389,0.082787946,0.3829321
0.63691187,-0.2075924,0.6992231,-0.38166818,0.019058263,0.01981745,0.27677435,0.16993001,0.57718116,0.077766046,-0.191762,0.04671962,0.036351632,0.28689027
0.36281154,-0.043639045,0.45212907,-0.01829293,0.13022378,0.06876535,0.31488284,0.2566308,0.40289813,-0.073063105,-0.07865864,0.024576131,-0.04280559,0.1361724
0.5266068,-0.12329854,0.45441008,0.034906626,0.15082216,0.15047422,0.34823266,0.23140405,0.3683034,-0.28004417,-0.15348557,0.071240395,0.0047543086,0.20542438
0.55452573,-0.16354801,0.49967298,0.042789094,0.21039516,0.112292066,0.34574664,0.1861062,0.5057713,-0.21322522,-0.18915379,0.04578842,0.024029668,0.2599146
0.46864003,-0.10069089,0.5364966,0.052032143,0.19993936,0.040448304,0.27187058,0.20729893,0.39317685,-0.16367958,-0.12724179,0.012101008,-0.037092403,0.18031119
0.5565467,-0.16949609,0.6403148,0.100581765,0.2686258,-0.035937138,0.3118007,0.17504889,0.50948834,-0.33178994,-0.24396306,0.018121142,-0.010703668,0.28995648
0.56301725,-0.16660047,0.6441282,0.056131467,0.19772477,-0.03593099,0.29555646,0.17739488,0.42525873,-0.28167996,-0.20087497,0.0074880524,-0.048901703,0.24340717
0.5163813,-0.1998543,0.61277795,-0.08228558,0.20927197,-0.006357737,0.34205788,0.2735172,0.48290038,-0.21492398,-0.18250366,0.06320073,-0.034727983,0.25811252
0.5108474,-0.14571616,0.45433185,-0.071806476,0.14837259,0.18461218,0.30880108,0.11436252,0.60112965,0.08954709,-0.12801863,0.04484454,0.090213254,0.20647717
0.50920933,-0.19842744,0.5796665,-0.08028189,0.13063198,0.02653466,0.31176022,0.19124731,0.52270406,-0.13291429,-0.1890659,0.03575682,-0.029052434,0.20886411
0.6776271,-0.1311104,0.7039883,0.05041209,0.18009621,-0.040323466,0.31672192,0.18571687,0.3942094,-0.43657383,-0.25691125,0.023951706,-0.025627114,0.24095792
0.458885,-0.029154655,0.47473305,-0.2694441,0.13619044,0.259787,0.3449715,0.20199835,0.66656417,0.35192034,-0.03280456,0.054216117,0.08506012,0.17746365
0.8592664,-0.2910411,0.54108995,0.08879002,0.27080265,0.29323268,0.41101903,0.124094725,0.6837003,-0.2358146,-0.3134738,0.07943668,0.13753046,0.36443558
0.321855,-0.026064415,0.4203884,-0.0042251535,0.1279324,0.109498546,0.29398072,0.25658697,0.39961237,-0.05416607,-0.05880625,0.01997984,-0.041492246,0.08908966
0.36977354,-0.04629815,0.41410232,-0.11651047,0.09726358,0.15360859,0.28423885,0.1975885,0.46201807,0.107649714,-0.050400767,0.03805787,0.0116090365,0.11910401
0.373774,-0.03946727,0.46683955,0.009448318,0.12408713,0.03655996,0.27623466,0.22898565,0.34099934,-0.1687174,-0.10032387,0.010680306,-0.04610409,0.123971984
0.7562798,-0.303557,0.6435043,0.109496735,0.19331023,0.07718374,0.42533502,0.17256045,0.5596207,-0.45534864,-0.39344177,0.041834906,0.021599378,0.34258923
0.48783463,-0.22978114,0.57261246,-0.049159728,0.11230347,-0.019356437,0.32240644,0.21822771,0.46278155,-0.17152372,-0.16415106,0.030803457,-0.034533367,0.19982226
0.7273694,-0.37776804,0.76273793,-0.27382308,0.25725168,0.08579982,0.45089644,0.22322935,1.0098336,0.010269508,-0.22097468,0.090553455,0.051868815,0.40526748
0.41199324,-0.13176997,0.46524853,-0.03800737,0.10439403,0.11227764,0.32271355,0.21269351,0.47539043,-0.11011164,-0.12287612,0.02440593,-0.024966057,0.13245139
0.48670185,-0.15877436,0.5469569,-0.05135516,0.090845495,0.073279634,0.3709604,0.21647465,0.52684695,-0.18986526,-0.19661047,0.033336326,-0.022071559,0.1835416
0.61804944,-0.1958018,0.64321524,0.0914707,0.30038977,0.005882539,0.3449532,0.18451202,0.5645812,-0.40668416,-0.29948464,0.040664665,0.027039576,0.35338116
0.5203339,-0.08670734,0.5276749,-0.35087013,0.13575059,0.30341643,0.3198308,0.15204887,0.8362962,0.38323668,-0.024436574,0.10783763,0.12928167,0.19953112
0.35815635,-0.064631715,0.43038487,-0.09162796,0.0783041,0.10021335,0.27181777,0.1931913,0.44252336,0.056993935,-0.060583394,0.021079713,0.0133691095,0.12746572
0.45042586,-0.09806347,0.5208986,0.088743374,0.17320357,-0.0018506683,0.28431925,0.19343042,0.3686227,-0.22500077,-0.15694313,-0.0042472854,-0.041046627,0.17619196
0.4453411,-0.12980393,0.5385859,-0.17632568,0.08965914,0.051696714,0.27155894,0.19132343,0.50053936,0.037812397,-0.12728898,0.037656523,0.0017829575,0.17218088
0.3997661,-0.0707636,0.48077777,-0.054258145,0.11011134,0.040900663,0.27950874,0.23882,0.3140968,-0.16690324,-0.10009493,0.034561936,-0.04336214,0.13683936
0.49068087,-0.1794621,0.5098628,0.047408804,0.13079417,0.04983261,0.31596887,0.17685282,0.47658634,-0.18408032,-0.19305757,0.010427671,-0.0037484057,0.20464328
0.42121673,-0.12512477,0.51517093,-0.17088678,0.14339821,0.034662783,0.32076,0.29425532,0.44196907,-0.02459269,-0.10804051,0.065307625,-0.031144429,0.2007781
0.38703978,-0.12970425,0.48310983,-0.027783815,0.09616076,0.08562448,0.32221127,0.22463106,0.47892928,-0.10728836,-0.121756986,0.023032315,-0.031267107,0.12635419
0.47308847,-0.07482839,0.44442505,0.100227065,0.18477246,0.086137675,0.2988222,0.19096039,0.34930202,-0.27522454,-0.16122785,0.030994788,-0.014593221,0.17513798
0.40356934,-0.09241146,0.480228,0.040721726,0.1554149,0.047478117,0.29868585,0.23010321,0.37448248,-0.17864946,-0.11490609,0.014561311,-0.046921663,0.14004113
0.37234372,-0.056027126,0.44441965,-0.05786068,0.1010012,0.032846894,0.275267,0.21035239,0.3692739,-0.08390932,-0.09384337,0.027198419,-0.030853398,0.12356612
0.5111232,-0.22787832,0.5861612,-0.06507709,0.15884572,-0.0048636906,0.3348793,0.18981299,0.537822,-0.20891494,-0.2063457,0.038943775,-0.03321302,0.25466004
0.30707544,-0.054557752,0.37670025,-0.023125164,0.12300617,0.08553994,0.2603619,0.21602488,0.38577482,-0.028464012,-0.056830075,0.0083961915,-0.023255974,0.09718553
0.68403167,-0.20082563,0.5865808,-0.34875143,0.1876679,0.34592405,0.374533,0.08112921,0.93647736,0.3637984,-0.114117265,0.09884618,0.13759385,0.28186953
0.6043937,-0.280164,0.6910165,-0.1414901,0.1613023,-0.07228913,0.37082627,0.23517069,0.61284167,-0.20509732,-0.24582332,0.067913845,-0.03134154,0.29414883
0.4562616,-0.12669057,0.37505898,0.029639527,0.1891912,0.1652982,0.27425995,0.08907317,0.46319628,-0.0800309,-0.13336794,0.040608756,0.055578325,0.17251252
0.4542418,-0.176042,0.47332704,-0.1361056,0.11035713,0.10890956,0.29683927,0.1518476,0.5458549,0.033060245,-0.13853726,0.047097564,0.026844848,0.17912239
0.5135213,-0.26533014,0.5729406,-0.06677178,0.19821024,0.017194562,0.37482786,0.2253497,0.6055393,-0.1794277,-0.19397208,0.06048866,-0.027256683,0.26191795
0.47165206,-0.13370344,0.55206466,-0.08271139,0.1788799,0.05777195,0.2361612,0.15970358,0.49596834,0.023832768,-0.108720556,0.033225488,0.01065984,0.1783861
0.32436582,-0.0977443,0.43738738,-0.08791992,0.11428176,0.086838424,0.24572563,0.21435334,0.4483169,0.026895963,-0.053696323,0.022563562,-0.028670976,0.11450371
0.5287174,-0.22709195,0.5511422,-0.1872465,0.13336912,0.047034796,0.37207782,0.3198498,0.4574555,-0.14187385,-0.15709895,0.10228244,-0.008825865,0.25169215
0.44034773,-0.092361405,0.5315216,0.05886338,0.16014566,0.004051205,0.2778804,0.19390257,0.37635577,-0.23472127,-0.14521559,0.0038452893,-0.046620272,0.16867706
0.46494997,-0.08760315,0.45772496,0.04959114,0.17895643,0.093885064,0.35948953,0.23781583,0.39776787,-0.23718637,-0.16283217,0.024125088,-0.011286266,0.21544693
0.6191664,-0.18530995,0.7192447,-0.076812096,0.21548824,-0.081707485,0.28530148,0.21512279,0.4580951,-0.26353204,-0.21316466,0.03698467,-0.045391195,0.28064498
0.43253797,-0.097664475,0.5070285,0.0028025322,0.1357831,0.03952423,0.27605882,0.20522615,0.37116292,-0.1334331,-0.112878546,0.020790052,-0.042545594,0.16406392
0.7603949,-0.30376843,0.5860059,0.12280731,0.20387574,0.16932124,0.4188745,0.12042816,0.6631797,-0.2986088,-0.36290243,0.03271778,0.08793381,0.34521088
0.6727636,-0.36248648,0.66776836,-0.01176846,0.3118147,0.038481377,0.38532105,0.15119125,0.7749006,-0.25980693,-0.27646428,0.048441097,0.056375276,0.3608123
0.6683048,-0.012102701,0.6219605,-0.5006622,0.12410331,0.43395004,0.4052025,0.11282809,1.0100665,0.6231941,-0.032862913,0.09153445,0.19936801,0.25011715
0.3845328,-0.004875224,0.38741067,-0.24683943,0.041284613,0.26707417,0.28850278,0.15186743,0.60190004,0.27350336,-0.003589224,0.045650367,0.09359081,0.11475591
0.53360325,-0.08678174,0.42498162,0.11925352,0.20581761,0.19608405,0.2826087,0.10907586,0.49944952,-0.05377888,-0.104757965,0.037267044,0.09651986,0.18968554
0.7622923,-0.18755367,0.44620907,0.121979795,0.30154687,0.24091148,0.33315998,0.087206975,0.5074678,-0.3196773,-0.2914102,0.08173549,0.10153516,0.30710167
0.75656134,-0.27588868,0.83021003,0.008323291,0.2871037,-0.052383587,0.35110852,0.19759208,0.5451108,-0.4834412,-0.333788,0.05307791,-0.020018827,0.3507451
0.43936574,-0.12191172,0.50856787,-0.054083034,0.15187007,0.04022988,0.309498,0.2554347,0.36321044,-0.17730762,-0.12146515,0.044322297,-0.05005593,0.16490296
0.7254122,-0.12229322,0.6008123,-0.44565454,0.21565114,0.42535862,0.4017154,0.074166596,0.99663526,0.5182579,-0.099564806,0.102467045,0.19186349,0.31680086
0.30744585,-0.044939328,0.44450063,-0.08703638,0.079671815,0.06040332,0.25460044,0.22489887,0.41789633,-0.001723133,-0.054716762,0.011430196,-0.026686594,0.105158865
0.60118496,-0.13184239,0.5219525,0.12080921,0.1567345,0.00039409474,0.31980184,0.16312851,0.35570842,-0.4400924,-0.28293833,0.019071527,0.00090589,0.2483819
0.32887357,-0.029047843,0.4043094,0.019010168,0.12064726,0.1178401,0.29936132,0.25186783,0.37717137,-0.06833437,-0.067209065,0.01890529,-0.034661986,0.089915276
0.71110743,-0.2321748,0.7095436,0.08676384,0.15778244,-0.030772887,0.3676227,0.16187839,0.38575748,-0.5363016,-0.33643422,0.028344074,-0.022494867,0.2992304
0.49617,-0.16240264,0.47883457,0.08988671,0.18797895,0.06847598,0.31129435,0.15606187,0.5111445,-0.15193562,-0.15758125,0.018083725,0.03797837,0.24205194
0.49758512,-0.12292017,0.56724924,0.00036269054,0.20390438,0.010359358,0.27014956,0.20465279,0.42852983,-0.10299413,-0.123115286,0.029048298,-0.031053891,0.20313136
0.56669754,-0.23481648,0.62639916,-0.09631831,0.12881078,0.009318471,0.3809313,0.2352734,0.55616933,-0.20722473,-0.23065752,0.048109755,-0.03598892,0.24126422
0.60895926,-0.28323975,0.64225376,-0.028523326,0.15390259,0.05501624,0.43822944,0.22031029,0.65771455,-0.276405,-0.2768508,0.05387781,-0.006219644,0.29382288
0.3292525,-0.031793263,0.38891244,0.0078048743,0.109498456,0.08413568,0.2968573,0.2492771,0.33183044,-0.1055401,-0.07969798,0.016562868,-0.031839095,0.10152988
0.74150145,-0.43614247,0.7868657,-0.3077583,0.1714543,0.036864206,0.44049314,0.19736469,0.91350806,-0.105908796,-0.3207704,0.09151505,0.0071676113,0.3440931
0.43864357,-0.09037098,0.48534986,-0.048364423,0.1781995,0.11600087,0.28123048,0.22481684,0.44034845,-0.013022304,-0.084034026,0.052949492,-0.012025673,0.16159499
0.5946369,-0.20331392,0.6061981,-0.046277605,0.09761574,0.09154546,0.4177352,0.22254097,0.5630023,-0.29266194,-0.2731146,0.051289078,-0.007797677,0.24632703
0.5148469,-0.18947692,0.55774635,-0.12253406,0.11218542,0.07534125,0.31996647,0.18772289,0.58204705,-0.04222683,-0.14849631,0.043508634,0.009068605,0.19596027
0.5010439,-0.1297748,0.46867362,0.14698511,0.16258597,0.04588157,0.31852213,0.14956206,0.38402852,-0.31459576,-0.21505636,0.0060909437,0.0086671,0.20522383
0.6528726,-0.17537643,0.65059024,0.12105323,0.22426778,-0.017374463,0.3312424,0.16684094,0.40441933,-0.4337531,-0.28252128,0.01817413,-0.020216793,0.27824542
0.49602354,-0.121419415,0.56455106,-0.028532319,0.112995535,-0.020454727,0.26325917,0.17624062,0.39824274,-0.15733875,-0.15842846,0.016853346,-0.04150015,0.19840072
0.5565169,-0.2718457,0.6432549,-0.096397884,0.17514311,-0.004133392,0.42230013,0.260397,0.63759184,-0.22220778,-0.23389629,0.06544612,-0.026992857,0.30171758
0.48730573,-0.029384676,0.5684021,-0.427825,0.026789991,0.31580237,0.35553536,0.1565611,0.8558581,0.46602654,-0.012336101,0.053062823,0.13896693,0.16730615
0.4150929,-0.040435154,0.53471434,-0.17110375,0.09680303,0.0013538115,0.25951964,0.24647394,0.33723116,-0.13590516,-0.108933195,0.04933996,-0.022473928,0.16722724
0.6460301,-0.2622321,0.68305385,-0.05562575,0.22630318,-0.023981072,0.33218956,0.21418998,0.4529581,-0.3635983,-0.26608258,0.054883383,-0.04066667,0.27822715
0.4463353,-0.09992209,0.5099576,-0.13041836,0.13587652,0.17520565,0.3094386,0.14486846,0.65955937,0.20565946,-0.05773301,0.033970878,0.06413238,0.16922991
0.68632376,-0.36489305,0.80457115,-0.059364364,0.29505777,-0.030671276,0.4555064,0.24161653,0.8819591,-0.30876303,-0.31640926,0.06477827,0.0075293593,0.42693868
1.1327186,-0.4427885,0.7024182,0.29673725,0.41347975,0.25236064,0.49497166,0.06424672,0.7495236,-0.6273434,-0.53381056,0.0902567,0.17140652,0.55235773
0.33423513,-0.0512664,0.4451933,0.00024231337,0.11690027,0.07352962,0.2700722,0.2299322,0.42182547,-0.020297967,-0.058502886,0.0064404244,-0.025783896,0.11434598
0.37945047,-0.05209781,0.4331524,0.002558494,0.10313075,0.09764404,0.32879448,0.23989941,0.39626557,-0.12721309,-0.10270426,0.020092463,-0.04046856,0.11318292
0.6679098,-0.16481856,0.60566777,0.115754366,0.16576937,0.024346828,0.3610206,0.17013074,0.35984698,-0.5370147,-0.30222368,0.034706056,-0.0075359195,0.2503172
0.8895331,-0.34119165,0.60074365,0.25992003,0.3764833,0.17113249,0.44619444,0.0976322,0.66764426,-0.56055844,-0.44217542,0.04844102,0.13609348,0.4731785
0.45020553,-0.16347107,0.53962797,-0.05119808,0.1800868,-0.012563609,0.30379438,0.24126406,0.45499378,-0.1343654,-0.1336012,0.037223082,-0.04062328,0.18849763
0.727483,-0.27295452,0.6317203,0.013146071,0.2649446,0.16746128,0.35990235,0.06968113,0.83094096,-0.0760466,-0.22600478,0.048590146,0.12930247,0.36341405
0.87570417,-0.48336008,0.9431809,-0.19123772,0.38402116,0.03386908,0.55224156,0.32713804,1.2370368,-0.17175543,-0.32427093,0.12628946,0.065553844,0.5470833
0.42075723,-0.056973036,0.47449377,-0.110472016,0.1431529,0.110857606,0.2981883,0.27271938,0.3975056,0.036288947,-0.074062034,0.060239285,-0.040373433,0.14362697
0.46039072,-0.06857787,0.5322557,0.03728365,0.14769137,0.004964918,0.2737903,0.1949548,0.36288258,-0.25343603,-0.14825626,0.01493392,-0.04527492,0.17188418
0.34251493,-0.004407581,0.42355764,-0.038395368,0.09269397,0.072527185,0.294429,0.24825253,0.3204694,-0.15600675,-0.080889285,0.019035053,-0.03765931,0.09889984
0.45929953,-0.08012277,0.48962688,0.09703377,0.19511516,0.0447207,0.28175706,0.17582642,0.38538152,-0.28918764,-0.17252928,0.0203042,-0.020939443,0.17305824
0.59740543,-0.22173537,0.64456517,-0.09246031,0.20732805,0.0035206005,0.35402018,0.26872694,0.46145573,-0.29903796,-0.22670466,0.060670476,-0.0369499,0.2633593
0.8191783,-0.3247672,0.7301082,-0.5570114,0.1773921,0.41598448,0.45723516,0.07423343,1.2250232,0.49872464,-0.17436069,0.11137118,0.16325651,0.34558594
0.5274377,-0.14800094,0.60625166,-0.14528593,0.20215765,-0.017903946,0.32155514,0.29041466,0.4668815,-0.08689685,-0.13451453,0.06343208,-0.03571993,0.23963448
0.4388532,-0.13669805,0.4956972,-0.1286861,0.16192785,0.10389704,0.2949119,0.18710434,0.5848168,0.098859325,-0.084707975,0.042802848,0.011403363,0.19905944
0.35732013,-0.057913776,0.3939511,-0.11402481,0.08609281,0.16933948,0.3059392,0.21823952,0.47527435,0.06625624,-0.032695483,0.044291593,0.025685769,0.103433445
0.38076848,-0.05783769,0.44784507,0.04390402,0.1574104,0.07494271,0.28200313,0.22612807,0.36007828,-0.14626107,-0.087374195,0.011050671,-0.04148256,0.12267293
1.0986317,-0.6557333,1.0758915,-0.21050072,0.27737135,0.05861616,0.6708776,0.21795766,1.2636892,-0.42403758,-0.5387687,0.09871324,0.020533267,0.5616519
0.49650523,-0.16034976,0.5785368,-0.09557951,0.1393376,-0.023469023,0.3155527,0.24110515,0.43585616,-0.16997637,-0.15831392,0.047384858,-0.04376055,0.21410586
0.411514,-0.087246805,0.4382894,0.073612235,0.15158945,0.062402096,0.28794044,0.19443862,0.35769674,-0.18579389,-0.12947719,0.0072455546,-0.02422167,0.13995641
0.426157,-0.09524593,0.48435915,0.04483229,0.17079374,0.06364568,0.29356456,0.22669734,0.3665696,-0.16819282,-0.11238454,0.020170316,-0.049773786,0.15129311
0.88774097,-0.3346851,0.6665651,0.22705561,0.37920526,0.16363584,0.48369396,0.12553406,0.8148952,-0.4825019,-0.42236742,0.046936866,0.12443009,0.48970148
0.36820686,-0.0491673,0.44258916,-0.006953221,0.13048875,0.10603219,0.34406292,0.2698483,0.42188218,-0.099987075,-0.083229885,0.031605974,-0.047459505,0.13491996
0.79572093,-0.42706987,0.89608306,-0.28311586,0.21381496,-0.037706606,0.48856148,0.21675041,1.063253,-0.0793819,-0.28585687,0.10958331,0.028621133,0.42701143
0.388812,-0.052886073,0.38030946,0.03314487,0.13017613,0.15015054,0.29396534,0.20562628,0.37848657,-0.099648684,-0.08135907,0.025966674,-0.0051343776,0.11586733
0.55009145,-0.25296697,0.701908,-0.08466609,0.27996945,-0.0647759,0.3914102,0.25518262,0.8280734,-0.1325519,-0.1989357,0.05808232,0.013215262,0.35616094
0.76760066,-0.20270501,0.5884731,-0.23870048,0.22411124,0.30358547,0.38988256,0.11599456,0.873636,0.1557549,-0.15495564,0.1112218,0.19891138,0.37321356
0.4193273,-0.053615768,0.47795284,0.048025563,0.17123884,0.04358761,0.28033075,0.22093353,0.33551446,-0.21002868,-0.11753559,0.01511101,-0.035353728,0.14752197
0.44871694,-0.06933159,0.4843535,0.036202032,0.14364557,0.06771593,0.3094384,0.22398432,0.32598147,-0.2875942,-0.14997151,0.029950257,-0.026783668,0.15370351
0.6446921,-0.15403247,0.49046978,-0.023814749,0.16627358,0.2500508,0.31949937,0.112239674,0.5602419,-0.0021025762,-0.14565645,0.05979418,0.1353067,0.23791386
0.66258025,-0.42586762,0.69630694,-0.34057525,0.17444679,0.15119477,0.4594908,0.186564,0.9504435,0.0249204,-0.25540805,0.07314254,0.012192335,0.3260699
0.73968166,-0.39276648,0.7910262,-0.14353037,0.1874275,-0.043096542,0.46943575,0.26514265,0.71747124,-0.33290556,-0.33704558,0.08349851,-0.023074806,0.36209893
0.3195354,0.0050556883,0.41230327,-0.017524276,0.105454296,0.09807731,0.29961973,0.27151185,0.3605248,-0.090827405,-0.058841523,0.01609497,-0.04787796,0.08996247
0.41809353,-0.11118209,0.46308914,0.03788092,0.16290633,0.060450524,0.3474545,0.23020424,0.46643537,-0.17219815,-0.15176526,0.029434372,-0.01718656,0.19865888
0.4568788,-0.10301335,0.40913662,-0.08869906,0.1428018,0.23787999,0.28625003,0.12764275,0.53207296,0.112988405,-0.05155583,0.03642092,0.07345149,0.14365181
0.42438993,-0.028104361,0.4216231,0.06842607,0.14952302,0.06684306,0.29806232,0.22260702,0.2768503,-0.2909046,-0.15401201,0.020067748,-0.014429122,0.14431444
0.4554783,-0.17218287,0.5195627,-0.056515716,0.110307075,0.09342039,0.37273547,0.23442669,0.5279613,-0.14850977,-0.16815847,0.04231872,-0.025658973,0.17865145
0.38672757,-0.10006219,0.45275927,0.027450293,0.10883852,0.0703469,0.30070457,0.21007925,0.401319,-0.16055882,-0.12883459,0.020469567,-0.017011926,0.13436352
0.48184356,-0.17030169,0.5406721,-0.026999626,0.17740773,0.028945573,0.35870996,0.25367612,0.49892244,-0.16930576,-0.14148381,0.053120606,-0.024351,0.24139021
0.40932736,-0.1162985,0.44564146,-0.016484879,0.13712615,0.087742195,0.24113518,0.1512715,0.43559667,-0.032321654,-0.092732415,0.034517273,0.009076152,0.14604904
0.6047694,-0.29990572,0.6447422,-0.15197945,0.23482692,0.04009118,0.40872633,0.23517282,0.81511056,-0.018399984,-0.17001553,0.07280605,0.018670257,0.32879508
0.44400632,-0.11835657,0.47802207,0.049985416,0.18575412,0.05962516,0.29209265,0.19353685,0.41693678,-0.16076529,-0.14054306,0.02355719,-0.019077022,0.18828672
0.40223986,-0.09872104,0.482486,-0.04035542,0.14053652,0.05345144,0.31036752,0.24921678,0.3810961,-0.16789092,-0.113968074,0.03372771,-0.048377663,0.14509088
0.48337024,-0.12918833,0.5362751,0.04204105,0.1773647,-0.0057903267,0.3066496,0.19623223,0.40507004,-0.19629109,-0.16687086,0.022267139,-0.028184092,0.22661261
0.540239,-0.17685443,0.54401135,-0.022873066,0.11062388,0.062696055,0.36606225,0.22709514,0.43917528,-0.27706373,-0.20321292,0.047582302,-0.014743965,0.21449119
0.94794816,-0.4629204,0.7898558,0.056732886,0.22195058,0.063176624,0.46085572,0.14563175,0.6922972,-0.502125,-0.4729155,0.058116443,0.027653161,0.43723634
0.39711142,-0.049382802,0.4806891,0.0054181274,0.14304131,0.03171536,0.2668343,0.21974686,0.33222747,-0.16059342,-0.1080036,0.009851133,-0.05053364,0.14381973
0.7079016,-0.33993617,0.730251,0.035326432,0.28771493,-0.006452281,0.43215007,0.19595045,0.74775773,-0.36970893,-0.3538367,0.047343843,0.015357081,0.4015836
0.4241771,-0.05335285,0.42567936,0.12522331,0.17600957,0.06280048,0.2743466,0.16780606,0.35742077,-0.27976274,-0.16216913,0.013858019,0.0062069036,0.15706341
0.43345222,-0.07151878,0.5238768,-0.14079264,0.13840063,0.11978648,0.2714068,0.20656788,0.51783645,0.16737676,-0.05773818,0.04940741,-0.0023060478,0.15884836
0.50173867,-0.16134189,0.5278629,0.06781429,0.21714616,0.0408969,0.36165938,0.2077572,0.54169875,-0.2498765,-0.20958635,0.034534402,0.011427622,0.28067592
0.9047686,-0.2564749,0.611327,0.21845561,0.36380824,0.29732266,0.43475357,0.08281879,0.78788984,-0.24211887,-0.29995844,0.04826284,0.21580498,0.4110637
0.5025335,-0.16917568,0.5237681,-0.28163078,0.18373439,0.23515338,0.34562,0.13342254,0.79629654,0.32418573,-0.07074098,0.056585316,0.07270089,0.22303227
0.59366614,-0.27093288,0.6456536,-0.09554115,0.21349481,-0.02833584,0.35985896,0.2533847,0.5528771,-0.22585848,-0.21628514,0.064291865,-0.030040886,0.2764401
0.65857977,-0.31978682,0.61590755,-0.27245864,0.19904529,0.21962175,0.42847142,0.18406972,0.8956554,0.1205165,-0.1520243,0.08301543,0.07566126,0.3252462
0.5304725,-0.20247877,0.59061944,-0.051078483,0.13779557,0.013680443,0.3512322,0.22481084,0.48788652,-0.22101343,-0.20286234,0.039784998,-0.039714918,0.21649188
0.56400263,-0.2338246,0.58761406,-0.12337869,0.15566228,0.05837593,0.3607995,0.20793402,0.63283974,-0.09444888,-0.1922403,0.06044697,-0.012795653,0.23848914
0.386662,-0.042414892,0.458242,-0.18351716,0.09870934,0.061271913,0.27783644,0.23175666,0.4054683,0.05561044,-0.049399752,0.051669337,-0.005272791,0.16724311
0.3266467,0.006602872,0.39997324,-0.0031555109,0.120284475,0.12708154,0.31619227,0.27349317,0.3649388,-0.0791256,-0.059914272,0.022482924,-0.049285796,0.08754316
0.5751532,-0.1704234,0.5953033,0.037456416,0.261751,0.07065252,0.39047942,0.24659231,0.5863206,-0.28755504,-0.22881773,0.044047683,0.014376882,0.33033538
0.38751355,-0.067628756,0.4688869,0.027628547,0.15914468,0.06292561,0.29792923,0.2391436,0.37593523,-0.15367103,-0.09457292,0.018595556,-0.047772218,0.14143741
0.87915146,-0.30043423,0.7657517,0.08874123,0.21077548,0.0054165497,0.37304974,0.13698268,0.48256838,-0.5064105,-0.35733914,0.04038851,-0.03338322,0.35574037
0.74746424,-0.117478475,0.69535637,-0.5037817,0.20510852,0.44122133,0.48107502,0.15658182,1.1393307,0.63314307,-0.063698694,0.104818456,0.19163834,0.33779427
0.3493242,-0.06483072,0.42839643,-0.088311315,0.1258567,0.122999,0.24501082,0.17749277,0.48144442,0.1193344,-0.04101977,0.021849172,0.009075772,0.11616278
0.37471467,-0.0474394,0.4405166,0.0077067297,0.13604972,0.08496616,0.29525307,0.23632506,0.343007,-0.1387766,-0.085618824,0.020882431,-0.042223804,0.1152471
0.34812126,-0.036203254,0.4080933,0.036647625,0.116885565,0.0832477,0.28795028,0.23153706,0.35385573,-0.096809536,-0.098300785,0.011764206,-0.011230584,0.10616577
0.3930673,-0.075608686,0.44725126,0.042637818,0.12541111,0.065954395,0.28507328,0.18763989,0.4425018,-0.07643011,-0.10562973,0.008387141,0.0010601804,0.15054016
