size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t01,t02,t03,t04,t05,t07,t08,t13,MI_size_D_duration_D,MI_size_D_t02,effort_D
-0.0048620477,0.32810897,0.9420076,1.0316864,0.91362524,0.78672916,0.74868065,0.48939854,0.34398258,0.4256095,0.39025998,0.7774703,0.44526947,0.4498968,0.89022934,0.80655485,0.6197372,0.12601204,3.0338764e-05,0.10847101
-0.036997195,0.261713,0.83381575,0.9527821,0.9076046,0.73184043,0.73068196,0.32649636,0.19503532,0.4205514,0.40627813,0.6520463,0.440246,0.40772134,0.75999904,0.71535194,0.57420164,0.07942614,0.004345037,0.05657073
-0.021025395,0.18009865,0.83642554,0.88167334,0.7895818,0.72976905,0.7593086,0.35136446,0.30076957,0.31854597,0.39237285,0.5165476,0.45911765,0.42711663,0.5937643,0.50344694,0.4908111,0.05545152,0.022326894,0.042842947
-0.03431706,0.16694975,0.37788275,0.756586,0.83227825,0.63750905,0.6270087,0.18081062,0.05137325,0.40051094,0.37027287,0.31130376,0.3642109,0.38764524,0.5729331,0.65518814,0.6219136,0.018117733,0.0009428095,-0.049446337
0.013653364,0.15248287,0.9740862,1.0197718,0.7832519,0.73002714,0.8079329,0.6876017,0.65365016,0.32673582,0.33760256,0.51517427,0.528306,0.5461213,0.67251563,0.4817149,0.46994942,0.11168171,0.017177027,0.071769595
0.026373312,0.39445406,0.9299902,1.0963788,0.9301454,0.7375035,0.77749157,0.573535,0.32570183,0.46648735,0.35198796,0.80740345,0.4662472,0.52532315,1.0120217,0.8686339,0.673361,0.19717202,-0.0033632051,0.13579327
-0.04410349,0.21408993,0.6250472,0.8724306,0.9003086,0.7075343,0.6686107,0.2906116,0.15437612,0.4023999,0.3924331,0.5159542,0.39387202,0.40618306,0.69988096,0.7190902,0.6306446,0.06005415,0.0036473554,0.010554004
0.12169918,0.22972804,0.6789444,0.9733504,0.66124177,0.58703095,0.7348814,0.8740097,0.63875353,0.419097,0.24562936,0.48460758,0.4474331,0.58610904,0.7468505,0.5426333,0.5444553,0.21177344,0.035682075,0.14455974
0.0172352,0.20449041,0.81272244,0.976286,0.8157728,0.7301007,0.78350645,0.48744544,0.455843,0.3356803,0.36550373,0.512014,0.47823513,0.47394067,0.63848877,0.5471103,0.52558446,0.05762113,0.0008857418,0.052560277
-0.059874527,-0.22396372,1.1886053,0.87715715,0.858778,0.671711,0.84424853,0.37031335,0.24297664,0.26254094,0.5904281,-0.01742797,0.7632623,0.6716262,0.3164029,0.017865583,0.24132493,-0.03570776,0.04891426,-0.009349041
-0.022565842,0.05889097,0.3424913,0.6883193,0.81762254,0.610158,0.6255425,0.122874275,-0.019324407,0.40682727,0.38899916,0.09761934,0.40009576,0.44232935,0.48382512,0.4930202,0.5622023,-0.00070840865,-0.013864557,-0.07183783
-0.0047402605,0.24267271,0.74908113,0.87775576,0.8257116,0.701646,0.7034325,0.34632075,0.23435205,0.3677497,0.38620913,0.58082265,0.41001898,0.39319646,0.6791141,0.62478364,0.54627913,0.06506037,0.013293177,0.041185915
0.044265263,0.07672692,-0.48097876,0.6071706,0.9809418,0.6736445,0.6568886,0.13874608,-0.1636729,0.68204063,0.33029318,-0.34599763,0.31358543,0.6560792,0.6242235,0.71342176,0.94511473,0.0004680492,-0.031431194,-0.22202432
-0.015542179,0.23528902,0.8497405,0.9285356,0.89654815,0.7523809,0.7506485,0.3051204,0.1942437,0.3709363,0.43449748,0.61701465,0.446294,0.41066867,0.6949382,0.6545178,0.5626164,0.05328626,0.010629401,0.047453456
-0.009783665,0.23553365,0.81715417,0.89425343,0.84375775,0.71879333,0.7291374,0.3476392,0.25947088,0.36239433,0.39816898,0.5814711,0.4417174,0.39864343,0.6788515,0.606518,0.5474515,0.06884758,0.00077614747,0.04758697
-0.032564722,0.18830824,0.8484085,0.9044504,0.85285616,0.7195727,0.74633366,0.27758634,0.19182637,0.35985652,0.4085344,0.5310072,0.4580695,0.41640973,0.6205629,0.5688091,0.5189964,0.047059346,0.016577013,0.041728936
-0.038085494,-0.06160499,0.97121227,0.8399033,0.82700896,0.6594742,0.7828852,0.27900586,0.17693402,0.29279745,0.5017288,0.18486565,0.6115802,0.53544366,0.4031873,0.21765332,0.33892167,-0.021004278,0.038608868,-0.0015668571
-0.033970878,0.26831168,0.88626033,0.9968261,0.9501715,0.7646635,0.7576212,0.32181776,0.18860611,0.41684496,0.43313634,0.68445593,0.44848573,0.43383408,0.78147864,0.74940133,0.6010738,0.07477845,0.00483926,0.057073854
0.03993228,0.06531817,-0.3134408,0.5682335,0.87082803,0.61787564,0.59665304,0.13083878,-0.12935638,0.5905057,0.33314922,-0.26748863,0.2991054,0.57772547,0.53298366,0.60372674,0.796291,0.008925006,-0.025748514,-0.17184317
0.16984853,0.32883352,0.5034238,0.91552734,0.62557924,0.46602666,0.6691679,0.83767116,0.36648947,0.55490464,0.2221838,0.5319327,0.36761063,0.5908127,0.8925458,0.6107574,0.6384956,0.29083592,0.033004653,0.18070602
0.01799858,0.257339,0.80861926,0.9692498,0.79915535,0.6828861,0.7290802,0.54663324,0.45993274,0.37165284,0.3089074,0.6033367,0.4445085,0.46355343,0.7406665,0.63657737,0.54251087,0.11903265,-0.014649149,0.07670375
-0.07575373,-0.32210863,1.2638197,0.9019537,0.9035082,0.690361,0.89352167,0.3892301,0.23354883,0.2725011,0.6533359,-0.15005437,0.85244054,0.7475773,0.2886737,-0.06611596,0.22105673,-0.046839837,0.05903338,-0.01812282
-0.032746814,0.21439613,0.79944354,0.9095691,0.8949666,0.7287049,0.7248016,0.28560752,0.18149918,0.37585953,0.42385465,0.5636926,0.4472121,0.39637017,0.6783508,0.6407484,0.55753505,0.051561,0.0009956788,0.04099112
0.5695517,0.4443285,0.37181854,1.3565226,0.745083,0.24785857,0.96614015,1.7990372,0.45295557,1.1595181,0.15936776,0.5836247,0.54652673,1.1219988,1.5779544,0.7397729,1.0723786,0.71368694,0.2955314,0.52647346
0.33828992,0.32277656,0.29973564,0.9818164,0.5500419,0.28337157,0.72208494,1.1988258,0.35757732,0.79648864,0.17853822,0.43537417,0.40420312,0.77811253,1.0432007,0.554276,0.7464576,0.44305652,0.160911,0.3095309
0.20976394,0.30332083,0.39832076,0.8882314,0.59495187,0.42241198,0.69399047,0.89876795,0.26482773,0.6113696,0.2305147,0.4626324,0.3624146,0.60318005,0.9086695,0.60602725,0.6862078,0.3062009,0.08398007,0.2000666
-0.02756159,0.109413855,0.53189754,0.7742383,0.8346939,0.6722543,0.6865972,0.16664737,0.06495513,0.3542692,0.4118291,0.27074006,0.43086797,0.4139377,0.51495534,0.51588285,0.5617055,0.0071609616,-0.008293438,-0.04627095
-0.14051297,-0.7292762,2.3260055,1.3745999,1.1872836,0.9952335,1.3162088,0.89301014,0.7095717,0.27743584,0.9973158,-0.39720514,1.4392956,1.2771895,0.27467388,-0.438083,0.08674823,-0.06698167,0.12941495,0.018272258
-0.026466196,0.027211942,1.0507935,0.9227146,0.8189194,0.6861184,0.7518883,0.48963872,0.43480903,0.29848075,0.44291914,0.35738873,0.57901806,0.53945565,0.54276025,0.34415108,0.37302983,0.06746336,0.029880036,0.029273793
-0.039954554,0.11983904,0.087318234,0.75821066,0.9237975,0.6726434,0.6512917,0.14886472,-0.017561004,0.4895094,0.3757472,0.09881102,0.3624212,0.48461324,0.5889156,0.69060326,0.7486713,-0.0034628958,-0.01729361,-0.116817735
-0.032868553,0.11606775,0.8000106,0.8607865,0.8577424,0.70700806,0.7528444,0.24327782,0.14219499,0.34669617,0.42605376,0.4091191,0.49149245,0.4427312,0.5571475,0.48153675,0.4929315,0.011843059,0.014204904,0.0008425489
0.06659562,0.15358607,0.9566703,1.0170659,0.7206979,0.67236936,0.75043327,0.8574126,0.7444091,0.37206587,0.31182843,0.4952176,0.51426685,0.59413475,0.71584356,0.5020461,0.47225195,0.18019208,0.036533497,0.108501025
-0.042151026,0.11986694,0.8200367,0.8771539,0.855415,0.7027858,0.76640505,0.24640386,0.15351567,0.34886232,0.42773128,0.40241033,0.5011084,0.44511384,0.55075085,0.47065237,0.49694297,0.015287038,0.009010168,0.012508426
-0.01147197,0.1026815,-0.026840292,0.67643714,0.88728833,0.63004744,0.62424845,0.1335914,-0.055592872,0.508165,0.3488158,-0.011463337,0.3402717,0.49213666,0.5636195,0.64910567,0.7462547,0.0035642274,-0.022333287,-0.12252548
0.21766907,0.35109222,0.52926713,1.03337,0.7152412,0.44901848,0.75589544,0.95919204,0.34734508,0.646584,0.21765734,0.5622923,0.44724727,0.6970366,1.0350411,0.7028742,0.7178569,0.3551468,0.07348526,0.23939979
0.026742496,-0.21673812,-0.058860533,0.7100656,1.0315275,0.62306404,0.72049266,0.2487067,-0.09505077,0.6986599,0.4946782,-0.7053256,0.5856656,0.83742535,0.54479194,0.38864917,0.7612433,-0.013449337,-0.009005581,-0.21364096
0.005679369,0.32401884,0.84300286,0.98576415,0.85906494,0.69654363,0.7234717,0.47311032,0.28915706,0.40522859,0.35761058,0.6968479,0.42630124,0.4588853,0.849609,0.7289789,0.6054268,0.1424541,-0.03424228,0.0877096
0.12033487,0.08403193,-0.9780201,0.65367913,1.2513376,0.8181404,0.8055185,0.15966544,-0.30118462,0.98244214,0.36503184,-0.65104884,0.3054444,0.89918464,0.8118789,0.95262045,1.3313258,0.006285809,-0.006036058,-0.28821453
0.00054474175,0.17204525,0.8109625,0.89493895,0.8483815,0.7387005,0.7966615,0.2879163,0.22493796,0.33424592,0.43168163,0.47407585,0.48504812,0.42444754,0.57804096,0.5135642,0.52433974,0.022477988,0.021393433,0.016134042
-0.020144062,0.037843406,0.95684034,0.9145556,0.816046,0.66644317,0.76477134,0.43676177,0.39346212,0.29539847,0.42355853,0.3210362,0.57676727,0.5391129,0.5023153,0.3298457,0.38359594,0.033339728,0.016691841,0.016310614
-0.028299905,0.13133559,0.2357626,0.72028786,0.8614609,0.6539684,0.63553524,0.15093309,-0.0039806254,0.4431181,0.3863545,0.1895816,0.34642494,0.42584205,0.5529436,0.6376234,0.6747763,0.0042761527,-0.006307992,-0.07514942
-0.042432223,-0.06267354,1.1202961,0.9206134,0.7951374,0.697577,0.78901845,0.5596004,0.5120091,0.2777062,0.46331465,0.24149585,0.650466,0.6089007,0.45854926,0.22213683,0.3196728,0.05247485,0.040136505,0.009092312
-0.04878424,-0.24901395,0.7096045,0.7919404,0.9005152,0.6268648,0.77476466,0.26252526,0.06245785,0.38261282,0.5627484,-0.30725244,0.68846625,0.6901291,0.33968434,0.114427686,0.38928777,-0.04458787,0.027007654,-0.091571756
0.0032365248,-0.013852879,-0.10152411,0.6143579,0.86982703,0.5699913,0.5869169,0.13858376,-0.09275553,0.54753274,0.3473609,-0.29344833,0.3780362,0.60258883,0.50249696,0.498811,0.6806042,0.0068930537,-0.021998093,-0.1558541
-0.01264989,0.17299865,0.8088789,0.8938512,0.8627442,0.7420444,0.79105806,0.26183122,0.18744898,0.34683785,0.4299993,0.48177278,0.47881752,0.42053783,0.5896815,0.53803277,0.5313675,0.020437993,0.025544565,0.01611296
-0.07177518,-0.34622586,1.4505643,0.9606992,0.9134352,0.720765,0.935775,0.49230272,0.35652357,0.25421414,0.67900926,-0.12414684,0.916077,0.79975325,0.27455997,-0.11424127,0.17920803,-0.04529142,0.06601234,-0.004886877
-0.04867082,-0.069907665,1.0155497,0.84738636,0.82590747,0.6513303,0.77746093,0.30252415,0.20243075,0.2844718,0.5060832,0.19399396,0.62096655,0.5425063,0.409757,0.19514146,0.31837484,-0.011426207,0.03745504,0.007407222
-0.018234404,0.23473643,0.8532304,0.902989,0.8873298,0.7453886,0.7542919,0.3274917,0.21680036,0.37586814,0.4078524,0.58535916,0.45787853,0.41758066,0.70002675,0.6437791,0.56184465,0.058624823,0.02389323,0.060132906
-0.0747485,-0.414571,1.0566319,0.9139705,1.0094362,0.7019178,0.90840906,0.36687693,0.13592759,0.39016172,0.6984229,-0.44568625,0.9006462,0.8514442,0.31382322,-0.05329521,0.32822827,-0.06391697,0.055810794,-0.07436638
0.059061453,0.07146724,-0.5792586,0.6101955,1.0128926,0.6794782,0.65654755,0.12682523,-0.19723482,0.7325438,0.32657474,-0.40023667,0.3087332,0.6962307,0.6411511,0.75736606,1.00194,0.010110952,-0.018529013,-0.22523662
-0.034005616,0.13266134,0.38847706,0.7338902,0.8307406,0.60349095,0.6126435,0.17542343,0.05135098,0.39332178,0.3585804,0.25761905,0.3821963,0.4055695,0.56811476,0.61109567,0.5740701,0.028168432,-0.009493158,-0.04227648
0.23385695,0.44733328,0.64446545,1.130523,0.76056635,0.53258866,0.8252897,1.024177,0.37606966,0.69236404,0.25106066,0.6719431,0.4209873,0.7409059,1.1547277,0.79417425,0.8169824,0.38871506,0.08131133,0.24130985
-0.038955927,0.24381588,0.68945104,0.8724872,0.86850643,0.7097993,0.6866027,0.30498978,0.17592,0.40736806,0.3933195,0.5599013,0.40083063,0.3915317,0.7078562,0.7028927,0.5928504,0.07227262,0.015850857,0.03577304
-0.028438538,-0.083383426,1.1273594,0.90722144,0.77964854,0.64635575,0.7531526,0.59650195,0.52529085,0.2713447,0.44855326,0.20108321,0.65989953,0.6223998,0.44755426,0.19448271,0.2929008,0.057621107,0.036389966,0.014538452
-0.008740867,0.11601656,0.4249374,0.6880386,0.787503,0.62489897,0.63690066,0.17634188,0.033138383,0.36157453,0.3977903,0.20980987,0.38779944,0.39944512,0.4828436,0.49925944,0.5351727,0.020427447,0.013848074,-0.04603811
-0.054291572,0.14247337,0.8018958,0.8450129,0.85391855,0.7301776,0.7547259,0.26878077,0.13922748,0.3806382,0.44185305,0.43501857,0.47475857,0.4494843,0.59647644,0.50495255,0.5214376,0.027028026,0.0055916496,0.023754336
-0.016494276,-0.35029733,0.47609797,0.7950649,1.0266362,0.6580893,0.7811602,0.32573774,0.005226802,0.5943549,0.6095333,-0.65233266,0.7521259,0.8743162,0.42717862,0.15773454,0.56725645,-0.026363801,0.02646625,-0.14668263
-0.012968332,0.16066691,0.82496583,0.8821893,0.85909724,0.727919,0.7747823,0.26649094,0.17925382,0.33807966,0.44016576,0.47109812,0.48256224,0.42347145,0.5752642,0.50929314,0.51549304,0.020900946,0.016015671,0.018765304
-0.051415935,-0.02603013,0.69598186,0.7824015,0.846236,0.58002365,0.6558611,0.21139495,0.06887175,0.36235976,0.4114154,0.11819157,0.5306844,0.50835544,0.4776671,0.384471,0.42707878,0.0030114949,0.0150174685,-0.030020077
-0.054578565,-0.09166844,0.73904914,0.76460284,0.8240967,0.6248857,0.7107435,0.23282367,0.09397816,0.3202121,0.47800863,0.030739626,0.5669525,0.5325029,0.378597,0.23555867,0.3906301,-0.017308842,0.018672917,-0.04200153
-0.03173142,0.15250272,0.75853777,0.8681997,0.8653538,0.70933783,0.7497284,0.23700513,0.15220535,0.3498152,0.42099273,0.43393832,0.4715007,0.41855556,0.58159715,0.52183175,0.5310098,0.019219711,0.00077202916,0.0048092306
-0.05579052,0.07269199,0.86451566,0.8437999,0.82889235,0.673431,0.7404915,0.28271198,0.18491659,0.31798822,0.4448089,0.36525327,0.5225911,0.46331233,0.5206008,0.3887346,0.42662138,0.017416693,0.01626264,0.016768146
0.022086099,0.3225271,0.8962367,1.097265,0.87718,0.74832726,0.77843195,0.6086459,0.51176417,0.4171914,0.323788,0.7328024,0.45932466,0.5025016,0.8790606,0.77343076,0.58361036,0.13423616,-0.014903886,0.12515661
-0.026551258,0.068661295,0.87527245,0.8507377,0.82736623,0.6804481,0.76147586,0.30182832,0.208209,0.3140915,0.4455068,0.34913823,0.5295368,0.46411145,0.49618918,0.37449354,0.43175286,0.013826024,0.032871902,0.014422819
-0.04292033,0.27337086,0.957494,1.0272591,0.9728198,0.77991885,0.7936775,0.34034947,0.20595652,0.42062667,0.45398772,0.68632567,0.48769116,0.45546108,0.7910658,0.73652446,0.6013646,0.07602116,-0.0164973,0.06524195
-0.0027015395,0.23022035,0.80369675,0.89614254,0.8237324,0.7218619,0.7350567,0.35358292,0.28369826,0.34215733,0.3847645,0.5755282,0.44051373,0.4046257,0.6587025,0.5960332,0.5356089,0.05800331,0.010314409,0.045131296
-0.0037953928,0.11125463,-0.086597316,0.66994566,0.8961519,0.6177638,0.59780085,0.13398062,-0.041372024,0.51690274,0.32730654,-0.035897024,0.3272717,0.5065385,0.5805505,0.68060833,0.7455556,0.016883813,-0.014542081,-0.12817325
-0.010723202,0.12209344,0.3536806,0.7107899,0.806455,0.6450556,0.65130085,0.14058754,0.02613933,0.37067673,0.38969976,0.18633622,0.37530875,0.408302,0.49486592,0.53443336,0.5721068,0.0012127534,-0.013822209,-0.06555438
-0.02943571,0.11929288,0.7874139,0.8669567,0.85854304,0.7025879,0.7575891,0.23268096,0.1465783,0.3414564,0.42448348,0.39552435,0.4904636,0.42892486,0.5473716,0.4854098,0.50010955,0.009181287,0.009871811,0.005355593
-0.06276962,-0.32211787,1.1988531,0.89862096,0.9044088,0.67441744,0.8670295,0.41735086,0.22581957,0.31415215,0.6162021,-0.19192162,0.8235458,0.75745434,0.3490489,-0.003554143,0.25886068,-0.026411105,0.049832076,-0.022245817
-0.0298203,0.20350517,0.8124155,0.8952042,0.87016034,0.72708964,0.7518982,0.28150153,0.190557,0.36385998,0.42199624,0.53621745,0.4574042,0.40923905,0.65019643,0.57996553,0.5426505,0.04689282,-0.00026475824,0.03408496
-0.042147182,-0.08830783,0.90546894,0.81791925,0.8287468,0.6536575,0.77271646,0.263721,0.14317214,0.29951146,0.503488,0.111291654,0.6120921,0.5454355,0.38037807,0.19798651,0.3523301,-0.028331418,0.033642415,-0.020310065
0.055362552,0.28644896,0.63400334,0.8436433,0.71259356,0.59368867,0.6568004,0.52665186,0.27205592,0.41080582,0.29920265,0.56042117,0.36495078,0.42631418,0.7518445,0.63347197,0.5684424,0.16189668,0.0098206885,0.09417056
-0.02394494,0.12131115,0.49573204,0.75290376,0.8156035,0.6603426,0.6694347,0.16837645,0.06413938,0.3543162,0.39824873,0.26974925,0.40768063,0.40692252,0.5132812,0.52264845,0.56192565,0.008215547,-0.010342095,-0.049392298
-0.03932539,0.0012431592,1.0526735,0.91849554,0.814523,0.6835908,0.78853464,0.47432148,0.37864465,0.28426823,0.42750257,0.3046381,0.6067822,0.57396346,0.49495512,0.30325586,0.36164424,0.04110077,0.032398917,0.028873563
-0.028061792,-0.29987437,0.4553601,0.78783745,0.9704547,0.6376912,0.77214396,0.29548633,0.012016971,0.5378275,0.5708989,-0.56433225,0.69720834,0.8104695,0.41249785,0.17786917,0.53177327,-0.03677663,0.019039903,-0.13803118
-0.018698426,0.25748485,0.8372156,0.925876,0.8931664,0.7347811,0.72233045,0.35919568,0.22357738,0.39055616,0.40718955,0.63507545,0.431961,0.40697044,0.7467636,0.69859546,0.5752988,0.080903165,0.019237176,0.06498209
0.07016189,0.2936811,0.61555845,0.8895467,0.7148144,0.5127074,0.65477026,0.5892507,0.2610223,0.44907418,0.25881526,0.54594946,0.39734232,0.4957583,0.795871,0.6442178,0.56643003,0.2131721,0.004362732,0.1333741
-0.019464955,0.22033457,0.8619777,0.93569833,0.89516926,0.73752487,0.7763602,0.28973335,0.20134562,0.37141836,0.42846823,0.5648387,0.47650343,0.42272007,0.66936874,0.61236846,0.5477671,0.04942409,-0.00062913634,0.0429824
-0.010214666,0.36890352,1.0384008,1.1454316,0.98517644,0.82385343,0.816274,0.56630814,0.4046613,0.45513675,0.3939365,0.84494925,0.49012893,0.52274007,0.983181,0.8615011,0.6579011,0.14433636,-0.025479624,0.12849504
-0.04573332,0.0029416308,0.9569634,0.8617665,0.84337604,0.6655685,0.76653755,0.273943,0.18071546,0.31146538,0.47655177,0.29567084,0.5755443,0.4984634,0.47844344,0.310997,0.3751481,0.0048819818,0.027138665,0.021237254
-0.026085734,0.031069301,0.934338,0.84644264,0.779582,0.6489282,0.7459025,0.36386696,0.30947998,0.27247787,0.4270618,0.31385827,0.5512449,0.4863538,0.45688277,0.29381084,0.36885396,0.020559844,0.033131573,0.012200728
-0.039952345,-0.01620818,0.9528003,0.8526987,0.8336687,0.66572386,0.77993387,0.27009973,0.17628004,0.3003342,0.48276126,0.24836159,0.58641034,0.50762784,0.4423278,0.2774061,0.37028137,-0.008015882,0.032333985,0.009903442
-0.02007601,-0.07096629,0.4560508,0.6872966,0.812166,0.5955072,0.660118,0.16462958,-0.016628705,0.3955474,0.45675778,-0.08873767,0.50010055,0.53767514,0.39628243,0.31544825,0.48333436,-0.0135882385,0.012198236,-0.08670156
-0.002225846,-0.010957599,0.027315654,0.62166196,0.8276013,0.5680943,0.6003405,0.14276445,-0.06799788,0.49534974,0.36485326,-0.19459754,0.3910455,0.5484644,0.47109938,0.46243513,0.63507617,0.008463342,-0.02011301,-0.13253066
-0.0375177,-0.08937675,0.9938188,0.8375675,0.82176375,0.654888,0.79507446,0.2922607,0.18959075,0.2814793,0.5119193,0.13806558,0.63230073,0.55469567,0.37335873,0.1672081,0.3185704,-0.025092106,0.041110776,-0.009214852
0.12138153,0.3225636,0.73246056,1.0885131,0.7691877,0.65092856,0.7898801,0.86948514,0.6466911,0.45218632,0.25538716,0.6224125,0.45739692,0.5886594,0.8869561,0.6687435,0.61612093,0.21316148,-0.00197847,0.17172396
-0.0073487516,0.21679306,0.78347415,0.8927858,0.8444096,0.70953816,0.7347864,0.3219899,0.24522853,0.35214952,0.39023346,0.54395807,0.44086206,0.40870106,0.6544547,0.57956076,0.5406053,0.050810885,0.00630451,0.02999857
-0.042024765,0.124500036,0.7889275,0.8600059,0.8653617,0.6904285,0.7335226,0.24008387,0.13751692,0.35320473,0.42420733,0.4189969,0.4851148,0.4224682,0.57825935,0.50207543,0.5015516,0.020465627,0.003312083,0.018668775
0.004329812,0.24307588,0.7202503,0.834164,0.7586124,0.63644713,0.6665586,0.39321318,0.25938135,0.3326875,0.3445438,0.54196584,0.38762546,0.39732605,0.65562713,0.56437194,0.5142716,0.09398615,-0.0070741028,0.045789592
-0.058685683,0.1933293,0.6628668,0.86532354,0.8814759,0.6881175,0.67168534,0.25110507,0.1425284,0.39194068,0.3893882,0.4967433,0.4187752,0.38995516,0.67192686,0.66551155,0.57218516,0.05402385,0.00029436313,0.020954818
0.08647569,0.25846416,0.5069241,0.81270933,0.6079817,0.48214477,0.6025909,0.6284367,0.31886315,0.4317034,0.23634182,0.46083227,0.34442735,0.4686787,0.7183628,0.54407537,0.5177229,0.20311043,0.014088139,0.1147526
0.19980147,0.22860156,0.45683318,0.9283012,0.5808057,0.38134736,0.6946701,0.9771613,0.47777435,0.5495947,0.18413001,0.41759786,0.41907847,0.64671,0.8177271,0.5195974,0.59395933,0.28880113,0.047622643,0.19722968
-0.0642945,-0.19440682,0.925459,0.8195443,0.86535144,0.6304,0.77000725,0.2613002,0.11409542,0.32109228,0.53991854,-0.055869043,0.67726904,0.61283296,0.3508704,0.12504077,0.3285549,-0.031543944,0.028305948,-0.032713305
-0.0047055855,0.119059384,0.92855114,0.9408072,0.81086874,0.6833707,0.7796187,0.4606496,0.42018473,0.30674553,0.3823734,0.429711,0.5314812,0.5015043,0.56277025,0.42357004,0.44059825,0.052273314,0.018788077,0.032500587
0.001421582,0.09463141,0.08657983,0.6471975,0.81890154,0.6126077,0.60732996,0.1297266,-0.037828796,0.44860438,0.3690604,0.01689646,0.34463006,0.4506848,0.49639517,0.5677905,0.65886885,0.005447626,-0.018188914,-0.10596789
-0.01797739,0.25129813,0.87290955,0.9554386,0.9042678,0.73467207,0.7352698,0.3350137,0.22309723,0.3898621,0.4072315,0.6514166,0.4478498,0.41862315,0.7466613,0.6936111,0.555575,0.069060646,0.005821163,0.063758925
0.017469496,0.27392322,0.71009564,0.87970936,0.7710564,0.6494166,0.6826738,0.4207254,0.2595021,0.38176343,0.34575337,0.5935084,0.38420355,0.39676267,0.71937394,0.6467024,0.5447376,0.11634758,0.014226574,0.07798881
-0.02982221,0.3246494,0.96350235,1.0542567,0.9627502,0.793892,0.7787699,0.44833735,0.2903909,0.43416116,0.42954135,0.7769708,0.45956105,0.46252823,0.8880677,0.79680055,0.6384561,0.11623049,-0.021346213,0.09253367
-0.022348639,0.09461813,0.7270378,0.8426692,0.8519764,0.71278834,0.7680168,0.22677581,0.1337804,0.33190846,0.44213313,0.3255965,0.4965753,0.44464344,0.5056648,0.44573337,0.5098494,-0.0037437677,0.0105240345,-0.0241202
-0.043226264,-0.1712217,0.6041368,0.7478996,0.85849524,0.60500336,0.7226542,0.21660426,0.030481389,0.3839516,0.5032345,-0.20533657,0.6038419,0.61562884,0.36228657,0.19281936,0.41739878,-0.036523957,0.015626471,-0.089143604
-0.017477723,0.13245626,0.8553587,0.8890535,0.8454498,0.700578,0.7707736,0.28846633,0.22912933,0.31939688,0.4282297,0.4394739,0.5024172,0.43976045,0.5553365,0.45336846,0.4715105,0.027660133,0.016117696,0.022282444
-0.0067601595,0.16655865,0.6999508,0.85473794,0.84552526,0.7257543,0.75123996,0.25247252,0.16880126,0.3429479,0.42584962,0.42348105,0.45479453,0.4115507,0.56317246,0.536463,0.5387598,0.012217142,0.021344353,-0.011746388
0.058784887,0.05743931,-0.5068891,0.6098703,1.0011901,0.6905822,0.66077226,0.12423188,-0.19876894,0.7125518,0.35651267,-0.40147108,0.31654036,0.68331283,0.61787975,0.7077547,0.96225315,0.00088851154,-0.02887562,-0.21193844
-0.07322244,-0.38288695,1.4611251,0.96175426,0.9259114,0.7194435,0.9633291,0.4649639,0.30300528,0.26666293,0.7079516,-0.18008834,0.9450693,0.81744653,0.26836926,-0.15542544,0.17121892,-0.061623964,0.06968678,-0.0061756
-0.009483097,0.1551956,0.8227491,0.87715673,0.85101223,0.72654945,0.77473545,0.2638417,0.18249685,0.3377232,0.43276423,0.467129,0.48519403,0.42267722,0.57219124,0.5077648,0.5069334,0.020489529,0.024498094,0.016424652
-0.018603893,0.28481787,0.8946892,0.984224,0.8948574,0.73105997,0.74296415,0.42495015,0.29598296,0.40348622,0.38357675,0.67036265,0.45929432,0.4506271,0.79687345,0.7110863,0.5773935,0.106381506,-0.0235296,0.07586018
-0.015206965,0.2467388,0.8083246,0.90118444,0.83946157,0.70857614,0.70754284,0.37047273,0.2747129,0.36672264,0.38293624,0.6092564,0.4231447,0.4058429,0.713698,0.62931955,0.55002296,0.07932328,-0.0066316137,0.05208332
-0.01051366,0.27108055,0.6844186,0.8902789,0.81107473,0.63309145,0.6636684,0.42064336,0.23859513,0.42034924,0.34048223,0.58872485,0.38204092,0.40248066,0.7519995,0.6880676,0.57132626,0.12287013,-0.001309095,0.063407585
-0.00677664,0.10535367,0.8123027,0.86644214,0.8446518,0.72764313,0.80084723,0.25362056,0.17287125,0.32381758,0.45173907,0.37732968,0.51358944,0.4488039,0.5132445,0.4428848,0.48730856,-0.00211557,0.031484887,-0.0049595274
-0.01340628,0.14067724,0.6652446,0.8246861,0.84382474,0.7059139,0.73894554,0.19871184,0.11774625,0.3441758,0.4213007,0.3640857,0.4545092,0.41143626,0.53924626,0.5169661,0.5459231,0.0077088103,0.0053207,-0.02465987
-0.04570809,0.028099727,0.9482068,0.8609445,0.82932615,0.6775027,0.7620382,0.31039363,0.2231088,0.29487395,0.4703433,0.32827416,0.56284124,0.49522614,0.48708504,0.3257414,0.38016024,0.011734266,0.027729534,0.014231715
-0.100859545,-0.5793526,1.7643632,1.0977088,1.0415432,0.8169977,1.1047024,0.6019404,0.3849007,0.2831976,0.85620815,-0.38499808,1.1721319,1.0250236,0.24171846,-0.30240247,0.13432312,-0.0767135,0.099138916,-0.0152944755
0.072337046,0.45787644,1.0329881,1.2412525,0.98719144,0.8045153,0.8591915,0.73923826,0.42824396,0.5391377,0.36530238,0.8945688,0.5023342,0.6321997,1.1900141,0.9605585,0.72606266,0.27015826,0.024892855,0.20605856
