har,t02,t03,t05,t07,t09,t10,t11,t12,t13,t15,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_duration_D_t07,effort_D
0.45124683,0.7959199,0.5967332,0.69936544,0.7412303,0.6931177,0.72904396,0.55400836,0.9136147,0.50375015,0.82788336,0.16533528,0.29807273,0.12349885,0.05876022,0.41230753
0.43044156,0.73029757,0.533563,0.6546444,0.71417093,0.63689846,0.75905925,0.57468414,0.80738634,0.50941426,0.77505547,0.1617849,0.26514637,0.18592964,0.040441066,0.38577154
0.5627518,0.68060976,0.61197716,0.64809126,0.9020513,0.8675206,0.8010185,0.9085696,0.9487828,0.5518389,0.8328269,0.2728786,0.44594413,0.3914547,0.16516323,0.45741305
0.45461184,0.6837049,0.56094366,0.6532427,0.67978233,0.6785557,0.6886986,0.5672736,0.8555253,0.48459145,0.7901791,0.1603341,0.26311594,0.15013234,0.027036883,0.36995992
0.35661146,0.66480786,0.48475236,0.6043215,0.6190181,0.56918395,0.6356293,0.48328027,0.7457388,0.40648696,0.6883599,0.142855,0.2370193,0.108468026,0.03340365,0.32543457
0.44456488,0.6406757,0.43348363,0.55510783,0.73463684,0.7388224,0.717939,0.7282141,0.78493416,0.5093346,0.7101374,0.21064478,0.252448,0.23268457,0.09238888,0.33609232
0.40412828,0.6054125,0.4086948,0.51611173,0.5378137,0.5494236,0.5699041,0.45345125,0.6596332,0.4335937,0.60788804,0.13705835,0.1430044,0.105814986,0.030414276,0.2658894
0.45526072,0.63484186,0.45471504,0.61421883,0.6224209,0.6379122,0.65840906,0.53081834,0.7624825,0.48569736,0.73108095,0.13996686,0.18864937,0.1283812,0.029050678,0.30294713
0.39408818,0.69140154,0.54102063,0.643354,0.7009263,0.6353851,0.7464518,0.54799885,0.80878174,0.43643275,0.73052776,0.16582814,0.27407062,0.13973236,0.09061639,0.37953252
0.6747148,0.7425532,0.7321503,0.7073861,1.0691541,0.96942645,0.9306279,0.98866904,1.1181712,0.6099723,1.003256,0.3222788,0.5200147,0.45095935,0.2035629,0.63414276
0.40278268,0.60137415,0.47662216,0.4451065,0.7877961,0.66260964,0.7040593,0.677663,0.7967257,0.4079134,0.58936787,0.2929158,0.3282606,0.33690184,0.23050418,0.39782566
0.50247943,0.6569141,0.4850945,0.59756523,0.58741343,0.6913903,0.6000772,0.5493989,0.7568095,0.49354932,0.70839,0.14309677,0.21256396,0.14810635,0.028132208,0.29914665
0.42721426,0.63041717,0.37132245,0.5431554,0.57567185,0.6094852,0.6164213,0.501583,0.6901053,0.47514346,0.66123927,0.13217399,0.12689196,0.11674421,0.03506378,0.25017565
0.4453642,0.63205427,0.46264043,0.6100741,0.6064516,0.64688134,0.6378585,0.5359585,0.76405054,0.48393053,0.71718925,0.1402457,0.19216971,0.14994545,0.007244531,0.29794556
0.47369713,0.7058103,0.47108,0.6096542,0.5704244,0.6768735,0.5899117,0.5317851,0.76524824,0.4765288,0.70781773,0.1284054,0.20959201,0.13545549,0.021372274,0.26480457
0.49492323,0.79337513,0.6037286,0.7387155,0.6871508,0.74946564,0.7083296,0.60076094,0.9181765,0.5202923,0.85267264,0.14149423,0.31677508,0.12520663,0.03263568,0.35540655
0.43043208,0.66331226,0.48256406,0.5736782,0.59827214,0.60879815,0.61084473,0.4792081,0.72395563,0.4545741,0.6790301,0.1583078,0.21158975,0.13913031,0.026804939,0.32841945
0.40144503,0.7027402,0.46716756,0.662603,0.6259293,0.63938195,0.6762124,0.5499402,0.7770542,0.47844404,0.7468574,0.12629542,0.21901816,0.107500724,0.017618164,0.27757382
0.54325515,0.79018456,0.6191812,0.7295128,0.8502634,0.79435325,0.828314,0.70508134,1.0047256,0.6041348,0.9296751,0.20717196,0.32998776,0.22416705,0.069185756,0.47341716
0.6477638,0.95724815,0.75125575,0.80954003,0.9546896,0.870346,0.88547933,0.7614971,1.1330287,0.69135803,1.0581377,0.2295478,0.41532904,0.20632634,0.13217482,0.5184495
0.4217815,0.62119216,0.4425333,0.5307228,0.61835045,0.60816425,0.6413256,0.5586999,0.7272833,0.4570717,0.6677457,0.1826703,0.20797911,0.13182284,0.055923983,0.30869615
0.59004927,0.9188572,0.77309036,0.8623163,0.990583,0.8475734,0.9494086,0.7299417,1.155987,0.6524412,1.0341903,0.2086022,0.4287849,0.19430989,0.116098166,0.5784327
0.4063586,0.6517464,0.49737182,0.54860437,0.6913461,0.5865849,0.70921,0.45691118,0.73352337,0.3660002,0.6033951,0.20256126,0.24065039,0.15749697,0.14765994,0.38865823
0.7302873,0.74700034,0.6777005,0.7019148,1.2834105,1.1367809,1.0256213,1.3052227,1.1333382,0.6452124,0.9521354,0.41618627,0.65817195,0.6219439,0.34240156,0.62354606
0.63296753,0.7455279,0.6332859,0.6758075,1.0538251,0.96602565,0.89669263,1.0827358,0.98881876,0.5787395,0.87379605,0.34456888,0.5575399,0.49113798,0.24485394,0.5211454
0.64812,0.69955,0.737593,0.65670747,1.077591,0.9667901,0.9432944,1.0214849,1.1017456,0.5857061,0.9557735,0.34795496,0.54716086,0.48075283,0.25409895,0.6214067
0.42638105,0.64190316,0.3833495,0.5581235,0.5276573,0.60878617,0.5635027,0.4964075,0.6740422,0.45881236,0.6375289,0.121448025,0.14539433,0.12200052,0.0076529123,0.2290279
0.4032077,0.6493358,0.4839926,0.50597245,0.66022635,0.562935,0.6617335,0.45143482,0.70713526,0.38042364,0.5972768,0.19993426,0.24187273,0.16368663,0.10546036,0.39422095
0.5744395,0.71838146,0.64286643,0.57067835,0.965773,0.78107566,0.87640107,0.84725535,0.96682775,0.50515324,0.79351074,0.32726392,0.497635,0.36886838,0.2035298,0.58597976
0.70167744,1.0297264,1.0021737,0.958523,1.1275721,1.0570234,1.084331,0.9583669,1.4157375,0.7021787,1.2644913,0.26770878,0.6263073,0.3205691,0.15189184,0.68373674
0.4417385,0.66774917,0.52995825,0.55443597,0.6807248,0.6190094,0.6815434,0.54021317,0.7857656,0.46582693,0.71808475,0.16684271,0.2403883,0.17433509,0.038316622,0.37655538
0.7463776,1.057114,0.8811353,0.8822061,1.1986753,0.8795475,1.1002218,0.6722177,1.2204083,0.68147945,1.0756428,0.28895283,0.46515173,0.27157763,0.27098715,0.7191318
0.409434,0.7215952,0.5202234,0.5699415,0.6647135,0.621417,0.6374547,0.47858793,0.7774347,0.40854073,0.6619672,0.19811605,0.25297529,0.15238568,0.10719389,0.37764746
0.4835104,0.6899549,0.58457637,0.6321115,0.69246566,0.69651026,0.67909074,0.5878626,0.85725313,0.49818894,0.7887086,0.17211993,0.28418338,0.17604004,0.04300204,0.38767543
0.4436057,0.7155168,0.51578826,0.6273537,0.74143976,0.65820587,0.75853306,0.59689415,0.8063697,0.50720096,0.7752309,0.17410387,0.27909312,0.21767025,0.06187831,0.40243772
0.5168921,0.64773715,0.60641307,0.5331176,0.8971326,0.7689691,0.83937025,0.83471894,0.909925,0.49548277,0.7685485,0.29630926,0.44032195,0.38401443,0.21455568,0.53117913
0.53431135,0.799731,0.59329623,0.7370194,0.8271324,0.75636774,0.8055857,0.67747104,0.9657929,0.60500896,0.88794184,0.19366111,0.31146604,0.16198525,0.069310166,0.43760246
0.6127776,0.7708987,0.5700219,0.654656,0.94011736,0.9125616,0.7999544,0.98567456,0.957135,0.6279049,0.84044,0.3153997,0.44535655,0.33424208,0.1747477,0.41968504
0.3776649,0.6332255,0.48731938,0.5478607,0.61893564,0.56792194,0.6180329,0.4664474,0.7170854,0.40103093,0.63359547,0.16231619,0.23734275,0.15046254,0.06529039,0.33274734
0.5548467,0.73790693,0.63926816,0.6992683,1.0067539,0.90288985,0.9426881,0.9798863,1.0400244,0.5910837,0.9336653,0.27688718,0.4825124,0.41430497,0.15191181,0.53992325
0.6392871,0.72148365,0.6667384,0.7049376,1.05557,0.9603789,0.9090397,1.0123702,1.0682435,0.5982582,0.93303764,0.33322662,0.5103035,0.4728076,0.20518965,0.5775308
0.45733854,0.7192498,0.5345729,0.6317953,0.65030324,0.6639646,0.64770705,0.52212965,0.8202705,0.47898355,0.7486724,0.1547433,0.24742925,0.10980158,0.05387701,0.35229495
0.49117383,0.6604996,0.5713727,0.5606242,0.8182391,0.73463887,0.8007181,0.7274956,0.9241363,0.48872244,0.7905297,0.24812225,0.3906064,0.31335834,0.1271043,0.5030517
0.4570229,0.66331625,0.48186493,0.5974652,0.65214735,0.6005437,0.6688868,0.4773564,0.76408154,0.43868652,0.7006092,0.16064562,0.1968031,0.11596555,0.08425762,0.34198818
0.5597642,0.6885467,0.65209866,0.68033046,0.9067464,0.85205203,0.83461875,0.8343333,0.99436074,0.56843394,0.88598084,0.24327855,0.40232143,0.34475368,0.12213248,0.48979154
0.42568567,0.6942632,0.46928793,0.61706764,0.6853661,0.6593558,0.7314973,0.5923794,0.7927729,0.4950408,0.74629813,0.15281776,0.21215549,0.15051472,0.04602845,0.33373973
0.6426875,0.94984394,0.77317435,0.7801499,1.0385861,0.7707701,0.9682803,0.60251975,1.0715575,0.6000958,0.9538621,0.25145882,0.39743093,0.22128609,0.24470243,0.6154745
0.4741759,0.65196925,0.4659565,0.58109075,0.6009407,0.6772265,0.61441696,0.55901474,0.7523693,0.48386872,0.7051171,0.15143271,0.20201254,0.16633159,0.03627667,0.2922967
0.47882268,0.6348569,0.36724392,0.5201179,0.7133209,0.72427624,0.65020734,0.7279293,0.7321784,0.48231664,0.66609883,0.22368863,0.23063427,0.26540175,0.108391255,0.30046818
0.6565736,0.7254408,0.6129079,0.65821016,1.138139,0.99918926,0.92919284,1.1418408,1.029676,0.57776654,0.88067627,0.37404406,0.5810786,0.526539,0.30682176,0.5561459
0.47616878,0.7750703,0.5296258,0.6742471,0.6874366,0.7273926,0.67956847,0.66979516,0.8678709,0.5122918,0.7931592,0.16235018,0.2793269,0.17054695,0.030447543,0.29859453
0.44971296,0.69763327,0.46776837,0.63468593,0.6801697,0.6750862,0.71745646,0.5877098,0.80059063,0.5113583,0.75043875,0.14966242,0.21398553,0.1348504,0.051306367,0.32967976
0.46178833,0.7729775,0.55998474,0.7180962,0.6802249,0.68889487,0.70449996,0.5739648,0.8595937,0.5339192,0.81219757,0.15054233,0.29736137,0.14861214,0.022052206,0.34804887
0.4943667,0.75988346,0.6122273,0.70733726,0.77711654,0.7842786,0.80411637,0.6885528,0.95554894,0.5615914,0.8875959,0.18276304,0.3216537,0.21845187,0.06179671,0.4246413
0.47667143,0.6884685,0.4926847,0.6196844,0.86072326,0.7684852,0.79228175,0.75386035,0.8550285,0.5018462,0.79125756,0.24125147,0.33931038,0.31139964,0.14678872,0.41796872
0.47732672,0.69146794,0.52111506,0.64087135,0.6682771,0.70972687,0.6852158,0.6009347,0.8271389,0.5176055,0.7811316,0.16076119,0.24678412,0.17508124,0.030112386,0.3464222
0.40795767,0.6407463,0.4167843,0.56631535,0.62927157,0.6182992,0.6829507,0.55502754,0.72492784,0.46071556,0.672526,0.15320969,0.1768683,0.14077967,0.0638451,0.28070542
0.40554622,0.6290299,0.41448036,0.55458343,0.5591216,0.558912,0.6058765,0.4720715,0.67457914,0.4584351,0.6448411,0.138297,0.15131554,0.123547085,0.011604704,0.2785538
0.46802518,0.6636182,0.4245914,0.5808406,0.55741537,0.6367061,0.5826366,0.51075697,0.71665096,0.48323065,0.6694989,0.12802622,0.17384358,0.1113166,0.014193878,0.27089342
1.136388,1.0001853,1.0053234,0.9995669,1.9902122,1.7109916,1.4784176,2.0102253,1.5989321,0.91815543,1.351612,0.6645331,1.0927334,1.008285,0.6104853,0.9767916
0.58503103,0.77186155,0.7257454,0.7703021,1.0251821,0.95876807,0.9306457,0.96385705,1.1270334,0.6523778,0.9849109,0.28483847,0.4813977,0.38212284,0.13678946,0.5564958
0.84018964,0.85953736,0.7737554,0.80923796,1.4678985,1.309006,1.1726894,1.5213983,1.2723627,0.7532142,1.0727152,0.469812,0.79064995,0.6936891,0.39158285,0.71878165
0.6533545,1.0567461,0.8712646,0.9750667,1.0083616,0.939925,0.94335365,0.8167794,1.2941087,0.7123523,1.1915977,0.20808594,0.5151371,0.1719482,0.088196784,0.5689233
0.4089041,0.6133583,0.34179673,0.46520627,0.57153165,0.6196513,0.5723862,0.5978271,0.672473,0.4672271,0.5704512,0.1653884,0.16716622,0.14257297,0.07330947,0.20938858
0.46375135,0.88115644,0.6457543,0.83939624,0.75520974,0.7472356,0.80452937,0.6201582,1.00213,0.5465074,0.93204623,0.14065601,0.350931,0.10784962,0.033386245,0.37254143
0.43458915,0.6728416,0.5126629,0.66297734,0.65388393,0.672878,0.6877639,0.56491923,0.83095896,0.49067214,0.7762735,0.14005663,0.2373187,0.14393973,0.0055871047,0.33739457
0.38135484,0.6249241,0.3949629,0.54300267,0.5461748,0.56137085,0.5895216,0.4623905,0.677232,0.4369942,0.62228864,0.1358801,0.14725088,0.09781219,0.038188636,0.26250264
0.5355218,0.72819275,0.543617,0.64317465,0.65762526,0.73812175,0.65534407,0.5957545,0.8485223,0.53084135,0.7820492,0.15998608,0.2670634,0.15534802,0.044968054,0.3599013
0.41344777,0.60383606,0.38168496,0.542404,0.54085356,0.5680966,0.5847177,0.4638009,0.6746665,0.4627422,0.6280093,0.12711014,0.11530323,0.10016286,0.031338327,0.24198392
0.42560354,0.6381471,0.46055472,0.5827577,0.7009886,0.6864277,0.6968922,0.6496094,0.8180435,0.49525818,0.71425873,0.19752176,0.2308006,0.2209201,0.068670005,0.34562597
0.47340545,0.6683218,0.51877725,0.5834423,0.69837403,0.6262579,0.68110687,0.5121606,0.81703496,0.45566946,0.7443,0.18751658,0.20420575,0.15696564,0.07377553,0.39543977
0.50282645,0.7412391,0.6508655,0.7208887,0.78025687,0.77993804,0.7858614,0.6778298,0.98086774,0.5481673,0.89731586,0.18417048,0.33115262,0.20793071,0.046504073,0.43747595
0.45019472,0.6375216,0.52746904,0.5278848,0.6765032,0.5994656,0.6684519,0.4969273,0.7867544,0.4114662,0.68270874,0.19264819,0.21805447,0.16422848,0.07801337,0.3916927
0.6133405,0.8174365,0.6625208,0.6476159,0.92797697,0.7111588,0.90861905,0.53838885,0.8837462,0.46888506,0.75602037,0.24212387,0.32552007,0.20860925,0.27244818,0.5642374
0.5253993,0.675851,0.61606574,0.6654246,0.76280576,0.7817286,0.75448143,0.685581,0.8982975,0.5320495,0.8675101,0.19198383,0.30576897,0.22216158,0.06299147,0.41749257
0.42658937,0.6539852,0.4841464,0.55257076,0.65854466,0.559117,0.6716547,0.46169996,0.7322211,0.41612718,0.65303034,0.17206366,0.18541798,0.12685056,0.094837666,0.36673525
0.6616612,0.81965345,0.86791205,0.8390421,1.1103967,1.02256,1.0373013,0.9669805,1.2242254,0.67188054,1.1475685,0.28683046,0.5212933,0.3796798,0.13350238,0.6709966
0.51502144,0.70665485,0.5439337,0.6171135,0.6704459,0.7101133,0.66593635,0.56882036,0.8357268,0.5120089,0.7882498,0.16836561,0.25313067,0.1566064,0.056539804,0.36306658
0.39758503,0.61622256,0.42165282,0.51707983,0.5692229,0.55186963,0.5892172,0.45255244,0.66340864,0.44418624,0.61195636,0.14606631,0.16166826,0.15225248,0.034063026,0.29350898
0.43810022,0.6751714,0.44575587,0.62141967,0.69499165,0.6949491,0.6940692,0.62991977,0.7966068,0.49054986,0.7517512,0.17371015,0.2305688,0.16435227,0.07191166,0.31275392
0.47911635,0.68340605,0.5128815,0.61223125,0.812118,0.76524824,0.7624789,0.760671,0.8699371,0.4902632,0.7755084,0.20613629,0.35084617,0.26339594,0.13755375,0.40227216
0.4950307,0.76881576,0.6102465,0.6462834,0.7655014,0.65151316,0.72367656,0.5490151,0.8797223,0.4804636,0.79358,0.21432632,0.31683066,0.14887902,0.10634741,0.4718642
0.49345413,0.6447326,0.4411134,0.5802427,0.60480464,0.6517546,0.61420935,0.544473,0.73633623,0.5023935,0.7011129,0.15177704,0.19574869,0.14655595,0.027386725,0.3012942
0.6418717,0.7121477,0.6061138,0.67587376,1.0740472,1.0115075,0.888018,1.1219271,1.0220643,0.6072613,0.8766629,0.34297928,0.52775294,0.49578458,0.25710377,0.5070674
0.49244702,0.7714034,0.5480059,0.6866868,0.8065339,0.73992807,0.7924543,0.6780308,0.9196401,0.57483,0.8364544,0.19258255,0.28951737,0.17903331,0.0688944,0.41688696
0.52154,0.7261797,0.56148154,0.6784303,0.7278724,0.7469193,0.7227317,0.62163687,0.898635,0.5527274,0.8489874,0.1828655,0.2754405,0.18009822,0.046313457,0.3935535
0.45154804,0.6179254,0.36288863,0.55505866,0.5465235,0.59706545,0.5803624,0.47035745,0.6770818,0.48208332,0.6533072,0.12853187,0.10146226,0.11114257,0.02948422,0.23187149
0.37705708,0.5785783,0.3992841,0.49634445,0.55519354,0.55730647,0.583889,0.44727004,0.66684026,0.3851318,0.5923303,0.15480669,0.15269487,0.12649322,0.071182504,0.28613394
0.4319059,0.6908255,0.46570078,0.6212092,0.675368,0.65960675,0.69720066,0.57724595,0.77007437,0.5003894,0.73438007,0.15952975,0.23102239,0.17179815,0.043166667,0.33565822
0.69968957,0.7274548,0.6288609,0.6850747,1.2087231,1.0944685,0.9648006,1.2322625,1.077262,0.6364423,0.90953875,0.39172143,0.5948572,0.57153904,0.30066016,0.5866005
0.62563896,0.8496258,0.68267506,0.77553135,0.91490436,0.84739554,0.8528339,0.7647884,1.0823051,0.6589246,0.97401273,0.2584578,0.39085016,0.23901175,0.091748685,0.5237144
0.5473111,0.7220416,0.62314165,0.7206978,0.7716201,0.80114394,0.7700819,0.6861135,0.95758134,0.5642237,0.8966501,0.18772052,0.31781185,0.22884762,0.051318623,0.42336708
0.42915478,0.659505,0.42591274,0.5848773,0.6425359,0.6537428,0.6683922,0.5636532,0.7465375,0.48014116,0.6964123,0.15181857,0.19262041,0.14818442,0.048841402,0.2973467
0.4630962,0.6668935,0.47621787,0.6179942,0.7400742,0.72214204,0.7100971,0.6806078,0.8123209,0.4871537,0.743478,0.19337174,0.27397257,0.22008146,0.1074969,0.35203883
0.40972966,0.628063,0.49127707,0.4880488,0.6777047,0.5507852,0.6930061,0.47306564,0.73215246,0.3701587,0.5917599,0.21469828,0.2597217,0.18441524,0.16249715,0.39304972
0.51439416,0.7882555,0.5481168,0.7165245,0.8375607,0.74419403,0.8391863,0.65989643,0.95456773,0.5929755,0.88685906,0.1912269,0.25816044,0.1800311,0.08563891,0.424813
0.48204318,0.7008882,0.5362334,0.62918967,0.6969038,0.6820015,0.711884,0.607008,0.8300733,0.503384,0.76140237,0.15561406,0.28526568,0.13834445,0.077871755,0.38721436
0.40309682,0.667316,0.47673327,0.61980665,0.59534055,0.61166835,0.62970376,0.50608116,0.75996804,0.44657055,0.71187925,0.1355507,0.21095198,0.099661425,0.012425732,0.2989776
0.49086785,0.67216855,0.5999373,0.60825306,0.7672795,0.6969297,0.74787,0.6358024,0.9044226,0.50137275,0.81060433,0.21030886,0.30225235,0.24126421,0.075195424,0.44592902
0.6579001,0.8876543,0.7269162,0.7031617,1.0056322,0.75946224,0.9314894,0.5982912,1.011268,0.5714447,0.8605212,0.26185814,0.3608762,0.21109156,0.2622605,0.60688674
0.44295472,0.7572371,0.51216394,0.684384,0.6350748,0.69289327,0.669528,0.56464297,0.8310729,0.4805374,0.7717041,0.13789615,0.26041672,0.12699464,0.014959458,0.30569243
0.40286607,0.6484746,0.36560592,0.529273,0.5980244,0.61004335,0.6439233,0.5419345,0.7059751,0.482029,0.63161683,0.14925334,0.13945894,0.15134807,0.046887904,0.26565874
0.67877084,0.89704573,0.741057,0.76317817,0.99110043,0.76539326,0.9232302,0.5771803,1.038138,0.5625372,0.92343795,0.24438977,0.3665914,0.22028552,0.2267268,0.5913383
0.44430608,0.6536265,0.40173787,0.5627747,0.6141831,0.6383264,0.64383024,0.5604984,0.7285348,0.48908105,0.68668336,0.1557695,0.1735796,0.15275449,0.034597397,0.28137916
0.4605409,0.67807806,0.41358116,0.58512825,0.6215102,0.6377432,0.65323335,0.53816545,0.74767274,0.5154596,0.71371746,0.15199417,0.15947635,0.1316878,0.044592634,0.2891327
0.6012863,0.6892726,0.59014803,0.6613113,1.0695989,0.9881472,0.90441316,1.0851518,1.0177547,0.59452456,0.8656484,0.3371007,0.5056761,0.48839682,0.22148404,0.53692347
0.42773998,0.6881899,0.4588639,0.62113535,0.66987747,0.660956,0.7174115,0.57849616,0.7825996,0.49803245,0.7373803,0.14830746,0.20273691,0.14297743,0.042312205,0.3189966
0.55955315,0.7958653,0.6270778,0.70857644,0.8635933,0.7857248,0.8265772,0.7168459,1.0016721,0.6120053,0.9146227,0.21408597,0.34506837,0.22065733,0.082755625,0.48939136
0.5358743,0.7549584,0.5772641,0.6621078,0.7515226,0.6857154,0.74607825,0.5191947,0.8697288,0.47878093,0.7778505,0.1866403,0.28984162,0.12912264,0.13796629,0.419813
0.5166175,0.71591455,0.52091074,0.6729747,0.7222696,0.72638786,0.7208598,0.62594277,0.8692501,0.5586093,0.8191738,0.18516123,0.2634612,0.1792289,0.03597173,0.38553095
0.7722731,0.81665146,0.8484933,0.73718876,1.4350038,1.1850588,1.18029,1.3859643,1.3398006,0.6761647,1.1291535,0.47319934,0.7959921,0.6904839,0.40467802,0.8217785
0.42123687,0.61591625,0.42740706,0.5617585,0.5883923,0.5840173,0.617949,0.4745146,0.71252906,0.44372228,0.6705108,0.14526147,0.157698,0.107141696,0.043135993,0.295786
0.40058273,0.6059841,0.36169332,0.4867264,0.601824,0.60021436,0.59469235,0.5720681,0.68357325,0.4461015,0.59975857,0.18359327,0.16884337,0.17955385,0.058234096,0.27448046
0.47058153,0.6836099,0.47066614,0.59971976,0.60854137,0.6847359,0.6179036,0.5836361,0.7577534,0.48479623,0.71097213,0.1565033,0.22293344,0.1641624,0.02964376,0.2830897
0.59780335,0.73995775,0.73400176,0.71575236,1.0403495,0.9137597,0.9857645,0.94642675,1.1242529,0.5920185,0.9923159,0.30339658,0.46817428,0.41048786,0.18185598,0.60933626
0.5134281,0.70917654,0.6011465,0.57739496,0.79558235,0.6369458,0.7879059,0.50867736,0.7946159,0.3829332,0.6832583,0.2392945,0.2923376,0.18967478,0.18540838,0.4728207
0.4327151,0.6241478,0.38754997,0.53892654,0.5979275,0.62689316,0.62543625,0.54602677,0.71382266,0.4749833,0.67634636,0.14953814,0.15371919,0.16519336,0.03229569,0.26920092
0.45560476,0.62541574,0.45406395,0.5601806,0.5779051,0.63811517,0.59371805,0.51002187,0.73157555,0.46914196,0.68927056,0.14088593,0.172419,0.13375723,0.027060546,0.285129
0.6565576,0.74898523,0.6192362,0.6869465,1.1678537,1.0330305,0.98373795,1.1561915,1.0900413,0.5976411,0.9549165,0.36832833,0.5710758,0.5289034,0.25413305,0.5914702
0.49050322,0.7722435,0.563356,0.6957829,0.73035455,0.7238035,0.73534775,0.6125744,0.9043377,0.5470152,0.841401,0.15209503,0.27223212,0.13164161,0.044693165,0.38213485
0.49224672,0.7125815,0.5130124,0.6343094,0.67855287,0.74726987,0.66112345,0.6600578,0.8059017,0.5055982,0.74631464,0.17373398,0.28147635,0.20109582,0.039999694,0.33202228
0.46773016,0.6606249,0.45538568,0.5864742,0.62965566,0.6438146,0.64886886,0.5507085,0.7466632,0.4928644,0.7038913,0.15191269,0.20613855,0.121316366,0.046949804,0.31638238
0.5665851,0.8229703,0.6191985,0.7307702,0.8858774,0.7262939,0.8278856,0.61364245,0.97699004,0.57439893,0.8818213,0.2210102,0.33124697,0.1527657,0.13227846,0.49170932
0.48312184,0.7664126,0.49058077,0.6408582,0.7619521,0.72617376,0.7769317,0.6868707,0.857454,0.55458057,0.78877354,0.18993098,0.26165423,0.21458839,0.059813365,0.39379427
0.4671173,0.80799025,0.5930755,0.75150144,0.758565,0.72604775,0.77285653,0.62690324,0.9510262,0.55058557,0.88376045,0.15201691,0.29946822,0.12115454,0.036222883,0.39081833
0.45372006,0.70511484,0.5291489,0.59351987,0.73673457,0.6117137,0.7303566,0.5166051,0.81534094,0.4851025,0.72762716,0.17075373,0.22355631,0.1472083,0.086701006,0.3991102
0.54079527,0.7676081,0.52018833,0.67655355,0.77139497,0.7351231,0.7521814,0.6627253,0.8934919,0.58918774,0.8312445,0.20722508,0.27409288,0.18130359,0.0621873,0.40392217
0.5357992,0.84439796,0.7689396,0.6006242,1.0659853,0.6993672,1.0266502,0.68018365,1.0037752,0.40650937,0.73628813,0.37486425,0.44177002,0.27796572,0.32954466,0.60702664
0.4859371,0.6291615,0.43067098,0.5138309,0.75538856,0.7188226,0.6930972,0.7344525,0.7704996,0.46925002,0.69498765,0.22299585,0.30328405,0.29355645,0.1453283,0.3598866
0.49292597,0.70751745,0.6208143,0.63409734,0.7462191,0.7077916,0.72068584,0.5989053,0.9000472,0.49025244,0.8249244,0.1837053,0.3161611,0.17440741,0.0711605,0.42243215
0.4590578,0.6680267,0.47231707,0.58730817,0.5880985,0.6480835,0.6107512,0.5261138,0.74101967,0.47724146,0.69246626,0.14786015,0.207784,0.14810152,0.016246978,0.29488242
0.45646164,0.67231596,0.4995403,0.6302243,0.6443251,0.6422856,0.6789072,0.5091296,0.7841431,0.47714108,0.7298258,0.14804476,0.20266438,0.10420473,0.05187071,0.33153623
0.4514877,0.641442,0.38368493,0.5468258,0.5953164,0.65450794,0.5713805,0.58743626,0.6851327,0.4785861,0.6574378,0.1736622,0.178819,0.19072193,0.050123297,0.24406633
0.5474681,0.71782756,0.53937376,0.6433996,0.68910134,0.7027819,0.6623122,0.5760407,0.84449697,0.5425105,0.7750004,0.16881621,0.2561338,0.1261584,0.05626452,0.36713135
0.56957877,0.80025166,0.6498066,0.644874,0.84822106,0.7708715,0.82811713,0.7438811,0.93764603,0.5856018,0.8686842,0.21198782,0.3912876,0.24432866,0.10259092,0.5160704
0.43174505,0.6380756,0.40317023,0.549569,0.5954208,0.6385265,0.62212086,0.56037086,0.7115737,0.4863691,0.674454,0.15403393,0.1712358,0.15950924,0.029851802,0.27521378
0.6039752,0.9059175,0.7015375,0.80796766,1.0147016,0.9220239,0.9241136,0.88030493,1.1161479,0.6970712,1.000835,0.26353207,0.44185993,0.289082,0.11712006,0.5616034
0.42536548,0.62541264,0.4841092,0.5184171,0.6372683,0.572283,0.6493164,0.43958434,0.7106851,0.3772732,0.60622793,0.17475219,0.21882933,0.13737474,0.11965169,0.3539135
0.5028826,0.641483,0.45836055,0.5457554,0.81096154,0.80677426,0.72716683,0.84451073,0.8018244,0.5209191,0.6926489,0.24232258,0.35242265,0.3281906,0.1381008,0.37147892
0.5143448,0.7543976,0.59469354,0.6251322,0.75904274,0.659416,0.7494066,0.4796598,0.8235741,0.41865817,0.7215251,0.2080538,0.30529252,0.15631717,0.18212947,0.45196167
0.7276043,0.8245941,0.80270785,0.84905076,1.2193406,1.1157924,1.0154053,1.1617074,1.2363914,0.7152089,1.0926807,0.37429467,0.6370554,0.51245284,0.19761619,0.6911552
0.5361474,0.73417395,0.6925986,0.67970705,0.93557507,0.83371663,0.91632295,0.8302332,1.0435396,0.5460087,0.9452988,0.2708854,0.40836203,0.32222176,0.14313905,0.54807323
0.4915029,0.6351371,0.46862468,0.6115872,0.61228323,0.66572493,0.6298493,0.5520883,0.7596281,0.5019723,0.7261827,0.15214866,0.20255622,0.16059916,0.020455837,0.30266172
0.44124475,0.72883433,0.5080354,0.6501897,0.75708824,0.7185656,0.7584601,0.6563802,0.8635142,0.54588836,0.78258485,0.17896044,0.25944662,0.1662607,0.060577653,0.3784502
0.41426453,0.6109677,0.40432093,0.5470465,0.5709965,0.58573556,0.6098906,0.4944689,0.69496286,0.4571689,0.65553516,0.14199813,0.14594735,0.116761275,0.031132087,0.27092242
0.55735713,0.8035392,0.6576665,0.7587883,0.8388818,0.8251298,0.8262481,0.7164301,1.0350453,0.61375386,0.95293903,0.20947464,0.35056046,0.21980263,0.06592948,0.47088367
