Transactions,Entities,PointsAdjust,MI_PointsAdjust_Entities,Effort
0.25166807,0.22898838,0.26196596,0.07890777,0.118776746
0.22793366,0.20113572,0.18461418,0.03950868,0.14448239
0.09829302,0.15573205,0.07281231,-0.00024294108,0.0075376257
0.43957502,0.2691887,0.43861568,0.24229597,0.09914087
0.24289231,0.55020183,0.39530805,0.34797394,0.35138223
0.18539648,0.24571335,0.23104182,0.093322724,0.15028057
0.14216407,0.15894437,0.15223658,0.030480359,0.08742185
0.14949833,0.07940496,0.1000852,-0.010093324,0.029337645
0.16886514,0.272156,0.20118701,0.065111294,0.14529651
0.103669554,0.19769058,0.12127501,0.039400708,0.030759128
0.28091627,0.4407899,0.3807092,0.27319676,0.28579772
0.2621848,0.23115708,0.27265355,0.08898856,0.052476674
0.11925945,0.16834359,0.10616799,0.00884714,0.08356409
0.053880665,0.17799632,0.10227823,0.027106818,-0.087199174
0.17207102,0.13726221,0.16480568,-0.006609883,0.10312314
0.20508742,0.20666513,0.21003237,0.056012597,0.23631234
0.26003426,0.48551518,0.32822576,0.23767759,0.29096162
0.20721689,0.48917198,0.3315408,0.3176551,0.23993579
0.14215197,0.09108591,0.10681052,-0.028500535,0.038449198
0.18016711,0.07671848,0.114355855,0.0065139793,0.15612327
0.24557397,0.30998045,0.29976356,0.11648582,0.17225102
0.12246843,0.23527133,0.16386963,0.052493718,-0.004964106
0.25858474,0.36396894,0.34875083,0.2436295,0.17826006
0.15944901,0.22678944,0.19315234,0.09548202,0.15640949
0.28777167,0.46408764,0.41535988,0.3363384,0.23124798
0.22117598,0.18841623,0.19594625,0.037070904,0.10066827
0.048282374,0.10832826,0.03318021,-0.022373457,-0.033926513
0.17664516,0.2664264,0.18871158,0.084740326,0.1691475
0.106946796,0.07162614,0.080950364,-0.06459059,-0.0059379935
0.18563344,0.54267716,0.318194,0.32616574,0.3090845
0.19346014,0.21340378,0.18517277,0.046093,0.15704192
0.23751298,0.28792152,0.26784453,0.098441795,0.14644764
0.030091789,-0.014613334,-0.030621924,-0.05276771,-0.054678936
0.12614027,0.25297883,0.12943192,0.03953037,0.09304637
0.1465678,0.19548477,0.1519716,0.03133962,0.05665018
0.12219967,0.2348939,0.14173758,0.031680603,0.06564619
0.13937025,0.14590569,0.12502633,0.027793456,-0.039984714
0.2405127,0.5637697,0.37379777,0.36620897,0.34790254
0.15835918,0.095406875,0.10529123,-0.024356756,0.042030297
0.2284104,0.22309911,0.19020066,0.06264682,0.10674645
0.23035492,0.18853831,0.25881457,0.09833501,0.06580782
0.13508798,0.30620056,0.18119603,0.087367594,0.15756737
0.18198803,0.09586935,0.1877774,-0.0051658563,0.18419512
