ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_15,Generated_Var_16,Effort
85,497,122,28,113,273,10,454,92,0,4.8,4.3,4.8,4.3,8.0,2362,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2362
86,288,201,0,36,76,0,99,214,0,8.5,7.9,10.3,9.5,5.0,2963,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2459
87,494,134,62,140,91,67,494,0,0,17.6,17.6,17.6,17.6,21.0,8706,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,8706
88,130,60,65,0,0,0,14,111,0,5.9,6.2,5.9,6.2,6.0,770,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,770
89,204,47,43,6,29,104,229,0,0,39.8,35.4,39.8,35.4,36.0,8111,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,8111
90,17,12,5,0,0,0,17,0,0,44.8,44.8,44.8,44.8,11.0,762,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,762
91,60,10,25,0,31,5,71,0,0,2.3,1.9,2.7,2.3,1.0,164,1,0,0,0,1,-0.16911769,0.60570276,-0.45691437,-0.22550458,-0.28989184,0.029791027,-0.17561322,-0.15595984,-0.48814276,0.704895,0.13515295,-0.18656847,0.55690134,0.7639395,0.3187629,0.12504344,136
92,73,0,20,36,10,0,56,10,0,4.9,5.4,5.9,6.5,1.0,431,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,358
93,169,32,14,25,28,70,169,0,0,2.8,2.8,3.4,3.4,6.0,580,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,481
94,1351,379,449,271,219,20,1173,29,136,2.4,2.4,2.8,2.9,8.0,3842,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,3189
95,2087,862,444,303,437,0,2046,0,0,10.8,11.0,10.8,11.0,9.0,22500,0,0,0,1,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,22500
96,253,72,0,107,29,44,252,0,0,46.3,46.3,49.8,49.8,13.0,12601,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,11719
97,102,37,26,10,29,0,102,0,0,1.8,1.8,2.4,2.4,5.0,244,1,0,0,0,1,-0.16838004,0.22873363,-0.3725887,-0.07630576,-0.010735255,0.12244194,-0.002742447,-0.074212566,-0.3792406,0.6101898,0.08656256,-0.17712724,0.38839144,0.54337955,0.037203558,-0.13113979,183
98,115,49,39,0,15,0,53,50,0,12.9,14.4,15.5,17.3,5.0,1786,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1482
99,288,18,186,21,15,60,300,0,0,4.3,4.2,4.3,4.2,11.0,1251,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1251
100,199,104,7,77,0,0,0,188,0,4.7,5.0,5.7,6.0,8.0,1136,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,943
101,163,49,14,33,49,10,155,0,0,16.5,17.3,19.8,20.9,11.0,3234,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2684
102,97,21,41,0,49,15,16,100,10,7.5,5.8,7.5,5.8,9.0,729,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,729
103,439,82,222,19,85,10,105,313,0,8.3,8.7,8.3,8.7,7.0,3630,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,3630
104,3113,2019,609,248,157,80,3113,0,0,10.9,10.9,13.5,13.5,24.0,42080,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,34085
105,153,35,7,57,24,20,143,0,0,18.7,20.0,21.5,23.0,3.0,3283,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2856
106,670,346,97,122,79,0,146,498,0,8.6,8.9,10.4,10.8,6.0,6936,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,5757
107,129,19,93,3,10,30,0,155,0,4.9,4.1,4.9,4.1,15.0,631,0,1,0,0,1,-0.07491164,0.23330209,-0.2802693,-0.059100375,-0.0115384795,0.05491043,-0.035807744,-0.24238661,-0.2956512,0.40645862,0.05374357,-0.091380335,0.29075566,0.3461839,0.01575575,-0.083464846,631
108,329,324,68,14,0,0,206,73,127,6.6,5.4,6.6,5.4,8.0,2184,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2184
109,5684,2221,454,820,1137,311,4943,0,0,3.7,4.3,3.7,4.3,37.0,21014,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,21014
110,61,27,4,24,17,0,72,0,0,6.8,5.8,8.2,7.0,4.0,502,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,417
111,267,27,133,51,34,89,70,178,86,10.0,8.0,10.0,8.0,9.0,2683,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2683
112,218,78,16,56,77,0,227,0,0,25.4,24.4,30.6,29.4,4.0,6665,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,5532
113,919,458,236,56,58,76,884,0,0,5.2,5.4,6.3,6.6,6.0,5801,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,4815
114,66,27,12,6,14,0,28,31,0,3.7,4.2,4.5,5.0,2.0,296,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,246
115,54,36,0,16,0,0,0,52,0,12.7,13.2,15.3,15.9,1.0,827,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,686
116,245,88,105,27,79,0,299,0,0,1.9,1.6,3.6,2.9,13.0,870,1,0,0,0,1,-0.32806677,-0.8699374,-0.4616221,0.47788003,0.26263833,0.46490997,0.16009846,-0.35249025,-0.037427068,-0.5152064,0.11426341,-1.1026586,0.5794132,0.23830438,-0.099405594,-0.39326543,470
117,54,24,28,0,0,0,0,52,0,7.3,7.6,8.8,9.2,2.0,476,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,395
118,151,40,54,15,21,0,111,19,0,7.2,8.3,8.2,9.5,3.0,1241,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1080
119,103,45,4,27,29,0,105,0,0,13.6,13.3,13.6,13.3,7.0,1396,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1396
120,300,95,82,27,76,0,138,142,0,9.8,10.5,9.8,10.5,10.0,2933,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2933
121,249,126,4,98,21,0,58,191,0,18.3,18.3,18.3,18.3,9.0,4551,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,4551
122,224,156,21,0,29,10,6,210,0,13.4,13.9,16.1,16.7,4.0,3613,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2999
123,1984,255,1008,192,158,0,1613,0,0,1.3,1.6,1.3,1.6,11.0,2540,0,1,0,0,1,0.5246926,6.8639297,-1.45645,-2.255558,-4.161942,-1.368947,-2.1999488,-1.5966386,-1.5673506,2.440689,1.0476784,-0.3996036,3.1516707,4.019101,4.0947967,3.7669005,2540
124,58,15,37,0,0,5,0,57,0,0.4,0.5,0.5,0.5,2.0,31,1,0,0,0,1,0.54526776,2.8884084,-0.29956257,-0.8329613,-2.2823865,-0.1979726,-0.67801195,-0.08546056,-1.7242503,1.0035229,0.68503785,-1.1204298,2.5792482,2.9547143,0.82144654,2.2571943,26
125,56,50,0,3,0,0,0,53,0,8.0,8.5,9.6,10.2,2.0,540,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,448
126,244,91,12,44,60,50,257,0,0,3.7,3.5,4.5,4.2,3.0,1092,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,906
127,12,0,0,6,7,0,10,3,0,17.6,16.2,17.6,16.2,13.0,211,0,1,0,0,1,-0.18244566,0.4446035,-0.34830558,-0.20481202,-0.020081993,0.005400583,-0.1301548,-0.23129427,-0.29142532,0.5952245,0.07704648,-0.11713155,0.28906494,0.42875913,0.15905078,-0.041251525,211
128,1416,402,432,0,252,65,376,775,0,1.2,1.5,1.2,1.5,12.0,1724,0,1,0,0,1,-0.28703523,0.49099246,-0.26595962,-0.2346896,0.040497445,-0.34252033,-0.21166652,-0.38617736,-0.4410412,0.70344996,-0.41592637,0.24545957,0.122755215,0.17607576,0.1975262,-0.2962731,1724
129,67,3,26,0,7,35,71,0,0,23.6,22.3,27.2,25.6,5.0,1821,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1584
130,95,36,0,32,24,0,0,92,0,1.6,1.6,1.9,1.9,7.0,178,1,0,0,0,1,-0.7462157,0.8438431,-0.9535373,0.27317846,-0.4006827,0.13991307,0.053777784,0.3381372,-1.6193348,2.2413151,-0.52038544,-0.4416362,1.2404735,1.9707036,0.068970725,-0.45735407,148
131,2376,638,233,639,580,131,2221,0,0,10.7,11.5,12.9,13.8,24.0,30701,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,25482
132,442,225,102,57,91,0,82,393,0,1.5,1.4,1.5,1.4,5.0,683,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,683
133,68,21,12,19,15,0,11,56,0,37.1,37.6,44.7,45.3,4.0,3037,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2521
134,268,76,96,45,41,10,248,20,0,10.9,10.9,10.9,10.9,9.0,2933,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2933
135,90,96,0,0,0,0,96,0,0,5.5,5.1,6.6,6.2,2.0,595,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,494
136,72,23,25,7,17,0,55,17,0,6.8,6.8,6.8,6.8,7.0,486,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,486
137,505,111,127,18,216,0,472,0,0,9.8,10.5,9.8,10.5,30.0,4955,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,4955
138,450,112,145,59,105,0,356,58,7,13.6,14.6,13.6,14.6,7.0,6138,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,6138
139,230,129,38,46,57,0,230,40,0,6.3,5.4,7.6,6.5,10.0,1748,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1451
140,242,97,78,4,43,0,0,222,0,1.3,1.4,1.5,1.7,2.0,375,1,0,0,0,1,-0.27046266,0.34017658,-0.3285523,-0.045571163,-0.07764731,-0.10414851,-0.019805722,-0.078329295,-0.59397143,0.81568384,-0.14551863,-0.078347884,0.40338975,0.60577714,0.18716542,-0.23412246,311
141,106,21,76,6,0,0,7,96,0,23.1,23.7,27.8,28.6,2.0,2946,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2445
142,31,10,14,0,7,0,4,27,0,7.6,7.6,7.6,7.6,6.0,237,1,0,0,0,1,-0.13996118,0.25610954,-0.33148837,-0.13530552,0.051265176,0.096764825,-0.036789455,-0.15566322,-0.27653283,0.5413756,0.10398079,-0.13782644,0.31419134,0.41671523,0.031898595,-0.117857516,237
143,1186,422,306,109,168,230,1235,0,0,3.1,3.0,3.1,3.0,9.0,3711,0,0,1,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,3711
144,256,69,198,0,0,5,272,0,0,11.5,10.8,11.5,10.8,19.0,2941,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2941
145,191,44,60,15,49,25,159,34,0,12.7,12.6,12.7,12.6,11.0,2430,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2430
146,213,102,63,6,28,0,186,13,0,11.9,12.7,14.3,15.3,10.0,3051,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2532
147,4562,1098,1278,498,1059,0,3933,0,0,5.8,6.7,5.8,6.7,15.0,26408,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,26408
148,141,44,33,44,17,0,5,133,0,8.8,9.0,10.6,10.9,2.0,1499,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1244
149,187,23,65,17,91,5,201,0,0,3.0,2.8,3.6,3.4,6.0,677,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,562
150,128,45,0,68,0,15,128,0,0,25.8,25.8,56.1,56.1,10.0,7180,1,0,0,0,1,-11.27435,-22.221804,-14.697324,16.559067,-2.3848293,1.8741962,12.147281,-19.351946,0.6002969,3.2953174,-4.2328095,-21.374197,0.32210106,-1.0843773,-5.3964562,-27.631527,3303
151,194,70,16,0,45,47,46,132,0,2.6,2.8,3.6,3.9,12.0,703,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,499
152,869,288,300,116,230,0,934,0,0,2.4,2.2,2.4,2.2,6.0,2078,0,0,1,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2078
153,125,51,9,33,22,0,20,84,11,18.6,20.2,22.4,24.4,3.0,2802,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2326
154,477,235,117,89,46,10,172,218,107,5.7,5.5,5.7,5.5,6.0,2741,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2741
155,717,716,13,10,24,0,51,712,0,4.9,4.6,6.0,5.6,5.0,4272,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,3546
156,25,0,28,0,0,0,0,28,0,5.6,5.0,5.6,5.0,3.0,140,1,0,0,0,1,-0.029297002,1.7112443,-0.7003759,-0.59496534,-1.1868157,-0.03927788,-0.5036331,-0.23876023,-0.970439,1.0703952,0.3635329,-0.42041808,1.4263126,2.167596,0.674379,0.9061171,140
157,73,9,61,3,0,0,73,0,0,19.2,19.2,19.2,19.2,8.0,1404,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1404
158,100,61,0,0,0,42,28,75,0,9.3,9.0,11.2,10.9,12.0,1119,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,929
159,273,103,183,15,17,0,318,0,0,1.9,1.7,1.9,1.7,5.0,528,0,0,1,0,1,0.17829923,3.8015945,-0.9321541,-1.2806846,-2.1957817,-0.74050766,-1.2148397,-0.9790956,-0.9448008,1.5247936,0.54524523,-0.26788315,1.7438818,2.2693455,2.2529933,1.9587497,528
160,587,108,119,94,203,0,524,0,0,6.4,7.2,6.4,7.2,15.0,3748,0,0,1,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,3748
161,1437,920,154,41,203,0,1318,0,0,3.4,3.7,3.4,3.7,18.0,4900,0,0,0,1,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,4900
162,97,3,101,3,0,7,108,6,0,19.1,16.3,19.1,16.3,12.0,1853,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1853
163,224,110,25,6,49,5,195,0,0,12.9,14.8,14.8,17.0,13.0,3322,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2890
164,321,168,46,9,77,15,315,0,0,3.4,3.4,3.4,3.4,11.0,1076,0,0,0,1,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1076
165,99,6,4,19,59,10,98,0,0,24.1,24.4,29.1,29.3,4.0,2876,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,2387
166,416,179,40,54,109,7,318,65,6,3.8,4.1,4.6,4.9,6.0,1911,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1586
167,71,21,21,4,14,5,25,40,0,14.0,15.3,16.9,18.5,4.0,1201,1,0,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,997
168,120,60,48,12,0,0,12,108,0,1.8,1.8,1.8,1.8,5.0,212,1,0,0,0,1,-0.4902446,0.4128165,-0.60825735,0.08053367,-0.1861732,0.12265588,0.0034338683,0.083826445,-0.87227035,1.1757703,-0.22059044,-0.3861975,0.73947316,1.1889666,0.12197934,-0.22429606,212
169,213,72,43,3,84,30,132,97,3,6.0,5.5,6.0,5.5,12.0,1278,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,1278
170,1634,625,387,223,399,0,1634,0,0,4.3,4.3,4.3,4.3,12.0,7060,0,1,0,0,1,-0.1390612,0.2829538,-0.32783958,-0.13563305,0.069688104,0.0870932,-0.056942508,-0.19394416,-0.24350002,0.5237483,0.104397945,-0.11847406,0.28375438,0.3574208,0.04235261,-0.11749708,7060
