ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_Added,MI_N_effort_PDR_UFP,MI_N_effort_Enquiry,MI_N_effort_NPDR_AFP,MI_N_effort_Input,MI_N_effort_Duration,MI_N_effort_File,MI_N_effort_Changed,MI_N_effort_Output,MI_N_effort_Resource_1,MI_N_effort_Resource_2,MI_AFP_PDR_AFP,Effort
118,151,40,54,15,21,0,111,19,0,7.2,8.3,8.2,9.5,3.0,1241,0,1,0,0,1,187391,8935.2,11789.5,137751,10300.300000000001,18615,10176.199999999999,49640,3723.0,26061,23579,67014,0,1241,1087.2,1080
119,103,45,4,27,29,0,105,0,0,13.6,13.3,13.6,13.3,7.0,1396,0,1,0,0,1,143788,18985.6,18566.8,146580,18566.8,37692,18985.6,62820,9772.0,40484,0,5584,0,1396,1400.8,1396
120,300,95,82,27,76,0,138,142,0,9.8,10.5,9.8,10.5,10.0,2933,1,0,0,0,1,879900,28743.4,30796.5,404754,30796.5,79191,28743.4,278635,29330.0,222908,416486,240506,2933,0,2940.0,2933
121,249,126,4,98,21,0,58,191,0,18.3,18.3,18.3,18.3,9.0,4551,1,0,0,0,1,1133199,83283.3,83283.3,263958,83283.3,445998,83283.3,573426,40959.0,95571,869241,18204,4551,0,4556.7,4551
122,224,156,21,0,29,10,6,210,0,13.4,13.9,16.1,16.7,4.0,3613,1,0,0,0,1,809312,48414.200000000004,60337.1,21678,50220.700000000004,0,58169.3,563628,14452.0,104777,758730,75873,3613,0,3001.6,2999
123,1984,255,1008,192,158,0,1613,0,0,1.3,1.6,1.3,1.6,11.0,2540,0,1,0,0,1,5039360,3302.0,4064.0,4097020,4064.0,487680,3302.0,647700,27940.0,401320,0,2560320,0,2540,2579.2000000000003,2540
124,58,15,37,0,0,5,0,57,0,0.4,0.5,0.5,0.5,2.0,31,1,0,0,0,1,1798,12.4,15.5,0,15.5,0,15.5,465,62.0,0,1767,1147,31,0,23.200000000000003,26
125,56,50,0,3,0,0,0,53,0,8.0,8.5,9.6,10.2,2.0,540,1,0,0,0,1,30240,4320.0,5508.0,0,4590.0,1620,5184.0,27000,1080.0,0,28620,0,540,0,448.0,448
126,244,91,12,44,60,50,257,0,0,3.7,3.5,4.5,4.2,3.0,1092,1,0,0,0,1,266448,4040.4,4586.400000000001,280644,3822.0,48048,4914.0,99372,3276.0,65520,0,13104,1092,0,902.8000000000001,906
127,12,0,0,6,7,0,10,3,0,17.6,16.2,17.6,16.2,13.0,211,0,1,0,0,1,2532,3713.6000000000004,3418.2,2110,3418.2,1266,3713.6000000000004,0,2743.0,1477,633,0,0,211,211.20000000000002,211
128,1416,402,432,0,252,65,376,775,0,1.2,1.5,1.2,1.5,12.0,1724,0,1,0,0,1,2441184,2068.7999999999997,2586.0,648224,2586.0,0,2068.7999999999997,693048,20688.0,434448,1336100,744768,0,1724,1699.2,1724
129,67,3,26,0,7,35,71,0,0,23.6,22.3,27.2,25.6,5.0,1821,0,1,0,0,1,122007,42975.600000000006,46617.600000000006,129291,40608.3,0,49531.2,5463,9105.0,12747,0,47346,0,1821,1581.2,1584
130,95,36,0,32,24,0,0,92,0,1.6,1.6,1.9,1.9,7.0,178,1,0,0,0,1,16910,284.8,338.2,0,284.8,5696,338.2,6408,1246.0,4272,16376,0,178,0,152.0,148
131,2376,638,233,639,580,131,2221,0,0,10.7,11.5,12.9,13.8,24.0,30701,1,0,0,0,1,72945576,328500.69999999995,423673.80000000005,68186921,353061.5,19617939,396042.9,19587238,736824.0,17806580,0,7153333,30701,0,25423.199999999997,25482
132,442,225,102,57,91,0,82,393,0,1.5,1.4,1.5,1.4,5.0,683,1,0,0,0,1,301886,1024.5,956.1999999999999,56006,956.1999999999999,38931,1024.5,153675,3415.0,62153,268419,69666,683,0,663.0,683
133,68,21,12,19,15,0,11,56,0,37.1,37.6,44.7,45.3,4.0,3037,1,0,0,0,1,206516,112672.7,137576.1,33407,114191.2,57703,135753.9,63777,12148.0,45555,170072,36444,3037,0,2522.8,2521
134,268,76,96,45,41,10,248,20,0,10.9,10.9,10.9,10.9,9.0,2933,0,1,0,0,1,786044,31969.7,31969.7,727384,31969.7,131985,31969.7,222908,26397.0,120253,58660,281568,0,2933,2921.2000000000003,2933
135,90,96,0,0,0,0,96,0,0,5.5,5.1,6.6,6.2,2.0,595,1,0,0,0,1,53550,3272.5,3689.0,57120,3034.5,0,3927.0,57120,1190.0,0,0,0,595,0,495.0,494
136,72,23,25,7,17,0,55,17,0,6.8,6.8,6.8,6.8,7.0,486,1,0,0,0,1,34992,3304.7999999999997,3304.7999999999997,26730,3304.7999999999997,3402,3304.7999999999997,11178,3402.0,8262,8262,12150,486,0,489.59999999999997,486
137,505,111,127,18,216,0,472,0,0,9.8,10.5,9.8,10.5,30.0,4955,1,0,0,0,1,2502275,48559.0,52027.5,2338760,52027.5,89190,48559.0,550005,148650.0,1070280,0,629285,4955,0,4949.0,4955
138,450,112,145,59,105,0,356,58,7,13.6,14.6,13.6,14.6,7.0,6138,1,0,0,0,1,2762100,83476.8,89614.8,2185128,89614.8,362142,83476.8,687456,42966.0,644490,356004,890010,6138,0,6120.0,6138
139,230,129,38,46,57,0,230,40,0,6.3,5.4,7.6,6.5,10.0,1748,1,0,0,0,1,402040,11012.4,11362.0,402040,9439.2,80408,13284.8,225492,17480.0,99636,69920,66424,1748,0,1449.0,1451
140,242,97,78,4,43,0,0,222,0,1.3,1.4,1.5,1.7,2.0,375,1,0,0,0,1,90750,487.5,637.5,0,525.0,1500,562.5,36375,750.0,16125,83250,29250,375,0,314.6,311
141,106,21,76,6,0,0,7,96,0,23.1,23.7,27.8,28.6,2.0,2946,1,0,0,0,1,312276,68052.6,84255.6,20622,69820.2,17676,81898.8,61866,5892.0,0,282816,223896,2946,0,2448.6000000000004,2445
142,31,10,14,0,7,0,4,27,0,7.6,7.6,7.6,7.6,6.0,237,1,0,0,0,1,7347,1801.1999999999998,1801.1999999999998,948,1801.1999999999998,0,1801.1999999999998,2370,1422.0,1659,6399,3318,237,0,235.6,237
143,1186,422,306,109,168,230,1235,0,0,3.1,3.0,3.1,3.0,9.0,3711,0,0,1,0,1,4401246,11504.1,11133.0,4583085,11133.0,404499,11504.1,1566042,33399.0,623448,0,1135566,0,0,3676.6,3711
144,256,69,198,0,0,5,272,0,0,11.5,10.8,11.5,10.8,19.0,2941,0,1,0,0,1,752896,33821.5,31762.800000000003,799952,31762.800000000003,0,33821.5,202929,55879.0,0,0,582318,0,2941,2944.0,2941
145,191,44,60,15,49,25,159,34,0,12.7,12.6,12.7,12.6,11.0,2430,0,1,0,0,1,464130,30861.0,30618.0,386370,30618.0,36450,30861.0,106920,26730.0,119070,82620,145800,0,2430,2425.7,2430
146,213,102,63,6,28,0,186,13,0,11.9,12.7,14.3,15.3,10.0,3051,1,0,0,0,1,649863,36306.9,46680.3,567486,38747.7,18306,43629.3,311202,30510.0,85428,39663,192213,3051,0,2534.7000000000003,2532
147,4562,1098,1278,498,1059,0,3933,0,0,5.8,6.7,5.8,6.7,15.0,26408,1,0,0,0,1,120473296,153166.4,176933.6,103862664,176933.6,13151184,153166.4,28995984,396120.0,27966072,0,33749424,26408,0,26459.6,26408
148,141,44,33,44,17,0,5,133,0,8.8,9.0,10.6,10.9,2.0,1499,1,0,0,0,1,211359,13191.2,16339.1,7495,13491.0,65956,15889.4,65956,2998.0,25483,199367,49467,1499,0,1240.8000000000002,1244
149,187,23,65,17,91,5,201,0,0,3.0,2.8,3.6,3.4,6.0,677,1,0,0,0,1,126599,2031.0,2301.7999999999997,136077,1895.6,11509,2437.2000000000003,15571,4062.0,61607,0,44005,677,0,561.0,562
150,128,45,0,68,0,15,128,0,0,25.8,25.8,56.1,56.1,10.0,7180,1,0,0,0,1,919040,185244.0,402798.0,919040,185244.0,488240,402798.0,323100,71800.0,0,0,0,7180,0,3302.4,3303
151,194,70,16,0,45,47,46,132,0,2.6,2.8,3.6,3.9,12.0,703,1,0,0,0,1,136382,1827.8,2741.7,32338,1968.3999999999999,0,2530.8,49210,8436.0,31635,92796,11248,703,0,504.40000000000003,499
152,869,288,300,116,230,0,934,0,0,2.4,2.2,2.4,2.2,6.0,2078,0,0,1,0,1,1805782,4987.2,4571.6,1940852,4571.6,241048,4987.2,598464,12468.0,477940,0,623400,0,0,2085.6,2078
153,125,51,9,33,22,0,20,84,11,18.6,20.2,22.4,24.4,3.0,2802,1,0,0,0,1,350250,52117.200000000004,68368.8,56040,56600.4,92466,62764.799999999996,142902,8406.0,61644,235368,25218,2802,0,2325.0,2326
154,477,235,117,89,46,10,172,218,107,5.7,5.5,5.7,5.5,6.0,2741,1,0,0,0,1,1307457,15623.7,15075.5,471452,15075.5,243949,15623.7,644135,16446.0,126086,597538,320697,2741,0,2718.9,2741
155,717,716,13,10,24,0,51,712,0,4.9,4.6,6.0,5.6,5.0,4272,1,0,0,0,1,3063024,20932.800000000003,23923.199999999997,217872,19651.199999999997,42720,25632.0,3058752,21360.0,102528,3041664,55536,4272,0,3513.3,3546
156,25,0,28,0,0,0,0,28,0,5.6,5.0,5.6,5.0,3.0,140,1,0,0,0,1,3500,784.0,700.0,0,700.0,0,784.0,0,420.0,0,3920,3920,140,0,140.0,140
157,73,9,61,3,0,0,73,0,0,19.2,19.2,19.2,19.2,8.0,1404,1,0,0,0,1,102492,26956.8,26956.8,102492,26956.8,4212,26956.8,12636,11232.0,0,0,85644,1404,0,1401.6,1404
158,100,61,0,0,0,42,28,75,0,9.3,9.0,11.2,10.9,12.0,1119,1,0,0,0,1,111900,10406.7,12197.1,31332,10071.0,0,12532.8,68259,13428.0,0,83925,0,1119,0,930.0000000000001,929
159,273,103,183,15,17,0,318,0,0,1.9,1.7,1.9,1.7,5.0,528,0,0,1,0,1,144144,1003.1999999999999,897.6,167904,897.6,7920,1003.1999999999999,54384,2640.0,8976,0,96624,0,0,518.6999999999999,528
160,587,108,119,94,203,0,524,0,0,6.4,7.2,6.4,7.2,15.0,3748,0,0,1,0,1,2200076,23987.2,26985.600000000002,1963952,26985.600000000002,352312,23987.2,404784,56220.0,760844,0,446012,0,0,3756.8,3748
161,1437,920,154,41,203,0,1318,0,0,3.4,3.7,3.4,3.7,18.0,4900,0,0,0,1,1,7041300,16660.0,18130.0,6458200,18130.0,200900,16660.0,4508000,88200.0,994700,0,754600,0,0,4885.8,4900
162,97,3,101,3,0,7,108,6,0,19.1,16.3,19.1,16.3,12.0,1853,0,1,0,0,1,179741,35392.3,30203.9,200124,30203.9,5559,35392.3,5559,22236.0,0,11118,187153,0,1853,1852.7,1853
163,224,110,25,6,49,5,195,0,0,12.9,14.8,14.8,17.0,13.0,3322,0,1,0,0,1,744128,42853.8,56474.0,647790,49165.600000000006,19932,49165.600000000006,365420,43186.0,162778,0,83050,0,3322,2889.6,2890
164,321,168,46,9,77,15,315,0,0,3.4,3.4,3.4,3.4,11.0,1076,0,0,0,1,1,345396,3658.4,3658.4,338940,3658.4,9684,3658.4,180768,11836.0,82852,0,49496,0,0,1091.3999999999999,1076
165,99,6,4,19,59,10,98,0,0,24.1,24.4,29.1,29.3,4.0,2876,1,0,0,0,1,284724,69311.6,84266.8,281848,70174.4,54644,83691.6,17256,11504.0,169684,0,11504,2876,0,2385.9,2387
166,416,179,40,54,109,7,318,65,6,3.8,4.1,4.6,4.9,6.0,1911,1,0,0,0,1,794976,7261.799999999999,9363.900000000001,607698,7835.099999999999,103194,8790.599999999999,342069,11466.0,208299,124215,76440,1911,0,1580.8,1586
167,71,21,21,4,14,5,25,40,0,14.0,15.3,16.9,18.5,4.0,1201,1,0,0,0,1,85271,16814.0,22218.5,30025,18375.3,4804,20296.899999999998,25221,4804.0,16814,48040,25221,1201,0,994.0,997
168,120,60,48,12,0,0,12,108,0,1.8,1.8,1.8,1.8,5.0,212,1,0,0,0,1,25440,381.6,381.6,2544,381.6,2544,381.6,12720,1060.0,0,22896,10176,212,0,216.0,212
169,213,72,43,3,84,30,132,97,3,6.0,5.5,6.0,5.5,12.0,1278,0,1,0,0,1,272214,7668.0,7029.0,168696,7029.0,3834,7668.0,92016,15336.0,107352,123966,54954,0,1278,1278.0,1278
170,1634,625,387,223,399,0,1634,0,0,4.3,4.3,4.3,4.3,12.0,7060,0,1,0,0,1,11536040,30358.0,30358.0,11536040,30358.0,1574380,30358.0,4412500,84720.0,2816940,0,2732220,0,7060,7026.2,7060
171,275,184,11,48,7,0,7,243,0,2.6,2.8,2.6,2.8,9.0,702,1,0,0,0,1,193050,1825.2,1965.6,4914,1965.6,33696,1825.2,129168,6318.0,4914,170586,7722,702,0,715.0,702
172,458,202,66,75,115,0,458,0,0,2.0,2.0,2.0,2.0,16.0,903,1,0,0,0,1,413574,1806.0,1806.0,413574,1806.0,67725,1806.0,182406,14448.0,103845,0,59598,903,0,916.0,903
173,218,28,118,44,0,10,91,109,0,31.0,33.8,37.4,40.8,8.0,8151,1,0,0,0,1,1776918,252681.0,332560.8,741741,275503.8,358644,304847.39999999997,228228,65208.0,0,888459,961818,8151,0,6758.0,6765
174,498,107,132,7,77,122,445,0,0,16.5,18.5,16.5,18.5,19.0,8227,0,0,1,0,1,4097046,135745.5,152199.5,3661015,152199.5,57589,135745.5,880289,156313.0,633479,0,1085964,0,0,8217.0,8227
175,143,54,65,0,14,0,11,122,0,2.3,2.5,2.8,3.0,4.0,402,1,0,0,0,1,57486,924.5999999999999,1206.0,4422,1005.0,0,1125.6,21708,1608.0,5628,49044,26130,402,0,328.9,334
176,722,163,0,202,237,20,622,0,0,5.8,6.7,5.8,6.7,9.0,4164,1,0,0,0,1,3006408,24151.2,27898.8,2590008,27898.8,841128,24151.2,678732,37476.0,986868,0,0,4164,0,4187.599999999999,4164
177,236,27,192,12,37,0,268,0,0,29.0,25.5,29.0,25.5,15.0,6844,0,1,0,0,1,1615184,198476.0,174522.0,1834192,174522.0,82128,198476.0,184788,102660.0,253228,0,1314048,0,6844,6844.0,6844
178,239,39,70,18,62,55,244,0,0,6.9,6.8,6.9,6.8,10.0,1661,0,1,0,0,1,396979,11460.900000000001,11294.8,405284,11294.8,29898,11460.900000000001,64779,16610.0,102982,0,116270,0,1661,1649.1000000000001,1661
179,1882,711,589,218,442,0,1960,0,0,3.2,3.1,3.2,3.1,10.0,6068,0,1,0,0,1,11419976,19417.600000000002,18810.8,11893280,18810.8,1322824,19417.600000000002,4314348,60680.0,2682056,0,3574052,0,6068,6022.400000000001,6068
180,291,188,29,0,69,37,323,0,0,20.8,18.8,22.4,20.2,14.0,6519,0,1,0,0,1,1897029,135595.2,131683.8,2105637,122557.20000000001,0,146025.59999999998,1225572,91266.0,449811,0,189051,0,6519,6052.8,6063
181,328,124,71,61,66,0,322,0,0,2.0,2.1,2.0,2.1,13.0,665,1,0,0,0,1,218120,1330.0,1396.5,214130,1396.5,40565,1330.0,82460,8645.0,43890,0,47215,665,0,656.0,665
182,264,126,7,50,84,0,267,0,0,2.1,2.0,2.1,2.0,6.0,544,1,0,0,0,1,143616,1142.4,1088.0,145248,1088.0,27200,1142.4,68544,3264.0,45696,0,3808,544,0,554.4,544
183,270,54,42,53,91,30,270,0,0,3.3,3.3,3.3,3.3,6.0,893,1,0,0,0,1,241110,2946.8999999999996,2946.8999999999996,241110,2946.8999999999996,47329,2946.8999999999996,48222,5358.0,81263,0,37506,893,0,891.0,893
184,32,0,7,12,0,10,29,0,0,11.0,12.1,11.0,12.1,2.5,352,1,0,0,0,1,11264,3872.0,4259.2,10208,4259.2,4224,3872.0,0,880.0,0,0,2464,352,0,352.0,352
185,1382,353,245,7,581,253,1439,0,0,2.4,2.3,2.4,2.3,8.0,3344,0,0,0,1,1,4621408,8025.599999999999,7691.2,4812016,7691.2,23408,8025.599999999999,1180432,26752.0,1942864,0,819280,0,0,3316.7999999999997,3344
186,98,45,5,19,28,0,94,3,0,4.1,4.2,5.0,5.0,1.0,487,1,0,0,0,1,47726,1996.6999999999998,2435.0,45778,2045.4,9253,2435.0,21915,487.0,13636,1461,2435,487,0,401.79999999999995,404
187,289,3,100,0,66,145,314,0,0,19.8,18.3,19.8,18.3,8.0,5732,0,1,0,0,1,1656548,113493.6,104895.6,1799848,104895.6,0,113493.6,17196,45856.0,378312,0,573200,0,5732,5722.2,5732
188,1059,299,234,144,217,60,954,0,0,21.6,24.0,24.9,27.6,17.0,26345,0,1,0,0,1,27899355,569052.0,727122.0,25133130,632280.0,3793680,655990.5,7877155,447865.0,5716865,0,6164730,0,26345,22874.4,22920
189,724,331,12,189,164,0,530,142,24,13.0,13.5,15.7,16.3,9.0,11336,1,0,0,0,1,8207264,147368.0,184776.80000000002,6008080,153036.0,2142504,177975.19999999998,3752216,102024.0,1859104,1609712,136032,11336,0,9412.0,9409
190,40,10,22,0,17,0,49,0,0,7.1,5.8,7.1,5.8,4.0,285,0,0,0,1,1,11400,2023.5,1653.0,13965,1653.0,0,2023.5,2850,1140.0,4845,0,6270,0,0,284.0,285
191,128,72,18,24,7,0,4,117,0,10.1,10.7,12.2,12.9,3.0,1558,1,0,0,0,1,199424,15735.8,20098.2,6232,16670.6,37392,19007.6,112176,4674.0,10906,182286,28044,1558,0,1292.8,1293
192,1248,249,262,146,423,15,1095,0,0,12.2,13.8,12.2,13.8,12.0,15165,0,0,0,1,1,18925920,185013.0,209277.0,16605675,209277.0,2214090,185013.0,3776085,181980.0,6414795,0,3973230,0,0,15225.599999999999,15165
193,387,109,118,67,90,7,391,0,0,8.5,8.4,10.2,10.1,17.0,3960,1,0,0,0,1,1532520,33660.0,39996.0,1548360,33264.0,265320,40392.0,431640,67320.0,356400,0,467280,3960,0,3289.5,3287
194,73,0,65,0,0,5,19,44,7,10.5,10.9,12.6,13.1,3.0,920,1,0,0,0,1,67160,9660.0,12052.0,17480,10028.0,0,11592.0,0,2760.0,0,40480,59800,920,0,766.5,764
195,151,22,0,68,47,0,32,105,0,14.5,16.0,17.5,19.3,3.0,2643,1,0,0,0,1,399093,38323.5,51009.9,84576,42288.0,179724,46252.5,58146,7929.0,124221,277515,0,2643,0,2189.5,2194
196,465,48,162,0,196,37,443,0,0,4.3,4.5,5.2,5.5,4.0,2427,1,0,0,0,1,1128555,10436.1,13348.5,1075161,10921.5,0,12620.4,116496,9708.0,475692,0,393174,2427,0,1999.5,2014
197,63,29,0,9,24,0,62,0,0,13.1,13.3,15.8,16.1,4.0,996,1,0,0,0,1,62748,13047.6,16035.600000000002,61752,13246.800000000001,8964,15736.800000000001,28884,3984.0,23904,0,0,996,0,825.3,827
198,226,88,70,19,28,0,92,106,7,11.1,12.2,11.1,12.2,10.0,2508,1,0,0,0,1,566808,27838.8,30597.6,230736,30597.6,47652,27838.8,220704,25080.0,70224,265848,175560,2508,0,2508.6,2508
199,115,76,11,28,0,0,10,105,0,1.7,1.7,1.7,1.7,1.5,201,1,0,0,0,1,23115,341.7,341.7,2010,341.7,5628,341.7,15276,301.5,0,21105,2211,201,0,195.5,201
200,189,39,112,3,28,0,0,182,0,3.0,3.1,3.0,3.1,15.0,563,0,1,0,0,1,106407,1689.0,1745.3,0,1745.3,1689,1689.0,21957,8445.0,15764,102466,63056,0,563,567.0,563
201,55,52,0,6,0,0,58,0,0,9.7,9.2,11.7,11.1,11.0,643,1,0,0,0,1,35365,6237.099999999999,7137.3,37294,5915.599999999999,3858,7523.099999999999,33436,7073.0,0,0,0,643,0,533.5,534
202,85,12,44,0,24,0,12,68,0,12.2,13.0,14.7,15.7,4.0,1252,1,0,0,0,1,106420,15274.4,19656.399999999998,15024,16276.0,0,18404.399999999998,15024,5008.0,30048,85136,55088,1252,0,1037.0,1039
203,2143,219,657,3,485,437,1801,0,0,20.2,24.0,24.3,29.0,7.0,52172,1,0,0,0,1,111804596,1053874.4,1512988.0,93961772,1252128.0,156516,1267779.6,11425668,365204.0,25303420,0,34277004,52172,0,43288.6,43303
204,520,181,160,9,55,25,430,0,0,6.0,7.3,6.0,7.3,8.0,3133,0,1,0,0,1,1629160,18798.0,22870.899999999998,1347190,22870.899999999998,28197,18798.0,567073,25064.0,172315,0,501280,0,3133,3120.0,3133
205,113,25,34,16,27,0,38,64,0,15.9,17.7,18.3,20.3,3.0,2070,0,1,0,0,1,233910,32913.0,42021.0,78660,36639.0,33120,37881.0,51750,6210.0,55890,132480,70380,0,2070,1796.7,1801
206,264,85,17,26,133,0,157,98,6,10.0,10.1,12.0,12.2,6.0,3180,1,0,0,0,1,839520,31800.0,38796.0,499260,32118.0,82680,38160.0,270300,19080.0,422940,311640,54060,3180,0,2640.0,2639
207,349,162,24,18,112,30,342,4,0,6.8,6.8,6.8,6.8,4.0,2360,0,1,0,0,1,823640,16048.0,16048.0,807120,16048.0,42480,16048.0,382320,9440.0,264320,9440,56640,0,2360,2373.2,2360
208,229,88,5,0,17,131,241,0,0,11.0,10.5,12.7,12.0,5.0,2897,0,1,0,0,1,663413,31867.0,34764.0,698177,30418.5,0,36791.9,254936,14485.0,49249,0,14485,0,2897,2519.0,2520
209,172,88,40,4,30,7,169,0,0,10.4,10.6,10.4,10.6,5.0,1788,0,0,0,1,1,307536,18595.2,18952.8,302172,18952.8,7152,18595.2,157344,8940.0,53640,0,71520,0,0,1788.8,1788
210,323,108,57,53,74,31,323,0,0,3.8,3.8,3.8,3.8,13.0,1238,1,0,0,0,1,399874,4704.4,4704.4,399874,4704.4,65614,4704.4,133704,16094.0,91612,0,70566,1238,0,1227.3999999999999,1238
211,89,15,28,17,7,30,24,73,0,5.0,4.6,5.0,4.6,4.0,442,0,1,0,0,1,39338,2210.0,2033.1999999999998,10608,2033.1999999999998,7514,2210.0,6630,1768.0,3094,32266,12376,0,442,445.0,442
212,878,113,404,161,133,17,828,0,0,3.8,4.1,4.3,4.5,5.0,3742,1,0,0,0,1,3285476,14219.599999999999,16839.0,3098376,15342.199999999999,602462,16090.599999999999,422846,18710.0,497686,0,1511768,3742,0,3336.3999999999996,3368
213,220,81,50,51,42,0,224,0,0,1.3,1.3,1.3,1.3,3.0,281,0,0,1,0,1,61820,365.3,365.3,62944,365.3,14331,365.3,22761,843.0,11802,0,14050,0,0,286.0,281
214,150,125,4,20,0,0,6,143,0,4.6,4.6,5.5,5.6,3.0,828,1,0,0,0,1,124200,3808.7999999999997,4636.799999999999,4968,3808.7999999999997,16560,4554.0,103500,2484.0,0,118404,3312,828,0,690.0,687
215,161,60,38,30,41,0,169,0,0,1.4,1.3,1.4,1.3,2.0,220,1,0,0,0,1,35420,308.0,286.0,37180,286.0,6600,308.0,13200,440.0,9020,0,8360,220,0,225.39999999999998,220
216,804,345,334,0,236,42,957,0,0,14.2,11.9,17.1,14.3,12.0,13720,1,0,0,0,1,11030880,194824.0,196196.0,13130040,163268.0,0,234612.00000000003,4733400,164640.0,3237920,0,4582480,13720,0,11416.8,11388
217,272,63,20,61,71,30,245,0,0,35.7,39.7,41.1,45.6,14.0,11172,0,1,0,0,1,3038784,398840.4,509443.2,2737140,443528.4,681492,459169.2,703836,156408.0,793212,0,223440,0,11172,9710.400000000001,9720
218,33,8,7,0,10,15,32,8,0,4.4,3.6,4.4,3.6,2.0,145,0,1,0,0,1,4785,638.0,522.0,4640,522.0,0,638.0,1160,290.0,1450,1160,1015,0,145,145.20000000000002,145
219,64,20,28,10,7,0,65,0,0,2.2,2.2,2.2,2.2,3.0,140,0,1,0,0,1,8960,308.0,308.0,9100,308.0,1400,308.0,2800,420.0,980,0,3920,0,140,140.8,140
220,277,48,110,47,49,0,84,170,0,4.6,5.0,4.6,5.0,19.0,1265,0,1,0,0,1,350405,5819.0,6325.0,106260,6325.0,59455,5819.0,60720,24035.0,61985,215050,139150,0,1265,1274.1999999999998,1265
221,322,78,100,67,54,0,179,106,14,16.3,17.5,19.6,21.1,13.0,6316,1,0,0,0,1,2033752,102950.8,133267.6,1130564,110530.0,423172,123793.6,492648,82108.0,341064,669496,631600,6316,0,5248.6,5242
222,164,52,56,18,7,20,110,43,0,17.0,18.2,17.0,18.2,11.0,2791,0,1,0,0,1,457724,47447.0,50796.2,307010,50796.2,50238,47447.0,145132,30701.0,19537,120013,156296,0,2791,2788.0,2791
223,145,48,10,72,14,0,144,0,0,5.1,5.2,6.2,6.2,3.0,894,1,0,0,0,1,129630,4559.4,5542.8,128736,4648.8,64368,5542.8,42912,2682.0,12516,0,8940,894,0,739.5,742
224,73,36,24,12,0,0,0,72,0,8.0,8.1,9.6,9.8,5.0,704,1,0,0,0,1,51392,5632.0,6899.200000000001,0,5702.4,8448,6758.4,25344,3520.0,0,50688,16896,704,0,584.0,584
225,245,42,179,24,42,15,302,0,0,3.6,3.0,3.6,3.0,7.0,893,0,1,0,0,1,218785,3214.8,2679.0,269686,2679.0,21432,3214.8,37506,6251.0,37506,0,159847,0,893,882.0,893
226,406,209,36,125,20,0,102,288,0,13.9,14.5,16.7,17.4,7.0,6794,1,0,0,0,1,2758364,94436.6,118215.59999999999,692988,98513.0,849250,113459.79999999999,1419946,47558.0,135880,1956672,244584,6794,0,5643.400000000001,5639
227,98,35,0,41,20,0,28,68,0,56.5,57.6,68.0,69.4,5.0,6666,1,0,0,0,1,653268,376629.0,462620.4,186648,383961.60000000003,273306,453288.0,233310,33330.0,133320,453288,0,6666,0,5537.0,5533
228,83,44,10,3,25,0,15,63,4,4.9,5.0,6.0,6.0,3.0,494,1,0,0,0,1,41002,2420.6000000000004,2964.0,7410,2470.0,1482,2964.0,21736,1482.0,12350,31122,4940,494,0,406.70000000000005,410
229,182,30,59,39,29,0,0,157,0,5.5,6.4,6.6,7.7,5.0,1206,1,0,0,0,1,219492,6633.0,9286.2,0,7718.400000000001,47034,7959.599999999999,36180,6030.0,34974,189342,71154,1206,0,1001.0,1001
230,820,460,98,199,175,0,685,212,35,3.1,2.7,3.1,2.7,11.0,2552,0,0,0,1,1,2092640,7911.2,6890.400000000001,1748120,6890.400000000001,507848,7911.2,1173920,28072.0,446600,541024,250096,0,0,2542.0,2552
231,545,116,226,131,72,0,79,466,0,16.0,16.0,16.0,16.0,11.0,8740,1,0,0,0,1,4763300,139840.0,139840.0,690460,139840.0,1144940,139840.0,1013840,96140.0,629280,4072840,1975240,8740,0,8720.0,8740
232,105,96,9,0,0,0,21,84,0,1.9,1.9,1.9,1.9,8.0,198,1,0,0,0,1,20790,376.2,376.2,4158,376.2,0,376.2,19008,1584.0,0,16632,1782,198,0,199.5,198
233,55,12,10,14,15,0,9,42,0,42.7,46.0,51.4,55.5,1.0,2828,1,0,0,0,1,155540,120755.6,156954.0,25452,130088.0,39592,145359.19999999998,33936,2828.0,42420,118776,28280,2828,0,2348.5,2347
234,62,27,4,0,31,7,69,0,0,13.2,11.8,15.9,14.3,8.0,984,1,0,0,0,1,61008,12988.8,14071.2,67896,11611.2,0,15645.6,26568,7872.0,30504,0,3936,984,0,818.4,817
235,109,0,105,0,0,0,0,105,0,2.3,2.4,2.8,2.9,1.0,300,1,0,0,0,1,32700,690.0,870.0,0,720.0,0,840.0,0,300.0,0,31500,31500,300,0,250.7,249
236,436,27,334,15,0,60,436,0,0,17.8,17.8,17.8,17.8,15.0,7762,0,1,0,0,1,3384232,138163.6,138163.6,3384232,138163.6,116430,138163.6,209574,116430.0,0,0,2592508,0,7762,7760.8,7762
237,179,60,44,6,38,40,188,0,0,4.3,4.1,5.2,5.0,4.0,935,1,0,0,0,1,167365,4020.5,4675.0,175780,3833.4999999999995,5610,4862.0,56100,3740.0,35530,0,41140,935,0,769.6999999999999,776
