AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_4,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_Added,MI_AFP_PDR_AFP,Effort
1437.0,920.0,154.0,41.0,203.0,0.0,1318.0,3.4,3.7,3.4,3.7,18.0,4900.0,1.0,7041300.0,16660.0,18130.0,6458200.0,4885.8,4900
97.0,3.0,101.0,3.0,0.0,7.0,108.0,19.1,16.3,19.1,16.3,12.0,1853.0,0.0,179741.0,35392.3,30203.9,200124.0,1852.7,1853
224.0,110.0,25.0,6.0,49.0,5.0,195.0,12.9,14.8,14.8,17.0,13.0,3322.0,0.0,744128.0,42853.8,56474.0,647790.0,2889.6,2890
321.0,168.0,46.0,9.0,77.0,15.0,315.0,3.4,3.4,3.4,3.4,11.0,1076.0,1.0,345396.0,3658.4,3658.4,338940.0,1091.4,1076
99.0,6.0,4.0,19.0,59.0,10.0,98.0,24.1,24.4,29.1,29.3,4.0,2876.0,0.0,284724.0,69311.6,84266.8,281848.0,2385.9,2387
416.0,179.0,40.0,54.0,109.0,7.0,318.0,3.8,4.1,4.6,4.9,6.0,1911.0,0.0,794976.0,7261.799999999999,9363.9,607698.0,1580.8,1586
71.0,21.0,21.0,4.0,14.0,5.0,25.0,14.0,15.3,16.9,18.5,4.0,1201.0,0.0,85271.0,16814.0,22218.5,30025.0,994.0,997
120.0,60.0,48.0,12.0,0.0,0.0,12.0,1.8,1.8,1.8,1.8,5.0,212.0,0.0,25440.0,381.6,381.6,2544.0,216.0,212
213.0,72.0,43.0,3.0,84.0,30.0,132.0,6.0,5.5,6.0,5.5,12.0,1278.0,0.0,272214.0,7668.0,7029.0,168696.0,1278.0,1278
1634.0,625.0,387.0,223.0,399.0,0.0,1634.0,4.3,4.3,4.3,4.3,12.0,7060.0,0.0,11536040.0,30358.0,30358.0,11536040.0,7026.2,7060
275.0,184.0,11.0,48.0,7.0,0.0,7.0,2.6,2.8,2.6,2.8,9.0,702.0,0.0,193050.0,1825.2,1965.6,4914.0,715.0,702
458.0,202.0,66.0,75.0,115.0,0.0,458.0,2.0,2.0,2.0,2.0,16.0,903.0,0.0,413574.0,1806.0,1806.0,413574.0,916.0,903
218.0,28.0,118.0,44.0,0.0,10.0,91.0,31.0,33.8,37.4,40.8,8.0,8151.0,0.0,1776918.0,252681.0,332560.8,741741.0,6758.0,6765
498.0,107.0,132.0,7.0,77.0,122.0,445.0,16.5,18.5,16.5,18.5,19.0,8227.0,0.0,4097046.0,135745.5,152199.5,3661015.0,8217.0,8227
143.0,54.0,65.0,0.0,14.0,0.0,11.0,2.3,2.5,2.8,3.0,4.0,402.0,0.0,57486.0,924.6,1206.0,4422.0,328.9,334
722.0,163.0,0.0,202.0,237.0,20.0,622.0,5.8,6.7,5.8,6.7,9.0,4164.0,0.0,3006408.0,24151.2,27898.8,2590008.0,4187.599999999999,4164
236.0,27.0,192.0,12.0,37.0,0.0,268.0,29.0,25.5,29.0,25.5,15.0,6844.0,0.0,1615184.0,198476.0,174522.0,1834192.0,6844.0,6844
239.0,39.0,70.0,18.0,62.0,55.0,244.0,6.9,6.8,6.9,6.8,10.0,1661.0,0.0,396979.0,11460.9,11294.8,405284.0,1649.1,1661
1882.0,711.0,589.0,218.0,442.0,0.0,1960.0,3.2,3.1,3.2,3.1,10.0,6068.0,0.0,11419976.0,19417.6,18810.8,11893280.0,6022.400000000001,6068
291.0,188.0,29.0,0.0,69.0,37.0,323.0,20.8,18.8,22.4,20.2,14.0,6519.0,0.0,1897029.0,135595.2,131683.8,2105637.0,6052.8,6063
328.0,124.0,71.0,61.0,66.0,0.0,322.0,2.0,2.1,2.0,2.1,13.0,665.0,0.0,218120.0,1330.0,1396.5,214130.0,656.0,665
264.0,126.0,7.0,50.0,84.0,0.0,267.0,2.1,2.0,2.1,2.0,6.0,544.0,0.0,143616.0,1142.4,1088.0,145248.0,554.4,544
270.0,54.0,42.0,53.0,91.0,30.0,270.0,3.3,3.3,3.3,3.3,6.0,893.0,0.0,241110.0,2946.9,2946.9,241110.0,891.0,893
32.0,0.0,7.0,12.0,0.0,10.0,29.0,11.0,12.1,11.0,12.1,2.5,352.0,0.0,11264.0,3872.0,4259.2,10208.0,352.0,352
1382.0,353.0,245.0,7.0,581.0,253.0,1439.0,2.4,2.3,2.4,2.3,8.0,3344.0,1.0,4621408.0,8025.599999999999,7691.2,4812016.0,3316.8,3344
98.0,45.0,5.0,19.0,28.0,0.0,94.0,4.1,4.2,5.0,5.0,1.0,487.0,0.0,47726.0,1996.7,2435.0,45778.0,401.8,404
289.0,3.0,100.0,0.0,66.0,145.0,314.0,19.8,18.3,19.8,18.3,8.0,5732.0,0.0,1656548.0,113493.6,104895.6,1799848.0,5722.2,5732
1059.0,299.0,234.0,144.0,217.0,60.0,954.0,21.6,24.0,24.9,27.6,17.0,26345.0,0.0,27899355.0,569052.0,727122.0,25133130.0,22874.4,22920
724.0,331.0,12.0,189.0,164.0,0.0,530.0,13.0,13.5,15.7,16.3,9.0,11336.0,0.0,8207264.0,147368.0,184776.8,6008080.0,9412.0,9409
40.0,10.0,22.0,0.0,17.0,0.0,49.0,7.1,5.8,7.1,5.8,4.0,285.0,1.0,11400.0,2023.5,1653.0,13965.0,284.0,285
128.0,72.0,18.0,24.0,7.0,0.0,4.0,10.1,10.7,12.2,12.9,3.0,1558.0,0.0,199424.0,15735.8,20098.2,6232.0,1292.8,1293
1248.0,249.0,262.0,146.0,423.0,15.0,1095.0,12.2,13.8,12.2,13.8,12.0,15165.0,1.0,18925920.0,185013.0,209277.0,16605675.0,15225.6,15165
387.0,109.0,118.0,67.0,90.0,7.0,391.0,8.5,8.4,10.2,10.1,17.0,3960.0,0.0,1532520.0,33660.0,39996.0,1548360.0,3289.5,3287
73.0,0.0,65.0,0.0,0.0,5.0,19.0,10.5,10.9,12.6,13.1,3.0,920.0,0.0,67160.0,9660.0,12052.0,17480.0,766.5,764
151.0,22.0,0.0,68.0,47.0,0.0,32.0,14.5,16.0,17.5,19.3,3.0,2643.0,0.0,399093.0,38323.5,51009.9,84576.0,2189.5,2194
465.0,48.0,162.0,0.0,196.0,37.0,443.0,4.3,4.5,5.2,5.5,4.0,2427.0,0.0,1128555.0,10436.1,13348.5,1075161.0,1999.5,2014
63.0,29.0,0.0,9.0,24.0,0.0,62.0,13.1,13.3,15.8,16.1,4.0,996.0,0.0,62748.0,13047.6,16035.600000000002,61752.0,825.3,827
226.0,88.0,70.0,19.0,28.0,0.0,92.0,11.1,12.2,11.1,12.2,10.0,2508.0,0.0,566808.0,27838.8,30597.6,230736.0,2508.6,2508
115.0,76.0,11.0,28.0,0.0,0.0,10.0,1.7,1.7,1.7,1.7,1.5,201.0,0.0,23115.0,341.7,341.7,2010.0,195.5,201
189.0,39.0,112.0,3.0,28.0,0.0,0.0,3.0,3.1,3.0,3.1,15.0,563.0,0.0,106407.0,1689.0,1745.3,0.0,567.0,563
55.0,52.0,0.0,6.0,0.0,0.0,58.0,9.7,9.2,11.7,11.1,11.0,643.0,0.0,35365.0,6237.099999999999,7137.3,37294.0,533.5,534
85.0,12.0,44.0,0.0,24.0,0.0,12.0,12.2,13.0,14.7,15.7,4.0,1252.0,0.0,106420.0,15274.4,19656.4,15024.0,1037.0,1039
2143.0,219.0,657.0,3.0,485.0,437.0,1801.0,20.2,24.0,24.3,29.0,7.0,52172.0,0.0,111804596.0,1053874.4,1512988.0,93961772.0,43288.6,43303
520.0,181.0,160.0,9.0,55.0,25.0,430.0,6.0,7.3,6.0,7.3,8.0,3133.0,0.0,1629160.0,18798.0,22870.9,1347190.0,3120.0,3133
113.0,25.0,34.0,16.0,27.0,0.0,38.0,15.9,17.7,18.3,20.3,3.0,2070.0,0.0,233910.0,32913.0,42021.0,78660.0,1796.7,1801
264.0,85.0,17.0,26.0,133.0,0.0,157.0,10.0,10.1,12.0,12.2,6.0,3180.0,0.0,839520.0,31800.0,38796.0,499260.0,2640.0,2639
349.0,162.0,24.0,18.0,112.0,30.0,342.0,6.8,6.8,6.8,6.8,4.0,2360.0,0.0,823640.0,16048.0,16048.0,807120.0,2373.2,2360
229.0,88.0,5.0,0.0,17.0,131.0,241.0,11.0,10.5,12.7,12.0,5.0,2897.0,0.0,663413.0,31867.0,34764.0,698177.0,2519.0,2520
172.0,88.0,40.0,4.0,30.0,7.0,169.0,10.4,10.6,10.4,10.6,5.0,1788.0,1.0,307536.0,18595.2,18952.8,302172.0,1788.8,1788
323.0,108.0,57.0,53.0,74.0,31.0,323.0,3.8,3.8,3.8,3.8,13.0,1238.0,0.0,399874.0,4704.4,4704.4,399874.0,1227.4,1238
89.0,15.0,28.0,17.0,7.0,30.0,24.0,5.0,4.6,5.0,4.6,4.0,442.0,0.0,39338.0,2210.0,2033.2,10608.0,445.0,442
878.0,113.0,404.0,161.0,133.0,17.0,828.0,3.8,4.1,4.3,4.5,5.0,3742.0,0.0,3285476.0,14219.6,16839.0,3098376.0,3336.4,3368
220.0,81.0,50.0,51.0,42.0,0.0,224.0,1.3,1.3,1.3,1.3,3.0,281.0,0.0,61820.0,365.3,365.3,62944.0,286.0,281
150.0,125.0,4.0,20.0,0.0,0.0,6.0,4.6,4.6,5.5,5.6,3.0,828.0,0.0,124200.0,3808.8,4636.799999999999,4968.0,690.0,687
161.0,60.0,38.0,30.0,41.0,0.0,169.0,1.4,1.3,1.4,1.3,2.0,220.0,0.0,35420.0,308.0,286.0,37180.0,225.4,220
804.0,345.0,334.0,0.0,236.0,42.0,957.0,14.2,11.9,17.1,14.3,12.0,13720.0,0.0,11030880.0,194824.0,196196.0,13130040.0,11416.8,11388
272.0,63.0,20.0,61.0,71.0,30.0,245.0,35.7,39.7,41.1,45.6,14.0,11172.0,0.0,3038784.0,398840.4,509443.2,2737140.0,9710.4,9720
33.0,8.0,7.0,0.0,10.0,15.0,32.0,4.4,3.6,4.4,3.6,2.0,145.0,0.0,4785.0,638.0,522.0,4640.0,145.20000000000002,145
64.0,20.0,28.0,10.0,7.0,0.0,65.0,2.2,2.2,2.2,2.2,3.0,140.0,0.0,8960.0,308.0,308.0,9100.0,140.8,140
277.0,48.0,110.0,47.0,49.0,0.0,84.0,4.6,5.0,4.6,5.0,19.0,1265.0,0.0,350405.0,5819.0,6325.0,106260.0,1274.1999999999998,1265
322.0,78.0,100.0,67.0,54.0,0.0,179.0,16.3,17.5,19.6,21.1,13.0,6316.0,0.0,2033752.0,102950.8,133267.6,1130564.0,5248.6,5242
164.0,52.0,56.0,18.0,7.0,20.0,110.0,17.0,18.2,17.0,18.2,11.0,2791.0,0.0,457724.0,47447.0,50796.2,307010.0,2788.0,2791
145.0,48.0,10.0,72.0,14.0,0.0,144.0,5.1,5.2,6.2,6.2,3.0,894.0,0.0,129630.0,4559.4,5542.8,128736.0,739.5,742
73.0,36.0,24.0,12.0,0.0,0.0,0.0,8.0,8.1,9.6,9.8,5.0,704.0,0.0,51392.0,5632.0,6899.200000000001,0.0,584.0,584
245.0,42.0,179.0,24.0,42.0,15.0,302.0,3.6,3.0,3.6,3.0,7.0,893.0,0.0,218785.0,3214.8,2679.0,269686.0,882.0,893
406.0,209.0,36.0,125.0,20.0,0.0,102.0,13.9,14.5,16.7,17.4,7.0,6794.0,0.0,2758364.0,94436.6,118215.6,692988.0,5643.400000000001,5639
98.0,35.0,0.0,41.0,20.0,0.0,28.0,56.5,57.6,68.0,69.4,5.0,6666.0,0.0,653268.0,376629.0,462620.4,186648.0,5537.0,5533
83.0,44.0,10.0,3.0,25.0,0.0,15.0,4.9,5.0,6.0,6.0,3.0,494.0,0.0,41002.0,2420.6000000000004,2964.0,7410.0,406.7000000000001,410
182.0,30.0,59.0,39.0,29.0,0.0,0.0,5.5,6.4,6.6,7.7,5.0,1206.0,0.0,219492.0,6633.0,9286.2,0.0,1001.0,1001
820.0,460.0,98.0,199.0,175.0,0.0,685.0,3.1,2.7,3.1,2.7,11.0,2552.0,1.0,2092640.0,7911.2,6890.400000000001,1748120.0,2542.0,2552
545.0,116.0,226.0,131.0,72.0,0.0,79.0,16.0,16.0,16.0,16.0,11.0,8740.0,0.0,4763300.0,139840.0,139840.0,690460.0,8720.0,8740
105.0,96.0,9.0,0.0,0.0,0.0,21.0,1.9,1.9,1.9,1.9,8.0,198.0,0.0,20790.0,376.2,376.2,4158.0,199.5,198
55.0,12.0,10.0,14.0,15.0,0.0,9.0,42.7,46.0,51.4,55.5,1.0,2828.0,0.0,155540.0,120755.6,156954.0,25452.0,2348.5,2347
62.0,27.0,4.0,0.0,31.0,7.0,69.0,13.2,11.8,15.9,14.3,8.0,984.0,0.0,61008.0,12988.8,14071.2,67896.0,818.4,817
109.0,0.0,105.0,0.0,0.0,0.0,0.0,2.3,2.4,2.8,2.9,1.0,300.0,0.0,32700.0,690.0,870.0,0.0,250.7,249
436.0,27.0,334.0,15.0,0.0,60.0,436.0,17.8,17.8,17.8,17.8,15.0,7762.0,0.0,3384232.0,138163.6,138163.6,3384232.0,7760.8,7762
179.0,60.0,44.0,6.0,38.0,40.0,188.0,4.3,4.1,5.2,5.0,4.0,935.0,0.0,167365.0,4020.5,4675.0,175780.0,769.6999999999999,776
1710.0,932.0,521.0,233.0,214.0,0.0,1900.0,7.7,6.9,7.7,6.9,21.0,13130.0,0.0,22452300.0,101101.0,90597.0,24947000.0,13167.0,13130
128.0,49.0,15.0,25.0,31.0,0.0,120.0,12.8,13.7,14.8,15.8,2.0,1890.0,0.0,241920.0,24192.0,29862.0,226800.0,1638.4,1644
174.0,21.0,7.0,30.0,50.0,32.0,140.0,77.7,96.6,77.7,96.6,8.0,13528.0,1.0,2353872.0,1051125.6,1306804.7999999998,1893920.0,13519.8,13528
70.0,28.0,4.0,15.0,21.0,0.0,39.0,8.8,9.1,10.6,10.9,5.0,743.0,0.0,52010.0,6538.400000000001,8098.7,28977.0,616.0,617
379.0,159.0,29.0,57.0,119.0,15.0,379.0,6.3,6.3,6.3,6.3,7.0,2391.0,0.0,906189.0,15063.3,15063.3,906189.0,2387.7,2391
258.0,12.0,16.0,230.0,0.0,0.0,26.0,2.3,2.3,2.3,2.3,5.0,605.0,0.0,156090.0,1391.5,1391.5,15730.0,593.4,605
129.0,33.0,0.0,39.0,24.0,25.0,121.0,16.0,17.1,18.4,19.6,4.0,2372.0,0.0,305988.0,37952.0,46491.2,287012.0,2064.0,2064
856.0,349.0,194.0,74.0,84.0,155.0,856.0,3.0,3.0,3.0,3.0,12.0,2551.0,0.0,2183656.0,7653.0,7653.0,2183656.0,2568.0,2551
127.0,56.0,14.0,10.0,39.0,0.0,25.0,13.1,14.0,15.8,16.9,7.0,2010.0,0.0,255270.0,26331.0,33969.0,50250.0,1663.7,1668
381.0,119.0,107.0,9.0,28.0,65.0,137.0,4.8,5.5,4.8,5.5,19.0,1817.0,0.0,692277.0,8721.6,9993.5,248929.0,1828.8,1817
234.0,117.0,19.0,93.0,0.0,5.0,231.0,21.8,21.8,21.8,21.8,10.0,5103.0,0.0,1194102.0,111245.4,111245.4,1178793.0,5101.2,5103
215.0,58.0,62.0,46.0,51.0,0.0,82.0,13.2,13.1,15.9,15.7,8.0,3417.0,0.0,734655.0,45104.4,53646.9,280194.0,2838.0,2836
1406.0,541.0,70.0,290.0,335.0,90.0,1326.0,10.6,11.3,10.5,11.1,1.0,14698.0,1.0,20665388.0,155798.8,163147.8,19489548.0,14903.6,14938
85.0,21.0,67.0,3.0,0.0,15.0,22.0,12.3,9.9,12.3,9.9,13.0,1049.0,0.0,89165.0,12902.7,10385.1,23078.0,1045.5,1049
59.0,10.0,32.0,3.0,21.0,5.0,71.0,18.0,14.9,21.7,18.0,10.0,1278.0,0.0,75402.0,23004.0,23004.0,90738.0,1062.0,1061
358.0,139.0,0.0,89.0,70.0,40.0,338.0,38.9,41.2,46.8,49.6,9.0,16770.0,0.0,6003660.0,652353.0,831792.0,5668260.0,13926.2,13919
73.0,40.0,0.0,12.0,10.0,0.0,0.0,50.3,59.3,60.7,71.4,7.0,4428.0,0.0,323244.0,222728.4,316159.2,0.0,3671.9,3675
597.0,189.0,96.0,78.0,239.0,7.0,609.0,4.3,4.2,4.3,4.2,6.0,2542.0,0.0,1517574.0,10930.6,10676.4,1548078.0,2567.1,2542
276.0,90.0,120.0,34.0,14.0,0.0,101.0,8.1,8.7,8.1,8.7,2.0,2244.0,0.0,619344.0,18176.4,19522.8,226644.0,2235.6,2244
728.0,181.0,165.0,15.0,84.0,167.0,330.0,11.1,13.1,13.3,15.8,4.0,9694.0,0.0,7057232.0,107603.4,153165.2,3199020.0,8080.8,8046
59.0,0.0,55.0,0.0,0.0,0.0,11.0,83.8,89.9,101.0,108.3,6.0,5958.0,0.0,351522.0,499280.4,645251.4,65538.0,4944.2,4945
98.0,36.0,32.0,9.0,17.0,0.0,45.0,13.4,14.0,16.1,16.8,11.0,1582.0,0.0,155036.0,21198.8,26577.6,71190.0,1313.2,1313
756.0,452.0,66.0,127.0,84.0,5.0,302.0,4.3,4.4,4.3,4.4,7.0,3214.0,0.0,2429784.0,13820.2,14141.6,970628.0,3250.8,3214
155.0,120.0,34.0,0.0,0.0,0.0,47.0,3.1,3.1,3.8,3.8,10.0,582.0,0.0,90210.0,1804.2,2211.6,27354.0,480.5,483
544.0,125.0,104.0,107.0,133.0,0.0,107.0,4.2,4.9,5.1,5.9,4.0,2778.0,0.0,1511232.0,11667.6,16390.2,297246.0,2284.8,2306
813.0,27.0,677.0,34.0,0.0,100.0,18.0,2.0,1.9,2.0,1.9,9.0,1634.0,0.0,1328442.0,3268.0,3104.6,29412.0,1626.0,1634
75.0,23.0,0.0,30.0,27.0,14.0,94.0,9.6,7.7,9.6,7.7,6.0,720.0,0.0,54000.0,6912.0,5544.0,67680.0,720.0,720
112.0,85.0,4.0,16.0,14.0,0.0,119.0,9.6,9.0,9.6,9.0,13.0,1073.0,1.0,120176.0,10300.8,9657.0,127687.0,1075.2,1073
211.0,73.0,32.0,79.0,22.0,5.0,111.0,16.9,16.9,16.9,16.9,13.0,3566.0,0.0,752426.0,60265.4,60265.4,395826.0,3565.9,3566
895.0,222.0,271.0,222.0,63.0,0.0,778.0,0.9,1.0,0.9,1.0,7.0,780.0,0.0,698100.0,702.0,780.0,606840.0,805.5,780
74.0,18.0,7.0,37.0,7.0,5.0,74.0,54.0,54.0,54.0,54.0,14.0,3995.0,0.0,295630.0,215730.0,215730.0,295630.0,3996.0,3995
3331.0,1049.0,519.0,399.0,595.0,360.0,2922.0,14.7,16.8,14.7,16.8,42.0,49034.0,1.0,163332254.0,720799.7999999999,823771.2000000001,143277348.0,48965.7,49034
64.0,15.0,18.0,9.0,15.0,5.0,12.0,6.1,6.3,7.4,7.6,6.0,472.0,0.0,30208.0,2879.2,3587.2,5664.0,390.4,392
1402.0,328.0,804.0,187.0,49.0,63.0,1431.0,12.6,12.3,12.3,12.0,23.0,17219.0,0.0,24141038.0,216959.4,206628.0,24640389.0,17665.2,17607
337.0,128.0,21.0,86.0,77.0,25.0,337.0,1.8,1.8,1.9,1.9,8.0,657.0,0.0,221409.0,1182.6,1248.3,221409.0,606.6,591
73.0,0.0,0.0,67.0,0.0,10.0,39.0,11.1,10.5,13.4,12.7,6.0,978.0,0.0,71394.0,10855.8,12420.6,38142.0,810.3,812
64.0,12.0,28.0,17.0,7.0,0.0,47.0,8.8,8.8,10.6,10.6,12.0,680.0,0.0,43520.0,5984.000000000001,7208.0,31960.0,563.2,564
1703.0,186.0,463.0,0.0,516.0,316.0,1481.0,5.0,5.8,5.0,5.8,8.0,8549.0,0.0,14558947.0,42745.0,49584.2,12661069.0,8515.0,8549
151.0,41.0,21.0,29.0,41.0,19.0,151.0,2.6,2.6,2.9,2.9,3.0,434.0,0.0,65534.0,1128.4,1258.6,65534.0,392.6,391
66.0,27.0,14.0,6.0,17.0,0.0,42.0,27.5,28.4,33.2,34.2,2.0,2189.0,0.0,144474.0,60197.5,74863.8,91938.0,1815.0,1817
70.0,24.0,0.0,3.0,42.0,5.0,74.0,7.7,7.3,9.4,8.9,3.0,659.0,0.0,46130.0,5074.3,5865.1,48766.0,539.0,540
754.0,301.0,130.0,204.0,90.0,0.0,213.0,9.9,10.3,11.9,12.4,8.0,8967.0,0.0,6761118.0,88773.3,111190.8,1909971.0,7464.6,7443
325.0,106.0,49.0,31.0,80.0,12.0,136.0,26.7,31.2,32.1,37.5,6.0,10437.0,0.0,3392025.0,278667.9,391387.5,1419432.0,8677.5,8663
168.0,84.0,7.0,45.0,40.0,22.0,198.0,27.5,23.3,27.5,23.3,12.0,4622.0,0.0,776496.0,127105.0,107692.6,915156.0,4620.0,4622
226.0,99.0,50.0,43.0,63.0,5.0,260.0,4.0,3.5,4.0,3.5,7.0,915.0,1.0,206790.0,3660.0,3202.5,237900.0,904.0,915
335.0,83.0,71.0,71.0,111.0,17.0,353.0,75.8,72.0,75.8,72.0,12.0,25401.0,1.0,8509335.0,1925395.8,1828872.0,8966553.0,25393.0,25401
76.0,21.0,51.0,3.0,0.0,0.0,63.0,7.5,7.6,9.0,9.1,5.0,686.0,0.0,52136.0,5145.0,6242.599999999999,43218.0,570.0,569
221.0,31.0,133.0,0.0,45.0,5.0,53.0,6.8,7.1,8.2,8.5,4.0,1822.0,0.0,402662.0,12389.6,15487.0,96566.0,1502.8,1512
1010.0,213.0,224.0,111.0,212.0,75.0,758.0,5.0,6.1,5.0,6.1,11.0,5053.0,0.0,5103530.0,25265.0,30823.3,3830174.0,5050.0,5053
116.0,46.0,12.0,22.0,35.0,15.0,130.0,16.7,14.9,16.7,14.9,10.0,1939.0,0.0,224924.0,32381.3,28891.1,252070.0,1937.2,1939
39.0,25.0,0.0,3.0,14.0,0.0,11.0,2.9,2.7,2.9,2.7,1.0,114.0,0.0,4446.0,330.6,307.8,1254.0,113.1,114
170.0,75.0,12.0,23.0,39.0,0.0,108.0,9.0,10.3,9.0,10.3,8.0,1532.0,1.0,260440.0,13788.0,15779.6,165456.0,1530.0,1532
179.0,85.0,0.0,49.0,59.0,0.0,193.0,26.4,24.5,31.8,29.5,4.0,5690.0,0.0,1018510.0,150216.0,167855.0,1098170.0,4725.599999999999,4723
166.0,126.0,0.0,38.0,0.0,0.0,0.0,17.9,18.1,21.6,21.8,13.0,3580.0,0.0,594280.0,64081.99999999999,78044.0,0.0,2971.4,2971
354.0,48.0,34.0,174.0,73.0,25.0,354.0,16.5,16.5,16.5,16.5,10.0,5841.0,0.0,2067714.0,96376.5,96376.5,2067714.0,5841.0,5841
615.0,546.0,0.0,74.0,7.0,0.0,627.0,1.5,1.5,1.5,1.5,8.0,941.0,0.0,578715.0,1411.5,1411.5,590007.0,922.5,941
126.0,46.0,7.0,18.0,49.0,15.0,135.0,8.2,7.7,8.2,7.7,8.0,1035.0,0.0,130410.0,8487.0,7969.5,139725.0,1033.1999999999998,1035
1390.0,379.0,377.0,133.0,182.0,170.0,1241.0,4.0,4.5,4.0,4.5,13.0,5597.0,0.0,7779830.0,22388.0,25186.5,6945877.0,5560.0,5597
129.0,30.0,59.0,10.0,39.0,0.0,94.0,23.2,21.7,27.9,26.1,8.0,3600.0,0.0,464400.0,83520.0,93960.0,338400.0,2992.8,2988
203.0,35.0,48.0,6.0,14.0,100.0,203.0,15.9,15.9,15.9,15.9,5.0,3219.0,0.0,653457.0,51182.1,51182.1,653457.0,3227.7000000000003,3219
758.0,116.0,312.0,132.0,30.0,58.0,648.0,6.1,7.1,6.1,7.1,15.0,4630.0,0.0,3509540.0,28243.0,32873.0,3000240.0,4623.8,4630
558.0,92.0,116.0,57.0,196.0,0.0,461.0,7.4,8.9,7.4,8.9,6.0,4112.0,0.0,2294496.0,30428.800000000003,36596.8,1895632.0,4129.2,4112
25.0,14.0,0.0,4.0,7.0,0.0,22.0,23.2,23.2,23.2,23.2,6.0,580.0,0.0,14500.0,13456.0,13456.0,12760.0,580.0,580
850.0,94.0,348.0,205.0,45.0,74.0,320.0,12.9,14.3,15.5,17.2,5.0,13183.0,0.0,11205550.0,170060.7,226747.6,4218560.0,10965.0,10942
235.0,78.0,10.0,123.0,68.0,0.0,13.0,4.0,3.4,4.8,4.0,9.0,1129.0,0.0,265315.0,4516.0,4516.0,14677.0,940.0,937
58.0,15.0,0.0,19.0,22.0,0.0,26.0,43.4,44.9,52.2,54.1,8.0,3030.0,0.0,175740.0,131502.0,163923.0,78780.0,2517.2,2515
316.0,14.0,118.0,14.0,155.0,0.0,139.0,8.2,8.6,8.2,8.6,8.0,2600.0,0.0,821600.0,21320.0,22360.0,361400.0,2591.2,2600
7633.0,1240.0,2455.0,135.0,1732.0,1572.0,1376.0,3.3,3.5,3.3,3.5,19.0,25217.0,0.0,192481361.0,83216.09999999999,88259.5,34698592.0,25188.9,25217
119.0,0.0,118.0,0.0,0.0,0.0,95.0,1.5,1.5,1.8,1.8,2.0,212.0,0.0,25228.0,318.0,381.6,20140.0,178.5,176
55.0,12.0,17.0,6.0,14.0,10.0,59.0,6.2,5.8,7.5,7.0,3.0,411.0,0.0,22605.0,2548.2000000000003,2877.0,24249.0,341.0,341
1644.0,240.0,858.0,177.0,91.0,115.0,1481.0,9.9,11.0,9.9,11.0,38.0,16357.0,0.0,26890908.0,161934.30000000002,179927.0,24224717.0,16275.6,16357
1193.0,196.0,667.0,149.0,115.0,54.0,516.0,2.5,2.5,3.0,3.1,12.0,3622.0,0.0,4321046.0,9055.0,11228.2,1868952.0,2982.5,3006
605.0,155.0,231.0,91.0,105.0,0.0,582.0,2.8,2.9,3.4,3.5,8.0,2041.0,0.0,1234805.0,5714.799999999999,7143.5,1187862.0,1694.0,1694
389.0,120.0,94.0,77.0,63.0,10.0,198.0,2.9,3.1,2.9,3.1,6.0,1134.0,0.0,441126.0,3288.6,3515.4,224532.0,1128.1,1134
132.0,56.0,0.0,27.0,38.0,7.0,128.0,9.0,9.3,10.8,11.2,8.0,1429.0,0.0,188628.0,12861.0,16004.8,182912.0,1188.0,1186
132.0,30.0,50.0,22.0,24.0,0.0,39.0,10.5,11.0,12.6,13.2,9.0,1666.0,0.0,219912.0,17493.0,21991.2,64974.0,1386.0,1383
286.0,94.0,36.0,44.0,38.0,55.0,267.0,6.0,6.5,6.0,6.5,6.0,1727.0,0.0,493922.0,10362.0,11225.5,461109.0,1716.0,1727
305.0,73.0,87.0,39.0,63.0,10.0,272.0,14.8,16.6,14.8,16.6,7.0,4504.0,0.0,1373720.0,66659.2,74766.40000000001,1225088.0,4514.0,4504
268.0,73.0,105.0,0.0,70.0,0.0,248.0,17.9,19.4,20.6,22.2,8.0,5517.0,0.0,1478556.0,98754.3,122477.4,1368216.0,4797.2,4800
110.0,36.0,15.0,0.0,49.0,10.0,110.0,23.2,23.2,23.2,23.2,24.0,2553.0,0.0,280830.0,59229.6,59229.6,280830.0,2552.0,2553
3963.0,1184.0,616.0,952.0,1091.0,42.0,3885.0,4.3,4.4,4.3,4.4,11.0,16921.0,0.0,67057923.0,72760.3,74452.40000000001,65738085.0,17040.899999999998,16921
397.0,83.0,252.0,16.0,58.0,0.0,409.0,18.8,18.2,22.6,22.0,7.0,8987.0,0.0,3567839.0,168955.6,197714.0,3675683.0,7463.6,7459
254.0,90.0,39.0,3.0,117.0,0.0,119.0,15.3,15.6,15.3,15.6,11.0,3877.0,0.0,984758.0,59318.100000000006,60481.2,461363.0,3886.2,3877
134.0,73.0,0.0,22.0,14.0,0.0,33.0,15.6,19.2,18.8,23.1,8.0,2516.0,0.0,337144.0,39249.6,58119.600000000006,83028.0,2090.4,2088
