data,time,stor,Generated_Var_1,Generated_Var_3,actual
0.34762484,0.15998948,0.16689782,0.40876704,0.448645,-0.0043864697
0.52946854,0.1500131,0.03650366,0.40170455,0.6496377,-0.04382228
0.5601289,-0.04540308,-0.08546138,0.5550523,0.6386755,-0.06914548
0.60353935,0.060871027,-0.076985165,0.5794692,0.7992579,-0.11619379
0.33609158,0.16853774,0.18988657,0.4567515,0.4878198,0.0064262524
0.40312454,0.12150407,0.17191231,0.5258582,0.5544932,-0.0014361814
0.5935718,0.1626195,0.014129989,0.46032846,0.73702025,-0.07711499
0.3560573,0.17025983,0.17983162,0.47201318,0.516314,0.005639501
0.29681754,0.16484222,0.15733911,0.3510804,0.3887127,-0.06087143
0.563892,-0.08365274,-0.115374625,0.5686429,0.6300036,-0.18327919
0.5545098,-0.04249361,-0.008808374,0.6112559,0.7131705,-0.08170868
0.48763984,-0.01650197,-0.021448009,0.4070319,0.40578097,-0.068491675
0.6391317,0.19002344,0.121673964,0.38431498,0.6380112,-0.08104799
0.47280803,0.08849124,0.08751411,0.4683377,0.62817895,-0.029203847
0.7449482,-0.17387801,-0.22196665,0.76641655,0.9330219,-0.20783278
0.44265816,0.10911743,0.122482665,0.47453153,0.5579714,-0.0054479316
0.73702776,-0.17082164,-0.15772896,0.7806398,0.95840263,-0.20329347
0.45284596,0.0840532,0.10881701,0.5453291,0.58065474,-0.016827084
0.7484007,-0.2286776,-0.2510391,0.74671215,0.8044739,-0.24482325
0.7393739,-0.15605557,-0.15009841,0.75759465,0.92805606,-0.21056527
1.1100941,-0.3714384,-0.33851698,1.1739855,1.4438777,-0.39683795
0.46825647,0.09591267,0.11072254,0.4464363,0.5404359,-0.016839877
0.4148819,0.100432515,0.1218065,0.4807463,0.54041857,-0.004734032
0.7354348,-0.0057166293,-0.17170523,0.7342686,0.9966699,-0.22657576
0.6137316,-0.09456942,-0.07636164,0.66268903,0.7582628,-0.13890824
0.6359937,0.1399984,0.029491078,0.44533178,0.69381607,-0.08957224
0.56725013,0.15962017,0.051169973,0.40191233,0.64616966,-0.07235924
0.5277745,0.14938387,0.11636891,0.44617933,0.61977243,-0.02037441
1.2497635,-0.36124358,-0.46686006,1.3536742,1.73011,-0.52892536
0.48221415,0.039904147,0.033923805,0.59799415,0.6143633,-0.12380103
0.783532,-0.2004123,-0.21064815,0.770401,0.925312,-0.2294552
0.39362547,0.13364036,0.16960281,0.51240945,0.5479022,-0.00047130138
0.8391988,-0.24860501,-0.25672525,0.8623387,1.0329139,-0.24789241
0.6222804,0.097439036,-0.057864934,0.546551,0.79627156,-0.11866263
0.44106308,0.2623679,0.270424,0.28578767,0.41222417,-0.028527625
0.7830042,-0.11816815,-0.20250985,0.83157784,1.0336869,-0.26307636
1.0310042,-0.1727058,-0.3129349,1.0991008,1.4215086,-0.38664708
0.52550524,-0.03493014,0.012715284,0.6072741,0.6916028,-0.079886846
0.78378904,0.11712833,-0.12648897,0.66288835,0.99115384,-0.20432359
0.60971606,0.118628114,-0.07059918,0.5509972,0.8254719,-0.11997091
0.46644416,0.20087102,0.19455467,0.3642617,0.5043457,-0.040732287
1.0998546,-0.36441305,-0.37011898,1.1816494,1.4751246,-0.40155002
0.8431038,-0.123900674,-0.2295723,0.8589984,1.1045585,-0.2926494
0.4528015,0.09544377,0.10335874,0.512047,0.5663791,-0.008499168
0.31701377,0.17962253,0.20250562,0.4369745,0.46038342,0.0037006661
0.57719934,0.11093798,0.010972463,0.4119901,0.58724415,-0.08853797
0.49126548,0.18562558,0.13066728,0.42984363,0.57535374,-0.028851949
1.1615436,-0.43915138,-0.45889038,1.2341001,1.4981204,-0.43115124
0.42962897,0.11779644,0.14507559,0.5081518,0.57452095,-0.0024774745
0.5101128,0.029405933,0.033495154,0.52590233,0.6189493,-0.06453552
0.5760394,-0.05193703,-0.06661993,0.5870777,0.6463161,-0.09080166
0.4779333,0.19653052,0.17609458,0.31611544,0.47675657,-0.04521265
0.6713619,0.1827845,-0.020241946,0.48323593,0.8166344,-0.110143
0.4253628,0.21146345,0.24844804,0.40135136,0.504841,0.004214108
0.59597075,-0.03168582,-0.03231404,0.70225066,0.7815165,-0.14318785
0.55160713,0.1231759,0.06029503,0.38124335,0.5385034,-0.06922848
0.5262054,0.12629965,0.08836848,0.4133737,0.5717861,-0.037012644
0.981005,-0.31724867,-0.33003727,0.9955116,1.1758996,-0.315708
0.5978489,0.1922259,0.047380976,0.4374972,0.75668013,-0.07011188
0.50141615,0.091517106,0.051166944,0.49705738,0.67108047,-0.015652917
0.5577028,0.052077733,-0.047059976,0.55839086,0.78190416,-0.09312276
0.56103086,0.016554259,-0.00401666,0.5854183,0.7371037,-0.08900597
1.0701934,-0.31773052,-0.3284115,1.0747471,1.3056178,-0.3640758
0.5758884,0.09791836,0.057137616,0.4410743,0.6021723,-0.06004917
0.46431386,0.12093384,0.08948735,0.4605562,0.60312057,-0.022253565
0.9266907,0.2231006,-0.1654011,0.7079249,1.2566214,-0.23726511
0.51077646,0.08515671,-0.0133885965,0.46321124,0.63086355,-0.050121225
0.5803651,-0.059242986,-0.029640295,0.65345424,0.78114355,-0.10594957
0.39553452,0.15459982,0.17896494,0.49103096,0.5396055,0.0019482821
0.4949002,0.051621404,0.048316002,0.4906726,0.60525554,-0.04421299
0.5308977,0.110365376,-0.008736499,0.49811667,0.71500593,-0.06798556
0.5251796,0.056571003,-0.0022412091,0.5425867,0.7006304,-0.07005123
0.64738864,-0.109017275,-0.19946268,0.64866275,0.79261076,-0.13838303
0.49382925,0.13225397,0.10155587,0.47590363,0.63712174,-0.015578739
0.32278386,0.14911216,0.14148396,0.348207,0.35786155,-0.046317734
0.38440317,0.16016053,0.21328408,0.44631755,0.51037186,0.021249034
0.42810592,0.049150966,0.08220999,0.5520508,0.5680876,-0.053084172
0.3857235,0.1627971,0.22432087,0.46923113,0.5304886,0.022282422
0.43750754,0.14045963,0.13947968,0.44538355,0.5453373,-0.002588451
0.5922415,-0.066493176,-0.112939075,0.47099605,0.47100958,-0.17039943
0.31618065,0.2520076,0.28200388,0.4400409,0.47788638,0.0053840727
0.9474316,-0.31824046,-0.3129784,0.9648772,1.1192379,-0.301667
0.7062318,-0.16040203,-0.1437391,0.74212307,0.8865654,-0.18152314
0.3558885,0.19576553,0.22316343,0.40117154,0.4458408,0.005717285
0.4944806,0.04776527,0.056334898,0.5515888,0.6826248,-0.036788203
0.37726793,0.19621876,0.2518568,0.47920573,0.52377105,0.020836204
0.5466207,-0.08664625,-0.09763503,0.49576372,0.49991226,-0.1347942
0.3619756,0.13342375,0.1628167,0.39319888,0.43874645,0.0016161576
0.35690153,0.116370335,0.12325757,0.3739801,0.41525796,-0.028468065
0.6114691,0.017328218,-0.07725279,0.5810941,0.8030173,-0.13152587
0.5835297,0.211606,0.19598427,0.3266862,0.54953253,-0.0663292
0.513748,-0.032338247,-0.0030720904,0.5729041,0.6419044,-0.07559908
0.44703308,0.12873423,0.14386782,0.4001657,0.49363416,-0.012895435
0.4280974,0.050868317,0.030105095,0.406473,0.46438897,-0.06556911
0.7488594,-0.1679076,-0.13914204,0.8027976,1.0100101,-0.21785256
0.98918587,-0.2960215,-0.2944761,1.0394717,1.3149458,-0.36735916
0.7556865,-0.25093952,-0.29348192,0.73355645,0.77305365,-0.26631376
0.6709898,0.1691848,-0.032051444,0.5055731,0.85360205,-0.14229599
0.36598104,0.119037725,0.056627188,0.31001192,0.32165557,-0.09814558
0.8127134,-0.19937399,-0.16874504,0.85906094,1.0777329,-0.25171146
0.6492452,-0.1065451,-0.08070856,0.6854055,0.83425033,-0.15028092
0.42187086,0.09285529,0.10282244,0.4247874,0.48402998,-0.016728513
0.38552776,0.08290167,0.058087803,0.33783972,0.35072196,-0.044384398
0.6633974,-0.124784864,-0.11498782,0.6872753,0.8393376,-0.16226777
0.35828128,0.18500826,0.19946562,0.38849363,0.453027,-0.00023194402
0.32554173,0.15226388,0.16060565,0.39194775,0.4200617,-0.013209604
0.43651277,0.2120485,0.19553936,0.51874334,0.57205385,-0.037259005
0.61131287,-0.08912396,-0.11213121,0.5976646,0.648497,-0.09454716
0.5108401,0.14361125,0.119275734,0.47241074,0.6119155,-0.013903767
0.6477565,0.2153677,0.14880127,0.45043027,0.7159914,-0.084044226
0.62848943,0.17327458,-0.024054915,0.5150737,0.88592756,-0.116928436
0.39260894,0.17396568,0.18340975,0.35452637,0.43113387,-0.012897298
0.6415023,-0.14411372,-0.1860742,0.5977516,0.6065926,-0.14164418
0.5023583,0.07898222,0.03967751,0.49428767,0.633714,-0.023470394
0.5523685,0.17732866,0.07587912,0.4462053,0.6851856,-0.052335344
0.76768243,-0.111109994,-0.20267352,0.77804786,0.9321522,-0.23247829
0.42961672,0.17194182,0.24104805,0.41244596,0.52482396,0.02237621
0.4681934,0.12597933,0.11277999,0.5102814,0.63516915,-0.0031370446
0.76154584,-0.17650121,-0.1677544,0.80178136,1.0162234,-0.24311426
0.7210006,-0.07722526,-0.1731934,0.7470512,1.0073,-0.22938797
0.70692676,-0.17067552,-0.15931933,0.74444044,0.8903209,-0.19886714
0.566617,0.061904654,0.012812141,0.4847505,0.64904416,-0.066362314
0.7431558,-0.22124547,-0.27938202,0.7517895,0.855279,-0.23420337
0.78316605,-0.21545717,-0.21218449,0.789535,0.90119517,-0.21163967
0.44622722,0.23008803,0.24827701,0.37753686,0.50420517,-0.023636453
0.47031766,0.004146822,-0.06478611,0.39726162,0.42072982,-0.06298364
0.9292505,-0.28460544,-0.27284065,0.9840615,1.1918591,-0.30004376
0.46020055,0.09050635,0.1056117,0.52032226,0.614729,-0.005776204
0.8045513,-0.1673742,-0.27564234,0.88454145,1.1215885,-0.2594715
