size_D,nlan,t07,t09,t10,t12,t15,effort_D
1.0120456,1.5506886,1.0851902,1.5994829,1.2997583,1.8876077,1.0849727,0.3986311
0.2507137,0.4212485,0.49194977,0.653985,0.63604844,0.7439626,0.30702,0.11081551
0.410267,0.75030917,0.5867245,0.92256093,0.7850176,0.9381675,0.465289,0.12517238
0.4013754,0.7014289,0.6239789,0.96182525,0.81833947,0.9635985,0.52813166,0.13831148
1.1512568,2.4345317,1.1454797,1.6491203,0.9815145,2.0415194,0.73618996,0.37152496
0.68138117,1.4283979,0.7357758,1.0477084,0.78164786,1.2532473,0.6002902,0.21569337
0.45577025,0.8653144,0.62621725,0.9075914,0.7150346,0.96765196,0.4165144,0.116858035
0.4204185,0.8231156,0.6219765,0.96285325,0.7857465,0.98286206,0.4902938,0.12989952
0.2981175,0.54285747,0.5201218,0.7593319,0.65294385,0.77486444,0.41689348,0.09796806
0.44969156,0.92698413,0.58843005,0.8589872,0.71585965,0.95678586,0.48922575,0.14161721
0.46404248,0.8562394,0.6474982,1.0807914,0.8999797,1.0798101,0.48871946,0.12283957
0.7428906,1.2034028,0.8641226,1.3992729,1.1402531,1.4868189,0.65838605,0.21748377
0.61701536,0.83577067,0.8659257,1.2734665,1.0058798,1.2750418,0.5648567,0.172015
0.31611007,0.64163095,0.5371115,0.79855335,0.68759,0.83001333,0.4012723,0.093852684
0.46498933,0.31807375,0.7414747,0.84522766,0.77317953,0.9659998,0.26986358,0.10372798
0.2993703,0.5565147,0.51963985,0.77231234,0.6760587,0.7965196,0.36969078,0.094674945
0.42383894,0.9057648,0.5813122,0.87766254,0.71495634,0.9255259,0.48175764,0.13866344
0.33014384,0.53470457,0.61727667,0.89319545,0.85329044,0.94313735,0.2612546,0.15492973
0.27049375,0.50841457,0.5180097,0.725337,0.70411915,0.80647284,0.33683926,0.12958919
0.29621044,0.5173294,0.5702745,0.8295248,0.75104445,0.8601888,0.29251105,0.12452115
0.49957487,0.62987983,0.71639866,0.9955237,0.81091523,1.0633006,0.4693256,0.13921127
0.27720726,0.47235394,0.49709487,0.6544646,0.61768705,0.74577236,0.27406695,0.10523237
0.36775008,0.73889387,0.5426409,0.81202185,0.69126856,0.8606006,0.44941396,0.112439245
0.4835876,0.67548954,0.7204682,1.0445751,0.8496231,1.0706371,0.49858743,0.14810559
0.9401381,1.9551017,0.94283116,1.3053424,0.92451715,1.6484839,0.7794809,0.29619795
0.24965206,0.41259855,0.49624702,0.679566,0.6296037,0.72232985,0.30889252,0.08830251
0.5228107,0.6775176,0.78905714,1.1586918,1.0493928,1.211378,0.48843497,0.20758267
0.3047823,0.6226887,0.55424166,0.8045385,0.60499865,0.88021,0.20679444,0.10494499
0.4015365,0.5291324,0.6102641,0.7956256,0.66083986,0.87066543,0.4281391,0.10283144
0.45231864,0.8606006,0.62233925,0.87671804,0.70192444,0.9866116,0.40829498,0.114029154
0.5944818,1.0906732,0.79259187,1.3159178,1.0229292,1.2660207,0.58961433,0.1731632
0.6041113,0.9756664,0.746326,1.1176407,0.90444857,1.2377473,0.70783526,0.22386274
0.2703245,0.3391937,0.5268303,0.6778349,0.66047126,0.7574511,0.2723085,0.10616724
0.51595885,1.0947485,0.6127518,0.89425087,0.70461446,1.0425923,0.503728,0.15768988
0.40288106,0.64697164,0.6330728,0.95930296,0.8600075,0.9630855,0.42104477,0.14514692
0.29199493,0.53215986,0.53730047,0.7651727,0.71872044,0.8348544,0.37384164,0.13109124
0.5421116,0.72437125,0.7397039,1.0526503,0.87796426,1.1352867,0.5645579,0.15989302
0.7390648,1.4222491,0.7591997,1.2166688,1.019447,1.3851453,0.8279415,0.2778005
0.58327276,1.3381461,0.6906011,1.0204481,0.6835664,1.2021278,0.4535277,0.18282278
1.1058416,2.2185736,1.2275867,1.6545869,1.1041722,1.9473405,0.82223827,0.2424365
0.37977394,0.45614356,0.6404619,0.8796223,0.83203053,0.9620989,0.28205526,0.14693762
0.39049903,0.79281324,0.5469919,0.8237619,0.6925415,0.8880342,0.44033033,0.10855721
0.4291708,0.8519814,0.6460951,0.9684128,0.774702,1.0031147,0.43304884,0.108597994
0.4135547,0.89675766,0.5661796,0.8227329,0.68252724,0.9105101,0.46105283,0.123399705
0.38659033,0.69954175,0.6130432,0.901836,0.73897725,0.94746196,0.4083959,0.11561194
0.5055842,1.1140169,0.6876315,1.0481251,0.8670119,1.1326401,0.5503762,0.15411535
0.40859756,0.6936632,0.6047791,0.9121136,0.77617985,0.94509095,0.4250691,0.116015956
0.34846532,0.7453488,0.53816676,0.78581935,0.6627491,0.84408426,0.41680908,0.1042541
0.41784686,0.65032476,0.66278374,0.93414986,0.761255,0.96550035,0.35948855,0.11719188
0.8139388,1.5251452,0.90940315,1.4287847,0.98499554,1.562666,0.59787595,0.24678889
0.65585524,0.6244017,0.8431189,1.0609981,0.8571079,1.2124727,0.5143617,0.1540697
0.80924106,1.211265,0.9009196,1.3094568,1.0582411,1.508801,0.85411215,0.28906175
0.29470402,0.56471527,0.6094797,0.88569957,0.7730161,0.8980499,0.23427492,0.1541292
0.46268743,0.9643231,0.58956206,0.8760968,0.7618442,0.9893297,0.5584191,0.15697303
0.5129053,1.1199615,0.64659005,0.951099,0.68669003,1.07397,0.45033067,0.1641496
0.8192014,1.7148099,0.85742,1.2414861,0.8476791,1.4486115,0.5805599,0.22350371
0.30950075,0.55492914,0.5335581,0.80504507,0.6856274,0.79982746,0.36423725,0.08929612
0.38403943,0.60074794,0.61495817,0.9564155,0.84402865,0.97936857,0.34150773,0.1266779
0.49231318,1.0588151,0.61202145,0.9069848,0.7727293,1.033186,0.57507044,0.1757161
0.38417092,0.6874357,0.6120314,0.9663857,0.79277426,0.9284177,0.42702627,0.10354473
0.50917405,1.0354861,0.65894943,0.959197,0.7437239,1.0385449,0.474249,0.13212064
0.40157953,0.90655226,0.5927624,0.9016422,0.7059842,0.9616055,0.42887825,0.12293017
0.5508172,0.909808,0.822716,1.403627,1.1900561,1.3355341,0.5589558,0.18695949
0.31244054,0.6973364,0.4976592,0.6975035,0.5774479,0.804987,0.33130056,0.10195322
0.28039896,0.43532175,0.55151397,0.757091,0.729057,0.81215096,0.2749126,0.11559695
0.29788882,0.5923229,0.52623206,0.7655454,0.6505656,0.78245735,0.38565886,0.09672409
0.425045,0.8624591,0.5822787,0.92477596,0.7883432,0.9614769,0.530393,0.14862677
0.43734378,0.9600397,0.5684503,0.7932573,0.62090653,0.9037935,0.43382746,0.113957
0.33421364,0.68051064,0.5317713,0.8017942,0.6734659,0.8355173,0.39135492,0.10876736
0.69968927,0.9475499,0.8613806,1.3439714,1.137453,1.4027815,0.7047391,0.23587146
0.52015835,0.82761586,0.71296495,1.0314898,0.85545945,1.1333952,0.37927228,0.17205687
0.63884187,1.2153989,0.74111015,1.2582582,1.0712531,1.311872,0.74726295,0.21873435
0.36823872,0.6679764,0.56119037,0.8536003,0.72745496,0.87809485,0.43567413,0.10493833
0.59476775,1.224453,0.6654616,0.9776612,0.7518692,1.1339519,0.5031273,0.1708749
0.2599173,0.476485,0.47741744,0.6684,0.6131127,0.71533763,0.32218242,0.096585914
0.3810059,0.818192,0.5691538,0.8971965,0.65255356,0.9698382,0.31124377,0.15416676
0.44223467,0.84273267,0.62928396,1.0003303,0.7802436,0.97898537,0.4666558,0.12751943
0.4605698,1.0009507,0.57401925,0.8294063,0.6324719,0.94745505,0.4285401,0.138349
0.77943075,1.5693262,0.90556,1.2704225,0.8317712,1.5194451,0.57823586,0.19739786
0.4313447,0.80738384,0.6646768,1.0859969,0.91547585,1.0828559,0.47995263,0.13339314
0.45387855,0.8655537,0.5963321,0.93563473,0.8090966,1.010683,0.59472567,0.17549068
0.25030273,0.388291,0.48800415,0.64936376,0.5994209,0.6994092,0.31231624,0.08040938
0.5737623,1.1182644,0.7179255,1.053938,0.7782128,1.2021581,0.48190194,0.14964259
0.6980326,1.2220862,0.8378835,1.171736,0.8801375,1.3519664,0.46449292,0.22191542
0.4658657,0.78155535,0.6831886,1.0298867,0.8665137,1.0751928,0.45744735,0.12251216
0.81372917,1.8382533,0.9293598,1.3739431,0.8619715,1.5854539,0.5071088,0.27919853
0.78573966,1.3647442,0.8461255,1.3571368,1.1703124,1.5538452,0.9233148,0.32650748
0.7126293,1.2255799,0.79673433,1.2575618,1.058387,1.4193885,0.8674908,0.2986464
0.5394035,1.0667979,0.6728012,0.9869677,0.74365747,1.1063049,0.43883723,0.1475663
0.29891387,0.59697825,0.51663184,0.7429637,0.61719024,0.7950537,0.31582755,0.098099366
0.3446334,0.65357184,0.54320526,0.81113833,0.6953861,0.8526503,0.48305577,0.124028355
0.354603,0.4008081,0.66756505,0.8194254,0.82367706,0.9387855,0.28030348,0.16379888
0.30365756,0.7800514,0.5904765,0.8168124,0.6700712,0.95435,0.2570593,0.17209776
0.31601104,0.63840234,0.5149738,0.75898033,0.6539132,0.79585713,0.3941025,0.095623344
0.45926785,0.9690438,0.6320076,0.97300375,0.7725105,1.0470186,0.46420974,0.16645636
0.41079542,0.7066156,0.65954894,0.9448627,0.7651595,0.9943906,0.41186678,0.11371675
0.614066,1.2604731,0.8215155,1.2057493,0.8075481,1.3764753,0.4476987,0.18976262
0.31056193,0.46867734,0.6011964,0.79820544,0.7930349,0.890025,0.2274154,0.16975254
0.4476622,0.7473772,0.68303496,0.99147666,0.8136667,1.047266,0.41706872,0.11243734
0.36382738,0.58305895,0.58794475,0.8322533,0.70224345,0.8728026,0.43811083,0.10977958
0.45112056,0.5753989,0.69737566,0.9807078,0.8281606,0.9966288,0.37750703,0.12645532
0.85137856,0.78448117,1.0373554,1.3004546,0.9789543,1.5163481,0.60936093,0.211143
0.6121873,1.0501155,0.78667647,1.2974738,1.1156002,1.3410567,0.71539,0.23306085
1.1489369,2.0030036,1.1817571,1.8298746,1.4760159,2.165492,1.264654,0.47514844
0.40306884,0.7333057,0.60418713,0.91023904,0.7716227,0.9564083,0.55319977,0.15410447
0.30182737,0.6280183,0.5058192,0.74632496,0.6391856,0.78939635,0.38659626,0.09595211
0.44469967,0.84731174,0.6270162,0.9506083,0.7816254,0.98418105,0.40565288,0.14020026
1.2361284,2.6474137,1.2321584,1.7750473,1.0891551,2.192822,0.8210851,0.40346676
0.34957463,0.61264104,0.6262239,0.914352,0.83960724,0.9515119,0.38755447,0.14051785
0.68511814,0.3319577,0.88703465,0.8966642,0.74521905,1.151226,0.28305942,0.11304058
0.54713684,1.1067759,0.7881632,1.1927662,0.9055201,1.2899036,0.6110196,0.19059208
1.0772462,2.2703815,1.0947083,1.5678571,0.9201221,1.9127337,0.67504704,0.35580835
0.7241789,1.5340236,0.8307731,1.185515,0.7847734,1.3913754,0.5463544,0.22099194
0.33477122,0.65117544,0.56220305,0.84040916,0.726271,0.86653614,0.4182955,0.097157255
0.40963995,0.7706384,0.5914705,0.90090406,0.7634032,0.9349491,0.45753765,0.1220891
0.39329278,0.31034446,0.649537,0.72106475,0.66003877,0.83504677,0.25371814,0.08875388
0.52653646,1.0411773,0.650304,0.9888733,0.6910887,1.1168027,0.38968492,0.17082779
0.38170898,0.785073,0.5801463,0.8772562,0.6780356,0.92085886,0.36516577,0.119350895
0.5840788,0.7363753,0.7980347,1.099908,0.9112803,1.196506,0.60503733,0.17012636
0.44503364,0.88565624,0.56891394,0.85255563,0.7135915,0.91744757,0.49613476,0.13624601
0.84398615,1.8313257,0.87796736,1.263702,0.8366089,1.5336306,0.66174334,0.27852055
0.48651475,0.51575434,0.73257244,0.99811316,0.91702867,1.0538516,0.35114354,0.16328521
0.30093724,0.60022676,0.5335858,0.8037266,0.64315814,0.8176145,0.29933226,0.108492464
0.5510479,0.9119352,0.7754602,1.2774342,1.1296637,1.2830999,0.6013941,0.18508004
0.4827904,0.64939564,0.7122415,1.0490879,0.97648656,1.1401863,0.34208792,0.1859259
0.63210815,1.4869198,0.72627723,1.0356219,0.6832453,1.2639389,0.49369073,0.19112948
0.5839327,0.9676218,0.8476285,1.2124202,0.92480063,1.2898536,0.37852985,0.14805049
0.44395003,0.9090936,0.62725127,0.99801457,0.8152555,1.0082595,0.531537,0.14744037
0.78805834,1.6880995,0.8694658,1.1992391,0.75648415,1.5171697,0.50563705,0.25009185
0.6318864,1.4186884,0.75642014,1.1262932,0.7348903,1.3272351,0.47670454,0.20489426
0.6520961,1.3300049,0.7188276,1.0630697,0.78234905,1.2290096,0.54497266,0.20440403
0.57881856,1.026313,0.78428364,1.1730182,0.85044765,1.2478833,0.44633913,0.14228822
0.5286489,0.90973973,0.786568,1.2490398,1.0728818,1.2626411,0.66073656,0.18661775
0.46765387,0.7956308,0.65308475,1.0668354,0.85664713,1.0562359,0.51820123,0.148338
0.5038981,1.0045445,0.68680966,1.0449827,0.9144426,1.1161711,0.6297635,0.184139
0.30036288,0.48557466,0.5301454,0.73400265,0.6604642,0.78647655,0.34293926,0.09673025
0.6407861,0.7146884,0.92821854,1.307076,1.1533434,1.3856466,0.36749142,0.21620578
0.42488512,0.61625886,0.64659095,0.9711142,0.8537757,0.9827226,0.4054941,0.14273389
0.5498849,1.1179678,0.7049228,1.0116792,0.7076439,1.1419344,0.43477505,0.17933904
0.7575964,0.62392,0.94149876,1.0535214,0.8076124,1.3001994,0.5446502,0.15868725
0.7390161,1.3567567,0.84458435,1.4337934,1.2338856,1.5529169,0.91043717,0.30395305
0.7436227,1.610409,0.80409807,1.1573697,0.8325518,1.3997558,0.6437527,0.26497906
0.32360312,0.7365846,0.5341928,0.80177736,0.65210634,0.84179574,0.42547077,0.10149348
0.5008169,0.6957217,0.7368678,1.0725228,0.88755363,1.0930809,0.39894003,0.13990636
0.5404768,0.9057921,0.73457867,0.9859992,0.7954842,1.1393917,0.6051624,0.15898967
0.44212818,0.7382229,0.66226214,1.0494162,0.8969464,1.0466073,0.54177064,0.14332612
0.5915998,1.124022,0.7541111,1.1798906,0.97927886,1.2438445,0.6219416,0.2004381
0.35822207,0.48805386,0.5875989,0.8235003,0.7877274,0.8718091,0.29253843,0.14755611
0.40603557,0.7462508,0.62133765,0.97058934,0.8412135,0.9838256,0.542259,0.1490642
0.45871177,1.0125769,0.58840954,0.8599764,0.7063424,0.96636313,0.49493688,0.14203998
0.30913028,0.5911633,0.5295674,0.78178555,0.6715794,0.81069523,0.42535233,0.10083081
0.4186619,0.71259785,0.6109139,0.89983225,0.7516828,0.97491604,0.54917014,0.15099694
0.4444532,0.5103596,0.7646907,1.011266,0.93504053,1.0582218,0.34116185,0.18594287
0.9064136,1.823619,0.9311893,1.2967374,0.8850803,1.5508654,0.6806146,0.24779606
0.54510725,0.8146815,0.71522754,1.1019859,0.90046644,1.143152,0.574119,0.16686064
0.729819,1.3700827,0.8034325,1.3172866,1.1603913,1.4662484,0.8915559,0.31042424
0.46130475,0.8155698,0.65456355,1.0442939,0.7749152,1.0652018,0.368357,0.14637533
0.3702962,0.70710415,0.560266,0.87758076,0.73008054,0.8822473,0.4472112,0.10976559
0.30716106,0.61440545,0.5048062,0.72946006,0.63105214,0.77386063,0.40448666,0.09222676
1.3962396,2.67217,1.3310708,1.9861195,1.5981814,2.440176,1.2683293,0.4777874
0.50966084,0.90320575,0.68210304,1.022743,0.85039496,1.0741968,0.57308334,0.16988617
0.2776603,0.50267726,0.50513494,0.7268499,0.627052,0.7522079,0.3942122,0.083628014
0.4860071,0.9987597,0.7064765,1.029507,0.7749639,1.088495,0.52750427,0.1890427
0.72051513,1.5442533,0.79255015,1.1713123,0.85980695,1.3657924,0.65564245,0.23119442
0.3440434,0.48129874,0.57751906,0.83073866,0.7654743,0.87970746,0.29139167,0.1263521
0.51459587,0.9780851,0.651712,1.070569,0.8913628,1.1102448,0.6420976,0.19317357
0.5127913,0.92604184,0.68305886,0.99136627,0.7785874,1.0996488,0.44507527,0.13027939
0.46102425,0.50871396,0.71900487,0.94632834,0.84876704,1.0019138,0.28776675,0.15261656
0.34633383,0.5924876,0.5650467,0.8009506,0.7224321,0.8623503,0.37442017,0.11225563
1.3000119,1.1627007,1.5119725,1.8274469,1.3601518,2.2469797,0.9277929,0.3121923
0.39136633,0.58508146,0.63161284,0.8890738,0.75305694,0.9059733,0.39487106,0.11869274
0.47880018,0.75572944,0.7599238,1.1770695,1.0460304,1.1710352,0.49780655,0.18196797
0.82716256,1.6621693,0.8280316,1.2107034,0.9973644,1.4957957,0.8288525,0.28886536
0.3999405,0.666533,0.61860895,0.8843026,0.7431793,0.93166536,0.3925948,0.105727464
0.43870094,0.39129794,0.76528853,0.87414765,0.9755172,1.1038585,0.2030198,0.21101852
0.39425907,0.77545315,0.5968994,0.9264507,0.803027,0.9517343,0.5048877,0.12962449
0.992172,0.7724996,1.1530842,1.3711609,1.0772495,1.6566806,0.66720223,0.20803134
0.4324188,0.71929353,0.6502033,1.0354657,0.896103,1.0392128,0.43973416,0.12879822
0.49085185,0.8495073,0.6818137,1.0891798,0.9423985,1.1425264,0.48283243,0.15519871
0.35459527,0.7648244,0.53220844,0.79377747,0.6359638,0.8458031,0.37754047,0.12111363
0.46912372,0.88752675,0.61832875,0.9892773,0.8241887,1.0311446,0.59731144,0.17237602
0.81236184,1.4628453,0.88687664,1.4299737,1.2497076,1.5688276,0.8371518,0.2538046
0.36648542,0.7180865,0.5560633,0.8689879,0.7366684,0.8832437,0.45404172,0.11403382
0.35743865,0.6575315,0.56575596,0.82921565,0.71798486,0.8368828,0.4147982,0.121071026
0.74358547,1.5666852,0.8008355,1.1273739,0.72301275,1.3743591,0.5193951,0.22843842
0.45349297,0.91929394,0.6144192,0.9559813,0.7333465,1.0239162,0.4129253,0.15731934
0.6270059,0.78258646,0.8886002,1.3204287,1.0077161,1.3348212,0.3798957,0.17151015
0.5226177,0.88016444,0.6594834,0.9985829,0.84594303,1.086106,0.6210794,0.1945379
0.43540394,0.7260658,0.686037,0.99179983,0.8206869,1.0352123,0.408274,0.115391985
0.251063,0.50807434,0.5326046,0.7534212,0.6601153,0.7932176,0.27714944,0.10147303
1.0218246,1.9315231,1.0853479,1.5134803,0.907101,1.7681834,0.61118096,0.27058086
0.6398379,1.0646552,0.74166316,1.1815324,1.0069473,1.2393668,0.7041477,0.23363674
0.3553108,0.5151329,0.59073216,0.81396496,0.710094,0.8535449,0.3348682,0.10313365
0.25705793,0.34148735,0.52162737,0.62533706,0.6721556,0.7535712,0.21592565,0.1279036
0.683444,1.4784678,0.7574082,1.0826783,0.82087684,1.2899657,0.6279695,0.21329875
0.45116916,0.91709423,0.58593446,0.87943125,0.72716314,0.9610859,0.4709013,0.13176568
0.40085733,0.63884187,0.60962296,0.87221146,0.7386854,0.9371344,0.49304622,0.13074702
0.27985156,0.5072949,0.51961315,0.73671305,0.66443014,0.77243316,0.3326629,0.10008414
0.65264934,1.404477,0.7470085,1.0741864,0.7730551,1.2106233,0.5397902,0.16859801
0.4321057,0.87860173,0.5757551,0.79510933,0.6350289,0.9084186,0.40887195,0.1128255
0.45030028,0.8876461,0.6953696,0.9897063,0.7583478,1.0536727,0.44875377,0.15880738
0.40696564,0.61478335,0.6570085,0.9595828,0.80095345,0.9686094,0.39734936,0.12258613
0.34341642,0.71408874,0.5740942,0.84294707,0.70166504,0.87893033,0.47885227,0.10843219
0.6342026,1.1576511,0.868976,1.2051797,0.88159,1.4325415,0.3803016,0.20833297
0.9574767,2.0056782,0.96077,1.3270378,0.84576577,1.6665552,0.66900057,0.29253682
0.85534316,1.3860973,0.9613658,1.5690557,1.3251841,1.705401,0.94561434,0.3070164
0.66708344,1.3458055,0.86107314,1.2358344,0.8557917,1.4177845,0.52883106,0.23985106
