FunctionalSize,ValueAdjustmentFactor,ProjectElapsedTime,DevelopmentType,BusinessAreaType,ClientServer,DevelopmentPlatform,LanguageType,FirstOS,MaxTeamSize,NormalisedWorkEffortLevel1
693,1.0,20.0,New_Development,Telecommunications,Yes,Multi,4GL,Windows,9.0,12510
151,1.0379370078740158,8.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,5.0,1586
57,1.0379370078740158,3.0,New_Development,Telecommunications,Yes,MF,3GL,Windows,8.448507462686567,1505
1265,1.0379370078740158,9.0,New_Development,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,10770
57,1.02,2.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,2.0,26
56,1.0379370078740158,1.9,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,568
53,1.06,2.0,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,8.448507462686567,540
291,1.0,7.0,New_Development,Telecommunications,Yes,MF,4GL,Mainframe,9.0,1827
510,1.0,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,8.0,1624
257,0.95,3.0,New_Development,Telecommunications,Yes,PC,4GL,Unix,2.0,906
222,1.0379370078740158,8.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,6.0,2007
29,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,553
4911,1.0379370078740158,19.0,New_Development,Telecommunications,Yes,MR,3GL,Unix,8.448507462686567,71118
30,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,1037
52,1.0,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,361
2221,1.07,24.0,New_Development,Telecommunications,Yes,MR,4GL,Unix,17.0,25482
184,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,1324
7,1.08,6.51,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,45
57,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,727
178,1.0,7.0,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,5.0,2865
10,1.0379370078740158,13.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,3871
96,0.94,2.0,Enhancement,Telecommunications,Yes,PC,3GL,Mainframe,2.0,494
6,1.08,5.26,Enhancement,Telecommunications,Yes,PC,4GL,Mainframe,8.448507462686567,734
70,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,444
43,1.14,3.42,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,286
1163,1.0,10.0,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,10.0,9786
177,0.99,6.0,New_Development,Telecommunications,Yes,PC,3GL,Windows,7.0,1946
24,1.0,3.0,Enhancement,Telecommunications,Yes,PC,3GL,Windows,4.0,708
490,1.0,5.0,New_Development,Telecommunications,Yes,PC,3GL,Windows,8.448507462686567,4672
270,0.85,10.0,Enhancement,Telecommunications,Yes,PC,4GL,Mainframe,3.0,1451
222,1.09,2.0,Enhancement,Telecommunications,Yes,PC,3GL,Mainframe,3.0,310
103,1.03,2.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,8.448507462686567,2946
2777,1.06,24.0,New_Development,Banking,Yes,MF,3GL,Mainframe,8.0,21625
187,1.19,2.89,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,654
228,1.0379370078740158,3.0,Enhancement,Banking,Yes,Multi,4GL,Windows,4.0,1465
339,1.17,6.0,Enhancement,Banking,Yes,MF,3GL,Mainframe,43.0,8650
242,1.0379370078740158,3.0,New_Development,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,7710
133,1.07,6.042685887708649,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,8480
82,1.0,6.042685887708649,New_Development,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,606
144,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,MF,4GL,Mainframe,8.448507462686567,1346
3,1.17,3.42,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,23
366,1.02,6.042685887708649,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,7359
403,1.0,24.0,New_Development,Banking,Yes,MF,3GL,Mainframe,8.0,7500
49,1.12,4.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,2.0,966
138,1.02,2.0,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,5.0,1499
632,0.95,6.042685887708649,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,7252
201,0.93,6.0,New_Development,Telecommunications,No,PC,4GL,Windows,1.0,562
338,1.0,5.0,Enhancement,Telecommunications,No,PC,4GL,Windows,1.0,973
83,1.2,6.042685887708649,Enhancement,Telecommunications,No,MF,3GL,Unix,8.448507462686567,1145
113,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,No,MF,3GL,Unix,8.448507462686567,1192
115,1.08,3.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,9.0,2802
763,0.94,5.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,8.0,4272
322,1.0,2.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,6.0,835
1278,1.14,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,28441
203,1.0379370078740158,3.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,14.0,5754
246,1.0,4.0,New_Development,Telecommunications,Yes,MF,3GL,Unix,3.0,960
116,1.0,5.0,New_Development,Banking,Yes,MF,3GL,Mainframe,5.0,2180
145,1.17,6.042685887708649,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,1594
2000,1.0,15.0,New_Development,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,29600
114,1.0,3.0,Enhancement,Banking,Yes,MF,4GL,Mainframe,2.0,678
73,1.0,8.0,Enhancement,Banking,No,MF,3GL,Mainframe,8.448507462686567,1404
43,1.02,6.042685887708649,Enhancement,Banking,No,MF,3GL,Mainframe,8.448507462686567,3890
144,1.0,3.0,Enhancement,Banking,No,MF,3GL,Mainframe,4.0,426
1122,1.0,6.042685887708649,New_Development,Banking,No,MF,3GL,Mainframe,8.448507462686567,1208
43,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,3GL,Mainframe,8.448507462686567,1042
49,1.0379370078740158,2.0,Enhancement,Banking,No,MF,4GL,Unix,8.448507462686567,500
126,1.0,3.0,Enhancement,Banking,No,MF,4GL,Unix,5.0,1237
199,1.22,6.042685887708649,Enhancement,Banking,No,MF,3GL,Unix,8.448507462686567,5682
79,0.94,6.042685887708649,Enhancement,Banking,No,MF,3GL,Unix,8.448507462686567,2356
100,1.0379370078740158,6.042685887708649,Enhancement,Banking,No,MF,4GL,Unix,8.448507462686567,1255
88,1.05,3.09,Enhancement,Banking,Yes,MF,3GL,Unix,8.448507462686567,1092
19,1.0379370078740158,1.9,Enhancement,Banking,Yes,MR,3GL,Unix,8.448507462686567,155
262,1.02,6.042685887708649,Enhancement,Banking,Yes,MR,3GL,Unix,8.448507462686567,7258
426,1.0,6.0,New_Development,Banking,Yes,MR,3GL,Unix,2.0,1680
383,1.0,5.0,New_Development,Banking,Yes,MR,3GL,Unix,8.448507462686567,5322
87,1.0379370078740158,2.0,Enhancement,Banking,Yes,MF,4GL,Unix,8.448507462686567,387
320,1.0,20.0,New_Development,Banking,Yes,MF,4GL,Unix,4.0,12180
342,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,3GL,Unix,8.448507462686567,2734
116,1.0,15.0,Enhancement,Banking,Yes,Multi,3GL,Unix,10.0,2630
97,1.05,4.0,Enhancement,Banking,Yes,MF,3GL,Mainframe,1.0,530
98,1.01,4.0,New_Development,Telecommunications,Yes,MF,4GL,Mainframe,12.0,2876
33,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,270
65,1.09,4.0,Enhancement,Telecommunications,Yes,PC,3GL,Windows,8.448507462686567,997
88,1.0,3.0,Enhancement,Telecommunications,Yes,PC,3GL,Windows,3.0,760
3,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Windows,8.448507462686567,95
79,1.07,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Windows,8.448507462686567,2817
103,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Windows,8.448507462686567,4496
200,1.09,8.0,Enhancement,Telecommunications,Yes,MF,4GL,Windows,19.0,8151
133,1.07,4.0,Enhancement,Telecommunications,Yes,MF,3GL,Windows,3.0,334
52,1.0,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,741
89,1.0379370078740158,2.1,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,508
522,1.0379370078740158,10.0,New_Development,Telecommunications,Yes,MR,3GL,Unix,8.448507462686567,7063
85,0.98,6.042685887708649,Enhancement,Telecommunications,Yes,PC,3GL,Windows,8.448507462686567,846
65,1.12,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,1142
360,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,9347
108,1.12,8.9,Enhancement,Telecommunications,No,MF,3GL,Unix,2.0,1652
189,1.0,12.0,New_Development,Telecommunications,No,MF,3GL,Unix,8.448507462686567,5241
3,1.0379370078740158,0.69,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,45
227,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,1009
146,1.24,8.45,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,2446
25,1.1,1.81,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,384
790,1.0,5.0,New_Development,Telecommunications,Yes,Multi,4GL,Unix,4.0,2909
70,0.98,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,1480
571,1.0379370078740158,8.0,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,18.0,8996
322,1.0,20.0,New_Development,Telecommunications,Yes,Multi,4GL,Unix,4.0,7850
127,1.0379370078740158,9.1,Enhancement,Telecommunications,No,MF,3GL,Mainframe,3.0,2715
351,1.0379370078740158,5.5,New_Development,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,1118
122,1.24,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,7991
1279,1.0,15.0,New_Development,Telecommunications,Yes,Multi,3GL,Windows,8.0,3569
141,0.96,14.7,New_Development,Telecommunications,No,MF,3GL,Windows,1.0,1600
150,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,2595
89,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,1712
141,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,783
300,1.0,11.0,New_Development,Telecommunications,Yes,Multi,3GL,Windows,6.0,889
106,1.03,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,1261
64,1.12,3.39,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,347
3,1.0379370078740158,1.28,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,42
542,1.0,8.0,New_Development,Telecommunications,Yes,Multi,3GL,Windows,2.0,2240
58,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,1062
194,0.88,6.042685887708649,New_Development,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,273
97,1.01,1.0,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,8.448507462686567,404
86,1.17,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,1102
56,1.0379370078740158,4.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,980
218,1.0,5.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,6.0,2250
108,1.1,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,4461
158,1.07,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,4140
16,0.95,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,2114
89,1.07,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,4884
121,1.06,3.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,4.0,1293
263,1.0,3.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,3.0,1311
107,1.18,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,3160
70,1.09,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,1699
476,1.0,9.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,10880
155,1.0379370078740158,3.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,7.0,1974
169,1.04,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,3705
126,1.0379370078740158,12.0,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,1442
50,1.03,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,921
98,1.12,17.4,Enhancement,Telecommunications,No,MF,3GL,Mainframe,6.0,3271
391,0.99,17.0,New_Development,Telecommunications,No,MF,3GL,Mainframe,10.0,3287
70,1.04,3.0,Enhancement,Telecommunications,No,PC,4GL,Windows,3.0,764
84,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,No,MF,3GL,Windows,8.448507462686567,1353
777,1.0,7.0,Enhancement,Telecommunications,No,MF,3GL,Windows,5.0,3024
201,0.65,8.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,14.0,3926
1387,1.0379370078740158,2.7,New_Development,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,1225
380,0.93,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,2676
12,1.19,2.89,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,96
62,1.02,4.0,Enhancement,Telecommunications,Yes,PC,4GL,Windows,3.0,996
525,1.0,4.0,Enhancement,Telecommunications,Yes,PC,4GL,Windows,3.0,306
64,0.98,6.042685887708649,Enhancement,Telecommunications,Yes,PC,3GL,Windows,8.448507462686567,620
67,1.0379370078740158,3.0,Enhancement,Telecommunications,Yes,MR,3GL,Unix,9.0,1894
29,1.0379370078740158,6.0,New_Development,Telecommunications,Yes,PC,3GL,Windows,8.448507462686567,395
103,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Windows,8.448507462686567,1743
578,1.0,6.042685887708649,New_Development,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,5134
13,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,MF,3GL,Mainframe,8.448507462686567,497
127,1.15,6.042685887708649,Enhancement,Banking,Yes,MF,3GL,Unix,8.448507462686567,7451
473,1.0379370078740158,2.0,New_Development,Banking,Yes,MR,3GL,Unix,8.448507462686567,2000
201,0.89,7.4,Enhancement,Banking,No,MF,3GL,Mainframe,7.0,3804
73,1.18,6.042685887708649,Enhancement,Banking,No,MF,3GL,Mainframe,8.448507462686567,3934
15,1.0379370078740158,6.042685887708649,Enhancement,Banking,No,MF,3GL,Mainframe,8.448507462686567,559
385,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Mainframe,8.448507462686567,9865
41,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,3GL,Mainframe,8.448507462686567,805
51,1.12,3.62,Enhancement,Banking,Yes,Multi,4GL,Mainframe,8.448507462686567,536
385,1.0,7.0,New_Development,Banking,Yes,MF,4GL,Mainframe,7.0,2761
747,1.0,9.0,Enhancement,Banking,Yes,MF,3GL,Mainframe,3.0,3108
124,1.0,4.0,New_Development,Banking,Yes,MF,3GL,Mainframe,2.0,616
261,1.01,6.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,8.0,2639
527,1.29,6.042685887708649,Enhancement,Telecommunications,Yes,MR,3GL,Unix,8.448507462686567,1621
11,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,429
254,1.0,17.0,New_Development,Telecommunications,Yes,Multi,3GL,Unix,80.0,28760
95,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,4092
416,1.0,9.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,7.0,3800
175,1.0,3.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,4.0,471
1290,1.0379370078740158,8.0,New_Development,Telecommunications,Yes,MF,3GL,Unix,31.0,22045
162,1.0,3.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,4.0,1092
262,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,5729
99,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Unix,8.448507462686567,1761
31,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,543
30,1.0,2.0,Enhancement,Telecommunications,Yes,MF,4GL,Unix,2.0,301
79,1.0,6.0,New_Development,Telecommunications,Yes,MF,3GL,Unix,2.0,1108
2391,1.0,5.0,Enhancement,Telecommunications,Yes,MF,3GL,Unix,9.0,3889
406,1.0,6.042685887708649,New_Development,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,964
2027,1.0,20.0,New_Development,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,28160
3622,1.0379370078740158,5.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,14573
120,1.12,1.97,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,8.448507462686567,912
50,1.14,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,1132
370,1.0379370078740158,4.6,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,1505
391,1.0,10.0,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,9.0,3247
144,1.01,3.0,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,4.0,742
44,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,219
160,1.16,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,1479
213,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,6391
550,1.0,7.0,New_Development,Telecommunications,Yes,Multi,3GL,Mainframe,9.0,9296
14,0.76,0.62,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,162
161,1.0379370078740158,8.4,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,9808
27,1.0379370078740158,0.8,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,96
64,1.0,1.0,New_Development,Banking,No,MF,3GL,Mainframe,3.0,1073
75,1.22,6.042685887708649,Enhancement,Banking,No,MF,4GL,Unix,8.448507462686567,303
82,1.0379370078740158,6.042685887708649,Enhancement,Banking,Yes,Multi,4GL,Unix,8.448507462686567,1571
96,1.02,5.0,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,26.0,6666
3,1.1,0.72,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,367
51,1.0,10.0,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,1.0,337
82,1.01,3.0,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,4.0,410
231,1.07,11.6,Enhancement,Telecommunications,No,MF,3GL,Unix,6.3,5079
314,1.0,6.042685887708649,New_Development,Telecommunications,No,MF,3GL,Unix,8.0,1260
476,1.0379370078740158,6.9,New_Development,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,64
38,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Windows,8.448507462686567,1359
42,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,882
77,1.0,3.12,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,378
22,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Mainframe,8.448507462686567,291
42,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,776
157,1.16,5.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,8.448507462686567,1000
165,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,1063
51,1.08,1.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,8.448507462686567,2828
69,0.9,8.0,Enhancement,Telecommunications,No,MR,3GL,Mainframe,8.448507462686567,984
12,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Mainframe,8.448507462686567,355
105,1.04,1.0,Enhancement,Telecommunications,Yes,PC,4GL,Windows,8.448507462686567,300
70,0.92,0.46,Enhancement,Telecommunications,Yes,PC,4GL,Windows,8.448507462686567,942
124,1.12,10.7,Enhancement,Telecommunications,No,MF,3GL,Windows,1.75,1000
142,1.0,7.0,Enhancement,Telecommunications,No,MF,3GL,Windows,7.0,2744
269,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,4045
180,1.0379370078740158,29.9,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,9.0,12272
477,1.09,16.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,6.0,4529
141,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,5156
188,0.95,4.0,New_Development,Telecommunications,No,MF,4GL,Mainframe,2.0,776
245,1.0,11.0,New_Development,Telecommunications,No,MF,4GL,Mainframe,2.0,1152
860,1.0,6.0,New_Development,Telecommunications,No,MF,4GL,Mainframe,4.0,2074
116,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,2425
73,0.89,5.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,4.0,912
480,1.0,7.0,New_Development,Telecommunications,No,MF,3GL,Mainframe,3.0,1042
467,1.0,2.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,4.0,1192
68,1.03,5.0,Enhancement,Telecommunications,No,MF,4GL,Mainframe,1.0,617
36,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,608
3389,1.0,44.0,New_Development,Telecommunications,Yes,Multi,3GL,Mainframe,34.0,73920
109,1.0379370078740158,6.3,Enhancement,Telecommunications,No,MF,3GL,Mainframe,4.0,4576
10,1.11,1.02,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,23
255,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,1282
36,1.15,2.27,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,470
885,1.0,6.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,7.0,1940
119,1.06,7.0,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,5.0,2010
19,1.13,4.04,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,241
12,1.28,1.71,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,178
217,0.99,8.0,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,6.0,3417
48,1.17,0.95,Enhancement,Telecommunications,Yes,MF,4GL,Mainframe,8.448507462686567,384
214,1.0379370078740158,3.0,Enhancement,Telecommunications,No,MF,3GL,Mainframe,8.448507462686567,1430
60,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,1349
32,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,3GL,Mainframe,8.448507462686567,480
338,1.06,9.0,New_Development,Telecommunications,Yes,MR,3GL,Unix,30.0,16770
62,1.17,7.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,22.0,4428
259,0.96,8.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,4.0,2488
1185,1.0,7.0,New_Development,Telecommunications,Yes,MR,3GL,Unix,20.0,3822
746,1.0379370078740158,5.5,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,2909
143,0.94,9.0,Enhancement,Telecommunications,Yes,Multi,4GL,Windows,17.0,5506
144,1.0,5.0,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,4.0,1261
408,1.0,5.0,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,5.0,1820
699,1.0,9.0,New_Development,Telecommunications,Yes,Multi,3GL,Windows,6.0,3112
2572,1.0,6.042685887708649,New_Development,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,11397
116,0.82,3.42,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,555
67,1.11,3.16,Enhancement,Telecommunications,Yes,Multi,3GL,Windows,8.448507462686567,901
49,1.0379370078740158,7.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,423
82,1.07,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,10886
1117,1.0,15.0,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,18240
94,1.04,11.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,5.0,1313
154,1.01,10.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,3.0,582
469,1.16,4.0,Enhancement,Telecommunications,Yes,MR,4GL,Unix,8.0,2778
110,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,902
934,1.0,10.0,New_Development,Telecommunications,Yes,Multi,4GL,Unix,9.0,5236
177,1.0,3.0,New_Development,Telecommunications,Yes,Multi,4GL,Unix,2.0,360
85,0.99,2.1,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,782
135,0.92,2.6,Enhancement,Telecommunications,Yes,Multi,4GL,Unix,8.448507462686567,1272
61,1.0,6.042685887708649,Enhancement,Telecommunications,Yes,MF,4GL,Unix,8.448507462686567,782
44,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Unix,8.448507462686567,1077
40,1.0379370078740158,6.0,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,119
210,1.07,3.0,New_Development,Telecommunications,Yes,MF,3GL,Mainframe,5.0,1843
91,1.18,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,6343
26,1.0379370078740158,6.042685887708649,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,133
9,1.0379370078740158,3.55,Enhancement,Telecommunications,Yes,MF,3GL,Mainframe,8.448507462686567,45
609,1.0379370078740158,6.0,New_Development,Telecommunications,Yes,Multi,4GL,Windows,8.448507462686567,2202
