size_D,duration_D,app,har,dba,ifc,source,t01,t02,t03,t04,t05,t06,t07,t08,t09,t12,t14,t15,Generated_Var_2,Generated_Var_4,Generated_Var_6,effort_D
0.25079742,0.3757819,0.23364463,0.26024836,0.20660716,0.22986836379210182,0.18805861,0.2097425590257441,0.3040393,0.2104286,0.25488055,0.21495476,0.5727718,0.22098617,0.42009714,0.16110301,0.12473154748389285,0.35520136552013654,0.10800628,0.5731889573188957,0.12795728767743728,0.29443708,0.62065053
0.48703167,0.5601769,0.12292585,0.16216363,0.06605804,0.0540892532453552,0.104987174,0.051688814831118514,0.028301656,0.455284,0.09671509,0.04979217,0.32723823,0.3883886,0.44805437,0.07139045,0.05444524026671442,0.1003118850311885,0.10349418,0.2897494289749429,0.1636893098213586,0.11493391,0.8176446
0.50642025,0.5917483,0.13997015,0.16104533,0.068618596,0.06439578886374733,0.11332458,0.04578938542106145,0.030604154,0.4680075,0.06809944,0.05014789,0.29645023,0.39008695,0.47048104,0.09540856,0.038387212303232734,0.07138081713808173,0.094921246,0.27465334746533476,0.12191343731480625,0.12567842,0.82780516
0.68785733,0.6922444,0.37430164,0.36280757,0.268238,0.219039033142342,0.32273334,0.2426701257329874,0.050874233,0.7001218,0.11350754,0.21667334,0.19398335,0.61437833,0.56635237,0.41088486,0.20256204215372253,0.052178149217814926,0.29349506,0.13584575358457535,0.2882304972938299,0.29676947,0.85742426
0.3116849,0.31018654,0.44477752,0.37392783,0.3764224,0.34421750065305007,0.31766605,0.4127845587215441,0.3315956,0.31025055,0.47010916,0.37666348,0.53365386,0.21223556,0.36065066,0.4039632,0.4415263264915796,0.4082735908273591,0.34790063,0.4358915435891544,0.3305829398349764,0.28939423,0.4641204
0.35094005,0.46744126,0.14192387,0.13539828,0.09603894,0.14018315841098952,0.11164898,0.10407813359218664,0.14192191,0.3525912,0.16039982,0.07922596,0.4183525,0.25926128,0.4417774,0.078828335,0.07758725465523528,0.1884727688472769,0.056509033,0.4086639708663971,0.07201512432090747,0.17268166,0.65409005
0.27037308,0.111955225,0.8621547,0.800976,0.56256557,0.35146858108811485,0.33674985,0.8069329693067031,0.55043447,0.48083347,0.86292756,0.8981552,0.7250378,0.2805349,0.0,0.86989284,0.8787454527247271,0.7538227753822775,0.96543014,0.3277739627773963,1.0,0.3189917,0.3740521
0.4071424,0.48753935,0.1615201,0.15898068,0.090379655,0.11537773092266386,0.101900905,0.1109647639035236,0.10517761,0.41771412,0.17863134,0.07632631,0.3969249,0.3025675,0.42167252,0.10350919,0.10882324652939479,0.16606713660671368,0.106748804,0.34570163457016345,0.17055836023350163,0.15060401,0.7389418
0.6944597,0.7107868,0.35977653,0.3638512,0.3527645,0.28414149704848984,0.3988241,0.2650401034959896,0.057100743,0.6460686,0.14447147,0.23344448,0.19362873,0.6084744,0.6077347,0.4052825,0.26252771575166295,0.05901738090173809,0.27962893,0.15536315553631558,0.2987840379270423,0.41537717,0.76904744
0.43857574,0.5432299,0.09325677,0.107418075,0.028312564,0.050394717023683026,0.0662896,0.03679194632080536,0.045114398,0.44199607,0.10031861,0.012702018,0.35115173,0.35532296,0.43891168,0.025964618,0.02988478679308721,0.11357422135742214,0.058030173,0.3280904928090493,0.11410792684647561,0.089467555,0.8098621
0.25827035,0.3247742,0.3360953,0.30444425,0.2818221,0.2911123774667427,0.23592019,0.3146601885339811,0.32667,0.272502,0.37123156,0.28950968,0.5614773,0.17508872,0.3932699,0.28655595,0.2701234362074062,0.36585259658525965,0.21300702,0.5063568506356851,0.21203866272231978,0.3049129,0.4999412
0.49041742,0.5156256,0.21562049,0.21710111,0.089331746,0.05872160552329633,0.10657284,0.1207213879278612,0.05202511,0.50330037,0.16474673,0.1250293,0.33737156,0.41012484,0.37836507,0.15318549,0.14643842878630575,0.14346443434644346,0.2166719,0.24457849445784946,0.25469954528197275,0.11469114,0.782624
0.20827892,0.14260289,0.7034627,0.6245931,0.6710249,0.6073754764425287,0.5335156,0.6773903922609608,0.5735407,0.19077818,0.7664473,0.66989386,0.7354357,0.115147285,0.32131428,0.7033167,0.7512379450742768,0.6646515664651567,0.57723653,0.5651673565167357,0.5365743321944599,0.5265492,0.22073519
0.53260255,0.51677734,0.26057038,0.31221056,0.15406102,0.09887427593245655,0.18085867,0.16813643318635665,0.081094325,0.45318392,0.17897311,0.17871282,0.35006782,0.45643777,0.4093372,0.20897365,0.1858055711483343,0.15469129546912955,0.2516762,0.2566184656618466,0.290743317444599,0.20407179,0.7663448
0.44360644,0.3023689,0.59107804,0.56163937,0.3218881,0.1964218717853123,0.20199019,0.5205379479462051,0.2595625,0.5397525,0.52106476,0.51616085,0.4990968,0.44590604,0.15923405,0.54077613,0.5192588911555335,0.4271242127124213,0.6724514,0.22244205224420524,0.6996745419804725,0.1899018,0.6819921
0.58511794,0.61595607,0.2710196,0.2647298,0.12601799,0.1066903564014214,0.17196965,0.14826078517392147,0.046513528,0.58282864,0.06881657,0.1313051,0.25315958,0.48515466,0.4789899,0.25034654,0.10559023033541381,0.06376179237617924,0.1836475,0.20774437077443708,0.20391505223490314,0.17875096,0.8574998
0.1797936,0.2744327,0.4895598,0.4476357,0.49015892,0.4764483285868997,0.4000888,0.48424772157522783,0.5414831,0.14279312,0.50110185,0.46883628,0.71796453,0.15983298,0.42140037,0.45533156,0.4194591851675511,0.5814863981486398,0.26251453,0.7255249725524974,0.2441789546507373,0.4847766,0.4297729
0.39701536,0.5072313,0.094209015,0.12708212,0.03342104,0.05283666017019961,0.06434229,0.04812520218747978,0.07966262,0.37373653,0.11470845,0.030257463,0.39456055,0.30573732,0.427176,0.019240975,0.016039460962367656,0.15134547513454752,0.040854976,0.3765251376525138,0.09439649566378974,0.09961271,0.773728
0.5117774,0.5985733,0.1339486,0.1567197,0.07349771,0.06801271808076309,0.12077215,0.05226170477382952,0.022533745,0.49612567,0.061242253,0.041563272,0.28714886,0.40501297,0.47743264,0.09619635,0.03924131635447898,0.07168803316880332,0.08644073,0.27313052731305276,0.1378920782735247,0.116720974,0.8300318
0.5079928,0.5322389,0.2279332,0.21844034,0.033096492,0.029728592783715566,0.055232793,0.12227107777289221,0.04747227,0.5318808,0.10209134,0.11139634,0.31833524,0.42371303,0.37833494,0.16980451,0.08306736498404191,0.11493603549360355,0.19724913,0.2493597949359795,0.22943365376601924,0.048055917,0.89667666
0.55932355,0.6496565,0.16034159,0.18250848,0.111439645,0.09283125956987558,0.1719796,0.07560952743904725,0.0062862635,0.54547393,0.033520043,0.06906563,0.23831794,0.444578,0.523327,0.14444053,0.04920572295234338,0.04038477403847741,0.11171205,0.23457304345730434,0.14485745869144753,0.1634202,0.8556746
0.40343517,0.54101557,0.12686205,0.11280151,0.13559991,0.24973787498427252,0.20210487,0.06684985331501467,0.14095756,0.38816214,0.08795595,0.067411005,0.3628301,0.31209713,0.5344148,0.102764666,0.07114035426842126,0.1478103547810355,0.026363865,0.39849159984916005,0.07828081469684889,0.31310287,0.67224437
0.3071525,0.27141333,0.45287606,0.45580822,0.3455751,0.25631989537919375,0.25517744,0.4502277249772275,0.32421523,0.33167917,0.4592014,0.45713565,0.5718803,0.21707225,0.2791738,0.4270072,0.44920322695219367,0.44140161414016144,0.44675797,0.40598200059820005,0.4559939273596357,0.2683564,0.48109776
0.29584807,0.3853541,0.2772579,0.23924457,0.23339343,0.25478477528708654,0.2014283,0.24503654549634543,0.2753564,0.28412747,0.29208022,0.21906474,0.513602,0.19374761,0.41801888,0.21775377,0.20820160249209615,0.3061478106147811,0.15080993,0.48907290890729094,0.1386592083195525,0.26515242,0.5338791
0.50163674,0.5672658,0.24377158,0.22395082,0.1599859,0.14516908871014533,0.17882824,0.1590890440910956,0.0958167,0.47962284,0.13678238,0.1438789,0.32747805,0.38381374,0.47054386,0.21656138,0.15671772940306378,0.12183280218328021,0.1632198,0.2853830785383079,0.20438051226283074,0.19331113,0.69443506
0.45134336,0.4789366,0.25976607,0.252169,0.024098575,0.0,0.015758365,0.18444217155578282,0.0792343,0.57137364,0.17408922,0.17556417,0.366889,0.38705143,0.31167686,0.21691805,0.1381030782861847,0.16897068689706868,0.28451985,0.24012995401299542,0.31876309912578593,0.010256946,0.86997855
0.48660964,0.590953,0.113129705,0.12434037,0.05370903,0.06335634380138062,0.10001984,0.03542378145762185,0.02363056,0.48524222,0.057703257,0.021204859,0.3032096,0.3861634,0.47067142,0.05831653,0.03131553687893221,0.08318888831888885,0.0708345,0.2951812295181229,0.11914817214889033,0.097682774,0.8294095
0.43180895,0.5769002,0.1824005,0.11428465,0.18222582,0.2808459568507574,0.23407197,0.14515013548498645,0.15636596,0.39210984,0.13928813,0.08292386,0.35300988,0.29465258,0.5344955,0.14291221,0.14970350898221052,0.16102101610210162,0.052143976,0.39153853915385395,0.07675992460559547,0.28911498,0.6586107
0.3475445,0.43475667,0.1964843,0.18226667,0.13880968,0.1665538099932286,0.13883442,0.1635721436427856,0.17115733,0.35408676,0.23338228,0.12601253,0.44164476,0.24791473,0.422024,0.13357645,0.1379535882772153,0.2180763718076372,0.10052244,0.4093772909377291,0.1362339481740369,0.17912057,0.6401521
0.32329285,0.43320405,0.09993976,0.15400024,0.059604764,0.07482034448922067,0.07202256,0.07265638273436173,0.14248297,0.31198907,0.1331721,0.07846758,0.45597517,0.2674467,0.41297513,0.03101784,0.024246187454771247,0.20635881063588107,0.047948048,0.4383214838321484,0.09134395948063757,0.15581581,0.71653676
0.35193908,0.40356308,0.3656837,0.25360376,0.28136432,0.3191986891519214,0.2407158,0.3237177076282292,0.2679621,0.38185006,0.36837018,0.2481294,0.46120074,0.20776957,0.4294521,0.32595485,0.3183418191005092,0.2865267286526729,0.22006412,0.4130787713078772,0.20536401232184073,0.26728258,0.48452026
0.3322855,0.43301165,0.13556871,0.16660215,0.08798796,0.10540038632402318,0.09840417,0.10402514459748553,0.14954343,0.32438818,0.17825907,0.095897615,0.45115155,0.26449317,0.41104463,0.06585789,0.06491798389507904,0.21469914146991415,0.05974929,0.4285913428591343,0.11912486714749203,0.15281954,0.6973573
0.4315271,0.5449848,0.08272043,0.1098056,0.027344823,0.05189019711341183,0.06502107,0.034967389503261045,0.04919797,0.42547396,0.09174231,0.012275219,0.3606398,0.34250763,0.44441003,0.018528193,0.020086230205173812,0.11636991163699117,0.047268584,0.3404935940493594,0.10684601141076068,0.09549087,0.8046195
0.45793504,0.5626013,0.119289726,0.113009915,0.058757186,0.07788944467336668,0.09567353,0.04750948524905147,0.048109442,0.46579558,0.09327391,0.028761387,0.330624,0.3563279,0.45475376,0.060357332,0.053896193233771594,0.10602737560273756,0.07052638,0.3156855115685512,0.11837021210221274,0.105650485,0.7919603
0.5917004,0.6516895,0.2445375,0.21774124,0.17145824,0.16999168019950084,0.2266931,0.1613598038640196,0.05683884,0.54364836,0.06372532,0.1034261,0.23255058,0.46687254,0.54810816,0.24062526,0.09372109562326575,0.060450606045060605,0.12826161,0.24099453409945343,0.16932302015938122,0.22307816,0.7930706
0.41693538,0.5184717,0.12384117,0.11844392,0.049539804,0.09099287545957253,0.072799385,0.06396623760337625,0.08830729,0.3807599,0.12488145,0.026358724,0.3884483,0.30799747,0.44217825,0.041877627,0.025985421559125293,0.12726686272668628,0.04794933,0.36179939617993967,0.09194738551684313,0.122737646,0.76345587
0.41474557,0.4893567,0.14082047,0.15724446,0.07842404,0.09235829554149773,0.10359207,0.08610268538973145,0.08348352,0.3995223,0.17081389,0.07165679,0.3858474,0.33355722,0.40872806,0.07729566,0.10136569108194146,0.16152618615261863,0.10048176,0.3384627338462734,0.16074400964464058,0.1281453,0.7406591
0.5031625,0.48898986,0.43801472,0.34438288,0.18497944,0.2156151129369068,0.17259687,0.34535550546444943,0.18042904,0.4643606,0.22585368,0.2346392,0.37078458,0.37140316,0.4000646,0.37873012,0.24970419498225171,0.1706223970622397,0.24890198,0.29596197959619797,0.29056419743385187,0.16048518,0.7474874
0.43687493,0.52634364,0.15376982,0.11868082,0.07726771,0.09776610586596635,0.099942416,0.09167336483266351,0.0742026,0.45399678,0.14703879,0.05250612,0.352704,0.34667817,0.43797457,0.08690977,0.09869564192173852,0.14139826413982642,0.09702687,0.3277788527778853,0.13389413803364827,0.10859144,0.7472095
0.13195108,0.23142812,0.6241846,0.5515368,0.6484004,0.645106298706378,0.5180521,0.600408489959151,0.6638249,0.07150084,0.636304,0.5849769,0.8022049,0.1564081,0.43001404,0.61834717,0.541820232509214,0.695566369556637,0.3362947,0.8040399204039921,0.28390397703423864,0.615608,0.380004
0.4170056,0.51014423,0.16096136,0.1431007,0.10118556,0.12962669777760186,0.11684561,0.10596414340358566,0.09352213,0.42841643,0.19392383,0.06549418,0.3742679,0.342634,0.4277613,0.10122919,0.11121363067281784,0.15275605527560554,0.08693434,0.3313289031328903,0.15026881901612915,0.14339343,0.74040926
0.48710632,0.57624847,0.16096386,0.16274558,0.08588958,0.07996637479798248,0.11985794,0.07417520258247974,0.050834447,0.46092197,0.08451831,0.0557293,0.3088918,0.36367834,0.4642102,0.1073761,0.06589064395343865,0.09398463939846394,0.086448655,0.29666789966678997,0.12140204728412285,0.12228623,0.78519267
0.37246665,0.45705825,0.200129,0.15876363,0.13587248,0.15601486936089218,0.1357817,0.15661438433856154,0.15318951,0.37396953,0.21631664,0.11488426,0.41408157,0.26199028,0.42687342,0.13745153,0.14432764865965894,0.20377620037762004,0.101981774,0.3884256888425689,0.13047169782830187,0.16258833,0.63716316
0.67915416,0.7404063,0.32026055,0.29975033,0.3029719,0.268768616126117,0.36839998,0.2391607760839224,0.03820151,0.6609707,0.077352524,0.19348392,0.16923016,0.5730819,0.6377164,0.36161697,0.1913266914796015,0.027719306771930678,0.2225736,0.16569085656908566,0.2423940045436403,0.36886844,0.7993704
0.65554047,0.7112899,0.30904368,0.29188603,0.2718615,0.23239244394354666,0.3336537,0.2129632887036711,0.03507045,0.6233736,0.080945015,0.17475092,0.18925527,0.55552953,0.60442173,0.34195065,0.18046619082797147,0.038649115864911585,0.21146663,0.1719094671909467,0.21382859282971556,0.32243034,0.75802845
0.37640736,0.48710528,0.09771952,0.1346897,0.045113802,0.05737716344262981,0.06921172,0.050261939973806,0.09386113,0.35750812,0.12279469,0.04526058,0.4115323,0.2885288,0.42227513,0.02473247,0.022200824332049462,0.17046587704658772,0.039641514,0.396925069692507,0.09758608585516516,0.10830802,0.7589208
0.48499185,0.58090913,0.27054152,0.15003268,0.21251583,0.2456811147408669,0.23616576,0.17896719210328077,0.12941849,0.52881646,0.15427414,0.1487217,0.3008528,0.3439251,0.5149604,0.25839972,0.19520635171238113,0.12318961231896124,0.14723162,0.29463902946390297,0.12742716764563009,0.2394956,0.5969243
0.5822128,0.634403,0.282069,0.22721593,0.16994351,0.14767158886029533,0.21376586,0.1607675739232426,0.054361105,0.5480858,0.08175504,0.11909753,0.23828754,0.4681432,0.52738625,0.26288408,0.11748392104903527,0.06520282652028266,0.16087557,0.22628718262871828,0.14982180898930855,0.2027252,0.76106346
0.3399585,0.39614457,0.24723884,0.26727545,0.21226805,0.220533683232021,0.20613354,0.19547475045252494,0.21424025,0.2951426,0.30227888,0.20128205,0.50928074,0.27663332,0.38528293,0.19588673,0.22391612343496742,0.29611759961176,0.20372237,0.4271252627125263,0.2460350947621057,0.23824003,0.6158165
0.4709078,0.4102468,0.41135314,0.40439123,0.31263572,0.25693209541592577,0.29141724,0.3252650474734952,0.20179921,0.40901297,0.41780448,0.30351707,0.45929974,0.4111614,0.3442008,0.35054088,0.4105243246314595,0.31508875150887516,0.39235568,0.3109172910917291,0.44850382691022966,0.29604414,0.628176
0.49920702,0.55450857,0.17928812,0.18619217,0.072551966,0.06270116976207019,0.098530054,0.11186455881354411,0.058153212,0.48032105,0.09153202,0.06630045,0.3136705,0.39645928,0.4454817,0.14703286,0.06775546406532786,0.09760040976004099,0.13093163,0.2800168980016898,0.1459290887557453,0.09998077,0.8104528
0.37869185,0.48668492,0.09474334,0.13151897,0.047035158,0.06102192766131566,0.06567997,0.04673951532604846,0.09472403,0.3624131,0.11372191,0.044408202,0.40915406,0.29230228,0.42545462,0.02635917,0.020273537216412237,0.16318653631865365,0.036748663,0.39499915949991593,0.09873621592417296,0.11736673,0.7539692
0.5254822,0.588843,0.17986462,0.1605751,0.07316053,0.07853979471238769,0.11821231,0.08959069104093088,0.054537952,0.49514285,0.070155144,0.047004163,0.289043,0.41542616,0.47213596,0.14398998,0.05229989013799341,0.0802266380226638,0.105426505,0.27343064734306477,0.13786447827186868,0.11434704,0.8165582
0.2820469,0.3267662,0.3048813,0.32234037,0.25519675,0.24323441459406486,0.22604239,0.2825761417423858,0.281708,0.269229,0.3718394,0.28106257,0.5535412,0.22774479,0.36236346,0.25662398,0.27743865664631945,0.3652693665269367,0.23750101,0.4599873459987346,0.275667266540036,0.27869305,0.5472864
0.39656726,0.35815173,0.34918413,0.39425957,0.26444155,0.21070791264247477,0.25225806,0.31097679890232005,0.22509736,0.32399547,0.36928475,0.3124844,0.49210966,0.33207303,0.3446931,0.3044775,0.35486242129174533,0.3406967540696754,0.34890407,0.36034307603430765,0.37390395243423713,0.25112763,0.58558196
0.80818534,0.8958981,0.4437624,0.3854971,0.5839585,0.6094113365646802,0.6934494,0.409042879095712,0.105219156,0.83655655,0.11605355,0.33048198,0.058901995,0.7280733,0.85460484,0.6275877,0.3706588922395335,0.019673542967354296,0.33411556,0.09337781533778153,0.3572074414324465,0.6869564,0.7411506
0.43737125,0.3148359,0.46928188,0.5438866,0.35472554,0.2642989358579362,0.3119647,0.44194243580575643,0.28339094,0.35016254,0.4913751,0.4194351,0.53952247,0.43326443,0.27915767,0.4319135,0.4968234598094076,0.4183899418389942,0.49121153,0.3272296527229653,0.552493033149582,0.35037294,0.5739374
0.6060392,0.6862549,0.2039462,0.21847688,0.17769164,0.15430784925847096,0.2441864,0.11924760307523968,0.0056727827,0.5929835,0.051328093,0.10562104,0.20150672,0.49937594,0.5673703,0.2215671,0.09208804552528273,0.024650203465020348,0.14959688,0.19525636952563696,0.16277127976627678,0.22828975,0.827262
0.5304258,0.6229412,0.1343998,0.15958558,0.080087185,0.06845665410739925,0.13517374,0.04739617826038217,0.006802082,0.5152464,0.047858447,0.04540935,0.26327074,0.42323202,0.49313098,0.1107105,0.03974062438443747,0.054349575434957546,0.097012594,0.2507294650729465,0.12481468148888089,0.1290434,0.8258872
0.48142898,0.5874856,0.10910493,0.13254426,0.05227363,0.06864822411889344,0.101332515,0.03757577624242238,0.029755414,0.4657201,0.06595087,0.025307268,0.31442064,0.37894124,0.46951234,0.061812103,0.028613419716805186,0.08291941229194123,0.06256123,0.30270651027065104,0.11973843718430624,0.11138275,0.8233621
0.503654,0.55019647,0.18756327,0.19486009,0.11746198,0.09319526559171594,0.14338553,0.09671636432836356,0.04475391,0.48616397,0.14267072,0.0876466,0.31369114,0.40644544,0.43897647,0.13845193,0.12986535779192146,0.11135683613568363,0.14631732,0.26188489618848965,0.18207079092424744,0.14791426,0.7695332
0.5727974,0.47940433,0.46809104,0.45662403,0.23895538,0.13124043787442627,0.2119788,0.3277202172279782,0.12832871,0.64727056,0.29046404,0.35975382,0.34756553,0.55756533,0.3237099,0.4423377,0.33000285980017163,0.22407769240776926,0.4997627,0.16043727604372762,0.49972506998350424,0.19746682,0.8299199
0.41577926,0.5145739,0.11142239,0.13239683,0.04659319,0.07120836427250185,0.07577953,0.06516393348360665,0.07385656,0.4061397,0.1304313,0.033047378,0.38062078,0.3225735,0.43109637,0.04558879,0.04469007568140454,0.1395336839533684,0.06457536,0.34939753493975356,0.12213935732836144,0.11368844,0.78697205
0.6245467,0.583569,0.4083785,0.3874957,0.22811103,0.15372145922328756,0.23579925,0.2696393130360687,0.08265802,0.6638681,0.18363315,0.2624137,0.25569385,0.5624793,0.4424368,0.4094581,0.24397785463867128,0.12094314209431421,0.35648406,0.1589446958944696,0.34910079094604746,0.20159385,0.8507939
0.5864324,0.65641224,0.22320792,0.21208297,0.15445954,0.14349288860957332,0.21671063,0.13394440660555934,0.03202817,0.5583121,0.04842317,0.09519133,0.2217111,0.47188318,0.5447761,0.21575731,0.0847170400830224,0.0492462119246212,0.12974788,0.22343352234335226,0.15915595954935757,0.20384857,0.80144453
0.27947515,0.38562775,0.27342108,0.28271043,0.22741461,0.2487332349239941,0.20558804,0.23833668616633139,0.29629654,0.24050309,0.29057986,0.22568038,0.56367016,0.20049654,0.42016423,0.20053929,0.16000783960047038,0.34447521444752144,0.12831168,0.5529257552925755,0.17032048021922883,0.2996821,0.588801
0.4032068,0.4973545,0.104760826,0.15297495,0.046577275,0.05008054100483246,0.08192533,0.06527435347256465,0.0817585,0.36377165,0.12525985,0.05741757,0.39050996,0.30263823,0.4219889,0.03957936,0.055490973329458404,0.1518224651822465,0.0692855,0.3578878957887896,0.11411598684695921,0.118906826,0.74509406
0.7194076,0.670204,0.5182786,0.47077584,0.35207224,0.26342268580536116,0.3612942,0.3778360422163958,0.100159824,0.7601719,0.1645042,0.32690218,0.2026292,0.67672026,0.55939436,0.59506965,0.3003361380201683,0.0893829289382929,0.37969708,0.12695221269522125,0.3614821016889261,0.3100938,0.87831885
0.49613696,0.5095941,0.32610586,0.277241,0.18424797,0.14956164897369895,0.17497832,0.23469192653080734,0.122653306,0.53997445,0.23798817,0.21655485,0.3499715,0.39901137,0.3875054,0.29684025,0.23879410432764625,0.17153893715389373,0.2761827,0.24299546429954644,0.3340233800414028,0.1784257,0.71890485
0.5155732,0.59162164,0.13876751,0.16617598,0.052779734,0.046329022779741366,0.10270476,0.04717501528249847,0.0152587,0.51197666,0.06649071,0.052016854,0.28761077,0.41881472,0.45407465,0.10592508,0.04302960858177651,0.0694117469411747,0.12202598,0.25265147526514753,0.14597394875843692,0.09465662,0.8573077
0.464819,0.5640797,0.094372034,0.1137308,0.031097174,0.03948235736894144,0.071869105,0.027960625203937477,0.026806593,0.46432328,0.07708225,0.013443261,0.32778788,0.37521774,0.44782925,0.032833606,0.02466917148015029,0.09604082460408246,0.06501754,0.30749068074906805,0.12394884743693085,0.08423036,0.8332273
0.28028205,0.37431633,0.23180613,0.23810832,0.20179409,0.21155299269317956,0.17189449,0.200794409920559,0.26934797,0.2608889,0.24737257,0.20456937,0.5315457,0.21149293,0.41530997,0.16983956,0.1383607483016449,0.3177880917788092,0.115750626,0.5229204222920423,0.1434812186088731,0.27227464,0.57289153
0.388562,0.41450605,0.2518532,0.24003007,0.18803513,0.1877858712671523,0.18378276,0.19753660024633996,0.16353005,0.37756947,0.31154865,0.18169132,0.43519828,0.29642045,0.38061222,0.20092058,0.23965676437940586,0.2500100950010095,0.19964479,0.35255259525525956,0.2588195955291757,0.20422009,0.6438427
0.5601672,0.5671788,0.37498662,0.31859767,0.29616362,0.26332475579948533,0.29940194,0.27101487289851267,0.13163781,0.5203186,0.26128837,0.24688277,0.32088184,0.45927137,0.4645291,0.3483342,0.328592799715568,0.16094939609493963,0.2848047,0.2396877339687734,0.31941248916474935,0.31434938,0.627148
0.2802699,0.23789656,0.5783173,0.5070817,0.49438572,0.45660915739654945,0.39079744,0.5596737440326256,0.49371362,0.30006883,0.57355154,0.54542696,0.6815555,0.19522822,0.32431978,0.5697007,0.6042226362533583,0.5337242533724254,0.4859544,0.48940490894049093,0.525524131531448,0.49020556,0.2809137
0.3372482,0.4687306,0.09488806,0.1252595,0.077132106,0.13927210835632653,0.10450652,0.05959060204093979,0.13794288,0.33148232,0.13908085,0.056516975,0.4337455,0.25359604,0.44774753,0.027373582,0.02818587569115254,0.197954259795426,0.027711287,0.43400456340045634,0.07616660456999627,0.19296703,0.6941593
0.48259062,0.43905306,0.3593031,0.34549868,0.17731428,0.12005913720354823,0.14551276,0.25217080478291953,0.12229121,0.5239656,0.312887,0.2655281,0.38960677,0.42439872,0.29656136,0.30208158,0.2889081373344882,0.2381897538189754,0.3859455,0.22472211247221127,0.4107706246462375,0.15803638,0.76579064
0.6240119,0.6814762,0.25223288,0.25252092,0.1953373,0.15860295951617756,0.2535758,0.15576411442358853,0.015867144,0.59971744,0.054692566,0.1274204,0.20383647,0.51908606,0.5658407,0.25547642,0.1119450967167058,0.03707887570788757,0.17585506,0.19426639942663995,0.1889600713376043,0.23617247,0.8277673
0.4675573,0.5704972,0.098510444,0.119990274,0.038930237,0.0494791899687514,0.08123034,0.02695902930409707,0.028804362,0.45806062,0.068662256,0.015548646,0.32889706,0.3666318,0.45666346,0.03675455,0.023098082385884944,0.09259600325960034,0.056939974,0.31410293141029316,0.12376757742605464,0.090188295,0.82562715
0.45451957,0.5289253,0.15620008,0.1530181,0.097727954,0.10518265631095938,0.11961436,0.08328463767153624,0.06741038,0.4515376,0.15893319,0.06276265,0.34990385,0.36920136,0.42850497,0.09765601,0.10893053653583219,0.13203139320313934,0.09942411,0.3115899311589931,0.16910642014638522,0.13254496,0.76990235
0.79251134,0.7991605,0.48213807,0.46094483,0.47788787,0.4207568452454107,0.5519175,0.36772976322702366,0.082548976,0.78852224,0.1385499,0.31306294,0.1266411,0.74307466,0.71669024,0.58367217,0.3276930696615842,0.049782131978213205,0.3641551,0.09477259947725995,0.36310567178634034,0.540032,0.81381273
0.4245002,0.48911846,0.14539042,0.16041951,0.08342272,0.09187859551271572,0.10526374,0.08943950105604989,0.07726917,0.41144857,0.17593619,0.07748392,0.38241798,0.34359017,0.40406367,0.08374107,0.113718516823111,0.16338802633880264,0.11649613,0.32892379289237933,0.18149491088969463,0.12643275,0.7494642
0.375015,0.4594316,0.17968366,0.18727149,0.11271006,0.12883520773011248,0.12041804,0.14104707589529242,0.13960648,0.38018635,0.2072598,0.11224678,0.4250217,0.302096,0.40525267,0.11872822,0.13254869795292187,0.198594079859408,0.121497735,0.36633310663331065,0.17837959070277545,0.17068338,0.68309164
0.42897406,0.5753875,0.25096723,0.09926705,0.34770226,0.47591562855493774,0.4061501,0.22255796774420322,0.23285395,0.49093166,0.18953323,0.1779255,0.30864614,0.31751287,0.63129574,0.29721552,0.29032786741967204,0.19513211951321197,0.10850991,0.3843393084339309,0.01884561913073715,0.4515129,0.5041903
0.51715755,0.6281211,0.1283153,0.12939803,0.08065623,0.09090114545406873,0.1364227,0.04559501544049845,0.017245024,0.5202242,0.046567023,0.035135835,0.26642868,0.4064381,0.49999553,0.10567552,0.03879434232766054,0.057823663782366384,0.07544623,0.26959579695957975,0.11766917206015033,0.12567261,0.819268
0.44025832,0.53080004,0.13243356,0.13171779,0.073363364,0.09734523584071415,0.107313484,0.0706680929331907,0.070057124,0.42372024,0.14898422,0.052897364,0.36391258,0.35121632,0.42660856,0.07476628,0.10113013606780817,0.13320653332065333,0.08718903,0.32641938264193826,0.14636455878187354,0.12451938,0.7399559
0.4915083,0.57952046,0.12686789,0.15317042,0.049483776,0.03795558427733506,0.09324011,0.043691243630875634,0.02541843,0.47402343,0.057086945,0.032697886,0.3009173,0.3813561,0.45964214,0.07336986,0.03049171182950271,0.0788403678840368,0.07655899,0.28234012823401283,0.11439467186368033,0.09119058,0.82272387
0.4478247,0.55090594,0.13912323,0.12505017,0.07555711,0.09484786569087195,0.106631964,0.07229637277036272,0.061432064,0.44600406,0.1203028,0.045909375,0.34171683,0.3453794,0.45253608,0.07856804,0.07417899445073967,0.12228201222820123,0.07729988,0.3258408625840863,0.12215747732944865,0.11381093,0.7695129
0.22503078,0.31534132,0.39750883,0.3764609,0.38550508,0.37107774226466456,0.306019,0.3707245629275437,0.40910983,0.20731694,0.42645758,0.36665228,0.6292475,0.17630157,0.407208,0.36358672,0.33598842015930525,0.4693994069399407,0.22723304,0.6101002110100211,0.2270950136257008,0.3560016,0.5020127
