ID,AFP,Output,Enquiry,Interface,Changed,Deleted,PDR_AFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,Generated_Var_1,Generated_Var_2,Generated_Var_5,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Generated_Var_13,Generated_Var_14,Effort
145,191,60,15,25,34,0,12.7,11.0,2430,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2430
146,213,63,6,0,13,0,11.9,10.0,3051,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2532
147,4562,1278,498,0,0,0,5.8,15.0,26408,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,26408
148,141,33,44,0,133,0,8.8,2.0,1499,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1244
149,187,65,17,5,0,0,3.0,6.0,677,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,562
150,128,0,68,15,0,0,25.8,10.0,7180,1,0,0,0,1,-11.27435,-22.221804,-2.3848293,-19.351946,0.6002969,3.2953174,-4.2328095,0.32210106,-1.0843773,3303
151,194,16,0,47,132,0,2.6,12.0,703,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,499
152,869,300,116,0,0,0,2.4,6.0,2078,0,0,1,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2078
153,125,9,33,0,84,11,18.6,3.0,2802,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2326
154,477,117,89,10,218,107,5.7,6.0,2741,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2741
155,717,13,10,0,712,0,4.9,5.0,4272,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,3546
156,25,28,0,0,28,0,5.6,3.0,140,1,0,0,0,1,-0.029297002,1.7112443,-1.1868157,-0.23876023,-0.970439,1.0703952,0.3635329,1.4263126,2.167596,140
157,73,61,3,0,0,0,19.2,8.0,1404,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1404
158,100,0,0,42,75,0,9.3,12.0,1119,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,929
159,273,183,15,0,0,0,1.9,5.0,528,0,0,1,0,1,0.17829923,3.8015945,-2.1957817,-0.9790956,-0.9448008,1.5247936,0.54524523,1.7438818,2.2693455,528
160,587,119,94,0,0,0,6.4,15.0,3748,0,0,1,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,3748
161,1437,154,41,0,0,0,3.4,18.0,4900,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,4900
162,97,101,3,7,6,0,19.1,12.0,1853,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1853
163,224,25,6,5,0,0,12.9,13.0,3322,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2890
164,321,46,9,15,0,0,3.4,11.0,1076,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1076
165,99,4,19,10,0,0,24.1,4.0,2876,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2387
166,416,40,54,7,65,6,3.8,6.0,1911,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1586
167,71,21,4,5,40,0,14.0,4.0,1201,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,997
168,120,48,12,0,108,0,1.8,5.0,212,1,0,0,0,1,-0.4902446,0.4128165,-0.1861732,0.083826445,-0.87227035,1.1757703,-0.22059044,0.73947316,1.1889666,212
169,213,43,3,30,97,3,6.0,12.0,1278,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1278
170,1634,387,223,0,0,0,4.3,12.0,7060,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,7060
171,275,11,48,0,243,0,2.6,9.0,702,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,702
172,458,66,75,0,0,0,2.0,16.0,903,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,903
173,218,118,44,10,109,0,31.0,8.0,8151,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,6765
174,498,132,7,122,0,0,16.5,19.0,8227,0,0,1,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,8227
175,143,65,0,0,122,0,2.3,4.0,402,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,334
176,722,0,202,20,0,0,5.8,9.0,4164,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,4164
177,236,192,12,0,0,0,29.0,15.0,6844,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,6844
178,239,70,18,55,0,0,6.9,10.0,1661,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1661
179,1882,589,218,0,0,0,3.2,10.0,6068,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,6068
180,291,29,0,37,0,0,20.8,14.0,6519,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,6063
181,328,71,61,0,0,0,2.0,13.0,665,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,665
182,264,7,50,0,0,0,2.1,6.0,544,1,0,0,0,1,-0.5925126,0.4988654,-0.24448454,0.14303356,-1.0613514,1.3983123,-0.3142339,0.88001096,1.4458846,544
183,270,42,53,30,0,0,3.3,6.0,893,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,893
184,32,7,12,10,0,0,11.0,2.5,352,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,352
185,1382,245,7,253,0,0,2.4,8.0,3344,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,3344
186,98,5,19,0,3,0,4.1,1.0,487,1,0,0,0,1,-0.20367141,0.237406,-0.054112133,-0.045843683,-0.43704826,0.6684513,0.044908684,0.43215454,0.61673033,404
187,289,100,0,145,0,0,19.8,8.0,5732,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,5732
188,1059,234,144,60,0,0,21.6,17.0,26345,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,22920
189,724,12,189,0,142,24,13.0,9.0,11336,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,9409
190,40,22,0,0,0,0,7.1,4.0,285,0,0,0,1,1,-0.23146588,0.52843916,-0.28623098,-0.057374373,-0.5787773,0.7978377,0.0856561,0.63949436,0.8875283,285
191,128,18,24,0,117,0,10.1,3.0,1558,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1293
192,1248,262,146,15,0,0,12.2,12.0,15165,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,15165
193,387,118,67,7,0,0,8.5,17.0,3960,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,3287
194,73,65,0,5,44,7,10.5,3.0,920,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,764
195,151,0,68,0,105,0,14.5,3.0,2643,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2194
196,465,162,0,37,0,0,4.3,4.0,2427,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2014
197,63,0,9,0,0,0,13.1,4.0,996,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,827
198,226,70,19,0,106,7,11.1,10.0,2508,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2508
199,115,11,28,0,105,0,1.7,1.5,201,1,0,0,0,1,-1.0190698,0.85823214,-0.49129683,0.38604382,-1.8606458,2.3271086,-0.71155995,1.4659535,2.5175312,201
200,189,112,3,0,182,0,3.0,15.0,563,0,1,0,0,1,-0.13608496,0.28140372,0.06616604,-0.19687566,-0.24509281,0.5206105,0.10302292,0.28359133,0.35700142,563
201,55,0,6,0,0,0,9.7,11.0,643,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,534
202,85,44,0,0,68,0,12.2,4.0,1252,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1039
203,2143,657,3,437,0,0,20.2,7.0,52172,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,43303
204,520,160,9,25,0,0,6.0,8.0,3133,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,3133
205,113,34,16,0,64,0,15.9,3.0,2070,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1801
206,264,17,26,0,98,6,10.0,6.0,3180,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2639
207,349,24,18,30,4,0,6.8,4.0,2360,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2360
208,229,5,0,131,0,0,11.0,5.0,2897,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2520
209,172,40,4,7,0,0,10.4,5.0,1788,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1788
210,323,57,53,31,0,0,3.8,13.0,1238,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1238
211,89,28,17,30,73,0,5.0,4.0,442,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,442
212,878,404,161,17,0,0,3.8,5.0,3742,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,3368
213,220,50,51,0,0,0,1.3,3.0,281,0,0,1,0,1,1.3528029,8.431446,-6.113046,-0.51070315,-3.5040317,3.9254441,2.1302736,5.6295958,7.8915815,281
214,150,4,20,0,143,0,4.6,3.0,828,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,687
215,161,38,30,0,0,0,1.4,2.0,220,1,0,0,0,1,1.2354412,7.6973543,-5.6903353,-0.14224872,-3.535803,3.9443865,2.1442292,5.314349,8.046187,220
216,804,334,0,42,0,0,14.2,12.0,13720,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,11388
217,272,20,61,30,0,0,35.7,14.0,11172,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,9720
218,33,7,0,15,8,0,4.4,2.0,145,0,1,0,0,1,0.6585563,4.7457786,-3.6033869,0.22342971,-2.4908066,2.8959925,1.4226576,3.3775318,5.572598,145
219,64,28,10,0,0,0,2.2,3.0,140,0,1,0,0,1,1.2238278,7.148547,-5.385803,-0.12854923,-3.337309,3.648775,2.034392,4.5933504,7.61553,140
220,277,110,47,0,170,0,4.6,19.0,1265,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1265
221,322,100,67,0,106,14,16.3,13.0,6316,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,5242
222,164,56,18,20,43,0,17.0,11.0,2791,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2791
223,145,10,72,0,0,0,5.1,3.0,894,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,742
224,73,24,12,0,72,0,8.0,5.0,704,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,584
225,245,179,24,15,0,0,3.6,7.0,893,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,893
226,406,36,125,0,288,0,13.9,7.0,6794,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,5639
227,98,0,41,0,68,0,56.5,5.0,6666,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,5533
228,83,10,3,0,63,4,4.9,3.0,494,1,0,0,0,1,-0.31665677,0.3007855,-0.10632506,-0.00090589374,-0.6006826,0.86071616,-0.06606761,0.54677325,0.8273418,410
229,182,59,39,0,157,0,5.5,5.0,1206,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1001
230,820,98,199,0,212,35,3.1,11.0,2552,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2552
231,545,226,131,0,466,0,16.0,11.0,8740,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,8740
232,105,9,0,0,84,0,1.9,8.0,198,1,0,0,0,1,-0.4686421,1.9766682,-1.5713607,0.42531154,-1.7416589,1.8935105,0.07975009,1.9154835,2.8388743,198
233,55,10,14,0,42,0,42.7,1.0,2828,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2347
234,62,4,0,7,0,0,13.2,8.0,984,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,817
235,109,105,0,0,105,0,2.3,1.0,300,1,0,0,0,1,-0.2904275,0.28539896,-0.20014203,-0.062895775,-0.67482096,0.5627538,-0.05542483,0.65921056,1.0024639,249
236,436,334,15,60,0,0,17.8,15.0,7762,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,7762
237,179,44,6,40,0,0,4.3,4.0,935,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,776
238,1710,521,233,0,0,0,7.7,21.0,13130,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,13130
239,128,15,25,0,0,0,12.8,2.0,1890,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1644
240,174,7,30,32,0,0,77.7,8.0,13528,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,13528
241,70,4,15,0,29,0,8.8,5.0,743,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,617
242,379,29,57,15,0,0,6.3,7.0,2391,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2391
243,258,16,230,0,232,0,2.3,5.0,605,0,1,0,0,1,-1.7725317,1.8879277,-1.4832451,1.0710536,-3.7277725,4.256842,-1.7932527,2.1041672,4.421829,605
244,129,0,39,25,0,0,16.0,4.0,2372,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2064
245,856,194,74,155,0,0,3.0,12.0,2551,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2551
246,127,14,10,0,94,0,13.1,7.0,2010,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1668
247,381,107,9,65,191,0,4.8,19.0,1817,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1817
248,234,19,93,5,3,0,21.8,10.0,5103,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,5103
249,215,62,46,0,135,0,13.2,8.0,3417,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2836
250,1406,70,290,90,0,0,10.6,1.0,14698,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,14938
251,85,67,3,15,59,25,12.3,13.0,1049,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1049
252,59,32,3,5,0,0,18.0,10.0,1278,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1061
253,358,0,89,40,0,0,38.9,9.0,16770,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,13919
254,73,0,12,0,62,0,50.3,7.0,4428,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,3675
255,597,96,78,7,0,0,4.3,6.0,2542,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2542
256,276,120,34,0,139,18,8.1,2.0,2244,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2244
257,728,165,15,167,27,255,11.1,4.0,9694,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,8046
258,59,55,0,0,11,33,83.8,6.0,5958,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,4945
259,98,32,9,0,42,7,13.4,11.0,1582,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1313
260,756,66,127,5,320,112,4.3,7.0,3214,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,3214
261,155,34,0,0,107,0,3.1,10.0,582,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,483
262,544,104,107,0,362,0,4.2,4.0,2778,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,2306
263,813,677,34,100,820,0,2.0,9.0,1634,0,1,0,0,1,1.8508096,-0.5756626,-0.7857396,0.1527541,-1.101944,-0.61238533,0.9692392,1.6061459,0.08318098,1634
264,75,0,30,14,0,0,9.6,6.0,720,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,720
265,112,4,16,0,0,0,9.6,13.0,1073,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1073
266,211,32,79,5,100,0,16.9,13.0,3566,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,3566
267,895,271,222,0,0,0,0.9,7.0,780,1,0,0,0,1,3.5604944,23.678516,-16.555523,-3.719818,-6.4091234,7.8366594,4.67175,12.862415,15.605767,780
268,74,7,37,5,0,0,54.0,14.0,3995,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,3995
269,3331,519,399,360,0,0,14.7,42.0,49034,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,49034
270,64,18,9,5,39,11,6.1,6.0,472,1,0,0,0,1,-0.45277512,0.38103476,-0.16438794,0.06287057,-0.80447483,1.0958109,-0.18740094,0.68852687,1.0974672,392
271,1402,804,187,63,0,0,12.6,23.0,17219,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,17607
272,337,21,86,25,0,0,1.8,8.0,657,1,0,0,0,1,-0.54283094,1.8302518,-1.2609932,0.22723877,-1.8970728,2.2163608,-0.059525125,2.0612621,2.9538696,591
273,73,0,67,10,38,0,11.1,6.0,978,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,812
274,64,28,17,0,17,0,8.8,12.0,680,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,564
275,1703,463,0,316,0,0,5.0,8.0,8549,0,0,1,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,8549
276,151,21,29,19,0,0,2.6,3.0,434,1,0,0,0,1,-0.45944732,1.9080722,-1.3262069,0.19059756,-1.8416859,2.1334708,0.040144406,2.0807748,2.9182549,391
277,66,14,6,0,22,0,27.5,2.0,2189,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1817
278,70,0,3,5,0,0,7.7,3.0,659,0,1,0,0,1,-0.16716078,0.2283698,-0.009328112,-0.075198196,-0.37726945,0.6083515,0.08788876,0.38733134,0.5411035,540
279,754,130,204,0,512,0,9.9,8.0,8967,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,7443
280,325,49,31,12,142,0,26.7,6.0,10437,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,8663
281,168,7,45,22,0,0,27.5,12.0,4622,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,4622
282,226,50,43,5,0,0,4.0,7.0,915,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,915
283,335,71,71,17,0,0,75.8,12.0,25401,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,25401
284,76,51,3,0,12,0,7.5,5.0,686,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,569
285,221,133,0,5,161,0,6.8,4.0,1822,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1512
286,1010,224,111,75,77,0,5.0,11.0,5053,0,1,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,5053
287,116,12,22,15,0,0,16.7,10.0,1939,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1939
288,39,0,3,0,31,0,2.9,1.0,114,0,1,0,0,1,-0.20932822,9.421955,-7.0361423,0.73159033,-3.7275362,4.4418235,1.4187014,6.614024,8.575123,114
289,170,12,23,0,41,0,9.0,8.0,1532,0,0,0,1,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,1532
290,179,0,49,0,0,0,26.4,4.0,5690,1,0,0,0,1,-0.1390612,0.2829538,0.069688104,-0.19394416,-0.24350002,0.5237483,0.104397945,0.28375438,0.3574208,4723
