size_D,duration_D,t11,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_duration_D_t07,effort_D
0.27679327,0.3135672,0.2647118035288196,0.83149475,0.44303602,0.27977163,0.2982835,0.36715844
0.1969405,0.22450654,0.15358683464131653,0.8075406,0.3548687,0.18115236,0.22605215,0.3007033
0.05536431,0.017556079,0.007967017203298279,0.5245037,0.21112797,0.012381509,0.06758322,0.07563947
0.08901409,0.11319087,0.14421820557817944,0.6716122,0.3140453,0.14599186,0.08288198,0.17986725
0.11783931,0.14312899,0.16452570354742962,0.63848364,0.30039763,0.15893665,0.10435645,0.19967446
0.108583674,0.13167998,0.15666320433367956,0.73913306,0.3596728,0.17956148,0.10488109,0.19870467
0.27728343,0.22097987,0.2777428322257167,0.5555924,0.41845834,0.33124053,0.19082677,0.22917028
0.23227677,0.29220596,0.21673951832604815,0.8660446,0.40591973,0.2359446,0.26325437,0.36594683
0.09519627,0.14413302,0.12543496745650326,0.75672317,0.31015378,0.1015567,0.12832497,0.23486386
0.25561687,0.26032957,0.1814354218564578,0.61943114,0.30314675,0.21765757,0.2913617,0.26101762
0.22689703,0.25575972,0.1901763909823609,0.79662323,0.3623445,0.21224199,0.25893798,0.32489312
0.07243923,0.087492175,0.047113305288669464,0.6673725,0.2529607,0.07290188,0.10113311,0.18712772
0.11751315,0.11265916,0.14764340523565947,0.6254642,0.32029063,0.16008587,0.090986535,0.17466582
0.11347796,0.13981754,0.13809594619040536,0.67325807,0.28749433,0.14270732,0.10418932,0.21021557
0.27494913,0.19847015,0.29836767016323296,0.45305923,0.36153084,0.31723177,0.13847944,0.17527905
0.071581215,0.15689555,0.12495347750465224,0.75504184,0.29360643,0.10004979,0.11665133,0.22725335
0.09575281,0.13728611,0.14453381554661843,0.69749963,0.28825763,0.11370589,0.11638224,0.21432428
0.14340112,0.21309537,0.1698085530191447,0.8148956,0.34334755,0.15269363,0.18197638,0.2887814
0.11118922,0.1845128,0.14317368568263142,0.7934077,0.32097223,0.12699798,0.15066504,0.263999
0.13100372,0.14782424,0.11782580821741917,0.69359326,0.28976506,0.12681274,0.12290202,0.24801598
0.27359453,0.19409469,0.2898792910120709,0.45650965,0.38470003,0.3220231,0.14593212,0.18150991
0.05316613,0.1287447,0.10330508966949102,0.7385501,0.27953258,0.067971595,0.10275231,0.21785402
0.058171466,0.133116,0.1104499489550051,0.7413919,0.28248337,0.07408136,0.10480568,0.22037426
0.02406338,0.0412891,0.11728839827116017,0.5941489,0.2856757,0.08488705,0.027514443,0.1002896
0.23428532,0.21658824,0.23449208655079135,0.7647409,0.41688555,0.28810227,0.20380668,0.28323784
0.062339775,0.13450545,0.12521217747878224,0.7180358,0.28873807,0.09814619,0.10270429,0.21889961
0.107405245,0.09526831,0.16458271354172865,0.5909833,0.31145504,0.1732789,0.063419044,0.13282946
0.058775567,0.14539976,0.12497545750245424,0.7479329,0.28687674,0.08603344,0.10751936,0.22113419
0.06456514,0.11956432,0.1107516589248341,0.73232037,0.28731748,0.08193221,0.10669882,0.22127466
0.11881383,0.13186225,0.12699623730037626,0.6623729,0.29573548,0.14650604,0.10708409,0.21378197
0.2876994,0.23448403,0.33633576636642337,0.7443838,0.53391325,0.36494398,0.25175446,0.28359616
0.16987531,0.16239893,0.20274067972593202,0.72083217,0.39574498,0.2369498,0.1431711,0.2318524
0.061868742,0.12706752,0.12382213761778624,0.72599614,0.29136497,0.10483584,0.0984039,0.20474692
0.08141921,0.1334364,0.13187205681279432,0.69528687,0.2889471,0.11378727,0.108370975,0.2183526
0.15302314,0.10537952,0.1907941209205879,0.5629108,0.32150012,0.17977108,0.07990025,0.16551921
0.24567702,0.30885282,0.22665235733476424,0.8682973,0.4130277,0.24913345,0.27596134,0.38477165
0.17352942,0.15175217,0.21042389895761007,0.5970828,0.3731424,0.21631968,0.1325744,0.20941679
0.26505142,0.30635554,0.2521981047801895,0.8549007,0.4330464,0.28745744,0.29283774,0.37341967
0.066920415,0.09674681,0.05678186432181356,0.6893258,0.24979699,0.05532504,0.10222397,0.19373669
0.1723726,0.15270168,0.201045019895498,0.49763817,0.30068418,0.21327336,0.105597675,0.18209521
0.34572932,0.3889479,0.33467080653291936,0.88637084,0.50802636,0.35893244,0.38009885,0.44054383
0.26161426,0.27856773,0.24623053537694645,0.82076424,0.39944425,0.24356294,0.29022738,0.3567197
0.09602582,0.11990771,0.12321652767834722,0.6737993,0.2774458,0.105333194,0.109556645,0.22251102
0.15808551,0.19127308,0.17711913228808676,0.70435756,0.31483275,0.17417662,0.14984593,0.23889133
0.17551884,0.17613241,0.1914204208579579,0.7597496,0.35681367,0.18423286,0.16342445,0.26597905
0.13603003,0.1507362,0.1918992908100709,0.6858183,0.35917696,0.1929924,0.13146123,0.21925129
0.09917204,0.10386158,0.14057533594246638,0.6848394,0.34084573,0.16498356,0.08884841,0.17326234
0.09280224,0.11153448,0.1416762758323724,0.66007996,0.32244208,0.14268082,0.10050212,0.18907242
0.079209104,0.09502916,0.10399535960046404,0.6572597,0.26500353,0.082366,0.09144348,0.18861783
0.16956824,0.18812822,0.17380741261925875,0.7329461,0.3318353,0.19202785,0.15718387,0.26200238
0.11577064,0.15118484,0.12534373746562624,0.76724494,0.3149582,0.09859783,0.14831938,0.23929611
0.12841633,0.13590004,0.13883395611660437,0.6407397,0.31344151,0.16057956,0.10711081,0.20166792
0.073792554,0.09918809,0.08969780603021939,0.6636084,0.280318,0.10022986,0.10744861,0.19443257
0.15254842,0.14691427,0.20155834984416499,0.6890878,0.39383018,0.20801012,0.13568945,0.20442712
0.06348752,0.100185685,0.09265361073463893,0.6897316,0.2933993,0.09990379,0.08350474,0.188481
0.07829881,0.07859582,0.03693306830669316,0.6626681,0.23332044,0.046775043,0.10736816,0.17133094
0.06281067,0.1146768,0.11394388860561114,0.7102161,0.2844398,0.09969733,0.09210026,0.20841175
0.09107891,0.11694526,0.11509854849014514,0.6794171,0.2782039,0.10847235,0.10011275,0.22565968
0.08656629,0.067825735,0.0503925069607493,0.6031754,0.23801672,0.07500358,0.098088495,0.16575181
0.1537682,0.17954117,0.17463272253672774,0.76952887,0.36305025,0.19896764,0.15992755,0.2489289
0.14443707,0.16836202,0.09482652451734755,0.7281815,0.28433603,0.13767236,0.17105089,0.22349429
0.1297097,0.12209425,0.1395202460479754,0.63265216,0.30742964,0.17904885,0.0878745,0.17956272
0.40022814,0.3999148,0.3824717917528208,0.83552456,0.52524644,0.43219835,0.38494328,0.4607165
0.10844366,0.12204385,0.13838817616118237,0.6548238,0.27497664,0.11513349,0.09704305,0.19353136
0.20853616,0.22850811,0.1803333819666618,0.7732571,0.3612147,0.19253352,0.24225913,0.28483668
0.32032013,0.37603477,0.3118264388173561,0.87247306,0.46388185,0.30782664,0.35005835,0.42705768
0.14749318,0.14651576,0.15350385464961452,0.65160865,0.33185652,0.17978643,0.11081601,0.20414737
0.0973493,0.13692659,0.09335940066405993,0.7458206,0.28129768,0.08309407,0.13055004,0.22312479
0.09489861,0.13081926,0.1311486068851393,0.6854112,0.29812753,0.13012654,0.10270657,0.2154916
0.26370743,0.3025099,0.23500879649912035,0.8401859,0.42411944,0.28631115,0.2709918,0.3686952
0.086162984,0.06572909,0.04321257367874263,0.61901736,0.2283148,0.04628133,0.10547441,0.14966106
0.08219994,0.1265314,0.14556203544379645,0.70707077,0.31780633,0.13250479,0.096792705,0.20385176
0.11902389,0.06107653,0.039868866013113395,0.5157496,0.1975289,0.047133725,0.12916577,0.10668361
0.22510684,0.16685979,0.1000032849996715,0.4458165,0.18683039,0.10561971,0.25307503,0.18271364
0.060915515,0.07221936,0.04902036009796399,0.6517285,0.22733232,0.035402074,0.08771352,0.144657
0.08418775,0.14922358,0.13421528657847134,0.7497126,0.31329885,0.13280915,0.11741458,0.2251579
0.10094632,0.15437618,0.15525180447481957,0.71939754,0.29785952,0.13436034,0.11186184,0.22732385
0.14514482,0.12819996,0.17876835212316478,0.6284953,0.3248964,0.18859977,0.08674435,0.18055934
0.24233606,0.27827123,0.203636549636345,0.8204002,0.38355458,0.22878881,0.2761017,0.3377545
0.16798769,0.18175218,0.18176509182349082,0.7172227,0.37386876,0.20767759,0.1693038,0.249097
0.4122529,0.47708592,0.40528735947126404,0.9034811,0.537381,0.40759528,0.46010423,0.52212566
0.098170176,0.08725978,0.054185742581425736,0.572514,0.22744623,0.069060355,0.09357324,0.14263366
0.14337079,0.16079564,0.1918797108120289,0.63909304,0.34806406,0.18316527,0.13303588,0.2074847
0.09239263,0.13185465,0.10656622934337706,0.7490177,0.2937987,0.08329445,0.12604406,0.22089037
0.0820399,0.14712137,0.12519598748040126,0.7370964,0.28495434,0.10242354,0.112396196,0.2188499
0.21195048,0.11539295,0.11744672825532716,0.29974657,0.15967141,0.09169866,0.2254997,0.082607985
0.29973233,0.27037668,0.27206990279300974,0.7244321,0.42890134,0.33905786,0.23435825,0.31440556
0.432162,0.4936765,0.43438033656196634,0.9256979,0.5744801,0.43707997,0.470981,0.5398702
0.1825615,0.21912414,0.18575647142435284,0.7788138,0.36027405,0.20529628,0.19756705,0.2918736
0.08189481,0.054343186,0.04888319511168049,0.54946095,0.20665435,0.021757491,0.095604524,0.092290826
0.06877891,0.097528785,0.054221274577872534,0.68581975,0.2476879,0.058954522,0.09931415,0.18584739
0.10431898,0.13161366,0.14544858545514144,0.64739335,0.30398846,0.13350494,0.10231352,0.19082052
0.14916237,0.17835122,0.1394051460594854,0.7910577,0.3364653,0.15188731,0.17007294,0.26024657
0.2093949,0.27620873,0.20703327929667206,0.85381204,0.37800318,0.19892336,0.23829873,0.3393629
0.10262665,0.13795704,0.09004186099581389,0.6942307,0.27160886,0.1055819,0.113333985,0.23534097
0.05259853,0.12621474,0.09439763056023694,0.7182782,0.2710795,0.06813971,0.102457136,0.20843016
0.19276991,0.20341192,0.21065828893417107,0.7852632,0.42776117,0.25522238,0.19427492,0.2745552
0.090582035,0.098140724,0.07191643280835672,0.65770286,0.24921942,0.07778006,0.10848045,0.18761371
0.112478346,0.13514316,0.14557923544207643,0.67460585,0.33109635,0.14751914,0.114387706,0.20677689
0.07396685,0.13829134,0.1312598268740173,0.7254871,0.2910044,0.107771575,0.104225844,0.22300254
0.48421088,0.55659944,0.4840384215961578,0.94070166,0.6056608,0.48778695,0.5303974,0.6009624
0.15039507,0.121532574,0.1735230626476937,0.54320776,0.3025739,0.1919027,0.08276232,0.15028219
0.15852684,0.2022612,0.14795008520499148,0.7652199,0.31939343,0.16290353,0.1623666,0.28311354
0.11912322,0.17527696,0.13780401621959837,0.7684411,0.3240199,0.13938251,0.15545155,0.25233015
0.44118005,0.5186831,0.4331904566809543,0.9346841,0.568605,0.43571264,0.48212782,0.56097996
0.11430335,0.14730687,0.1307016869298313,0.705553,0.29474172,0.13440904,0.11747122,0.22116971
0.09546662,0.08536544,0.13345719665428032,0.6140584,0.29623666,0.13598953,0.092751384,0.18868303
0.21384521,0.2758061,0.20702447929755205,0.8712074,0.39691943,0.21768449,0.24700074,0.3484028
0.19904113,0.26972014,0.19627830037216995,0.8568168,0.38053164,0.20335302,0.2351413,0.33919346
0.09495619,0.08302425,0.04233956576604342,0.65963876,0.24942222,0.06453826,0.11642794,0.17368591
0.11905734,0.14384551,0.12882725711727427,0.6951293,0.2955218,0.13870367,0.119646505,0.23865867
0.17651106,0.16853902,0.16229021377097863,0.6125598,0.3300013,0.20503627,0.13047782,0.21660395
0.100671604,0.15443572,0.12833020716697927,0.7404251,0.30068314,0.12689419,0.119709805,0.2347348
0.19096453,0.26268482,0.1899772510022749,0.85525465,0.37588662,0.19581248,0.22821692,0.3279624
0.26691777,0.21389599,0.13491113650888634,0.4218656,0.19696216,0.17572358,0.29124704,0.19901969
0.117760435,0.13061222,0.1321276267872373,0.62107503,0.28395537,0.14703017,0.1095545,0.22325991
0.15456729,0.12689002,0.07234568276543173,0.6149891,0.24113396,0.08768319,0.16829996,0.17281732
0.033298045,0.059560455,0.07478084252191573,0.6121236,0.25161543,0.05479411,0.054604325,0.13293213
0.12635142,0.15148582,0.14430400556959944,0.6737504,0.2994425,0.1576442,0.116002575,0.21488145
0.19291481,0.16331796,0.100105429989457,0.6033909,0.2685858,0.15533578,0.22000091,0.22327179
0.15471795,0.15942432,0.1911107808889219,0.71148217,0.36316693,0.2195174,0.124613464,0.22427323
0.19341888,0.19713388,0.13571114642888535,0.76892745,0.33821133,0.17738622,0.21576066,0.27094612
0.06357123,0.10320631,0.09462110053788994,0.6859102,0.28266767,0.08645325,0.097631715,0.20098509
0.43920743,0.5089982,0.4281726371827363,0.92452496,0.5702393,0.44668382,0.48025024,0.5474327
0.04969935,0.094589844,0.09932816506718349,0.68813,0.28754306,0.08913167,0.07253537,0.17141673
0.15832292,0.1712978,0.1611803338819666,0.69601136,0.33889106,0.19146256,0.13329817,0.22770074
0.10380669,0.054856,0.005462394053760594,0.5099119,0.20451514,0.074438095,0.12288083,0.14687969
0.10315831,0.06418268,0.022086308791369122,0.5203527,0.18107367,0.029912358,0.11692773,0.094566345
0.06375023,0.1339438,0.10604911939508806,0.7329451,0.2704778,0.06733473,0.10691765,0.21448879
0.30712518,0.29210666,0.27686372231362777,0.7365161,0.44167447,0.3362239,0.28026548,0.35602763
0.1149628,0.1163276,0.11691191330880867,0.6779275,0.27443647,0.09476854,0.11871645,0.20089565
0.08126354,0.04955468,0.0012610159738984026,0.54652464,0.19533917,0.031889804,0.10609259,0.12236067
0.057969086,0.14994381,0.1214585078541492,0.7537513,0.29112202,0.08377743,0.112061396,0.22532523
0.2196991,0.23697813,0.18600371139962885,0.7935093,0.3690614,0.20275103,0.2509645,0.2998801
0.18029615,0.20347999,0.1498882850111715,0.7779869,0.3364103,0.16467562,0.20775095,0.27059913
0.10580577,0.13303804,0.07732081226791877,0.6962328,0.2575604,0.08310495,0.12865467,0.21458907
0.096968435,0.15478595,0.15985408401459159,0.74806195,0.33535036,0.13699126,0.11630835,0.23382233
0.10668646,0.14237268,0.1808856819114318,0.63844484,0.29365477,0.13733783,0.0867013,0.18181194
0.124906614,0.20420192,0.1504931149506885,0.80818546,0.33380347,0.14677408,0.17136095,0.27164263
0.08357172,0.11494419,0.1286707271329273,0.6891725,0.3113035,0.1369263,0.09053866,0.19007808
0.13783911,0.19935985,0.15381084461891553,0.81158996,0.33213624,0.13761967,0.16900317,0.2751735
0.09946558,0.078813784,0.022970973702902627,0.61775696,0.21880579,0.046795085,0.11852683,0.1617317
0.22957918,0.18639384,0.20618096938190306,0.54857993,0.34296727,0.26037747,0.1452899,0.22848703
0.23908296,0.22568814,0.1526385047361495,0.6561092,0.30895528,0.2036486,0.26611438,0.25943795
0.07981325,0.11482606,0.07203390279660972,0.71258736,0.25687176,0.060777515,0.1144184,0.19005655
0.10663068,0.14264071,0.12848958715104128,0.73710483,0.3020185,0.11920091,0.14216948,0.24745859
0.14299464,0.13428937,0.14783498521650146,0.6007596,0.30159473,0.17203806,0.100987166,0.18759975
0.17868076,0.2134374,0.15871085412891459,0.8213352,0.34573612,0.16104071,0.20566022,0.28144467
0.10084121,0.17277265,0.15420293457970655,0.7676041,0.31567684,0.13404498,0.12820165,0.24852
0.08027874,0.05999341,0.0013934004606599537,0.5542774,0.18463483,0.023893591,0.102961525,0.103670165
0.17531054,0.15917978,0.12178056182194381,0.62920827,0.2858741,0.14177334,0.19089997,0.2009188
0.74300104,0.7673135,0.7491968750803124,0.9727724,0.8122604,0.77011955,0.7748709,0.82035804
0.17901485,0.22085598,0.16333353366664663,0.7681814,0.3385079,0.19419995,0.18323086,0.28295156
0.5807472,0.6611934,0.5854914814508518,0.9427146,0.68495214,0.5730555,0.63332695,0.66905564
0.078580365,0.08625087,0.13927505607249438,0.5755309,0.28356278,0.12769714,0.052524578,0.12653257
0.12988642,0.1834572,0.15322968467703152,0.7771151,0.3337145,0.15886265,0.15688671,0.25453869
0.038131848,0.08638474,0.13449405655059432,0.6629776,0.29941773,0.073206514,0.06448406,0.18988687
0.07273488,0.12094368,0.07699409830059017,0.7089635,0.2523915,0.06251333,0.107112855,0.19859305
0.49104044,0.5585679,0.48714227128577287,0.94372904,0.60711634,0.4870854,0.53328824,0.59636384
0.07100599,0.14468625,0.11525330247466974,0.73465896,0.28376526,0.09288892,0.10870774,0.22404331
0.040162608,0.0974905,0.09757562024243796,0.680056,0.27584618,0.07423415,0.07525209,0.17408112
0.05638461,0.1290187,0.11433398856660114,0.7290903,0.2792352,0.07380096,0.10103257,0.21962973
0.18414322,0.07810216,0.056897239310276064,0.27957332,0.11321752,0.061531506,0.18347469,0.068403095
0.14865802,0.19303058,0.1523702847629715,0.8100412,0.34220052,0.16864999,0.17471471,0.27910486
0.13379265,0.20777564,0.1517817348218265,0.80882454,0.33744916,0.15591247,0.17825924,0.27492496
0.17478822,0.23915914,0.16973271302672868,0.8337016,0.35549146,0.17888105,0.20647617,0.31142455
0.06696718,0.11550717,0.13517048648295135,0.6978235,0.28607994,0.09531622,0.09368278,0.21890873
0.34178716,0.4171324,0.3377999062200094,0.9085988,0.51033133,0.3497957,0.3861747,0.4688043
0.45799252,0.47425473,0.44848135515186444,0.90499175,0.60220504,0.49280173,0.47187397,0.5264772
0.30887988,0.33626556,0.2622386737761326,0.80691564,0.41664308,0.28499496,0.3497992,0.39380425
0.08137953,0.07497333,0.04804005019599498,0.6230953,0.22535431,0.051390998,0.10603914,0.1446729
0.24319527,0.2902147,0.2312360168763983,0.8521966,0.4230787,0.2622958,0.25969607,0.36483288
0.5414529,0.6051429,0.5328818467118153,0.8708502,0.6237563,0.5273786,0.59873635,0.59593743
0.082887135,0.15207122,0.14438678556132145,0.7448697,0.3204503,0.11467027,0.115624666,0.22584407
0.07622818,0.068147376,0.024470097552990244,0.6409036,0.25027436,0.054599922,0.10048254,0.16456841
0.11833623,0.16224225,0.13223123677687632,0.719508,0.29322815,0.14390501,0.12132327,0.23375225
0.17022891,0.2017342,0.1894431810556819,0.7816164,0.35324714,0.18828742,0.17523906,0.28317428
0.050091527,0.06282289,0.1103059539694046,0.64433396,0.30008873,0.10031319,0.048313074,0.13284095
0.24172926,0.28751734,0.23334739666526033,0.8325919,0.40294302,0.25271082,0.2611138,0.36062065
0.10367815,0.16577989,0.12802466719753328,0.76466465,0.30656934,0.108978346,0.13736199,0.2453648
0.22482899,0.17246367,0.22864024713597528,0.5334103,0.33851054,0.27081937,0.123243585,0.17138185
0.47902617,0.5454321,0.4510200148979985,0.79733974,0.5320638,0.45225322,0.5374317,0.53912145
0.105388686,0.113528155,0.14984306501569347,0.6405819,0.3081495,0.15717033,0.0804309,0.16888836
0.19457692,0.12594667,0.07561703743829624,0.4616558,0.19145204,0.100253716,0.20409445,0.14667636
0.052430846,0.107071266,0.09218259078174092,0.7123163,0.27354896,0.063093975,0.09138419,0.20013829
0.15457234,0.18314265,0.14211569578843042,0.77840334,0.3290928,0.1514305,0.17932916,0.26187757
0.043998733,0.07419739,0.06531513346848664,0.65236616,0.24905516,0.04290733,0.06636967,0.14922991
0.114402995,0.12383044,0.13737313626268635,0.620929,0.28667665,0.14925668,0.09358335,0.20186819
0.08626111,0.14783476,0.12859639714036028,0.7512312,0.29877558,0.084782936,0.1154656,0.227763
0.24648684,0.29698086,0.23549999645000033,0.8743166,0.42750078,0.24974364,0.27790824,0.36328942
0.2270408,0.26594856,0.22639030736096924,0.816725,0.3874772,0.24220856,0.2355923,0.33875054
0.25016186,0.17132978,0.14369022563097741,0.507449,0.24701798,0.16089776,0.2666554,0.19117601
0.12580544,0.13387646,0.14372658562734145,0.644685,0.3090525,0.14462587,0.11623971,0.21147743
0.4753333,0.41754362,0.500057249994275,0.80593884,0.6510249,0.5302154,0.4319779,0.46289486
0.08381553,0.1233475,0.11389794861020514,0.7066563,0.28538698,0.09691809,0.10873851,0.22998655
0.098415956,0.16028494,0.14142490585750941,0.73159236,0.32179585,0.131877,0.13138089,0.23416668
0.10347603,0.15542431,0.1304181369581863,0.7654128,0.30274597,0.106551126,0.13150644,0.24287328
0.41740045,0.456321,0.3608860039113996,0.790421,0.4702183,0.404114,0.4719535,0.47538185
0.050309137,0.022878889,0.04412431158756883,0.5435419,0.23626871,0.045778167,0.05619527,0.092600375
0.10490745,0.1562973,0.15394403460559652,0.7638023,0.33672512,0.14188924,0.12154624,0.23526475
0.052927904,0.13171935,0.12154126784587321,0.7345125,0.2887842,0.09319064,0.095214956,0.20961155
0.22609138,0.23698995,0.199339890066011,0.7749703,0.37149054,0.22485077,0.21998839,0.31649166
0.41062468,0.46956596,0.404628759537124,0.9096372,0.5525408,0.40944892,0.45217136,0.51754904
0.10399419,0.13708277,0.11219504878049512,0.69575953,0.27531326,0.10339355,0.10985588,0.23373865
0.056891836,0.13127914,0.11889682311031768,0.72230357,0.28328317,0.098980166,0.09786507,0.21279404
0.07053337,0.110709235,0.11586430841356916,0.6945472,0.28093287,0.09959188,0.10003903,0.21094626
0.07155016,0.14246985,0.13531765646823435,0.7479442,0.30567545,0.10281488,0.10021588,0.22442177
0.075642,0.13385783,0.11317557868244213,0.72903496,0.28574175,0.083267406,0.10408047,0.21638268
0.058077864,0.11223328,0.13486385651361435,0.66330177,0.27582112,0.093650326,0.06893107,0.17775306
0.14321837,0.15336567,0.17550605244939474,0.73525697,0.36639374,0.20271246,0.128461,0.22647317
0.03702542,0.013083297,0.03510792948920705,0.54804265,0.22840062,0.013520747,0.046823435,0.078225836
0.05557237,0.09356452,0.06704618829538117,0.70142084,0.26100007,0.055254955,0.09346914,0.19808984
0.13129945,0.10313471,0.12923000707699928,0.52996004,0.26998514,0.17059842,0.10846012,0.20791426
0.06753066,0.12374474,0.12897509710249028,0.70021975,0.2898978,0.098962076,0.103319235,0.21122776
0.03768251,0.031355046,0.04457890954210904,0.5662713,0.2292621,0.026506443,0.05128445,0.0913836
0.08917784,0.094751574,0.13619799638020036,0.6358096,0.30505586,0.14553517,0.06778894,0.16191684
0.05176226,0.028198954,0.0059953164004683595,0.52856815,0.19174385,0.010548055,0.078085914,0.08771166
0.082631305,0.1397484,0.13524238647576137,0.71588635,0.3063285,0.11696828,0.10983565,0.20611565
0.14980061,0.10548444,0.1798407420159258,0.50522965,0.3179799,0.18943186,0.07491864,0.12456221
0.15035789,0.15974636,0.16935236306476367,0.5882429,0.29334542,0.18452857,0.112372205,0.2010685
0.11218484,0.11375675,0.17650438234956176,0.61759746,0.30637938,0.16121742,0.07956892,0.17019528
0.47930267,0.57937455,0.4791695920830408,0.9423287,0.5868824,0.45730984,0.5224692,0.6157806
0.19465597,0.16292636,0.198952370104763,0.500845,0.30556417,0.23336124,0.109723434,0.17161182
0.050635003,0.0,0.03391309160869083,0.46107915,0.22491565,0.035795495,0.03401821,0.03692694
0.07514219,0.10688109,0.1401000359899964,0.6244695,0.28125754,0.11514234,0.07067457,0.15886728
0.050626732,0.13548419,0.12337443766255622,0.73374796,0.2919947,0.09130774,0.09473866,0.2099908
0.120232776,0.1378327,0.14503841549615842,0.5681013,0.2688161,0.16327906,0.10857785,0.21198887
0.13294803,0.16286087,0.13699986630001335,0.6949214,0.29264835,0.15405655,0.12561911,0.23725055
0.37252226,0.42654043,0.3487793651220635,0.8500908,0.47950754,0.3645355,0.41792375,0.45272982
0.30921894,0.32787636,0.2858500214149979,0.8530249,0.4689426,0.34199607,0.3092003,0.3940451
0.1834482,0.23811617,0.17832624216737575,0.799911,0.35556042,0.19974585,0.19297384,0.32459748
0.2743475,0.28290683,0.2743160125683987,0.8212691,0.45709658,0.31144863,0.26253107,0.34045637
0.04603757,0.104517,0.08730773126922686,0.69824755,0.26797375,0.06933045,0.079438314,0.17971283
0.26829177,0.30350807,0.24546347545365244,0.85467416,0.43849757,0.3005312,0.28072488,0.36858633
0.12542689,0.1494897,0.15600328439967157,0.7443005,0.35627052,0.17914766,0.12972759,0.22299957
0.60752034,0.53922796,0.5701701029829896,0.79547673,0.66727364,0.64215374,0.54678833,0.5662974
0.08163994,0.15196411,0.12197743780225621,0.7534161,0.2969825,0.10197968,0.11893417,0.2331819
0.45388898,0.41630507,0.44500365549963444,0.79570425,0.62025815,0.50351644,0.42390537,0.47036278
0.096167475,0.15237208,0.09302643069735693,0.73493433,0.27346507,0.0936952,0.13087754,0.21928385
0.14550628,0.112067975,0.17819425218057475,0.64886236,0.34788135,0.20298311,0.10240473,0.19361834
0.35285595,0.3222799,0.2412160958783904,0.5832163,0.3260518,0.28635657,0.3847233,0.32197618
0.21280628,0.24925032,0.19512671048732894,0.7789291,0.37100065,0.23878102,0.20725079,0.31359547
0.06142635,0.076838434,0.03378876662112334,0.67410856,0.24253125,0.047237813,0.09526523,0.17988172
0.0849571,0.13618901,0.1417755158224484,0.71356416,0.3122575,0.115775414,0.10835171,0.21149826
0.059706807,0.09352422,0.13626793637320636,0.68408483,0.31145456,0.11255327,0.076169126,0.1898514
0.25447562,0.29886696,0.22666839733316027,0.83867925,0.40433598,0.24508971,0.29346508,0.36126783
0.35610145,0.37975577,0.3345793165420683,0.8425586,0.4785129,0.35828435,0.3737682,0.41993314
0.06888234,0.13576148,0.11700128329987167,0.7224108,0.28521875,0.10230406,0.101303905,0.21656147
0.05353786,0.12739559,0.10647649935235005,0.7315787,0.2796593,0.08288947,0.0960773,0.20769534
0.27289662,0.15770301,0.3091998990800101,0.44596866,0.4050293,0.32141584,0.13533391,0.15488547
0.08495682,0.15459824,0.12005224799477518,0.7370479,0.28825176,0.1080565,0.11601588,0.2268167
0.10724142,0.12964597,0.15841652415834756,0.61641824,0.2914956,0.1426922,0.093986005,0.19980066
0.3078994,0.33020923,0.2938265506173449,0.856152,0.48664021,0.34662467,0.3146774,0.3874431
0.05121749,0.11305891,0.07401280259871973,0.71530527,0.25634137,0.053385455,0.09357574,0.19491346
0.357496,0.39611894,0.3404674159532584,0.88545364,0.49669242,0.36055434,0.37738183,0.45850712
0.085760936,0.14150544,0.13628950637104936,0.7480264,0.31663227,0.1176702,0.1150433,0.23275293
0.051217042,0.13408133,0.12430116756988323,0.73209584,0.2877687,0.08885871,0.09314777,0.21095482
0.16610973,0.16579281,0.18441830155816982,0.6220796,0.30332917,0.19553716,0.11332442,0.20273693
0.10789727,0.13015334,0.16166578383342162,0.6030793,0.2803478,0.14362061,0.076264784,0.16377231
0.07996983,0.13480993,0.14527578547242145,0.70088327,0.29326546,0.11595229,0.10103919,0.21135613
0.07772325,0.12497802,0.12660018733998124,0.7174591,0.29834464,0.1138679,0.1010651,0.20037986
0.10354173,0.10747699,0.1409269459073054,0.59584594,0.28652143,0.14803693,0.07643915,0.1699139
0.056962185,0.15484522,0.11851454814854519,0.7562806,0.28521883,0.08054883,0.11428942,0.22906294
0.16008201,0.1613008,0.12749208725079125,0.7319554,0.30770755,0.1459086,0.16648307,0.24396034
0.13841361,0.08361909,0.16458307354169263,0.5075635,0.29674822,0.1733613,0.06880638,0.12068534
0.5323774,0.59348094,0.5461191453880855,0.9469904,0.66405165,0.53907496,0.5779663,0.6240912
0.2945573,0.3047309,0.2554267944573205,0.80532527,0.43027806,0.31773996,0.3312031,0.3802796
0.060795523,0.059211485,0.041975508802449116,0.61894023,0.2256755,0.03194584,0.084848486,0.13104534
0.116552636,0.15110528,0.13734751626524835,0.6838585,0.29509324,0.1527689,0.11098068,0.21897396
0.08075586,0.09630057,0.14512965548703444,0.6146226,0.32439715,0.1253559,0.08545457,0.16511002
0.17847721,0.23245136,0.18317560168243982,0.8321087,0.37396646,0.19724981,0.20961142,0.30987498
0.053264216,0.12261539,0.12234047276595271,0.70850116,0.28682923,0.098404914,0.08809982,0.19970335
0.13918018,0.106083944,0.17698523230147678,0.60138655,0.35094935,0.16561905,0.09067678,0.17152236
0.16881861,0.19241792,0.16821031317896867,0.7589996,0.34992903,0.19164349,0.17256168,0.26067805
