ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_Added,MI_AFP_PDR_AFP,Effort
174,498,107,132,7,77,122,445,0,0,16.5,18.5,16.5,18.5,19.0,8227,0,0,1,0,1,4097046,135745.5,152199.5,3661015,8217.0,8227
175,143,54,65,0,14,0,11,122,0,2.3,2.5,2.8,3.0,4.0,402,1,0,0,0,1,57486,924.5999999999999,1206.0,4422,328.9,334
176,722,163,0,202,237,20,622,0,0,5.8,6.7,5.8,6.7,9.0,4164,1,0,0,0,1,3006408,24151.2,27898.8,2590008,4187.599999999999,4164
177,236,27,192,12,37,0,268,0,0,29.0,25.5,29.0,25.5,15.0,6844,0,1,0,0,1,1615184,198476.0,174522.0,1834192,6844.0,6844
178,239,39,70,18,62,55,244,0,0,6.9,6.8,6.9,6.8,10.0,1661,0,1,0,0,1,396979,11460.900000000001,11294.8,405284,1649.1000000000001,1661
179,1882,711,589,218,442,0,1960,0,0,3.2,3.1,3.2,3.1,10.0,6068,0,1,0,0,1,11419976,19417.600000000002,18810.8,11893280,6022.400000000001,6068
180,291,188,29,0,69,37,323,0,0,20.8,18.8,22.4,20.2,14.0,6519,0,1,0,0,1,1897029,135595.2,131683.8,2105637,6052.8,6063
181,328,124,71,61,66,0,322,0,0,2.0,2.1,2.0,2.1,13.0,665,1,0,0,0,1,218120,1330.0,1396.5,214130,656.0,665
182,264,126,7,50,84,0,267,0,0,2.1,2.0,2.1,2.0,6.0,544,1,0,0,0,1,143616,1142.4,1088.0,145248,554.4,544
183,270,54,42,53,91,30,270,0,0,3.3,3.3,3.3,3.3,6.0,893,1,0,0,0,1,241110,2946.8999999999996,2946.8999999999996,241110,891.0,893
184,32,0,7,12,0,10,29,0,0,11.0,12.1,11.0,12.1,2.5,352,1,0,0,0,1,11264,3872.0,4259.2,10208,352.0,352
185,1382,353,245,7,581,253,1439,0,0,2.4,2.3,2.4,2.3,8.0,3344,0,0,0,1,1,4621408,8025.599999999999,7691.2,4812016,3316.7999999999997,3344
186,98,45,5,19,28,0,94,3,0,4.1,4.2,5.0,5.0,1.0,487,1,0,0,0,1,47726,1996.6999999999998,2435.0,45778,401.79999999999995,404
187,289,3,100,0,66,145,314,0,0,19.8,18.3,19.8,18.3,8.0,5732,0,1,0,0,1,1656548,113493.6,104895.6,1799848,5722.2,5732
188,1059,299,234,144,217,60,954,0,0,21.6,24.0,24.9,27.6,17.0,26345,0,1,0,0,1,27899355,569052.0,727122.0,25133130,22874.4,22920
189,724,331,12,189,164,0,530,142,24,13.0,13.5,15.7,16.3,9.0,11336,1,0,0,0,1,8207264,147368.0,184776.80000000002,6008080,9412.0,9409
190,40,10,22,0,17,0,49,0,0,7.1,5.8,7.1,5.8,4.0,285,0,0,0,1,1,11400,2023.5,1653.0,13965,284.0,285
191,128,72,18,24,7,0,4,117,0,10.1,10.7,12.2,12.9,3.0,1558,1,0,0,0,1,199424,15735.8,20098.2,6232,1292.8,1293
192,1248,249,262,146,423,15,1095,0,0,12.2,13.8,12.2,13.8,12.0,15165,0,0,0,1,1,18925920,185013.0,209277.0,16605675,15225.599999999999,15165
193,387,109,118,67,90,7,391,0,0,8.5,8.4,10.2,10.1,17.0,3960,1,0,0,0,1,1532520,33660.0,39996.0,1548360,3289.5,3287
194,73,0,65,0,0,5,19,44,7,10.5,10.9,12.6,13.1,3.0,920,1,0,0,0,1,67160,9660.0,12052.0,17480,766.5,764
195,151,22,0,68,47,0,32,105,0,14.5,16.0,17.5,19.3,3.0,2643,1,0,0,0,1,399093,38323.5,51009.9,84576,2189.5,2194
196,465,48,162,0,196,37,443,0,0,4.3,4.5,5.2,5.5,4.0,2427,1,0,0,0,1,1128555,10436.1,13348.5,1075161,1999.5,2014
197,63,29,0,9,24,0,62,0,0,13.1,13.3,15.8,16.1,4.0,996,1,0,0,0,1,62748,13047.6,16035.600000000002,61752,825.3,827
198,226,88,70,19,28,0,92,106,7,11.1,12.2,11.1,12.2,10.0,2508,1,0,0,0,1,566808,27838.8,30597.6,230736,2508.6,2508
199,115,76,11,28,0,0,10,105,0,1.7,1.7,1.7,1.7,1.5,201,1,0,0,0,1,23115,341.7,341.7,2010,195.5,201
200,189,39,112,3,28,0,0,182,0,3.0,3.1,3.0,3.1,15.0,563,0,1,0,0,1,106407,1689.0,1745.3,0,567.0,563
201,55,52,0,6,0,0,58,0,0,9.7,9.2,11.7,11.1,11.0,643,1,0,0,0,1,35365,6237.099999999999,7137.3,37294,533.5,534
202,85,12,44,0,24,0,12,68,0,12.2,13.0,14.7,15.7,4.0,1252,1,0,0,0,1,106420,15274.4,19656.399999999998,15024,1037.0,1039
203,2143,219,657,3,485,437,1801,0,0,20.2,24.0,24.3,29.0,7.0,52172,1,0,0,0,1,111804596,1053874.4,1512988.0,93961772,43288.6,43303
204,520,181,160,9,55,25,430,0,0,6.0,7.3,6.0,7.3,8.0,3133,0,1,0,0,1,1629160,18798.0,22870.899999999998,1347190,3120.0,3133
205,113,25,34,16,27,0,38,64,0,15.9,17.7,18.3,20.3,3.0,2070,0,1,0,0,1,233910,32913.0,42021.0,78660,1796.7,1801
206,264,85,17,26,133,0,157,98,6,10.0,10.1,12.0,12.2,6.0,3180,1,0,0,0,1,839520,31800.0,38796.0,499260,2640.0,2639
207,349,162,24,18,112,30,342,4,0,6.8,6.8,6.8,6.8,4.0,2360,0,1,0,0,1,823640,16048.0,16048.0,807120,2373.2,2360
208,229,88,5,0,17,131,241,0,0,11.0,10.5,12.7,12.0,5.0,2897,0,1,0,0,1,663413,31867.0,34764.0,698177,2519.0,2520
209,172,88,40,4,30,7,169,0,0,10.4,10.6,10.4,10.6,5.0,1788,0,0,0,1,1,307536,18595.2,18952.8,302172,1788.8,1788
210,323,108,57,53,74,31,323,0,0,3.8,3.8,3.8,3.8,13.0,1238,1,0,0,0,1,399874,4704.4,4704.4,399874,1227.3999999999999,1238
211,89,15,28,17,7,30,24,73,0,5.0,4.6,5.0,4.6,4.0,442,0,1,0,0,1,39338,2210.0,2033.1999999999998,10608,445.0,442
212,878,113,404,161,133,17,828,0,0,3.8,4.1,4.3,4.5,5.0,3742,1,0,0,0,1,3285476,14219.599999999999,16839.0,3098376,3336.3999999999996,3368
213,220,81,50,51,42,0,224,0,0,1.3,1.3,1.3,1.3,3.0,281,0,0,1,0,1,61820,365.3,365.3,62944,286.0,281
214,150,125,4,20,0,0,6,143,0,4.6,4.6,5.5,5.6,3.0,828,1,0,0,0,1,124200,3808.7999999999997,4636.799999999999,4968,690.0,687
215,161,60,38,30,41,0,169,0,0,1.4,1.3,1.4,1.3,2.0,220,1,0,0,0,1,35420,308.0,286.0,37180,225.39999999999998,220
216,804,345,334,0,236,42,957,0,0,14.2,11.9,17.1,14.3,12.0,13720,1,0,0,0,1,11030880,194824.0,196196.0,13130040,11416.8,11388
217,272,63,20,61,71,30,245,0,0,35.7,39.7,41.1,45.6,14.0,11172,0,1,0,0,1,3038784,398840.4,509443.2,2737140,9710.400000000001,9720
218,33,8,7,0,10,15,32,8,0,4.4,3.6,4.4,3.6,2.0,145,0,1,0,0,1,4785,638.0,522.0,4640,145.20000000000002,145
219,64,20,28,10,7,0,65,0,0,2.2,2.2,2.2,2.2,3.0,140,0,1,0,0,1,8960,308.0,308.0,9100,140.8,140
220,277,48,110,47,49,0,84,170,0,4.6,5.0,4.6,5.0,19.0,1265,0,1,0,0,1,350405,5819.0,6325.0,106260,1274.1999999999998,1265
221,322,78,100,67,54,0,179,106,14,16.3,17.5,19.6,21.1,13.0,6316,1,0,0,0,1,2033752,102950.8,133267.6,1130564,5248.6,5242
222,164,52,56,18,7,20,110,43,0,17.0,18.2,17.0,18.2,11.0,2791,0,1,0,0,1,457724,47447.0,50796.2,307010,2788.0,2791
223,145,48,10,72,14,0,144,0,0,5.1,5.2,6.2,6.2,3.0,894,1,0,0,0,1,129630,4559.4,5542.8,128736,739.5,742
224,73,36,24,12,0,0,0,72,0,8.0,8.1,9.6,9.8,5.0,704,1,0,0,0,1,51392,5632.0,6899.200000000001,0,584.0,584
225,245,42,179,24,42,15,302,0,0,3.6,3.0,3.6,3.0,7.0,893,0,1,0,0,1,218785,3214.8,2679.0,269686,882.0,893
226,406,209,36,125,20,0,102,288,0,13.9,14.5,16.7,17.4,7.0,6794,1,0,0,0,1,2758364,94436.6,118215.59999999999,692988,5643.400000000001,5639
227,98,35,0,41,20,0,28,68,0,56.5,57.6,68.0,69.4,5.0,6666,1,0,0,0,1,653268,376629.0,462620.4,186648,5537.0,5533
228,83,44,10,3,25,0,15,63,4,4.9,5.0,6.0,6.0,3.0,494,1,0,0,0,1,41002,2420.6000000000004,2964.0,7410,406.70000000000005,410
229,182,30,59,39,29,0,0,157,0,5.5,6.4,6.6,7.7,5.0,1206,1,0,0,0,1,219492,6633.0,9286.2,0,1001.0,1001
230,820,460,98,199,175,0,685,212,35,3.1,2.7,3.1,2.7,11.0,2552,0,0,0,1,1,2092640,7911.2,6890.400000000001,1748120,2542.0,2552
231,545,116,226,131,72,0,79,466,0,16.0,16.0,16.0,16.0,11.0,8740,1,0,0,0,1,4763300,139840.0,139840.0,690460,8720.0,8740
232,105,96,9,0,0,0,21,84,0,1.9,1.9,1.9,1.9,8.0,198,1,0,0,0,1,20790,376.2,376.2,4158,199.5,198
233,55,12,10,14,15,0,9,42,0,42.7,46.0,51.4,55.5,1.0,2828,1,0,0,0,1,155540,120755.6,156954.0,25452,2348.5,2347
234,62,27,4,0,31,7,69,0,0,13.2,11.8,15.9,14.3,8.0,984,1,0,0,0,1,61008,12988.8,14071.2,67896,818.4,817
235,109,0,105,0,0,0,0,105,0,2.3,2.4,2.8,2.9,1.0,300,1,0,0,0,1,32700,690.0,870.0,0,250.7,249
236,436,27,334,15,0,60,436,0,0,17.8,17.8,17.8,17.8,15.0,7762,0,1,0,0,1,3384232,138163.6,138163.6,3384232,7760.8,7762
237,179,60,44,6,38,40,188,0,0,4.3,4.1,5.2,5.0,4.0,935,1,0,0,0,1,167365,4020.5,4675.0,175780,769.6999999999999,776
238,1710,932,521,233,214,0,1900,0,0,7.7,6.9,7.7,6.9,21.0,13130,0,1,0,0,1,22452300,101101.0,90597.0,24947000,13167.0,13130
239,128,49,15,25,31,0,120,0,0,12.8,13.7,14.8,15.8,2.0,1890,0,1,0,0,1,241920,24192.0,29862.0,226800,1638.4,1644
240,174,21,7,30,50,32,140,0,0,77.7,96.6,77.7,96.6,8.0,13528,0,0,0,1,1,2353872,1051125.6,1306804.7999999998,1893920,13519.800000000001,13528
241,70,28,4,15,21,0,39,29,0,8.8,9.1,10.6,10.9,5.0,743,1,0,0,0,1,52010,6538.400000000001,8098.7,28977,616.0,617
242,379,159,29,57,119,15,379,0,0,6.3,6.3,6.3,6.3,7.0,2391,1,0,0,0,1,906189,15063.3,15063.3,906189,2387.7,2391
243,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,5.0,605,0,1,0,0,1,156090,1391.5,1391.5,15730,593.4,605
244,129,33,0,39,24,25,121,0,0,16.0,17.1,18.4,19.6,4.0,2372,0,1,0,0,1,305988,37952.0,46491.200000000004,287012,2064.0,2064
245,856,349,194,74,84,155,856,0,0,3.0,3.0,3.0,3.0,12.0,2551,0,1,0,0,1,2183656,7653.0,7653.0,2183656,2568.0,2551
246,127,56,14,10,39,0,25,94,0,13.1,14.0,15.8,16.9,7.0,2010,1,0,0,0,1,255270,26331.0,33969.0,50250,1663.7,1668
247,381,119,107,9,28,65,137,191,0,4.8,5.5,4.8,5.5,19.0,1817,0,1,0,0,1,692277,8721.6,9993.5,248929,1828.8,1817
248,234,117,19,93,0,5,231,3,0,21.8,21.8,21.8,21.8,10.0,5103,1,0,0,0,1,1194102,111245.40000000001,111245.40000000001,1178793,5101.2,5103
249,215,58,62,46,51,0,82,135,0,13.2,13.1,15.9,15.7,8.0,3417,1,0,0,0,1,734655,45104.399999999994,53646.899999999994,280194,2838.0,2836
250,1406,541,70,290,335,90,1326,0,0,10.6,11.3,10.5,11.1,1.0,14698,0,0,0,1,1,20665388,155798.8,163147.8,19489548,14903.6,14938
251,85,21,67,3,0,15,22,59,25,12.3,9.9,12.3,9.9,13.0,1049,0,1,0,0,1,89165,12902.7,10385.1,23078,1045.5,1049
252,59,10,32,3,21,5,71,0,0,18.0,14.9,21.7,18.0,10.0,1278,1,0,0,0,1,75402,23004.0,23004.0,90738,1062.0,1061
253,358,139,0,89,70,40,338,0,0,38.9,41.2,46.8,49.6,9.0,16770,1,0,0,0,1,6003660,652353.0,831792.0,5668260,13926.199999999999,13919
254,73,40,0,12,10,0,0,62,0,50.3,59.3,60.7,71.4,7.0,4428,1,0,0,0,1,323244,222728.4,316159.2,0,3671.8999999999996,3675
255,597,189,96,78,239,7,609,0,0,4.3,4.2,4.3,4.2,6.0,2542,1,0,0,0,1,1517574,10930.6,10676.4,1548078,2567.1,2542
256,276,90,120,34,14,0,101,139,18,8.1,8.7,8.1,8.7,2.0,2244,1,0,0,0,1,619344,18176.399999999998,19522.8,226644,2235.6,2244
257,728,181,165,15,84,167,330,27,255,11.1,13.1,13.3,15.8,4.0,9694,1,0,0,0,1,7057232,107603.4,153165.2,3199020,8080.8,8046
258,59,0,55,0,0,0,11,11,33,83.8,89.9,101.0,108.3,6.0,5958,1,0,0,0,1,351522,499280.39999999997,645251.4,65538,4944.2,4945
259,98,36,32,9,17,0,45,42,7,13.4,14.0,16.1,16.8,11.0,1582,1,0,0,0,1,155036,21198.8,26577.600000000002,71190,1313.2,1313
260,756,452,66,127,84,5,302,320,112,4.3,4.4,4.3,4.4,7.0,3214,1,0,0,0,1,2429784,13820.199999999999,14141.6,970628,3250.7999999999997,3214
261,155,120,34,0,0,0,47,107,0,3.1,3.1,3.8,3.8,10.0,582,1,0,0,0,1,90210,1804.2,2211.6,27354,480.5,483
262,544,125,104,107,133,0,107,362,0,4.2,4.9,5.1,5.9,4.0,2778,1,0,0,0,1,1511232,11667.6,16390.2,297246,2284.8,2306
263,813,27,677,34,0,100,18,820,0,2.0,1.9,2.0,1.9,9.0,1634,0,1,0,0,1,1328442,3268.0,3104.6,29412,1626.0,1634
264,75,23,0,30,27,14,94,0,0,9.6,7.7,9.6,7.7,6.0,720,1,0,0,0,1,54000,6912.0,5544.0,67680,720.0,720
265,112,85,4,16,14,0,119,0,0,9.6,9.0,9.6,9.0,13.0,1073,0,0,0,1,1,120176,10300.8,9657.0,127687,1075.2,1073
266,211,73,32,79,22,5,111,100,0,16.9,16.9,16.9,16.9,13.0,3566,1,0,0,0,1,752426,60265.399999999994,60265.399999999994,395826,3565.8999999999996,3566
267,895,222,271,222,63,0,778,0,0,0.9,1.0,0.9,1.0,7.0,780,1,0,0,0,1,698100,702.0,780.0,606840,805.5,780
268,74,18,7,37,7,5,74,0,0,54.0,54.0,54.0,54.0,14.0,3995,1,0,0,0,1,295630,215730.0,215730.0,295630,3996.0,3995
269,3331,1049,519,399,595,360,2922,0,0,14.7,16.8,14.7,16.8,42.0,49034,0,0,0,1,1,163332254,720799.7999999999,823771.2000000001,143277348,48965.7,49034
270,64,15,18,9,15,5,12,39,11,6.1,6.3,7.4,7.6,6.0,472,1,0,0,0,1,30208,2879.2,3587.2,5664,390.4,392
271,1402,328,804,187,49,63,1431,0,0,12.6,12.3,12.3,12.0,23.0,17219,1,0,0,0,1,24141038,216959.4,206628.0,24640389,17665.2,17607
272,337,128,21,86,77,25,337,0,0,1.8,1.8,1.9,1.9,8.0,657,1,0,0,0,1,221409,1182.6000000000001,1248.3,221409,606.6,591
273,73,0,0,67,0,10,39,38,0,11.1,10.5,13.4,12.7,6.0,978,1,0,0,0,1,71394,10855.8,12420.599999999999,38142,810.3,812
274,64,12,28,17,7,0,47,17,0,8.8,8.8,10.6,10.6,12.0,680,1,0,0,0,1,43520,5984.000000000001,7208.0,31960,563.2,564
275,1703,186,463,0,516,316,1481,0,0,5.0,5.8,5.0,5.8,8.0,8549,0,0,1,0,1,14558947,42745.0,49584.2,12661069,8515.0,8549
276,151,41,21,29,41,19,151,0,0,2.6,2.6,2.9,2.9,3.0,434,1,0,0,0,1,65534,1128.4,1258.6,65534,392.6,391
277,66,27,14,6,17,0,42,22,0,27.5,28.4,33.2,34.2,2.0,2189,1,0,0,0,1,144474,60197.5,74863.8,91938,1815.0,1817
278,70,24,0,3,42,5,74,0,0,7.7,7.3,9.4,8.9,3.0,659,0,1,0,0,1,46130,5074.3,5865.1,48766,539.0,540
279,754,301,130,204,90,0,213,512,0,9.9,10.3,11.9,12.4,8.0,8967,1,0,0,0,1,6761118,88773.3,111190.8,1909971,7464.6,7443
280,325,106,49,31,80,12,136,142,0,26.7,31.2,32.1,37.5,6.0,10437,1,0,0,0,1,3392025,278667.89999999997,391387.5,1419432,8677.5,8663
281,168,84,7,45,40,22,198,0,0,27.5,23.3,27.5,23.3,12.0,4622,0,1,0,0,1,776496,127105.0,107692.6,915156,4620.0,4622
282,226,99,50,43,63,5,260,0,0,4.0,3.5,4.0,3.5,7.0,915,0,0,0,1,1,206790,3660.0,3202.5,237900,904.0,915
283,335,83,71,71,111,17,353,0,0,75.8,72.0,75.8,72.0,12.0,25401,0,0,0,1,1,8509335,1925395.7999999998,1828872.0,8966553,25393.0,25401
284,76,21,51,3,0,0,63,12,0,7.5,7.6,9.0,9.1,5.0,686,1,0,0,0,1,52136,5145.0,6242.599999999999,43218,570.0,569
285,221,31,133,0,45,5,53,161,0,6.8,7.1,8.2,8.5,4.0,1822,1,0,0,0,1,402662,12389.6,15487.0,96566,1502.8,1512
286,1010,213,224,111,212,75,758,77,0,5.0,6.1,5.0,6.1,11.0,5053,0,1,0,0,1,5103530,25265.0,30823.3,3830174,5050.0,5053
287,116,46,12,22,35,15,130,0,0,16.7,14.9,16.7,14.9,10.0,1939,1,0,0,0,1,224924,32381.3,28891.100000000002,252070,1937.1999999999998,1939
288,39,25,0,3,14,0,11,31,0,2.9,2.7,2.9,2.7,1.0,114,0,1,0,0,1,4446,330.59999999999997,307.8,1254,113.1,114
289,170,75,12,23,39,0,108,41,0,9.0,10.3,9.0,10.3,8.0,1532,0,0,0,1,1,260440,13788.0,15779.6,165456,1530.0,1532
290,179,85,0,49,59,0,193,0,0,26.4,24.5,31.8,29.5,4.0,5690,1,0,0,0,1,1018510,150216.0,167855.0,1098170,4725.599999999999,4723
291,166,126,0,38,0,0,0,164,0,17.9,18.1,21.6,21.8,13.0,3580,1,0,0,0,1,594280,64081.99999999999,78044.0,0,2971.3999999999996,2971
292,354,48,34,174,73,25,354,0,0,16.5,16.5,16.5,16.5,10.0,5841,1,0,0,0,1,2067714,96376.5,96376.5,2067714,5841.0,5841
293,615,546,0,74,7,0,627,0,0,1.5,1.5,1.5,1.5,8.0,941,0,1,0,0,1,578715,1411.5,1411.5,590007,922.5,941
294,126,46,7,18,49,15,135,0,0,8.2,7.7,8.2,7.7,8.0,1035,0,1,0,0,1,130410,8487.0,7969.5,139725,1033.1999999999998,1035
295,1390,379,377,133,182,170,1241,0,0,4.0,4.5,4.0,4.5,13.0,5597,0,0,1,0,1,7779830,22388.0,25186.5,6945877,5560.0,5597
296,129,30,59,10,39,0,94,44,0,23.2,21.7,27.9,26.1,8.0,3600,1,0,0,0,1,464400,83520.0,93960.0,338400,2992.7999999999997,2988
297,203,35,48,6,14,100,203,0,0,15.9,15.9,15.9,15.9,5.0,3219,1,0,0,0,1,653457,51182.1,51182.1,653457,3227.7000000000003,3219
298,758,116,312,132,30,58,648,0,0,6.1,7.1,6.1,7.1,15.0,4630,1,0,0,0,1,3509540,28243.0,32873.0,3000240,4623.8,4630
299,558,92,116,57,196,0,461,0,0,7.4,8.9,7.4,8.9,6.0,4112,1,0,0,0,1,2294496,30428.800000000003,36596.8,1895632,4129.2,4112
300,25,14,0,4,7,0,22,0,3,23.2,23.2,23.2,23.2,6.0,580,1,0,0,0,1,14500,13456.0,13456.0,12760,580.0,580
301,850,94,348,205,45,74,320,446,0,12.9,14.3,15.5,17.2,5.0,13183,1,0,0,0,1,11205550,170060.7,226747.59999999998,4218560,10965.0,10942
302,235,78,10,123,68,0,13,82,184,4.0,3.4,4.8,4.0,9.0,1129,1,0,0,0,1,265315,4516.0,4516.0,14677,940.0,937
303,58,15,0,19,22,0,26,30,0,43.4,44.9,52.2,54.1,8.0,3030,1,0,0,0,1,175740,131502.0,163923.0,78780,2517.2,2515
304,316,14,118,14,155,0,139,151,11,8.2,8.6,8.2,8.6,8.0,2600,0,1,0,0,1,821600,21319.999999999996,22360.0,361400,2591.2,2600
305,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,19.0,25217,0,1,0,0,1,192481361,83216.09999999999,88259.5,34698592,25188.899999999998,25217
306,119,0,118,0,0,0,95,19,4,1.5,1.5,1.8,1.8,2.0,212,1,0,0,0,1,25228,318.0,381.6,20140,178.5,176
307,55,12,17,6,14,10,59,0,0,6.2,5.8,7.5,7.0,3.0,411,1,0,0,0,1,22605,2548.2000000000003,2877.0,24249,341.0,341
308,1644,240,858,177,91,115,1481,0,0,9.9,11.0,9.9,11.0,38.0,16357,1,0,0,0,1,26890908,161934.30000000002,179927.0,24224717,16275.6,16357
309,1193,196,667,149,115,54,516,485,180,2.5,2.5,3.0,3.1,12.0,3622,1,0,0,0,1,4321046,9055.0,11228.2,1868952,2982.5,3006
310,605,155,231,91,105,0,582,0,0,2.8,2.9,3.4,3.5,8.0,2041,1,0,0,0,1,1234805,5714.799999999999,7143.5,1187862,1694.0,1694
311,389,120,94,77,63,10,198,166,0,2.9,3.1,2.9,3.1,6.0,1134,0,1,0,0,1,441126,3288.6,3515.4,224532,1128.1,1134
312,132,56,0,27,38,7,128,0,0,9.0,9.3,10.8,11.2,8.0,1429,1,0,0,0,1,188628,12861.0,16004.8,182912,1188.0,1186
313,132,30,50,22,24,0,39,27,60,10.5,11.0,12.6,13.2,9.0,1666,1,0,0,0,1,219912,17493.0,21991.199999999997,64974,1386.0,1383
314,286,94,36,44,38,55,267,0,0,6.0,6.5,6.0,6.5,6.0,1727,1,0,0,0,1,493922,10362.0,11225.5,461109,1716.0,1727
315,305,73,87,39,63,10,272,0,0,14.8,16.6,14.8,16.6,7.0,4504,0,0,1,0,1,1373720,66659.2,74766.40000000001,1225088,4514.0,4504
316,268,73,105,0,70,0,248,0,0,17.9,19.4,20.6,22.2,8.0,5517,0,1,0,0,1,1478556,98754.29999999999,122477.4,1368216,4797.2,4800
317,110,36,15,0,49,10,110,0,0,23.2,23.2,23.2,23.2,24.0,2553,0,1,0,0,1,280830,59229.6,59229.6,280830,2552.0,2553
318,3963,1184,616,952,1091,42,3885,0,0,4.3,4.4,4.3,4.4,11.0,16921,0,1,0,0,1,67057923,72760.3,74452.40000000001,65738085,17040.899999999998,16921
319,397,83,252,16,58,0,409,0,0,18.8,18.2,22.6,22.0,7.0,8987,1,0,0,0,1,3567839,168955.6,197714.0,3675683,7463.6,7459
320,254,90,39,3,117,0,119,100,30,15.3,15.6,15.3,15.6,11.0,3877,0,1,0,0,1,984758,59318.100000000006,60481.2,461363,3886.2000000000003,3877
321,134,73,0,22,14,0,33,76,0,15.6,19.2,18.8,23.1,8.0,2516,1,0,0,0,1,337144,39249.6,58119.600000000006,83028,2090.4,2088
322,266,101,70,26,56,5,258,0,0,17.7,18.2,21.3,21.9,8.0,5657,1,0,0,0,1,1504762,100128.9,123888.29999999999,1459506,4708.2,4695
323,237,114,11,44,42,0,181,30,0,13.5,15.2,16.3,18.3,9.0,3857,1,0,0,0,1,914109,52069.5,70583.1,698117,3199.5,3201
324,1243,555,15,245,394,10,1219,0,0,9.2,9.4,11.1,11.4,9.0,13843,1,0,0,0,1,17206849,127355.59999999999,157810.2,16874617,11435.599999999999,11490
325,666,138,233,124,105,5,605,0,0,1.1,1.2,1.1,1.2,13.0,752,1,0,0,0,1,500832,827.2,902.4,454960,732.6,752
326,1810,349,423,377,457,10,1616,0,0,16.2,18.2,16.2,18.2,35.0,29399,0,0,1,0,1,53212190,476263.8,535061.7999999999,47508784,29322.0,29399
327,88,56,7,15,7,0,9,76,0,26.1,27.0,31.5,32.6,6.0,2770,1,0,0,0,1,243760,72297.0,90302.0,24930,2296.8,2299
328,62,19,8,9,15,0,51,0,0,14.2,17.3,15.3,18.6,5.0,949,1,0,0,0,1,58838,13475.8,17651.4,48399,880.4,883
329,305,59,102,19,60,21,138,123,0,28.5,33.3,34.4,40.2,10.0,10484,1,0,0,0,1,3197620,298794.0,421456.80000000005,1446792,8692.5,8702
330,349,107,93,97,52,0,286,63,0,10.6,10.6,10.6,10.6,8.0,3703,1,0,0,0,1,1292347,39251.799999999996,39251.799999999996,1059058,3699.4,3703
331,156,0,133,0,10,0,143,0,0,4.5,4.9,5.4,5.9,4.0,849,1,0,0,0,1,132444,3820.5,5009.1,121407,702.0,705
332,100,24,76,3,7,0,40,70,0,14.3,13.0,14.3,13.0,15.0,1434,1,0,0,0,1,143400,20506.2,18642.0,57360,1430.0,1434
333,222,20,5,93,73,0,47,144,0,11.0,12.8,13.3,15.5,4.0,2952,1,0,0,0,1,655344,32472.0,45756.0,138744,2442.0,2450
334,506,54,161,43,173,80,511,0,0,6.9,6.8,6.9,6.8,9.0,3500,1,0,0,0,1,1771000,24150.0,23800.0,1788500,3491.4,3500
335,123,28,0,47,15,25,115,0,0,15.4,16.5,17.7,18.9,3.0,2179,0,1,0,0,1,268017,33556.6,41183.1,250585,1894.2,1896
336,252,0,109,143,0,0,109,143,0,27.1,27.1,27.1,27.1,11.0,6821,0,1,0,0,1,1718892,184849.1,184849.1,743489,6829.200000000001,6821
337,258,186,40,19,10,0,0,255,0,5.4,5.5,6.5,6.6,4.0,1678,1,0,0,0,1,432924,9061.2,11074.8,0,1393.2,1393
338,166,67,88,6,0,0,37,120,4,15.7,16.2,18.9,19.5,7.0,3137,1,0,0,0,1,520742,49250.899999999994,61171.5,116069,2606.2,2604
339,181,45,39,38,42,5,169,0,0,20.1,21.5,22.6,24.2,10.0,4088,0,1,0,0,1,739928,82168.8,98929.59999999999,690872,3638.1000000000004,3638
340,284,99,112,26,28,0,220,27,18,11.4,12.2,11.4,12.2,4.0,3234,1,0,0,0,1,918456,36867.6,39454.799999999996,711480,3237.6,3234
341,52,0,60,0,0,0,0,55,5,4.8,4.2,5.8,5.1,3.0,304,1,0,0,0,1,15808,1459.2,1550.3999999999999,0,249.6,252
342,102,72,0,18,0,7,0,97,0,10.1,10.6,12.1,12.8,3.0,1239,1,0,0,0,1,126378,12513.9,15859.2,0,1030.2,1028
343,58,26,29,3,0,0,22,36,0,11.9,11.9,14.4,14.4,5.0,833,1,0,0,0,1,48314,9912.7,11995.2,18326,690.2,691
344,1196,626,108,56,413,5,1208,0,0,6.5,6.5,6.5,6.5,15.0,7824,0,0,0,1,1,9357504,50856.0,50856.0,9451392,7774.0,7824
345,38,30,0,8,0,0,32,0,6,6.5,6.5,6.5,6.5,4.0,247,1,0,0,0,1,9386,1605.5,1605.5,7904,247.0,247
346,84,33,0,21,27,0,61,20,0,32.6,33.8,39.3,40.7,10.0,3299,1,0,0,0,1,277116,107547.40000000001,134269.30000000002,201239,2738.4,2738
347,73,18,14,8,44,0,40,44,0,15.4,13.3,18.5,16.1,6.0,1351,1,0,0,0,1,98623,20805.4,21751.100000000002,54040,1124.2,1121
348,449,352,12,12,52,0,0,428,0,35.7,37.5,43.0,45.2,8.0,19328,1,0,0,0,1,8678272,690009.6000000001,873625.6000000001,0,16029.300000000001,16042
