size_D,duration_D,app,har,dba,nlan,t01,t02,t03,t04,t05,t07,t09,t10,t11,t12,t13,t14,t15,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_7,Generated_Var_9,Generated_Var_10,Generated_Var_12,Generated_Var_13,Generated_Var_14,Generated_Var_17,Generated_Var_18,effort_D
0.20624804,0.13335319,0.09193629580637042,0.061229214,0.106458545,0.18900275,0.09963086,0.14860255,0.25960103,0.08017355,0.016357452,0.1323562179413731,0.117152184,0.094180524,0.039858702391522144,0.06879218712078128,0.14935088,0.15436256926175418,0.06134361,0.072362274,0.28093264,0.041099533,0.055263557,0.12021645721298745,0.05178729682127031,0.08521426,0.10042067,0.0397985,0.03892593,0.15207683,0.10025266,0.19562414
0.28032875,0.2654929,0.2761255723874428,0.03339787,0.21623242,0.0567279,0.52457154,0.49866664,0.45208848,0.23528999,0.15912846,0.521745431304726,0.30759785,0.22577387,0.015476510928590656,0.3392257660774234,0.49042326,0.5662777739766665,0.24479797,0.23865941,0.11237374,0.037984565,0.084101684,0.0314319598859176,0.057942668205733176,0.025230784,0.011530455,0.053713426,0.059837714,0.10620296,0.024375245,0.4061222
0.2022473,0.078259155,0.035443108455689154,0.100813106,0.05117351,0.27544892,0.01755482,0.04695785,0.21424985,0.042607546,0.070174724,0.03629435817766149,0.08472267,0.075101465,0.11038067062284024,0.025687453431254656,0.020971656,0.02795103367706202,0.01692909,0.037507325,0.35632193,0.06270726,0.05400238,0.167306700038402,0.07960178603982139,0.12099448,0.15772271,0.06624888,0.039133504,0.1783436,0.1294406,0.1409261
0.46956396,0.3576045,0.27879134212086576,0.27284986,0.14234823,0.49180984,0.20434928,0.20240408,0.47747284,0.18928331,0.23831996,0.3099408885964533,0.29994127,0.30068472,0.3129450187767011,0.18737836126216387,0.19179446,0.14869869892192195,0.24978521,0.17837784,0.5364866,0.30007562,0.3189327,0.4050259243015555,0.32641878735812124,0.36014086,0.35784316,0.29027897,0.28359866,0.43125194,0.34406257,0.3862508
0.25818816,0.17447147,0.13658178634182136,0.025500417,0.0661546,0.15683068,0.2197938,0.20545429,0.33617893,0.096861064,0.021722525,0.26104641566278497,0.14909613,0.1270341,0.018230856093851368,0.10705132929486706,0.20129234,0.23136730388203824,0.106345534,0.07278296,0.2160418,0.031477436,0.06193561,0.09546110572766633,0.05363141963685804,0.06145143,0.062464762,0.039758325,0.04021786,0.143704,0.056456804,0.27060258
0.15808855,0.045493092,0.017552880244711973,0.10317697,0.0754686,0.24201922,0.02533105,0.0024813116,0.16062921,0.058702946,0.0729596,0.011663899699833983,0.040989384,0.03935702,0.09659733579584015,0.03572377242762275,0.0792658,0.06467563388053803,0.027534008,0.08319309,0.3278282,0.044076964,0.0332359,0.12900656774039407,0.06292022370797762,0.08334814,0.13546292,0.048106447,0.023784295,0.12877783,0.123117834,0.10285001
0.66035485,0.57801294,0.5614039938596006,0.55730116,0.5201365,0.7035471,0.437828,0.543958,0.68307036,0.5292195,0.5112263,0.55152583309155,0.58335197,0.58866465,0.5844784750687085,0.5291789470821052,0.52874154,0.45036360702181644,0.51808345,0.5412288,0.7404856,0.5807328,0.59511167,0.6544113392646804,0.599964740003526,0.62693673,0.6150104,0.5878262,0.58433914,0.65121317,0.6002439,0.62471634
0.14607999,0.08347377,0.04553214744678525,0.086314216,0.12682247,0.18269871,0.09206566,0.09884745,0.16865042,0.09585887,0.059828013,0.057441713446502805,0.05861576,0.04366298,0.08175513490530809,0.10293068470693152,0.17167765,0.17092074025524442,0.05883062,0.12702927,0.27429944,0.02334772,0.03230544,0.08887549533252972,0.028541875145812485,0.058657136,0.09714483,0.028006762,0.01968892,0.10504168,0.11118984,0.1228272
0.19470358,0.076376274,0.03726793627320637,0.106554285,0.070249975,0.2642386,0.02242136,0.05996406,0.20409495,0.055962026,0.07451996,0.03416598204995892,0.0835226,0.07283054,0.10442607626556458,0.02801081219891878,0.03818786,0.043461532607691956,0.021875292,0.053444207,0.34728962,0.059451133,0.049469076,0.15841380950482856,0.07993895200610479,0.11293432,0.15253767,0.06362216,0.035264716,0.16818225,0.13000652,0.14168015
0.16691709,0.055782836,0.023500872649912734,0.10508086,0.07521367,0.24313913,0.040857702,0.019415319,0.16840234,0.0508523,0.08295795,0.02404958144297489,0.046309978,0.045829117,0.10727002643620158,0.041950221804977816,0.082665205,0.06898949013936942,0.033662736,0.084094614,0.3239044,0.04515198,0.037323453,0.13214023792841428,0.06311661868833812,0.087465554,0.13922934,0.054900125,0.02404967,0.13420287,0.12701398,0.11452153
0.18448399,0.07305476,0.03148106885189311,0.10104738,0.061320066,0.26488295,0.033786863,0.032676786,0.19861412,0.059493363,0.07488096,0.0400031684001901,0.07075153,0.06641674,0.1190281731416904,0.03659718834028117,0.06325984,0.05578461634707698,0.033388853,0.06690788,0.34429726,0.061574712,0.046850346,0.14824258889455535,0.07948773205122679,0.10796821,0.1563502,0.06776945,0.03479664,0.1619294,0.13428086,0.14333114
0.30019748,0.16780333,0.11914903208509678,0.16905172,0.059120297,0.3812999,0.07045573,0.08002639,0.32152373,0.09052968,0.13177276,0.13571234814274089,0.16447204,0.17315227,0.21045747262744838,0.09372868062713194,0.056029797,0.049815150988909054,0.09720835,0.07995567,0.4458198,0.16397825,0.16642424,0.273439116406347,0.19628506037149396,0.22127981,0.24996948,0.15604092,0.14062686,0.28576654,0.2144359,0.24291556
0.33377135,0.24371234,0.23525180647481933,0.042362675,0.14791495,0.14818995,0.33957905,0.36374652,0.42859864,0.18640882,0.053804457,0.4027684541661073,0.2416921,0.22441235,0.02533783152026989,0.17728818227118176,0.29797584,0.3449372206962332,0.17761934,0.122718066,0.2023773,0.07887219,0.10779806,0.11859591711575503,0.10001544999845499,0.09919673,0.0740304,0.07384892,0.086785525,0.18226014,0.06898938,0.34937644
0.16591397,0.079206765,0.03598664340133565,0.10092358,0.11372018,0.22058395,0.025925398,0.08280504,0.1658401,0.080495715,0.063061655,0.027909652674579163,0.08038224,0.051297814,0.08278041096682466,0.0510169218983078,0.08650941,0.09155524549331473,0.034163505,0.08015743,0.32324293,0.041473076,0.035045452,0.12759710765582646,0.061726191827380816,0.08636467,0.124009565,0.04003042,0.030335724,0.14030811,0.11538324,0.12087716
0.17335963,0.06818353,0.03356708264329174,0.11097406,0.10879928,0.24622016,0.023617297,0.0768708,0.17575137,0.07559401,0.07145029,0.03098215385892923,0.08039346,0.061477467,0.09967564598053875,0.04432788056721194,0.06805673,0.07299679937980796,0.028009623,0.074246615,0.33789542,0.053802013,0.041532435,0.14211330852679852,0.07525356847464315,0.10045026,0.14606924,0.051489547,0.031925827,0.15564696,0.12700358,0.1248153
0.20908415,0.08213678,0.04719800728019927,0.11523764,0.07630193,0.28111663,0.026797175,0.058166683,0.21966192,0.058064222,0.07988003,0.04897816793869007,0.084581405,0.08714108,0.13162689789761386,0.05096035690396431,0.04467362,0.056075248364514906,0.036447078,0.07072812,0.3617164,0.083333686,0.064992435,0.17162708029762483,0.10304698969530102,0.12870951,0.17032184,0.0777608,0.05544527,0.18286873,0.14827374,0.16170312
0.16725883,0.063468784,0.020817634918236506,0.09919764,0.07929385,0.23685756,0.028375328,0.048380494,0.1761384,0.056901515,0.0654234,0.02534860552091633,0.061322898,0.04800178,0.09850995591059736,0.04311060568893943,0.06663841,0.07036108422166507,0.024731696,0.06609008,0.3246487,0.04057254,0.032686047,0.12715030762901847,0.05611885438811456,0.08763839,0.13575739,0.039418146,0.020565823,0.14196116,0.11814505,0.11812908
0.23854393,0.11901739,0.08044115195588479,0.10998346,0.08932203,0.29299405,0.046501487,0.10620588,0.24707192,0.08289653,0.06271079,0.08168478490108709,0.11963257,0.1110487,0.12145813728748824,0.041137392886260706,0.061291426,0.06725523403531404,0.04007879,0.06645471,0.36760092,0.09138374,0.09099945,0.1964354017861241,0.11285229371477062,0.14845106,0.16729034,0.101057544,0.08205785,0.20626655,0.15577856,0.1947826
0.25314143,0.16822796,0.12522625747737423,0.060901657,0.09116703,0.24490753,0.12102696,0.13984287,0.3037812,0.09626168,0.047016114,0.1622051797323108,0.14368361,0.12817198,0.07285644437138666,0.05744042425595757,0.12100226,0.12184328731059724,0.07013652,0.06957981,0.32214907,0.080627635,0.1037165,0.18212171092730267,0.08532767646723234,0.13547118,0.1389466,0.08861227,0.083314046,0.20001572,0.12378907,0.24669449
0.3546611,0.26209706,0.23541017645898232,0.060504124,0.14669466,0.23352927,0.30798095,0.32140213,0.43146443,0.19571942,0.060996145,0.3883714933022896,0.22910571,0.24650455,0.08806242528374553,0.1413884858611514,0.22294664,0.2633250557995034,0.18599913,0.10182592,0.25904816,0.13238096,0.14537683,0.18126295087577707,0.1495088650491135,0.14974965,0.1509065,0.12245397,0.11617021,0.23497798,0.116455644,0.3571627
0.25865805,0.12941608,0.07858953214104678,0.11999072,0.029091656,0.3262344,0.04511541,0.0533666,0.27020538,0.04384482,0.08844206,0.07813276468796589,0.11982739,0.11580503,0.1426505385590323,0.02844562815543718,0.02291131,0.01935795116147707,0.04106596,0.03869617,0.3948635,0.10466328,0.10227438,0.220095483205729,0.12554192744580725,0.16856954,0.18983288,0.11244972,0.07881129,0.22624877,0.16661817,0.19430764
0.13864373,0.046982985,0.027754050224594977,0.112593934,0.13338578,0.21840943,0.014741689,0.077655256,0.15771373,0.08316499,0.0719375,0.01705242802314568,0.06637815,0.0436894,0.07640365458421929,0.07257970274202973,0.111792415,0.11320329679219782,0.03520906,0.106226474,0.32560188,0.047423095,0.024973981,0.11163475269808518,0.07277400272259972,0.07858357,0.12813215,0.03465669,0.029332846,0.12553917,0.124978006,0.09647513
0.17362264,0.05688833,0.030706208929379104,0.10256024,0.097059906,0.24816209,0.025791347,0.029318064,0.18213439,0.066470385,0.062406987,0.033197464991847905,0.057895005,0.05601819,0.10276629616597777,0.05417766458223353,0.08242968,0.07394397443663847,0.033759058,0.08388421,0.33352908,0.053743646,0.046842538,0.1369741382184483,0.07135637886436211,0.09637807,0.1452901,0.05380045,0.036988437,0.14748164,0.13019216,0.12106483
0.2756194,0.21091147,0.19472118052788195,0.031626478,0.13175917,0.11506944,0.35208666,0.32599676,0.39534992,0.15220565,0.06203839,0.37192347231540834,0.22198641,0.1709018,0.00713703082822185,0.19582875041712497,0.30768234,0.3578340614700437,0.15985829,0.13027945,0.17567131,0.03232634,0.07396417,0.07018533421112005,0.06453887354611265,0.04433581,0.0410262,0.042670414,0.046382234,0.13274327,0.03408505,0.3251912
0.23554157,0.12729423,0.08538771146122885,0.15083818,0.1167804,0.31961158,0.06237778,0.09686297,0.24685901,0.07468021,0.108902454,0.09352498561149913,0.11166644,0.12841111,0.17997309079838547,0.09196861680313831,0.08226389,0.0828871149732269,0.08324376,0.11523417,0.38765788,0.1327444,0.10357272,0.20796215247772915,0.1502493849750615,0.15762617,0.2054275,0.120498195,0.096308306,0.21491006,0.19239151,0.19319758
0.33822364,0.20400669,0.14439392556060743,0.1734903,0.039040625,0.398337,0.08150816,0.073821485,0.35112134,0.080438375,0.13580102,0.1634949698096982,0.17694563,0.18562806,0.21470692288241539,0.0809592219040778,0.06633654,0.033293934997636096,0.11920065,0.07707545,0.45455152,0.1883398,0.18909273,0.2929382475762949,0.21188198881180112,0.24298584,0.26403084,0.18023361,0.16312282,0.3118537,0.2303195,0.2706862
0.2592236,0.19497453,0.1332447866755213,0.19295375,0.16484874,0.3737282,0.06447348,0.10746479,0.27373344,0.11905879,0.13804606,0.13599999815999989,0.16146377,0.15254721,0.2237701134262068,0.15752042424795756,0.13192052,0.10706729642403778,0.1389525,0.1501936,0.43895435,0.17822057,0.16037002,0.24343611460616688,0.19957262004273799,0.20775504,0.2427552,0.1446387,0.15222071,0.27461505,0.2339758,0.19839774
0.32082152,0.24623385,0.18750563124943687,0.14599557,0.112181604,0.34434634,0.15691763,0.15773195,0.36240622,0.13532329,0.10492331,0.20752623245157398,0.19146127,0.19836715,0.1662779699766782,0.09302755069724492,0.13902318,0.11829060709743643,0.13437301,0.10782108,0.38983166,0.16911566,0.17228028,0.262035015722101,0.17265355273464472,0.21287835,0.21837851,0.15981294,0.15353645,0.27927637,0.21206439,0.27251104
0.2673633,0.25559756,0.22297575770242423,0.032781795,0.17262483,0.10897922,0.40662754,0.35673958,0.4016564,0.20846868,0.108330786,0.41985556519133393,0.23737648,0.19842458,0.015655756939345417,0.24546772545322745,0.3609655,0.4207740052464403,0.1955873,0.17548946,0.1692629,0.047273725,0.08821965,0.07593411455604687,0.06320612967938702,0.04708231,0.048104685,0.05128251,0.06658386,0.13834088,0.04446782,0.33695763
0.13566175,0.035205696,0.00609169839083016,0.11361013,0.087210774,0.21659121,0.05409482,0.005091846,0.1361179,0.05821675,0.08177483,0.008879080532744832,0.020857155,0.024319813,0.10672952640377158,0.06415768858423114,0.117361724,0.09997600599856035,0.044658214,0.10684344,0.29801646,0.02980499,0.016856305,0.09874063592443816,0.04873786512621349,0.057272386,0.12262161,0.03559318,0.005119577,0.105225414,0.117811814,0.080203176
0.26780155,0.1506865,0.10451325954867405,0.14618205,0.054967165,0.34660855,0.065942675,0.05591464,0.2781935,0.07721084,0.10932097,0.10335980620158838,0.121341795,0.13852966,0.18140783088446985,0.07668759633124037,0.060363233,0.04173499550409973,0.09086448,0.075941116,0.4122741,0.13567233,0.14446259,0.23768414426104867,0.16722509327749066,0.18480931,0.21763608,0.13295297,0.11503485,0.24862713,0.1947588,0.20477611
0.38598472,0.27737275,0.2416248258375174,0.27807045,0.19541621,0.4711904,0.15493959,0.20899457,0.38674527,0.2113567,0.25649402,0.23163896389833785,0.2707901,0.27578482,0.31714761902885713,0.19002373099762687,0.18298477,0.12929559775773586,0.2151627,0.21225616,0.5254052,0.29490957,0.28427944,0.3768536626112198,0.3144554685544531,0.32364565,0.34877414,0.28787357,0.26138735,0.37228048,0.3247173,0.35120672
0.32212913,0.20880048,0.1497413550258645,0.14606436,0.054965556,0.35774276,0.100436,0.09347999,0.34008363,0.09105128,0.09028506,0.17305964038357843,0.15603247,0.1715478,0.17030981021858863,0.07538171846182815,0.073323935,0.05783638747018325,0.11537579,0.06274426,0.41019776,0.15929562,0.16870514,0.26506568590394114,0.1822533617746638,0.21084042,0.2269179,0.15876992,0.14146908,0.28682506,0.20488614,0.25749737
0.5904051,0.4771859,0.4338357566164243,0.46482772,0.3737076,0.6296466,0.3215155,0.34629452,0.61436194,0.38170135,0.4230757,0.45842162750529764,0.4751496,0.47840568,0.4923646795418808,0.400652579934742,0.36986613,0.3015319180919151,0.41770372,0.39551857,0.68378794,0.4819361,0.48974445,0.5558055933483357,0.5098853490114651,0.5216192,0.5360651,0.45650756,0.47571993,0.58202046,0.50411564,0.5302151
0.2800885,0.2292108,0.18557956144204385,0.014541462,0.11849809,0.14093706,0.28870285,0.2908911,0.38931602,0.13412726,0.04926437,0.3428191205691472,0.21256194,0.17330873,0.015547559932853597,0.15717937428206255,0.24599218,0.28321845699310744,0.13954216,0.109594196,0.21423993,0.054330483,0.08202409,0.10238912614334757,0.05573969442603056,0.07386771,0.07220262,0.047179744,0.07184829,0.15768464,0.052937984,0.31435382
0.24928519,0.14902279,0.09790644520935547,0.16139598,0.11110175,0.33748442,0.06738368,0.085903764,0.26339838,0.08206403,0.124558866,0.1102761866165712,0.13248754,0.13736108,0.1917058815023529,0.09227296077270392,0.08639544,0.07185876431152585,0.09577027,0.1144084,0.4073245,0.14484617,0.116333716,0.22308352338501142,0.16362818363718162,0.17315045,0.22189969,0.1339521,0.11213808,0.23235252,0.2038632,0.20435558
0.17309906,0.08006576,0.05164436483556351,0.11709426,0.16073668,0.24828625,0.029002756,0.08560789,0.1731588,0.14097154,0.054513335,0.05842365650541939,0.095840305,0.08142461,0.11555000693300042,0.07759424224057578,0.13043028,0.11829680709780842,0.041665375,0.1269615,0.35284632,0.08728105,0.05583135,0.14992899899573994,0.10384073961592603,0.10252215,0.15566736,0.07697524,0.059454337,0.15729746,0.15048382,0.14019644
0.15411474,0.06639977,0.024838161516183847,0.09182234,0.08712512,0.21471919,0.0442096,0.045981348,0.15534447,0.068617046,0.05393055,0.02145266628715998,0.048338085,0.032841086,0.10025291601517497,0.06944718305528169,0.11312586,0.10365790621947438,0.04287535,0.09692249,0.3013253,0.032692954,0.030909277,0.10337614620256878,0.047365615263438465,0.06679006,0.11844632,0.0349648,0.012896165,0.11598909,0.11899346,0.10438074
0.2540834,0.15092276,0.099898310010169,0.13232492,0.0828467,0.34507656,0.050374478,0.07760465,0.28069356,0.096594214,0.08514586,0.09885158593109515,0.14910182,0.13754973,0.17008849020530942,0.06799324320067568,0.078662366,0.06611815396708924,0.070578635,0.08170357,0.41463184,0.128167,0.12716797,0.23336192400171546,0.1507804349219565,0.19216274,0.20969942,0.12764408,0.11626376,0.23501757,0.19724554,0.2169626
0.4272622,0.33399206,0.27056113294388673,0.20249791,0.12461692,0.3813383,0.23882318,0.21542227,0.45163667,0.19278449,0.16660652,0.3352909201174552,0.23578256,0.2664668,0.21102511266150675,0.15255959474404052,0.1786387,0.16320378979222738,0.22103909,0.14079896,0.41411284,0.2332485,0.25117388,0.318583149114989,0.25339809466019053,0.27822676,0.26082072,0.22975056,0.21536471,0.35364926,0.25321776,0.38075083
0.25513116,0.15765308,0.11700800429919957,0.045136318,0.065454006,0.22705269,0.12829337,0.13418192,0.2993802,0.084456146,0.041671813,0.17044013022640783,0.1271168,0.12158856,0.05704056042243363,0.04933109506689049,0.116858006,0.12357271741436306,0.06590447,0.057653487,0.2972884,0.06831467,0.087163724,0.1584775795086548,0.06839992916000708,0.117301196,0.11794712,0.06925659,0.07286973,0.18220577,0.10350773,0.24342473
0.2466763,0.13984339,0.07754621624537837,0.04399182,0.021829545,0.23279765,0.09339818,0.095579386,0.28257507,0.03119868,0.01994288,0.1350998181059891,0.100971535,0.10151258,0.05652791639167498,0.01599657340034266,0.06293562,0.07551551453093087,0.047179192,0.00986585,0.2936332,0.050040767,0.059379227,0.14858150891489055,0.055677214432278556,0.099338785,0.11745897,0.05029194,0.040606022,0.17459217,0.09629351,0.20156966
0.11377972,0.079170346,0.07587862741213726,0.21093006,0.2761557,0.24822985,0.125969,0.11149609,0.11777688,0.22158962,0.16366205,0.0837580150254809,0.077267736,0.08574732,0.18485936109156167,0.20281130971886902,0.26243132,0.23895211433712688,0.13306311,0.27641198,0.3410961,0.10849172,0.060932048,0.13298833797930026,0.14195358580464143,0.09180212,0.1720439,0.09778379,0.07342197,0.11969943,0.20496234,0.10654863
0.23991808,0.12155238,0.08645630535436946,0.14042278,0.090334594,0.3149647,0.06340903,0.08377063,0.2495907,0.07153338,0.10495192,0.08164471889868313,0.118887246,0.11775455,0.16223331973399918,0.0711807828819217,0.07907957,0.07333440040006402,0.069642514,0.09895125,0.38320285,0.113833785,0.098572664,0.20643654238619255,0.13355833664416633,0.15869614,0.19236895,0.11949228,0.08625515,0.21155778,0.18585607,0.19866107
0.1680583,0.08521205,0.04781619721838028,0.089662686,0.09228307,0.20701462,0.09512246,0.06444222,0.1712861,0.08576316,0.057991803,0.06497532389851944,0.047329918,0.05073929,0.10006563600393817,0.08313294168670582,0.15927035,0.14578831874729914,0.062496662,0.114611775,0.27767724,0.033971086,0.043069415,0.10448094626885678,0.048799285120071485,0.067553565,0.11011332,0.050683632,0.021626458,0.116750896,0.11861044,0.137925
0.44098657,0.3600094,0.31614729838527017,0.3409499,0.2710213,0.5180982,0.23804635,0.25720292,0.43354237,0.267479,0.31232622,0.2974558178473491,0.3400983,0.32782042,0.3856264631375878,0.2677391232260876,0.275707,0.225502683530161,0.28642288,0.31426868,0.55794454,0.3575917,0.33978704,0.41906907514414454,0.36896094310390565,0.38045943,0.38798895,0.36434567,0.33753943,0.42023224,0.3920055,0.4203928
0.31234065,0.19286919,0.13632196636780336,0.036015287,0.02548039,0.21487693,0.18257642,0.15443474,0.35793686,0.07061505,0.024805486,0.2552568453154107,0.15018085,0.15218708,0.04779242286754538,0.05436357456364254,0.12658691,0.14070040844202453,0.09955123,0.026757121,0.26467395,0.07609549,0.09040914,0.1446713886802833,0.08547616645238335,0.10939218,0.10414219,0.067565665,0.06783055,0.20228405,0.07823512,0.27561992
0.3777517,0.27922302,0.22444423755557624,0.12992005,0.091492414,0.30304658,0.24205804,0.20123863,0.43068892,0.16294247,0.09854531,0.3371240202274412,0.2054792,0.24345136,0.1376241682574501,0.12791211720878828,0.14966291,0.16273403976404238,0.18212953,0.08865073,0.33688432,0.15752092,0.18303058,0.2441770246506215,0.19306641069335892,0.1965634,0.1995861,0.14683165,0.14742602,0.28990394,0.1630744,0.34184653
0.30249774,0.16332981,0.11397615460238454,0.1570533,0.0373863,0.37587136,0.072615,0.07121515,0.31895924,0.08430886,0.121598214,0.12715484762929086,0.15553969,0.16291675,0.19641530178491812,0.06989278701072128,0.04040128,0.032932908975974534,0.089078486,0.05758983,0.4343416,0.15287858,0.15849075,0.26839505610370334,0.18290084170991583,0.21331418,0.24365795,0.15137963,0.1290556,0.28035104,0.20534784,0.23558897
0.15126649,0.06586456,0.03333310466668953,0.14740308,0.12094414,0.25952086,0.04046601,0.03490889,0.16489738,0.09791124,0.11766398,0.03674954220497253,0.07386628,0.073130086,0.12703605762216347,0.07690759730924027,0.09626138,0.08673042520382551,0.056137204,0.12124297,0.34927836,0.08449046,0.042616628,0.14780746886844814,0.09528934047106594,0.10198262,0.1529543,0.06299801,0.049502313,0.14776765,0.15097326,0.11701472
0.4176665,0.3843073,0.37877699212230076,0.044254914,0.25969929,0.08604415,0.66563714,0.6262737,0.60324895,0.31854802,0.15830144,0.7127241927634516,0.44039002,0.33878145,0.021503613290216796,0.37629222237077775,0.51891786,0.6218155373089322,0.34028712,0.22545806,0.105266705,0.0994654,0.15451047,0.07738017464281048,0.1395678560432144,0.065911666,0.057475578,0.11301805,0.10422236,0.18961996,0.01639244,0.5122232
0.31404582,0.21074618,0.1515440948455905,0.053900316,0.060118735,0.22736543,0.18864828,0.18853521,0.3517936,0.096318126,0.035254955,0.2575638454538307,0.16038996,0.15776438,0.05828495649709739,0.06637945336205466,0.1391958,0.16277385976643158,0.114158034,0.043004066,0.27371722,0.08331087,0.0981651,0.15562333933740036,0.09508025049197494,0.11493875,0.11668663,0.07806657,0.08098224,0.20629539,0.098290205,0.27598485
0.59005505,0.5350558,0.4425151557484844,0.47489953,0.37468457,0.64121324,0.345527,0.3541507,0.61231315,0.3835165,0.43702653,0.47345532840731974,0.490505,0.47353932,0.5203078712184722,0.39747720025227995,0.37030292,0.31192447871546874,0.44759038,0.38722768,0.67831135,0.50062174,0.48485532,0.556739633404378,0.5081211491878851,0.51385754,0.5265742,0.46611273,0.47462273,0.58686453,0.51759046,0.52684486
0.20820516,0.13554122,0.10017970998202899,0.12330304,0.14302117,0.28414872,0.054172903,0.09882587,0.21436237,0.105914295,0.09811652,0.0819237249154235,0.11686376,0.11366314,0.13682745820964748,0.09237136476286352,0.109081835,0.09831697589901855,0.068648815,0.1257352,0.37417072,0.10433358,0.1051045,0.19173257150395429,0.12758061724193825,0.14836119,0.17819922,0.11016111,0.0931755,0.19449246,0.17123452,0.17824465
0.12825914,0.04860029,0.023649853635014637,0.11843316,0.14013457,0.21935624,0.028643936,0.076863825,0.13430117,0.084983826,0.07203621,0.017921061075263665,0.04924965,0.032662705,0.08462212007732721,0.060369336963066296,0.113330126,0.10928500655710038,0.041205823,0.10592696,0.3262214,0.038300008,0.02156461,0.11628643697718621,0.06575553942444605,0.07319559,0.12714681,0.024266213,0.022055581,0.1190896,0.12505046,0.087602094
0.21226421,0.11667661,0.05869484813051518,0.033307955,0.015565455,0.20010012,0.09398213,0.076521754,0.24978209,0.022913724,0.012679696,0.12265845735950745,0.07691443,0.067390904,0.041544842492690554,0.024341521565847842,0.09005314,0.09677470580648236,0.041626304,0.018332243,0.2665103,0.020095736,0.03645485,0.11155310169318611,0.029599023040097695,0.06804553,0.084687516,0.023489103,0.01871632,0.14098275,0.07647815,0.1895973
0.3961867,0.27635247,0.2114338188566181,0.24184833,0.10575795,0.45941895,0.13421702,0.12671721,0.4114393,0.15241289,0.20159349,0.23056337383380243,0.24339703,0.24509725,0.2933741376024483,0.16890157310984266,0.13617063,0.10859054651543279,0.19221506,0.15317222,0.50976264,0.25752592,0.26437092,0.35401394124083646,0.2804291519570848,0.30631682,0.3238001,0.24335127,0.2364965,0.37678468,0.3015841,0.33050144
0.4010501,0.28913462,0.21963255803674417,0.20633878,0.09651607,0.41107714,0.16662401,0.1405198,0.41831824,0.1478185,0.15643284,0.25077071504624293,0.22498086,0.24313074,0.22386595343195723,0.13578857642114234,0.1392399,0.10221529613291777,0.18730485,0.12417343,0.4564618,0.22760111,0.23498943,0.3284166197049972,0.24993591500640847,0.2775792,0.28097942,0.2177551,0.20731367,0.3524605,0.2681575,0.31835848
0.19223905,0.07404107,0.02644951335504866,0.08652492,0.041594267,0.25968328,0.016228735,0.040414095,0.20820317,0.036926866,0.053202152,0.03133145187988711,0.078026205,0.05878727,0.09466928568015714,0.011484055851594415,0.023920447,0.028716267722976065,0.011176586,0.030930728,0.34606844,0.048855916,0.038676508,0.15179622910777377,0.06184788881521112,0.10655813,0.1429988,0.0525036,0.02683331,0.16235365,0.1175175,0.13743803
0.055241086,0.06391445,0.0994006740599326,0.26808155,0.37973076,0.22971721,0.14341658,0.17910445,0.0947808,0.2821939,0.19666103,0.0839463650367819,0.08513872,0.10215086,0.1643697598621856,0.26998192300180773,0.36964446,0.3306213798372828,0.16757569,0.3707566,0.34435996,0.11470646,0.048769437,0.1110637866638272,0.1714524328547567,0.082157195,0.18724638,0.11609812,0.079021946,0.085424855,0.23092496,0.07805212
0.41283268,0.29300648,0.20716865928313405,0.22808124,0.08691138,0.4586413,0.13935074,0.13246346,0.42173102,0.1263063,0.19686005,0.23770380426222826,0.24665532,0.24403131,0.278139116688347,0.1425180557481944,0.12950122,0.0911017114661027,0.1869654,0.13152042,0.50954884,0.25087333,0.25979355,0.35566392133983527,0.2733185026681497,0.30746084,0.31191996,0.24205612,0.22822802,0.37941182,0.29574335,0.3315488
0.097209066,0.04982013,0.0607617289238271,0.13979842,0.24871814,0.16583492,0.10819659,0.17535627,0.13262683,0.14813775,0.09689656,0.06615884996953099,0.060022995,0.040460423,0.09003413540204813,0.1524593347540665,0.25233465,0.2544940852696451,0.087248206,0.19873747,0.28217283,0.032394305,0.024070524,0.07400423444025407,0.055510424448957554,0.055369448,0.10418518,0.021706298,0.022497207,0.08735126,0.13383847,0.09385848
0.24990854,0.12561007,0.07695085230491476,0.07027359,0.026699245,0.26814938,0.049019784,0.07251966,0.26690724,0.03300923,0.02483815,0.09889151593349096,0.09388055,0.10567239,0.08279327096759627,0.008209794179020583,0.036037803,0.039845796390747784,0.028301895,0.022906989,0.33674362,0.07409729,0.07635865,0.17889092073345525,0.08359601164039883,0.13008568,0.14167896,0.07111664,0.06140542,0.1937196,0.12574977,0.19869421
0.27574086,0.17255023,0.1411654058834594,0.14762528,0.1470772,0.36028862,0.06512201,0.15104508,0.29504994,0.1325391,0.120363235,0.12097560725853644,0.19076625,0.17549923,0.18387386103243167,0.09428080057191994,0.10512528,0.08848232530893953,0.08265033,0.12073842,0.43268064,0.15681842,0.15369579,0.2684330461059828,0.17524188247581174,0.21464798,0.23896539,0.16900076,0.14268987,0.25423568,0.22253394,0.24842662
0.37446433,0.29836127,0.2814392718560728,0.3057202,0.30590713,0.47314543,0.16829973,0.28875536,0.3846312,0.29274005,0.26916155,0.24990716499442991,0.30960006,0.30633032,0.332361599941696,0.27431530256846975,0.24297166,0.220988583259315,0.227813,0.30735627,0.5385285,0.3204562,0.299149,0.3903152534189152,0.34146210585378944,0.33935556,0.36525258,0.31982964,0.3003176,0.38001293,0.3500338,0.36400425
