rely,data,cplx,time,pcap,vexp,lexp,tool,loc,MI_loc_aexp,MI_loc_stor,MI_loc_time,MI_loc_pcap,MI_loc_acap,actual
0.5707372,-0.2164179,0.6286574,0.3241046,0.5197673,0.8957569,0.50727147,0.56363285,-0.22514337,0.39717555,0.2090214,0.123132505,0.1630667,0.3053129,0.24206424
0.44589382,-0.104276225,0.51616096,0.2525166,0.416384,0.6934888,0.36364585,0.48229477,-0.12951805,0.25150943,0.16254896,0.07555632,0.0857777,0.20966707,0.16444431
0.37345976,-0.008432597,0.40806988,0.16568676,0.3888959,0.53189236,0.29362595,0.41562146,-0.11127263,0.20860444,0.10732727,0.040648133,0.057919566,0.1469921,0.12453061
0.671139,-0.28497282,0.6745967,0.461779,0.5715806,1.2244673,0.82439077,0.6688915,-0.2991617,0.583687,0.27251768,0.1696581,0.2226969,0.40087387,0.38692582
0.37890863,-0.067533135,0.44861418,0.20424047,0.37146083,0.5034174,0.32348755,0.46579346,-0.0677553,0.19594459,0.1313567,0.061440535,0.063803345,0.22054619,0.13103195
0.7716752,-0.42700997,0.7342646,0.52941424,0.64015865,1.254355,0.83220506,0.69982713,-0.3320314,0.6759628,0.32817632,0.20183411,0.30667675,0.51745194,0.37886155
0.3363702,-0.07177293,0.44233108,0.18344624,0.3566119,0.53115845,0.31839553,0.45721182,-0.066078305,0.1838148,0.1402803,0.04092651,0.042880494,0.16235076,0.11897096
0.38350946,-0.12179546,0.51048684,0.25278458,0.41008013,0.7090472,0.43126866,0.48354462,-0.11358978,0.2501889,0.18058908,0.097777165,0.10332529,0.25294977,0.17135818
0.39969888,-0.080276996,0.4540118,0.15874098,0.42093775,0.6125857,0.32416362,0.45426977,-0.1043517,0.22507314,0.12050274,0.058403596,0.0895827,0.18872942,0.13299866
0.54187804,-0.31073686,0.58121526,0.31753007,0.51480955,0.9049446,0.62283516,0.6601812,-0.16220966,0.45845297,0.23935175,0.12507805,0.19037898,0.36497673,0.24586982
0.5834006,-0.21349292,0.7158144,0.4393188,0.56761336,1.1821489,0.75709176,0.6477195,-0.1743533,0.5249673,0.29229257,0.23123264,0.24890083,0.47438613,0.29819956
0.3138975,-0.033788715,0.44620126,0.14510596,0.37199688,0.5077941,0.29314384,0.46052712,-0.046363328,0.17093335,0.11633277,0.039881714,0.07874459,0.16293147,0.099294245
0.4696045,-0.16502862,0.5392921,0.2672698,0.44809276,0.8071534,0.47834885,0.50352705,-0.16620618,0.33332622,0.20753056,0.122150816,0.15919471,0.29827628,0.21019177
0.547352,-0.1316237,0.6100609,0.29701474,0.4955184,0.8765256,0.45469427,0.5641686,-0.18130139,0.31988943,0.1865378,0.11687576,0.09684929,0.2547115,0.22589613
0.37461638,-0.048208628,0.39584208,0.17777425,0.33525813,0.4836053,0.29392898,0.4316058,-0.089874536,0.1774424,0.122173116,0.033692636,0.042469885,0.14995201,0.12045151
0.53235465,-0.1710603,0.6498579,0.34783146,0.48694012,0.88278013,0.5363364,0.6040166,-0.14285794,0.36997595,0.22970213,0.16336998,0.16674618,0.36150503,0.23221865
0.5464012,-0.14189105,0.58245337,0.29526567,0.48584524,0.81885445,0.41914314,0.53789604,-0.17930141,0.32135025,0.15875013,0.12324863,0.10467735,0.27724317,0.22668605
0.7644601,-0.23545597,0.5576267,0.46367627,0.5359806,1.1114604,0.6862074,0.64083076,-0.3877899,0.5953824,0.20612164,0.16489974,0.16258466,0.3648135,0.3829321
0.63691187,-0.2075924,0.6992231,0.38906777,0.5979842,0.85167086,0.4847921,0.6470568,-0.191762,0.41832796,0.26746807,0.2062059,0.24177366,0.46634862,0.28689027
0.36281154,-0.043639045,0.45212907,0.16881025,0.40594873,0.53979874,0.34565398,0.4578897,-0.07865864,0.19636936,0.121736586,0.036712848,0.05522952,0.16654822,0.1361724
0.5266068,-0.12329854,0.45441008,0.21377438,0.45451137,0.71012187,0.38826758,0.49580246,-0.15348557,0.3343858,0.1259011,0.07594376,0.09108156,0.22080635,0.20542438
0.55452573,-0.16354801,0.49967298,0.32291144,0.46560377,0.77707905,0.4911093,0.53087103,-0.18915379,0.38379845,0.17244597,0.10417531,0.13255414,0.28205255,0.2599146
0.46864003,-0.10069089,0.5364966,0.2506924,0.42759272,0.7239119,0.40869498,0.505968,-0.12724179,0.24172093,0.15094061,0.08291862,0.0767775,0.2115968,0.18031119
0.5565467,-0.16949609,0.6403148,0.37462625,0.51579183,0.990286,0.6191865,0.5868279,-0.24396306,0.39809552,0.21617076,0.129756,0.1341611,0.29057822,0.28995648
0.56301725,-0.16660047,0.6441282,0.31429738,0.50907564,0.9329186,0.48603797,0.57583714,-0.20087497,0.3364636,0.20684478,0.12763429,0.12231532,0.26148823,0.24340717
0.5163813,-0.1998543,0.61277795,0.2883732,0.50181943,0.97475547,0.58961594,0.5737803,-0.18250366,0.38706625,0.21991338,0.15048993,0.17491898,0.32269403,0.25811252
0.5108474,-0.14571616,0.45433185,0.31945565,0.39393702,0.61142063,0.45509642,0.55446887,-0.12801863,0.33858505,0.20058386,0.09508274,0.13640116,0.34599066,0.20647717
0.50920933,-0.19842744,0.5796665,0.3005071,0.48857865,0.7576532,0.45023623,0.52862227,-0.1890659,0.34741512,0.19403689,0.096203215,0.15424584,0.2889384,0.20886411
0.6776271,-0.1311104,0.7039883,0.40315697,0.5505508,1.028239,0.5252781,0.58894825,-0.25691125,0.40466985,0.20311949,0.17926124,0.13682625,0.33178625,0.24095792
0.458885,-0.029154655,0.47473305,0.23397937,0.4222508,0.53843576,0.46354437,0.6176368,-0.03280456,0.23118769,0.1402201,0.09207665,0.1315452,0.36363393,0.17746365
0.8592664,-0.2910411,0.54108995,0.4878495,0.5131931,0.98178583,0.69128203,0.65996814,-0.3134738,0.63260037,0.25854477,0.15562981,0.23108616,0.445039,0.36443558
0.321855,-0.026064415,0.4203884,0.13728198,0.38191807,0.4828122,0.29472733,0.44519442,-0.05880625,0.15070267,0.119285285,0.016412124,0.056369912,0.11871616,0.08908966
0.36977354,-0.04629815,0.41410232,0.17584544,0.3733287,0.4450228,0.30756658,0.47867253,-0.050400767,0.18479265,0.12528306,0.044294715,0.07075393,0.22082719,0.11910401
0.373774,-0.03946727,0.46683955,0.19315818,0.39301094,0.5596032,0.30916026,0.4400518,-0.10032387,0.20148072,0.13243127,0.045730405,0.055283394,0.15989234,0.123971984
0.7562798,-0.303557,0.6435043,0.40915015,0.58328706,1.0480397,0.6262535,0.62972414,-0.39344177,0.54200035,0.25870797,0.15075895,0.20952013,0.38996103,0.34258923
0.48783463,-0.22978114,0.57261246,0.3002817,0.4622996,0.7772205,0.4322126,0.5073495,-0.16415106,0.33627656,0.19879282,0.11626796,0.15528753,0.2670256,0.19982226
0.7273694,-0.37776804,0.76273793,0.50556105,0.6819004,1.276797,0.95387936,0.80302036,-0.22097468,0.70562685,0.33148357,0.22450745,0.33132654,0.54726064,0.40526748
0.41199324,-0.13176997,0.46524853,0.19308096,0.43508095,0.5638955,0.35050753,0.47900867,-0.12287612,0.24992223,0.15215665,0.031004183,0.092469424,0.19426173,0.13245139
0.48670185,-0.15877436,0.5469569,0.24714074,0.52164954,0.68438584,0.39962515,0.5188707,-0.19661047,0.33798736,0.19350041,0.05759038,0.16253702,0.27490172,0.1835416
0.61804944,-0.1958018,0.64321524,0.41704792,0.530694,1.10147,0.70724416,0.6252388,-0.29948464,0.49711987,0.23379037,0.14304388,0.16090353,0.33120137,0.35338116
0.5203339,-0.08670734,0.5276749,0.2960759,0.49997762,0.67930853,0.5234544,0.7167726,-0.024436574,0.31629124,0.1888756,0.1475066,0.18674251,0.45094645,0.19953112
0.35815635,-0.064631715,0.43038487,0.19241613,0.3807953,0.4587048,0.29419172,0.46399775,-0.060583394,0.19085878,0.14012852,0.05317784,0.07081628,0.22432864,0.12746572
0.45042586,-0.09806347,0.5208986,0.24846661,0.4355986,0.7006571,0.37417835,0.48634425,-0.15694313,0.23912072,0.15717831,0.07603764,0.077754855,0.20197234,0.17619196
0.4453411,-0.12980393,0.5385859,0.2663827,0.42964867,0.64147955,0.39413768,0.5120032,-0.12728898,0.27669805,0.17408706,0.09616838,0.13067943,0.29107428,0.17218088
0.3997661,-0.0707636,0.48077777,0.19241676,0.40215418,0.62784994,0.31092405,0.4443688,-0.10009493,0.23850727,0.13676918,0.06349016,0.09236564,0.18214732,0.13683936
0.49068087,-0.1794621,0.5098628,0.3152646,0.44534388,0.6724238,0.42802352,0.49184647,-0.19305757,0.31550947,0.19295451,0.08133353,0.1262416,0.25944433,0.20464328
0.42121673,-0.12512477,0.51517093,0.23494813,0.42657584,0.8097582,0.49331918,0.53821653,-0.10804051,0.30003044,0.1943065,0.12992558,0.14707942,0.30281606,0.2007781
0.38703978,-0.12970425,0.48310983,0.19505876,0.43624282,0.571351,0.35021168,0.48296458,-0.121756986,0.24354602,0.16247126,0.029296562,0.10318701,0.18940714,0.12635419
0.47308847,-0.07482839,0.44442505,0.25102368,0.40948766,0.6601467,0.37792996,0.46990183,-0.16122785,0.29429442,0.13848327,0.064679585,0.059880678,0.18324812,0.17513798
0.40356934,-0.09241146,0.480228,0.20083863,0.40912008,0.6205407,0.34568137,0.46611845,-0.11490609,0.21946017,0.13790388,0.05071021,0.07207158,0.17836194,0.14004113
0.37234372,-0.056027126,0.44441965,0.21160072,0.38632533,0.51758546,0.3207176,0.42521104,-0.09384337,0.21710482,0.13953426,0.045346126,0.07272239,0.1805599,0.12356612
0.5111232,-0.22787832,0.5861612,0.3280831,0.48953086,0.873912,0.54692006,0.54651326,-0.2063457,0.39732307,0.22236443,0.1132051,0.16074583,0.30241534,0.25466004
0.30707544,-0.054557752,0.37670025,0.16268988,0.33066002,0.44759056,0.28697154,0.4235979,-0.056830075,0.14972365,0.13561364,0.02482032,0.041554358,0.13373208,0.09718553
0.68403167,-0.20082563,0.5865808,0.39582726,0.5467351,0.8607607,0.67205715,0.7377616,-0.114117265,0.48155326,0.26231897,0.16181841,0.25329128,0.53181154,0.28186953
0.6043937,-0.280164,0.6910165,0.40853664,0.55758727,1.0485728,0.65667784,0.61017436,-0.24582332,0.50573045,0.26968607,0.17352656,0.23796791,0.38377258,0.29414883
0.4562616,-0.12669057,0.37505898,0.30516067,0.32084113,0.5789672,0.41862035,0.5007992,-0.13336794,0.32578188,0.17105532,0.059261702,0.079475135,0.22970061,0.17251252
0.4542418,-0.176042,0.47332704,0.27499813,0.41682106,0.6377753,0.41636503,0.5235937,-0.13853726,0.31701192,0.19738516,0.091266,0.13411358,0.3049342,0.17912239
0.5135213,-0.26533014,0.5729406,0.32129937,0.49974734,0.930089,0.6326852,0.5918317,-0.19397208,0.44731775,0.23031375,0.122548394,0.18861887,0.33578253,0.26191795
0.47165206,-0.13370344,0.55206466,0.27830085,0.40512127,0.7137718,0.45357156,0.5797017,-0.108720556,0.2553501,0.17771003,0.12100739,0.0802397,0.27467313,0.1783861
0.32436582,-0.0977443,0.43738738,0.17992032,0.33617824,0.5314493,0.33715454,0.47671723,-0.053696323,0.17262295,0.14515373,0.052483365,0.06559703,0.17662042,0.11450371
0.5287174,-0.22709195,0.5511422,0.30228937,0.47830552,0.9588126,0.55276406,0.53415865,-0.15709895,0.40357873,0.25123546,0.16392687,0.21378845,0.36843163,0.25169215
0.44034773,-0.092361405,0.5315216,0.23989958,0.43359765,0.70444685,0.37823653,0.49585274,-0.14521559,0.25312105,0.1574125,0.07507466,0.073281765,0.18662333,0.16867706
0.46494997,-0.08760315,0.45772496,0.24080119,0.41794524,0.6942948,0.3934484,0.4936608,-0.16283217,0.3062961,0.11199902,0.06872733,0.08622387,0.23410244,0.21544693
0.6191664,-0.18530995,0.7192447,0.39317054,0.5374071,1.0877362,0.5977453,0.5976395,-0.21316466,0.42283353,0.25291824,0.19023648,0.17752571,0.3368262,0.28064498
0.43253797,-0.097664475,0.5070285,0.22664654,0.41288152,0.6421129,0.33201754,0.4849916,-0.112878546,0.23837577,0.14812703,0.070832714,0.061836716,0.20682709,0.16406392
0.7603949,-0.30376843,0.5860059,0.46956265,0.51523876,0.95701104,0.6488044,0.6070292,-0.36290243,0.55165917,0.27711993,0.12759659,0.235587,0.43321884,0.34521088
0.6727636,-0.36248648,0.66776836,0.49822322,0.57338095,1.1999159,0.81589067,0.6699775,-0.27646428,0.598504,0.3198475,0.19199315,0.2664591,0.46919498,0.3608123
0.6683048,-0.012102701,0.6219605,0.3906104,0.56294495,0.6861535,0.5914484,0.7965899,-0.032862913,0.3871386,0.21654797,0.15985861,0.21861115,0.5915676,0.25011715
0.3845328,-0.004875224,0.38741067,0.20830363,0.39820778,0.37353808,0.28667477,0.52416694,-0.003589224,0.19703265,0.15013447,0.041335166,0.09086314,0.29510877,0.11475591
0.53360325,-0.08678174,0.42498162,0.330992,0.36883345,0.5748651,0.41281754,0.5087637,-0.104757965,0.33533022,0.1826391,0.07167971,0.10093312,0.23641646,0.18968554
0.7622923,-0.18755367,0.44620907,0.45594826,0.4109569,0.93293357,0.63490355,0.6025821,-0.2914102,0.5260454,0.23669706,0.15380892,0.13684861,0.3524724,0.30710167
0.75656134,-0.27588868,0.83021003,0.44794422,0.6538541,1.3640976,0.766114,0.7421383,-0.333788,0.5441721,0.28608274,0.23076952,0.21919203,0.43038845,0.3507451
0.43936574,-0.12191172,0.50856787,0.19797263,0.43200666,0.7280658,0.39389813,0.480438,-0.12146515,0.26614752,0.15584962,0.0878003,0.11734721,0.22144079,0.16490296
0.7254122,-0.12229322,0.6008123,0.42467728,0.5464445,0.8416196,0.71189964,0.7799057,-0.099564806,0.47559845,0.25408357,0.16973767,0.24981865,0.5928589,0.31680086
0.30744585,-0.044939328,0.44450063,0.1709998,0.3558596,0.46956757,0.29911217,0.45691788,-0.054716762,0.16487968,0.12912886,0.026067786,0.04987895,0.1727181,0.105158865
0.60118496,-0.13184239,0.5219525,0.34185147,0.46119255,0.81002444,0.47054306,0.49640948,-0.28293833,0.3975464,0.18744452,0.11991949,0.11420594,0.25427836,0.2483819
0.32887357,-0.029047843,0.4043094,0.14809646,0.3633802,0.4576855,0.2692655,0.43114254,-0.067209065,0.15329368,0.10506646,0.012774304,0.04662222,0.12056594,0.089915276
0.71110743,-0.2321748,0.7095436,0.37315696,0.6011011,1.1055167,0.5098424,0.6354601,-0.33643422,0.47678486,0.22668666,0.19226387,0.17470467,0.35272747,0.2992304
0.49617,-0.16240264,0.47883457,0.3403773,0.41119635,0.70443857,0.46463963,0.5067631,-0.15758125,0.33608094,0.18803006,0.08548357,0.107419476,0.27454033,0.24205194
0.49758512,-0.12292017,0.56724924,0.29824406,0.4319117,0.76291513,0.45221925,0.5204319,-0.123115286,0.27747414,0.17017576,0.109305955,0.09046388,0.24502735,0.20313136
0.56669754,-0.23481648,0.62639916,0.3044479,0.55894864,0.89336485,0.5221299,0.5735146,-0.23065752,0.41806963,0.24035032,0.12422543,0.21148401,0.35645756,0.24126422
0.60895926,-0.28323975,0.64225376,0.3433472,0.5876104,0.96345973,0.61703455,0.61559916,-0.2768508,0.4897353,0.23709732,0.12074756,0.2284061,0.37998614,0.29382288
0.3292525,-0.031793263,0.38891244,0.1538881,0.36016378,0.46745443,0.2597062,0.4115739,-0.07969798,0.15506716,0.107367516,0.020943537,0.04308108,0.13575035,0.10152988
0.74150145,-0.43614247,0.7868657,0.504338,0.69976014,1.3185649,0.8456582,0.75311315,-0.3207704,0.7045176,0.3720275,0.23022261,0.37352875,0.5933535,0.3440931
0.43864357,-0.09037098,0.48534986,0.20838547,0.40769097,0.65177655,0.4105392,0.52600634,-0.084034026,0.22338553,0.13972345,0.09256966,0.09558354,0.20908609,0.16159499
0.5946369,-0.20331392,0.6061981,0.2920079,0.584764,0.81822926,0.47069782,0.560645,-0.2731146,0.43199694,0.21483782,0.085835524,0.21199346,0.3342057,0.24632703
0.5148469,-0.18947692,0.55774635,0.30284283,0.47403747,0.68304795,0.4414002,0.5307718,-0.14849631,0.34451675,0.2019661,0.0850941,0.15569006,0.30066127,0.19596027
0.5010439,-0.1297748,0.46867362,0.2996406,0.41980183,0.70103693,0.38621035,0.48059613,-0.21505636,0.3121558,0.1760451,0.08805802,0.08586039,0.21406421,0.20522383
0.6528726,-0.17537643,0.65059024,0.35795453,0.5544053,1.0290493,0.53109056,0.6040681,-0.28252128,0.4141219,0.2160329,0.15083104,0.12627684,0.29561573,0.27824542
0.49602354,-0.121419415,0.56455106,0.30885702,0.44056174,0.690411,0.40468758,0.47822645,-0.15842846,0.30605876,0.18758018,0.10374471,0.103588015,0.24601278,0.19840072
0.5565169,-0.2718457,0.6432549,0.32254064,0.56895465,1.0260012,0.66297066,0.6254331,-0.23389629,0.47483197,0.25420064,0.14861715,0.22085619,0.38160887,0.30171758
0.48730573,-0.029384676,0.5684021,0.2938729,0.5187142,0.5499203,0.45407888,0.7194276,-0.012336101,0.298396,0.1805772,0.097841956,0.17751776,0.45774308,0.16730615
0.4150929,-0.040435154,0.53471434,0.25905892,0.4335769,0.7505225,0.3857118,0.48093504,-0.108933195,0.29538044,0.15706831,0.111261986,0.1349745,0.27638385,0.16722724
0.6460301,-0.2622321,0.68305385,0.34777075,0.56102836,1.1255236,0.6092435,0.6311295,-0.26608258,0.4576207,0.25492775,0.17689127,0.19743565,0.34759274,0.27822715
0.4463353,-0.09992209,0.5099576,0.29635572,0.43117756,0.5868645,0.43590817,0.5618943,-0.05773301,0.26903883,0.17950374,0.079436176,0.12017137,0.32946476,0.16922991
0.68632376,-0.36489305,0.80457115,0.47969076,0.6780515,1.362494,0.96410036,0.7736555,-0.31640926,0.6840619,0.33774725,0.21491373,0.30908385,0.48145518,0.42693868
1.1327186,-0.4427885,0.7024182,0.6957609,0.6365083,1.5210407,1.013614,0.8354475,-0.53381056,0.9088331,0.33628345,0.26188454,0.31651127,0.5422555,0.55235773
0.33423513,-0.0512664,0.4451933,0.18243098,0.3779256,0.49364886,0.3150252,0.4584314,-0.058502886,0.1571242,0.13175365,0.03901854,0.057105917,0.14458932,0.11434598
0.37945047,-0.05209781,0.4331524,0.1717526,0.41480717,0.49354684,0.29160213,0.43467462,-0.10270426,0.19736454,0.122081235,0.019257654,0.06553465,0.16156882,0.11318292
0.6679098,-0.16481856,0.60566777,0.3406094,0.5299143,0.959195,0.4845086,0.5702103,-0.30222368,0.4289072,0.18988314,0.15276313,0.12369242,0.2882381,0.2503172
0.8895331,-0.34119165,0.60074365,0.5887502,0.5484908,1.2812736,0.8570509,0.71922815,-0.44217542,0.7223199,0.253932,0.18545264,0.23023817,0.44743252,0.4731785
0.45020553,-0.16347107,0.53962797,0.27305678,0.44234088,0.80024135,0.49095547,0.51744246,-0.1336012,0.3133895,0.18246222,0.10959662,0.12831296,0.2745101,0.18849763
0.727483,-0.27295452,0.6317203,0.5137919,0.54859185,1.0228662,0.7657658,0.6996315,-0.22600478,0.59925944,0.29664645,0.1507946,0.2638975,0.4520889,0.36341405
0.87570417,-0.48336008,0.9431809,0.5967434,0.8304272,1.7221564,1.3002616,0.931258,-0.32427093,0.8736717,0.3975161,0.29943848,0.4526883,0.6499402,0.5470833
0.42075723,-0.056973036,0.47449377,0.17248264,0.38787347,0.6218835,0.3795115,0.49699655,-0.074062034,0.21528724,0.129689,0.07329714,0.09473054,0.21384965,0.14362697
0.46039072,-0.06857787,0.5322557,0.26771256,0.42741224,0.70394826,0.3906594,0.47724628,-0.14825626,0.27357036,0.16658576,0.0848599,0.07113388,0.19879887,0.17188418
0.34251493,-0.004407581,0.42355764,0.15134168,0.40116653,0.50668114,0.26146895,0.42116445,-0.080889285,0.18146788,0.10566826,0.03601955,0.066695616,0.1490706,0.09889984
0.45929953,-0.08012277,0.48962688,0.27023548,0.4171127,0.70585656,0.4086121,0.48718914,-0.17252928,0.28452072,0.15798631,0.08138028,0.06717186,0.191337,0.17305824
0.59740543,-0.22173537,0.64456517,0.32142144,0.535855,1.0561377,0.60728884,0.5858434,-0.22670466,0.4197951,0.23519082,0.16577604,0.18994299,0.35358107,0.2633593
0.8191783,-0.3247672,0.7301082,0.49519965,0.6910848,1.1366601,0.8397031,0.88444585,-0.17436069,0.6604482,0.35455415,0.21184713,0.37317544,0.71247697,0.34558594
0.5274377,-0.14800094,0.60625166,0.3168672,0.47203064,0.9255897,0.56774867,0.54756206,-0.13451453,0.37332276,0.21489377,0.16820437,0.16937068,0.33073685,0.23963448
0.4388532,-0.13669805,0.4956972,0.26225087,0.41215593,0.66415876,0.4885029,0.5527185,-0.084707975,0.2891078,0.1913004,0.09816482,0.12212041,0.27441135,0.19905944
0.35732013,-0.057913776,0.3939511,0.15293045,0.38279843,0.42404488,0.28800032,0.4781944,-0.032695483,0.19633406,0.11783044,0.02977696,0.07253985,0.21534164,0.103433445
0.38076848,-0.05783769,0.44784507,0.17599097,0.39072883,0.55079037,0.31199124,0.44788638,-0.087374195,0.1832933,0.1225196,0.035789713,0.05271933,0.14748484,0.12267293
1.0986317,-0.6557333,1.0758915,0.66398114,0.99229056,1.8465108,1.2428637,0.9803131,-0.5387687,1.0445765,0.4784031,0.29982457,0.5466326,0.7874708,0.5616519
0.49650523,-0.16034976,0.5785368,0.2876026,0.46815464,0.8135369,0.46206608,0.50419724,-0.15831392,0.34114194,0.20555994,0.115708046,0.15553655,0.27188212,0.21410586
0.411514,-0.087246805,0.4382894,0.21380994,0.37534505,0.56865394,0.3230161,0.44825298,-0.12947719,0.220514,0.14102034,0.048280522,0.056656357,0.1650314,0.13995641
0.426157,-0.09524593,0.48435915,0.20923519,0.4074842,0.6413488,0.3567311,0.46885985,-0.11238454,0.22631726,0.13431862,0.055080265,0.0712626,0.18376155,0.15129311
0.88774097,-0.3346851,0.6665651,0.5812552,0.62351483,1.290503,0.9240898,0.7405515,-0.42236742,0.7325371,0.25419426,0.17127082,0.27453554,0.48322257,0.48970148
0.36820686,-0.0491673,0.44258916,0.15077862,0.42639226,0.5507227,0.3382279,0.46498922,-0.083229885,0.20102271,0.1127706,0.028765433,0.06748751,0.16335025,0.13491996
0.79572093,-0.42706987,0.89608306,0.6000561,0.7737941,1.424746,1.0140702,0.8201486,-0.28585687,0.778579,0.3753414,0.2733227,0.39721462,0.62750727,0.42701143
0.388812,-0.052886073,0.38030946,0.17954601,0.36448103,0.46824726,0.28317374,0.44094998,-0.08135907,0.2091184,0.11852914,0.036304258,0.047630068,0.156253,0.11586733
0.55009145,-0.25296697,0.701908,0.47524217,0.5731085,1.1663239,0.8371278,0.6775831,-0.1989357,0.5526182,0.30753404,0.18652168,0.23349518,0.43791825,0.35616094
0.76760066,-0.20270501,0.5884731,0.47717008,0.56156355,0.95653784,0.75356495,0.75719875,-0.15495564,0.6173823,0.2646171,0.14937758,0.26521394,0.56361246,0.37321356
0.4193273,-0.053615768,0.47795284,0.20127454,0.41046247,0.63445526,0.3379136,0.46183172,-0.11753559,0.22507781,0.11662683,0.059507363,0.058693808,0.17804475,0.14752197
0.44871694,-0.06933159,0.4843535,0.21042246,0.42129084,0.666869,0.34781742,0.4764535,-0.14997151,0.27397138,0.12748429,0.06631698,0.07101484,0.18531553,0.15370351
0.6446921,-0.15403247,0.49046978,0.3652991,0.42208296,0.66188353,0.45885432,0.5912434,-0.14565645,0.41606128,0.20869829,0.10627744,0.13851939,0.35867283,0.23791386
0.66258025,-0.42586762,0.69630694,0.40637088,0.65884465,1.1693459,0.7910062,0.759186,-0.25540805,0.6205539,0.32295227,0.17927825,0.3140621,0.52314484,0.3260699
0.73968166,-0.39276648,0.7910262,0.449065,0.6785342,1.3048164,0.8110019,0.7237928,-0.33704558,0.64343333,0.33745953,0.23280874,0.3252441,0.5186866,0.36209893
0.3195354,0.0050556883,0.41230327,0.12701876,0.39117336,0.45737985,0.26712817,0.42614278,-0.058841523,0.14763339,0.10238667,0.015026942,0.044004712,0.1251148,0.08996247
0.41809353,-0.11118209,0.46308914,0.23733711,0.4251326,0.6461931,0.42349952,0.48389775,-0.15176526,0.28621078,0.15654622,0.0544348,0.08842455,0.22238025,0.19865888
0.4568788,-0.10301335,0.40913662,0.26318958,0.3709907,0.5082843,0.35648775,0.5072156,-0.05155583,0.2748896,0.17722084,0.07576711,0.09583297,0.25905898,0.14365181
0.42438993,-0.028104361,0.4216231,0.19928092,0.3802019,0.5861335,0.30799812,0.42651924,-0.15401201,0.24408428,0.112615496,0.052948594,0.05421168,0.16817038,0.14431444
0.4554783,-0.17218287,0.5195627,0.2179513,0.48902458,0.67804873,0.40898994,0.520549,-0.16815847,0.31705192,0.17617567,0.04924363,0.1391545,0.24943331,0.17865145
0.38672757,-0.10006219,0.45275927,0.21794781,0.39294142,0.55190253,0.3262222,0.4508258,-0.12883459,0.23721045,0.14405094,0.03704705,0.076907426,0.18202925,0.13436352
0.48184356,-0.17030169,0.5406721,0.2858057,0.47282588,0.806345,0.5152602,0.53556496,-0.14148381,0.36020818,0.16876054,0.106427155,0.13755393,0.27747503,0.24139021
0.40932736,-0.1162985,0.44564146,0.24776247,0.35341346,0.5657967,0.35952923,0.49323082,-0.092732415,0.23873374,0.15585937,0.066647574,0.05293831,0.20853572,0.14604904
0.6047694,-0.29990572,0.6447422,0.44034684,0.57282555,1.070208,0.80483687,0.6897961,-0.17001553,0.56379724,0.2858052,0.17395326,0.25660506,0.46071115,0.32879508
0.44400632,-0.11835657,0.47802207,0.25265738,0.40191922,0.6655245,0.41773608,0.48654124,-0.14054306,0.2663184,0.1539139,0.06751778,0.06924315,0.20201652,0.18828672
0.40223986,-0.09872104,0.482486,0.18802302,0.43199074,0.660976,0.3680939,0.46767822,-0.113968074,0.23384799,0.1425343,0.06960952,0.096790135,0.20610206,0.14509088
0.48337024,-0.12918833,0.5362751,0.31236845,0.44844094,0.7423697,0.44746566,0.48488453,-0.16687086,0.3022531,0.17034698,0.09517924,0.09119378,0.24830273,0.22661261
0.540239,-0.17685443,0.54401135,0.2598917,0.50797117,0.7697463,0.4280366,0.51779926,-0.20321292,0.36811015,0.1809093,0.08899791,0.15864281,0.27472815,0.21449119
0.94794816,-0.4629204,0.7898558,0.5490461,0.679671,1.3128104,0.7952852,0.73777497,-0.4729155,0.7184993,0.34543827,0.22228146,0.30407178,0.5260189,0.43723634
0.39711142,-0.049382802,0.4806891,0.2099638,0.393723,0.598935,0.32881814,0.44081473,-0.1080036,0.20585142,0.13973178,0.06226462,0.06120016,0.17347762,0.14381973
0.7079016,-0.33993617,0.730251,0.48158997,0.60751444,1.2388589,0.83591545,0.69465506,-0.3538367,0.6056829,0.29275605,0.17692333,0.24351704,0.43483862,0.4015836
0.4241771,-0.05335285,0.42567936,0.26258504,0.3782938,0.6010575,0.36113244,0.4446047,-0.16216913,0.2638786,0.14433202,0.059452094,0.05557308,0.1658267,0.15706341
0.43345222,-0.07151878,0.5238768,0.24735242,0.39853367,0.5969568,0.41242307,0.5332111,-0.05773818,0.22442476,0.14700395,0.087413915,0.09812006,0.2530167,0.15884836
0.50173867,-0.16134189,0.5278629,0.32970235,0.46511504,0.838855,0.5626526,0.5424527,-0.20958635,0.3938774,0.19123945,0.09203117,0.13219132,0.2926783,0.28067592
0.9047686,-0.2564749,0.611327,0.5775069,0.5550445,1.0614452,0.8141192,0.7167715,-0.29995844,0.67024213,0.2610494,0.14768106,0.2553903,0.47690332,0.4110637
0.5025335,-0.16917568,0.5237681,0.30788085,0.44821304,0.73991054,0.60332584,0.6726051,-0.07074098,0.35796416,0.2244985,0.12625769,0.17273125,0.39746982,0.22303227
0.59366614,-0.27093288,0.6456536,0.35697088,0.5280841,1.0435687,0.6604296,0.6011062,-0.21628514,0.46810964,0.25109124,0.16773865,0.20373555,0.37484285,0.2764401
0.65857977,-0.31978682,0.61590755,0.38323545,0.5994884,1.0136051,0.7280755,0.6988201,-0.1520243,0.56951964,0.30363804,0.15834793,0.26349834,0.460959,0.3252462
