har,nlan,telonuse,t03,t09,t10,t11,t12,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t08,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_telonuse,MI_size_D_har,MI_size_D_ifc,effort_D
0.9837121,0.49533132,0.30352354,0.654413,1.1095358,0.89956194,0.8248416,0.70654625,0.15511708,0.1133043,0.09197224,0.19103824,0.14790945,0.36293098,0.24864389,0.04377925,0.24722181,-0.05213147,0.3674291,0.03252007,0.41341,0.10357226
0.70811445,0.17027242,0.056728136,0.18071693,0.6382015,0.4952099,0.2611012,0.47670317,0.017826114,-0.018108863,-0.061548665,-0.008436212,-0.03213364,0.14473718,0.017027106,-0.056138013,-0.01973344,-0.16492593,0.17219703,-0.059523832,0.119440705,-0.06298263
0.9249851,0.3646095,0.30058238,0.5642058,0.96053785,0.7050123,0.64750975,0.5950157,0.049830765,-0.011279623,-0.020806745,0.030294225,0.062086277,0.20458062,0.120869145,0.005498883,0.13640882,-0.12458719,0.26708978,-0.030095052,0.21220574,0.04097028
0.90039533,0.2926325,0.21079569,0.5383264,0.90670556,0.67081904,0.5510629,0.6139936,0.042854395,-0.017042357,-0.038177,0.00979783,0.031013578,0.17167014,0.08421205,-0.0023507308,0.12800542,-0.14410162,0.2125061,-0.048786674,0.18030334,0.03471922
0.7301035,0.15926309,0.006928008,0.11625092,0.64207447,0.5494006,0.24293402,0.518163,0.00019035488,-0.042387616,-0.0755314,-0.02969291,-0.04396488,0.11827069,0.011041932,-0.05109751,-0.021831138,-0.22552666,0.14703055,-0.057547692,0.10918808,-0.06062739
0.85697883,0.31756172,0.22718993,0.17463541,0.7684918,0.73992735,0.4867598,0.6140828,-0.009653192,-0.053791083,-0.05831795,-0.06286923,0.019303858,0.10003718,0.02496472,0.07767038,0.0753126,-0.19501947,0.14655174,0.024266077,0.12420716,0.008105338
0.9741039,0.48061606,0.26088238,0.61083084,1.1106783,0.8945033,0.78160244,0.71491164,0.16103801,0.092479564,0.07925231,0.18167266,0.14297546,0.34221834,0.25377578,0.025574863,0.21881358,-0.06733673,0.36930063,0.04089336,0.40114877,0.11789503
0.96903354,0.53451645,0.27690265,0.65409964,1.1007279,0.8645537,0.84346265,0.7037581,0.16519465,0.10798215,0.08105435,0.1702943,0.15254195,0.35141987,0.26398936,0.039462492,0.24107744,-0.03108459,0.35072714,0.020799957,0.39400777,0.09418195
0.9594322,0.30886036,0.19247146,0.61780834,1.0025202,0.7534114,0.585136,0.6485753,0.051735517,-0.018473793,-0.023598902,0.036567356,0.015837617,0.21235459,0.11645937,-0.028220914,0.14101483,-0.15064907,0.25582832,-0.056731965,0.24302846,0.053645596
0.86093676,0.25247687,0.16852747,0.46149454,0.8501858,0.636547,0.48563877,0.58746535,0.023461636,-0.03504831,-0.042343248,-0.004947789,-0.00037723407,0.14665665,0.06210093,-0.01324735,0.10339376,-0.15845183,0.20127827,-0.061537515,0.15692759,0.00289936
0.95707196,0.54409766,0.38240263,-0.05204036,0.8569119,0.9975166,0.59267867,0.7677775,-0.008722354,-0.012869359,0.01013837,-0.01391583,0.021834195,0.116716534,0.06566124,0.16798018,0.1126564,-0.18311046,0.17250615,0.13717389,0.18929356,0.012333669
0.6014278,0.11049894,-0.078514144,-0.080366656,0.4296495,0.39610368,0.042010307,0.44749922,0.008078977,-0.0049754633,-0.09367439,-0.046781316,-0.022520635,0.118639246,-0.020894011,-0.05927178,-0.09122376,-0.17354581,0.090044886,-0.06670387,0.08632097,-0.11479406
0.8472401,0.3601608,0.2911923,0.30852368,0.8131076,0.7275614,0.5525677,0.60285884,0.020737648,-0.029387396,-0.028435886,-0.022986647,0.045697488,0.13750271,0.062185843,0.068796,0.116650224,-0.14103805,0.1958316,0.023791857,0.16268805,0.0088644475
0.75785303,0.2719825,0.14486013,0.34792322,0.7620783,0.6308232,0.3990268,0.5549987,0.045188703,-0.004915052,-0.058580842,0.03798662,-0.008300956,0.19433768,0.07893394,-0.051756386,0.033913072,-0.15523422,0.22890237,-0.051968653,0.19348551,-0.0284714
1.0316864,0.48939854,0.34398258,0.7774703,1.2044746,0.91220933,0.8341012,0.73065126,0.12601204,0.058964632,0.028693907,0.1329494,0.109124765,0.3205816,0.23035665,-0.009056341,0.23228227,-0.10197882,0.36255527,-0.022125628,0.3584552,0.10847101
0.9527821,0.32649636,0.19503532,0.6520463,1.0232711,0.7642223,0.6112538,0.66974795,0.07942614,-0.0052979896,-0.013453644,0.06631489,0.02601223,0.24226142,0.15306163,-0.04153427,0.15311432,-0.15516138,0.263178,-0.057713035,0.25558853,0.05657073
0.88167334,0.35136446,0.30076957,0.5165476,0.9059802,0.68485427,0.589072,0.60919213,0.05545152,-0.014297369,-0.042796977,0.010893507,0.04656305,0.17222254,0.09325197,0.01018655,0.14268097,-0.10893352,0.21699107,-0.033398356,0.17022902,0.042842947
0.756586,0.18081062,0.05137325,0.31130376,0.69756883,0.54954,0.29376438,0.5314397,0.018117733,-0.00796817,-0.065956146,0.0013611,-0.021619037,0.17467171,0.050811578,-0.07484271,0.014737427,-0.16693163,0.18640117,-0.06808773,0.13289154,-0.049446337
1.0197718,0.6876017,0.65365016,0.51517427,1.066198,0.91968024,0.9126002,0.69530123,0.11168171,0.02872343,0.024733506,0.082209766,0.16173214,0.27155733,0.17371307,0.10284801,0.23478849,-0.03232409,0.36082122,0.049394444,0.28030476,0.071769595
1.0963788,0.573535,0.32570183,0.80740345,1.3082397,1.0155551,0.96974766,0.7817047,0.19717202,0.16017878,0.12568569,0.23778707,0.1880571,0.43311343,0.32908487,0.03697263,0.29287535,-0.037926786,0.44027457,0.034249406,0.5111608,0.13579327
0.8724306,0.2906116,0.15437612,0.5159542,0.9134747,0.7078184,0.50438344,0.60170287,0.06005415,-0.008129557,-0.05139372,0.034406256,0.011509147,0.21721524,0.11360319,-0.06504077,0.084919855,-0.16211559,0.26341623,-0.06924297,0.22805431,0.010554004
0.9733504,0.8740097,0.63875353,0.48460758,1.0633101,1.0007786,1.1025754,0.6844395,0.21177344,0.22712745,0.19956002,0.23163743,0.33678043,0.3916503,0.29132962,0.22347641,0.3099104,0.15909317,0.43430096,0.18594153,0.38918984,0.14455974
0.976286,0.48744544,0.455843,0.512014,0.9663714,0.74397266,0.7432113,0.6091795,0.05762113,-0.0002796091,-0.023257483,0.032918707,0.08726562,0.2047807,0.1076332,0.04681728,0.1547278,-0.09130107,0.28738937,-0.0012400635,0.23167138,0.052560277
0.87715715,0.37031335,0.24297664,-0.01742797,0.73851115,0.81608003,0.4767993,0.66416615,-0.03570776,-0.05032389,-0.044972595,-0.08514282,0.02401273,0.068576746,0.009182386,0.12669961,0.060798693,-0.21378487,0.1184344,0.08146776,0.12633485,-0.009349041
0.6883193,0.122874275,-0.019324407,0.09761934,0.57656646,0.48631766,0.18170509,0.49554288,-0.00070840865,-0.032507956,-0.08795401,-0.048861742,-0.03650176,0.11151001,-0.008527912,-0.053744946,-0.033171553,-0.2112477,0.12621886,-0.06600574,0.095709346,-0.07183783
0.87775576,0.34632075,0.23435205,0.58082265,0.927398,0.68196535,0.584634,0.6057468,0.06506037,-0.0052806633,-0.01498298,0.046102952,0.04732006,0.20625,0.1285484,-0.010053987,0.13847516,-0.118046515,0.23584299,-0.04119313,0.2202835,0.041185915
0.6071706,0.13874608,-0.1636729,-0.34599763,0.3328605,0.40388224,-0.1524288,0.51718426,0.0004680492,0.045842044,-0.0909804,-0.0071143154,-0.012161832,0.16315329,-0.029248115,-0.093763545,-0.19716981,-0.12935176,0.112201795,-0.08755334,0.11876324,-0.22202432
0.9285356,0.3051204,0.1942437,0.61701465,0.9796209,0.7160714,0.5787631,0.6294865,0.05328626,-0.017349105,-0.025350556,0.033500023,0.026373636,0.20017599,0.11735931,-0.021570802,0.14356849,-0.14867285,0.24618231,-0.053076077,0.21954486,0.047453456
0.89425343,0.3476392,0.25947088,0.5814711,0.95022273,0.71041566,0.61058617,0.6247971,0.06884758,0.0053648204,-0.020693146,0.03863088,0.05521033,0.20399873,0.1153961,0.0028103068,0.1485628,-0.124896996,0.24266648,-0.035784822,0.2192172,0.04758697
0.9044504,0.27758634,0.19182637,0.5310072,0.9264971,0.69930655,0.5368919,0.6234353,0.047059346,-0.02772386,-0.03232395,0.021029707,0.01921605,0.17082475,0.098076165,-0.017348435,0.13456203,-0.155991,0.22679853,-0.04636025,0.18733466,0.041728936
0.8399033,0.27900586,0.17693402,0.18486565,0.73823315,0.6925445,0.43812764,0.5986032,-0.021004278,-0.05474904,-0.060750447,-0.06551524,0.007029634,0.09198961,0.010705493,0.053535875,0.06324346,-0.20311941,0.13301088,0.011274388,0.111220345,-0.0015668571
0.9968261,0.32181776,0.18860611,0.68445593,1.0803261,0.79091746,0.6315549,0.67460203,0.07477845,-0.012079502,-0.0104178935,0.07065919,0.02950669,0.2521422,0.16697805,-0.04707337,0.16403918,-0.15695441,0.29002136,-0.059290532,0.2803988,0.057073854
0.5682335,0.13083878,-0.12935638,-0.26748863,0.32744017,0.35299864,-0.08770693,0.4396106,0.008925006,0.019712148,-0.0936704,-0.033904728,-0.019218814,0.136455,-0.028225677,-0.07175873,-0.16583352,-0.12864423,0.076404616,-0.08345109,0.09863662,-0.17184317
0.91552734,0.83767116,0.36648947,0.5319327,1.0624989,1.0367446,1.1226563,0.6923411,0.29083592,0.33827224,0.30713207,0.33120427,0.41219962,0.4983155,0.431301,0.25388545,0.35239965,0.23312648,0.43648145,0.19387665,0.49868223,0.18070602
0.9692498,0.54663324,0.45993274,0.6033367,1.0583994,0.8302844,0.83165336,0.65398866,0.11903265,0.053307056,0.027021043,0.10514234,0.12402861,0.28071636,0.1738809,0.057510264,0.20753287,-0.055266105,0.3422174,0.021885576,0.30719134,0.07670375
0.9019537,0.3892301,0.23354883,-0.15005437,0.738083,0.8836547,0.45988417,0.7069663,-0.046839837,-0.044536266,-0.039461788,-0.09259072,0.018859144,0.063385196,0.0010135304,0.15383182,0.03942601,-0.22735587,0.10347724,0.10905054,0.13145107,-0.01812282
0.9095691,0.28560752,0.18149918,0.5636926,0.93859094,0.70486045,0.5497584,0.6249876,0.051561,-0.01960237,-0.038349986,0.021133848,0.012408353,0.19314677,0.09456237,-0.029842746,0.11961155,-0.16568485,0.2339228,-0.06287429,0.20332399,0.04099112
1.3565226,1.7990372,0.45295557,0.5836247,1.6772549,2.005836,2.2484777,1.1875162,0.71368694,0.8960522,1.0223876,0.8980833,1.1260915,1.0051954,1.132401,0.7429133,0.8932939,0.8254106,0.87465924,0.6096482,1.0006156,0.52647346
0.9818164,1.1988258,0.35757732,0.43537417,1.1705338,1.3490429,1.4803013,0.8097727,0.44305652,0.56707287,0.5908274,0.5268208,0.69891083,0.6527624,0.6829396,0.48035288,0.5320559,0.4950645,0.55457205,0.37874168,0.6063132,0.3095309
0.8882314,0.89876795,0.26482773,0.4626324,1.0308516,1.0595655,1.1598763,0.7312913,0.3062009,0.36916482,0.36050868,0.35588786,0.45852906,0.50852025,0.50005,0.29812202,0.39270094,0.28099275,0.42901623,0.23232354,0.5080853,0.2000666
0.7742383,0.16664737,0.06495513,0.27074006,0.7150289,0.5503565,0.32249665,0.53555375,0.0071609616,-0.036062364,-0.06605205,-0.030853152,-0.029787108,0.11856787,0.017647415,-0.046032824,0.020958625,-0.18658324,0.15723164,-0.06921509,0.11496888,-0.04627095
1.3745999,0.89301014,0.7095717,-0.39720514,1.1314714,1.5328455,0.87004477,1.1174946,-0.06698167,0.0015865583,0.05564741,-0.057591878,0.09875168,0.13833901,0.09321903,0.37476286,0.14248757,-0.20696373,0.15297854,0.28891462,0.26601076,0.018272258
0.9227146,0.48963872,0.43480903,0.35738873,0.9416752,0.8646579,0.69960684,0.6803358,0.06746336,-0.018042933,-0.015041973,0.019880436,0.08410614,0.19558154,0.11319089,0.10507092,0.17888539,-0.10995491,0.25774607,0.0453192,0.21551387,0.029273793
0.75821066,0.14886472,-0.017561004,0.09881102,0.6198201,0.5316277,0.16195294,0.5223444,-0.0034628958,-0.017147053,-0.09094265,-0.0018663872,-0.044285074,0.17309545,0.013917688,-0.10062519,-0.07498142,-0.1852032,0.19496927,-0.09694223,0.11734384,-0.116817735
0.8607865,0.24327782,0.14219499,0.4091191,0.8521241,0.66229737,0.46531272,0.595008,0.011843059,-0.051224522,-0.048728354,-0.014759208,-0.011929134,0.1324409,0.057142954,-0.013028352,0.09108384,-0.18527791,0.19089584,-0.050786663,0.14100596,0.0008425489
1.0170659,0.8574126,0.7444091,0.4952176,1.1223747,1.0438751,1.0566385,0.72884053,0.18019208,0.13317785,0.11731573,0.16728498,0.28106046,0.3521815,0.25512746,0.18032026,0.3094128,0.08596106,0.4216613,0.1407845,0.3546424,0.108501025
0.8771539,0.24640386,0.15351567,0.40241033,0.8505606,0.67886174,0.46874645,0.61415637,0.015287038,-0.039193496,-0.040307518,-0.011044381,-0.007753864,0.13841659,0.05522449,-0.010151405,0.0975046,-0.1740777,0.19435814,-0.042106275,0.15186265,0.012508426
0.67643714,0.1335914,-0.055592872,-0.011463337,0.514372,0.4748944,0.06974945,0.51060265,0.0035642274,0.004577675,-0.0920704,-0.009528682,-0.035153612,0.15428525,-0.006005032,-0.08760515,-0.09486668,-0.17009237,0.14920524,-0.0825983,0.104123935,-0.12252548
1.03337,0.95919204,0.34734508,0.5622923,1.2267833,1.2371709,1.3239552,0.8034482,0.3551468,0.4381995,0.42398834,0.4299533,0.5030744,0.6155549,0.5536684,0.32002103,0.4450237,0.2817182,0.5193695,0.2591041,0.61423576,0.23939979
0.7100656,0.2487067,-0.09505077,-0.7053256,0.37717038,0.5741666,-0.059702776,0.5473278,-0.013449337,0.032198936,-0.09248322,-0.05890397,-0.00477946,0.105898604,-0.015187027,0.040399265,-0.21741906,-0.18769051,0.06221106,-0.008552305,0.13920759,-0.21364096
0.98576415,0.47311032,0.28915706,0.6968479,1.1225626,0.8603945,0.8043734,0.67556363,0.1424541,0.091847695,0.05699405,0.15229777,0.11773498,0.34699488,0.23034753,0.027311755,0.21939836,-0.07063856,0.3464593,-0.0058377422,0.3971492,0.0877096
0.65367913,0.15966544,-0.30118462,-0.65104884,0.24261472,0.42155644,-0.38970208,0.60102063,0.006285809,0.08685338,-0.08791236,0.0019516423,0.007016357,0.19901647,-0.0019531883,-0.11894092,-0.2839137,-0.055946253,0.09154241,-0.12999345,0.1651435,-0.28821453
0.89493895,0.2879163,0.22493796,0.47407585,0.8651321,0.64834094,0.535645,0.5986995,0.022477988,-0.027521133,-0.04283973,-0.012631416,0.034607477,0.14445572,0.06289205,0.007586746,0.11460942,-0.14172137,0.20202723,-0.040600616,0.15525109,0.016134042
0.9145556,0.43676177,0.39346212,0.3210362,0.8800907,0.77315503,0.64856863,0.61503774,0.033339728,-0.024776071,-0.026602427,-0.0038032364,0.056883357,0.15966085,0.07025468,0.07814528,0.12726411,-0.13938385,0.23950845,0.027812228,0.19103113,0.016310614
0.72028786,0.15093309,-0.0039806254,0.1895816,0.618842,0.5027233,0.18476972,0.50637925,0.0042761527,-0.016628396,-0.08370742,-0.02131174,-0.028566618,0.14673766,0.012578685,-0.06842765,-0.032646935,-0.17234324,0.1556436,-0.08499649,0.11238121,-0.07514942
0.9206134,0.5596004,0.5120091,0.24149585,0.9127677,0.8946981,0.7221042,0.68094355,0.05247485,-0.016779292,-0.0091088675,-0.0019350871,0.08098019,0.16521308,0.090334505,0.14002201,0.16220474,-0.10395361,0.24591759,0.07536645,0.19642925,0.009092312
0.7919404,0.26252526,0.06245785,-0.30725244,0.5564558,0.6957949,0.23128274,0.59613264,-0.04458787,-0.019787233,-0.07271139,-0.08831461,-0.006878875,0.064217895,-0.034722794,0.087377936,-0.076099664,-0.23394266,0.08778654,0.048639562,0.10384418,-0.091571756
0.6143579,0.13858376,-0.09275553,-0.29344833,0.40248406,0.4392762,0.0057228133,0.45366955,0.0068930537,0.000110031106,-0.10526344,-0.03687355,-0.03694606,0.12781058,-0.022983488,-0.04390258,-0.15225652,-0.1706441,0.101939544,-0.05834191,0.089718826,-0.1558541
0.8938512,0.26183122,0.18744898,0.48177278,0.8826172,0.6616194,0.5099324,0.60848814,0.020437993,-0.030989729,-0.034315594,-0.0048934706,0.016353972,0.14211401,0.06967014,-0.009856977,0.11671886,-0.15086591,0.20679061,-0.043146554,0.15311074,0.01611296
0.9606992,0.49230272,0.35652357,-0.12414684,0.8141928,0.9761853,0.57432634,0.7504235,-0.04529142,-0.0456621,-0.019405987,-0.09179257,0.044762462,0.07668493,0.019314121,0.19649239,0.09019944,-0.207637,0.11929992,0.13415568,0.1540706,-0.004886877
0.84738636,0.30252415,0.20243075,0.19399396,0.75995684,0.7303273,0.46479598,0.6123266,-0.011426207,-0.054479875,-0.055128805,-0.059192706,0.011978425,0.101932555,0.02666153,0.06987861,0.07753886,-0.19347611,0.14217643,0.018456135,0.12534659,0.007407222
0.902989,0.3274917,0.21680036,0.58535916,0.9867713,0.74008733,0.6204531,0.6419071,0.058624823,-0.0030139545,-0.029565344,0.028807964,0.05662957,0.19921362,0.12058608,-0.016646773,0.14848064,-0.14287353,0.25645593,-0.050783027,0.22773388,0.060132906
0.9139705,0.36687693,0.13592759,-0.44568625,0.6527941,0.8863057,0.32126364,0.71927977,-0.06391697,-0.011032355,-0.053735532,-0.10566728,0.004115872,0.061798543,-0.023191486,0.16027053,-0.06674495,-0.25491434,0.08542226,0.10461737,0.13266292,-0.07436638
0.6101955,0.12682523,-0.19723482,-0.40023667,0.31713757,0.39377224,-0.1824387,0.4940322,0.010110952,0.05031595,-0.096858546,-0.009598988,-0.017243478,0.18144588,-0.010886643,-0.09632732,-0.21865454,-0.106514856,0.108279556,-0.09707044,0.12330247,-0.22523662
0.7338902,0.17542343,0.05135098,0.25761905,0.6950374,0.5388362,0.29930407,0.5121709,0.028168432,-0.018812738,-0.06767943,-0.0088554025,-0.025750237,0.1583055,0.039109554,-0.0628223,-0.0006513335,-0.18210833,0.18372898,-0.064597115,0.13179538,-0.04227648
1.130523,1.024177,0.37606966,0.6719431,1.3598311,1.3168664,1.4106159,0.8903252,0.38871506,0.44350448,0.42018762,0.4722484,0.5440197,0.6477437,0.6103519,0.2744549,0.50679195,0.31908363,0.5550062,0.25029427,0.70355946,0.24130985
0.8724872,0.30498978,0.17592,0.5599013,0.9277712,0.7035826,0.53874683,0.6342463,0.07227262,0.0021803482,-0.026990997,0.053976547,0.02523312,0.22351526,0.12903376,-0.0482972,0.12537268,-0.15055978,0.24397147,-0.052167315,0.22524393,0.03577304
0.90722144,0.59650195,0.52529085,0.20108321,0.9025651,0.9043299,0.7355518,0.66210425,0.057621107,0.0045951894,0.021994516,0.021699406,0.10679935,0.1855262,0.108983204,0.14797233,0.16721015,-0.09272964,0.26642525,0.10814898,0.21802643,0.014538452
0.6880386,0.17634188,0.033138383,0.20980987,0.6237187,0.49193975,0.2564839,0.48939836,0.020427447,-0.022124723,-0.06181722,-0.032532703,-0.020206382,0.10108006,0.013772029,-0.04364396,0.0014772303,-0.16813463,0.11196861,-0.064628005,0.100761555,-0.04603811
0.8450129,0.26878077,0.13922748,0.43501857,0.8596761,0.6740689,0.4715805,0.6217329,0.027028026,-0.02969962,-0.053174064,-0.0035659317,-0.0015827157,0.13967639,0.06572825,-0.025257181,0.10377298,-0.16607362,0.19607651,-0.06529994,0.17118405,0.023754336
0.7950649,0.32573774,0.005226802,-0.65233266,0.49387643,0.732554,0.107816495,0.618713,-0.026363801,0.010138838,-0.07304236,-0.090680376,-0.003712479,0.069601566,-0.0072036665,0.112899765,-0.15649572,-0.23125571,0.04311608,0.032139625,0.13937686,-0.14668263
0.8821893,0.26649094,0.17925382,0.47109812,0.858638,0.654709,0.50275254,0.60106593,0.020900946,-0.031102855,-0.04726667,-0.01362782,0.01932412,0.1490958,0.057977553,-0.0003371518,0.10891156,-0.1564523,0.19066407,-0.04342195,0.15906139,0.018765304
0.7824015,0.21139495,0.06887175,0.11819157,0.73434144,0.6565546,0.35290214,0.5359571,0.0030114949,-0.051961012,-0.066694416,-0.025795938,-0.035435125,0.12466736,0.033120733,-0.014876213,-0.0039261132,-0.24754645,0.17530237,-0.024351992,0.11772794,-0.030020077
0.76460284,0.23282367,0.09397816,0.030739626,0.63814914,0.63718605,0.3205998,0.5580333,-0.017308842,-0.049127895,-0.06884571,-0.067104906,-0.02281699,0.06790039,-0.013649631,0.02414348,-0.004514482,-0.22610438,0.123162195,-0.002568338,0.09675317,-0.04200153
0.8681997,0.23700513,0.15220535,0.43393832,0.84877354,0.6456409,0.46968973,0.5953979,0.019219711,-0.04013006,-0.049556646,-0.010241231,-0.0043391716,0.1440964,0.054426234,-0.016414424,0.091802135,-0.16985258,0.19422619,-0.06100862,0.14999378,0.0048092306
0.8437999,0.28271198,0.18491659,0.36525327,0.8206491,0.6885411,0.4733034,0.60367024,0.017416693,-0.04588948,-0.04716962,-0.017055117,-0.0048793107,0.14388242,0.050256733,0.01874454,0.09178913,-0.17742383,0.1779063,-0.029110853,0.14949864,0.016768146
1.097265,0.6086459,0.51176417,0.7328024,1.210256,0.94257194,0.9554947,0.720136,0.13423616,0.06274552,0.027461782,0.13752873,0.15861146,0.34845084,0.22418311,0.04537004,0.25359073,-0.05915416,0.39264205,0.012350161,0.3571246,0.12515661
0.8507377,0.30182832,0.208209,0.34913823,0.8061427,0.6798887,0.5039745,0.5934158,0.013826024,-0.045403823,-0.052525878,-0.03574445,0.015082989,0.11973989,0.044854503,0.025960248,0.08887586,-0.16415569,0.16996713,-0.02594743,0.13627365,0.014422819
1.0272591,0.34034947,0.20595652,0.68632567,1.1028707,0.8222142,0.65272456,0.6895827,0.07602116,0.0007591108,-0.00012714416,0.07110599,0.016853597,0.26237714,0.1502189,-0.04196259,0.16452125,-0.156979,0.2899701,-0.058394413,0.30520505,0.06524195
0.89614254,0.35358292,0.28369826,0.5755282,0.94705826,0.70100254,0.6196534,0.60817975,0.05800331,-0.0018045008,-0.026374498,0.030374385,0.06111723,0.19688992,0.11400524,0.0069347597,0.14855619,-0.11558678,0.25021014,-0.03281806,0.20819788,0.045131296
0.66994566,0.13398062,-0.041372024,-0.035897024,0.5179583,0.462927,0.08706802,0.47512966,0.016883813,0.008239426,-0.08775467,-0.0021853596,-0.04322544,0.18555395,0.0073140636,-0.0925401,-0.11430551,-0.15642646,0.17221719,-0.08200526,0.11438059,-0.12817325
0.7107899,0.14058754,0.02613933,0.18633622,0.613693,0.470336,0.23649657,0.4859901,0.0012127534,-0.024996858,-0.07542252,-0.033447225,-0.03080064,0.1167068,-0.0020655096,-0.052289758,-0.010899179,-0.17695856,0.1355353,-0.071450055,0.10084819,-0.06555438
0.8669567,0.23268096,0.1465783,0.39552435,0.82534957,0.6460276,0.4613033,0.5931521,0.009181287,-0.042712864,-0.058057398,-0.028660603,-0.001853548,0.13132474,0.038785305,-0.009639423,0.086926445,-0.17575139,0.18118334,-0.05119613,0.13685022,0.005355593
0.89862096,0.41735086,0.22581957,-0.19192162,0.73697996,0.86990917,0.45228723,0.7156638,-0.026411105,-0.042285506,-0.030161167,-0.07244478,0.013071563,0.08923065,0.019810501,0.14871928,0.01719436,-0.24056701,0.13489407,0.09795344,0.15664826,-0.022245817
0.8952042,0.28150153,0.190557,0.53621745,0.9179473,0.68704724,0.5364777,0.624384,0.04689282,-0.023056284,-0.036740303,0.018694893,0.013193425,0.17713362,0.090456694,-0.012381332,0.12721044,-0.15562804,0.21637906,-0.059526335,0.188757,0.03408496
0.81791925,0.263721,0.14317214,0.111291654,0.6947842,0.67412716,0.39266843,0.58801985,-0.028331418,-0.056658037,-0.06260666,-0.07381139,-0.0065031406,0.079108536,-0.0050556418,0.046075463,0.03783566,-0.21787278,0.12125412,0.011632776,0.10291484,-0.020310065
0.8436433,0.52665186,0.27205592,0.56042117,0.94670236,0.78939885,0.78770155,0.62706655,0.16189668,0.12745842,0.0908329,0.15190801,0.18031001,0.30973145,0.23890637,0.071668595,0.21877094,0.0005864948,0.3007273,0.05107364,0.3425659,0.09417056
0.75290376,0.16837645,0.06413938,0.26974925,0.69568354,0.5320107,0.3138347,0.5226999,0.008215547,-0.031726513,-0.066543594,-0.02990495,-0.026556794,0.119505115,0.019242357,-0.046015188,0.020428922,-0.17805563,0.15727454,-0.071848616,0.11616045,-0.049392298
0.91849554,0.47432148,0.37864465,0.3046381,0.90093344,0.83732265,0.65461445,0.6621435,0.04110077,-0.01622925,-0.009601731,0.0153681,0.049694292,0.1739385,0.0895751,0.07842274,0.13960026,-0.1321918,0.24417588,0.03714847,0.21284728,0.028873563
0.78783745,0.29548633,0.012016971,-0.56433225,0.4830654,0.6806584,0.112021185,0.5942734,-0.03677663,0.017201256,-0.07259497,-0.072705,-0.00627286,0.07702333,-0.018459221,0.094545454,-0.15272872,-0.22049786,0.067109495,0.048800156,0.12933487,-0.13803118
0.925876,0.35919568,0.22357738,0.63507545,1.0189935,0.76412183,0.64837843,0.65265816,0.080903165,0.0006954977,-0.016874168,0.055247266,0.051795527,0.22938523,0.15026546,-0.02744902,0.15889302,-0.14376557,0.27193114,-0.05142827,0.25688237,0.06498209
0.8895467,0.5892507,0.2610223,0.54594946,0.9926826,0.88717073,0.88265544,0.65366626,0.2131721,0.21407181,0.19451681,0.23093763,0.23347415,0.39937812,0.29780138,0.14448705,0.2639102,0.054811098,0.36317065,0.11296864,0.42697576,0.1333741
0.93569833,0.28973335,0.20134562,0.5648387,0.9536022,0.70882106,0.57732546,0.6304028,0.04942409,-0.01384678,-0.03406496,0.020982932,0.020487055,0.19565518,0.09802435,-0.012749268,0.13330245,-0.15567899,0.22910404,-0.055551652,0.21103917,0.0429824
1.1454316,0.56630814,0.4046613,0.84494925,1.3401048,1.0206345,0.9481179,0.7838395,0.14433636,0.07664191,0.061515607,0.18716381,0.13155426,0.39282477,0.2827967,0.00035849214,0.27001324,-0.08051207,0.41829416,-0.010274824,0.4531217,0.12849504
0.8617665,0.273943,0.18071546,0.29567084,0.80519104,0.71788293,0.4759741,0.616242,0.0048819818,-0.049549777,-0.059078123,-0.038938448,0.0070428215,0.123256214,0.03843614,0.040835734,0.084383726,-0.19095452,0.16123782,-0.009519041,0.13381028,0.021237254
0.84644264,0.36386696,0.30947998,0.31385827,0.8102027,0.714764,0.55816704,0.5874619,0.020559844,-0.03348915,-0.038612057,-0.03114757,0.05104789,0.1334871,0.058318425,0.065329105,0.11223067,-0.1375666,0.19006607,0.012336286,0.1483333,0.012200728
0.8526987,0.27009973,0.17628004,0.24836159,0.77072453,0.6975396,0.45556483,0.60691285,-0.008015882,-0.04720617,-0.05554823,-0.051185813,0.009775128,0.10756403,0.022575885,0.04518861,0.077401236,-0.19175448,0.15135269,0.0015014708,0.124001205,0.009903442
0.6872966,0.16462958,-0.016628705,-0.08873767,0.52806556,0.530129,0.16184977,0.5107942,-0.0135882385,-0.027606856,-0.08696573,-0.07463204,-0.024705503,0.07526342,-0.021324985,0.0006333208,-0.05783616,-0.21969129,0.08641948,-0.02869013,0.086478435,-0.08670156
0.62166196,0.14276445,-0.06799788,-0.19459754,0.43311927,0.43965122,0.04854697,0.45881152,0.008463342,-0.0067379354,-0.095392294,-0.040719785,-0.030302247,0.11235932,-0.022146603,-0.040854514,-0.12077877,-0.1788284,0.09983106,-0.056335907,0.08985574,-0.13253066
0.8375675,0.2922607,0.18959075,0.13806558,0.71835184,0.69992113,0.44122785,0.6004855,-0.025092106,-0.05495508,-0.055648547,-0.07528158,0.009875838,0.081043035,0.0063801426,0.06737015,0.0628743,-0.20259607,0.12739624,0.022491261,0.109077565,-0.009214852
