Dataset                      Metric                   metric valor    d     l
../datasets_2/cocomo81.arff  MAE                      202.669         2  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    102.62          2  0.05
../datasets_2/cocomo81.arff  RMSE                     396.091         2  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.619674      2  0.05
../datasets_2/cocomo81.arff  MAE                      217.511         2  0.1
../datasets_2/cocomo81.arff  Median Absolute Error     75.4075        2  0.1
../datasets_2/cocomo81.arff  RMSE                     476             2  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.450738      2  0.1
../datasets_2/cocomo81.arff  MAE                      164.179         2  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     59.7393        2  0.15
../datasets_2/cocomo81.arff  RMSE                     425.905         2  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.560263      2  0.15
../datasets_2/cocomo81.arff  MAE                      249.777         2  0.2
../datasets_2/cocomo81.arff  Median Absolute Error     72.9598        2  0.2
../datasets_2/cocomo81.arff  RMSE                     497.65          2  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.399637      2  0.2
../datasets_2/cocomo81.arff  MAE                      181.106         2  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     56.5473        2  0.25
../datasets_2/cocomo81.arff  RMSE                     466.006         2  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.473559      2  0.25
../datasets_2/cocomo81.arff  MAE                      235.019         3  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    111.7           3  0.05
../datasets_2/cocomo81.arff  RMSE                     505.732         3  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.379977      3  0.05
../datasets_2/cocomo81.arff  MAE                      237.959         3  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    110.935         3  0.1
../datasets_2/cocomo81.arff  RMSE                     502.194         3  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.388623      3  0.1
../datasets_2/cocomo81.arff  MAE                      214.006         3  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     71.3035        3  0.15
../datasets_2/cocomo81.arff  RMSE                     494.713         3  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.406701      3  0.15
../datasets_2/cocomo81.arff  MAE                      235.633         3  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    119.752         3  0.2
../datasets_2/cocomo81.arff  RMSE                     503.913         3  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.384431      3  0.2
../datasets_2/cocomo81.arff  MAE                      237.152         3  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     68.9502        3  0.25
../datasets_2/cocomo81.arff  RMSE                     516.728         3  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.352722      3  0.25
../datasets_2/cocomo81.arff  MAE                      218.712         4  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     55.2128        4  0.05
../datasets_2/cocomo81.arff  RMSE                     484.19          4  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.431673      4  0.05
../datasets_2/cocomo81.arff  MAE                      218.149         4  0.1
../datasets_2/cocomo81.arff  Median Absolute Error     65.1139        4  0.1
../datasets_2/cocomo81.arff  RMSE                     486.485         4  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.426274      4  0.1
../datasets_2/cocomo81.arff  MAE                      204.382         4  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     59.1398        4  0.15
../datasets_2/cocomo81.arff  RMSE                     494.459         4  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.40731       4  0.15
../datasets_2/cocomo81.arff  MAE                      197.352         4  0.2
../datasets_2/cocomo81.arff  Median Absolute Error     54.3689        4  0.2
../datasets_2/cocomo81.arff  RMSE                     466.005         4  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.473561      4  0.2
../datasets_2/cocomo81.arff  MAE                      223.781         4  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     78.1439        4  0.25
../datasets_2/cocomo81.arff  RMSE                     480.969         4  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.439209      4  0.25
../datasets_2/cocomo81.arff  MAE                      203.459         5  0.05
../datasets_2/cocomo81.arff  Median Absolute Error     24.306         5  0.05
../datasets_2/cocomo81.arff  RMSE                     492.646         5  0.05
../datasets_2/cocomo81.arff  R2 Score                   0.411649      5  0.05
../datasets_2/cocomo81.arff  MAE                      208.394         5  0.1
../datasets_2/cocomo81.arff  Median Absolute Error     38.2124        5  0.1
../datasets_2/cocomo81.arff  RMSE                     496.885         5  0.1
../datasets_2/cocomo81.arff  R2 Score                   0.401481      5  0.1
../datasets_2/cocomo81.arff  MAE                      214.821         5  0.15
../datasets_2/cocomo81.arff  Median Absolute Error     40.1847        5  0.15
../datasets_2/cocomo81.arff  RMSE                     495.235         5  0.15
../datasets_2/cocomo81.arff  R2 Score                   0.405449      5  0.15
../datasets_2/cocomo81.arff  MAE                      199.354         5  0.2
../datasets_2/cocomo81.arff  Median Absolute Error     29.6707        5  0.2
../datasets_2/cocomo81.arff  RMSE                     494.833         5  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.406414      5  0.2
../datasets_2/cocomo81.arff  MAE                      206.265         5  0.25
../datasets_2/cocomo81.arff  Median Absolute Error     39.8142        5  0.25
../datasets_2/cocomo81.arff  RMSE                     491.991         5  0.25
../datasets_2/cocomo81.arff  R2 Score                   0.413212      5  0.25
../datasets_2/china.arff     MAE                      487.966         1  0.05
../datasets_2/china.arff     Median Absolute Error    142.282         1  0.05
../datasets_2/china.arff     RMSE                    1721.05          1  0.05
../datasets_2/china.arff     R2 Score                   0.903631      1  0.05
../datasets_2/china.arff     MAE                      486.745         1  0.1
../datasets_2/china.arff     Median Absolute Error    132.796         1  0.1
../datasets_2/china.arff     RMSE                    1753.49          1  0.1
../datasets_2/china.arff     R2 Score                   0.899964      1  0.1
../datasets_2/china.arff     MAE                      554.989         1  0.15
../datasets_2/china.arff     Median Absolute Error    113.412         1  0.15
../datasets_2/china.arff     RMSE                    1820.98          1  0.15
../datasets_2/china.arff     R2 Score                   0.892115      1  0.15
../datasets_2/china.arff     MAE                      599.311         1  0.2
../datasets_2/china.arff     Median Absolute Error    131.605         1  0.2
../datasets_2/china.arff     RMSE                    1871.98          1  0.2
../datasets_2/china.arff     R2 Score                   0.885987      1  0.2
../datasets_2/china.arff     MAE                      637.233         1  0.25
../datasets_2/china.arff     Median Absolute Error    139.65          1  0.25
../datasets_2/china.arff     RMSE                    1970.14          1  0.25
../datasets_2/china.arff     R2 Score                   0.873717      1  0.25
../datasets_2/china.arff     MAE                      462.195         2  0.05
../datasets_2/china.arff     Median Absolute Error     90.1029        2  0.05
../datasets_2/china.arff     RMSE                    1792.29          2  0.05
../datasets_2/china.arff     R2 Score                   0.895488      2  0.05
../datasets_2/china.arff     MAE                      472.275         2  0.1
../datasets_2/china.arff     Median Absolute Error     91.7649        2  0.1
../datasets_2/china.arff     RMSE                    1797.99          2  0.1
../datasets_2/china.arff     R2 Score                   0.894822      2  0.1
../datasets_2/china.arff     MAE                      488.658         2  0.15
../datasets_2/china.arff     Median Absolute Error    103.229         2  0.15
../datasets_2/china.arff     RMSE                    1743.32          2  0.15
../datasets_2/china.arff     R2 Score                   0.901121      2  0.15
../datasets_2/china.arff     MAE                      520.411         2  0.2
../datasets_2/china.arff     Median Absolute Error    120.425         2  0.2
../datasets_2/china.arff     RMSE                    1687.82          2  0.2
../datasets_2/china.arff     R2 Score                   0.907316      2  0.2
../datasets_2/china.arff     MAE                      526.155         2  0.25
../datasets_2/china.arff     Median Absolute Error    134.647         2  0.25
../datasets_2/china.arff     RMSE                    1715.59          2  0.25
../datasets_2/china.arff     R2 Score                   0.904242      2  0.25
../datasets_2/china.arff     MAE                      431.192         3  0.05
../datasets_2/china.arff     Median Absolute Error     84.2678        3  0.05
../datasets_2/china.arff     RMSE                    1675.72          3  0.05
../datasets_2/china.arff     R2 Score                   0.908641      3  0.05
../datasets_2/china.arff     MAE                      434.328         3  0.1
../datasets_2/china.arff     Median Absolute Error     73.5925        3  0.1
../datasets_2/china.arff     RMSE                    1783.82          3  0.1
../datasets_2/china.arff     R2 Score                   0.896474      3  0.1
../datasets_2/china.arff     MAE                      429.629         3  0.15
../datasets_2/china.arff     Median Absolute Error     85.66          3  0.15
../datasets_2/china.arff     RMSE                    1682.67          3  0.15
../datasets_2/china.arff     R2 Score                   0.907882      3  0.15
../datasets_2/china.arff     MAE                      432.242         3  0.2
../datasets_2/china.arff     Median Absolute Error     75.7095        3  0.2
../datasets_2/china.arff     RMSE                    1709.87          3  0.2
../datasets_2/china.arff     R2 Score                   0.904879      3  0.2
../datasets_2/china.arff     MAE                      463.731         3  0.25
../datasets_2/china.arff     Median Absolute Error     85.3617        3  0.25
../datasets_2/china.arff     RMSE                    1656.71          3  0.25
../datasets_2/china.arff     R2 Score                   0.910702      3  0.25
../datasets_2/china.arff     MAE                      405.704         4  0.05
../datasets_2/china.arff     Median Absolute Error     69.4653        4  0.05
../datasets_2/china.arff     RMSE                    1633.85          4  0.05
../datasets_2/china.arff     R2 Score                   0.913149      4  0.05
../datasets_2/china.arff     MAE                      432.638         4  0.1
../datasets_2/china.arff     Median Absolute Error     81.1436        4  0.1
../datasets_2/china.arff     RMSE                    1775.59          4  0.1
../datasets_2/china.arff     R2 Score                   0.897427      4  0.1
../datasets_2/china.arff     MAE                      420.477         4  0.15
../datasets_2/china.arff     Median Absolute Error     64.656         4  0.15
../datasets_2/china.arff     RMSE                    1643.26          4  0.15
../datasets_2/china.arff     R2 Score                   0.912146      4  0.15
../datasets_2/china.arff     MAE                      440.04          4  0.2
../datasets_2/china.arff     Median Absolute Error     79.1192        4  0.2
../datasets_2/china.arff     RMSE                    1737.97          4  0.2
../datasets_2/china.arff     R2 Score                   0.901727      4  0.2
../datasets_2/china.arff     MAE                      430.521         4  0.25
../datasets_2/china.arff     Median Absolute Error     94.2639        4  0.25
../datasets_2/china.arff     RMSE                    1712.94          4  0.25
../datasets_2/china.arff     R2 Score                   0.904537      4  0.25
../datasets_2/china.arff     MAE                      439.257         5  0.05
../datasets_2/china.arff     Median Absolute Error     72.9497        5  0.05
../datasets_2/china.arff     RMSE                    1765.4           5  0.05
../datasets_2/china.arff     R2 Score                   0.898601      5  0.05
../datasets_2/china.arff     MAE                      457.093         5  0.1
../datasets_2/china.arff     Median Absolute Error     75.7023        5  0.1
../datasets_2/china.arff     RMSE                    1829.78          5  0.1
../datasets_2/china.arff     R2 Score                   0.891069      5  0.1
../datasets_2/china.arff     MAE                      463.741         5  0.15
../datasets_2/china.arff     Median Absolute Error     69.4126        5  0.15
../datasets_2/china.arff     RMSE                    1746.86          5  0.15
../datasets_2/china.arff     R2 Score                   0.900719      5  0.15
../datasets_2/china.arff     MAE                      483.744         5  0.2
../datasets_2/china.arff     Median Absolute Error     69.3596        5  0.2
../datasets_2/china.arff     RMSE                    1768.79          5  0.2
../datasets_2/china.arff     R2 Score                   0.89821       5  0.2
../datasets_2/china.arff     MAE                      493.272         5  0.25
../datasets_2/china.arff     Median Absolute Error     75.3613        5  0.25
../datasets_2/china.arff     RMSE                    1879.56          5  0.25
../datasets_2/china.arff     R2 Score                   0.885062      5  0.25
../datasets_2/albrecht.arff  MAE                        7.64703       1  0.05
../datasets_2/albrecht.arff  Median Absolute Error      5.55387       1  0.05
../datasets_2/albrecht.arff  RMSE                      10.1568        1  0.05
../datasets_2/albrecht.arff  R2 Score                  -0.327776      1  0.05
../datasets_2/albrecht.arff  MAE                        7.57682       1  0.1
../datasets_2/albrecht.arff  Median Absolute Error      6.62006       1  0.1
../datasets_2/albrecht.arff  RMSE                      10.1778        1  0.1
../datasets_2/albrecht.arff  R2 Score                  -0.333284      1  0.1
../datasets_2/albrecht.arff  MAE                        7.29674       1  0.15
../datasets_2/albrecht.arff  Median Absolute Error      7.17923       1  0.15
../datasets_2/albrecht.arff  RMSE                       9.90695       1  0.15
../datasets_2/albrecht.arff  R2 Score                  -0.263265      1  0.15
../datasets_2/albrecht.arff  MAE                        7.6425        1  0.2
../datasets_2/albrecht.arff  Median Absolute Error      7.1161        1  0.2
../datasets_2/albrecht.arff  RMSE                      10.3313        1  0.2
../datasets_2/albrecht.arff  R2 Score                  -0.373794      1  0.2
../datasets_2/albrecht.arff  MAE                        7.22136       1  0.25
../datasets_2/albrecht.arff  Median Absolute Error      7.23202       1  0.25
../datasets_2/albrecht.arff  RMSE                       9.75483       1  0.25
../datasets_2/albrecht.arff  R2 Score                  -0.224769      1  0.25
../datasets_2/albrecht.arff  MAE                        7.92836       2  0.05
../datasets_2/albrecht.arff  Median Absolute Error      6.89092       2  0.05
../datasets_2/albrecht.arff  RMSE                      10.905         2  0.05
../datasets_2/albrecht.arff  R2 Score                  -0.530628      2  0.05
../datasets_2/albrecht.arff  MAE                        7.80734       2  0.1
../datasets_2/albrecht.arff  Median Absolute Error      6.6542        2  0.1
../datasets_2/albrecht.arff  RMSE                      10.5138        2  0.1
../datasets_2/albrecht.arff  R2 Score                  -0.422766      2  0.1
../datasets_2/albrecht.arff  MAE                        7.72819       2  0.15
../datasets_2/albrecht.arff  Median Absolute Error      6.55315       2  0.15
../datasets_2/albrecht.arff  RMSE                      10.6752        2  0.15
../datasets_2/albrecht.arff  R2 Score                  -0.466782      2  0.15
../datasets_2/albrecht.arff  MAE                        7.56212       2  0.2
../datasets_2/albrecht.arff  Median Absolute Error      6.83809       2  0.2
../datasets_2/albrecht.arff  RMSE                      10.3516        2  0.2
../datasets_2/albrecht.arff  R2 Score                  -0.379214      2  0.2
../datasets_2/albrecht.arff  MAE                        7.86825       2  0.25
../datasets_2/albrecht.arff  Median Absolute Error      7.00077       2  0.25
../datasets_2/albrecht.arff  RMSE                      10.7766        2  0.25
../datasets_2/albrecht.arff  R2 Score                  -0.494785      2  0.25
../datasets_2/albrecht.arff  MAE                        8.26689       3  0.05
../datasets_2/albrecht.arff  Median Absolute Error      7.05035       3  0.05
../datasets_2/albrecht.arff  RMSE                      10.8866        3  0.05
../datasets_2/albrecht.arff  R2 Score                  -0.525458      3  0.05
../datasets_2/albrecht.arff  MAE                        7.77645       3  0.1
../datasets_2/albrecht.arff  Median Absolute Error      6.23514       3  0.1
../datasets_2/albrecht.arff  RMSE                      10.7203        3  0.1
../datasets_2/albrecht.arff  R2 Score                  -0.479193      3  0.1
../datasets_2/albrecht.arff  MAE                        8.01796       3  0.15
../datasets_2/albrecht.arff  Median Absolute Error      6.84911       3  0.15
../datasets_2/albrecht.arff  RMSE                      10.8185        3  0.15
../datasets_2/albrecht.arff  R2 Score                  -0.506441      3  0.15
../datasets_2/albrecht.arff  MAE                        8.12856       3  0.2
../datasets_2/albrecht.arff  Median Absolute Error      6.25994       3  0.2
../datasets_2/albrecht.arff  RMSE                      10.9546        3  0.2
../datasets_2/albrecht.arff  R2 Score                  -0.544566      3  0.2
../datasets_2/albrecht.arff  MAE                        8.12768       3  0.25
../datasets_2/albrecht.arff  Median Absolute Error      7.13993       3  0.25
../datasets_2/albrecht.arff  RMSE                      11.0166        3  0.25
../datasets_2/albrecht.arff  R2 Score                  -0.562101      3  0.25
../datasets_2/albrecht.arff  MAE                        8.03024       4  0.05
../datasets_2/albrecht.arff  Median Absolute Error      5.64166       4  0.05
../datasets_2/albrecht.arff  RMSE                      11.0262        4  0.05
../datasets_2/albrecht.arff  R2 Score                  -0.564816      4  0.05
../datasets_2/albrecht.arff  MAE                        8.43268       4  0.1
../datasets_2/albrecht.arff  Median Absolute Error      5.92344       4  0.1
../datasets_2/albrecht.arff  RMSE                      11.0953        4  0.1
../datasets_2/albrecht.arff  R2 Score                  -0.584497      4  0.1
../datasets_2/albrecht.arff  MAE                        8.77102       4  0.15
../datasets_2/albrecht.arff  Median Absolute Error      5.79909       4  0.15
../datasets_2/albrecht.arff  RMSE                      11.2223        4  0.15
../datasets_2/albrecht.arff  R2 Score                  -0.620977      4  0.15
../datasets_2/albrecht.arff  MAE                        7.95619       4  0.2
../datasets_2/albrecht.arff  Median Absolute Error      5.54673       4  0.2
../datasets_2/albrecht.arff  RMSE                      10.8931        4  0.2
../datasets_2/albrecht.arff  R2 Score                  -0.527271      4  0.2
../datasets_2/albrecht.arff  MAE                        8.43699       4  0.25
../datasets_2/albrecht.arff  Median Absolute Error      5.93083       4  0.25
../datasets_2/albrecht.arff  RMSE                      11.1795        4  0.25
../datasets_2/albrecht.arff  R2 Score                  -0.608632      4  0.25
../datasets_2/albrecht.arff  MAE                        7.81218       5  0.05
../datasets_2/albrecht.arff  Median Absolute Error      5.79514       5  0.05
../datasets_2/albrecht.arff  RMSE                      10.8732        5  0.05
../datasets_2/albrecht.arff  R2 Score                  -0.521696      5  0.05
../datasets_2/albrecht.arff  MAE                        8.24451       5  0.1
../datasets_2/albrecht.arff  Median Absolute Error      5.79011       5  0.1
../datasets_2/albrecht.arff  RMSE                      10.9762        5  0.1
../datasets_2/albrecht.arff  R2 Score                  -0.550659      5  0.1
../datasets_2/albrecht.arff  MAE                        8.80366       5  0.15
../datasets_2/albrecht.arff  Median Absolute Error      6.06885       5  0.15
../datasets_2/albrecht.arff  RMSE                      11.2671        5  0.15
../datasets_2/albrecht.arff  R2 Score                  -0.633962      5  0.15
../datasets_2/albrecht.arff  MAE                        8.14903       5  0.2
../datasets_2/albrecht.arff  Median Absolute Error      5.8926        5  0.2
../datasets_2/albrecht.arff  RMSE                      11.0098        5  0.2
../datasets_2/albrecht.arff  R2 Score                  -0.560175      5  0.2
../datasets_2/albrecht.arff  MAE                        7.62737       5  0.25
../datasets_2/albrecht.arff  Median Absolute Error      5.13828       5  0.25
../datasets_2/albrecht.arff  RMSE                      10.8574        5  0.25
../datasets_2/albrecht.arff  R2 Score                  -0.517269      5  0.25
../datasets_2/kemerer.arff   MAE                      311.097         1  0.05
../datasets_2/kemerer.arff   Median Absolute Error    147.4           1  0.05
../datasets_2/kemerer.arff   RMSE                     456.549         1  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.0780387     1  0.05
../datasets_2/kemerer.arff   MAE                      317.093         1  0.1
../datasets_2/kemerer.arff   Median Absolute Error    144.72          1  0.1
../datasets_2/kemerer.arff   RMSE                     453.295         1  0.1
../datasets_2/kemerer.arff   R2 Score                  -0.0627235     1  0.1
../datasets_2/kemerer.arff   MAE                      318.313         1  0.15
../datasets_2/kemerer.arff   Median Absolute Error    143.432         1  0.15
../datasets_2/kemerer.arff   RMSE                     453.357         1  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.0630178     1  0.15
../datasets_2/kemerer.arff   MAE                      310.121         1  0.2
../datasets_2/kemerer.arff   Median Absolute Error    143.023         1  0.2
../datasets_2/kemerer.arff   RMSE                     451.203         1  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.052938      1  0.2
../datasets_2/kemerer.arff   MAE                      307.076         1  0.25
../datasets_2/kemerer.arff   Median Absolute Error    142.822         1  0.25
../datasets_2/kemerer.arff   RMSE                     450.784         1  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.0509868     1  0.25
../datasets_2/kemerer.arff   MAE                      312.781         2  0.05
../datasets_2/kemerer.arff   Median Absolute Error    152.009         2  0.05
../datasets_2/kemerer.arff   RMSE                     461.085         2  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.0995682     2  0.05
../datasets_2/kemerer.arff   MAE                      317.066         2  0.1
../datasets_2/kemerer.arff   Median Absolute Error    149.536         2  0.1
../datasets_2/kemerer.arff   RMSE                     463.846         2  0.1
../datasets_2/kemerer.arff   R2 Score                  -0.112772      2  0.1
../datasets_2/kemerer.arff   MAE                      317.279         2  0.15
../datasets_2/kemerer.arff   Median Absolute Error    150.272         2  0.15
../datasets_2/kemerer.arff   RMSE                     462.891         2  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.108196      2  0.15
../datasets_2/kemerer.arff   MAE                      320.825         2  0.2
../datasets_2/kemerer.arff   Median Absolute Error    151.896         2  0.2
../datasets_2/kemerer.arff   RMSE                     465.617         2  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.12129       2  0.2
../datasets_2/kemerer.arff   MAE                      314.012         2  0.25
../datasets_2/kemerer.arff   Median Absolute Error    143.768         2  0.25
../datasets_2/kemerer.arff   RMSE                     455.061         2  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.0710214     2  0.25
../datasets_2/kemerer.arff   MAE                      311.64          3  0.05
../datasets_2/kemerer.arff   Median Absolute Error    148.205         3  0.05
../datasets_2/kemerer.arff   RMSE                     459.144         3  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.090326      3  0.05
../datasets_2/kemerer.arff   MAE                      313.124         3  0.1
../datasets_2/kemerer.arff   Median Absolute Error    154.408         3  0.1
../datasets_2/kemerer.arff   RMSE                     461.292         3  0.1
../datasets_2/kemerer.arff   R2 Score                  -0.100555      3  0.1
../datasets_2/kemerer.arff   MAE                      311.247         3  0.15
../datasets_2/kemerer.arff   Median Absolute Error    146.245         3  0.15
../datasets_2/kemerer.arff   RMSE                     459.946         3  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.0941384     3  0.15
../datasets_2/kemerer.arff   MAE                      317.747         3  0.2
../datasets_2/kemerer.arff   Median Absolute Error    156.921         3  0.2
../datasets_2/kemerer.arff   RMSE                     462.414         3  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.105916      3  0.2
../datasets_2/kemerer.arff   MAE                      319.962         3  0.25
../datasets_2/kemerer.arff   Median Absolute Error    145.302         3  0.25
../datasets_2/kemerer.arff   RMSE                     460.432         3  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.0964525     3  0.25
../datasets_2/kemerer.arff   MAE                      316.668         4  0.05
../datasets_2/kemerer.arff   Median Absolute Error    152.774         4  0.05
../datasets_2/kemerer.arff   RMSE                     465.215         4  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.11935       4  0.05
../datasets_2/kemerer.arff   MAE                      317.44          4  0.1
../datasets_2/kemerer.arff   Median Absolute Error    149.125         4  0.1
../datasets_2/kemerer.arff   RMSE                     463.093         4  0.1
../datasets_2/kemerer.arff   R2 Score                  -0.109163      4  0.1
../datasets_2/kemerer.arff   MAE                      315.906         4  0.15
../datasets_2/kemerer.arff   Median Absolute Error    154.304         4  0.15
../datasets_2/kemerer.arff   RMSE                     460.69          4  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.0976837     4  0.15
../datasets_2/kemerer.arff   MAE                      315.267         4  0.2
../datasets_2/kemerer.arff   Median Absolute Error    146.151         4  0.2
../datasets_2/kemerer.arff   RMSE                     465.665         4  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.121518      4  0.2
../datasets_2/kemerer.arff   MAE                      317.902         4  0.25
../datasets_2/kemerer.arff   Median Absolute Error    145.533         4  0.25
../datasets_2/kemerer.arff   RMSE                     461.465         4  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.101382      4  0.25
../datasets_2/kemerer.arff   MAE                      320.481         5  0.05
../datasets_2/kemerer.arff   Median Absolute Error    155.969         5  0.05
../datasets_2/kemerer.arff   RMSE                     465.618         5  0.05
../datasets_2/kemerer.arff   R2 Score                  -0.121292      5  0.05
../datasets_2/kemerer.arff   MAE                      317.532         5  0.1
../datasets_2/kemerer.arff   Median Absolute Error    151.107         5  0.1
../datasets_2/kemerer.arff   RMSE                     465.634         5  0.1
../datasets_2/kemerer.arff   R2 Score                  -0.121372      5  0.1
../datasets_2/kemerer.arff   MAE                      320.458         5  0.15
../datasets_2/kemerer.arff   Median Absolute Error    152.195         5  0.15
../datasets_2/kemerer.arff   RMSE                     466.413         5  0.15
../datasets_2/kemerer.arff   R2 Score                  -0.125127      5  0.15
../datasets_2/kemerer.arff   MAE                      322.575         5  0.2
../datasets_2/kemerer.arff   Median Absolute Error    159.706         5  0.2
../datasets_2/kemerer.arff   RMSE                     468.236         5  0.2
../datasets_2/kemerer.arff   R2 Score                  -0.133937      5  0.2
../datasets_2/kemerer.arff   MAE                      321.052         5  0.25
../datasets_2/kemerer.arff   Median Absolute Error    163.788         5  0.25
../datasets_2/kemerer.arff   RMSE                     470.718         5  0.25
../datasets_2/kemerer.arff   R2 Score                  -0.145992      5  0.25
../datasets_2/cocomo81.arff  MAE                     1103.84          1  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    217.799         1  0.05
../datasets_2/cocomo81.arff  RMSE                    2280.73          1  0.05
../datasets_2/cocomo81.arff  R2 Score                  -0.833032      1  0.05
../datasets_2/cocomo81.arff  MAE                     1208.34          1  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    220.712         1  0.1
../datasets_2/cocomo81.arff  RMSE                    2569.48          1  0.1
../datasets_2/cocomo81.arff  R2 Score                  -1.32655       1  0.1
../datasets_2/cocomo81.arff  MAE                     1249.38          1  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    188.036         1  0.15
../datasets_2/cocomo81.arff  RMSE                    2696.86          1  0.15
../datasets_2/cocomo81.arff  R2 Score                  -1.56292       1  0.15
../datasets_2/cocomo81.arff  MAE                     1303.94          1  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    237.443         1  0.2
../datasets_2/cocomo81.arff  RMSE                    2788.26          1  0.2
../datasets_2/cocomo81.arff  R2 Score                  -1.73959       1  0.2
../datasets_2/cocomo81.arff  MAE                     1272.7           1  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    266.648         1  0.25
../datasets_2/cocomo81.arff  RMSE                    2783.85          1  0.25
../datasets_2/cocomo81.arff  R2 Score                  -1.73094       1  0.25
../datasets_2/cocomo81.arff  MAE                      889.119         2  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    127.406         2  0.05
../datasets_2/cocomo81.arff  RMSE                    1726.5           2  0.05
../datasets_2/cocomo81.arff  R2 Score                  -0.0503942     2  0.05
../datasets_2/cocomo81.arff  MAE                     1020.24          2  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    179.487         2  0.1
../datasets_2/cocomo81.arff  RMSE                    2111.57          2  0.1
../datasets_2/cocomo81.arff  R2 Score                  -0.571196      2  0.1
../datasets_2/cocomo81.arff  MAE                     1016.96          2  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    199.297         2  0.15
../datasets_2/cocomo81.arff  RMSE                    2101.42          2  0.15
../datasets_2/cocomo81.arff  R2 Score                  -0.556136      2  0.15
../datasets_2/cocomo81.arff  MAE                      760.813         2  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    227.077         2  0.2
../datasets_2/cocomo81.arff  RMSE                    1446.15          2  0.2
../datasets_2/cocomo81.arff  R2 Score                   0.26303       2  0.2
../datasets_2/cocomo81.arff  MAE                     1083.71          2  0.25
../datasets_2/cocomo81.arff  Median Absolute Error    152.985         2  0.25
../datasets_2/cocomo81.arff  RMSE                    2346.94          2  0.25
../datasets_2/cocomo81.arff  R2 Score                  -0.940992      2  0.25
../datasets_2/cocomo81.arff  MAE                      931.82          3  0.05
../datasets_2/cocomo81.arff  Median Absolute Error    118.009         3  0.05
../datasets_2/cocomo81.arff  RMSE                    2069.21          3  0.05
../datasets_2/cocomo81.arff  R2 Score                  -0.508796      3  0.05
../datasets_2/cocomo81.arff  MAE                      957.37          3  0.1
../datasets_2/cocomo81.arff  Median Absolute Error    133.452         3  0.1
../datasets_2/cocomo81.arff  RMSE                    2210.66          3  0.1
../datasets_2/cocomo81.arff  R2 Score                  -0.72213       3  0.1
../datasets_2/cocomo81.arff  MAE                      788.886         3  0.15
../datasets_2/cocomo81.arff  Median Absolute Error    101.238         3  0.15
../datasets_2/cocomo81.arff  RMSE                    1689.77          3  0.15
../datasets_2/cocomo81.arff  R2 Score                  -0.00618564    3  0.15
../datasets_2/cocomo81.arff  MAE                      848.286         3  0.2
../datasets_2/cocomo81.arff  Median Absolute Error    121.463         3  0.2
../datasets_2/cocomo81.arff  RMSE                    1829.73          3  0.2
