size_D,duration_D,app,har,dba,source,nlan,telonuse,t02,t03,t05,t07,t08,t13,Generated_Var_1,Generated_Var_2,Generated_Var_4,effort_D
-0.12643799,0.26026607,0.58041346,0.79704964,1.2946907,1.3485545,0.8295988,0.6014042,0.7434375,0.29835433,0.87423384,0.3260079,0.66272557,0.8182442,0.32619962,0.4858982,0.8299741,-0.09009674
-0.11860209,0.16848949,0.5838214,0.5323599,0.79056144,1.0633122,0.33711806,0.138424,0.6686981,0.14740917,0.51001143,0.2635988,0.55481744,0.6141687,0.5250656,0.29098216,0.62660664,-0.04402821
0.25362805,0.7493599,1.4338664,1.1256422,1.1665145,1.133405,0.54146266,0.41136974,0.8339778,0.6775125,0.5223223,0.41639188,0.8032816,0.7267118,0.16944335,0.17953606,0.6126999,0.17095013
-0.07236535,0.0549631,0.33688286,0.3554926,0.56927437,0.718451,0.36672544,0.16873792,0.45991102,0.19610801,0.51513284,0.26831993,0.4279856,0.47289032,0.32435462,0.33167237,0.44623294,-0.021432752
-0.023620972,0.29512155,0.871235,0.75489146,0.8706695,1.1765469,0.2985116,0.33369106,0.6902177,0.26512894,0.5277359,0.29348677,0.66054934,0.6161632,0.35283342,0.092643976,0.5543863,-0.018678881
0.4169565,0.8888953,1.5731369,1.2338053,1.2523053,1.176063,0.6612755,0.42565498,0.8726013,0.75946385,0.5544317,0.5269823,0.8598688,0.7824088,0.17583525,0.2627341,0.6484606,0.25260735
0.057502795,0.421022,1.0130892,0.779544,0.81995845,1.0148195,0.27574384,0.19281273,0.669569,0.40546942,0.4266434,0.3515417,0.620594,0.58440626,0.29954872,0.0583803,0.5119701,0.048541423
-0.09211276,0.10192733,0.63336754,0.5630671,0.72756994,1.1245652,0.3441302,0.2920472,0.62165505,0.09508539,0.51267016,0.32393348,0.56925267,0.5705046,0.52935094,0.2359682,0.498533,0.019926127
-0.17347309,0.17671585,0.42828184,0.4066097,0.77715975,0.81283534,0.21750055,-0.26726556,0.67859876,0.35913694,0.5902816,0.18350315,0.58220625,0.6784205,0.53918797,0.42742497,0.87748826,-0.13421397
-0.15059444,0.18590651,0.589744,0.60044205,0.89413667,1.1449779,0.3473546,0.12076737,0.729067,0.18244122,0.5855122,0.22481388,0.62088144,0.7044033,0.5851261,0.31410378,0.74172324,-0.07351411
-0.094494335,0.08678284,0.6619183,0.51701725,0.6551043,1.0772442,0.2752369,0.2278071,0.59265226,0.111911505,0.48071697,0.35027754,0.56627804,0.5234828,0.5146841,0.21622515,0.4557007,0.01429354
-0.11917414,0.33257565,1.0374528,0.8199167,0.9579126,1.2802141,0.14422226,0.07350546,0.81838965,0.37390524,0.51917106,0.31823164,0.7428656,0.68770355,0.4739969,-0.012279838,0.73130137,-0.12266946
0.040202048,0.10425652,-0.22407264,0.29664516,0.7896448,0.08186166,1.1309818,0.2091848,0.38859785,0.9214533,0.9976242,0.35322192,0.4347471,0.8178909,-0.23389399,1.0086441,0.7890785,-0.082644075
-0.11750488,0.12381827,0.332072,0.33206928,0.601439,0.67337406,0.28221795,-0.094997585,0.5275314,0.2870844,0.51852745,0.19004768,0.45139122,0.54659873,0.39613998,0.3946349,0.6208102,-0.061892625
0.022194114,0.10710113,0.2407294,0.47786075,0.70146435,0.69212186,0.743683,0.53803754,0.3434613,0.31834978,0.67543566,0.35500857,0.3936305,0.5188223,0.028913774,0.39836764,0.44338152,0.0028776824
-0.061528154,0.12082039,0.64430904,0.54378825,0.6905893,1.0781852,0.36966503,0.3281667,0.59367424,0.0969707,0.489969,0.34960964,0.54088753,0.5275897,0.44714582,0.22893961,0.4324491,0.024730835
0.16590995,0.17238659,0.27537352,0.61362565,0.76318496,0.6572,1.0039108,0.66802365,0.32588905,0.48821133,0.78633535,0.4958163,0.44565874,0.59601676,-0.06960254,0.5059317,0.45032632,0.053599272
-0.094075695,0.0949813,0.59862876,0.513707,0.692795,1.04943,0.3130964,0.2643994,0.5926256,0.087910235,0.49978936,0.320211,0.54245365,0.53856915,0.49917346,0.24247803,0.46253058,0.016783264
0.20175906,0.25647265,0.41793543,0.6620033,0.79718554,0.6625273,0.9667214,0.6729929,0.35649616,0.4850902,0.7496409,0.4888927,0.4757852,0.5864477,-0.082553074,0.47202587,0.4475194,0.0994619
0.008961875,0.112632826,0.10860676,0.4985873,0.872481,0.65889835,0.95944405,0.5973689,0.41626388,0.47933555,0.8308527,0.3599681,0.44953603,0.63663065,0.004354614,0.60321146,0.6049026,-0.031205952
-0.15175185,0.17641331,0.6199573,0.5057133,0.7582092,0.9787146,0.18337381,-0.19471405,0.69624466,0.30799776,0.5302838,0.2547155,0.60865736,0.6673777,0.60245013,0.28357857,0.7653102,-0.1119369
0.25306213,0.3430299,0.4793073,0.74101585,0.8659502,0.63021326,1.0508739,0.6686531,0.36410147,0.5689297,0.77773494,0.54024285,0.524816,0.6110376,-0.12960632,0.54215586,0.4705737,0.13970815
0.16269279,0.5039313,0.96766555,0.82005334,0.84331244,0.8487973,0.45091477,0.3741022,0.58468586,0.44806427,0.4394061,0.343366,0.5878402,0.5335218,0.11237333,0.18662418,0.44620526,0.14798446
-0.16076191,0.17014867,0.33551946,0.4324472,0.8139809,0.8117584,0.36086187,-0.010530807,0.60263795,0.3022166,0.623771,0.16212784,0.5257199,0.63469476,0.4095424,0.4531197,0.7768112,-0.1255658
-0.12196967,0.13902187,0.6665101,0.5610776,0.75008947,1.113074,0.2709483,0.13235718,0.6654157,0.12298789,0.4865814,0.30422354,0.5950429,0.609981,0.547032,0.20876788,0.57735413,-0.036181495
-0.078046076,0.13791505,0.713572,0.5789015,0.69535714,1.1244977,0.32452297,0.2877175,0.6372665,0.1268609,0.48481017,0.35477257,0.5751313,0.5540739,0.4954414,0.1950948,0.450119,0.023586016
-0.14123976,0.14127952,0.6439016,0.5238432,0.6926364,1.0310771,0.18794909,0.0045491243,0.6431107,0.19787014,0.47402123,0.27279693,0.57634455,0.5867388,0.5169398,0.18741871,0.6173389,-0.06618309
0.15642452,0.14319587,0.18958233,0.5380797,0.70410085,0.52394545,0.95202994,0.54956174,0.3232963,0.5355113,0.7475565,0.48029175,0.41422582,0.5816774,-0.07667793,0.5372368,0.44520083,0.034329716
0.13338006,0.49121848,1.0234852,0.81655806,0.82738996,0.89910495,0.36103392,0.27720362,0.6200572,0.44590956,0.41433334,0.3461756,0.60479033,0.54412514,0.19697767,0.120525084,0.45715725,0.12460737
-0.08040291,0.06920742,0.32146522,0.35102516,0.56642026,0.7117704,0.34820846,0.12407726,0.46466118,0.18653588,0.51030463,0.23476142,0.4302836,0.4696515,0.348362,0.33842218,0.47902435,-0.023458797
0.20938392,0.17907508,0.25005096,0.6775038,0.9156752,0.6880027,1.2090335,0.8079323,0.3728151,0.63351095,0.89386594,0.5715928,0.5144854,0.703935,-0.12756,0.64749295,0.5735312,0.034281146
-0.1171295,0.11614919,0.32861003,0.35741597,0.64635694,0.72026825,0.29901516,-0.04303068,0.5288179,0.2399525,0.519283,0.176127,0.45421964,0.53570527,0.41044515,0.37560493,0.6458353,-0.07830258
-0.09529856,0.24959387,0.9156618,0.6966285,0.8075572,1.2139047,0.22979541,0.12570941,0.7381502,0.29976648,0.4885142,0.33731,0.6409378,0.6468883,0.5322289,0.07536568,0.57364374,-0.037265755
-0.06419398,0.14063327,0.6529149,0.56994766,0.7319203,1.1021861,0.39575544,0.3421498,0.6092968,0.10125099,0.5026719,0.34013855,0.55449784,0.5460434,0.44017625,0.24016784,0.4586459,0.01853611
-0.123880066,0.14789297,0.30616406,0.34549993,0.69251096,0.6731671,0.28818738,-0.20486325,0.5678746,0.34454703,0.55835783,0.16335121,0.4944358,0.59028727,0.45449135,0.44272792,0.74497366,-0.10624356
0.042798866,0.08311017,0.26351577,0.42243886,0.55935,0.6257856,0.59334826,0.41522637,0.3258653,0.26391158,0.55805814,0.34587878,0.35573435,0.44895288,0.086046614,0.32346547,0.3191898,0.030756932
-0.13747314,0.13248597,0.58805203,0.49094117,0.6895469,1.0063285,0.22790484,0.033953257,0.63016784,0.15958218,0.488068,0.26931554,0.5562041,0.5829163,0.53380907,0.24802113,0.59577405,-0.048972186
0.047502857,0.11857068,0.36983368,0.5347417,0.6728797,0.8644,0.6630944,0.6074786,0.39350152,0.23422098,0.6252526,0.36366364,0.43388468,0.5212935,0.16644283,0.32911086,0.37024453,0.028366793
0.07537724,0.10706934,0.28358933,0.5107082,0.7056879,0.716295,0.8045534,0.59598714,0.35680482,0.36952454,0.7007821,0.39782083,0.4069482,0.53679353,0.022456476,0.41777897,0.42123702,0.022793982
-0.07610898,0.0715003,0.46521738,0.45308977,0.6372271,0.90646875,0.3661932,0.28704584,0.51197433,0.12267773,0.49387828,0.29949087,0.4597907,0.4955928,0.3807517,0.25810957,0.42869964,0.0105031915
-0.11211672,0.11712837,0.6027278,0.55580693,0.75520366,1.1029983,0.36698294,0.30624974,0.6297502,0.10128881,0.5252626,0.29547858,0.5400809,0.5735104,0.49905434,0.24601081,0.53211945,-0.00054130703
-0.10342537,0.119628936,0.5563817,0.54917526,0.77370834,1.071635,0.35839903,0.30240294,0.59370786,0.07874164,0.52118814,0.28249758,0.52945524,0.5575946,0.45082557,0.23105712,0.5119511,-0.015090559
-0.059378646,0.098742776,0.5131651,0.5218234,0.66548204,0.9754883,0.40145558,0.36682567,0.5254295,0.111395635,0.51573056,0.3053233,0.4763552,0.5084451,0.3861909,0.23068903,0.41904795,0.030839581
-0.124632806,0.10613931,0.60224557,0.5333975,0.7434103,1.0799425,0.31006002,0.2033747,0.6327408,0.10397974,0.5043873,0.27947122,0.56016093,0.5765616,0.5231816,0.23231128,0.5597412,-0.028287033
0.32013094,0.74217993,1.3727556,1.0826732,1.0822071,1.0752038,0.5425198,0.34122366,0.79534996,0.65106237,0.49029845,0.45494658,0.7486152,0.7128985,0.2087101,0.20551653,0.5626183,0.19612606
0.033931617,0.39206585,0.87392783,0.8506757,1.0504006,1.1989504,0.5394389,0.47971225,0.7332041,0.27977097,0.5880696,0.3017053,0.64123785,0.66686183,0.32606396,0.25828016,0.5903907,0.048279185
-0.03824065,0.18731062,0.7599907,0.5977337,0.6688202,1.0284376,0.27943492,0.22601588,0.59639573,0.17223753,0.4475449,0.35736975,0.55992126,0.5309778,0.43353096,0.15149903,0.40530157,0.04589283
-0.1209943,0.18840602,-0.01759477,0.19034722,0.81345314,0.22509016,0.5311285,-0.52334994,0.55011654,0.8123177,0.8265482,0.14482838,0.5005683,0.8116525,0.23175174,0.8604712,0.98707116,-0.15154023
-0.11853579,0.13693002,0.6506189,0.5742608,0.78368163,1.1354179,0.30392534,0.19751562,0.6813948,0.11128127,0.50522184,0.29399663,0.57808894,0.6010236,0.54562956,0.22999772,0.57465446,-0.02357201
-0.1740417,0.17036527,0.5887835,0.5149049,0.7658728,0.99588406,0.1799899,-0.10903522,0.68790567,0.2555271,0.53510076,0.21619388,0.5952105,0.65321064,0.5599394,0.26378676,0.77722144,-0.12621592
-0.18606135,0.2105715,0.893252,0.72239256,0.8766226,1.3106844,0.14767846,-0.008830076,0.8200376,0.2810225,0.52222985,0.31177807,0.74614674,0.7404665,0.6544811,0.11528882,0.7837048,-0.14163193
-0.066051066,0.17891817,0.7452179,0.60920954,0.7359598,1.1176878,0.33306125,0.26862323,0.6353131,0.14724404,0.47114664,0.33984315,0.59237117,0.561687,0.4553066,0.17836832,0.46942297,0.011895243
-0.16752085,0.21036305,0.5023335,0.55314547,0.9420369,1.051853,0.3727539,-0.0041052364,0.75635684,0.27284208,0.64582306,0.17440191,0.6109403,0.7254244,0.5924343,0.43023372,0.86319935,-0.11466791
-0.047356527,0.087463684,0.20239905,0.30102623,0.55628186,0.53714013,0.41870946,0.0699431,0.39641055,0.30216193,0.5342188,0.23295034,0.37662154,0.49224144,0.20435004,0.40452713,0.4871901,-0.03857398
-0.15692797,0.184554,0.75375175,0.6397879,0.89471143,1.2418339,0.2523805,0.07209052,0.77835387,0.18497376,0.5617886,0.25688457,0.6779033,0.7011249,0.62373054,0.22923063,0.77641445,-0.11791837
-0.15181376,0.12542926,0.6531459,0.59370464,0.7841961,1.1571077,0.27066833,0.21109189,0.66420704,0.10737664,0.5121166,0.25866932,0.58862466,0.59975004,0.5315735,0.18197003,0.6064412,-0.057524927
0.20361893,0.4420237,0.7176094,0.7719216,0.88641405,0.7838168,0.7071729,0.55471873,0.4944703,0.37760425,0.566293,0.38063607,0.5210117,0.5263656,-0.0065377867,0.32598066,0.44833273,0.14322485
-0.04505443,0.1261539,-0.19281702,0.20406005,0.72869307,0.06504187,0.8125993,-0.072711855,0.39262906,0.7890727,0.85248816,0.21616825,0.38299507,0.7183927,-0.092947975,0.87144667,0.77898425,-0.11749248
-0.15981083,0.23383668,0.03992704,0.23237307,0.95259184,0.3361478,0.5313643,-0.61343867,0.66800064,0.88099843,0.91091686,0.1265674,0.59542,0.9151438,0.3574339,0.96016115,1.169352,-0.16660328
-0.08506711,0.12394943,0.5941099,0.5307955,0.6633345,0.98248625,0.29017705,0.25665244,0.54937625,0.10796536,0.46437657,0.29693788,0.50101167,0.50255793,0.40620387,0.19233376,0.45173556,0.011131417
0.060598988,0.1406567,0.34853756,0.5632568,0.7018937,0.8272021,0.7404438,0.6211126,0.39401805,0.3032742,0.64939594,0.3889307,0.4429443,0.5653479,0.12973222,0.36737162,0.38952512,0.028100792
-0.1698896,0.17289567,0.79113483,0.6807435,0.90920544,1.2887839,0.2068322,0.06682656,0.7900062,0.1846957,0.5580337,0.24608982,0.68623376,0.7042641,0.64386165,0.17079458,0.79343396,-0.12874016
-0.19298208,0.26091367,0.7595105,0.7117315,1.1256726,1.3614737,0.35555205,0.030248653,0.92408454,0.24188566,0.6954059,0.20670393,0.75274014,0.85234797,0.73046136,0.37976032,0.99869627,-0.16350348
0.06811071,0.28311476,0.63791907,0.5967514,0.6619624,0.77055526,0.42427582,0.31160828,0.46093255,0.26964903,0.46916363,0.348749,0.44453132,0.47575912,0.1573016,0.1781337,0.34552217,0.08943717
0.20676987,0.22162868,0.34849873,0.6948151,0.8931953,0.7845856,1.119448,0.8587973,0.3934767,0.5316566,0.8614577,0.53040045,0.53064907,0.6569682,-0.06554323,0.59351254,0.51494277,0.060778756
-0.1216783,0.12125897,0.41251743,0.36408168,0.6181401,0.76268923,0.23945026,-0.10313451,0.55172306,0.2454212,0.49140435,0.21639894,0.48849392,0.53978205,0.46260053,0.34444666,0.62062216,-0.06156685
-0.07910215,0.07988373,0.59033144,0.50143605,0.6442223,1.0163337,0.3162054,0.27215055,0.5581295,0.10067229,0.49145046,0.3334778,0.5175829,0.50019926,0.45886275,0.2221822,0.42985255,0.025127348
-0.12321862,0.098273255,0.5963341,0.49867755,0.69465214,1.0478961,0.25999352,0.16793253,0.6063644,0.10226351,0.48728818,0.28456166,0.5514644,0.5495556,0.5040487,0.22578093,0.53396386,-0.022684565
-0.1658119,0.181594,0.770453,0.67993504,0.8713545,1.2405158,0.17872772,0.066750616,0.74425757,0.18374987,0.5418675,0.25118724,0.682143,0.6618225,0.57522327,0.14116085,0.7732117,-0.13584429
-0.20333157,0.21060662,0.85626996,0.6671046,0.88980776,1.2414479,0.12216906,-0.16508758,0.82340837,0.33098894,0.56841534,0.28038839,0.74004525,0.758237,0.6945962,0.17598322,0.90023434,-0.18934476
-0.12368733,0.14558893,0.23465034,0.33945924,0.70473987,0.6169842,0.35598725,-0.129605,0.536134,0.3449102,0.58814573,0.13873832,0.4469971,0.58084416,0.38219428,0.48440218,0.7341777,-0.11426143
0.102609135,0.108798645,0.062797576,0.4425875,0.66811466,0.38439244,0.9297389,0.42947695,0.31362623,0.5747861,0.7650698,0.42586094,0.39727807,0.5960374,-0.13101445,0.6285979,0.4884483,0.007128004
-0.12059868,0.14489925,0.31276134,0.3357488,0.6469688,0.64470184,0.3019607,-0.163011,0.5430857,0.35168147,0.5616546,0.16931139,0.44550967,0.5950656,0.41198406,0.43314534,0.6925237,-0.08511804
-0.103461586,0.08699683,0.52654815,0.436325,0.6189671,0.9311367,0.2667197,0.1035098,0.5581687,0.14767563,0.4814787,0.29082397,0.5149193,0.5074617,0.4785237,0.274374,0.495606,-0.010930419
-0.11589126,0.14731033,-0.0009901151,0.20470457,0.677825,0.28173113,0.4714173,-0.25019512,0.45999604,0.59115034,0.70007,0.12251025,0.41067946,0.6306547,0.1882006,0.7010644,0.78685445,-0.12347269
-0.15319273,0.14561555,0.4032005,0.37034786,0.6790352,0.7789427,0.2384306,-0.14600556,0.6158963,0.28299195,0.54210556,0.1892868,0.5184795,0.60936254,0.47170806,0.39152992,0.7325828,-0.08489845
-0.1571493,0.18915088,0.73803043,0.6350112,0.7926095,1.1281698,0.19932455,-0.0012722239,0.7215092,0.25480032,0.50559235,0.2776828,0.6404914,0.6903407,0.550947,0.16716857,0.69031245,-0.083109334
-0.15772784,0.18313064,0.70357215,0.60252005,0.7977165,1.1480188,0.21935959,0.008524086,0.72519356,0.22747616,0.5101346,0.27708793,0.64761364,0.6900382,0.60054946,0.20400316,0.70789254,-0.08847514
-0.15395851,0.23186794,0.17869599,0.34906447,0.9590424,0.5593674,0.45469302,-0.45987225,0.69344527,0.6677033,0.8179209,0.11165618,0.5880382,0.81309676,0.47537884,0.7610481,1.0957729,-0.19259395
-0.16227497,0.34821907,1.1616701,0.9921227,1.2661952,1.743892,0.33669037,0.22900352,1.0796553,0.2983176,0.70476973,0.28572297,0.90309805,0.9202474,0.76718974,0.15854338,0.9758563,-0.14935392
-0.14087081,0.16643248,0.31683674,0.34140182,0.69171757,0.6597984,0.29122198,-0.22311474,0.58693975,0.3935222,0.58806014,0.17004462,0.5064598,0.64327013,0.4323437,0.48977572,0.76939887,-0.092882484
-0.08062672,0.09266261,0.5072713,0.45903867,0.6248679,0.9170302,0.3238782,0.20842229,0.5259595,0.15200868,0.4867845,0.29947978,0.46434128,0.50273484,0.37250513,0.19368683,0.43913427,-0.002021145
-0.01768298,0.113431744,0.16689803,0.3498776,0.64028966,0.5257741,0.5878391,0.20714106,0.37401184,0.40407884,0.63387686,0.29834467,0.3820789,0.53577715,0.09053237,0.43846995,0.46856335,-0.04903356
0.15219328,0.48666257,1.0493513,0.82367927,0.8328151,0.9498248,0.38463628,0.29264832,0.6416591,0.44531685,0.43212485,0.36346135,0.6072017,0.56812716,0.24125805,0.14178938,0.44588235,0.12908211
-0.03881978,0.050223768,0.19412439,0.305596,0.54722375,0.5538225,0.4595697,0.19772199,0.39486784,0.29817116,0.54994386,0.25700635,0.37767786,0.47241238,0.19094345,0.40963858,0.44211832,-0.04261612
-0.09527369,0.10156836,0.37497786,0.38517612,0.61641026,0.7708254,0.31314057,0.09227565,0.49532318,0.2228312,0.50511974,0.2501667,0.4364491,0.5204545,0.3369718,0.2768001,0.51503193,-0.048570868
-0.1763016,0.25693235,1.0072845,0.80132675,0.9824073,1.44313,0.16773796,-0.01976771,0.9123124,0.32902443,0.55718684,0.34148872,0.8222184,0.82464784,0.7283008,0.12631436,0.84384567,-0.14656854
-0.109357856,0.14121853,0.6015152,0.5257645,0.74001724,1.0660819,0.31969604,0.18307929,0.6235323,0.11387681,0.49885073,0.28531218,0.5576476,0.5792688,0.50167876,0.24539731,0.55729336,-0.033558257
-0.026080113,0.075543776,0.4151523,0.44127363,0.6239464,0.84098506,0.44905803,0.33810347,0.45137227,0.14732715,0.5120014,0.31000477,0.44165534,0.47079203,0.2791204,0.28090814,0.39571086,0.006774742
0.039118066,0.08203213,0.23259453,0.4560141,0.64241236,0.6681273,0.71738434,0.5378703,0.32862312,0.31709665,0.6618798,0.35907888,0.39160478,0.49344423,0.031365152,0.41098207,0.413034,0.0046115182
0.041052494,0.18029317,0.43015498,0.54573566,0.64353055,0.7473942,0.5532074,0.45115077,0.41198993,0.24632978,0.531328,0.3363714,0.3974079,0.4938648,0.14718312,0.27849895,0.337317,0.059643764
0.18957873,0.1767946,0.20369054,0.667929,0.9129793,0.6054368,1.2479116,0.7380758,0.3757775,0.6578671,0.94119966,0.5810902,0.50827485,0.7307855,-0.15232123,0.6892856,0.5666862,0.05236822
0.08838236,0.33337677,0.7353939,0.6810938,0.6964946,0.8615593,0.43276548,0.37619808,0.5288288,0.24884386,0.4488028,0.3252672,0.48015893,0.5031312,0.23462142,0.18825832,0.3667427,0.112865925
0.48333833,0.85427,1.2735521,1.1406153,1.1290643,0.79978096,0.8091693,0.55765057,0.64693487,0.7185627,0.53949,0.5124774,0.70593077,0.64579606,-0.071000814,0.40128297,0.5714991,0.3111821
-0.15541635,0.19324017,0.86905265,0.67976326,0.9076672,1.310142,0.20263363,-0.0046330597,0.8324697,0.23510616,0.539239,0.3075871,0.7211771,0.7429424,0.708083,0.19047306,0.7808671,-0.12394303
0.03981962,0.13943154,0.15125842,0.5582307,0.9149759,0.6611861,1.0962679,0.6773373,0.40370882,0.561419,0.938068,0.45020646,0.48891062,0.7208706,-0.118609995,0.62037665,0.6166474,-0.017567214
-0.08666658,0.08058572,0.3004091,0.36573416,0.6010176,0.70770645,0.33931378,0.13088,0.45097598,0.18324491,0.5113974,0.21285594,0.41465706,0.4764526,0.30159724,0.30500686,0.4992262,-0.04751164
0.20398179,0.18081552,0.31084096,0.65787446,0.8160653,0.7284796,1.0870513,0.7629253,0.33862185,0.5347441,0.834992,0.53143275,0.5005638,0.63025784,-0.062125906,0.54978865,0.4935648,0.06356864
-0.063310124,0.11716034,0.40681428,0.54229265,0.8036682,0.9602711,0.5806134,0.4696212,0.5020946,0.18111818,0.62681973,0.28002152,0.47246188,0.5651441,0.26367912,0.34372514,0.519811,-0.01993705
-0.013693817,0.2217848,0.68815553,0.6124674,0.65980655,0.92399347,0.34794685,0.30066165,0.5510243,0.18289569,0.4489253,0.34638366,0.4956019,0.5107027,0.33138585,0.17646687,0.3874855,0.0740297
0.079997376,0.21062765,0.50780463,0.54791856,0.62116516,0.72016525,0.4994092,0.42985675,0.39960766,0.23249991,0.482887,0.34394875,0.4027816,0.4443866,0.12399881,0.23701294,0.30952525,0.085370496
-0.14225204,0.14338247,0.4982602,0.44070864,0.72263557,0.90788364,0.22764389,-0.07946615,0.6328556,0.21351045,0.5138594,0.23177657,0.546586,0.61098945,0.50739986,0.32556188,0.68874985,-0.08605918
-0.07094382,0.07110277,0.5371965,0.48077726,0.6402626,0.98372793,0.33551008,0.26221004,0.5410324,0.10763797,0.49485746,0.32481605,0.49967057,0.5073367,0.43729022,0.21444559,0.43088213,0.0034188516
0.054813396,0.2916756,0.6597233,0.69529337,0.827093,0.976642,0.56139374,0.47631484,0.5741118,0.21547715,0.53391737,0.30832896,0.51058984,0.5632633,0.22294983,0.25883192,0.47858867,0.065694705
0.005603952,0.10526303,0.45316637,0.5180496,0.64164215,0.88016975,0.49125138,0.4462088,0.4418848,0.15013975,0.5260905,0.34453505,0.42899418,0.4793841,0.26766828,0.2410564,0.36137745,0.038884554
0.080978096,0.06971626,-0.076696,0.39282978,0.76251227,0.3126356,1.0660746,0.45459262,0.3616438,0.696421,0.87742794,0.42491958,0.4171635,0.7013841,-0.15018116,0.7906576,0.62875164,-0.048273608
-0.17108957,0.21610503,0.9565625,0.7348465,0.8601758,1.3251481,0.1251246,-0.009167928,0.8228521,0.29019344,0.50666034,0.33865383,0.75721496,0.72619504,0.6523387,0.08323005,0.75344527,-0.13556741
0.51555055,0.9145427,1.4147946,1.2082555,1.1665862,0.88195336,0.7831701,0.52317244,0.69692737,0.760776,0.5251931,0.53779936,0.75972825,0.67689157,-0.01420493,0.3943447,0.57313323,0.3211558
-0.030008024,0.09441019,0.4655341,0.5150642,0.66603076,0.9434478,0.44461825,0.41701367,0.48867437,0.17026418,0.5383277,0.33616897,0.46512115,0.50448555,0.28805825,0.23502462,0.40823683,0.004584864
-0.1919939,0.22120331,0.65262926,0.576701,0.93083876,1.0969684,0.24477458,-0.202875,0.79689485,0.3553307,0.6208895,0.22184296,0.6662648,0.76543427,0.6849382,0.35209692,0.9294309,-0.15283537
0.39713287,0.79528373,1.2746736,1.0953023,1.1122973,0.9043143,0.691278,0.44127342,0.6976112,0.6899467,0.5263451,0.47752404,0.694202,0.657097,0.061485376,0.32218653,0.5587781,0.253695
-0.07261576,0.11065771,0.63837457,0.5398067,0.6658266,1.0456182,0.32325172,0.29451942,0.58114094,0.1008768,0.47894764,0.3397716,0.5306452,0.51908857,0.47565654,0.2167039,0.42096737,0.033069674
0.08376878,0.13113378,0.09518521,0.57314503,0.9215036,0.60055554,1.1818564,0.72590643,0.39062992,0.64403653,0.926386,0.4814827,0.4862104,0.71980613,-0.12134087,0.71424,0.64568126,-0.012485646
-0.12029732,0.11087636,0.5558348,0.44923586,0.6715175,0.9158615,0.21016061,-0.034522492,0.5993687,0.19384576,0.48233604,0.2561078,0.51924837,0.56394804,0.52110296,0.25237858,0.58986163,-0.057572275
0.2319684,0.26480797,0.36536163,0.69008535,0.87470037,0.6235446,1.0805826,0.69743335,0.3424905,0.56935143,0.7943192,0.5284394,0.49021792,0.6136139,-0.14795013,0.55267864,0.49546316,0.08418417
-0.13873763,0.20804244,0.8430762,0.7091351,0.8788106,1.3137468,0.29070657,0.20160353,0.790408,0.19031209,0.5391027,0.29012638,0.6710157,0.68360144,0.60378695,0.16503115,0.6747569,-0.059598163
-0.14760922,0.14568835,0.57253826,0.4721979,0.6906234,0.93935096,0.20097223,-0.07130259,0.6382288,0.21524513,0.48824623,0.25231075,0.5578016,0.605185,0.54399526,0.26796848,0.6544449,-0.07089308
0.12538874,0.10228931,0.24086289,0.5228548,0.6679103,0.6499814,0.86127496,0.61292434,0.31002748,0.41819024,0.71061075,0.44615775,0.41423267,0.53184503,-0.016015515,0.4560598,0.40984124,0.04082598
-0.086178556,0.23369579,0.863297,0.728431,0.8959373,1.3009262,0.33945233,0.2546692,0.7800854,0.20057538,0.5365085,0.32859817,0.65172195,0.66787595,0.5622842,0.15932432,0.5980162,-0.026765298
-0.11339346,0.09328775,0.44930282,0.385526,0.60915285,0.8269198,0.24901386,-0.016837806,0.5485959,0.1924571,0.48264265,0.24916565,0.49087834,0.5238826,0.45785445,0.3063466,0.5557454,-0.043146838
-0.16287346,0.17082296,0.4837638,0.62103474,0.99518424,1.1635678,0.54462236,0.36150536,0.6757285,0.20600164,0.68516004,0.21578512,0.5567418,0.6884058,0.4330145,0.39491117,0.75142896,-0.08947924
-0.070013806,0.097810976,0.52928114,0.51571393,0.709193,1.0240082,0.37296975,0.3262099,0.54768735,0.07616816,0.5037968,0.31022286,0.49539053,0.5211589,0.42474055,0.21799812,0.43866318,0.006189484
-0.11482748,0.10658767,0.6024492,0.49546754,0.6483916,1.0164751,0.24078538,0.11329067,0.5907778,0.14609653,0.47954234,0.2961731,0.545116,0.53785276,0.49514577,0.22586496,0.52459127,-0.021637779
-0.17168655,0.2051396,0.7480707,0.6185601,0.8403964,1.171249,0.17513987,-0.11858551,0.7597991,0.28996503,0.55714506,0.2475175,0.6578904,0.7131157,0.64021575,0.19725437,0.82729226,-0.16128446
-0.13201205,0.149255,0.6580913,0.622584,0.85531455,1.1885478,0.32948703,0.2655465,0.6856394,0.10361311,0.532501,0.27198642,0.6043149,0.61562324,0.5017388,0.22683325,0.6258633,-0.04723066
0.43942696,0.82107764,1.2860684,1.1153839,1.0996052,0.8570595,0.74226284,0.510007,0.6712312,0.68983567,0.50992376,0.48587602,0.7109098,0.64430875,-0.0044513447,0.3654616,0.54364073,0.29845762
-0.1397466,0.15219073,0.15244924,0.27536145,0.71201533,0.48142305,0.32947248,-0.33660892,0.5383449,0.49657732,0.6475321,0.1527811,0.48408258,0.6549538,0.3283152,0.5502257,0.8279843,-0.13668251
