rely,data,tool,Generated_Var_1,Generated_Var_6,actual
0.43657082,0.2562224,0.32165918,0.5743172,0.44175366,0.08762081
-0.40851986,0.7675313,0.3248999,0.78648084,0.38112125,0.3512039
-0.9618864,1.4133687,0.49801362,1.157808,0.52044916,0.62439907
0.47695917,0.06578356,0.2543192,0.714349,0.5965097,-0.014444301
-0.30754843,0.61086184,0.2833736,0.6766965,0.33234477,0.30704504
0.5655878,-0.080090314,0.23877263,0.9289027,0.7785016,-0.08419247
-0.26163357,0.6432817,0.28850377,0.9014902,0.5280119,0.25823456
0.24979047,0.14679465,0.23102112,0.79402095,0.5847173,0.019612378
-0.3658312,0.7217804,0.3247346,0.8560039,0.45328045,0.3120874
0.3367205,0.90051454,0.23302282,1.3195807,0.9043934,0.16158953
0.9339396,-0.06459032,0.37408882,0.81534916,0.60333073,0.052528244
-0.39842203,0.8118379,0.34528345,0.7697821,0.3467059,0.41088432
0.37958878,0.10618502,0.2704122,0.75205165,0.6059695,0.004243107
0.80575585,0.04394374,0.41632605,0.5592632,0.44011834,0.15217845
0.4496442,0.23159854,0.18236822,0.85865664,0.6576943,-0.0123593565
0.85986596,0.06222304,0.42671096,0.5877758,0.45859656,0.15203424
0.9532535,0.09567291,0.46913153,0.5088724,0.41599745,0.23145324
0.84428453,0.27063265,0.4130029,0.5772368,0.41055053,0.19245413
0.24958554,0.43111813,0.21607174,0.7511353,0.48834088,0.11831626
0.020295586,0.67411727,0.2634529,0.670376,0.35576725,0.26162097
0.63577795,-0.054801002,0.25725216,0.80958337,0.6434822,-0.018825509
0.5119871,0.12209868,0.3172666,0.63522446,0.52445406,0.04150557
0.68220174,0.008576199,0.28527224,0.7713635,0.61645156,0.011199594
0.67849386,0.092621386,0.39013582,0.5917946,0.47206116,0.09017435
0.53756255,0.058115162,0.24691175,0.81939906,0.6739574,-0.032483604
-0.24081318,0.7569663,0.3140303,0.89522004,0.5073543,0.23298246
0.7842592,0.08246621,0.4263214,0.49246022,0.38397446,0.21563447
0.40961218,0.1637224,0.2955671,0.5695444,0.40672198,0.09310894
-0.14009576,0.9118044,0.31752488,0.7080502,0.30814305,0.3790577
0.6453374,-0.08456956,0.24658555,1.1828156,1.0299755,-0.11085276
0.629096,0.1459545,0.43707103,0.5478227,0.36815092,0.25529596
0.5954767,0.06843844,0.3702463,0.64294386,0.5352112,0.050278015
1.04117,0.0069527626,0.4964183,0.6078874,0.49572483,0.21647425
1.0316563,-0.01932042,0.44423413,0.6317829,0.520207,0.16254066
0.7235765,0.1603224,0.35144246,0.5826262,0.44263536,0.11124542
0.5427442,0.03793652,0.2688831,0.7741726,0.6546006,-0.02710449
0.630066,-0.018078782,0.25430965,0.90982735,0.7468731,-0.050901525
0.5919646,0.019837558,0.26331758,0.78751963,0.6393095,-0.016051045
0.6418549,0.16975683,0.37491387,0.5817298,0.3928239,0.14230321
0.14469856,0.31228578,0.28122535,0.61725557,0.41077495,0.15670958
0.61064726,0.014180437,0.31209153,0.70708907,0.5956626,0.021809977
0.60511714,0.023407407,0.35777074,0.556042,0.49005887,0.07427277
-0.31387782,0.6367031,0.3107189,0.71042186,0.3574442,0.32964498
0.8843893,0.023698956,0.3967411,0.63812685,0.49660733,0.13057528
0.8080685,-0.05288595,0.32901806,0.79712445,0.62474835,0.052685294
1.3119159,-0.0033063218,0.54289085,0.67201686,0.54557794,0.26488537
0.5626105,0.17010754,0.33427888,0.5597994,0.43277425,0.114708394
-0.8717556,1.3683522,0.47947377,1.0355885,0.46306154,0.607497
0.6011308,-0.0074693933,0.2853974,0.7592484,0.6356072,-0.006951349
0.98450464,0.048520707,0.5087029,0.6584579,0.4904944,0.16056113
-0.49726102,1.2046535,0.37086606,1.0487354,0.5052,0.42230374
0.876692,0.188816,0.47858793,0.44778213,0.34645367,0.30425724
-0.31201842,0.63502955,0.3339452,0.67728287,0.33319062,0.4031963
-0.5113763,0.8803487,0.37250102,0.9412682,0.4811363,0.38652122
0.5081681,0.07312225,0.26093543,0.7546083,0.6308631,-0.023030054
0.41278872,0.23414932,0.3236528,0.60835207,0.41077203,0.12739405
0.60920423,0.03673671,0.3422367,0.6689757,0.5825699,0.011901331
0.80392975,-0.07486734,0.33752978,0.83586276,0.6639931,0.029156383
0.3730345,0.17105207,0.31742305,0.5290641,0.39857286,0.146839
0.21228269,0.37811875,0.27760592,0.58664125,0.37647966,0.13810137
0.7420244,0.23123306,0.44843554,0.45545298,0.32026532,0.3138417
0.6151935,-0.0058529377,0.24920584,0.9165084,0.7441045,-0.04536628
0.42422444,0.58403134,0.33339077,0.49055022,0.22971278,0.35164213
0.70999044,0.06989339,0.41886705,0.62919366,0.47970998,0.09899472
0.5909005,0.102552965,0.34344822,0.62824595,0.52825946,0.043971922
1.1151408,0.046829313,0.5137584,0.56220806,0.46476263,0.2605852
0.6421433,0.02652198,0.34045762,0.57740563,0.46243668,0.0820404
0.12303029,0.49575534,0.34749055,0.7793273,0.44919884,0.23041959
0.32059443,0.2781122,0.3258841,0.56342846,0.34763446,0.19015819
1.0476456,0.020504307,0.48562282,0.5807014,0.46135843,0.21354131
0.45380202,0.19889922,0.2588221,0.67320144,0.47981903,0.043128707
0.4979943,0.18055952,0.38458395,0.43116742,0.30917153,0.20663935
-0.26243612,0.70241594,0.29567796,0.75413865,0.38538122,0.26489472
0.4447163,0.13487893,0.28015614,0.6652517,0.5137062,0.034797214
0.47739297,0.15894952,0.24231794,0.7271594,0.57137537,0.012706734
0.8005797,-0.036888607,0.33361655,0.8115476,0.6537754,0.050505508
-0.71357554,1.3413663,0.4467032,1.153487,0.56895465,0.48145682
-0.53925127,0.8972101,0.40628624,0.65769273,0.26057658,0.52421355
-0.0036446191,0.7792144,0.24707627,0.83440125,0.5111492,0.20437114
0.70647514,-0.044450484,0.28957558,0.7946994,0.61532414,0.0066787573
-0.3603235,0.82694846,0.38276136,0.74275446,0.3286922,0.48980266
0.7444377,0.1062396,0.4188679,0.5390123,0.42019933,0.15984313
-0.17527696,0.9197845,0.29102176,0.79687047,0.38590175,0.29301533
0.83120394,0.08539191,0.3883444,0.5893203,0.48392847,0.13224863
0.36650464,0.31314042,0.26515734,0.6404555,0.4291678,0.12707467
0.50512016,0.066249214,0.20365919,0.9970055,0.8198916,-0.06731051
-0.03120396,0.70345134,0.25080055,0.7038025,0.36933243,0.21023741
-0.11677098,1.0232478,0.29852587,1.0663993,0.62030953,0.27932698
0.5057556,0.16186179,0.34531808,0.57712567,0.4145495,0.11690642
0.5437397,0.0035031736,0.2524227,0.9588998,0.8230924,-0.081556246
-0.02062032,0.459823,0.268246,0.6154065,0.34740466,0.20180012
0.24115318,0.27037704,0.2905267,0.598392,0.39685223,0.1488362
-0.39247164,0.7217376,0.33001578,0.7283679,0.35215783,0.36432752
0.6084358,-0.020800121,0.28276992,0.7684483,0.6515752,-0.01673684
0.6276909,0.06030165,0.35597843,0.59487784,0.49343318,0.082887635
0.49336377,0.26320642,0.2439896,0.7198325,0.5313781,0.04887395
0.73572487,0.12611918,0.33050144,0.62426496,0.45730457,0.09500305
0.44888496,0.121570826,0.27236032,0.698835,0.5430871,0.023722596
1.2361106,0.047131613,0.5931792,0.6163063,0.5158818,0.30764627
0.84722406,0.020824306,0.39816076,0.6122025,0.49224746,0.13023044
0.4730095,0.2378679,0.3467909,0.62248605,0.39638275,0.1442605
0.55998963,-0.007162519,0.2398445,0.8425226,0.65982336,-0.04081372
0.50645685,0.07540339,0.2353863,0.8257346,0.6819882,-0.037450068
0.3673198,0.15316981,0.3623411,0.6509498,0.4541133,0.13353924
0.79453945,-0.06985858,0.33241802,1.5716616,1.3881302,-0.17501065
0.6040875,0.10481198,0.4086858,0.43132913,0.3774253,0.20456204
0.22170506,0.5270413,0.3186708,0.5316192,0.30086648,0.2574124
0.101694405,0.4195269,0.25473374,0.6366701,0.39055726,0.1492004
-0.5465871,1.1490021,0.41331625,0.7205205,0.2696059,0.5796638
0.6464483,-0.027674198,0.2753055,0.8952829,0.72689253,-0.021399047
0.47071517,0.37508184,0.2144218,0.73167014,0.5209365,0.058879476
-0.32621524,0.82635456,0.3045017,0.68878174,0.30539542,0.3540375
0.54245186,-0.009789571,0.24074923,0.8551739,0.7188713,-0.04703939
0.6043872,-0.046853475,0.22221172,0.948192,0.76615244,-0.069175035
0.5292293,0.51283467,0.1887964,0.99604404,0.68283904,0.07978141
0.498136,0.06907505,0.3251137,0.58778286,0.41085455,0.08520068
0.37479666,0.1816596,0.28765926,0.6940558,0.5336447,0.04574752
