size_D,duration_D,app,har,dba,ifc,t02,t03,t06,t14,MI_size_D_t02,effort_D
0.061134957,-0.114574395,0.6324462,0.52238613,0.703592,1.0653673,0.5975225,0.11578103,0.8778927,0.652254,-0.095635675,0.09233943
0.02499643,-0.12650533,0.6431888,0.42594773,0.6706203,0.9613545,0.5587642,0.19672169,0.7946749,0.5929325,-0.10877315,0.07334117
0.06315681,-0.12109865,0.6138511,0.44452417,0.68585074,0.99087137,0.5459046,0.2095512,0.7824578,0.5971123,-0.11009577,0.10130824
0.90622944,0.09408389,0.62003255,1.1128763,1.2176692,1.3702419,0.6287792,1.1297594,0.82876045,0.66648924,-0.2572414,0.5190706
0.13096005,-0.09389854,0.5967592,0.56386554,0.68334585,1.0437604,0.5726429,0.1804704,0.8443951,0.62416404,-0.07149714,0.11300811
0.037401717,-0.10107636,0.65043354,0.4981559,0.70159864,1.0475104,0.592264,0.10836431,0.85357517,0.65112656,-0.08818931,0.08657526
1.1845716,0.3981346,0.6923604,1.3102442,1.4142241,1.3729137,0.46606416,1.4201572,0.6130917,0.59168684,-0.17733943,0.62800854
0.057639107,-0.12140705,0.6282349,0.41503018,0.6857387,0.96875584,0.56048894,0.2538477,0.7698778,0.5810378,-0.12568775,0.097131565
0.22330219,-0.01849578,0.52755916,0.5480174,0.7126773,0.93711454,0.4875486,0.34182304,0.67379695,0.5127888,-0.09466518,0.15299118
0.14887244,-0.06178612,0.5966307,0.55078423,0.6803058,1.0044754,0.54744816,0.17437926,0.7957351,0.5815433,-0.07610903,0.10403049
-0.0418749,-0.0965656,0.7211466,0.25539783,0.6490123,0.7780514,0.5421431,0.38870466,0.6413692,0.47835767,-0.13732922,0.08910027
0.04080535,-0.10384961,0.6497022,0.49547046,0.6947289,1.0361007,0.591857,0.111598924,0.86112905,0.65120316,-0.08866729,0.075921096
0.085554816,-0.094674334,0.6044352,0.52154773,0.68944085,1.0394384,0.5829841,0.13247508,0.84479696,0.62938666,-0.09377692,0.086390674
0.021233708,-0.112030335,0.6318697,0.4023608,0.6466009,0.9072835,0.5412659,0.21379022,0.7698591,0.58880794,-0.09642393,0.076658376
1.0054872,0.31434438,0.6260066,1.103201,1.2091368,1.1824538,0.42729843,1.2315154,0.55292827,0.53842515,-0.14553973,0.5182629
-0.01586352,-0.12488262,0.72888464,0.40016353,0.68543214,0.951926,0.5946259,0.24316263,0.8532642,0.600658,-0.10665696,0.07428489
0.042280085,-0.101728365,0.64506125,0.49951315,0.6949377,1.0377249,0.59110886,0.11355897,0.86442,0.65228486,-0.08589679,0.07983649
0.10392086,-0.08794667,0.59551316,0.5188377,0.6806885,1.0187814,0.57021785,0.14857426,0.82454634,0.6115588,-0.093885206,0.08893764
-0.042599443,-0.048774526,0.8848408,0.10618131,0.67684203,0.61137563,0.58486605,0.69213796,0.6339456,0.44895515,-0.14373279,0.09389474
0.54015505,0.13142537,0.47006613,0.707188,0.8226861,0.8963966,0.38938424,0.64227104,0.50269705,0.4531718,-0.09741627,0.28276893
0.07314783,-0.13469785,0.6176653,0.50722003,0.70113564,1.0510259,0.5754628,0.18186323,0.843983,0.6312667,-0.11730769,0.09383239
0.078644976,-0.12054332,0.62582076,0.54347074,0.7115625,1.0845119,0.60645694,0.12285786,0.89342964,0.6561814,-0.1012434,0.09626602
0.042192746,-0.10487268,0.6411153,0.48933077,0.68691367,1.0246018,0.5819828,0.117126636,0.8482539,0.6387074,-0.09258922,0.074419394
0.42061585,-0.02794227,0.52786165,0.75300586,0.84716666,1.1236641,0.59354067,0.5106993,0.7775396,0.59016925,-0.16333866,0.22875947
0.25645506,-0.0045264116,0.4944594,0.53878796,0.66769737,0.86723536,0.44554323,0.3340384,0.59638584,0.4765726,-0.097812615,0.1492809
0.44900787,0.021285087,0.47782832,0.687038,0.7791953,0.96510196,0.511336,0.5465329,0.64793617,0.5126424,-0.15284798,0.22799128
0.07797774,-0.112033024,0.5645582,0.48843968,0.65580887,0.9872065,0.54361993,0.16233896,0.772314,0.60569984,-0.09784318,0.11735134
0.6072631,0.12753876,0.48663202,0.7700295,0.86782163,0.93823165,0.40235794,0.74748397,0.5259923,0.476505,-0.11568565,0.31833744
-0.001279233,-0.11856424,0.72410226,0.48270845,0.7218498,1.0591692,0.6245618,0.14741234,0.9211287,0.65490454,-0.112844415,0.072692245
0.7287718,0.13002324,0.5088314,0.88828737,0.9763182,1.082621,0.47185636,0.90405893,0.61401147,0.53049225,-0.18375537,0.38404268
0.117858015,-0.08597555,0.59053504,0.5549879,0.7000865,1.0535545,0.5886427,0.13519676,0.83881664,0.61824214,-0.10009787,0.114619434
0.6229026,0.14380606,0.48604426,0.74628943,0.85337883,0.9137927,0.38056517,0.7833003,0.49966833,0.45686412,-0.11999397,0.33039472
0.31148377,-0.0048578293,0.4922956,0.5852572,0.69695556,0.9350905,0.45314902,0.3695373,0.6220645,0.5143801,-0.109634556,0.18355303
0.12699614,-0.09198349,0.57006013,0.55458575,0.6842622,1.0266838,0.5681861,0.17724419,0.8208692,0.60363805,-0.0960204,0.105326
0.0065117674,-0.06308521,0.80152583,0.17796478,0.6625383,0.66538626,0.5560077,0.62028474,0.6468186,0.45450953,-0.13178638,0.10963242
0.1662256,-0.06204311,0.56703997,0.5325891,0.67071414,0.98363614,0.5253933,0.1969502,0.773591,0.5817901,-0.07884169,0.10853961
0.41286466,0.038015917,0.48900813,0.6401632,0.75573915,0.9231456,0.46770197,0.51200855,0.6168218,0.46503073,-0.116972476,0.21246052
-0.051345054,-0.010412001,1.0565908,0.04653526,0.7573104,0.5673697,0.6502117,0.9164868,0.66157615,0.44683012,-0.17101681,0.09917554
0.100117095,-0.08538645,0.6573731,0.52035636,0.70243824,0.97341764,0.6081305,0.21753708,0.8556544,0.6136111,-0.09806025,0.08587167
0.25287262,-0.038683195,0.52584124,0.5774003,0.680565,0.9591193,0.5067945,0.31403983,0.71056443,0.5464461,-0.106022194,0.14817813
0.069273025,-0.10338797,0.63134456,0.512248,0.7009436,1.0373963,0.58974683,0.1351234,0.86250687,0.6373527,-0.09906159,0.07847566
0.1349274,-0.066535816,0.63748133,0.56543356,0.7019127,1.0249059,0.58826345,0.14739671,0.8609971,0.621806,-0.061848067,0.0831879
0.0956663,-0.07520564,0.6206856,0.56223,0.71554494,1.0703574,0.59746933,0.13088945,0.86681634,0.63397855,-0.09008272,0.090648994
0.025425095,-0.1214197,0.6950733,0.51619595,0.75805384,1.1043775,0.63888574,0.18423396,0.85489875,0.6170595,-0.14006123,0.12048595
0.13069817,-0.07905684,0.5895406,0.5435965,0.68614924,1.0127481,0.55440325,0.1724467,0.7937376,0.5887586,-0.093047164,0.1110148
0.46713006,0.09618398,0.45526844,0.65791994,0.7596493,0.8501121,0.402946,0.5758627,0.542198,0.42591986,-0.08671474,0.23210311
-0.0020657405,0.09482911,1.5873089,-0.08250214,1.008603,0.5276922,0.81708926,1.4129862,0.76485693,0.49300393,-0.1488241,0.19530192
0.86737126,0.2670961,0.5856737,0.994354,1.1050012,1.0944091,0.45950586,1.0803422,0.5961843,0.5115904,-0.14755562,0.46488714
-0.019627448,-0.046700146,0.8177402,0.10793097,0.6350757,0.54337937,0.5258422,0.6518494,0.5725646,0.4330103,-0.12997869,0.09443839
1.1206237,0.3679696,0.731417,1.2068521,1.3439919,1.202762,0.4850732,1.4929683,0.6177576,0.5080843,-0.20004109,0.6222742
0.22639166,-0.07691227,0.5890492,0.62643594,0.7416599,1.0302231,0.61138,0.3172293,0.8495486,0.567176,-0.11768667,0.1405341
0.30014944,-0.0036613732,0.46307966,0.56369215,0.6682981,0.8844529,0.4455378,0.40384084,0.587194,0.5003969,-0.11829956,0.18360445
0.51483136,0.18021189,0.5736065,0.65958583,0.81903625,0.75576645,0.37279,0.7687891,0.43543512,0.38023502,-0.105181806,0.3015412
-0.045016095,-0.082793504,1.0913444,0.16436781,0.85387045,0.83580977,0.74235916,0.80534035,0.8443492,0.5504568,-0.19640538,0.12075238
0.20445056,-0.06968201,0.56465566,0.540886,0.7162738,0.992342,0.5500418,0.3028543,0.74999803,0.5618825,-0.13202709,0.117191285
0.0452619,-0.101648636,0.6469841,0.50103086,0.69697773,1.042988,0.5930822,0.11013855,0.86341465,0.65549767,-0.085391164,0.07968479
0.15669625,-0.15120873,0.6327769,0.6530804,0.7896312,1.2057943,0.67850894,0.20302758,0.9526923,0.70394236,-0.1345314,0.14891402
-0.06102383,-0.08964854,0.86170137,0.45982444,0.80154043,1.106819,0.720088,0.3143261,0.9546974,0.605516,-0.14943394,0.10394049
0.23252565,-0.044226743,0.5224451,0.59922147,0.70639545,1.0070593,0.54917985,0.2859632,0.7347042,0.5468654,-0.10668933,0.107805446
0.05555599,-0.10928576,0.66393864,0.41854715,0.68373823,0.9458103,0.5553294,0.27606213,0.7946406,0.56399345,-0.112949595,0.0922586
0.15271756,-0.11684556,0.61994237,0.52425444,0.7107776,1.0459924,0.5652718,0.2856785,0.8246471,0.6061262,-0.11651182,0.14238091
0.0056519555,-0.08100374,0.75036573,0.48720902,0.765035,1.0590342,0.65743554,0.307033,0.81498164,0.5450404,-0.16189924,0.119024456
0.44343692,0.050183654,0.48523116,0.7071925,0.80564374,0.9914177,0.5012797,0.5164442,0.62708896,0.530238,-0.13869455,0.19664553
0.15865812,-0.038612686,0.6294856,0.507476,0.68773127,0.95999074,0.52788615,0.29491773,0.767505,0.52059495,-0.10054878,0.12221661
0.117593996,-0.08806502,0.65625525,0.43789083,0.6709598,0.895315,0.520712,0.28054386,0.7881301,0.58788407,-0.047489002,0.11625224
-0.01236329,-0.06667528,0.8097072,0.16359974,0.66203296,0.65439945,0.558661,0.5835677,0.64248836,0.4731522,-0.13314871,0.10065475
-0.030938111,-0.106479056,0.79232913,0.28959376,0.6947271,0.8485626,0.61381316,0.41197908,0.81368965,0.55726665,-0.13899678,0.07072475
-0.010529801,-0.09380632,0.69717824,0.4507718,0.71363163,1.00257,0.60080904,0.18050754,0.7910614,0.5801729,-0.12532517,0.093349054
0.023691442,-0.085244276,0.7217564,0.24096982,0.6334594,0.73858047,0.5434484,0.4810894,0.68366385,0.48455286,-0.11818142,0.0911128
-0.060232613,0.112303264,1.8655229,-0.16837357,1.1583843,0.55818224,0.9412239,1.6737564,0.8630574,0.54094213,-0.17987391,0.23306298
0.060199484,-0.08691164,0.6452273,0.53002656,0.74294007,1.1247047,0.612714,0.14352247,0.80695045,0.6246461,-0.10965438,0.13182938
-0.04055471,-0.054411627,0.9148235,0.121264815,0.7094792,0.6588238,0.6130489,0.7121001,0.67777216,0.474575,-0.15824616,0.10231285
0.16131437,-0.062690824,0.58051777,0.56679577,0.6898474,1.0074903,0.53898126,0.1855171,0.771717,0.58431625,-0.08185095,0.11127907
0.097003944,-0.087767206,0.6116688,0.54778045,0.70517284,1.0602914,0.5960551,0.13000081,0.86867857,0.6357684,-0.093220234,0.081182465
0.96329993,0.2850594,0.66054964,1.0445148,1.1483647,1.1549971,0.40516132,1.1415249,0.56425583,0.5548545,-0.1255575,0.51659316
0.014660749,-0.101244256,0.73707014,0.46361095,0.70507735,1.0296109,0.6216127,0.19998328,0.9177105,0.60537404,-0.11898797,0.06841059
-0.0013755849,-0.04869456,0.8293196,0.12612265,0.66020495,0.590905,0.5548147,0.6435141,0.6207338,0.47033334,-0.12822187,0.09942591
0.04037275,-0.103857264,0.6490922,0.49564385,0.69585615,1.0358924,0.5927282,0.11121693,0.85992986,0.6531426,-0.08781992,0.07584818
0.4414503,0.1011349,0.4482792,0.5997786,0.7143224,0.793315,0.34689945,0.54332894,0.47192812,0.42526162,-0.07316224,0.23075464
0.00466852,-0.11271959,0.67314327,0.47048026,0.68978375,0.99462086,0.61444795,0.17225699,0.84623057,0.60840195,-0.12033503,0.07854814
-0.07456305,-0.03937626,1.0959917,0.06689977,0.790696,0.65947556,0.68075126,0.8829451,0.7254246,0.47704032,-0.17641592,0.11156972
-0.086313084,0.037020925,1.3563802,-0.05387876,0.9049018,0.5327133,0.7580244,1.2132252,0.71446925,0.46352264,-0.18118265,0.15453516
0.3854081,0.03445867,0.44593123,0.59829503,0.697949,0.8707807,0.4090811,0.4891541,0.53979164,0.482825,-0.11611461,0.22438452
0.012804666,-0.116499364,0.6351408,0.39494866,0.65583885,0.9210206,0.5437057,0.21752667,0.75804555,0.58049667,-0.10575457,0.08241171
0.78784263,0.2250499,0.56864965,0.9032472,0.9964769,1.0423107,0.40066057,0.973259,0.53329945,0.51518387,-0.14631563,0.43683764
0.031725526,-0.11716252,0.6442421,0.48062325,0.69539726,1.0283724,0.57607174,0.13755032,0.84238374,0.6366464,-0.09942978,0.083641864
0.058289476,-0.098462716,0.6387907,0.5123406,0.7003957,1.0502973,0.59544134,0.11203374,0.8684709,0.65136755,-0.08848135,0.08048686
0.38303956,0.06286023,0.50246876,0.592271,0.7300721,0.8182029,0.39652216,0.5307362,0.50626725,0.4319911,-0.11010532,0.2259846
0.055729263,-0.12498854,0.66435623,0.52791893,0.73983884,1.0988097,0.6258835,0.15724465,0.8784048,0.6525952,-0.1195884,0.12285021
0.051465824,-0.110137515,0.6313889,0.49641055,0.68786407,1.032738,0.5770695,0.1247126,0.8515224,0.6384736,-0.091592684,0.082888186
0.09218364,-0.08580909,0.61451936,0.52404845,0.6820308,1.0228746,0.5593712,0.12990579,0.82075006,0.6185364,-0.080269635,0.09036438
0.09260525,-0.12286872,0.6293342,0.5534277,0.72776705,1.0926492,0.62327653,0.17241666,0.8826768,0.6322251,-0.12652443,0.114605635
0.7143689,0.21842292,0.54931736,0.8417556,0.946655,0.9376512,0.36828196,0.8802394,0.484118,0.4570892,-0.084033735,0.35829836
-0.029553812,-0.058220536,0.81700736,0.13818781,0.6448112,0.6206808,0.55586475,0.5899009,0.6369358,0.46053246,-0.1339615,0.074367374
0.7472464,0.17939599,0.5117086,0.8948957,0.9867899,1.0547191,0.43717796,0.91068286,0.5672905,0.51456237,-0.13981923,0.3921263
0.048041612,-0.110919885,0.6381298,0.5037556,0.6966656,1.0488824,0.5887861,0.11466102,0.866623,0.6516206,-0.09171352,0.083053574
0.045746516,-0.101646915,0.6464306,0.501082,0.69693154,1.0429668,0.5928053,0.11035321,0.86324286,0.6552628,-0.08539903,0.079878256
0.19027907,-0.09842445,0.6007683,0.6080612,0.74565595,1.1201392,0.62877595,0.23967205,0.8706258,0.61924666,-0.12789541,0.13764532
-0.009779256,0.09583358,1.7293675,-0.110024616,1.1150345,0.55936015,0.8931363,1.5896261,0.8409899,0.5307054,-0.17062071,0.24169761
0.19902259,-0.06972255,0.5812279,0.59199786,0.72208345,1.0828055,0.56653047,0.24575694,0.79302263,0.6049226,-0.097347595,0.14602683
0.023942728,-0.084204264,0.7126629,0.2587965,0.6218022,0.7216817,0.5468045,0.4107821,0.71032035,0.5115974,-0.10925521,0.07376602
0.25502998,-0.04371925,0.50532377,0.5989412,0.707967,0.98891085,0.5346619,0.32621068,0.7043697,0.53737205,-0.11536977,0.13071954
0.04509376,-0.09994951,0.6328295,0.49767387,0.691499,1.0390342,0.5880875,0.10660953,0.8494283,0.6476506,-0.087419964,0.08576943
0.63126975,0.04543537,0.5534385,0.8541716,0.94719565,1.1326429,0.5840827,0.78763133,0.74745053,0.5826119,-0.20376283,0.35230535
0.7900416,0.22373034,0.5535418,0.9366709,1.0339704,1.0697242,0.43208927,0.94426537,0.568234,0.50266284,-0.12631428,0.39405107
0.40882978,0.057373293,0.43711528,0.59639966,0.70215714,0.8293688,0.38915974,0.52628756,0.50854385,0.45490953,-0.10627583,0.21514332
0.04870648,-0.09705079,0.7586307,0.28970456,0.6935342,0.83209693,0.60901,0.5302381,0.76017,0.5346468,-0.13952653,0.10043836
-0.08262093,0.0089979395,1.2853982,-0.024021812,0.87096363,0.5623489,0.7427001,1.1351515,0.73210263,0.4840131,-0.18688604,0.13236675
0.0366167,-0.11440214,0.64273214,0.4535272,0.6688495,0.9695289,0.5527997,0.16627772,0.82185584,0.60103595,-0.09144477,0.06642066
0.027739793,-0.10864487,0.63249713,0.4336601,0.6562012,0.9377461,0.55047905,0.17821082,0.79352635,0.60810196,-0.08983641,0.07665768
-0.03208665,-0.113868944,0.71105814,0.35799104,0.6958259,0.9019069,0.565743,0.27476496,0.70667756,0.5384191,-0.13514256,0.101195335
0.008119683,-0.024631564,0.8965483,0.12185818,0.72353727,0.6410959,0.5769693,0.7785756,0.6287975,0.4512485,-0.15447119,0.13541509
-0.01588055,0.021611392,1.1486363,0.017149042,0.7872825,0.52474535,0.6521777,0.9828048,0.64948744,0.45044222,-0.13764797,0.12533133
0.16515078,-0.05292116,0.5625305,0.5476978,0.69168,1.0103643,0.55542016,0.19767942,0.7755221,0.5790026,-0.09626716,0.094641805
0.58264923,0.13705009,0.47695932,0.73268086,0.8278725,0.91778105,0.39260578,0.7056798,0.5049626,0.4738803,-0.11269421,0.29757833
0.029215652,-0.12293221,0.69526684,0.50834674,0.7233806,1.0456746,0.60518897,0.14435782,0.89956164,0.6495705,-0.09806325,0.07340085
0.0847131,-0.12499322,0.6317456,0.49756622,0.688594,1.0072466,0.5913641,0.20780317,0.85900176,0.6229335,-0.10306301,0.11019182
0.08024331,-0.10138317,0.5930135,0.3872137,0.64171314,0.8644394,0.5337107,0.3695864,0.69376,0.5244461,-0.12931524,0.08895014
0.07594446,-0.10282262,0.6229602,0.52536905,0.69910985,1.0565385,0.5948558,0.11944817,0.8711784,0.64335614,-0.095480114,0.08486152
0.5710929,0.09599112,0.51820034,0.738145,0.83880967,0.8939685,0.47229528,0.8364238,0.5600629,0.4667381,-0.18885556,0.32773504
0.15426037,-0.052243743,0.5492104,0.51768076,0.657757,0.9563107,0.52000344,0.21485706,0.7288467,0.5553604,-0.09308971,0.10060406
0.07748212,-0.12578605,0.63627577,0.54474115,0.72794944,1.0993038,0.6222359,0.15444736,0.88143575,0.6433473,-0.12233812,0.11317229
0.04978747,-0.10147275,0.64318174,0.5035952,0.69449496,1.039901,0.5892493,0.11048548,0.86123115,0.6517113,-0.0840826,0.08071649
0.043196864,-0.101900905,0.65306556,0.5136853,0.7188147,1.0373764,0.6067731,0.18074293,0.82028097,0.5912025,-0.13107048,0.11240888
0.08858995,-0.12223381,0.6546005,0.5832284,0.77307034,1.1641806,0.64739406,0.17369293,0.8971839,0.659852,-0.13356262,0.14846827
0.05868528,-0.09856437,0.6390433,0.5186007,0.7009386,1.0517262,0.596553,0.1111851,0.87388194,0.64904225,-0.08932826,0.078164496
0.18567838,-0.037357934,0.5441055,0.5840046,0.70521563,1.0418407,0.54933494,0.2499253,0.7574907,0.5658784,-0.09335352,0.10199891
0.047953106,-0.11058767,0.61291313,0.48112863,0.6682549,1.0051924,0.5724007,0.124458775,0.8263315,0.6270578,-0.092835,0.093159296
0.001035179,-0.027723525,0.8310891,0.13924202,0.6478168,0.6025305,0.5407497,0.6258106,0.6185481,0.44342783,-0.11498359,0.096499115
0.18172562,-0.094927564,0.62271947,0.64686316,0.7745121,1.168982,0.6580171,0.24639036,0.8969347,0.6363142,-0.12004073,0.14577538
-0.022371832,-0.067914054,0.80911833,0.16833003,0.6680241,0.6849702,0.5664337,0.5854269,0.65727705,0.4762726,-0.1404751,0.102203
0.10016213,-0.08274064,0.6323657,0.55482656,0.71190554,1.0618238,0.60878515,0.12666208,0.88244957,0.64042956,-0.090549275,0.07554633
0.55284953,0.08242141,0.47079533,0.7173938,0.823384,0.9324123,0.43439746,0.70840055,0.55828804,0.49525738,-0.1303379,0.27563316
0.088184394,-0.08707583,0.6112641,0.51351583,0.6759857,1.021913,0.5711106,0.13213988,0.83133113,0.61593133,-0.0863615,0.084985115
0.0055368757,-0.10668088,0.6510023,0.32557482,0.6348512,0.8246083,0.5229656,0.32984734,0.6887438,0.53700376,-0.1234201,0.08189182
-0.055415615,-0.12305887,0.7272911,0.37745178,0.6881804,0.9330993,0.5875838,0.21286447,0.7870999,0.57720935,-0.1287167,0.06849547
0.061030798,-0.09814356,0.6318249,0.5099293,0.6980828,1.0504943,0.5913207,0.11591085,0.8640541,0.6493433,-0.08806533,0.08377198
0.08588843,-0.10311822,0.61282617,0.52881694,0.6909846,1.0460643,0.58429366,0.13135263,0.8532555,0.6273001,-0.09570705,0.097136915
0.0028062752,-0.06755622,0.74898034,0.19805333,0.6213768,0.67221504,0.5453427,0.50553554,0.6535563,0.47717866,-0.11964762,0.06394516
0.10196804,-0.12577376,0.6586652,0.5468792,0.7352195,1.0966867,0.6556089,0.19841015,0.9223133,0.6623136,-0.12510997,0.1391586
0.15925373,-0.080253884,0.51402545,0.50762856,0.63940215,0.93577844,0.5011723,0.23489323,0.69833976,0.5566732,-0.10489502,0.13052519
0.16782314,-0.069662444,0.56139696,0.55503124,0.67385244,1.000468,0.5437497,0.20133674,0.7934982,0.5825101,-0.08307465,0.10837878
0.8981018,0.27983016,0.5859425,1.0008022,1.1023763,1.1081575,0.39778268,1.1136568,0.5269313,0.5207873,-0.14421487,0.4708891
0.21276797,-0.036855094,0.5212053,0.5725761,0.6979059,0.96941715,0.5058681,0.26038674,0.7011405,0.5456019,-0.10252044,0.14996254
-0.019184161,-0.048125915,0.87619334,0.11739659,0.6711405,0.5997508,0.58154714,0.6750318,0.6478479,0.47522375,-0.13765314,0.073721394
0.050354883,-0.11399027,0.6305219,0.38780773,0.63752294,0.8626329,0.5355558,0.28071827,0.7607824,0.55248064,-0.09836138,0.083264805
-0.018194936,-0.01830982,0.959117,0.06598774,0.6975593,0.524613,0.5873165,0.80221766,0.6244867,0.45407304,-0.12674026,0.08979201
0.1406205,-0.12585776,0.62200487,0.5964669,0.7450957,1.1298805,0.6374401,0.18449694,0.9206233,0.6569602,-0.12221791,0.12393233
-0.008830292,-0.061802607,0.9013966,0.11706515,0.7003223,0.60994154,0.6081228,0.7330488,0.67447114,0.49611658,-0.14527693,0.09114014
0.0420707,-0.10096206,0.645683,0.4983595,0.6996015,1.0446812,0.59096897,0.11061193,0.85235953,0.647385,-0.090230845,0.08548958
0.07811977,-0.120409146,0.6386623,0.47610962,0.67187625,0.9816608,0.5351202,0.16528374,0.8133545,0.63001454,-0.058484495,0.090174794
0.02368275,-0.09264424,0.6741011,0.47210127,0.69436747,0.9661865,0.60442567,0.22029805,0.8062139,0.5650321,-0.12997344,0.09567888
-0.054606978,0.03856601,1.3765957,-0.04958637,0.91629565,0.5316773,0.7630311,1.2281584,0.7163969,0.4768985,-0.16886121,0.16081804
0.026062373,-0.109604545,0.63879466,0.39684373,0.64428645,0.896319,0.53886193,0.22511753,0.77186036,0.5754644,-0.09365583,0.06911849
0.39036885,0.007795538,0.49577993,0.6550667,0.7552943,0.9734418,0.47851062,0.49053878,0.63769555,0.50891393,-0.11736556,0.2234608
0.23370677,-0.033667486,0.5242688,0.57493275,0.6801812,0.95347804,0.5175051,0.27661473,0.7130763,0.54693925,-0.10550627,0.11143577
0.038552165,-0.11069373,0.6372098,0.42812026,0.656577,0.93236446,0.5433814,0.20170742,0.79733455,0.5945653,-0.08791897,0.07404445
0.086460695,-0.09827962,0.5782815,0.48379982,0.68014425,0.99095327,0.54278874,0.21209162,0.7686431,0.5969406,-0.10619261,0.10350868
0.07694912,-0.113893226,0.61674964,0.52788883,0.6988501,1.0621232,0.58881557,0.12659794,0.87061924,0.64488006,-0.09607353,0.09450531
0.33015302,0.0013786,0.5185334,0.6258262,0.7132999,0.9321837,0.49567866,0.4602363,0.67309237,0.5267185,-0.10732411,0.18973267
0.05537475,-0.105601475,0.6193232,0.46966702,0.66532886,0.9667666,0.5542066,0.17444798,0.80310285,0.58945674,-0.10495626,0.07838283
0.24097882,-0.032811526,0.5226688,0.65935814,0.7779041,1.0426067,0.5646406,0.28376392,0.72661215,0.58548427,-0.1145148,0.18627766
0.05176963,-0.02350175,0.787003,0.17266323,0.6113613,0.57201904,0.499484,0.56194127,0.5915249,0.46235642,-0.05525426,0.0997687
0.105758786,-0.048279684,0.5860739,0.46424818,0.663781,0.89480275,0.5203373,0.32007384,0.674967,0.51492274,-0.14350212,0.13069053
0.3088594,0.022816472,0.4725655,0.54175645,0.6701472,0.80369246,0.41216034,0.41649503,0.5644688,0.43077326,-0.08906685,0.16602041
-0.031312652,-0.08093899,0.76996875,0.17228413,0.6403803,0.67878443,0.551937,0.5317129,0.64392453,0.46650273,-0.1397897,0.08224293
0.32671964,-0.057939697,0.5436255,0.62598276,0.7637314,1.0029627,0.5527044,0.5219557,0.70664185,0.549719,-0.19373614,0.24909079
0.08279465,-0.07073698,0.60291785,0.485058,0.6590308,0.94823855,0.54123306,0.19645236,0.7454036,0.5516705,-0.10316118,0.09254065
0.037725087,-0.10381665,0.6256769,0.43084228,0.64982784,0.9258773,0.5471029,0.18421787,0.7908323,0.60548186,-0.08573465,0.08227275
-0.015735125,-0.07196582,0.7376087,0.19929445,0.6130267,0.66610605,0.54213494,0.4937579,0.6477914,0.4586846,-0.11097725,0.070650645
0.13533267,-0.06478373,0.60085,0.5690637,0.6892758,1.0084827,0.5556418,0.18396303,0.80773205,0.5973875,-0.07987723,0.106707945
0.08045907,-0.029462084,0.812653,0.18739471,0.6504957,0.5996169,0.4838304,0.6060852,0.59983313,0.49636817,-0.04763767,0.13551411
0.0036203032,-0.063217655,0.7690596,0.16661867,0.62292045,0.60734236,0.52705646,0.54992926,0.62631327,0.47703326,-0.105498336,0.08523235
0.029944662,-0.122614115,0.6431127,0.47607046,0.6926968,1.0265459,0.5748026,0.13994129,0.8432874,0.6378753,-0.10299851,0.075937964
0.18731934,-0.03860487,0.5227958,0.51410514,0.64542127,0.8990287,0.4827457,0.27189833,0.6684744,0.5311642,-0.104031466,0.11443186
0.50275135,0.09093294,0.45832577,0.7062646,0.82241035,0.9173741,0.40880644,0.6212981,0.5418482,0.47737613,-0.107559614,0.2817313
0.0044339737,-0.06952184,0.7049498,0.2305638,0.62077224,0.71476334,0.5184874,0.4482146,0.64797795,0.46866265,-0.11423317,0.08313462
0.99451435,0.3134919,0.6635543,1.0786464,1.171502,1.1402698,0.38433802,1.2442257,0.5685287,0.526471,-0.1719293,0.5702948
-0.07222528,0.020159379,1.263372,-0.01929684,0.8544702,0.56846684,0.73054016,1.1272801,0.7005419,0.4479934,-0.19378617,0.12475547
0.048948854,-0.105677545,0.642236,0.50706136,0.69822234,1.0493567,0.5925479,0.10946314,0.8686991,0.6557597,-0.087590665,0.08237363
0.057702214,-0.09424475,0.626191,0.52167886,0.6824685,1.0205764,0.5989828,0.12296479,0.86289877,0.62618774,-0.084252395,0.0781
0.046306882,-0.10311787,0.63512313,0.45378828,0.66153413,0.9591643,0.55068815,0.16548988,0.81265116,0.6116985,-0.07924928,0.07534115
0.07993842,-0.074648865,0.666969,0.4383921,0.68599474,0.9079064,0.56083804,0.33739752,0.7765397,0.5008994,-0.11951907,0.103557214
-0.008241922,-0.07115292,0.7552067,0.17988497,0.6499897,0.67300516,0.5651025,0.5933888,0.62217456,0.45993862,-0.1523185,0.09186372
0.3099314,-0.019350395,0.4769023,0.6353082,0.76950693,1.000029,0.5026543,0.41284096,0.6480091,0.542432,-0.1221494,0.22558662
0.06880941,-0.1198498,0.6410414,0.5509312,0.74283737,1.1262679,0.61980844,0.13839929,0.879682,0.658015,-0.11305505,0.1298315
-0.0195244,-0.09735592,0.6786487,0.4422837,0.68051714,0.97064435,0.6039729,0.1707629,0.8055394,0.59086347,-0.11704623,0.061730437
0.02652169,-0.11008806,0.6264581,0.3311832,0.6213375,0.8150933,0.50213426,0.2935775,0.69367504,0.53980845,-0.10411386,0.09280184
0.1399283,-0.048398003,0.5465051,0.5147196,0.6693459,0.9122223,0.4849732,0.20550857,0.66481024,0.52224606,-0.08834527,0.13133572
