rely,data,cplx,turn,vexp,tool,MI_aexp_data,actual
0.36849067,-0.2713479,-0.00070925057,0.33270368,0.34643698,0.094713345,-0.30515,0.08700208
0.03424161,-0.09923831,-0.31799656,0.3053149,0.08747645,0.20278607,-0.19079521,0.1425005
0.21210697,-0.13716722,0.04452703,0.3075752,0.24355358,0.18731192,-0.19259922,0.04470009
0.23504448,0.03393304,-0.21646444,0.4524442,0.35651028,0.14447375,-0.18047625,0.15134303
0.4757734,-0.25428617,0.177295,0.40219498,0.16347598,0.15016529,-0.32772985,0.071517035
0.42127538,-0.228787,0.22784343,0.3367083,0.38671917,0.20351589,-0.2855674,0.077245414
0.1699488,-0.13940753,-0.24620278,0.37785882,0.29619813,0.16502492,-0.23708098,0.11439031
0.23693612,-0.22416273,0.042616546,0.29937744,0.07575833,0.18717648,-0.24411254,0.059288453
0.17946294,-0.082644045,-0.030374348,0.27674848,0.16869889,0.19963664,-0.14668527,0.06397618
0.34773564,-0.21361542,0.19495681,0.3390105,0.20923737,0.19799289,-0.22813024,0.042006757
0.33031917,-0.23081943,0.19395101,0.32476407,0.3059063,0.20120862,-0.24833184,0.03770544
-0.04005748,0.023089409,-0.4945442,0.33270973,0.15732333,0.20748937,-0.14192304,0.18268506
0.13587086,-0.15595555,-0.039750338,0.2656027,0.13341649,0.1997094,-0.1889339,0.08450815
0.34048474,-0.22929937,0.15329549,0.3420455,0.29415977,0.18348111,-0.26428235,0.039027628
0.43154675,-0.24549344,0.17556897,0.35619903,0.21782967,0.1480423,-0.30705962,0.05893832
0.2604807,-0.22496834,0.021083087,0.352148,0.09791607,0.17710319,-0.26316378,0.07870054
0.42221022,-0.2973816,0.16919701,0.36820728,0.108996585,0.19163209,-0.30969536,0.03493266
0.15902722,-0.29911587,-0.014414862,0.3000679,0.28481847,0.1806876,-0.2780388,0.061471302
0.0743296,-0.080964416,-0.17196222,0.2806402,0.14976513,0.21002531,-0.15207586,0.10267031
0.18443161,-0.21548298,0.07853996,0.29754362,0.2106166,0.21154821,-0.16974741,0.08194578
0.37910998,-0.24482894,0.1631947,0.35490495,0.23879133,0.16057621,-0.27074042,0.046101052
0.21690789,-0.26738697,0.09054082,0.29900792,0.18970782,0.19687387,-0.25111791,0.05587456
0.60431325,-0.3669885,0.071068175,0.4744172,0.2650484,0.11910343,-0.39229858,0.060847316
0.44231483,-0.3357618,0.19219968,0.3821085,0.30076712,0.15041961,-0.36389568,0.07994856
0.31381768,-0.22613499,0.13018288,0.34387505,0.2378682,0.1871571,-0.22536993,0.045694437
0.38560566,-0.24432567,0.2542959,0.33766836,0.18645188,0.22928485,-0.25333226,0.037542332
0.4646616,-0.32668182,0.20390756,0.3561287,0.37624672,0.13035357,-0.39914623,0.09540272
0.39709613,-0.27392054,0.2024466,0.353352,0.25193363,0.17980489,-0.2939712,0.050891686
0.4553229,-0.2287587,0.29173464,0.34443003,0.2724858,0.19168204,-0.2874975,0.07772124
0.26241356,-0.20909494,0.0818003,0.3176719,0.066115394,0.19195479,-0.22656645,0.06549673
0.34349343,-0.23419887,0.16819426,0.34226325,0.15975493,0.20921096,-0.2391007,0.03533973
0.5461929,-0.20800024,0.16607474,0.4213822,0.44272363,0.14459607,-0.32295635,0.117565155
0.39428833,-0.2403278,0.10935578,0.40091568,0.3986836,0.18254414,-0.28612727,0.051675763
0.14420632,0.5608851,-0.6381451,0.5967232,0.36397293,0.14439178,-0.09073365,0.26813155
0.13472545,-0.12690514,-0.027121559,0.25591567,0.18486236,0.21403933,-0.16994241,0.06861195
0.39601243,-0.23182526,0.1954231,0.3825189,0.23823169,0.18271747,-0.25912812,0.04010721
0.48247868,-0.3405487,0.008497611,0.4634015,0.49346495,0.14489914,-0.39121127,0.06758621
0.44846293,-0.23372504,0.20139547,0.31631374,0.22389634,0.15814385,-0.2874332,0.04953518
-0.04317823,0.23436573,-0.6155824,0.3829497,0.16035481,0.21953231,-0.087167025,0.21596627
0.08577447,-0.17771402,-0.09274642,0.26108527,0.14148752,0.22049084,-0.16802165,0.08637236
0.094238296,0.10595514,-0.33113825,0.39475524,0.18827184,0.18313101,-0.1656207,0.19843782
0.354829,-0.26111498,0.17672049,0.33553335,0.3290081,0.1846698,-0.2821428,0.04806648
0.19192341,-0.213646,0.11023113,0.28182757,0.17859192,0.23845625,-0.21035215,0.024231147
0.41241834,-0.17989057,0.23888156,0.33794945,0.36147153,0.18798411,-0.25871974,0.07885243
0.279952,-0.23947048,0.08736428,0.32392585,0.30321175,0.16306941,-0.28488314,0.070130125
0.15522653,-0.10875241,-0.104043245,0.27149737,0.18821463,0.18077904,-0.19443244,0.10126524
0.22582549,-0.2603777,0.08103091,0.30057406,0.22600338,0.17512956,-0.25627628,0.048235636
-0.030627608,-0.050184365,-0.44606984,0.30248258,0.11705907,0.23422703,-0.15948243,0.17472337
0.11936425,-0.26202255,-0.12065144,0.30121422,0.08144529,0.22493759,-0.24872787,0.10256153
0.016538784,-0.11889032,-0.43085015,0.31746328,0.111719534,0.23834899,-0.20236328,0.17324506
0.41725734,-0.21665242,0.22973964,0.35907644,0.12346611,0.20187217,-0.25437889,0.043114353
0.048423417,-0.10784669,-0.25923514,0.2914563,0.11260599,0.20610347,-0.17708677,0.12602404
-0.16049749,0.16047719,-0.95773166,0.44958305,0.11005538,0.25892285,-0.18199307,0.34792617
0.40361714,-0.19270933,0.13494219,0.38963085,0.37393245,0.18368798,-0.2589939,0.047140505
0.30794072,-0.14828005,0.23364381,0.33249074,0.19471121,0.2225452,-0.17271629,0.039866786
0.42415187,-0.170676,0.18640558,0.41692573,0.37873054,0.17241322,-0.2667346,0.07647824
0.29587162,-0.23480937,0.09286097,0.2866186,0.24389169,0.16134545,-0.24225332,0.064670146
-0.040498167,-0.16295412,-0.41410297,0.2862844,0.17179479,0.24002296,-0.20367952,0.15669197
0.50481117,-0.3417107,0.1617123,0.41034693,0.46330798,0.1535238,-0.44142932,0.103887856
0.1320562,-0.14934394,-0.056682035,0.2886657,0.14285946,0.20916316,-0.18293768,0.08366445
0.2999918,-0.2336309,0.13548714,0.3132586,0.2401221,0.17494166,-0.2599181,0.0940865
0.22379261,-0.16677338,-0.060551405,0.36394054,0.08597204,0.19548649,-0.25024843,0.117050335
1.0164394,-0.083062574,0.058053464,0.50176513,0.9916694,0.050316833,-0.47820225,0.27186665
0.2443853,-0.27002385,0.040228136,0.28570068,0.061035343,0.18523154,-0.27852893,0.05683891
0.005798161,-0.094112694,-0.39423686,0.30501842,0.10033951,0.23413791,-0.19065711,0.16281095
0.42546943,-0.25984493,0.19790515,0.34935948,0.31662223,0.19696236,-0.28655618,0.06376508
0.38623717,-0.18644357,0.21385778,0.37205547,0.33455175,0.16605677,-0.23231708,0.05796792
0.36172664,-0.2597016,0.11088684,0.35895318,0.31316757,0.17084324,-0.2667427,0.03638692
0.07272357,-0.15650153,-0.16395472,0.26610297,0.17320007,0.20062685,-0.2053794,0.0931775
0.01690577,-0.059036504,-0.40741402,0.32523462,0.123788446,0.19501609,-0.18858117,0.14909147
0.04642021,-0.26591823,-0.26855797,0.30616522,0.2239889,0.19129832,-0.32550013,0.13622843
0.37007946,-0.20117447,0.23571211,0.35642874,0.19021672,0.19771615,-0.2341256,0.045687284
0.3552958,-0.24359292,0.16870584,0.33420473,0.06338954,0.2047526,-0.2573485,0.045224357
0.34419173,-0.24095193,0.18438084,0.33985043,0.29494017,0.17052236,-0.27733266,0.058821816
0.2705232,-0.30821672,0.1116111,0.33417985,0.2986377,0.17881164,-0.29240105,0.04545896
0.06611449,-0.17097816,-0.25168508,0.28789073,0.12567471,0.2141163,-0.20656934,0.12542604
0.08097872,-0.16487694,-0.14251186,0.26206887,0.13923292,0.21905166,-0.1888171,0.09298962
0.22930297,-0.21929714,0.085671306,0.30896813,0.13084233,0.20663595,-0.21742798,0.05524918
0.4428699,-0.19211549,0.15586405,0.37629896,0.35384998,0.13877584,-0.25316963,0.056147236
0.34852272,-0.18090686,0.24836522,0.34356254,0.21722394,0.22495945,-0.2097508,0.043123756
0.5754264,-0.31925955,0.03133694,0.47727698,0.51252896,0.17853318,-0.37496948,0.082130566
-0.07638113,0.37232515,-0.77245414,0.4378451,0.17378482,0.20996505,-0.05862336,0.28846163
0.31698224,-0.18125913,0.228071,0.32142627,0.15583678,0.2248182,-0.20435795,0.048315573
0.3315785,-0.1613932,0.22926095,0.33558786,0.3011143,0.2363244,-0.18827881,0.032002944
0.38649648,-0.32860467,0.17273524,0.37580878,0.3449632,0.15639675,-0.35934138,0.06465337
0.3360052,-0.17593324,0.19956936,0.3012627,0.22389421,0.19188732,-0.22376323,0.049493466
0.051620416,-0.096471615,-0.26971465,0.29411376,0.10895478,0.20553735,-0.19011225,0.13984612
0.35753682,-0.24855891,0.20537883,0.34915724,0.237158,0.21528767,-0.25982422,0.036037367
0.28881276,-0.20352957,0.17811221,0.32439664,0.25329357,0.20566536,-0.20894174,0.03666831
0.39450797,-0.25420317,0.13807946,0.365229,0.21183938,0.15514117,-0.27913535,0.048089404
0.6958704,-0.19384438,0.2038097,0.38162327,0.5238928,0.09014307,-0.3726933,0.15023883
0.26623863,-0.12790576,0.115847036,0.30240595,0.23098503,0.20715338,-0.18170635,0.037930306
0.49113616,-0.27563003,0.25975376,0.38078666,0.09653794,0.20130746,-0.30513766,0.040945616
0.31858367,-0.25462148,0.08756858,0.35202676,0.26310018,0.156099,-0.2656207,0.051797386
0.1852551,-0.19740382,0.041485265,0.28746533,0.2149702,0.18468341,-0.22842447,0.056364637
0.3303082,-0.20559287,0.17240328,0.33558255,0.2785709,0.18811172,-0.2362232,0.030121293
0.55382687,-0.32098627,-0.054388866,0.51400506,0.5976579,0.13030167,-0.40061918,0.095129415
0.38134855,-0.19892138,0.27701116,0.3283184,0.254995,0.21943547,-0.23578143,0.047286298
0.16081077,0.038031593,-0.13000776,0.32843554,0.20956081,0.17072968,-0.14209872,0.10834138
0.33366787,-0.26649168,0.11526477,0.37033314,0.34936538,0.16713443,-0.30942628,0.04409961
0.4481022,-0.19967127,0.091576815,0.437311,0.52969867,0.17971525,-0.27640703,0.070776135
0.30851728,-0.23139057,0.11446962,0.33839154,0.31676042,0.21594006,-0.22536457,0.043444183
0.4975285,-0.29541272,0.09798354,0.43182522,0.34997565,0.17497645,-0.30779648,0.07424988
0.39247456,-0.22261062,0.036843367,0.4543118,0.54917496,0.15128754,-0.35594967,0.07278669
0.31300598,-0.17779133,0.21369961,0.3191319,0.19921605,0.20927665,-0.20006676,0.05545659
0.12284082,-0.18569177,-0.10929696,0.28079343,0.09028044,0.20450714,-0.20368437,0.09663218
0.33233577,-0.25442168,0.22143231,0.33560053,0.14833637,0.2179009,-0.25814193,0.03654703
0.57941353,-0.23065588,0.27512336,0.31116974,0.21530609,0.14372541,-0.32483485,0.08182675
0.120492145,-0.22063261,0.027181916,0.27504855,0.18588042,0.23445012,-0.18241659,0.062902704
0.10713086,-0.22103539,-0.05291894,0.26614514,0.16213165,0.22280636,-0.21004987,0.07328512
0.7719694,-0.1478922,0.2677498,0.37711364,0.5689021,0.10032527,-0.38800302,0.2122705
0.62632954,-0.17847487,0.29917222,0.38599175,0.5021929,0.18231289,-0.36241272,0.16483165
0.38331395,-0.25675187,0.12923001,0.35354763,0.3202744,0.1503951,-0.2858263,0.048263263
0.32297644,-0.13197953,0.021596871,0.38787723,0.15350632,0.14151002,-0.2587612,0.09452382
0.39513794,-0.26870516,0.08019655,0.36561704,0.30416125,0.12929149,-0.2909484,0.049702693
0.32796115,-0.23302275,0.120608486,0.34770417,0.19643098,0.17658359,-0.24405909,0.04469419
0.3392983,-0.24756464,0.12716012,0.37374365,0.3773756,0.1440895,-0.2760216,0.04514547
0.37009168,-0.26001775,0.2259258,0.332483,0.34363967,0.19927087,-0.27812535,0.06270212
0.43491873,-0.25789842,0.13777788,0.39932603,0.22621691,0.16353403,-0.29745555,0.043392662
0.4946522,-0.25131768,0.19097202,0.35803232,0.1830754,0.1238921,-0.31277582,0.04946128
0.3477512,-0.23937082,0.1237824,0.32809922,0.1162924,0.18446863,-0.25109655,0.043944422
0.3403314,-0.16651097,0.27188945,0.34425336,0.1953503,0.24160573,-0.19384043,0.03973156
0.36042517,-0.2052359,0.16969177,0.37284815,0.32484287,0.19777274,-0.22747417,0.042081032
0.14913924,-0.24460587,-0.0037240535,0.28652996,0.106832795,0.22033595,-0.22616997,0.07601358
0.35679734,-0.24792212,0.13116409,0.35647666,0.32684097,0.18191096,-0.26026872,0.045327988
0.53880924,-0.116358005,0.2528779,0.39262038,0.43487304,0.17641649,-0.3042178,0.1191151
0.034136623,-0.27683592,-0.18596075,0.26849526,0.17886631,0.22403052,-0.26182002,0.09986332
0.39034373,-0.19918129,0.28542757,0.32120228,0.20255107,0.22757587,-0.23731525,0.04987112
0.4022009,-0.23966044,0.19440642,0.35403776,0.16596076,0.18103531,-0.2704242,0.046730872
0.39961407,-0.15087539,0.19073927,0.36657584,0.38530552,0.17269003,-0.22351605,0.04616179
0.07673574,-0.16123417,-0.16912027,0.2599183,0.15474822,0.22927,-0.17704183,0.09357086
0.12171162,-0.15574843,-0.002002284,0.26102257,0.1603021,0.22995047,-0.14685702,0.068993956
0.38452733,-0.19998181,0.25651497,0.3355079,0.19224405,0.2060911,-0.23796894,0.04571041
0.5227504,-0.3537129,-0.0077804625,0.44904345,0.53045595,0.101574436,-0.42799735,0.10265121
0.05250916,-0.1063312,-0.19914545,0.2652626,0.16140914,0.22185846,-0.16214885,0.10320535
0.34562677,-0.17694736,0.19820532,0.36547744,0.258703,0.19060498,-0.21604428,0.042771544
0.36341953,-0.22841656,0.18832594,0.33768535,0.12569346,0.19055443,-0.25757575,0.04536965
0.57587194,-0.11882823,-0.242242,0.7128602,0.83784586,0.10021529,-0.40328535,0.16506816
0.24534026,-0.31861013,0.0037775189,0.34956527,0.29786867,0.16087551,-0.27215296,0.07049747
0.5105791,-0.12715563,0.33288652,0.3054019,0.42244357,0.19482881,-0.28591782,0.113772124
0.30567485,-0.17163569,0.13853972,0.32076007,0.26023066,0.20394258,-0.20925622,0.038384784
0.35817292,-0.1927287,-0.056160882,0.46431005,0.39163375,0.123272516,-0.29585898,0.07767773
0.5472523,-0.3303904,0.05947221,0.40254402,0.40844667,0.1172596,-0.36996487,0.07812144
0.05239138,-0.20486021,-0.2444693,0.29189825,0.14473428,0.24154964,-0.19307993,0.12669209
0.10354731,-0.0391226,-0.20792608,0.3204766,0.1408787,0.19798021,-0.17610393,0.12964799
0.07969065,-0.20269406,-0.12526609,0.27698946,0.12383136,0.23351143,-0.20634784,0.10232665
0.19335781,-0.22417784,-0.038443506,0.3426237,0.24287082,0.14846674,-0.26547575,0.07410447
0.14886054,0.2608458,-0.3758217,0.48091817,0.26720303,0.13836716,-0.104987696,0.19350082
0.18126015,-0.1832206,0.029358096,0.2909174,0.15607475,0.2056824,-0.20354939,0.06977558
0.13222314,-0.27298155,-0.038107887,0.28762907,0.20228298,0.20021784,-0.26268888,0.06853138
0.24788061,-0.14815992,0.16756283,0.30438715,0.2081936,0.22302836,-0.18287669,0.05390587
0.31086838,-0.24969664,0.15523225,0.3525039,0.27582312,0.18782139,-0.25086647,0.03762834
0.3766112,-0.15724644,0.19264063,0.3099792,0.38583338,0.19370547,-0.21195856,0.04893296
0.31236488,-0.3269141,0.11251489,0.3554955,0.32450467,0.14806587,-0.32614213,0.054559525
0.38341537,-0.22615585,0.21362975,0.34624177,0.23546961,0.21349362,-0.24670875,0.039391484
0.3016441,-0.21093684,0.21408069,0.30015016,0.25954464,0.20575362,-0.22648475,0.043138977
0.3351738,-0.26121148,0.17560746,0.33997887,0.31561518,0.18476084,-0.27752072,0.04290614
0.16388139,-0.09069505,-0.065366805,0.30368802,0.14456722,0.19172749,-0.15481375,0.07460648
0.021989346,-0.1408931,-0.33837306,0.2717873,0.117289506,0.23357064,-0.17827302,0.14326483
0.23785928,-0.12914297,0.010822773,0.33496553,0.2181628,0.15936348,-0.2175901,0.052090246
0.31822947,-0.16668078,0.2590745,0.32805204,0.3014902,0.2602922,-0.18765897,0.03286383
0.36406547,-0.24702904,0.23508161,0.32072228,0.2930557,0.20291117,-0.26418787,0.052621584
0.2481688,-0.26814094,0.10478781,0.31734228,0.20883724,0.18360054,-0.2640588,0.050137173
0.3645042,-0.3239044,0.10489774,0.38078392,0.2862435,0.16298924,-0.30614847,0.04629833
0.39278346,-0.20082638,0.28131175,0.33724582,0.23386069,0.24135335,-0.2323838,0.04862899
0.3598671,-0.31687874,0.14214517,0.36981827,0.3846277,0.15480858,-0.35651657,0.060043868
0.42752877,-0.29810527,0.037612587,0.46547925,0.4061616,0.10896441,-0.35422847,0.056246113
0.014824025,-0.1610071,-0.338027,0.28681353,0.14545752,0.23515414,-0.19709286,0.14163482
0.029805824,-0.11686152,-0.24383382,0.26334202,0.15126787,0.22767037,-0.15416983,0.11392136
0.4010245,-0.23613691,0.15555967,0.37346357,0.30230567,0.17685583,-0.26199952,0.038123872
0.16538134,-0.19203997,0.021147944,0.2758397,0.21259508,0.21468209,-0.16784224,0.05569214
0.37237772,-0.2522716,0.2229822,0.33732077,0.33351308,0.19204189,-0.29273295,0.0650624
0.2680291,-0.16045368,0.16712001,0.29217178,0.24632189,0.20832866,-0.20892157,0.05846415
0.5202023,-0.10294772,0.20409207,0.35815108,0.4405077,0.13858098,-0.26624766,0.10347246
0.43391392,-0.2107425,0.15428539,0.39117688,0.33308363,0.18451452,-0.25152612,0.08349496
0.335451,-0.20330289,0.14524467,0.3560131,0.3296674,0.17115907,-0.25487238,0.042402867
0.34173292,-0.2341645,-0.05862297,0.44039118,0.29754192,0.12924993,-0.2910956,0.06692521
0.5116236,-0.3187981,0.1068916,0.40526736,0.36334503,0.13536489,-0.354466,0.076126635
0.006328568,-0.14531806,-0.32590508,0.26940417,0.109557465,0.21390215,-0.18541886,0.1275218
0.34298438,-0.22508234,0.11254703,0.37947166,0.4140759,0.17961317,-0.27319166,0.040571984
0.34273484,-0.16895378,0.28900462,0.3349469,0.22832055,0.2595276,-0.19199541,0.03900793
0.059396535,-0.14218588,-0.14867236,0.25803435,0.15614799,0.22565159,-0.17230654,0.099343345
0.27936363,-0.22905457,0.029028513,0.36006695,0.21521577,0.16186969,-0.25679862,0.052781526
0.44828546,-0.22567737,0.21843311,0.34825835,0.10013905,0.16670685,-0.27941066,0.049063418
0.37039357,-0.2210851,0.2138707,0.28099236,0.26254508,0.18646254,-0.2636325,0.07919973
0.50368285,-0.27100754,0.3300044,0.35607836,0.26641262,0.18792436,-0.35221145,0.099258125
0.20023413,-0.26173583,0.055528015,0.3008328,0.1640523,0.20022301,-0.24584106,0.05580334
0.25139388,-0.24074623,-0.13588302,0.38937658,0.15677087,0.17097275,-0.26597473,0.09467998
0.4364724,-0.104270115,0.18203825,0.3985777,0.54174787,0.18669125,-0.23881374,0.070413575
0.35889632,-0.24617177,0.18026756,0.35106695,0.21306492,0.17527497,-0.2731375,0.042503845
0.41667444,-0.17545232,0.13948,0.41643584,0.47570878,0.18857142,-0.24215272,0.050773468
0.29162133,-0.117509,0.17188655,0.33352575,0.24542901,0.19567539,-0.18817966,0.053193625
0.3758334,-0.16765955,0.15183064,0.4060405,0.4201089,0.17296675,-0.22794734,0.04181635
0.115596816,-0.18923277,-0.2424993,0.3533008,0.19122326,0.16916008,-0.21902426,0.115659595
0.450748,-0.15604988,0.12527835,0.4260192,0.4882859,0.20746396,-0.23784341,0.05101924
0.14236699,-0.17088395,0.056386985,0.26193595,0.1744492,0.23891746,-0.15606467,0.06166048
0.2999885,-0.19248125,0.22491118,0.32503873,0.27283353,0.22832593,-0.19609915,0.03375875
0.3042107,-0.1421672,0.26002848,0.32426342,0.27377814,0.26721045,-0.17078589,0.03602056
0.3209108,-0.15446186,0.27354008,0.3209087,0.22897127,0.26301688,-0.17925036,0.045544643
0.35462674,-0.2475985,0.14077301,0.38418072,0.39632958,0.180758,-0.3123544,0.053540733
0.55150175,-0.22497869,-0.03553182,0.58948195,0.58489376,0.11409434,-0.3687119,0.07976358
0.04303725,-0.15030155,-0.22807668,0.26352036,0.17127591,0.21696764,-0.16517553,0.10879843
0.2719031,-0.24515676,0.13425937,0.3216341,0.22232491,0.19299342,-0.24119209,0.04902831
0.41902426,-0.24724138,0.18308216,0.36684716,0.23686332,0.19293752,-0.28030556,0.038878184
0.39760736,-0.2253834,0.24534804,0.3506447,0.12983793,0.20692453,-0.25177923,0.04954188
0.051032797,-0.18198684,-0.3338585,0.29868254,0.1152017,0.23324373,-0.21830037,0.16715005
0.36817575,-0.2138533,0.03729082,0.44821465,0.47583556,0.15927304,-0.30808052,0.057295386
0.47098136,-0.28406736,0.16479272,0.3755185,0.28408855,0.16707516,-0.3125708,0.057420593
0.47091037,-0.2116755,0.038229644,0.51372296,0.5041225,0.09467395,-0.34632072,0.11110692
0.21795647,-0.25989187,0.046889663,0.307943,0.112645075,0.19202664,-0.25590667,0.061157037
0.34310254,-0.22810856,0.18105125,0.336095,0.2673858,0.20033935,-0.24925005,0.03695229
0.21823135,-0.19002885,0.14674601,0.28715965,0.16707832,0.23551872,-0.1758454,0.052715916
0.8093765,-0.31469873,0.087931015,0.42881578,0.47499657,0.047887787,-0.43239918,0.1609709
0.34782982,-0.17278314,0.19037649,0.3607797,0.2805218,0.18701458,-0.22282107,0.041062955
0.035803713,-0.1391798,-0.3638559,0.30148757,0.18585175,0.18129975,-0.19424102,0.12753797
0.18156296,-0.19830534,-0.15224893,0.3469998,0.14385803,0.16757101,-0.26467067,0.09451766
0.40895808,-0.24745435,0.23742896,0.34784657,0.2018175,0.1851447,-0.28345534,0.074193805
0.37817797,-0.19923282,0.2604173,0.32225215,0.30037215,0.22739637,-0.22938386,0.047915105
0.40688834,-0.18543884,0.08664003,0.4577855,0.3466674,0.10406093,-0.26934862,0.06970726
0.35470882,-0.18390596,0.14904341,0.36623293,0.42382115,0.19118392,-0.2503283,0.04233135
0.38631666,-0.17886713,0.24109292,0.34243837,0.24054672,0.20110525,-0.23888797,0.049967635
0.41023302,-0.21109211,0.2467688,0.36253428,0.17257017,0.19968747,-0.2512009,0.043004055
