ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_2,Resource_3,Resource_4,Dev.Type_0,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_8,Generated_Var_9,Generated_Var_10,Generated_Var_11,Effort
108,329,324,68,14,0,0,206,73,127,6.6,5.4,6.6,5.4,8.0,2184,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2184
109,5684,2221,454,820,1137,311,4943,0,0,3.7,4.3,3.7,4.3,37.0,21014,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,21014
110,61,27,4,24,17,0,72,0,0,6.8,5.8,8.2,7.0,4.0,502,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,417
111,267,27,133,51,34,89,70,178,86,10.0,8.0,10.0,8.0,9.0,2683,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2683
112,218,78,16,56,77,0,227,0,0,25.4,24.4,30.6,29.4,4.0,6665,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,5532
113,919,458,236,56,58,76,884,0,0,5.2,5.4,6.3,6.6,6.0,5801,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4815
114,66,27,12,6,14,0,28,31,0,3.7,4.2,4.5,5.0,2.0,296,1,0,0,0,1,1.029539,0.5337659,-1.3424942,0.2627848,0.5364985,0.12689883,-0.20551522,-0.92256194,0.17004083,-0.4503528,-0.11544853,246
115,54,36,0,16,0,0,0,52,0,12.7,13.2,15.3,15.9,1.0,827,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,686
116,245,88,105,27,79,0,299,0,0,1.9,1.6,3.6,2.9,13.0,870,1,0,0,0,1,2.2542574,8.026842,-4.849726,1.2339094,2.0813746,0.35939345,-1.9816265,-2.120293,1.2522552,-1.5056796,-1.2071499,470
117,54,24,28,0,0,0,0,52,0,7.3,7.6,8.8,9.2,2.0,476,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,395
118,151,40,54,15,21,0,111,19,0,7.2,8.3,8.2,9.5,3.0,1241,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1080
119,103,45,4,27,29,0,105,0,0,13.6,13.3,13.6,13.3,7.0,1396,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1396
120,300,95,82,27,76,0,138,142,0,9.8,10.5,9.8,10.5,10.0,2933,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2933
121,249,126,4,98,21,0,58,191,0,18.3,18.3,18.3,18.3,9.0,4551,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4551
122,224,156,21,0,29,10,6,210,0,13.4,13.9,16.1,16.7,4.0,3613,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2999
123,1984,255,1008,192,158,0,1613,0,0,1.3,1.6,1.3,1.6,11.0,2540,0,1,0,0,1,15.124418,52.458687,-33.482494,7.4965124,16.686005,5.854437,-12.264191,-14.016371,6.8371925,-11.903668,-6.2022977,2540
124,58,15,37,0,0,5,0,57,0,0.4,0.5,0.5,0.5,2.0,31,1,0,0,0,1,3.9221854,2.8980424,-5.5469246,0.3369071,3.362404,1.7164994,0.12198873,-5.017714,1.532611,-4.1273494,-1.0888214,26
125,56,50,0,3,0,0,0,53,0,8.0,8.5,9.6,10.2,2.0,540,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,448
126,244,91,12,44,60,50,257,0,0,3.7,3.5,4.5,4.2,3.0,1092,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,906
127,12,0,0,6,7,0,10,3,0,17.6,16.2,17.6,16.2,13.0,211,0,1,0,0,1,0.3705415,0.30716312,-0.18365546,-0.24221304,-0.74936634,-1.2660453,-0.123361506,-1.0292276,0.22420217,0.043338962,-0.6753167,211
128,1416,402,432,0,252,65,376,775,0,1.2,1.5,1.2,1.5,12.0,1724,0,1,0,0,1,20.84321,5.8493543,-36.79831,-4.3623223,24.614666,17.498228,0.82276815,-22.813665,-0.30435205,-17.548315,-1.503081,1724
129,67,3,26,0,7,35,71,0,0,23.6,22.3,27.2,25.6,5.0,1821,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1584
130,95,36,0,32,24,0,0,92,0,1.6,1.6,1.9,1.9,7.0,178,1,0,0,0,1,3.3900723,2.179792,-5.2701864,0.41132692,2.8892627,1.6730115,-0.1179504,-3.9637175,1.1913803,-2.4975052,-0.6993505,148
131,2376,638,233,639,580,131,2221,0,0,10.7,11.5,12.9,13.8,24.0,30701,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,25482
132,442,225,102,57,91,0,82,393,0,1.5,1.4,1.5,1.4,5.0,683,1,0,0,0,1,9.338943,6.1470017,-15.0038595,1.522501,7.7360926,5.6296124,-0.3582228,-10.9552355,2.5534277,-6.507627,-2.5356178,683
133,68,21,12,19,15,0,11,56,0,37.1,37.6,44.7,45.3,4.0,3037,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2521
134,268,76,96,45,41,10,248,20,0,10.9,10.9,10.9,10.9,9.0,2933,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2933
135,90,96,0,0,0,0,96,0,0,5.5,5.1,6.6,6.2,2.0,595,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,494
136,72,23,25,7,17,0,55,17,0,6.8,6.8,6.8,6.8,7.0,486,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,486
137,505,111,127,18,216,0,472,0,0,9.8,10.5,9.8,10.5,30.0,4955,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4955
138,450,112,145,59,105,0,356,58,7,13.6,14.6,13.6,14.6,7.0,6138,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,6138
139,230,129,38,46,57,0,230,40,0,6.3,5.4,7.6,6.5,10.0,1748,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1451
140,242,97,78,4,43,0,0,222,0,1.3,1.4,1.5,1.7,2.0,375,1,0,0,0,1,6.3250046,2.9720504,-9.680684,0.35976702,5.667473,3.7906818,-0.69195604,-6.1614914,1.1244007,-4.02696,-1.2507197,311
141,106,21,76,6,0,0,7,96,0,23.1,23.7,27.8,28.6,2.0,2946,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2445
142,31,10,14,0,7,0,4,27,0,7.6,7.6,7.6,7.6,6.0,237,1,0,0,0,1,0.93448716,0.6223032,-0.93611455,0.18290041,-0.08330128,-0.7636161,-0.1350693,-1.3835304,0.3224436,-0.2806649,-0.3962677,237
143,1186,422,306,109,168,230,1235,0,0,3.1,3.0,3.1,3.0,9.0,3711,0,0,1,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3711
144,256,69,198,0,0,5,272,0,0,11.5,10.8,11.5,10.8,19.0,2941,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2941
145,191,44,60,15,49,25,159,34,0,12.7,12.6,12.7,12.6,11.0,2430,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2430
146,213,102,63,6,28,0,186,13,0,11.9,12.7,14.3,15.3,10.0,3051,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2532
147,4562,1098,1278,498,1059,0,3933,0,0,5.8,6.7,5.8,6.7,15.0,26408,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,26408
148,141,44,33,44,17,0,5,133,0,8.8,9.0,10.6,10.9,2.0,1499,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1244
149,187,23,65,17,91,5,201,0,0,3.0,2.8,3.6,3.4,6.0,677,1,0,0,0,1,1.4294612,0.7179091,-1.972208,0.27010894,0.92399806,0.4035937,-0.24225208,-1.3182145,0.24211563,-0.72046405,-0.20118591,562
150,128,45,0,68,0,15,128,0,0,25.8,25.8,56.1,56.1,10.0,7180,1,0,0,0,1,4.6559334,-12.018729,-3.7063704,3.5452855,-7.681513,14.347858,-0.20395799,-11.94525,-5.3400393,-1.9722222,-22.896706,3303
151,194,70,16,0,45,47,46,132,0,2.6,2.8,3.6,3.9,12.0,703,1,0,0,0,1,2.9687135,1.4266537,-4.3958993,0.29829895,2.4154367,1.4685585,-0.38364738,-2.8410325,0.5195225,-1.7600889,-0.5311791,499
152,869,288,300,116,230,0,934,0,0,2.4,2.2,2.4,2.2,6.0,2078,0,0,1,0,1,3.5568166,8.361807,-6.6690865,2.6269403,3.3964674,1.1224906,-2.8678455,-2.3332245,1.7989943,-2.0787401,-1.55998,2078
153,125,51,9,33,22,0,20,84,11,18.6,20.2,22.4,24.4,3.0,2802,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2326
154,477,235,117,89,46,10,172,218,107,5.7,5.5,5.7,5.5,6.0,2741,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2741
155,717,716,13,10,24,0,51,712,0,4.9,4.6,6.0,5.6,5.0,4272,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3546
156,25,0,28,0,0,0,0,28,0,5.6,5.0,5.6,5.0,3.0,140,1,0,0,0,1,2.725184,3.038088,-2.799432,1.2970171,0.46025947,-0.70951396,-0.9689947,-3.3093128,1.4989257,-1.4264841,-0.6239296,140
157,73,9,61,3,0,0,73,0,0,19.2,19.2,19.2,19.2,8.0,1404,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1404
158,100,61,0,0,0,42,28,75,0,9.3,9.0,11.2,10.9,12.0,1119,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,929
159,273,103,183,15,17,0,318,0,0,1.9,1.7,1.9,1.7,5.0,528,0,0,1,0,1,4.3290267,7.425447,-7.577821,3.65175,4.095963,1.802879,-3.186662,-2.2200835,1.8771095,-2.4084659,-2.2807722,528
160,587,108,119,94,203,0,524,0,0,6.4,7.2,6.4,7.2,15.0,3748,0,0,1,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3748
161,1437,920,154,41,203,0,1318,0,0,3.4,3.7,3.4,3.7,18.0,4900,0,0,0,1,1,-0.07176694,0.16668728,-0.00044202805,-0.75067085,-0.24604966,-0.6733118,0.3006481,-0.31670848,-0.22646594,0.15912543,-0.11157734,4900
162,97,3,101,3,0,7,108,6,0,19.1,16.3,19.1,16.3,12.0,1853,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1853
163,224,110,25,6,49,5,195,0,0,12.9,14.8,14.8,17.0,13.0,3322,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2890
164,321,168,46,9,77,15,315,0,0,3.4,3.4,3.4,3.4,11.0,1076,0,0,0,1,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1076
165,99,6,4,19,59,10,98,0,0,24.1,24.4,29.1,29.3,4.0,2876,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2387
166,416,179,40,54,109,7,318,65,6,3.8,4.1,4.6,4.9,6.0,1911,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1586
167,71,21,21,4,14,5,25,40,0,14.0,15.3,16.9,18.5,4.0,1201,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,997
168,120,60,48,12,0,0,12,108,0,1.8,1.8,1.8,1.8,5.0,212,1,0,0,0,1,3.649887,2.289976,-5.5791397,0.3725227,3.0047646,1.9793895,-0.27642992,-4.032633,0.8110516,-2.4906056,-0.70854855,212
169,213,72,43,3,84,30,132,97,3,6.0,5.5,6.0,5.5,12.0,1278,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1278
170,1634,625,387,223,399,0,1634,0,0,4.3,4.3,4.3,4.3,12.0,7060,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,7060
171,275,184,11,48,7,0,7,243,0,2.6,2.8,2.6,2.8,9.0,702,1,0,0,0,1,3.9401526,2.5066395,-6.157504,0.68363434,3.0885603,2.08466,-0.23677567,-4.4463763,0.9850862,-2.5823932,-0.9594986,702
172,458,202,66,75,115,0,458,0,0,2.0,2.0,2.0,2.0,16.0,903,1,0,0,0,1,6.36087,7.236496,-9.502706,4.4643793,5.1671414,2.5828629,-3.7750778,-3.3726475,2.023908,-3.5385723,-2.1309369,903
173,218,28,118,44,0,10,91,109,0,31.0,33.8,37.4,40.8,8.0,8151,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,6765
174,498,107,132,7,77,122,445,0,0,16.5,18.5,16.5,18.5,19.0,8227,0,0,1,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,8227
175,143,54,65,0,14,0,11,122,0,2.3,2.5,2.8,3.0,4.0,402,1,0,0,0,1,3.3439767,1.5994437,-4.986786,0.3051717,2.7790442,1.7281929,-0.4181191,-3.2122905,0.5871534,-2.013546,-0.6116302,334
176,722,163,0,202,237,20,622,0,0,5.8,6.7,5.8,6.7,9.0,4164,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,4164
177,236,27,192,12,37,0,268,0,0,29.0,25.5,29.0,25.5,15.0,6844,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,6844
178,239,39,70,18,62,55,244,0,0,6.9,6.8,6.9,6.8,10.0,1661,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1661
179,1882,711,589,218,442,0,1960,0,0,3.2,3.1,3.2,3.1,10.0,6068,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,6068
180,291,188,29,0,69,37,323,0,0,20.8,18.8,22.4,20.2,14.0,6519,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,6063
181,328,124,71,61,66,0,322,0,0,2.0,2.1,2.0,2.1,13.0,665,1,0,0,0,1,5.106354,4.4033985,-7.3394237,3.4459379,3.7006063,1.8328868,-2.9227521,-2.7590334,1.3918209,-2.7187047,-1.4097449,665
182,264,126,7,50,84,0,267,0,0,2.1,2.0,2.1,2.0,6.0,544,1,0,0,0,1,4.5946665,3.915454,-6.7974415,2.1928158,3.2322583,1.9564246,-2.3016293,-2.8057113,1.0627462,-2.4213173,-0.98748547,544
183,270,54,42,53,91,30,270,0,0,3.3,3.3,3.3,3.3,6.0,893,1,0,0,0,1,0.7859587,0.4216099,-0.95895475,0.25832388,0.30048427,-0.041627586,-0.18314,-0.6815819,0.12614222,-0.28583634,-0.063228436,893
184,32,0,7,12,0,10,29,0,0,11.0,12.1,11.0,12.1,2.5,352,1,0,0,0,1,0.24868621,0.10415737,-0.14451548,-0.4532737,-0.5608244,-1.0610088,0.021232639,-0.93689114,0.12298633,-0.0045528635,-0.5576127,352
185,1382,353,245,7,581,253,1439,0,0,2.4,2.3,2.4,2.3,8.0,3344,0,0,0,1,1,6.0463405,2.8437417,-9.241904,0.3546635,5.3974657,3.5978827,-0.6663586,-5.885804,1.0741795,-3.8387482,-1.1909791,3344
186,98,45,5,19,28,0,94,3,0,4.1,4.2,5.0,5.0,1.0,487,1,0,0,0,1,0.90580887,0.47679472,-1.1476698,0.2605188,0.41661164,0.041293383,-0.1941494,-0.8001527,0.14774196,-0.36678433,-0.0889226,404
187,289,3,100,0,66,145,314,0,0,19.8,18.3,19.8,18.3,8.0,5732,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,5732
188,1059,299,234,144,217,60,954,0,0,21.6,24.0,24.9,27.6,17.0,26345,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,22920
189,724,331,12,189,164,0,530,142,24,13.0,13.5,15.7,16.3,9.0,11336,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,9409
190,40,10,22,0,17,0,49,0,0,7.1,5.8,7.1,5.8,4.0,285,0,0,0,1,1,1.4159058,1.0667909,-1.2784245,0.46941513,-0.28784204,-1.2075495,-0.3049114,-2.0189135,0.60280114,-0.3840069,-0.767966,285
191,128,72,18,24,7,0,4,117,0,10.1,10.7,12.2,12.9,3.0,1558,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1293
192,1248,249,262,146,423,15,1095,0,0,12.2,13.8,12.2,13.8,12.0,15165,0,0,0,1,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,15165
193,387,109,118,67,90,7,391,0,0,8.5,8.4,10.2,10.1,17.0,3960,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3287
194,73,0,65,0,0,5,19,44,7,10.5,10.9,12.6,13.1,3.0,920,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,764
195,151,22,0,68,47,0,32,105,0,14.5,16.0,17.5,19.3,3.0,2643,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2194
196,465,48,162,0,196,37,443,0,0,4.3,4.5,5.2,5.5,4.0,2427,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2014
197,63,29,0,9,24,0,62,0,0,13.1,13.3,15.8,16.1,4.0,996,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,827
198,226,88,70,19,28,0,92,106,7,11.1,12.2,11.1,12.2,10.0,2508,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2508
199,115,76,11,28,0,0,10,105,0,1.7,1.7,1.7,1.7,1.5,201,1,0,0,0,1,4.6179323,4.50246,-6.4515123,0.69705707,3.3836114,1.5517118,-0.1697194,-6.554735,2.3356066,-4.0370193,-1.2599224,201
200,189,39,112,3,28,0,0,182,0,3.0,3.1,3.0,3.1,15.0,563,0,1,0,0,1,3.4522948,1.6493182,-5.1573434,0.30715543,2.8839977,1.8031353,-0.42806917,-3.319452,0.6066747,-2.086705,-0.634852,563
201,55,52,0,6,0,0,58,0,0,9.7,9.2,11.7,11.1,11.0,643,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,534
202,85,12,44,0,24,0,12,68,0,12.2,13.0,14.7,15.7,4.0,1252,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1039
203,2143,219,657,3,485,437,1801,0,0,20.2,24.0,24.3,29.0,7.0,52172,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,43303
204,520,181,160,9,55,25,430,0,0,6.0,7.3,6.0,7.3,8.0,3133,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3133
205,113,25,34,16,27,0,38,64,0,15.9,17.7,18.3,20.3,3.0,2070,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1801
206,264,85,17,26,133,0,157,98,6,10.0,10.1,12.0,12.2,6.0,3180,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2639
207,349,162,24,18,112,30,342,4,0,6.8,6.8,6.8,6.8,4.0,2360,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2360
208,229,88,5,0,17,131,241,0,0,11.0,10.5,12.7,12.0,5.0,2897,0,1,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,2520
209,172,88,40,4,30,7,169,0,0,10.4,10.6,10.4,10.6,5.0,1788,0,0,0,1,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1788
210,323,108,57,53,74,31,323,0,0,3.8,3.8,3.8,3.8,13.0,1238,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,1238
211,89,15,28,17,7,30,24,73,0,5.0,4.6,5.0,4.6,4.0,442,0,1,0,0,1,1.5617824,1.0605108,-2.199544,0.34038264,0.9275156,0.45240173,-0.21155791,-1.6418327,0.24622594,-0.85764176,-0.25205952,442
212,878,113,404,161,133,17,828,0,0,3.8,4.1,4.3,4.5,5.0,3742,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,3368
213,220,81,50,51,42,0,224,0,0,1.3,1.3,1.3,1.3,3.0,281,0,0,1,0,1,7.129788,6.155381,-10.59327,4.175016,5.364569,3.0531285,-3.8605275,-4.126973,1.742527,-3.8921926,-1.8526279,281
214,150,125,4,20,0,0,6,143,0,4.6,4.6,5.5,5.6,3.0,828,1,0,0,0,1,1.1447686,0.58682317,-1.5239334,0.26489508,0.6481487,0.20662296,-0.21610023,-1.0365613,0.19080766,-0.52817994,-0.14015216,687
215,161,60,38,30,41,0,169,0,0,1.4,1.3,1.4,1.3,2.0,220,1,0,0,0,1,5.8912454,5.6974506,-8.701279,2.5140417,4.168819,2.4398808,-2.6763399,-4.562012,1.7127548,-3.5722888,-1.1118908,220
216,804,345,334,0,236,42,957,0,0,14.2,11.9,17.1,14.3,12.0,13720,1,0,0,0,1,0.3393224,0.05999869,-0.23620301,0.2428889,-0.114187606,-0.47898608,-0.33369648,-0.20836979,0.23382954,0.15960735,0.029847588,11388
