size_D,t04,t07,Generated_Var_3,Generated_Var_5,Generated_Var_6,Generated_Var_9,Generated_Var_10,Generated_Var_13,Generated_Var_14,effort_D
-0.16227497,0.7990894,0.28572297,0.5633413,0.57330734,0.5281281,0.43012124,0.40426838,0.7059049,0.6207425,-0.14935392
-0.14087081,0.18692361,0.17004462,0.19652353,0.013150551,0.23521721,0.5404921,0.4548384,0.22415197,0.59161454,-0.092882484
-0.08062672,0.46666795,0.29947978,0.41369715,0.34070674,0.29188424,0.32128474,0.27922586,0.43472892,0.32391647,-0.002021145
-0.01768298,0.4026543,0.29834467,0.4453206,0.26266533,0.4072719,0.21337996,0.16992128,0.45150134,0.31642097,-0.04903356
0.15219328,0.7472661,0.36346135,0.6801952,0.7596362,0.76591045,0.052077144,-0.047616705,0.80567575,0.1894727,0.12908211
-0.03881978,0.28124702,0.25700635,0.3634942,0.22773737,0.33035862,0.3408652,0.2621438,0.36373335,0.3244112,-0.04261612
-0.09527369,0.36730045,0.2501667,0.3364423,0.2172736,0.2686917,0.34481382,0.3007454,0.35972846,0.37498632,-0.048570868
-0.1763016,0.58359313,0.34148872,0.40737268,0.39092797,0.3991077,0.45480922,0.41657645,0.55464137,0.5464333,-0.14656854
-0.109357856,0.45936397,0.28531218,0.39343664,0.3176052,0.3061936,0.39878184,0.3893484,0.4386323,0.44713366,-0.033558257
-0.026080113,0.43928584,0.31000477,0.44071648,0.35657877,0.36735457,0.27351385,0.23924105,0.46556202,0.28580183,0.006774742
0.039118066,0.4889691,0.35907888,0.54495287,0.46523508,0.48867762,0.18719766,0.15135513,0.580207,0.23139639,0.0046115182
0.041052494,0.5323906,0.3363714,0.49881667,0.49500856,0.48755017,0.15211125,0.1259534,0.5778482,0.17951623,0.059643764
0.18957873,0.6913109,0.5810902,0.89660746,0.7752131,0.92328507,0.104984626,-0.013045453,0.9777112,0.25078058,0.05236822
0.08838236,0.64447606,0.3252672,0.5934715,0.61022073,0.5616053,0.121321395,0.04050892,0.6633784,0.17975344,0.112865925
0.48333833,0.99708915,0.5124774,1.084035,1.235181,1.3066725,-0.14567135,-0.31933552,1.1982847,0.10293901,0.3111821
-0.15541635,0.4872118,0.3075871,0.37556493,0.33044592,0.35342103,0.47172788,0.47456658,0.4874318,0.5790822,-0.12394303
0.03981962,0.6048572,0.45020646,0.7650536,0.59675854,0.6831467,0.1606146,0.089715846,0.78141016,0.2974569,-0.017567214
-0.08666658,0.34438527,0.21285594,0.31934357,0.18619707,0.2370306,0.33922988,0.28506726,0.34439534,0.35860318,-0.04751164
0.20398179,0.6588112,0.53143275,0.76908314,0.76074237,0.81978714,0.1066879,0.069473416,0.8592867,0.21839881,0.06356864
-0.063310124,0.561342,0.28002152,0.51362973,0.39114904,0.3941797,0.28472203,0.26091325,0.52598214,0.31955075,-0.01993705
-0.013693817,0.56215096,0.34638366,0.50383633,0.4881195,0.42228863,0.22270453,0.16933484,0.5705769,0.25335535,0.0740297
0.079997376,0.55050796,0.34394875,0.53068775,0.53265846,0.5373724,0.12410572,0.06340602,0.6054243,0.16675435,0.085370496
-0.14225204,0.30082715,0.23177657,0.2638999,0.14325422,0.23754421,0.47835308,0.4467951,0.32331535,0.54980373,-0.08605918
-0.07094382,0.46891424,0.32481605,0.44625103,0.39263022,0.2985301,0.37888873,0.35180545,0.43836892,0.3571656,0.0034188516
0.054813396,0.6579841,0.30832896,0.5867917,0.5798811,0.5738266,0.1525801,0.096975245,0.6715632,0.24213502,0.065694705
0.005603952,0.5281553,0.34453505,0.5012002,0.45851904,0.39761275,0.25192207,0.21778266,0.5225159,0.24585661,0.038884554
0.080978096,0.37444514,0.42491958,0.5883905,0.44945595,0.67901003,0.2361425,0.15365952,0.65617645,0.35836643,-0.048273608
-0.17108957,0.55888724,0.33865383,0.39057606,0.38972157,0.35072988,0.42855203,0.37678438,0.52686346,0.48978022,-0.13556741
0.51555055,1.0491462,0.53779936,1.1189511,1.2821288,1.3470944,-0.14684673,-0.32617718,1.2291031,0.10416037,0.3211558
-0.030008024,0.51493335,0.33616897,0.48244882,0.43737623,0.38749123,0.25389916,0.24388099,0.5174659,0.2704921,0.004584864
-0.1919939,0.37370595,0.22184296,0.27372167,0.13322622,0.28760177,0.60608655,0.5570354,0.3247593,0.6809606,-0.15283537
0.39713287,0.94777143,0.47752404,0.9598482,1.111153,1.1987365,-0.116073,-0.228451,1.0835338,0.12200166,0.253695
-0.07261576,0.50713015,0.3397716,0.4756173,0.430894,0.31789967,0.370515,0.3376592,0.47355217,0.35833317,0.033069674
0.08376878,0.587062,0.4814827,0.7549551,0.62630194,0.78676355,0.15780927,0.108433,0.79951584,0.30950972,-0.012485646
-0.12029732,0.35120603,0.2561078,0.31701338,0.22528088,0.247953,0.44039133,0.42848706,0.331068,0.4785849,-0.057572275
0.2319684,0.68490386,0.5284394,0.82488817,0.78234214,0.92986786,0.04379945,-0.060343668,0.93015677,0.20749293,0.08418417
-0.13873763,0.6073346,0.29012638,0.45611125,0.42445934,0.38263255,0.39611265,0.36497313,0.5471962,0.47406575,-0.059598163
-0.14760922,0.34828842,0.25231075,0.2892852,0.19229412,0.23745996,0.47423562,0.43925238,0.33831424,0.51256,-0.07089308
0.12538874,0.5250058,0.44615775,0.6309409,0.5893563,0.63756704,0.14993058,0.101125985,0.69659233,0.20857634,0.04082598
-0.086178556,0.63860315,0.32859817,0.48502436,0.4808655,0.4451617,0.3279886,0.30950674,0.5952655,0.4077684,-0.026765298
-0.11339346,0.30638534,0.24916565,0.30239242,0.19227135,0.2289133,0.4559525,0.40402144,0.3070467,0.45773876,-0.043146838
-0.16287346,0.5868406,0.21578512,0.48501664,0.33612242,0.35646027,0.4316723,0.38930106,0.4671829,0.5038022,-0.08947924
-0.070013806,0.5053394,0.31022286,0.4575308,0.39173302,0.30749682,0.3589237,0.3344453,0.45775533,0.3408026,0.006189484
-0.11482748,0.40819964,0.2961731,0.36401105,0.31190875,0.2573703,0.42431644,0.38543707,0.40413812,0.42363018,-0.021637779
-0.17168655,0.43065265,0.2475175,0.3205746,0.23153216,0.2731075,0.51603574,0.4630214,0.39462453,0.57724684,-0.16128446
-0.13201205,0.54187727,0.27198642,0.42897496,0.3689755,0.33552843,0.37736708,0.34274238,0.50163424,0.45448557,-0.04723066
0.43942696,0.9783862,0.48587602,1.0291307,1.1779104,1.2437296,-0.12474047,-0.28531647,1.1485676,0.099710226,0.29845762
-0.1397466,0.12006828,0.1527811,0.15172847,-0.069540076,0.2215684,0.51843214,0.42583513,0.17231491,0.61276895,-0.13668251
-0.035781592,0.48104712,0.33175135,0.4498209,0.40812883,0.32981446,0.29436612,0.26861417,0.46570158,0.27925417,0.027928632
0.02027643,0.6545416,0.3147097,0.5642622,0.57782966,0.55569696,0.14308146,0.05770666,0.66048265,0.24906403,0.04719657
-0.16348894,0.5360532,0.25950882,0.40344787,0.35160092,0.30848387,0.44309136,0.40467322,0.49377215,0.510631,-0.098207146
0.4462571,1.0909407,0.5610395,1.1019137,1.2611527,1.3705873,-0.13761888,-0.30877447,1.2757385,0.15961885,0.2941312
-0.12102323,0.19843325,0.17413099,0.21004517,0.043642677,0.22650728,0.50385004,0.45827824,0.21557994,0.53950477,-0.089906424
0.12193553,0.6894014,0.33055997,0.628562,0.6642173,0.6519275,0.072808534,0.0032621697,0.7113211,0.18121596,0.11453712
-0.14821213,0.6910553,0.28665465,0.49069002,0.46067318,0.42326817,0.42413798,0.41786617,0.58649576,0.5321978,-0.087440476
-0.13279378,0.4638071,0.27898708,0.35623997,0.27196118,0.2901033,0.39872244,0.33432275,0.40181813,0.42582062,-0.069155596
-0.16286118,0.579108,0.24873997,0.40531683,0.36602756,0.29229233,0.33477858,0.2834559,0.51291656,0.4093155,-0.12421985
0.119236246,0.6225267,0.46629724,0.72116745,0.6242831,0.6794574,0.12497723,0.06698593,0.76109695,0.21943152,0.035297062
0.08732121,0.463969,0.44993752,0.6698673,0.533048,0.7089176,0.17453443,0.08943984,0.74100167,0.30700117,-0.010672748
-0.102629155,0.4486535,0.29902962,0.3950755,0.32380748,0.32562545,0.39494902,0.38335502,0.45637414,0.45077485,-0.028320294
-0.12918012,0.3108064,0.19499478,0.27494648,0.12437801,0.21898997,0.48224926,0.4170298,0.29377943,0.49813002,-0.060693145
0.2344933,0.88031214,0.4307887,0.8133696,0.9304988,0.9896904,-0.015183441,-0.12672271,0.98659277,0.20446874,0.15588324
-0.092059426,0.47843197,0.2851204,0.42843848,0.34000456,0.32304245,0.3688736,0.3430134,0.4581623,0.40022904,-0.010800727
-0.022107024,0.16856354,0.22922127,0.3030376,0.13003045,0.39540905,0.30399013,0.2085483,0.33881125,0.38731155,-0.074860215
0.022769125,0.49249014,0.33702648,0.4927509,0.44290295,0.4140675,0.20927276,0.16691303,0.52752554,0.21359302,0.024889704
0.5036002,1.1389985,0.5413294,1.2155898,1.3524231,1.4580742,-0.20096697,-0.35441172,1.3501166,0.075647086,0.3325823
0.3067272,0.82080597,0.42054546,0.87897515,0.94071794,0.9879724,-0.036496516,-0.18183376,0.9609053,0.107756436,0.21956119
-0.1298428,0.16876994,0.18644956,0.19055352,0.020972466,0.22021514,0.5030013,0.44588643,0.22059701,0.55075526,-0.099222906
0.1577416,0.6884387,0.33676165,0.6748577,0.7050989,0.69121665,0.050564665,-0.059205264,0.75231165,0.14464493,0.14505193
-0.1364081,0.38528994,0.21627945,0.3309602,0.19251323,0.26967505,0.45701218,0.41625136,0.35901672,0.52722365,-0.08127439
-0.11710374,0.5212164,0.30290014,0.4189392,0.3651102,0.3755466,0.3935016,0.3782339,0.51791763,0.47945845,-0.05698414
-0.07994585,0.4511671,0.30892897,0.42951033,0.36370027,0.28340912,0.40042445,0.3641883,0.41960827,0.37098438,0.013827313
-0.077578686,0.5255909,0.28553206,0.43472853,0.3915945,0.3225042,0.28836304,0.26040345,0.49530682,0.27939796,-0.01213631
0.113176,0.8022136,0.3482634,0.6609491,0.7653257,0.75389355,0.104032144,0.09335791,0.8116965,0.24148577,0.09083949
0.20272537,0.65611285,0.51815844,0.77065265,0.754999,0.79464597,0.11606543,0.06477413,0.85073704,0.21056022,0.0637615
-0.14068632,0.13922861,0.14786804,0.14959455,-0.05959388,0.22305882,0.54158443,0.45740288,0.16590272,0.6276403,-0.13583146
0.050612703,0.51723313,0.32725334,0.51197726,0.47819197,0.468787,0.15667911,0.084923975,0.562454,0.17807339,0.061606113
-0.20477867,0.4885371,0.24356684,0.32658225,0.2879356,0.2882417,0.52466327,0.47754014,0.43842,0.6345262,-0.19535407
0.091517024,0.46998146,0.39666262,0.5684813,0.48994973,0.5662162,0.13880971,0.091538005,0.6209747,0.2076346,0.020744842
0.0065887556,0.5335759,0.37102854,0.5180348,0.47585103,0.40986186,0.2264755,0.19300038,0.55752766,0.21083003,0.069370046
-0.05373684,0.49196374,0.31443247,0.4657059,0.39429852,0.32348034,0.34177288,0.3071782,0.465459,0.3137958,0.020272408
0.016873566,0.45019802,0.34088257,0.46425226,0.42797372,0.39124742,0.23628259,0.20457935,0.49258366,0.21985972,0.026792217
0.25811785,0.6798806,0.6538719,0.91124713,0.9005344,1.0249445,0.15692677,0.08862517,1.0497339,0.30333012,0.035363723
0.53446037,1.0873702,0.6381116,1.2550273,1.3644035,1.5795171,-0.17640325,-0.36712492,1.4237299,0.08917092,0.31431228
-0.19005647,0.29217404,0.20469606,0.24422383,0.06577511,0.25729975,0.6204602,0.5621966,0.29942438,0.7149277,-0.17902307
-0.10973157,0.14430048,0.1638919,0.17002362,-0.004622858,0.21576485,0.45562643,0.3812707,0.19487521,0.51004034,-0.10256046
0.2548972,0.7635353,0.40058455,0.8030326,0.85176766,0.8836272,0.010464516,-0.1153823,0.9012402,0.12496205,0.18721803
-0.15723668,0.2988861,0.20677257,0.2383431,0.11014755,0.21727726,0.50150114,0.44788408,0.29297668,0.55722773,-0.12752248
0.011813216,0.7893687,0.31223485,0.61544955,0.64529204,0.6488846,0.22189337,0.1958805,0.7509476,0.38639143,0.0067038126
-0.15028115,0.20427936,0.20932046,0.19012627,0.030404184,0.22878727,0.5481662,0.49915266,0.238695,0.6198169,-0.117254674
-0.10134184,0.50354135,0.32427698,0.44090623,0.42167807,0.3324933,0.37789702,0.36507386,0.49072382,0.42026532,-0.018975157
-0.036811467,0.2024054,0.2114577,0.30357888,0.13276288,0.33937883,0.29485545,0.22163574,0.34198356,0.39019948,-0.06968929
0.11599706,0.9634597,0.47104952,0.82815593,0.92477304,0.94559085,0.08032541,-0.08720711,1.0069039,0.306712,0.06447926
0.09380257,0.46183947,0.4025932,0.56991935,0.49282104,0.5828616,0.1516092,0.095041215,0.62448263,0.22270207,0.015728053
-0.111370265,0.2778171,0.20889044,0.2539998,0.13279761,0.20792037,0.43399146,0.38252532,0.27232003,0.44458863,-0.06569883
-0.09374201,0.084889695,0.14418158,0.18437983,-0.030762166,0.29621643,0.48836875,0.3920765,0.17813762,0.5552419,-0.1034888
-0.07693411,0.48705468,0.3502664,0.4654246,0.41824555,0.31838652,0.38702768,0.3706097,0.4718094,0.38007525,0.021861102
0.0820126,0.5381708,0.3704599,0.56235313,0.5428469,0.5529288,0.15070473,0.09717454,0.63621247,0.1601339,0.061450627
-0.08088317,0.18715456,0.17909001,0.21876195,0.07193811,0.2196446,0.40088084,0.33904845,0.23448525,0.42254755,-0.068479106
-0.12180636,0.4262979,0.27117297,0.33764327,0.26958033,0.26236495,0.39363623,0.3557166,0.37204278,0.41217443,-0.047621608
-0.11603492,0.44843742,0.3033126,0.40302476,0.33396706,0.2714512,0.44083285,0.41613585,0.41084337,0.44411132,-0.016394868
-0.14638497,0.3655599,0.21266302,0.28890878,0.18788826,0.23965132,0.47387573,0.4572668,0.31006342,0.4979775,-0.06992656
-0.026300283,0.49820268,0.33730987,0.4619851,0.41807395,0.38895038,0.25961804,0.2478575,0.5025394,0.27336374,0.027607363
-0.06708489,0.49784487,0.3508817,0.47761354,0.4316024,0.33642465,0.36447662,0.34934425,0.4863319,0.3607622,0.030266535
-0.115671314,0.42295483,0.29134142,0.3827708,0.30816534,0.26427317,0.4195224,0.39105397,0.40925568,0.43565586,-0.018190429
-0.14530507,0.51107657,0.27870136,0.37682056,0.349389,0.2851858,0.40032253,0.35334086,0.4631522,0.4478934,-0.07985434
0.053382136,0.53025305,0.3627159,0.52240086,0.49367002,0.5253732,0.14944075,0.12994754,0.5810966,0.17601942,0.04768957
-0.087022655,0.5579493,0.272664,0.4605358,0.3968816,0.34117147,0.34646416,0.28492332,0.52761817,0.36189047,-0.033971258
-0.12429645,0.55008286,0.3494269,0.44224036,0.42669752,0.40158767,0.36993778,0.31875926,0.5472401,0.45066118,-0.061021373
-0.10121004,0.37572667,0.2501969,0.33201638,0.2364012,0.25115788,0.39495122,0.35571855,0.36584708,0.41745788,-0.038631354
-0.03446783,0.5296738,0.30635667,0.49762768,0.4286177,0.40056792,0.27838007,0.25378305,0.54738724,0.28585804,0.011432108
-0.11203925,0.5583911,0.28658053,0.44622844,0.40245068,0.33707452,0.35453525,0.31438893,0.510221,0.39664716,-0.007928655
-0.13147543,0.5668775,0.26225916,0.45163098,0.3602209,0.32169405,0.45349377,0.42361838,0.46344453,0.47752863,-0.033309165
-0.117276706,0.48786995,0.27848786,0.4298385,0.35399312,0.28729063,0.41264725,0.3878817,0.43071243,0.3996926,-0.015103735
-0.13252088,0.5774329,0.282471,0.44967625,0.37143853,0.3749338,0.44169846,0.42577702,0.49594954,0.5195473,-0.05876338
-0.17127448,0.6545892,0.22949578,0.4863162,0.3802736,0.34202304,0.5023972,0.47411472,0.50669366,0.5578597,-0.073991634
-0.105591886,0.49012443,0.29154712,0.41196725,0.36971143,0.29629046,0.35361642,0.32459435,0.45909393,0.37673166,-0.01061805
-0.12579781,0.5225073,0.29214013,0.4179163,0.390805,0.31103706,0.37619796,0.3433308,0.49045333,0.43257862,-0.036853448
-0.07792952,0.3389901,0.26961285,0.34604025,0.24902064,0.2552597,0.3853906,0.34981835,0.34179986,0.3747692,-0.019026574
-0.095680565,0.5111381,0.32427266,0.45182538,0.39971855,0.3468154,0.36812794,0.34892917,0.5009278,0.39520553,-0.010076661
-0.03613859,0.2676291,0.24336363,0.35319197,0.17722082,0.36043477,0.25087824,0.16848335,0.38099283,0.34493896,-0.057538986
0.056723166,0.51508677,0.36946908,0.5247555,0.48385486,0.48547098,0.1668751,0.13746734,0.5692568,0.20099835,0.024270158
-0.19292578,0.49465272,0.30838495,0.3481014,0.29486457,0.33561012,0.49099883,0.43400127,0.47781205,0.58106077,-0.15655689
-0.050179847,0.11136531,0.1696189,0.23743494,0.043930944,0.32908875,0.3734569,0.2693118,0.26018,0.44717926,-0.084070124
0.04481397,0.41029227,0.34904382,0.5028886,0.39444566,0.497296,0.16586454,0.09819864,0.55314374,0.23173718,0.0013859347
0.2379669,0.77078116,0.38187253,0.7417558,0.82684207,0.8337774,-0.015987214,-0.11106804,0.8497001,0.13668096,0.1827575
-0.12485915,0.46682262,0.28880027,0.39114538,0.3242604,0.27487692,0.44936833,0.4103889,0.43466222,0.45919004,-0.016911287
-0.2185838,0.3690961,0.26515457,0.26668143,0.1325585,0.28152615,0.67709434,0.6117727,0.3511222,0.79041505,-0.22232501
0.08790091,0.42384407,0.3998779,0.5358609,0.47999555,0.5883528,0.17380749,0.13051017,0.597201,0.24368933,-0.001409635
-0.1071158,0.4430016,0.28483695,0.39815283,0.32057247,0.26037,0.4269748,0.39556277,0.40672183,0.4265245,-0.015355457
-0.07244836,0.4907251,0.30936563,0.43491387,0.37253246,0.3748501,0.33245775,0.3161432,0.5072888,0.390137,-0.012261111
-0.021105768,0.6546434,0.319665,0.54485995,0.5667211,0.53544825,0.17879713,0.08861188,0.6697944,0.28543314,0.02121814
0.0005530757,0.56127685,0.3204615,0.5136105,0.46356234,0.43760473,0.17962903,0.12494704,0.5786027,0.19109671,0.037307817
-0.17012675,0.5353294,0.32338762,0.38701946,0.34879774,0.33774176,0.46257395,0.43743443,0.4824143,0.5224391,-0.08036075
-0.027158916,0.34254158,0.25606042,0.40331608,0.28728956,0.36110654,0.27337888,0.22494306,0.4069467,0.28481254,-0.03587254
-0.088201076,0.4688882,0.34389782,0.4453429,0.39429215,0.2831566,0.42575142,0.39804548,0.43964812,0.39976472,0.01595072
-0.12220833,0.25219142,0.17626204,0.24574743,0.07942246,0.21767697,0.4923947,0.41488725,0.24711674,0.5146937,-0.083957866
-0.13899833,0.4428429,0.2834788,0.3635009,0.28651908,0.31167784,0.4557825,0.4277295,0.4284303,0.52891314,-0.0763457
-0.07580803,0.5573165,0.28818312,0.44968092,0.4013115,0.36179778,0.2616747,0.20533928,0.50421065,0.29225844,0.008219302
-0.004149766,0.75512,0.3480658,0.625528,0.67639613,0.61888915,0.174184,0.055643883,0.7607976,0.33015245,-0.03039724
-0.13259591,0.40302876,0.20816979,0.33526528,0.21861273,0.24192965,0.39103672,0.34071666,0.34694654,0.42667454,-0.06124355
0.0013171826,0.5142138,0.32880867,0.48191002,0.4060596,0.3918736,0.17397471,0.13917659,0.53354394,0.2205557,0.014389578
0.13446403,0.4880431,0.47418296,0.6580421,0.5623447,0.7247249,0.12998553,0.048282623,0.76619405,0.26091,0.011367492
-0.09469048,0.3573521,0.24915163,0.346229,0.23707482,0.2539514,0.40480846,0.35252196,0.34588194,0.3731474,-0.019779108
-0.1614652,0.52992535,0.26678428,0.38999355,0.34011286,0.30847314,0.43810993,0.4100809,0.4750192,0.5205526,-0.098284975
-0.20858145,0.03060022,0.15054381,0.16370283,-0.25306618,0.32325622,0.92112184,0.7545109,0.10082689,1.052001,-0.2320127
-0.036820427,0.55169535,0.3432203,0.49759218,0.4681459,0.43400112,0.26176545,0.23936246,0.5573807,0.29796156,0.04669829
0.06290959,0.34592837,0.3513909,0.47950688,0.38400507,0.52496916,0.18971704,0.12451318,0.53930277,0.25211716,-0.01203974
-0.05579646,0.5191307,0.32205242,0.47338495,0.44023302,0.36937794,0.28999287,0.24280559,0.5145872,0.3125713,0.03863397
-0.042055476,0.56212854,0.32674998,0.47465074,0.44718912,0.43061695,0.25437376,0.22377795,0.5639817,0.30438066,0.021413136
-0.07486997,0.5279918,0.29133704,0.4601726,0.3783211,0.3376323,0.35000125,0.31921294,0.47046614,0.3263853,0.015342806
-0.17381278,0.5492511,0.23311149,0.41446862,0.31210965,0.3373898,0.5201221,0.5006426,0.45718217,0.6171116,-0.10615465
0.009405388,0.5958624,0.30071402,0.5274219,0.48018578,0.4281709,0.17077494,0.09900516,0.55525845,0.19634938,0.07142463
0.024365991,0.5906317,0.28529173,0.55829614,0.5152752,0.4596033,0.16937938,0.07887123,0.6042168,0.18089655,0.07272649
-0.097848065,0.46221137,0.32318288,0.4273861,0.383771,0.28229323,0.40772364,0.37787253,0.43668324,0.38833523,0.006553676
-0.087958865,0.18803762,0.18090953,0.2231516,0.07889074,0.24555445,0.40893686,0.34414655,0.23882501,0.43035367,-0.064612456
-0.12058197,0.43631995,0.26625413,0.34013456,0.2684193,0.26108754,0.38644087,0.3402192,0.3909946,0.4175806,-0.040362198
-0.054601215,0.59156847,0.30894002,0.527116,0.43907928,0.4127455,0.28352714,0.2662968,0.5774007,0.3484942,-0.008262027
-0.112207405,0.54278183,0.23310685,0.45718357,0.3405917,0.3510758,0.3617358,0.33078152,0.45317316,0.38743317,-0.032333072
-0.10184299,0.25254196,0.16935544,0.27657935,0.075453624,0.2528555,0.38977128,0.32166347,0.26456282,0.4319756,-0.09121255
0.06478091,0.29915515,0.4132302,0.5371561,0.39777502,0.7151697,0.27896574,0.16205382,0.6312711,0.42857486,-0.06244505
-0.12255144,0.06839213,0.13348936,0.12851763,-0.09758819,0.24059364,0.55607057,0.47978932,0.13887085,0.63915235,-0.122588664
0.13388854,0.544666,0.5040872,0.7211331,0.60476077,0.7714628,0.124348745,0.034629736,0.8165471,0.27590376,0.017089013
-0.13824205,0.36939824,0.16511995,0.34354863,0.16976961,0.29150975,0.44894,0.38452452,0.32799911,0.49888045,-0.101116896
-0.1656621,0.5531212,0.24837148,0.39837945,0.32165688,0.31163505,0.4792785,0.46337664,0.43994328,0.52350855,-0.07285746
-0.11740996,0.49366593,0.3132922,0.41877106,0.38824806,0.30560237,0.3824778,0.3701687,0.4759895,0.41586655,-0.021115001
-0.11377961,0.47357532,0.2772591,0.3983487,0.3391541,0.2715885,0.38500822,0.35476243,0.42489064,0.38337633,-0.021274896
-0.0438836,0.5013422,0.29560488,0.4364953,0.3683264,0.37398532,0.26414987,0.24476212,0.46374664,0.29843992,-0.0074336417
0.25204715,0.70114905,0.5183569,0.8594402,0.82894886,0.9683915,0.04992846,-0.08221412,0.9678798,0.17155568,0.11614983
-0.1272504,0.4046573,0.2378211,0.33350983,0.24764603,0.240432,0.40598884,0.37990904,0.33697104,0.40790185,-0.033222962
0.098710254,0.5682795,0.4250935,0.6332296,0.5511937,0.6096764,0.12293933,0.0833303,0.69019043,0.2133954,0.026518393
-0.08938878,0.55140674,0.27939355,0.43057102,0.40694398,0.3775499,0.34168902,0.33972076,0.48838335,0.37950128,-0.0056909993
-0.18058006,0.47991106,0.2611395,0.33036655,0.27961454,0.2737969,0.48347366,0.45253706,0.4256539,0.5406071,-0.15172547
0.4723647,1.2143085,0.5803254,1.1918013,1.3711224,1.4817958,-0.16700685,-0.33578217,1.391514,0.18164672,0.29663005
0.004855068,0.46347216,0.32030788,0.48076758,0.40305734,0.3834685,0.23789275,0.19153844,0.49223423,0.22949322,0.018644985
-0.057716563,0.5329641,0.30151415,0.48648217,0.41538236,0.33412752,0.3382717,0.30539733,0.49367672,0.29861286,0.020163815
-0.14523098,0.24494916,0.18679976,0.23764601,0.06872961,0.2234917,0.546678,0.48359352,0.25031763,0.59492344,-0.09393419
0.094364546,0.5275104,0.38741383,0.5680632,0.5117152,0.571573,0.101150766,0.038247224,0.6384631,0.1445697,0.07966402
0.38288048,0.8505269,0.5631377,0.99533725,1.049729,1.2006189,-0.039440695,-0.17746325,1.1295345,0.14128593,0.19473429
0.04701046,0.549572,0.34018525,0.52289927,0.49909553,0.46288016,0.15920094,0.102561064,0.5767113,0.17849858,0.078654274
-0.10257804,0.4382975,0.31072605,0.4117798,0.35060927,0.26937544,0.420946,0.38363183,0.41482288,0.3954008,0.007357452
-0.06238372,0.2006672,0.18230596,0.26886898,0.10843772,0.2998602,0.36719236,0.29436472,0.27498266,0.40195957,-0.06309477
-0.13581249,0.5528031,0.28015015,0.4054436,0.3656247,0.30189893,0.38548157,0.3607517,0.47661716,0.3998655,-0.047801018
-0.13672629,0.31352466,0.23409139,0.28211582,0.16679725,0.22128034,0.48638746,0.43563527,0.31366646,0.5189696,-0.054785874
0.3105775,0.74106145,0.6046629,0.9535168,0.9252363,1.109226,0.018405883,-0.12050933,1.0893555,0.19567119,0.12516738
-0.06412161,0.526283,0.30775493,0.4369249,0.39888498,0.37576443,0.29725882,0.29352522,0.49350443,0.3314567,0.0047097206
0.17415349,0.6329724,0.49627987,0.7117828,0.71164185,0.73983634,0.1143385,0.07776607,0.8045663,0.18995975,0.069982156
-0.1970265,0.57097316,0.22135192,0.39821443,0.3259202,0.28621742,0.4982482,0.47281402,0.48633167,0.5994469,-0.16683282
-0.06359251,0.3991254,0.25358003,0.3732323,0.274934,0.3130916,0.3127639,0.2719851,0.38794053,0.32999632,-0.018471017
-0.16235554,0.22998166,0.18294145,0.21023448,0.033246275,0.2306861,0.5701129,0.50268894,0.24560286,0.64152837,-0.12951681
-0.009675337,0.56093246,0.32597536,0.5072706,0.46884185,0.39406475,0.25372693,0.19780397,0.5457232,0.26554677,0.06018624
-0.12917455,0.1969757,0.19844282,0.21104589,0.055283915,0.21524423,0.5109494,0.4497776,0.22925551,0.5490213,-0.078009546
-0.120932356,0.5003689,0.282407,0.41573784,0.35676697,0.29351962,0.41801316,0.38468814,0.43351522,0.4188943,-0.01710334
0.0693482,0.4080704,0.37769434,0.53504527,0.44405657,0.5521041,0.1777219,0.11180112,0.59206146,0.24425429,0.0023248494
0.16573025,0.52703685,0.51425886,0.69527847,0.669117,0.7829681,0.16376816,0.10010499,0.78977585,0.25997582,0.029110465
-0.17468087,0.19276822,0.2139481,0.19394216,0.0043797996,0.2640394,0.6317994,0.574282,0.2460229,0.74746513,-0.1668215
-0.04608999,0.16599067,0.17875084,0.26014224,0.07084386,0.3174975,0.35504454,0.2753501,0.2861542,0.41902703,-0.07347986
0.04592435,0.48886633,0.3576756,0.54243046,0.43834385,0.5353019,0.13236761,0.06887918,0.5876541,0.21717596,0.016876157
0.25123477,0.75475687,0.37845457,0.7498126,0.83466536,0.8559099,-0.009714343,-0.11732502,0.8409715,0.11835007,0.18214157
-0.23336288,0.43507555,0.14841348,0.319834,0.15864986,0.2824483,0.6940166,0.6420534,0.3462811,0.8037732,-0.22071634
-0.09977328,0.53733945,0.2651335,0.41937414,0.35164964,0.2904228,0.25372666,0.24295639,0.4735239,0.31768104,-0.053108767
0.15753528,0.6428233,0.5044388,0.7562012,0.7165363,0.7427024,0.15544477,0.10082717,0.8113367,0.2222494,0.035578948
-0.0963293,0.5597838,0.27812272,0.48295376,0.38112783,0.3342935,0.35954514,0.33246335,0.51036835,0.40032512,-0.015271228
0.14004984,0.5478718,0.49005777,0.718769,0.61543554,0.7485381,0.12243435,0.044889912,0.80022633,0.25872347,0.023912575
0.4824576,1.0622225,0.5166817,1.1318473,1.272964,1.3826149,-0.15595426,-0.32696337,1.242939,0.0901314,0.30417436
-0.14611109,0.08286201,0.18130466,0.13028045,-0.094651274,0.24961823,0.637707,0.5661271,0.1548558,0.73822224,-0.1402174
-0.10326943,0.069197655,0.10819923,0.25516975,-0.05015961,0.38129175,0.5692448,0.39950907,0.22231993,0.675325,-0.15265493
