size_D,duration_D,app,dba,ifc,t01,t02,t03,t04,t05,t06,t07,t12,t14,Generated_Var_2,effort_D
0.4478247,0.55090594,0.13912323,0.07555711,0.09484786569087195,0.07229637277036272,0.061432064,0.44600406,0.1203028,0.045909375,0.34171683,0.3453794,0.07417899445073967,0.12228201222820123,0.3258408625840863,0.7695129
0.22503078,0.31534132,0.39750883,0.38550508,0.37107774226466456,0.3707245629275437,0.40910983,0.20731694,0.42645758,0.36665228,0.6292475,0.17630157,0.33598842015930525,0.4693994069399407,0.6101002110100211,0.5020127
0.08595905,0.25867042,0.55421185,0.661373,0.7650097459005848,0.5418373958162604,0.7361459,0.07543293,0.56382495,0.5215523,0.82289624,0.11946989,0.4774622586477355,0.6885429088542909,0.8817561581756158,0.28265005
0.43333173,0.5388745,0.10328385,0.037202656,0.052073303124398194,0.05521124047887595,0.053239644,0.4397717,0.10553759,0.025868714,0.36156318,0.3552362,0.04687905581274335,0.12235931823593182,0.3275486527548653,0.8020425
0.39554927,0.5163225,0.13063177,0.08485484,0.13681352820881168,0.08362128163787183,0.12101513,0.37715268,0.14008987,0.05140236,0.38034898,0.2795695,0.064407799864468,0.15235920523592053,0.3772136977213698,0.670632
0.41358843,0.5219478,0.08090246,0.023988545,0.04857826491469589,0.04089682891031711,0.06202799,0.4073343,0.10299921,0.01931119,0.37415922,0.3269737,0.020186634211198054,0.1280776128077613,0.3526543752654376,0.7854967
0.08153331,0.026557684,0.9859427,0.8814403,0.7796902467814149,0.9632211036778896,0.9052916,0.16401212,0.99232745,1.0,0.9568813,0.008570209,1.0,0.9465598946559894,0.7148351214835122,0.0
0.42694804,0.47619826,0.14968053,0.09326452,0.08690983521459011,0.09523417547658244,0.08088642,0.38621068,0.18097419,0.098021895,0.3986145,0.34597585,0.1312055678723341,0.1786662478666248,0.33480403348040333,0.7295581
0.27320284,0.36938,0.21126643,0.17436224,0.17500944050056644,0.19606246039375397,0.2575752,0.26321766,0.24476701,0.19695315,0.53517723,0.22429872,0.13091159785469586,0.3164843616484362,0.5131326813132682,0.62589556
0.36153987,0.48640883,0.11899814,0.071630955,0.1124188367451302,0.07259204274079573,0.12605378,0.3171949,0.12555191,0.055786103,0.44069058,0.2763233,0.031172604870356294,0.18652157865215788,0.43007518300751835,0.72408915
0.51386243,0.60776377,0.14207765,0.0698601,0.07108235426494126,0.054946238505376145,0.019360125,0.5159713,0.05100143,0.031279415,0.27448678,0.41265947,0.043003652580219154,0.06666394266639426,0.26408562640856265,0.81763035
0.4688041,0.59754616,0.11607993,0.09198052,0.14194060851643653,0.060300493969950596,0.06630385,0.45621735,0.07181606,0.029755175,0.3036204,0.3536625,0.05262762615765757,0.0892300989230099,0.3189472318947232,0.7715366
0.33144516,0.42807776,0.1642941,0.109482646,0.12254554735273283,0.12526328747367124,0.17073607,0.32238945,0.19017631,0.11331347,0.4615659,0.2518441,0.08692092521525552,0.22674950267495028,0.43037168303716833,0.6597308
0.43235618,0.53099614,0.16585788,0.13450491,0.1377399082643945,0.10666535933346405,0.10320383,0.38812658,0.14947474,0.08238682,0.37908503,0.32380164,0.1109174566550474,0.15303714530371454,0.3610796661079666,0.74259853
0.3836367,0.36072838,0.36312285,0.18117094,0.1105604866336292,0.2924364707563529,0.19385988,0.47577134,0.37816042,0.32354656,0.4767437,0.3291891,0.34411397064683824,0.3266855526685553,0.2795406879540688,0.681177
0.53058034,0.6264919,0.15049514,0.09615904,0.09220874553252473,0.06425004357499564,0.019432425,0.53600156,0.047510445,0.050151497,0.25515,0.41611928,0.056373748382424906,0.05268726326872633,0.25154360515436053,0.82291603
0.5781755,0.67051613,0.17036763,0.14825046,0.12483132748987964,0.09841784015821597,0.0034615695,0.5632625,0.035120368,0.08172515,0.22099712,0.46336982,0.06421319385279163,0.02703821970382197,0.2164554616455462,0.836511
0.4754514,0.5093901,0.2393345,0.15537691,0.1118941967136518,0.1703460929653907,0.102164716,0.42542815,0.1851134,0.16994286,0.3885392,0.37884662,0.1895051113703067,0.17314507731450773,0.30010206001020606,0.6955334
0.4768173,0.5718502,0.10864881,0.03938335,0.03682315520938931,0.03265469973453002,0.027326196,0.45755967,0.063942194,0.023748428,0.31758776,0.36944678,0.025423945525436732,0.08944914894491489,0.301334590133459,0.8289293
0.550549,0.63484,0.2062765,0.15536028,0.1358640281518417,0.1204366579563342,0.03622535,0.54143417,0.074073344,0.100091845,0.2418605,0.43034354,0.09510309070618544,0.05624342562434257,0.23384998338499835,0.78312814
0.11831078,0.18554509,0.6912966,0.6932622,0.6758680405520825,0.6816585318341468,0.7255909,0.08857077,0.6876474,0.6559912,0.81379354,0.08230528,0.6013020060781203,0.7398468739846875,0.8317584831758483,0.2336787
0.3150026,0.40905696,0.181613,0.12530285,0.13771373826282432,0.14428366557163344,0.18953648,0.30211654,0.21796954,0.14399198,0.48859683,0.22384678,0.10883552653013161,0.2605751260575126,0.46330527633052765,0.64989907
0.5396292,0.6343154,0.1600388,0.10330135,0.10609692636581558,0.07812252218774778,0.029086798,0.52570987,0.0434137,0.051868975,0.25768,0.42171636,0.048674496920469816,0.05398545239854524,0.26339772633977265,0.8279737
0.57244194,0.47250247,0.5536356,0.39299226,0.3055187683311261,0.4373034062696593,0.21384734,0.5691845,0.43456334,0.44050434,0.39294708,0.534783,0.4791342287480537,0.296748879674888,0.19722981972298198,0.67824924
0.4358474,0.5405025,0.14056554,0.104602695,0.14928675895720553,0.07375683662431634,0.0981926,0.4367516,0.09210342,0.06602508,0.33821127,0.31319937,0.0674546700472802,0.13284761328476136,0.3447379844737985,0.66983724
0.4491269,0.5916123,0.07139689,0.038899302,0.09942538096552286,0.021454867854513213,0.047063828,0.4382725,0.06427652,0.0,0.3187659,0.33831352,0.01976215918572955,0.08855325885532589,0.32814315281431533,0.7783205
0.4270924,0.5824581,0.08909321,0.10021323,0.18324317099459025,0.047755862224413775,0.075234145,0.43995655,0.075122684,0.03216982,0.3181018,0.3441047,0.0615489816929389,0.10253386025338602,0.3391790739179074,0.746621
0.2533396,0.37840796,0.21997443,0.20505887,0.22530431351825883,0.203310079668992,0.29637563,0.21848524,0.25221488,0.21097466,0.5700957,0.22857568,0.12323582739414965,0.3498378349837835,0.5659523565952357,0.6233594
0.4856277,0.5882863,0.11392307,0.054508924,0.06255871375352283,0.03614011038598896,0.027399868,0.47160926,0.06973234,0.025424391,0.3074249,0.38199484,0.029533208771992527,0.07885571788557179,0.29067205906720595,0.8257792
0.73694,0.7219456,0.446354,0.37571305,0.2982193378931603,0.32409053759094625,0.070512205,0.7080593,0.1365856,0.26615474,0.17501995,0.6540708,0.27460123647607415,0.056912665691266566,0.13686622368662235,0.80994403
0.4606275,0.5433547,0.17521921,0.09829241,0.11815012208900733,0.09151377084862292,0.0843187,0.46638557,0.11472908,0.080291,0.34001935,0.3425028,0.10508865630531938,0.12662611266261126,0.3167904316790432,0.72223663
0.3940805,0.4708079,0.26583704,0.17917395,0.18874616132476968,0.21951342804865717,0.19598556,0.42027634,0.2154488,0.19481185,0.44441134,0.308552,0.21241851274511078,0.21935337193533722,0.36603043660304363,0.5735733
0.52544796,0.61069196,0.25918272,0.15510362,0.15543717932623077,0.1504603149539685,0.061727285,0.52618444,0.09799877,0.10410565,0.27564004,0.40985784,0.1373539082412345,0.08783607878360788,0.25336196533619654,0.7080262
0.6903186,0.75763655,0.3498012,0.3494482,0.3181497690889862,0.26776493322350664,0.057186693,0.6753644,0.08747977,0.23022178,0.16066524,0.57118237,0.23060120383607224,0.03658388965838897,0.1594367959436796,0.7406148
0.3069719,0.36177272,0.3386781,0.2506026,0.25737507544250454,0.298584940141506,0.30094796,0.33278787,0.3613637,0.28665552,0.5524206,0.1960846,0.29306186758371205,0.34523118452311846,0.44635330463533046,0.50320834
0.45746598,0.5535273,0.10462153,0.024972022,0.039342822360569345,0.037507649249235074,0.037452966,0.46021867,0.082384944,0.018728137,0.33880997,0.3714342,0.026895315613718936,0.10502011650201165,0.3132441313244132,0.83551455
0.41624108,0.5390119,0.06881595,0.046759307,0.11487597689255861,0.025700327429967255,0.07666057,0.37871456,0.08104235,0.012235552,0.36069632,0.29298162,0.014295697857741872,0.12681277268127727,0.37266253726625376,0.75378966
0.28920576,0.31842077,0.29216513,0.263569,0.23110879386652766,0.2723008427699157,0.27578044,0.24135119,0.3585434,0.2904398,0.56505704,0.23765332,0.285178017110681,0.37694311769431177,0.4705653970565397,0.54567885
0.45713905,0.45966664,0.23830786,0.14338458,0.12167883730073024,0.1720839827916017,0.10287216,0.42829394,0.258254,0.15501225,0.4015482,0.38131192,0.20551289233077355,0.20571431057143105,0.29994132999413303,0.7425528
0.61274993,0.71817875,0.20269683,0.21190745,0.2437933246275995,0.14840473515952649,0.038142473,0.6192216,0.059363216,0.116306186,0.17886695,0.4901311,0.12375003742500225,0.01916794691679469,0.197398279739828,0.8062325
0.5301611,0.39104688,0.50203156,0.26143265,0.14984018899041132,0.40286169971383,0.1826149,0.5613462,0.3723681,0.42265674,0.43600833,0.5664902,0.42044892522693555,0.3246432324643233,0.19646100964610097,0.76313543
0.61462605,0.5894029,0.3459746,0.27027845,0.1958111117486667,0.23379397662060233,0.08543295,0.543054,0.18156314,0.21041152,0.28720447,0.54776996,0.2656333059379984,0.12221540222154022,0.20488225048822506,0.7293545
0.6224209,0.6611938,0.30076256,0.23235458,0.18545819112749148,0.20518529948147005,0.05374679,0.5692705,0.09543809,0.17114243,0.23122624,0.50965977,0.15784508947070539,0.06044488304448831,0.20508604050860407,0.76575375
0.42866942,0.48807058,0.14248309,0.04959792,0.03746980624818838,0.09014590698540931,0.06235698,0.43272033,0.14419392,0.08715576,0.3781767,0.33984107,0.08911234534674072,0.16008244600824462,0.3100228310022831,0.7886491
0.4963404,0.3698447,0.5648941,0.2646441,0.16896148013768883,0.504426309557369,0.2338655,0.5496389,0.41884524,0.47858682,0.46899173,0.4957423,0.4326191259571476,0.33217779321777935,0.21187510118751013,0.7358527
0.45115468,0.55514294,0.13787165,0.079247236,0.09748924584935476,0.06698262330173767,0.059592783,0.4560454,0.11294028,0.044907063,0.3379261,0.35266238,0.07542759452565567,0.12203623220362322,0.3252722025272203,0.7791636
0.43463504,0.4917148,0.20196065,0.008713871,0.023992778439566705,0.12405665759433422,0.05954534,0.5015188,0.16997689,0.1008856,0.36305696,0.32615387,0.05442914726574884,0.12348447234844724,0.2669668466966847,0.8578856
0.62450254,0.69627506,0.24077955,0.21019393,0.17851604071096244,0.15877844412215558,0.018034458,0.61202794,0.05027467,0.13412187,0.19118646,0.513493,0.11100859066051544,0.027136820713682074,0.19277706927770694,0.830094
0.47176352,0.5848267,0.19971469,0.15322298,0.17436166046169965,0.13073511692648832,0.07696533,0.48233712,0.12590048,0.085698426,0.29718924,0.34951082,0.12391442743486565,0.10503478050347806,0.29579409957941,0.709455
0.4393798,0.50120676,0.17423013,0.1047374,0.11507136690428202,0.100981789901821,0.07774469,0.43191186,0.19941834,0.08179009,0.36863035,0.3615104,0.1423116385386983,0.1600088960008896,0.3145080314508032,0.7411785
0.28529382,0.40073323,0.18785855,0.16116124,0.18417920105075206,0.16498275350172464,0.22935212,0.26631674,0.23681903,0.16149977,0.5119889,0.239461,0.09810990588659435,0.2904458890445889,0.497116969711697,0.6424308
0.51356757,0.5593925,0.1746678,0.09113896,0.06502163790129827,0.08745216125478386,0.03656718,0.48067018,0.10547498,0.08412814,0.31711352,0.40670955,0.09742981584578896,0.10473917047391705,0.27081452708145276,0.805216
0.3668143,0.46374458,0.16932896,0.10599083,0.12960964777657888,0.13775689622431037,0.14342016,0.3691982,0.18877098,0.099498,0.4221051,0.2727507,0.11318916679135001,0.19218422921842293,0.3879081987908199,0.665642
0.51280004,0.6276922,0.14527223,0.11551285,0.15054566903274014,0.0815303518469648,0.059696466,0.48355144,0.056566924,0.045862228,0.27166522,0.39204597,0.05553442533206552,0.07515620751562076,0.294138529413853,0.7902136
0.43790194,0.48529306,0.26426986,0.18123233,0.16049844962990698,0.19401194059880594,0.14041969,0.40434974,0.22766325,0.15996638,0.37867224,0.30794144,0.20944704256682256,0.18610017861001785,0.3256151725615173,0.639096
0.41303116,0.51419234,0.11859277,0.059267044,0.08214372892862375,0.06626703337329666,0.07591978,0.4167685,0.14657587,0.038282335,0.3698271,0.331222,0.05992275859536552,0.14100809410080942,0.34378088437808846,0.7682003
0.44491404,0.4466165,0.281087,0.15316415,0.11807662708459762,0.20582932941706703,0.1157085,0.45455515,0.28617817,0.18590379,0.40170118,0.36253834,0.23240996394459784,0.22046073204607322,0.28679170867917086,0.7467273
0.45959488,0.5640583,0.099915475,0.034629107,0.05035746302144778,0.0303595329640467,0.035318106,0.46571228,0.080139995,0.015834928,0.33500513,0.3714855,0.03169939190196352,0.10180859018085901,0.3164918716491872,0.8320956
0.5176827,0.61557996,0.13337436,0.081350505,0.07730412963824779,0.05570035442996455,0.019590825,0.5146533,0.03809896,0.047097385,0.27081397,0.38448226,0.03798437227906234,0.05834210583421059,0.2684741268474127,0.8374509
0.27217937,0.35646528,0.36936477,0.30845994,0.32018161921089716,0.3531650246834975,0.35985208,0.28244606,0.37622595,0.31605288,0.6113757,0.19323374,0.29520901771254104,0.3792562579256258,0.5186453518645352,0.4840271
0.54103917,0.62414515,0.15966448,0.08224779,0.06983226918993615,0.06750633324936667,0.0077017844,0.53974605,0.033810228,0.04463592,0.2541747,0.43410772,0.04440567266434036,0.05311509031150903,0.24380392438039244,0.8309353
0.7618994,0.7824594,0.43162355,0.4348594,0.40356608421396506,0.32816743718325625,0.078926295,0.7683376,0.12583992,0.28047952,0.12536658,0.6917301,0.28965695737941743,0.04050089805008981,0.10721544472154447,0.80589074
0.41958222,0.5076896,0.15788838,0.08829409,0.10122341607340497,0.11995916400408359,0.09924555,0.42233765,0.15434933,0.07245451,0.39390934,0.33675975,0.10354394621263678,0.15482194548219455,0.34145027414502743,0.7618515
0.80387276,0.7747416,0.526209,0.5436443,0.45838436750306205,0.4169426583057341,0.11159068,0.73455596,0.218478,0.35775205,0.14876996,0.7393269,0.4122700947362057,0.08174890817489082,0.1092642949264295,0.7279434
0.3605145,0.40063655,0.26201352,0.17060286,0.14740509884430592,0.23276347672365233,0.18415898,0.38972983,0.28639513,0.21369961,0.47802442,0.26146775,0.23727507423650449,0.2679375067937507,0.36317948631794866,0.653182
0.37560064,0.45294553,0.17511877,0.111001074,0.12602830756169847,0.13768775623122437,0.13369906,0.37424225,0.21729946,0.11033684,0.42146134,0.30419213,0.13362849801770987,0.19973255997325598,0.36424771642477166,0.6933895
0.60165894,0.72588396,0.19972101,0.21337944,0.219293783157627,0.14481581551841843,0.020389795,0.6114277,0.01892969,0.097827554,0.17851284,0.50427336,0.10584450635067037,0.01086612108661211,0.18783274878327488,0.7801487
0.34457016,0.42327154,0.19889292,0.14589143,0.1617137297028238,0.16673590332640967,0.174721,0.34937876,0.24034753,0.13646153,0.44155008,0.26137978,0.14612890876773454,0.22722914272291428,0.4073978407397841,0.6322956
0.5451033,0.62333506,0.15772155,0.082843065,0.06609225396553524,0.0604380309561969,0.0056766868,0.5378246,0.041045845,0.05774924,0.2529537,0.44177222,0.045581909734914584,0.049177174917717496,0.23427429342742936,0.84074026
0.43448275,0.5085095,0.1561065,0.092368186,0.1093844865630692,0.0910478708952129,0.076809525,0.43883532,0.1802763,0.06404698,0.36236677,0.352686,0.11283016676981,0.14496378449637845,0.31879130187913024,0.75908446
0.5424797,0.6268066,0.14318052,0.10336614,0.08087462485247748,0.06186663381333662,0.00903064,0.52217126,0.062628984,0.060602456,0.25747064,0.4324578,0.05658826539529593,0.0500209080020908,0.2406791840679184,0.82880664
0.59264153,0.6672056,0.19438967,0.15067852,0.11833036709982203,0.10739050926094908,0.005929351,0.5713304,0.048781604,0.096643746,0.2190377,0.4792219,0.07828629469717768,0.03246668324666832,0.2086397008639701,0.83280975
0.46082148,0.32131374,0.61863375,0.32786727,0.1660462099627726,0.5159969984003001,0.26438177,0.58155864,0.53697175,0.5659342,0.50469244,0.47595942,0.559563533573812,0.4401486640148664,0.19652578965257897,0.66303235
0.52284896,0.64246255,0.120211005,0.10042727,0.12331879739912785,0.052876734712326526,0.01959315,0.52432203,0.020852327,0.038188696,0.23827301,0.41453692,0.03065559483933569,0.049696271969627205,0.2597158559715856,0.81410104
0.27638906,0.23147342,0.51997554,0.32930106,0.2168034430082066,0.4974936502506349,0.33962607,0.37475652,0.517941,0.5184214,0.5640093,0.20985694,0.47652968859178135,0.48048742804874284,0.36333278633327865,0.516488
0.49273288,0.6044086,0.12895331,0.07025224,0.10292614117556848,0.05283548871645112,0.057125926,0.47806442,0.07067704,0.023464829,0.3049424,0.38662285,0.03697422221845334,0.07351752335175235,0.301137950113795,0.8125928
0.47070456,0.57043064,0.10793197,0.042685747,0.05069780604186836,0.036170032382996764,0.028627455,0.4728,0.07842806,0.016855001,0.31984094,0.37519002,0.03260630595637836,0.09377456937745694,0.3027980002798001,0.8227905
0.49740624,0.46748835,0.41569325,0.33063436,0.2774596966475818,0.30671292932870703,0.19117188,0.43727484,0.4007122,0.30632034,0.43269673,0.43104053,0.4117254247035255,0.2790707579070758,0.2889020688902069,0.6259266
0.27923864,0.33400112,0.28651664,0.243007,0.2391628743497725,0.26439315356068466,0.27587688,0.26126543,0.3360734,0.26036355,0.54536873,0.20821515,0.2453982347238941,0.3474968747496875,0.4791553779155378,0.5457494
0.5588683,0.59399587,0.25318393,0.19365722,0.15125114907506895,0.16356248364375162,0.06815934,0.49304953,0.13076413,0.15659827,0.29674608,0.43133038,0.17783172066990324,0.09741816974181698,0.2499152049915205,0.716649
0.42181176,0.5110042,0.23399594,0.15744638,0.18329776099786568,0.16448934355106565,0.13196114,0.43042532,0.21135843,0.10992807,0.36398694,0.3039412,0.1732900203974012,0.17439304743930475,0.34492785449278546,0.6483649
0.41740555,0.5097199,0.13580278,0.07269901,0.10028887601733256,0.0800847019915298,0.0797382,0.42465898,0.16651863,0.04788232,0.36886135,0.3320892,0.0836142350168541,0.1421851042185104,0.33293553329355335,0.76229227
0.47953257,0.49034554,0.2163885,0.061296582,0.04106414546384873,0.12628443737155626,0.055181295,0.51079655,0.17801926,0.12949297,0.3485272,0.39824176,0.12866908772014526,0.15513821551382156,0.2485007548500755,0.84816074
0.4682244,0.5617585,0.1315867,0.073201895,0.08957040537422432,0.07434745856525414,0.06471294,0.44723904,0.0924505,0.03602454,0.3472563,0.37581623,0.05141389708483383,0.11008082100808211,0.32712613271261326,0.8130506
0.288589,0.17775589,0.6191536,0.4421609,0.279526716771603,0.6116611388338861,0.42135024,0.37812665,0.6249878,0.66544104,0.6637006,0.2874523,0.6327919779675187,0.5975279197527921,0.37479109747910977,0.44481623
0.5518119,0.6108276,0.25289837,0.16995037,0.14516950871017054,0.1603095039690496,0.06919581,0.52090985,0.10248634,0.1367222,0.2836947,0.42954764,0.15022075901324553,0.09155402515540252,0.2486119248611925,0.70753205
0.53751427,0.62113315,0.15802315,0.094424665,0.0809682048580923,0.06356527764347224,0.018682003,0.5288104,0.04492268,0.060073107,0.26215076,0.4317975,0.04672521680351301,0.05701670570167057,0.2522176752217675,0.83957434
0.37333235,0.46882686,0.14118788,0.064192235,0.08429074505744472,0.100633519936648,0.110764,0.381269,0.17561558,0.07525718,0.4085858,0.2846554,0.06777838406670304,0.17349250734925073,0.3656895565689557,0.7363578
0.21381211,0.21726629,0.50690997,0.45162672,0.4018554241113254,0.49797539020246095,0.47611183,0.21062122,0.57402784,0.51385844,0.68118596,0.15154395,0.4893778893626734,0.5622933562293356,0.5483062248306225,0.3975395
0.5228174,0.5255826,0.31183192,0.20948768,0.15262663915759836,0.2224707677529232,0.11227298,0.46767655,0.21294335,0.20957068,0.35388136,0.41848046,0.24130876447852587,0.1687215468721547,0.2653141865314187,0.6685852
0.59697104,0.68855214,0.20463553,0.1756298,0.1655913699354822,0.12164886783511321,0.021361172,0.5854587,0.03129497,0.10533762,0.19439027,0.47100472,0.08836842130210529,0.02496263649626365,0.20163900016390002,0.79297227
0.50860256,0.6596519,0.08388564,0.070192575,0.1075556364533382,0.02311831468816853,0.0021285117,0.54749155,0.03288567,0.019532531,0.25962082,0.4170938,0.04215872552952354,0.03178651917865192,0.25461832546183255,0.82603794
0.47193718,0.5851464,0.10989082,0.059294164,0.08760655525639333,0.04160129583987041,0.048325896,0.45966008,0.07250869,0.020001441,0.3206694,0.37109634,0.03375467902528074,0.09298048329804832,0.3151858715185872,0.8111285
0.6715406,0.64107573,0.4200789,0.3108858,0.2146867028812022,0.305815819418418,0.08889064,0.62133896,0.17896792,0.29054764,0.24490616,0.585665,0.2686417861185072,0.10253696025369603,0.16652868665286866,0.77234995
0.50980383,0.57531095,0.20853916,0.10813838,0.09610122976607378,0.11096976890302311,0.04809338,0.508049,0.10435045,0.091729134,0.2909694,0.39092505,0.10436237626174258,0.09262398926239893,0.2595567059556706,0.77271444
0.62749875,0.7203482,0.23098633,0.2222277,0.20472349228340955,0.16418488358151162,0.01748398,0.6273535,0.037881434,0.1306993,0.18176936,0.5132146,0.11985320719119243,0.012449891244989126,0.18687613868761388,0.8125993
0.43221384,0.57624066,0.06998339,0.09164643,0.15352863921171836,0.034234639576536045,0.05297348,0.44203585,0.07867217,0.024895132,0.31824383,0.34136242,0.047886970873218256,0.10745833074583308,0.3395907039590704,0.778055
0.48521256,0.41441733,0.42354676,0.21943766,0.11948377716902664,0.3315895668410433,0.18645069,0.50739634,0.3256033,0.37450692,0.4621749,0.45218956,0.36676082200564936,0.298257429825743,0.2474135447413545,0.6823758
0.49482724,0.315054,0.73645246,0.28882754,0.10334796620087798,0.612969438703056,0.2648067,0.74166393,0.55180615,0.6663101,0.48057586,0.5491022,0.56936283416177,0.45623244562324455,0.13442078344207833,0.85364074
0.47680974,0.57924044,0.11232495,0.052911818,0.06719190403151425,0.03668939633106036,0.032996416,0.4695028,0.06970644,0.022632748,0.31724405,0.37430832,0.03557247213434833,0.09235877923587793,0.3077144607714461,0.8193727
0.24627276,0.24177724,0.44642273,0.40986496,0.3751841425110486,0.43981938601806136,0.40895462,0.23327623,0.51144516,0.43927422,0.64313424,0.18767563,0.45531275731876547,0.4886226888622689,0.508590510859051,0.40781683
0.65611684,0.72669464,0.2918789,0.26376456,0.25322546519352795,0.21514112848588715,0.044025213,0.6434959,0.046096683,0.15368909,0.16521609,0.541593,0.1434279786056787,0.025204780520478053,0.18167454816745482,0.8011721
0.44718647,0.3853772,0.36089686,0.24998647,0.18304003098240187,0.302767989723201,0.18815401,0.39552584,0.36375076,0.30827865,0.48605007,0.41328874,0.34529497071769827,0.32315695231569525,0.3176269817626982,0.6858064
0.34618968,0.37659377,0.3143601,0.18008149,0.14801640888098452,0.2926089707391029,0.19674289,0.3817818,0.2692309,0.24349645,0.44588262,0.25456163,0.2469065948143957,0.2583842558384256,0.3497384849738485,0.6274582
0.5497016,0.42525563,0.5198175,0.35300142,0.23183132390987946,0.3900084409991559,0.19899392,0.5292456,0.41425657,0.4171522,0.42004266,0.54249847,0.46350232781013967,0.3230799323079932,0.21451010145101015,0.6863265
0.3019799,0.23268703,0.57397306,0.3747394,0.26207305572438333,0.5530958846904115,0.3512107,0.43316954,0.5478079,0.54952395,0.5638553,0.24336919,0.54493483269609,0.4781394178139418,0.3278559727855973,0.46514332
0.68507236,0.7789997,0.31015506,0.33797306,0.33121681987300916,0.23790455620954437,0.050377846,0.685371,0.058769822,0.20741239,0.13768193,0.56036174,0.20714725242883517,0.015530751553075156,0.15472742547274257,0.75271183
0.2772392,0.36121196,0.2574059,0.22912222,0.23951752437105145,0.23547763645223635,0.29163563,0.2740631,0.27178752,0.2243599,0.5392215,0.21174541,0.18108238086494285,0.3290704829070483,0.5175780517578051,0.54726374
0.5430744,0.6296023,0.18786839,0.11120421,0.11432409685944582,0.09406628059337194,0.03864613,0.5186314,0.04858321,0.06401107,0.26693553,0.43439627,0.06190127371407642,0.062127343212734325,0.25889387588938756,0.80939454
0.55509776,0.6321852,0.15662429,0.10127133,0.07085693425141605,0.06668370333162965,0.0,0.5258559,0.050698638,0.06328359,0.25094342,0.44675037,0.04969954798197288,0.047530819753081974,0.23341440334144034,0.8362798
0.4342742,0.53203464,0.109182745,0.027491331,0.04533851272031076,0.05667319433268056,0.05607611,0.4215847,0.10132635,0.02924171,0.36313215,0.34436536,0.025580228534813714,0.12317766231776624,0.3346255134625513,0.81328404
0.49501923,0.6010907,0.10497975,0.061795533,0.06762093405725604,0.029550787044921294,0.018987209,0.49237388,0.055344254,0.030262649,0.2976287,0.39029717,0.03107938386476303,0.07053256705325671,0.28352782835278284,0.85255194
0.36741316,0.40036282,0.324627,0.07272273,0.02958643577518615,0.27230805276919473,0.18804997,0.51653236,0.28584856,0.29618844,0.48607758,0.28786814,0.22997649379858964,0.2682149068214907,0.28576009857600987,0.76783204
0.14345701,0.26371315,0.4795818,0.51176333,0.53671133220268,0.4681874931812507,0.571231,0.09886065,0.5077429,0.45967886,0.74969923,0.16834931,0.38439270306356216,0.598951759895176,0.7477803747780375,0.43846995
0.4932165,0.5668211,0.15680262,0.03769368,0.026840091610405497,0.057534034246596574,0.033171803,0.48309794,0.061218232,0.05718872,0.30136788,0.39014798,0.04569539674172381,0.08393659839365986,0.26703544670354473,0.84138364
0.548517,0.5514215,0.2472181,0.12531912,0.062022749721364984,0.13384135661586433,0.043309897,0.5415331,0.13719583,0.16170579,0.30227286,0.4674043,0.15442508926550536,0.12406395240639524,0.2183283518328352,0.82923436
0.2183659,0.21473652,0.5332086,0.43739277,0.39460584367635065,0.5182958481704152,0.4771186,0.26471686,0.53829724,0.52316225,0.663561,0.14005303,0.5106782306406938,0.5312769931276994,0.5234903523490352,0.33156097
0.20804356,0.2880726,0.3957784,0.3612134,0.36107578166454696,0.3895799410420059,0.4371735,0.1926362,0.42966282,0.3750138,0.6480179,0.16592847,0.3057092583425555,0.4758309275830928,0.6216610121661013,0.48589528
0.445063,0.48579884,0.19479051,0.10521424,0.09303612058216724,0.13481570651842933,0.08493331,0.42305833,0.20218885,0.11839694,0.3946477,0.3594985,0.1601316396078984,0.1796498779649878,0.3104547310454731,0.7412211
0.49381822,0.57535815,0.14051762,0.07435101,0.07227433433646006,0.05863356013664398,0.032046795,0.4868019,0.09026992,0.0395782,0.30267584,0.3890593,0.05829689349781361,0.08745669874566989,0.28057997805799784,0.80493236
0.51589787,0.5941138,0.1901513,0.10098064,0.11607325696439542,0.10124515487548451,0.06351218,0.46151638,0.07878396,0.05367714,0.30768487,0.39389658,0.06899679413980765,0.0904565540456554,0.295166579516658,0.77875894
0.351008,0.30844468,0.4577264,0.32880145,0.2520687151241229,0.4421572557842744,0.29971594,0.3864406,0.452254,0.42960086,0.5335274,0.25042894,0.45459332727559965,0.399377359937736,0.3555645155564516,0.4970048
0.6836769,0.7130106,0.3305181,0.30020142,0.28021671681300303,0.24325967567403242,0.056498736,0.641781,0.09258795,0.18707344,0.16717702,0.57493097,0.17831171069870264,0.03453564945356495,0.1675145967514597,0.7893979
0.5023432,0.6089556,0.18275312,0.121995986,0.13566422813985368,0.11182619881738011,0.06599918,0.5012417,0.102068275,0.09220263,0.3103935,0.39105988,0.11247891674873502,0.08554708355470836,0.27985849798584983,0.7198169
0.72327316,0.78510845,0.36225125,0.37655705,0.34550842073050525,0.27805203219479674,0.04064125,0.7221874,0.07641041,0.21898982,0.13644114,0.6395043,0.23395152403709146,0.024478139447813945,0.13380402338040234,0.8095112
0.4458179,0.49583012,0.20249072,0.13330352,0.12842953770577226,0.13593067640693235,0.09431484,0.41404903,0.2049954,0.11566034,0.38279563,0.3477239,0.17091877025512622,0.17653398765339878,0.3244909324490933,0.70287895
