data,cplx,time,stor,virt,aexp,pcap,lexp,loc,Generated_Var_3,actual
0.31721145,0.23659357,0.34139782,0.31525785,0.32722777,0.2660737459644248,0.54742825,0.22781856,0.43645942,0.33396928660307135,0.65604347
0.2211377,0.42685047,0.5484646,0.45580313,0.5007708,0.17133237027994222,0.37357837,0.41452694,0.28276148,0.49220360077963987,0.43422607
0.08459354,0.48307174,0.5656314,0.52768224,0.567898,0.10332490619949437,0.3008282,0.4807788,0.30363086,0.5122332087766791,0.47353348
0.24149883,0.537013,0.61702764,0.5972176,0.6218208,0.15204856912291415,0.22543322,0.58469903,0.23636019,0.5527266947273305,0.3882653
0.12170198,0.42918453,0.5213704,0.4851824,0.53652024,0.10240492114429527,0.31475326,0.44906986,0.24131897,0.46006669399333056,0.5451147
0.60499054,0.069240466,0.13073924,0.12536478,0.1306139,0.6208985772539146,0.7423937,0.06803307,0.66996425,0.15595522440447754,0.6044408
0.23692611,0.36101148,0.45111358,0.40071708,0.43844292,0.2198812131928728,0.49765182,0.34400067,0.3686853,0.41985850801414915,0.60559005
0.34079587,0.19082117,0.29084527,0.24610598,0.28787827,0.3441326806479608,0.6004185,0.17551947,0.4666912,0.2827848217215178,0.5996987
0.29074886,0.2669961,0.3760674,0.3081475,0.3695607,0.282085616925137,0.55118763,0.2719577,0.41436633,0.3427384157261584,0.6248757
0.35135832,0.21706212,0.3267936,0.27309966,0.30389726,0.37686419261185156,0.5912739,0.19788265,0.4722793,0.34044911595508837,0.5535639
0.27640623,0.25354394,0.35160294,0.29651397,0.3509094,0.3012091180725471,0.5674371,0.23737673,0.3633892,0.3388517161148284,0.5229443
0.712885,0.09645346,0.1437306,0.19409493,0.15428272,0.6490754889445294,0.7447505,0.113101766,0.7057981,0.16915400308459966,0.64375997
0.040530786,0.85852,0.8592948,0.8518228,0.85707647,0.05773022346381341,0.023562029,0.84846854,0.19242418,0.908359909164009,0.47261858
0.1647451,0.37973168,0.4974653,0.43682063,0.47255677,0.14994171899650316,0.4002097,0.35888228,0.37596208,0.45012052498794747,0.5241219
0.6392425,0.040129427,0.14224009,0.1228679,0.14050213,0.5973978358438702,0.76301634,0.050426394,0.743847,0.1615144738485526,0.7901347
0.29735392,0.22198233,0.33039573,0.28337342,0.31294826,0.3041352782481167,0.5739727,0.19968954,0.45053473,0.32803078719692125,0.5550669
0.3178867,0.29523042,0.3927068,0.33001894,0.37005672,0.274336566460194,0.5126401,0.30201983,0.41405013,0.32353296764670325,0.69758254
0.16204265,0.41650528,0.5124192,0.46311495,0.48770493,0.1364663881879833,0.3914942,0.40634474,0.37448236,0.4489078551092145,0.5156238
0.1521759,0.4148162,0.5269558,0.4709608,0.4960897,0.12513655750819347,0.36348766,0.40698642,0.33094043,0.48640732135926784,0.4940704
0.68134195,0.049662184,0.10397461,0.059630744,0.09181723,0.7686834461210068,0.82485807,0.036676716,0.8162968,0.14568786543121343,0.60390073
0.14963391,0.5259213,0.6363311,0.5607575,0.6005333,0.08574659914479595,0.25976938,0.5046008,0.2517355,0.6208751379124862,0.4417506
0.28078482,0.33371755,0.4236296,0.39440632,0.4117121,0.21443559286613556,0.5564218,0.32848206,0.43508705,0.3911914408808559,0.56671846
0.22116673,0.34405783,0.4579927,0.4014318,0.40543368,0.20729522243771337,0.54041046,0.33550158,0.35076094,0.41872169812783017,0.5823712
0.11483048,0.44140315,0.55095625,0.49301335,0.50847304,0.08530437511826251,0.28681862,0.4285157,0.23527718,0.5240970475902952,0.41277596
0.60990447,0.12268281,0.22295347,0.16746664,0.24049374,0.5082883304972998,0.7130074,0.13334337,0.55809283,0.24360952563904742,0.8127249
0.078806214,0.5671252,0.63991344,0.6215843,0.63553184,0.05582581034954862,0.1633913,0.5693095,0.24509227,0.6319832368016763,0.5789582
0.48630872,0.18514957,0.31009632,0.25199968,0.30250356,0.38792368327542104,0.5558117,0.22511119,0.4483226,0.25018364498163553,0.8088444
0.13324547,0.42266712,0.54606265,0.47848326,0.5106234,0.12365622741937364,0.3466477,0.41341475,0.25336355,0.501583949841605,0.4429391
0.21302378,0.3415391,0.44789988,0.3954512,0.42294732,0.2009456920567415,0.48671973,0.3255646,0.3677493,0.41664530833546914,0.5831868
0.5780109,0.14645664,0.20994966,0.15704072,0.22862366,0.5633967338038041,0.7862977,0.12529999,0.60488015,0.2676069132393087,0.64077234
0.13206688,0.5300224,0.637957,0.59058917,0.6017973,0.05249663714979823,0.24594128,0.5196724,0.18605441,0.5834114416588557,0.4934223
0.064894415,0.59350777,0.66555226,0.6248845,0.6536926,0.07053732423223946,0.20176393,0.5918268,0.26852912,0.6479536352046364,0.51945555
0.1837411,0.3566871,0.468124,0.4019482,0.43022102,0.1641869898512194,0.429382,0.33363846,0.33235252,0.43350248664975133,0.5086745
0.57709616,0.124080956,0.22608027,0.17649922,0.22968853,0.49997427999845684,0.6583698,0.15408142,0.52501744,0.1947577105242289,0.8399874
0.826379,0.04641735,0.0640333,0.029922247,0.03966227,0.9175891550553493,0.94071406,0.0073203333,0.9285102,0.11269983873001613,0.77486086
0.2715146,0.37183785,0.48753822,0.40064862,0.45031005,0.23745365424721926,0.5102698,0.38527513,0.4343554,0.4209883379011662,0.52526724
0.61344063,0.07794581,0.14880216,0.12279336,0.15004486,0.6185824371149462,0.73786634,0.066583425,0.6900219,0.1829462617053738,0.75773
0.10838866,0.46686727,0.52944684,0.48275882,0.53248876,0.17290134037408042,0.29388213,0.44728398,0.20576306,0.5060421493957851,0.36044514
0.13733637,0.5439654,0.62207663,0.5827624,0.6014667,0.09042049542522973,0.3139667,0.53414965,0.107023925,0.6165223683477631,0.29483816
0.14144683,0.3953255,0.52519333,0.4734887,0.48798853,0.09227350153641009,0.32985,0.38709065,0.29637924,0.4835815816418418,0.5241196
0.41648465,0.1569714,0.25099498,0.19521248,0.24760075,0.41488277489296654,0.65846163,0.14626212,0.5298751,0.2612220038777996,0.673553
0.4151678,0.16877206,0.2630633,0.21492967,0.25535658,0.3762650225759014,0.59192485,0.17659143,0.5208836,0.20652670934732903,0.6539523
0.10715068,0.8314405,0.87446666,0.8150196,0.8176858,0.03820134229208054,0.0635307,0.8057544,0.055300333,0.8941176105882389,0.1756556
0.14582017,0.6359766,0.75456786,0.687167,0.68722385,0.09185649551138973,0.25387818,0.633773,0.29115152,0.7461426253857375,0.5157332
0.09092578,0.5191612,0.6250798,0.5804035,0.6060058,0.04997908599874516,0.22352928,0.51766753,0.175405,0.5713795428620456,0.4625377
0.25850412,0.32081264,0.4352598,0.3617137,0.42871094,0.2482290148937409,0.5165897,0.3245991,0.4024169,0.38881962111803786,0.62598634
0.51720226,0.119243756,0.19729944,0.14369714,0.19669682,0.554684433281066,0.70521563,0.086452864,0.57739204,0.2215329678467032,0.7137556
0.9748291,0.017811697,0.0,0.034706503,0.0057688057,1.0,0.9963587,0.0,0.96867305,0.07258156674184332,0.8117454
0.22200501,0.44005245,0.5799465,0.50285506,0.5493021,0.12089180725350843,0.26132137,0.46619803,0.19392791,0.49450232054976795,0.5546442
0.617188,0.07014696,0.13734671,0.08420658,0.12533744,0.6821182809270968,0.78506696,0.049789492,0.76639754,0.16833055316694467,0.60290694
1.0,0.0,0.018863231,0.043528154,0.029223338,0.9285540557132433,0.92731875,0.010760538,0.9209793,0.05567159643284035,0.82201374
0.78566325,0.030996118,0.08636412,0.058024496,0.075072706,0.7910312874618773,0.8356611,0.039225068,0.82153696,0.10951673904832608,0.7427821
0.6359815,0.052230608,0.17085049,0.13524796,0.16832545,0.5773048346382901,0.73693764,0.07073595,0.7003109,0.19682978031702195,0.8246435
0.20276964,0.3358817,0.429895,0.37196553,0.4263308,0.22313995338839723,0.49578637,0.32688108,0.388812,0.38487964151203585,0.5208841
0.23263189,0.28324172,0.38368213,0.34126264,0.387606,0.19891498193489893,0.43885213,0.27081138,0.2632577,0.33562696643730333,0.47207725
0.32039598,0.20237103,0.30632454,0.25305462,0.3044675,0.3107030886421854,0.54780483,0.18476717,0.39398167,0.2941823305817669,0.52976817
0.33731952,0.2658853,0.34710404,0.26574245,0.3507999,0.3562483713749023,0.64585245,0.25144255,0.39846128,0.3407840659215934,0.6140435
0.15162924,0.45465964,0.56317544,0.49881768,0.5298329,0.09562040573722434,0.37677586,0.44607702,0.26192036,0.5264118973588102,0.3545387
0.30519828,0.2393794,0.3206916,0.27547574,0.32473403,0.3129867787792067,0.53780484,0.22403319,0.37671867,0.30437284956271504,0.58369285
0.17812556,0.5056489,0.5885837,0.56879336,0.5918213,0.08868801532128091,0.2867669,0.5512692,0.2942241,0.5159909784009021,0.50177765
0.25330335,0.27356064,0.37219107,0.32303828,0.35840982,0.24357641461458487,0.5272593,0.24882084,0.32783163,0.3706113029388697,0.44499132
0.4946631,0.14394712,0.22179155,0.2024287,0.23808981,0.4298214557892874,0.6683302,0.16095413,0.6538259,0.23906141609385836,0.79271495
0.1943019,0.43422747,0.59196883,0.47838458,0.50958794,0.109825716589543,0.37066972,0.41648817,0.31624907,0.5115040488495951,0.40438002
0.09544169,0.54728293,0.6335113,0.5806331,0.5980934,0.09304734558284074,0.24891771,0.55031157,0.26448926,0.6020451397954859,0.49414334
0.7877924,0.042709906,0.07900432,0.051341653,0.072742954,0.8301185898071154,0.8972081,0.03393693,0.87644684,0.1103274589672541,0.75537425
0.37231165,0.19131634,0.28624946,0.21421237,0.28500974,0.40763234445794067,0.6140079,0.176965,0.43867555,0.2804757719524228,0.6706431
0.17148584,0.35480306,0.45934862,0.39734578,0.4513312,0.1898889113933347,0.45463434,0.34443665,0.3413339,0.4221197277880272,0.5011292
0.58731943,0.070858315,0.17285588,0.1248,0.17325771,0.5750362045021723,0.72633016,0.06877381,0.6981376,0.17963360203663978,0.76470566
0.18318145,0.36515573,0.47695315,0.41595536,0.43556616,0.19701324182079452,0.49115485,0.34844285,0.2973907,0.4477528552247145,0.38136175
0.7113646,0.07444352,0.17138107,0.114720225,0.2029568,0.6129086967745219,0.785807,0.08561225,0.5903901,0.21047124895287508,0.8820437
0.73381585,0.06261341,0.09727201,0.06024597,0.095708415,0.7788550167313011,0.8053446,0.04151042,0.80455506,0.12457735354226464,0.7808885
0.44537872,0.1144349,0.22797251,0.17325516,0.20665425,0.4621719277303157,0.65668607,0.10806088,0.5787084,0.22715415728458427,0.68105805
0.14806542,0.41482306,0.52845615,0.47717357,0.4996344,0.12102456726147404,0.35593674,0.40917087,0.29926005,0.48397783160221686,0.4831226
0.18871415,0.35086462,0.4644488,0.4077158,0.4502083,0.16642523998551442,0.39333457,0.35503477,0.36141282,0.42888805711119427,0.53832895
0.5463808,0.088793054,0.18100978,0.14562507,0.18332195,0.5545403732724223,0.76443815,0.07599738,0.66344255,0.22353437764656223,0.7125284
0.17360282,0.3769265,0.47882503,0.43195096,0.46901667,0.14535183872111032,0.3936371,0.39052466,0.37040502,0.4083257791674221,0.6014093
0.18140447,0.37293342,0.49175602,0.43947488,0.44963557,0.15656513939390837,0.4493025,0.36647362,0.3485536,0.44385215561478436,0.50989413
0.5366027,0.11766808,0.19905417,0.15381624,0.20699754,0.55458783327527,0.74856746,0.09277138,0.6113454,0.24770501522949845,0.7075618
0.2971869,0.23424906,0.31761074,0.2533771,0.3324017,0.329890149793409,0.5769383,0.20904078,0.44407773,0.3140561285943871,0.52023125
0.13516706,0.4216504,0.5586149,0.49895677,0.5261083,0.08946896536813792,0.31156608,0.42409903,0.30901918,0.4821745017825498,0.5571488
0.5289098,0.10690802,0.19280177,0.14274475,0.19450554,0.5465839827950391,0.739879,0.07622068,0.6479113,0.23230025676997432,0.63115484
0.2029472,0.40747613,0.5246459,0.4624949,0.48665744,0.18707393122443589,0.36776513,0.38887727,0.24900952,0.4853858714614128,0.61996025
0.18426608,0.35257503,0.46938303,0.41032898,0.44768983,0.14432925865975552,0.43301564,0.3440063,0.274148,0.4474902252509775,0.40598476
0.39002958,0.1689814,0.26898614,0.21658717,0.2653113,0.38585108315106503,0.648665,0.14478318,0.54455435,0.2732503126749687,0.5800271
0.18833199,0.38505694,0.5213138,0.43199733,0.48111913,0.14860299891617992,0.40971172,0.37291378,0.33434764,0.4471571552842844,0.48929626
0.63324076,0.058268543,0.14699769,0.094320506,0.15547107,0.6308285978497159,0.7747277,0.04282004,0.7032627,0.18973125102687488,0.68579763
0.26285058,0.26973742,0.37240434,0.28529823,0.37066242,0.3247839694870382,0.60501504,0.26705885,0.3813221,0.3527128047287195,0.63351285
0.3457758,0.21223018,0.3122335,0.27489454,0.28301093,0.32363568941814136,0.5620619,0.18107179,0.35695443,0.2681939031806097,0.5301197
0.5070962,0.15410867,0.24251834,0.19535694,0.20887315,0.4913457294807438,0.6961278,0.14394487,0.5826874,0.22603160739683925,0.77110356
0.14260587,0.38084772,0.517412,0.45118877,0.48875052,0.12360241741614504,0.3556756,0.3714222,0.32407534,0.4506574149342585,0.5384196
0.60594994,0.17261657,0.30544433,0.21655709,0.3084475,0.5005227600313656,0.6499746,0.21398146,0.452867,0.2930251706974829,0.92218006
0.43527603,0.13155703,0.23977588,0.17854762,0.2278195,0.45318832719129964,0.67986,0.11198998,0.5719592,0.2427073157292684,0.68289155
0.17695642,0.44638985,0.5513661,0.48097366,0.5136879,0.12484720349083221,0.37585536,0.43572575,0.32272804,0.4793926520607348,0.48099613
0.35472018,0.19438952,0.27750137,0.22200559,0.27718842,0.3809630228577814,0.594072,0.18005553,0.45855322,0.2674460432553956,0.58464175
0.3638461,0.21095577,0.31721205,0.26040715,0.3275929,0.34342029060521745,0.54336035,0.23273656,0.41292226,0.26963815303618466,0.7594616
0.19905332,0.34742358,0.46412674,0.40702087,0.45756936,0.1673236600394196,0.45973614,0.3699217,0.41087618,0.3935037206496279,0.598873
0.20219728,0.3709148,0.47641334,0.40528083,0.44468957,0.17257426035445564,0.43508327,0.35557008,0.36349472,0.4356330564366943,0.529641
0.30050173,0.32066882,0.40963113,0.3931619,0.3857431,0.21002481260148878,0.543497,0.3078299,0.3589828,0.4097413290258671,0.6006062
0.4273665,0.14761552,0.2452848,0.1759706,0.24583143,0.45978214758692887,0.678391,0.12467031,0.53663546,0.2710471228952877,0.64374214
0.2910562,0.28225172,0.38229725,0.3144525,0.3959368,0.2756469965388198,0.5664448,0.30377108,0.4363437,0.3438628856137114,0.6907639
0.27429533,0.30123293,0.41745138,0.35816443,0.42693436,0.219901183194071,0.4727783,0.33181757,0.40937772,0.35474196452580353,0.67856747
0.13707155,0.66885704,0.7576958,0.6975136,0.71503043,0.05103449106206947,0.19336806,0.64665115,0.13501772,0.7424425257557473,0.30342707
0.48178622,0.121059045,0.2155448,0.16197789,0.20960549,0.47825172869510374,0.70347685,0.09018768,0.5984191,0.22453916754608322,0.6430234
0.11047475,0.6633588,0.74627006,0.69322324,0.7136462,0.034931274095876444,0.119413175,0.65070105,0.15648739,0.709058729094127,0.5809821
0.6863215,0.052315574,0.08787358,0.088979065,0.091247156,0.7390874443452466,0.8412657,0.03517464,0.71012354,0.12409412759058724,0.663692
0.308538,0.23279184,0.34721404,0.28661275,0.32634524,0.2957491777449507,0.59234464,0.20653202,0.4735438,0.34420182557981743,0.46043235
0.15012565,0.4662575,0.57291675,0.515565,0.5499189,0.09564208573852515,0.2911865,0.45393166,0.23316386,0.5458216454178354,0.43502268
0.17766352,0.6556582,0.7592436,0.6827668,0.7020292,0.12239329734359784,0.24729797,0.61441076,0.2861729,0.7298474270152572,0.5988763
0.22867909,0.328785,0.4077223,0.3581954,0.40542033,0.24745742484744548,0.5450298,0.3207397,0.39098966,0.3811607618839238,0.5534741
0.18717226,0.4927597,0.5973533,0.52151763,0.56278515,0.09847776590866596,0.2821957,0.4845042,0.2422713,0.5389497961050203,0.4344031
0.64277124,0.06657402,0.16759175,0.11677173,0.18597144,0.5925297355517842,0.7576037,0.069497906,0.6574578,0.20326123967387602,0.812944
0.524885,0.08975956,0.19260457,0.15324335,0.18399428,0.5093894305633658,0.70323634,0.0953556,0.6029421,0.19564309043569095,0.72478306
0.110461384,0.40278503,0.5043506,0.45852435,0.5097357,0.13064429783865786,0.33188158,0.41117758,0.26030412,0.45389585461041454,0.47506338
0.42484185,0.18208337,0.27914733,0.2025483,0.2892166,0.4193249551594973,0.6458477,0.16590463,0.5076717,0.28875083112491684,0.66059744
0.37349668,0.2503496,0.39662772,0.31984302,0.3811228,0.3282994796979688,0.5194664,0.2547323,0.48243228,0.3892031810796819,0.60837996
0.40870067,0.1257058,0.216835,0.19298099,0.21507017,0.41725474503528476,0.6566904,0.10698821,0.588968,0.2220206077979392,0.6568283
0.15980196,0.3929283,0.497526,0.44996986,0.48032752,0.13731906823914408,0.40743473,0.3852461,0.22700465,0.4648042735195726,0.47677255
0.24453488,0.33774418,0.44848567,0.36314318,0.44251117,0.22593386355603182,0.5254488,0.3499508,0.4183591,0.40572565942743405,0.6250942
0.3085692,0.2528596,0.34951302,0.3122835,0.33342797,0.29308806758528405,0.5135457,0.22818622,0.40513906,0.303705869629413,0.6323498
0.43992528,0.16380645,0.2550171,0.19427525,0.2668972,0.4336134460168068,0.69737875,0.14509997,0.5291769,0.28241097175890284,0.64758545
0.24142447,0.51861113,0.633798,0.6007583,0.6116494,0.11347806680868401,0.28218132,0.5575585,0.25106505,0.5935474406452559,0.3308005
0.079741344,0.61572826,0.6584989,0.6285964,0.65502155,0.09880702092842125,0.20280367,0.60497093,0.20728064,0.6619239938076006,0.3930022
0.6404286,0.05808549,0.13469872,0.08766833,0.13548948,0.6562472393748344,0.7930046,0.044633105,0.7267386,0.1745208625479137,0.65754455
0.15225902,0.40280455,0.5192143,0.46376583,0.48689938,0.12922484775349088,0.36548966,0.39000174,0.3140631,0.4630701536929846,0.5252344
0.058239967,0.80642444,0.80324817,0.8074496,0.8034945,0.028507614710456885,0.050710008,0.7940335,0.30999762,0.8585536841446315,0.5347972
0.4370402,0.2901782,0.41691938,0.32695776,0.39796028,0.34464734067884045,0.5248925,0.3315008,0.41227946,0.3526946847305315,0.6995191
0.3792073,0.17358921,0.2682359,0.1962067,0.27040178,0.4167199250031955,0.6415474,0.15640007,0.46519497,0.2793352720664728,0.6144835
0.21903443,0.34160167,0.4512933,0.37607226,0.4359916,0.2179109930746596,0.50610447,0.33630323,0.36860645,0.40665079933492004,0.5395505
0.54836303,0.06248426,0.16268091,0.15038706,0.13620305,0.555501633330098,0.7482275,0.065527454,0.6773744,0.1503709749629025,0.6309555
0.75816673,0.03997044,0.11082938,0.091680475,0.13735597,0.6936716816203009,0.84525865,0.037184376,0.8149712,0.1702736129726387,0.7834721
0.39330778,0.2920158,0.42892715,0.32101685,0.40349257,0.3316665798999948,0.53365624,0.29672086,0.35614178,0.38073626192637383,0.76442176
0.33852687,0.22019821,0.3202937,0.27427673,0.30024064,0.3325754199545252,0.5550922,0.20444146,0.44656238,0.31972386802761316,0.62216985
0.3740517,0.21049929,0.30221608,0.25474668,0.2911906,0.34074699044481943,0.667111,0.18552917,0.49190336,0.3081063291893671,0.6075606
0.35756382,0.19440651,0.29298747,0.20650625,0.29384333,0.4092371445542287,0.63431144,0.18173702,0.44015193,0.28629163137083685,0.6630404
0.19854522,0.35868418,0.49274626,0.41314217,0.45613214,0.15781197946871878,0.44711322,0.34260422,0.29590672,0.4452128554787144,0.5028827
0.54955,0.08753176,0.17687717,0.13711055,0.17377704,0.5712744942764697,0.7569679,0.07094916,0.6879637,0.22487903751209623,0.64884096
0.38183933,0.21926638,0.31122753,0.23975512,0.30493727,0.4068678244120695,0.6681188,0.19422585,0.51092577,0.32777988722201123,0.5445955
0.41985297,0.15267493,0.24723263,0.17321958,0.24978402,0.46104683766281024,0.65617496,0.13832814,0.50641555,0.2519734248026575,0.692089
0.19049576,0.31602463,0.41403055,0.3665356,0.40838635,0.18528603111716188,0.44824797,0.29654697,0.22581,0.39663290033670995,0.3744811
0.4563419,0.19640577,0.2888566,0.23688084,0.3089929,0.4177446050646763,0.6174503,0.20698214,0.46604076,0.25336327466367253,0.7424208
0.22731048,0.36958933,0.4458408,0.395189,0.4316726,0.20223145213388716,0.4525023,0.34363538,0.3544218,0.40433959956604004,0.58899486
0.45535478,0.13899294,0.2359945,0.18042123,0.21747722,0.46620365797221947,0.779192,0.12294522,0.60041296,0.2552890244710976,0.59051627
0.4622842,0.17238991,0.24116999,0.20946065,0.22274633,0.44103708646222517,0.7276415,0.16685534,0.6119691,0.2501474749852525,0.6571392
0.24833935,0.2819565,0.38303757,0.30594867,0.3821944,0.29286041757162506,0.5769465,0.27943712,0.3568359,0.3672642932735707,0.5480082
0.23500448,0.37704098,0.47317013,0.440455,0.44369686,0.20280908216854496,0.46835816,0.36774194,0.35470447,0.46231619376838057,0.5953415
0.23735029,0.35995558,0.4537409,0.40244678,0.44711006,0.20659215239552917,0.5029639,0.350848,0.40739238,0.4115620188437981,0.6658796
0.22612128,0.38244638,0.49831796,0.4224707,0.4759127,0.17166967030018024,0.43264592,0.37955573,0.36851883,0.4253050574694942,0.53726333
0.11991783,0.4147912,0.51224566,0.47033063,0.497287,0.11416669085000146,0.35064447,0.4101201,0.33122852,0.4744391525560847,0.47270864
0.20534834,0.3841588,0.5123081,0.44326997,0.47263768,0.15054876903292616,0.38875392,0.38558534,0.35312384,0.4365836563416344,0.5641829
0.31426483,0.33003965,0.43825772,0.34235913,0.40837705,0.2965465377927923,0.5480521,0.3351,0.40233347,0.38022863197713674,0.56704926
0.40230376,0.17781526,0.27211738,0.21293163,0.26064083,0.40789232447353946,0.6301838,0.15962555,0.52168685,0.27370983262901677,0.60255164
0.93086207,0.029806633,0.024600118,0.023943976,0.036713287,0.9406883564413014,1.0,0.009528574,0.96043015,0.08905407109459287,0.7747638
0.7862637,0.029572178,0.102715135,0.09312413,0.121348485,0.7244908434694506,0.8150363,0.047801577,0.76912856,0.14456801554319842,0.8512129
0.203338,0.3976899,0.5249681,0.43526545,0.48953652,0.17378957042737425,0.4188907,0.36660254,0.3487443,0.4627420137257986,0.45109218
0.31269097,0.2403717,0.34236988,0.28084937,0.30480415,0.3300999198059952,0.65338665,0.2170122,0.4165952,0.33326160667383936,0.50707775
0.1211378,0.48362905,0.5770731,0.5314871,0.53699887,0.0830098249805895,0.25877994,0.4748257,0.262668,0.5399761860023814,0.4151126
0.04969752,0.62282944,0.668363,0.63988805,0.6934357,0.10114849606890976,0.16972166,0.6060433,0.23598477,0.6450874754912524,0.54939663
0.20418936,0.38253146,0.5070012,0.42596978,0.46504325,0.15868962952137777,0.40237993,0.37570167,0.29764503,0.45332361466763854,0.46229863
0.6349078,0.08753654,0.19541422,0.12953143,0.21023528,0.5815499348929961,0.7395046,0.10239313,0.5712905,0.22062230793776919,0.9384283
0.18604925,0.361851,0.49432817,0.44521695,0.47665453,0.09004375140262508,0.36474997,0.4049327,0.31041554,0.3838490616150938,0.60891235
0.2782478,0.30864492,0.40409142,0.34081793,0.38657263,0.2830426569825594,0.5716797,0.2972912,0.4042488,0.38627421137257884,0.663498
0.7451366,0.055927847,0.07221773,0.026684552,0.048647597,0.8607867516472052,0.8877808,0.019159414,0.87091726,0.13393780660621935,0.63222283
0.04322745,0.7621359,0.7817595,0.7600748,0.7943739,0.07043854422631265,0.054556057,0.7333295,0.19173393,0.7882357211764278,0.3670693
0.20251921,0.3489487,0.43175468,0.3747804,0.42862743,0.18392644103558647,0.3892488,0.32446882,0.25913215,0.40260229973977,0.40933862
0.11147013,0.4228794,0.51845276,0.47373968,0.5181844,0.11727665303659919,0.34109095,0.41976047,0.23310015,0.4787536121246388,0.4329854
0.46402982,0.13567206,0.2437066,0.22603217,0.23947938,0.4136289048177343,0.5208961,0.14793628,0.42699915,0.1937121506287849,0.5807678
0.3244467,0.21536267,0.3164379,0.25045642,0.30551672,0.3385740403144424,0.6190815,0.1962661,0.45268318,0.30732821926717807,0.5744494
0.4115697,0.15790525,0.2585333,0.19496566,0.24946737,0.43059095583545737,0.6672048,0.12767826,0.54973036,0.26747187325281263,0.6212807
0.2263596,0.37996748,0.5145727,0.41127753,0.45557538,0.18682740120964408,0.48531625,0.3646992,0.40005288,0.4471455352854464,0.4314283
0.13839057,0.4249699,0.5192371,0.4876741,0.52393866,0.11404688684281322,0.3624706,0.4322165,0.35840547,0.47182625281737467,0.5922913
0.17998765,0.3681038,0.47079134,0.40617597,0.44567102,0.18311984098719047,0.48581606,0.33869004,0.26868302,0.4443326155667384,0.40119064
0.58053035,0.048498873,0.122433335,0.1256068,0.102371395,0.6368522982111379,0.7860688,0.037898947,0.7614374,0.14023990597600938,0.5886148
0.18980035,0.34066325,0.45004228,0.40061438,0.4546671,0.161083049664983,0.41564947,0.35687143,0.29257652,0.3817435618256438,0.6063378
0.23142782,0.32320026,0.42796087,0.3578936,0.39842206,0.23432131405927886,0.54353726,0.3053035,0.38160187,0.39735054026494593,0.533296
0.58629334,0.0820204,0.16108327,0.11053621,0.14168985,0.6510280390616824,0.77298594,0.04939109,0.7066797,0.19572515042748495,0.6542845
0.24331918,0.30134454,0.42149943,0.3613156,0.41188604,0.18243961094637667,0.45287234,0.33177468,0.3884999,0.3299434470056553,0.65063584
0.40542176,0.17149672,0.26986137,0.24027775,0.2597471,0.3646447218786833,0.6289495,0.16077405,0.5060003,0.2772772322722768,0.6690368
0.18004265,0.5514786,0.62751424,0.5934675,0.59998536,0.07866683472001008,0.26555803,0.55463123,0.34816688,0.604875239512476,0.55888224
0.16649628,0.4003227,0.51350343,0.46633458,0.4853741,0.13823750829425052,0.38507992,0.3874215,0.34939447,0.4731931826806817,0.5295868
0.16759342,0.4424383,0.54724735,0.47676122,0.53716576,0.11620508097230486,0.36830693,0.46662706,0.38761353,0.46984730301526967,0.60612357
0.22337514,0.31082082,0.37645757,0.3568009,0.4100927,0.24011133440668006,0.4011059,0.2935195,0.25308457,0.3479759652024035,0.40841487
0.12946744,0.5774076,0.7203439,0.64219767,0.6544982,0.010040149602408977,0.15318108,0.5713086,0.18052351,0.6552590644740935,0.6448621
0.35608396,0.17806609,0.28147963,0.23248346,0.26834908,0.3588136215288173,0.6032271,0.16817583,0.43647256,0.29614294038570593,0.5159076
0.17195438,0.40914074,0.53073484,0.45788214,0.49327868,0.13541055812463348,0.4013244,0.39231274,0.3581523,0.46386949361305063,0.43338102
0.20477104,0.334689,0.44175944,0.40467167,0.41845733,0.20712085242725115,0.5026528,0.32690367,0.35237226,0.41076402892359704,0.5448315
0.2044113,0.3284871,0.4407357,0.36114752,0.43079367,0.23581601414896086,0.51513016,0.32392275,0.34350136,0.404266409573359,0.54491675
0.38410124,0.15885638,0.24776252,0.18977281,0.25792187,0.4171357750281465,0.65994245,0.14640725,0.51413506,0.2635486736451326,0.5370227
0.34686807,0.24055201,0.34649593,0.2827941,0.35215044,0.33543592012615525,0.5093807,0.24397095,0.36985192,0.34395411560458844,0.645219
0.2749812,0.31176773,0.44993636,0.36731946,0.43611726,0.20972193258331598,0.41582644,0.34467447,0.3016121,0.36556996344300363,0.5883115
0.16290256,0.42934388,0.5323014,0.4718617,0.50615585,0.12177337730640264,0.35423994,0.41523275,0.27586806,0.48298595170140485,0.4284445
0.7138814,0.039019074,0.08128297,0.08770504,0.069076,0.7571670854300252,0.81323403,0.04311182,0.8391833,0.10850019414998058,0.55971277
0.20368141,0.35213223,0.4614998,0.39079088,0.44829434,0.20530961231857675,0.4716896,0.33948207,0.3667051,0.41596139840386015,0.5439077
0.5676245,0.07832736,0.17042917,0.13332891,0.16704151,0.5652816039168963,0.77945864,0.06284769,0.6770466,0.2213472678652732,0.66638523
0.21260706,0.32779035,0.42509705,0.36561164,0.4179234,0.20205326212319571,0.45061728,0.30748612,0.31625444,0.4161695583830441,0.5192527
0.23403522,0.25179088,0.35382646,0.31594577,0.3430541,0.21233649274018956,0.4946187,0.26171088,0.39068982,0.3181504881849512,0.619319
