size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t03,t04,t14,effort_D
-0.5332213,-0.10603983,1.1243331,0.70167744,1.0512786,0.60169137,0.29177666,0.5945472,-0.35233012,1.0021737,0.25630498,-0.11717613,0.68373674
-0.31774703,-0.014706366,0.91188884,0.4417385,0.7537571,0.46920303,0.31476694,0.3755468,-0.16682969,0.52995825,0.31829584,-0.012689024,0.37655538
-0.64379984,-0.0912408,1.6583061,0.7463776,1.08865,0.49809986,0.17133756,0.12155474,-0.81913805,0.8811353,0.5987385,-0.096095115,0.7191318
-0.33947375,-0.021954238,0.8326949,0.409434,0.7159913,0.359598,0.20925769,0.2367305,-0.26973212,0.5202234,0.30198926,0.039409734,0.37764746
-0.30579156,-0.017102867,0.80608124,0.4835104,0.7659323,0.5162856,0.35242477,0.42831165,-0.14498155,0.58457637,0.22793403,0.007188976,0.38767543
-0.34909296,-0.027561195,0.9924776,0.4436057,0.7839481,0.57321435,0.38589138,0.49916035,-0.037903134,0.51578826,0.41032618,0.00045251846,0.40243772
-0.10640004,0.20714375,0.79598206,0.5168921,0.66726583,0.43018755,0.16688262,0.60740054,-0.018344685,0.60641307,0.28213978,0.016020529,0.53117913
-0.4061505,-0.04915201,1.13988,0.53431135,0.8634716,0.70259464,0.48223487,0.5296395,-0.1319164,0.59329623,0.47996563,0.018165432,0.43760246
-0.09713265,0.20421237,0.832782,0.6127776,0.72730756,0.78400207,0.5406576,0.9115476,0.2780615,0.5700219,0.3837607,0.07106177,0.41968504
-0.32497633,-0.02076105,0.8391325,0.3776649,0.6771444,0.4056414,0.24434784,0.26952815,-0.21786469,0.48731938,0.3354637,0.0074028373,0.33274734
-0.24709995,0.1272786,0.8936974,0.5548467,0.79084253,0.7097455,0.38658157,0.88172066,0.15291362,0.63926816,0.35314673,-0.040042788,0.53992325
-0.12828262,0.22216949,0.8123302,0.6392871,0.7447535,0.7173202,0.38704818,0.90575844,0.16548073,0.6667384,0.29109085,-0.02588126,0.5775308
-0.35431913,-0.071422726,0.9321184,0.45733854,0.7692025,0.5675405,0.37314114,0.37207252,-0.19785808,0.5345729,0.3520127,0.06391533,0.35229495
-0.22744036,0.06656208,0.9053976,0.49117383,0.6921781,0.4804184,0.245729,0.5269523,-0.085713565,0.5713727,0.32028228,-0.046732977,0.5030517
-0.31410867,-0.052401952,1.0373263,0.4570229,0.7292823,0.5729214,0.37754673,0.29085246,-0.21439017,0.48186493,0.41356778,0.08233786,0.34198818
-0.18379404,0.09955174,0.79786366,0.5597642,0.721907,0.67521256,0.3884,0.76409537,0.07095557,0.65209866,0.24882403,-0.0031502694,0.48979154
-0.3148784,-0.03519737,1.0064704,0.42568567,0.78021777,0.7061058,0.49567017,0.53106916,0.030727219,0.46928793,0.45895088,0.092625685,0.33373973
-0.57883793,-0.07463326,1.4205201,0.6426875,0.9549561,0.43212512,0.19120741,0.09147493,-0.6930211,0.77317435,0.51337737,-0.059827626,0.6154745
-0.20999554,0.029156975,0.7531675,0.4741759,0.7204605,0.6558202,0.5065198,0.5346934,0.03899384,0.4659565,0.28056908,0.11589104,0.2922967
-0.08738676,0.15923783,0.7661452,0.47882268,0.6796802,0.74259776,0.5589789,0.7486808,0.28383967,0.36724392,0.40642452,0.17750555,0.30046818
-0.0010259149,0.34727016,0.806731,0.6565736,0.68752754,0.85796756,0.46251467,1.0724019,0.38442498,0.6129079,0.42977965,0.11238585,0.5561459
-0.28225172,0.0014681779,0.82060426,0.47616878,0.79100084,0.6800651,0.52016675,0.5986153,0.049850244,0.5296258,0.31642944,0.12196659,0.29859453
-0.3076467,-0.03613376,1.020807,0.44971296,0.7922354,0.73013395,0.5244201,0.53237176,0.01721286,0.46776837,0.46179473,0.11216275,0.32967976
-0.3621399,-0.07103854,0.88806504,0.46178833,0.83133227,0.6320249,0.45383894,0.5003875,-0.04701749,0.55998474,0.34134534,0.055163804,0.34804887
-0.32730588,-0.03326256,0.8927605,0.4943667,0.8209635,0.66308886,0.42855647,0.6153241,-0.04317623,0.6122273,0.2960634,0.025627539,0.4246413
-0.219764,0.0936236,0.9462597,0.47667143,0.73070234,0.72235805,0.436101,0.73212713,0.14130814,0.4926847,0.45500714,0.044013217,0.41796872
-0.2600376,-0.008560732,0.8093288,0.47732672,0.7569148,0.64877266,0.4652087,0.56412643,-0.0012496123,0.52111506,0.27528834,0.07870476,0.3464222
-0.2475955,0.007892977,0.96746325,0.40795767,0.72366947,0.71368927,0.5026969,0.49018526,0.048116412,0.4167843,0.46883088,0.13681836,0.28070542
-0.26364285,-0.018897787,0.86406887,0.40554622,0.7154169,0.5776304,0.44286442,0.4030205,-0.035540253,0.41448036,0.3567298,0.11082098,0.2785538
-0.24333088,-0.00045298785,0.8285639,0.46802518,0.7492511,0.6549319,0.5381684,0.47035068,0.00871407,0.4245914,0.33588332,0.15510364,0.27089342
0.20133896,0.75849473,1.0121254,1.136388,0.9862362,1.2838134,0.68030524,1.9462026,0.7888096,1.0053234,0.5020552,0.16416208,0.9767916
-0.2768708,0.090285465,0.9156531,0.58503103,0.7960695,0.7246457,0.41709772,0.8685019,0.052240368,0.7257454,0.31430727,-0.06023781,0.5564958
0.021392653,0.4798218,0.875377,0.84018964,0.868047,1.0466777,0.59756035,1.4956192,0.5696061,0.7737554,0.47267997,0.13820611,0.71878165
-0.62640005,-0.15803286,1.2575419,0.6533545,1.059479,0.76880145,0.45397544,0.55308414,-0.30341643,0.8712646,0.44920743,-0.040475905,0.5689233
-0.15271181,0.11182993,0.70933217,0.4089041,0.6442348,0.63577044,0.5104968,0.58724695,0.19446518,0.34179673,0.44956,0.18423858,0.20938858
-0.49964398,-0.16434774,1.0469033,0.46375135,0.8997498,0.6767071,0.46428552,0.47235614,-0.1577633,0.6457543,0.4498074,0.0425048,0.37254143
-0.28727186,-0.047744192,0.8425424,0.43458915,0.75335366,0.6261051,0.45213935,0.509384,-0.026431363,0.5126629,0.30107754,0.05616487,0.33739457
-0.26434505,-0.029693723,0.87593544,0.38135484,0.6791156,0.5977523,0.4362785,0.383893,-0.051488508,0.3949629,0.3939892,0.14179769,0.26250264
-0.2897976,-0.008177705,0.8550458,0.5355218,0.8045026,0.66248167,0.4830894,0.50969213,-0.060024373,0.543617,0.2772714,0.09663851,0.3599013
-0.22752744,-0.0019361675,0.88706106,0.41344777,0.7005327,0.6497884,0.51213264,0.40093333,-0.0037746672,0.38168496,0.39878523,0.17010286,0.24198392
-0.21545781,0.055580407,0.8417151,0.42560354,0.7112268,0.6159828,0.4478171,0.5736285,0.048186928,0.46055472,0.35127074,0.05669432,0.34562597
-0.3093116,-0.027029127,0.9652494,0.47340545,0.7311451,0.45426434,0.29427525,0.28376383,-0.26915926,0.51877725,0.31497127,0.0040920973,0.39543977
-0.33224893,-0.04220313,0.86668336,0.50282645,0.8234609,0.5959147,0.37837374,0.54031885,-0.12740345,0.6508655,0.24231918,-0.0075262487,0.43747595
-0.29099116,0.0028761588,0.8935733,0.45019472,0.69699484,0.35806844,0.21070576,0.21493083,-0.31768182,0.52746904,0.28135687,0.0040324256,0.3916927
-0.4266206,0.032008514,1.2655189,0.6133405,0.8720199,0.32266194,0.07135694,-0.024180867,-0.688826,0.6625208,0.44440818,0.026353717,0.5642374
-0.2479818,0.014497738,0.85536784,0.5253993,0.75719047,0.65033966,0.4187543,0.5853845,-0.043422267,0.61606574,0.24269299,0.0033434108,0.41749257
-0.33167326,-0.02468986,0.98300153,0.42658937,0.7167459,0.41853017,0.24874252,0.1870388,-0.3180114,0.4841464,0.3772921,0.0448486,0.36673525
-0.35716105,0.01693888,1.0602779,0.6616612,0.90930825,0.67254883,0.34916845,0.72233933,-0.15308245,0.86791205,0.23813342,-0.16124956,0.6709966
-0.28577822,-0.0112842545,0.8783405,0.51502144,0.765929,0.610942,0.4200406,0.45650995,-0.114160165,0.5439337,0.28494942,0.0630634,0.36306658
-0.27365583,0.004281558,0.84419185,0.39758503,0.70120096,0.4808698,0.36804923,0.34183878,-0.106935285,0.42165282,0.34250915,0.0683245,0.29350898
-0.24034628,0.01663759,0.94613147,0.43810022,0.72248465,0.7583294,0.5187723,0.59833103,0.0842603,0.44575587,0.44851846,0.11924733,0.31275392
-0.21711811,0.0792964,0.910909,0.47911635,0.7094493,0.7582284,0.45612946,0.71971524,0.12631692,0.5128815,0.43222332,0.06723174,0.40227216
-0.4522835,-0.07700013,1.0502017,0.4950307,0.7889764,0.3686325,0.20018272,0.206089,-0.41711026,0.6102465,0.35635608,-0.04404001,0.4718642
-0.21744105,0.01407259,0.8506921,0.49345413,0.7418286,0.6457006,0.52979046,0.4994644,0.018587735,0.4411134,0.32062528,0.10391769,0.3012942
-0.012301171,0.31408158,0.75819284,0.6418717,0.6913394,0.8871504,0.52977556,1.085889,0.40182555,0.6061138,0.38554138,0.11073869,0.5070674
-0.37992626,-0.029511161,1.0954823,0.49244702,0.8325785,0.6921038,0.47907358,0.57890064,-0.062141754,0.5480059,0.4887339,0.025291257,0.41688696
-0.30654192,-0.023933709,0.92965585,0.52154,0.78420633,0.6505075,0.45204493,0.5375133,-0.08405272,0.56148154,0.30714238,0.0348982,0.3935535
-0.20555294,0.012344427,0.89416885,0.45154804,0.70818883,0.71993476,0.58353275,0.45731127,0.052125692,0.36288863,0.4172876,0.20331444,0.23187149
-0.24035558,0.00948206,0.8484032,0.37705708,0.63091576,0.4883702,0.3330523,0.31211385,-0.1238545,0.3992841,0.35515058,0.084145784,0.28613394
-0.2993589,-0.014858328,0.94561183,0.4319059,0.7731259,0.64768654,0.45836592,0.52924,0.018355884,0.46570078,0.40661758,0.07145947,0.33565822
0.018422658,0.39556345,0.7640973,0.69968957,0.7407689,0.89081013,0.5541023,1.2164918,0.45864907,0.6288609,0.41424316,0.13558671,0.5866005
-0.39698887,-0.025721967,1.1761951,0.62563896,0.9069825,0.6764048,0.4575369,0.551985,-0.19235817,0.68267506,0.38280624,-0.057998493,0.5237144
-0.28270873,-0.008808009,0.87237716,0.5473111,0.81799734,0.67656493,0.45607477,0.60871875,-0.05073853,0.62314165,0.2418293,0.010631323,0.42336708
-0.26034862,-0.00087814406,0.93469584,0.42915478,0.7484625,0.70521873,0.5154914,0.53851515,0.05565644,0.42591274,0.4379676,0.12238276,0.2973467
-0.21288188,0.05460377,0.92336476,0.4630962,0.7064582,0.7781761,0.5007275,0.6504775,0.114780955,0.47621787,0.44030905,0.09825204,0.35203883
-0.3051398,0.03790496,0.931525,0.40972966,0.6322731,0.27181447,0.074074924,0.1542284,-0.37112314,0.49127707,0.3788591,0.02485744,0.39304972
-0.39496836,-0.041340694,1.2080944,0.51439416,0.84646344,0.7699672,0.52795887,0.54205954,-0.10093752,0.5481168,0.5477478,0.067160025,0.424813
-0.33675978,-0.032982923,1.0151439,0.48204318,0.7963539,0.6256712,0.43902594,0.4535644,-0.09392796,0.5362334,0.39633435,0.033968225,0.38721436
-0.29877278,-0.06784378,0.8508794,0.40309682,0.72188437,0.585833,0.4268004,0.41743827,-0.07217996,0.47673327,0.3283044,0.076236725,0.2989776
-0.28546366,0.014610071,0.901318,0.49086785,0.7513864,0.49273333,0.3138598,0.45443135,-0.14315172,0.5999373,0.26301473,-0.049496397,0.44592902
-0.5019469,-0.013105191,1.3819714,0.6579001,0.9300108,0.40550637,0.14649554,0.07386969,-0.682694,0.7269162,0.49258262,-0.031508118,0.60688674
-0.31515935,-0.056453332,0.81812185,0.44295472,0.7843046,0.6797469,0.5152732,0.5219192,0.008951786,0.51216394,0.3293206,0.11338465,0.30569243
-0.23181365,0.025652524,0.88018274,0.40286607,0.72360873,0.6527344,0.51887065,0.5126738,0.079801865,0.36560592,0.4328661,0.156318,0.26565874
-0.49892455,-0.051540673,1.4047806,0.67877084,0.94757116,0.44389763,0.20156148,0.078086056,-0.68418366,0.741057,0.45443785,-0.039303362,0.5913383
-0.22984262,0.018080663,0.86849123,0.44430608,0.7261992,0.6628548,0.53057224,0.5371073,0.08075145,0.40173787,0.38497537,0.12495927,0.28137916
-0.26001245,0.0029458702,0.9405745,0.4605409,0.7364326,0.7082626,0.5415167,0.5026277,0.0037245285,0.41358116,0.42720807,0.1630532,0.2891327
-0.093119614,0.2867747,0.76234597,0.6012863,0.73238844,0.78888947,0.48986834,1.0551476,0.33175403,0.59014803,0.38083237,0.06961778,0.53692347
-0.3059168,-0.035171904,0.9967459,0.42773998,0.7823763,0.7235157,0.51111317,0.5344884,0.037601992,0.4588639,0.46168768,0.111277275,0.3189966
-0.38428342,-0.019757994,1.1192422,0.55955315,0.86775196,0.6287635,0.4346344,0.5359902,-0.15825886,0.6270778,0.3898731,-0.04831639,0.48939136
-0.39876682,-0.07305819,1.1706924,0.5358743,0.7996391,0.5685418,0.32779163,0.24521479,-0.3669812,0.5772641,0.45807052,0.051143825,0.419813
-0.29137987,-0.014807552,0.9542804,0.5166175,0.79462093,0.6554499,0.49335435,0.5549302,-0.035861008,0.52091074,0.3381906,0.044754125,0.38553095
-0.0658959,0.40806141,0.91015995,0.7722731,0.74591184,0.74233806,0.24744189,1.1673703,0.1970256,0.8484933,0.3835737,0.0029657856,0.8217785
-0.26859388,-0.030508824,0.91918695,0.42123687,0.6855586,0.59291023,0.43019187,0.3704973,-0.09581103,0.42740706,0.38458943,0.107278325,0.295786
-0.17866203,0.06803186,0.80783886,0.40058273,0.66086006,0.59363705,0.4741143,0.53452426,0.10262624,0.36169332,0.37676698,0.11819787,0.27448046
-0.20879489,0.024100596,0.7330787,0.47058153,0.73911476,0.6616335,0.51771563,0.5678677,0.07151977,0.47066614,0.25888747,0.12897857,0.2830897
-0.23559196,0.13622317,0.91559726,0.59780335,0.79434216,0.59630775,0.27498397,0.71802974,-0.06857082,0.73400176,0.27180958,-0.08734402,0.60933626
-0.3763499,0.034735687,1.0176435,0.5134281,0.75329673,0.25749832,0.05286003,0.025116645,-0.5563984,0.6011465,0.3564731,-0.013213351,0.4728207
-0.20329572,0.034605067,0.82271487,0.4327151,0.70071536,0.65506554,0.52412707,0.541963,0.09407935,0.38754997,0.366538,0.13058163,0.26920092
-0.217925,0.008519672,0.77628744,0.45560476,0.70300764,0.5970143,0.47146198,0.4544801,-0.028290674,0.45406395,0.2760446,0.10199113,0.285129
-0.09493944,0.29953593,0.8584474,0.6565576,0.76854694,0.7993027,0.4539085,1.0843506,0.32910854,0.6192362,0.39505243,0.029885456,0.5914702
-0.3822677,-0.05944621,1.0153339,0.49050322,0.82446975,0.6882255,0.4715403,0.49877423,-0.12065509,0.563356,0.42178428,0.07235749,0.38213485
-0.22180146,0.034571294,0.71681213,0.49224672,0.76754755,0.6702114,0.5054038,0.64190334,0.07948097,0.5130124,0.24404413,0.10959188,0.33202228
-0.27389067,-0.01747898,0.9520322,0.46773016,0.7508347,0.65521854,0.49698034,0.46120787,-0.034292866,0.45538568,0.39413184,0.09881251,0.31638238
-0.45293656,-0.082076065,1.274746,0.5665851,0.8364046,0.59339666,0.33767757,0.32877827,-0.37716123,0.6191985,0.56570524,0.007297538,0.49170932
-0.33042723,0.007468004,1.0260601,0.48312184,0.8302776,0.6697708,0.49496737,0.60260063,0.03133799,0.49058077,0.4471656,0.063712955,0.39379427
-0.43180102,-0.101645224,1.0504968,0.4671173,0.84032214,0.69203043,0.46880847,0.49736625,-0.13551931,0.5930755,0.45376277,0.051613573,0.39081833
-0.36994013,-0.04338751,1.1047467,0.45372006,0.771786,0.508525,0.31709757,0.2922933,-0.27551162,0.5291489,0.44504946,0.013105936,0.3991102
-0.33203056,-0.0028821044,1.0538514,0.54079527,0.8265702,0.67851615,0.5097544,0.5547706,-0.05894929,0.52018833,0.42497116,0.054865982,0.40392217
-0.37363327,0.1784496,1.1022832,0.5357992,0.81097394,0.15224981,-0.21384999,0.049379256,-0.6535691,0.7689396,0.4320904,0.0013155937,0.60702664
-0.114380404,0.16440576,0.780707,0.4859371,0.63205326,0.7032174,0.4705469,0.710208,0.19869442,0.43067098,0.40963662,0.12651792,0.3598866
-0.34479132,-0.03926509,0.92824584,0.49292597,0.77977675,0.5074721,0.3211462,0.38336945,-0.22044222,0.6208143,0.27693707,-0.049259856,0.42243215
-0.23364918,9.576604e-05,0.7570121,0.4590578,0.7429193,0.6120191,0.4729658,0.48738045,0.006634552,0.47231707,0.26738182,0.11604636,0.29488242
-0.34005558,-0.06517755,1.0179774,0.45646164,0.7641893,0.6445741,0.43097618,0.37878358,-0.16080174,0.4995403,0.4259128,0.09242149,0.33153623
-0.1357922,0.08827596,0.7544596,0.4514877,0.6847741,0.6998887,0.56648636,0.5932324,0.17963956,0.38368493,0.32898378,0.16102245,0.24406633
-0.3202812,-0.01647485,1.0079188,0.5474681,0.8127203,0.651173,0.47871014,0.44182223,-0.13555057,0.53937376,0.3760743,0.06663135,0.36713135
-0.38145766,-0.017285593,1.0914414,0.56957877,0.87936366,0.5682758,0.36445156,0.5315381,-0.12995915,0.6498066,0.38181794,-0.07517983,0.5160704
-0.20969021,0.028514126,0.79783916,0.43174505,0.7064843,0.6546526,0.5159817,0.55965245,0.0888482,0.40317023,0.3372591,0.12938872,0.27521378
-0.45231146,0.008067381,1.2104754,0.6039752,0.97591436,0.72381514,0.48196527,0.7267342,-0.101543665,0.7015375,0.4616713,-0.066803336,0.5616034
-0.3290279,-0.004445944,0.9556041,0.42536548,0.6721346,0.37871426,0.19610468,0.16654703,-0.34751183,0.4841092,0.3825913,0.03706503,0.3539135
-0.10586719,0.19620645,0.70142406,0.5028826,0.68424666,0.7311176,0.5244386,0.8609754,0.28602675,0.45836055,0.37909466,0.14664285,0.37147892
-0.4114224,-0.040110968,1.0930989,0.5143448,0.7736886,0.36495674,0.13888185,0.09196991,-0.5175893,0.59469354,0.4077903,0.043175366,0.45196167
-0.21225281,0.18815467,0.97194195,0.7276043,0.8699349,0.7678826,0.43078253,1.0056779,0.11954248,0.80270785,0.2753562,-0.14070015,0.6911552
-0.27735677,0.050063536,0.9666134,0.5361474,0.78685874,0.5833963,0.2932641,0.58196646,-0.11417064,0.6925986,0.2691855,-0.08777274,0.54807323
-0.20380177,0.012500055,0.8087043,0.4915029,0.74527365,0.66444683,0.5165061,0.5243336,0.02899805,0.46862468,0.27856705,0.10210198,0.30266172
-0.35697967,-0.023448355,1.0183253,0.44124475,0.79159075,0.68384457,0.47462547,0.5868232,-0.018929545,0.5080354,0.48337084,0.045309417,0.3784502
-0.23611192,-0.011586651,0.8803685,0.41426453,0.69545776,0.6204437,0.47771046,0.4311337,-0.004895188,0.40432093,0.37381762,0.12431883,0.27092242
-0.36586842,-0.047026053,1.0188539,0.55735713,0.86325157,0.67998666,0.4461512,0.58160216,-0.126081,0.6576665,0.3176257,-0.014981367,0.47088367
-0.44875142,-0.11326874,0.933714,0.40157267,0.82921904,0.56616354,0.39154083,0.40859067,-0.15971051,0.52284336,0.41352594,0.055355776,0.34538588
-0.34439242,-0.047375605,1.0208762,0.43814504,0.78605545,0.6666276,0.46545178,0.509773,-0.04812895,0.48944736,0.45777136,0.07729026,0.3548654
-0.27696157,-0.040745087,0.90016776,0.38099197,0.69398195,0.6116714,0.4548935,0.42978382,-0.017084982,0.42719933,0.39929634,0.0928118,0.27955952
-0.37395713,-0.05862207,0.9590156,0.5987819,0.90728956,0.6341903,0.3906543,0.5766958,-0.19430831,0.7767723,0.21393839,-0.06230724,0.522614
-0.047792967,0.2666269,0.78079087,0.58808964,0.6996366,0.77124727,0.475693,0.95856804,0.3341347,0.53032464,0.36766654,0.0806478,0.47688353
-0.33392265,-0.043007694,0.8858798,0.4674177,0.7845323,0.60794884,0.44187343,0.45691925,-0.10288731,0.5198922,0.3406182,0.090197526,0.3429026
-0.1533087,0.13023521,0.8053581,0.46367306,0.70335305,0.6523271,0.48192474,0.71034807,0.20440614,0.42294416,0.37701118,0.10323116,0.3402259
-0.14616166,0.13781449,0.8109038,0.5433187,0.68051684,0.62612337,0.3748125,0.6698451,0.06081059,0.5779538,0.2727738,0.0016682893,0.46048874
-0.26314655,-0.009092785,0.85724837,0.39344713,0.7025048,0.6896761,0.5464554,0.47685373,0.06643429,0.37495548,0.45376176,0.1768635,0.22232257
-0.27563635,-0.021442391,0.8874139,0.43447322,0.7427951,0.6433625,0.5005656,0.5018496,0.008931316,0.42998743,0.38142478,0.117656596,0.30159816
-0.33912545,-0.038529515,1.0045714,0.4248608,0.73636115,0.45622966,0.29702133,0.30800742,-0.2187202,0.4901879,0.3967045,0.011511251,0.37866905
-0.3654465,-0.042103946,1.115546,0.47891495,0.77628404,0.500139,0.31081623,0.2592542,-0.3190676,0.523317,0.44212812,0.03093233,0.40263516
-0.22675128,0.009576224,0.81931067,0.51365155,0.7637888,0.6598632,0.52827716,0.5215351,0.022382919,0.4779355,0.27964523,0.09988989,0.313246
-0.38362396,0.016468186,1.1796811,0.65483165,0.92182344,0.71636677,0.49331748,0.67247534,-0.09098092,0.68143225,0.39275306,-0.07332146,0.551182
-0.28533348,0.0006626919,0.91891664,0.4699509,0.74724066,0.6649958,0.47633737,0.5843966,-0.00768933,0.5027934,0.36577982,0.05382349,0.37091768
-0.2874093,-0.038932122,0.8955903,0.41456968,0.7532871,0.6660016,0.4951126,0.47955155,0.0043502916,0.43556753,0.3945219,0.12249534,0.28804985
-0.1389775,0.12597784,0.79606104,0.4555049,0.66118586,0.73918027,0.51213807,0.71543485,0.21665598,0.41250938,0.4166224,0.1397878,0.32013026
-0.27550438,-0.03450647,0.89473116,0.4112719,0.7346126,0.6937141,0.5404232,0.46499896,0.017140511,0.4062073,0.41831964,0.15903385,0.25102198
-0.34840375,-0.020172052,0.97502875,0.4625418,0.8022039,0.5897478,0.39540383,0.5503924,-0.060391344,0.56645715,0.3541581,-0.018227518,0.43124744
-0.2794897,-0.009520948,0.85212654,0.4320466,0.7494982,0.5882008,0.44396368,0.45564103,-0.02894165,0.43946436,0.34939957,0.09181438,0.3038547
-0.004134856,0.2897647,0.7495226,0.5838659,0.6899853,0.82046396,0.5633738,0.9703312,0.38180992,0.50536907,0.42971802,0.19014704,0.3894811
0.07135298,0.4980005,0.7750288,0.83199304,0.7385804,0.96924096,0.47512957,1.406754,0.4738072,0.8013324,0.40968257,0.1226829,0.7519655
-0.20395374,0.013807103,0.73296887,0.43968305,0.7094685,0.61984825,0.50569606,0.48842263,0.050975468,0.43026823,0.2702461,0.12934348,0.2608049
-0.29228926,-0.021961167,0.92447937,0.39297938,0.7199774,0.6348459,0.41382182,0.42259556,-0.059155613,0.43449494,0.42031753,0.102343775,0.30216563
-0.12498526,0.22011307,0.73418987,0.6056884,0.707782,0.6888133,0.36412644,0.8997496,0.14731203,0.66482645,0.26006645,0.013016477,0.54157275
-0.2254386,0.04695701,0.8178483,0.5275767,0.75474244,0.657093,0.39727038,0.6655266,0.013813832,0.6164631,0.2410601,-0.008292198,0.4310977
-0.26230627,0.0003395751,0.80090475,0.5027541,0.78090566,0.63172007,0.45591363,0.51531845,-0.030970048,0.5303479,0.2709614,0.088637434,0.34182328
-0.296278,-0.01296119,0.945355,0.49164978,0.7804782,0.63043875,0.48007748,0.5302552,-0.0154659925,0.4867105,0.38403273,0.051219717,0.35455814
0.12446805,0.54479194,0.76994735,0.8287689,0.7346135,0.920561,0.45082116,1.3658711,0.47134656,0.77029437,0.40396225,0.15812302,0.7335512
0.026252888,0.36894214,0.7839382,0.7139297,0.6522223,0.758014,0.3193953,1.0332966,0.23860346,0.73674095,0.32776904,0.071867496,0.66329974
-0.2708466,-0.017620705,0.94301295,0.4591396,0.74205065,0.7016524,0.53352505,0.47910976,-0.008354654,0.4447783,0.41083163,0.122370206,0.29717976
-0.39105523,-0.057778828,1.1288705,0.5126904,0.87564224,0.7190958,0.49218008,0.5497224,-0.07429628,0.58034384,0.46452653,0.027696587,0.42815992
-0.052907825,0.32454014,0.8489714,0.65547335,0.6561167,0.607575,0.20428696,0.894847,0.11510186,0.7079125,0.3645097,0.036483467,0.6863597
-0.35634246,-0.07481057,0.9719345,0.41390383,0.7124153,0.44101888,0.26799643,0.23358455,-0.28609753,0.49694481,0.36719668,0.041370284,0.36216012
-0.16941296,0.056787826,0.84688956,0.45594466,0.708277,0.74261177,0.6045391,0.5445227,0.140399,0.35069388,0.41587996,0.19616884,0.23479782
-0.42470384,-0.080368556,0.9639233,0.53813934,0.8939016,0.69201595,0.49660563,0.54357964,-0.107568875,0.65290624,0.3545959,0.07349028,0.4048205
-0.42967823,-0.00995829,1.0992402,0.51654977,0.837159,0.34755835,0.11970473,0.27280462,-0.43445122,0.6975521,0.35097408,-0.12547319,0.56285006
-0.2608832,0.10940567,0.9166929,0.49933136,0.7477853,0.6094833,0.35614455,0.69458413,0.0077525573,0.62763715,0.3169443,-0.06697838,0.4968117
-0.7823575,-0.19228247,1.4881785,0.706182,1.0587034,0.46818787,0.16792968,0.1975096,-0.75344265,0.97677845,0.50695485,-0.12810464,0.73296505
-0.27405754,0.06508887,1.0451543,0.5499855,0.81937885,0.7490322,0.47962835,0.7757529,0.12686564,0.55754966,0.4404366,0.0015830696,0.4641307
-0.27264354,0.031637803,0.9745231,0.49457172,0.77380675,0.684996,0.51464605,0.5991683,0.036859576,0.45596018,0.42468673,0.07790662,0.3599156
-0.19870047,0.15219983,0.85926056,0.49368694,0.67670107,0.48396236,0.23988521,0.637447,0.049133968,0.5158193,0.37041926,-0.028579503,0.48985282
-0.24434446,-0.005549345,0.7788048,0.477093,0.7495595,0.6327839,0.46027693,0.5280033,-0.020350613,0.5211867,0.2592454,0.09163305,0.32598934
-0.30967668,-0.044083424,1.0279762,0.4723469,0.7725972,0.7166458,0.48867506,0.42367792,-0.09599982,0.48252752,0.44210058,0.1243044,0.3180969
-0.22406149,0.061019197,0.8130919,0.44037527,0.7213247,0.67986774,0.4948398,0.6862579,0.14336342,0.4583528,0.3544764,0.09364928,0.31898478
-0.3685386,-0.07268561,1.0043559,0.44632986,0.78519905,0.6498071,0.44861683,0.44868988,-0.12241304,0.53069556,0.4261557,0.06535129,0.358626
-0.772502,-0.054081745,1.9101944,1.0131617,1.2887282,0.44311342,0.08152354,-0.08973311,-1.2015404,1.095609,0.6149476,-0.07690425,0.92219085
-0.23256895,-0.000278119,0.7690667,0.4402275,0.72509795,0.59564507,0.44988617,0.5086306,0.01505036,0.46967822,0.2700386,0.089089066,0.310314
-0.36912373,0.0005528815,1.1450157,0.6432644,0.9088197,0.72393924,0.5299675,0.54856664,-0.12910697,0.62495595,0.40187114,0.020966716,0.4659511
-0.32150906,-0.011488542,1.091762,0.5201297,0.80140954,0.7212481,0.52204984,0.4986754,-0.09573336,0.4876409,0.47477436,0.1070217,0.37452555
-0.24390443,0.06454411,0.8432323,0.4008974,0.63004047,0.25473067,0.05885818,0.07890306,-0.37007406,0.46808866,0.34206885,0.042286582,0.3796696
-0.03639037,0.21963939,0.7932281,0.5739825,0.7191634,0.81352407,0.5754108,0.8602552,0.34893915,0.46317172,0.36760736,0.13695174,0.37214932
-0.16363978,0.11136718,0.80750674,0.45929566,0.6578105,0.7445487,0.50240064,0.7426575,0.19553815,0.45504057,0.41307008,0.11380852,0.3518672
-0.87361133,0.08001453,2.3101618,1.2508162,1.4883473,0.30780733,-0.2846834,-0.26051813,-1.6497763,1.3323717,0.81189996,0.0145334825,1.2021134
-0.16274498,0.16071233,0.8813386,0.6063042,0.7801949,0.7353078,0.46895954,0.8630156,0.19636293,0.5865211,0.32783115,-0.019913346,0.51023895
-0.30795577,0.05426338,0.896674,0.46964508,0.71826994,0.242692,0.056047283,0.043239497,-0.45820498,0.5430288,0.29866356,0.012928925,0.431998
-0.37868226,0.022227606,1.1351683,0.57612216,0.80553293,0.30065683,0.09412111,-0.0009906515,-0.60879403,0.6150185,0.3819335,0.051202904,0.5055224
