rely,cplx,virt,turn,pcap,vexp,tool,sced,loc,MI_loc_data,actual
0.22795592,0.4100481,0.16861731,0.4692803,0.17517781,0.13981187,0.45582503,0.08386694,0.11697478,-0.020572498,-0.018307004
0.2850806,0.43082222,0.25277886,0.59211683,0.14883229,0.1063682,0.46026608,0.04633425,0.081185184,-0.06935556,-0.03146786
0.26577765,0.5086789,0.37076738,0.8365348,0.13978612,0.21041793,0.5883079,0.09617613,0.13695785,-0.11223062,-0.12882659
0.494694,0.81162846,-0.11423053,0.520142,-0.055988174,-0.28058973,0.1532532,-0.034103744,0.42335898,-0.025922745,-0.25369197
0.2249734,0.5213946,-0.0519142,0.31626484,0.010984704,-0.18681028,0.11507903,-0.011105187,0.21652089,0.0110742245,-0.11359812
0.43617076,0.49606556,0.38133097,0.67961514,0.10365118,0.18848759,0.481797,0.012560084,0.078263156,-0.12104375,-0.10715066
0.19310498,0.43348813,0.10436885,0.43578768,0.11540423,0.05300431,0.27963364,0.07899979,0.1705499,-0.027250417,-0.10141662
0.23121323,0.5565141,0.02529294,0.33842164,0.012498926,-0.10573592,0.18316871,0.0026777536,0.17023213,-0.0060303397,-0.07821791
0.3088392,0.4681956,0.29557294,0.67195046,0.112017244,0.11068111,0.47665015,0.03559768,0.09826257,-0.09406581,-0.07078251
0.2677428,0.39400044,0.27533928,0.5926866,0.14914422,0.17661884,0.48070994,0.082465164,0.111939006,-0.060874052,-0.045087878
0.5544763,0.5153093,0.2997641,0.3932429,0.031837218,0.19834426,0.3019911,-0.00011911988,0.13234001,-0.038726464,-0.104660854
0.29923666,0.4664794,0.30122668,0.6774911,0.11671868,0.12616873,0.4362496,0.08465358,0.09973587,-0.111262016,-0.10311256
0.31049776,0.43714577,0.22168644,0.4749661,0.09943688,0.09979183,0.35802597,0.028925207,0.07600796,-0.04927878,-0.04621597
0.18772192,0.4666939,0.09186159,0.4060154,0.10780844,-0.0047682263,0.27211067,0.04486507,0.11468529,-0.023625795,-0.043733876
0.5151493,0.5093821,0.39534006,0.5758742,0.05335791,0.20901278,0.36763906,0.02134836,0.12418257,-0.082250945,-0.15766862
0.42142075,0.5418955,0.30098724,0.7453473,0.062479597,0.08755825,0.5296179,-0.038119942,0.098533064,-0.14830288,-0.13754028
1.0697693,0.8421821,0.71846426,0.8372702,-0.025220592,0.38781083,0.4743658,-0.10163856,0.19182955,-0.17019281,-0.39568037
0.406358,0.5884561,0.38217437,0.9239375,0.095690034,0.14643884,0.63753355,0.0013040528,0.12424546,-0.17571852,-0.15805618
0.30821222,0.49962392,0.16052979,0.4278682,0.022776758,0.018412795,0.24586928,0.018063016,0.13188678,-0.036437757,-0.08636099
0.45731336,0.4792103,0.31285292,0.46230984,0.07591443,0.20817965,0.30626932,0.045584653,0.119210504,-0.021467745,-0.1043548
0.12316694,0.4368958,0.020513423,0.35432953,0.10705651,-0.047757715,0.2305041,0.06686138,0.13453822,-0.019314952,-0.058043282
0.042250622,0.42689192,0.1165495,0.612789,0.14127661,0.046735782,0.35961533,0.17355323,0.14162171,-0.057313815,-0.108565345
0.84840375,0.65469855,0.5165558,0.56460994,-0.00051321834,0.2377623,0.27488318,-0.024138369,0.16314106,-0.060220003,-0.28856555
0.40978163,0.532467,0.38516846,0.7622841,0.07843127,0.17204073,0.5210893,0.01585422,0.11545032,-0.12754309,-0.13601631
0.2579719,0.45429578,0.09453168,0.41034043,0.046554755,0.0076138265,0.26121548,0.055519156,0.15380631,-0.039113067,-0.07812196
1.2012511,0.93205637,0.7020341,0.6526109,-0.0671206,0.4464087,0.37147295,-0.030554853,0.22466998,-0.083039984,-0.4153393
0.55758476,0.53418624,0.35991514,0.5003486,0.05065733,0.19045043,0.3279877,-0.031265527,0.082162574,-0.075855814,-0.132655
0.27401388,0.5285063,0.1247686,0.46818632,0.004777208,-0.072122976,0.25196767,-0.006344773,0.16419668,-0.04092726,-0.13743255
0.77697206,0.6392943,0.40178168,0.4932223,-0.048594188,0.19064724,0.29575652,-0.08600258,0.13620828,-0.07294935,-0.23055112
0.03159327,0.44682395,0.15038809,0.6257176,0.20301501,0.12194346,0.47460166,0.16153906,0.18099941,-0.032798782,-0.075763345
0.18817464,0.478613,0.053721596,0.34377667,0.08909491,-0.0073026754,0.24875957,0.0069096163,0.0892038,-0.0083075315,-0.03144599
0.17458333,0.52650934,-0.07738103,0.27612597,0.042724065,-0.13265005,0.16085151,-0.025817111,0.15864253,0.0030664727,-0.06794195
0.29187393,0.42619354,0.19116351,0.55767405,0.04849711,0.051424477,0.35352775,0.037886485,0.1392923,-0.08247093,-0.117444724
0.3340206,0.42429733,0.16468152,0.38741362,0.056760743,0.044837102,0.31169987,0.028487824,0.11446603,-0.03070806,-0.067306176
0.31745374,0.46076316,0.2763293,0.5275508,0.15760978,0.16285402,0.3988984,0.06904962,0.09089119,-0.025114488,-0.025355805
0.3326481,0.48693684,0.19685191,0.42932576,0.06411445,0.05595109,0.26468274,0.039861966,0.15108603,-0.029791377,-0.11686969
0.24175747,0.56483215,0.05605717,0.37870502,0.02654618,-0.10189181,0.1634618,-0.00262478,0.16788265,-0.02144016,-0.11578472
1.2807281,0.98829305,0.59061885,0.6858852,-0.09963778,0.2308189,0.30976495,-0.14254394,0.2749496,-0.11077819,-0.4611444
0.3967275,0.4635005,0.2800328,0.6173,0.052215673,0.0805992,0.4354765,-0.011242226,0.08775879,-0.09146681,-0.09351371
0.076180644,0.43094945,0.059034444,0.42709023,0.21789084,0.118410744,0.37588874,0.12765515,0.15385485,0.0032402612,-0.03091475
0.642197,0.60663104,0.408611,0.529345,0.030251382,0.22414371,0.33644098,-0.078752704,0.10245682,-0.05873561,-0.15992723
0.21093014,0.44844806,0.1694941,0.5050216,0.23280469,0.16311589,0.45438704,0.10639363,0.11044478,-0.005311422,-0.005045425
0.51107186,0.6263455,0.18869239,0.3968892,-0.033154678,0.019866992,0.19457331,-0.021913752,0.17715183,-0.028803736,-0.14669521
0.22532439,0.45488125,0.25370154,0.63039607,0.14286545,0.1085363,0.47903523,0.07333206,0.12236047,-0.05649072,-0.041185778
0.68809843,0.5857918,0.31063482,0.3815921,-0.035607327,0.15965074,0.23555186,-0.085167505,0.16159864,-0.050859377,-0.18673204
0.5386622,0.58650815,0.29543993,0.5692245,-0.0014198162,0.096466586,0.34930554,-0.089404725,0.10362035,-0.110927545,-0.19606072
0.059903968,0.37144342,0.04951219,0.46941698,0.16966057,0.09019268,0.32308334,0.12324649,0.1699855,-0.005712621,-0.06768526
0.15945831,0.45111462,0.21129557,0.6327593,0.12276609,0.09291629,0.4092668,0.1329662,0.12411632,-0.07029087,-0.09275788
0.066170454,0.39241436,0.12734832,0.54779583,0.18692276,0.112292,0.43464583,0.15993327,0.1472782,-0.026831172,-0.0524284
0.11188327,0.48519856,0.0013331473,0.35825115,0.068781175,-0.09214606,0.20003672,0.05524867,0.16351518,-0.006787099,-0.081128806
0.106709115,0.3870711,0.14082748,0.53587997,0.13575749,0.10207989,0.37628904,0.14920098,0.13854064,-0.045448706,-0.09002234
0.53410614,0.63316447,0.37978935,0.86135364,0.030835075,0.1274628,0.5655198,-0.079000585,0.11718345,-0.18788117,-0.2071875
0.35015804,0.48489898,0.32819664,0.74650437,0.11179602,0.122075446,0.5419543,0.021368254,0.09201355,-0.1231784,-0.08892438
0.56786567,0.5491181,0.32040656,0.41435903,0.028670717,0.17027485,0.2434437,-0.00064118207,0.12434591,-0.04392922,-0.15325603
0.2936964,0.43420225,0.25303027,0.62247837,0.13848,0.084608465,0.47506678,0.038793046,0.079824686,-0.084724754,-0.041198757
0.67041236,0.63620144,0.44672862,0.64131755,0.0009281039,0.20048723,0.39071697,-0.070765786,0.14197387,-0.11949933,-0.23950803
0.30350912,0.4676701,0.26792908,0.65573484,0.09114717,0.10348196,0.40505356,0.07256662,0.14797457,-0.10149958,-0.12255213
0.2684592,0.44150594,0.22036223,0.5476705,0.14116058,0.092222504,0.41874388,0.045240358,0.08646814,-0.054581992,-0.028056499
0.2874634,0.45180243,0.35078296,0.672663,0.15681529,0.22532165,0.48152635,0.104430944,0.10959962,-0.100104,-0.097316444
0.27944708,0.41902396,0.17197275,0.43538946,0.112988845,0.081312805,0.36890757,0.05888537,0.10775862,-0.03041976,-0.051117297
0.025343373,0.45426312,0.1415346,0.6523054,0.12878175,0.07440478,0.37787396,0.21398813,0.1799269,-0.0437387,-0.12677075
0.41288978,0.56773055,0.13483006,0.4459532,-0.037423935,-0.040249787,0.23268372,0.0005533397,0.23175043,-0.041213594,-0.14063711
0.57462436,0.5962165,0.5171281,0.867955,0.096901074,0.26318297,0.5744138,0.025553335,0.18584688,-0.14024645,-0.22185817
0.33432806,0.44792792,0.29075295,0.65391946,0.120548785,0.10915744,0.47141019,0.03983309,0.08372935,-0.094139524,-0.06508176
0.24978086,0.39133796,0.11273947,0.36544067,0.05668858,-0.0399824,0.22265112,0.029556539,0.12127663,0.0036335215,-0.074209005
0.48297936,0.50588644,0.36641744,0.64440745,0.073046245,0.15499839,0.42018205,0.004068665,0.09948994,-0.10539096,-0.13969931
0.25434655,0.57448006,-0.08378643,0.32026225,0.008065321,-0.2052117,0.12737733,-0.01201582,0.2535614,0.009853577,-0.11042455
0.57113796,0.5386593,0.3078544,0.40161848,0.0030014403,0.15190306,0.2538752,-0.048908718,0.11585892,-0.053750694,-0.16580714
0.8613047,0.7412399,0.48318204,0.6918503,-0.074045524,0.25268513,0.4458465,-0.14195839,0.17712887,-0.12213578,-0.2721641
0.6316737,0.5650289,0.41734388,0.5205863,0.010910984,0.17980143,0.29550985,-0.03996271,0.10659036,-0.0859335,-0.19808522
0.10331977,0.43312174,0.18715498,0.6589513,0.18256934,0.11959365,0.5059908,0.13781096,0.17662525,-0.04568606,-0.07289976
0.41965318,0.5060139,0.28158367,0.5272732,0.025646755,0.09820548,0.32757753,-0.029505216,0.1155507,-0.088144414,-0.13117345
0.74882704,0.66804236,0.3733552,0.4943115,-0.029987585,0.18140724,0.2794008,-0.104269184,0.13227554,-0.082899086,-0.2147007
0.23090647,0.43901306,0.16197723,0.43870288,0.18058243,0.11145764,0.4134033,0.08287502,0.103378996,-0.01067844,0.0024561696
0.32897747,0.4496214,0.21451895,0.5179237,0.09256573,0.085035846,0.36859593,0.011858553,0.087291315,-0.06579728,-0.071318
0.3990417,0.4627955,0.28413782,0.48602122,0.06674858,0.09034757,0.2773194,0.045659788,0.10468392,-0.047751762,-0.11174671
0.21750571,0.4474849,0.14043726,0.43181002,0.15142474,0.13665342,0.3521283,0.068801545,0.11668309,-0.015032034,-0.06380978
0.22834271,0.5336837,0.21767929,0.6196889,0.07007787,0.04692426,0.39790827,0.0346127,0.14047025,-0.074462466,-0.09772737
0.074264646,0.45651382,-0.19290203,0.23818058,0.12331836,-0.05017346,0.22884619,0.047025677,0.23842491,0.032067463,-0.02788512
0.57678056,0.5702479,0.33399338,0.56103486,0.018925872,0.16148582,0.37653762,-0.07325127,0.112236254,-0.08892261,-0.1511706
0.27589238,0.47673205,0.16538234,0.43108422,0.046894073,0.0082046315,0.2618078,0.031751357,0.12912521,-0.032675512,-0.08670071
0.389387,0.46271858,0.22805087,0.5217568,0.011101272,0.011131272,0.29827446,-0.013441697,0.11298956,-0.08222767,-0.15067458
0.22248812,0.4510048,0.2309853,0.5418924,0.11982921,0.11716794,0.35054043,0.115180776,0.11461803,-0.04030419,-0.06638779
0.29630238,0.46102878,0.23933567,0.5202811,0.22089688,0.17612338,0.44962358,0.10045847,0.09326949,-0.011881106,-0.009253543
0.6415435,0.5738686,0.4094751,0.49422848,0.05667249,0.2650583,0.33339784,0.006434314,0.10466712,-0.056444287,-0.13116267
0.16810058,0.54560286,0.09237012,0.5168396,0.032478657,-0.071769044,0.31557253,0.006551817,0.16123836,-0.046118654,-0.08191018
0.044493414,0.46988732,-0.099881634,0.2533383,0.08902419,-0.078237645,0.18544763,0.03985378,0.18559147,0.032413136,-0.040829893
0.34559005,0.44553566,0.24364825,0.51550597,0.029647129,0.08014648,0.24510518,0.083513945,0.1619433,-0.06700674,-0.17643811
0.33251113,0.45207718,0.30311185,0.63168055,0.10748403,0.11806414,0.43830824,0.04655859,0.08092959,-0.097581275,-0.081938684
0.257787,0.5463185,0.035192702,0.41988534,-0.0016198531,-0.17688084,0.1409431,0.039502192,0.21194026,-0.03152088,-0.16828015
0.11397107,0.4117309,-0.0497351,0.40134114,0.09433824,-0.04420539,0.2758487,0.061875004,0.17303206,-0.013537463,-0.035536867
0.5600235,0.59545857,0.3414475,0.62756306,0.04389384,0.15421122,0.43661633,-0.08806137,0.0927514,-0.10570633,-0.16748415
0.19169234,0.38951692,0.09596405,0.4433052,0.090021856,-0.024902552,0.30939746,0.042215016,0.1165432,-0.04016602,-0.047121
0.60214126,0.5648581,0.23845084,0.442495,-0.037946615,0.10443157,0.24498385,-0.010870263,0.22159386,-0.05327318,-0.1780869
0.22029684,0.42903075,0.24465922,0.6604438,0.15200618,0.1091177,0.47879815,0.08601983,0.12031113,-0.091051586,-0.06809686
0.5954047,0.666053,0.39729413,0.89997923,0.017923895,0.17989668,0.5953738,-0.073785566,0.14950305,-0.20656297,-0.23894703
0.1508139,0.4489418,0.10158907,0.5456313,0.09789966,-0.0053085424,0.25878233,0.13636374,0.19650035,-0.06465019,-0.1484808
0.35556924,0.49224892,0.3212719,0.7641487,0.09737252,0.122210175,0.5262714,0.037720673,0.114327416,-0.14015323,-0.12236574
0.1112295,0.39885122,0.16809809,0.57945263,0.15687314,0.101469874,0.39820203,0.14005893,0.14513095,-0.043303996,-0.06110226
0.45191032,0.56189257,0.35772344,0.7503939,0.028459191,0.163368,0.46333337,0.021556493,0.14145659,-0.12901175,-0.16257618
0.21329421,0.44683087,0.19796002,0.53783965,0.18549776,0.11334971,0.40441698,0.12074493,0.09756439,-0.029902317,-0.035211597
0.62553495,0.5864489,0.40309244,0.57153314,0.0126032345,0.21016383,0.3680556,-0.07139418,0.11731686,-0.08247432,-0.18154517
0.10814495,0.40876657,0.1072818,0.4749657,0.23501974,0.1355359,0.40993193,0.15071589,0.1302526,-0.009511955,-0.031848487
0.30556756,0.43077707,0.22713669,0.47282195,0.1347392,0.16153939,0.39448196,0.08020069,0.12682831,-0.02774959,-0.061391797
0.37796897,0.589063,0.3669884,0.9879057,0.09807978,0.13868365,0.6694866,0.03011224,0.1541129,-0.18636191,-0.18524241
0.43684572,0.46587738,0.21234399,0.3702808,0.00917897,0.06816417,0.23322633,0.0030961037,0.11668571,-0.030382149,-0.08935484
0.114243865,0.4705396,-0.016110197,0.30668133,0.070988156,-0.09045907,0.21747078,0.036754303,0.15189245,-0.0021980181,-0.048921328
0.3666278,0.5436928,0.35719764,0.7547896,0.08631323,0.15146005,0.46746215,0.06829712,0.13715094,-0.122473694,-0.16796933
0.57336295,0.6216373,0.47626188,0.8480962,0.07823379,0.26351494,0.57386935,-0.031688742,0.122949876,-0.17904827,-0.19926548
0.18457724,0.51998174,0.03564793,0.35801464,0.035881083,-0.09556391,0.20958722,0.018865619,0.14227004,-0.013845637,-0.064875364
0.7778459,0.66710615,0.44448614,0.517717,0.018256938,0.28026697,0.34599024,-0.07873223,0.11626519,-0.06741008,-0.19263397
0.21286526,0.39364806,0.13262981,0.40570456,0.15477589,0.15704758,0.36795968,0.107836425,0.14832483,-0.0072741657,-0.059591155
0.15855843,0.417148,0.15861222,0.58572894,0.17104028,0.06666139,0.4535087,0.0998784,0.12960972,-0.064379506,-0.05445141
0.061563246,0.4034029,0.1188318,0.53813607,0.2448092,0.18967539,0.45312452,0.21065629,0.19813536,-0.013186265,-0.06618807
0.66907746,0.61254984,0.4843387,0.6835306,0.043444205,0.2831645,0.45643166,-0.053106956,0.10834939,-0.13199267,-0.17711744
0.18347569,0.53140324,0.043203194,0.3909722,0.029043764,-0.12402815,0.18916261,0.04666385,0.15843482,-0.03170692,-0.10604161
0.09301503,0.43455213,0.08468202,0.4603985,0.22256987,0.10456096,0.3762247,0.13703108,0.14630775,-0.00268884,-0.033114474
0.19937928,0.46677503,0.24121112,0.64078134,0.12647104,0.12060807,0.36433986,0.15922314,0.12637356,-0.07286304,-0.14112592
0.22145827,0.48078898,0.2312806,0.67547154,0.11220229,0.043078694,0.47871092,0.052150276,0.12381997,-0.08427921,-0.065895304
0.2937758,0.47367784,0.17844221,0.409764,0.08718792,0.06165208,0.26181588,0.026189331,0.10181448,-0.011785734,-0.049125258
0.3655725,0.45899662,0.32204545,0.5062027,0.15219662,0.20369273,0.38292894,0.076611415,0.087328106,-0.01215215,-0.0377195
0.122948304,0.4177488,0.11622046,0.4903041,0.2526519,0.16996661,0.46691853,0.14054024,0.1368224,-0.001407478,-0.014340941
0.29855752,0.44280532,0.2667862,0.61370724,0.098896384,0.097013816,0.3693335,0.08622514,0.10398466,-0.08917395,-0.10240176
0.17956652,0.45576403,0.022933867,0.3248068,0.058766853,-0.055638753,0.23019639,0.030692983,0.13526681,-0.009900443,-0.05209356
0.2897118,0.50116295,0.2272601,0.7029644,0.067432,0.02882541,0.47817132,0.0134095065,0.10966,-0.12067383,-0.09400214
0.16111757,0.47439128,0.20655717,0.6350626,0.117538035,0.07103185,0.39074573,0.12650743,0.1275267,-0.080476165,-0.09723911
0.9329257,0.72335225,0.51956,0.5443267,-0.036269587,0.2764175,0.2824011,-0.09358489,0.13337319,-0.08032451,-0.27701187
0.16134986,0.4294008,0.032692466,0.35799986,0.099858716,-0.042552613,0.31272715,0.024184242,0.12413056,-0.013650484,-0.025544759
0.28117886,0.4780869,0.25890982,0.7128989,0.10846014,0.06650743,0.50364614,0.036228176,0.105879664,-0.112209,-0.082488954
0.18803279,0.40704402,0.13927422,0.4449311,0.18771487,0.17231652,0.41183275,0.13319865,0.15431607,-0.011554517,-0.056680936
0.29402924,0.43497702,0.2671135,0.62816674,0.14697467,0.10270901,0.48462057,0.04553598,0.08393531,-0.07798148,-0.036978427
0.18686594,0.45856103,0.15669292,0.46405464,0.15185769,0.07393495,0.3691737,0.08566843,0.12190412,-0.004851803,-0.008331787
0.15437697,0.4419046,0.096567094,0.4308567,0.1398059,0.04142983,0.32469776,0.062143907,0.11338382,-0.025584068,-0.02435283
0.4190029,0.50478864,0.18767849,0.3687572,0.017650666,0.059183355,0.1983088,-0.029057547,0.10578953,-0.034627475,-0.1073716
0.40700054,0.49194178,0.1672129,0.39485055,0.011512399,0.00014027208,0.19154875,0.002297677,0.12810712,-0.034821987,-0.12563217
0.49781358,0.5398725,0.30264205,0.4530819,0.011479229,0.13512391,0.26272497,-0.020502985,0.10894746,-0.039254762,-0.12295166
0.31664604,0.4561708,0.23406121,0.48360312,0.15216883,0.14941666,0.37942022,0.054762002,0.08535468,-0.03599698,-0.048131388
0.52956235,0.55911887,0.4588187,0.7283183,0.079402566,0.257179,0.46635014,0.035959005,0.12936594,-0.12089268,-0.1497238
0.30982167,0.46480495,0.05580983,0.2913101,-0.006531317,-0.056435086,0.18826406,-0.014088847,0.1470759,-0.015834041,-0.062034424
0.35139847,0.519526,0.20743632,0.4525926,0.017199498,0.03308159,0.24821612,-0.0058534443,0.12088436,-0.049839176,-0.112758294
0.34856784,0.4506591,0.32034808,0.6196849,0.116664305,0.14235027,0.45482925,0.04847712,0.09764798,-0.0895044,-0.08183828
0.22929086,0.5140429,0.25455046,0.72099704,0.10920255,0.08799596,0.4932367,0.053303793,0.13690422,-0.091045775,-0.07909162
0.39379662,0.45551294,0.2123676,0.39842469,0.05132495,0.06600638,0.25561166,-0.0035338849,0.12116926,-0.03332915,-0.098961234
0.19416988,0.52245855,0.05953595,0.3843385,0.02554436,-0.08354748,0.19619754,0.04291948,0.15391654,-0.027801514,-0.09668186
-0.0004151091,0.38714328,0.09199722,0.5448758,0.23396543,0.16045412,0.4524955,0.22627038,0.18699877,-0.017095484,-0.08470516
0.6661648,0.63295805,0.35535327,0.5635438,-0.028455678,0.1251261,0.3256445,-0.12126785,0.12475569,-0.10069413,-0.23209292
0.19666761,0.4226305,0.17744532,0.5595674,0.123510316,0.035820313,0.38844392,0.07386955,0.096689984,-0.06520028,-0.044091437
0.25938833,0.45112368,0.33064115,0.73174316,0.13618311,0.18214977,0.51487035,0.096719965,0.11486916,-0.10813115,-0.103577584
0.04942169,0.42822102,0.07242632,0.47946942,0.266591,0.19417638,0.41638342,0.20432758,0.16789597,0.00076086074,-0.06513235
0.21902439,0.41714555,0.22402407,0.666613,0.13592692,0.067742854,0.45146775,0.082619295,0.11049449,-0.092521705,-0.07280266
0.101854876,0.4178225,0.08907509,0.46835238,0.25189516,0.15984255,0.43877,0.14620453,0.14495571,0.0018948428,-0.021336194
0.22707306,0.42166063,0.19303605,0.52820396,0.1422509,0.07082729,0.41919965,0.071533754,0.111994945,-0.053274803,-0.042217363
0.54069877,0.6350258,0.21255878,0.46314454,0.0463659,0.01578321,0.20563312,-0.030806221,0.1993536,-0.034967534,-0.1996069
0.23693532,0.43189195,0.17101322,0.51838446,0.16519846,0.074150264,0.42742896,0.05539928,0.090373464,-0.045764476,-0.018396843
0.10639395,0.43653992,0.10070168,0.48891836,0.1378545,0.03649533,0.2968261,0.1284028,0.14370643,-0.03724929,-0.07078825
0.9648647,0.77860534,0.4975932,0.5998716,-0.08879623,0.21799314,0.32512414,-0.17873266,0.15801449,-0.10366387,-0.31542408
0.11750518,0.44321293,0.18415251,0.7248061,0.14353219,0.06258194,0.46519977,0.12775445,0.1537137,-0.0977023,-0.11406168
0.44670266,0.47963035,0.2772404,0.4396124,0.06841076,0.14323464,0.33593228,0.0015406758,0.0849279,-0.036899842,-0.07373649
0.16104186,0.36583796,0.10501447,0.4273743,0.1510443,0.07390371,0.33806178,0.11608133,0.14208774,-0.023173735,-0.055841293
0.67628336,0.6847789,0.42576,0.7727616,0.009234041,0.20012304,0.5016281,-0.10879619,0.13214591,-0.17301857,-0.24659812
0.21333398,0.44175398,0.18491308,0.5214531,0.21317768,0.14221907,0.4392041,0.10970344,0.10187791,-0.017099202,-0.011278275
0.14611796,0.4057705,0.16091856,0.5096163,0.23481695,0.19263023,0.43819708,0.15296596,0.16798124,-0.0097294,-0.028103594
0.051347595,0.41724145,0.054431424,0.46496075,0.25157076,0.14511125,0.4203382,0.19486667,0.18990435,-0.0013409182,-0.055181462
0.671033,0.5923405,0.37778467,0.51491004,-0.017010886,0.18761948,0.33914432,-0.07670004,0.12488281,-0.082820944,-0.18439718
0.13805753,0.44501862,0.004235901,0.31962997,0.13959661,0.028158108,0.30000782,0.03404394,0.120290734,0.000615716,-0.01644681
0.3507719,0.43436623,0.22777382,0.4327712,0.08570261,0.08305455,0.28960198,0.045777075,0.10967471,-0.030571148,-0.08121383
0.2136984,0.4295498,0.21309032,0.55713195,0.13798168,0.09791902,0.38126838,0.10973919,0.09935845,-0.049783282,-0.05759718
1.0565982,0.8078843,0.67771566,0.78704137,-0.042023588,0.35311684,0.46829802,-0.12255146,0.18844026,-0.11983401,-0.37314832
0.4366786,0.6341747,0.1411143,0.48718375,-0.03753982,-0.0526874,0.23563695,-0.07384124,0.1699644,-0.056675687,-0.1607129
0.54812354,0.5331881,0.34260988,0.419223,0.057304207,0.2555889,0.3061895,0.02407185,0.14319625,-0.050781675,-0.1606278
0.29712522,0.4652824,0.26245344,0.670072,0.112568125,0.06804785,0.48187116,0.025161091,0.096122,-0.09428813,-0.059442367
0.13398567,0.43750826,-0.028656311,0.27674097,0.06024034,-0.09963433,0.21002752,0.01388346,0.14674456,0.005134495,-0.028517064
0.3023541,0.43457162,0.29309326,0.5693654,0.13424917,0.15886642,0.3966009,0.11282172,0.09884091,-0.051593103,-0.06753732
0.54209965,0.48938233,0.29570436,0.41230047,0.04894118,0.12725188,0.27791977,0.013944868,0.13338445,-0.026614517,-0.121038735
0.29057688,0.43608588,0.2512598,0.6025954,0.15755665,0.10474308,0.4760571,0.047636326,0.078808375,-0.07047105,-0.029925253
0.2562117,0.4552972,0.20433798,0.48094434,0.080505975,0.065010965,0.31578147,0.040648658,0.11185992,-0.027092539,-0.045744162
0.51197386,0.5110074,0.39251342,0.55588996,0.08964504,0.23100197,0.38195646,0.0070596337,0.09062784,-0.0731914,-0.10774608
0.3680014,0.4947007,0.33907768,0.7606829,0.110858634,0.13211031,0.54649425,0.021264799,0.091694124,-0.12963602,-0.09592301
0.20966628,0.43557945,0.01869645,0.34713128,0.087040104,-0.0051280074,0.20631728,0.06959898,0.218461,0.0037418492,-0.10102855
0.014712116,0.41065213,0.095857136,0.6144535,0.19241448,0.070138484,0.3915452,0.18688789,0.16809183,-0.053613238,-0.115206376
0.25910205,0.43815762,0.24000989,0.5635489,0.15189101,0.12627515,0.38911662,0.10717876,0.095535465,-0.049672447,-0.063051075
0.16234288,0.48718655,0.17791268,0.63556415,0.088942036,0.024231141,0.40687525,0.07736853,0.13635114,-0.08780772,-0.0813681
0.1286246,0.4350308,-0.041044742,0.3104444,0.11294614,-0.028391197,0.21405697,0.05225324,0.16718856,0.02014967,-0.054302018
0.26853195,0.44754693,0.19785681,0.4310302,0.097711995,0.12037676,0.3188499,0.04897025,0.09495012,-0.023740366,-0.04365736
0.76071787,0.60384095,0.4776611,0.5244904,-0.027765054,0.23556119,0.30656016,-0.05033373,0.11900445,-0.07154337,-0.23669508
0.43700683,0.4639855,0.42882997,0.64921546,0.14129455,0.25400886,0.46140096,0.0639395,0.10205034,-0.08042856,-0.08613399
0.7834463,0.6957361,0.5066305,0.7013665,-0.023447994,0.2586215,0.42952755,-0.1261242,0.13754117,-0.13644317,-0.2675789
0.42249858,0.4584206,0.2827152,0.4721303,0.08935493,0.13239051,0.3348244,0.044168763,0.09095506,-0.039619654,-0.06191544
0.071974054,0.41888866,0.07759321,0.47329092,0.21823151,0.10710556,0.38567153,0.15083873,0.13993193,-0.011464916,-0.043970827
0.25907522,0.42763862,0.15074426,0.42745858,0.10713503,0.06495116,0.36170268,0.05451963,0.12857045,-0.02312905,-0.05229601
0.14651291,0.49623698,0.04515512,0.36818266,0.041273452,-0.08509419,0.21572801,0.030195132,0.15133701,0.0005294755,-0.08587374
0.37280786,0.45602295,0.2769108,0.50560623,0.13936281,0.13193849,0.3640383,0.0885949,0.09771232,-0.034302823,-0.07890214
0.16764385,0.42811808,0.10543462,0.48205328,0.23081177,0.11443167,0.40675285,0.12843043,0.14534904,-0.0053452924,-0.010309283
0.155413,0.4574943,0.01893387,0.31593293,0.08801203,-0.02196978,0.23415604,0.016309556,0.113076136,-0.0007655397,-0.033171948
0.7519838,0.637206,0.48280525,0.48157763,0.04571732,0.30848843,0.30556017,-0.020681597,0.11128305,-0.049365677,-0.1780887
0.23819944,0.4461819,0.14865908,0.44102913,0.14548855,0.046020214,0.32382292,0.05495031,0.0937892,-0.013287324,-0.027662333
0.23424569,0.49264896,0.23178306,0.6988583,0.09198256,0.024492038,0.4551297,0.05758362,0.11584259,-0.11611576,-0.09197782
0.23130377,0.41370377,0.17982692,0.5409398,0.13771784,0.061076082,0.4391769,0.050452247,0.08930043,-0.06685469,-0.03255825
0.21758677,0.4520562,0.10794743,0.42733198,0.049539536,-0.06664624,0.22026257,0.052858345,0.116237506,-0.035731867,-0.09211767
0.35470098,0.46328145,0.3120044,0.6719629,0.10957888,0.11708289,0.4827236,0.030433424,0.08689421,-0.10898865,-0.082704484
0.19825533,0.41866884,0.22365263,0.63353187,0.16280052,0.10221648,0.49732175,0.08264639,0.114664085,-0.074391335,-0.04804614
0.3274783,0.5514604,0.04953105,0.32568204,-0.017660033,-0.07912146,0.17026955,-0.017561756,0.18418762,-0.014462907,-0.08396329
0.41655642,0.45000964,0.2833218,0.51266736,0.058250546,0.105253115,0.363701,0.009085581,0.09585188,-0.07137378,-0.08326794
