har,t03,t07,t10,t12,t15,MI_size_D_t11,effort_D
0.43814504,0.48944736,0.69973046,0.72356904,0.8223207,0.7619517,0.22350603,0.3548654
0.38099197,0.42719933,0.60162145,0.64832383,0.7199189,0.68244046,0.19832312,0.27955952
0.5987819,0.7767723,0.9013119,0.86210567,1.1169195,1.0403123,0.41730458,0.522614
0.58808964,0.53032464,0.99754936,0.8370702,0.93355405,0.81300724,0.45969594,0.47688353
0.4674177,0.5198922,0.649403,0.65258557,0.824584,0.7597704,0.24520877,0.3429026
0.46367306,0.42294416,0.74214184,0.7025742,0.75462407,0.6764773,0.27258417,0.3402259
0.5433187,0.5779538,0.84278876,0.7778883,0.89582235,0.8111277,0.35503682,0.46048874
0.39344713,0.37495548,0.5506835,0.5953251,0.69241744,0.6522935,0.13921097,0.22232257
0.43447322,0.42998743,0.61434764,0.64978987,0.74374396,0.70407027,0.19526115,0.30159816
0.4248608,0.4901879,0.6824609,0.6858954,0.757262,0.6756185,0.20769286,0.37866905
0.47891495,0.523317,0.74562365,0.7192159,0.82283133,0.7325091,0.21404013,0.40263516
0.51365155,0.4779355,0.60940003,0.61404955,0.7631051,0.724109,0.23150775,0.313246
0.65483165,0.68143225,0.9650121,0.87346405,1.1006163,0.99902606,0.4317985,0.551182
0.4699509,0.5027934,0.72456723,0.73160094,0.8632066,0.799068,0.23434314,0.37091768
0.41456968,0.43556753,0.59190494,0.6459067,0.73026466,0.68665785,0.19372989,0.28804985
0.4555049,0.41250938,0.7275255,0.6855811,0.75106657,0.68302065,0.25537956,0.32013026
0.4112719,0.4062073,0.56782836,0.6211059,0.71702844,0.6778682,0.15616547,0.25102198
0.4625418,0.56645715,0.7787338,0.7968258,0.91634595,0.83760256,0.2884221,0.43124744
0.4320466,0.43946436,0.5957563,0.6220439,0.7046174,0.6743602,0.18958406,0.3038547
0.5838659,0.50536907,0.93253946,0.77733845,0.8790539,0.76649237,0.3899729,0.3894811
0.83199304,0.8013324,1.461283,1.158248,1.2975116,1.0854503,0.7885807,0.7519655
0.43968305,0.43026823,0.5539347,0.5770371,0.69782096,0.6547716,0.18268277,0.2608049
0.39297938,0.43449494,0.59832436,0.6415922,0.7310236,0.6453968,0.20396286,0.30216563
0.6056884,0.66482645,1.0008519,0.8813718,1.0220885,0.88835347,0.48928833,0.54157275
0.5275767,0.6164631,0.80825835,0.7770856,0.92455727,0.8580734,0.34724122,0.4310977
0.5027541,0.5303479,0.6519174,0.664645,0.80073,0.75566626,0.25057647,0.34182328
0.49164978,0.4867105,0.6832901,0.679449,0.80497783,0.7476179,0.25842994,0.35455814
0.8287689,0.77029437,1.4467989,1.1347694,1.2308475,1.0248635,0.7675739,0.7335512
0.7139297,0.73674095,1.1960104,1.0029685,1.1369331,0.9781307,0.62483644,0.66329974
0.4591396,0.4447783,0.6221412,0.6547565,0.75150496,0.7149723,0.18691134,0.29717976
0.5126904,0.58034384,0.7925297,0.79455143,0.9312317,0.8544154,0.31456771,0.42815992
0.65547335,0.7079125,1.163959,1.0096617,1.1361171,0.9418485,0.6312518,0.6863597
0.41390383,0.49694481,0.6485239,0.6631621,0.7656864,0.70145005,0.22789988,0.36216012
0.45594466,0.35069388,0.57646865,0.5776665,0.6770847,0.64113784,0.12891462,0.23479782
0.53813934,0.65290624,0.77758974,0.7757463,1.0194026,0.943583,0.35234857,0.4048205
0.51654977,0.6975521,0.93347657,0.9057818,1.0161246,0.8862581,0.36551178,0.56285006
0.49933136,0.62763715,0.91676664,0.8582056,0.90730464,0.844216,0.40024027,0.4968117
0.706182,0.97677845,1.1753472,1.0693419,1.334774,1.2586899,0.62098193,0.73296505
0.5499855,0.55754966,0.91430897,0.84094906,0.98120654,0.8767366,0.40187582,0.4641307
0.49457172,0.45596018,0.7323877,0.7055477,0.8165417,0.75141555,0.24487391,0.3599156
0.49368694,0.5158193,0.84876895,0.8028399,0.8532282,0.7385489,0.42599535,0.48985282
0.477093,0.5211867,0.64179856,0.6646812,0.80964863,0.7599149,0.23296556,0.32598934
0.4723469,0.48252752,0.6424759,0.67558956,0.7881681,0.73396593,0.19755098,0.3180969
0.44037527,0.4583528,0.7077921,0.7038245,0.78168136,0.7366753,0.2641278,0.31898478
0.44632986,0.53069556,0.6947904,0.712278,0.85714424,0.79293996,0.24862075,0.358626
1.0131617,1.095609,1.454833,1.3048552,1.4288207,1.2628603,0.61547816,0.92219085
0.4402275,0.46967822,0.6049335,0.6335977,0.7500077,0.70521176,0.21325395,0.310314
0.6432644,0.62495595,0.8478021,0.7854428,1.0036243,0.9220634,0.35123727,0.4659511
0.5201297,0.4876409,0.7435785,0.7417272,0.87114936,0.817728,0.207329,0.37452555
0.4008974,0.46808866,0.64461136,0.64244384,0.62964976,0.48141605,0.20688221,0.3796696
0.5739825,0.46317172,0.8300783,0.70903367,0.8309103,0.7492193,0.35095468,0.37214932
0.45929566,0.45504057,0.7635354,0.7152116,0.8089685,0.72368187,0.29750037,0.3518672
1.2508162,1.3323717,1.8502387,1.8091649,1.6647357,1.4059883,0.87580085,1.2021134
0.6063042,0.5865211,0.9683277,0.85169417,0.9978031,0.88939375,0.4532997,0.51023895
0.46964508,0.5430288,0.71879953,0.70247483,0.7117722,0.6077687,0.2396456,0.431998
0.57612216,0.6150185,0.81871873,0.83136386,0.822907,0.72184134,0.3019881,0.5055224
0.44098273,0.45184565,0.77806324,0.75063264,0.8297087,0.7693633,0.28257218,0.34656146
0.491378,0.38405424,0.64974254,0.5900702,0.7103589,0.6520904,0.21233311,0.27139446
0.54697907,0.6375263,0.8012464,0.751585,0.9014241,0.80164796,0.32478568,0.45046043
0.40809202,0.3869533,0.5450343,0.5822092,0.6440254,0.6178319,0.14723673,0.27098915
0.71776855,0.6427478,1.1770588,0.94466436,1.0581352,0.90597427,0.6119854,0.5719287
0.8236832,0.94227546,1.2970033,1.2076734,1.254098,1.0841697,0.48714745,0.80969197
0.8741461,1.0372555,1.7793031,1.4452518,1.6314791,1.4076773,0.9591206,0.96087587
0.48516405,0.65332484,0.7881891,0.738964,0.9054298,0.78930265,0.35861397,0.46717033
0.4331185,0.4676518,0.60164666,0.6241839,0.7379753,0.6896994,0.18423438,0.31499666
0.50739545,0.4462888,0.63210535,0.6370105,0.7658019,0.72051543,0.20552999,0.3168619
0.50067234,0.63491195,0.7806486,0.801584,0.95937467,0.8808235,0.30146423,0.4474113
0.49011976,0.50582707,0.7104417,0.7203716,0.8398813,0.7778842,0.25483844,0.36638376
0.5329227,0.5672534,0.9959075,0.9029454,0.9958506,0.8569486,0.44425246,0.49463603
0.5402345,0.4769166,0.8898131,0.7918636,0.8563345,0.74864274,0.38990223,0.41519555
0.4748265,0.5094162,0.7288748,0.694003,0.78861374,0.7300861,0.25756893,0.3607367
0.4388177,0.3776512,0.61704934,0.61048704,0.68707186,0.64896494,0.19245066,0.25800076
0.4981828,0.5767875,0.65851647,0.6521046,0.857069,0.79569006,0.28910494,0.3562417
0.43134746,0.4111094,0.5896356,0.6135966,0.69395155,0.65259176,0.17934544,0.28774703
0.42931062,0.45283693,0.6186329,0.64734334,0.7483731,0.70374566,0.19573967,0.31300667
0.5234538,0.6201789,0.7623768,0.7405112,0.93794066,0.8596668,0.33880675,0.43098447
0.69660294,0.6179889,1.1839168,0.9740654,1.0507491,0.9124619,0.5696935,0.5273995
0.5376363,0.5161096,0.73768115,0.7255043,0.8752493,0.8238666,0.26161662,0.38970974
0.68991977,0.6840752,1.2287662,0.99502444,1.1198719,0.9555504,0.62693477,0.62743163
0.44935375,0.39008975,0.58602726,0.603565,0.70660454,0.67256093,0.14306842,0.25898427
0.7943946,0.8104139,1.4654672,1.195419,1.3203752,1.1099383,0.81604934,0.7925964
0.60007155,0.620758,0.82704735,0.7742317,0.9867074,0.91234404,0.36044636,0.4600182
0.6641647,0.63552725,1.1138421,0.92246634,1.0557253,0.9010874,0.577512,0.57724065
0.45810378,0.4747646,0.72247744,0.70470595,0.81026065,0.7275644,0.23098165,0.37860575
0.5463362,0.5182624,0.92744577,0.8209208,0.9086067,0.8069934,0.40645412,0.44988978
0.54055065,0.5174223,0.60796773,0.5994635,0.7996873,0.7402275,0.24533981,0.3214888
0.4590365,0.49539044,0.7170148,0.6862798,0.82338595,0.7407751,0.26657158,0.35257816
0.42074502,0.43906853,0.5833177,0.6302433,0.7120761,0.6932643,0.18448777,0.29106393
0.48586464,0.6054297,0.70433336,0.7123453,0.9216421,0.84555894,0.32168558,0.34527284
0.5084044,0.66028,0.8532328,0.8038037,0.9744209,0.88619775,0.39454916,0.44303286
0.55013967,0.4895307,0.64212215,0.6154479,0.78269774,0.73094743,0.25973633,0.3336093
0.4009146,0.47648543,0.608436,0.6518451,0.7573994,0.71953297,0.20843506,0.30308813
0.45967892,0.55450326,0.86959034,0.8478972,0.9720898,0.84024775,0.34193158,0.4498877
0.48890582,0.4927664,0.7455965,0.69495624,0.80539614,0.74220544,0.31167987,0.34436154
0.4058093,0.3983295,0.5502399,0.60453016,0.6967952,0.66351175,0.16030842,0.23606572
0.46445382,0.39853466,0.704039,0.6699419,0.7335859,0.6887081,0.22734106,0.30893958
0.46118203,0.33951658,0.5695019,0.5665105,0.66707385,0.6289677,0.12165524,0.22803107
0.7886557,0.91602707,1.1492728,1.0100932,1.3919636,1.2666594,0.56770885,0.66008615
0.40838745,0.43583483,0.5876124,0.6151209,0.7156006,0.6567965,0.19204924,0.28475928
0.4263765,0.4375892,0.6153818,0.618986,0.72313887,0.6583161,0.2317915,0.27821583
0.5244086,0.6428196,0.7581417,0.76391995,0.9509905,0.8902713,0.33395275,0.4154996
0.6910551,0.7573906,1.059661,0.9992593,1.0828125,0.95422614,0.38050213,0.6180616
0.45932776,0.39261252,0.68900985,0.65831906,0.7196377,0.6460854,0.24486402,0.32383618
0.43687606,0.41098148,0.6481145,0.6631976,0.7570635,0.7196733,0.17594855,0.28027606
0.41641247,0.4326169,0.55131793,0.58133036,0.6577902,0.62261236,0.17309465,0.28760284
0.46262833,0.5341667,0.67947656,0.67308474,0.8023602,0.72854793,0.26380977,0.3859382
0.661725,0.7108299,0.8578969,0.77679425,1.0839449,0.9872328,0.40851244,0.5036747
0.36867824,0.40530166,0.5993579,0.6326249,0.68564,0.60215855,0.19955936,0.3078879
0.43415752,0.42671415,0.5938099,0.62145907,0.72524434,0.681436,0.16438934,0.29005033
0.5699811,0.7248938,0.8475416,0.8194807,1.0486971,0.97815263,0.37652364,0.48114607
0.54519737,0.61577326,0.8061779,0.7927538,0.98040974,0.91228336,0.332125,0.45569614
0.5258505,0.6552721,0.77729905,0.77091044,0.9803403,0.91032046,0.34788612,0.42633063
0.6100985,0.80763394,1.0645181,1.0277708,1.2616116,1.1270641,0.48433828,0.64091927
0.50173897,0.6539633,0.8170616,0.8053658,0.95728046,0.84888446,0.3026216,0.4938205
0.59760374,0.7972697,1.04213,0.95793265,1.0736109,0.94611835,0.42787945,0.6311978
0.4170801,0.39638752,0.5656535,0.61448276,0.681388,0.65217507,0.14140655,0.2634675
0.43687648,0.40847525,0.69278955,0.67313397,0.7637727,0.72363394,0.21184352,0.29902646
0.4151316,0.49237916,0.6503553,0.6837018,0.76054794,0.7014067,0.2230477,0.3503711
0.49517766,0.53704095,0.6501302,0.65878737,0.8464094,0.7835286,0.26303065,0.34089106
0.4236688,0.5479511,0.6840755,0.6794768,0.8200432,0.7187521,0.24158871,0.38341773
0.41974336,0.4421897,0.63690245,0.67924345,0.76091486,0.715751,0.2042942,0.3103951
0.44726938,0.3867269,0.60283405,0.5844915,0.6974074,0.647998,0.17951033,0.24768473
0.64752394,0.6973508,0.8349236,0.761782,1.0526222,0.96095645,0.39293638,0.47476387
0.43144944,0.41932607,0.62266827,0.6604739,0.73896503,0.70220256,0.1559477,0.29390427
0.46997344,0.46911806,0.6477041,0.6298681,0.7569891,0.6997773,0.2271559,0.33677003
0.40906045,0.39277196,0.5591296,0.61543626,0.70019525,0.6759979,0.14709076,0.24255422
0.6185849,0.74927795,0.9669557,0.9076949,1.1238275,1.0287354,0.42489865,0.5843273
0.4592132,0.4749855,0.6378263,0.6519657,0.7773454,0.73291844,0.19442202,0.32815737
0.56576467,0.68407565,0.8854463,0.83164,0.9935006,0.8927525,0.36199704,0.51956445
0.79318583,0.94808835,1.2952837,1.2235616,1.1844093,1.0271138,0.52791417,0.81778455
0.47173762,0.6322939,0.812774,0.7884812,0.87319064,0.7756699,0.3077796,0.4904898
0.4504985,0.4007055,0.6464752,0.61629003,0.7294486,0.6723301,0.19982152,0.27872434
0.52189714,0.58468693,0.8514511,0.8244081,0.96631545,0.8697033,0.3642593,0.48357704
0.40133333,0.48803616,0.6315587,0.64532495,0.7744221,0.6916055,0.24436426,0.3168257
0.42772087,0.54805046,0.672536,0.6608577,0.8233832,0.748454,0.2871837,0.38970605
0.539091,0.7275247,0.89774835,0.8456001,1.0796115,0.98574185,0.37461847,0.508967
0.4427845,0.41464084,0.53258836,0.5632403,0.7011373,0.65099096,0.16995293,0.23912525
0.43585846,0.3564618,0.64867234,0.6405013,0.7019633,0.6367567,0.18536341,0.27124316
0.5221732,0.57800585,0.72581536,0.73447096,0.883488,0.84369695,0.27191374,0.390016
0.5207594,0.59110016,0.78917295,0.74296457,0.9058344,0.8155126,0.29579931,0.4566359
0.4632351,0.5497181,0.76430935,0.7596839,0.88574636,0.79912895,0.29563046,0.41186014
0.4757749,0.56253856,0.7033326,0.7175927,0.8528777,0.78982353,0.30422613,0.39013654
0.6883001,0.7429828,0.86650264,0.7774949,1.0613229,0.98027647,0.45037133,0.4964851
0.6012771,0.7546033,1.0301056,0.97013235,1.1798397,1.0591364,0.43584365,0.6069827
0.40904877,0.44807363,0.564197,0.5948336,0.6764556,0.6154112,0.16434763,0.29582503
0.49182352,0.62259763,0.71955556,0.71384954,0.9183969,0.8495371,0.32918617,0.40077925
0.6218553,0.57634896,0.81426376,0.7140379,0.9024237,0.8179205,0.3838784,0.40723056
0.40236905,0.33878195,0.48682603,0.5169808,0.6382549,0.5802623,0.11950055,0.18411882
0.49511057,0.5203414,0.82052016,0.78123033,0.9219439,0.8165757,0.29745248,0.41601703
0.4204261,0.56070435,0.6780657,0.67838633,0.82825834,0.76111144,0.26773342,0.372177
0.43220732,0.4146639,0.53065085,0.56963164,0.6904045,0.64678025,0.16204035,0.24761967
0.52351224,0.6263182,0.9630328,0.90417296,1.0443468,0.9311216,0.40189445,0.508244
0.43383098,0.41155055,0.6523912,0.6661858,0.7269416,0.67728317,0.21343982,0.31258723
0.4467497,0.4472426,0.7096181,0.68101996,0.7587427,0.692479,0.28059357,0.33537313
0.49649525,0.50257707,0.8551403,0.72357947,0.8321267,0.7297456,0.36890802,0.4017914
0.54695266,0.68553406,0.88539857,0.87486416,1.037871,0.92574894,0.3616808,0.5249788
0.51536566,0.54794914,0.7294535,0.70561856,0.8468299,0.78009146,0.28212085,0.40111476
0.39991918,0.3787158,0.5506526,0.603134,0.66987187,0.61666495,0.13206819,0.25035894
0.7849202,0.97518706,1.2469275,1.1092496,1.341107,1.1953455,0.556787,0.7472714
0.5194933,0.43694603,0.76817584,0.658307,0.7733934,0.6595696,0.31860623,0.3335195
0.461085,0.43785423,0.5987649,0.62287384,0.7327783,0.68926185,0.18586755,0.2978814
0.67182696,0.61297435,1.0744181,0.8442129,1.0045377,0.8363628,0.56092525,0.5378385
0.43833148,0.40599167,0.56157917,0.5850349,0.69654745,0.65282774,0.16648166,0.2591313
0.42791608,0.4332555,0.54806274,0.56131744,0.6717239,0.62041163,0.1421796,0.28163183
0.4626528,0.5701928,0.66135573,0.6883211,0.8780012,0.80152386,0.291843,0.33723322
0.78049284,0.7643292,0.93573856,0.800917,1.1459545,1.0406259,0.45699358,0.5428933
0.5099185,0.5267476,0.7735029,0.7259572,0.8517446,0.7696487,0.28966773,0.405361
0.48618248,0.45245647,0.61753947,0.63189435,0.75155604,0.70210403,0.21565509,0.3131403
0.5420388,0.47589472,0.8286462,0.7161787,0.84434175,0.70418525,0.37610802,0.3497116
0.44794977,0.48839027,0.59187007,0.60365653,0.7557362,0.67803735,0.20162421,0.2996546
0.54446805,0.61174566,0.8647571,0.78945184,0.93312323,0.851976,0.40959692,0.43446043
0.56100273,0.56788117,0.92075944,0.81028324,0.91535383,0.8459343,0.40946895,0.47514695
0.6559852,0.67193604,1.1139022,0.9367244,1.0721511,0.91335094,0.5969802,0.5530929
0.51280653,0.5438945,0.7411384,0.6969416,0.86732936,0.7777379,0.29421666,0.41809705
0.52147967,0.5101861,0.8577682,0.78025764,0.8786143,0.7787188,0.37524697,0.43028072
0.43841758,0.38615054,0.6134719,0.6136393,0.698471,0.668122,0.17460237,0.26708946
0.55636525,0.50986016,0.9036886,0.79454595,0.8957135,0.78489614,0.40917143,0.45986462
0.38919854,0.36599705,0.58115804,0.57073885,0.67490846,0.59096366,0.17479634,0.28260767
0.5050281,0.6273523,0.7927215,0.7862472,0.9368402,0.87935585,0.33417735,0.4520189
0.84578425,1.0157337,1.3572148,1.2417542,1.3265662,1.1380422,0.6319126,0.8885241
0.6242075,0.7180441,0.9204578,0.861023,1.0677952,0.97296613,0.40548405,0.52525574
0.4754515,0.62530386,0.81168634,0.82116115,0.9867061,0.9137557,0.33514977,0.4241079
0.6552538,0.8115835,1.1753991,1.0533676,1.2568738,1.0988047,0.5945862,0.724348
0.7455621,0.78501356,0.97644603,0.90226424,1.0715957,0.93807876,0.4081753,0.6460143
0.41560438,0.37971514,0.57122684,0.61926985,0.6701626,0.63890576,0.14272436,0.264784
0.41913742,0.4468237,0.6207802,0.6547111,0.7465217,0.6997656,0.18620265,0.31149912
0.8487544,0.98236954,1.6998857,1.3942548,1.5799048,1.3582277,0.9318261,0.9234064
0.4471786,0.49302253,0.64930665,0.6741927,0.7641708,0.7171514,0.24137688,0.35686305
0.45552832,0.5410204,0.74093115,0.76717883,0.90255934,0.83596766,0.24876529,0.37738594
0.44796216,0.37879077,0.59013987,0.60981846,0.70983267,0.6734764,0.14347826,0.26237285
0.643511,0.872154,1.1485333,1.0546142,1.262373,1.143501,0.47865564,0.67786324
0.55535704,0.4976924,0.86552083,0.73559076,0.82504046,0.70983356,0.39891896,0.38921663
0.6292001,0.64688087,1.0136125,0.8488307,1.0151039,0.87018985,0.502323,0.53383046
0.59128636,0.6348653,0.8746086,0.833724,1.0041951,0.91862065,0.40524733,0.49269682
0.40980873,0.4717558,0.6057682,0.63957524,0.7572658,0.7067207,0.22092181,0.3045867
0.44115934,0.52332413,0.7463355,0.7864695,0.8508706,0.8076812,0.26544577,0.3913548
0.66993254,0.662951,0.96623266,0.79474,1.0547011,0.9172692,0.4747265,0.5239532
0.4147633,0.34630948,0.5378618,0.5839454,0.6362911,0.615264,0.11426593,0.23912899
0.46610057,0.5834525,0.7695212,0.7350744,0.80008537,0.6708443,0.31425366,0.4825489
0.5220121,0.5238777,0.78901786,0.72270954,0.8678623,0.78541183,0.32183874,0.4128361
0.46972102,0.6622578,0.8580489,0.8308706,1.0290972,0.944779,0.32829434,0.47038656
0.44644883,0.48429164,0.680978,0.71423554,0.81617856,0.76274955,0.1999334,0.3405271
0.5917231,0.8073565,1.1049137,1.0360945,1.1376945,0.9582649,0.4674213,0.7016004
0.41749385,0.49786356,0.67362654,0.70155036,0.75517744,0.66783804,0.24510315,0.3767732
0.43559858,0.5007142,0.73135537,0.73549235,0.8175144,0.6909263,0.3319392,0.4436124
0.45855463,0.57010305,0.7483934,0.7440735,0.8781713,0.79798305,0.28883505,0.42405903
0.44916576,0.36718088,0.57428867,0.572546,0.67911077,0.6278785,0.15365171,0.23915364
0.540523,0.475694,0.8722708,0.75427026,0.8400631,0.7592889,0.3768448,0.39005658
