time,stor,MI_loc_aexp,MI_loc_stor,MI_aexp_data,actual
0.35943276,0.5055068,-0.10607448,0.16903003,-0.1062994,-0.11406168
0.36227635,0.56535894,-0.17242719,0.21794851,-0.20589826,-0.07373649
0.25130183,0.3357779,-0.08270454,0.12735756,-0.086698666,-0.055841293
0.6405834,1.0388526,-0.3072498,0.38916138,-0.4505005,-0.24659812
0.2498831,0.37294227,-0.04805088,0.10112621,-0.004417792,-0.011278275
0.24574709,0.32223523,-0.03805727,0.10477243,-0.008415882,-0.028103594
0.2252962,0.2353628,-0.043916494,0.117427364,0.015825965,-0.055181462
0.5530669,0.86287075,-0.28708363,0.3738918,-0.40186408,-0.18439718
0.18316355,0.26755396,-0.06724391,0.11783728,-0.060560796,-0.01644681
0.29002583,0.49626842,-0.113362245,0.16955443,-0.1283419,-0.08121383
0.30908138,0.44708785,-0.09188419,0.11933355,-0.070791006,-0.05759718
0.8458923,1.3589853,-0.40868878,0.5401212,-0.60595596,-0.37314832
0.47128573,0.7317301,-0.17096607,0.3180444,-0.31690356,-0.1607129
0.48348042,0.7058404,-0.24973808,0.31530866,-0.31518063,-0.1606278
0.37383795,0.5828999,-0.13209552,0.16058174,-0.11621471,-0.059442367
0.24184485,0.33082348,-0.06625162,0.122869045,-0.10162826,-0.028517064
0.34810072,0.50717014,-0.10215051,0.14002173,-0.103501484,-0.06753732
0.39419705,0.6287709,-0.18937407,0.24795963,-0.23360112,-0.121038735
0.31068185,0.49889717,-0.102001205,0.12922288,-0.06960489,-0.029925253
0.3415601,0.47573167,-0.09967331,0.16104986,-0.12023688,-0.045744162
0.44513452,0.688,-0.19930252,0.23826943,-0.25327843,-0.10774608
0.43819994,0.69598716,-0.1592797,0.19172512,-0.18121602,-0.09592301
0.2725909,0.40282208,-0.13760902,0.18773969,-0.15323326,-0.10102855
0.28302443,0.33792207,-0.06859026,0.14235066,-0.05146093,-0.115206376
0.31803244,0.4598643,-0.087593175,0.12498137,-0.07137729,-0.063051075
0.37911865,0.52703893,-0.11454936,0.16356452,-0.14147471,-0.0813681
0.20912887,0.24885473,-0.071238995,0.120434195,-0.083278805,-0.054302018
0.28723368,0.4353001,-0.09709314,0.15258175,-0.10038062,-0.04365736
0.5729901,0.8758313,-0.28803173,0.3775259,-0.39856893,-0.23669508
0.42021197,0.6440975,-0.16291262,0.18298595,-0.16895266,-0.08613399
0.67572176,1.0857768,-0.34618902,0.435389,-0.49660036,-0.2675789
0.35041785,0.5402656,-0.1583889,0.1851826,-0.14665025,-0.06191544
0.22344847,0.2727236,-0.021463688,0.08774138,0.01565346,-0.043970827
0.285324,0.4099913,-0.09836979,0.15758827,-0.08684602,-0.05229601
0.31744832,0.40536597,-0.07425704,0.1743341,-0.10492606,-0.08587374
0.32304606,0.4830522,-0.12874979,0.16394334,-0.08257817,-0.07890214
0.2146856,0.32888347,-0.057883568,0.109928876,-0.0019661447,-0.010309283
0.2260373,0.30592427,-0.06806248,0.1229915,-0.07334973,-0.033171948
0.59390587,0.87715435,-0.30018207,0.38401562,-0.40763906,-0.1780887
0.26297143,0.37857056,-0.06611421,0.1165615,-0.029649531,-0.027662333
0.4028899,0.601163,-0.14218104,0.18064363,-0.14434396,-0.09197782
0.2827913,0.45352125,-0.09093063,0.12533972,-0.07381183,-0.03255825
0.2991443,0.42089912,-0.10718923,0.15658312,-0.09264082,-0.09211767
0.3881093,0.62385184,-0.14605534,0.16801272,-0.15441726,-0.082704484
0.32031912,0.48069862,-0.10320228,0.14062336,-0.08187497,-0.04804614
0.39135897,0.55955774,-0.15495929,0.23608525,-0.22953665,-0.08396329
0.36963752,0.5880932,-0.16024059,0.19214387,-0.19102494,-0.08326794
0.53938854,0.75136095,-0.24433528,0.39103332,-0.36519322,-0.16984136
0.3777703,0.5350045,-0.15063833,0.24578783,-0.20964758,-0.114335075
0.25325722,0.23859501,-0.037830982,0.13195384,-0.048948262,-0.09266734
0.24902694,0.3700152,-0.047330186,0.10553467,-0.017648596,-0.010445688
0.31900245,0.48033035,-0.13155743,0.17030327,-0.13586232,-0.06718083
0.23569648,0.37040386,-0.040225904,0.114252895,-0.004058957,-0.010783073
0.23537444,0.3903691,-0.06758267,0.1252399,-0.037512977,-0.03287286
0.28745425,0.34313542,-0.05098573,0.11187874,-0.06709601,-0.040016335
0.23613487,0.35354638,-0.051809177,0.10915691,-0.03431612,-0.045818847
0.38166702,0.6113141,-0.13835049,0.15671583,-0.13206892,-0.0645473
0.25734943,0.3933694,-0.10388314,0.15013313,-0.080784954,-0.05447576
0.74062335,1.1466051,-0.36005276,0.44574848,-0.5047218,-0.27250007
0.33943778,0.43407953,-0.1156066,0.14839604,-0.09428627,-0.11384958
0.3554679,0.6135896,-0.1553608,0.19973503,-0.19411223,-0.10397205
0.2841415,0.4483021,-0.09279362,0.1431656,-0.06572326,-0.041795302
0.20408136,0.32136652,-0.0882457,0.12486617,-0.08522799,-0.02378365
0.27374196,0.39908686,-0.05493854,0.107912436,-0.019751012,-0.015066136
0.37838373,0.55768853,-0.1599534,0.19594117,-0.17605846,-0.1035977
0.64901245,1.0175706,-0.28547797,0.3762037,-0.38814566,-0.31635594
0.32243192,0.46201542,-0.13198051,0.2174095,-0.17859258,-0.11474337
0.35437697,0.53884345,-0.1333891,0.17531985,-0.15235937,-0.066738084
0.21236701,0.27210674,-0.026811607,0.09801933,0.025861723,-0.021640029
0.27750266,0.4881468,-0.10260563,0.14788447,-0.068641536,-0.06478697
0.20367347,0.21574694,-0.015155764,0.09436071,0.02467711,-0.04094642
0.25324872,0.18499723,-0.015693868,0.107804,-0.038820695,-0.07481836
0.34171483,0.5228997,-0.13242628,0.16959693,-0.105200276,-0.08987826
0.34559515,0.48116598,-0.098999254,0.14318283,-0.13238408,-0.040117245
0.39668682,0.6015314,-0.14952268,0.18190126,-0.13433029,-0.09417084
0.265393,0.38722268,-0.06502218,0.12609537,-0.028687174,-0.025423955
0.26924184,0.37498474,-0.0897168,0.15277618,-0.11223495,-0.07193749
0.3405551,0.5169619,-0.112961374,0.1548661,-0.09422182,-0.081422985
0.44407487,0.7323057,-0.20142445,0.24446099,-0.2239121,-0.15513231
0.6363867,1.050869,-0.3800616,0.4676208,-0.5371295,-0.25970617
0.253912,0.3711512,-0.09237406,0.14736775,-0.09848088,-0.08080831
0.2784345,0.416669,-0.10161594,0.19160868,-0.1405669,-0.107480764
0.2967098,0.41562575,-0.09410548,0.1332476,-0.104799956,-0.074318185
0.3570571,0.41121855,-0.08251346,0.15040024,-0.10605532,-0.07002625
0.2949748,0.40209052,-0.107039854,0.18262073,-0.1546652,-0.08381075
0.4596014,0.69640416,-0.22172672,0.3168042,-0.30456558,-0.14217381
0.43509045,0.7138881,-0.15416011,0.20285656,-0.18072504,-0.12335557
0.29832512,0.43677706,-0.12132259,0.15058035,-0.12466894,-0.03232063
0.23870581,0.37153244,-0.044210225,0.11602548,-0.015905691,-0.014619354
0.31283316,0.46012065,-0.09676245,0.14443326,-0.07208337,-0.03564756
0.24350029,0.27981773,-0.04278011,0.100140914,-0.009881981,-0.03685726
0.20718011,0.29601026,-0.069193184,0.111782685,-0.080301344,-0.04658622
0.5388656,0.79915607,-0.2868931,0.3927532,-0.43306014,-0.17071608
0.3450668,0.5465217,-0.11318477,0.16537504,-0.13760097,-0.07390243
0.8680484,1.3229674,-0.45413548,0.59052974,-0.64977795,-0.37642023
0.24551609,0.25301713,-0.023498565,0.088623464,0.0046788957,-0.071257606
0.55426127,0.88294655,-0.21700571,0.26743928,-0.27936774,-0.18040039
0.28788114,0.36825147,-0.08997735,0.14322326,-0.13785581,-0.05584414
0.4517622,0.64445084,-0.16462232,0.2905649,-0.23423909,-0.13460745
0.31339517,0.4504673,-0.12607574,0.16831236,-0.13147998,-0.039273556
0.40942603,0.6048304,-0.14298935,0.19296698,-0.15345035,-0.09064072
0.31164265,0.38539496,-0.085354276,0.120315775,-0.055177614,-0.108532235
0.33705065,0.5474201,-0.1490988,0.1921251,-0.16003056,-0.10158099
0.2672978,0.27814114,-0.053779,0.1507572,-0.092518434,-0.12557995
0.5477345,0.8707769,-0.28251085,0.34751844,-0.39008626,-0.22342715
0.4011169,0.63296866,-0.14116521,0.1739274,-0.15715198,-0.08484563
0.37059337,0.61027104,-0.1616814,0.18289435,-0.17805155,-0.08633834
0.46564484,0.68143183,-0.1936493,0.30943775,-0.25411648,-0.17516631
0.2610553,0.35221902,-0.076453775,0.14182486,-0.074199,-0.07468513
0.6345563,1.0192584,-0.33421683,0.42307922,-0.43813518,-0.31668395
0.5725292,0.9219188,-0.3100585,0.40443358,-0.484706,-0.23441088
0.48908994,0.67111593,-0.22342652,0.2669836,-0.24761455,-0.1751951
0.50922614,0.84044063,-0.23535627,0.3318167,-0.3765565,-0.1895328
0.670121,0.92898256,-0.25373793,0.44783616,-0.45678928,-0.31605878
0.51726884,0.7969976,-0.19298016,0.2415288,-0.27481604,-0.15848309
0.3539074,0.48540133,-0.13698961,0.18285803,-0.1214543,-0.12136656
0.2283103,0.34430042,-0.04844607,0.10176098,-0.019692514,0.000946451
0.3246683,0.51879585,-0.13632579,0.19554281,-0.19749138,-0.08980346
0.45474193,0.61937755,-0.18708208,0.25243786,-0.21619008,-0.19355547
0.5211187,0.7258818,-0.23371468,0.3679768,-0.3949637,-0.20441777
0.27395964,0.3854045,-0.093867995,0.15877904,-0.12442987,-0.057096023
0.32967156,0.4390563,-0.11356072,0.15799515,-0.11659883,-0.066332504
0.2534745,0.40069336,-0.090921335,0.15178448,-0.068423,-0.03863583
0.23460014,0.36550108,-0.05667202,0.11539514,-0.0051244553,-0.034230243
0.3137256,0.48514035,-0.12032872,0.17105354,-0.13324775,-0.059542347
0.5413805,0.83934516,-0.26667213,0.36656722,-0.38482866,-0.20695728
0.21065056,0.2785619,-0.080189504,0.120984346,-0.0892023,-0.03509185
0.41647598,0.6194933,-0.16453063,0.20156226,-0.18465663,-0.11517945
0.39231345,0.6036213,-0.1760412,0.25360397,-0.2618226,-0.13817991
0.45030698,0.7173186,-0.22456305,0.2732378,-0.2911647,-0.13791692
0.26771522,0.34834188,-0.07415848,0.1339936,-0.090553194,-0.067307085
0.2457092,0.31007633,-0.06774925,0.13499075,-0.10841476,-0.063242435
0.43102583,0.66387814,-0.20351426,0.30093697,-0.3268839,-0.16381706
0.31613645,0.4990813,-0.09580908,0.12498282,-0.071011595,-0.0367116
0.38366053,0.49261945,-0.103159525,0.20555367,-0.13733108,-0.12878692
0.5407536,0.8065144,-0.19227445,0.31949136,-0.30694303,-0.17954014
0.45805335,0.6824528,-0.13989389,0.22094668,-0.24725278,-0.10273184
0.61541474,0.8884629,-0.25919554,0.29923445,-0.3200938,-0.22817564
0.19563664,0.2894564,-0.077934965,0.10611525,-0.0656044,-0.026842479
0.29361248,0.35447267,-0.06815053,0.114705324,-0.028526008,-0.097656205
0.4644755,0.69977224,-0.22901158,0.31184784,-0.31092235,-0.20291892
0.21527657,0.27199352,-0.06646597,0.10195263,-0.07391055,-0.026668143
