rely,data,virt,turn,aexp,vexp,tool,sced,loc,Generated_Var_1,Generated_Var_2,Generated_Var_4,actual
0.55658215,0.56759113,0.33535558,-0.0698406,0.13473159,0.8040445,0.42447516,0.6833593,0.04812483,0.48453218,0.5071254,1.0190955,-0.089434616
0.4951778,0.44319195,0.43787637,0.15809299,0.21770771,0.71098465,0.4992685,0.45180634,0.15215312,0.38625136,0.4804198,0.74596786,-0.016510807
-0.072819754,1.0081437,-0.06376089,-0.038446583,0.71498054,0.42849112,0.45770252,0.41451964,-0.03139939,1.0419862,0.35256872,1.2995998,-0.35477597
0.19937253,0.45016095,0.5424479,0.16214022,0.5409588,0.8639771,0.5582575,0.48344275,0.14645638,0.45305943,0.55792814,0.67012084,-0.06303344
0.5559589,0.54655445,0.32258973,-0.09583578,0.07563774,0.8171694,0.41637444,0.6175763,0.035550125,0.4328975,0.44451672,1.0258816,-0.07348249
-0.05050461,0.79730546,0.08484803,0.21095598,0.67082053,0.48435605,0.52446496,0.50602484,0.052255563,0.7615804,0.45103988,0.9256482,-0.20663941
0.23113632,0.4624829,0.3667367,0.2755194,0.43941838,0.5636712,0.5234449,0.35870364,0.1303809,0.49340373,0.42932028,0.59973764,-0.04629273
0.7027751,0.84851134,0.31356192,-0.29113236,0.13018095,1.1385204,0.48644158,1.140087,-0.061460897,0.5021782,0.63658416,1.5374703,-0.15187195
0.3608141,0.55154896,0.19372164,0.116112076,0.21420504,0.5525741,0.43370548,0.5338537,0.06234321,0.498618,0.37381074,0.84955287,-0.09816245
0.6844026,0.70908767,0.40632322,-0.12799385,0.1643479,1.0707556,0.5078908,0.9335454,0.045141272,0.4292494,0.6625538,1.342186,-0.104372896
0.3250147,0.5271668,0.21066558,0.0990627,0.21529008,0.4974632,0.40993312,0.37629694,0.06765239,0.54144824,0.34016883,0.7948358,-0.06961083
0.4094901,0.4953326,0.26909894,0.07396749,0.17394148,0.5971333,0.4047836,0.44967008,0.09295356,0.45281252,0.3681063,0.81220627,-0.031052157
0.07699016,0.8187068,-0.034796223,0.060471915,0.52332896,0.34673387,0.44007695,0.4340806,0.03471659,0.86240965,0.3205295,1.1101555,-0.27107748
0.43197206,0.35583887,0.55537105,0.2183457,0.334712,0.7525665,0.5451704,0.34156135,0.16940202,0.43362436,0.45029822,0.61872435,0.017630868
0.026249737,0.6281612,0.19125548,0.05862527,0.5642129,0.50883144,0.4273215,0.40063372,0.05631666,0.66758466,0.3394147,0.8181615,-0.1659416
0.14439777,0.6125911,0.23652732,0.14179286,0.45095032,0.6387878,0.46130452,0.52808315,0.05851753,0.56920606,0.4440487,0.8008294,-0.10227796
0.28307104,0.5560751,0.15508066,0.10705401,0.27154258,0.5090581,0.42131516,0.46538097,0.04734283,0.5974793,0.32952815,0.861835,-0.12485132
0.4229411,0.49931428,0.31117016,0.02009216,0.17243299,0.6949555,0.40714145,0.5139904,0.086611174,0.39383692,0.40175328,0.8308877,-0.034605123
0.5225053,0.56303906,0.3967614,-0.012205988,0.15567349,0.84831876,0.48481002,0.66761047,0.08199196,0.43505326,0.55635834,1.0058196,-0.057707123
0.37174478,0.3684515,0.5856589,0.1713064,0.4055125,0.83869934,0.54700994,0.44585708,0.14920372,0.371075,0.5145371,0.57947826,-0.015448295
-0.14756536,1.0282319,-0.07071224,0.010883518,0.8030312,0.5271038,0.528639,0.59702855,-0.031612888,1.10374,0.4081823,1.3878186,-0.40302542
0.31652397,0.48371652,0.25883448,0.22103333,0.29412273,0.4596633,0.4691881,0.3162436,0.128443,0.5385553,0.36312854,0.71501863,-0.055038445
0.23861519,0.45328367,0.37717238,0.28304932,0.42180133,0.5717371,0.51467466,0.35382968,0.13131854,0.49621487,0.44425383,0.57464194,-0.041506566
0.47387993,0.39106116,0.55458045,0.22297367,0.32559025,0.7580136,0.5642321,0.35394278,0.16572781,0.44045728,0.44714716,0.67865634,0.025527783
0.18730202,0.39330292,0.527267,0.21505573,0.55246454,0.8034274,0.55034435,0.5058022,0.13748021,0.39039278,0.5287187,0.5837338,-0.057728656
0.27287018,0.547722,0.17158209,0.1511066,0.30289194,0.42595556,0.42097783,0.3269681,0.10332215,0.5815586,0.33246017,0.80158544,-0.08453224
-0.25655577,1.0393436,-0.009112641,-0.014840178,0.97693884,0.58113897,0.5070611,0.56352615,-0.0334557,1.0341041,0.47155744,1.2943008,-0.36282918
-0.13603577,0.9396186,0.002376251,0.0649468,0.82114357,0.495513,0.4936149,0.49426812,-0.0022389404,0.93896973,0.42807615,1.115911,-0.30381116
0.34698462,0.41997772,0.4445153,0.2317316,0.3518411,0.62746346,0.5258246,0.3009918,0.16454303,0.48927724,0.42803198,0.6337085,-0.006535195
0.47629714,0.46848378,0.32845166,0.068109795,0.1370129,0.6219046,0.42563987,0.39239693,0.106435195,0.44841158,0.39970195,0.8201088,-0.012211405
0.19098523,0.40888384,0.67903566,0.19685468,0.71365917,1.0632879,0.62779,0.6732593,0.07379206,0.32344836,0.5960844,0.56855,-0.09055612
0.4579355,0.3640968,0.5191251,0.21796787,0.28845406,0.69406587,0.53443205,0.26180777,0.18660219,0.51479036,0.41860464,0.6815456,0.014380224
-0.092959926,1.1763512,-0.12579252,-0.088486485,0.80488175,0.4647999,0.51601434,0.49156108,-0.038422942,1.2583866,0.37434712,1.5909901,-0.4497364
0.24806944,0.3829252,0.5481769,0.2244429,0.49762866,0.83382857,0.57830673,0.47892916,0.16247569,0.4464802,0.5639155,0.6086645,-0.016907401
0.46708095,0.4984617,0.32759488,0.04293337,0.14942305,0.6542309,0.42245346,0.5218729,0.086272046,0.40803954,0.4273166,0.83071697,-0.03416217
0.0890485,0.71448016,0.076707825,0.13866866,0.5189636,0.40447375,0.4468856,0.41135228,0.050535478,0.7131937,0.34198323,0.91493523,-0.17306343
-0.09599529,0.925874,-0.022274822,0.061962385,0.7630505,0.44896343,0.496985,0.45816287,0.0017737541,0.9537177,0.393994,1.1634552,-0.29828724
0.20671326,0.4553286,0.3823425,0.0898186,0.44608724,0.61005,0.45433104,0.34842834,0.10604399,0.5394939,0.35178468,0.705518,-0.08674068
-0.043087363,0.7658887,0.06184378,0.12343077,0.6574985,0.4383249,0.4784539,0.42624992,0.039417677,0.78060573,0.39337808,0.95464516,-0.20933753
0.08463998,0.5820631,0.19254881,0.17637579,0.46489096,0.48176667,0.45859745,0.36948347,0.070428185,0.5867133,0.38653752,0.720598,-0.10168994
0.2274204,0.5302728,0.25057274,0.18910807,0.370552,0.48802915,0.45305532,0.2886568,0.11642594,0.5875728,0.37376478,0.7031653,-0.07307852
0.01139202,0.72147644,0.09651281,0.096866384,0.5922956,0.45721102,0.4482984,0.39870062,0.05454866,0.7613353,0.36499164,0.9205228,-0.19936788
0.3635017,0.4773099,0.3484039,0.19842231,0.29102823,0.6108344,0.4962792,0.38030443,0.14622882,0.46447635,0.44642046,0.6661593,-0.01711353
0.33942345,0.3912239,0.5329122,0.13744563,0.39420688,0.81157005,0.530879,0.44665092,0.1502829,0.37784427,0.52029854,0.6126187,-0.012205534
0.72791255,0.7049289,0.39939785,-0.25686666,0.045503862,1.1281166,0.4719745,0.9529247,-0.01321931,0.497168,0.6141928,1.4378068,-0.106219746
0.50496566,0.52208793,0.44107443,0.06423507,0.2378083,0.7804388,0.48572907,0.58180594,0.08831509,0.39200208,0.5064322,0.86640203,-0.02874031
0.7796093,0.8572187,0.30872577,-0.5074341,-0.011505043,1.2869924,0.44196302,1.2205257,-0.14447953,0.625614,0.60975766,1.757163,-0.194677
0.3297882,0.42057917,0.47759074,0.16177279,0.41706657,0.75836766,0.50216067,0.5387377,0.12725012,0.30413043,0.51300395,0.5408231,-0.048734196
-0.22920987,0.8839736,0.17327009,-0.14478019,0.948836,0.76547813,0.4772316,0.65365803,-0.026120817,0.93436974,0.40879312,1.1277721,-0.37055585
-0.13626856,1.1216933,-0.100544855,-0.06623801,0.8663955,0.49414444,0.5179572,0.53911954,-0.031170106,1.1954925,0.37966368,1.4865034,-0.42768
0.52997375,0.5338673,0.37447476,0.027132906,0.15287128,0.7814918,0.45761794,0.5857342,0.101485096,0.40050212,0.49711275,0.9457214,-0.044960566
0.30914426,0.46565172,0.3252899,0.20777982,0.3243854,0.5406618,0.49695843,0.28540564,0.152784,0.5513084,0.40107116,0.69159687,-0.026905902
0.35335496,0.41975456,0.42110622,0.24247187,0.35223857,0.5922303,0.5140586,0.32083708,0.15576057,0.46958488,0.3817805,0.6244923,-0.013754532
0.49705583,0.40306348,0.565637,0.19630444,0.3076176,0.79739916,0.5496092,0.44980013,0.15151311,0.3787032,0.49489665,0.68688,0.006330423
0.08712748,0.53390247,0.31694087,0.103539385,0.53683025,0.60680753,0.45958924,0.40720236,0.08738945,0.5585825,0.3903573,0.691818,-0.114253946
0.42700115,0.4963881,0.3672127,0.1362367,0.24731396,0.66496503,0.4791792,0.51744866,0.10178896,0.37735656,0.46143588,0.7300792,-0.031249963
0.53172845,0.43051332,0.4438585,0.11097272,0.16690199,0.6801515,0.46689346,0.38613874,0.14466804,0.45516956,0.45629185,0.8172165,-0.004077412
-0.20296508,0.7653321,0.2665282,-0.019486696,0.94457495,0.82047415,0.5034002,0.6853222,-0.012711553,0.7031098,0.4973244,0.90851617,-0.27380794
0.55301464,0.61598665,0.29647863,-0.09818453,0.13175228,0.8228548,0.4386475,0.750058,0.026708087,0.41431743,0.49668303,1.0876387,-0.081122495
0.11384687,0.6441632,0.13906407,0.13441092,0.45302072,0.44571242,0.44633424,0.34568378,0.06701908,0.65252477,0.3612297,0.8370018,-0.12444908
0.25623447,0.55512553,0.21612853,0.17752123,0.32404858,0.5168115,0.43362436,0.45216623,0.08462277,0.52356327,0.37168783,0.7904098,-0.087221466
0.14661404,0.6034816,0.15615761,0.17558628,0.4651302,0.4235352,0.45306167,0.3460749,0.08016298,0.6276365,0.35086575,0.78553426,-0.12919068
0.10891577,0.7032992,0.066343166,0.12389317,0.47768602,0.3588212,0.4403709,0.29049534,0.05498574,0.7665314,0.3168283,0.95775425,-0.1788061
0.40598035,0.5465125,0.30114576,0.018866926,0.16705166,0.67806697,0.41934907,0.47297156,0.057148546,0.47014183,0.40345207,0.85770345,-0.032811575
0.096644774,0.39424834,0.51872486,0.24053365,0.6471115,0.82715404,0.54433984,0.55595386,0.11891335,0.32547963,0.56246287,0.47481298,-0.058030047
0.5134696,0.5213869,0.31624138,-0.032801725,0.0930285,0.7178906,0.3966738,0.59180975,0.057094008,0.41075698,0.42514533,0.9575826,-0.04465323
0.42480126,0.5674607,0.21444803,-0.05075095,0.121805,0.64494157,0.38117075,0.55952346,0.008006256,0.5281029,0.36999264,0.987483,-0.09597952
0.09286317,0.41868198,0.45791194,0.20224902,0.61264443,0.7359963,0.5063739,0.52728754,0.077143915,0.34877652,0.46378234,0.50739324,-0.08043761
0.5836728,0.6797382,0.258556,-0.19902965,0.112869166,0.89090616,0.40961882,0.8808906,-0.021627938,0.46641135,0.4790505,1.2316468,-0.11369198
-0.11954749,1.1994916,-0.12949803,-0.024418645,0.9136981,0.43993556,0.5518428,0.44721654,-0.009198384,1.2947905,0.38962564,1.6113306,-0.44249043
0.43316773,0.45546976,0.30409688,0.072621286,0.15498686,0.57810605,0.40217066,0.3141883,0.116760135,0.5016506,0.36299506,0.8091706,-0.0153042
-0.17644283,0.8629578,0.0725694,0.12170563,0.8324067,0.5621196,0.49905568,0.540218,0.024892824,0.8207112,0.49186337,1.0016525,-0.2536026
0.09015545,0.7303966,0.0459672,0.107798405,0.4899009,0.39425567,0.43975824,0.42306083,0.03785468,0.7381689,0.34583774,0.95548797,-0.1991576
0.070682265,0.6272487,0.19319454,-0.039128594,0.5302729,0.53101116,0.3969863,0.35261726,0.057569057,0.74592,0.302961,0.8875507,-0.18897235
0.4053565,0.50787246,0.34905112,0.079719454,0.20732616,0.6792299,0.43817225,0.46276337,0.107344925,0.47148538,0.43288985,0.84144986,-0.023953535
0.5384579,0.5454979,0.37191626,-0.042316042,0.1376002,0.8329498,0.42528912,0.62970215,0.07520711,0.39597574,0.48177645,1.0047755,-0.055287503
0.5146612,0.5445311,0.32180488,-0.04724484,0.089182876,0.73731285,0.4118283,0.5445336,0.042956047,0.44839093,0.44623432,0.97891474,-0.035383247
0.42405152,0.41093197,0.47100252,0.19842015,0.2827275,0.665719,0.5003305,0.30641136,0.1748763,0.50090575,0.42291257,0.7041627,0.0066269636
0.15952235,0.6348566,0.07959642,0.1565231,0.39017475,0.36551896,0.43112183,0.36628532,0.07164363,0.65816224,0.32803616,0.8633312,-0.15632412
0.49548072,0.50451565,0.3775956,0.067729205,0.14908752,0.69639194,0.45011175,0.47899783,0.10256727,0.4707411,0.46606475,0.87298274,-0.021913826
0.25514984,0.5129081,0.30564666,0.23724675,0.37770483,0.54085225,0.51118946,0.34349436,0.13743901,0.5490658,0.42637488,0.68134403,-0.04033751
0.19876769,0.38353086,0.479635,0.16324614,0.50653625,0.7167733,0.5073575,0.42640957,0.12056652,0.4309378,0.44111815,0.5959487,-0.059962355
0.7982093,0.7565141,0.41696042,-0.36157247,0.007018166,1.2396922,0.4573223,1.0405147,-0.035524957,0.54321456,0.61608124,1.6091433,-0.14931151
0.6092504,0.63926464,0.42895827,-0.07786641,0.17515737,1.0032592,0.4936918,0.82821405,0.06980449,0.44537622,0.61973476,1.1746861,-0.079533435
0.487754,0.5465642,0.39995667,0.02661416,0.18648434,0.7868614,0.43627673,0.5620603,0.09845973,0.4439971,0.5056646,0.93846726,-0.02566491
0.8158213,0.81002486,0.380525,-0.43312612,-0.023247866,1.3192799,0.44013008,1.2082219,-0.08313076,0.58972347,0.60698044,1.73802,-0.19274536
0.54826796,0.6282579,0.31727636,-0.16424659,0.09363663,0.91985583,0.38852215,0.77044946,-0.0068621375,0.4576709,0.47956014,1.1551342,-0.07537941
0.07915357,0.7028825,0.0839358,0.105492085,0.47279721,0.43296653,0.42660704,0.379625,0.044331525,0.72952324,0.34095925,0.95020926,-0.18430164
0.5347213,0.5487971,0.39621487,0.014396869,0.14955808,0.8038323,0.45384517,0.59143454,0.088875555,0.42927924,0.5191853,0.98373246,-0.040177323
0.5030557,0.3789079,0.7264849,0.16356367,0.43857047,1.0227269,0.61835206,0.56558615,0.13002735,0.36659813,0.54528666,0.7163719,0.0068322867
0.010126546,0.8060315,0.015209168,0.12005429,0.60430086,0.37599543,0.4744896,0.37451082,0.031737886,0.85573405,0.34495118,1.0696348,-0.23639545
0.3756889,0.5577354,0.26316518,0.042629655,0.1799234,0.6414738,0.40963876,0.49981847,0.048343666,0.49062806,0.40633884,0.8661283,-0.08202351
0.61381364,0.49372965,0.57647336,0.118696466,0.25906175,0.93076646,0.55975366,0.68185985,0.13690458,0.33468992,0.6434128,0.9113296,-0.061322086
-0.03622873,0.78144777,0.074388735,0.02498366,0.6555418,0.5184238,0.41208947,0.43180054,0.01388974,0.77831894,0.38763082,0.8983687,-0.21063581
-0.14407074,0.93733215,-0.037082374,0.09061185,0.78553265,0.478965,0.5200137,0.5017046,-0.0015261155,1.0359256,0.42900577,1.2466704,-0.32353768
0.3831522,0.30165502,0.6744864,0.16569024,0.4486227,0.9283132,0.5730443,0.45779258,0.1343162,0.37959933,0.49672717,0.5951123,-0.016579367
0.15912428,0.56749713,0.30467677,0.23282203,0.48574373,0.577741,0.49412745,0.42865467,0.102118365,0.5582975,0.4568571,0.68956435,-0.06916668
0.27188691,0.9353531,0.02457127,-0.27510568,0.363036,0.6491679,0.372236,0.7039512,-0.06838355,0.9374711,0.38664898,1.4185878,-0.30965006
0.42787552,0.3992865,0.47220153,0.20850188,0.28446814,0.64920014,0.5105617,0.27077305,0.18083417,0.5133309,0.41181877,0.6864836,0.007069625
0.5097778,0.6952623,0.20473021,-0.2786131,0.08668489,0.85995805,0.36871788,0.8432104,-0.08126674,0.5875489,0.411099,1.2653174,-0.15388992
0.3981006,0.2708518,0.67668056,0.113767624,0.44632593,0.93368256,0.55801386,0.433609,0.12996225,0.4168381,0.4587697,0.661782,-0.017872833
0.51132095,0.58182347,0.25278494,-0.15482739,0.07714927,0.76480585,0.37375456,0.6604026,-0.023368834,0.49917123,0.40058926,1.0546422,-0.09521679
0.97179794,1.0832998,0.57404196,-0.35781297,0.13006987,1.6141622,0.65408087,1.4420755,-0.0007983167,0.69857055,0.949568,2.0342183,-0.1881527
0.17889291,0.5398917,0.30855453,0.2050141,0.45293152,0.5795837,0.51353073,0.39144507,0.11107995,0.5317141,0.45678928,0.70278144,-0.063230805
-0.07137106,0.81399316,0.038308553,0.094450414,0.65926915,0.4412629,0.4618706,0.3864595,0.015889857,0.84843993,0.38535622,1.0167865,-0.22610345
0.42637306,0.5432359,0.22872046,-0.027945451,0.15194128,0.63374335,0.3859573,0.6027054,0.022780515,0.4358139,0.35267717,0.8870852,-0.08451099
0.43574804,0.4452128,0.33958673,0.109774694,0.18231682,0.6103716,0.43960094,0.35640395,0.12683997,0.49703985,0.4018658,0.7853817,-0.006683953
0.591612,0.6218131,0.3104311,-0.20440656,0.04820323,0.9091918,0.4092463,0.747725,-0.027055306,0.4890269,0.47939974,1.1977434,-0.09072935
0.42512476,0.37901175,0.5319277,0.17184773,0.32283294,0.7763502,0.50842917,0.47468796,0.14501634,0.3425877,0.49650872,0.6201222,-0.012874752
0.69627154,0.7333172,0.30788732,-0.35859776,0.013126007,1.1086751,0.43289754,1.0045906,-0.09136924,0.5811716,0.5387234,1.5117195,-0.15160367
-0.051923037,0.503151,0.8866664,0.1918222,1.1777385,1.508474,0.8213344,1.0274056,0.024689138,0.30850637,0.8900008,0.657012,-0.18950501
0.33897036,0.4534608,0.3543386,0.23281428,0.31166995,0.5383286,0.49866644,0.27637196,0.16100697,0.52831435,0.40860936,0.6686579,-0.019440055
0.5620542,0.56622523,0.31169897,-0.17180297,0.032772236,0.8601083,0.38856804,0.6701506,-0.013618022,0.48190296,0.42726338,1.1230184,-0.069600634
0.6168971,0.62432384,0.3468619,-0.19413126,0.04650715,0.9562136,0.42964545,0.77997845,-0.008977091,0.49109405,0.5147306,1.2297378,-0.07670059
0.45595396,0.5432937,0.26332986,-0.025291458,0.13226803,0.618316,0.39587566,0.5064129,0.042335354,0.4540864,0.37601334,0.8955996,-0.03840538
0.61525697,0.6019775,0.4406287,-0.026245914,0.18198708,0.9293883,0.48021755,0.74989706,0.105669536,0.3812058,0.5956356,1.1192311,-0.05258482
-0.013636053,0.6894261,0.1725184,0.22352004,0.63569134,0.5143103,0.5043848,0.45988974,0.08106022,0.65611047,0.459132,0.7856592,-0.14840904
0.56268877,0.65075004,0.30409336,-0.13675067,0.122458965,0.8460404,0.44153163,0.7434836,0.012061761,0.45747897,0.5063888,1.1252385,-0.0904044
0.07707397,0.6978568,0.10845213,0.11181996,0.47830546,0.494953,0.42786235,0.3950021,0.056358457,0.69553655,0.37453178,0.83082366,-0.15988797
0.2901623,0.38054785,0.54728544,0.18062094,0.4707818,0.80452096,0.5295338,0.47239435,0.12375594,0.35366818,0.48341933,0.54291785,-0.033185102
0.49421176,0.5548461,0.48237124,0.1045943,0.34122407,0.86400646,0.53692794,0.7004595,0.088399105,0.3184481,0.5498315,0.86965513,-0.040234573
0.17733413,0.689888,0.09937507,0.03307518,0.37257707,0.45108756,0.37716663,0.419976,0.041416872,0.6726399,0.3062183,0.94236755,-0.15565634
0.39508143,0.54627323,0.20738168,-0.062131546,0.13244672,0.6368163,0.36593497,0.5174684,-0.0016718581,0.56407225,0.32865307,0.9807583,-0.10572883
0.027241908,0.8327821,0.04048142,0.019615449,0.60650027,0.45583785,0.42920387,0.5330001,0.015237598,0.7668509,0.3511239,1.023795,-0.2192412
0.42057863,0.3505653,0.70353997,0.09013685,0.4750572,1.0225478,0.6029413,0.52575254,0.11483615,0.40581086,0.5209413,0.7231891,-0.01778578
0.13104697,0.60555875,0.20747064,0.035403598,0.4342315,0.6327807,0.41769487,0.4720587,0.003009514,0.589041,0.39626852,0.8353268,-0.11327497
0.5599519,0.67935145,0.24336585,-0.29357928,0.04422976,0.87282735,0.35419923,0.7248629,-0.084869996,0.61159086,0.4590788,1.2678986,-0.14131632
0.021712512,0.5598986,0.37579694,0.12426506,0.6736157,0.73976105,0.51407075,0.5507443,0.057098724,0.5098576,0.46501103,0.69265103,-0.14045566
0.09842685,0.45972022,0.5776684,0.10172359,0.7037376,0.95355123,0.5588491,0.63827705,0.04143686,0.383159,0.5115485,0.6156911,-0.12731776
0.44554883,0.608853,0.49919748,0.14262472,0.47821483,0.9324095,0.57091284,0.8077034,0.06973734,0.29039085,0.56507236,0.8163693,-0.058235027
-0.16139624,0.7852496,0.17151865,-0.013371386,0.810937,0.6610334,0.46507367,0.5031253,0.02076799,0.7433354,0.48963198,0.9600711,-0.24347934
0.15657622,0.54892063,0.20911616,0.18598226,0.41289577,0.46156305,0.46128267,0.2767092,0.10801153,0.6162904,0.3795102,0.7319664,-0.076157115
0.04035484,0.8565309,-0.03746657,0.040418755,0.54705656,0.39987534,0.44732612,0.4723232,0.018162612,0.886678,0.34023708,1.1305668,-0.27765396
0.40008453,0.47334427,0.46319014,0.14701417,0.29791468,0.7334826,0.48760682,0.40536064,0.14756586,0.48710606,0.475031,0.78863025,-0.005214162
0.72969806,0.8204175,0.25367898,-0.5143918,-0.0018111607,1.2002239,0.37729603,1.1393409,-0.14963327,0.65356666,0.52056503,1.687551,-0.21255767
0.6667539,0.7212962,0.43771994,-0.042021774,0.26679945,1.0672945,0.5329268,0.95813507,0.07744273,0.37277317,0.66951305,1.285922,-0.0791137
0.58222055,0.56086063,0.43504304,0.02745635,0.21283351,0.8625131,0.48516038,0.6657258,0.100894995,0.36402607,0.559237,1.0110532,-0.038970813
0.42261264,0.54637563,0.22249743,-0.03116969,0.14742918,0.62065804,0.3837831,0.55476165,0.025223695,0.48125023,0.35538325,0.88658714,-0.084731676
0.14264359,0.59144443,0.17074248,0.10230073,0.4251577,0.43122116,0.4123216,0.26477993,0.09329973,0.68755573,0.3327488,0.8113152,-0.11889825
0.17611855,0.5414496,0.22994062,0.19376394,0.4404543,0.4824047,0.4578224,0.34024724,0.10271503,0.5522997,0.37711945,0.6820258,-0.087929614
-0.23661214,1.3369013,-0.16000912,-0.08097548,1.0642747,0.5053694,0.59895194,0.52144474,-0.050195105,1.4823658,0.42424914,1.7947192,-0.52264464
0.5108994,0.514939,0.45473972,0.048128515,0.23397078,0.85631436,0.4811726,0.6180653,0.12712508,0.38949746,0.5257101,0.9087187,-0.04086124
-0.08496934,1.1098444,-0.055504948,-0.09010171,0.8314533,0.5017355,0.49640232,0.5826525,-0.040228598,1.1146445,0.38355395,1.3762879,-0.3816094
-0.2177411,1.1737137,-0.11619902,0.015953675,0.9716711,0.4945612,0.58864695,0.5610914,-0.03354504,1.2294397,0.44633555,1.5166588,-0.4247606
0.008564562,0.66089755,0.18139896,0.1369102,0.6156832,0.5334561,0.46633598,0.4215512,0.061721116,0.63272005,0.4313607,0.7439165,-0.14720574
0.20783663,0.5680705,0.19706132,0.13422978,0.40147397,0.43515986,0.43490425,0.28270033,0.106076516,0.6382417,0.32434344,0.815127,-0.098614566
0.18122989,0.7687143,0.020755954,-0.0024084225,0.38594356,0.43667883,0.38673878,0.4896861,0.03432363,0.77702266,0.3315889,1.0913051,-0.238478
-0.13572225,0.68527603,0.31249154,0.040214587,0.86608016,0.80727506,0.51002884,0.6393537,0.017203832,0.594489,0.532165,0.7710221,-0.20251033
0.48937646,0.5021122,0.79042554,0.10686909,0.61032826,1.2471261,0.662746,0.8974783,0.09754289,0.23308547,0.7252705,0.7687342,-0.07752273
0.2662791,0.4007587,0.48223588,0.16385537,0.4321078,0.7192327,0.5066056,0.36888924,0.14166369,0.45830014,0.44555882,0.5957581,-0.043903567
0.50394917,0.48666888,0.34342983,0.049816046,0.12603508,0.68200386,0.4251152,0.46411484,0.09529918,0.4236176,0.4372165,0.8665869,-0.03318552
0.4532463,0.5260113,0.29679102,-0.06310522,0.12973449,0.73185927,0.37220973,0.52084965,0.029585877,0.44767186,0.39694282,0.9265635,-0.06561855
0.49300826,0.5040295,0.3077067,-0.0052068233,0.10288828,0.6449832,0.4071977,0.45121735,0.06863505,0.45769683,0.40182176,0.89321554,-0.025277697
0.44435036,0.5153991,0.37747058,0.023607194,0.19922385,0.7249183,0.4219104,0.44087026,0.10546467,0.5004035,0.4440427,0.9082942,-0.011674017
0.49671245,0.5177904,0.3602924,0.071701884,0.18104582,0.7375103,0.4606148,0.5729248,0.097751245,0.40873063,0.46071193,0.88220227,-0.034543604
0.030653335,0.5966123,0.26099843,0.08034158,0.55422634,0.5808452,0.46294525,0.38351464,0.07157331,0.6040148,0.4409467,0.7717482,-0.12328423
-0.121428445,0.829378,0.06425207,0.06833192,0.7704138,0.5182227,0.47449365,0.51085097,0.013179794,0.8132401,0.42667988,0.9845698,-0.25236937
0.41932112,0.49052685,0.37043214,0.09042858,0.21141222,0.6684471,0.43947837,0.40654525,0.11465086,0.509974,0.43902376,0.838326,-0.0042451546
0.41927338,0.41173607,0.47181165,0.2052842,0.288361,0.67524785,0.5163447,0.306591,0.17469482,0.49804968,0.435635,0.6989373,0.0022784546
0.38509777,0.76253116,0.11645771,-0.26221183,0.20492212,0.7957036,0.35659677,0.8124962,-0.06997538,0.70065445,0.34385923,1.2703707,-0.2156884
0.46977046,0.5115454,0.29395306,-0.0064160973,0.10071209,0.6161341,0.40305805,0.3969665,0.06366561,0.49587888,0.3881725,0.8943871,-0.026841678
0.48630297,0.41161993,0.48484424,0.2218624,0.24750805,0.6935521,0.5240059,0.40922183,0.15832184,0.3833096,0.48814914,0.65963626,-0.009132616
0.34259915,0.50602144,0.24186587,0.06530388,0.20097193,0.5560982,0.39608318,0.33585325,0.07531058,0.54772526,0.3392371,0.8232299,-0.053583868
0.21331963,0.41764316,0.35218823,0.16469988,0.40905884,0.55328804,0.46392536,0.3670925,0.101917416,0.4449895,0.3577536,0.60974896,-0.06050647
0.33676812,0.6292275,0.15518016,-0.12336499,0.22840275,0.6758636,0.38208985,0.513608,-0.04042279,0.66438067,0.3826177,1.0426158,-0.15679345
0.6110314,0.5838471,0.47896224,0.0061039403,0.19158298,0.9092112,0.5114275,0.68275017,0.092795245,0.4406116,0.584634,1.0585055,-0.048770092
0.5843798,0.6035964,0.3195124,-0.15848315,0.06813519,0.8765354,0.42339516,0.7346757,-0.0026988015,0.46290737,0.50032455,1.1398072,-0.08367539
0.39643887,0.45942903,0.41736245,0.13554372,0.2888966,0.69613034,0.49391413,0.4165949,0.12298993,0.45249844,0.42697874,0.7348449,-0.015084945
0.5233894,0.5662406,0.3225708,-0.05533936,0.10273032,0.76995206,0.41020876,0.6071657,0.045362152,0.43214408,0.47035828,1.0264802,-0.056399815
0.37981316,0.49568698,0.52047336,0.1649248,0.3905497,0.86981106,0.53843915,0.5510951,0.15321985,0.4681601,0.54543555,0.77884173,-0.0426526
0.60685456,0.5898586,0.32084113,-0.19442523,0.037623927,0.9050406,0.39917794,0.7418021,-0.006498227,0.46026295,0.46163055,1.1846037,-0.08585105
0.30067724,0.5604877,0.18854585,0.024713226,0.2168757,0.49307063,0.37127188,0.3286429,0.04361149,0.6109213,0.33075097,0.8872658,-0.084348
0.68645203,0.6396227,0.38801694,-0.1750662,0.05655434,1.0233272,0.4626557,0.824029,0.018868301,0.46481532,0.5475872,1.2850283,-0.099308886
0.49493182,0.50867313,0.2921794,-0.041406803,0.09256633,0.6970156,0.37680393,0.5418679,0.04216789,0.41956675,0.3916729,0.92696047,-0.031954043
0.07511386,0.43976906,0.43864962,0.08897175,0.6010635,0.73878634,0.47331125,0.49517554,0.058140114,0.41530138,0.4197516,0.58500314,-0.10993526
