size_D,duration_D,app,har,ifc,nlan,telonuse,t01,t03,t04,t13,Generated_Var_3,Generated_Var_5,Generated_Var_6,effort_D
0.6235133,0.057543885,0.79209286,0.53299284,0.7878893,0.6815266,-0.48420882,0.84683365,0.44765902,0.25722086,0.14297694,0.7005238,1.195452,0.9086303,0.16136163
0.5951398,0.018871648,0.81412107,0.9519972,1.1396198,1.2074524,0.48265457,0.66067535,0.37704164,0.28697604,0.3126861,0.3822421,0.5910638,0.27121544,0.20117363
0.7801106,-0.020464383,1.2309008,1.2310834,1.345424,1.3861412,0.0006840192,0.8674565,0.44513467,0.45780098,0.4047206,0.6450656,0.8638823,0.58796513,0.2920947
0.76293534,-0.034962386,0.94736165,1.2313732,2.0516632,1.6954768,1.648531,0.8227613,0.36597684,0.4823709,0.2587781,0.3784421,0.5854013,-0.027017236,0.24703258
0.31028262,-0.024010416,0.8079192,0.6919718,1.0976168,0.6499769,0.13321105,0.5405559,0.13795924,0.43380332,0.25409082,0.54111266,0.5424434,0.3490218,0.10146028
0.6328876,-0.037041042,1.2816174,1.0747381,1.6196839,1.0387443,-0.014627274,0.8846722,0.1965527,0.5947808,0.32746068,0.83673555,0.9050333,0.6204276,0.1747823
0.25842625,-0.028225195,0.85956496,0.5955601,1.2891941,0.42859787,-0.16330324,0.5847129,-0.025529757,0.5924783,0.14621265,0.72788316,0.62661093,0.46475637,0.10954994
0.2987891,-0.07511885,0.93172413,0.5950499,1.4749644,0.4773814,-0.124401316,0.6301771,-0.05328718,0.7138947,0.09830318,0.78247714,0.6598367,0.46955916,0.14121567
0.8626742,0.081903465,1.133035,1.2221096,1.1083354,1.5453857,-0.029838793,0.9597904,0.6464631,0.3256222,0.53162694,0.57800484,0.91368085,0.6545373,0.33013326
0.842521,0.029515725,0.9414501,1.2971579,2.041047,1.819785,1.7405335,0.8724863,0.43715072,0.4325003,0.24933708,0.32078868,0.5800514,-0.005236082,0.23499072
0.37684068,-0.02119137,0.70782614,0.73291713,1.119559,0.8258817,0.38487434,0.5417077,0.18211505,0.3653934,0.23769113,0.41432896,0.49234,0.22583528,0.1220206
0.4544923,-0.07700681,1.1541969,0.83380485,1.6675435,0.6262418,-0.12586257,0.79117674,0.0019218996,0.7356592,0.18400162,0.906829,0.81344134,0.5749937,0.1287366
1.3998871,0.24514729,1.0846983,1.3067445,0.7633269,2.225771,-0.33368874,1.4257859,1.2628517,0.05564247,0.6198081,0.7261176,1.7344334,1.2610104,0.5841169
0.6731771,0.016679147,0.93674266,1.0227276,1.0239115,1.275983,0.038940527,0.7593162,0.48222575,0.30769682,0.3925668,0.5218777,0.78775734,0.5429157,0.27298433
0.43105102,-0.039613605,1.0398054,0.8067232,1.3931096,0.61195284,-0.14745893,0.68545055,0.039402246,0.5655112,0.2055152,0.7921681,0.74323684,0.5571601,0.12615699
0.68498653,0.06615509,0.90826446,1.0024778,0.88607055,1.2911953,0.019701026,0.7757752,0.5768691,0.24397874,0.47127542,0.460718,0.763554,0.54981935,0.31389827
0.4105654,0.029923618,0.6920885,0.55449826,0.75274473,0.6404739,-0.24863757,0.64768344,0.3413635,0.28404522,0.23143888,0.5468109,0.8301044,0.6081977,0.13722678
0.6141939,0.03470868,0.80041754,0.83765453,0.8133878,1.090185,-0.090576515,0.735411,0.4860496,0.26248825,0.36256754,0.49636397,0.81831205,0.57074213,0.24593562
0.8360367,-0.0022809235,0.9622817,1.2884814,2.1391513,1.7822069,1.8009455,0.8787072,0.41051528,0.47799146,0.23206049,0.38894272,0.6439488,-0.019062988,0.23672834
0.4292326,0.052498154,0.75858366,0.5012224,0.91102827,0.4945717,-0.3484438,0.710425,0.2353718,0.33437157,0.18113235,0.65167964,0.8909308,0.6883817,0.09956856
0.33170375,0.0065256385,0.7699244,0.6654565,0.90752566,0.6348517,-0.05817029,0.56990004,0.2289443,0.35698295,0.28856158,0.5066858,0.6001293,0.42121756,0.11277865
0.4593717,0.0084326165,0.86016506,0.8037091,0.96928984,0.87408864,-0.1301998,0.6755976,0.33187976,0.35746443,0.3329986,0.5406812,0.7324468,0.5230696,0.18365866
0.32197353,-0.009115354,0.7731059,0.65633017,0.9362893,0.63331246,-0.05775976,0.5595915,0.20869067,0.38152158,0.27022615,0.5252954,0.6068077,0.4310364,0.11421193
0.28786764,-0.029613197,0.83721876,0.6787762,1.0626801,0.57337594,-0.101661876,0.56427735,0.13824673,0.44522744,0.25590724,0.5782339,0.5990906,0.4379364,0.09005736
0.3767927,-0.026401535,0.8803105,0.5742471,1.136964,0.4947384,-0.37224722,0.6819031,0.12955189,0.5000697,0.16017592,0.74399525,0.85272604,0.65166175,0.11829546
0.5632501,-0.14725596,1.0550958,1.0183903,2.3638465,1.3425715,1.1410965,0.8328733,0.023150276,0.884813,0.05904749,0.6958109,0.66959065,0.1549533,0.23742618
0.31324828,0.0012744898,0.8286357,0.70609874,1.0513059,0.6405167,2.796948e-05,0.5519773,0.15582463,0.41066688,0.2898745,0.53784853,0.56409466,0.38595477,0.101183325
0.37674248,0.047576316,0.66522396,0.43403292,0.77992487,0.4513014,-0.3330527,0.65699846,0.28367528,0.28834805,0.17825004,0.59811765,0.8467316,0.6481564,0.08648716
0.60915583,-0.023582142,0.8331181,1.0335023,1.7103754,1.3763366,1.2588276,0.6750268,0.2928696,0.4290958,0.23808911,0.3750604,0.5241051,0.043240055,0.18822686
0.6231307,-0.032823164,1.077855,0.958535,1.3402612,0.9724094,0.037465014,0.80579215,0.3270798,0.4663961,0.26788765,0.74216187,0.907526,0.5918449,0.1813056
0.3821833,-0.014515501,0.76777315,0.74628514,1.0955842,0.8281653,0.31090194,0.5592698,0.1787293,0.3718757,0.24998456,0.46768248,0.52081895,0.28054494,0.11001983
1.166666,0.14685524,1.0881364,1.2591287,0.90059865,1.9713126,-0.22062887,1.2084358,0.996356,0.15893579,0.56937826,0.659438,1.4187231,1.0052798,0.49033335
0.26993784,-0.050356906,0.8566828,0.61598164,1.3663635,0.54224986,0.05461643,0.5686075,-0.02524966,0.62744033,0.15118238,0.6772697,0.56792986,0.40000656,0.12350607
0.59920865,-0.06378734,1.462699,0.9106674,2.089304,0.6440495,-0.49633074,0.9220157,-0.12616926,0.9671042,0.10657885,1.2410033,1.0412769,0.8748311,0.23129825
0.54404396,0.022786058,0.92834705,0.847423,1.0186306,0.9594991,-0.20382115,0.7584507,0.39132077,0.3831675,0.3300175,0.61795574,0.86407655,0.63495326,0.21918792
0.8638157,-0.026292384,1.0725418,1.2469052,1.9802731,1.5788821,1.2166656,0.9127812,0.35876492,0.45171022,0.20584801,0.47223568,0.724836,0.14915371,0.22969444
0.37160057,-0.08105099,1.1189489,0.76873606,1.732378,0.5809996,-0.23362581,0.71290153,-0.14418784,0.8228044,0.10339572,0.96314657,0.75513506,0.5955537,0.17301926
0.33131525,-0.07581109,0.98959017,0.704567,1.3712552,0.55943334,-0.114168525,0.6174253,0.017922983,0.632585,0.2207211,0.7724766,0.66240734,0.49236262,0.1038446
0.48373014,-0.047382127,1.0392206,0.910687,1.4672122,0.8610991,0.23710796,0.7227579,0.12716,0.51079184,0.25738996,0.6875904,0.69476134,0.43347132,0.12191729
0.4232784,-0.02386798,1.0174673,0.79289997,1.2269127,0.73822004,-0.2261739,0.6851188,0.19138405,0.5137976,0.2444748,0.70495844,0.7813113,0.5923335,0.15860154
0.28358385,-0.0060032187,0.79459876,0.6458553,0.9840987,0.555969,-0.058046,0.54066825,0.16351575,0.40164572,0.2637089,0.5356136,0.5731312,0.40582794,0.0877956
0.4206455,0.02333885,0.70656437,0.6569584,0.78192693,0.75944555,-0.12122168,0.62307173,0.34563518,0.28631455,0.28727525,0.4875405,0.7330469,0.52304137,0.16487005
0.5648374,0.099211864,0.7177071,0.5100179,0.699482,0.73237395,-0.4488122,0.81860465,0.47954133,0.22265486,0.20802368,0.63633156,1.1305345,0.8425248,0.17351122
0.31284043,-0.024526298,0.7451093,0.6841624,1.1170928,0.69879615,0.15591809,0.51913667,0.08433703,0.41003,0.19146454,0.5368509,0.5261127,0.30836266,0.10667105
0.3973835,-0.03761984,0.95994574,0.7397165,1.2131869,0.58659655,-0.14950061,0.64831454,0.11846782,0.50413173,0.24438283,0.6818168,0.69903666,0.50506675,0.12269017
0.35526156,-0.07461886,1.1015011,0.61387104,1.9093455,0.42436892,-0.12321852,0.74104595,-0.14679149,0.9056054,0.075245544,1.0560749,0.79889184,0.6128129,0.12713963
0.701843,0.015311574,1.3160398,0.9383955,1.8838528,0.6791864,-0.35980535,1.0423751,-0.0128599405,0.71518874,0.13072686,1.1496277,1.1940019,0.9256094,0.18517487
0.44815052,-0.030300349,0.897674,0.8258139,1.1673825,0.85835665,0.061315298,0.6420173,0.21209276,0.44496733,0.2768093,0.5958991,0.6525878,0.42840236,0.14970739
0.87437135,0.026624631,1.005058,1.2253267,1.3880562,1.6480896,0.65418303,0.85024756,0.5289041,0.29558146,0.36134964,0.40633217,0.74742,0.3159634,0.29943302
0.32880312,-0.03701748,0.9083079,0.7230847,1.2224022,0.62088794,-0.09826508,0.60572433,0.09352594,0.52704585,0.2347661,0.65733737,0.6205455,0.44566292,0.10413602
0.46129772,-0.042005364,0.9365956,0.8643698,1.4253203,0.8753322,0.4053011,0.6633584,0.14811668,0.48742598,0.22714421,0.6288602,0.65129983,0.34844786,0.116854355
0.9311716,-0.14881003,1.8412523,1.4977086,2.331827,1.184336,-0.1336748,1.2025093,0.1345428,0.94756734,0.31517252,1.2430034,1.2574005,0.8726181,0.27306765
0.9599971,0.046236336,0.9462224,1.394429,2.122185,2.073769,1.930147,0.9124101,0.5488093,0.38156158,0.22359835,0.21021834,0.56283164,-0.049095586,0.27894497
0.79161143,0.1719069,0.6510836,0.52082074,0.4953419,0.9623133,-0.5143235,0.96838915,0.7182857,0.056897864,0.24275169,0.6292502,1.38447,1.0426412,0.24262697
0.5615167,-0.019728389,0.8845821,0.9678334,1.3081514,1.1276889,0.4945485,0.6850994,0.29322326,0.35990316,0.2826526,0.46116135,0.6275256,0.28045464,0.16077314
0.8884316,0.008667743,0.94082636,1.2986698,1.9502115,1.8839769,1.5974978,0.8706281,0.46539745,0.373801,0.20401207,0.2735882,0.5524715,0.019522816,0.26456082
1.1799464,0.033667106,1.0727817,1.6167697,2.6399488,2.4823136,2.5115826,1.0813893,0.6597516,0.46575123,0.21757409,0.22079012,0.65079683,-0.16355829,0.33882335
0.35849947,-0.07642199,1.0385631,0.6420953,1.57871,0.42894006,-0.22275065,0.70119756,-0.06364111,0.7594095,0.084566236,0.8853684,0.7565074,0.58002937,0.1405532
0.46772492,-0.07196912,1.1173102,0.91873115,1.3413256,0.85869503,-0.1338467,0.6946344,0.18164805,0.5516093,0.2733053,0.7150018,0.74599004,0.5735205,0.16289507
0.5063609,0.08053813,0.8048752,0.4134268,1.0231678,0.4600342,-0.5511713,0.8206626,0.24745858,0.41384965,0.10987701,0.77462053,1.1125011,0.85253733,0.15853292
0.4495434,-0.07696693,1.0956657,0.8919658,1.3412129,0.7886378,-0.16519287,0.6860631,0.15002462,0.5562132,0.25685918,0.7258491,0.751525,0.5809416,0.15319341
0.33978164,-0.018314522,0.8038725,0.6986209,1.0109713,0.6824493,0.0028846487,0.5658576,0.1970653,0.39655942,0.25910068,0.55095726,0.60938925,0.41310325,0.11025727
0.5316108,0.057030722,0.69932026,0.4877454,0.7420959,0.6264107,-0.43951172,0.78850865,0.40954307,0.25634143,0.18460381,0.6563092,1.0791805,0.8077941,0.13843392
0.24550891,-0.022177208,0.8189475,0.5136561,1.2475597,0.36192238,-0.17143391,0.5654273,-0.014013693,0.59695834,0.13692561,0.7125734,0.60376734,0.46322018,0.106405795
0.39883307,-0.000803113,0.7596622,0.7667408,0.99418074,0.86075556,0.20715433,0.56686974,0.24876237,0.33709675,0.29915312,0.44884178,0.55382204,0.32096606,0.13454957
0.35515788,-0.05190538,1.0437136,0.74379385,1.4315017,0.5979182,-0.16682266,0.670066,0.045097515,0.656906,0.23508132,0.79268426,0.6761496,0.5394637,0.09713507
0.4229273,-0.109631084,1.0095303,0.8643222,1.4382461,0.75626516,0.013455713,0.6401228,0.049814105,0.58235735,0.19373156,0.739518,0.67615706,0.46691066,0.13854448
0.39590773,-0.0072644996,1.0701965,0.642113,1.4983215,0.5296913,-0.45122707,0.7904986,0.01793366,0.70674646,0.15066895,0.90736514,0.94250506,0.69838214,0.17371735
0.43025294,-0.042089146,0.9623145,0.8268332,1.3353158,0.7354953,0.08496438,0.68856823,0.14568208,0.49211395,0.2499117,0.699311,0.72838545,0.46965337,0.09832059
0.43981117,-0.09313064,1.0337877,0.88473195,1.3211803,0.804945,0.022212654,0.64726424,0.13636681,0.52994746,0.25435668,0.6648353,0.6648914,0.45935833,0.12940253
0.43350342,0.016670251,1.0149566,0.92820656,1.3045585,0.9188873,-0.0018463805,0.6693507,0.19611162,0.48122346,0.32409072,0.6521435,0.67550236,0.46395695,0.16162664
0.76805794,0.0041999593,1.0804781,1.1731436,1.8902208,1.4166152,1.0597153,0.85940886,0.28500378,0.4844203,0.21930595,0.5657515,0.7091916,0.22272941,0.21068835
0.36736742,-0.020716578,0.982507,0.743271,1.3557515,0.6220026,0.006087642,0.5861835,0.07119794,0.59556305,0.23721245,0.7711539,0.66890866,0.442833,0.08789058
0.38646176,-0.021329049,0.86562604,0.7472556,1.064771,0.72031844,-0.03870602,0.60494596,0.19707507,0.42468715,0.27095672,0.5687583,0.6337559,0.43283787,0.12228572
0.82384425,0.097714886,1.0003786,1.0628716,0.9792899,1.4607586,-0.2078027,0.9716816,0.6371298,0.30069602,0.48119438,0.64345837,1.104464,0.7485694,0.34571895
0.46913397,0.02029951,0.85564756,0.8359896,0.99085224,0.95904857,-0.0009666309,0.6517655,0.34654954,0.34420168,0.31739658,0.5324531,0.7074944,0.48795104,0.19990303
0.47125584,0.014827048,0.7485437,0.8173369,1.3315191,1.0621027,0.69587296,0.60480106,0.18907511,0.41447228,0.19844499,0.39205503,0.46233737,0.1699583,0.13427752
0.47162062,-0.018965945,0.9569776,0.7550418,1.2070355,0.68477136,-0.1439067,0.7486966,0.1965619,0.4625427,0.24054587,0.72927034,0.8634655,0.6158137,0.11577572
0.38129646,-0.026351206,0.78176224,0.750165,1.1413243,0.78170365,0.29501724,0.57197636,0.16279209,0.38399452,0.2502955,0.47607002,0.52993095,0.28393847,0.10512242
0.40990266,0.025057146,0.7559184,0.4477326,0.9726904,0.41734052,-0.3894484,0.70036584,0.20076075,0.3693807,0.15415566,0.6924369,0.903453,0.7130691,0.08457221
0.3789118,0.029503264,0.7459536,0.42841718,1.0081847,0.3701507,-0.39975047,0.6840506,0.13546568,0.42527717,0.121885404,0.6923204,0.8837023,0.6604688,0.10620277
0.41488475,-0.053692244,1.0013069,0.7859337,1.2873175,0.64082634,-0.18128903,0.71044534,0.107436836,0.53663284,0.23462015,0.7366147,0.78021246,0.5534982,0.11382608
0.8192825,0.033314522,0.94618356,1.3000587,1.953701,1.7361137,1.4196353,0.87793326,0.3977074,0.3967299,0.24330747,0.37560531,0.58421975,0.07472958,0.20020735
0.6078684,-0.062821254,1.074826,1.0442767,1.4707154,1.0825028,0.16284515,0.80020094,0.23257232,0.5218421,0.29084203,0.7139409,0.8210172,0.50731987,0.16992716
0.7292642,-0.05122423,1.2009609,0.8820326,1.4977188,0.7633578,-0.5536154,0.9901626,0.17524588,0.58924234,0.17642274,1.015316,1.2727227,0.9718003,0.19815081
0.3085376,-0.009720796,0.8075751,0.6808786,1.032061,0.61187875,0.03048063,0.54339105,0.15567175,0.40775764,0.26954997,0.53995734,0.55745244,0.37411717,0.09347069
0.5219838,0.026872642,0.9102523,0.850241,0.9853021,0.9710645,-0.13726233,0.7168633,0.3845213,0.35905957,0.3388745,0.55731106,0.7847611,0.56777287,0.21513347
0.50541985,-0.04301028,1.1487528,0.9037859,1.4627467,0.7260335,-0.08459706,0.78492415,0.12734756,0.57211715,0.2758903,0.8145599,0.84261495,0.59843034,0.11285354
0.37139064,-0.01567179,0.72219515,0.7093082,0.9176041,0.7814831,0.08276586,0.5631852,0.24909556,0.33123076,0.2883664,0.46042404,0.57381415,0.36243227,0.13150403
0.85103744,0.04051972,1.0953212,1.2665246,1.2170515,1.5667447,0.24578829,0.882664,0.58323807,0.3035506,0.4992607,0.49735177,0.82292265,0.49253947,0.31778562
0.4391898,-0.055453844,0.9753121,0.8394191,1.3935845,0.7603553,0.150534,0.66731393,0.12805714,0.5393984,0.23148027,0.6865682,0.68442935,0.41458187,0.10998458
0.6237979,-0.0024594227,0.9237608,0.59298533,1.1502012,0.57443905,-0.5642307,0.8830469,0.22363892,0.42383116,0.09592791,0.8714114,1.2205665,0.9632962,0.1527551
0.6195459,-0.06615851,1.1770701,0.9315781,1.3534272,0.8721031,-0.34587687,0.8372715,0.25224897,0.57235545,0.2249322,0.8484612,1.0092151,0.7791918,0.1978121
0.35221058,-0.023772582,0.852104,0.70840216,1.138141,0.6417359,0.0674814,0.5793575,0.13217467,0.4506088,0.2504465,0.5667392,0.58269787,0.3698346,0.10170758
0.560641,0.05658844,0.8099343,0.85273004,0.81816876,1.0440062,-0.016613591,0.6859643,0.46574402,0.24639408,0.39793083,0.43431228,0.7055658,0.50186956,0.23880343
0.5314604,-0.07002325,1.1340344,0.90677243,1.5748341,0.7786731,-0.012778882,0.765036,0.10240664,0.65509355,0.1788714,0.78923184,0.80497223,0.50126237,0.1669557
0.39465222,-0.023929745,0.9546784,0.8139525,1.1555142,0.7601711,-0.02873537,0.61262834,0.19108474,0.45040476,0.2796271,0.5900107,0.6265706,0.4536955,0.13599223
0.29601687,-0.047150012,0.9297064,0.6303697,1.3433005,0.45424795,-0.17846155,0.62985146,-0.015255071,0.63969475,0.15502045,0.7553241,0.66279507,0.49838665,0.11327255
0.37270692,-0.025095727,0.86021584,0.7655825,1.1320755,0.75415885,0.088306256,0.58263916,0.1762667,0.43679035,0.26447308,0.5875385,0.61180925,0.39649802,0.11496617
0.33723044,-0.04708694,0.9758143,0.6076981,1.3419766,0.443101,-0.31876707,0.6597827,0.030815288,0.63840777,0.15852527,0.82758486,0.78922445,0.598725,0.11414242
0.737025,0.050627436,0.9233065,0.92382526,0.9017502,1.2188611,-0.22298379,0.86491036,0.57205373,0.28704095,0.36635712,0.605783,1.0352819,0.7452603,0.2888698
0.5939373,0.073684074,0.746124,0.5792699,0.7359356,0.76165545,-0.42096978,0.81112945,0.47683725,0.25240713,0.21929824,0.6398515,1.0828444,0.82220924,0.17643657
0.41284823,-0.03298691,1.0828356,0.8189478,1.450559,0.63385874,-0.09434651,0.7050144,0.038158424,0.6111562,0.23821515,0.7868893,0.7262328,0.5389373,0.12339279
0.4443353,0.008073159,0.82308024,0.79097795,0.95414096,0.8555181,0.0054011997,0.62220335,0.2925582,0.35316098,0.32781807,0.5109409,0.6398936,0.43024084,0.15201928
0.38714656,0.0043692323,0.7444123,0.696909,0.87907976,0.73948383,-0.05675669,0.59670347,0.28278667,0.3288535,0.2875106,0.49725077,0.6453145,0.45706078,0.14437369
0.6548503,0.13847822,0.60529083,0.32626656,0.558802,0.62955177,-0.6469066,0.9174709,0.53327477,0.118406355,0.12603751,0.6858189,1.3631394,1.0536343,0.15368472
0.49431753,-0.13333806,1.2858278,0.8322486,1.9759609,0.6406599,-0.18537804,0.8663948,-0.059619732,0.9352635,0.09449805,1.0588517,0.9075,0.6584807,0.17911358
0.47264466,-0.11740387,1.2115613,0.8204111,1.7639292,0.5619119,-0.24207808,0.775348,-0.089123316,0.8299449,0.119352095,0.98517597,0.81891084,0.62126446,0.16477326
0.5553614,0.041309454,0.7855363,0.4872948,0.8823083,0.51920485,-0.48501956,0.78179294,0.29973832,0.30217987,0.12452856,0.7275175,1.0781162,0.8546008,0.123138174
0.31895304,-0.067181,0.86773187,0.7140271,1.2851589,0.682438,0.20581223,0.5646986,0.08394952,0.520118,0.23089257,0.59866714,0.5614598,0.38283306,0.11325362
0.3461644,0.0014541103,0.8093021,0.63790506,0.97777694,0.6107446,-0.21528761,0.6253394,0.22139889,0.40145177,0.2333084,0.59599197,0.7260688,0.5463462,0.12358254
0.4535082,-0.0017630067,0.94964665,0.899603,1.2360859,0.9445925,0.0697284,0.6550965,0.20897561,0.43793088,0.32150024,0.602823,0.61677146,0.4167595,0.1539611
0.3880098,-0.028970871,0.8016734,0.7647496,1.0942774,0.8475243,0.22400808,0.5703332,0.21484917,0.39897162,0.2588319,0.5010758,0.551865,0.32737237,0.13685307
0.5237811,0.06687572,0.69353,0.49713516,0.7095324,0.6352387,-0.38456768,0.7630596,0.40613362,0.23341009,0.19931987,0.61462533,1.032263,0.7651287,0.14664726
0.32129455,-0.034922805,0.8715979,0.6879999,1.2110225,0.6333059,0.12301047,0.5381388,0.10896444,0.50332856,0.23691067,0.6391474,0.6087858,0.39755204,0.09279153
0.7075574,0.025155235,0.80655026,1.0383362,1.2147746,1.4418725,0.6990474,0.7202219,0.46029553,0.25310534,0.3440621,0.33231157,0.6209034,0.23446885,0.24272726
0.32608297,0.0031940439,0.7424949,0.5530228,0.88636476,0.51243734,-0.25174874,0.61184096,0.2267138,0.35525715,0.21742117,0.58000267,0.74354887,0.5586686,0.09277664
0.3018954,-0.037244674,0.77106166,0.65108293,1.21663,0.6925119,0.24552992,0.54152536,0.06465747,0.4906115,0.18728435,0.5165303,0.48424384,0.279747,0.09496391
0.3839852,-0.093763195,1.1062952,0.74924463,1.7016816,0.53669745,-0.22940798,0.7084658,-0.127462,0.8229338,0.10901201,0.94980425,0.74643093,0.5849584,0.16258767
0.69528794,0.051519092,0.91031015,0.77139074,0.9601254,1.0536284,-0.41122282,0.92968285,0.48086444,0.34154516,0.3254985,0.77949977,1.2099435,0.8544354,0.22857252
0.6977719,0.07081128,0.89750344,0.5095683,1.0327139,0.7100283,-0.74223125,1.0186977,0.38459492,0.35895526,0.09777076,0.8901315,1.4551704,1.1155076,0.18018126
0.40864277,0.0029279124,0.98389304,0.8405417,1.1878144,0.82614404,-0.092866525,0.6649001,0.21954262,0.47048777,0.3140487,0.6228575,0.69425696,0.5006161,0.16659838
0.45585167,0.053628076,0.7747796,0.5413658,0.883617,0.6090882,-0.40165627,0.74916995,0.30049008,0.3222673,0.20472994,0.65286887,0.95998174,0.7259621,0.1303522
0.4540676,0.06438999,0.7103387,0.45431504,0.7619011,0.5100043,-0.40345007,0.71909195,0.33812958,0.26189116,0.1784783,0.6235415,0.95923823,0.7408232,0.10865286
0.5998672,-0.021932464,0.86557806,1.0470395,1.6311618,1.2965924,1.0929202,0.69871885,0.27378297,0.43196172,0.24304992,0.4300769,0.56722045,0.12886724,0.18459247
0.5196537,-0.045380555,1.0323461,0.68415356,1.3750889,0.52239996,-0.39590514,0.80732006,0.07738543,0.57733244,0.12963137,0.8815882,0.9895657,0.74847156,0.13286991
0.26896894,-0.024140853,0.93478787,0.5428033,1.4145343,0.37066945,-0.27823424,0.64585775,-0.04416024,0.68499094,0.123135865,0.81689566,0.7135335,0.5449972,0.13557377
0.415666,0.018339643,0.8836385,0.4295463,1.2849145,0.3451178,-0.5513036,0.7903639,0.05648021,0.5751409,0.06426342,0.8731107,1.0455317,0.7928658,0.128155
0.67240536,0.026755225,1.1547488,1.0343945,1.2697915,1.1290146,-0.21470927,0.8414143,0.39761516,0.4643432,0.35424283,0.6953752,0.882622,0.67529815,0.2659754
0.30935526,-0.020413656,0.78277767,0.6542272,1.1325336,0.6361731,0.12547049,0.5464413,0.09160599,0.45254588,0.23206809,0.5334968,0.4992715,0.33967748,0.0957382
0.44849852,0.055949975,0.68982977,0.46960625,0.7407624,0.5723219,-0.37958694,0.70883536,0.34847522,0.26135153,0.18788919,0.59425026,0.940073,0.7224542,0.12035617
0.3475969,-0.069820054,0.9549794,0.68985784,1.354087,0.52910763,-0.1523562,0.63069457,0.024217285,0.6349847,0.15667428,0.7561344,0.6631255,0.48105413,0.116362035
0.65141785,-0.13841803,1.2942632,1.0610734,2.4631302,1.0730126,0.753958,0.9771142,-0.037315495,0.8911007,0.044727765,0.9566281,0.87359476,0.42390803,0.21564892
0.40229625,-0.048897043,0.9986647,0.8138847,1.2620993,0.65520746,-0.06809271,0.65151155,0.117571294,0.51063216,0.27547458,0.66986644,0.67621404,0.48053586,0.10966723
0.2865422,0.002688997,0.7884836,0.6246507,0.96984756,0.53018147,-0.06111002,0.54140246,0.16735378,0.39431876,0.26483375,0.54060894,0.5717777,0.4173953,0.08772275
0.27680486,-0.03916303,0.9327646,0.61034924,1.4052993,0.464352,-0.19291604,0.6201367,-0.053890526,0.6814319,0.15354794,0.77181906,0.6426996,0.49283826,0.13679944
0.3984045,-0.040128805,0.93958133,0.75418514,1.1283213,0.6810049,-0.12701635,0.6332443,0.18657643,0.46517992,0.25198436,0.6387295,0.6891109,0.49905604,0.12275413
0.5212666,-0.0555034,1.1224263,0.85200596,1.9467026,0.81000495,0.23496221,0.79875326,-0.08927079,0.7823748,0.05291086,0.91058147,0.7683604,0.4985735,0.1808893
0.5297103,-0.048473503,1.1044208,0.9592001,1.5344882,0.87390685,0.1729446,0.762667,0.1088551,0.5405416,0.25750697,0.72484404,0.7312499,0.47458613,0.1304848
0.6749132,-0.10048469,1.5120773,1.0920941,2.1231327,0.7490583,-0.17688915,0.97499317,-0.059077375,0.9072317,0.16993712,1.1473274,1.0235486,0.75312144,0.20773993
0.42916736,-0.03396284,0.79421103,0.82960665,1.3141503,0.9424723,0.61021656,0.5919046,0.18399307,0.4204582,0.24264228,0.46730778,0.53084123,0.22245385,0.1257403
1.0120456,0.17266984,0.83773774,0.93447495,0.6372393,1.5506886,-0.29439592,1.08119,0.91201174,0.08179534,0.42867136,0.61223847,1.3856142,1.0034158,0.3986311
0.2507137,-0.014180894,0.8301854,0.561798,1.2035549,0.4212485,-0.14589238,0.5645002,0.027622908,0.5573052,0.17943516,0.6720739,0.60901344,0.4377931,0.11081551
0.410267,-0.039541423,0.9184396,0.7900311,1.1694144,0.75030917,6.970763e-05,0.6208171,0.16526449,0.46464908,0.26617706,0.60822225,0.6395065,0.43326268,0.12517238
0.4013754,-0.0075386604,0.9125524,0.7314998,1.051118,0.7014289,-0.18958111,0.65554667,0.25279593,0.43196344,0.26192507,0.6294632,0.7334248,0.5522394,0.13831148
1.1512568,-0.022416748,1.1431233,1.6797001,2.7880409,2.4345317,2.5594642,1.0916232,0.5820831,0.5355032,0.21736589,0.3307493,0.7193145,-0.16537468,0.37152496
0.68138117,0.021785868,0.77975273,1.0179802,1.3781425,1.4283979,0.9621712,0.6948562,0.39297104,0.2736595,0.25207287,0.28239784,0.53812027,0.122219294,0.21569337
0.45577025,-0.03455191,0.8942972,0.8269225,1.2777148,0.8653144,0.31962234,0.643728,0.17320192,0.42828238,0.25351048,0.54307,0.59899855,0.31919587,0.116858035
0.4204185,-0.026840076,0.9263531,0.8202843,1.2125866,0.8231156,0.05182088,0.6561108,0.18458828,0.45240372,0.2763151,0.6084532,0.65758985,0.44081476,0.12989952
0.2981175,-0.004745004,0.7801145,0.6262979,0.97578377,0.54285747,-0.12224114,0.56422627,0.16874412,0.406547,0.24282485,0.5575775,0.6182405,0.44909486,0.09796806
0.44969156,-0.0022982843,0.7429807,0.79357696,1.1392676,0.92698413,0.36943555,0.59633946,0.23081774,0.3665259,0.25541857,0.42562577,0.5311702,0.2539128,0.14161721
0.46404248,-0.049154304,1.0547384,0.9067093,1.3512492,0.8562394,-0.08828015,0.7360598,0.16929764,0.5378226,0.29486585,0.6913784,0.71209025,0.5199311,0.12283957
0.7428906,-0.047676466,1.2456591,1.1901307,1.5429099,1.2034028,0.07934421,0.9278231,0.30563647,0.5254076,0.36335802,0.7320114,0.89318955,0.5677438,0.21748377
