Dataset                      Metric                   metric valor    d    t
../datasets_2/china.arff     R2 Score                  0.921572       5  300
../datasets_2/china.arff     MAE                     395.786          6   50
../datasets_2/china.arff     Median Absolute Error   109.105          6   50
../datasets_2/china.arff     RMSE                   1519.32           6   50
../datasets_2/china.arff     R2 Score                  0.923203       6   50
../datasets_2/china.arff     MAE                     401.176          6  100
../datasets_2/china.arff     Median Absolute Error   102.617          6  100
../datasets_2/china.arff     RMSE                   1611.53           6  100
../datasets_2/china.arff     R2 Score                  0.913598       6  100
../datasets_2/china.arff     MAE                     398.579          6  150
../datasets_2/china.arff     Median Absolute Error   110.972          6  150
../datasets_2/china.arff     RMSE                   1511.02           6  150
../datasets_2/china.arff     R2 Score                  0.92404        6  150
../datasets_2/china.arff     MAE                     387.023          6  200
../datasets_2/china.arff     Median Absolute Error   103.795          6  200
../datasets_2/china.arff     RMSE                   1476.94           6  200
../datasets_2/china.arff     R2 Score                  0.927427       6  200
../datasets_2/china.arff     MAE                     393.191          6  250
../datasets_2/china.arff     Median Absolute Error   120.168          6  250
../datasets_2/china.arff     RMSE                   1505.11           6  250
../datasets_2/china.arff     R2 Score                  0.924633       6  250
../datasets_2/china.arff     MAE                     396.999          6  300
../datasets_2/china.arff     Median Absolute Error   112.036          6  300
../datasets_2/china.arff     RMSE                   1531.47           6  300
../datasets_2/china.arff     R2 Score                  0.92197        6  300
../datasets_2/china.arff     MAE                     373.882          7   50
../datasets_2/china.arff     Median Absolute Error   101.897          7   50
../datasets_2/china.arff     RMSE                   1456.46           7   50
../datasets_2/china.arff     R2 Score                  0.929427       7   50
../datasets_2/china.arff     MAE                     398.838          7  100
../datasets_2/china.arff     Median Absolute Error    87.6073         7  100
../datasets_2/china.arff     RMSE                   1630.18           7  100
../datasets_2/china.arff     R2 Score                  0.911587       7  100
../datasets_2/china.arff     MAE                     377.109          7  150
../datasets_2/china.arff     Median Absolute Error    98.6435         7  150
../datasets_2/china.arff     RMSE                   1454.79           7  150
../datasets_2/china.arff     R2 Score                  0.929588       7  150
../datasets_2/china.arff     MAE                     382.494          7  200
../datasets_2/china.arff     Median Absolute Error    89.659          7  200
../datasets_2/china.arff     RMSE                   1552.61           7  200
../datasets_2/china.arff     R2 Score                  0.9198         7  200
../datasets_2/china.arff     MAE                     381.048          7  250
../datasets_2/china.arff     Median Absolute Error    94.858          7  250
../datasets_2/china.arff     RMSE                   1516.1            7  250
../datasets_2/china.arff     R2 Score                  0.923528       7  250
../datasets_2/china.arff     MAE                     374.333          7  300
../datasets_2/china.arff     Median Absolute Error    91.2502         7  300
../datasets_2/china.arff     RMSE                   1431.99           7  300
../datasets_2/china.arff     R2 Score                  0.931778       7  300
../datasets_2/china.arff     MAE                     367.546          8   50
../datasets_2/china.arff     Median Absolute Error    91.466          8   50
../datasets_2/china.arff     RMSE                   1465.19           8   50
../datasets_2/china.arff     R2 Score                  0.928578       8   50
../datasets_2/china.arff     MAE                     372.509          8  100
../datasets_2/china.arff     Median Absolute Error    94.4182         8  100
../datasets_2/china.arff     RMSE                   1525.23           8  100
../datasets_2/china.arff     R2 Score                  0.922604       8  100
../datasets_2/china.arff     MAE                     378.861          8  150
../datasets_2/china.arff     Median Absolute Error    82.0058         8  150
../datasets_2/china.arff     RMSE                   1524.63           8  150
../datasets_2/china.arff     R2 Score                  0.922666       8  150
../datasets_2/china.arff     MAE                     382.232          8  200
../datasets_2/china.arff     Median Absolute Error    87.4487         8  200
../datasets_2/china.arff     RMSE                   1511.51           8  200
../datasets_2/china.arff     R2 Score                  0.92399        8  200
../datasets_2/china.arff     MAE                     378.32           8  250
../datasets_2/china.arff     Median Absolute Error    82.2765         8  250
../datasets_2/china.arff     RMSE                   1509.76           8  250
../datasets_2/china.arff     R2 Score                  0.924166       8  250
../datasets_2/china.arff     MAE                     375.88           8  300
../datasets_2/china.arff     Median Absolute Error    91.2498         8  300
../datasets_2/china.arff     RMSE                   1523.62           8  300
../datasets_2/china.arff     R2 Score                  0.922768       8  300
../datasets_2/china.arff     MAE                     370.02           9   50
../datasets_2/china.arff     Median Absolute Error    79.6427         9   50
../datasets_2/china.arff     RMSE                   1495.25           9   50
../datasets_2/china.arff     R2 Score                  0.925617       9   50
../datasets_2/china.arff     MAE                     375.21           9  100
../datasets_2/china.arff     Median Absolute Error    86.133          9  100
../datasets_2/china.arff     RMSE                   1434.99           9  100
../datasets_2/china.arff     R2 Score                  0.931492       9  100
../datasets_2/china.arff     MAE                     381.638          9  150
../datasets_2/china.arff     Median Absolute Error    95.7554         9  150
../datasets_2/china.arff     RMSE                   1523.89           9  150
../datasets_2/china.arff     R2 Score                  0.92274        9  150
../datasets_2/china.arff     MAE                     376.233          9  200
../datasets_2/china.arff     Median Absolute Error    92.844          9  200
../datasets_2/china.arff     RMSE                   1503.89           9  200
../datasets_2/china.arff     R2 Score                  0.924755       9  200
../datasets_2/china.arff     MAE                     377.023          9  250
../datasets_2/china.arff     Median Absolute Error    83.3743         9  250
../datasets_2/china.arff     RMSE                   1519.09           9  250
../datasets_2/china.arff     R2 Score                  0.923227       9  250
../datasets_2/china.arff     MAE                     375.803          9  300
../datasets_2/china.arff     Median Absolute Error    87.8603         9  300
../datasets_2/china.arff     RMSE                   1503.88           9  300
../datasets_2/china.arff     R2 Score                  0.924756       9  300
../datasets_2/china.arff     MAE                     376.1           10   50
../datasets_2/china.arff     Median Absolute Error    92.2828        10   50
../datasets_2/china.arff     RMSE                   1525.95          10   50
../datasets_2/china.arff     R2 Score                  0.922531      10   50
../datasets_2/china.arff     MAE                     383.271         10  100
../datasets_2/china.arff     Median Absolute Error    92.8101        10  100
../datasets_2/china.arff     RMSE                   1570.51          10  100
../datasets_2/china.arff     R2 Score                  0.917941      10  100
../datasets_2/china.arff     MAE                     374.077         10  150
../datasets_2/china.arff     Median Absolute Error    84.9189        10  150
../datasets_2/china.arff     RMSE                   1486.4           10  150
../datasets_2/china.arff     R2 Score                  0.926495      10  150
../datasets_2/china.arff     MAE                     373.363         10  200
../datasets_2/china.arff     Median Absolute Error    83.6055        10  200
../datasets_2/china.arff     RMSE                   1507.56          10  200
../datasets_2/china.arff     R2 Score                  0.924387      10  200
../datasets_2/china.arff     MAE                     372.154         10  250
../datasets_2/china.arff     Median Absolute Error    75.0984        10  250
../datasets_2/china.arff     RMSE                   1489.44          10  250
../datasets_2/china.arff     R2 Score                  0.926194      10  250
../datasets_2/china.arff     MAE                     374.56          10  300
../datasets_2/china.arff     Median Absolute Error    85.0747        10  300
../datasets_2/china.arff     RMSE                   1492.1           10  300
../datasets_2/china.arff     R2 Score                  0.92593       10  300
../datasets_2/albrecht.arff  MAE                      10.7471         5   50
../datasets_2/albrecht.arff  Median Absolute Error     3.85421        5   50
../datasets_2/albrecht.arff  RMSE                     18.356          5   50
../datasets_2/albrecht.arff  R2 Score                  0.734691       5   50
../datasets_2/albrecht.arff  MAE                      12.6163         5  100
../datasets_2/albrecht.arff  Median Absolute Error     4.72812        5  100
../datasets_2/albrecht.arff  RMSE                     19.6574         5  100
../datasets_2/albrecht.arff  R2 Score                  0.695741       5  100
../datasets_2/albrecht.arff  MAE                      12.3023         5  150
../datasets_2/albrecht.arff  Median Absolute Error     4.64057        5  150
../datasets_2/albrecht.arff  RMSE                     19.5243         5  150
../datasets_2/albrecht.arff  R2 Score                  0.699845       5  150
../datasets_2/albrecht.arff  MAE                      12.7531         5  200
../datasets_2/albrecht.arff  Median Absolute Error     4.78449        5  200
../datasets_2/albrecht.arff  RMSE                     21.4184         5  200
../datasets_2/albrecht.arff  R2 Score                  0.638784       5  200
../datasets_2/albrecht.arff  MAE                      12.1072         5  250
../datasets_2/albrecht.arff  Median Absolute Error     4.77126        5  250
../datasets_2/albrecht.arff  RMSE                     20.0461         5  250
../datasets_2/albrecht.arff  R2 Score                  0.683589       5  250
../datasets_2/albrecht.arff  MAE                      12.9694         5  300
../datasets_2/albrecht.arff  Median Absolute Error     4.79918        5  300
../datasets_2/albrecht.arff  RMSE                     20.7263         5  300
../datasets_2/albrecht.arff  R2 Score                  0.661751       5  300
../datasets_2/albrecht.arff  MAE                      12.1566         6   50
../datasets_2/albrecht.arff  Median Absolute Error     4.18558        6   50
../datasets_2/albrecht.arff  RMSE                     21.56           6   50
../datasets_2/albrecht.arff  R2 Score                  0.633993       6   50
../datasets_2/albrecht.arff  MAE                      12.7272         6  100
../datasets_2/albrecht.arff  Median Absolute Error     4.67491        6  100
../datasets_2/albrecht.arff  RMSE                     21.9054         6  100
../datasets_2/albrecht.arff  R2 Score                  0.622172       6  100
../datasets_2/albrecht.arff  MAE                      11.7467         6  150
../datasets_2/albrecht.arff  Median Absolute Error     4.53426        6  150
../datasets_2/albrecht.arff  RMSE                     19.9809         6  150
../datasets_2/albrecht.arff  R2 Score                  0.685642       6  150
../datasets_2/albrecht.arff  MAE                      12.4664         6  200
../datasets_2/albrecht.arff  Median Absolute Error     4.64036        6  200
../datasets_2/albrecht.arff  RMSE                     19.5392         6  200
../datasets_2/albrecht.arff  R2 Score                  0.699389       6  200
../datasets_2/albrecht.arff  MAE                      12.1086         6  250
../datasets_2/albrecht.arff  Median Absolute Error     4.53701        6  250
../datasets_2/albrecht.arff  RMSE                     18.8004         6  250
../datasets_2/albrecht.arff  R2 Score                  0.721692       6  250
../datasets_2/albrecht.arff  MAE                      12.1629         6  300
../datasets_2/albrecht.arff  Median Absolute Error     4.68802        6  300
../datasets_2/albrecht.arff  RMSE                     19.128          6  300
../datasets_2/albrecht.arff  R2 Score                  0.711907       6  300
../datasets_2/albrecht.arff  MAE                      10.8454         7   50
../datasets_2/albrecht.arff  Median Absolute Error     4.36689        7   50
../datasets_2/albrecht.arff  RMSE                     17.4433         7   50
../datasets_2/albrecht.arff  R2 Score                  0.76042        7   50
../datasets_2/albrecht.arff  MAE                      13.4445         7  100
../datasets_2/albrecht.arff  Median Absolute Error     5.28584        7  100
../datasets_2/albrecht.arff  RMSE                     19.889          7  100
../datasets_2/albrecht.arff  R2 Score                  0.688528       7  100
../datasets_2/albrecht.arff  MAE                      12.4072         7  150
../datasets_2/albrecht.arff  Median Absolute Error     4.75502        7  150
../datasets_2/albrecht.arff  RMSE                     20.293          7  150
../datasets_2/albrecht.arff  R2 Score                  0.675747       7  150
../datasets_2/albrecht.arff  MAE                      12.4108         7  200
../datasets_2/albrecht.arff  Median Absolute Error     4.51727        7  200
../datasets_2/albrecht.arff  RMSE                     20.7275         7  200
../datasets_2/albrecht.arff  R2 Score                  0.661712       7  200
../datasets_2/albrecht.arff  MAE                      12.2881         7  250
../datasets_2/albrecht.arff  Median Absolute Error     4.45173        7  250
../datasets_2/albrecht.arff  RMSE                     20.2017         7  250
../datasets_2/albrecht.arff  R2 Score                  0.678656       7  250
../datasets_2/albrecht.arff  MAE                      12.1985         7  300
../datasets_2/albrecht.arff  Median Absolute Error     4.42636        7  300
../datasets_2/albrecht.arff  RMSE                     19.7184         7  300
../datasets_2/albrecht.arff  R2 Score                  0.693849       7  300
../datasets_2/albrecht.arff  MAE                      14.132          8   50
../datasets_2/albrecht.arff  Median Absolute Error     6.35846        8   50
../datasets_2/albrecht.arff  RMSE                     21.0116         8   50
../datasets_2/albrecht.arff  R2 Score                  0.652376       8   50
../datasets_2/albrecht.arff  MAE                      12.9741         8  100
../datasets_2/albrecht.arff  Median Absolute Error     4.88842        8  100
../datasets_2/albrecht.arff  RMSE                     20.6271         8  100
../datasets_2/albrecht.arff  R2 Score                  0.664981       8  100
../datasets_2/albrecht.arff  MAE                      12.9222         8  150
../datasets_2/albrecht.arff  Median Absolute Error     4.40526        8  150
../datasets_2/albrecht.arff  RMSE                     19.7824         8  150
../datasets_2/albrecht.arff  R2 Score                  0.691857       8  150
../datasets_2/albrecht.arff  MAE                      11.9226         8  200
../datasets_2/albrecht.arff  Median Absolute Error     4.49663        8  200
../datasets_2/albrecht.arff  RMSE                     20.1799         8  200
../datasets_2/albrecht.arff  R2 Score                  0.679349       8  200
../datasets_2/albrecht.arff  MAE                      12.7541         8  250
../datasets_2/albrecht.arff  Median Absolute Error     4.59229        8  250
../datasets_2/albrecht.arff  RMSE                     20.2589         8  250
../datasets_2/albrecht.arff  R2 Score                  0.676835       8  250
../datasets_2/albrecht.arff  MAE                      13.0011         8  300
../datasets_2/albrecht.arff  Median Absolute Error     4.33546        8  300
../datasets_2/albrecht.arff  RMSE                     20.5872         8  300
../datasets_2/albrecht.arff  R2 Score                  0.666275       8  300
../datasets_2/albrecht.arff  MAE                      12.2464         9   50
../datasets_2/albrecht.arff  Median Absolute Error     5.2572         9   50
../datasets_2/albrecht.arff  RMSE                     19.5278         9   50
../datasets_2/albrecht.arff  R2 Score                  0.699738       9   50
../datasets_2/albrecht.arff  MAE                      12.4823         9  100
../datasets_2/albrecht.arff  Median Absolute Error     4.77595        9  100
../datasets_2/albrecht.arff  RMSE                     17.6602         9  100
../datasets_2/albrecht.arff  R2 Score                  0.754424       9  100
../datasets_2/albrecht.arff  MAE                      12.2757         9  150
../datasets_2/albrecht.arff  Median Absolute Error     4.39479        9  150
../datasets_2/albrecht.arff  RMSE                     19.6701         9  150
../datasets_2/albrecht.arff  R2 Score                  0.695347       9  150
../datasets_2/albrecht.arff  MAE                      12.7482         9  200
../datasets_2/albrecht.arff  Median Absolute Error     4.82839        9  200
../datasets_2/albrecht.arff  RMSE                     20.3251         9  200
../datasets_2/albrecht.arff  R2 Score                  0.67472        9  200
../datasets_2/albrecht.arff  MAE                      12.3403         9  250
../datasets_2/albrecht.arff  Median Absolute Error     4.66134        9  250
../datasets_2/albrecht.arff  RMSE                     20.0172         9  250
../datasets_2/albrecht.arff  R2 Score                  0.6845         9  250
../datasets_2/albrecht.arff  MAE                      12.7483         9  300
../datasets_2/albrecht.arff  Median Absolute Error     4.31244        9  300
../datasets_2/albrecht.arff  RMSE                     20.0064         9  300
../datasets_2/albrecht.arff  R2 Score                  0.684839       9  300
../datasets_2/albrecht.arff  MAE                      12.3087        10   50
../datasets_2/albrecht.arff  Median Absolute Error     4.64987       10   50
../datasets_2/albrecht.arff  RMSE                     19.8384        10   50
../datasets_2/albrecht.arff  R2 Score                  0.69011       10   50
../datasets_2/albrecht.arff  MAE                      12.6452        10  100
../datasets_2/albrecht.arff  Median Absolute Error     4.665         10  100
../datasets_2/albrecht.arff  RMSE                     21.1342        10  100
../datasets_2/albrecht.arff  R2 Score                  0.648305      10  100
../datasets_2/albrecht.arff  MAE                      12.3954        10  150
../datasets_2/albrecht.arff  Median Absolute Error     4.60537       10  150
../datasets_2/albrecht.arff  RMSE                     19.519         10  150
../datasets_2/albrecht.arff  R2 Score                  0.700009      10  150
../datasets_2/albrecht.arff  MAE                      12.4819        10  200
../datasets_2/albrecht.arff  Median Absolute Error     4.50119       10  200
../datasets_2/albrecht.arff  RMSE                     19.562         10  200
../datasets_2/albrecht.arff  R2 Score                  0.698685      10  200
../datasets_2/albrecht.arff  MAE                      12.1584        10  250
../datasets_2/albrecht.arff  Median Absolute Error     4.4766        10  250
../datasets_2/albrecht.arff  RMSE                     19.546         10  250
../datasets_2/albrecht.arff  R2 Score                  0.699177      10  250
../datasets_2/albrecht.arff  MAE                      12.3698        10  300
../datasets_2/albrecht.arff  Median Absolute Error     4.8127        10  300
../datasets_2/albrecht.arff  RMSE                     19.7478        10  300
../datasets_2/albrecht.arff  R2 Score                  0.692936      10  300
../datasets_2/kemerer.arff   MAE                      46.7711         5   50
../datasets_2/kemerer.arff   Median Absolute Error    39.861          5   50
../datasets_2/kemerer.arff   RMSE                     55.5783         5   50
../datasets_2/kemerer.arff   R2 Score                  0.62724        5   50
../datasets_2/kemerer.arff   MAE                      45.2049         5  100
../datasets_2/kemerer.arff   Median Absolute Error    56.0436         5  100
../datasets_2/kemerer.arff   RMSE                     49.3914         5  100
../datasets_2/kemerer.arff   R2 Score                  0.705612       5  100
../datasets_2/kemerer.arff   MAE                      48.0882         5  150
../datasets_2/kemerer.arff   Median Absolute Error    53.8938         5  150
../datasets_2/kemerer.arff   RMSE                     52.8567         5  150
../datasets_2/kemerer.arff   R2 Score                  0.662854       5  150
../datasets_2/kemerer.arff   MAE                      54.2425         5  200
../datasets_2/kemerer.arff   Median Absolute Error    58.5874         5  200
../datasets_2/kemerer.arff   RMSE                     62.5276         5  200
../datasets_2/kemerer.arff   R2 Score                  0.528196       5  200
../datasets_2/kemerer.arff   MAE                      52.6395         5  250
../datasets_2/kemerer.arff   Median Absolute Error    71.5865         5  250
../datasets_2/kemerer.arff   RMSE                     59.175          5  250
../datasets_2/kemerer.arff   R2 Score                  0.577434       5  250
../datasets_2/kemerer.arff   MAE                      55.5405         5  300
../datasets_2/kemerer.arff   Median Absolute Error    77.0765         5  300
../datasets_2/kemerer.arff   RMSE                     63.4167         5  300
../datasets_2/kemerer.arff   R2 Score                  0.514683       5  300
../datasets_2/kemerer.arff   MAE                      45.3391         6   50
../datasets_2/kemerer.arff   Median Absolute Error    49.0957         6   50
../datasets_2/kemerer.arff   RMSE                     47.7853         6   50
../datasets_2/kemerer.arff   R2 Score                  0.724446       6   50
../datasets_2/kemerer.arff   MAE                      65.5993         6  100
../datasets_2/kemerer.arff   Median Absolute Error    86.5456         6  100
../datasets_2/kemerer.arff   RMSE                     77.2416         6  100
../datasets_2/kemerer.arff   R2 Score                  0.280021       6  100
../datasets_2/kemerer.arff   MAE                      49.1194         6  150
../datasets_2/kemerer.arff   Median Absolute Error    60.8559         6  150
../datasets_2/kemerer.arff   RMSE                     54.1444         6  150
../datasets_2/kemerer.arff   R2 Score                  0.646227       6  150
../datasets_2/kemerer.arff   MAE                      59.1176         6  200
../datasets_2/kemerer.arff   Median Absolute Error    79.2427         6  200
../datasets_2/kemerer.arff   RMSE                     67.2158         6  200
../datasets_2/kemerer.arff   R2 Score                  0.454794       6  200
../datasets_2/kemerer.arff   MAE                      61.117          6  250
../datasets_2/kemerer.arff   Median Absolute Error    83.1367         6  250
../datasets_2/kemerer.arff   RMSE                     69.693          6  250
../datasets_2/kemerer.arff   R2 Score                  0.413867       6  250
../datasets_2/kemerer.arff   MAE                      61.0245         6  300
../datasets_2/kemerer.arff   Median Absolute Error    79.6414         6  300
../datasets_2/kemerer.arff   RMSE                     68.9077         6  300
../datasets_2/kemerer.arff   R2 Score                  0.427001       6  300
../datasets_2/kemerer.arff   MAE                      63.0498         7   50
../datasets_2/kemerer.arff   Median Absolute Error    64.6942         7   50
../datasets_2/kemerer.arff   RMSE                     73.095          7   50
../datasets_2/kemerer.arff   R2 Score                  0.355248       7   50
../datasets_2/kemerer.arff   MAE                      44.3761         7  100
../datasets_2/kemerer.arff   Median Absolute Error    45.6492         7  100
../datasets_2/kemerer.arff   RMSE                     48.61           7  100
../datasets_2/kemerer.arff   R2 Score                  0.714852       7  100
../datasets_2/kemerer.arff   MAE                      56.4859         7  150
../datasets_2/kemerer.arff   Median Absolute Error    66.5421         7  150
../datasets_2/kemerer.arff   RMSE                     66.1            7  150
../datasets_2/kemerer.arff   R2 Score                  0.472744       7  150
../datasets_2/kemerer.arff   MAE                      57.8193         7  200
../datasets_2/kemerer.arff   Median Absolute Error    72.2726         7  200
../datasets_2/kemerer.arff   RMSE                     64.9392         7  200
../datasets_2/kemerer.arff   R2 Score                  0.491101       7  200
../datasets_2/kemerer.arff   MAE                      52.797          7  250
../datasets_2/kemerer.arff   Median Absolute Error    57.2213         7  250
../datasets_2/kemerer.arff   RMSE                     59.9568         7  250
../datasets_2/kemerer.arff   R2 Score                  0.566195       7  250
../datasets_2/kemerer.arff   MAE                      47.1461         7  300
../datasets_2/kemerer.arff   Median Absolute Error    53.7902         7  300
../datasets_2/kemerer.arff   RMSE                     52.7611         7  300
../datasets_2/kemerer.arff   R2 Score                  0.664072       7  300
../datasets_2/kemerer.arff   MAE                      62.1555         8   50
../datasets_2/kemerer.arff   Median Absolute Error    77.53           8   50
../datasets_2/kemerer.arff   RMSE                     68.6035         8   50
../datasets_2/kemerer.arff   R2 Score                  0.43205        8   50
../datasets_2/kemerer.arff   MAE                      52.573          8  100
../datasets_2/kemerer.arff   Median Absolute Error    61.3035         8  100
../datasets_2/kemerer.arff   RMSE                     61.5011         8  100
../datasets_2/kemerer.arff   R2 Score                  0.54356        8  100
../datasets_2/kemerer.arff   MAE                      60.5098         8  150
../datasets_2/kemerer.arff   Median Absolute Error    65.3756         8  150
../datasets_2/kemerer.arff   RMSE                     73.0742         8  150
../datasets_2/kemerer.arff   R2 Score                  0.355613       8  150
../datasets_2/kemerer.arff   MAE                      55.8022         8  200
../datasets_2/kemerer.arff   Median Absolute Error    70.184          8  200
../datasets_2/kemerer.arff   RMSE                     63.1281         8  200
../datasets_2/kemerer.arff   R2 Score                  0.519091       8  200
../datasets_2/kemerer.arff   MAE                      49.1326         8  250
../datasets_2/kemerer.arff   Median Absolute Error    63.2467         8  250
../datasets_2/kemerer.arff   RMSE                     54.7175         8  250
../datasets_2/kemerer.arff   R2 Score                  0.638698       8  250
../datasets_2/kemerer.arff   MAE                      50.6309         8  300
../datasets_2/kemerer.arff   Median Absolute Error    67.03           8  300
../datasets_2/kemerer.arff   RMSE                     57.41           8  300
../datasets_2/kemerer.arff   R2 Score                  0.602265       8  300
../datasets_2/kemerer.arff   MAE                      36.914          9   50
../datasets_2/kemerer.arff   Median Absolute Error    26.6864         9   50
../datasets_2/kemerer.arff   RMSE                     44.3321         9   50
../datasets_2/kemerer.arff   R2 Score                  0.762833       9   50
../datasets_2/kemerer.arff   MAE                      54.0828         9  100
../datasets_2/kemerer.arff   Median Absolute Error    65.5225         9  100
../datasets_2/kemerer.arff   RMSE                     60.3675         9  100
../datasets_2/kemerer.arff   R2 Score                  0.560231       9  100
../datasets_2/kemerer.arff   MAE                      58.6566         9  150
../datasets_2/kemerer.arff   Median Absolute Error    69.3662         9  150
../datasets_2/kemerer.arff   RMSE                     65.4093         9  150
../datasets_2/kemerer.arff   R2 Score                  0.483707       9  150
../datasets_2/kemerer.arff   MAE                      44.4342         9  200
../datasets_2/kemerer.arff   Median Absolute Error    50.2002         9  200
../datasets_2/kemerer.arff   RMSE                     47.6582         9  200
../datasets_2/kemerer.arff   R2 Score                  0.72591        9  200
../datasets_2/kemerer.arff   MAE                      47.7407         9  250
../datasets_2/kemerer.arff   Median Absolute Error    58.0049         9  250
../datasets_2/kemerer.arff   RMSE                     53.5427         9  250
../datasets_2/kemerer.arff   R2 Score                  0.654046       9  250
../datasets_2/kemerer.arff   MAE                      54.766          9  300
../datasets_2/kemerer.arff   Median Absolute Error    71.6608         9  300
../datasets_2/kemerer.arff   RMSE                     62.4245         9  300
../datasets_2/kemerer.arff   R2 Score                  0.52975        9  300
../datasets_2/kemerer.arff   MAE                      66.2629        10   50
../datasets_2/kemerer.arff   Median Absolute Error    80.8101        10   50
../datasets_2/kemerer.arff   RMSE                     77.9586        10   50
../datasets_2/kemerer.arff   R2 Score                  0.266591      10   50
../datasets_2/kemerer.arff   MAE                      57.8958        10  100
../datasets_2/kemerer.arff   Median Absolute Error    60.9716        10  100
../datasets_2/kemerer.arff   RMSE                     66.2841        10  100
../datasets_2/kemerer.arff   R2 Score                  0.469803      10  100
../datasets_2/kemerer.arff   MAE                      54.429         10  150
../datasets_2/kemerer.arff   Median Absolute Error    68.0547        10  150
../datasets_2/kemerer.arff   RMSE                     59.5296        10  150
../datasets_2/kemerer.arff   R2 Score                  0.572354      10  150
../datasets_2/kemerer.arff   MAE                      66.2563        10  200
../datasets_2/kemerer.arff   Median Absolute Error    86.6762        10  200
../datasets_2/kemerer.arff   RMSE                     75.087         10  200
../datasets_2/kemerer.arff   R2 Score                  0.319627      10  200
../datasets_2/kemerer.arff   MAE                      49.0545        10  250
../datasets_2/kemerer.arff   Median Absolute Error    67.3578        10  250
../datasets_2/kemerer.arff   RMSE                     56.0221        10  250
../datasets_2/kemerer.arff   R2 Score                  0.621263      10  250
../datasets_2/kemerer.arff   MAE                      65.1536        10  300
../datasets_2/kemerer.arff   Median Absolute Error    76.3826        10  300
../datasets_2/kemerer.arff   RMSE                     73.9854        10  300
../datasets_2/kemerer.arff   R2 Score                  0.339444      10  300
../datasets_2/cocomo81.arff  MAE                     261.81           5   50
../datasets_2/cocomo81.arff  Median Absolute Error    84.6272         5   50
../datasets_2/cocomo81.arff  RMSE                    488.594          5   50
../datasets_2/cocomo81.arff  R2 Score                  0.227488       5   50
../datasets_2/cocomo81.arff  MAE                     267.3            5  100
../datasets_2/cocomo81.arff  Median Absolute Error   104.594          5  100
../datasets_2/cocomo81.arff  RMSE                    458.883          5  100
../datasets_2/cocomo81.arff  R2 Score                  0.318583       5  100
../datasets_2/cocomo81.arff  MAE                     251.323          5  150
../datasets_2/cocomo81.arff  Median Absolute Error    86.3143         5  150
../datasets_2/cocomo81.arff  RMSE                    428.647          5  150
../datasets_2/cocomo81.arff  R2 Score                  0.405423       5  150
../datasets_2/cocomo81.arff  MAE                     269.922          5  200
../datasets_2/cocomo81.arff  Median Absolute Error   100.539          5  200
../datasets_2/cocomo81.arff  RMSE                    479.748          5  200
../datasets_2/cocomo81.arff  R2 Score                  0.25521        5  200
../datasets_2/cocomo81.arff  MAE                     261.725          5  250
../datasets_2/cocomo81.arff  Median Absolute Error    86.2869         5  250
../datasets_2/cocomo81.arff  RMSE                    459.407          5  250
../datasets_2/cocomo81.arff  R2 Score                  0.317026       5  250
../datasets_2/cocomo81.arff  MAE                     258.81           5  300
../datasets_2/cocomo81.arff  Median Absolute Error   103.118          5  300
../datasets_2/cocomo81.arff  RMSE                    439.962          5  300
../datasets_2/cocomo81.arff  R2 Score                  0.37362        5  300
../datasets_2/cocomo81.arff  MAE                     272.197          6   50
../datasets_2/cocomo81.arff  Median Absolute Error   100.262          6   50
../datasets_2/cocomo81.arff  RMSE                    468.229          6   50
../datasets_2/cocomo81.arff  R2 Score                  0.290545       6   50
../datasets_2/cocomo81.arff  MAE                     251.026          6  100
../datasets_2/cocomo81.arff  Median Absolute Error   102.976          6  100
../datasets_2/cocomo81.arff  RMSE                    384.697          6  100
../datasets_2/cocomo81.arff  R2 Score                  0.521099       6  100
../datasets_2/cocomo81.arff  MAE                     262.75           6  150
../datasets_2/cocomo81.arff  Median Absolute Error   108.912          6  150
../datasets_2/cocomo81.arff  RMSE                    449.65           6  150
../datasets_2/cocomo81.arff  R2 Score                  0.345731       6  150
../datasets_2/cocomo81.arff  MAE                     258.376          6  200
../datasets_2/cocomo81.arff  Median Absolute Error    90.1707         6  200
../datasets_2/cocomo81.arff  RMSE                    449.635          6  200
../datasets_2/cocomo81.arff  R2 Score                  0.345774       6  200
../datasets_2/cocomo81.arff  MAE                     256.696          6  250
../datasets_2/cocomo81.arff  Median Absolute Error   101.718          6  250
../datasets_2/cocomo81.arff  RMSE                    469.083          6  250
../datasets_2/cocomo81.arff  R2 Score                  0.287955       6  250
../datasets_2/cocomo81.arff  MAE                     258.226          6  300
../datasets_2/cocomo81.arff  Median Absolute Error   108.132          6  300
../datasets_2/cocomo81.arff  RMSE                    454.457          6  300
../datasets_2/cocomo81.arff  R2 Score                  0.331665       6  300
../datasets_2/cocomo81.arff  MAE                     251.124          7   50
../datasets_2/cocomo81.arff  Median Absolute Error   115.18           7   50
../datasets_2/cocomo81.arff  RMSE                    445.358          7   50
../datasets_2/cocomo81.arff  R2 Score                  0.358159       7   50
../datasets_2/cocomo81.arff  MAE                     265.399          7  100
../datasets_2/cocomo81.arff  Median Absolute Error   100.691          7  100
../datasets_2/cocomo81.arff  RMSE                    481.094          7  100
../datasets_2/cocomo81.arff  R2 Score                  0.251024       7  100
../datasets_2/cocomo81.arff  MAE                     260.708          7  150
../datasets_2/cocomo81.arff  Median Absolute Error    80.4548         7  150
../datasets_2/cocomo81.arff  RMSE                    467.79           7  150
