Dataset                      Metric                     metric valor    d    t
../datasets_2/cocomo81.arff  RMSE                     2274.43           5  200
../datasets_2/cocomo81.arff  R2 Score                   -6.78915        5  200
../datasets_2/cocomo81.arff  MAE                      1290.74           5  250
../datasets_2/cocomo81.arff  Median Absolute Error      48.5847         5  250
../datasets_2/cocomo81.arff  RMSE                     2307.32           5  250
../datasets_2/cocomo81.arff  R2 Score                   -7.01609        5  250
../datasets_2/cocomo81.arff  MAE                      1210.83           5  300
../datasets_2/cocomo81.arff  Median Absolute Error      93.9064         5  300
../datasets_2/cocomo81.arff  RMSE                     2154.65           5  300
../datasets_2/cocomo81.arff  R2 Score                   -5.99039        5  300
../datasets_2/cocomo81.arff  MAE                      1247.9            6   50
../datasets_2/cocomo81.arff  Median Absolute Error      50.2021         6   50
../datasets_2/cocomo81.arff  RMSE                     2215.5            6   50
../datasets_2/cocomo81.arff  R2 Score                   -6.39076        6   50
../datasets_2/cocomo81.arff  MAE                      1211.71           6  100
../datasets_2/cocomo81.arff  Median Absolute Error     130.597          6  100
../datasets_2/cocomo81.arff  RMSE                     2156.9            6  100
../datasets_2/cocomo81.arff  R2 Score                   -6.00494        6  100
../datasets_2/cocomo81.arff  MAE                      1271.73           6  150
../datasets_2/cocomo81.arff  Median Absolute Error      60.3799         6  150
../datasets_2/cocomo81.arff  RMSE                     2271.02           6  150
../datasets_2/cocomo81.arff  R2 Score                   -6.76587        6  150
../datasets_2/cocomo81.arff  MAE                      1227.67           6  200
../datasets_2/cocomo81.arff  Median Absolute Error      69.1252         6  200
../datasets_2/cocomo81.arff  RMSE                     2170.13           6  200
../datasets_2/cocomo81.arff  R2 Score                   -6.09116        6  200
../datasets_2/cocomo81.arff  MAE                      1281.72           6  250
../datasets_2/cocomo81.arff  Median Absolute Error      56.6496         6  250
../datasets_2/cocomo81.arff  RMSE                     2285.86           6  250
../datasets_2/cocomo81.arff  R2 Score                   -6.86766        6  250
../datasets_2/cocomo81.arff  MAE                      1296.36           6  300
../datasets_2/cocomo81.arff  Median Absolute Error      45.1942         6  300
../datasets_2/cocomo81.arff  RMSE                     2328.69           6  300
../datasets_2/cocomo81.arff  R2 Score                   -7.16528        6  300
../datasets_2/cocomo81.arff  MAE                      1322.98           7   50
../datasets_2/cocomo81.arff  Median Absolute Error      72.4386         7   50
../datasets_2/cocomo81.arff  RMSE                     2378.19           7   50
../datasets_2/cocomo81.arff  R2 Score                   -7.51605        7   50
../datasets_2/cocomo81.arff  MAE                      1258.72           7  100
../datasets_2/cocomo81.arff  Median Absolute Error     122.869          7  100
../datasets_2/cocomo81.arff  RMSE                     2237.69           7  100
../datasets_2/cocomo81.arff  R2 Score                   -6.53955        7  100
../datasets_2/cocomo81.arff  MAE                      1224.02           7  150
../datasets_2/cocomo81.arff  Median Absolute Error      42.1596         7  150
../datasets_2/cocomo81.arff  RMSE                     2184.19           7  150
../datasets_2/cocomo81.arff  R2 Score                   -6.18337        7  150
../datasets_2/cocomo81.arff  MAE                      1230.14           7  200
../datasets_2/cocomo81.arff  Median Absolute Error      68.1599         7  200
../datasets_2/cocomo81.arff  RMSE                     2181.85           7  200
../datasets_2/cocomo81.arff  R2 Score                   -6.16798        7  200
../datasets_2/cocomo81.arff  MAE                      1314.37           7  250
../datasets_2/cocomo81.arff  Median Absolute Error     102.121          7  250
../datasets_2/cocomo81.arff  RMSE                     2349.49           7  250
../datasets_2/cocomo81.arff  R2 Score                   -7.31179        7  250
../datasets_2/cocomo81.arff  MAE                      1258.4            7  300
../datasets_2/cocomo81.arff  Median Absolute Error     127.701          7  300
../datasets_2/cocomo81.arff  RMSE                     2237.78           7  300
../datasets_2/cocomo81.arff  R2 Score                   -6.54016        7  300
../datasets_2/cocomo81.arff  MAE                      1361.32           8   50
../datasets_2/cocomo81.arff  Median Absolute Error      90.9366         8   50
../datasets_2/cocomo81.arff  RMSE                     2440.14           8   50
../datasets_2/cocomo81.arff  R2 Score                   -7.96556        8   50
../datasets_2/cocomo81.arff  MAE                      1361.4            8  100
../datasets_2/cocomo81.arff  Median Absolute Error     109.363          8  100
../datasets_2/cocomo81.arff  RMSE                     2441.14           8  100
../datasets_2/cocomo81.arff  R2 Score                   -7.97284        8  100
../datasets_2/cocomo81.arff  MAE                      1260.34           8  150
../datasets_2/cocomo81.arff  Median Absolute Error     132.767          8  150
../datasets_2/cocomo81.arff  RMSE                     2228.12           8  150
../datasets_2/cocomo81.arff  R2 Score                   -6.47521        8  150
../datasets_2/cocomo81.arff  MAE                      1396.35           8  200
../datasets_2/cocomo81.arff  Median Absolute Error     126.094          8  200
../datasets_2/cocomo81.arff  RMSE                     2510.77           8  200
../datasets_2/cocomo81.arff  R2 Score                   -8.49203        8  200
../datasets_2/cocomo81.arff  MAE                      1291.34           8  250
../datasets_2/cocomo81.arff  Median Absolute Error     103.688          8  250
../datasets_2/cocomo81.arff  RMSE                     2297.71           8  250
../datasets_2/cocomo81.arff  R2 Score                   -6.94946        8  250
../datasets_2/cocomo81.arff  MAE                      1283.12           8  300
../datasets_2/cocomo81.arff  Median Absolute Error      49.3884         8  300
../datasets_2/cocomo81.arff  RMSE                     2294.77           8  300
../datasets_2/cocomo81.arff  R2 Score                   -6.92909        8  300
../datasets_2/cocomo81.arff  MAE                      1167.33           9   50
../datasets_2/cocomo81.arff  Median Absolute Error     194.505          9   50
../datasets_2/cocomo81.arff  RMSE                     2047.44           9   50
../datasets_2/cocomo81.arff  R2 Score                   -5.31203        9   50
../datasets_2/cocomo81.arff  MAE                      1319.89           9  100
../datasets_2/cocomo81.arff  Median Absolute Error     129.153          9  100
../datasets_2/cocomo81.arff  RMSE                     2355.01           9  100
../datasets_2/cocomo81.arff  R2 Score                   -7.35085        9  100
../datasets_2/cocomo81.arff  MAE                      1238.38           9  150
../datasets_2/cocomo81.arff  Median Absolute Error      98.4384         9  150
../datasets_2/cocomo81.arff  RMSE                     2211.74           9  150
../datasets_2/cocomo81.arff  R2 Score                   -6.3657         9  150
../datasets_2/cocomo81.arff  MAE                      1305.82           9  200
../datasets_2/cocomo81.arff  Median Absolute Error      79.8689         9  200
../datasets_2/cocomo81.arff  RMSE                     2337.73           9  200
../datasets_2/cocomo81.arff  R2 Score                   -7.22875        9  200
../datasets_2/cocomo81.arff  MAE                      1319.95           9  250
../datasets_2/cocomo81.arff  Median Absolute Error      65.0749         9  250
../datasets_2/cocomo81.arff  RMSE                     2372.19           9  250
../datasets_2/cocomo81.arff  R2 Score                   -7.47317        9  250
../datasets_2/cocomo81.arff  MAE                      1277.75           9  300
../datasets_2/cocomo81.arff  Median Absolute Error      44.7131         9  300
../datasets_2/cocomo81.arff  RMSE                     2288.94           9  300
../datasets_2/cocomo81.arff  R2 Score                   -6.88889        9  300
../datasets_2/cocomo81.arff  MAE                      1340.76          10   50
../datasets_2/cocomo81.arff  Median Absolute Error     143.214         10   50
../datasets_2/cocomo81.arff  RMSE                     2381.17          10   50
../datasets_2/cocomo81.arff  R2 Score                   -7.53746       10   50
../datasets_2/cocomo81.arff  MAE                      1353.02          10  100
../datasets_2/cocomo81.arff  Median Absolute Error     133.173         10  100
../datasets_2/cocomo81.arff  RMSE                     2426.17          10  100
../datasets_2/cocomo81.arff  R2 Score                   -7.86318       10  100
../datasets_2/cocomo81.arff  MAE                      1245.86          10  150
../datasets_2/cocomo81.arff  Median Absolute Error      43.1066        10  150
../datasets_2/cocomo81.arff  RMSE                     2219.32          10  150
../datasets_2/cocomo81.arff  R2 Score                   -6.41625       10  150
../datasets_2/cocomo81.arff  MAE                      1206.77          10  200
../datasets_2/cocomo81.arff  Median Absolute Error      61.5514        10  200
../datasets_2/cocomo81.arff  RMSE                     2134.2           10  200
../datasets_2/cocomo81.arff  R2 Score                   -5.85833       10  200
../datasets_2/cocomo81.arff  MAE                      1301.25          10  250
../datasets_2/cocomo81.arff  Median Absolute Error      45.1836        10  250
../datasets_2/cocomo81.arff  RMSE                     2339.12          10  250
../datasets_2/cocomo81.arff  R2 Score                   -7.23859       10  250
../datasets_2/cocomo81.arff  MAE                      1342.17          10  300
../datasets_2/cocomo81.arff  Median Absolute Error      39.7652        10  300
../datasets_2/cocomo81.arff  RMSE                     2416.24          10  300
../datasets_2/cocomo81.arff  R2 Score                   -7.79075       10  300
../datasets_2/china.arff     MAE                       377.241          5   50
../datasets_2/china.arff     Median Absolute Error     155.875          5   50
../datasets_2/china.arff     RMSE                      789.063          5   50
../datasets_2/china.arff     R2 Score                    0.986223       5   50
../datasets_2/china.arff     MAE                       408.187          5  100
../datasets_2/china.arff     Median Absolute Error     177.43           5  100
../datasets_2/china.arff     RMSE                      868.926          5  100
../datasets_2/china.arff     R2 Score                    0.983294       5  100
../datasets_2/china.arff     MAE                       429.365          5  150
../datasets_2/china.arff     Median Absolute Error     178.003          5  150
../datasets_2/china.arff     RMSE                     1016.79           5  150
../datasets_2/china.arff     R2 Score                    0.977124       5  150
../datasets_2/china.arff     MAE                       444.717          5  200
../datasets_2/china.arff     Median Absolute Error     155.761          5  200
../datasets_2/china.arff     RMSE                     1066.27           5  200
../datasets_2/china.arff     R2 Score                    0.974843       5  200
../datasets_2/china.arff     MAE                       443.413          5  250
../datasets_2/china.arff     Median Absolute Error     168.601          5  250
../datasets_2/china.arff     RMSE                     1031.75           5  250
../datasets_2/china.arff     R2 Score                    0.976446       5  250
../datasets_2/china.arff     MAE                       457.377          5  300
../datasets_2/china.arff     Median Absolute Error     153.84           5  300
../datasets_2/china.arff     RMSE                     1129.21           5  300
../datasets_2/china.arff     R2 Score                    0.971786       5  300
../datasets_2/china.arff     MAE                       360.334          6   50
../datasets_2/china.arff     Median Absolute Error     140.24           6   50
../datasets_2/china.arff     RMSE                      797.809          6   50
../datasets_2/china.arff     R2 Score                    0.985916       6   50
../datasets_2/china.arff     MAE                       421.938          6  100
../datasets_2/china.arff     Median Absolute Error     154.703          6  100
../datasets_2/china.arff     RMSE                     1022.68           6  100
../datasets_2/china.arff     R2 Score                    0.976858       6  100
../datasets_2/china.arff     MAE                       401.738          6  150
../datasets_2/china.arff     Median Absolute Error     150.888          6  150
../datasets_2/china.arff     RMSE                      922.268          6  150
../datasets_2/china.arff     R2 Score                    0.981179       6  150
../datasets_2/china.arff     MAE                       439.033          6  200
../datasets_2/china.arff     Median Absolute Error     138.566          6  200
../datasets_2/china.arff     RMSE                     1142.57           6  200
../datasets_2/china.arff     R2 Score                    0.971114       6  200
../datasets_2/china.arff     MAE                       419.924          6  250
../datasets_2/china.arff     Median Absolute Error     160.813          6  250
../datasets_2/china.arff     RMSE                     1029.75           6  250
../datasets_2/china.arff     R2 Score                    0.976537       6  250
../datasets_2/china.arff     MAE                       429.465          6  300
../datasets_2/china.arff     Median Absolute Error     162.148          6  300
../datasets_2/china.arff     RMSE                     1046.78           6  300
../datasets_2/china.arff     R2 Score                    0.975755       6  300
../datasets_2/china.arff     MAE                       460.479          7   50
../datasets_2/china.arff     Median Absolute Error     135.345          7   50
../datasets_2/china.arff     RMSE                     1244.14           7   50
../datasets_2/china.arff     R2 Score                    0.96575        7   50
../datasets_2/china.arff     MAE                       406.432          7  100
../datasets_2/china.arff     Median Absolute Error     141.444          7  100
../datasets_2/china.arff     RMSE                      934.03           7  100
../datasets_2/china.arff     R2 Score                    0.980696       7  100
../datasets_2/china.arff     MAE                       399.933          7  150
../datasets_2/china.arff     Median Absolute Error     149.872          7  150
../datasets_2/china.arff     RMSE                      991.61           7  150
../datasets_2/china.arff     R2 Score                    0.978243       7  150
../datasets_2/china.arff     MAE                       434.452          7  200
../datasets_2/china.arff     Median Absolute Error     147.039          7  200
../datasets_2/china.arff     RMSE                     1063.69           7  200
../datasets_2/china.arff     R2 Score                    0.974965       7  200
../datasets_2/china.arff     MAE                       412.865          7  250
../datasets_2/china.arff     Median Absolute Error     144.095          7  250
../datasets_2/china.arff     RMSE                      986.427          7  250
../datasets_2/china.arff     R2 Score                    0.97847        7  250
../datasets_2/china.arff     MAE                       406.352          7  300
../datasets_2/china.arff     Median Absolute Error     129.177          7  300
../datasets_2/china.arff     RMSE                     1008.93           7  300
../datasets_2/china.arff     R2 Score                    0.977476       7  300
../datasets_2/china.arff     MAE                       375.673          8   50
../datasets_2/china.arff     Median Absolute Error     150.865          8   50
../datasets_2/china.arff     RMSE                      782.222          8   50
../datasets_2/china.arff     R2 Score                    0.986461       8   50
../datasets_2/china.arff     MAE                       420.09           8  100
../datasets_2/china.arff     Median Absolute Error     148.146          8  100
../datasets_2/china.arff     RMSE                     1085.22           8  100
../datasets_2/china.arff     R2 Score                    0.973941       8  100
../datasets_2/china.arff     MAE                       413.549          8  150
../datasets_2/china.arff     Median Absolute Error     147.325          8  150
../datasets_2/china.arff     RMSE                     1046.66           8  150
../datasets_2/china.arff     R2 Score                    0.97576        8  150
../datasets_2/china.arff     MAE                       433.957          8  200
../datasets_2/china.arff     Median Absolute Error     142.228          8  200
../datasets_2/china.arff     RMSE                     1157.12           8  200
../datasets_2/china.arff     R2 Score                    0.970374       8  200
../datasets_2/china.arff     MAE                       428.797          8  250
../datasets_2/china.arff     Median Absolute Error     143.772          8  250
../datasets_2/china.arff     RMSE                     1130.83           8  250
../datasets_2/china.arff     R2 Score                    0.971705       8  250
../datasets_2/china.arff     MAE                       387.626          8  300
../datasets_2/china.arff     Median Absolute Error     147.177          8  300
../datasets_2/china.arff     RMSE                      899.374          8  300
../datasets_2/china.arff     R2 Score                    0.982102       8  300
../datasets_2/china.arff     MAE                       396.13           9   50
../datasets_2/china.arff     Median Absolute Error     132.969          9   50
../datasets_2/china.arff     RMSE                      992.588          9   50
../datasets_2/china.arff     R2 Score                    0.9782         9   50
../datasets_2/china.arff     MAE                       418.502          9  100
../datasets_2/china.arff     Median Absolute Error     143.48           9  100
../datasets_2/china.arff     RMSE                     1113.54           9  100
../datasets_2/china.arff     R2 Score                    0.972563       9  100
../datasets_2/china.arff     MAE                       414.737          9  150
../datasets_2/china.arff     Median Absolute Error     142.194          9  150
../datasets_2/china.arff     RMSE                     1070.96           9  150
../datasets_2/china.arff     R2 Score                    0.974622       9  150
../datasets_2/china.arff     MAE                       408.084          9  200
../datasets_2/china.arff     Median Absolute Error     134.908          9  200
../datasets_2/china.arff     RMSE                      996.46           9  200
../datasets_2/china.arff     R2 Score                    0.97803        9  200
../datasets_2/china.arff     MAE                       417.257          9  250
../datasets_2/china.arff     Median Absolute Error     140.93           9  250
../datasets_2/china.arff     RMSE                     1066.84           9  250
../datasets_2/china.arff     R2 Score                    0.974817       9  250
../datasets_2/china.arff     MAE                       394.791          9  300
../datasets_2/china.arff     Median Absolute Error     128.374          9  300
../datasets_2/china.arff     RMSE                      960.208          9  300
../datasets_2/china.arff     R2 Score                    0.979599       9  300
../datasets_2/china.arff     MAE                       401.667         10   50
../datasets_2/china.arff     Median Absolute Error     141.839         10   50
../datasets_2/china.arff     RMSE                      991.418         10   50
../datasets_2/china.arff     R2 Score                    0.978251      10   50
../datasets_2/china.arff     MAE                       428.428         10  100
../datasets_2/china.arff     Median Absolute Error     140.539         10  100
../datasets_2/china.arff     RMSE                     1087.07          10  100
../datasets_2/china.arff     R2 Score                    0.973852      10  100
../datasets_2/china.arff     MAE                       444.42          10  150
../datasets_2/china.arff     Median Absolute Error     146.338         10  150
../datasets_2/china.arff     RMSE                     1187.74          10  150
../datasets_2/china.arff     R2 Score                    0.968785      10  150
../datasets_2/china.arff     MAE                       424.313         10  200
../datasets_2/china.arff     Median Absolute Error     133.338         10  200
../datasets_2/china.arff     RMSE                     1082.24          10  200
../datasets_2/china.arff     R2 Score                    0.974084      10  200
../datasets_2/china.arff     MAE                       415.074         10  250
../datasets_2/china.arff     Median Absolute Error     146.606         10  250
../datasets_2/china.arff     RMSE                     1020.35          10  250
../datasets_2/china.arff     R2 Score                    0.976964      10  250
../datasets_2/china.arff     MAE                       427.465         10  300
../datasets_2/china.arff     Median Absolute Error     148.934         10  300
../datasets_2/china.arff     RMSE                     1088.44          10  300
../datasets_2/china.arff     R2 Score                    0.973786      10  300
../datasets_2/albrecht.arff  MAE                        14.0442         5   50
../datasets_2/albrecht.arff  Median Absolute Error       5.11565        5   50
../datasets_2/albrecht.arff  RMSE                       23.1368         5   50
../datasets_2/albrecht.arff  R2 Score                    0.609175       5   50
../datasets_2/albrecht.arff  MAE                        13.9138         5  100
../datasets_2/albrecht.arff  Median Absolute Error       6.12252        5  100
../datasets_2/albrecht.arff  RMSE                       20.6193         5  100
../datasets_2/albrecht.arff  R2 Score                    0.689598       5  100
../datasets_2/albrecht.arff  MAE                        13.8583         5  150
../datasets_2/albrecht.arff  Median Absolute Error      10.2428         5  150
../datasets_2/albrecht.arff  RMSE                       18.5877         5  150
../datasets_2/albrecht.arff  R2 Score                    0.747752       5  150
../datasets_2/albrecht.arff  MAE                        13.16           5  200
../datasets_2/albrecht.arff  Median Absolute Error       5.65343        5  200
../datasets_2/albrecht.arff  RMSE                       19.3676         5  200
../datasets_2/albrecht.arff  R2 Score                    0.72614        5  200
../datasets_2/albrecht.arff  MAE                        13.8503         5  250
../datasets_2/albrecht.arff  Median Absolute Error       5.78312        5  250
../datasets_2/albrecht.arff  RMSE                       21.1562         5  250
../datasets_2/albrecht.arff  R2 Score                    0.673224       5  250
../datasets_2/albrecht.arff  MAE                        13.9467         5  300
../datasets_2/albrecht.arff  Median Absolute Error       6.44362        5  300
../datasets_2/albrecht.arff  RMSE                       19.8925         5  300
../datasets_2/albrecht.arff  R2 Score                    0.711095       5  300
../datasets_2/albrecht.arff  MAE                        13.6418         6   50
../datasets_2/albrecht.arff  Median Absolute Error       7.59696        6   50
../datasets_2/albrecht.arff  RMSE                       18.6985         6   50
../datasets_2/albrecht.arff  R2 Score                    0.744735       6   50
../datasets_2/albrecht.arff  MAE                        13.1084         6  100
../datasets_2/albrecht.arff  Median Absolute Error       6.58535        6  100
../datasets_2/albrecht.arff  RMSE                       20.3175         6  100
../datasets_2/albrecht.arff  R2 Score                    0.698618       6  100
../datasets_2/albrecht.arff  MAE                        13.7304         6  150
../datasets_2/albrecht.arff  Median Absolute Error       9.57108        6  150
../datasets_2/albrecht.arff  RMSE                       19.3589         6  150
../datasets_2/albrecht.arff  R2 Score                    0.726387       6  150
../datasets_2/albrecht.arff  MAE                        13.9837         6  200
../datasets_2/albrecht.arff  Median Absolute Error       6.58251        6  200
../datasets_2/albrecht.arff  RMSE                       20.3017         6  200
../datasets_2/albrecht.arff  R2 Score                    0.699088       6  200
../datasets_2/albrecht.arff  MAE                        14.1271         6  250
../datasets_2/albrecht.arff  Median Absolute Error       5.75371        6  250
../datasets_2/albrecht.arff  RMSE                       20.9347         6  250
../datasets_2/albrecht.arff  R2 Score                    0.68003        6  250
../datasets_2/albrecht.arff  MAE                        13.9307         6  300
../datasets_2/albrecht.arff  Median Absolute Error       6.27271        6  300
../datasets_2/albrecht.arff  RMSE                       19.8633         6  300
../datasets_2/albrecht.arff  R2 Score                    0.711943       6  300
../datasets_2/albrecht.arff  MAE                        14.2516         7   50
../datasets_2/albrecht.arff  Median Absolute Error       6.46713        7   50
../datasets_2/albrecht.arff  RMSE                       20.0148         7   50
../datasets_2/albrecht.arff  R2 Score                    0.707532       7   50
../datasets_2/albrecht.arff  MAE                        13.7409         7  100
../datasets_2/albrecht.arff  Median Absolute Error       5.82632        7  100
../datasets_2/albrecht.arff  RMSE                       21.1135         7  100
../datasets_2/albrecht.arff  R2 Score                    0.67454        7  100
../datasets_2/albrecht.arff  MAE                        13.8752         7  150
../datasets_2/albrecht.arff  Median Absolute Error       7.44923        7  150
../datasets_2/albrecht.arff  RMSE                       19.114          7  150
../datasets_2/albrecht.arff  R2 Score                    0.733266       7  150
../datasets_2/albrecht.arff  MAE                        14.0263         7  200
../datasets_2/albrecht.arff  Median Absolute Error       5.71301        7  200
../datasets_2/albrecht.arff  RMSE                       20.436          7  200
../datasets_2/albrecht.arff  R2 Score                    0.695093       7  200
../datasets_2/albrecht.arff  MAE                        13.6055         7  250
../datasets_2/albrecht.arff  Median Absolute Error       5.51874        7  250
../datasets_2/albrecht.arff  RMSE                       20.2351         7  250
../datasets_2/albrecht.arff  R2 Score                    0.701059       7  250
../datasets_2/albrecht.arff  MAE                        13.3942         7  300
../datasets_2/albrecht.arff  Median Absolute Error       5.14043        7  300
../datasets_2/albrecht.arff  RMSE                       19.8444         7  300
../datasets_2/albrecht.arff  R2 Score                    0.71249        7  300
../datasets_2/albrecht.arff  MAE                        15.429          8   50
../datasets_2/albrecht.arff  Median Absolute Error       9.1421         8   50
../datasets_2/albrecht.arff  RMSE                       22.4631         8   50
../datasets_2/albrecht.arff  R2 Score                    0.631602       8   50
../datasets_2/albrecht.arff  MAE                        13.5205         8  100
../datasets_2/albrecht.arff  Median Absolute Error       5.60532        8  100
../datasets_2/albrecht.arff  RMSE                       20.8017         8  100
../datasets_2/albrecht.arff  R2 Score                    0.684081       8  100
../datasets_2/albrecht.arff  MAE                        13.4844         8  150
../datasets_2/albrecht.arff  Median Absolute Error       7.94313        8  150
../datasets_2/albrecht.arff  RMSE                       19.0048         8  150
../datasets_2/albrecht.arff  R2 Score                    0.736304       8  150
../datasets_2/albrecht.arff  MAE                        14.2579         8  200
../datasets_2/albrecht.arff  Median Absolute Error       5.91063        8  200
../datasets_2/albrecht.arff  RMSE                       20.6451         8  200
../datasets_2/albrecht.arff  R2 Score                    0.688821       8  200
../datasets_2/albrecht.arff  MAE                        13.3946         8  250
../datasets_2/albrecht.arff  Median Absolute Error       5.80667        8  250
../datasets_2/albrecht.arff  RMSE                       20.958          8  250
../datasets_2/albrecht.arff  R2 Score                    0.679317       8  250
../datasets_2/albrecht.arff  MAE                        14.0216         8  300
../datasets_2/albrecht.arff  Median Absolute Error       6.46297        8  300
../datasets_2/albrecht.arff  RMSE                       20.1011         8  300
../datasets_2/albrecht.arff  R2 Score                    0.705005       8  300
../datasets_2/albrecht.arff  MAE                        14.4424         9   50
../datasets_2/albrecht.arff  Median Absolute Error       8.87157        9   50
../datasets_2/albrecht.arff  RMSE                       20.6684         9   50
../datasets_2/albrecht.arff  R2 Score                    0.688119       9   50
../datasets_2/albrecht.arff  MAE                        13.7599         9  100
../datasets_2/albrecht.arff  Median Absolute Error       5.87674        9  100
../datasets_2/albrecht.arff  RMSE                       20.795          9  100
../datasets_2/albrecht.arff  R2 Score                    0.684285       9  100
../datasets_2/albrecht.arff  MAE                        13.7653         9  150
../datasets_2/albrecht.arff  Median Absolute Error       6.4176         9  150
../datasets_2/albrecht.arff  RMSE                       20.638          9  150
../datasets_2/albrecht.arff  R2 Score                    0.689036       9  150
../datasets_2/albrecht.arff  MAE                        13.6866         9  200
../datasets_2/albrecht.arff  Median Absolute Error       7.73542        9  200
../datasets_2/albrecht.arff  RMSE                       19.0026         9  200
../datasets_2/albrecht.arff  R2 Score                    0.736365       9  200
../datasets_2/albrecht.arff  MAE                        13.9269         9  250
../datasets_2/albrecht.arff  Median Absolute Error       6.97191        9  250
../datasets_2/albrecht.arff  RMSE                       19.8207         9  250
../datasets_2/albrecht.arff  R2 Score                    0.713176       9  250
../datasets_2/albrecht.arff  MAE                        13.7565         9  300
../datasets_2/albrecht.arff  Median Absolute Error       7.11424        9  300
../datasets_2/albrecht.arff  RMSE                       19.695          9  300
../datasets_2/albrecht.arff  R2 Score                    0.716802       9  300
../datasets_2/albrecht.arff  MAE                        13.2858        10   50
../datasets_2/albrecht.arff  Median Absolute Error       6.35434       10   50
../datasets_2/albrecht.arff  RMSE                       20.0917        10   50
../datasets_2/albrecht.arff  R2 Score                    0.70528       10   50
../datasets_2/albrecht.arff  MAE                        13.7096        10  100
../datasets_2/albrecht.arff  Median Absolute Error       7.53687       10  100
../datasets_2/albrecht.arff  RMSE                       19.7111        10  100
../datasets_2/albrecht.arff  R2 Score                    0.716341      10  100
../datasets_2/albrecht.arff  MAE                        14.3309        10  150
../datasets_2/albrecht.arff  Median Absolute Error       7.02732       10  150
../datasets_2/albrecht.arff  RMSE                       20.7017        10  150
../datasets_2/albrecht.arff  R2 Score                    0.687112      10  150
../datasets_2/albrecht.arff  MAE                        14.0278        10  200
../datasets_2/albrecht.arff  Median Absolute Error       7.52972       10  200
../datasets_2/albrecht.arff  RMSE                       19.7628        10  200
../datasets_2/albrecht.arff  R2 Score                    0.714851      10  200
../datasets_2/albrecht.arff  MAE                        13.9065        10  250
../datasets_2/albrecht.arff  Median Absolute Error       8.09533       10  250
../datasets_2/albrecht.arff  RMSE                       19.7821        10  250
../datasets_2/albrecht.arff  R2 Score                    0.714293      10  250
../datasets_2/albrecht.arff  MAE                        13.6004        10  300
../datasets_2/albrecht.arff  Median Absolute Error       5.44641       10  300
../datasets_2/albrecht.arff  RMSE                       19.9328        10  300
../datasets_2/albrecht.arff  R2 Score                    0.709922      10  300
../datasets_2/kemerer.arff   MAE                        74.8861         5   50
../datasets_2/kemerer.arff   Median Absolute Error      33.1583         5   50
../datasets_2/kemerer.arff   RMSE                      110.542          5   50
../datasets_2/kemerer.arff   R2 Score                   -0.56312        5   50
../datasets_2/kemerer.arff   MAE                        88.2676         5  100
../datasets_2/kemerer.arff   Median Absolute Error     115.936          5  100
../datasets_2/kemerer.arff   RMSE                      108.085          5  100
../datasets_2/kemerer.arff   R2 Score                   -0.494408       5  100
../datasets_2/kemerer.arff   MAE                       106.084          5  150
../datasets_2/kemerer.arff   Median Absolute Error     140.53           5  150
../datasets_2/kemerer.arff   RMSE                      124.528          5  150
../datasets_2/kemerer.arff   R2 Score                   -0.983708       5  150
../datasets_2/kemerer.arff   MAE                        83.978          5  200
../datasets_2/kemerer.arff   Median Absolute Error      49.9108         5  200
../datasets_2/kemerer.arff   RMSE                      111.85           5  200
../datasets_2/kemerer.arff   R2 Score                   -0.600344       5  200
../datasets_2/kemerer.arff   MAE                        93.66           5  250
../datasets_2/kemerer.arff   Median Absolute Error      79.585          5  250
../datasets_2/kemerer.arff   RMSE                      117.665          5  250
../datasets_2/kemerer.arff   R2 Score                   -0.77108        5  250
../datasets_2/kemerer.arff   MAE                        86.7014         5  300
../datasets_2/kemerer.arff   Median Absolute Error      78.1227         5  300
../datasets_2/kemerer.arff   RMSE                      108.484          5  300
../datasets_2/kemerer.arff   R2 Score                   -0.505459       5  300
../datasets_2/kemerer.arff   MAE                        66.7592         6   50
../datasets_2/kemerer.arff   Median Absolute Error       9.15177        6   50
../datasets_2/kemerer.arff   RMSE                      108.031          6   50
../datasets_2/kemerer.arff   R2 Score                   -0.492933       6   50
../datasets_2/kemerer.arff   MAE                        83.6422         6  100
../datasets_2/kemerer.arff   Median Absolute Error      86.8109         6  100
../datasets_2/kemerer.arff   RMSE                      103.773          6  100
../datasets_2/kemerer.arff   R2 Score                   -0.377543       6  100
../datasets_2/kemerer.arff   MAE                        85.6228         6  150
../datasets_2/kemerer.arff   Median Absolute Error      66.4916         6  150
../datasets_2/kemerer.arff   RMSE                      105.636          6  150
../datasets_2/kemerer.arff   R2 Score                   -0.427462       6  150
../datasets_2/kemerer.arff   MAE                        91.3255         6  200
../datasets_2/kemerer.arff   Median Absolute Error      78.8564         6  200
../datasets_2/kemerer.arff   RMSE                      112.337          6  200
../datasets_2/kemerer.arff   R2 Score                   -0.614303       6  200
../datasets_2/kemerer.arff   MAE                        94.7318         6  250
../datasets_2/kemerer.arff   Median Absolute Error      99.8778         6  250
../datasets_2/kemerer.arff   RMSE                      116.126          6  250
../datasets_2/kemerer.arff   R2 Score                   -0.725028       6  250
../datasets_2/kemerer.arff   MAE                       105.063          6  300
../datasets_2/kemerer.arff   Median Absolute Error      98.3815         6  300
../datasets_2/kemerer.arff   RMSE                      123.706          6  300
../datasets_2/kemerer.arff   R2 Score                   -0.9576         6  300
../datasets_2/kemerer.arff   MAE                       100.825          7   50
