rely,data,cplx,time,virt,acap,pcap,vexp,lexp,modp,tool,loc,MI_loc_aexp,MI_loc_data,MI_loc_stor,MI_loc_time,MI_loc_cplx,MI_loc_pcap,MI_loc_acap,MI_loc_vexp,MI_aexp_data,actual
0.37821907,-0.0840193,0.4610993,0.18503264,0.14359963,0.335932,0.42324975,0.6234069,0.38726205,0.43180758,0.4804111,-0.09758867,0.2393909,0.030558156,0.12912048,0.05202219,0.0907255,0.07690963,0.18267927,0.07970217,-0.024158675,0.16666709
0.49805164,-0.088256195,0.60133666,0.2919533,0.13663965,0.26228333,0.47921377,0.86147976,0.4281558,0.35556954,0.51583666,-0.15424244,0.35082003,0.048350662,0.17872915,0.12773114,0.11160734,0.14859308,0.27276623,0.109956935,-0.017767433,0.1890232
0.34127766,-0.019437648,0.40645325,0.12987623,0.11692417,0.31020164,0.39442676,0.4795044,0.2656498,0.3465299,0.42206627,-0.067799985,0.15495504,0.022201788,0.107580245,0.021168672,0.06174586,0.059571516,0.13644281,0.021711744,0.0058063865,0.09757434
0.3220872,-0.00090239197,0.41436177,0.12878124,0.118454866,0.2996439,0.38019833,0.45430326,0.27431047,0.37293133,0.43301615,-0.062824845,0.14039047,0.015465847,0.10572201,0.012473077,0.07073866,0.043974455,0.12015235,0.052425124,0.0067877434,0.08757976
0.5209899,-0.12429032,0.49080834,0.31399065,0.17579375,0.34253165,0.4270207,0.66393864,0.5246233,0.6928511,0.60257685,-0.07221344,0.34345058,0.06321844,0.2022668,0.11282461,0.2083235,0.15734632,0.37797338,0.24365596,-0.1811607,0.22056969
0.54426384,-0.036204267,0.42255855,0.30292246,0.18961166,0.3107447,0.40183878,0.6662488,0.38539234,0.2879014,0.44131774,-0.23920196,0.3255207,0.015181558,0.13417952,0.090344064,0.06711834,0.06532486,0.20416635,0.062735334,-0.07170905,0.20241733
0.405867,-0.068596244,0.5060197,0.2361173,0.1358099,0.27722275,0.3926647,0.57737833,0.35681286,0.42232934,0.4745657,-0.09000169,0.2122811,0.014593979,0.13957281,0.06376793,0.11657083,0.0669305,0.22014488,0.11505843,-0.03830966,0.14558136
0.42716178,-0.09850231,0.50954074,0.23303819,0.14032504,0.29945096,0.43275812,0.6098323,0.35184988,0.4010489,0.46780038,-0.12094253,0.22773525,0.008783328,0.14125071,0.04717852,0.09607926,0.07519266,0.19961,0.07946295,-0.023928422,0.15859406
0.5389385,-0.114491805,0.59062153,0.32402053,0.13042839,0.26871353,0.44985855,0.75389194,0.4297386,0.34946448,0.5050831,-0.1291647,0.286262,0.031707026,0.18350837,0.15389758,0.11613402,0.10714202,0.26662084,0.1270119,-0.028613884,0.21983245
0.93277925,-0.48445818,0.75902003,0.58233726,0.2422485,0.4993436,0.7867965,1.4319214,1.0288259,1.2473637,0.9106825,-0.263795,0.869267,0.11263954,0.4232856,0.2718844,0.4362302,0.45147055,0.7792735,0.48669085,-0.58864707,0.37882018
0.52295864,-0.15720294,0.6231861,0.32176661,0.1618483,0.30276546,0.4940231,0.80185556,0.45909438,0.46074456,0.54102224,-0.18065113,0.31800106,0.0009346353,0.1923331,0.104151495,0.14138879,0.1126499,0.27058744,0.13380271,-0.043551784,0.2263237
0.37256423,-0.0755166,0.40656292,0.23628697,0.14585005,0.2703251,0.34970918,0.52338094,0.33188745,0.3881774,0.43796155,-0.11342701,0.21367201,0.009425663,0.15062387,0.047857977,0.102966554,0.045720454,0.17466494,0.09764953,-0.062416267,0.13928007
0.54230654,-0.1556278,0.6639785,0.34990412,0.19416289,0.3235196,0.51551265,1.0674734,0.61686194,0.48868188,0.5768438,-0.15686743,0.42218632,0.06829347,0.24200651,0.2005502,0.1519523,0.21623543,0.38802958,0.1930251,-0.043784555,0.2570239
0.3630328,-0.08587289,0.45130357,0.18173885,0.11010346,0.2518802,0.3703751,0.51207125,0.33365443,0.43219167,0.48108092,-0.06497225,0.19167133,0.029470552,0.1361484,0.055992275,0.115326434,0.077114746,0.19311512,0.11122919,-0.055925112,0.12226099
0.39123085,-0.06426287,0.45167935,0.25682855,0.07390987,0.291643,0.37668034,0.53105617,0.42005184,0.6013241,0.5592189,-0.031434786,0.22709015,0.04569897,0.17249554,0.088040106,0.17638291,0.09115207,0.32943928,0.25951907,-0.13972433,0.15104619
0.35139653,-0.030271996,0.43148485,0.20475957,0.09520148,0.2647925,0.37055334,0.5221356,0.30835563,0.36872324,0.45168176,-0.07600972,0.22340924,0.032497182,0.13919128,0.043367907,0.106150776,0.055265624,0.17724645,0.11496842,-0.052436452,0.12694053
0.6454717,-0.25275835,0.7005821,0.45629242,0.18350841,0.37796953,0.5826449,1.0281568,0.7308556,0.8889598,0.73677826,-0.14514127,0.5308571,0.08856745,0.25891763,0.18962651,0.24274893,0.26223546,0.5451053,0.34912056,-0.27416745,0.31873402
0.6509422,-0.21048976,0.7497312,0.46978557,0.14460237,0.29648787,0.54935175,0.9398954,0.5058048,0.5878245,0.62152743,-0.19239981,0.40598547,0.050849672,0.2753438,0.19635102,0.20337977,0.16393122,0.42669278,0.2883849,-0.12972042,0.26286712
0.54922265,-0.17465697,0.57347405,0.29133466,0.11373187,0.3528519,0.49619296,0.7951578,0.40732333,0.3949646,0.5350907,-0.25281626,0.3643817,0.01551041,0.17739145,0.10177796,0.12922674,0.12208575,0.26774958,0.09630583,-0.08451632,0.22736426
0.41294074,-0.13740367,0.47337878,0.27905092,0.14041886,0.2713843,0.40288058,0.6672709,0.478649,0.54536813,0.53688955,-0.07424851,0.29923838,0.05135132,0.18352097,0.11233013,0.16000377,0.12263693,0.30447832,0.2260918,-0.11117165,0.15873854
0.48067158,-0.11346191,0.56174195,0.28214675,0.19373454,0.28261274,0.4489569,0.7527567,0.42077166,0.39940897,0.5066489,-0.14503948,0.2598756,-0.00034046173,0.16133024,0.09474888,0.11577682,0.08703305,0.22649243,0.099862725,0.0015042908,0.19257157
0.5819029,-0.06117134,0.5630308,0.35323358,0.22547205,0.28566656,0.486707,0.89169693,0.5033557,0.35965666,0.52222955,-0.2570007,0.361647,0.016190466,0.17341855,0.12889653,0.10212228,0.0895489,0.25884956,0.10628712,-0.0426876,0.2399133
0.54996794,-0.13507399,0.62412226,0.33203146,0.21904878,0.2844482,0.4818752,0.89640284,0.4931623,0.43277746,0.5582251,-0.18456216,0.3187987,0.016395558,0.2004043,0.12917364,0.14858495,0.107143044,0.2823613,0.13444492,-0.017592687,0.23464385
0.32841325,-0.00053665787,0.41034374,0.10861829,0.095154546,0.3266384,0.40000877,0.4217086,0.26437157,0.40363604,0.44866967,-0.05671906,0.14217292,0.018491352,0.098039314,0.0052440576,0.070163056,0.050987314,0.14006048,0.046765354,-0.01697084,0.08490576
0.6017225,-0.17273961,0.49283442,0.3606115,0.20232445,0.33895132,0.45801893,0.79346657,0.4965117,0.43822503,0.5151609,-0.2568751,0.39993984,0.039750792,0.19141304,0.110432915,0.13340989,0.11994395,0.2896718,0.12493674,-0.13008916,0.26678592
0.35532525,-0.02255765,0.4285116,0.13739423,0.12494251,0.3120794,0.39823985,0.4827046,0.27342832,0.38110948,0.445773,-0.06185494,0.15552077,0.022668974,0.09978828,0.022422396,0.068228155,0.052834246,0.14748703,0.043417282,0.0017972216,0.102937594
0.46632347,-0.13333409,0.5009319,0.2366251,0.17834356,0.3245441,0.43555832,0.7305087,0.4127894,0.38962483,0.48603526,-0.14264566,0.28567943,0.034778498,0.15135501,0.076961406,0.08979386,0.09782195,0.22044703,0.0591921,-0.034478303,0.19072762
0.41469428,-0.06950644,0.47053036,0.21842602,0.13427654,0.24734515,0.37231562,0.5470943,0.3324034,0.35403582,0.4631187,-0.08466573,0.19632776,0.0112973545,0.13884866,0.0744206,0.1076667,0.052340005,0.17776701,0.10274353,-0.013971336,0.14421415
0.37946048,-0.09549935,0.39064753,0.20796174,0.11277814,0.27451453,0.35388583,0.4779798,0.34406367,0.5199625,0.49888465,-0.04729479,0.22692566,0.04012952,0.15173258,0.061838947,0.1463286,0.070490226,0.2541959,0.15288539,-0.10723527,0.12669267
0.5125597,-0.09615205,0.55720335,0.29054633,0.18249518,0.29838184,0.46503276,0.7945257,0.45446956,0.3929875,0.51717734,-0.19063091,0.31892112,0.0140418075,0.16633704,0.093356974,0.11255576,0.0850198,0.22379012,0.099846326,-0.036321867,0.20375463
0.57858443,-0.22974716,0.5556159,0.36070842,0.1645731,0.38859904,0.5146823,0.8355443,0.56485987,0.60413885,0.5561337,-0.27379808,0.4329716,0.02729711,0.22588412,0.09644655,0.15628253,0.19317979,0.33680844,0.15221515,-0.1956936,0.26115054
0.48117283,-0.11281875,0.52118134,0.3282605,0.10893417,0.31893483,0.4628908,0.6266024,0.46990305,0.71460456,0.5797726,-0.07474038,0.34366617,0.045056827,0.19817883,0.08215513,0.19427916,0.15433498,0.3789052,0.24539155,-0.21632238,0.16639274
0.5756485,-0.11509737,0.49905053,0.38589287,0.17008263,0.35204655,0.45779294,0.6965643,0.55092156,0.76928514,0.6359438,-0.075068116,0.3980167,0.07470091,0.23528394,0.1310164,0.2326028,0.19529057,0.4691175,0.28989837,-0.25715455,0.24241336
0.62060547,-0.20917772,0.5540537,0.36594537,0.17594181,0.31348762,0.4724253,0.78000426,0.5891967,0.8550615,0.70564526,-0.11980541,0.42532203,0.08560983,0.23273507,0.13861287,0.26285422,0.188214,0.47143644,0.28480783,-0.28985694,0.21745738
0.33339545,-0.035332296,0.4376064,0.15403116,0.12119448,0.26895377,0.36244926,0.49225897,0.3134716,0.39929515,0.4593731,-0.06404784,0.14781833,0.021514865,0.124684945,0.030068174,0.102505,0.053915005,0.14312579,0.08940803,-0.008354388,0.10176674
0.40312365,-0.08648777,0.48161086,0.20151845,0.12290039,0.29375947,0.41789436,0.5910282,0.31480718,0.36248866,0.4609524,-0.11569534,0.22035843,0.0071176523,0.1416444,0.044746682,0.09677543,0.06954217,0.1702279,0.06890262,-0.024460029,0.1389144
0.43942115,-0.0941425,0.47938985,0.23993242,0.15344639,0.269234,0.38591298,0.57880574,0.44005665,0.59914625,0.5808283,-0.05732889,0.23388807,0.056685228,0.14856291,0.099277936,0.16854921,0.09842238,0.2952408,0.19329147,-0.09901652,0.15441066
0.59521323,-0.3064958,0.60449165,0.36837095,0.16733535,0.3838478,0.54005945,0.998185,0.64707494,0.6280764,0.6091734,-0.21219328,0.50335425,0.07414211,0.27659827,0.15490088,0.19003399,0.24416798,0.43599597,0.21610849,-0.21059386,0.26624584
0.56117374,-0.18600434,0.57088834,0.30895832,0.08252695,0.35115242,0.5113558,0.7669121,0.44280016,0.47868338,0.511521,-0.210226,0.38898066,0.046639964,0.21902391,0.1141062,0.14781377,0.17616992,0.30788648,0.11636237,-0.1241855,0.24190705
0.58324265,-0.1297158,0.49088648,0.34622335,0.19621581,0.2991459,0.4165237,0.7410927,0.42366713,0.35574067,0.48503307,-0.23032811,0.33796343,0.03263136,0.1944547,0.11469639,0.1319233,0.09348889,0.2671222,0.117624015,-0.08593735,0.230419
0.37474427,-0.105945304,0.4770609,0.18705413,0.13255319,0.2988638,0.41786024,0.6468405,0.3587709,0.39345458,0.4631632,-0.10505585,0.22610447,0.03280443,0.15627313,0.0639989,0.09475656,0.105743244,0.2022985,0.06519353,-0.015596852,0.13853072
0.61050916,-0.19884261,0.64756066,0.3361855,0.12922564,0.32937452,0.529702,0.8540392,0.4126785,0.44049662,0.5694939,-0.20869783,0.3608114,0.012069198,0.1981328,0.1319085,0.14803004,0.13310759,0.30041245,0.14140286,-0.0779693,0.23519024
0.31297874,-0.036422748,0.43352106,0.16573516,0.09047836,0.23749541,0.3537786,0.4804563,0.268572,0.36521065,0.4272366,-0.059506994,0.15198474,0.0073061856,0.124055445,0.02717571,0.095613495,0.048972737,0.15946288,0.1027854,-0.009070229,0.0956167
0.69535273,-0.32901376,0.7758185,0.43319356,0.18171,0.40286267,0.6356245,1.1373932,0.6790141,0.64393246,0.6730616,-0.31363285,0.5372298,0.03963313,0.28266922,0.18026039,0.20348138,0.24814996,0.41725197,0.17001626,-0.15174976,0.3177997
0.609251,-0.2323624,0.55021983,0.44096196,0.14483222,0.36587813,0.52141106,0.8671876,0.645839,0.9252675,0.70066994,-0.13056295,0.4970304,0.0762497,0.28598297,0.13579896,0.2905901,0.26654974,0.5589984,0.3422821,-0.3591137,0.26587147
0.6966628,-0.32364485,0.73516184,0.39819324,0.23827468,0.49226257,0.67099875,1.2061808,0.8182,0.7953918,0.71995026,-0.30427587,0.6066791,0.0659921,0.26213098,0.17281845,0.1884662,0.27418062,0.45097366,0.19626293,-0.20808606,0.38794285
1.0777999,-0.53565496,0.8460845,0.7054448,0.32662252,0.5435429,0.77126217,1.5679756,1.1227208,1.0957761,0.8818302,-0.4823253,0.9410452,0.06637664,0.4387372,0.2547111,0.3575481,0.43510398,0.7163023,0.3961141,-0.5510472,0.5478586
0.6179588,-0.20768975,0.52562696,0.3951402,0.26343185,0.38159466,0.48028255,0.9234026,0.63142943,0.5971575,0.58146644,-0.27082694,0.47923195,0.04250583,0.20679384,0.10538361,0.15862732,0.16334023,0.32490772,0.1605227,-0.19902089,0.3276109
0.4267787,-0.067093834,0.506345,0.23626968,0.16005817,0.25910008,0.40505773,0.6667402,0.36716133,0.33850437,0.45205155,-0.11551191,0.23253238,0.015798781,0.15557417,0.079252385,0.10360595,0.07885885,0.1910766,0.08267943,0.0024639517,0.16509768
0.5707372,-0.2164179,0.6286574,0.3241046,0.15718709,0.35740486,0.5197673,0.8957569,0.50727147,0.4754963,0.56363285,-0.22514337,0.39717555,0.03350903,0.2090214,0.123132505,0.14091735,0.1630667,0.3053129,0.106928304,-0.07392281,0.24206424
0.44589382,-0.104276225,0.51616096,0.2525166,0.14024775,0.27937853,0.416384,0.6934888,0.36364585,0.38834482,0.48229477,-0.12951805,0.25150943,0.03057633,0.16254896,0.07555632,0.11993565,0.0857777,0.20966707,0.10318157,-0.037179697,0.16444431
0.37345976,-0.008432597,0.40806988,0.16568676,0.11890091,0.30036402,0.3888959,0.53189236,0.29362595,0.30584764,0.41562146,-0.11127263,0.20860444,0.023256885,0.10732727,0.040648133,0.06993656,0.057919566,0.1469921,0.038104516,-0.008064084,0.12453061
0.671139,-0.28497282,0.6745967,0.461779,0.3232909,0.38850158,0.5715806,1.2244673,0.82439077,0.6940632,0.6688915,-0.2991617,0.583687,0.062835276,0.27251768,0.1696581,0.17587426,0.2226969,0.40087387,0.19739641,-0.18921472,0.38692582
0.37890863,-0.067533135,0.44861418,0.20424047,0.11865681,0.28394333,0.37146083,0.5034174,0.32348755,0.42610112,0.46579346,-0.0677553,0.19594459,0.028508224,0.1313567,0.061440535,0.10423434,0.063803345,0.22054619,0.11845166,-0.05189115,0.13103195
0.7716752,-0.42700997,0.7342646,0.52941424,0.24788916,0.4517816,0.64015865,1.254355,0.83220506,0.8217163,0.69982713,-0.3320314,0.6759628,0.05706337,0.32817632,0.20183411,0.24905698,0.30667675,0.51745194,0.25918084,-0.32389212,0.37886155
0.3363702,-0.07177293,0.44233108,0.18344624,0.13010935,0.25583872,0.3566119,0.53115845,0.31839553,0.393475,0.45721182,-0.066078305,0.1838148,0.016100558,0.1402803,0.04092651,0.1066591,0.042880494,0.16235076,0.11305212,-0.0135220215,0.11897096
0.38350946,-0.12179546,0.51048684,0.25278458,0.1284594,0.2828921,0.41008013,0.7090472,0.43126866,0.43966955,0.48354462,-0.11358978,0.2501889,0.022026658,0.18058908,0.097777165,0.1308947,0.10332529,0.25294977,0.14114787,-0.040329117,0.17135818
0.39969888,-0.080276996,0.4540118,0.15874098,0.124617524,0.32935432,0.42093775,0.6125857,0.32416362,0.34874564,0.45426977,-0.1043517,0.22507314,0.03933343,0.12050274,0.058403596,0.071657,0.0895827,0.18872942,0.025578722,-0.004180379,0.13299866
0.54187804,-0.31073686,0.58121526,0.31753007,0.17989747,0.36764228,0.51480955,0.9049446,0.62283516,0.74920845,0.6601812,-0.16220966,0.45845297,0.05836144,0.23935175,0.12507805,0.21186016,0.19037898,0.36497673,0.21395673,-0.20321582,0.24586982
0.5834006,-0.21349292,0.7158144,0.4393188,0.20570843,0.3631031,0.56761336,1.1821489,0.75709176,0.6457298,0.6477195,-0.1743533,0.5249673,0.08570705,0.29229257,0.23123264,0.19975032,0.24890083,0.47438613,0.29798853,-0.11511853,0.29819956
0.3138975,-0.033788715,0.44620126,0.14510596,0.0836606,0.26773125,0.37199688,0.5077941,0.29314384,0.38287798,0.46052712,-0.046363328,0.17093335,0.0265949,0.11633277,0.039881714,0.09274745,0.07874459,0.16293147,0.10489004,-0.024713915,0.099294245
0.4696045,-0.16502862,0.5392921,0.2672698,0.123219445,0.33004552,0.44809276,0.8071534,0.47834885,0.43445665,0.50352705,-0.16620618,0.33332622,0.061482,0.20753056,0.122150816,0.13875546,0.15919471,0.29827628,0.11583678,-0.07294907,0.21019177
0.547352,-0.1316237,0.6100609,0.29701474,0.19199887,0.29979336,0.4955184,0.8765256,0.45469427,0.4184175,0.5641686,-0.18130139,0.31988943,0.020209363,0.1865378,0.11687576,0.14339097,0.09684929,0.2547115,0.12447682,-0.035602484,0.22589613
0.37461638,-0.048208628,0.39584208,0.17777425,0.14464098,0.27260613,0.33525813,0.4836053,0.29392898,0.34178343,0.4316058,-0.089874536,0.1774424,0.022103403,0.122173116,0.033692636,0.08888449,0.042469885,0.14995201,0.063228406,-0.026787419,0.12045151
0.53235465,-0.1710603,0.6498579,0.34783146,0.14046875,0.2628443,0.48694012,0.88278013,0.5363364,0.5662325,0.6040166,-0.14285794,0.36997595,0.063951865,0.22970213,0.16336998,0.16857275,0.16674618,0.36150503,0.22006786,-0.10939418,0.23221865
0.5464012,-0.14189105,0.58245337,0.29526567,0.15464884,0.30023605,0.48584524,0.81885445,0.41914314,0.3770836,0.53789604,-0.17930141,0.32135025,0.025094893,0.15875013,0.12324863,0.1342161,0.10467735,0.27724317,0.105937734,-0.032842714,0.22668605
0.7644601,-0.23545597,0.5576267,0.46367627,0.2984044,0.41785342,0.5359806,1.1114604,0.6862074,0.5081317,0.64083076,-0.3877899,0.5953824,0.05096389,0.20612164,0.16489974,0.1296272,0.16258466,0.3648135,0.14763793,-0.22376396,0.3829321
0.63691187,-0.2075924,0.6992231,0.38906777,0.019058263,0.27677435,0.5979842,0.85167086,0.4847921,0.57718116,0.6470568,-0.191762,0.41832796,0.04671962,0.26746807,0.2062059,0.17499815,0.24177366,0.46634862,0.20290034,-0.18308592,0.28689027
0.36281154,-0.043639045,0.45212907,0.16881025,0.13022378,0.31488284,0.40594873,0.53979874,0.34565398,0.40289813,0.4578897,-0.07865864,0.19636936,0.024576131,0.121736586,0.036712848,0.0828068,0.05522952,0.16654822,0.079977006,-0.010136262,0.1361724
0.5266068,-0.12329854,0.45441008,0.21377438,0.15082216,0.34823266,0.45451137,0.71012187,0.38826758,0.3683034,0.49580246,-0.15348557,0.3343858,0.071240395,0.1259011,0.07594376,0.094292805,0.09108156,0.22080635,0.058536507,-0.059653264,0.20542438
0.55452573,-0.16354801,0.49967298,0.32291144,0.21039516,0.34574664,0.46560377,0.77707905,0.4911093,0.5057713,0.53087103,-0.18915379,0.38379845,0.04578842,0.17244597,0.10417531,0.14481449,0.13255414,0.28205255,0.12432517,-0.13998893,0.2599146
0.46864003,-0.10069089,0.5364966,0.2506924,0.19993936,0.27187058,0.42759272,0.7239119,0.40869498,0.39317685,0.505968,-0.12724179,0.24172093,0.012101008,0.15094061,0.08291862,0.114765406,0.0767775,0.2115968,0.09222991,-0.004576497,0.18031119
0.5565467,-0.16949609,0.6403148,0.37462625,0.2686258,0.3118007,0.51579183,0.990286,0.6191865,0.50948834,0.5868279,-0.24396306,0.39809552,0.018121142,0.21617076,0.129756,0.14564458,0.1341611,0.29057822,0.13834298,-0.060256634,0.28995648
0.56301725,-0.16660047,0.6441282,0.31429738,0.19772477,0.29555646,0.50907564,0.9329186,0.48603797,0.42525873,0.57583714,-0.20087497,0.3364636,0.0074880524,0.20684478,0.12763429,0.15087388,0.12231532,0.26148823,0.13910194,-0.03471039,0.24340717
0.5163813,-0.1998543,0.61277795,0.2883732,0.20927197,0.34205788,0.50181943,0.97475547,0.58961594,0.48290038,0.5737803,-0.18250366,0.38706625,0.06320073,0.21991338,0.15048993,0.13159086,0.17491898,0.32269403,0.12702015,-0.054270167,0.25811252
0.5108474,-0.14571616,0.45433185,0.31945565,0.14837259,0.30880108,0.39393702,0.61142063,0.45509642,0.60112965,0.55446887,-0.12801863,0.33858505,0.04484454,0.20058386,0.09508274,0.18313584,0.13640116,0.34599066,0.19821653,-0.20737104,0.20647717
0.50920933,-0.19842744,0.5796665,0.3005071,0.13063198,0.31176022,0.48857865,0.7576532,0.45023623,0.52270406,0.52862227,-0.1890659,0.34741512,0.03575682,0.19403689,0.096203215,0.14051203,0.15424584,0.2889384,0.12995774,-0.11901818,0.20886411
0.6776271,-0.1311104,0.7039883,0.40315697,0.18009621,0.31672192,0.5505508,1.028239,0.5252781,0.3942094,0.58894825,-0.25691125,0.40466985,0.023951706,0.20311949,0.17926124,0.12647787,0.13682625,0.33178625,0.120117806,-0.02966084,0.24095792
0.458885,-0.029154655,0.47473305,0.23397937,0.13619044,0.3449715,0.4222508,0.53843576,0.46354437,0.66656417,0.6176368,-0.03280456,0.23118769,0.054216117,0.1402201,0.09207665,0.1669479,0.1315452,0.36363393,0.22238047,-0.1469488,0.17746365
0.8592664,-0.2910411,0.54108995,0.4878495,0.27080265,0.41101903,0.5131931,0.98178583,0.69128203,0.6837003,0.65996814,-0.3134738,0.63260037,0.07943668,0.25854477,0.15562981,0.24811338,0.23108616,0.445039,0.24893455,-0.33212695,0.36443558
0.321855,-0.026064415,0.4203884,0.13728198,0.1279324,0.29398072,0.38191807,0.4828122,0.29472733,0.39961237,0.44519442,-0.05880625,0.15070267,0.01997984,0.119285285,0.016412124,0.07973972,0.056369912,0.11871616,0.056764387,0.0010892525,0.08908966
0.36977354,-0.04629815,0.41410232,0.17584544,0.09726358,0.28423885,0.3733287,0.4450228,0.30756658,0.46201807,0.47867253,-0.050400767,0.18479265,0.03805787,0.12528306,0.044294715,0.12004097,0.07075393,0.22082719,0.11639918,-0.07399011,0.11910401
0.373774,-0.03946727,0.46683955,0.19315818,0.12408713,0.27623466,0.39301094,0.5596032,0.30916026,0.34099934,0.4400518,-0.10032387,0.20148072,0.010680306,0.13243127,0.045730405,0.088107,0.055283394,0.15989234,0.062778644,-0.0035250038,0.123971984
0.7562798,-0.303557,0.6435043,0.40915015,0.19331023,0.42533502,0.58328706,1.0480397,0.6262535,0.5596207,0.62972414,-0.39344177,0.54200035,0.041834906,0.25870797,0.15075895,0.1659595,0.20952013,0.38996103,0.14728741,-0.21062459,0.34258923
0.48783463,-0.22978114,0.57261246,0.3002817,0.11230347,0.32240644,0.4622996,0.7772205,0.4322126,0.46278155,0.5073495,-0.16415106,0.33627656,0.030803457,0.19879282,0.11626796,0.13533312,0.15528753,0.2670256,0.13193445,-0.08463137,0.19982226
0.7273694,-0.37776804,0.76273793,0.50556105,0.25725168,0.45089644,0.6819004,1.276797,0.95387936,1.0098336,0.80302036,-0.22097468,0.70562685,0.090553455,0.33148357,0.22450745,0.2742367,0.33132654,0.54726064,0.36308333,-0.32097557,0.40526748
0.41199324,-0.13176997,0.46524853,0.19308096,0.10439403,0.32271355,0.43508095,0.5638955,0.35050753,0.47539043,0.47900867,-0.12287612,0.24992223,0.02440593,0.15215665,0.031004183,0.103783466,0.092469424,0.19426173,0.0719439,-0.08646695,0.13245139
0.48670185,-0.15877436,0.5469569,0.24714074,0.090845495,0.3709604,0.52164954,0.68438584,0.39962515,0.52684695,0.5188707,-0.19661047,0.33798736,0.033336326,0.19350041,0.05759038,0.11990802,0.16253702,0.27490172,0.089145415,-0.12624577,0.1835416
0.61804944,-0.1958018,0.64321524,0.41704792,0.30038977,0.3449532,0.530694,1.10147,0.70724416,0.5645812,0.6252388,-0.29948464,0.49711987,0.040664665,0.23379037,0.14304388,0.15593536,0.16090353,0.33120137,0.14966044,-0.12853366,0.35338116
0.5203339,-0.08670734,0.5276749,0.2960759,0.13575059,0.3198308,0.49997762,0.67930853,0.5234544,0.8362962,0.7167726,-0.024436574,0.31629124,0.10783763,0.1888756,0.1475066,0.20872428,0.18674251,0.45094645,0.2981426,-0.20365177,0.19953112
0.35815635,-0.064631715,0.43038487,0.19241613,0.0783041,0.27181777,0.3807953,0.4587048,0.29419172,0.44252336,0.46399775,-0.060583394,0.19085878,0.021079713,0.14012852,0.05317784,0.10660334,0.07081628,0.22432864,0.112194344,-0.07933296,0.12746572
0.45042586,-0.09806347,0.5208986,0.24846661,0.17320357,0.28431925,0.4355986,0.7006571,0.37417835,0.3686227,0.48634425,-0.15694313,0.23912072,-0.0042472854,0.15717831,0.07603764,0.11478585,0.077754855,0.20197234,0.092817515,-0.01249541,0.17619196
0.4453411,-0.12980393,0.5385859,0.2663827,0.08965914,0.27155894,0.42964867,0.64147955,0.39413768,0.50053936,0.5120032,-0.12728898,0.27669805,0.037656523,0.17408706,0.09616838,0.13720642,0.13067943,0.29107428,0.14231353,-0.11217776,0.17218088
0.3997661,-0.0707636,0.48077777,0.19241676,0.11011134,0.27950874,0.40215418,0.62784994,0.31092405,0.3140968,0.4443688,-0.10009493,0.23850727,0.034561936,0.13676918,0.06349016,0.09056316,0.09236564,0.18214732,0.058884963,-0.0045276023,0.13683936
0.49068087,-0.1794621,0.5098628,0.3152646,0.13079417,0.31596887,0.44534388,0.6724238,0.42802352,0.47658634,0.49184647,-0.19305757,0.31550947,0.010427671,0.19295451,0.08133353,0.13302162,0.1262416,0.25944433,0.12284705,-0.112185225,0.20464328
0.42121673,-0.12512477,0.51517093,0.23494813,0.14339821,0.32076,0.42657584,0.8097582,0.49331918,0.44196907,0.53821653,-0.10804051,0.30003044,0.065307625,0.1943065,0.12992558,0.13400261,0.14707942,0.30281606,0.15329154,-0.047825564,0.2007781
0.38703978,-0.12970425,0.48310983,0.19505876,0.09616076,0.32221127,0.43624282,0.571351,0.35021168,0.47892928,0.48296458,-0.121756986,0.24354602,0.023032315,0.16247126,0.029296562,0.100346476,0.10318701,0.18940714,0.07465869,-0.07080826,0.12635419
0.47308847,-0.07482839,0.44442505,0.25102368,0.18477246,0.2988222,0.40948766,0.6601467,0.37792996,0.34930202,0.46990183,-0.16122785,0.29429442,0.030994788,0.13848327,0.064679585,0.095764935,0.059880678,0.18324812,0.07753794,-0.051269393,0.17513798
0.40356934,-0.09241146,0.480228,0.20083863,0.1554149,0.29868585,0.40912008,0.6205407,0.34568137,0.37448248,0.46611845,-0.11490609,0.21946017,0.014561311,0.13790388,0.05071021,0.086631656,0.07207158,0.17836194,0.056710564,-0.0074072964,0.14004113
0.37234372,-0.056027126,0.44441965,0.21160072,0.1010012,0.275267,0.38632533,0.51758546,0.3207176,0.3692739,0.42521104,-0.09384337,0.21710482,0.027198419,0.13953426,0.045346126,0.09411145,0.07272239,0.1805599,0.08650053,-0.047402706,0.12356612
0.5111232,-0.22787832,0.5861612,0.3280831,0.15884572,0.3348793,0.48953086,0.873912,0.54692006,0.537822,0.54651326,-0.2063457,0.39732307,0.038943775,0.22236443,0.1132051,0.15676457,0.16074583,0.30241534,0.15632279,-0.11944945,0.25466004
0.30707544,-0.054557752,0.37670025,0.16268988,0.12300617,0.2603619,0.33066002,0.44759056,0.28697154,0.38577482,0.4235979,-0.056830075,0.14972365,0.0083961915,0.13561364,0.02482032,0.097127944,0.041554358,0.13373208,0.08811464,-0.022365388,0.09718553
0.68403167,-0.20082563,0.5865808,0.39582726,0.1876679,0.374533,0.5467351,0.8607607,0.67205715,0.93647736,0.7377616,-0.114117265,0.48155326,0.09884618,0.26231897,0.16181841,0.29335856,0.25329128,0.53181154,0.3226544,-0.30882317,0.28186953
