size_D,har,dba,nlan,telonuse,t03,t06,t07,t09,t10,t11,t12,t14,t15,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_size_D_t02,MI_size_D_t08,MI_size_D_t03,MI_size_D_t10,MI_size_D_app,MI_size_D_t15,MI_size_D_t12,MI_size_D_telonuse,MI_size_D_har,MI_size_D_ifc,MI_size_D_dba,MI_duration_D_t07,effort_D
0.7215254,1.7826804,0.8752377,2.453064,0.814659,0.58569866,1.4104292,1.8481525,2.1397278,2.6122525,2.959036,1.4523436,0.8363482,2.0157373,0.8941528,1.1646153,1.3838873,1.1740316,1.4683954,0.37353665,1.261498,1.4215163,1.0354811,1.1425754,1.1223243,1.1497536,1.1421793,0.8259766,1.2313315,0.97545034,0.38118583,0.6829393
-0.024590295,0.7318423,0.8477528,0.13184091,0.0064991713,0.20700741,0.76938236,0.53163975,0.6498809,0.51252806,0.22938561,0.51447266,0.7717593,0.4610493,0.009070285,-0.023165997,-0.078286394,-0.033319745,-0.030037295,-0.012909162,0.13276257,0.0098745935,-0.06273255,-0.01190418,-0.1945766,-0.08490069,0.15552406,-0.07128362,0.10991231,0.13240747,-0.058007896,-0.05905909
0.024680957,0.94611895,0.760357,0.79195225,0.6512376,0.25424737,0.824023,0.52687764,0.9597403,1.0006887,0.89254147,0.69997853,0.691428,0.78941303,0.10159895,0.08489197,0.09191201,0.088528395,0.21466456,0.0578062,0.26234472,0.16442475,0.20064,0.22331743,0.021852009,0.020809239,0.34531504,0.16236779,0.29867408,0.2874411,-0.16521057,0.050454848
-0.021264376,0.7563882,0.8525754,0.14911705,0.036447335,0.260685,0.7315066,0.5587257,0.695334,0.53116983,0.2824725,0.5153666,0.7395656,0.4664459,0.01350864,-0.015681092,-0.07131539,-0.014917691,-0.027735762,-0.012594032,0.15431693,0.02642795,-0.064376265,-0.00081826374,-0.18659659,-0.09035389,0.17691626,-0.070719644,0.12612131,0.13460723,-0.031097746,-0.045326542
-0.016204301,0.9999854,0.8758391,0.46630272,0.35286868,0.6256888,0.57814145,0.79341364,1.0755978,0.83148676,0.768132,0.6605399,0.6260203,0.63092136,0.0887531,0.01679334,-0.0022734217,0.09470558,0.08998633,-0.021154242,0.29766098,0.18305422,0.008409836,0.1707889,-0.100864254,-0.09522706,0.33146596,-0.022851959,0.31792104,0.22469296,0.11039308,0.07316305
0.022150453,0.6158128,0.81725323,0.10189807,-0.07575158,-0.028060563,0.9183901,0.48887068,0.44785804,0.38172647,0.0501871,0.44390172,0.83332205,0.44339946,0.00606858,0.0035899682,-0.08622176,-0.0453062,-0.017943457,-0.015459761,0.12581086,-0.02120216,-0.06037389,-0.08304271,-0.15988544,-0.052182782,0.090470135,-0.073779896,0.09011905,0.13033059,-0.08022732,-0.10943889
-0.006790228,0.9620104,0.87367404,0.4103754,0.25410926,0.7079348,0.5192203,0.81339025,1.0967784,0.8125794,0.7140037,0.68642795,0.6415276,0.5859251,0.12408641,0.048384596,0.024032384,0.123171955,0.08736879,0.01604554,0.2945302,0.21078627,-0.017274681,0.20632058,-0.10360429,-0.073008806,0.31025702,-0.016342342,0.32541046,0.2451012,0.16414528,0.08497714
0.04581873,0.98100555,0.7597904,0.70285034,0.6112182,0.51551324,0.6293747,0.68549263,1.039292,0.91211295,0.9296199,0.67421275,0.51367444,0.6879822,0.13459122,0.08839117,0.06899845,0.11953603,0.1976431,0.011771511,0.2939887,0.17491706,0.12448713,0.23446308,0.017207973,0.0038082357,0.38019913,0.09420918,0.30459484,0.23707955,0.024395265,0.09141638
-0.08600129,0.9039518,0.84477186,0.5098355,0.3785028,0.063640594,1.0000122,0.3511005,0.87056094,0.9500507,0.5887855,0.69404787,0.95379734,0.68158275,-0.009383757,-0.03662241,-0.01696156,-0.031707887,0.02617373,0.070383124,0.11371084,0.06973544,0.13208516,0.11463669,-0.18476081,-0.07480392,0.17341146,0.0966772,0.16915363,0.22115223,-0.3797547,0.0109095685
-0.055610947,0.9081738,0.86770487,0.38745883,0.2739412,0.016393492,1.0290427,0.34527075,0.77009964,0.8338556,0.51494306,0.6784496,0.94622844,0.6143437,-0.02493864,-0.054277815,-0.03885342,-0.08227435,0.029404491,0.047104508,0.08415283,0.020828675,0.12976891,0.08002262,-0.20928845,-0.08748792,0.14348108,0.0715275,0.13669828,0.17296734,-0.39663222,0.00084177405
-0.030270617,0.7766436,0.8661672,0.17588508,0.05066897,0.34367752,0.7100146,0.59976506,0.7346163,0.5702361,0.3183391,0.5447089,0.74215925,0.4831416,0.031210998,-0.0105086,-0.065345004,-0.007828816,-0.011642449,-0.006217595,0.1670099,0.04766744,-0.05506299,0.024930652,-0.17561974,-0.08062334,0.18256441,-0.06910476,0.14902358,0.1498854,0.0049224133,-0.029979069
0.08624722,0.982609,0.72666574,0.73612666,0.5353073,0.57214487,0.5785367,0.7898861,1.0778362,0.93058056,1.0035685,0.6717169,0.48635194,0.72076964,0.17474653,0.16104297,0.1308617,0.19119757,0.2527823,3.215857e-05,0.36609253,0.25745302,0.15389429,0.26492548,0.071975425,0.051416643,0.3945491,0.10702732,0.3795942,0.24772486,0.11735914,0.12704217
-0.009342004,0.98712796,0.9049144,0.40078664,0.26936728,0.6615284,0.572036,0.76121116,1.0521312,0.782461,0.68420875,0.640575,0.6547072,0.605476,0.07323859,0.005360037,-0.01077465,0.066492155,0.056209184,-0.015475027,0.2573449,0.153352,-0.007648833,0.1577144,-0.11584967,-0.11723521,0.28742376,-0.045554575,0.29534587,0.20184098,0.0996251,0.062638566
-0.030609751,0.6930366,0.839321,0.12905739,-0.025194287,0.0121053625,0.90833646,0.48830947,0.5535709,0.49486393,0.15379569,0.49242097,0.8744153,0.45655575,-0.0039151534,-0.030556414,-0.091992356,-0.037083752,-0.04350949,-0.019146722,0.11452039,-0.017934993,-0.06528142,-0.06424158,-0.21123742,-0.08847354,0.13764618,-0.06930472,0.09352176,0.13832502,-0.1277981,-0.095339894
-0.024983898,0.8998361,0.82272553,0.4494848,0.38583967,0.25579643,0.7993158,0.4742879,0.8643518,0.80068463,0.641422,0.6232623,0.7392465,0.6112712,0.02445408,-0.025362652,-0.021263499,-0.01014361,0.06325792,0.030936975,0.1525767,0.06832576,0.095617935,0.11867195,-0.14806575,-0.067234814,0.22513431,0.049466908,0.19264837,0.19751208,-0.20750342,0.0144628845
0.030219808,0.88871676,0.7748053,0.50659084,0.38823038,0.57835054,0.5169306,0.717419,0.9913822,0.79024,0.7722413,0.63340104,0.5442158,0.5767648,0.11085218,0.051440436,0.020255074,0.08467586,0.13131806,0.010615852,0.25801176,0.17063306,0.045196462,0.1929858,-0.047872543,-0.04575264,0.30638447,0.013367791,0.28285062,0.22212872,0.11214436,0.069698095
-0.018180016,0.91346645,0.8812307,0.28002495,0.2083776,0.43452302,0.6805735,0.5774703,0.8705685,0.6773696,0.53292847,0.6193709,0.6947346,0.51461184,0.01877027,-0.041802052,-0.05533148,-0.02678125,0.016114097,0.018809352,0.14155558,0.048620317,0.00806894,0.10763498,-0.16508238,-0.1293071,0.19729692,-0.043114554,0.14713001,0.13541032,-0.065900184,0.022627689
-0.05609431,0.85613483,0.8180505,0.39644882,0.27884918,0.07224877,0.941423,0.3561776,0.75597256,0.7831443,0.5042963,0.6337802,0.8688116,0.6014193,-0.005828481,-0.054994695,-0.042497706,-0.060752593,0.014997255,0.04356955,0.08208509,0.03489731,0.09218848,0.061812002,-0.19815,-0.0729824,0.13189535,0.050152667,0.13568977,0.15966587,-0.34371597,-0.017374666
-0.0008604154,0.9165374,0.8255248,0.40698573,0.34921178,0.44117293,0.6663587,0.56664246,0.8811519,0.7097178,0.6392132,0.5973046,0.61322397,0.54698265,0.03962483,-0.020404808,-0.03675069,-0.0049782917,0.057385392,0.021993972,0.15911102,0.06910166,0.043175463,0.11645748,-0.11993543,-0.09216739,0.23476613,-0.015762098,0.17726041,0.16056089,-0.06460313,0.03192137
0.00426786,0.74038786,1.0065914,0.31028137,-0.04360587,-0.69334215,1.6687422,0.49918103,0.45033172,0.64319503,0.023073304,0.58596843,1.5332257,0.72434115,-0.0046323836,0.032022875,-0.07162796,-0.062308695,-0.011440063,0.013024058,0.09163733,0.006966656,0.07803409,-0.1945684,-0.20472948,-0.015495237,0.06556025,0.029441653,0.15187572,0.2656925,-0.48410755,-0.18329394
0.18528831,0.90355253,0.5843746,0.88883317,0.35766116,0.4497511,0.6240495,0.87043893,1.0251714,1.0508772,1.1500707,0.6942804,0.48914832,0.80296546,0.30035195,0.36711425,0.34237906,0.3461456,0.45019853,0.045955904,0.5080588,0.44060233,0.2974472,0.35496557,0.26861417,0.30537495,0.44243994,0.22506887,0.4828157,0.34389958,0.19137236,0.1930185
-0.024023555,0.975697,0.9261606,0.35381982,0.21388878,0.6971524,0.5705113,0.7918614,1.0818669,0.806047,0.65877444,0.6819299,0.68088233,0.5596656,0.0883369,0.0035459464,-0.0018759407,0.07961781,0.04389915,0.01593896,0.24685422,0.17412347,-0.040216558,0.17361873,-0.16158053,-0.104876116,0.29340014,-0.05126253,0.26397696,0.22254242,0.12733546,0.07631695
-0.055468604,0.8441938,0.8484336,0.32680282,0.2027051,0.4663119,0.6037068,0.73271453,0.9101438,0.73085517,0.5411781,0.60724187,0.6926834,0.5539189,0.09389666,0.01893951,-0.04340223,0.06980489,0.027745739,-0.0003746003,0.265109,0.1475726,-0.061203163,0.08955993,-0.1386834,-0.07954916,0.2929991,-0.047498044,0.24322002,0.22603026,0.10748515,0.0015937388
-0.0073790792,0.9187035,0.8153014,0.42012274,0.3094071,0.6420298,0.5053483,0.7386956,1.0205344,0.76293486,0.6909889,0.63671,0.5752191,0.56624275,0.09326581,0.024748718,-0.0080163665,0.07790296,0.07905822,-0.0032675173,0.2487481,0.16227986,0.007951265,0.17884171,-0.09558898,-0.08021176,0.2816902,-0.024403907,0.26435038,0.2116425,0.11777465,0.06978859
0.0012436546,1.1293476,0.93814266,0.58118165,0.44998452,0.80286914,0.55601174,0.94584715,1.2968775,1.0040783,0.9560261,0.76451105,0.6507866,0.72832614,0.14083564,0.06930335,0.05231212,0.16585787,0.1435288,-0.035199173,0.38749018,0.26258314,0.027283957,0.27363613,-0.067755274,-0.07803157,0.4128077,-0.0070036724,0.4270889,0.2857554,0.19278869,0.12567073
0.0135498755,0.6260561,0.85418963,0.11447914,-0.08545132,-0.0913124,1.0147011,0.5226718,0.42771038,0.40292796,0.017344892,0.4649462,0.90571535,0.4712209,0.0022135116,0.006713156,-0.09456813,-0.036985632,-0.023803681,-0.020770142,0.138477,-0.022915652,-0.070354566,-0.112179145,-0.15875766,-0.046003442,0.10653387,-0.08026147,0.093279295,0.16128118,-0.080660164,-0.1316857
-0.017981334,0.67432094,0.83265674,0.12216387,-0.047033876,-0.024369739,0.93392175,0.4727646,0.51795447,0.47025254,0.11446037,0.48816538,0.8891471,0.4573283,-0.0068269335,-0.024568439,-0.096367314,-0.050885297,-0.034394227,-0.018371774,0.10575023,-0.026691219,-0.057842094,-0.072514296,-0.21120219,-0.07819824,0.11110596,-0.067183584,0.08998261,0.12840956,-0.14504708,-0.10171959
-0.022018213,0.9062731,0.8640468,0.32116097,0.21054786,0.603668,0.56516063,0.69968235,0.9551094,0.70991045,0.5836075,0.6324083,0.6427831,0.5331483,0.06955124,0.0012439955,-0.018696152,0.042923003,0.03146202,0.0016633291,0.21257381,0.12006877,-0.02026475,0.14364895,-0.13968202,-0.09439708,0.23633413,-0.04795343,0.22895657,0.18242848,0.06749787,0.05042406
-0.024266478,0.81914043,0.843626,0.1995334,0.11226622,0.36377454,0.67402947,0.54826283,0.7852779,0.59286284,0.40463912,0.5651051,0.6986045,0.4790553,0.014316283,-0.03714993,-0.057612497,-0.024962848,-0.012206016,0.00088768825,0.12922478,0.036288332,-0.029558126,0.06260148,-0.17256449,-0.10738802,0.17421888,-0.066250354,0.12871714,0.11671261,-0.05670375,-0.020760136
-0.0051989816,0.90912527,0.8823967,0.27398306,0.18507107,0.5571456,0.6099596,0.65409064,0.9446133,0.69734424,0.5574162,0.61439276,0.6579454,0.5020414,0.0407151,-0.02597605,-0.032743208,0.01611488,0.029545434,0.030026466,0.17422391,0.10126011,-0.018856661,0.13058381,-0.15804783,-0.12846537,0.23216459,-0.046409618,0.17699924,0.15783806,0.03174435,0.04406558
-0.016017513,0.72524583,0.8320434,0.12945205,0.012787953,0.18376422,0.7631245,0.5187556,0.64464384,0.49699104,0.2382746,0.49008715,0.75859463,0.45050845,0.0077936687,-0.020969559,-0.07599503,-0.027574372,-0.037762295,-0.013623599,0.13473138,0.008251514,-0.06536265,-0.017729754,-0.19244042,-0.096357256,0.16146354,-0.069493726,0.1093653,0.12622885,-0.05651181,-0.06520236
-0.04504135,0.9616167,0.9231434,0.30300105,0.1917957,0.6158688,0.6221036,0.7303337,1.0177873,0.76608694,0.6020691,0.66522235,0.7168105,0.5522908,0.06549902,-0.011383559,-0.02352734,0.046298515,0.008494422,-0.00809468,0.22215794,0.12419176,-0.031479843,0.14537857,-0.16801345,-0.11234662,0.25531688,-0.062364858,0.24200708,0.19558188,0.05675651,0.057443246
0.015770417,0.9837121,0.8558785,0.49533132,0.30352354,0.654413,0.55705094,0.8628428,1.1095358,0.89956194,0.8248416,0.70654625,0.63762176,0.6587828,0.15511708,0.1133043,0.09197224,0.19103824,0.14790945,-0.007888236,0.36293098,0.24864389,0.04377925,0.24722181,-0.05213147,0.004621397,0.3674291,0.03252007,0.41341,0.29254836,0.16915508,0.10357226
-0.022353103,0.70811445,0.8003758,0.17027242,0.056728136,0.18071693,0.7398947,0.5200137,0.6382015,0.4952099,0.2611012,0.47670317,0.7338509,0.45197004,0.017826114,-0.018108863,-0.061548665,-0.008436212,-0.03213364,-0.010773666,0.14473718,0.017027106,-0.056138013,-0.01973344,-0.16492593,-0.08181301,0.17219703,-0.059523832,0.119440705,0.13808425,-0.04156106,-0.06298263
0.011622667,0.9249851,0.8412484,0.3646095,0.30058238,0.5642058,0.5789132,0.6783931,0.96053785,0.7050123,0.64750975,0.5950157,0.58869565,0.5344401,0.049830765,-0.011279623,-0.020806745,0.030294225,0.062086277,0.016481098,0.20458062,0.120869145,0.005498883,0.13640882,-0.12458719,-0.10518959,0.26708978,-0.030095052,0.21220574,0.17255558,0.054446075,0.04097028
-0.009041695,0.90039533,0.8609257,0.2926325,0.21079569,0.5383264,0.6051628,0.63565123,0.90670556,0.67081904,0.5510629,0.6139936,0.6498114,0.51787984,0.042854395,-0.017042357,-0.038177,0.00979783,0.031013578,0.00815673,0.17167014,0.08421205,-0.0023507308,0.12800542,-0.14410162,-0.11378403,0.2125061,-0.048786674,0.18030334,0.15097606,0.0077542667,0.03471922
-0.04212197,0.7301035,0.82569396,0.15926309,0.006928008,0.11625092,0.8279483,0.47930235,0.64207447,0.5494006,0.24293402,0.518163,0.83243763,0.45395347,0.00019035488,-0.042387616,-0.0755314,-0.02969291,-0.04396488,-0.00060868077,0.11827069,0.011041932,-0.05109751,-0.021831138,-0.22552666,-0.090451285,0.14703055,-0.057547692,0.10918808,0.13928525,-0.1234466,-0.06062739
-0.04559008,0.85697883,0.8251387,0.31756172,0.22718993,0.17463541,0.85338056,0.4031331,0.7684918,0.73992735,0.4867598,0.6140828,0.8028343,0.5393091,-0.009653192,-0.053791083,-0.05831795,-0.06286923,0.019303858,0.033748843,0.10003718,0.02496472,0.07767038,0.0753126,-0.19501947,-0.08486143,0.14655174,0.024266077,0.12420716,0.14615487,-0.27140987,0.008105338
0.009841241,0.9741039,0.8912859,0.48061606,0.26088238,0.61083084,0.5846325,0.86546683,1.1106783,0.8945033,0.78160244,0.71491164,0.6782638,0.67338175,0.16103801,0.092479564,0.07925231,0.18167266,0.14297546,0.0207523,0.34221834,0.25377578,0.025574863,0.21881358,-0.06733673,-0.0033776145,0.36930063,0.04089336,0.40114877,0.30912948,0.16353804,0.11789503
0.023067903,0.96903354,0.83146405,0.53451645,0.27690265,0.65409964,0.5456017,0.86208093,1.1007279,0.8645537,0.84346265,0.7037581,0.6169966,0.6686968,0.16519465,0.10798215,0.08105435,0.1702943,0.15254195,-0.017314494,0.35141987,0.26398936,0.039462492,0.24107744,-0.03108459,-0.008387694,0.35072714,0.020799957,0.39400777,0.27722266,0.1925246,0.09418195
-0.034129012,0.9594322,0.92811584,0.30886036,0.19247146,0.61780834,0.6042595,0.70930517,1.0025202,0.7534114,0.585136,0.6485753,0.69931877,0.55940115,0.051735517,-0.018473793,-0.023598902,0.036567356,0.015837617,0.00051785447,0.21235459,0.11645937,-0.028220914,0.14101483,-0.15064907,-0.11774781,0.25582832,-0.056731965,0.24302846,0.18395415,0.058776077,0.053645596
-0.025089495,0.86093676,0.8529823,0.25247687,0.16852747,0.46149454,0.6377084,0.5850738,0.8501858,0.636547,0.48563877,0.58746535,0.6682519,0.4984958,0.023461636,-0.03504831,-0.042343248,-0.004947789,-0.00037723407,0.0076224767,0.14665665,0.06210093,-0.01324735,0.10339376,-0.15845183,-0.10974653,0.20127827,-0.061537515,0.15692759,0.13128345,-0.02318021,0.00289936
-0.08953693,0.95707196,0.8640566,0.54409766,0.38240263,-0.05204036,1.0967996,0.32380688,0.8569119,0.9975166,0.59267867,0.7677775,1.0242541,0.71493334,-0.008722354,-0.012869359,0.01013837,-0.01391583,0.021834195,0.07313696,0.116716534,0.06566124,0.16798018,0.1126564,-0.18311046,-0.05721466,0.17250615,0.13717389,0.18929356,0.24179798,-0.4392001,0.012333669
-0.0012846626,0.6014278,0.79587805,0.11049894,-0.078514144,-0.080366656,0.95245373,0.47364643,0.4296495,0.39610368,0.042010307,0.44749922,0.86241573,0.44003123,0.008078977,-0.0049754633,-0.09367439,-0.046781316,-0.022520635,-0.01969488,0.118639246,-0.020894011,-0.05927178,-0.09122376,-0.17354581,-0.053500596,0.090044886,-0.06670387,0.08632097,0.14234209,-0.10542822,-0.11479406
-0.030121531,0.8472401,0.7993194,0.3601608,0.2911923,0.30852368,0.72052974,0.46406093,0.8131076,0.7275614,0.5525677,0.60285884,0.69697493,0.5389321,0.020737648,-0.029387396,-0.028435886,-0.022986647,0.045697488,0.034178223,0.13750271,0.062185843,0.068796,0.116650224,-0.14103805,-0.07569449,0.1958316,0.023791857,0.16268805,0.17115921,-0.15873909,0.0088644475
-0.055121273,0.75785303,0.81546307,0.2719825,0.14486013,0.34792322,0.66120744,0.6286342,0.7620783,0.6308232,0.3990268,0.5549987,0.6937164,0.5109795,0.045188703,-0.004915052,-0.058580842,0.03798662,-0.008300956,-0.017745143,0.19433768,0.07893394,-0.051756386,0.033913072,-0.15523422,-0.067729086,0.22890237,-0.051968653,0.19348551,0.1858045,0.036360964,-0.0284714
-0.0048620477,1.0316864,0.91362524,0.48939854,0.34398258,0.7774703,0.5393091,0.89022934,1.2044746,0.91220933,0.8341012,0.73065126,0.65977013,0.6356669,0.12601204,0.058964632,0.028693907,0.1329494,0.109124765,3.0338764e-05,0.3205816,0.23035665,-0.009056341,0.23228227,-0.10197882,-0.07697059,0.36255527,-0.022125628,0.3584552,0.27904418,0.2032206,0.10847101
-0.036997195,0.9527821,0.9076046,0.32649636,0.19503532,0.6520463,0.5695022,0.75999904,1.0232711,0.7642223,0.6112538,0.66974795,0.6771393,0.55169857,0.07942614,-0.0052979896,-0.013453644,0.06631489,0.02601223,0.004345037,0.24226142,0.15306163,-0.04153427,0.15311432,-0.15516138,-0.09986067,0.263178,-0.057713035,0.25558853,0.20536508,0.094711214,0.05657073
-0.021025395,0.88167334,0.7895818,0.35136446,0.30076957,0.5165476,0.59379256,0.5937643,0.9059802,0.68485427,0.589072,0.60919213,0.589475,0.5223797,0.05545152,-0.014297369,-0.042796977,0.010893507,0.04656305,0.022326894,0.17222254,0.09325197,0.01018655,0.14268097,-0.10893352,-0.110266104,0.21699107,-0.033398356,0.17022902,0.1561518,-0.003526113,0.042842947
-0.03431706,0.756586,0.83227825,0.18081062,0.05137325,0.31130376,0.6770792,0.5729331,0.69756883,0.54954,0.29376438,0.5314397,0.70687705,0.47382972,0.018117733,-0.00796817,-0.065956146,0.0013611,-0.021619037,0.0009428095,0.17467171,0.050811578,-0.07484271,0.014737427,-0.16693163,-0.073565945,0.18640117,-0.06808773,0.13289154,0.13944632,-0.0007536609,-0.049446337
0.013653364,1.0197718,0.7832519,0.6876017,0.65365016,0.51517427,0.6716441,0.67251563,1.066198,0.91968024,0.9126002,0.69530123,0.55587953,0.6995939,0.11168171,0.02872343,0.024733506,0.082209766,0.16173214,0.017177027,0.27155733,0.17371307,0.10284801,0.23478849,-0.03232409,-0.0634888,0.36082122,0.049394444,0.28030476,0.2548031,-0.027219838,0.071769595
0.026373312,1.0963788,0.9301454,0.573535,0.32570183,0.80740345,0.55829835,1.0120217,1.3082397,1.0155551,0.96974766,0.7817047,0.691618,0.7358167,0.19717202,0.16017878,0.12568569,0.23778707,0.1880571,-0.0033632051,0.43311343,0.32908487,0.03697263,0.29287535,-0.037926786,-0.021673236,0.44027457,0.034249406,0.5111608,0.33122107,0.26111805,0.13579327
-0.04410349,0.8724306,0.9003086,0.2906116,0.15437612,0.5159542,0.62538075,0.69988096,0.9134747,0.7078184,0.50438344,0.60170287,0.7180209,0.5340641,0.06005415,-0.008129557,-0.05139372,0.034406256,0.011509147,0.0036473554,0.21721524,0.11360319,-0.06504077,0.084919855,-0.16211559,-0.10921554,0.26341623,-0.06924297,0.22805431,0.19192202,0.0804411,0.010554004
0.12169918,0.9733504,0.66124177,0.8740097,0.63875353,0.48460758,0.63017184,0.7468505,1.0633101,1.0007786,1.1025754,0.6844395,0.44884154,0.7787239,0.21177344,0.22712745,0.19956002,0.23163743,0.33678043,0.035682075,0.3916503,0.29132962,0.22347641,0.3099104,0.15909317,0.11711483,0.43430096,0.18594153,0.38918984,0.275709,0.0811952,0.14455974
0.0172352,0.976286,0.8157728,0.48744544,0.455843,0.512014,0.6194486,0.63848877,0.9663714,0.74397266,0.7432113,0.6091795,0.55769205,0.5999401,0.05762113,-0.0002796091,-0.023257483,0.032918707,0.08726562,0.0008857418,0.2047807,0.1076332,0.04681728,0.1547278,-0.09130107,-0.08735557,0.28738937,-0.0012400635,0.23167138,0.17352979,-0.009943541,0.052560277
-0.059874527,0.87715715,0.858778,0.37031335,0.24297664,-0.01742797,1.0414038,0.3164029,0.73851115,0.81608003,0.4767993,0.66416615,0.96362317,0.6072843,-0.03570776,-0.05032389,-0.044972595,-0.08514282,0.02401273,0.04891426,0.068576746,0.009182386,0.12669961,0.060798693,-0.21378487,-0.077826574,0.1184344,0.08146776,0.12633485,0.15708555,-0.4117261,-0.009349041
-0.022565842,0.6883193,0.81762254,0.122874275,-0.019324407,0.09761934,0.8300537,0.48382512,0.57656646,0.48631766,0.18170509,0.49554288,0.8062006,0.43678433,-0.00070840865,-0.032507956,-0.08795401,-0.048861742,-0.03650176,-0.013864557,0.11151001,-0.008527912,-0.053744946,-0.033171553,-0.2112477,-0.08375819,0.12621886,-0.06600574,0.095709346,0.11971938,-0.107244544,-0.07183783
-0.0047402605,0.87775576,0.8257116,0.34632075,0.23435205,0.58082265,0.5336699,0.6791141,0.927398,0.68196535,0.584634,0.6057468,0.58936447,0.5252698,0.06506037,-0.0052806633,-0.01498298,0.046102952,0.04732006,0.013293177,0.20625,0.1285484,-0.010053987,0.13847516,-0.118046515,-0.09231217,0.23584299,-0.04119313,0.2202835,0.17560922,0.069267265,0.041185915
0.044265263,0.6071706,0.9809418,0.13874608,-0.1636729,-0.34599763,1.3503563,0.6242235,0.3328605,0.40388224,-0.1524288,0.51718426,1.1557989,0.55778545,0.0004680492,0.045842044,-0.0909804,-0.0071143154,-0.012161832,-0.031431194,0.16315329,-0.029248115,-0.093763545,-0.19716981,-0.12935176,-0.01051121,0.112201795,-0.08755334,0.11876324,0.24230877,-0.081484534,-0.22202432
-0.015542179,0.9285356,0.89654815,0.3051204,0.1942437,0.61701465,0.5847939,0.6949382,0.9796209,0.7160714,0.5787631,0.6294865,0.6654085,0.5358646,0.05328626,-0.017349105,-0.025350556,0.033500023,0.026373636,0.010629401,0.20017599,0.11735931,-0.021570802,0.14356849,-0.14867285,-0.12278257,0.24618231,-0.053076077,0.21954486,0.17241518,0.06279982,0.047453456
-0.009783665,0.89425343,0.84375775,0.3476392,0.25947088,0.5814711,0.5660489,0.6788515,0.95022273,0.71041566,0.61058617,0.6247971,0.61994416,0.5337845,0.06884758,0.0053648204,-0.020693146,0.03863088,0.05521033,0.00077614747,0.20399873,0.1153961,0.0028103068,0.1485628,-0.124896996,-0.08860697,0.24266648,-0.035784822,0.2192172,0.18181542,0.056776933,0.04758697
-0.032564722,0.9044504,0.85285616,0.27758634,0.19182637,0.5310072,0.61430144,0.6205629,0.9264971,0.69930655,0.5368919,0.6234353,0.655713,0.50634676,0.047059346,-0.02772386,-0.03232395,0.021029707,0.01921605,0.016577013,0.17082475,0.098076165,-0.017348435,0.13456203,-0.155991,-0.11025144,0.22679853,-0.04636025,0.18733466,0.16672127,0.009728128,0.041728936
-0.038085494,0.8399033,0.82700896,0.27900586,0.17693402,0.18486565,0.83588976,0.4031873,0.73823315,0.6925445,0.43812764,0.5986032,0.7992197,0.5121732,-0.021004278,-0.05474904,-0.060750447,-0.06551524,0.007029634,0.038608868,0.09198961,0.010705493,0.053535875,0.06324346,-0.20311941,-0.09603144,0.13301088,0.011274388,0.111220345,0.124835834,-0.24648198,-0.0015668571
-0.033970878,0.9968261,0.9501715,0.32181776,0.18860611,0.68445593,0.58835614,0.78147864,1.0803261,0.79091746,0.6315549,0.67460203,0.7117963,0.5756763,0.07477845,-0.012079502,-0.0104178935,0.07065919,0.02950669,0.00483926,0.2521422,0.16697805,-0.04707337,0.16403918,-0.15695441,-0.124513835,0.29002136,-0.059290532,0.2803988,0.21297944,0.10813969,0.057073854
0.03993228,0.5682335,0.87082803,0.13083878,-0.12935638,-0.26748863,1.1730201,0.53298366,0.32744017,0.35299864,-0.08770693,0.4396106,1.0103759,0.49502358,0.008925006,0.019712148,-0.0936704,-0.033904728,-0.019218814,-0.025748514,0.136455,-0.028225677,-0.07175873,-0.16583352,-0.12864423,-0.030156594,0.076404616,-0.08345109,0.09863662,0.18158285,-0.10379024,-0.17184317
0.16984853,0.91552734,0.62557924,0.83767116,0.36648947,0.5319327,0.5917968,0.8925458,1.0624989,1.0367446,1.1226563,0.6923411,0.5024599,0.7867791,0.29083592,0.33827224,0.30713207,0.33120427,0.41219962,0.033004653,0.4983155,0.431301,0.25388545,0.35239965,0.23312648,0.24170639,0.43648145,0.19387665,0.49868223,0.3494423,0.21635577,0.18070602
0.01799858,0.9692498,0.79915535,0.54663324,0.45993274,0.6033367,0.5563687,0.7406665,1.0583994,0.8302844,0.83165336,0.65398866,0.5325595,0.61876106,0.11903265,0.053307056,0.027021043,0.10514234,0.12402861,-0.014649149,0.28071636,0.1738809,0.057510264,0.20753287,-0.055266105,-0.052863102,0.3422174,0.021885576,0.30719134,0.21654025,0.08788654,0.07670375
-0.07575373,0.9019537,0.9035082,0.3892301,0.23354883,-0.15005437,1.1917727,0.2886737,0.738083,0.8836547,0.45988417,0.7069663,1.1057147,0.66231066,-0.046839837,-0.044536266,-0.039461788,-0.09259072,0.018859144,0.05903338,0.063385196,0.0010135304,0.15383182,0.03942601,-0.22735587,-0.07317449,0.10347724,0.10905054,0.13145107,0.16836943,-0.50660825,-0.01812282
