size_D,duration_D,app,har,dba,ifc,source,nlan,telonuse,t02,t03,t04,t05,t06,t07,t08,t10,t11,t12,t14,Generated_Var_3,Generated_Var_4,Generated_Var_5,Generated_Var_6,Generated_Var_7,Generated_Var_9,Generated_Var_12,effort_D
0.36620575,0.36959922,0.7755845,0.82027805,0.9246894,0.85523427,1.572974,0.6676017,0.19147877,0.5615901,0.18713935,0.42382944,0.68563914,0.6792832,0.5411562,0.267648,0.6095359,0.77660143,0.89917684,0.5137576,0.5802364,0.5524602,0.28713462,0.62376076,0.2633247,-0.07326466,0.25054947,0.24252403
0.5250915,0.34139958,0.6940688,0.7790704,1.0271938,0.4923166,1.3557335,0.979301,0.54029554,0.35944074,0.5398204,0.3300509,0.9156718,0.7035102,0.74809414,0.055055253,0.8368965,0.9244731,1.0454293,0.4617153,0.976756,0.7208127,0.75821924,0.70168096,0.14092031,0.092347905,0.35770828,0.23276609
0.23713389,0.2383498,0.6502998,0.66274554,0.8489606,0.6997583,1.1628863,0.3419074,-0.12840533,0.5243048,0.26233134,0.37871534,0.54887617,0.62132144,0.4378069,0.1323755,0.54348415,0.4710187,0.8730666,0.5887136,0.36025858,0.32912648,0.372907,0.38063464,0.4059036,0.16196191,0.35571226,0.08741599
0.2904433,0.31759307,0.6628802,0.6965889,0.82933027,0.74609804,1.2532247,0.47984353,0.04358597,0.5292038,0.2632624,0.4006909,0.56074035,0.6236993,0.46850228,0.18484339,0.56571454,0.57490945,0.8273635,0.53379357,0.4730946,0.4121922,0.35640442,0.49241742,0.29973862,0.060296938,0.29453754,0.15143612
0.17549959,0.024635756,0.2890779,0.5315871,0.84615195,0.4675196,0.75543416,0.31982976,0.022543292,0.46545172,0.36209303,0.2938643,0.5728009,0.6310503,0.35512766,-0.086815484,0.4774052,0.37775937,0.69766694,0.7170079,0.3647922,0.20453626,0.642614,0.22032097,0.5465687,0.45342413,0.6636168,-0.076142706
0.25627187,0.41632652,1.0171939,0.9928675,1.1267567,1.2988107,2.1330266,0.27594525,-0.37955096,1.005116,-0.08880267,0.50660545,0.6649121,0.8228239,0.39691895,0.4231063,0.5841672,0.6576227,1.1057116,0.76920825,0.16675082,0.45023024,0.09428647,0.5427783,0.6399685,-0.09060546,0.3925838,0.21466646
0.5633611,0.31980753,0.6398657,0.8194545,1.1255363,0.4118171,1.4392225,1.0787188,0.6403404,0.34815103,0.5825568,0.34058392,0.99763286,0.73939663,0.7650001,-0.018381272,0.88235414,1.0132731,1.0791426,0.48260882,1.0658004,0.7475894,0.8152168,0.7271591,0.15805143,0.12648174,0.4213506,0.22094734
0.22307634,0.24500611,0.63109636,0.8570141,0.9653283,1.102222,1.6215959,0.44277865,0.12682784,0.71081316,0.040820643,0.45324898,0.6172476,0.80646634,0.46834224,0.3073839,0.5407894,0.6634319,0.83916456,0.762941,0.35844773,0.4150369,0.25952306,0.53604275,0.5178403,0.04848756,0.4404273,0.130175
0.25317276,0.3477245,0.9480978,1.0401274,1.1770725,1.3623346,2.1923954,0.36382306,-0.17468369,0.9669355,-0.080544144,0.5401612,0.6980758,0.88459635,0.49679568,0.3924018,0.61691785,0.7403527,1.1281267,0.8859052,0.25198516,0.4819573,0.12006688,0.6065561,0.6564372,-0.047293372,0.46023518,0.20573273
0.20882376,0.2816486,0.7140063,0.7795694,0.89418894,1.0112965,1.5792584,0.3162574,-0.11081795,0.72516686,0.017090844,0.43113002,0.56914747,0.7089919,0.35272685,0.26726535,0.49279225,0.56849754,0.83794975,0.63843954,0.28321052,0.3728645,0.16023736,0.47046477,0.47343656,-0.026720695,0.33533183,0.14899549
0.1864877,0.18997113,0.6466967,0.8394147,1.0118079,1.067595,1.6299757,0.35650757,-0.030980863,0.72677606,0.035634074,0.46284667,0.59677577,0.8090156,0.43284747,0.2847688,0.5393003,0.58994865,0.9123576,0.80430317,0.2823794,0.36595798,0.25005957,0.4700136,0.6007936,0.106808096,0.47906676,0.10527288
0.44873443,0.36403272,0.6934481,0.83599424,0.9252634,0.74663484,1.529747,0.85221833,0.5114756,0.47799504,0.26755413,0.37778297,0.7738842,0.7123542,0.65420127,0.27401313,0.6441938,0.8956007,0.86715627,0.4741699,0.76354396,0.6750675,0.44509014,0.71678495,0.16498074,-0.058616593,0.2560304,0.28016552
0.3026293,0.48030356,1.2005597,1.2194824,1.3799137,1.6887511,2.7455828,0.35692772,-0.3236631,1.2349113,-0.2314006,0.60412675,0.8574097,1.013884,0.48256347,0.52564716,0.65768784,0.87131065,1.2936246,0.9810986,0.17133576,0.6019624,0.031987034,0.6992804,0.7638932,-0.19759403,0.48894846,0.2910944
0.6489743,0.4632024,0.84296215,0.86941355,1.1171869,0.5689046,1.6428492,1.206605,0.76163936,0.3765375,0.5333921,0.32696655,1.0628983,0.7401283,0.88067585,0.14788106,0.9372166,1.102098,1.1373549,0.41158363,1.1536034,0.89515144,0.81092674,0.8678561,0.068086706,0.015008044,0.29740375,0.33987588
0.47377673,0.6367171,1.3029158,1.1829357,1.3504099,1.3624899,2.5095172,0.66718185,-0.14945522,0.9373714,0.23243767,0.6168469,0.88821745,0.91673565,0.6328421,0.4882814,0.7892135,0.9185004,1.4674838,0.7477235,0.55775106,0.7358824,0.25840774,0.80578166,0.53523654,-0.21694049,0.31793907,0.36879942
0.48232627,0.45009044,0.89201295,0.8443061,0.9845585,0.73941207,1.5974591,0.7528869,0.13676538,0.53361225,0.38323593,0.41171962,0.7952653,0.6683002,0.64857763,0.2388465,0.7053317,0.79473686,1.0455265,0.45218346,0.6667023,0.6762064,0.47115436,0.6393861,0.2190988,-0.04773,0.22644863,0.26765913
0.21020338,0.21126133,0.78575975,1.0923557,1.2575355,1.4060508,2.2224205,0.4129692,0.077444755,0.97485286,-0.07047947,0.5748034,0.7662202,1.0658796,0.5424566,0.36832348,0.6485157,0.80348533,1.1327727,1.08597,0.27948433,0.43973786,0.30063948,0.61813164,0.7912404,0.12609084,0.67874956,0.107484825
0.19887742,0.0038753413,0.26888174,0.5565431,0.9193231,0.41358915,0.80812436,0.4490987,0.14940481,0.42087972,0.45581537,0.31875354,0.64782095,0.69855464,0.407595,-0.1306239,0.5715029,0.47252026,0.755733,0.7349657,0.49504384,0.26783523,0.7077318,0.29574347,0.5442937,0.47451934,0.70704603,-0.087874815
0.22887683,0.25995347,0.80859286,0.9851968,1.1276568,1.2980596,2.0795708,0.32587984,-0.11139731,0.90336925,-0.110947676,0.5062288,0.67571557,0.88814086,0.4349916,0.31440207,0.56570876,0.7242641,1.0606459,0.881143,0.2530552,0.43307224,0.14249659,0.5729747,0.64924085,-0.02765929,0.473782,0.1527192
0.27372414,0.11464822,0.39131737,0.6135636,0.8958484,0.4231491,0.9845133,0.5334107,0.19087431,0.3772114,0.43373644,0.34382173,0.683885,0.6584447,0.45508978,-0.09942646,0.60480183,0.5687213,0.83145404,0.6036426,0.5953066,0.36502138,0.620996,0.40745002,0.37635243,0.25947037,0.5038111,0.010515362
0.13057631,0.0314657,0.38841993,0.62832105,0.8757259,0.6728474,1.0756512,0.21723092,-0.0971499,0.5969254,0.19115864,0.35570148,0.5721365,0.67700297,0.35118762,-0.0010843435,0.4414597,0.3964615,0.75891834,0.80576956,0.24289002,0.17914557,0.49193177,0.2300444,0.6244046,0.371659,0.6403796,-0.05788406
0.22199388,0.2666277,0.68928784,0.82308775,0.9152548,0.9885627,1.555783,0.35558504,-0.043283332,0.69316024,0.07215008,0.4395155,0.5653058,0.72255945,0.44518876,0.27136487,0.5348748,0.58177686,0.8653847,0.70038545,0.31503505,0.36917275,0.22971755,0.4949102,0.48280764,0.032036133,0.38924515,0.13653035
0.2317311,0.058496185,0.36005935,0.54879683,0.8970774,0.3945679,0.8176889,0.41051707,0.05417579,0.41247618,0.45939994,0.28372964,0.6542187,0.6263984,0.39279142,-0.1212681,0.54720014,0.46106565,0.8016922,0.6545256,0.47437412,0.31231686,0.6888812,0.28600416,0.43809268,0.34380132,0.5655613,-0.029684037
0.33867857,0.44451332,1.0535693,1.152813,1.3009694,1.5012612,2.4264054,0.545863,-0.044275496,0.9980041,-0.034370147,0.58215207,0.81793535,0.9684379,0.5777658,0.46714985,0.6757551,0.90553534,1.228855,0.92269975,0.40730634,0.6253809,0.12997645,0.7391761,0.6442728,-0.13020635,0.46362582,0.29036155
0.4590197,0.2591544,0.55834407,0.85191506,1.0555921,0.6853415,1.5424472,0.9364556,0.6177724,0.45564532,0.37326527,0.39899936,0.8858639,0.8066746,0.6920984,0.11185381,0.7605938,0.947758,0.97013545,0.54577404,0.86174303,0.665129,0.6340035,0.70717496,0.21304241,0.06063652,0.4068805,0.21683337
0.1968042,0.23726386,0.58895475,0.6482075,0.8029932,0.78472114,1.1836772,0.33632845,-0.06363758,0.56506914,0.17903003,0.40615764,0.49285257,0.62971663,0.38082543,0.18036355,0.48776957,0.46618086,0.7612275,0.5881469,0.3323942,0.31788418,0.28052613,0.41153336,0.40578282,0.09945528,0.34316617,0.09458471
0.21698667,0.23757055,0.7578092,0.9384066,1.0820267,1.1655961,1.877917,0.39207485,0.00802781,0.81112427,0.012542857,0.5246226,0.6658186,0.87617964,0.49964452,0.3061785,0.59976333,0.6745715,1.0092946,0.8920478,0.3025635,0.40224344,0.2612266,0.57101804,0.6240156,0.048552193,0.51559687,0.12353269
0.2655105,0.29910064,0.77319515,0.93644965,1.1050817,1.1402434,1.8810822,0.5246029,0.11243779,0.7112604,0.11820468,0.5495039,0.70149755,0.84912455,0.4887679,0.2829399,0.6218092,0.7651735,1.0496141,0.760117,0.45237082,0.49837327,0.23515882,0.62767607,0.50524724,-0.065640226,0.42750138,0.17763403
0.48769265,0.32263523,0.61768645,0.80789953,0.9814404,0.6231196,1.514157,0.97014153,0.6401464,0.39696646,0.35691005,0.36018527,0.86008847,0.72387964,0.70020884,0.14222537,0.74041027,0.94882345,0.9315223,0.44370225,0.87671304,0.70555925,0.5758385,0.72214043,0.1231211,0.006268144,0.30021855,0.26726338
0.3948111,-0.1883031,0.18920508,0.7347384,1.409416,0.060710207,0.76378036,0.85284853,0.5417437,0.4110859,0.92313284,0.25310653,1.0786568,0.9823981,0.60033435,-0.4248229,0.8693361,0.746024,1.0095828,1.0346413,0.89044964,0.49530146,1.4155283,0.3253992,0.7161926,0.82233554,1.2069093,-0.19295147
0.6605865,0.47514668,0.88703746,0.9319912,1.1232057,0.62441707,1.764148,1.2867688,0.8263225,0.3895492,0.51299524,0.34346005,1.0749863,0.783541,0.9076097,0.22788234,0.95096564,1.1642251,1.1536734,0.3605394,1.1604557,0.9697795,0.7524396,0.9012667,0.053044215,-0.01397631,0.2721047,0.3693594
0.3055886,0.2665833,0.57770103,0.67011154,0.8207633,0.6275387,1.1336361,0.56202143,0.18074094,0.45829296,0.3225874,0.36395788,0.62718546,0.6222961,0.48602143,0.09792276,0.5732336,0.63004565,0.8054682,0.5186114,0.559018,0.44075337,0.45714974,0.483063,0.26515043,0.09012718,0.32490104,0.12960069
0.4056467,0.10589884,0.38325134,0.67715245,1.0468017,0.28046468,0.9211327,0.78639954,0.47696054,0.36495495,0.60128754,0.27150136,0.8720342,0.74439144,0.5891301,-0.15196525,0.73840845,0.75783116,0.87918913,0.6397276,0.8403618,0.51741403,0.9040115,0.4648824,0.36874136,0.37910822,0.65407836,0.024970435
0.16372323,-0.019377558,0.29857528,0.7363375,0.9221617,0.7401401,1.2142228,0.430918,0.24238862,0.5849316,0.17013411,0.4062878,0.63346815,0.80491555,0.37210494,0.027651101,0.47818223,0.5947561,0.7306062,0.78703165,0.36559948,0.32552746,0.4805839,0.3629142,0.5639974,0.26109222,0.63304543,-0.03127645
0.26300383,0.41436675,1.1771464,1.233466,1.4246747,1.7399572,2.8078907,0.28444636,-0.37179947,1.2794266,-0.3017392,0.6028407,0.8680793,1.0741595,0.47730792,0.49671033,0.64679044,0.8685549,1.3585352,1.0721024,0.10957393,0.5742612,0.032319028,0.67800707,0.8481267,-0.13296945,0.5638155,0.2533808
0.15701817,0.22030728,0.65673125,0.7519829,0.8861452,0.95477223,1.430952,0.2696214,-0.13828377,0.70891625,0.07324666,0.44143453,0.51753956,0.7089691,0.41518533,0.25812078,0.5042033,0.47651896,0.82488,0.73412156,0.22232354,0.29404026,0.26688084,0.41870558,0.54088897,0.12219141,0.4359067,0.0971895
0.23899846,0.28997892,0.7157499,0.86561465,0.9879869,1.1099453,1.6754984,0.4310789,0.045244228,0.7322792,0.03894186,0.4671717,0.6241807,0.77444845,0.48347872,0.29945338,0.5510793,0.66521055,0.8868322,0.7712513,0.36819133,0.43727213,0.21178281,0.5575691,0.50492996,0.019046873,0.40903467,0.16297996
0.28140783,0.28733477,0.63676,0.7225235,0.8364652,0.7925781,1.3228711,0.52617157,0.15610363,0.52211756,0.18044512,0.4036618,0.58954495,0.64789474,0.47751644,0.1946102,0.5416601,0.63912857,0.79973644,0.5423631,0.49122378,0.44882774,0.3033661,0.52477545,0.287247,0.0010786426,0.28076077,0.17266726
0.2288411,0.29682028,0.79918504,0.8825542,1.0094415,1.0857816,1.7592225,0.34385198,-0.12766044,0.78436935,0.039674375,0.48551223,0.61248875,0.76932037,0.46100605,0.3024216,0.5667886,0.6047316,0.9662623,0.7727744,0.27547446,0.393327,0.20237732,0.5210601,0.54682064,0.005462815,0.40770745,0.15382756
0.1815486,0.23357856,0.6225741,0.77541256,0.8938306,0.9782883,1.4465921,0.3507792,-0.0015932238,0.67964053,0.06873082,0.4359206,0.5490021,0.7247983,0.4308384,0.24952874,0.50405073,0.5466331,0.7950781,0.72641134,0.2999372,0.3468659,0.25725323,0.46121082,0.5012124,0.08676189,0.42088872,0.10814104
0.21475312,0.198265,0.67891514,0.8919352,1.0247546,1.1297796,1.7882981,0.3446061,-0.008103798,0.772632,-0.034982875,0.46389508,0.6422452,0.8280979,0.42387888,0.23672438,0.5431546,0.67060983,0.9569488,0.83756703,0.29645437,0.3900707,0.21541907,0.50863874,0.59124243,0.044159643,0.46764916,0.09759119
0.24488913,0.39372382,1.1844567,1.2686692,1.4909708,1.7788086,2.8398943,0.35086578,-0.26750568,1.284339,-0.23520927,0.65368927,0.89992,1.1486634,0.5794887,0.53607225,0.7142604,0.9096488,1.4235514,1.1837585,0.16612607,0.5902814,0.12611113,0.6899655,0.93659437,0.011864164,0.66130805,0.23545831
0.23342484,0.2465409,0.6384049,0.7403165,0.8674789,0.8425162,1.3713183,0.42303035,0.012364267,0.57814336,0.18662329,0.40796527,0.57213676,0.6788352,0.43550554,0.20052807,0.5395316,0.5779223,0.8484183,0.6067617,0.39797154,0.38327986,0.28672767,0.4771908,0.4005964,0.049778122,0.34299013,0.12011786
0.67629206,-0.022071384,0.3478407,1.0468904,1.8041717,0.053148158,1.2459967,1.3859184,0.9829433,0.4739812,1.1841003,0.28722566,1.5245644,1.2063928,0.9474748,-0.49773082,1.3073267,1.2494967,1.4342461,1.0710119,1.443438,0.9005418,1.7574697,0.6750732,0.6879059,0.8051441,1.2749047,-0.08680717
0.16884695,0.20096706,0.5726163,0.6935603,0.8112873,0.8536837,1.2695056,0.2675095,-0.08998438,0.6299525,0.073813856,0.3817403,0.4973611,0.6540489,0.36513412,0.1890227,0.463307,0.45722532,0.7506679,0.66844153,0.2586041,0.2849364,0.25919655,0.3751264,0.47397384,0.11340302,0.389764,0.0756312
0.14989933,0.07076733,0.38413998,0.579515,0.79379827,0.6014071,0.93158126,0.28498715,-0.028522845,0.5059991,0.25433537,0.3415116,0.5285899,0.63060856,0.33664054,0.0120210005,0.44163984,0.40279862,0.69580305,0.67274886,0.31839058,0.21923564,0.44818342,0.27785063,0.5037927,0.29682472,0.5210128,-0.017453697
0.3311517,-0.023876902,0.32637167,0.6152818,1.0950487,0.20758039,0.79203045,0.63537705,0.30125713,0.37051523,0.68705076,0.2621846,0.88236225,0.74630684,0.5008921,-0.25540847,0.709157,0.62006366,0.9070776,0.7780799,0.7135036,0.42803538,1.0153618,0.32996768,0.49823883,0.5091206,0.7904214,-0.08921019
0.18313655,-0.044558533,0.27528742,0.56649244,0.9948625,0.41985813,0.7992379,0.347699,0.027316865,0.48425364,0.46565402,0.31756863,0.67026925,0.72763795,0.40934637,-0.14335163,0.52685684,0.39317936,0.7907863,0.8370603,0.40507096,0.21575102,0.80304813,0.2001537,0.65788585,0.5943164,0.8349527,-0.13125381
0.3480713,0.10808605,0.39728788,0.6296533,0.94762146,0.27458322,0.9250355,0.7146721,0.40939248,0.34041655,0.5210163,0.2744882,0.80119157,0.6709924,0.51062804,-0.15301152,0.66875297,0.71401024,0.8460674,0.5611561,0.77057284,0.5185421,0.77094895,0.44889927,0.2550792,0.23539793,0.49168938,0.056349494
0.4370745,0.31497213,0.64886653,0.7532948,0.9376104,0.58415544,1.291273,0.81680614,0.37203375,0.41241556,0.4432622,0.36433798,0.7926272,0.6594806,0.6513616,0.08696838,0.71793896,0.8258316,0.95410097,0.48594752,0.7887198,0.60363954,0.5920089,0.61705256,0.17829564,0.07124645,0.32544976,0.19180968
0.22521748,0.27102664,0.7362752,0.8616944,1.0278254,1.1367695,1.7749871,0.37358642,-0.069570795,0.7919166,0.00053994777,0.47031745,0.63551617,0.7919705,0.40747917,0.28093284,0.5408522,0.6652472,0.94242215,0.7475865,0.3285392,0.42296377,0.1676927,0.53788644,0.5583713,0.0060958085,0.41927654,0.14760117
0.37245104,0.559496,1.328614,1.3963286,1.5619662,1.8938938,3.125282,0.49411288,-0.26585373,1.3528179,-0.25307852,0.6668392,0.95072925,1.1372582,0.5740046,0.6160339,0.7523576,1.026739,1.4725099,1.0898784,0.24570364,0.7111602,0.010212053,0.8474081,0.8509713,-0.22749619,0.5585612,0.34159195
0.5302129,0.53636056,1.215648,1.1725162,1.2924935,1.3938967,2.7217484,0.94233936,0.29553518,0.92253566,0.021536682,0.5566596,1.0304897,0.93358177,0.71619755,0.5352847,0.768902,1.1443071,1.2521945,0.65366983,0.62666947,0.8968431,0.16173026,0.9522859,0.43562043,-0.31884784,0.30930352,0.43340376
0.28024656,0.2632126,0.6744761,0.83621025,0.9540985,0.99916255,1.639746,0.50543284,0.1538886,0.64551485,0.12821765,0.46109325,0.64884233,0.7686838,0.5106821,0.22980797,0.5843761,0.69785506,0.92118454,0.69672006,0.4526535,0.45789114,0.26450217,0.5797937,0.43000153,-0.00070564763,0.3804946,0.156934
0.26082668,0.19083048,0.5869615,0.6116088,0.99082106,0.56750864,1.0142944,0.3367281,-0.22288226,0.5226304,0.5130926,0.35807765,0.6747781,0.6661513,0.5123443,0.020772532,0.61215204,0.4099408,0.94938827,0.73152506,0.40966535,0.30067372,0.70831066,0.30521694,0.5868094,0.43896377,0.6129361,-0.015735999
0.16442835,-0.008532966,0.27808782,0.57850033,0.86806214,0.52479315,0.88650495,0.41367874,0.15406913,0.454085,0.33123016,0.33331898,0.59819686,0.6854579,0.37952077,-0.077489376,0.52040935,0.48122212,0.71348107,0.7222841,0.40192065,0.273203,0.61428726,0.29096404,0.5130003,0.37280762,0.6468307,-0.05653634
0.40698272,0.3632271,0.74257976,0.78457385,0.9250444,0.752897,1.4655639,0.7525598,0.27544963,0.49151325,0.31330752,0.4224875,0.73631597,0.66871506,0.6039909,0.1994166,0.6730921,0.8028012,0.9373664,0.4847539,0.6897614,0.58235085,0.41874102,0.6510982,0.18857397,-0.035946187,0.25289732,0.24274474
0.20969176,0.30191928,0.7413495,0.7229407,0.90909415,0.9302689,1.3736755,0.24653849,-0.28194207,0.7137986,0.13826932,0.41529632,0.5373384,0.6700218,0.41277298,0.2522105,0.51245356,0.44659826,0.87303424,0.6731199,0.23442265,0.32292503,0.25808385,0.38520148,0.5093022,0.13295883,0.38467175,0.11574362
0.3630689,0.48182812,1.1771877,1.30253,1.4581987,1.7637683,2.866267,0.5660893,-0.022137415,1.161008,-0.12818879,0.65933233,0.93611014,1.0863847,0.583215,0.5134456,0.7352706,1.0393614,1.3760068,1.0396199,0.38607937,0.70460904,0.06660593,0.8504862,0.7328382,-0.22283861,0.5063041,0.32030612
0.7196773,0.64925826,1.3310529,1.2572598,1.4053364,1.3128715,2.9117675,1.2615739,0.49108782,0.84823674,0.14823875,0.5503015,1.2058486,0.9541324,0.9178866,0.54272956,0.9053769,1.3437113,1.3904423,0.53456163,0.90161204,1.101538,0.30593455,1.1207663,0.3020502,-0.3660205,0.22908238,0.5521462
0.540895,0.34289622,0.66388816,0.79673207,1.0305432,0.4833313,1.3631064,1.0081865,0.5723943,0.3675326,0.53766954,0.3217683,0.9492786,0.697823,0.74672216,0.040007107,0.8342968,0.9622997,1.0336694,0.46421564,0.9810683,0.75594175,0.7832389,0.69049597,0.14582603,0.10105891,0.36937147,0.22975811
0.23963347,0.25851446,0.57784045,0.6415696,0.81412494,0.6969267,1.131992,0.40358913,-0.01869138,0.52775216,0.27635214,0.37208822,0.5552023,0.6117297,0.4392259,0.114612445,0.5344027,0.5109673,0.7943968,0.5833713,0.41477147,0.34425592,0.4142309,0.414239,0.36826167,0.14118347,0.362687,0.095080115
0.109684795,0.015437679,0.37236995,0.7226446,0.9449485,0.79685426,1.2420003,0.26738086,-0.020859774,0.6999874,0.122476116,0.39121145,0.6073134,0.7865743,0.38200885,0.05584817,0.4950685,0.45994774,0.7849262,0.9005365,0.20207739,0.22049478,0.4966702,0.25600472,0.7009808,0.40054366,0.72408795,-0.06907292
0.27701998,0.11699279,0.45131695,0.6007316,0.95194054,0.4569687,0.9437486,0.46690536,0.025895406,0.43608677,0.51410896,0.32136798,0.7162651,0.6681835,0.4570457,-0.08408703,0.6058837,0.5013434,0.87890464,0.69595176,0.5273243,0.3420714,0.7306591,0.3501149,0.49308777,0.36171204,0.6150433,-0.020419456
0.30374515,0.32368255,0.8249547,0.96928436,1.1266341,1.200185,2.0146124,0.5428685,0.11542417,0.74642557,0.080948964,0.56453353,0.7322154,0.8749951,0.51270646,0.30425587,0.6313872,0.79332757,1.0839862,0.8047349,0.44771203,0.52915263,0.19419068,0.67846113,0.51559824,-0.112748764,0.40934923,0.18802848
0.3751365,0.440501,0.932013,0.84002405,0.9604376,0.9033376,1.6845086,0.58064777,-0.039451893,0.65333194,0.23994167,0.44282472,0.6866753,0.66592634,0.5181223,0.3118123,0.64058185,0.70000976,1.0149612,0.50951904,0.48957595,0.56521344,0.3040676,0.5839892,0.3267754,-0.07633043,0.23296979,0.2600042
0.76656306,0.6210644,1.0831699,0.9749789,1.1945835,0.678218,1.9587059,1.3602188,0.79560524,0.44852614,0.5482214,0.36566216,1.1474718,0.8187355,1.0015514,0.30226767,1.0273515,1.2113006,1.2667546,0.35594767,1.2112663,1.0721267,0.80999905,1.0024425,0.051030926,-0.05770651,0.21378767,0.4111082
0.27684844,0.287177,0.62208074,0.73907703,0.8404458,0.81337297,1.313983,0.53296214,0.18857002,0.53858536,0.20227338,0.41447017,0.5853509,0.67483515,0.49124545,0.21402055,0.5470613,0.6482578,0.79383343,0.56057036,0.50730324,0.44499582,0.32660457,0.5305899,0.31136784,0.03296152,0.31759417,0.16338173
0.36979023,0.0767025,0.38001764,0.65716153,1.0411437,0.29102653,0.88260734,0.6833597,0.3713462,0.3713553,0.6083153,0.28310668,0.8511144,0.7322696,0.5405032,-0.1719394,0.7081471,0.6744318,0.89301866,0.6847284,0.7606705,0.46562162,0.9210587,0.41452703,0.4278222,0.40074387,0.68851495,-0.016551074
0.32586405,0.32000363,0.68717253,0.7086788,0.821811,0.7252245,1.3116708,0.55696505,0.16533688,0.49870384,0.24282378,0.37673745,0.6226959,0.6150606,0.5071696,0.18554182,0.56917584,0.6327469,0.8104171,0.5025538,0.5200764,0.48160708,0.3614745,0.53465235,0.25138268,0.0024824855,0.25908172,0.19071698
0.4047979,0.37043476,0.7673436,0.84034,0.9814637,0.84650576,1.6321428,0.7944942,0.35566112,0.54013765,0.27652,0.44438922,0.7819158,0.73362726,0.65141374,0.24289557,0.6975047,0.8627447,0.96646905,0.5387362,0.7081006,0.6163388,0.39951405,0.7087186,0.22165349,-0.054139093,0.28559944,0.26557782
0.22198671,0.29685777,0.6666243,0.6387975,0.81605303,0.77110684,1.1233745,0.23135687,-0.2781907,0.61173624,0.21591605,0.37763104,0.4891447,0.58284587,0.39852297,0.21059257,0.4908175,0.37236387,0.786001,0.5897417,0.25954467,0.28175494,0.32824776,0.343791,0.43475726,0.15806696,0.351654,0.11407136
0.26762182,0.48526672,1.1449063,1.032947,1.2142574,1.3246921,2.2092912,0.26655757,-0.5417836,1.07853,-0.03543321,0.51830554,0.701164,0.8349821,0.44069672,0.46984398,0.61602044,0.6332927,1.2010856,0.8030522,0.14312848,0.4923379,0.13886349,0.5237367,0.6978936,-0.058868222,0.4166807,0.25086972
0.17579415,0.08447897,0.37733868,0.57643366,0.82897574,0.5738939,0.9084444,0.38536847,0.075609,0.4810406,0.3140896,0.33430257,0.55507934,0.6560829,0.3923699,0.008842635,0.4999666,0.44261888,0.7145791,0.6517876,0.41485032,0.2774374,0.51742357,0.33514822,0.47573882,0.32111624,0.54891515,0.015158144
0.24629019,0.25592247,0.6517102,0.86687356,0.9794942,1.0842879,1.6678635,0.4759772,0.16035764,0.6982838,0.059947446,0.46890676,0.6329744,0.8103941,0.469614,0.27901,0.55589485,0.6904113,0.8743169,0.75975215,0.4064647,0.4369344,0.2542954,0.5721448,0.49528775,0.026263645,0.43563706,0.13784626
0.1939038,0.057995304,0.34966677,0.56017566,0.85465497,0.48798117,0.84558797,0.41647545,0.08767938,0.43628782,0.3755319,0.30991966,0.59282374,0.6450583,0.39017233,-0.05043285,0.5111263,0.46894446,0.7370413,0.6448583,0.44497487,0.2939213,0.57829505,0.31927356,0.46189874,0.34097287,0.55464315,-0.01860756
0.8105633,0.57225263,1.059886,1.0436258,1.2890124,0.6465287,2.0866497,1.5349939,0.9894425,0.40266252,0.58412683,0.3536676,1.2982231,0.86468446,1.0859518,0.23216932,1.1063582,1.3697067,1.3666241,0.418802,1.338852,1.1729932,0.8983993,1.0728755,0.05882495,-0.0500401,0.28414637,0.4267854
0.34808767,0.3425829,0.7216263,0.7769634,0.88648254,0.8244921,1.453899,0.6096373,0.19233476,0.5640886,0.21155816,0.4298383,0.647856,0.68298244,0.51603985,0.24801815,0.58751386,0.7194907,0.8356636,0.52787447,0.55993336,0.5026967,0.32104552,0.59952027,0.26695722,-0.03351502,0.27728915,0.21321866
0.2030322,0.19486485,0.5845961,0.60291064,0.9355415,0.6713544,1.0534681,0.1601958,-0.35163108,0.59311426,0.30074558,0.36376134,0.5721877,0.6290766,0.4184445,0.07142033,0.5046745,0.3297059,0.88184726,0.7490518,0.23008773,0.20205177,0.5230179,0.23173039,0.617108,0.37442318,0.56327033,-0.0053500934
0.17224368,0.2229662,0.61294246,0.6927413,0.82263976,0.84768283,1.2908902,0.21110368,-0.20487915,0.65388376,0.085348666,0.3757275,0.5046764,0.6289538,0.3686755,0.19529575,0.4709733,0.42517486,0.78697526,0.6785862,0.20253634,0.26230872,0.27768397,0.34698588,0.50095767,0.12163033,0.3961624,0.081436016
0.49316734,0.05451192,0.37313828,0.7600707,1.2457458,0.15779977,0.99756813,0.9588846,0.59502375,0.37499344,0.7886199,0.2733479,1.0754049,0.85060614,0.6837931,-0.29439184,0.8911354,0.8894759,1.0166249,0.74958175,1.0084724,0.6270231,1.1715008,0.5042561,0.4502669,0.5001735,0.82751703,-0.011539317
0.17030226,0.20859946,0.7145327,0.90844756,1.0982229,1.1933749,1.8187083,0.3698685,0.005213255,0.85447407,-0.010051526,0.49884084,0.6633469,0.9027762,0.5001956,0.32275966,0.5889085,0.6615053,0.9628685,0.9569594,0.25164437,0.37156934,0.30443972,0.516115,0.6890632,0.15203355,0.5787356,0.09446193
