rely,data,cplx,time,stor,turn,acap,pcap,vexp,modp,sced,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_6,Generated_Var_7,Generated_Var_8,actual
0.25301915,0.3574047,0.22380994,0.026730202,-0.066148385,0.2750153,0.5340347,0.3800411,0.28778145,0.5448478,0.23138943,0.12570694,0.19082475,0.22650689,0.32861882,0.07626584,0.449187,0.15764973,-0.011087119
1.1665618,0.655109,0.6596923,0.48636281,0.5272553,0.5559999,0.6115008,0.51039803,0.16157706,0.7208549,0.05052224,0.67606384,0.5843381,-0.028118297,0.9752521,-0.16264497,1.2386217,-0.18177855,0.16691712
0.7060649,0.51103747,0.3754146,0.24443823,0.21627752,0.37302858,0.5121582,0.4138696,0.16237953,0.5870058,0.113338426,0.3834673,0.3788687,0.02018144,0.6036452,-0.07921043,0.79263675,-0.07294222,0.0978819
0.25834185,0.36067998,0.20814364,0.04122784,-0.04316567,0.29079133,0.50345343,0.38364545,0.26768228,0.5436191,0.18847403,0.15542659,0.19996858,0.1761964,0.333705,0.047880724,0.45471352,0.14469679,-0.010183451
0.283023,0.35316047,0.18913083,0.02702045,-0.03861294,0.29262942,0.4484922,0.3270195,0.25043917,0.473052,0.213133,0.13333037,0.14438632,0.17554219,0.311727,0.04299766,0.39258498,0.11301857,0.019884145
0.26887578,0.36108366,0.19838189,-0.013079215,-0.09910256,0.30723968,0.51014304,0.38767087,0.26760066,0.5201327,0.19640617,0.123348296,0.17545822,0.21140394,0.2987693,0.061362766,0.42967138,0.184162,-0.0023494777
0.32495946,0.3420183,0.2531235,0.06921218,0.046042282,0.30632225,0.47229403,0.36634418,0.24472989,0.5070133,0.18176311,0.22122549,0.2481778,0.21681271,0.403902,0.14645165,0.46128625,0.18244512,-0.019038245
0.612269,0.45174256,0.3653889,0.22069736,0.14613596,0.35734007,0.4948355,0.41255078,0.17553507,0.54722756,0.13272761,0.36193928,0.3308177,0.08313388,0.57546085,-0.05056925,0.7276164,-0.0038084239,0.04762902
0.21187213,0.30315903,0.20327146,-0.0186475,-0.087493,0.24722525,0.5105537,0.34576154,0.31576627,0.48810184,0.21977632,0.097211175,0.15725707,0.31353098,0.25793642,0.17463362,0.36657274,0.25659323,-0.025503382
0.23120259,0.24857396,0.17486298,-0.13865647,-0.13930608,0.30900195,0.47507676,0.38412458,0.30704373,0.5492537,0.12665181,0.07876238,0.0979888,0.3715738,0.108795114,0.3390873,0.29376367,0.38567546,0.009999933
0.45835105,0.3751306,0.29534197,0.13544069,0.13387202,0.31231326,0.4501572,0.35525027,0.19224972,0.4815391,0.13029964,0.29100126,0.28923404,0.13632056,0.4698075,0.080318786,0.54728615,0.070628285,0.013213142
0.28829032,0.36120197,0.2150005,-0.12630261,-0.19231734,0.40528554,0.59169716,0.5093783,0.3479546,0.69949895,0.19468877,0.12200563,0.11683605,0.32952338,0.16699846,0.2202976,0.42733732,0.3543082,0.018058
0.22821544,0.28860536,0.18186447,-0.09743333,-0.13686638,0.30639797,0.5209347,0.4047145,0.27141723,0.5695021,0.20156041,0.084326096,0.155718,0.3115538,0.23069799,0.24092607,0.3482646,0.2971695,-0.02092645
0.20191829,0.28549698,0.20065527,-0.035222586,-0.08658607,0.28423882,0.48155057,0.37057093,0.29317418,0.51613826,0.22220635,0.13913229,0.18383716,0.3091994,0.25097764,0.2010002,0.35043436,0.2921823,-0.02945128
0.24801333,0.25827095,0.15568967,-0.22589451,-0.23032153,0.35796177,0.6053642,0.4018791,0.40128878,0.64825994,0.19232398,-0.022577904,0.11499983,0.3762521,0.038950495,0.32221597,0.30919263,0.40827152,0.015646206
0.23125255,0.2659726,0.21450853,0.0019108001,-0.036617033,0.2627799,0.4422923,0.35428855,0.28491494,0.45614883,0.22836252,0.17681164,0.18282911,0.34782982,0.29040095,0.2774161,0.32640246,0.3075005,-0.038364165
0.6522224,0.46149546,0.3783685,0.2229987,0.2183959,0.3588424,0.48686346,0.40648246,0.1516167,0.540519,0.07965505,0.3759751,0.36947364,0.041757688,0.57925314,-0.04373254,0.7450615,-0.033228047,0.0821135
0.1895089,0.2389661,0.19223946,-0.060467,-0.085419774,0.272384,0.42158663,0.34709316,0.28231192,0.4566707,0.2133317,0.12787165,0.12172572,0.41427863,0.18119185,0.37012,0.2643682,0.3974277,-0.026103146
0.31796128,0.31732783,0.2368196,0.052630857,0.0361249,0.29471087,0.44801068,0.36082977,0.23538812,0.47930735,0.17909025,0.21888372,0.24008884,0.21508539,0.37971285,0.17844686,0.43780735,0.18491796,-0.023228515
0.20732045,0.32708013,0.20208538,-0.10458352,-0.17152238,0.364416,0.55413276,0.41474596,0.33972865,0.63139534,0.20753841,0.09502311,0.16802344,0.3194399,0.1931398,0.15692756,0.37617242,0.3327894,-0.0036314856
0.5412097,0.42922002,0.34764567,0.16966607,0.12349577,0.35241812,0.4887583,0.40841287,0.20100589,0.5234898,0.09644765,0.32848194,0.3236362,0.07398237,0.54195696,-0.05695449,0.6861205,0.019033283,0.047228195
0.2766341,0.31978643,0.2090115,0.009308433,-0.014613308,0.30573335,0.47703868,0.36115804,0.2610185,0.51670074,0.19208737,0.17101075,0.21626061,0.2195248,0.34631455,0.14514513,0.41534856,0.19168869,-0.015661355
0.41388604,0.3899071,0.25903904,0.088673726,0.063298196,0.3146622,0.48550028,0.38513708,0.19157882,0.5108283,0.12942281,0.23191299,0.2879113,0.10182501,0.42748117,0.031502523,0.5518297,0.07507491,0.015808592
0.2431186,0.26417968,0.17429288,-0.21746537,-0.20797798,0.37906182,0.60862845,0.41464424,0.42214355,0.6697286,0.14493163,-0.040145487,0.043808237,0.44260633,-0.05546911,0.43767732,0.32848483,0.48248065,0.027742375
0.31435657,0.42128608,0.23359637,0.03518087,-0.093563855,0.33047807,0.5747442,0.4275764,0.27709076,0.6151655,0.1318488,0.15405883,0.204383,0.1485598,0.37088132,-0.02117771,0.5561235,0.109195,-0.014962674
0.27261174,0.41939846,0.16373104,-0.0007909741,-0.13792983,0.34700078,0.55037564,0.35798255,0.33897462,0.58707994,0.28366426,0.07517786,0.10307198,0.21593615,0.31680986,0.019219011,0.44845873,0.13222715,-0.0012480123
0.2726595,0.35938463,0.14435963,-0.19758506,-0.23289686,0.41819322,0.67539763,0.47240227,0.4059669,0.7204788,0.24517094,0.015012011,0.1266668,0.28828806,0.12545666,0.17499106,0.4036537,0.32034993,0.0228489
0.22768077,0.24896234,0.18053661,-0.15109862,-0.15362191,0.3318069,0.51502496,0.40703595,0.29719207,0.572096,0.18473302,0.06620185,0.096239254,0.4041431,0.13141815,0.35900098,0.3066275,0.4279972,-0.016243156
1.0601621,0.6901594,0.587442,0.41159242,0.30714428,0.4850673,0.6156804,0.5245787,0.16629796,0.7534447,0.11697956,0.574039,0.5354783,-0.063603,0.8053186,-0.2338293,1.1353837,-0.17714661,0.20678042
0.22162539,0.30450287,0.16123226,-0.09336169,-0.114114255,0.3207181,0.5193076,0.3533882,0.2820835,0.5705171,0.17105477,0.05058515,0.12462048,0.2763676,0.18245716,0.17171006,0.37439305,0.23407069,-0.016593326
0.2369364,0.33342588,0.18733148,-0.080253914,-0.16163284,0.330665,0.5407299,0.3949377,0.3475387,0.5551325,0.2303645,0.059194427,0.11917202,0.32800007,0.17988178,0.14526482,0.35246783,0.30461752,0.010963999
0.21380138,0.27638394,0.19390664,-0.097642615,-0.1347545,0.30892986,0.53139466,0.41287252,0.3061118,0.5568358,0.2459825,0.06473387,0.10370736,0.39615953,0.14104553,0.32388586,0.3456742,0.38205123,-0.013320814
0.35539386,0.35630944,0.23700263,0.06763996,0.046214588,0.3208043,0.48687193,0.37731883,0.2256834,0.52107614,0.14476424,0.21375185,0.25787708,0.11592178,0.4150191,0.04869683,0.5158297,0.10517429,-0.0012209741
0.5243187,0.55073315,0.30383363,0.108891815,0.02764443,0.44024006,0.6258514,0.48253375,0.21587205,0.71944886,0.12903385,0.25117972,0.31703228,0.027632557,0.45414424,-0.19476388,0.74275756,0.020594683,0.09866737
0.4818834,0.48438758,0.31052563,0.1342741,0.071889035,0.3678624,0.5707889,0.41107547,0.24167232,0.6236482,0.16009586,0.24667718,0.29051203,0.06260239,0.49551177,-0.11892368,0.69123054,0.030451149,0.05822205
0.22321244,0.40520918,0.19983,-0.05037399,-0.14161654,0.33787206,0.58355993,0.43358377,0.34516895,0.68597335,0.16610904,0.09984069,0.17541352,0.21157321,0.27783388,0.015931644,0.4582222,0.19110712,-0.02730719
0.2456156,0.32700285,0.1998387,-0.047371034,-0.08731501,0.3242448,0.49640027,0.40017843,0.29893553,0.5691907,0.15594593,0.1520643,0.18815854,0.2513783,0.29676715,0.13675521,0.40407985,0.2486965,-0.023822602
0.24587068,0.28216276,0.20308463,-0.03379703,-0.09079726,0.27842724,0.46180177,0.38474566,0.2513802,0.49472183,0.19542976,0.13955054,0.16371483,0.28218964,0.26326305,0.23520125,0.35164762,0.2652929,-0.01903138
0.3213401,0.3890825,0.19717108,0.04197226,-0.022831641,0.3132701,0.46051002,0.3437192,0.23006189,0.5169753,0.17166567,0.16225088,0.17084375,0.13042393,0.33116764,-0.011197053,0.44890612,0.07627764,0.02743427
0.799759,0.527904,0.44676843,0.3069865,0.2689206,0.42097357,0.5443901,0.47381392,0.16856268,0.6466521,0.09057164,0.46333274,0.42010337,0.01373262,0.7143266,-0.12523519,0.91769135,-0.079510026,0.09486466
0.2372491,0.30031693,0.19254382,-0.04827262,-0.079956904,0.29450083,0.48020273,0.37248817,0.2751314,0.52510554,0.16617759,0.12887086,0.17973702,0.2900347,0.26578856,0.2115443,0.36396876,0.26941136,-0.015546081
0.52032715,0.48516852,0.2861409,0.10430473,0.03496966,0.36852556,0.59325695,0.42444095,0.24331449,0.6420656,0.15995428,0.24430023,0.34019494,0.03906113,0.4518752,-0.102265745,0.63237464,-0.008992352,0.10031193
0.19402377,0.262874,0.17409943,-0.10817261,-0.12452355,0.30798754,0.46228272,0.3797821,0.28827584,0.5319849,0.14989638,0.08494595,0.07776829,0.3717692,0.11533486,0.30889153,0.29687732,0.3704202,-0.002591637
0.25668824,0.47369134,0.23074447,-0.018312965,-0.08837718,0.3775628,0.61195624,0.40768287,0.3621645,0.6960718,0.26134726,0.08317516,0.17536697,0.19953582,0.28937894,-0.07214497,0.5117551,0.20133743,0.036806244
0.40432444,0.3800479,0.24887174,0.09598394,0.05820668,0.28953928,0.48439407,0.36494294,0.20581141,0.50344586,0.15546238,0.22776823,0.27962875,0.11297028,0.41624117,0.04370609,0.51436865,0.05863305,0.0150493765
0.8782085,0.5930929,0.47419295,0.3243145,0.28006843,0.43129194,0.5738882,0.45623162,0.16605876,0.65394247,0.09957825,0.4637148,0.48186493,-0.015691712,0.7313469,-0.1581508,0.95211804,-0.11410952,0.15566178
0.19808719,0.31877646,0.18144614,-0.059927274,-0.13792253,0.29008323,0.5030035,0.37955326,0.29777437,0.5275542,0.2226058,0.09228359,0.14142661,0.30426311,0.20048209,0.15515478,0.35487255,0.27273035,-0.0039963117
0.26120013,0.35046372,0.2155321,-0.03602102,-0.0925861,0.3373815,0.52593493,0.4102851,0.2636,0.59618366,0.16656461,0.13888738,0.18990898,0.20680837,0.30984277,0.07186737,0.43599918,0.19616273,-0.015113938
0.22623281,0.27304393,0.1959771,-0.08481562,-0.102282524,0.3052067,0.47869143,0.37696832,0.27190062,0.52443427,0.15320137,0.11437071,0.17427337,0.2915305,0.22912493,0.21223614,0.33543667,0.30243638,-0.0103154
0.60993165,0.4615056,0.3428643,0.18671301,0.1949036,0.3676751,0.5011189,0.42865014,0.14738503,0.58153063,0.08249522,0.3461829,0.35353392,0.035181478,0.5562193,-0.08386901,0.7321259,-0.017014444,0.0828646
0.27286515,0.3073365,0.22655061,0.034153346,-0.014775269,0.28806156,0.46473587,0.38706177,0.26162562,0.5001852,0.15696374,0.18967208,0.2120959,0.18977451,0.34969044,0.10612875,0.42759416,0.17551294,-0.023804855
1.3543663,0.7275079,0.765301,0.56630725,0.57969844,0.62004185,0.6504646,0.57649416,0.17291045,0.79703623,0.053088088,0.77618134,0.6645892,-0.05308324,1.1092856,-0.25565958,1.4075489,-0.23141539,0.22109
1.7685874,0.96213555,0.9764226,0.7708667,0.72309387,0.73392946,0.7467445,0.65180475,0.14525922,0.9569258,0.083851315,0.9829554,0.84722173,-0.14249699,1.3128229,-0.37801862,1.7720983,-0.35004297,0.3388989
0.2190583,0.28679037,0.20463364,-0.04349025,-0.07831253,0.30096185,0.4678979,0.37294436,0.27141824,0.51774085,0.20622016,0.13474643,0.1596773,0.31410915,0.26713,0.21800809,0.35304296,0.2898879,-0.02985496
0.22856331,0.27394918,0.21687599,-0.0020974837,-0.040006496,0.26846644,0.4407688,0.36773658,0.27718097,0.4796455,0.18634701,0.16525209,0.1829884,0.28807756,0.2845935,0.22329223,0.3417161,0.27266204,-0.031374622
0.26731685,0.33218294,0.20269167,-0.0530026,-0.14002581,0.3267171,0.5231557,0.4382354,0.28340507,0.6072464,0.21024059,0.15379332,0.1592085,0.2584981,0.27448112,0.1857457,0.4032661,0.23636454,-0.0071694274
0.22210068,0.25419614,0.18607804,-0.14844817,-0.159704,0.32682708,0.5089612,0.40013835,0.31503922,0.57024693,0.12700903,0.039107546,0.09336884,0.3662259,0.098247215,0.2886283,0.31586054,0.38971284,6.0393475e-05
2.5346565,1.1765337,1.3256139,1.1204869,1.2057081,1.0317658,0.92249274,0.90711504,0.17603658,1.2515807,-0.0066394624,1.4792132,1.1340919,-0.19863786,1.8642806,-0.59283155,2.5189354,-0.54452896,0.46568057
0.29085892,0.39246088,0.18791552,0.019467816,-0.049571022,0.2940404,0.5721599,0.39077687,0.2860623,0.57507634,0.23883222,0.121657684,0.24272321,0.18285221,0.34969038,0.0606058,0.47767967,0.116529256,-0.0035664868
0.25797117,0.33963972,0.20783159,0.007714197,-0.06113188,0.31050435,0.49089977,0.3707567,0.2695042,0.5208215,0.2105498,0.14474422,0.18413141,0.21248867,0.30528128,0.08574536,0.40281832,0.19204038,-0.0058274735
0.31517702,0.3057532,0.25423676,0.04716552,0.03819479,0.29789174,0.4414822,0.36637795,0.24630892,0.47586343,0.15446526,0.22585534,0.24456069,0.24562064,0.3695987,0.20615822,0.42016926,0.21679625,-0.020942528
0.20076618,0.33016035,0.22152945,-0.04419108,-0.16124444,0.29861248,0.53889155,0.35626072,0.3913698,0.5498418,0.26312196,0.04536101,0.09392829,0.34892973,0.19493915,0.1306402,0.35767564,0.30612904,-0.009122003
0.21217449,0.27473828,0.2149589,-0.075386435,-0.12224126,0.31233823,0.48066318,0.38668734,0.29719627,0.5316862,0.1913499,0.10598664,0.13694409,0.3488053,0.2044709,0.24449088,0.3350267,0.3468404,-0.019350592
0.27488792,0.38435882,0.20338134,-0.06990914,-0.18245745,0.36279178,0.5800875,0.4511122,0.3257929,0.64919776,0.22272603,0.12217141,0.13909012,0.2504445,0.25034007,0.11076813,0.46102953,0.21057573,0.009054673
0.3247621,0.36650956,0.23889543,0.021346532,-0.009187967,0.33522996,0.48376018,0.40474594,0.22722222,0.5732805,0.16959976,0.20391971,0.2304996,0.16578834,0.36609203,0.065536134,0.47784737,0.1440761,0.012866648
0.2612664,0.34175384,0.19776101,-0.1489343,-0.20616359,0.3998828,0.6130488,0.4911308,0.37999114,0.7122869,0.14722341,0.04266375,0.07671809,0.32426482,0.10096712,0.23203796,0.4163146,0.36755142,0.0062964684
0.21967685,0.33423895,0.21070115,-0.03480148,-0.10645065,0.3167532,0.52392757,0.40256467,0.29921424,0.5791195,0.22054522,0.13390626,0.19569108,0.26782227,0.26771986,0.14249112,0.3954058,0.2475079,-0.011943464
0.8879686,0.55420595,0.44917938,0.325328,0.32758543,0.4314677,0.55648834,0.48709637,0.12466143,0.63610715,0.06435039,0.49806857,0.45747304,-0.028649434,0.72489715,-0.14402188,0.96305084,-0.13421953,0.13408369
0.24661465,0.26944008,0.22231863,-0.02575843,-0.0511633,0.2983315,0.45262933,0.35867915,0.27069637,0.4841181,0.16597763,0.15710297,0.1941951,0.30829602,0.28434855,0.24598473,0.3454866,0.30454388,-0.019324344
0.2015652,0.2613277,0.1759888,-0.12175661,-0.15087204,0.30077213,0.5054465,0.3602323,0.33629635,0.54161143,0.17833714,0.062977,0.1343857,0.33944613,0.13860953,0.23996042,0.2977984,0.34453475,-0.007881074
0.20671701,0.2422601,0.16342516,-0.10829851,-0.12116054,0.28165996,0.45874664,0.3578209,0.28895128,0.5010101,0.18290019,0.08961503,0.1248683,0.33655614,0.1560832,0.28547847,0.2716906,0.33173516,-0.0052675344
0.18792078,0.22897643,0.18661334,-0.09499718,-0.105064124,0.2693316,0.42713317,0.34636328,0.31115407,0.46529433,0.21240382,0.10244894,0.095843256,0.45672113,0.12023957,0.42043352,0.24245495,0.45799628,-0.007302394
0.47127742,0.53211147,0.28780386,0.09881714,-0.06420444,0.35491374,0.64996123,0.45386273,0.24871951,0.6855448,0.16473158,0.21613172,0.29194057,0.07342256,0.4749465,-0.13212802,0.68324506,0.018409703,0.02895188
0.20167217,0.22538942,0.21645662,-0.09359439,-0.100298345,0.27931136,0.41911408,0.3504976,0.32090533,0.47496322,0.19802664,0.12542419,0.12066436,0.48401535,0.14629613,0.44647312,0.23956743,0.4901204,-0.0041833594
0.28331125,0.34870976,0.1821834,-0.14432985,-0.1918172,0.42784956,0.6079161,0.45721844,0.3986105,0.7305156,0.17528634,0.0036953762,0.020305566,0.34851998,0.04971335,0.2681675,0.38394997,0.3689743,0.03829124
0.28095466,0.37334973,0.20332737,0.021169178,-0.020487964,0.3038968,0.4810574,0.34458297,0.24541602,0.51852083,0.1646594,0.16617802,0.21215744,0.14565893,0.33210903,0.039785005,0.44278464,0.13674551,0.0018244584
0.2796263,0.33211854,0.1896577,0.006492706,-0.07111029,0.26871008,0.4936314,0.38084915,0.24406251,0.48446807,0.18814681,0.15596616,0.20794761,0.20491728,0.3049493,0.116958976,0.41403523,0.1601069,-0.0170575
0.22983058,0.2649046,0.19669676,-0.02866071,-0.058717594,0.2571819,0.4213729,0.35447493,0.25815612,0.429881,0.18793532,0.15928413,0.1759792,0.30846912,0.26975206,0.2556345,0.33132046,0.28906864,-0.02292547
0.20880091,0.28825876,0.1786129,-0.1098371,-0.14522795,0.3176316,0.502466,0.3964587,0.3073214,0.5492148,0.15314648,0.063666925,0.10962839,0.3257286,0.15750945,0.2147871,0.34100673,0.33899418,-0.006234021
1.4400191,0.8149564,0.770322,0.58961445,0.5765015,0.6326767,0.70594954,0.6398427,0.111418724,0.8566299,0.08822179,0.82176167,0.7018501,-0.11236538,1.1156979,-0.26934588,1.5274587,-0.2792786,0.24891892
0.46990225,0.4954923,0.28021392,0.13885535,0.14015323,0.370178,0.5344291,0.39124423,0.24410279,0.61869246,0.14186622,0.2659955,0.29974276,0.08096054,0.48753256,-0.11901802,0.66746366,0.039990403,0.067607716
0.25192615,0.30609706,0.20454901,0.008198777,-0.027807362,0.27883264,0.45596698,0.35138175,0.2707038,0.49370158,0.19574423,0.16619974,0.20501637,0.27099782,0.30848145,0.21999413,0.36904308,0.24268404,-0.015099919
0.63913375,0.54595333,0.3377801,0.18931428,0.17531586,0.43955472,0.57900655,0.4579502,0.21397373,0.68238425,0.16210835,0.34094143,0.38278598,0.036245927,0.58192074,-0.106828466,0.79258466,-0.010511987,0.087764375
0.29141366,0.46759677,0.2232578,0.04279218,-0.123440474,0.38398874,0.5947116,0.4419893,0.31891724,0.69357294,0.22126886,0.12780388,0.14264292,0.15107158,0.38440353,-0.070466,0.5751492,0.066362545,0.011244655
0.73259157,0.5661493,0.4055017,0.2607878,0.20675309,0.41963983,0.61307734,0.47703466,0.17977534,0.6944195,0.082353316,0.3934957,0.3934164,-0.002896607,0.6711501,-0.1562406,0.9172864,-0.080652334,0.09012208
0.63242584,0.499557,0.35402614,0.21924047,0.13801463,0.3590822,0.51099324,0.40572307,0.16286376,0.55143017,0.14900666,0.3566665,0.29760575,0.074285865,0.53758585,-0.045995742,0.7267879,-0.06071376,0.07720189
1.4310856,0.818842,0.77631027,0.5862764,0.57463557,0.6537272,0.72523767,0.6197781,0.16674268,0.87964404,0.07656953,0.79185736,0.71657497,-0.087727636,1.1526134,-0.32276034,1.5200921,-0.2520723,0.25367746
0.21130922,0.32281804,0.20351587,-0.051185254,-0.10023013,0.31997994,0.5117602,0.38455042,0.2950421,0.56393784,0.20717427,0.11961466,0.17966187,0.26812714,0.254799,0.13892837,0.37998247,0.2681448,-0.016451508
0.1789318,0.26366794,0.20130393,-0.105232805,-0.12867726,0.292789,0.4770687,0.37220868,0.3405536,0.5318035,0.23020425,0.09260721,0.101780064,0.4395365,0.12744798,0.31517932,0.29345965,0.43605486,-0.0102315545
0.51143354,0.41956848,0.30027628,0.16605549,0.11820902,0.32427698,0.46125296,0.3639756,0.16927515,0.4929686,0.14660925,0.29274845,0.28117722,0.09209241,0.50841886,0.0011726916,0.6146362,0.005652413,0.032549117
0.2277062,0.28576782,0.18544437,-0.027254522,-0.05930838,0.2763675,0.46159038,0.35535872,0.26012543,0.49228254,0.20343204,0.13063292,0.17383888,0.2629684,0.27300385,0.19613731,0.34777126,0.2312628,-0.020968128
0.6432626,0.48718432,0.3424107,0.1862296,0.16208808,0.38769686,0.5274823,0.4377328,0.18075733,0.5990401,0.1170732,0.3530251,0.38053685,-0.0009711385,0.5528323,-0.09571692,0.74064076,-0.036496803,0.11287861
0.22298566,0.30679667,0.17467986,-0.03724659,-0.09182365,0.2966748,0.4535504,0.35598078,0.26985857,0.5244205,0.19861083,0.11685889,0.123022355,0.26136923,0.25598747,0.15008906,0.3543477,0.20783544,-0.008665121
0.20497698,0.31636283,0.18363595,-0.0504038,-0.13769822,0.3194315,0.4905959,0.35026154,0.33513448,0.5334853,0.24406552,0.064671725,0.09890395,0.32139903,0.19107798,0.14046937,0.32518807,0.28494713,0.0015978874
0.7240005,0.4891233,0.39041254,0.23686808,0.2059242,0.3746794,0.48552904,0.4290378,0.17428501,0.58646894,0.09579214,0.41494805,0.3879826,0.012314878,0.58883363,-0.10813072,0.77513635,-0.06508907,0.12065736
0.2128286,0.2596596,0.2143294,-0.056786913,-0.0896765,0.29387158,0.45612514,0.36884332,0.28740326,0.50165856,0.18367699,0.14424382,0.17915109,0.34429345,0.23763959,0.265747,0.32073087,0.3458359,-0.019412857
0.23557803,0.2855439,0.20780933,0.014853233,-0.011357389,0.2697887,0.44313163,0.35584298,0.27400526,0.47514772,0.22660081,0.18056107,0.18906114,0.29849294,0.31915152,0.22788991,0.36062872,0.25379172,-0.04029661
0.7644652,0.6159118,0.397884,0.2824749,0.21035135,0.43394092,0.61697406,0.44976452,0.1645377,0.66888577,0.17471723,0.39877233,0.37937355,-0.007264957,0.67371166,-0.16044302,0.9277892,-0.12613177,0.108918056
0.27233753,0.40891394,0.1821976,-0.067322046,-0.14909823,0.34493494,0.6330377,0.3948,0.35054794,0.662553,0.23183078,0.0827363,0.21530037,0.17810477,0.28446913,0.029392242,0.45476416,0.1503363,0.006046537
0.22300461,0.30041003,0.18042882,-0.06936081,-0.105464146,0.3011662,0.4797155,0.3762007,0.28981686,0.5301143,0.16917197,0.11370786,0.16209394,0.2939023,0.24116279,0.19524728,0.34933183,0.2858088,-0.014593787
0.29450664,0.34079614,0.21942477,0.05452693,-0.003071107,0.27410936,0.4660143,0.3386621,0.22942151,0.467656,0.20544867,0.17182343,0.19262141,0.19159886,0.3641472,0.1010303,0.4233467,0.1345405,-0.009366802
1.0938725,0.69461447,0.60053384,0.44156137,0.36627975,0.50299114,0.6363526,0.5524678,0.16172968,0.77124095,0.10274988,0.629802,0.54834723,-0.05564557,0.8739383,-0.22519632,1.210772,-0.1858632,0.1886632
0.804411,0.5476094,0.46031976,0.30514255,0.2979929,0.43294197,0.555579,0.46824813,0.17902109,0.6738995,0.061401453,0.4687703,0.39531726,0.028934918,0.71322125,-0.18868418,0.93597126,-0.08314232,0.12853943
0.26625842,0.38305753,0.13460568,-0.19085029,-0.2525866,0.40569317,0.70863247,0.46503142,0.4377283,0.700818,0.24917135,-0.002240792,0.12892725,0.2954938,0.1366669,0.12226606,0.43007538,0.28108355,0.019640028
0.21636197,0.295126,0.15298289,-0.13993028,-0.15535735,0.32283124,0.5319131,0.36394033,0.32708225,0.5780866,0.18418576,0.061634563,0.13880205,0.29650638,0.17551714,0.1902445,0.33390728,0.29499805,-0.009839073
0.26777077,0.30965635,0.21207659,0.001120016,-0.025646895,0.30203855,0.46910155,0.36482242,0.27138904,0.51712406,0.19683959,0.18168056,0.2075202,0.25127727,0.3388314,0.17974013,0.396029,0.22069892,-0.023710463
0.74686134,0.57732797,0.42737606,0.23787192,0.2046154,0.45161822,0.595628,0.50934017,0.16554266,0.74024427,0.07954273,0.39520234,0.39346737,0.0034639984,0.6499739,-0.25220507,0.93052375,-0.05562664,0.14405985
0.21931264,0.25381234,0.16870062,-0.09578301,-0.10282044,0.32461107,0.43506658,0.3552451,0.30355737,0.5078767,0.15122712,0.07322112,0.033956636,0.39796954,0.055926926,0.3656243,0.27291146,0.39206514,0.019371796
0.20237605,0.24664941,0.19835262,-0.060179893,-0.0930157,0.27360633,0.44163162,0.32537827,0.3184539,0.49239007,0.15405524,0.09168266,0.09685935,0.3781448,0.16500689,0.28754562,0.28816816,0.3617546,-0.01943871
0.21305576,0.27957428,0.158041,-0.13956428,-0.16526712,0.3108531,0.536244,0.3606054,0.3265141,0.5579806,0.1992818,0.05082733,0.14170167,0.2904036,0.15635867,0.19565916,0.31264505,0.29248208,-0.011645329
1.0429419,0.7372842,0.56828797,0.42035204,0.2819125,0.50610024,0.6915825,0.53252196,0.16554141,0.79480577,0.131927,0.57082033,0.4908585,-0.0531414,0.83162725,-0.28472912,1.2072791,-0.20553151,0.17632453
0.22850919,0.30678752,0.20420791,-0.045276944,-0.098175645,0.3068658,0.4961624,0.39329815,0.2665006,0.5405344,0.16842218,0.12173652,0.17119542,0.25462633,0.27235788,0.13542114,0.3907987,0.24048841,-0.027452502
0.20981127,0.2655454,0.19845402,-0.04348808,-0.085167825,0.27663773,0.4536493,0.3589793,0.2835827,0.4861863,0.21255557,0.14233506,0.17108734,0.34725723,0.24212234,0.28373843,0.31530657,0.3303847,-0.022903591
0.8403144,0.5985053,0.44830003,0.29587504,0.18005675,0.4330419,0.58356357,0.4970084,0.15807164,0.70730853,0.10302882,0.44788715,0.4170186,-0.0018668175,0.6748078,-0.194582,0.95821047,-0.10885859,0.14282778
0.21372771,0.24416634,0.19916494,-0.096749276,-0.11338316,0.28112057,0.44937384,0.36944887,0.29786226,0.48621675,0.17280371,0.11171817,0.14235178,0.40663904,0.16889554,0.34839475,0.28331223,0.40885586,-0.0032865126
0.38018146,0.40512723,0.24011312,0.09212158,0.05875562,0.3113876,0.5040806,0.3748183,0.24446474,0.54221964,0.20736438,0.21462923,0.2775092,0.15310863,0.4363433,0.04409218,0.53524303,0.0931343,0.005088569
0.35214996,0.4187926,0.23239373,0.06447578,0.009139657,0.33189198,0.5458466,0.3838945,0.26676512,0.5785929,0.2246132,0.16880277,0.2512821,0.17021881,0.40886045,0.05341155,0.5376235,0.109056145,-0.013369528
0.5939087,0.49145427,0.3328349,0.14938964,0.091338485,0.38580298,0.55828947,0.44255996,0.21316914,0.6140922,0.120505944,0.3116765,0.3512262,0.014005631,0.5075598,-0.117603526,0.7145504,-0.023484468,0.09993994
0.23499587,0.28238466,0.20895545,0.01748428,-0.036041185,0.27723518,0.4345412,0.3314281,0.28095078,0.46243587,0.2222653,0.16601057,0.15828943,0.29892936,0.30545312,0.2050171,0.33417717,0.24301094,-0.019621816
