AFP,Input,Output,Enquiry,File,Interface,Added,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Duration,N_effort,Resource_1,Resource_4,Effort
33.0,8.0,7.0,0.0,10.0,15.0,32.0,4.4,3.6,4.4,3.6,2.0,145.0,0.0,0.0,145
64.0,20.0,28.0,10.0,7.0,0.0,65.0,2.2,2.2,2.2,2.2,3.0,140.0,0.0,0.0,140
277.0,48.0,110.0,47.0,49.0,0.0,84.0,4.6,5.0,4.6,5.0,19.0,1265.0,0.0,0.0,1265
322.0,78.0,100.0,67.0,54.0,0.0,179.0,16.3,17.5,19.6,21.1,13.0,6316.0,1.0,0.0,5242
164.0,52.0,56.0,18.0,7.0,20.0,110.0,17.0,18.2,17.0,18.2,11.0,2791.0,0.0,0.0,2791
145.0,48.0,10.0,72.0,14.0,0.0,144.0,5.1,5.2,6.2,6.2,3.0,894.0,1.0,0.0,742
73.0,36.0,24.0,12.0,0.0,0.0,0.0,8.0,8.1,9.6,9.8,5.0,704.0,1.0,0.0,584
245.0,42.0,179.0,24.0,42.0,15.0,302.0,3.6,3.0,3.6,3.0,7.0,893.0,0.0,0.0,893
406.0,209.0,36.0,125.0,20.0,0.0,102.0,13.9,14.5,16.7,17.4,7.0,6794.0,1.0,0.0,5639
98.0,35.0,0.0,41.0,20.0,0.0,28.0,56.5,57.6,68.0,69.4,5.0,6666.0,1.0,0.0,5533
83.0,44.0,10.0,3.0,25.0,0.0,15.0,4.9,5.0,6.0,6.0,3.0,494.0,1.0,0.0,410
182.0,30.0,59.0,39.0,29.0,0.0,0.0,5.5,6.4,6.6,7.7,5.0,1206.0,1.0,0.0,1001
820.0,460.0,98.0,199.0,175.0,0.0,685.0,3.1,2.7,3.1,2.7,11.0,2552.0,0.0,1.0,2552
545.0,116.0,226.0,131.0,72.0,0.0,79.0,16.0,16.0,16.0,16.0,11.0,8740.0,1.0,0.0,8740
105.0,96.0,9.0,0.0,0.0,0.0,21.0,1.9,1.9,1.9,1.9,8.0,198.0,1.0,0.0,198
55.0,12.0,10.0,14.0,15.0,0.0,9.0,42.7,46.0,51.4,55.5,1.0,2828.0,1.0,0.0,2347
62.0,27.0,4.0,0.0,31.0,7.0,69.0,13.2,11.8,15.9,14.3,8.0,984.0,1.0,0.0,817
109.0,0.0,105.0,0.0,0.0,0.0,0.0,2.3,2.4,2.8,2.9,1.0,300.0,1.0,0.0,249
436.0,27.0,334.0,15.0,0.0,60.0,436.0,17.8,17.8,17.8,17.8,15.0,7762.0,0.0,0.0,7762
179.0,60.0,44.0,6.0,38.0,40.0,188.0,4.3,4.1,5.2,5.0,4.0,935.0,1.0,0.0,776
1710.0,932.0,521.0,233.0,214.0,0.0,1900.0,7.7,6.9,7.7,6.9,21.0,13130.0,0.0,0.0,13130
128.0,49.0,15.0,25.0,31.0,0.0,120.0,12.8,13.7,14.8,15.8,2.0,1890.0,0.0,0.0,1644
174.0,21.0,7.0,30.0,50.0,32.0,140.0,77.7,96.6,77.7,96.6,8.0,13528.0,0.0,1.0,13528
70.0,28.0,4.0,15.0,21.0,0.0,39.0,8.8,9.1,10.6,10.9,5.0,743.0,1.0,0.0,617
379.0,159.0,29.0,57.0,119.0,15.0,379.0,6.3,6.3,6.3,6.3,7.0,2391.0,1.0,0.0,2391
258.0,12.0,16.0,230.0,0.0,0.0,26.0,2.3,2.3,2.3,2.3,5.0,605.0,0.0,0.0,605
129.0,33.0,0.0,39.0,24.0,25.0,121.0,16.0,17.1,18.4,19.6,4.0,2372.0,0.0,0.0,2064
856.0,349.0,194.0,74.0,84.0,155.0,856.0,3.0,3.0,3.0,3.0,12.0,2551.0,0.0,0.0,2551
127.0,56.0,14.0,10.0,39.0,0.0,25.0,13.1,14.0,15.8,16.9,7.0,2010.0,1.0,0.0,1668
381.0,119.0,107.0,9.0,28.0,65.0,137.0,4.8,5.5,4.8,5.5,19.0,1817.0,0.0,0.0,1817
234.0,117.0,19.0,93.0,0.0,5.0,231.0,21.8,21.8,21.8,21.8,10.0,5103.0,1.0,0.0,5103
215.0,58.0,62.0,46.0,51.0,0.0,82.0,13.2,13.1,15.9,15.7,8.0,3417.0,1.0,0.0,2836
1406.0,541.0,70.0,290.0,335.0,90.0,1326.0,10.6,11.3,10.5,11.1,1.0,14698.0,0.0,1.0,14938
85.0,21.0,67.0,3.0,0.0,15.0,22.0,12.3,9.9,12.3,9.9,13.0,1049.0,0.0,0.0,1049
59.0,10.0,32.0,3.0,21.0,5.0,71.0,18.0,14.9,21.7,18.0,10.0,1278.0,1.0,0.0,1061
358.0,139.0,0.0,89.0,70.0,40.0,338.0,38.9,41.2,46.8,49.6,9.0,16770.0,1.0,0.0,13919
73.0,40.0,0.0,12.0,10.0,0.0,0.0,50.3,59.3,60.7,71.4,7.0,4428.0,1.0,0.0,3675
597.0,189.0,96.0,78.0,239.0,7.0,609.0,4.3,4.2,4.3,4.2,6.0,2542.0,1.0,0.0,2542
276.0,90.0,120.0,34.0,14.0,0.0,101.0,8.1,8.7,8.1,8.7,2.0,2244.0,1.0,0.0,2244
728.0,181.0,165.0,15.0,84.0,167.0,330.0,11.1,13.1,13.3,15.8,4.0,9694.0,1.0,0.0,8046
59.0,0.0,55.0,0.0,0.0,0.0,11.0,83.8,89.9,101.0,108.3,6.0,5958.0,1.0,0.0,4945
98.0,36.0,32.0,9.0,17.0,0.0,45.0,13.4,14.0,16.1,16.8,11.0,1582.0,1.0,0.0,1313
756.0,452.0,66.0,127.0,84.0,5.0,302.0,4.3,4.4,4.3,4.4,7.0,3214.0,1.0,0.0,3214
155.0,120.0,34.0,0.0,0.0,0.0,47.0,3.1,3.1,3.8,3.8,10.0,582.0,1.0,0.0,483
544.0,125.0,104.0,107.0,133.0,0.0,107.0,4.2,4.9,5.1,5.9,4.0,2778.0,1.0,0.0,2306
813.0,27.0,677.0,34.0,0.0,100.0,18.0,2.0,1.9,2.0,1.9,9.0,1634.0,0.0,0.0,1634
75.0,23.0,0.0,30.0,27.0,14.0,94.0,9.6,7.7,9.6,7.7,6.0,720.0,1.0,0.0,720
112.0,85.0,4.0,16.0,14.0,0.0,119.0,9.6,9.0,9.6,9.0,13.0,1073.0,0.0,1.0,1073
211.0,73.0,32.0,79.0,22.0,5.0,111.0,16.9,16.9,16.9,16.9,13.0,3566.0,1.0,0.0,3566
895.0,222.0,271.0,222.0,63.0,0.0,778.0,0.9,1.0,0.9,1.0,7.0,780.0,1.0,0.0,780
74.0,18.0,7.0,37.0,7.0,5.0,74.0,54.0,54.0,54.0,54.0,14.0,3995.0,1.0,0.0,3995
3331.0,1049.0,519.0,399.0,595.0,360.0,2922.0,14.7,16.8,14.7,16.8,42.0,49034.0,0.0,1.0,49034
64.0,15.0,18.0,9.0,15.0,5.0,12.0,6.1,6.3,7.4,7.6,6.0,472.0,1.0,0.0,392
1402.0,328.0,804.0,187.0,49.0,63.0,1431.0,12.6,12.3,12.3,12.0,23.0,17219.0,1.0,0.0,17607
337.0,128.0,21.0,86.0,77.0,25.0,337.0,1.8,1.8,1.9,1.9,8.0,657.0,1.0,0.0,591
73.0,0.0,0.0,67.0,0.0,10.0,39.0,11.1,10.5,13.4,12.7,6.0,978.0,1.0,0.0,812
64.0,12.0,28.0,17.0,7.0,0.0,47.0,8.8,8.8,10.6,10.6,12.0,680.0,1.0,0.0,564
1703.0,186.0,463.0,0.0,516.0,316.0,1481.0,5.0,5.8,5.0,5.8,8.0,8549.0,0.0,0.0,8549
151.0,41.0,21.0,29.0,41.0,19.0,151.0,2.6,2.6,2.9,2.9,3.0,434.0,1.0,0.0,391
66.0,27.0,14.0,6.0,17.0,0.0,42.0,27.5,28.4,33.2,34.2,2.0,2189.0,1.0,0.0,1817
70.0,24.0,0.0,3.0,42.0,5.0,74.0,7.7,7.3,9.4,8.9,3.0,659.0,0.0,0.0,540
754.0,301.0,130.0,204.0,90.0,0.0,213.0,9.9,10.3,11.9,12.4,8.0,8967.0,1.0,0.0,7443
325.0,106.0,49.0,31.0,80.0,12.0,136.0,26.7,31.2,32.1,37.5,6.0,10437.0,1.0,0.0,8663
168.0,84.0,7.0,45.0,40.0,22.0,198.0,27.5,23.3,27.5,23.3,12.0,4622.0,0.0,0.0,4622
226.0,99.0,50.0,43.0,63.0,5.0,260.0,4.0,3.5,4.0,3.5,7.0,915.0,0.0,1.0,915
335.0,83.0,71.0,71.0,111.0,17.0,353.0,75.8,72.0,75.8,72.0,12.0,25401.0,0.0,1.0,25401
76.0,21.0,51.0,3.0,0.0,0.0,63.0,7.5,7.6,9.0,9.1,5.0,686.0,1.0,0.0,569
221.0,31.0,133.0,0.0,45.0,5.0,53.0,6.8,7.1,8.2,8.5,4.0,1822.0,1.0,0.0,1512
1010.0,213.0,224.0,111.0,212.0,75.0,758.0,5.0,6.1,5.0,6.1,11.0,5053.0,0.0,0.0,5053
116.0,46.0,12.0,22.0,35.0,15.0,130.0,16.7,14.9,16.7,14.9,10.0,1939.0,1.0,0.0,1939
39.0,25.0,0.0,3.0,14.0,0.0,11.0,2.9,2.7,2.9,2.7,1.0,114.0,0.0,0.0,114
170.0,75.0,12.0,23.0,39.0,0.0,108.0,9.0,10.3,9.0,10.3,8.0,1532.0,0.0,1.0,1532
179.0,85.0,0.0,49.0,59.0,0.0,193.0,26.4,24.5,31.8,29.5,4.0,5690.0,1.0,0.0,4723
166.0,126.0,0.0,38.0,0.0,0.0,0.0,17.9,18.1,21.6,21.8,13.0,3580.0,1.0,0.0,2971
354.0,48.0,34.0,174.0,73.0,25.0,354.0,16.5,16.5,16.5,16.5,10.0,5841.0,1.0,0.0,5841
615.0,546.0,0.0,74.0,7.0,0.0,627.0,1.5,1.5,1.5,1.5,8.0,941.0,0.0,0.0,941
126.0,46.0,7.0,18.0,49.0,15.0,135.0,8.2,7.7,8.2,7.7,8.0,1035.0,0.0,0.0,1035
1390.0,379.0,377.0,133.0,182.0,170.0,1241.0,4.0,4.5,4.0,4.5,13.0,5597.0,0.0,0.0,5597
129.0,30.0,59.0,10.0,39.0,0.0,94.0,23.2,21.7,27.9,26.1,8.0,3600.0,1.0,0.0,2988
203.0,35.0,48.0,6.0,14.0,100.0,203.0,15.9,15.9,15.9,15.9,5.0,3219.0,1.0,0.0,3219
758.0,116.0,312.0,132.0,30.0,58.0,648.0,6.1,7.1,6.1,7.1,15.0,4630.0,1.0,0.0,4630
558.0,92.0,116.0,57.0,196.0,0.0,461.0,7.4,8.9,7.4,8.9,6.0,4112.0,1.0,0.0,4112
25.0,14.0,0.0,4.0,7.0,0.0,22.0,23.2,23.2,23.2,23.2,6.0,580.0,1.0,0.0,580
850.0,94.0,348.0,205.0,45.0,74.0,320.0,12.9,14.3,15.5,17.2,5.0,13183.0,1.0,0.0,10942
235.0,78.0,10.0,123.0,68.0,0.0,13.0,4.0,3.4,4.8,4.0,9.0,1129.0,1.0,0.0,937
58.0,15.0,0.0,19.0,22.0,0.0,26.0,43.4,44.9,52.2,54.1,8.0,3030.0,1.0,0.0,2515
316.0,14.0,118.0,14.0,155.0,0.0,139.0,8.2,8.6,8.2,8.6,8.0,2600.0,0.0,0.0,2600
7633.0,1240.0,2455.0,135.0,1732.0,1572.0,1376.0,3.3,3.5,3.3,3.5,19.0,25217.0,0.0,0.0,25217
119.0,0.0,118.0,0.0,0.0,0.0,95.0,1.5,1.5,1.8,1.8,2.0,212.0,1.0,0.0,176
55.0,12.0,17.0,6.0,14.0,10.0,59.0,6.2,5.8,7.5,7.0,3.0,411.0,1.0,0.0,341
1644.0,240.0,858.0,177.0,91.0,115.0,1481.0,9.9,11.0,9.9,11.0,38.0,16357.0,1.0,0.0,16357
1193.0,196.0,667.0,149.0,115.0,54.0,516.0,2.5,2.5,3.0,3.1,12.0,3622.0,1.0,0.0,3006
605.0,155.0,231.0,91.0,105.0,0.0,582.0,2.8,2.9,3.4,3.5,8.0,2041.0,1.0,0.0,1694
389.0,120.0,94.0,77.0,63.0,10.0,198.0,2.9,3.1,2.9,3.1,6.0,1134.0,0.0,0.0,1134
132.0,56.0,0.0,27.0,38.0,7.0,128.0,9.0,9.3,10.8,11.2,8.0,1429.0,1.0,0.0,1186
132.0,30.0,50.0,22.0,24.0,0.0,39.0,10.5,11.0,12.6,13.2,9.0,1666.0,1.0,0.0,1383
286.0,94.0,36.0,44.0,38.0,55.0,267.0,6.0,6.5,6.0,6.5,6.0,1727.0,1.0,0.0,1727
305.0,73.0,87.0,39.0,63.0,10.0,272.0,14.8,16.6,14.8,16.6,7.0,4504.0,0.0,0.0,4504
268.0,73.0,105.0,0.0,70.0,0.0,248.0,17.9,19.4,20.6,22.2,8.0,5517.0,0.0,0.0,4800
110.0,36.0,15.0,0.0,49.0,10.0,110.0,23.2,23.2,23.2,23.2,24.0,2553.0,0.0,0.0,2553
3963.0,1184.0,616.0,952.0,1091.0,42.0,3885.0,4.3,4.4,4.3,4.4,11.0,16921.0,0.0,0.0,16921
397.0,83.0,252.0,16.0,58.0,0.0,409.0,18.8,18.2,22.6,22.0,7.0,8987.0,1.0,0.0,7459
254.0,90.0,39.0,3.0,117.0,0.0,119.0,15.3,15.6,15.3,15.6,11.0,3877.0,0.0,0.0,3877
134.0,73.0,0.0,22.0,14.0,0.0,33.0,15.6,19.2,18.8,23.1,8.0,2516.0,1.0,0.0,2088
266.0,101.0,70.0,26.0,56.0,5.0,258.0,17.7,18.2,21.3,21.9,8.0,5657.0,1.0,0.0,4695
237.0,114.0,11.0,44.0,42.0,0.0,181.0,13.5,15.2,16.3,18.3,9.0,3857.0,1.0,0.0,3201
1243.0,555.0,15.0,245.0,394.0,10.0,1219.0,9.2,9.4,11.1,11.4,9.0,13843.0,1.0,0.0,11490
666.0,138.0,233.0,124.0,105.0,5.0,605.0,1.1,1.2,1.1,1.2,13.0,752.0,1.0,0.0,752
1810.0,349.0,423.0,377.0,457.0,10.0,1616.0,16.2,18.2,16.2,18.2,35.0,29399.0,0.0,0.0,29399
88.0,56.0,7.0,15.0,7.0,0.0,9.0,26.1,27.0,31.5,32.6,6.0,2770.0,1.0,0.0,2299
62.0,19.0,8.0,9.0,15.0,0.0,51.0,14.2,17.3,15.3,18.6,5.0,949.0,1.0,0.0,883
305.0,59.0,102.0,19.0,60.0,21.0,138.0,28.5,33.3,34.4,40.2,10.0,10484.0,1.0,0.0,8702
349.0,107.0,93.0,97.0,52.0,0.0,286.0,10.6,10.6,10.6,10.6,8.0,3703.0,1.0,0.0,3703
156.0,0.0,133.0,0.0,10.0,0.0,143.0,4.5,4.9,5.4,5.9,4.0,849.0,1.0,0.0,705
100.0,24.0,76.0,3.0,7.0,0.0,40.0,14.3,13.0,14.3,13.0,15.0,1434.0,1.0,0.0,1434
222.0,20.0,5.0,93.0,73.0,0.0,47.0,11.0,12.8,13.3,15.5,4.0,2952.0,1.0,0.0,2450
506.0,54.0,161.0,43.0,173.0,80.0,511.0,6.9,6.8,6.9,6.8,9.0,3500.0,1.0,0.0,3500
123.0,28.0,0.0,47.0,15.0,25.0,115.0,15.4,16.5,17.7,18.9,3.0,2179.0,0.0,0.0,1896
252.0,0.0,109.0,143.0,0.0,0.0,109.0,27.1,27.1,27.1,27.1,11.0,6821.0,0.0,0.0,6821
258.0,186.0,40.0,19.0,10.0,0.0,0.0,5.4,5.5,6.5,6.6,4.0,1678.0,1.0,0.0,1393
166.0,67.0,88.0,6.0,0.0,0.0,37.0,15.7,16.2,18.9,19.5,7.0,3137.0,1.0,0.0,2604
181.0,45.0,39.0,38.0,42.0,5.0,169.0,20.1,21.5,22.6,24.2,10.0,4088.0,0.0,0.0,3638
284.0,99.0,112.0,26.0,28.0,0.0,220.0,11.4,12.2,11.4,12.2,4.0,3234.0,1.0,0.0,3234
52.0,0.0,60.0,0.0,0.0,0.0,0.0,4.8,4.2,5.8,5.1,3.0,304.0,1.0,0.0,252
102.0,72.0,0.0,18.0,0.0,7.0,0.0,10.1,10.6,12.1,12.8,3.0,1239.0,1.0,0.0,1028
58.0,26.0,29.0,3.0,0.0,0.0,22.0,11.9,11.9,14.4,14.4,5.0,833.0,1.0,0.0,691
1196.0,626.0,108.0,56.0,413.0,5.0,1208.0,6.5,6.5,6.5,6.5,15.0,7824.0,0.0,1.0,7824
38.0,30.0,0.0,8.0,0.0,0.0,32.0,6.5,6.5,6.5,6.5,4.0,247.0,1.0,0.0,247
84.0,33.0,0.0,21.0,27.0,0.0,61.0,32.6,33.8,39.3,40.7,10.0,3299.0,1.0,0.0,2738
73.0,18.0,14.0,8.0,44.0,0.0,40.0,15.4,13.3,18.5,16.1,6.0,1351.0,1.0,0.0,1121
449.0,352.0,12.0,12.0,52.0,0.0,0.0,35.7,37.5,43.0,45.2,8.0,19328.0,1.0,0.0,16042
551.0,188.0,116.0,52.0,114.0,5.0,223.0,4.4,5.1,5.3,6.2,13.0,2934.0,1.0,0.0,2435
194.0,48.0,47.0,28.0,27.0,35.0,185.0,7.4,7.8,7.4,7.8,8.0,1440.0,0.0,0.0,1440
185.0,36.0,14.0,50.0,32.0,10.0,142.0,34.7,45.2,34.7,45.2,16.0,6416.0,1.0,0.0,6416
134.0,43.0,0.0,77.0,36.0,0.0,156.0,9.1,7.8,10.9,9.4,5.0,1461.0,1.0,0.0,1213
1241.0,575.0,45.0,319.0,301.0,0.0,1240.0,8.2,8.2,8.2,8.2,15.0,10222.0,1.0,0.0,10222
99.0,81.0,0.0,3.0,15.0,0.0,6.0,2.4,2.4,2.4,2.4,3.0,241.0,1.0,0.0,241
1285.0,685.0,67.0,133.0,620.0,7.0,1512.0,0.9,0.8,0.9,0.8,16.5,1200.0,1.0,0.0,1200
466.0,164.0,212.0,12.0,66.0,7.0,461.0,3.7,3.7,4.4,4.5,10.0,2058.0,1.0,0.0,1708
77.0,30.0,0.0,20.0,22.0,0.0,7.0,27.4,29.3,33.0,35.3,4.0,2540.0,1.0,0.0,2108
81.0,11.0,22.0,0.0,20.0,21.0,64.0,5.6,6.1,6.8,7.4,1.0,547.0,1.0,0.0,454
694.0,61.0,164.0,168.0,145.0,60.0,598.0,5.9,6.8,5.9,6.8,8.0,4086.0,0.0,1.0,4086
62.0,18.0,7.0,6.0,10.0,17.0,7.0,32.7,34.9,39.4,42.1,5.0,2442.0,1.0,0.0,2027
56.0,0.0,42.0,0.0,0.0,15.0,57.0,5.2,5.1,5.2,5.1,3.0,293.0,1.0,0.0,293
753.0,289.0,13.0,0.0,363.0,7.0,672.0,5.7,6.4,5.7,6.4,12.0,4301.0,1.0,0.0,4301
421.0,177.0,22.0,217.0,0.0,5.0,421.0,39.9,39.9,39.9,39.9,15.5,16788.0,1.0,0.0,16788
59.0,30.0,11.0,3.0,21.0,0.0,65.0,9.6,8.7,11.6,10.5,3.0,682.0,1.0,0.0,566
409.0,42.0,201.0,39.0,67.0,60.0,409.0,6.5,6.5,6.5,6.5,11.0,2672.0,0.0,0.0,2672
115.0,21.0,90.0,4.0,0.0,0.0,94.0,16.3,16.3,16.3,16.3,12.0,1869.0,0.0,0.0,1869
93.0,58.0,20.0,4.0,10.0,0.0,22.0,8.6,8.7,10.4,10.5,3.0,967.0,1.0,0.0,803
71.0,30.0,15.0,12.0,7.0,5.0,0.0,56.6,58.2,68.2,70.2,7.0,4842.0,1.0,0.0,4019
971.0,345.0,42.0,249.0,150.0,10.0,796.0,5.0,6.1,6.0,7.4,14.0,5864.0,1.0,0.0,4867
74.0,15.0,7.0,42.0,0.0,10.0,74.0,42.3,42.3,42.3,42.3,17.0,3132.0,1.0,0.0,3132
81.0,18.0,4.0,25.0,21.0,10.0,25.0,1.1,1.1,1.3,1.4,1.0,107.0,1.0,0.0,89
106.0,6.0,33.0,19.0,0.0,55.0,113.0,10.6,10.0,12.8,12.0,7.0,1357.0,1.0,0.0,1126
1168.0,516.0,240.0,176.0,314.0,10.0,1256.0,1.3,1.2,1.3,1.2,8.0,1538.0,0.0,0.0,1538
1093.0,392.0,119.0,235.0,166.0,47.0,959.0,6.6,7.6,6.6,7.6,11.0,7263.0,1.0,0.0,7263
67.0,10.0,18.0,31.0,0.0,0.0,0.0,57.5,65.3,69.3,78.7,2.0,4642.0,1.0,0.0,3853
1256.0,270.0,121.0,450.0,90.0,50.0,981.0,23.0,29.4,41.0,52.5,28.0,51527.0,1.0,0.0,28855
72.0,67.0,5.0,0.0,0.0,0.0,6.0,17.3,17.3,20.9,20.9,15.0,1504.0,1.0,0.0,1248
777.0,287.0,159.0,38.0,147.0,45.0,676.0,19.4,22.2,22.2,25.6,13.0,17286.0,0.0,0.0,15039
131.0,30.0,33.0,18.0,35.0,12.0,128.0,37.8,38.6,45.5,46.6,13.0,5960.0,1.0,0.0,4947
134.0,78.0,0.0,0.0,63.0,0.0,141.0,15.1,14.3,18.2,17.3,8.0,2433.0,1.0,0.0,2019
826.0,255.0,295.0,72.0,157.0,0.0,779.0,6.5,6.9,6.5,6.9,42.0,5400.0,1.0,0.0,5400
3180.0,916.0,538.0,295.0,969.0,0.0,2718.0,10.4,12.2,10.4,12.2,36.0,33028.0,0.0,1.0,33028
324.0,175.0,108.0,29.0,17.0,5.0,334.0,15.7,15.2,15.7,15.2,13.0,5078.0,1.0,0.0,5078
220.0,132.0,45.0,30.0,7.0,0.0,49.0,3.2,3.3,3.2,3.3,3.0,701.0,1.0,0.0,701
258.0,34.0,89.0,6.0,63.0,49.0,241.0,2.9,3.1,2.9,3.1,12.0,736.0,1.0,0.0,736
139.0,25.0,19.0,6.0,29.0,60.0,139.0,7.0,7.0,7.0,7.0,7.0,976.0,0.0,0.0,976
274.0,70.0,123.0,57.0,28.0,30.0,308.0,4.3,3.8,4.3,3.8,4.0,1167.0,0.0,0.0,1167
231.0,0.0,86.0,0.0,50.0,130.0,266.0,16.3,14.1,16.3,14.1,12.0,3762.0,0.0,1.0,3762
126.0,58.0,15.0,6.0,21.0,40.0,22.0,4.9,4.4,4.9,4.4,5.0,619.0,0.0,0.0,619
93.0,0.0,70.0,0.0,15.0,10.0,0.0,11.8,11.6,14.3,14.0,8.0,1327.0,1.0,0.0,1101
1825.0,594.0,569.0,192.0,259.0,60.0,1674.0,0.7,0.7,0.7,0.7,15.0,1210.0,1.0,0.0,1210
500.0,229.0,31.0,130.0,60.0,0.0,170.0,11.8,13.1,14.2,15.7,8.0,7080.0,1.0,0.0,5876
373.0,129.0,96.0,21.0,105.0,50.0,389.0,6.4,6.0,6.4,6.0,10.0,2395.0,0.0,0.0,2395
330.0,179.0,26.0,64.0,110.0,0.0,379.0,3.2,2.8,3.2,2.8,10.0,1050.0,1.0,0.0,1050
57.0,27.0,28.0,0.0,0.0,0.0,0.0,30.5,31.7,36.8,38.1,4.0,2098.0,1.0,0.0,1741
127.0,61.0,0.0,20.0,44.0,0.0,13.0,12.4,12.6,15.0,15.2,4.0,1902.0,1.0,0.0,1579
1362.0,579.0,291.0,171.0,378.0,0.0,1419.0,2.3,2.3,2.3,2.3,11.0,3193.0,0.0,0.0,3193
1463.0,780.0,119.0,223.0,371.0,0.0,1493.0,24.6,24.1,24.6,24.1,23.0,36046.0,0.0,1.0,36046
148.0,12.0,49.0,36.0,28.0,15.0,140.0,23.2,24.6,28.0,29.6,3.0,4141.0,1.0,0.0,3437
474.0,71.0,24.0,343.0,21.0,15.0,41.0,3.9,3.9,3.9,3.9,6.0,1829.0,1.0,0.0,1829
77.0,24.0,18.0,21.0,14.0,0.0,18.0,5.3,5.3,6.4,6.4,10.0,492.0,1.0,0.0,408
213.0,105.0,67.0,41.0,0.0,0.0,52.0,3.8,3.8,3.8,3.8,2.5,801.0,1.0,0.0,801
175.0,22.0,53.0,0.0,100.0,0.0,59.0,3.4,3.4,3.4,3.4,7.0,597.0,0.0,0.0,597
360.0,122.0,98.0,54.0,62.0,0.0,336.0,2.1,2.3,2.1,2.3,18.0,763.0,1.0,0.0,763
331.0,84.0,0.0,12.0,0.0,284.0,156.0,3.7,3.3,3.7,3.3,5.0,1238.0,0.0,0.0,1238
285.0,48.0,187.0,15.0,35.0,25.0,310.0,4.4,4.0,4.4,4.0,7.0,1249.0,0.0,0.0,1249
187.0,72.0,32.0,10.0,44.0,5.0,4.0,73.5,84.4,84.5,97.0,3.0,15807.0,0.0,0.0,13752
502.0,120.0,32.0,89.0,83.0,120.0,444.0,18.5,20.9,18.5,20.9,14.0,9296.0,1.0,0.0,9296
303.0,0.0,266.0,0.0,0.0,25.0,0.0,1.1,1.1,1.3,1.4,1.0,396.0,1.0,0.0,329
174.0,105.0,83.0,0.0,0.0,5.0,98.0,17.7,16.0,17.7,16.0,17.0,3088.0,0.0,0.0,3088
44.0,14.0,0.0,16.0,17.0,5.0,49.0,8.6,7.3,8.6,7.3,2.0,380.0,0.0,1.0,380
387.0,88.0,221.0,37.0,34.0,0.0,18.0,6.0,6.1,7.3,7.4,7.0,2811.0,1.0,0.0,2333
406.0,18.0,374.0,27.0,0.0,0.0,21.0,5.2,5.0,5.2,5.0,19.0,2109.0,0.0,0.0,2109
496.0,198.0,109.0,67.0,90.0,60.0,524.0,20.3,19.2,23.4,22.1,14.0,11586.0,0.0,0.0,10080
116.0,34.0,38.0,4.0,30.0,0.0,33.0,4.8,5.2,4.8,5.2,2.0,553.0,1.0,0.0,553
53.0,17.0,17.0,0.0,24.0,5.0,63.0,6.7,5.6,6.7,5.6,16.0,354.0,0.0,0.0,354
209.0,42.0,145.0,10.0,43.0,0.0,225.0,0.9,0.8,0.9,0.8,2.5,190.0,1.0,0.0,190
903.0,336.0,134.0,158.0,148.0,100.0,387.0,6.1,6.3,7.3,7.5,11.0,6605.0,1.0,0.0,5482
469.0,71.0,170.0,15.0,67.0,96.0,419.0,6.8,7.6,8.2,9.2,11.0,3845.0,1.0,0.0,3191
1894.0,187.0,1241.0,143.0,156.0,10.0,966.0,2.1,2.3,2.1,2.3,12.0,3986.0,0.0,0.0,3986
215.0,108.0,0.0,94.0,7.0,0.0,76.0,2.6,2.7,2.6,2.7,7.0,560.0,1.0,0.0,560
82.0,38.0,9.0,20.0,14.0,0.0,29.0,1.0,1.0,1.2,1.2,2.0,96.0,1.0,0.0,80
1694.0,391.0,469.0,385.0,210.0,85.0,1540.0,4.6,5.1,4.6,5.1,16.0,7816.0,1.0,0.0,7816
81.0,24.0,22.0,20.0,10.0,0.0,64.0,24.7,26.3,29.8,31.7,5.0,2412.0,1.0,0.0,2002
297.0,150.0,7.0,132.0,0.0,0.0,13.0,5.2,5.4,5.2,5.4,6.0,1557.0,1.0,0.0,1557
280.0,161.0,91.0,0.0,10.0,0.0,262.0,5.1,5.4,5.1,5.4,7.0,1417.0,0.0,1.0,1417
56.0,19.0,5.0,16.0,10.0,0.0,29.0,22.3,24.9,26.8,30.0,5.0,1501.0,1.0,0.0,1246
492.0,114.0,97.0,157.0,49.0,75.0,248.0,8.5,8.5,8.5,8.5,11.0,4158.0,1.0,0.0,4158
426.0,127.0,122.0,54.0,87.0,20.0,31.0,1.5,1.6,1.8,1.9,2.0,778.0,1.0,0.0,646
499.0,262.0,42.0,60.0,90.0,0.0,155.0,4.6,5.1,4.6,5.1,10.0,2310.0,1.0,0.0,2310
60.0,9.0,32.0,12.0,7.0,0.0,60.0,16.5,16.5,18.4,18.4,5.0,1102.0,1.0,0.0,992
362.0,152.0,68.0,41.0,72.0,15.0,348.0,19.6,20.4,23.6,24.5,6.0,8543.0,1.0,0.0,7091
363.0,169.0,23.0,115.0,42.0,0.0,82.0,9.5,9.8,11.4,11.8,5.0,4134.0,1.0,0.0,3431
53.0,24.0,0.0,24.0,0.0,0.0,0.0,19.0,21.0,22.9,25.3,3.0,1213.0,1.0,0.0,1007
17518.0,9404.0,1221.0,0.0,2955.0,0.0,13580.0,3.1,4.0,3.1,4.0,14.0,54620.0,1.0,0.0,54620
