Dataset                   Metric                    metric valor
datasets_2/albrecht.arff  MAE                       14.785
datasets_2/albrecht.arff  Median Absolute Error      4.6
datasets_2/albrecht.arff  RMSE                      23.9595
datasets_2/albrecht.arff  R2 Score                   0.620819
datasets_2/albrecht.arff  MAE                       14.91
datasets_2/albrecht.arff  Median Absolute Error      4.6
datasets_2/albrecht.arff  RMSE                      23.9657
datasets_2/albrecht.arff  R2 Score                   0.620622
datasets_2/albrecht.arff  MAE                       15.336
datasets_2/albrecht.arff  Median Absolute Error      3.78
datasets_2/albrecht.arff  RMSE                      26.6174
datasets_2/albrecht.arff  R2 Score                   0.532028
datasets_2/albrecht.arff  MAE                       15.336
datasets_2/albrecht.arff  Median Absolute Error      3.78
datasets_2/albrecht.arff  RMSE                      26.6174
datasets_2/albrecht.arff  R2 Score                   0.532028
datasets_2/albrecht.arff  MAE                       16.4967
datasets_2/albrecht.arff  Median Absolute Error      3.68333
datasets_2/albrecht.arff  RMSE                      29.1366
datasets_2/albrecht.arff  R2 Score                   0.439253
datasets_2/albrecht.arff  MAE                       16.4967
datasets_2/albrecht.arff  Median Absolute Error      3.68333
datasets_2/albrecht.arff  RMSE                      29.1366
datasets_2/albrecht.arff  R2 Score                   0.439253
datasets_2/albrecht.arff  MAE                       17.2829
datasets_2/albrecht.arff  Median Absolute Error      4.32857
datasets_2/albrecht.arff  RMSE                      30.9322
datasets_2/albrecht.arff  R2 Score                   0.368007
datasets_2/albrecht.arff  MAE                       17.2829
datasets_2/albrecht.arff  Median Absolute Error      4.32857
datasets_2/albrecht.arff  RMSE                      30.9322
datasets_2/albrecht.arff  R2 Score                   0.368007
datasets_2/albrecht.arff  MAE                       17.97
datasets_2/albrecht.arff  Median Absolute Error      4.775
datasets_2/albrecht.arff  RMSE                      31.9677
datasets_2/albrecht.arff  R2 Score                   0.324985
datasets_2/albrecht.arff  MAE                       17.97
datasets_2/albrecht.arff  Median Absolute Error      4.775
datasets_2/albrecht.arff  RMSE                      31.9677
datasets_2/albrecht.arff  R2 Score                   0.324985
datasets_2/albrecht.arff  MAE                       18.4711
datasets_2/albrecht.arff  Median Absolute Error      5.52222
datasets_2/albrecht.arff  RMSE                      32.8735
datasets_2/albrecht.arff  R2 Score                   0.286189
datasets_2/albrecht.arff  MAE                       18.1244
datasets_2/albrecht.arff  Median Absolute Error      3.94444
datasets_2/albrecht.arff  RMSE                      32.8486
datasets_2/albrecht.arff  R2 Score                   0.28727
datasets_2/kemerer.arff   MAE                       79.6778
datasets_2/kemerer.arff   Median Absolute Error     85.7667
datasets_2/kemerer.arff   RMSE                      96.6229
datasets_2/kemerer.arff   R2 Score                  -0.249461
datasets_2/kemerer.arff   MAE                       79.6778
datasets_2/kemerer.arff   Median Absolute Error     85.7667
datasets_2/kemerer.arff   RMSE                      96.6229
datasets_2/kemerer.arff   R2 Score                  -0.249461
datasets_2/kemerer.arff   MAE                       63.95
datasets_2/kemerer.arff   Median Absolute Error     60.075
datasets_2/kemerer.arff   RMSE                      68.3369
datasets_2/kemerer.arff   R2 Score                   0.37501
datasets_2/kemerer.arff   MAE                       83.925
datasets_2/kemerer.arff   Median Absolute Error     60.075
datasets_2/kemerer.arff   RMSE                      92.8912
datasets_2/kemerer.arff   R2 Score                  -0.154814
datasets_2/kemerer.arff   MAE                       71.3333
datasets_2/kemerer.arff   Median Absolute Error     64.66
datasets_2/kemerer.arff   RMSE                      74.93
datasets_2/kemerer.arff   R2 Score                   0.248593
datasets_2/kemerer.arff   MAE                       71.3333
datasets_2/kemerer.arff   Median Absolute Error     64.66
datasets_2/kemerer.arff   RMSE                      74.93
datasets_2/kemerer.arff   R2 Score                   0.248593
datasets_2/kemerer.arff   MAE                       69.6833
datasets_2/kemerer.arff   Median Absolute Error     56.5833
datasets_2/kemerer.arff   RMSE                      76.6425
datasets_2/kemerer.arff   R2 Score                   0.213855
datasets_2/kemerer.arff   MAE                       69.6833
datasets_2/kemerer.arff   Median Absolute Error     56.5833
datasets_2/kemerer.arff   RMSE                      76.6425
datasets_2/kemerer.arff   R2 Score                   0.213855
datasets_2/kemerer.arff   MAE                       64.6476
datasets_2/kemerer.arff   Median Absolute Error     61.3429
datasets_2/kemerer.arff   RMSE                      70.7681
datasets_2/kemerer.arff   R2 Score                   0.329748
datasets_2/kemerer.arff   MAE                       64.6476
datasets_2/kemerer.arff   Median Absolute Error     61.3429
datasets_2/kemerer.arff   RMSE                      70.7681
datasets_2/kemerer.arff   R2 Score                   0.329748
datasets_2/kemerer.arff   MAE                       82.3292
datasets_2/kemerer.arff   Median Absolute Error     74.225
datasets_2/kemerer.arff   RMSE                      85.6242
datasets_2/kemerer.arff   R2 Score                   0.0188039
datasets_2/kemerer.arff   MAE                       82.3292
datasets_2/kemerer.arff   Median Absolute Error     74.225
datasets_2/kemerer.arff   RMSE                      85.6242
datasets_2/kemerer.arff   R2 Score                   0.0188039
datasets_2/kemerer.arff   MAE                       87.8111
datasets_2/kemerer.arff   Median Absolute Error     84.0778
datasets_2/kemerer.arff   RMSE                      92.2565
datasets_2/kemerer.arff   R2 Score                  -0.139087
datasets_2/kemerer.arff   MAE                       87.8111
datasets_2/kemerer.arff   Median Absolute Error     84.0778
datasets_2/kemerer.arff   RMSE                      92.2565
datasets_2/kemerer.arff   R2 Score                  -0.139087
datasets_2/cocomo81.arff  MAE                      791.723
datasets_2/cocomo81.arff  Median Absolute Error     39
datasets_2/cocomo81.arff  RMSE                    2244.34
datasets_2/cocomo81.arff  R2 Score                   0.444889
datasets_2/cocomo81.arff  MAE                      792.554
datasets_2/cocomo81.arff  Median Absolute Error     38.3333
datasets_2/cocomo81.arff  RMSE                    2244.35
datasets_2/cocomo81.arff  R2 Score                   0.444886
datasets_2/cocomo81.arff  MAE                      829.748
datasets_2/cocomo81.arff  Median Absolute Error     36
datasets_2/cocomo81.arff  RMSE                    2426.83
datasets_2/cocomo81.arff  R2 Score                   0.350945
datasets_2/cocomo81.arff  MAE                      847.444
datasets_2/cocomo81.arff  Median Absolute Error     36
datasets_2/cocomo81.arff  RMSE                    2428.61
datasets_2/cocomo81.arff  R2 Score                   0.349992
datasets_2/cocomo81.arff  MAE                      841.405
datasets_2/cocomo81.arff  Median Absolute Error     34
datasets_2/cocomo81.arff  RMSE                    2547.32
datasets_2/cocomo81.arff  R2 Score                   0.2849
datasets_2/cocomo81.arff  MAE                      841.865
datasets_2/cocomo81.arff  Median Absolute Error     37.4
datasets_2/cocomo81.arff  RMSE                    2547.47
datasets_2/cocomo81.arff  R2 Score                   0.284813
datasets_2/cocomo81.arff  MAE                      838.05
datasets_2/cocomo81.arff  Median Absolute Error     36.8333
datasets_2/cocomo81.arff  RMSE                    2611.71
datasets_2/cocomo81.arff  R2 Score                   0.248289
datasets_2/cocomo81.arff  MAE                      837.938
datasets_2/cocomo81.arff  Median Absolute Error     36.8333
datasets_2/cocomo81.arff  RMSE                    2611.66
datasets_2/cocomo81.arff  R2 Score                   0.248317
datasets_2/cocomo81.arff  MAE                      835.055
datasets_2/cocomo81.arff  Median Absolute Error     26.6857
datasets_2/cocomo81.arff  RMSE                    2611.47
datasets_2/cocomo81.arff  R2 Score                   0.24843
datasets_2/cocomo81.arff  MAE                      835.434
datasets_2/cocomo81.arff  Median Absolute Error     18.8857
datasets_2/cocomo81.arff  RMSE                    2611.6
datasets_2/cocomo81.arff  R2 Score                   0.248354
datasets_2/cocomo81.arff  MAE                      831.125
datasets_2/cocomo81.arff  Median Absolute Error     21.225
datasets_2/cocomo81.arff  RMSE                    2671.26
datasets_2/cocomo81.arff  R2 Score                   0.213618
datasets_2/cocomo81.arff  MAE                      830.033
datasets_2/cocomo81.arff  Median Absolute Error     17.775
datasets_2/cocomo81.arff  RMSE                    2671.25
datasets_2/cocomo81.arff  R2 Score                   0.213622
datasets_2/cocomo81.arff  MAE                      829.091
datasets_2/cocomo81.arff  Median Absolute Error     25.3333
datasets_2/cocomo81.arff  RMSE                    2710.17
datasets_2/cocomo81.arff  R2 Score                   0.190543
datasets_2/cocomo81.arff  MAE                      830.664
datasets_2/cocomo81.arff  Median Absolute Error     25.3333
datasets_2/cocomo81.arff  RMSE                    2710.39
datasets_2/cocomo81.arff  R2 Score                   0.190412
datasets_2/china.arff     MAE                      639.183
datasets_2/china.arff     Median Absolute Error    148
datasets_2/china.arff     RMSE                    1975.96
datasets_2/china.arff     R2 Score                   0.934963
datasets_2/china.arff     MAE                      660.55
datasets_2/china.arff     Median Absolute Error    133.333
datasets_2/china.arff     RMSE                    2011.35
datasets_2/china.arff     R2 Score                   0.932613
datasets_2/china.arff     MAE                      630.03
datasets_2/china.arff     Median Absolute Error    129.25
datasets_2/china.arff     RMSE                    2000.9
datasets_2/china.arff     R2 Score                   0.933311
datasets_2/china.arff     MAE                      648.967
datasets_2/china.arff     Median Absolute Error    126.125
datasets_2/china.arff     RMSE                    2022.7
datasets_2/china.arff     R2 Score                   0.93185
datasets_2/china.arff     MAE                      614.604
datasets_2/china.arff     Median Absolute Error    122.4
datasets_2/china.arff     RMSE                    2054.6
datasets_2/china.arff     R2 Score                   0.929683
datasets_2/china.arff     MAE                      586.356
datasets_2/china.arff     Median Absolute Error    142.7
datasets_2/china.arff     RMSE                    1876.46
datasets_2/china.arff     R2 Score                   0.941348
datasets_2/china.arff     MAE                      645.642
datasets_2/china.arff     Median Absolute Error    150.917
datasets_2/china.arff     RMSE                    2203.32
datasets_2/china.arff     R2 Score                   0.919135
datasets_2/china.arff     MAE                      589.867
datasets_2/china.arff     Median Absolute Error    131.583
datasets_2/china.arff     RMSE                    1751.56
datasets_2/china.arff     R2 Score                   0.948896
datasets_2/china.arff     MAE                      645.736
datasets_2/china.arff     Median Absolute Error    151.929
datasets_2/china.arff     RMSE                    2282.7
datasets_2/china.arff     R2 Score                   0.913203
datasets_2/china.arff     MAE                      610.717
datasets_2/china.arff     Median Absolute Error    149.714
datasets_2/china.arff     RMSE                    1867.55
datasets_2/china.arff     R2 Score                   0.941904
datasets_2/china.arff     MAE                      645.466
datasets_2/china.arff     Median Absolute Error    139.562
datasets_2/china.arff     RMSE                    2385.06
datasets_2/china.arff     R2 Score                   0.905245
datasets_2/china.arff     MAE                      600.188
datasets_2/china.arff     Median Absolute Error    142.812
datasets_2/china.arff     RMSE                    1956.17
datasets_2/china.arff     R2 Score                   0.936259
datasets_2/china.arff     MAE                      645.606
datasets_2/china.arff     Median Absolute Error    144.556
datasets_2/china.arff     RMSE                    2469.47
datasets_2/china.arff     R2 Score                   0.898419
datasets_2/china.arff     MAE                      616.671
datasets_2/china.arff     Median Absolute Error    134.5
datasets_2/china.arff     RMSE                    2037.24
datasets_2/china.arff     R2 Score                   0.930866
datasets_2/albrecht.arff  MAE                       10.7533
datasets_2/albrecht.arff  Median Absolute Error      5.26667
datasets_2/albrecht.arff  RMSE                      16.3093
datasets_2/albrecht.arff  R2 Score                   0.818801
datasets_2/albrecht.arff  MAE                        9.94
datasets_2/albrecht.arff  Median Absolute Error      5.26667
datasets_2/albrecht.arff  RMSE                      15.8525
datasets_2/albrecht.arff  R2 Score                   0.828811
datasets_2/albrecht.arff  MAE                       12
datasets_2/albrecht.arff  Median Absolute Error      4.025
datasets_2/albrecht.arff  RMSE                      21.152
datasets_2/albrecht.arff  R2 Score                   0.695221
datasets_2/albrecht.arff  MAE                       12.69
datasets_2/albrecht.arff  Median Absolute Error      4.025
datasets_2/albrecht.arff  RMSE                      21.2237
datasets_2/albrecht.arff  R2 Score                   0.69315
datasets_2/albrecht.arff  MAE                       13.872
datasets_2/albrecht.arff  Median Absolute Error      4.72
datasets_2/albrecht.arff  RMSE                      25.0008
datasets_2/albrecht.arff  R2 Score                   0.574216
datasets_2/albrecht.arff  MAE                       13.872
datasets_2/albrecht.arff  Median Absolute Error      4.72
datasets_2/albrecht.arff  RMSE                      25.0008
datasets_2/albrecht.arff  R2 Score                   0.574216
datasets_2/albrecht.arff  MAE                       14.6733
datasets_2/albrecht.arff  Median Absolute Error      3.61667
datasets_2/albrecht.arff  RMSE                      26.9336
datasets_2/albrecht.arff  R2 Score                   0.505837
datasets_2/albrecht.arff  MAE                       14.3967
datasets_2/albrecht.arff  Median Absolute Error      3.61667
datasets_2/albrecht.arff  RMSE                      26.8695
datasets_2/albrecht.arff  R2 Score                   0.508183
datasets_2/albrecht.arff  MAE                       16.56
datasets_2/albrecht.arff  Median Absolute Error      6.28571
datasets_2/albrecht.arff  RMSE                      28.9244
datasets_2/albrecht.arff  R2 Score                   0.430083
datasets_2/albrecht.arff  MAE                       16.56
datasets_2/albrecht.arff  Median Absolute Error      6.28571
datasets_2/albrecht.arff  RMSE                      28.9244
datasets_2/albrecht.arff  R2 Score                   0.430083
datasets_2/albrecht.arff  MAE                       16.4975
datasets_2/albrecht.arff  Median Absolute Error      5.175
datasets_2/albrecht.arff  RMSE                      30.2982
datasets_2/albrecht.arff  R2 Score                   0.374658
datasets_2/albrecht.arff  MAE                       16.8575
datasets_2/albrecht.arff  Median Absolute Error      5.175
datasets_2/albrecht.arff  RMSE                      30.3495
datasets_2/albrecht.arff  R2 Score                   0.37254
datasets_2/albrecht.arff  MAE                       16.8844
datasets_2/albrecht.arff  Median Absolute Error      4.65556
datasets_2/albrecht.arff  RMSE                      31.129
datasets_2/albrecht.arff  R2 Score                   0.339894
datasets_2/albrecht.arff  MAE                       16.86
datasets_2/albrecht.arff  Median Absolute Error      4.65556
datasets_2/albrecht.arff  RMSE                      31.1276
datasets_2/albrecht.arff  R2 Score                   0.339955
datasets_2/kemerer.arff   MAE                       34.9667
datasets_2/kemerer.arff   Median Absolute Error     15.5667
datasets_2/kemerer.arff   RMSE                      50.3685
datasets_2/kemerer.arff   R2 Score                 -59.982
datasets_2/kemerer.arff   MAE                       34.9667
datasets_2/kemerer.arff   Median Absolute Error     15.5667
datasets_2/kemerer.arff   RMSE                      50.3685
datasets_2/kemerer.arff   R2 Score                 -59.982
datasets_2/kemerer.arff   MAE                       50.2583
datasets_2/kemerer.arff   Median Absolute Error     51.35
datasets_2/kemerer.arff   RMSE                      50.9714
datasets_2/kemerer.arff   R2 Score                 -61.4506
datasets_2/kemerer.arff   MAE                       50.2583
datasets_2/kemerer.arff   Median Absolute Error     51.35
datasets_2/kemerer.arff   RMSE                      50.9714
datasets_2/kemerer.arff   R2 Score                 -61.4506
datasets_2/kemerer.arff   MAE                       52.4667
datasets_2/kemerer.arff   Median Absolute Error     40.66
datasets_2/kemerer.arff   RMSE                      58.403
datasets_2/kemerer.arff   R2 Score                 -80.9885
datasets_2/kemerer.arff   MAE                       60.52
datasets_2/kemerer.arff   Median Absolute Error     52.74
datasets_2/kemerer.arff   RMSE                      63.7687
datasets_2/kemerer.arff   R2 Score                 -96.7459
datasets_2/kemerer.arff   MAE                       49.2889
datasets_2/kemerer.arff   Median Absolute Error     43.6
datasets_2/kemerer.arff   RMSE                      52.2174
datasets_2/kemerer.arff   R2 Score                 -64.5411
datasets_2/kemerer.arff   MAE                       49.2889
datasets_2/kemerer.arff   Median Absolute Error     43.6
datasets_2/kemerer.arff   RMSE                      52.2174
datasets_2/kemerer.arff   R2 Score                 -64.5411
datasets_2/kemerer.arff   MAE                       69.7714
datasets_2/kemerer.arff   Median Absolute Error     68.0857
datasets_2/kemerer.arff   RMSE                      70.7827
datasets_2/kemerer.arff   R2 Score                -119.431
datasets_2/kemerer.arff   MAE                       69.7714
datasets_2/kemerer.arff   Median Absolute Error     68.0857
datasets_2/kemerer.arff   RMSE                      70.7827
datasets_2/kemerer.arff   R2 Score                -119.431
datasets_2/kemerer.arff   MAE                       85.5167
datasets_2/kemerer.arff   Median Absolute Error     81.4375
datasets_2/kemerer.arff   RMSE                      86.8348
datasets_2/kemerer.arff   R2 Score                -180.247
datasets_2/kemerer.arff   MAE                       85.5167
datasets_2/kemerer.arff   Median Absolute Error     81.4375
datasets_2/kemerer.arff   RMSE                      86.8348
datasets_2/kemerer.arff   R2 Score                -180.247
datasets_2/kemerer.arff   MAE                       96.2259
datasets_2/kemerer.arff   Median Absolute Error     97.1667
datasets_2/kemerer.arff   RMSE                      96.3528
datasets_2/kemerer.arff   R2 Score                -222.158
datasets_2/kemerer.arff   MAE                       96.2259
datasets_2/kemerer.arff   Median Absolute Error     97.1667
datasets_2/kemerer.arff   RMSE                      96.3528
datasets_2/kemerer.arff   R2 Score                -222.158
datasets_2/cocomo81.arff  MAE                      561.205
datasets_2/cocomo81.arff  Median Absolute Error    203.667
datasets_2/cocomo81.arff  RMSE                    1389.21
datasets_2/cocomo81.arff  R2 Score                   0.355302
datasets_2/cocomo81.arff  MAE                      586.7
datasets_2/cocomo81.arff  Median Absolute Error    204
datasets_2/cocomo81.arff  RMSE                    1392.26
datasets_2/cocomo81.arff  R2 Score                   0.352472
datasets_2/cocomo81.arff  MAE                      558.044
datasets_2/cocomo81.arff  Median Absolute Error    180
datasets_2/cocomo81.arff  RMSE                    1155.71
datasets_2/cocomo81.arff  R2 Score                   0.553811
datasets_2/cocomo81.arff  MAE                      562.563
datasets_2/cocomo81.arff  Median Absolute Error    187.5
datasets_2/cocomo81.arff  RMSE                    1156.39
datasets_2/cocomo81.arff  R2 Score                   0.553291
datasets_2/cocomo81.arff  MAE                      566.357
datasets_2/cocomo81.arff  Median Absolute Error    181
datasets_2/cocomo81.arff  RMSE                    1101.42
datasets_2/cocomo81.arff  R2 Score                   0.594745
datasets_2/cocomo81.arff  MAE                      568.695
datasets_2/cocomo81.arff  Median Absolute Error    181
datasets_2/cocomo81.arff  RMSE                    1101.5
datasets_2/cocomo81.arff  R2 Score                   0.594686
datasets_2/cocomo81.arff  MAE                      561.644
datasets_2/cocomo81.arff  Median Absolute Error    174.333
datasets_2/cocomo81.arff  RMSE                    1078.33
datasets_2/cocomo81.arff  R2 Score                   0.611564
datasets_2/cocomo81.arff  MAE                      563.336
datasets_2/cocomo81.arff  Median Absolute Error    174.333
datasets_2/cocomo81.arff  RMSE                    1078.39
datasets_2/cocomo81.arff  R2 Score                   0.611518
datasets_2/cocomo81.arff  MAE                      566.42
datasets_2/cocomo81.arff  Median Absolute Error    240.714
datasets_2/cocomo81.arff  RMSE                    1101.29
datasets_2/cocomo81.arff  R2 Score                   0.594845
datasets_2/cocomo81.arff  MAE                      571.013
datasets_2/cocomo81.arff  Median Absolute Error    240.714
datasets_2/cocomo81.arff  RMSE                    1102.51
datasets_2/cocomo81.arff  R2 Score                   0.593946
datasets_2/cocomo81.arff  MAE                      562.281
datasets_2/cocomo81.arff  Median Absolute Error    223.875
datasets_2/cocomo81.arff  RMSE                    1116.32
datasets_2/cocomo81.arff  R2 Score                   0.583712
datasets_2/cocomo81.arff  MAE                      563.127
datasets_2/cocomo81.arff  Median Absolute Error    204.75
datasets_2/cocomo81.arff  RMSE                    1116.57
datasets_2/cocomo81.arff  R2 Score                   0.583523
datasets_2/cocomo81.arff  MAE                      563.831
datasets_2/cocomo81.arff  Median Absolute Error    203.222
datasets_2/cocomo81.arff  RMSE                    1158.32
datasets_2/cocomo81.arff  R2 Score                   0.551793
datasets_2/cocomo81.arff  MAE                      561.429
datasets_2/cocomo81.arff  Median Absolute Error    203.222
datasets_2/cocomo81.arff  RMSE                    1156.78
datasets_2/cocomo81.arff  R2 Score                   0.552988
datasets_2/china.arff     MAE                      439.887
datasets_2/china.arff     Median Absolute Error    161.333
datasets_2/china.arff     RMSE                     844.813
datasets_2/china.arff     R2 Score                   0.977805
datasets_2/china.arff     MAE                      443.567
datasets_2/china.arff     Median Absolute Error    177.5
datasets_2/china.arff     RMSE                     864.452
datasets_2/china.arff     R2 Score                   0.976761
datasets_2/china.arff     MAE                      431.683
datasets_2/china.arff     Median Absolute Error    136.25
datasets_2/china.arff     RMSE                     848.703
datasets_2/china.arff     R2 Score                   0.9776
datasets_2/china.arff     MAE                      407.84
datasets_2/china.arff     Median Absolute Error    136.5
datasets_2/china.arff     RMSE                     805.731
datasets_2/china.arff     R2 Score                   0.979811
datasets_2/china.arff     MAE                      403.64
datasets_2/china.arff     Median Absolute Error    148.5
datasets_2/china.arff     RMSE                     782.714
datasets_2/china.arff     R2 Score                   0.980948
datasets_2/china.arff     MAE                      395.834
datasets_2/china.arff     Median Absolute Error    144.9
datasets_2/china.arff     RMSE                     730.994
datasets_2/china.arff     R2 Score                   0.983383
datasets_2/china.arff     MAE                      398.15
datasets_2/china.arff     Median Absolute Error    156.583
datasets_2/china.arff     RMSE                     831.114
datasets_2/china.arff     R2 Score                   0.978519
datasets_2/china.arff     MAE                      378.302
datasets_2/china.arff     Median Absolute Error    149.833
datasets_2/china.arff     RMSE                     710.253
datasets_2/china.arff     R2 Score                   0.984312
datasets_2/china.arff     MAE                      412.387
datasets_2/china.arff     Median Absolute Error    177.214
datasets_2/china.arff     RMSE                     880.788
datasets_2/china.arff     R2 Score                   0.975875
datasets_2/china.arff     MAE                      377.121
datasets_2/china.arff     Median Absolute Error    167.214
datasets_2/china.arff     RMSE                     747.395
datasets_2/china.arff     R2 Score                   0.982629
datasets_2/china.arff     MAE                      437.65
datasets_2/china.arff     Median Absolute Error    138.188
datasets_2/china.arff     RMSE                     963.532
datasets_2/china.arff     R2 Score                   0.971129
datasets_2/china.arff     MAE                      377.641
datasets_2/china.arff     Median Absolute Error    136.5
datasets_2/china.arff     RMSE                     780.016
datasets_2/china.arff     R2 Score                   0.981079
datasets_2/china.arff     MAE                      454.183
datasets_2/china.arff     Median Absolute Error    129.944
datasets_2/china.arff     RMSE                    1027.76
datasets_2/china.arff     R2 Score                   0.967151
datasets_2/china.arff     MAE                      381.654
datasets_2/china.arff     Median Absolute Error    101.778
datasets_2/china.arff     RMSE                     760.529
datasets_2/china.arff     R2 Score                   0.982013
datasets_2/albrecht.arff  MAE                       11.06
datasets_2/albrecht.arff  Median Absolute Error      5.16667
datasets_2/albrecht.arff  RMSE                      16.3353
datasets_2/albrecht.arff  R2 Score                   0.822167
datasets_2/albrecht.arff  MAE                       10.1067
datasets_2/albrecht.arff  Median Absolute Error      5.16667
datasets_2/albrecht.arff  RMSE                      15.8534
datasets_2/albrecht.arff  R2 Score                   0.832504
datasets_2/albrecht.arff  MAE                       12.88
datasets_2/albrecht.arff  Median Absolute Error      4.975
datasets_2/albrecht.arff  RMSE                      21.2721
datasets_2/albrecht.arff  R2 Score                   0.698437
datasets_2/albrecht.arff  MAE                       12.88
datasets_2/albrecht.arff  Median Absolute Error      4.975
datasets_2/albrecht.arff  RMSE                      21.2721
datasets_2/albrecht.arff  R2 Score                   0.698437
datasets_2/albrecht.arff  MAE                       14.556
datasets_2/albrecht.arff  Median Absolute Error      5.88
datasets_2/albrecht.arff  RMSE                      24.3464
datasets_2/albrecht.arff  R2 Score                   0.604973
datasets_2/albrecht.arff  MAE                       14.556
datasets_2/albrecht.arff  Median Absolute Error      5.88
datasets_2/albrecht.arff  RMSE                      24.3464
datasets_2/albrecht.arff  R2 Score                   0.604973
datasets_2/albrecht.arff  MAE                       15.7267
datasets_2/albrecht.arff  Median Absolute Error      5.66667
datasets_2/albrecht.arff  RMSE                      26.9721
datasets_2/albrecht.arff  R2 Score                   0.515175
datasets_2/albrecht.arff  MAE                       15.7267
datasets_2/albrecht.arff  Median Absolute Error      5.66667
datasets_2/albrecht.arff  RMSE                      26.9721
datasets_2/albrecht.arff  R2 Score                   0.515175
datasets_2/albrecht.arff  MAE                       17.8571
datasets_2/albrecht.arff  Median Absolute Error      6.4
datasets_2/albrecht.arff  RMSE                      29.2048
datasets_2/albrecht.arff  R2 Score                   0.431584
datasets_2/albrecht.arff  MAE                       17.6286
datasets_2/albrecht.arff  Median Absolute Error      5.84286
datasets_2/albrecht.arff  RMSE                      29.1587
datasets_2/albrecht.arff  R2 Score                   0.433377
datasets_2/albrecht.arff  MAE                       17.645
datasets_2/albrecht.arff  Median Absolute Error      5.9125
datasets_2/albrecht.arff  RMSE                      30.1846
datasets_2/albrecht.arff  R2 Score                   0.392804
datasets_2/albrecht.arff  MAE                       17.6525
datasets_2/albrecht.arff  Median Absolute Error      5.9125
datasets_2/albrecht.arff  RMSE                      30.1852
datasets_2/albrecht.arff  R2 Score                   0.392782
datasets_2/albrecht.arff  MAE                       17.9089
datasets_2/albrecht.arff  Median Absolute Error      5.23333
datasets_2/albrecht.arff  RMSE                      31.1499
datasets_2/albrecht.arff  R2 Score                   0.35335
datasets_2/albrecht.arff  MAE                       17.9222
datasets_2/albrecht.arff  Median Absolute Error      5.26667
datasets_2/albrecht.arff  RMSE                      31.1529
datasets_2/albrecht.arff  R2 Score                   0.353225
datasets_2/kemerer.arff   MAE                       76.3
datasets_2/kemerer.arff   Median Absolute Error     98.1667
datasets_2/kemerer.arff   RMSE                      84.6148
datasets_2/kemerer.arff   R2 Score                  -0.354393
datasets_2/kemerer.arff   MAE                       74.6556
datasets_2/kemerer.arff   Median Absolute Error     98.1667
datasets_2/kemerer.arff   RMSE                      84.1803
datasets_2/kemerer.arff   R2 Score                  -0.340519
datasets_2/kemerer.arff   MAE                       70.75
datasets_2/kemerer.arff   Median Absolute Error     95.4
datasets_2/kemerer.arff   RMSE                      86.947
datasets_2/kemerer.arff   R2 Score                  -0.430081
datasets_2/kemerer.arff   MAE                       70.75
datasets_2/kemerer.arff   Median Absolute Error     95.4
datasets_2/kemerer.arff   RMSE                      86.947
datasets_2/kemerer.arff   R2 Score                  -0.430081
datasets_2/kemerer.arff   MAE                       64.6667
datasets_2/kemerer.arff   Median Absolute Error     81.96
datasets_2/kemerer.arff   RMSE                      79.9977
datasets_2/kemerer.arff   R2 Score                  -0.210617
datasets_2/kemerer.arff   MAE                       64.6667
datasets_2/kemerer.arff   Median Absolute Error     81.96
datasets_2/kemerer.arff   RMSE                      79.9977
datasets_2/kemerer.arff   R2 Score                  -0.210617
datasets_2/kemerer.arff   MAE                       65.9778
datasets_2/kemerer.arff   Median Absolute Error     94.75
datasets_2/kemerer.arff   RMSE                      77.6838
datasets_2/kemerer.arff   R2 Score                  -0.141597
datasets_2/kemerer.arff   MAE                       65.9778
datasets_2/kemerer.arff   Median Absolute Error     94.75
datasets_2/kemerer.arff   RMSE                      77.6838
datasets_2/kemerer.arff   R2 Score                  -0.141597
datasets_2/kemerer.arff   MAE                       78.1333
datasets_2/kemerer.arff   Median Absolute Error     78.9
datasets_2/kemerer.arff   RMSE                      85.299
datasets_2/kemerer.arff   R2 Score                  -0.376383
datasets_2/kemerer.arff   MAE                       78.1333
datasets_2/kemerer.arff   Median Absolute Error     78.9
datasets_2/kemerer.arff   RMSE                      85.299
datasets_2/kemerer.arff   R2 Score                  -0.376383
datasets_2/kemerer.arff   MAE                       85.7208
datasets_2/kemerer.arff   Median Absolute Error     94.975
datasets_2/kemerer.arff   RMSE                      89.2519
datasets_2/kemerer.arff   R2 Score                  -0.506906
datasets_2/kemerer.arff   MAE                       85.7208
datasets_2/kemerer.arff   Median Absolute Error     94.975
datasets_2/kemerer.arff   RMSE                      89.2519
datasets_2/kemerer.arff   R2 Score                  -0.506906
datasets_2/kemerer.arff   MAE                       88.6222
datasets_2/kemerer.arff   Median Absolute Error     74.0111
datasets_2/kemerer.arff   RMSE                      91.2177
datasets_2/kemerer.arff   R2 Score                  -0.574019
datasets_2/kemerer.arff   MAE                       88.6222
datasets_2/kemerer.arff   Median Absolute Error     74.0111
datasets_2/kemerer.arff   RMSE                      91.2177
datasets_2/kemerer.arff   R2 Score                  -0.574019
datasets_2/cocomo81.arff  MAE                      313.821
datasets_2/cocomo81.arff  Median Absolute Error    168.333
datasets_2/cocomo81.arff  RMSE                     538.625
datasets_2/cocomo81.arff  R2 Score                   0.0324127
datasets_2/cocomo81.arff  MAE                      315.718
datasets_2/cocomo81.arff  Median Absolute Error    168.333
datasets_2/cocomo81.arff  RMSE                     539.022
