AFP,Input,Output,File,Added,N_effort,MI_N_effort_AFP,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_N_effort_Added,MI_N_effort_PDR_UFP,MI_N_effort_Enquiry,MI_N_effort_NPDR_AFP,MI_N_effort_Duration,MI_N_effort_File,MI_N_effort_Output,MI_N_effort_Resource_1,MI_AFP_PDR_AFP,Effort
717.0,716.0,13.0,24.0,51.0,4272.0,3063024.0,20932.800000000003,23923.2,217872.0,19651.2,42720.0,25632.0,21360.0,102528.0,55536.0,4272.0,3513.3,3546
25.0,0.0,28.0,0.0,0.0,140.0,3500.0,784.0,700.0,0.0,700.0,0.0,784.0,420.0,0.0,3920.0,140.0,140.0,140
73.0,9.0,61.0,0.0,73.0,1404.0,102492.0,26956.8,26956.8,102492.0,26956.8,4212.0,26956.8,11232.0,0.0,85644.0,1404.0,1401.6,1404
100.0,61.0,0.0,0.0,28.0,1119.0,111900.0,10406.7,12197.1,31332.0,10071.0,0.0,12532.8,13428.0,0.0,0.0,1119.0,930.0,929
273.0,103.0,183.0,17.0,318.0,528.0,144144.0,1003.2,897.6,167904.0,897.6,7920.0,1003.2,2640.0,8976.0,96624.0,0.0,518.6999999999999,528
587.0,108.0,119.0,203.0,524.0,3748.0,2200076.0,23987.2,26985.6,1963952.0,26985.6,352312.0,23987.2,56220.0,760844.0,446012.0,0.0,3756.8,3748
1437.0,920.0,154.0,203.0,1318.0,4900.0,7041300.0,16660.0,18130.0,6458200.0,18130.0,200900.0,16660.0,88200.0,994700.0,754600.0,0.0,4885.8,4900
97.0,3.0,101.0,0.0,108.0,1853.0,179741.0,35392.3,30203.9,200124.0,30203.9,5559.0,35392.3,22236.0,0.0,187153.0,0.0,1852.7,1853
224.0,110.0,25.0,49.0,195.0,3322.0,744128.0,42853.8,56474.0,647790.0,49165.600000000006,19932.0,49165.600000000006,43186.0,162778.0,83050.0,0.0,2889.6,2890
321.0,168.0,46.0,77.0,315.0,1076.0,345396.0,3658.4,3658.4,338940.0,3658.4,9684.0,3658.4,11836.0,82852.0,49496.0,0.0,1091.4,1076
99.0,6.0,4.0,59.0,98.0,2876.0,284724.0,69311.6,84266.8,281848.0,70174.4,54644.0,83691.6,11504.0,169684.0,11504.0,2876.0,2385.9,2387
416.0,179.0,40.0,109.0,318.0,1911.0,794976.0,7261.799999999999,9363.9,607698.0,7835.099999999999,103194.0,8790.599999999999,11466.0,208299.0,76440.0,1911.0,1580.8,1586
71.0,21.0,21.0,14.0,25.0,1201.0,85271.0,16814.0,22218.5,30025.0,18375.3,4804.0,20296.9,4804.0,16814.0,25221.0,1201.0,994.0,997
120.0,60.0,48.0,0.0,12.0,212.0,25440.0,381.6,381.6,2544.0,381.6,2544.0,381.6,1060.0,0.0,10176.0,212.0,216.0,212
213.0,72.0,43.0,84.0,132.0,1278.0,272214.0,7668.0,7029.0,168696.0,7029.0,3834.0,7668.0,15336.0,107352.0,54954.0,0.0,1278.0,1278
1634.0,625.0,387.0,399.0,1634.0,7060.0,11536040.0,30358.0,30358.0,11536040.0,30358.0,1574380.0,30358.0,84720.0,2816940.0,2732220.0,0.0,7026.2,7060
275.0,184.0,11.0,7.0,7.0,702.0,193050.0,1825.2,1965.6,4914.0,1965.6,33696.0,1825.2,6318.0,4914.0,7722.0,702.0,715.0,702
458.0,202.0,66.0,115.0,458.0,903.0,413574.0,1806.0,1806.0,413574.0,1806.0,67725.0,1806.0,14448.0,103845.0,59598.0,903.0,916.0,903
218.0,28.0,118.0,0.0,91.0,8151.0,1776918.0,252681.0,332560.8,741741.0,275503.8,358644.0,304847.4,65208.0,0.0,961818.0,8151.0,6758.0,6765
498.0,107.0,132.0,77.0,445.0,8227.0,4097046.0,135745.5,152199.5,3661015.0,152199.5,57589.0,135745.5,156313.0,633479.0,1085964.0,0.0,8217.0,8227
143.0,54.0,65.0,14.0,11.0,402.0,57486.0,924.6,1206.0,4422.0,1005.0,0.0,1125.6,1608.0,5628.0,26130.0,402.0,328.9,334
722.0,163.0,0.0,237.0,622.0,4164.0,3006408.0,24151.2,27898.8,2590008.0,27898.8,841128.0,24151.2,37476.0,986868.0,0.0,4164.0,4187.599999999999,4164
236.0,27.0,192.0,37.0,268.0,6844.0,1615184.0,198476.0,174522.0,1834192.0,174522.0,82128.0,198476.0,102660.0,253228.0,1314048.0,0.0,6844.0,6844
239.0,39.0,70.0,62.0,244.0,1661.0,396979.0,11460.9,11294.8,405284.0,11294.8,29898.0,11460.9,16610.0,102982.0,116270.0,0.0,1649.1,1661
1882.0,711.0,589.0,442.0,1960.0,6068.0,11419976.0,19417.6,18810.8,11893280.0,18810.8,1322824.0,19417.6,60680.0,2682056.0,3574052.0,0.0,6022.400000000001,6068
291.0,188.0,29.0,69.0,323.0,6519.0,1897029.0,135595.2,131683.8,2105637.0,122557.2,0.0,146025.59999999998,91266.0,449811.0,189051.0,0.0,6052.8,6063
328.0,124.0,71.0,66.0,322.0,665.0,218120.0,1330.0,1396.5,214130.0,1396.5,40565.0,1330.0,8645.0,43890.0,47215.0,665.0,656.0,665
264.0,126.0,7.0,84.0,267.0,544.0,143616.0,1142.4,1088.0,145248.0,1088.0,27200.0,1142.4,3264.0,45696.0,3808.0,544.0,554.4,544
270.0,54.0,42.0,91.0,270.0,893.0,241110.0,2946.9,2946.9,241110.0,2946.9,47329.0,2946.9,5358.0,81263.0,37506.0,893.0,891.0,893
32.0,0.0,7.0,0.0,29.0,352.0,11264.0,3872.0,4259.2,10208.0,4259.2,4224.0,3872.0,880.0,0.0,2464.0,352.0,352.0,352
1382.0,353.0,245.0,581.0,1439.0,3344.0,4621408.0,8025.599999999999,7691.2,4812016.0,7691.2,23408.0,8025.599999999999,26752.0,1942864.0,819280.0,0.0,3316.8,3344
98.0,45.0,5.0,28.0,94.0,487.0,47726.0,1996.7,2435.0,45778.0,2045.4,9253.0,2435.0,487.0,13636.0,2435.0,487.0,401.8,404
289.0,3.0,100.0,66.0,314.0,5732.0,1656548.0,113493.6,104895.6,1799848.0,104895.6,0.0,113493.6,45856.0,378312.0,573200.0,0.0,5722.2,5732
1059.0,299.0,234.0,217.0,954.0,26345.0,27899355.0,569052.0,727122.0,25133130.0,632280.0,3793680.0,655990.5,447865.0,5716865.0,6164730.0,0.0,22874.4,22920
724.0,331.0,12.0,164.0,530.0,11336.0,8207264.0,147368.0,184776.8,6008080.0,153036.0,2142504.0,177975.19999999998,102024.0,1859104.0,136032.0,11336.0,9412.0,9409
40.0,10.0,22.0,17.0,49.0,285.0,11400.0,2023.5,1653.0,13965.0,1653.0,0.0,2023.5,1140.0,4845.0,6270.0,0.0,284.0,285
128.0,72.0,18.0,7.0,4.0,1558.0,199424.0,15735.8,20098.2,6232.0,16670.6,37392.0,19007.6,4674.0,10906.0,28044.0,1558.0,1292.8,1293
1248.0,249.0,262.0,423.0,1095.0,15165.0,18925920.0,185013.0,209277.0,16605675.0,209277.0,2214090.0,185013.0,181980.0,6414795.0,3973230.0,0.0,15225.6,15165
387.0,109.0,118.0,90.0,391.0,3960.0,1532520.0,33660.0,39996.0,1548360.0,33264.0,265320.0,40392.0,67320.0,356400.0,467280.0,3960.0,3289.5,3287
73.0,0.0,65.0,0.0,19.0,920.0,67160.0,9660.0,12052.0,17480.0,10028.0,0.0,11592.0,2760.0,0.0,59800.0,920.0,766.5,764
151.0,22.0,0.0,47.0,32.0,2643.0,399093.0,38323.5,51009.9,84576.0,42288.0,179724.0,46252.5,7929.0,124221.0,0.0,2643.0,2189.5,2194
465.0,48.0,162.0,196.0,443.0,2427.0,1128555.0,10436.1,13348.5,1075161.0,10921.5,0.0,12620.4,9708.0,475692.0,393174.0,2427.0,1999.5,2014
63.0,29.0,0.0,24.0,62.0,996.0,62748.0,13047.6,16035.600000000002,61752.0,13246.8,8964.0,15736.8,3984.0,23904.0,0.0,996.0,825.3,827
226.0,88.0,70.0,28.0,92.0,2508.0,566808.0,27838.8,30597.6,230736.0,30597.6,47652.0,27838.8,25080.0,70224.0,175560.0,2508.0,2508.6,2508
115.0,76.0,11.0,0.0,10.0,201.0,23115.0,341.7,341.7,2010.0,341.7,5628.0,341.7,301.5,0.0,2211.0,201.0,195.5,201
189.0,39.0,112.0,28.0,0.0,563.0,106407.0,1689.0,1745.3,0.0,1745.3,1689.0,1689.0,8445.0,15764.0,63056.0,0.0,567.0,563
55.0,52.0,0.0,0.0,58.0,643.0,35365.0,6237.099999999999,7137.3,37294.0,5915.599999999999,3858.0,7523.099999999999,7073.0,0.0,0.0,643.0,533.5,534
85.0,12.0,44.0,24.0,12.0,1252.0,106420.0,15274.4,19656.4,15024.0,16276.0,0.0,18404.4,5008.0,30048.0,55088.0,1252.0,1037.0,1039
2143.0,219.0,657.0,485.0,1801.0,52172.0,111804596.0,1053874.4,1512988.0,93961772.0,1252128.0,156516.0,1267779.6,365204.0,25303420.0,34277004.0,52172.0,43288.6,43303
520.0,181.0,160.0,55.0,430.0,3133.0,1629160.0,18798.0,22870.9,1347190.0,22870.9,28197.0,18798.0,25064.0,172315.0,501280.0,0.0,3120.0,3133
113.0,25.0,34.0,27.0,38.0,2070.0,233910.0,32913.0,42021.0,78660.0,36639.0,33120.0,37881.0,6210.0,55890.0,70380.0,0.0,1796.7,1801
264.0,85.0,17.0,133.0,157.0,3180.0,839520.0,31800.0,38796.0,499260.0,32118.0,82680.0,38160.0,19080.0,422940.0,54060.0,3180.0,2640.0,2639
349.0,162.0,24.0,112.0,342.0,2360.0,823640.0,16048.0,16048.0,807120.0,16048.0,42480.0,16048.0,9440.0,264320.0,56640.0,0.0,2373.2,2360
229.0,88.0,5.0,17.0,241.0,2897.0,663413.0,31867.0,34764.0,698177.0,30418.5,0.0,36791.9,14485.0,49249.0,14485.0,0.0,2519.0,2520
172.0,88.0,40.0,30.0,169.0,1788.0,307536.0,18595.2,18952.8,302172.0,18952.8,7152.0,18595.2,8940.0,53640.0,71520.0,0.0,1788.8,1788
323.0,108.0,57.0,74.0,323.0,1238.0,399874.0,4704.4,4704.4,399874.0,4704.4,65614.0,4704.4,16094.0,91612.0,70566.0,1238.0,1227.4,1238
89.0,15.0,28.0,7.0,24.0,442.0,39338.0,2210.0,2033.2,10608.0,2033.2,7514.0,2210.0,1768.0,3094.0,12376.0,0.0,445.0,442
878.0,113.0,404.0,133.0,828.0,3742.0,3285476.0,14219.6,16839.0,3098376.0,15342.2,602462.0,16090.6,18710.0,497686.0,1511768.0,3742.0,3336.4,3368
220.0,81.0,50.0,42.0,224.0,281.0,61820.0,365.3,365.3,62944.0,365.3,14331.0,365.3,843.0,11802.0,14050.0,0.0,286.0,281
150.0,125.0,4.0,0.0,6.0,828.0,124200.0,3808.8,4636.799999999999,4968.0,3808.8,16560.0,4554.0,2484.0,0.0,3312.0,828.0,690.0,687
161.0,60.0,38.0,41.0,169.0,220.0,35420.0,308.0,286.0,37180.0,286.0,6600.0,308.0,440.0,9020.0,8360.0,220.0,225.4,220
804.0,345.0,334.0,236.0,957.0,13720.0,11030880.0,194824.0,196196.0,13130040.0,163268.0,0.0,234612.00000000003,164640.0,3237920.0,4582480.0,13720.0,11416.8,11388
272.0,63.0,20.0,71.0,245.0,11172.0,3038784.0,398840.4,509443.2,2737140.0,443528.4,681492.0,459169.2,156408.0,793212.0,223440.0,0.0,9710.4,9720
33.0,8.0,7.0,10.0,32.0,145.0,4785.0,638.0,522.0,4640.0,522.0,0.0,638.0,290.0,1450.0,1015.0,0.0,145.20000000000002,145
64.0,20.0,28.0,7.0,65.0,140.0,8960.0,308.0,308.0,9100.0,308.0,1400.0,308.0,420.0,980.0,3920.0,0.0,140.8,140
277.0,48.0,110.0,49.0,84.0,1265.0,350405.0,5819.0,6325.0,106260.0,6325.0,59455.0,5819.0,24035.0,61985.0,139150.0,0.0,1274.1999999999998,1265
322.0,78.0,100.0,54.0,179.0,6316.0,2033752.0,102950.8,133267.6,1130564.0,110530.0,423172.0,123793.6,82108.0,341064.0,631600.0,6316.0,5248.6,5242
164.0,52.0,56.0,7.0,110.0,2791.0,457724.0,47447.0,50796.2,307010.0,50796.2,50238.0,47447.0,30701.0,19537.0,156296.0,0.0,2788.0,2791
145.0,48.0,10.0,14.0,144.0,894.0,129630.0,4559.4,5542.8,128736.0,4648.8,64368.0,5542.8,2682.0,12516.0,8940.0,894.0,739.5,742
73.0,36.0,24.0,0.0,0.0,704.0,51392.0,5632.0,6899.200000000001,0.0,5702.4,8448.0,6758.4,3520.0,0.0,16896.0,704.0,584.0,584
245.0,42.0,179.0,42.0,302.0,893.0,218785.0,3214.8,2679.0,269686.0,2679.0,21432.0,3214.8,6251.0,37506.0,159847.0,0.0,882.0,893
406.0,209.0,36.0,20.0,102.0,6794.0,2758364.0,94436.6,118215.6,692988.0,98513.0,849250.0,113459.8,47558.0,135880.0,244584.0,6794.0,5643.400000000001,5639
98.0,35.0,0.0,20.0,28.0,6666.0,653268.0,376629.0,462620.4,186648.0,383961.6,273306.0,453288.0,33330.0,133320.0,0.0,6666.0,5537.0,5533
83.0,44.0,10.0,25.0,15.0,494.0,41002.0,2420.6000000000004,2964.0,7410.0,2470.0,1482.0,2964.0,1482.0,12350.0,4940.0,494.0,406.7000000000001,410
182.0,30.0,59.0,29.0,0.0,1206.0,219492.0,6633.0,9286.2,0.0,7718.400000000001,47034.0,7959.599999999999,6030.0,34974.0,71154.0,1206.0,1001.0,1001
820.0,460.0,98.0,175.0,685.0,2552.0,2092640.0,7911.2,6890.400000000001,1748120.0,6890.400000000001,507848.0,7911.2,28072.0,446600.0,250096.0,0.0,2542.0,2552
545.0,116.0,226.0,72.0,79.0,8740.0,4763300.0,139840.0,139840.0,690460.0,139840.0,1144940.0,139840.0,96140.0,629280.0,1975240.0,8740.0,8720.0,8740
105.0,96.0,9.0,0.0,21.0,198.0,20790.0,376.2,376.2,4158.0,376.2,0.0,376.2,1584.0,0.0,1782.0,198.0,199.5,198
55.0,12.0,10.0,15.0,9.0,2828.0,155540.0,120755.6,156954.0,25452.0,130088.0,39592.0,145359.19999999998,2828.0,42420.0,28280.0,2828.0,2348.5,2347
62.0,27.0,4.0,31.0,69.0,984.0,61008.0,12988.8,14071.2,67896.0,11611.2,0.0,15645.6,7872.0,30504.0,3936.0,984.0,818.4,817
109.0,0.0,105.0,0.0,0.0,300.0,32700.0,690.0,870.0,0.0,720.0,0.0,840.0,300.0,0.0,31500.0,300.0,250.7,249
436.0,27.0,334.0,0.0,436.0,7762.0,3384232.0,138163.6,138163.6,3384232.0,138163.6,116430.0,138163.6,116430.0,0.0,2592508.0,0.0,7760.8,7762
179.0,60.0,44.0,38.0,188.0,935.0,167365.0,4020.5,4675.0,175780.0,3833.5,5610.0,4862.0,3740.0,35530.0,41140.0,935.0,769.6999999999999,776
1710.0,932.0,521.0,214.0,1900.0,13130.0,22452300.0,101101.0,90597.0,24947000.0,90597.0,3059290.0,101101.0,275730.0,2809820.0,6840730.0,0.0,13167.0,13130
128.0,49.0,15.0,31.0,120.0,1890.0,241920.0,24192.0,29862.0,226800.0,25893.0,47250.0,27972.0,3780.0,58590.0,28350.0,0.0,1638.4,1644
174.0,21.0,7.0,50.0,140.0,13528.0,2353872.0,1051125.6,1306804.7999999998,1893920.0,1306804.7999999998,405840.0,1051125.6,108224.0,676400.0,94696.0,0.0,13519.8,13528
70.0,28.0,4.0,21.0,39.0,743.0,52010.0,6538.400000000001,8098.7,28977.0,6761.3,11145.0,7875.8,3715.0,15603.0,2972.0,743.0,616.0,617
379.0,159.0,29.0,119.0,379.0,2391.0,906189.0,15063.3,15063.3,906189.0,15063.3,136287.0,15063.3,16737.0,284529.0,69339.0,2391.0,2387.7,2391
258.0,12.0,16.0,0.0,26.0,605.0,156090.0,1391.5,1391.5,15730.0,1391.5,139150.0,1391.5,3025.0,0.0,9680.0,0.0,593.4,605
129.0,33.0,0.0,24.0,121.0,2372.0,305988.0,37952.0,46491.2,287012.0,40561.2,92508.0,43644.8,9488.0,56928.0,0.0,0.0,2064.0,2064
856.0,349.0,194.0,84.0,856.0,2551.0,2183656.0,7653.0,7653.0,2183656.0,7653.0,188774.0,7653.0,30612.0,214284.0,494894.0,0.0,2568.0,2551
127.0,56.0,14.0,39.0,25.0,2010.0,255270.0,26331.0,33969.0,50250.0,28140.0,20100.0,31758.0,14070.0,78390.0,28140.0,2010.0,1663.7,1668
381.0,119.0,107.0,28.0,137.0,1817.0,692277.0,8721.6,9993.5,248929.0,9993.5,16353.0,8721.6,34523.0,50876.0,194419.0,0.0,1828.8,1817
234.0,117.0,19.0,0.0,231.0,5103.0,1194102.0,111245.4,111245.4,1178793.0,111245.4,474579.0,111245.4,51030.0,0.0,96957.0,5103.0,5101.2,5103
215.0,58.0,62.0,51.0,82.0,3417.0,734655.0,45104.4,53646.9,280194.0,44762.7,157182.0,54330.3,27336.0,174267.0,211854.0,3417.0,2838.0,2836
1406.0,541.0,70.0,335.0,1326.0,14698.0,20665388.0,155798.8,163147.8,19489548.0,166087.40000000002,4262420.0,154329.0,14698.0,4923830.0,1028860.0,0.0,14903.6,14938
85.0,21.0,67.0,0.0,22.0,1049.0,89165.0,12902.7,10385.1,23078.0,10385.1,3147.0,12902.7,13637.0,0.0,70283.0,0.0,1045.5,1049
59.0,10.0,32.0,21.0,71.0,1278.0,75402.0,23004.0,23004.0,90738.0,19042.2,3834.0,27732.6,12780.0,26838.0,40896.0,1278.0,1062.0,1061
358.0,139.0,0.0,70.0,338.0,16770.0,6003660.0,652353.0,831792.0,5668260.0,690924.0,1492530.0,784836.0,150930.0,1173900.0,0.0,16770.0,13926.2,13919
73.0,40.0,0.0,10.0,0.0,4428.0,323244.0,222728.4,316159.2,0.0,262580.4,53136.0,268779.60000000003,30996.0,44280.0,0.0,4428.0,3671.9,3675
597.0,189.0,96.0,239.0,609.0,2542.0,1517574.0,10930.6,10676.4,1548078.0,10676.4,198276.0,10930.6,15252.0,607538.0,244032.0,2542.0,2567.1,2542
276.0,90.0,120.0,14.0,101.0,2244.0,619344.0,18176.4,19522.8,226644.0,19522.8,76296.0,18176.4,4488.0,31416.0,269280.0,2244.0,2235.6,2244
728.0,181.0,165.0,84.0,330.0,9694.0,7057232.0,107603.4,153165.2,3199020.0,126991.4,145410.0,128930.2,38776.0,814296.0,1599510.0,9694.0,8080.8,8046
59.0,0.0,55.0,0.0,11.0,5958.0,351522.0,499280.4,645251.4,65538.0,535624.2000000001,0.0,601758.0,35748.0,0.0,327690.0,5958.0,4944.2,4945
98.0,36.0,32.0,17.0,45.0,1582.0,155036.0,21198.8,26577.6,71190.0,22148.0,14238.0,25470.2,17402.0,26894.0,50624.0,1582.0,1313.2,1313
756.0,452.0,66.0,84.0,302.0,3214.0,2429784.0,13820.2,14141.6,970628.0,14141.6,408178.0,13820.2,22498.0,269976.0,212124.0,3214.0,3250.8,3214
155.0,120.0,34.0,0.0,47.0,582.0,90210.0,1804.2,2211.6,27354.0,1804.2,0.0,2211.6,5820.0,0.0,19788.0,582.0,480.5,483
544.0,125.0,104.0,133.0,107.0,2778.0,1511232.0,11667.6,16390.2,297246.0,13612.2,297246.0,14167.8,11112.0,369474.0,288912.0,2778.0,2284.8,2306
813.0,27.0,677.0,0.0,18.0,1634.0,1328442.0,3268.0,3104.6,29412.0,3104.6,55556.0,3268.0,14706.0,0.0,1106218.0,0.0,1626.0,1634
75.0,23.0,0.0,27.0,94.0,720.0,54000.0,6912.0,5544.0,67680.0,5544.0,21600.0,6912.0,4320.0,19440.0,0.0,720.0,720.0,720
112.0,85.0,4.0,14.0,119.0,1073.0,120176.0,10300.8,9657.0,127687.0,9657.0,17168.0,10300.8,13949.0,15022.0,4292.0,0.0,1075.2,1073
211.0,73.0,32.0,22.0,111.0,3566.0,752426.0,60265.4,60265.4,395826.0,60265.4,281714.0,60265.4,46358.0,78452.0,114112.0,3566.0,3565.9,3566
895.0,222.0,271.0,63.0,778.0,780.0,698100.0,702.0,780.0,606840.0,780.0,173160.0,702.0,5460.0,49140.0,211380.0,780.0,805.5,780
74.0,18.0,7.0,7.0,74.0,3995.0,295630.0,215730.0,215730.0,295630.0,215730.0,147815.0,215730.0,55930.0,27965.0,27965.0,3995.0,3996.0,3995
3331.0,1049.0,519.0,595.0,2922.0,49034.0,163332254.0,720799.7999999999,823771.2000000001,143277348.0,823771.2000000001,19564566.0,720799.7999999999,2059428.0,29175230.0,25448646.0,0.0,48965.7,49034
64.0,15.0,18.0,15.0,12.0,472.0,30208.0,2879.2,3587.2,5664.0,2973.6,4248.0,3492.8,2832.0,7080.0,8496.0,472.0,390.4,392
1402.0,328.0,804.0,49.0,1431.0,17219.0,24141038.0,216959.4,206628.0,24640389.0,211793.7,3219953.0,211793.7,396037.0,843731.0,13844076.0,17219.0,17665.2,17607
337.0,128.0,21.0,77.0,337.0,657.0,221409.0,1182.6,1248.3,221409.0,1182.6,56502.0,1248.3,5256.0,50589.0,13797.0,657.0,606.6,591
73.0,0.0,0.0,0.0,39.0,978.0,71394.0,10855.8,12420.6,38142.0,10269.0,65526.0,13105.2,5868.0,0.0,0.0,978.0,810.3,812
64.0,12.0,28.0,7.0,47.0,680.0,43520.0,5984.000000000001,7208.0,31960.0,5984.000000000001,11560.0,7208.0,8160.0,4760.0,19040.0,680.0,563.2,564
1703.0,186.0,463.0,516.0,1481.0,8549.0,14558947.0,42745.0,49584.2,12661069.0,49584.2,0.0,42745.0,68392.0,4411284.0,3958187.0,0.0,8515.0,8549
151.0,41.0,21.0,41.0,151.0,434.0,65534.0,1128.4,1258.6,65534.0,1128.4,12586.0,1258.6,1302.0,17794.0,9114.0,434.0,392.6,391
66.0,27.0,14.0,17.0,42.0,2189.0,144474.0,60197.5,74863.8,91938.0,62167.6,13134.0,72674.8,4378.0,37213.0,30646.0,2189.0,1815.0,1817
70.0,24.0,0.0,42.0,74.0,659.0,46130.0,5074.3,5865.1,48766.0,4810.7,1977.0,6194.6,1977.0,27678.0,0.0,0.0,539.0,540
754.0,301.0,130.0,90.0,213.0,8967.0,6761118.0,88773.3,111190.8,1909971.0,92360.1,1829268.0,106707.3,71736.0,807030.0,1165710.0,8967.0,7464.6,7443
325.0,106.0,49.0,80.0,136.0,10437.0,3392025.0,278667.9,391387.5,1419432.0,325634.4,323547.0,335027.7,62622.0,834960.0,511413.0,10437.0,8677.5,8663
168.0,84.0,7.0,40.0,198.0,4622.0,776496.0,127105.0,107692.6,915156.0,107692.6,207990.0,127105.0,55464.0,184880.0,32354.0,0.0,4620.0,4622
226.0,99.0,50.0,63.0,260.0,915.0,206790.0,3660.0,3202.5,237900.0,3202.5,39345.0,3660.0,6405.0,57645.0,45750.0,0.0,904.0,915
335.0,83.0,71.0,111.0,353.0,25401.0,8509335.0,1925395.8,1828872.0,8966553.0,1828872.0,1803471.0,1925395.8,304812.0,2819511.0,1803471.0,0.0,25393.0,25401
76.0,21.0,51.0,0.0,63.0,686.0,52136.0,5145.0,6242.599999999999,43218.0,5213.599999999999,2058.0,6174.0,3430.0,0.0,34986.0,686.0,570.0,569
221.0,31.0,133.0,45.0,53.0,1822.0,402662.0,12389.6,15487.0,96566.0,12936.2,0.0,14940.399999999998,7288.0,81990.0,242326.0,1822.0,1502.8,1512
1010.0,213.0,224.0,212.0,758.0,5053.0,5103530.0,25265.0,30823.3,3830174.0,30823.3,560883.0,25265.0,55583.0,1071236.0,1131872.0,0.0,5050.0,5053
116.0,46.0,12.0,35.0,130.0,1939.0,224924.0,32381.3,28891.1,252070.0,28891.1,42658.0,32381.3,19390.0,67865.0,23268.0,1939.0,1937.2,1939
39.0,25.0,0.0,14.0,11.0,114.0,4446.0,330.6,307.8,1254.0,307.8,342.0,330.6,114.0,1596.0,0.0,0.0,113.1,114
170.0,75.0,12.0,39.0,108.0,1532.0,260440.0,13788.0,15779.6,165456.0,15779.6,35236.0,13788.0,12256.0,59748.0,18384.0,0.0,1530.0,1532
179.0,85.0,0.0,59.0,193.0,5690.0,1018510.0,150216.0,167855.0,1098170.0,139405.0,278810.0,180942.0,22760.0,335710.0,0.0,5690.0,4725.599999999999,4723
166.0,126.0,0.0,0.0,0.0,3580.0,594280.0,64081.99999999999,78044.0,0.0,64798.00000000001,136040.0,77328.0,46540.0,0.0,0.0,3580.0,2971.4,2971
354.0,48.0,34.0,73.0,354.0,5841.0,2067714.0,96376.5,96376.5,2067714.0,96376.5,1016334.0,96376.5,58410.0,426393.0,198594.0,5841.0,5841.0,5841
615.0,546.0,0.0,7.0,627.0,941.0,578715.0,1411.5,1411.5,590007.0,1411.5,69634.0,1411.5,7528.0,6587.0,0.0,0.0,922.5,941
126.0,46.0,7.0,49.0,135.0,1035.0,130410.0,8487.0,7969.5,139725.0,7969.5,18630.0,8487.0,8280.0,50715.0,7245.0,0.0,1033.1999999999998,1035
1390.0,379.0,377.0,182.0,1241.0,5597.0,7779830.0,22388.0,25186.5,6945877.0,25186.5,744401.0,22388.0,72761.0,1018654.0,2110069.0,0.0,5560.0,5597
129.0,30.0,59.0,39.0,94.0,3600.0,464400.0,83520.0,93960.0,338400.0,78120.0,36000.0,100440.0,28800.0,140400.0,212400.0,3600.0,2992.8,2988
203.0,35.0,48.0,14.0,203.0,3219.0,653457.0,51182.1,51182.1,653457.0,51182.1,19314.0,51182.1,16095.0,45066.0,154512.0,3219.0,3227.7000000000003,3219
758.0,116.0,312.0,30.0,648.0,4630.0,3509540.0,28243.0,32873.0,3000240.0,32873.0,611160.0,28243.0,69450.0,138900.0,1444560.0,4630.0,4623.8,4630
558.0,92.0,116.0,196.0,461.0,4112.0,2294496.0,30428.800000000003,36596.8,1895632.0,36596.8,234384.0,30428.800000000003,24672.0,805952.0,476992.0,4112.0,4129.2,4112
25.0,14.0,0.0,7.0,22.0,580.0,14500.0,13456.0,13456.0,12760.0,13456.0,2320.0,13456.0,3480.0,4060.0,0.0,580.0,580.0,580
850.0,94.0,348.0,45.0,320.0,13183.0,11205550.0,170060.7,226747.6,4218560.0,188516.9,2702515.0,204336.5,65915.0,593235.0,4587684.0,13183.0,10965.0,10942
235.0,78.0,10.0,68.0,13.0,1129.0,265315.0,4516.0,4516.0,14677.0,3838.6,138867.0,5419.2,10161.0,76772.0,11290.0,1129.0,940.0,937
58.0,15.0,0.0,22.0,26.0,3030.0,175740.0,131502.0,163923.0,78780.0,136047.0,57570.0,158166.0,24240.0,66660.0,0.0,3030.0,2517.2,2515
316.0,14.0,118.0,155.0,139.0,2600.0,821600.0,21320.0,22360.0,361400.0,22360.0,36400.0,21320.0,20800.0,403000.0,306800.0,0.0,2591.2,2600
7633.0,1240.0,2455.0,1732.0,1376.0,25217.0,192481361.0,83216.09999999999,88259.5,34698592.0,88259.5,3404295.0,83216.09999999999,479123.0,43675844.0,61907735.0,0.0,25188.9,25217
119.0,0.0,118.0,0.0,95.0,212.0,25228.0,318.0,381.6,20140.0,318.0,0.0,381.6,424.0,0.0,25016.0,212.0,178.5,176
55.0,12.0,17.0,14.0,59.0,411.0,22605.0,2548.2000000000003,2877.0,24249.0,2383.8,2466.0,3082.5,1233.0,5754.0,6987.0,411.0,341.0,341
1644.0,240.0,858.0,91.0,1481.0,16357.0,26890908.0,161934.30000000002,179927.0,24224717.0,179927.0,2895189.0,161934.30000000002,621566.0,1488487.0,14034306.0,16357.0,16275.6,16357
1193.0,196.0,667.0,115.0,516.0,3622.0,4321046.0,9055.0,11228.2,1868952.0,9055.0,539678.0,10866.0,43464.0,416530.0,2415874.0,3622.0,2982.5,3006
605.0,155.0,231.0,105.0,582.0,2041.0,1234805.0,5714.799999999999,7143.5,1187862.0,5918.9,185731.0,6939.4,16328.0,214305.0,471471.0,2041.0,1694.0,1694
