size_D,duration_D,app,har,ifc,nlan,telonuse,t02,t03,t04,t07,t08,t09,t10,t11,t14,MI_size_D_duration_D,MI_size_D_t07,MI_size_D_t09,MI_size_D_t11,MI_size_D_nlan,MI_duration_D_t07,effort_D
0.3698134,0.41454643,0.49761188,0.46732652,0.33367816,0.24448013466880808,0.60363466,0.0964649,0.3565036,0.15058208,0.43004750580285034,0.407109729289027,0.15363824921829497,0.21174432,0.3402400659759934,0.07184747281525272,0.7601676,0.81407934,0.44732934,0.3387841,0.31873366,0.4146397,0.43433338
0.3168201,0.34739643,0.58006704,0.5897724,0.4449354,0.2534296152057769,0.7530438,0.11287692,0.17914131,0.3599524,0.2563472853808371,0.2428430357156964,0.059497806569868396,0.16118884,0.2827662517233748,0.1207821779217822,0.83642644,0.84823096,0.45663756,0.32527953,0.28312048,0.32497633,0.41921857
0.10934712,0.008953234,0.14508586,0.30604064,0.19184949,0.30189563811373826,0.47963393,0.57623845,0.34439105,0.33395588,0.2920332775219967,0.14492942550705742,0.36380728182843697,0.51373327,0.031082542891745706,0.5758196424180357,0.4004242,0.30058146,0.1654042,0.072226435,0.18505082,0.07759914,0.01404582
0.10481334,0.051718146,0.26139128,0.29452932,0.14827365,0.09019117541147052,0.45551404,0.20950657,0.24912754,0.25779882,0.3330920199855212,0.1594978740502126,0.260583415635005,0.514075,0.026879847312015266,0.3642282135771786,0.57630485,0.55214524,0.20993191,0.05080528,0.10285599,0.10850001,0.13016155
0.117617056,0.13131969,0.5256032,0.60868233,0.49683526,0.1898321513899291,0.75788444,0.3439039,0.08387688,0.5493382,0.07493915449634928,0.08427969157203084,0.12846509770790587,0.27110785,0.14430370556962943,0.3465801153419884,0.6267718,0.66290146,0.30297223,0.15086761,0.09911748,0.09716806,0.19673066
0.38264656,0.28658557,0.68694514,0.8311008,0.7806508,0.6456953087417185,0.96291673,0.6106682,0.20088184,0.6818769,0.10798724647923479,0.198950570104943,0.15776926946615616,0.12325599,0.3519796048020395,0.499680080031992,0.7147597,0.58183694,0.50424653,0.4327681,0.427622,0.27149388,0.28871363
0.17703514,0.11638262,0.5805747,0.7380188,0.716537,0.4561734473704068,0.8770117,0.7015642,0.17931414,0.747447,0.024467600468056027,0.12087409791259021,0.25512678530760713,0.26216358,0.21530715846928414,0.6208767879123211,0.5040463,0.44402245,0.34535527,0.22512224,0.20426875,0.079953924,0.11523042
0.0064118225,0.0020177122,0.25510898,0.48486042,0.32453993,0.17070177024210623,0.67507166,0.3887887,0.034100413,0.48448187,0.09641790978507458,0.0065205388479461154,0.18341238100474286,0.3877838,0.09239644076035593,0.6527031347296866,0.59368634,0.5198185,0.2640745,0.0619418,0.06432467,0.0,0.046395466
0.05949281,0.0818615,0.4137945,0.5614185,0.40701154,0.15452670927160256,0.73457783,0.26773733,0.033029273,0.5069722,0.05671450340287021,0.034129750587024936,0.09589246575354794,0.30266607,0.1319956168004383,0.4225603577439642,0.67121476,0.6471852,0.3099531,0.12605654,0.07466111,0.060546227,0.14902529
0.09580198,0.1508323,0.5244681,0.5745557,0.5072401,0.14149510848970653,0.7296039,0.31576258,0.119981915,0.56726277,0.10394466623667997,0.11123953887604611,0.15675506940530418,0.32779372,0.15480528451947154,0.404955959504404,0.63892305,0.67235523,0.28440705,0.12696925,0.070580356,0.10464137,0.1950658
0.075659715,0.08075968,0.42391467,0.5176837,0.38485944,0.11529769691786182,0.68252516,0.3008076,0.08872661,0.49410632,0.11937998716279923,0.053858514614148534,0.17236106034166362,0.35866183,0.11739156826084317,0.3675229432477056,0.5813577,0.62623477,0.27343634,0.080022536,0.054935254,0.07025756,0.1576446
0.22123931,0.26223382,0.4470718,0.47242627,0.30609903,0.09034784542087072,0.6485912,0.013194442,0.15203977,0.25259453,0.2477804548668273,0.18056084194391578,0.03308162198489732,0.21804869,0.19678091032190895,0.10726305927369406,0.81882215,0.8420564,0.38994247,0.21202897,0.16667798,0.25311267,0.33756572
0.21605597,0.2661662,0.49225032,0.5371171,0.39413938,0.13261576795694607,0.7136388,0.047251433,0.10374591,0.3528574,0.19114784146887048,0.15396954460304554,0.003581911514914691,0.19301228,0.20633875936612406,0.200731819926818,0.8600316,0.84445333,0.40226343,0.24932256,0.17424607,0.23970251,0.3307039
0.13489167,0.1607975,0.4923072,0.61054987,0.49359623,0.22267407336044442,0.7695514,0.3270998,0.08342701,0.51939964,0.09037004942220296,0.07475882252411774,0.09768990586139435,0.2552701,0.18435984156401583,0.3774883922511607,0.7006364,0.70320225,0.35303748,0.17149019,0.14233112,0.13680811,0.22637403
0.1293458,0.09304547,0.50579715,0.66387314,0.59569764,0.3309592798575568,0.8321414,0.5146637,0.11079395,0.65808123,0.0314230748853845,0.07722277227772277,0.18358828101529687,0.27782017,0.19960069003993097,0.5807964819203518,0.58535886,0.53563946,0.34072787,0.18265976,0.16055638,0.07154923,0.12716901
0.026283035,0.07704606,0.35119098,0.46857688,0.3324029,0.05918754955125297,0.6484546,0.23060316,0.03705381,0.44872797,0.11936256716175404,0.04452955254704474,0.12238398734303925,0.3610864,0.09197197680280232,0.4415831558416844,0.68338007,0.659373,0.26690635,0.060911875,0.018377371,0.051460885,0.14970604
0.17629038,0.19440152,0.42595497,0.46658677,0.29352096,0.07669337460160247,0.65291476,0.05816704,0.12139773,0.28557724,0.20970927258255637,0.12961061703893828,0.05681991940919517,0.25546545,0.15361003463899653,0.12864421713557828,0.7749015,0.80408096,0.35729152,0.1539814,0.12572503,0.19879755,0.28619933
0.21823125,0.25892332,0.48189026,0.5252787,0.38043463,0.12272896736373805,0.70720387,0.044825494,0.10943848,0.3308252,0.2002405520144331,0.15483053451694656,0.009191543551492614,0.19182016,0.201424549857545,0.17578805242119475,0.8579043,0.84737545,0.40377778,0.23619902,0.18161592,0.24336392,0.32761568
0.097089306,0.14173006,0.49652022,0.5454836,0.40380314,0.09113456546807393,0.7018984,0.20653427,0.08609334,0.4720198,0.12126364727581884,0.09646112035388796,0.11197493171849592,0.31753772,0.14148649585135042,0.2894714510528549,0.6672081,0.7439641,0.30752432,0.11545616,0.06529116,0.123895705,0.23584822
0.37604743,0.43299395,0.6209219,0.62500024,0.51766443,0.320495449229727,0.7561672,0.19972277,0.2610759,0.33424807,0.2951898177113891,0.34006406599359335,0.09416020564961235,0.14968884,0.3715491228450877,0.1834246216575378,0.86386204,0.83514225,0.5120858,0.38914758,0.35445675,0.40030506,0.47399402
0.08027443,0.076920666,0.43098179,0.595441,0.47492537,0.2253560135213608,0.7708752,0.3792988,0.05866459,0.5648036,0.04089788245387294,0.044378693562130644,0.12725246763514808,0.2908991,0.14853556514644348,0.4883573211642679,0.62392926,0.59846103,0.31677818,0.1491603,0.104542814,0.054629818,0.13222666
0.20334226,0.16523875,0.48865515,0.6491566,0.52808905,0.3266022395961344,0.8318409,0.3041225,0.06345761,0.5209224,0.06960595417635725,0.08679256132074387,0.05213725912823555,0.2044823,0.23411894658810534,0.4325764067423593,0.7401129,0.6756665,0.4131081,0.2751676,0.22969419,0.14383322,0.21067369
0.14089675,0.14128585,0.57243913,0.6526358,0.5946117,0.2701396462083788,0.7736957,0.49971163,0.19287267,0.66910505,0.09987745599264737,0.12520195747980423,0.2658666559519994,0.36741555,0.18621230137876985,0.4600595539940446,0.45924038,0.56179917,0.30068466,0.16241384,0.14312458,0.09754042,0.18206982
0.05737567,0.07678565,0.28912732,0.36379912,0.23178019,0.03144936488696189,0.53860646,0.20436478,0.12433404,0.33162725,0.21838064310283858,0.10517679948232005,0.1422247985334879,0.4143604,0.050185724981427496,0.404121859587814,0.65431213,0.6422588,0.22643742,0.042411402,0.03358668,0.08686799,0.14023131
0.054461956,0.09145908,0.40572685,0.4615273,0.32006466,0.037083582225014934,0.6248706,0.18505406,0.11333805,0.41121948,0.1632730097963806,0.08379147162085283,0.13561025813661548,0.38771263,0.08242878175712182,0.3284326671567333,0.6739937,0.6897414,0.26623616,0.063318,0.013957642,0.092794776,0.20607993
0.055190988,0.12907553,0.47080678,0.5189658,0.41412693,0.031915681914940916,0.6702492,0.19485217,0.086015314,0.47472307,0.1319851379191083,0.10938842906115709,0.11788345107300707,0.35457143,0.11825042817495718,0.36481788351821165,0.7105262,0.7284877,0.27987617,0.07936122,0.008731745,0.101413235,0.22555265
0.047753356,0.04224197,0.35460573,0.48642188,0.33963618,0.10600312636018759,0.6646359,0.27452385,0.09484765,0.46825033,0.12366401741984105,0.034625346537465344,0.1654732299283938,0.37152064,0.09374668062533192,0.4163883583611641,0.6245128,0.59049046,0.2739676,0.076936215,0.05199244,0.05139669,0.13358039
0.07276733,0.12568268,0.4390514,0.49798304,0.36624017,0.07182409430944565,0.67366064,0.2058112,0.10094398,0.43315464,0.13298932797935967,0.08432947756705224,0.11586791695207503,0.3394059,0.12165222783477721,0.29951937004806295,0.6910584,0.7168413,0.2917297,0.09381452,0.043745883,0.112000614,0.22755077
0.11530572,0.120172516,0.48523122,0.6043313,0.5033095,0.20107361206441673,0.770361,0.34535116,0.07139298,0.54014564,0.051508643090518585,0.06629090837090916,0.08617675517060532,0.2395622,0.15097126490287352,0.40970738902926107,0.6710057,0.6672958,0.31519786,0.16349724,0.09121349,0.08539389,0.18129382
0.049502283,0.07291579,0.35442454,0.4282003,0.2851847,0.04151626249097575,0.6014825,0.1941281,0.09719175,0.39249936,0.17023167021390023,0.07394672260532774,0.1400409684024581,0.39496362,0.06368409363159062,0.37040778295922167,0.6615052,0.6581875,0.25460604,0.04824317,0.02152504,0.0772686,0.16138807
0.09684052,0.15004593,0.50269586,0.56263286,0.45457506,0.10857262651435759,0.708427,0.3023489,0.11998689,0.5158057,0.11694445701666743,0.100588069941193,0.12387264743235886,0.30829465,0.12333461766653822,0.3333502666649733,0.69309026,0.711566,0.2853295,0.117900066,0.0436315,0.113157034,0.2446338
0.13306622,0.13212906,0.5658769,0.66741896,0.63507575,0.2970864378251863,0.81700766,0.5243064,0.1427015,0.68022215,0.05617508337050501,0.12236838276316173,0.18052567083154025,0.26634994,0.18481339151866086,0.49424697057530287,0.54394674,0.5689846,0.30874994,0.16446306,0.13595453,0.09941886,0.1642979
0.08889125,0.15079035,0.4985708,0.54992545,0.42266417,0.07838593870315633,0.699907,0.20288265,0.06539434,0.478351,0.12020420221225214,0.09645215035478495,0.09279078556744715,0.3040346,0.1382905361709464,0.30758213924178607,0.68474084,0.7486799,0.30098578,0.10410349,0.049406625,0.11018067,0.22813365
0.67771035,0.7472814,0.77104473,0.741332,0.5942738,0.5887854353271261,0.78721726,0.14878327,0.52054125,0.1907161,0.6062288363737303,0.7331785266821473,0.25472231528333894,0.09140513,0.6902461309753869,0.062060013793998614,0.93617016,0.97018015,0.7645892,0.6764678,0.6343909,0.72944087,0.7661337
0.3931001,0.47574115,0.59457546,0.5874425,0.44470948,0.277427866645672,0.72195894,0.060424507,0.26670358,0.24503927,0.3536797212207833,0.37026596297340364,0.06333929380035763,0.13864304,0.3821572917842708,0.10576652942334705,0.8966075,0.9058656,0.53390896,0.39466906,0.33629107,0.433493,0.5203413
0.018655809,0.019083563,0.18398064,0.35351372,0.22078502,0.11592524695551482,0.54325473,0.35871607,0.10137886,0.3749437,0.21451897287113839,0.0699929670007033,0.21561767293706038,0.44993663,0.04828957517104248,0.6526865347313465,0.59369636,0.51753473,0.21215029,0.0061605684,0.04444956,0.03600318,0.06620479
0.08563854,0.10628652,0.47681886,0.5478897,0.4133105,0.10203926612235598,0.7012518,0.24961412,0.08864874,0.5025109,0.11045776662746601,0.0710106428989357,0.13753146825188808,0.3220068,0.11883024811697518,0.31372212862778714,0.6263106,0.6723752,0.2845413,0.097709835,0.06031417,0.09514409,0.19278671
0.094659366,0.12820992,0.4683699,0.5714709,0.44167194,0.1450190487011429,0.7374705,0.244169,0.06488949,0.4872416,0.0843357650601459,0.05216717178328282,0.0811305098678306,0.27284738,0.14767630523236946,0.3589542641045736,0.7165375,0.7104494,0.33476228,0.1429454,0.09139223,0.1063609,0.20390008
0.109394535,0.10167352,0.47812164,0.5806545,0.44743454,0.16544549992673,0.729362,0.32337207,0.099784374,0.5203706,0.0832029749921785,0.06776624322337567,0.12064800723888044,0.26934108,0.1109344389065561,0.31918170808182916,0.5847184,0.6324125,0.2866825,0.1292051,0.09717,0.09019089,0.19170453
0.05859495,0.09774197,0.44216812,0.5317267,0.4171799,0.08763598525815912,0.70258564,0.25900906,0.06670728,0.5154868,0.09396116963767018,0.05612311738768826,0.12296677737800665,0.31855354,0.12368047763195224,0.3731814626818537,0.66083574,0.6636812,0.2771286,0.092594504,0.037293486,0.0719205,0.17852685
0.17368639,0.124790646,0.24751028,0.24830638,0.1087826,0.15357761921465715,0.40311795,0.2401874,0.36129326,0.1663139,0.4444098766645926,0.26228082377191764,0.3228909593734576,0.50769734,0.0704876529512347,0.3543355145664485,0.5358817,0.54561627,0.21896228,0.08985472,0.16542205,0.184629,0.16649327
0.17235303,0.15509753,0.6015149,0.69214666,0.68664944,0.3487926909275615,0.8174428,0.6003243,0.19837043,0.7472493,0.09265523555931414,0.1516468648353135,0.29237171754230307,0.33931524,0.2120773787922621,0.5370802462919753,0.42929447,0.5214499,0.30065787,0.19806406,0.17516541,0.08823788,0.1686964
0.09179089,0.08418697,0.30242229,0.33597443,0.18817577,0.027103291626197498,0.5069233,0.14817652,0.1635519,0.27602062,0.2607601156456069,0.12059877794012219,0.15859014951540898,0.43589368,0.04110490588950941,0.30763876923612304,0.6610117,0.64920163,0.23551303,0.055241983,0.06406068,0.111594416,0.15722145
0.58720344,0.6171577,0.7076655,0.7035695,0.5730842,0.5116764307005859,0.7904277,0.12828636,0.4122091,0.2631597,0.5056202703372162,0.5872497012750297,0.18731926123915568,0.108184226,0.5813190418680958,0.10892664910733507,0.9297444,0.9320425,0.68206966,0.6097972,0.56527805,0.6231246,0.6566981
0.11738329,0.09359917,0.4906463,0.61092305,0.48922133,0.22750341365020482,0.76611197,0.40295315,0.07672152,0.5541223,0.05348666720920004,0.06350935364906463,0.14850593891035635,0.2685149,0.12671594732840524,0.3969589103041089,0.59233665,0.59211254,0.30007324,0.14839911,0.11743321,0.07260671,0.15864247
0.06531688,0.07575812,0.38441023,0.4704802,0.339219,0.0792780747566845,0.6341012,0.26876032,0.129271,0.43831944,0.14506021870361313,0.07393986760601323,0.14619985877199151,0.3663919,0.06482900351709965,0.3458992454100754,0.61726,0.61910033,0.2529096,0.07965083,0.051328503,0.07914317,0.16968372
0.22440189,0.24093015,0.3094293,0.3799983,0.22408776,0.17348673040920384,0.5553812,0.15560031,0.26404098,0.1744858,0.3317899899073994,0.22864324713567527,0.14687741881264516,0.306519,0.21370977862902213,0.21257335874266411,0.6895566,0.7194653,0.35084838,0.19355783,0.19696519,0.25489777,0.25996011
0.13635504,0.16882446,0.46487427,0.5150165,0.3676831,0.09316368958982138,0.6907193,0.13043246,0.09156197,0.40062958,0.14935097896105876,0.08492676150732384,0.047957452877447175,0.25230712,0.13733452626654738,0.19828476017152397,0.7350482,0.7733414,0.32868984,0.1415874,0.09988571,0.15574443,0.25123173
0.15637274,0.095708646,0.58917236,0.74672616,0.7443511,0.4528976971738618,0.8725338,0.74499416,0.22498846,0.8358578,0.05377489322649359,0.1310272368972763,0.34947492096849525,0.33856913,0.22301686769831322,0.6765227323477268,0.43710077,0.4012649,0.32144672,0.19587176,0.21010324,0.07559408,0.11005676
0.097588785,0.14454174,0.43791422,0.48348004,0.34956744,0.06174071370444282,0.6615377,0.17027283,0.1049473,0.39005733,0.15211974912718496,0.10482140351785964,0.09765497585929855,0.32111037,0.1319219068078093,0.2603389039661096,0.7253472,0.74533796,0.3098243,0.09356779,0.056311063,0.13236265,0.24306773
0.44453603,0.48808563,0.60654795,0.6150464,0.46575284,0.34640958078457484,0.7540555,0.093673706,0.286915,0.25609034,0.39228172353690344,0.3964948003505199,0.11536354692181282,0.14957073,0.4335402366459763,0.11547422845257715,0.8866089,0.91306007,0.57360023,0.44916564,0.40448543,0.4715099,0.5400181
0.0937209,0.10863717,0.3678004,0.42708564,0.28131682,0.04696084881765093,0.6046018,0.1601657,0.12622023,0.33717737,0.18269205096152305,0.10275314972468502,0.10577953634677219,0.3496384,0.09784779021522097,0.24412443558755642,0.68871987,0.7082065,0.27069253,0.0668107,0.046815433,0.117694736,0.19473054
0.13051398,0.1263676,0.5242406,0.61338603,0.49034753,0.20342549220552952,0.76293385,0.34381622,0.07799551,0.53288937,0.07019606421176386,0.07409788259021173,0.12355167741310065,0.25592113,0.14555583544441644,0.3476689452331055,0.6248161,0.6507403,0.31077534,0.15356666,0.11206818,0.09896895,0.19696116
0.096852325,0.107592136,0.44892505,0.59029734,0.45207384,0.1917988015079281,0.75963736,0.2857436,0.05024101,0.50666136,0.05853363151201789,0.03260409673959032,0.0847074150824449,0.26976725,0.1599095340090466,0.4115898588410141,0.69225603,0.6689894,0.34664512,0.15731806,0.117255084,0.08606413,0.17449856
0.06320815,0.036751468,0.37657613,0.5634728,0.44572264,0.22505769350346164,0.7481615,0.42467266,0.06464261,0.5823156,0.06532358391941505,0.028570768142923184,0.1924703215482193,0.32698625,0.13664485633551435,0.5734708926529107,0.5903315,0.52928287,0.28859696,0.13180283,0.10585102,0.031956565,0.08813539
0.12051,0.1833933,0.47120792,0.5340931,0.401388,0.09528028071681684,0.69828683,0.15173316,0.08051923,0.42948928,0.1408306284498377,0.08470998152900185,0.048403922904235376,0.25696582,0.1695533230446677,0.26619330338066965,0.7633981,0.7837156,0.3498124,0.14043076,0.09484435,0.14841126,0.2552778
0.14104724,0.08917966,0.17218067,0.22445305,0.097000174,0.19740110184406612,0.36071774,0.37816805,0.37187082,0.20743476,0.45630062737803767,0.2607364739263526,0.3785900727154044,0.58429796,0.05316375768362423,0.5199852080014792,0.46233025,0.46371114,0.16789956,0.04677721,0.14810663,0.15403788,0.09847704
0.18336935,0.2301257,0.45944417,0.492253,0.3308987,0.08440729006443741,0.66889334,0.054938853,0.12620172,0.2983063,0.19877001192620072,0.14540566545943345,0.03285831397149884,0.23981261,0.1699426830057317,0.13735541626445835,0.8069184,0.82779384,0.371456,0.18128021,0.12127485,0.2166187,0.31281412
0.095350504,0.111995764,0.50151557,0.60073656,0.53700906,0.18945083136704988,0.7670644,0.3807376,0.11428875,0.6144618,0.07862374471742468,0.08598933140106685,0.1716275602976536,0.29843944,0.16736216326378367,0.47239960276003967,0.63387966,0.62692285,0.296042,0.14148784,0.092260025,0.07977702,0.18081586
0.1739492,0.192638,0.3724203,0.43657696,0.25856873,0.08478873008732381,0.624806,0.06492844,0.13517216,0.2543049,0.2233053233983194,0.12316940768305923,0.055413219324793164,0.25761464,0.15473206452679353,0.15606212439378753,0.75880176,0.7733338,0.34814587,0.16086684,0.13066402,0.19341972,0.27393976
0.110650316,0.08250408,0.3935786,0.41405717,0.27943158,0.1216378432982706,0.53360796,0.34166914,0.32897747,0.39784297,0.28260421695625304,0.1523975247602475,0.287819467269168,0.48169595,0.05967118403288159,0.30604659939534,0.50932246,0.5123869,0.2176114,0.11374542,0.08862404,0.1257897,0.17445892
0.061644286,0.1372439,0.44860148,0.48825568,0.37685716,0.013247594794855688,0.6422522,0.15033793,0.08751875,0.42533502,0.14803796888227813,0.1198656440134356,0.09746346584780796,0.3553352,0.10565775943422405,0.33489319651068034,0.7325767,0.74511296,0.28153038,0.075387344,0.010956958,0.11112262,0.21817529
0.07712178,0.06928383,0.296451,0.34842265,0.19677345,0.042525070551504236,0.5189264,0.17699963,0.16595861,0.29615667,0.2558726553523593,0.1101032689896731,0.1689333701360022,0.44706994,0.041038709896129004,0.3469001653099834,0.6413355,0.6449525,0.22913857,0.03933631,0.04166078,0.098734796,0.1538322
0.054212704,0.12603115,0.46727532,0.52107465,0.41343573,0.03747578224854694,0.6733766,0.18830186,0.08069062,0.47868598,0.12770404766224286,0.10137514986248501,0.11682075700924542,0.3528139,0.11655809834419016,0.3641551935844806,0.71578103,0.71942276,0.27924675,0.08369891,0.010920137,0.0967368,0.21542537
0.36599484,0.36314705,0.5839017,0.64613867,0.5053156,0.3613562816813769,0.8133541,0.14200142,0.15552258,0.39035407,0.2418720545123233,0.24437097556290244,0.056013408360804505,0.13031447,0.34789456521054346,0.2323616967638303,0.89929515,0.84096855,0.53396076,0.40011597,0.36782908,0.35450825,0.42508578
0.07753582,0.092834964,0.43014875,0.46365675,0.31929937,0.06260736375644183,0.59408253,0.25323302,0.2084971,0.4281149,0.20187635211258112,0.10724209927579006,0.20383043222982594,0.43043193,0.0705443829455617,0.299502770049723,0.6129224,0.6116301,0.24291053,0.091614746,0.040390037,0.10820437,0.20539923
0.19090414,0.16701362,0.6057844,0.7178782,0.7026234,0.39364727361883645,0.8580845,0.59295774,0.16815332,0.70254505,0.04646238578774315,0.14970738502926148,0.15441590926495455,0.19901897,0.21499605850039413,0.5136137086386291,0.5777582,0.5881859,0.3361962,0.22785252,0.188315,0.12404817,0.204032
0.38465598,0.4248037,0.54266924,0.48812395,0.37361988,0.2525432851525971,0.63744515,0.057773173,0.369218,0.19566269,0.4324102259446136,0.45596145440385455,0.17179887030793223,0.19937685,0.3639680936031906,0.018973658102634187,0.8077079,0.8164786,0.48404312,0.4094671,0.36004123,0.43795246,0.46273655
0.04544197,0.08530924,0.3336052,0.41677463,0.29247928,0.03071527384291643,0.59092486,0.23208374,0.08350623,0.3845638,0.16823373009402381,0.08282835171716482,0.11930409715824583,0.376173,0.07422383257761674,0.42614157738584224,0.6638372,0.6576655,0.24688958,0.036559895,0.019081883,0.07895458,0.15794007
0.3374714,0.39762253,0.51766384,0.51710784,0.36761144,0.2157488129449288,0.67830336,0.02790448,0.2467556,0.21265882,0.33806162028369724,0.33580433641956636,0.06548786392927183,0.1791777,0.3245885975411402,0.05947453705254629,0.83883345,0.87869424,0.48600015,0.33633602,0.27970612,0.3771079,0.44742036
0.32975414,0.38185823,0.5622942,0.57928073,0.41986504,0.22091904325514258,0.7343438,0.031116098,0.18239877,0.30817556,0.2804419568265174,0.2615602938439706,0.03916508234990494,0.15925044,0.3109433889056611,0.13647967635203234,0.91428727,0.8908482,0.48732966,0.34414744,0.27612567,0.34937954,0.44917598
0.17998108,0.15126851,0.22162092,0.26660958,0.12925515,0.1582131294927878,0.42971992,0.24864632,0.34081346,0.15317504,0.41596665495799934,0.26478167352183263,0.282575266954516,0.4430619,0.08499154150084584,0.36359559364044064,0.5569209,0.5560076,0.24489132,0.14954087,0.19365153,0.20549469,0.18479577
0.10125764,0.14926027,0.4809397,0.550902,0.4201518,0.09901275594076536,0.71778613,0.17572623,0.0556522,0.44823024,0.09635805178148311,0.0817104318289568,0.050237033014221985,0.27027547,0.14220495577950443,0.306254869374513,0.74177593,0.74940526,0.3277095,0.1449914,0.07223614,0.118456155,0.22620639
0.10118282,0.15943912,0.52058476,0.5630964,0.4825448,0.112474466748468,0.7209641,0.28339154,0.10289779,0.51882875,0.108089066485344,0.1098308190169181,0.1105401866324112,0.29188114,0.1312274468772553,0.34466972553302744,0.6901408,0.7073104,0.2829707,0.12611005,0.049413152,0.11098434,0.22819257
0.17048803,0.16501087,0.60613805,0.698128,0.6565911,0.3338707900322474,0.8303441,0.51266634,0.15374303,0.6709147,0.053139523188371396,0.15373994462600554,0.15031290901877453,0.21287413,0.18536923146307685,0.44427551557244843,0.57815063,0.6029794,0.3137398,0.21561146,0.15276238,0.11908831,0.1909445
0.06508635,0.14138877,0.47523278,0.5304508,0.41649753,0.05104013106240786,0.6880091,0.17325073,0.072588354,0.4575607,0.11176558670593521,0.10139517986048201,0.07694584461675068,0.3183653,0.12406894759310524,0.3415462958453704,0.72489345,0.74456596,0.3021144,0.10461512,0.027142204,0.10956003,0.2176905
0.10846011,0.14964764,0.5280801,0.5745275,0.44645518,0.11770485706229143,0.7161154,0.2659002,0.08461207,0.50464493,0.10841134650468079,0.09735896026410397,0.11740518304431098,0.2899904,0.1398066260193374,0.2917066508293349,0.6509194,0.72906834,0.29457176,0.115187466,0.07060724,0.1175545,0.22872353
0.21183744,0.22577575,0.4947393,0.5759758,0.42160755,0.17974823078489383,0.752285,0.10843676,0.076294065,0.39776093,0.15285416917125014,0.12233831276616872,0.020053596203215774,0.19699773,0.2128799387120061,0.2536206746379325,0.8408879,0.8127955,0.41135535,0.25227487,0.18177778,0.20906083,0.30342114
0.27679327,0.3135672,0.4892184,0.5335646,0.4065213,0.19732719183963152,0.7165235,0.09684113,0.16542491,0.3136974,0.2474095648445739,0.21246862875313713,0.038270058296203495,0.1867177,0.2647118035288196,0.1820293517970648,0.84047943,0.83149475,0.44303602,0.27977163,0.24424416,0.2982835,0.36715844
0.1969405,0.22450654,0.4269842,0.4362742,0.27074307,0.059920836595250195,0.6165184,0.016406387,0.16118854,0.23991823,0.2527535751652145,0.1695508230449177,0.05089819705389183,0.25560758,0.15358683464131653,0.10326362967363703,0.7924944,0.8075406,0.3548687,0.18115236,0.14240372,0.22605215,0.3007033
0.05536431,0.017556079,0.1788105,0.297679,0.14161359,0.09984337599060257,0.4798048,0.2693149,0.17469275,0.29419145,0.27771683666301017,0.10594470940552905,0.23203118392187105,0.49279618,0.007967017203298279,0.5179138482086152,0.5812089,0.5245037,0.21112797,0.012381509,0.06492739,0.06758322,0.07563947
0.08901409,0.11319087,0.471762,0.5715203,0.46646988,0.14674293880457634,0.7474804,0.26654464,0.069180846,0.5218158,0.06894807913688475,0.06227416677258332,0.09850088591005315,0.2806448,0.14421820557817944,0.4102242789775721,0.69698805,0.6716122,0.3140453,0.14599186,0.07552979,0.08288198,0.17986725
0.11783931,0.14312899,0.5450118,0.62279105,0.5659059,0.21073853264431197,0.77706456,0.37871653,0.13077617,0.61241573,0.08643274518596471,0.11216922478307752,0.1601958396117504,0.27958915,0.16452570354742962,0.4415848958415104,0.6564188,0.63848364,0.30039763,0.15893665,0.10819917,0.10435645,0.19967446
0.108583674,0.13167998,0.42777175,0.54930556,0.40993312,0.1388369483302169,0.7415993,0.14931732,0.024094582,0.42856485,0.07708515462510929,0.051521161847883815,0.009630859577851576,0.24783471,0.15666320433367956,0.3530145246985475,0.7653692,0.73913306,0.3596728,0.17956148,0.111649744,0.10488109,0.19870467
0.27728343,0.22097987,0.65747553,0.78189445,0.75469095,0.5350988321059299,0.91739154,0.6183032,0.1873177,0.70133173,0.07181077430864646,0.16037075396292458,0.17870925072255503,0.18473847,0.2777428322257167,0.5224344777565522,0.6249641,0.5555924,0.41845834,0.33124053,0.3228463,0.19082677,0.22917028
0.23227677,0.29220596,0.5181986,0.5323432,0.3773276,0.12367310742038644,0.70024574,0.053711444,0.13480797,0.32066113,0.2202184032131042,0.18327738167226182,0.025920958555257514,0.20038696,0.21673951832604815,0.13798822620117737,0.8509645,0.8660446,0.40591973,0.2359446,0.17328608,0.26325437,0.36594683
0.09519627,0.14413302,0.44932264,0.4975084,0.36080176,0.04484699969081998,0.659904,0.1362966,0.090756625,0.40861964,0.14843643890618635,0.10300155469984452,0.09381980562918833,0.3220735,0.12543496745650326,0.2616249738375026,0.73683006,0.75672317,0.31015378,0.1015567,0.04638941,0.12832497,0.23486386
0.25561687,0.26032957,0.2782275,0.30351683,0.17410673,0.21481221288873278,0.46458203,0.21386003,0.39249516,0.09913132,0.4427789965667398,0.33571841642815836,0.24581910474914628,0.36321342,0.1814354218564578,0.24845013515498648,0.5965971,0.61943114,0.30314675,0.21765757,0.23303398,0.2913617,0.26101762
0.22689703,0.25575972,0.43717152,0.42653197,0.26517078,0.10081972604918357,0.60205555,0.044104785,0.21283099,0.2113395,0.2988910179334611,0.22619069738093026,0.09448692566921554,0.26918435,0.1901763909823609,0.10115399988460001,0.7789699,0.79662323,0.3623445,0.21224199,0.18877277,0.25893798,0.32489312
