AFP,Added,N_effort,MI_N_effort_PDR_AFP,MI_N_effort_NPDU_UFP,MI_AFP_PDR_AFP,Effort
965.0,1060.0,3930.0,14934.0,14541.0,3667.0,3655
296.0,312.0,5432.0,99948.8,94516.8,5446.4,5432
56.0,56.0,170.0,510.0,510.0,168.0,170
206.0,73.0,2196.0,19324.800000000003,27230.4,1812.8,1823
651.0,581.0,4352.0,23936.0,32640.0,3580.5,3612
2323.0,636.0,3981.0,6767.7,6767.7,3949.1,3981
146.0,44.0,2390.0,32504.0,41586.0,1985.6,1984
284.0,80.0,4393.0,56230.4,73363.09999999999,3635.2,3646
249.0,237.0,3800.0,58140.0,60800.0,3809.7,3800
32.0,41.0,498.0,7768.8,6025.8,499.2,498
1908.0,1889.0,27000.0,383400.0,386100.0,27093.6,27000
253.0,76.0,1694.0,11349.8,11349.8,1695.1,1694
184.0,170.0,3393.0,54288.0,67860.0,2944.0,2952
76.0,0.0,451.0,2209.9,2841.3,372.4,374
276.0,177.0,300.0,330.0,360.0,303.6,300
3471.0,3155.0,7575.0,16665.0,18180.0,7636.200000000001,7575
380.0,365.0,4002.0,34817.399999999994,44022.0,3305.9999999999995,3322
155.0,148.0,5196.0,174066.0,182379.6,5192.5,5196
327.0,327.0,2566.0,20014.8,20014.8,2550.6,2566
193.0,41.0,2031.0,17669.699999999997,18279.0,1679.1,1686
1108.0,916.0,26940.0,608844.0,792036.0,25040.800000000003,25054
363.0,0.0,141.0,42.3,56.400000000000006,108.9,117
249.0,268.0,500.0,1000.0,950.0,498.0,500
769.0,178.0,12551.0,204581.3,210856.8,12534.7,12551
137.0,97.0,399.0,1157.1,1197.0,397.3,399
579.0,517.0,784.0,1097.6,1176.0,810.5999999999999,784
133.0,124.0,2428.0,38605.2,47588.8,2114.7000000000003,2112
78.0,22.0,690.0,5313.0,6969.0,600.6,600
101.0,65.0,450.0,2025.0,2115.0,454.5,450
1222.0,1164.0,5800.0,27260.0,29000.0,5743.400000000001,5800
1093.0,788.0,2565.0,5899.499999999999,6412.5,2513.9,2565
222.0,222.0,2385.0,25519.5,25281.0,2375.4,2385
2067.0,1510.0,10398.0,51990.0,51990.0,10335.0,10398
175.0,141.0,4137.0,81085.20000000001,109630.5,3430.0000000000005,3434
230.0,247.0,1379.0,2344.3,7722.4,391.0,400
104.0,115.0,512.0,1689.6,2304.0,343.2,338
177.0,211.0,2835.0,45360.0,37989.0,2832.0,2835
62.0,22.0,716.0,6873.599999999999,9308.0,595.1999999999999,594
487.0,45.0,1017.0,2135.7000000000003,2237.4,1022.7,1017
177.0,177.0,951.0,4279.5,5135.400000000001,796.5,789
105.0,162.0,774.0,5727.6,3715.2,777.0,774
140.0,171.0,640.0,2944.0,2368.0,644.0,640
230.0,225.0,500.0,1100.0,1100.0,506.00000000000006,500
236.0,238.0,668.0,1670.0,1870.4,590.0,601
846.0,729.0,16179.0,309018.9,359173.8,16158.6,16179
139.0,139.0,2446.0,43049.600000000006,43049.600000000006,2446.4,2446
51.0,7.0,338.0,2230.8,2467.4,336.6,338
195.0,241.0,2152.0,19798.4,19152.8,1793.9999999999998,1786
51.0,0.0,1083.0,19060.800000000003,21335.1,897.6,899
1106.0,962.0,19034.0,285510.0,376873.2,16590.0,16560
99.0,95.0,634.0,3360.2,4247.8,524.6999999999999,526
56.0,47.0,440.0,3476.0,4136.0,442.4,440
213.0,36.0,2185.0,22505.5,19665.0,2193.9,2185
