ID,AFP,Input,Output,Enquiry,File,Interface,Added,Changed,Deleted,PDR_AFP,PDR_UFP,NPDR_AFP,NPDU_UFP,Resource,Dev.Type,Duration,N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Effort
203,2143,219,657,3,485,437,1801,0,0,20.2,24.0,24.3,29.0,1,0,7.0,52172,48.46191,68.73102,44.53704,43303
204,520,181,160,9,55,25,430,0,0,6.0,7.3,6.0,7.3,2,0,8.0,3133,0.3269502,-0.066779815,0.34914726,3133
205,113,25,34,16,27,0,38,64,0,15.9,17.7,18.3,20.3,2,0,3.0,2070,1.2433934,1.4716567,1.545414,1801
206,264,85,17,26,133,0,157,98,6,10.0,10.1,12.0,12.2,1,0,6.0,3180,1.2457236,1.4750891,1.5481,2639
207,349,162,24,18,112,30,342,4,0,6.8,6.8,6.8,6.8,2,0,4.0,2360,0.3269502,-0.066779815,0.34914726,2360
208,229,88,5,0,17,131,241,0,0,11.0,10.5,12.7,12.0,2,0,5.0,2897,1.7412328,2.2050035,2.119309,2520
209,172,88,40,4,30,7,169,0,0,10.4,10.6,10.4,10.6,4,0,5.0,1788,0.6152358,0.4571789,0.73861235,1788
210,323,108,57,53,74,31,323,0,0,3.8,3.8,3.8,3.8,1,0,13.0,1238,0.3269502,-0.066779815,0.34914726,1238
211,89,15,28,17,7,30,24,73,0,5.0,4.6,5.0,4.6,2,0,4.0,442,-0.25694996,0.62014645,-1.1849934,442
212,878,113,404,161,133,17,828,0,0,3.8,4.1,4.3,4.5,1,0,5.0,3742,0.3269502,-0.066779815,0.34914726,3368
213,220,81,50,51,42,0,224,0,0,1.3,1.3,1.3,1.3,3,0,3.0,281,-0.42924145,0.96733505,-1.7588074,281
214,150,125,4,20,0,0,6,143,0,4.6,4.6,5.5,5.6,1,0,3.0,828,-1.0703719,2.105263,-3.5646362,687
215,161,60,38,30,41,0,169,0,0,1.4,1.3,1.4,1.3,1,0,2.0,220,-0.757024,1.646436,-2.877305,220
216,804,345,334,0,236,42,957,0,0,14.2,11.9,17.1,14.3,1,0,12.0,13720,6.744779,9.5755205,7.887256,11388
217,272,63,20,61,71,30,245,0,0,35.7,39.7,41.1,45.6,2,0,14.0,11172,11.614908,16.749504,13.5014,9720
218,33,8,7,0,10,15,32,8,0,4.4,3.6,4.4,3.6,2,0,2.0,145,-0.6570136,4.9790573,-5.413618,145
219,64,20,28,10,7,0,65,0,0,2.2,2.2,2.2,2.2,2,0,3.0,140,-0.6432679,4.0990605,-5.071311,140
220,277,48,110,47,49,0,84,170,0,4.6,5.0,4.6,5.0,2,0,19.0,1265,0.3269502,-0.066779815,0.34914726,1265
221,322,78,100,67,54,0,179,106,14,16.3,17.5,19.6,21.1,1,0,13.0,6316,4.2157416,5.850099,4.9718523,5242
222,164,52,56,18,7,20,110,43,0,17.0,18.2,17.0,18.2,2,0,11.0,2791,1.6756246,2.108359,2.0436785,2791
223,145,48,10,72,14,0,144,0,0,5.1,5.2,6.2,6.2,1,0,3.0,894,-0.50364304,1.1214806,-2.0126889,742
224,73,36,24,12,0,0,0,72,0,8.0,8.1,9.6,9.8,1,0,5.0,704,-0.4406148,0.99089855,-1.7976167,584
225,245,42,179,24,42,15,302,0,0,3.6,3.0,3.6,3.0,2,0,7.0,893,0.3269502,-0.066779815,0.34914726,893
226,406,209,36,125,20,0,102,288,0,13.9,14.5,16.7,17.4,1,0,7.0,6794,4.7402463,6.622727,5.5764885,5639
227,98,35,0,41,20,0,28,68,0,56.5,57.6,68.0,69.4,1,0,5.0,6666,7.105875,10.107436,8.303517,5533
228,83,44,10,3,25,0,15,63,4,4.9,5.0,6.0,6.0,1,0,3.0,494,-0.7839349,1.70219,-2.9691334,410
229,182,30,59,39,29,0,0,157,0,5.5,6.4,6.6,7.7,1,0,5.0,1206,0.3269502,-0.066779815,0.34914726,1001
230,820,460,98,199,175,0,685,212,35,3.1,2.7,3.1,2.7,4,0,11.0,2552,0.3269502,-0.066779815,0.34914726,2552
231,545,116,226,131,72,0,79,466,0,16.0,16.0,16.0,16.0,1,0,11.0,8740,3.9807253,5.5039062,4.7009315,8740
232,105,96,9,0,0,0,21,84,0,1.9,1.9,1.9,1.9,1,0,8.0,198,-2.8653703,4.921293,-7.160767,198
233,55,12,10,14,15,0,9,42,0,42.7,46.0,51.4,55.5,1,0,1.0,2828,2.6050217,3.4774148,3.1150606,2347
234,62,27,4,0,31,7,69,0,0,13.2,11.8,15.9,14.3,1,0,8.0,984,0.13135332,0.26747206,-0.60228324,817
235,109,0,105,0,0,0,0,105,0,2.3,2.4,2.8,2.9,1,0,1.0,300,0.35833433,-1.6971737,1.4137964,249
236,436,27,334,15,0,60,436,0,0,17.8,17.8,17.8,17.8,2,0,15.0,7762,3.261751,4.4448156,3.8721197,7762
237,179,60,44,6,38,40,188,0,0,4.3,4.1,5.2,5.0,1,0,4.0,935,0.3269502,-0.066779815,0.34914726,776
238,1710,932,521,233,214,0,1900,0,0,7.7,6.9,7.7,6.9,2,0,21.0,13130,0.3269502,-0.066779815,0.34914726,13130
239,128,49,15,25,31,0,120,0,0,12.8,13.7,14.8,15.8,2,0,2.0,1890,0.9615856,1.0238514,1.1902455,1644
240,174,21,7,30,50,32,140,0,0,77.7,96.6,77.7,96.6,4,0,8.0,13528,16.11803,23.382864,18.692469,13528
241,70,28,4,15,21,0,39,29,0,8.8,9.1,10.6,10.9,1,0,5.0,743,-0.69715786,1.522405,-2.673023,617
242,379,159,29,57,119,15,379,0,0,6.3,6.3,6.3,6.3,1,0,7.0,2391,0.3269502,-0.066779815,0.34914726,2391
243,258,12,16,230,0,0,26,232,0,2.3,2.3,2.3,2.3,2,0,5.0,605,-0.6592641,2.405348,-3.3525162,605
244,129,33,0,39,24,25,121,0,0,16.0,17.1,18.4,19.6,2,0,4.0,2372,1.4997212,1.8492428,1.8409016,2064
245,856,349,194,74,84,155,856,0,0,3.0,3.0,3.0,3.0,2,0,12.0,2551,0.3269502,-0.066779815,0.34914726,2551
246,127,56,14,10,39,0,25,94,0,13.1,14.0,15.8,16.9,1,0,7.0,2010,1.2796125,1.5250095,1.5871663,1668
247,381,119,107,9,28,65,137,191,0,4.8,5.5,4.8,5.5,2,0,19.0,1817,0.3269502,-0.066779815,0.34914726,1817
248,234,117,19,93,0,5,231,3,0,21.8,21.8,21.8,21.8,1,0,10.0,5103,3.9025576,5.3887625,4.610823,5103
249,215,58,62,46,51,0,82,135,0,13.2,13.1,15.9,15.7,1,0,8.0,3417,1.4638299,1.7963723,1.7995268,2836
250,1406,541,70,290,335,90,1326,0,0,10.6,11.3,10.5,11.1,4,0,1.0,14698,5.138449,7.2093034,6.035524,14938
251,85,21,67,3,0,15,22,59,25,12.3,9.9,12.3,9.9,2,0,13.0,1049,0.3269502,-0.066779815,0.34914726,1049
252,59,10,32,3,21,5,71,0,0,18.0,14.9,21.7,18.0,1,0,10.0,1278,0.42412207,0.12706032,0.4929789,1061
253,358,139,0,89,70,40,338,0,0,38.9,41.2,46.8,49.6,1,0,9.0,16770,19.128292,27.060354,18.248144,13919
254,73,40,0,12,10,0,0,62,0,50.3,59.3,60.7,71.4,1,0,7.0,4428,4.799327,6.7097535,5.644593,3675
255,597,189,96,78,239,7,609,0,0,4.3,4.2,4.3,4.2,1,0,6.0,2542,0.3269502,-0.066779815,0.34914726,2542
256,276,90,120,34,14,0,101,139,18,8.1,8.7,8.1,8.7,1,0,2.0,2244,0.3269502,-0.066779815,0.34914726,2244
257,728,181,165,15,84,167,330,27,255,11.1,13.1,13.3,15.8,1,0,4.0,9694,7.3025007,15.308718,8.132085,8046
258,59,0,55,0,0,0,11,11,33,83.8,89.9,101.0,108.3,1,0,6.0,5958,6.300524,8.921107,7.375131,4945
259,98,36,32,9,17,0,45,42,7,13.4,14.0,16.1,16.8,1,0,11.0,1582,0.8053317,0.7681999,0.98649335,1313
260,756,452,66,127,84,5,302,320,112,4.3,4.4,4.3,4.4,1,0,7.0,3214,0.3269502,-0.066779815,0.34914726,3214
261,155,120,34,0,0,0,47,107,0,3.1,3.1,3.8,3.8,1,0,10.0,582,-1.5400444,2.7271707,-4.368772,483
262,544,125,104,107,133,0,107,362,0,4.2,4.9,5.1,5.9,1,0,4.0,2778,0.3269502,-0.066779815,0.34914726,2306
263,813,27,677,34,0,100,18,820,0,2.0,1.9,2.0,1.9,2,0,9.0,1634,0.3269502,-0.066779815,0.34914726,1634
264,75,23,0,30,27,14,94,0,0,9.6,7.7,9.6,7.7,1,0,6.0,720,-1.2510802,2.6839945,-4.5791845,720
265,112,85,4,16,14,0,119,0,0,9.6,9.0,9.6,9.0,4,0,13.0,1073,-1.1859285,2.5459628,-4.3532944,1073
266,211,73,32,79,22,5,111,100,0,16.9,16.9,16.9,16.9,1,0,13.0,3566,1.8468629,2.3606026,2.2410767,3566
267,895,222,271,222,63,0,778,0,0,0.9,1.0,0.9,1.0,1,0,7.0,780,0.83473545,0.26594767,-0.4589168,780
268,74,18,7,37,7,5,74,0,0,54.0,54.0,54.0,54.0,1,0,14.0,3995,3.6659994,5.0402966,4.3381248,3995
269,3331,1049,519,399,595,360,2922,0,0,14.7,16.8,14.7,16.8,4,0,42.0,49034,33.152973,48.47634,38.329872,49034
270,64,15,18,9,15,5,12,39,11,6.1,6.3,7.4,7.6,1,0,6.0,472,-0.8987691,1.9401037,-3.3609838,392
271,1402,328,804,187,49,63,1431,0,0,12.6,12.3,12.3,12.0,1,0,23.0,17219,2.1087856,2.7464306,2.5430143,17607
272,337,128,21,86,77,25,337,0,0,1.8,1.8,1.9,1.9,1,0,8.0,657,-0.2910999,0.68610805,-1.2965916,591
273,73,0,0,67,0,10,39,38,0,11.1,10.5,13.4,12.7,1,0,6.0,978,-0.82202727,1.78111,-3.099117,812
274,64,12,28,17,7,0,47,17,0,8.8,8.8,10.6,10.6,1,0,12.0,680,-0.7301873,1.5908353,-2.7857296,564
275,1703,186,463,0,516,316,1481,0,0,5.0,5.8,5.0,5.8,3,0,8.0,8549,0.3269502,-0.066779815,0.34914726,8549
276,151,41,21,29,41,19,151,0,0,2.6,2.6,2.9,2.9,1,0,3.0,434,-0.8785375,1.898188,-3.2919476,391
277,66,27,14,6,17,0,42,22,0,27.5,28.4,33.2,34.2,1,0,2.0,2189,1.8140523,2.3122706,2.2032537,1817
278,70,24,0,3,42,5,74,0,0,7.7,7.3,9.4,8.9,2,0,3.0,659,-1.0233972,2.2016203,-3.7897747,540
279,754,301,130,204,90,0,213,512,0,9.9,10.3,11.9,12.4,1,0,8.0,8967,3.1666956,4.3047934,3.7625425,7443
280,325,106,49,31,80,12,136,142,0,26.7,31.2,32.1,37.5,1,0,6.0,10437,10.587702,15.23637,12.317266,8663
281,168,84,7,45,40,22,198,0,0,27.5,23.3,27.5,23.3,2,0,12.0,4622,3.736351,5.143929,4.4192243,4622
282,226,99,50,43,63,5,260,0,0,4.0,3.5,4.0,3.5,4,0,7.0,915,-0.29142594,0.68674695,-1.2976515,915
283,335,83,71,71,111,17,353,0,0,75.8,72.0,75.8,72.0,4,0,12.0,25401,30.568432,43.646496,29.810066,25401
284,76,21,51,3,0,0,63,12,0,7.5,7.6,9.0,9.1,1,0,5.0,686,-0.5307253,1.1775897,-2.105102,569
285,221,31,133,0,45,5,53,161,0,6.8,7.1,8.2,8.5,1,0,4.0,1822,0.3269502,-0.066779815,0.34914726,1512
286,1010,213,224,111,212,75,758,77,0,5.0,6.1,5.0,6.1,2,0,11.0,5053,0.3269502,-0.066779815,0.34914726,5053
287,116,46,12,22,35,15,130,0,0,16.7,14.9,16.7,14.9,1,0,10.0,1939,0.8655987,0.86680454,1.0650804,1939
288,39,25,0,3,14,0,11,31,0,2.9,2.7,2.9,2.7,2,0,1.0,114,-3.3207278,10.928111,-9.23494,114
289,170,75,12,23,39,0,108,41,0,9.0,10.3,9.0,10.3,4,0,8.0,1532,0.4128291,0.09815633,0.46817294,1532
290,179,85,0,49,59,0,193,0,0,26.4,24.5,31.8,29.5,1,0,4.0,5690,5.0829062,7.1274843,5.971496,4723
291,166,126,0,38,0,0,0,164,0,17.9,18.1,21.6,21.8,1,0,13.0,3580,3.1708925,4.310975,3.7673798,2971
292,354,48,34,174,73,25,354,0,0,16.5,16.5,16.5,16.5,1,0,10.0,5841,2.3518298,3.1044488,2.8231885,5841
293,615,546,0,74,7,0,627,0,0,1.5,1.5,1.5,1.5,2,0,8.0,941,-3.8458881,8.763213,-17.731153,941
294,126,46,7,18,49,15,135,0,0,8.2,7.7,8.2,7.7,2,0,8.0,1035,-0.59250826,1.3055916,-2.315925,1035
295,1390,379,377,133,182,170,1241,0,0,4.0,4.5,4.0,4.5,3,0,13.0,5597,0.3269502,-0.066779815,0.34914726,5597
296,129,30,59,10,39,0,94,44,0,23.2,21.7,27.9,26.1,1,0,8.0,3600,2.5125823,3.3412464,3.008499,2988
297,203,35,48,6,14,100,203,0,0,15.9,15.9,15.9,15.9,1,0,5.0,3219,1.8328824,2.340009,2.2249606,3219
298,758,116,312,132,30,58,648,0,0,6.1,7.1,6.1,7.1,1,0,15.0,4630,0.3269502,-0.066779815,0.34914726,4630
299,558,92,116,57,196,0,461,0,0,7.4,8.9,7.4,8.9,1,0,6.0,4112,0.3269502,-0.066779815,0.34914726,4112
300,25,14,0,4,7,0,22,0,3,23.2,23.2,23.2,23.2,1,0,6.0,580,-1.8776459,3.9066713,-6.510822,580
301,850,94,348,205,45,74,320,446,0,12.9,14.3,15.5,17.2,1,0,5.0,13183,5.7809033,8.155675,6.776127,10942
302,235,78,10,123,68,0,13,82,184,4.0,3.4,4.8,4.0,1,0,9.0,1129,-5.475926,4.3213315,-1.4657756,937
303,58,15,0,19,22,0,26,30,0,43.4,44.9,52.2,54.1,1,0,8.0,3030,2.7082682,3.6295035,3.2340806,2515
304,316,14,118,14,155,0,139,151,11,8.2,8.6,8.2,8.6,2,0,8.0,2600,0.3269502,-0.066779815,0.34914726,2600
305,7633,1240,2455,135,1732,1572,1376,5193,565,3.3,3.5,3.3,3.5,2,0,19.0,25217,0.3269502,-0.066779815,0.34914726,25217
306,119,0,118,0,0,0,95,19,4,1.5,1.5,1.8,1.8,1,0,2.0,212,0.7609941,-1.4495282,1.346837,176
307,55,12,17,6,14,10,59,0,0,6.2,5.8,7.5,7.0,1,0,3.0,411,-1.6704586,3.5724995,-6.0332303,341
308,1644,240,858,177,91,115,1481,0,0,9.9,11.0,9.9,11.0,1,0,38.0,16357,0.3269502,-0.066779815,0.34914726,16357
309,1193,196,667,149,115,54,516,485,180,2.5,2.5,3.0,3.1,1,0,12.0,3622,0.2839026,-0.032347426,0.33839536,3006
310,605,155,231,91,105,0,582,0,0,2.8,2.9,3.4,3.5,1,0,8.0,2041,0.3269502,-0.066779815,0.34914726,1694
311,389,120,94,77,63,10,198,166,0,2.9,3.1,2.9,3.1,2,0,6.0,1134,0.3269502,-0.066779815,0.34914726,1134
312,132,56,0,27,38,7,128,0,0,9.0,9.3,10.8,11.2,1,0,8.0,1429,-0.11977808,0.4244278,-0.84379864,1186
313,132,30,50,22,24,0,39,27,60,10.5,11.0,12.6,13.2,1,0,9.0,1666,-0.08444831,2.0762837,0.1648654,1383
314,286,94,36,44,38,55,267,0,0,6.0,6.5,6.0,6.5,1,0,6.0,1727,0.3269502,-0.066779815,0.34914726,1727
315,305,73,87,39,63,10,272,0,0,14.8,16.6,14.8,16.6,3,0,7.0,4504,2.2371387,2.9355023,2.690976,4504
316,268,73,105,0,70,0,248,0,0,17.9,19.4,20.6,22.2,2,0,8.0,5517,3.8647594,5.333083,4.567251,4800
317,110,36,15,0,49,10,110,0,0,23.2,23.2,23.2,23.2,2,0,24.0,2553,1.7693831,2.2464707,2.1517603,2553
318,3963,1184,616,952,1091,42,3885,0,0,4.3,4.4,4.3,4.4,2,0,11.0,16921,0.3269502,-0.066779815,0.34914726,16921
319,397,83,252,16,58,0,409,0,0,18.8,18.2,22.6,22.0,1,0,7.0,8987,5.593337,7.8793774,6.559906,7459
320,254,90,39,3,117,0,119,100,30,15.3,15.6,15.3,15.6,2,0,11.0,3877,2.580997,3.4420257,3.087366,3877
321,134,73,0,22,14,0,33,76,0,15.6,19.2,18.8,23.1,1,0,8.0,2516,2.112463,2.7518475,2.5472531,2088
322,266,101,70,26,56,5,258,0,0,17.7,18.2,21.3,21.9,1,0,8.0,5657,4.1356397,5.732105,4.879513,4695
323,237,114,11,44,42,0,181,30,0,13.5,15.2,16.3,18.3,1,0,9.0,3857,2.6724317,3.5767143,3.192769,3201
324,1243,555,15,245,394,10,1219,0,0,9.2,9.4,11.1,11.4,1,0,9.0,13843,5.088527,7.1357627,5.9779744,11490
325,666,138,233,124,105,5,605,0,0,1.1,1.2,1.1,1.2,1,0,13.0,752,0.3269502,-0.066779815,0.34914726,752
326,1810,349,423,377,457,10,1616,0,0,16.2,18.2,16.2,18.2,3,0,35.0,29399,17.145687,24.896667,19.877129,29399
327,88,56,7,15,7,0,9,76,0,26.1,27.0,31.5,32.6,1,0,6.0,2770,2.516291,3.3467095,3.0127745,2299
328,62,19,8,9,15,0,51,0,0,14.2,17.3,15.3,18.6,1,0,5.0,949,-1.0865291,2.6575952,-4.6839185,883
329,305,59,102,19,60,21,138,123,0,28.5,33.3,34.4,40.2,1,0,10.0,10484,10.226973,14.704995,11.901428,8702
330,349,107,93,97,52,0,286,63,0,10.6,10.6,10.6,10.6,1,0,8.0,3703,0.3269502,-0.066779815,0.34914726,3703
331,156,0,133,0,10,0,143,0,0,4.5,4.9,5.4,5.9,1,0,4.0,849,0.3269502,-0.066779815,0.34914726,705
332,100,24,76,3,7,0,40,70,0,14.3,13.0,14.3,13.0,1,0,15.0,1434,0.3269502,-0.066779815,0.34914726,1434
333,222,20,5,93,73,0,47,144,0,11.0,12.8,13.3,15.5,1,0,4.0,2952,0.91544837,0.9483649,1.1300834,2450
334,506,54,161,43,173,80,511,0,0,6.9,6.8,6.9,6.8,1,0,9.0,3500,0.3269502,-0.066779815,0.34914726,3500
335,123,28,0,47,15,25,115,0,0,15.4,16.5,17.7,18.9,2,0,3.0,2179,1.1530548,1.3371193,1.4399173,1896
336,252,0,109,143,0,0,109,143,0,27.1,27.1,27.1,27.1,2,0,11.0,6821,4.3387194,6.031253,5.1136174,6821
337,258,186,40,19,10,0,0,255,0,5.4,5.5,6.5,6.6,1,0,4.0,1678,0.3269502,-0.066779815,0.34914726,1393
338,166,67,88,6,0,0,37,120,4,15.7,16.2,18.9,19.5,1,0,7.0,3137,1.9051892,2.4465208,2.3083138,2604
339,181,45,39,38,42,5,169,0,0,20.1,21.5,22.6,24.2,2,0,10.0,4088,2.8486662,3.8363178,3.3959274,3638
340,284,99,112,26,28,0,220,27,18,11.4,12.2,11.4,12.2,1,0,4.0,3234,0.93012816,0.97238284,1.1492256,3234
341,52,0,60,0,0,0,0,55,5,4.8,4.2,5.8,5.1,1,0,3.0,304,-1.7347925,3.9802136,-4.386316,252
342,102,72,0,18,0,7,0,97,0,10.1,10.6,12.1,12.8,1,0,3.0,1239,-0.74999064,2.7420962,-5.024187,1028
343,58,26,29,3,0,0,22,36,0,11.9,11.9,14.4,14.4,1,0,5.0,833,-1.3231468,2.8366768,-4.8290505,691
344,1196,626,108,56,413,5,1208,0,0,6.5,6.5,6.5,6.5,4,0,15.0,7824,0.3269502,-0.066779815,0.34914726,7824
345,38,30,0,8,0,0,32,0,6,6.5,6.5,6.5,6.5,1,0,4.0,247,-2.712373,10.130013,-10.9458475,247
346,84,33,0,21,27,0,61,20,0,32.6,33.8,39.3,40.7,1,0,10.0,3299,2.936089,3.9650965,3.4967055,2738
347,73,18,14,8,44,0,40,44,0,15.4,13.3,18.5,16.1,1,0,6.0,1351,-0.022776905,0.53983986,-1.1352977,1121
348,449,352,12,12,52,0,0,428,0,35.7,37.5,43.0,45.2,1,0,8.0,19328,24.412529,33.113945,18.4139,16042
349,551,188,116,52,114,5,223,231,21,4.4,5.1,5.3,6.2,1,0,13.0,2934,0.3269502,-0.066779815,0.34914726,2435
350,194,48,47,28,27,35,185,0,0,7.4,7.8,7.4,7.8,2,0,8.0,1440,0.3269502,-0.066779815,0.34914726,1440
351,185,36,14,50,32,10,142,0,0,34.7,45.2,34.7,45.2,1,0,16.0,6416,6.3593736,9.007794,7.442971,6416
352,134,43,0,77,36,0,156,0,0,9.1,7.8,10.9,9.4,1,0,5.0,1461,-0.98860306,2.127956,-3.6692448,1213
353,1241,575,45,319,301,0,1240,0,0,8.2,8.2,8.2,8.2,1,0,15.0,10222,0.3269502,-0.066779815,0.34914726,10222
354,99,81,0,3,15,0,6,93,0,2.4,2.4,2.4,2.4,1,0,3.0,241,-4.866842,9.7818365,-10.436496,241
355,1285,685,67,133,620,7,1512,0,0,0.9,0.8,0.9,0.8,1,0,16.5,1200,-0.29510584,-0.13300481,-2.9213805,1200
356,466,164,212,12,66,7,461,0,0,3.7,3.7,4.4,4.5,1,0,10.0,2058,0.3269502,-0.066779815,0.34914726,1708
357,77,30,0,20,22,0,7,65,0,27.4,29.3,33.0,35.3,1,0,4.0,2540,2.1479616,2.8041391,2.5881748,2108
358,81,11,22,0,20,21,64,10,0,5.6,6.1,6.8,7.4,1,0,1.0,547,-1.4485652,3.1023908,-5.263894,454
359,694,61,164,168,145,60,598,0,0,5.9,6.8,5.9,6.8,4,0,8.0,4086,0.3269502,-0.066779815,0.34914726,4086
360,62,18,7,6,10,17,7,51,0,32.7,34.9,39.4,42.1,1,0,5.0,2442,2.1306891,2.7786953,2.5682635,2027
361,56,0,42,0,0,15,57,0,0,5.2,5.1,5.2,5.1,1,0,3.0,293,-0.8668931,6.554607,-7.407946,293
362,753,289,13,0,363,7,672,0,0,5.7,6.4,5.7,6.4,1,0,12.0,4301,0.3269502,-0.066779815,0.34914726,4301
363,421,177,22,217,0,5,421,0,0,39.9,39.9,39.9,39.9,1,0,15.5,16788,17.042149,24.744148,19.757772,16788
364,59,30,11,3,21,0,65,0,0,9.6,8.7,11.6,10.5,1,0,3.0,682,-2.0564196,4.390205,-7.371413,566
365,409,42,201,39,67,60,409,0,0,6.5,6.5,6.5,6.5,2,0,11.0,2672,0.3269502,-0.066779815,0.34914726,2672
366,115,21,90,4,0,0,94,21,0,16.3,16.3,16.3,16.3,2,0,12.0,1869,0.40617356,0.08072228,0.45282996,1869
367,93,58,20,4,10,0,22,70,0,8.6,8.7,10.4,10.5,1,0,3.0,967,-1.5116688,3.2360833,-5.482683,803
368,71,30,15,12,7,5,0,69,0,56.6,58.2,68.2,70.2,1,0,7.0,4842,4.899162,6.856817,5.7596793,4019
369,971,345,42,249,150,10,796,0,0,5.0,6.1,6.0,7.4,1,0,14.0,5864,0.3269502,-0.066779815,0.34914726,4867
370,74,15,7,42,0,10,74,0,0,42.3,42.3,42.3,42.3,1,0,17.0,3132,2.4490085,3.247599,2.935213,3132
371,81,18,4,25,21,10,25,30,23,1.1,1.1,1.3,1.4,1,0,1.0,107,-0.026133213,11.617413,-10.235558,89
372,106,6,33,19,0,55,113,0,0,10.6,10.0,12.8,12.0,1,0,7.0,1357,0.3269502,-0.066779815,0.34914726,1126
373,1168,516,240,176,314,10,1256,0,0,1.3,1.2,1.3,1.2,3,0,8.0,1538,-0.041571412,0.006595202,-1.0088952,1538
374,1093,392,119,235,166,47,959,0,0,6.6,7.6,6.6,7.6,1,0,11.0,7263,0.3269502,-0.066779815,0.34914726,7263
375,67,10,18,31,0,0,0,59,0,57.5,65.3,69.3,78.7,1,0,2.0,4642,4.505953,6.2775984,5.3064,3853
376,1256,270,121,450,90,50,981,0,0,23.0,29.4,41.0,52.5,1,0,28.0,51527,-212.58849,268.6911,84.25221,28855
377,72,67,5,0,0,0,6,66,0,17.3,17.3,20.9,20.9,1,0,15.0,1504,0.027357187,2.5266998,-5.0366817,1248
378,777,287,159,38,147,45,676,0,0,19.4,22.2,22.2,25.6,2,0,13.0,17286,15.428515,22.36717,17.897617,15039
379,131,30,33,18,35,12,128,0,0,37.8,38.6,45.5,46.6,1,0,13.0,5960,5.6535535,7.96808,6.6293206,4947
380,134,78,0,0,63,0,141,0,0,15.1,14.3,18.2,17.3,1,0,8.0,2433,1.6061959,2.0060866,1.9636428,2019
381,826,255,295,72,157,0,779,0,0,6.5,6.9,6.5,6.9,1,0,42.0,5400,0.3269502,-0.066779815,0.34914726,5400
382,3180,916,538,295,969,0,2718,0,0,10.4,12.2,10.4,12.2,4,0,36.0,33028,11.6162405,16.751465,13.502935,33028
383,324,175,108,29,17,5,334,0,0,15.7,15.2,15.7,15.2,1,0,13.0,5078,2.7985206,3.7624505,3.338121,5078
384,220,132,45,30,7,0,49,165,0,3.2,3.3,3.2,3.3,1,0,3.0,701,-1.9863721,4.2418003,-7.1285486,701
385,258,34,89,6,63,49,241,0,0,2.9,3.1,2.9,3.1,1,0,12.0,736,0.3269502,-0.066779815,0.34914726,736
386,139,25,19,6,29,60,139,0,0,7.0,7.0,7.0,7.0,2,0,7.0,976,-0.76877034,1.670772,-2.9173872,976
387,274,70,123,57,28,30,308,0,0,4.3,3.8,4.3,3.8,2,0,4.0,1167,0.3269502,-0.066779815,0.34914726,1167
388,231,0,86,0,50,130,266,0,0,16.3,14.1,16.3,14.1,4,0,12.0,3762,1.2959801,1.5491202,1.6060345,3762
389,126,58,15,6,21,40,22,118,0,4.9,4.4,4.9,4.4,2,0,5.0,619,-2.303183,4.275754,-6.7339826,619
390,93,0,70,0,15,10,0,95,0,11.8,11.6,14.3,14.0,1,0,8.0,1327,0.3269502,-0.066779815,0.34914726,1101
391,1825,594,569,192,259,60,1674,0,0,0.7,0.7,0.7,0.7,1,0,15.0,1210,0.17080685,-1.4654268,-7.143888,1210
392,500,229,31,130,60,0,170,227,53,11.8,13.1,14.2,15.7,1,0,8.0,7080,4.8152723,6.7332425,5.6629744,5876
393,373,129,96,21,105,50,389,12,0,6.4,6.0,6.4,6.0,2,0,10.0,2395,0.3269502,-0.066779815,0.34914726,2395
394,330,179,26,64,110,0,379,0,0,3.2,2.8,3.2,2.8,1,0,10.0,1050,-1.7320201,3.7029254,-6.2466736,1050
395,57,27,28,0,0,0,0,55,0,30.5,31.7,36.8,38.1,1,0,4.0,2098,1.6273504,2.0372481,1.9880291,1741
396,127,61,0,20,44,0,13,98,14,12.4,12.6,15.0,15.2,1,0,4.0,1902,1.1324607,1.3034251,1.4130629,1579
397,1362,579,291,171,378,0,1419,0,0,2.3,2.3,2.3,2.3,3,0,11.0,3193,0.3269502,-0.066779815,0.34914726,3193
398,1463,780,119,223,371,0,1493,0,0,24.6,24.1,24.6,24.1,4,0,23.0,36046,33.797848,49.42628,39.073265,36046
399,148,12,49,36,28,15,140,0,0,23.2,24.6,28.0,29.6,1,0,3.0,4141,2.9447637,3.9778752,3.5067055,3437
400,474,71,24,343,21,15,41,433,0,3.9,3.9,3.9,3.9,1,0,6.0,1829,-0.016851235,0.164145,-0.36777326,1829
401,77,24,18,21,14,0,18,59,0,5.3,5.3,6.4,6.4,1,0,10.0,492,-2.6692924,5.3938427,-8.612736,408
402,213,105,67,41,0,0,52,161,0,3.8,3.8,3.8,3.8,1,0,2.5,801,-1.6181055,3.4615834,-5.8517146,801
403,175,22,53,0,100,0,59,116,0,3.4,3.4,3.4,3.4,2,0,7.0,597,-0.26169682,0.6291839,-1.2005869,597
404,360,122,98,54,62,0,336,0,0,2.1,2.3,2.1,2.3,1,0,18.0,763,-0.03078365,0.18041429,-0.40156698,763
405,331,84,0,12,0,284,156,96,128,3.7,3.3,3.7,3.3,2,0,5.0,1238,-1.3723192,0.23009926,2.2921283,1238
406,285,48,187,15,35,25,310,0,0,4.4,4.0,4.4,4.0,2,0,7.0,1249,0.3269502,-0.066779815,0.34914726,1249
