FunctionalSize,ValueAdjustmentFactor,ProjectElapsedTime,DevelopmentType,BusinessAreaType,ClientServer,DevelopmentPlatform,LanguageType,FirstOS,MaxTeamSize,Generated_Var_1,Generated_Var_2,Generated_Var_3,NormalisedWorkEffortLevel1
1827,1.0379370078740158,3.0,0,2,0,2,1,2,8.448507462686567,-32.39242,-37.87042,-52.689835,2258
84,1.16,6.042685887708649,0,2,0,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1034
83,1.0379370078740158,6.042685887708649,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1151
426,1.0,6.0,1,2,1,3,1,2,4.0,-0.38672972,-0.2645816,1.1804687,2622
5,1.28,0.3,0,2,1,3,1,2,8.448507462686567,-1.4055521,0.9480877,1.1840805,34
262,1.0379370078740158,10.0,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4253
43,1.19,6.042685887708649,0,2,1,1,2,2,8.448507462686567,-0.04767608,-0.71914315,0.20579723,128
48,1.0379370078740158,6.042685887708649,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1781
915,1.0,4.0,0,2,1,1,2,2,4.0,-8.068983,-17.624313,-17.132513,1392
113,1.0,2.0,0,2,1,1,2,2,3.0,-1.0249836,-2.1640306,-0.6074308,196
149,1.0,5.0,1,2,1,1,2,2,3.0,0.09779901,-1.2897688,0.052986056,518
99,1.0379370078740158,6.042685887708649,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,3494
601,1.0,16.0,1,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,10866
826,1.0379370078740158,9.0,0,2,1,1,1,2,7.0,-0.38672972,-0.2645816,1.1804687,6418
89,1.12,6.042685887708649,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2823
219,0.95,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,5317
59,1.13,1.91,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1008
153,1.01,5.85,1,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1840
187,1.0,2.0,0,2,1,1,1,2,2.0,-1.4821669,-3.3352127,-0.93732154,343
14,1.0379370078740158,4.54,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,160
216,1.04,4.0,0,2,1,1,2,2,14.0,-0.38672972,-0.2645816,1.1804687,3613
747,1.0379370078740158,5.5,1,2,1,3,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,6767
73,1.0379370078740158,6.042685887708649,0,2,1,3,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,672
693,1.0,20.0,1,2,1,3,2,3,9.0,-0.38672972,-0.2645816,1.1804687,12510
151,1.0379370078740158,8.0,0,2,1,2,2,2,5.0,-0.38672972,-0.2645816,1.1804687,1586
57,1.0379370078740158,3.0,1,2,1,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1505
1265,1.0379370078740158,9.0,1,2,1,3,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,10770
57,1.02,2.0,0,2,1,2,2,2,2.0,-2.8835406,-1.8801079,-2.5156202,26
56,1.0379370078740158,1.9,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,568
53,1.06,2.0,0,2,1,1,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,540
291,1.0,7.0,1,2,1,1,2,1,9.0,-0.38672972,-0.2645816,1.1804687,1827
510,1.0,6.042685887708649,0,2,1,1,2,1,8.0,-0.015038542,-4.6104684,-1.3605379,1624
257,0.95,3.0,1,2,1,4,2,2,2.0,0.43869203,-1.9359777,-0.5934764,906
222,1.0379370078740158,8.0,0,2,1,2,2,2,6.0,-0.38672972,-0.2645816,1.1804687,2007
29,1.0379370078740158,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,553
4911,1.0379370078740158,19.0,1,2,1,2,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,71118
30,1.0379370078740158,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1037
52,1.0,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,361
2221,1.07,24.0,1,2,1,2,2,2,17.0,-0.38672972,-0.2645816,1.1804687,25482
184,1.0379370078740158,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1324
7,1.08,6.51,0,2,1,1,2,2,8.448507462686567,-1.0899452,0.63782895,1.1479015,45
57,1.0379370078740158,6.042685887708649,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,727
178,1.0,7.0,0,2,1,3,1,2,5.0,-0.38672972,-0.2645816,1.1804687,2865
10,1.0379370078740158,13.0,0,2,1,1,1,1,8.448507462686567,-0.4720626,-0.21084833,0.9571674,3871
96,0.94,2.0,0,2,1,4,1,1,2.0,-0.2084688,-0.34352702,0.92172134,494
6,1.08,5.26,0,2,1,4,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,734
70,1.0379370078740158,6.042685887708649,0,2,1,3,1,1,8.448507462686567,-0.37103704,-0.26198807,1.1618984,444
43,1.14,3.42,0,2,1,3,1,1,8.448507462686567,-0.32126623,-0.2761441,1.0771849,286
1163,1.0,10.0,0,2,1,3,1,1,10.0,-0.38672972,-0.2645816,1.1804687,9786
177,0.99,6.0,1,2,1,4,1,3,7.0,-0.38672972,-0.2645816,1.1804687,1946
24,1.0,3.0,0,2,1,4,1,3,4.0,-0.38672972,-0.2645816,1.1804687,708
490,1.0,5.0,1,2,1,4,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4672
270,0.85,10.0,0,2,1,4,2,1,3.0,-0.25218442,-0.31388724,0.9789628,1451
222,1.09,2.0,0,2,1,4,1,1,3.0,-2.9685624,-4.573886,-5.1048155,310
103,1.03,2.0,0,2,1,2,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2946
2777,1.06,24.0,1,1,1,1,1,1,8.0,-0.38672972,-0.2645816,1.1804687,21625
187,1.19,2.89,0,1,1,1,1,1,8.448507462686567,0.38154492,-1.5635626,-0.5088917,654
228,1.0379370078740158,3.0,0,1,1,3,2,3,4.0,-0.38672972,-0.2645816,1.1804687,1465
339,1.17,6.0,0,1,1,1,1,1,43.0,-0.38672972,-0.2645816,1.1804687,8650
242,1.0379370078740158,3.0,1,1,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,7710
133,1.07,6.042685887708649,0,1,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,8480
82,1.0,6.042685887708649,1,1,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,606
144,1.0379370078740158,6.042685887708649,0,1,1,1,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1346
3,1.17,3.42,0,1,1,1,1,1,8.448507462686567,-1.4510628,0.90897185,1.2214091,23
366,1.02,6.042685887708649,0,1,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,7359
403,1.0,24.0,1,1,1,1,1,1,8.0,-0.38672972,-0.2645816,1.1804687,7500
49,1.12,4.0,0,2,1,1,1,1,2.0,-0.38672972,-0.2645816,1.1804687,966
138,1.02,2.0,0,2,1,1,2,1,5.0,-0.38672972,-0.2645816,1.1804687,1499
632,0.95,6.042685887708649,1,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,7252
201,0.93,6.0,1,2,0,4,2,3,1.0,-0.63420206,-2.2402627,0.016931921,562
338,1.0,5.0,0,2,0,4,2,3,1.0,-0.7279039,-3.4335713,-0.09849772,973
83,1.2,6.042685887708649,0,2,0,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1145
113,1.0379370078740158,6.042685887708649,0,2,0,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1192
115,1.08,3.0,0,2,1,2,2,2,9.0,-0.38672972,-0.2645816,1.1804687,2802
763,0.94,5.0,0,2,1,2,1,2,8.0,-0.31637064,-0.27862066,1.0694102,4272
322,1.0,2.0,0,2,1,2,1,2,6.0,-1.1038927,-3.7886968,-0.5558809,835
1278,1.14,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,28441
203,1.0379370078740158,3.0,0,2,1,1,1,2,14.0,-0.38672972,-0.2645816,1.1804687,5754
246,1.0,4.0,1,2,1,1,1,2,3.0,0.6605895,-1.5516496,-0.634956,960
116,1.0,5.0,1,1,1,1,1,1,5.0,-0.38672972,-0.2645816,1.1804687,2180
145,1.17,6.042685887708649,0,1,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1594
2000,1.0,15.0,1,1,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,29600
114,1.0,3.0,0,1,1,1,2,1,2.0,-0.38672972,-0.2645816,1.1804687,678
73,1.0,8.0,0,1,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1404
43,1.02,6.042685887708649,0,1,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,3890
144,1.0,3.0,0,1,0,1,1,1,4.0,-0.3308863,-1.497544,0.23612633,426
1122,1.0,6.042685887708649,1,1,0,1,1,1,8.448507462686567,-26.628773,-25.000774,-38.900578,1208
43,1.0379370078740158,6.042685887708649,0,1,1,3,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1042
49,1.0379370078740158,2.0,0,1,0,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,500
126,1.0,3.0,0,1,0,1,2,2,5.0,-0.38672972,-0.2645816,1.1804687,1237
199,1.22,6.042685887708649,0,1,0,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,5682
79,0.94,6.042685887708649,0,1,0,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2356
100,1.0379370078740158,6.042685887708649,0,1,0,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1255
88,1.05,3.09,0,1,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1092
19,1.0379370078740158,1.9,0,1,1,2,1,2,8.448507462686567,-0.32921466,-0.27212313,1.089808,155
262,1.02,6.042685887708649,0,1,1,2,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,7258
426,1.0,6.0,1,1,1,2,1,2,2.0,1.2135068,-2.331938,-1.5413707,1680
383,1.0,5.0,1,1,1,2,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,5322
87,1.0379370078740158,2.0,0,1,1,1,2,2,8.448507462686567,0.09857116,-0.63681763,0.3580856,387
320,1.0,20.0,1,1,1,1,2,2,4.0,-0.38672972,-0.2645816,1.1804687,12180
342,1.0379370078740158,6.042685887708649,0,1,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2734
116,1.0,15.0,0,1,1,3,1,2,10.0,-0.38672972,-0.2645816,1.1804687,2630
97,1.05,4.0,0,1,1,1,1,1,1.0,-0.3401581,-0.26790693,1.1080769,530
98,1.01,4.0,1,2,1,1,2,1,12.0,-0.38672972,-0.2645816,1.1804687,2876
33,1.0379370078740158,6.042685887708649,0,2,1,3,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,270
65,1.09,4.0,0,2,1,4,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,997
88,1.0,3.0,0,2,1,4,1,3,3.0,-0.38672972,-0.2645816,1.1804687,760
3,1.0379370078740158,6.042685887708649,0,2,1,1,1,3,8.448507462686567,-0.6012404,0.03691573,1.1404859,95
79,1.07,6.042685887708649,0,2,1,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2817
103,1.0379370078740158,6.042685887708649,0,2,1,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4496
200,1.09,8.0,0,2,1,1,2,3,19.0,-0.38672972,-0.2645816,1.1804687,8151
133,1.07,4.0,0,2,1,1,1,3,3.0,-0.68652004,-1.7417643,0.08084479,334
52,1.0,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,741
89,1.0379370078740158,2.1,0,2,1,1,1,1,8.448507462686567,-0.19268343,-0.3538029,0.9023868,508
522,1.0379370078740158,10.0,1,2,1,2,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,7063
85,0.98,6.042685887708649,0,2,1,4,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,846
65,1.12,6.042685887708649,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1142
360,1.0379370078740158,6.042685887708649,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,9347
108,1.12,8.9,0,2,0,1,1,2,2.0,-0.38672972,-0.2645816,1.1804687,1652
189,1.0,12.0,1,2,0,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,5241
3,1.0379370078740158,0.69,0,2,1,1,1,2,8.448507462686567,-1.0966107,0.7113075,1.1213018,45
227,1.0379370078740158,6.042685887708649,0,2,1,3,2,2,8.448507462686567,0.44702303,-0.9895492,-0.15984151,1009
146,1.24,8.45,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2446
25,1.1,1.81,0,2,1,3,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,384
790,1.0,5.0,1,2,1,3,2,2,4.0,1.953468,-5.1131177,-3.4707425,2909
70,0.98,6.042685887708649,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1480
571,1.0379370078740158,8.0,0,2,1,3,1,2,18.0,-0.38672972,-0.2645816,1.1804687,8996
322,1.0,20.0,1,2,1,3,2,2,4.0,-0.38672972,-0.2645816,1.1804687,7850
127,1.0379370078740158,9.1,0,2,0,1,1,1,3.0,-0.38672972,-0.2645816,1.1804687,2715
351,1.0379370078740158,5.5,1,2,1,3,2,3,8.448507462686567,0.12668544,-3.2227578,-0.96265733,1118
122,1.24,6.042685887708649,0,2,1,3,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,7991
1279,1.0,15.0,1,2,1,3,1,3,8.0,-2.9978178,-13.264112,-2.0975235,3569
141,0.96,14.7,1,2,0,1,1,3,1.0,-0.38672972,-0.2645816,1.1804687,1600
150,1.0379370078740158,6.042685887708649,0,2,1,3,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2595
89,1.0379370078740158,6.042685887708649,0,2,1,3,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1712
141,1.0379370078740158,6.042685887708649,0,2,1,3,2,3,8.448507462686567,-0.2127515,-0.3406876,0.9271678,783
300,1.0,11.0,1,2,1,3,1,3,6.0,-0.43887627,-3.0336106,-0.18042597,889
106,1.03,6.042685887708649,0,2,1,3,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1261
64,1.12,3.39,0,2,1,3,1,3,8.448507462686567,-0.16418993,-0.3726157,0.86658764,347
3,1.0379370078740158,1.28,0,2,1,3,1,3,8.448507462686567,-1.3441592,0.95912397,1.1867937,42
542,1.0,8.0,1,2,1,3,1,3,2.0,1.4550394,-2.4602687,-1.8407103,2240
58,1.0379370078740158,6.042685887708649,0,2,1,3,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1062
194,0.88,6.042685887708649,1,1,1,1,1,1,8.448507462686567,-2.8617744,-4.2248673,-4.1178465,273
97,1.01,1.0,0,2,1,1,2,1,8.448507462686567,0.19014496,-0.7830973,0.1200352,404
86,1.17,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1102
56,1.0379370078740158,4.0,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,980
218,1.0,5.0,0,2,1,1,1,1,6.0,-0.38672972,-0.2645816,1.1804687,2250
108,1.1,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4461
158,1.07,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4140
16,0.95,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2114
89,1.07,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4884
121,1.06,3.0,0,2,1,1,1,1,4.0,-0.38672972,-0.2645816,1.1804687,1293
263,1.0,3.0,0,2,1,1,1,1,3.0,0.13335866,-0.54308605,0.46865228,1311
107,1.18,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,3160
70,1.09,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1699
476,1.0,9.0,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,10880
155,1.0379370078740158,3.0,0,2,1,1,1,2,7.0,-0.38672972,-0.2645816,1.1804687,1974
169,1.04,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,3705
126,1.0379370078740158,12.0,0,2,1,3,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1442
50,1.03,6.042685887708649,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,921
98,1.12,17.4,0,2,0,1,1,1,6.0,-0.38672972,-0.2645816,1.1804687,3271
391,0.99,17.0,1,2,0,1,1,1,10.0,-0.38672972,-0.2645816,1.1804687,3287
70,1.04,3.0,0,2,0,4,2,3,3.0,-0.38672972,-0.2645816,1.1804687,764
84,1.0379370078740158,6.042685887708649,0,2,0,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1353
777,1.0,7.0,0,2,0,1,1,3,5.0,2.478255,-4.288865,-3.7047093,3024
201,0.65,8.0,0,2,0,1,1,1,14.0,-0.38672972,-0.2645816,1.1804687,3926
1387,1.0379370078740158,2.7,1,2,1,3,2,3,8.448507462686567,-41.248474,-33.27966,-57.94947,1225
380,0.93,6.042685887708649,0,2,1,3,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2676
12,1.19,2.89,0,2,1,3,1,3,8.448507462686567,-0.5226053,-0.020956073,1.0387869,96
62,1.02,4.0,0,2,1,4,2,3,3.0,-0.38672972,-0.2645816,1.1804687,996
525,1.0,4.0,0,2,1,4,2,3,3.0,-20.396067,-14.882084,-24.99707,306
64,0.98,6.042685887708649,0,2,1,4,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,620
67,1.0379370078740158,3.0,0,2,1,2,1,2,9.0,-0.38672972,-0.2645816,1.1804687,1894
29,1.0379370078740158,6.0,1,2,1,4,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,395
103,1.0379370078740158,6.042685887708649,0,2,1,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1743
578,1.0,6.042685887708649,1,1,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,5134
13,1.0379370078740158,6.042685887708649,0,1,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,497
127,1.15,6.042685887708649,0,1,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,7451
473,1.0379370078740158,2.0,1,1,1,2,1,2,8.448507462686567,1.3321586,-2.116685,-1.5566648,2000
201,0.89,7.4,0,1,0,1,1,1,7.0,-0.38672972,-0.2645816,1.1804687,3804
73,1.18,6.042685887708649,0,1,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,3934
15,1.0379370078740158,6.042685887708649,0,1,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,559
385,1.0379370078740158,6.042685887708649,0,1,1,3,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,9865
41,1.0379370078740158,6.042685887708649,0,1,1,3,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,805
51,1.12,3.62,0,1,1,3,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,536
385,1.0,7.0,1,1,1,1,2,1,7.0,-0.38672972,-0.2645816,1.1804687,2761
747,1.0,9.0,0,1,1,1,1,1,3.0,2.0882201,-3.2244115,-2.819621,3108
124,1.0,4.0,1,1,1,1,1,1,2.0,-0.13369372,-0.39088544,0.82572174,616
261,1.01,6.0,0,2,1,2,2,2,8.0,-0.38672972,-0.2645816,1.1804687,2639
527,1.29,6.042685887708649,0,2,1,2,1,2,8.448507462686567,-0.29011768,-4.9665937,-1.2977713,1621
11,1.0379370078740158,6.042685887708649,0,2,1,3,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,429
254,1.0,17.0,1,2,1,3,1,2,80.0,-0.38672972,-0.2645816,1.1804687,28760
95,1.0379370078740158,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4092
416,1.0,9.0,0,2,1,1,1,2,7.0,-0.38672972,-0.2645816,1.1804687,3800
175,1.0,3.0,0,2,1,1,1,2,4.0,-0.576277,-2.0349712,0.050792843,471
1290,1.0379370078740158,8.0,1,2,1,1,1,2,31.0,-0.38672972,-0.2645816,1.1804687,22045
162,1.0,3.0,0,2,1,1,1,2,4.0,-0.38672972,-0.2645816,1.1804687,1092
262,1.0379370078740158,6.042685887708649,0,2,1,3,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,5729
99,1.0379370078740158,6.042685887708649,0,2,1,3,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1761
31,1.0379370078740158,6.042685887708649,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,543
30,1.0,2.0,0,2,1,1,2,2,2.0,-0.38672972,-0.2645816,1.1804687,301
79,1.0,6.0,1,2,1,1,1,2,2.0,-0.38672972,-0.2645816,1.1804687,1108
2391,1.0,5.0,0,2,1,1,1,2,9.0,-18.39152,-44.63976,-36.899067,3889
406,1.0,6.042685887708649,1,2,1,1,1,2,8.448507462686567,-2.0455258,-5.421415,-1.2360638,964
2027,1.0,20.0,1,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,28160
3622,1.0379370078740158,5.0,0,2,1,1,1,1,8.448507462686567,12.418391,-17.160967,-19.3834,14573
120,1.12,1.97,0,2,1,1,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,912
50,1.14,6.042685887708649,0,2,1,1,1,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1132
370,1.0379370078740158,4.6,0,2,1,1,1,1,8.448507462686567,1.1117781,-2.0135324,-1.2943765,1505
391,1.0,10.0,1,2,1,1,1,1,9.0,-0.38672972,-0.2645816,1.1804687,3247
144,1.01,3.0,0,2,1,1,2,1,4.0,-0.09335417,-0.41505224,0.77166563,742
44,1.0379370078740158,6.042685887708649,0,2,1,3,1,1,8.448507462686567,-0.14341813,-0.43159765,0.7443928,219
160,1.16,6.042685887708649,0,2,1,3,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1479
213,1.0379370078740158,6.042685887708649,0,2,1,3,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,6391
550,1.0,7.0,1,2,1,3,1,1,9.0,-0.38672972,-0.2645816,1.1804687,9296
14,0.76,0.62,0,2,1,3,1,1,8.448507462686567,-0.38586813,-0.2640645,1.1810223,162
161,1.0379370078740158,8.4,1,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,9808
27,1.0379370078740158,0.8,0,2,1,1,1,1,8.448507462686567,-0.17671233,-0.4921409,0.3879167,96
64,1.0,1.0,1,1,0,1,1,1,3.0,-0.38672972,-0.2645816,1.1804687,1073
75,1.22,6.042685887708649,0,1,0,1,2,2,8.448507462686567,0.06669431,-0.70476687,0.34910944,303
82,1.0379370078740158,6.042685887708649,0,1,1,3,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1571
96,1.02,5.0,0,2,1,3,2,2,26.0,-0.38672972,-0.2645816,1.1804687,6666
3,1.1,0.72,0,2,1,3,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,367
51,1.0,10.0,0,2,1,3,2,2,1.0,-0.38672972,-0.2645816,1.1804687,337
82,1.01,3.0,0,2,1,3,2,2,4.0,-0.14542477,-0.3838576,0.84144175,410
231,1.07,11.6,0,2,0,1,1,2,6.3,-0.38672972,-0.2645816,1.1804687,5079
314,1.0,6.042685887708649,1,2,0,1,1,2,8.0,0.9122588,-1.8336109,-1.0152334,1260
476,1.0379370078740158,6.9,1,2,1,3,2,3,8.448507462686567,-24.412088,-16.22993,-25.546576,64
38,1.0379370078740158,6.042685887708649,0,2,1,1,1,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1359
42,1.0379370078740158,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,882
77,1.0,3.12,0,2,1,1,1,1,8.448507462686567,-0.028101362,-0.48115546,0.62814367,378
22,1.0379370078740158,6.042685887708649,0,2,1,3,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,291
42,1.0379370078740158,6.042685887708649,0,2,1,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,776
157,1.16,5.0,0,2,1,2,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1000
165,1.0379370078740158,6.042685887708649,0,2,1,1,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,1063
51,1.08,1.0,0,2,1,2,2,2,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2828
69,0.9,8.0,0,2,0,2,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,984
12,1.0379370078740158,6.042685887708649,0,2,1,3,2,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,355
105,1.04,1.0,0,2,1,4,2,3,8.448507462686567,0.043335535,-1.2062936,-0.24293718,300
70,0.92,0.46,0,2,1,4,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,942
124,1.12,10.7,0,2,0,1,1,3,1.75,-0.38672972,-0.2645816,1.1804687,1000
142,1.0,7.0,0,2,0,1,1,3,7.0,-0.38672972,-0.2645816,1.1804687,2744
269,1.0379370078740158,6.042685887708649,0,2,1,3,2,3,8.448507462686567,-0.38672972,-0.2645816,1.1804687,4045
180,1.0379370078740158,29.9,0,2,1,1,1,1,9.0,-0.38672972,-0.2645816,1.1804687,12272
477,1.09,16.0,0,2,0,1,1,1,6.0,-0.38672972,-0.2645816,1.1804687,4529
141,1.0379370078740158,6.042685887708649,0,2,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,5156
188,0.95,4.0,1,2,0,1,2,1,2.0,0.34636194,-1.0736488,-0.103244394,776
245,1.0,11.0,1,2,0,1,2,1,2.0,0.19173494,-0.65465,0.2623478,1152
860,1.0,6.0,1,2,0,1,2,1,4.0,-4.346755,-10.805009,-2.5020168,2074
116,1.0379370078740158,6.042685887708649,0,2,0,1,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,2425
73,0.89,5.0,0,2,0,1,1,1,4.0,-0.38672972,-0.2645816,1.1804687,912
480,1.0,7.0,1,2,0,1,1,1,3.0,-3.0381064,-7.150919,-2.0228975,1042
467,1.0,2.0,0,2,0,1,1,1,4.0,-1.9424177,-5.457126,-0.8159369,1192
68,1.03,5.0,0,2,0,1,2,1,1.0,-0.38672972,-0.2645816,1.1804687,617
36,1.0379370078740158,6.042685887708649,0,2,1,3,1,1,8.448507462686567,-0.38672972,-0.2645816,1.1804687,608
3389,1.0,44.0,1,2,1,3,1,1,34.0,-0.38672972,-0.2645816,1.1804687,73920
