N_effort,Generated_Var_1,Generated_Var_2,Generated_Var_3,Generated_Var_4,Generated_Var_5,Effort
1167.0,18.239288,-9.712328,9.547847,-2.4068458,-56.951046,1167
3762.0,49.75853,-41.752476,29.208826,-9.18866,-173.9365,3762
619.0,14.336837,-13.803883,17.846476,-0.08472711,-55.30164,619
1327.0,21.68647,-17.972029,12.817569,-3.9775908,-75.48274,1101
1210.0,54.838768,20.194849,57.63419,62.18767,-114.27579,1210
7080.0,92.56742,-78.65796,53.435356,-17.569035,-322.71597,5876
2395.0,29.776289,-23.577837,17.357782,-5.278399,-102.38449,2395
1050.0,18.008324,-4.0566864,15.694558,-2.3648336,-51.914272,1050
2098.0,30.663292,-26.519846,16.92684,-6.282082,-104.9665,1741
1902.0,27.615591,-22.99471,16.27958,-5.0782237,-96.27722,1579
3193.0,38.39854,-1.5334631,17.33786,-5.7261395,-105.96177,3193
36046.0,443.72592,-375.49072,259.24603,-82.321526,-1555.6505,36046
4141.0,53.219913,-47.65006,27.627842,-11.8446865,-179.5076,3437
1829.0,36.361366,-30.403446,21.386234,-6.701717,-126.95023,1829
492.0,12.322327,-14.353185,24.155626,1.4971325,-47.668785,408
801.0,18.016373,-14.62806,16.95451,-1.9074223,-64.6151,801
597.0,11.73357,-11.202209,13.801561,-0.249574,-45.771763,597
763.0,15.380439,-4.5337715,21.350958,0.812277,-47.396908,763
1238.0,24.212214,-20.5674,17.799,-4.2765203,-86.11148,1238
1249.0,18.904856,-11.566898,10.344795,-2.7327297,-60.868694,1249
15807.0,206.14629,-183.75862,108.993164,-44.68034,-701.591,13752
9296.0,117.10262,-98.80111,68.53098,-21.689861,-410.1243,9296
396.0,14.886236,-25.22084,22.265724,2.5427072,-63.76942,329
3088.0,43.55812,-36.499973,25.588411,-8.0376625,-152.19052,3088
380.0,15.858678,-9.818198,31.418879,-0.91309506,-44.50172,380
2811.0,46.62877,-39.101185,27.381363,-8.607677,-162.95984,2333
2109.0,42.103405,-35.26765,24.739002,-7.7676225,-147.0886,2109
11586.0,142.17635,-124.17963,78.20475,-29.14339,-489.2913,10080
553.0,13.118365,-11.635015,19.134754,0.948178,-49.229794,553
354.0,16.850193,-9.921178,33.27493,0.32764643,-45.300663,354
190.0,19.116314,-9.134402,35.240055,18.062485,-47.991665,190
6605.0,88.107124,-74.23839,51.600536,-16.307379,-308.43185,5482
3845.0,46.22994,-38.76333,27.148483,-8.53364,-161.56108,3191
3986.0,72.35023,-53.624966,42.735363,-7.554089,-240.63239,3986
560.0,15.116486,-13.717152,24.817595,1.9885533,-58.33855,560
96.0,18.289993,-18.96976,47.172455,11.485365,-47.464874,80
7816.0,86.44204,-72.82787,50.6283,-15.998293,-302.59213,7816
2412.0,32.666496,-28.778234,17.406925,-7.036507,-110.69821,2002
1557.0,28.7083,-23.920372,16.91761,-5.2810674,-100.10956,1557
1417.0,22.277796,-11.086819,11.352664,-2.8131492,-68.635025,1417
1501.0,21.784098,-18.807705,11.899906,-4.50372,-74.468414,1246
4158.0,60.124687,-50.53387,35.261616,-11.112946,-210.29247,4158
778.0,24.107782,-18.155792,23.614937,1.7878554,-83.99779,646
2310.0,35.846832,-29.967577,21.08579,-6.6062055,-125.14566,2310
1102.0,16.703325,-13.360021,10.814819,-3.057812,-57.76267,992
8543.0,104.77237,-93.61033,54.96129,-22.9665,-355.324,7091
4134.0,58.30582,-48.99307,34.199585,-10.775307,-203.91338,3431
1213.0,19.322939,-16.339508,11.994783,-3.7960951,-67.24039,1007
54620.0,594.132,-283.0671,290.6478,-72.647835,-1817.7404,54620
1049.0,19.56911,-18.270525,18.440948,-2.201164,-73.016525,871
19699.0,270.0192,-228.34003,157.81886,-50.07606,-946.4301,19699
2325.0,35.39696,-29.58648,20.823116,-6.522694,-123.56789,1930
7505.0,84.38978,-70.115524,49.283875,-15.46418,-294.29245,7505
363.0,24.946478,-2.8151078,40.53063,21.052168,-61.614536,300
420.0,17.184055,-12.527903,36.269295,1.3286078,-48.98364,349
2455.0,31.310572,-26.12481,18.437075,-5.764132,-109.236176,2038
724.0,12.995087,-12.109553,21.571215,1.7774272,-50.412838,601
667.0,14.639218,-14.532221,18.672903,0.22774905,-58.478992,667
4319.0,57.10451,-51.502037,29.20726,-12.932747,-191.92041,3585
2308.0,33.708588,-28.15622,19.837276,-6.2092767,-117.646454,1916
3930.0,45.640694,-27.793154,24.479685,-6.5559926,-146.93973,3655
5432.0,71.09419,-59.826378,41.666702,-13.149235,-248.76447,5432
170.0,20.736519,-15.125373,47.909477,6.6630697,-47.366722,170
2196.0,30.8294,-25.717197,18.156118,-5.674813,-107.54862,1823
4352.0,51.740463,-43.431408,30.366072,-9.556566,-180.88748,3612
3981.0,93.02557,-55.225605,54.41395,3.990566,-284.99667,3981
2390.0,33.555374,-28.542067,19.115883,-6.5289683,-116.080795,1984
4393.0,60.438183,-51.442005,34.67342,-11.60578,-210.02997,3646
3800.0,48.17388,-40.410084,28.28355,-8.894497,-168.37883,3800
498.0,17.5261,-12.190264,31.907219,-0.9234274,-52.6473,498
27000.0,336.8273,-284.93466,196.8281,-62.47775,-1180.7384,27000
1694.0,28.887505,-24.072178,17.022245,-5.3143296,-100.73805,1694
3393.0,43.187943,-37.181797,24.17751,-8.64226,-148.78238,2952
451.0,16.47177,-18.149094,36.091877,2.1092713,-55.147602,374
300.0,21.397507,-10.307905,38.162895,13.570226,-56.724247,300
7575.0,81.48596,13.540701,20.995075,-3.9978049,-221.93335,7575
4002.0,47.824142,-40.805866,27.248688,-9.297693,-165.68536,3322
5196.0,68.9457,-58.006336,40.4122,-12.750416,-241.22934,5196
2566.0,34.40696,-28.747826,20.24505,-6.33892,-120.09578,2566
2031.0,32.40043,-27.04805,19.07344,-5.9664445,-113.0585,1686
26940.0,328.31754,-280.14377,188.95706,-62.533604,-1145.768,25054
141.0,20.251316,-26.214256,43.312393,16.809536,-73.327415,117
500.0,21.15938,-7.651936,37.34115,7.9749746,-58.729824,500
12551.0,176.03714,-148.7258,102.942825,-32.62999,-616.81824,12551
399.0,17.852194,-12.076624,33.566925,3.602207,-52.314938,399
784.0,25.688696,1.9009107,33.352753,10.041781,-62.32886,784
2428.0,31.908834,-27.41305,17.848461,-6.40377,-109.678055,2112
690.0,14.060463,-14.619703,21.255577,1.0433781,-55.17751,600
450.0,14.99711,-11.053564,29.396656,0.70419616,-48.34728,450
5800.0,69.122894,-49.438873,38.91709,-11.258194,-231.34283,5800
2565.0,39.38977,-20.294611,20.038227,-5.0728974,-122.28287,2565
2385.0,30.368896,-25.327099,17.887234,-5.5893264,-105.933556,2385
10398.0,131.81932,-111.267944,77.12406,-24.421745,-461.73837,10398
4137.0,53.068672,-47.014084,28.166487,-11.469982,-180.16861,3434
1379.0,-7.194367,-53.87511,14.678563,1.1313989,-22.56979,400
512.0,14.875987,-14.549702,34.025146,2.9336846,-50.57224,338
2835.0,38.246384,-32.00029,22.486889,-7.051636,-133.56133,2835
716.0,14.865739,-16.218021,25.68237,1.57884,-58.11973,594
1017.0,30.86927,-22.348667,22.508799,-1.4013512,-103.03466,1017
951.0,15.669315,-13.083559,20.420292,0.2116124,-57.735737,789
774.0,17.650606,-10.490257,22.699944,0.34214514,-57.266026,774
640.0,15.7407255,-8.937257,25.94668,1.8912067,-51.992867,640
500.0,17.288157,-7.8399577,31.297884,6.469107,-50.800236,500
668.0,17.868757,-9.692501,31.810715,3.4729865,-58.899807,601
16179.0,198.59048,-167.83122,116.11169,-36.816616,-695.9169,16179
2446.0,32.306202,-26.968231,19.018421,-5.9489503,-112.72804,2446
338.0,19.326971,-17.025421,41.91742,-0.28584653,-52.76086,338
2152.0,25.542412,-21.4921,14.764635,-4.8649335,-88.46863,1786
1083.0,18.564693,-17.846298,17.959114,-2.0713332,-69.54976,899
19034.0,228.29774,-197.16159,128.45897,-45.148304,-791.27795,16560
634.0,14.156489,-12.679792,27.015713,1.6921964,-51.23019,526
440.0,19.873293,-12.158397,40.083485,-1.2633431,-53.81459,440
2185.0,36.357407,-30.400093,21.38392,-6.7009845,-126.93634,2185
