Dataset                      Metric                   Metric Value    d    n
../datasets_2/albrecht.arff  MAE                       16.15          6   14
../datasets_2/albrecht.arff  Median Absolute Error     10.5           6   14
../datasets_2/albrecht.arff  RMSE                      21.7533        6   14
../datasets_2/albrecht.arff  R2 Score                   0.627399      6   14
../datasets_2/albrecht.arff  MAE                       15.35          6   15
../datasets_2/albrecht.arff  Median Absolute Error      6.5           6   15
../datasets_2/albrecht.arff  RMSE                      21.4384        6   15
../datasets_2/albrecht.arff  R2 Score                   0.638108      6   15
../datasets_2/albrecht.arff  MAE                       18.36          6   16
../datasets_2/albrecht.arff  Median Absolute Error     15.9           6   16
../datasets_2/albrecht.arff  RMSE                      22.5926        6   16
../datasets_2/albrecht.arff  R2 Score                   0.598094      6   16
../datasets_2/albrecht.arff  MAE                        6.98          6   17
../datasets_2/albrecht.arff  Median Absolute Error      2.8           6   17
../datasets_2/albrecht.arff  RMSE                      10.7379        6   17
../datasets_2/albrecht.arff  R2 Score                   0.909212      6   17
../datasets_2/albrecht.arff  MAE                       26.42          6   18
../datasets_2/albrecht.arff  Median Absolute Error     15.9           6   18
../datasets_2/albrecht.arff  RMSE                      36.0181        6   18
../datasets_2/albrecht.arff  R2 Score                  -0.0214899     6   18
../datasets_2/albrecht.arff  MAE                       26.42          6   19
../datasets_2/albrecht.arff  Median Absolute Error     10.5           6   19
../datasets_2/albrecht.arff  RMSE                      35.7864        6   19
../datasets_2/albrecht.arff  R2 Score                  -0.00839395    6   19
../datasets_2/albrecht.arff  MAE                        9.94          6   20
../datasets_2/albrecht.arff  Median Absolute Error      5.1           6   20
../datasets_2/albrecht.arff  RMSE                      12.8694        6   20
../datasets_2/albrecht.arff  R2 Score                   0.86959       6   20
../datasets_2/albrecht.arff  MAE                       16.6367        7   11
../datasets_2/albrecht.arff  Median Absolute Error      7.15          7   11
../datasets_2/albrecht.arff  RMSE                      21.6878        7   11
../datasets_2/albrecht.arff  R2 Score                   0.629639      7   11
../datasets_2/albrecht.arff  MAE                        7.74667       7   12
../datasets_2/albrecht.arff  Median Absolute Error      5.23333       7   12
../datasets_2/albrecht.arff  RMSE                      11.0661        7   12
../datasets_2/albrecht.arff  R2 Score                   0.903576      7   12
../datasets_2/albrecht.arff  MAE                        8.54667       7   13
../datasets_2/albrecht.arff  Median Absolute Error      5.23333       7   13
../datasets_2/albrecht.arff  RMSE                      11.6645        7   13
../datasets_2/albrecht.arff  R2 Score                   0.892867      7   13
../datasets_2/albrecht.arff  MAE                        8.67          7   14
../datasets_2/albrecht.arff  Median Absolute Error      6.1           7   14
../datasets_2/albrecht.arff  RMSE                      11.3528        7   14
../datasets_2/albrecht.arff  R2 Score                   0.898515      7   14
../datasets_2/albrecht.arff  MAE                       16.15          7   15
../datasets_2/albrecht.arff  Median Absolute Error     10.5           7   15
../datasets_2/albrecht.arff  RMSE                      21.7533        7   15
../datasets_2/albrecht.arff  R2 Score                   0.627399      7   15
../datasets_2/albrecht.arff  MAE                       17.15          7   16
../datasets_2/albrecht.arff  Median Absolute Error     10.5           7   16
../datasets_2/albrecht.arff  RMSE                      21.9182        7   16
../datasets_2/albrecht.arff  R2 Score                   0.62173       7   16
../datasets_2/albrecht.arff  MAE                       16.4           7   17
../datasets_2/albrecht.arff  Median Absolute Error      6.5           7   17
../datasets_2/albrecht.arff  RMSE                      21.6172        7   17
../datasets_2/albrecht.arff  R2 Score                   0.632047      7   17
../datasets_2/albrecht.arff  MAE                       17.62          7   18
../datasets_2/albrecht.arff  Median Absolute Error     15.9           7   18
../datasets_2/albrecht.arff  RMSE                      22.4397        7   18
../datasets_2/albrecht.arff  R2 Score                   0.603513      7   18
../datasets_2/albrecht.arff  MAE                       18.36          7   19
../datasets_2/albrecht.arff  Median Absolute Error     15.9           7   19
../datasets_2/albrecht.arff  RMSE                      22.5926        7   19
../datasets_2/albrecht.arff  R2 Score                   0.598094      7   19
../datasets_2/albrecht.arff  MAE                       18.36          7   20
../datasets_2/albrecht.arff  Median Absolute Error     15.9           7   20
../datasets_2/albrecht.arff  RMSE                      22.5926        7   20
../datasets_2/albrecht.arff  R2 Score                   0.598094      7   20
../datasets_2/albrecht.arff  MAE                       15.4267        8   11
../datasets_2/albrecht.arff  Median Absolute Error      6.5           8   11
../datasets_2/albrecht.arff  RMSE                      21.4565        8   11
../datasets_2/albrecht.arff  R2 Score                   0.637499      8   11
../datasets_2/albrecht.arff  MAE                       17.4367        8   12
../datasets_2/albrecht.arff  Median Absolute Error     10.5           8   12
../datasets_2/albrecht.arff  RMSE                      21.9991        8   12
../datasets_2/albrecht.arff  R2 Score                   0.61893       8   12
../datasets_2/albrecht.arff  MAE                       15.4267        8   13
../datasets_2/albrecht.arff  Median Absolute Error      6.5           8   13
../datasets_2/albrecht.arff  RMSE                      21.4565        8   13
../datasets_2/albrecht.arff  R2 Score                   0.637499      8   13
../datasets_2/albrecht.arff  MAE                        9.89          8   14
../datasets_2/albrecht.arff  Median Absolute Error      4.85          8   14
../datasets_2/albrecht.arff  RMSE                      12.8501        8   14
../datasets_2/albrecht.arff  R2 Score                   0.869982      8   14
../datasets_2/albrecht.arff  MAE                        8.47          8   15
../datasets_2/albrecht.arff  Median Absolute Error      4.85          8   15
../datasets_2/albrecht.arff  RMSE                      11.6313        8   15
../datasets_2/albrecht.arff  R2 Score                   0.893476      8   15
../datasets_2/albrecht.arff  MAE                       16.15          8   16
../datasets_2/albrecht.arff  Median Absolute Error     10.5           8   16
../datasets_2/albrecht.arff  RMSE                      21.7533        8   16
../datasets_2/albrecht.arff  R2 Score                   0.627399      8   16
../datasets_2/albrecht.arff  MAE                        9.14          8   17
../datasets_2/albrecht.arff  Median Absolute Error      6.5           8   17
../datasets_2/albrecht.arff  RMSE                      11.6357        8   17
../datasets_2/albrecht.arff  R2 Score                   0.893395      8   17
../datasets_2/albrecht.arff  MAE                       15.4           8   18
../datasets_2/albrecht.arff  Median Absolute Error      6.5           8   18
../datasets_2/albrecht.arff  RMSE                      21.45          8   18
../datasets_2/albrecht.arff  R2 Score                   0.637716      8   18
../datasets_2/albrecht.arff  MAE                        8.52          8   19
../datasets_2/albrecht.arff  Median Absolute Error      5.1           8   19
../datasets_2/albrecht.arff  RMSE                      11.6526        8   19
../datasets_2/albrecht.arff  R2 Score                   0.893084      8   19
../datasets_2/albrecht.arff  MAE                       10.68          8   20
../datasets_2/albrecht.arff  Median Absolute Error      6.5           8   20
../datasets_2/albrecht.arff  RMSE                      13.1341        8   20
../datasets_2/albrecht.arff  R2 Score                   0.864171      8   20
../datasets_2/albrecht.arff  MAE                        8.00667       9   11
../datasets_2/albrecht.arff  Median Absolute Error      5.23333       9   11
../datasets_2/albrecht.arff  RMSE                      11.1626        9   11
../datasets_2/albrecht.arff  R2 Score                   0.901887      9   11
../datasets_2/albrecht.arff  MAE                        9.75667       9   12
../datasets_2/albrecht.arff  Median Absolute Error      7.15          9   12
../datasets_2/albrecht.arff  RMSE                      12.0848        9   12
../datasets_2/albrecht.arff  R2 Score                   0.885007      9   12
../datasets_2/albrecht.arff  MAE                       26.4467        9   13
../datasets_2/albrecht.arff  Median Absolute Error     15.9           9   13
../datasets_2/albrecht.arff  RMSE                      36.0219        9   13
../datasets_2/albrecht.arff  R2 Score                  -0.0217069     9   13
../datasets_2/albrecht.arff  MAE                       17.15          9   14
../datasets_2/albrecht.arff  Median Absolute Error     10.5           9   14
../datasets_2/albrecht.arff  RMSE                      21.9182        9   14
../datasets_2/albrecht.arff  R2 Score                   0.62173       9   14
../datasets_2/albrecht.arff  MAE                        9.09          9   15
../datasets_2/albrecht.arff  Median Absolute Error      6.5           9   15
../datasets_2/albrecht.arff  RMSE                      11.6143        9   15
../datasets_2/albrecht.arff  R2 Score                   0.893786      9   15
../datasets_2/albrecht.arff  MAE                       24.95          9   16
../datasets_2/albrecht.arff  Median Absolute Error     10.5           9   16
../datasets_2/albrecht.arff  RMSE                      35.5945        9   16
../datasets_2/albrecht.arff  R2 Score                   0.00239612    9   16
../datasets_2/albrecht.arff  MAE                       23.46          9   17
../datasets_2/albrecht.arff  Median Absolute Error      5.1           9   17
../datasets_2/albrecht.arff  RMSE                      35.3126        9   17
../datasets_2/albrecht.arff  R2 Score                   0.0181318     9   17
../datasets_2/albrecht.arff  MAE                       17.2           9   18
../datasets_2/albrecht.arff  Median Absolute Error     10.5           9   18
../datasets_2/albrecht.arff  RMSE                      21.9295        9   18
../datasets_2/albrecht.arff  R2 Score                   0.621338      9   18
../datasets_2/albrecht.arff  MAE                       16.2           9   19
../datasets_2/albrecht.arff  Median Absolute Error     10.5           9   19
../datasets_2/albrecht.arff  RMSE                      21.7647        9   19
../datasets_2/albrecht.arff  R2 Score                   0.627008      9   19
../datasets_2/albrecht.arff  MAE                       16.2           9   20
../datasets_2/albrecht.arff  Median Absolute Error     10.5           9   20
../datasets_2/albrecht.arff  RMSE                      21.7647        9   20
../datasets_2/albrecht.arff  R2 Score                   0.627008      9   20
../datasets_2/albrecht.arff  MAE                        8.54667      10   11
../datasets_2/albrecht.arff  Median Absolute Error      5.23333      10   11
../datasets_2/albrecht.arff  RMSE                      11.6645       10   11
../datasets_2/albrecht.arff  R2 Score                   0.892867     10   11
../datasets_2/albrecht.arff  MAE                        8.00667      10   12
../datasets_2/albrecht.arff  Median Absolute Error      5.23333      10   12
../datasets_2/albrecht.arff  RMSE                      11.1626       10   12
../datasets_2/albrecht.arff  R2 Score                   0.901887     10   12
../datasets_2/albrecht.arff  MAE                        7.00667      10   13
../datasets_2/albrecht.arff  Median Absolute Error      2.8          10   13
../datasets_2/albrecht.arff  RMSE                      10.7507       10   13
../datasets_2/albrecht.arff  R2 Score                   0.908995     10   13
../datasets_2/albrecht.arff  MAE                        9.89         10   14
../datasets_2/albrecht.arff  Median Absolute Error      4.85         10   14
../datasets_2/albrecht.arff  RMSE                      12.8501       10   14
../datasets_2/albrecht.arff  R2 Score                   0.869982     10   14
../datasets_2/albrecht.arff  MAE                       16.77         10   15
../datasets_2/albrecht.arff  Median Absolute Error      8.2          10   15
../datasets_2/albrecht.arff  RMSE                      21.7443       10   15
../datasets_2/albrecht.arff  R2 Score                   0.62771      10   15
../datasets_2/albrecht.arff  MAE                       16.15         10   16
../datasets_2/albrecht.arff  Median Absolute Error     10.5          10   16
../datasets_2/albrecht.arff  RMSE                      21.7533       10   16
../datasets_2/albrecht.arff  R2 Score                   0.627399     10   16
../datasets_2/albrecht.arff  MAE                       14.66         10   17
../datasets_2/albrecht.arff  Median Absolute Error      5.1          10   17
../datasets_2/albrecht.arff  RMSE                      21.289        10   17
../datasets_2/albrecht.arff  R2 Score                   0.643135     10   17
../datasets_2/albrecht.arff  MAE                       25            10   18
../datasets_2/albrecht.arff  Median Absolute Error     10.5          10   18
../datasets_2/albrecht.arff  RMSE                      35.6015       10   18
../datasets_2/albrecht.arff  R2 Score                   0.00200439   10   18
../datasets_2/albrecht.arff  MAE                       18.36         10   19
../datasets_2/albrecht.arff  Median Absolute Error     15.9          10   19
../datasets_2/albrecht.arff  RMSE                      22.5926       10   19
../datasets_2/albrecht.arff  R2 Score                   0.598094     10   19
../datasets_2/albrecht.arff  MAE                        9.94         10   20
../datasets_2/albrecht.arff  Median Absolute Error      5.1          10   20
../datasets_2/albrecht.arff  RMSE                      12.8694       10   20
../datasets_2/albrecht.arff  R2 Score                   0.86959      10   20
../datasets_2/kemerer.arff   MAE                       95.45          5   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   11
../datasets_2/kemerer.arff   RMSE                     107.486         5   11
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   11
../datasets_2/kemerer.arff   MAE                       95.45          5   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   12
../datasets_2/kemerer.arff   RMSE                     107.486         5   12
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   12
../datasets_2/kemerer.arff   MAE                       76.2833        5   13
../datasets_2/kemerer.arff   Median Absolute Error     48.8           5   13
../datasets_2/kemerer.arff   RMSE                      99.1475        5   13
../datasets_2/kemerer.arff   R2 Score                  -0.186265      5   13
../datasets_2/kemerer.arff   MAE                       95.45          5   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   14
../datasets_2/kemerer.arff   RMSE                     107.486         5   14
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   14
../datasets_2/kemerer.arff   MAE                       95.45          5   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   15
../datasets_2/kemerer.arff   RMSE                     107.486         5   15
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   15
../datasets_2/kemerer.arff   MAE                       95.45          5   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   16
../datasets_2/kemerer.arff   RMSE                     107.486         5   16
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   16
../datasets_2/kemerer.arff   MAE                       95.45          5   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   17
../datasets_2/kemerer.arff   RMSE                     107.486         5   17
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   17
../datasets_2/kemerer.arff   MAE                       95.45          5   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   18
../datasets_2/kemerer.arff   RMSE                     107.486         5   18
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   18
../datasets_2/kemerer.arff   MAE                       95.45          5   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   19
../datasets_2/kemerer.arff   RMSE                     107.486         5   19
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   19
../datasets_2/kemerer.arff   MAE                       95.45          5   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7           5   20
../datasets_2/kemerer.arff   RMSE                     107.486         5   20
../datasets_2/kemerer.arff   R2 Score                  -0.394199      5   20
../datasets_2/kemerer.arff   MAE                       93.0667        6   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   11
../datasets_2/kemerer.arff   RMSE                     103.872         6   11
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   11
../datasets_2/kemerer.arff   MAE                       93.0667        6   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   12
../datasets_2/kemerer.arff   RMSE                     103.872         6   12
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   12
../datasets_2/kemerer.arff   MAE                       78.6667        6   13
../datasets_2/kemerer.arff   Median Absolute Error     48.8           6   13
../datasets_2/kemerer.arff   RMSE                     103.094         6   13
../datasets_2/kemerer.arff   R2 Score                  -0.282571      6   13
../datasets_2/kemerer.arff   MAE                       97.8333        6   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   14
../datasets_2/kemerer.arff   RMSE                     111.137         6   14
../datasets_2/kemerer.arff   R2 Score                  -0.490504      6   14
../datasets_2/kemerer.arff   MAE                       78.6667        6   15
../datasets_2/kemerer.arff   Median Absolute Error     48.8           6   15
../datasets_2/kemerer.arff   RMSE                     103.094         6   15
../datasets_2/kemerer.arff   R2 Score                  -0.282571      6   15
../datasets_2/kemerer.arff   MAE                       78.6667        6   16
../datasets_2/kemerer.arff   Median Absolute Error     48.8           6   16
../datasets_2/kemerer.arff   RMSE                     103.094         6   16
../datasets_2/kemerer.arff   R2 Score                  -0.282571      6   16
../datasets_2/kemerer.arff   MAE                       93.0667        6   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   17
../datasets_2/kemerer.arff   RMSE                     103.872         6   17
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   17
../datasets_2/kemerer.arff   MAE                       93.0667        6   18
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   18
../datasets_2/kemerer.arff   RMSE                     103.872         6   18
../datasets_2/kemerer.arff   R2 Score                  -0.302005      6   18
../datasets_2/kemerer.arff   MAE                       97.8333        6   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   19
../datasets_2/kemerer.arff   RMSE                     111.137         6   19
../datasets_2/kemerer.arff   R2 Score                  -0.490504      6   19
../datasets_2/kemerer.arff   MAE                       97.8333        6   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7           6   20
../datasets_2/kemerer.arff   RMSE                     111.137         6   20
../datasets_2/kemerer.arff   R2 Score                  -0.490504      6   20
../datasets_2/kemerer.arff   MAE                       93.0667        7   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   11
../datasets_2/kemerer.arff   RMSE                     103.872         7   11
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   11
../datasets_2/kemerer.arff   MAE                       93.0667        7   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   12
../datasets_2/kemerer.arff   RMSE                     103.872         7   12
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   12
../datasets_2/kemerer.arff   MAE                       93.0667        7   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   13
../datasets_2/kemerer.arff   RMSE                     103.872         7   13
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   13
../datasets_2/kemerer.arff   MAE                       78.6667        7   14
../datasets_2/kemerer.arff   Median Absolute Error     48.8           7   14
../datasets_2/kemerer.arff   RMSE                     103.094         7   14
../datasets_2/kemerer.arff   R2 Score                  -0.282571      7   14
../datasets_2/kemerer.arff   MAE                       93.0667        7   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   15
../datasets_2/kemerer.arff   RMSE                     103.872         7   15
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   15
../datasets_2/kemerer.arff   MAE                       73.9           7   16
../datasets_2/kemerer.arff   Median Absolute Error     48.8           7   16
../datasets_2/kemerer.arff   RMSE                      95.2169        7   16
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     7   16
../datasets_2/kemerer.arff   MAE                       93.0667        7   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   17
../datasets_2/kemerer.arff   RMSE                     103.872         7   17
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   17
../datasets_2/kemerer.arff   MAE                       73.9           7   18
../datasets_2/kemerer.arff   Median Absolute Error     48.8           7   18
../datasets_2/kemerer.arff   RMSE                      95.2169        7   18
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     7   18
../datasets_2/kemerer.arff   MAE                       93.0667        7   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           7   19
../datasets_2/kemerer.arff   RMSE                     103.872         7   19
../datasets_2/kemerer.arff   R2 Score                  -0.302005      7   19
../datasets_2/kemerer.arff   MAE                       78.6667        7   20
../datasets_2/kemerer.arff   Median Absolute Error     48.8           7   20
../datasets_2/kemerer.arff   RMSE                     103.094         7   20
../datasets_2/kemerer.arff   R2 Score                  -0.282571      7   20
../datasets_2/kemerer.arff   MAE                       93.0667        8   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   11
../datasets_2/kemerer.arff   RMSE                     103.872         8   11
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   11
../datasets_2/kemerer.arff   MAE                       73.9           8   12
../datasets_2/kemerer.arff   Median Absolute Error     48.8           8   12
../datasets_2/kemerer.arff   RMSE                      95.2169        8   12
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     8   12
../datasets_2/kemerer.arff   MAE                       97.8333        8   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   13
../datasets_2/kemerer.arff   RMSE                     111.137         8   13
../datasets_2/kemerer.arff   R2 Score                  -0.490504      8   13
../datasets_2/kemerer.arff   MAE                       93.0667        8   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   14
../datasets_2/kemerer.arff   RMSE                     103.872         8   14
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   14
../datasets_2/kemerer.arff   MAE                       97.8333        8   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   15
../datasets_2/kemerer.arff   RMSE                     111.137         8   15
../datasets_2/kemerer.arff   R2 Score                  -0.490504      8   15
../datasets_2/kemerer.arff   MAE                       97.8333        8   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   16
../datasets_2/kemerer.arff   RMSE                     111.137         8   16
../datasets_2/kemerer.arff   R2 Score                  -0.490504      8   16
../datasets_2/kemerer.arff   MAE                       93.0667        8   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   17
../datasets_2/kemerer.arff   RMSE                     103.872         8   17
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   17
../datasets_2/kemerer.arff   MAE                       73.9           8   18
../datasets_2/kemerer.arff   Median Absolute Error     48.8           8   18
../datasets_2/kemerer.arff   RMSE                      95.2169        8   18
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     8   18
../datasets_2/kemerer.arff   MAE                       93.0667        8   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   19
../datasets_2/kemerer.arff   RMSE                     103.872         8   19
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   19
../datasets_2/kemerer.arff   MAE                       93.0667        8   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7           8   20
../datasets_2/kemerer.arff   RMSE                     103.872         8   20
../datasets_2/kemerer.arff   R2 Score                  -0.302005      8   20
../datasets_2/kemerer.arff   MAE                       97.8333        9   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   11
../datasets_2/kemerer.arff   RMSE                     111.137         9   11
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   11
../datasets_2/kemerer.arff   MAE                       93.0667        9   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   12
../datasets_2/kemerer.arff   RMSE                     103.872         9   12
../datasets_2/kemerer.arff   R2 Score                  -0.302005      9   12
../datasets_2/kemerer.arff   MAE                       97.8333        9   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   13
../datasets_2/kemerer.arff   RMSE                     111.137         9   13
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   13
../datasets_2/kemerer.arff   MAE                       97.8333        9   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   14
../datasets_2/kemerer.arff   RMSE                     111.137         9   14
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   14
../datasets_2/kemerer.arff   MAE                       97.8333        9   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   15
../datasets_2/kemerer.arff   RMSE                     111.137         9   15
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   15
../datasets_2/kemerer.arff   MAE                       93.0667        9   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   16
../datasets_2/kemerer.arff   RMSE                     103.872         9   16
../datasets_2/kemerer.arff   R2 Score                  -0.302005      9   16
../datasets_2/kemerer.arff   MAE                       97.8333        9   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7           9   17
../datasets_2/kemerer.arff   RMSE                     111.137         9   17
../datasets_2/kemerer.arff   R2 Score                  -0.490504      9   17
../datasets_2/kemerer.arff   MAE                       73.9           9   18
../datasets_2/kemerer.arff   Median Absolute Error     48.8           9   18
../datasets_2/kemerer.arff   RMSE                      95.2169        9   18
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     9   18
../datasets_2/kemerer.arff   MAE                       78.6667        9   19
../datasets_2/kemerer.arff   Median Absolute Error     48.8           9   19
../datasets_2/kemerer.arff   RMSE                     103.094         9   19
../datasets_2/kemerer.arff   R2 Score                  -0.282571      9   19
../datasets_2/kemerer.arff   MAE                       73.9           9   20
../datasets_2/kemerer.arff   Median Absolute Error     48.8           9   20
../datasets_2/kemerer.arff   RMSE                      95.2169        9   20
../datasets_2/kemerer.arff   R2 Score                  -0.0940721     9   20
../datasets_2/kemerer.arff   MAE                       93.0667       10   11
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   11
../datasets_2/kemerer.arff   RMSE                     103.872        10   11
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   11
../datasets_2/kemerer.arff   MAE                       97.8333       10   12
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   12
../datasets_2/kemerer.arff   RMSE                     111.137        10   12
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   12
../datasets_2/kemerer.arff   MAE                       93.0667       10   13
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   13
../datasets_2/kemerer.arff   RMSE                     103.872        10   13
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   13
../datasets_2/kemerer.arff   MAE                       93.0667       10   14
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   14
../datasets_2/kemerer.arff   RMSE                     103.872        10   14
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   14
../datasets_2/kemerer.arff   MAE                       93.0667       10   15
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   15
../datasets_2/kemerer.arff   RMSE                     103.872        10   15
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   15
../datasets_2/kemerer.arff   MAE                       93.0667       10   16
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   16
../datasets_2/kemerer.arff   RMSE                     103.872        10   16
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   16
../datasets_2/kemerer.arff   MAE                       97.8333       10   17
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   17
../datasets_2/kemerer.arff   RMSE                     111.137        10   17
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   17
../datasets_2/kemerer.arff   MAE                       78.6667       10   18
../datasets_2/kemerer.arff   Median Absolute Error     48.8          10   18
../datasets_2/kemerer.arff   RMSE                     103.094        10   18
../datasets_2/kemerer.arff   R2 Score                  -0.282571     10   18
../datasets_2/kemerer.arff   MAE                       97.8333       10   19
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   19
../datasets_2/kemerer.arff   RMSE                     111.137        10   19
../datasets_2/kemerer.arff   R2 Score                  -0.490504     10   19
../datasets_2/kemerer.arff   MAE                       93.0667       10   20
../datasets_2/kemerer.arff   Median Absolute Error     73.7          10   20
../datasets_2/kemerer.arff   RMSE                     103.872        10   20
../datasets_2/kemerer.arff   R2 Score                  -0.302005     10   20
../datasets_2/cocomo81.arff  MAE                      323.932         5   11
../datasets_2/cocomo81.arff  Median Absolute Error     56.4148        5   11
../datasets_2/cocomo81.arff  RMSE                     607.816         5   11
../datasets_2/cocomo81.arff  R2 Score                  -0.195509      5   11
../datasets_2/cocomo81.arff  MAE                      315.042         5   12
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   12
../datasets_2/cocomo81.arff  RMSE                     597.722         5   12
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   12
../datasets_2/cocomo81.arff  MAE                      315.042         5   13
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   13
../datasets_2/cocomo81.arff  RMSE                     597.722         5   13
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   13
../datasets_2/cocomo81.arff  MAE                      315.042         5   14
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   14
../datasets_2/cocomo81.arff  RMSE                     597.722         5   14
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   14
../datasets_2/cocomo81.arff  MAE                      315.042         5   15
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   15
../datasets_2/cocomo81.arff  RMSE                     597.722         5   15
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   15
../datasets_2/cocomo81.arff  MAE                      315.042         5   16
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   16
../datasets_2/cocomo81.arff  RMSE                     597.722         5   16
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   16
../datasets_2/cocomo81.arff  MAE                      315.042         5   17
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   17
../datasets_2/cocomo81.arff  RMSE                     597.722         5   17
../datasets_2/cocomo81.arff  R2 Score                  -0.156132      5   17
../datasets_2/cocomo81.arff  MAE                      315.042         5   18
../datasets_2/cocomo81.arff  Median Absolute Error     88.6667        5   18
